-0.0017486-0.00070043i,-0.0019668-0.00050618i,-0.0019061+0.00090569i,-0.0026017+0.00244i,-0.0023422+0.0028812i,-0.0016215+0.0030133i,-0.0014248+0.0026418i,-0.0008011+0.0023894i,5.0304e-05+0.002073i,0.0007294+0.0012989i,0.00093593+0.00016099i,-0.00033492-0.00088099i,-0.0007417-0.0011395i,-0.00053671-0.00027752i,-0.001158+0.0011425i,-0.00080914+0.0013155i,0.00017378+0.00047604i,0.00097644+0.00073627i,0.00084544+0.00099244i,0.0003517+0.00051614i,4.8975e-05+0.00022365i,-0.00044697+0.00042512i,1.9481e-05-8.4944e-05i
-0.0017084-0.0008173i,-0.00098996-0.00081628i,-0.00076904+0.0003102i,-1.4064e-05+0.00075671i,0.00076547+0.0010308i,0.001168+0.0011628i,0.0010567+0.00092589i,0.00062577+0.0010494i,4.5298e-05+0.0012511i,-0.00053787+0.0013617i,0.00013258+0.0011824i,0.00029879+0.00037316i,0.0001124+0.00065773i,4.7029e-05+0.00090777i,-0.00033228+0.00063924i,-0.00054357+3.5186e-05i,1.2401e-05-0.00023166i,0.00045335-0.0003499i,0.00080237-0.001399i,0.00095833-0.0012582i,0.00063395-0.00051926i,0.00036563+0.00020733i,0.0004975+0.00048465i
0.0010713+0.00055608i,0.00023793+0.00021701i,-0.00023311+0.00052997i,-0.0008657+0.0012864i,-0.0010975+0.0016135i,-0.00042499+0.0013809i,-0.00070464+0.0016317i,-0.0011947+0.0018607i,-0.00085583+0.0022744i,-0.0010711+0.0027399i,-0.0008939+0.0016563i,-0.00029356+0.00020537i,-0.00069213-0.00032529i,-0.00064668-0.00013335i,-0.00019252+0.0005196i,-6.2535e-05+0.00054119i,-6.8663e-05+0.00076748i,-0.00014154+0.00046056i,0.00019421+0.00015582i,0.00025928+0.00045057i,0.00027309-0.00080294i,0.00026631-0.0013823i,-0.00011634-0.00072701i
0.00080965+0.0004789i,0.001022+0.00022552i,0.0019763+0.00028786i,0.0023418-3.8829e-05i,0.0019633-0.00029049i,0.00060197+0.00066025i,-0.0010507+0.0016232i,-0.0013083+0.0018328i,-0.00048528+0.0013672i,-0.00051802+0.00026594i,-0.00070298-0.00018119i,-0.00060167-4.4606e-05i,-0.00046442+1.6598e-05i,6.7178e-05+0.00034083i,0.00036206+0.00065699i,0.00023349+0.00078656i,1.2718e-05+0.00056019i,-2.2013e-05-0.00027704i,-0.0004173-0.00068587i,-0.00049223-0.00074817i,2.5654e-05-0.00028282i,0.0002362-5.7403e-05i,0.00013458-0.00029169i
0.00011601+0.0016099i,0.00062198+0.0017554i,0.00086153+0.00092155i,0.0017578+0.0010474i,0.0016627+0.0019863i,-0.00014954+0.0013532i,-0.0010154+0.0013842i,-0.0011329+0.0024599i,-0.00063908+0.002153i,0.00046175+0.0011563i,1.1093e-05+0.00045126i,-0.00041117-0.00044502i,0.00011107-0.00075234i,0.00042983-0.0008022i,0.00069863-0.00055796i,0.0011141-0.00016009i,0.0007194+0.00039828i,0.00071699+8.134e-05i,0.0011944-0.00081537i,0.0012739-0.0011308i,0.0013168-0.00056018i,0.0012568+0.00038435i,0.00072959+0.00052574i
-0.0010541-0.00092006i,-0.0013809-0.00035373i,-0.0016507+4.0979e-05i,-0.0010064+0.00122i,0.00020509+0.0025027i,0.00085205+0.0034485i,0.0006101+0.0027897i,-3.6036e-05+0.0019222i,-0.00069818+0.0015155i,-0.0002771+0.001015i,0.00034935+0.00073629i,-5.7676e-05+0.0004048i,-0.00069343+0.0010505i,-0.00047583+0.0010199i,3.8525e-05+5.5185e-06i,7.4301e-05-0.00019023i,9.3623e-05+0.0006519i,0.00015939+0.00084746i,0.00031866+1.7406e-05i,8.8399e-05+0.00021933i,0.00014822+0.00062117i,0.0002139+0.00035595i,0.00013101+0.00019595i
0.00042823+0.0013118i,-0.00030403+0.001311i,-0.00075185+0.0015507i,0.00041238+0.0011767i,0.0010325+0.0016526i,0.001212+0.0020757i,0.00055922+0.0020484i,-0.0006438+0.0018583i,-0.00059936+0.0018547i,-8.0645e-05+0.0013301i,-0.00054328+0.00010545i,-0.0003208-0.00042132i,0.00022506+0.00025445i,-3.1031e-06+0.00057244i,-0.00016717+0.00087936i,0.00014123+0.0010776i,0.000639+0.00071968i,0.0005092+0.00038919i,-0.00010678+0.00022726i,-0.00026308+0.00030248i,0.00024133+0.00042151i,0.00082794+0.00065565i,0.00033203+5.4474e-05i
-0.0009526-0.00012102i,-0.00063194-0.00058961i,-0.00022875+0.00029793i,9.7136e-06+0.001419i,8.2679e-06+0.00085368i,-4.409e-05+0.00030275i,1.7696e-05+0.00059896i,0.00017182+0.00083658i,0.00044327+0.00060842i,0.00011244+0.00056934i,0.00011312+0.0007324i,0.00016956+0.00069373i,-0.00071715+0.00066282i,-0.0008097+0.00099349i,-0.00067132+0.00094843i,-0.00055731+0.00054953i,-0.00041973+0.00030411i,0.00053365-0.00017438i,0.0010128-0.00022572i,0.0003572-0.00011363i,0.00010013-6.3398e-05i,-0.00019622+0.00055695i,-0.00050594+0.0011284i
0.00096132+0.00057002i,0.0017379+0.00013307i,0.0025803+0.00023789i,0.0015919+0.0018855i,-0.00030316+0.0030307i,-0.0016144+0.0024364i,-0.0013242+0.001066i,-0.0007171+0.00094378i,-0.00074031+0.0013833i,-0.00082176+0.0011842i,5.7273e-05-0.00014031i,0.0009075-0.00038677i,0.00063787+0.00043394i,0.00027164+0.0008844i,-6.1368e-05+0.0011314i,-0.00029546+0.00059274i,0.00027328-0.00045243i,0.00060589-0.00080958i,0.00016423-0.00018065i,0.00020289+0.00037454i,0.00012439+0.00012352i,-0.00020866+6.6522e-06i,4.0106e-05+0.00037725i
0.00065468+0.0018816i,0.0012539+0.0018718i,0.0016325+0.001039i,0.00086056+0.00076858i,0.0008174+0.0013363i,0.0010097+0.0011498i,3.2964e-05+0.00047607i,-0.00049477+0.0009145i,-0.00049813+0.0015013i,-0.00025413+0.00087721i,6.0655e-05+0.00072856i,0.00021871+0.0013264i,0.00059929+0.0010508i,0.00063542+0.00025668i,0.00020967-0.00038477i,-7.5742e-05-0.0001707i,-0.00010568+0.00036556i,-0.00024404+0.00044229i,0.00051107+0.00021482i,0.00062266-0.00015506i,0.00026473-0.00031137i,-3.0659e-05-0.0003108i,-0.00079008-0.00014113i
-0.0012884+0.00084137i,-0.0011273+0.0024086i,-0.0014197+0.0032929i,-0.0010013+0.0028751i,0.00021729+0.0026778i,0.00019596+0.0021336i,-0.00038947+0.0019896i,0.00020822+0.0015489i,0.00045864+0.0014521i,-9.2066e-05+0.0020918i,-0.00027309+0.0015409i,-0.00063457+0.0005561i,-0.00063225+0.00030057i,-0.00047678+0.0003084i,-0.00023014+0.00040135i,-0.00013451+0.00043345i,-0.00049385+0.0003104i,-0.00055854-0.00013367i,-0.00024351-3.9926e-05i,0.00011355+7.3397e-05i,-0.00081377+1.2971e-05i,-0.00054367+0.000492i,2.3436e-05+0.00065698i
0.0025601+0.0019063i,0.0016996+0.00096348i,0.0028503+0.00066096i,0.0036661+0.0004022i,0.0027886+0.00055258i,0.00076224+0.0010611i,-0.0011526+0.0017377i,-0.0018715+0.0015821i,-0.0011727+0.0014116i,-0.00068643+0.001326i,-8.8691e-05+0.00018248i,-0.00013522-0.00019766i,-0.00060957+0.00013444i,4.0539e-05+0.00034954i,0.00039621+0.00022495i,-0.00010536-0.00014032i,-0.00043672-0.00012856i,-0.00045406+3.9834e-05i,-0.00058941+4.7606e-05i,-0.0010635+0.00070032i,-0.00067051+0.0012309i,0.0007634-0.00024768i,0.00023015-0.0011298i
-0.0012601+0.0017215i,-0.00051483+0.00083291i,0.00031793+0.00082898i,6.5083e-05+0.0018114i,9.9873e-05+0.0022681i,0.0003963+0.0017475i,0.00024496+0.0011688i,-0.00040936+0.0014555i,-0.00061046+0.0018819i,-3.4951e-05+0.0012662i,0.00038626-1.9826e-05i,3.2554e-05+0.00027412i,-6.14e-05+0.00077048i,0.00037727+0.00019937i,0.0011387-0.00023368i,0.0014303-0.00057995i,0.0010931-0.00030907i,0.00056504+0.00019712i,-0.00016506-0.0004364i,-5.8206e-05-0.00090337i,0.00060659-0.00045815i,0.00081403-0.00029771i,-9.5658e-05-0.00017726i
-0.002053-0.00051075i,-0.0025131+0.00034395i,-0.0016612+0.0015306i,-0.0006871+0.0021395i,-0.00038671+0.0024919i,0.00027044+0.0026131i,0.00077911+0.0017828i,0.0003724+0.0014321i,0.00049638+0.0014424i,0.00067719+0.0009165i,0.00064354+0.00057183i,-3.0939e-05+0.00098571i,-0.00065123+0.00084381i,-3.8947e-06+0.00013665i,0.0003759+0.00019494i,0.00078296-1.8325e-05i,0.00046473-0.00067509i,-0.0001125-0.0012253i,0.00013972-0.00055338i,0.00033932-0.00041874i,-0.00013007-0.00045263i,-0.00047903-0.00052975i,-0.00045327-0.0011069i
0.0028157-0.00012729i,0.0035718-0.00062758i,0.003268-0.00061512i,0.0036454-0.00024513i,0.0019219+0.00081271i,-0.0001526+0.0011553i,-0.00061989+0.0011241i,-0.0011934+0.0012626i,-0.00096405+0.0014263i,-0.00067311+0.0012017i,-0.0001181+0.001319i,5.7102e-05+0.0011138i,-0.00022425+0.00047407i,-0.00043157+0.00013659i,-0.00054718+0.00015217i,-0.00011645+0.00051509i,0.00050556+0.00056277i,0.001162+0.0001998i,0.0011724-0.00038667i,0.00034548-0.00022038i,0.00028261+0.00023474i,0.00046246+0.00065116i,7.7731e-05+0.00052564i
-0.0022206+0.0010456i,-0.0015541+0.0011306i,-0.0003943+0.0019769i,0.0001163+0.0021472i,-0.00086832+0.0018047i,-0.00060539+0.0019132i,5.3816e-05+0.0016383i,-1.9142e-05+0.0013298i,0.00021669+0.0012355i,-0.00011488+0.0010901i,-0.00054925+0.00032191i,-0.00016293+0.00031007i,-0.00024451+0.00053266i,-0.00040792+0.00016095i,-0.00061397-0.00039773i,-0.00065179-0.00081523i,-0.00042586-0.00066985i,-0.0001984-0.00030945i,-0.00053387-0.00021751i,-0.00088883-0.00055189i,-0.00072092+0.00019934i,-0.0010678+0.0010071i,-0.0015656+0.00036123i
0.0010064-0.0027864i,0.0012319-0.0021131i,-0.00015232-0.0022326i,-0.00064002-0.0010775i,-0.00037241+0.00090055i,-0.00011895+0.0019009i,-0.0004047+0.0014666i,-0.00053528+0.00081085i,-8.5457e-06+0.0011877i,-0.00012266+0.0014836i,-0.00067685+0.00083068i,-0.00053991+3.5847e-05i,-0.001105-0.00010466i,-0.0012378+0.00037566i,-0.00047055+0.00072863i,-0.00039098+0.0011102i,0.00022038+0.0014206i,0.00042149+0.0013485i,0.00049288+0.00062494i,0.00069777+0.00017394i,0.00071263-0.00019344i,0.00050197-0.0007441i,0.00025602-0.00081762i
0.00021198-0.00040056i,0.0013349-0.00024231i,0.001159-0.00052249i,0.00031382+0.00064031i,-0.0009759+0.0014546i,-0.00096339+0.0014738i,-0.00050321+0.0012591i,-0.0012816+0.0010517i,-0.0013121+0.0015833i,-0.00018961+0.00088521i,3.7733e-05-0.00028068i,-0.00048527-0.00011871i,-0.00060613+0.00019831i,-0.00023882+0.00060348i,-0.00013391+0.0015054i,-0.00069615+0.0016956i,-0.00081603+0.001089i,0.00020814+0.00010222i,0.00026933-0.00034049i,0.00013875-0.00042668i,0.00011835-0.00023864i,-0.0009403-0.00021528i,-0.0014486-0.0009508i
-0.0010602+4.7463e-07i,-0.00059405+0.00086968i,-0.00037584+0.0019462i,-0.00010601+0.0026905i,0.00075597+0.0026992i,0.0011441+0.0014888i,-5.6418e-05+0.0013019i,-0.00042609+0.0020948i,-0.00031942+0.0017691i,-0.00043948+0.0013835i,-0.00093171+0.0012724i,-0.0013248+0.0010715i,-0.00098341-5.1653e-05i,-0.00085526-0.00016614i,-0.00039005+0.00050535i,0.00020337+0.00023203i,-9.082e-05-0.00021768i,-0.00055761-0.00052566i,-0.00027675-0.00023944i,-5.748e-05+0.00035784i,0.00045856+0.00034258i,0.00065676+0.00046533i,0.00064081+0.00041774i
0.0019965+0.00045279i,0.0032819-0.00048076i,0.0033773-0.00087165i,0.0018705-0.00020964i,0.00040966+0.00033049i,-0.00084433+0.00032345i,-0.0014047+0.00083951i,-0.0010783+0.0010079i,-0.00034023+0.00084601i,0.00089697+0.00068494i,0.0011802+0.00016239i,2.5446e-05+3.4841e-05i,-0.00061583-4.6701e-05i,-0.00024409-0.0004334i,-0.0010064-0.00016928i,-0.0012645+0.00059703i,-0.00024922+0.00063207i,0.00041152-0.00045256i,0.00020523-0.0014231i,0.00014454-0.0008304i,0.00026744+4.2026e-05i,-0.00058696-9.5264e-06i,-0.001074-0.00062634i
-0.0014739-0.0016686i,-0.00034163-0.00031999i,-0.00051831+0.0013637i,-0.001255+0.0023881i,-0.0010254+0.0021398i,0.00041621+0.0016362i,0.00037681+0.00091385i,-0.00030087+0.00075843i,-0.0006893+0.0011413i,-0.0009267+0.00096829i,-0.00043701+0.00054795i,-0.0010432+0.00058726i,-0.00088534-0.0003053i,-5.0915e-05-0.0011517i,0.00011919-0.00095845i,-8.6296e-05-0.00081596i,0.00018317-0.00034204i,0.00015886+0.00029313i,-0.00064984+5.1524e-05i,-0.001055-0.00022641i,-0.00054138-0.00010801i,0.00011947+6.544e-05i,-0.00011943+0.00019556i
-0.0015946+0.00021654i,-0.0012439+0.0010033i,-0.0025502+0.0015914i,-0.0017509+0.0024409i,6.1837e-05+0.0025801i,0.00063282+0.0018904i,0.00017402+0.0013377i,-0.00037393+0.0012323i,9.5252e-05+0.0021069i,0.00021852+0.002348i,-0.0003846+0.0011891i,-0.00022269+0.00080663i,0.0002268+0.0016423i,-3.0743e-05+0.0010104i,0.00018623-8.1304e-05i,0.00050165+0.00034603i,0.00051028+0.00010541i,0.00038129-0.00041527i,0.00042072-0.00016105i,6.0884e-05-0.00011765i,-0.00015632-0.00067233i,-0.00013633-0.00097595i,-0.00051087-0.00075135i
-0.0010516-8.6123e-05i,-0.0018155+0.00037208i,-0.001541+0.0014036i,-0.00039541+0.0027236i,0.00010442+0.002866i,-0.00049699+0.0023152i,-0.00051014+0.0017623i,2.2682e-05+0.0015645i,-0.00068748+0.0016406i,-0.0014761+0.0016862i,-0.0011065+0.0013017i,-0.00056448+0.00076076i,-4.4483e-05+0.00061936i,0.00058605+0.00076872i,0.0002041+0.00050174i,-0.00029633+0.00016955i,-9.8027e-05+0.00038662i,0.00036659-0.0001196i,0.00019504-0.00048027i,-0.00056821-1.5269e-05i,-0.00079862+0.00023926i,-0.00046296+0.00063587i,-0.00016315+0.0011781i
0.00083803-0.00078264i,-0.00014384-0.00093084i,-0.0011152-0.00035607i,-0.0017767+0.00080803i,-0.0014302+0.0011305i,-0.0004329+0.0016899i,-0.00050077+0.0020161i,-0.0006977+0.0015228i,-0.00045345+0.0013127i,-0.00032916+0.00057337i,-0.00030624-9.3241e-05i,-0.00042989-0.00028562i,-0.0009346+0.00025982i,-0.00034785+0.00040514i,0.00041125+0.00057471i,-4.4744e-06+0.00096999i,-0.00017419+0.00035043i,0.00051086-0.00040723i,0.00086057-0.00033672i,0.00018094+6.6891e-05i,-0.00068013-0.0002113i,0.00026004-4.0378e-05i,0.00071038+0.0001211i
-0.00019958+0.00066243i,-0.00070172+0.001229i,-0.00051309+0.00069722i,0.00023407+0.0015439i,0.00095947+0.0021286i,0.0010304+0.0010728i,0.00052636+0.00058839i,-0.00048336+0.0011054i,-0.00056275+0.0013477i,-0.00018437+0.0010554i,0.00032115+0.00058014i,3.2054e-05+0.00022897i,-0.0012916+0.00011568i,-0.0015701+0.00015076i,-0.00080525+0.00065936i,-0.00062353+0.0014753i,-0.00045289+0.0013946i,7.3092e-05+0.0007121i,0.00016383+0.00039247i,0.00055501+3.1356e-05i,0.00068427-0.00036235i,-0.00020524-0.00045942i,-0.00038579-0.00039716i
0.0016598-0.00074302i,0.0013229-0.0012575i,0.0017851-0.001884i,0.0024566-0.0012931i,0.00086618+0.0004052i,-0.00080448+0.00091413i,-0.00084091+0.00067285i,-0.00097374+0.001118i,-0.00092853+0.0012922i,-0.00030718+0.00078802i,-1.3199e-05+0.00051135i,-0.0004724+0.00011476i,-0.00099068-0.00033033i,-0.00091059-0.00017146i,-9.2015e-05+0.00027623i,0.00013478+0.00031838i,0.00029087+0.00057379i,0.00089154+0.00024721i,0.00084396-0.00026802i,-0.00054851-0.00034657i,-0.0011284+0.00012806i,-0.00067343+0.00053841i,-0.00046321+0.00046966i
0.00065763-0.00023644i,0.00073534+0.0010016i,-8.4896e-05+0.0015117i,-0.00085496+0.0014012i,-0.00023768+0.0017569i,0.00046323+0.0021187i,0.0004332+0.0024441i,8.9953e-06+0.001868i,-0.00032352+0.0017815i,-0.00080827+0.0013253i,-0.00064723+0.00033012i,-7.1249e-05+5.3578e-05i,-8.5315e-05-0.00037995i,0.00011884-0.00076052i,0.00058164-2.9708e-05i,0.00087925+0.00056264i,0.001029+6.5363e-05i,0.00049566-4.6166e-05i,-7.8056e-05-2.6902e-05i,0.00028844+0.00010231i,0.0003463+0.00055893i,-0.00025724+0.00023772i,-0.00037632+0.00021759i
0.00075297+0.0013724i,0.0011542+0.00024363i,0.0013626+0.00082375i,0.00058577+0.0012652i,0.00022589+0.0006983i,4.9242e-05+0.00054011i,-0.00056908+0.00045338i,-0.00077497+0.00075623i,-0.00072209+0.0013161i,-3.8827e-06+0.0011304i,0.00043264+0.00016309i,-0.00056087-0.00036959i,-0.0014164-0.000124i,-0.0010862-0.0004631i,-0.00053519-0.00013969i,-0.00016912+0.0006243i,2.0508e-05+0.00010756i,0.00033813-0.00024446i,0.00027173+0.00031819i,0.00012338+0.00037119i,0.00020322-8.256e-05i,0.00032452+0.0004436i,0.00065861+0.001356i
-0.00026611+0.00022857i,-0.00048813+0.00030419i,-0.00028248+0.00097865i,-6.3121e-05+0.0022953i,-6.6636e-05+0.0027817i,6.8189e-05+0.0022045i,0.00020271+0.0018696i,-0.0004409+0.0014925i,-0.0012266+0.0017954i,-0.00093559+0.0026027i,0.00014765+0.0021456i,-0.00015897+0.00078863i,-0.00058614+0.00063962i,-0.00048908+0.00074396i,-0.00038585+0.00044972i,0.00021043+0.00012047i,-8.6919e-05-0.00013889i,-0.00066827-0.00074403i,-0.00068821-0.00043229i,-0.00011718+0.00039692i,0.00013456+0.00025198i,0.00010056-0.00032447i,0.00012935-0.00029774i
-0.00089837+3.4161e-05i,-0.00039953+0.00098001i,-0.0011461+0.0011344i,-0.0016343+0.0014037i,-0.0010239+0.0014551i,-0.00062425+0.0016095i,-0.0003058+0.0015891i,-0.00032094+0.0015654i,-0.00041399+0.0014229i,0.00019632+0.00096807i,-0.00039346+0.00046938i,-0.00089453+0.00016859i,-0.00058575+0.00073862i,-0.00036739+0.0012839i,-0.00022164+0.00059113i,0.00028191-0.00027343i,0.00065014-0.00016144i,0.00012915-0.00010784i,-0.00057584-0.00012608i,-0.00072384-0.00037066i,4.1338e-05-0.00027673i,0.00030732+0.00016382i,0.00011375-0.00037385i
-0.00082879-0.00080826i,-0.00038785-0.0015746i,-0.00037718-0.0022535i,0.00041338-0.0019516i,0.00095304-0.00049469i,6.5489e-05+0.00037167i,-8.4584e-05+0.0014698i,-0.00045131+0.00214i,-0.00087703+0.0015725i,-0.00060348+0.00081004i,-0.00047304-0.00038549i,-0.00094233-0.00072066i,-0.0014396+8.5868e-05i,0.00024326+0.00041138i,0.0012869+5.2707e-05i,0.00050658+0.00054165i,-0.00029219+0.00086443i,-0.00012916+0.00063789i,0.00033031+5.2445e-05i,-0.00048498+8.4432e-05i,-0.0015559+0.00045074i,-0.0015915-7.42e-05i,-0.00027462-0.00050982i
0.0023895+0.0018326i,0.002171+0.00066735i,0.003305+0.00083644i,0.0033239+0.0010556i,0.0024489+0.00049267i,0.00080427+0.00059586i,-0.0013163+0.0012884i,-0.0011583+0.0013464i,6.1068e-05+0.0011378i,0.0001327+0.00076073i,0.00054777-0.00031179i,0.00089608-0.0013075i,0.00075868-0.0011108i,0.00072323-0.00067131i,0.00014683-0.00039352i,-0.00038849+4.2401e-05i,-0.00063114-0.00017893i,-0.00013538-0.00046559i,-1.409e-05-7.5974e-05i,0.00015006+0.00048898i,0.00016496+0.00035321i,-6.4467e-05-0.00036838i,-0.00012162-0.00033553i
-0.0010064+0.0018482i,-2.3967e-05+0.0014985i,0.00056528+0.0021654i,-0.0002834+0.0029634i,0.00032472+0.0023947i,0.00072649+0.001569i,-0.00039233+0.0014887i,-0.0010925+0.0010178i,-0.00095111+0.00082007i,-0.00058706+0.00079537i,-0.00054398+0.00058614i,-0.00070855+0.00050243i,-0.00055067+0.00093338i,-0.0003136+0.001602i,0.00023985+0.0019749i,0.00021546+0.0019121i,0.00037746+0.0011016i,3.5209e-05+0.0001031i,-0.00090028-0.00034996i,-0.00076844-0.00015666i,-0.00043082-0.000133i,-0.00085501+0.00020643i,-0.0010953+0.00082486i
-0.0028537+0.00097128i,-0.0017006+0.0010588i,-0.0017376+0.0022843i,-0.0008545+0.0019825i,0.00020835+0.0011913i,0.00087183+0.0010118i,6.2964e-05+0.00096181i,-0.00087959+0.0014973i,-0.00037452+0.0018769i,-2.8249e-05+0.0015816i,0.00037064+0.0010442i,0.00085219+0.0008909i,0.0010632+0.00079059i,0.00075915+0.00025228i,0.00021283+8.3604e-05i,0.00036229+0.00046402i,-8.8713e-06+0.0008083i,-0.00032059+0.00050638i,-5.948e-05+4.3683e-05i,-0.00031783-0.00070392i,0.00016696-0.00069211i,0.00045489-0.00028898i,7.2899e-05+0.00020351i
0.00058949-0.00042092i,0.00078145-8.4616e-05i,0.00083749+0.00029078i,0.0006668+0.0010782i,-1.1806e-06+0.0022619i,-0.00052517+0.0024934i,-0.00059649+0.001889i,-0.00066742+0.001332i,-0.0013524+0.0015441i,-0.00058646+0.0017041i,-0.0003677+0.00087068i,-0.00065275+0.00034194i,3.7411e-06+0.0001975i,2.9899e-05-0.00020869i,-3.7444e-05-9.2492e-05i,0.00013467+0.00017174i,0.00076469-3.6863e-05i,0.00033637+3.4858e-05i,-0.00030665-0.00013078i,0.0003325-0.0004899i,2.2555e-05-1.8037e-05i,-0.00080573+0.00036714i,-0.00069811-0.00017751i
0.00024447+0.00055814i,0.00046111+0.00065393i,0.0013328+0.00069757i,0.0010681+0.0010889i,0.00063419+0.00058881i,-0.00020847+8.3559e-05i,-0.001511+0.0008856i,-0.0020793+0.0017421i,-0.0013445+0.0015484i,-0.00094191+0.00049242i,-0.0010785+0.00012862i,-0.00036344-8.1346e-05i,0.00037487-0.00025219i,0.00033144+0.00043724i,0.00016034+0.001078i,0.00017341+0.00037542i,0.0002339+2.1791e-05i,-0.00011203+0.00038243i,-5.1084e-05+0.00058355i,0.00023921+0.00039825i,-0.00022872-0.00049396i,-0.0004099-0.00081501i,-0.00035755+7.385e-05i
0.0002274+0.0021744i,0.00072549+0.0028555i,0.0021164+0.0028256i,0.0021555+0.0018061i,0.0019716+0.0018927i,0.0019473+0.0019598i,0.00091467+0.0006286i,0.00017941+0.00012551i,0.00033528+0.0007252i,0.00049905+0.0013736i,0.00027345+0.0012353i,-7.8555e-05+0.00058008i,-0.00078884+0.00022691i,-0.00016471+3.0622e-05i,0.00036907+0.00012003i,-8.0619e-05+0.00020622i,-0.0006506-0.00020441i,-0.00050316-0.00050141i,-0.00017963-0.00021389i,0.00011803-0.00069878i,0.00026205-0.00056489i,-0.00041613+0.0003462i,-0.00050214+0.00064551i
0.0011417-0.001006i,0.00065311-0.0011292i,-6.2627e-06-0.0001002i,-7.1301e-05+0.0010291i,0.00014054+0.0015798i,-0.0004433+0.0014013i,-0.00077325+0.0015856i,-0.00095908+0.0018104i,-0.00088968+0.0019148i,-0.00040314+0.0021701i,-0.00043015+0.0021297i,-0.00069349+0.0014618i,-0.0013252+0.00088348i,-0.0010218+0.00011784i,5.9846e-05-0.00014074i,-0.00014972+0.00020007i,-0.00048047+4.1693e-05i,-2.6425e-05+0.00043559i,0.00020591+0.0004216i,0.00024879-0.00018595i,7.0407e-05-0.00028771i,-0.00078085-0.00020105i,-0.0013094-0.00025888i
-0.0015566-0.00094017i,-0.0016959+0.00071049i,-0.0021132+0.0018754i,-0.0014839+0.0012841i,-0.0012391+0.0015343i,-0.0009914+0.0022449i,-0.00030283+0.0020728i,-0.00027953+0.0017917i,-0.00030207+0.001845i,-0.00067471+0.001266i,-0.00047256+0.00043303i,-0.00017236-0.00013869i,-0.00043276+0.00012345i,-0.00028659+0.00049361i,-0.00070338+0.00059572i,-0.00099148+0.0011441i,9.4822e-05+0.001561i,0.00060344+0.0015714i,0.00011356+0.00031045i,-0.00072199-0.00022585i,-0.00080988-0.00040224i,-0.00020318-0.00060858i,-0.0002345-0.00045015i
-0.00035524+0.00045529i,0.00028944-0.00012394i,0.0011035+0.00038202i,0.001238+0.0015686i,0.00057421+0.0014733i,-0.00019222+0.0011787i,-0.00047316+0.0013031i,-0.00059412+0.0016234i,-0.00081103+0.0013067i,-0.00072282+0.00086638i,-0.0004568+0.0010434i,-0.00080181+0.001035i,-0.0008213+0.00085024i,0.00034085+0.00062374i,0.00099954+0.00099057i,0.00059567+0.0011829i,0.00014782+0.00072233i,-0.00034714-0.00023341i,-0.00068473-0.00071326i,-0.00044508-0.0003149i,-4.7149e-05-6.5416e-05i,9.2879e-05+0.0001933i,5.2613e-05+0.00040299i
0.00047073-0.0004741i,0.001689+0.00073484i,0.00065504+0.0012291i,0.00022801+0.0015349i,0.00054757+0.002226i,0.00010333+0.0018883i,-0.00010869+0.0016275i,-0.0005062+0.001822i,-0.0011346+0.0012331i,-0.0006848+0.00079795i,0.00016643+0.00069453i,6.2428e-05+0.00037745i,-0.00063496+0.00039207i,-0.00082127+7.1232e-05i,-0.00097012-0.00062962i,-0.00060502-0.00021443i,-3.0481e-05+0.00019135i,0.00043532-0.00030784i,4.4547e-05-0.00062978i,-0.00066561-0.00066999i,-3.0882e-05-0.00040691i,0.00044377+0.00013972i,-5.5557e-05+0.00038825i
-0.0017835+0.001275i,-0.0021665+0.002172i,-0.00062205+0.0022765i,0.00054853+0.0013303i,0.00034631+0.00014914i,0.00060746+9.545e-05i,0.00043426+0.00067049i,-0.00028353+0.00074512i,-0.00042626+0.00052254i,-0.0002477+0.00083819i,-0.00029155+0.00080459i,-0.00024201+0.00033542i,-0.00010465+2.9703e-05i,-0.0001016+0.00013384i,0.0003504+0.00031944i,0.00044447+0.0001013i,0.00053371-0.00024127i,0.0005665-6.4876e-05i,-4.0007e-06-7.4343e-05i,0.00014813-6.4121e-05i,0.00064583+0.00011921i,0.0007282+0.0001439i,0.0011846+0.00044385i
-0.00071463-0.00091926i,0.00019975+0.0006031i,0.00021469+0.0011272i,0.00039976+0.0002944i,0.0003612-5.6315e-05i,-0.0014308+0.00020701i,-0.0009745+0.00097331i,-6.364e-05+0.0019846i,-0.0013843+0.001539i,-0.00089609+0.00060476i,-0.00025025+0.00040664i,-0.00075108+0.00067188i,-0.00043265+0.0010461i,-6.5208e-05+0.0010455i,0.00034302+0.00074432i,0.00061153+0.00028848i,0.00052403-0.00013901i,0.00014742-0.00053533i,0.00069947-0.00038214i,0.0010258+0.00014229i,-0.0003117-0.00022121i,-0.00096994-0.00035517i,-0.00044589+0.000324i
