-0.00063872+0.00042383i,0.00020141-0.0008542i,-0.00044623-0.00033985i,0.00027947+0.00046474i,8.2047e-05+0.0023744i,-0.00091979+0.0031343i,-0.0011637+0.0025763i,-0.0011764+0.0025696i,-0.00051558+0.0014498i,-0.00010806-6.8389e-05i,0.00036859-0.0010952i,0.0001305-0.001104i,-0.0014411-0.00057212i,-0.001272-0.00083598i,-0.00048886+0.00039359i,-0.00075688+0.00098522i,-0.00075696+0.00021624i,-0.00041141+0.00044585i,-8.1846e-05+0.00047355i,-0.00012731-0.00014749i,-0.00048985-0.0007793i,7.8852e-06-0.00079953i,0.00087679-0.00019888i
-0.075985+0.050371i,-0.16162+0.14323i,-0.14767+0.26492i,0.025143+0.28952i,0.16628+0.15688i,0.13933+0.013881i,0.061896-0.01533i,0.03256-0.0034082i,0.021337-0.0092033i,0.014466-0.011495i,0.012767-0.0093538i,0.0016683-0.0072675i,-0.012213-0.0023154i,-0.020143+0.00094462i,-0.023326+0.00037172i,-0.021663+0.00031832i,-0.016449+0.0021182i,-0.0098405+0.0056016i,-0.0024688+0.012077i,0.0053324+0.018319i,0.0071344+0.01882i,0.0021058+0.01601i,-0.0021338+0.014282i
0.0046099-0.090255i,-0.016821-0.22062i,-0.1151-0.30209i,-0.24271-0.20316i,-0.24213-0.0122i,-0.11942+0.07655i,-0.042331+0.050367i,-0.030539+0.023861i,-0.016851+0.020392i,-0.0039111+0.015203i,0.00044292+0.0090828i,0.0066944-0.0016915i,0.012053-0.013042i,0.015238-0.018328i,0.016858-0.018463i,0.01431-0.015446i,0.0082725-0.011234i,0.0005836-0.0093992i,-0.0098123-0.010508i,-0.019492-0.011081i,-0.020365-0.010399i,-0.014071-0.010286i,-0.010195-0.011207i
0.067351+0.059407i,0.18391+0.1274i,0.31938+0.11988i,0.34421-0.026114i,0.20869-0.15692i,0.048566-0.13775i,-0.0040122-0.066045i,-0.003223-0.036342i,-0.0095531-0.023364i,-0.0092345-0.01226i,-0.0063954-0.0070045i,-0.0060462+0.0038257i,-0.0036268+0.01622i,-0.0028395+0.02363i,-0.0030144+0.0261i,-0.00067904+0.021105i,0.0026486+0.011668i,0.006666+0.0044208i,0.013642+0.00013082i,0.021718-0.004257i,0.022878-0.0064785i,0.019248-0.0029535i,0.017451+0.0013611i
-0.0883+0.017664i,-0.21987+0.064674i,-0.31705+0.16964i,-0.2392+0.28011i,-0.049887+0.26707i,0.057423+0.13697i,0.052093+0.048159i,0.032213+0.028355i,0.026372+0.016278i,0.019424+0.0082076i,0.012919+0.0047861i,0.0036135-0.0039555i,-0.0069662-0.012251i,-0.013575-0.01652i,-0.015978-0.017249i,-0.013478-0.012405i,-0.0090041-0.003721i,-0.0064224+0.003215i,-0.0072983+0.008888i,-0.010382+0.01513i,-0.012425+0.016417i,-0.013484+0.010965i,-0.014598+0.0062267i
0.041432-0.081078i,0.091221-0.21154i,0.089025-0.36306i,-0.028275-0.39342i,-0.1435-0.24727i,-0.12631-0.074029i,-0.058722-0.01245i,-0.030515-0.010425i,-0.022297+0.00022278i,-0.015117+0.0094228i,-0.0086+0.010853i,0.0032515+0.0098586i,0.016168+0.0072593i,0.024973+0.0041548i,0.027944+0.00035269i,0.022901-0.0028795i,0.013269-0.0042069i,0.0070771-0.0056495i,0.0062971-0.011697i,0.0058199-0.020425i,0.0052314-0.022674i,0.0065148-0.018168i,0.0067685-0.014045i
0.031529+0.079273i,0.096198+0.20864i,0.20853+0.32318i,0.30882+0.27196i,0.28147+0.091045i,0.15095-0.024355i,0.06375-0.03211i,0.038787-0.023363i,0.017935-0.0237i,0.0015316-0.018789i,-0.0049442-0.01281i,-0.012377-0.0056659i,-0.018932+0.0021298i,-0.021398+0.0080652i,-0.018527+0.013452i,-0.010037+0.015416i,-0.0016323+0.011726i,0.0020525+0.0099668i,0.0061524+0.015307i,0.012025+0.021478i,0.013705+0.022346i,0.011921+0.020218i,0.010242+0.01735i
-0.079321-0.01983i,-0.21994-0.061385i,-0.38317-0.0643i,-0.41505+0.028118i,-0.26401+0.12176i,-0.089917+0.11537i,-0.02126+0.071092i,-0.010032+0.049693i,0.0016235+0.03159i,0.0073778+0.013117i,0.0073899+0.0034083i,0.0081649-0.0062086i,0.0073557-0.01512i,0.004073-0.019009i,-0.001547-0.01821i,-0.0062852-0.012233i,-0.0070301-0.005044i,-0.0081628-0.0024763i,-0.015177-0.0039709i,-0.023446-0.0057718i,-0.02495-0.0076305i,-0.02037-0.0087464i,-0.014944-0.008132i
0.068006-0.048783i,0.18984-0.12638i,0.30877-0.2415i,0.27844-0.32104i,0.1162-0.27305i,-0.0040793-0.14106i,-0.025048-0.056653i,-0.018859-0.030695i,-0.016615-0.012885i,-0.012125-0.001198i,-0.0086702+0.003255i,-0.0034354+0.010358i,0.0025674+0.01756i,0.0077293+0.019573i,0.012521+0.01452i,0.011784+0.0059085i,0.0057944+0.00031365i,0.0041834-0.0004741i,0.01106-0.0022754i,0.020849-0.0068017i,0.024068-0.0084381i,0.02031-0.0065573i,0.013669-0.0049204i
-0.0098978+0.080169i,-0.033061+0.22623i,-0.034864+0.39498i,0.030694+0.42867i,0.10288+0.2811i,0.10196+0.10482i,0.064925+0.029542i,0.042854+0.014914i,0.029139+0.0026179i,0.017054-0.0052091i,0.0085967-0.0087485i,-0.0014365-0.011627i,-0.011009-0.012009i,-0.015525-0.0087041i,-0.014421-0.0022267i,-0.0076532+0.0033823i,-0.002205+0.0043453i,-0.0025762+0.0031766i,-0.0075411+0.008667i,-0.0126+0.018571i,-0.014461+0.021595i,-0.013343+0.017644i,-0.010822+0.013024i
-0.054609-0.052746i,-0.14652-0.16524i,-0.2601-0.28783i,-0.31702-0.27965i,-0.25671-0.13814i,-0.13729-0.017326i,-0.067732+0.015223i,-0.046264+0.014792i,-0.025426+0.015838i,-0.0066476+0.012545i,0.0022324+0.0074189i,0.0096315+0.0026534i,0.015264-0.0021012i,0.014678-0.0062611i,0.008551-0.0091344i,0.00092331-0.0078947i,-0.0017428-0.0041199i,0.0011921-0.0049411i,0.0023449-0.01502i,0.0002207-0.02631i,0.0003028-0.027536i,0.0023412-0.022151i,0.0036767-0.016298i
0.071462-0.0055026i,0.21358+0.0027634i,0.38114+0.010329i,0.41962-0.024138i,0.28144-0.074805i,0.11242-0.079197i,0.035162-0.056652i,0.013929-0.04094i,-0.0012192-0.026047i,-0.0061058-0.011474i,-0.0046736-0.003757i,-0.0075904+0.0025938i,-0.010392+0.0090297i,-0.0075116+0.012618i,-0.00039755+0.011661i,0.0048726+0.0056715i,0.0037086+0.0014604i,0.0019935+0.0039796i,0.0084191+0.011709i,0.018365+0.018776i,0.021489+0.020232i,0.01773+0.016516i,0.011751+0.010544i
-0.040052+0.055594i,-0.14011+0.15143i,-0.26131+0.26436i,-0.27132+0.3069i,-0.14416+0.23878i,-0.020591+0.128i,0.020209+0.062323i,0.021184+0.036953i,0.016015+0.017978i,0.0090125+0.0063254i,0.0058451+0.0024314i,0.0039358-0.0039589i,0.0014617-0.010117i,-0.0013544-0.0086388i,-0.0036547-0.0012498i,-0.0022923+0.005813i,0.00070909+0.006148i,-0.0022249+0.0011122i,-0.013876-0.0018234i,-0.025877-0.0017892i,-0.028039-0.0029718i,-0.022179-0.0045926i,-0.01522-0.0039166i
-0.016639-0.063153i,-0.020042-0.19704i,-0.01083-0.35971i,-0.020821-0.40042i,-0.051282-0.26818i,-0.057136-0.1071i,-0.039867-0.034742i,-0.025062-0.018248i,-0.016432-0.0072187i,-0.010115-0.00015617i,-0.0068252+0.0030176i,-0.0023007+0.0075657i,0.00367+0.0099044i,0.0050498+0.0058326i,0.00079651-0.0012974i,-0.0046084-0.0038612i,-0.0053544-0.00074861i,0.0017831+0.0010857i,0.01432-0.0044271i,0.023399-0.012902i,0.02352-0.013858i,0.01918-0.0090075i,0.013335-0.005088i
0.054659+0.030262i,0.14912+0.11634i,0.25806+0.2351i,0.29215+0.26142i,0.21972+0.15364i,0.11804+0.038571i,0.062854-0.0017466i,0.042933-0.006924i,0.024781-0.010676i,0.0093684-0.0099391i,0.001933-0.0081029i,-0.0046041-0.0085137i,-0.010353-0.0070736i,-0.0088881-0.0038297i,-0.0010473-0.0022308i,0.0052232-0.0030082i,0.0040551-0.0038617i,-0.0018582+0.00062299i,-0.0057829+0.013714i,-0.006284+0.026917i,-0.0060885+0.027972i,-0.0058866+0.020606i,-0.0040578+0.012702i
-0.054721+0.018586i,-0.17796+0.030965i,-0.33493+0.023678i,-0.37581+0.017037i,-0.2513+0.034233i,-0.10277+0.049863i,-0.036857+0.049013i,-0.018987+0.040416i,-0.0061967+0.025631i,-0.0003122+0.010883i,0.00069363+0.0047295i,0.0042752+0.00035016i,0.0078953-0.0043358i,0.0054048-0.0033639i,-1.3371e-05+0.0017768i,-0.0016842+0.0063136i,0.00032609+0.0062375i,0.0012532-0.0008403i,-0.0035162-0.013964i,-0.010804-0.025056i,-0.011029-0.025786i,-0.0061346-0.020222i,-0.0030192-0.014219i
0.017839-0.053711i,0.087867-0.14623i,0.19834-0.24647i,0.23945-0.26591i,0.1514-0.18798i,0.040767-0.095094i,-0.0046169-0.047691i,-0.012057-0.02812i,-0.011712-0.012388i,-0.0062695-0.0054335i,-0.0041693-0.0056412i,-0.0049691-0.0011707i,-0.0043928+0.0049121i,-0.0035506+0.0047483i,-0.0031938-0.00071406i,-0.0043275-0.0051857i,-0.0053178-0.0034911i,-0.0009067+0.0036295i,0.011811+0.010187i,0.024792+0.012108i,0.025952+0.011125i,0.018127+0.009946i,0.01023+0.0070654i
0.023624+0.044766i,0.041385+0.15598i,0.034972+0.30144i,0.016938+0.3426i,0.022737+0.22867i,0.037766+0.091725i,0.036777+0.031295i,0.026436+0.01543i,0.015277+0.0075321i,0.0085628+0.0045798i,0.0084359+0.001444i,0.0061457-0.0042057i,0.00088232-0.0067427i,0.00061208-0.0040326i,0.0056195+0.00082249i,0.0087731+0.0030444i,0.0064416+0.00067607i,-0.0012099-0.0024796i,-0.013862+0.0011827i,-0.025148+0.0078186i,-0.026164+0.0079434i,-0.019378+0.0047579i,-0.011529+0.0030897i
-0.04722-0.013309i,-0.13432-0.069589i,-0.22895-0.17145i,-0.24074-0.21972i,-0.16168-0.14537i,-0.080028-0.043728i,-0.043163-0.0033528i,-0.02968-6.3268e-05i,-0.019202+0.0022896i,-0.01079+0.0051675i,-0.0055068+0.0061841i,1.8845e-05+0.0066464i,0.0042714+0.0052866i,0.0019614+0.0034049i,-0.0046234+0.0038732i,-0.00746+0.0056722i,-0.0040112+0.0069019i,0.0033863+0.0035286i,0.011093-0.0095159i,0.015367-0.023558i,0.015622-0.024512i,0.012135-0.016638i,0.0076234-0.0096371i
0.03361-0.027627i,0.12662-0.048122i,0.25701-0.042204i,0.30084-0.013261i,0.20306-0.0051272i,0.085697-0.020436i,0.035964-0.03002i,0.020789-0.029266i,0.0083254-0.022165i,0.0015327-0.012314i,0.00015465-0.0067918i,-0.0029651-0.0039138i,-0.0056279-0.0018844i,-0.0046997-0.0036191i,-0.0018603-0.0075439i,0.00014167-0.0084254i,-0.0012151-0.0054715i,-0.0031623+0.0028255i,-0.00040997+0.016362i,0.0050505+0.02719i,0.0062858+0.026645i,0.0036902+0.017717i,0.0023755+0.0093375i
-0.0052048+0.041222i,-0.051904+0.11758i,-0.14051+0.2026i,-0.1893+0.2096i,-0.12961+0.13478i,-0.038526+0.066991i,0.0029774+0.040123i,0.010749+0.027026i,0.0094152+0.013955i,0.0057706+0.0075966i,0.0049009+0.0071475i,0.0046764+0.0030359i,0.003117-0.00072804i,0.0029793+0.0010359i,0.0030946+0.0044894i,0.0028201+0.0057883i,0.0038988+0.0038758i,0.0013002-0.0016657i,-0.0093569-0.009577i,-0.020844-0.015776i,-0.021389-0.01635i,-0.01369-0.01257i,-0.0074927-0.0070311i
-0.027633-0.028926i,-0.051053-0.10909i,-0.047322-0.22371i,-0.011246-0.26213i,0.0048294-0.17363i,-0.010439-0.066315i,-0.017979-0.019392i,-0.012857-0.0072207i,-0.007954-0.0023341i,-0.0070999-0.0015528i,-0.0091993-0.00089101i,-0.0076795+0.002166i,-0.0048129+0.0032847i,-0.0048536+0.0014838i,-0.0054502-0.00044108i,-0.0063838-0.00092185i,-0.0057933+0.00017776i,0.00033356+0.002463i,0.01385+0.0015295i,0.026936-0.0020219i,0.027506-0.002761i,0.019684-0.00095346i,0.012093-0.00078194i
0.035841+0.00073786i,0.10442+0.037375i,0.17863+0.11688i,0.18011+0.16907i,0.11197+0.12338i,0.054957+0.043928i,0.033632+0.0096011i,0.023509+0.0044511i,0.015433+0.00073519i,0.0096633-0.0036707i,0.0060259-0.0076982i,0.0019407-0.0084776i,-0.00040042-0.0066232i,0.0019484-0.0047978i,0.0058018-0.003226i,0.0066961-0.0013047i,0.0039398+0.00021985i,-0.0026337+0.0014768i,-0.01124+0.0094487i,-0.018348+0.020961i,-0.01835+0.022017i,-0.012426+0.014171i,-0.0060521+0.0080576i
-0.02143+0.023463i,-0.090294+0.045083i,-0.18989+0.039341i,-0.22527+0.0014114i,-0.15053-0.015815i,-0.061503+0.0033802i,-0.026273+0.019521i,-0.017557+0.019944i,-0.009251+0.016534i,-0.0016875+0.01176i,0.0018589+0.0068886i,0.0019989+0.0028165i,0.00081649+0.0011134i,-0.0010273+0.0025812i,-0.0032162+0.0037061i,-0.0037012+0.0039197i,-0.0014528+0.0045421i,0.0025819-6.5431e-05i,0.0038702-0.013645i,0.00048117-0.027148i,-0.0020243-0.028364i,-0.0014231-0.019397i,-0.0012476-0.010524i
-0.0041142-0.031663i,0.022051-0.089787i,0.089643-0.15176i,0.14409-0.15015i,0.11075-0.087441i,0.039277-0.038575i,0.0028155-0.024337i,-0.0079211-0.019203i,-0.011384-0.01109i,-0.0074307-0.0053019i,-0.0032108-0.0048495i,-0.0029702-0.0041519i,-0.0024165-0.003471i,-0.0018224-0.0046328i,-0.00088758-0.0054165i,0.0014238-0.004604i,0.00074175-0.0034496i,0.00022914+0.0019276i,0.0086308+0.01128i,0.019792+0.018622i,0.020669+0.017967i,0.013404+0.011034i,0.007592+0.0048635i
0.023009+0.019725i,0.043873+0.074342i,0.040872+0.16067i,0.0059485+0.19539i,-0.011395+0.12913i,0.0039422+0.047619i,0.014992+0.013077i,0.013601+0.0028853i,0.0086984-0.0016527i,0.0065076-0.00069801i,0.00762+0.00011876i,0.0072521-0.001348i,0.0064367-0.00042247i,0.0055924+0.0018522i,0.0034594+0.0038981i,0.001365+0.005687i,0.0011417+0.0050288i,-0.0022367+0.00057476i,-0.013874-0.002418i,-0.025832-0.0016859i,-0.026302+0.00016922i,-0.017389+0.0013544i,-0.0099413+0.0014145i
-0.025637+0.0037812i,-0.076622-0.016518i,-0.1332-0.074511i,-0.1306-0.12307i,-0.071141-0.094358i,-0.026898-0.033068i,-0.01309-0.0059868i,-0.0080391-0.0029074i,-0.0054886-0.0013924i,-0.0057403+0.002955i,-0.005457+0.007315i,-0.0030003+0.0074743i,-0.0028483+0.005269i,-0.004494+0.0032073i,-0.004918-0.0012293i,-0.0049192-0.0036484i,-0.0044824-0.0011932i,0.00067315+0.00087349i,0.010821-0.0049688i,0.01997-0.015737i,0.020761-0.019458i,0.014757-0.015226i,0.0092332-0.010341i
0.012562-0.018765i,0.058048-0.037415i,0.13271-0.035995i,0.16493-0.0025567i,0.11042+0.017945i,0.045311+0.0052999i,0.02283-0.0055076i,0.017883-0.0069109i,0.011335-0.0079228i,0.0031493-0.0079803i,-0.0025816-0.0064642i,-0.004698-0.0040193i,-0.0034149-0.0027035i,1.2991e-05-0.0024518i,0.0041246-0.00108i,0.0069861+0.00084124i,0.0053179+0.00072698i,0.0013398+0.002971i,-0.0012291+0.014126i,-0.00018916+0.027477i,0.0026131+0.030083i,0.0037629+0.021756i,0.0037938+0.01237i
0.0041549+0.018271i,-0.01277+0.059471i,-0.06033+0.10705i,-0.10228+0.10592i,-0.080883+0.05809i,-0.02802+0.027326i,-0.0022288+0.022589i,0.0043733+0.018982i,0.007526+0.012421i,0.0074929+0.0061238i,0.0059318+0.001851i,0.0037085-0.00072904i,0.0017283+0.00049599i,0.00011353+0.0038593i,-0.0032085+0.0054792i,-0.0051187+0.005216i,-0.0030691+0.0045082i,-0.0011988-0.00035054i,-0.005877-0.011101i,-0.015692-0.019825i,-0.020792-0.018922i,-0.017842-0.013062i,-0.012639-0.0087807i
-0.017714-0.0066477i,-0.034868-0.043819i,-0.032633-0.10324i,0.00091956-0.12919i,0.02278-0.085811i,0.0083004-0.030792i,-0.0083468-0.007601i,-0.010932+0.00053884i,-0.0079243+0.0048204i,-0.0044726+0.0035698i,-0.0040721+0.00012572i,-0.0047591-0.001264i,-0.0061831-0.002411i,-0.0070691-0.0037504i,-0.0034423-0.0052964i,0.00025721-0.0064782i,-0.00015647-0.0049426i,0.0015646-0.0011372i,0.011479+0.0014896i,0.023978+0.0010026i,0.02771-0.0016403i,0.022143-0.0037601i,0.014736-0.0028982i
0.014496-0.0050624i,0.047954+0.0074517i,0.086353+0.04753i,0.083896+0.085477i,0.044246+0.069602i,0.018042+0.024576i,0.01093+0.0017116i,0.0045829-0.00077517i,0.00070458-0.00036207i,0.0017341-0.001786i,0.0031492-0.0044082i,0.0029742-0.0063799i,0.0036444-0.0063934i,0.004413-0.0034087i,0.0047786+0.0025187i,0.0055434+0.0058216i,0.0055009+0.0041753i,0.00050149+0.0029236i,-0.0099369+0.0077677i,-0.01823+0.016786i,-0.017657+0.021108i,-0.01133+0.017003i,-0.006789+0.011189i
-0.0063983+0.012999i,-0.036294+0.028049i,-0.086112+0.026338i,-0.10803-0.002661i,-0.071075-0.020465i,-0.025809-0.0073136i,-0.0090859+0.0035855i,-0.0071011+0.00226i,-0.0049955+0.0022728i,-0.0001675+0.0056497i,0.0040582+0.0070302i,0.0057348+0.0052874i,0.0042139+0.0050474i,-0.0003171+0.0042846i,-0.0049316+0.00080938i,-0.0065005-0.00024796i,-0.0042637+0.0018816i,0.00027427+0.00021864i,0.0037225-0.0097467i,0.0036796-0.023247i,-5.6379e-05-0.028844i,-0.0026634-0.024157i,-0.002461-0.016958i
-0.0052087-0.0131i,0.0028894-0.040104i,0.03701-0.069091i,0.072891-0.066177i,0.062163-0.032099i,0.026429-0.01009i,0.0077989-0.0088648i,0.0026899-0.011764i,-0.0014766-0.010108i,-0.004781-0.0044765i,-0.0042283-0.00065486i,-0.0029927-0.00010225i,-0.0034536-0.0014044i,-0.00099464-0.0031686i,0.0033401-0.0032067i,0.0052497-0.0021922i,0.0030882-0.0017046i,0.0013689+0.0010873i,0.0063856+0.0091578i,0.015382+0.016743i,0.020846+0.016973i,0.019726+0.011781i,0.014184+0.0078855i
0.010353+0.0038871i,0.02066+0.026924i,0.019202+0.068705i,-0.0025793+0.089703i,-0.014979+0.058741i,-0.0033584+0.021423i,0.0085627+0.008628i,0.011943+0.0037904i,0.0098188-0.0020616i,0.0050859-0.0044854i,0.0013185-0.0026381i,0.0011408-0.0013451i,0.0034118+5.9553e-05i,0.0033398+0.0030369i,-5.2702e-05+0.0063557i,-0.0014916+0.0077247i,0.00055903+0.0055006i,-0.00077948+0.0011209i,-0.0098643-0.0012447i,-0.021803+0.00017923i,-0.026672+0.0047254i,-0.022809+0.0066348i,-0.016465+0.0044589i
-0.0088174+0.0024425i,-0.032776-0.0037564i,-0.059675-0.03079i,-0.055904-0.059412i,-0.023345-0.048869i,-0.0045376-0.016047i,-0.0016196+0.0012235i,0.00083063+0.0061721i,0.0021803+0.006331i,0.00030477+0.0046784i,-0.0027377+0.0049452i,-0.0039648+0.006593i,-0.0050239+0.006979i,-0.0052359+0.0042757i,-0.0038379-0.00087693i,-0.0030025-0.0041716i,-0.002983-0.0017874i,0.00055896-0.00033308i,0.0079706-0.0051316i,0.014404-0.013176i,0.015674-0.018206i,0.012943-0.017425i,0.00921-0.013542i
0.0030305-0.0085424i,0.021718-0.017212i,0.055489-0.016021i,0.070803+0.0041927i,0.045993+0.018999i,0.017375+0.010906i,0.0072856+0.0024147i,0.0037731+0.0024427i,0.0016487+0.0029239i,0.00026274+3.0356e-05i,-0.0021397-0.0045316i,-0.0047719-0.006456i,-0.0049036-0.0062332i,-0.0023296-0.0042753i,0.0018528+0.00032013i,0.0039043+0.0017878i,0.0022337-0.00036164i,0.00052386+0.00090385i,0.00019203+0.0090365i,0.0015144+0.019171i,0.0048895+0.023546i,0.0066988+0.020399i,0.0048076+0.014042i
0.001496+0.0054806i,-0.005071+0.025025i,-0.026545+0.04704i,-0.048241+0.043662i,-0.040484+0.019631i,-0.014842+0.0075269i,-0.0026733+0.0076286i,-0.0022278+0.0071007i,-0.0016095+0.0055259i,0.0026039+0.0022832i,0.0064896-0.0016376i,0.0068707-0.0038414i,0.0056444-0.0031011i,0.0017533-0.00091234i,-0.0032367+0.00072538i,-0.0043488+0.0018491i,-0.0010069+0.002406i,0.00038396-0.00044535i,-0.0050225-0.0075335i,-0.013928-0.013553i,-0.019586-0.01491i,-0.018754-0.012482i,-0.013766-0.0090405i
-0.0056979-0.0039334i,-0.015331-0.018908i,-0.015677-0.044961i,0.0036018-0.056139i,0.017018-0.036813i,0.0090819-0.012716i,-0.0010463-0.0040583i,-0.0051777-0.0036506i,-0.0069621-0.0016477i,-0.0055915+0.0025115i,-0.0029255+0.0040236i,-0.0013876+0.0023698i,-0.0014295+0.00068588i,-0.00083682-0.0017676i,0.0008349-0.0041179i,0.0011581-0.0032082i,-0.00037544+7.427e-05i,0.00074152+0.0023806i,0.0080211+0.0020133i,0.017007-0.00085761i,0.02064-0.0042322i,0.018165-0.0051018i,0.013225-0.0037502i
0.0064135-0.0023211i,0.020317+0.00054612i,0.03589+0.018321i,0.032993+0.03828i,0.014824+0.032963i,0.0044721+0.011967i,0.003823-0.00043159i,0.0039771-0.0037288i,0.0013627-0.0046595i,-0.0017465-0.0045033i,-0.00050132-0.0033832i,0.0022432-0.0027913i,0.0027094-0.0024503i,0.002911-0.00079202i,0.0025713+0.0017279i,0.00084409+0.0024471i,-0.00027003+0.00029133i,-0.0019896+0.00067406i,-0.0063031+0.0079244i,-0.010003+0.015645i,-0.0096075+0.01963i,-0.0075644+0.018441i,-0.0053465+0.012623i
-0.0036518+0.0070017i,-0.013421+0.013311i,-0.032587+0.012721i,-0.042173-0.002729i,-0.026019-0.011755i,-0.006257-0.0048859i,0.0015222+7.0991e-05i,0.0036924-0.00053546i,0.0038816-0.0012041i,0.00195+4.1098e-06i,0.0013884+0.0028863i,0.0019004+0.0050179i,0.0013095+0.0048491i,-0.0013129+0.0029024i,-0.0033723+0.00088629i,-0.0027776+0.0003221i,-0.00094019+0.0013086i,-0.00013179-0.00087873i,-0.00091194-0.0090313i,-0.0017619-0.01681i,-0.002429-0.019541i,-0.0025376-0.01721i,-0.001812-0.012117i
-0.001796-0.0060239i,0.00045005-0.015281i,0.014824-0.026292i,0.031916-0.023399i,0.028276-0.0073951i,0.013149+0.0016895i,0.0065515+0.0023885i,0.0060932+0.0020183i,0.0047136+0.00091397i,0.0011576-0.0011818i,-0.003534-0.002051i,-0.0066934-0.00070228i,-0.0063062+0.00034347i,-0.0019707+0.00039016i,0.0018922+0.0010816i,0.001903+0.00073313i,0.00013466+0.00026589i,0.0018126+0.0013755i,0.0083855+0.0045644i,0.014756+0.0077802i,0.017656+0.0090743i,0.015171+0.0078833i,0.010112+0.0055817i
0.0050551+0.0017389i,0.0094114+0.0088017i,0.0085642+0.024078i,-0.0029359+0.032021i,-0.010921+0.018957i,-0.0061231+0.0061918i,-0.00085508+0.0062079i,0.00092951+0.0067692i,0.0027896+0.0046651i,0.0035016+0.00070346i,0.0022143-0.0034281i,5.1645e-05-0.0049223i,-0.00063286-0.0027772i,-0.0012324+0.0006078i,-0.0023733+0.0024145i,-0.00099004+0.00074009i,0.0016415-0.0015452i,0.00027735-0.00013396i,-0.0066248+0.0033186i,-0.01436+0.0056208i,-0.017567+0.0061941i,-0.015308+0.0048808i,-0.011205+0.0022508i
-0.0045291+0.0017952i,-0.012355-0.00040258i,-0.021254-0.0098256i,-0.01669-0.021459i,-0.0010617-0.018931i,0.0044055-0.0070089i,4.562e-05-0.00018409i,-0.0035626+0.0034362i,-0.0041661+0.0058059i,-0.0011278+0.0046037i,0.0013366+0.0015354i,0.00018089-0.00035473i,-0.0015906-0.001529i,-0.0021616-0.0024935i,-0.0016926-0.0024908i,-9.4141e-05-0.0013435i,0.00074902+0.0013348i,0.0015307+0.00072054i,0.0041155-0.0058361i,0.0067648-0.012253i,0.0072328-0.014334i,0.0064308-0.011713i,0.0050325-0.0076972i
0.0013866-0.0038954i,0.0088534-0.0072227i,0.021696-0.0053007i,0.026384+0.0051568i,0.01653+0.012108i,0.0058144+0.0076355i,0.0017398+0.0013396i,-0.001439-0.00078746i,-0.0042657-0.00015862i,-0.0023347+0.0019009i,0.0013481+0.0018326i,0.0021548-0.00027368i,0.002255-0.001887i,0.0025099-0.00085157i,0.001595+0.0014801i,-0.00059387+0.0029174i,-0.0025206+0.0023923i,-0.0012274+0.0040551i,0.0031083+0.010035i,0.0066086+0.014281i,0.0070936+0.013936i,0.005702+0.011208i,0.0029727+0.0078403i
-0.00017124+0.0027918i,-0.0034393+0.0097175i,-0.010812+0.015477i,-0.01933+0.011363i,-0.017806+0.0013657i,-0.0069729-0.00060163i,0.0001387+0.00077263i,0.00041407-0.0016141i,-0.0012694-0.0029111i,-0.0018937-0.000756i,0.00020641+0.001506i,0.0020905+0.0012758i,0.0024078+0.0015041i,0.00093692+0.0018341i,-0.0014236+0.00047373i,-0.0011813-0.00085698i,-9.3283e-05-0.00060389i,-0.0024809-0.00062207i,-0.0087529-0.002957i,-0.01411-0.006074i,-0.013809-0.0071784i,-0.0098294-0.0061094i,-0.0059952-0.004713i
-0.0063568-0.0028605i,-0.010032-0.0070485i,-0.0091167-0.013044i,0.002938-0.015276i,0.011379-0.0093543i,0.0090493-0.0023427i,0.0062041-0.00075223i,0.0043909-0.0031476i,0.001663-0.0046971i,-0.0012311-0.0035338i,-0.0027939-0.0015473i,-0.0014464-0.00062144i,0.00051911-0.00049771i,0.0020044-0.0012711i,0.0031112-0.0015323i,0.0024822-0.0001212i,0.00086637+0.00044802i,0.0024388-0.0017478i,0.0082755-0.0056917i,0.012591-0.0077158i,0.012666-0.0063729i,0.0094481-0.0041229i,0.0056515-0.0022018i
0.001742-0.0040976i,0.005534-0.0022517i,0.0088162+0.0052833i,0.0062377+0.015812i,-0.00038816+0.014897i,-0.00076591+0.0079224i,0.0029385+0.0043928i,0.0049106+0.0025838i,0.0043804+0.00058948i,0.0014509-0.0019495i,-0.0017325-0.0019075i,-0.0022313+0.00063531i,-0.00018709+0.0025515i,0.0010084+0.0041083i,0.00061243+0.0043865i,-0.00053883+0.0021031i,-0.00046754-0.00038047i,0.00015908+0.0026973i,-0.0008931+0.010011i,-0.0027744+0.014076i,-0.0045311+0.013077i,-0.005119+0.0083877i,-0.004018+0.0040928i
0.0001047+0.0020081i,-0.0034071+0.0043062i,-0.010037+0.0032648i,-0.013118-0.0028684i,-0.0067461-0.0049135i,-0.001023-0.00011145i,0.00024706+0.0045792i,0.0011594+0.006742i,0.0024556+0.0059704i,0.0026562+0.002635i,0.0008515-0.00072261i,-0.0019565-0.0022511i,-0.0044225-0.001163i,-0.0050455-0.00028382i,-0.0032246-0.00093631i,-5.7839e-05-0.00085516i,0.0012075+0.0002131i,-0.00032609-0.0012447i,-0.0039512-0.0075155i,-0.0054385-0.012366i,-0.0035562-0.011702i,-0.00077334-0.008977i,0.0012029-0.0059612i
