-0.00048361-0.00059655i,-0.0016777-0.0010141i,-0.0023184-0.00078369i,-0.0019455+0.0004048i,-0.0016812+0.0015501i,-0.0017486+0.0019551i,-0.00050563+0.0014841i,0.00032801+0.0010645i,0.00082753+0.00069083i,0.0013037+0.00020373i,0.0011705-0.00038356i,0.00052695-0.00030156i,6.7178e-05-0.00015242i,-9.2776e-05+0.00015449i,-0.00057527+0.00045551i,-0.00081199+0.00034515i,-0.00080913+0.0004112i,-0.00012702-0.00033233i,0.00016413-0.00070573i,-2.1714e-05+6.5184e-05i,-0.00035587+9.2856e-05i,-0.00086004-0.00022535i,-0.00091244+0.00040195i
0.00083302+0.0015409i,0.0014239+0.0010546i,0.0019192-0.00089593i,0.0023136-0.0027835i,0.0018164-0.0032181i,9.835e-06-0.0014003i,-0.00044269+0.0007391i,0.00048313+0.0019485i,0.0019273+0.0029505i,0.0031865+0.0027836i,0.003303+0.0018528i,0.0021955+0.001099i,0.0016118+2.9505e-05i,0.00070702-0.00026802i,-0.00033946+0.00050618i,-0.00029284+0.0017644i,-7.9962e-05+0.0014145i,-0.00018026+0.00016056i,-2.9373e-05-0.00088377i,0.00044482-0.0013776i,0.00018633-0.0007876i,2.8937e-05+0.00018385i,-0.00026525-9.401e-05i
-0.0004004-0.0020623i,-0.00088348-0.0020368i,-0.0018713-0.0024991i,-0.0034382-0.0028973i,-0.003352-0.0020435i,-0.0016477-0.00048173i,0.00043331+0.00069367i,0.0017663+0.0013216i,0.0020747+0.0012813i,0.00271+0.00030091i,0.0021087-0.0011197i,0.00097395-0.0020818i,0.00042008-0.00148i,0.0002954-0.00034593i,0.00057957+0.0003264i,0.00072019-5.2002e-05i,0.00013375-0.00030273i,0.0004559-0.00015393i,0.0024106-0.00034072i,0.0033877-0.00010364i,0.0021967+0.00013384i,0.0005033+0.00045978i,-3.8283e-05+0.00036474i
0.0011639-0.00041569i,0.0019752-0.00059666i,0.0022556-0.00035742i,0.00061864+0.00044674i,-0.00060682+0.00046499i,-0.00050066-0.00036559i,-0.00024274-0.0005618i,0.00047479-0.00065974i,0.0016376-0.0011103i,0.0018229-0.001659i,0.00043488-0.00217i,-0.0012242-0.0019009i,-0.0019778-0.00095747i,-0.0018117-2.5359e-05i,-0.0012904+0.00033149i,-0.00013174-0.00012117i,-0.000147-0.00049491i,-0.00050766+0.0003425i,-0.00020353+0.001592i,-0.00024605+0.0012719i,-0.00062561+0.0009729i,-0.00077375+0.0015833i,-0.00031496+0.0011775i
-0.0011188-0.00055953i,-0.00011383+0.00047282i,0.00037454+0.00057049i,0.00015068-0.00018296i,0.00052963-0.0006461i,0.00097569+0.00029508i,0.0017497-0.00033157i,0.0016801-0.0015727i,0.00044177-0.0024034i,-0.00078699-0.0019405i,-0.0016672-0.00077552i,-0.0014367-0.0002329i,-0.00070658+0.00054102i,0.00028009+0.00098388i,0.00070966+0.00045115i,0.00058381-0.00060727i,0.00011103-0.00039846i,1.4275e-05-0.00010646i,0.00026904-0.001017i,-0.00031355-0.00082948i,-0.0010792-0.0001697i,-0.0008464-0.00052366i,-0.00067879-0.00070358i
0.0017691+0.0010645i,0.0019869-0.0010524i,0.0024636-0.0019249i,0.00172-0.0036217i,0.00051697-0.0037839i,-0.0008465-0.0019897i,-0.00098462+4.0659e-05i,-0.00076402+0.00064298i,-0.0011542-4.6014e-05i,-0.0016234-0.0003362i,-0.0019406+0.00023401i,-0.0011389+0.0010752i,-6.7363e-05+0.0019686i,-0.00034553+0.0014275i,-0.00027378-0.00025871i,-0.00049896-0.0013979i,-0.00066713-0.00123i,-2.0927e-05+0.00010046i,0.00044999+0.00082272i,0.00088163-8.4862e-05i,0.000931-0.00021525i,0.00051598-0.00035558i,-0.00042182-0.001221i
0.0010764+0.0010366i,0.00020088+0.00089797i,-0.0001939-8.8916e-05i,-0.00032171-0.0015587i,-0.00082733-0.0023593i,-0.0013911-0.0027694i,-0.0010157-0.0018484i,-0.00099555-0.0010713i,-0.0024596-0.00021466i,-0.0023585+0.0010785i,-0.00068692+0.00097128i,0.000407+0.0002874i,0.00038951+0.00050566i,-3.347e-05+0.00031271i,8.311e-05+0.00038412i,0.00029155+0.00098748i,-0.0001016+0.00086937i,-0.00063814+0.00055388i,-0.00020714+0.00036292i,0.00032605+0.0011281i,0.00096778+0.002273i,0.0008506+0.0017704i,0.00018123+0.0008621i
-0.0009039+0.0010316i,0.00021946+0.001784i,-0.00033054+0.0018749i,-0.00092841+0.0012087i,-0.0017248+0.00014949i,-0.0022362-0.00060477i,-0.0012053+0.00016116i,-0.00043589+0.0015503i,-0.00023241+0.0026519i,-0.00016444+0.0023371i,0.00013183+0.00048912i,0.0012582-0.00097185i,0.0016037-0.0010943i,0.00059848-0.0010432i,0.00034529-0.00070285i,0.00094216+7.8013e-05i,0.0011577+7.2229e-05i,0.00044721-8.3923e-06i,-0.00071472+0.00031818i,-0.0014171+0.00055025i,-0.0010437+0.0012249i,-0.00075384+0.0011449i,-0.0010891+0.00028975i
0.0024402+0.00071376i,0.0021929+0.00048413i,0.0022176+0.00023853i,0.0022646-0.00026516i,0.0017293-0.00096501i,0.00044484-0.00038681i,0.0001949+0.0013418i,0.0012505+0.0022327i,0.0017478+0.0018668i,0.00156+0.0012192i,0.0009071+0.00029292i,0.00013737-0.00042482i,-0.00051171-0.00042913i,-0.00020215+9.3843e-06i,-3.6674e-05+0.00057868i,-0.00034449+0.00056029i,3.9326e-05-0.00015244i,0.00058181-0.00038085i,0.00034267-0.00014755i,-0.00027206-0.000319i,-0.00076741-0.00084066i,-0.00083063-0.00098485i,-0.00014283-0.0011637i
-0.00067301-0.00077306i,-0.00096146-0.0015238i,-0.00049331-0.0032795i,0.0004983-0.0043043i,-0.0001458-0.0035863i,-0.00071976-0.0017007i,0.00037738+0.0002066i,0.001478+0.00054633i,0.0016014-0.00043066i,0.001674-0.00099553i,0.0011983-0.0015079i,0.0001593-0.0012907i,-0.00090322+0.00015794i,-0.00046717+0.0011192i,0.00044533+0.001338i,0.00057911+0.00035076i,0.00032508-0.0006949i,2.048e-05-0.00061271i,0.00065508-0.00010742i,0.0015769-0.00020274i,0.0012449-0.0010177i,0.00052333-0.0011363i,0.00019351-0.0003133i
-0.0018252+0.00050729i,-0.0020909-0.0010248i,-0.0025023-0.0016595i,-0.0025587-0.00097061i,-0.0028049+0.0001644i,-0.0015012+0.00080284i,0.00046032+0.00020475i,0.00085921-0.0014689i,0.00091088-0.0016648i,0.00088357-0.0010058i,-9.2647e-06-0.00048489i,0.00023786-0.00029639i,0.00098811-0.00060972i,0.00040123-0.0002123i,-9.9217e-05+0.00064934i,-0.00038498+0.00085394i,-0.00046937+0.00044857i,-0.00040499-0.00022414i,-0.00064366+1.2834e-05i,-0.00032191-2.0093e-05i,0.00038639+0.00012631i,0.00049133+0.00086548i,-0.00038311+0.00092292i
-0.0017748+0.0012983i,-0.00093387+0.0018192i,-0.00098337+0.002886i,-0.0013548+0.004279i,-0.00098632+0.0037403i,-0.00011145+0.0018395i,0.00039105+0.00049702i,4.6963e-05-0.0003342i,-0.00049929-0.0011144i,-0.00079312-0.0018263i,-0.00021383-0.0011334i,-0.0001791-0.00059474i,-0.0003502-0.00069992i,-2.0652e-05-0.0004445i,0.0003005-0.00032907i,0.0008116-6.2621e-05i,0.0010874+0.0010071i,0.0010932+0.0013435i,0.00022319+0.00041984i,-0.00010254-0.00042973i,-0.00020575+0.00039609i,-0.0002424+0.00099457i,5.5817e-05+0.000792i
-0.00055684-3.1318e-05i,-0.00029459+0.00024629i,-0.00054221+0.0014713i,0.00035414+0.0021718i,0.0007216+0.001527i,-0.00056411+0.00057535i,-3.2688e-05-0.00013196i,0.0005723-5.0851e-06i,-0.00092643+0.00028609i,-0.0017974+0.00044662i,-0.0011936+0.00031472i,-0.00078823+0.0002554i,-0.00035367+0.00045445i,0.00019827+0.00039584i,0.00059924+0.00037854i,0.00066376+0.00062171i,0.00030036+0.00044245i,0.0004323+0.0005062i,0.00046588+0.00052725i,-0.00023132-0.00031095i,-0.00020077-0.00038381i,0.00062024-0.00016284i,0.0005495+0.0001095i
0.00054288-0.0012394i,0.0018077-0.002862i,0.0022161-0.0035747i,0.0016239-0.0038528i,0.0012583-0.0042569i,0.00081743-0.0028733i,2.0146e-05-0.00075657i,-0.0011946-0.00015458i,-0.0025039+0.00051296i,-0.0027388+0.0020715i,-0.0015006+0.0016316i,-0.00051589+0.00028988i,-0.00062672+0.00017431i,-0.00069884+0.00062903i,-0.00056342+0.00067649i,-0.00072898+0.000542i,-0.00078008-0.00028931i,-0.00046127-0.00072484i,-0.00054849+0.0007345i,-0.00048968+0.00086504i,0.00060525-0.00069375i,0.0011837-0.0010338i,0.00052986-0.00020933i
0.0015059-0.00013981i,0.00061676-0.0011597i,-0.00099597-0.0030502i,-0.0021186-0.0043027i,-0.0032862-0.0030827i,-0.0035127-0.00036166i,-0.0012693+0.00079604i,-0.00059404+0.00053682i,-0.00094326+0.00034247i,0.00016332+5.9745e-05i,0.00084475-0.00012044i,0.00082251+0.00058355i,0.00040062+0.00089217i,0.00051333+0.00019741i,0.0003009-0.00045173i,-0.00029115-0.00033585i,-0.00022996+0.00015595i,-0.00023878+0.00059432i,0.00017569+0.0004698i,0.00064254+0.00042975i,0.00121+0.0002595i,0.0012059+0.00022885i,0.00047085+0.00053025i
1.8435e-05+0.004011i,0.0014485+0.0039124i,0.0021125+0.002459i,0.0017358-0.00048501i,0.00035147-0.0020846i,-0.00057541-0.0016814i,-0.00086091-0.00030059i,-0.00047042+0.0010994i,0.0011955+0.001669i,0.0027344+0.001127i,0.0023471-0.00036848i,0.0010029-0.0010612i,1.6116e-05-0.00045962i,-0.00066045-0.00010116i,-0.0010132-0.00082048i,-0.00032179-0.00093449i,0.00023483+0.00020121i,0.00032418+0.00041682i,0.0014532+0.00043205i,0.00068817+0.0006965i,-0.0011236+0.0007296i,-0.00089463+0.00095862i,-0.00079338+0.00056574i
-0.00077396-0.0021596i,-0.00062574-0.00053529i,-0.0010421+0.00033026i,-0.0010482+0.0009196i,0.00012605+0.0011237i,0.0012311+0.00030268i,0.0017443-0.00025383i,0.0019285-0.00022588i,0.0015648-0.00019548i,0.001-0.00012259i,0.00054363-8.8135e-05i,0.00020617+0.00032959i,0.00035467-0.00032814i,0.00082276-0.00105i,0.00090897-0.00018354i,0.00033256+0.00041985i,-0.00047326+0.00011707i,-0.00039456-3.9441e-05i,9.0839e-05-0.00060477i,-0.00016194-0.0010831i,-0.00072388-0.00080268i,-0.0010573-0.00044161i,-0.00077093+0.00034865i
0.0008965-0.0011083i,0.0016711-0.0027319i,0.0014542-0.0033101i,5.3805e-05-0.00278i,-0.00030907-0.0021164i,-0.00085875-0.00061518i,-0.0010472+0.00044843i,0.00037287-0.00054861i,0.00058758-0.0016964i,-0.0006481-0.0014729i,-0.00089917-0.0012724i,0.00019509-0.0012926i,0.00092941-0.001159i,0.00031786-0.00081284i,-0.00073489-0.0004616i,-0.0010608-0.00036636i,-0.0008025-0.001056i,-0.00070333-0.001531i,-0.0010212-0.0016667i,-0.0004553-0.00055655i,0.00057447+0.00090746i,0.00081481+0.0014733i,1.9662e-05+0.0014658i
-0.0021703+0.00041183i,-0.0012666+0.00069555i,-0.00096363+0.00025899i,-0.00052811+0.00013527i,0.00015217-0.00080524i,8.4086e-05-0.0015396i,-0.00031726-0.0013558i,-0.00034723-0.0010722i,-0.0011521-0.0012441i,-0.0018581-0.00097169i,-0.0017308+2.7446e-05i,-0.00070939+0.00039686i,-0.00027467-0.0001682i,3.663e-05-0.00059766i,0.00065348-0.00061635i,0.00069697-0.00057872i,0.0012635-0.00049407i,0.0016808-0.00028236i,0.0010718-0.00022065i,0.00017214-6.2685e-05i,-2.8532e-05+0.00016048i,0.00077166-0.00029734i,0.0015217-0.0010418i
-0.00076523+0.0035774i,-0.0012746+0.0030756i,-0.0013145+0.0014263i,-0.00069019-0.00081102i,-0.00085823-0.001563i,-0.00094869-0.0009296i,-5.3412e-05-0.00066507i,0.00028844-0.00038195i,0.00011707+0.00071828i,0.00012274+0.0015937i,-0.000217+0.0012825i,0.00015757+0.00078743i,0.00019589+0.00070457i,0.00025945-0.00017517i,0.00073133-0.00056268i,0.0007176+0.0008032i,0.00091426+0.0010031i,0.0009113+0.00050966i,0.00014181+0.00048868i,-0.00031647-0.00044424i,-0.0001649-0.0011362i,-0.00020763-0.0010096i,-0.00061513-0.0010449i
-0.00038652+0.0019578i,0.00026151+0.0015128i,0.00098627+1.5988e-05i,0.00072208-0.0015581i,0.00038329-0.0016144i,0.0004816-0.0011805i,-0.00023074-0.00052535i,-0.00092569+0.0010013i,-0.00026789+0.0023622i,0.0015784+0.0027145i,0.0015214+0.0014897i,0.00054022+0.00012775i,4.9363e-05-0.00020206i,-0.00039484-0.00037048i,-0.00062661-0.0002979i,-0.0011724+0.00045078i,-0.0015713+0.00018222i,-0.0013459-1.8537e-05i,-0.0014701+0.00055283i,-0.0012814+0.00035631i,-0.00035909+8.1958e-06i,-0.00046265+0.00039106i,-0.00065474+0.0010607i
6.1673e-05-0.0028129i,-0.00053199-0.0022914i,-0.0010751-0.0019383i,-0.0019793-0.0012095i,-0.0021284-0.00082499i,-0.00095429-0.00046998i,0.00068072-0.00012365i,0.0011887-0.00068526i,0.0011937-0.00086538i,0.0012995-0.00058233i,0.0011264-0.001008i,0.00069603-0.0010654i,-0.00018776-0.00056576i,-0.00081552+0.00054666i,-0.00034432+0.00019267i,0.00024742-0.00063568i,0.00015393-0.00098829i,9.8445e-05-0.0015264i,0.00047455-0.002239i,0.0012318-0.0019185i,0.0005871-0.0005921i,-0.00059734-0.00010447i,-0.00049245-0.0001679i
-0.00089457+0.0012006i,-0.00096659+0.0014002i,0.00047743+0.00128i,0.0015752+0.00093236i,0.00065201-0.00012685i,-3.2623e-05-0.000961i,0.00011845-0.0010766i,4.6304e-05-0.00069064i,0.00075164-0.00070886i,0.0017804-0.0015425i,0.0016576-0.0021372i,0.00060982-0.0013335i,-0.00036731-0.0011895i,-0.00054695-0.0022714i,0.00060831-0.0025443i,0.0012634-0.0012667i,0.0011367-0.00040253i,0.0011857-2.4499e-05i,0.00075285-7.8753e-05i,8.0729e-05-0.00060246i,0.00043417-7.9402e-05i,0.00065298-3.4072e-05i,0.00025742-0.00051857i
-0.0015852-0.00069234i,-0.00083255-0.00041642i,0.00041478+0.00030231i,0.00092347-9.832e-05i,0.0014056-0.00088598i,0.001905-0.00094364i,0.0017519-0.00018473i,0.00081366-5.886e-05i,-0.0004241-0.00053236i,-0.00072358-0.0010848i,-0.00034423-0.00108i,0.00043261-0.00018229i,0.0008362+0.00024546i,0.00084716-0.0001026i,0.0011243+0.00060646i,0.00073525+0.0011914i,-0.00025787+0.0013851i,-0.00045999+0.0016587i,3.3395e-05+0.0011025i,0.00036415+0.00018389i,0.00066367+0.00051505i,0.00056535+0.00092997i,0.00028932+0.0012869i
0.00058988+0.0016016i,0.0014298+0.0015965i,0.0013385+0.00035442i,-0.00021849-0.0026278i,-0.00062368-0.0035317i,-0.0001593-0.0015485i,0.00029675+0.00079484i,0.00018253+0.001187i,-7.1538e-05-0.00040962i,-0.00095323-0.0010127i,-0.00081224-0.00019447i,-0.00032431+0.00066923i,-0.00083465+0.0013017i,-0.0014265+0.0010128i,-0.0010211+0.00023364i,-0.00024066-0.0002933i,-0.00020754-0.00036083i,-0.00013748-0.00052524i,-6.9645e-05-0.0008571i,-0.00049198-0.00061829i,-0.00034998-0.00012471i,-0.00017479-0.00026228i,-0.00036801-0.00016134i
-0.0029897-0.0015167i,-0.0027866-0.0011049i,-0.0035264-0.00066721i,-0.002932-0.00013779i,-0.0011514-0.00010552i,-0.00023646-0.00052593i,0.00012607-0.0010127i,-0.00064213-0.0012383i,-0.0013542-0.00084336i,-0.0013628+0.00075069i,-0.001466+0.0013617i,-0.00072373+0.00046643i,0.00077625-0.00014439i,0.0014387-0.00079202i,0.0013423-0.0016977i,0.001185-0.0016245i,0.00097252-0.0009833i,0.00072509-0.0016144i,-7.1975e-05-0.0022773i,-0.00028219-0.0014782i,-0.00018571-0.0004602i,-4.4614e-05-0.00025117i,-2.485e-06+0.00022957i
0.0024182-0.0017281i,0.0018038-0.0024436i,0.00013817-0.0025919i,-0.0012186-0.00082259i,-0.0022922+0.00080517i,-0.0021171+0.00094228i,-0.00069823+0.00065894i,0.00015498-0.00011066i,7.4501e-06+0.00037421i,-0.0003595+0.0016863i,-8.6513e-05+0.00099365i,0.00042598-0.00024997i,0.00076361-7.5124e-05i,0.00064754+0.00012206i,0.00073659-0.00046965i,0.0011354-0.00081054i,0.0010681-0.0011816i,0.0011372-0.00081908i,0.001516+0.00018579i,0.0012093+0.00035449i,0.00072494+6.4617e-05i,0.0003385-0.00015877i,4.0323e-05-5.3542e-05i
-7.3417e-05+0.0042308i,0.00086399+0.005742i,0.0032837+0.0058229i,0.0047713+0.0015326i,0.0035408-0.0022249i,0.001163-0.0028254i,-4.4124e-05-0.001323i,-9.4503e-05+0.0005155i,0.00082458+0.0021788i,0.0020715+0.0024578i,0.0022581+0.0011747i,0.0013103-0.00015373i,-0.00036444-0.00022978i,-0.0020511-0.00065258i,-0.0029789-0.0011475i,-0.0017698-0.00055615i,-0.00083798-1.8434e-05i,-0.0011023+0.00042357i,-0.00065225+0.00093723i,-0.00032339+0.0014665i,-0.00019414+0.0013016i,-7.6497e-05+0.000878i,0.00036793+9.8172e-05i
0.00050521-0.0010481i,-0.00032103-0.002377i,-0.00078609-0.0033264i,-0.00065242-0.0040681i,-0.00078933-0.0032021i,-0.0018785-0.001412i,-0.0020197-0.00022626i,-0.00074741+6.755e-05i,0.0004954+5.0502e-05i,9.1146e-06-0.00030436i,-0.00089147-0.0012297i,-0.00049187-0.00098194i,-3.1153e-05-0.00012952i,-0.00011456+0.00018106i,-0.00091541+0.00053698i,-0.0013842+0.00098422i,-0.001796+0.00088606i,-0.0019487+0.00037006i,-0.0016848+2.6084e-05i,-0.0016323-0.00060059i,-0.00075199-0.0008824i,-0.00029951-0.00032841i,-0.00054887-0.00073158i
0.0019666-0.00037743i,0.0017178-0.0014091i,0.0010033-0.0021371i,-0.00025486-0.0018673i,-0.0015084-0.00092686i,-0.001424-0.00063359i,-0.00088482-0.0009697i,0.00017087-0.0014939i,0.001593-0.0023747i,0.0010132-0.0030756i,-0.00020788-0.0022732i,-6.5409e-05-0.00091858i,3.0199e-05-0.00069895i,-0.00041695-0.00047232i,-0.0003817-9.011e-05i,-0.0001991+0.00046382i,0.0004366+0.00033224i,0.00061385-0.00022173i,0.00048597-0.00056334i,0.00076244-0.00048673i,0.00092357-0.00076156i,0.00074895-0.0011099i,0.00050768-0.00065531i
-0.00038581-0.00013424i,-0.00094318+0.0014997i,-0.0015942+0.0019932i,-0.0016996+0.0020889i,-0.0015636+0.0020744i,-7.8934e-05+0.0014779i,0.0012196+0.001098i,0.00085365+0.00081534i,-0.00036125-0.00097451i,-0.001415-0.0018947i,-0.0011316-0.00064502i,-0.00012455-0.00029767i,0.00085413-7.0649e-05i,0.0018087+0.0012406i,0.0022384+0.0014003i,0.0027357+0.00050073i,0.002975+0.00022423i,0.0023078+0.00085224i,0.0019628+0.00088837i,0.0010036+0.00054451i,-0.00021909-1.4158e-05i,-0.001153+5.0354e-05i,-0.00146-5.0073e-06i
-0.00094577+0.0019318i,-9.1511e-05+0.00023305i,0.001-0.00072763i,0.0010704-0.0023612i,6.6454e-05-0.0029664i,-0.0016126-0.0012218i,-0.0021016+0.0014184i,-0.0014921+0.0028261i,-0.0015578+0.0022193i,-0.0021744+0.0015485i,-0.0019941+0.0016834i,-0.00098664+0.0012448i,-0.00076663+9.8634e-06i,-0.0010817-0.00081804i,-0.00093262-0.00066171i,-0.00055914+0.00012113i,0.00042365+0.00023282i,0.00086388-0.00019912i,0.00038668-0.00048198i,0.0003645-0.00026331i,0.0004993-0.00018529i,0.00061378-0.00028359i,3.9593e-05+0.00042842i
0.0033152-0.0017488i,0.0038665-0.002466i,0.0032816-0.0029774i,0.0012275-0.0025511i,-0.00071372-0.0021956i,-0.0019819-0.0019712i,-0.0016362-0.0016274i,-0.000773-0.00078584i,-0.00096721+0.00036379i,-0.0010838+0.00061304i,-0.000921+0.00023387i,-0.00081285+0.00053087i,-0.0010015+3.4956e-05i,-0.0016653-0.00043982i,-0.0016928-0.0011754i,-0.0018004-0.0020869i,-0.0013633-0.0021413i,-5.1699e-05-0.0013688i,7.0018e-05-0.00039772i,-0.0005766-0.00046664i,-0.00055976-0.00022518i,-0.00081222+0.00035007i,-0.0010354+0.00055191i
-0.00092699-0.0006656i,-0.0022343+0.0011555i,-0.0029893+0.0015909i,-0.0025652+0.0005221i,-0.0021648+6.139e-05i,-0.0011486-0.00076757i,0.0011594-0.001263i,0.0022954-0.00056504i,0.0022699+0.0014093i,0.0024784+0.0025871i,0.0021429+0.0011659i,0.0009647-7.1658e-05i,0.00069927-0.00029264i,0.00068288-0.00036178i,0.00017509-0.00015129i,-0.00059956-1.5201e-05i,-0.00087009-0.00096832i,-0.0013192-0.0012268i,-0.0013719-0.00048934i,-0.00027953-0.0004881i,0.00052027-0.00060291i,0.0014718-0.00071739i,0.0013115-0.00030544i
0.00017951-0.0015848i,-0.0016961-0.002817i,-0.0020443-0.0028701i,-0.0012435-0.0021238i,-0.00043562-0.0003393i,0.00014488+0.0015071i,3.9223e-05+0.0018062i,0.00026162+0.001244i,0.0024147+0.0012427i,0.0035564+0.00054686i,0.0026674-0.00050717i,0.00087254+3.6262e-05i,8.1448e-05+0.00090453i,-1.8885e-05+0.0019078i,-0.00032464+0.0030807i,5.9167e-05+0.0026745i,0.00088299+0.0015994i,0.00092117+0.001611i,0.00065966+0.0014858i,0.00044837+0.00085887i,0.00033272+0.000399i,0.00056241+0.00025928i,0.00054251-0.00071206i
0.0018922-0.00024976i,0.0042062-0.00054129i,0.0040066-0.0018813i,0.0014536-0.0032826i,-0.00013812-0.0027584i,-0.00089942-0.000459i,-0.0010448-0.00015278i,-0.00064615-0.0020172i,0.00014142-0.0027045i,0.00070934-0.0029525i,0.00089881-0.0023256i,0.00040143-0.00024247i,-7.3313e-05+0.0011939i,5.0071e-05+0.0013557i,0.00061861+0.0018498i,0.0008365+0.0024099i,0.00087016+0.0023362i,0.0012219+0.0024164i,0.00058309+0.0012213i,-0.00066613+3.6083e-05i,-0.00096401-4.6953e-05i,-0.00053318+0.00038725i,-0.00062294+0.00079908i
-0.001757+0.00076366i,-0.0023826+0.0013979i,-0.0020566+0.001393i,-0.0019143-0.00028885i,-0.0016867-0.0010543i,-0.00028194-0.0010829i,0.00031207-0.0010564i,0.00031963-0.0020598i,0.00029405-0.003337i,-0.00064097-0.0028925i,-0.0011867-0.0016373i,-0.00056251-0.0012713i,0.00025183-0.0019709i,0.0014106-0.0024906i,0.0020103-0.0018397i,0.0012223-0.0014165i,0.0010963-0.00079422i,0.0014144-0.00021321i,0.0012664+0.00010499i,0.00047396+0.00021201i,-0.00029212-0.00026872i,-0.00027476-0.0003199i,-0.00071529+0.0001991i
-0.0023819-0.00085566i,-0.0030241-0.0019599i,-0.0030049-0.0028314i,-0.001904-0.00089978i,-0.0008681+0.00023098i,0.00064167-0.0007434i,0.0015815-0.00065994i,0.0010773+0.00010552i,-0.00087973+0.00053407i,-0.0015989+0.00055922i,-0.00069695+0.00057207i,-0.00014767+0.00016173i,0.00041675-0.00093716i,0.0013698-0.0016822i,0.0016437-0.002024i,0.001001-0.0026305i,8.996e-05-0.0030261i,-0.00018371-0.0027007i,0.00012456-0.0017736i,0.00046051-0.00074645i,0.00064218-0.000855i,0.0010977-0.0011511i,0.0010135-0.00045785i
0.0011512+0.00010962i,0.00055474+0.0007209i,0.00077844+0.0005883i,0.00050765+0.00036959i,-9.1124e-05+0.00048504i,-0.00041983+0.0011082i,-0.00032109+0.0025774i,-0.00095974+0.003669i,-0.001577+0.0039471i,-0.0015397+0.0036082i,-0.0012953+0.0021582i,-0.0014964+0.00066214i,-0.0015507+0.00031528i,-0.0023271+0.00010148i,-0.0027647+0.00013244i,-0.00194+0.00018217i,-0.001404-0.00075789i,-0.0012335-0.0014862i,-0.0010529-0.0010991i,-0.00108-0.00013884i,-0.00088265+0.00090019i,-0.00020174+0.0011017i,0.00051814+0.00062502i
0.00066811+0.00046737i,0.0010728-0.00038983i,0.0029421+2.0634e-05i,0.0027757-0.00091538i,0.00095025-0.0024668i,-0.0001219-0.0023196i,-0.00023556-0.0012813i,0.00055087-6.4985e-05i,0.00086385+0.0015138i,0.00070248+0.001973i,0.00044832+0.0013201i,-0.0001302+0.0012078i,-0.0007922+0.0006537i,-0.0017342+0.00027305i,-0.0025576+0.00062631i,-0.0017862+0.001795i,-0.00092693+0.0024902i,-0.00059421+0.0016335i,-0.00086707-0.00015916i,-0.0011762-0.00073059i,-0.0011315+0.00023655i,-0.0010481+0.0013319i,-0.00040352+0.0019897i
0.00093226-0.00018488i,0.00089162-0.00039979i,0.00038873-0.0015117i,-0.0003931-0.0028265i,-0.0012398-0.0024158i,-0.00041462-0.0018579i,0.0012683-0.0022164i,0.0023507-0.0020819i,0.003108-0.0017272i,0.0029835-0.00163i,0.0017698-0.001047i,0.0013482-0.00050997i,0.0017361-0.00041903i,0.0014708+0.00028345i,0.00046428+0.00082339i,7.1436e-06+0.00088242i,-0.00026638+0.0015246i,-0.00066376+0.0017236i,0.0001154+0.0012997i,0.00099847+0.00029936i,0.00017219-0.0012681i,-0.00078505-0.0018586i,-0.00072039-0.0012065i
-0.00030678+0.0012209i,-0.00034635+0.0011731i,-0.00029815-0.00013434i,-0.00097843-0.00045697i,-0.0006975-0.00054967i,0.00052461+0.00046212i,0.0016162+0.0012767i,0.0026824+0.00067549i,0.0032001-0.00056953i,0.0030218-0.0017388i,0.0017588-0.0021452i,0.00050903-0.0016495i,0.00068256-0.00046031i,0.0014262+0.0004169i,0.0017141+0.00084832i,0.0021004+0.00054769i,0.0017586-0.00094441i,0.00053542-0.0012316i,-0.00049062+9.6602e-05i,-3.5728e-05+0.00087854i,0.00087128+0.00088745i,0.0012404+0.0003104i,0.00064632+0.00035681i
-4.901e-05-0.0004909i,-0.00011142+0.0013988i,-0.0012172+0.0023134i,-0.00079165+0.0015451i,0.00032874-0.00033519i,-0.00039397-0.0011364i,-0.0021299-0.0011757i,-0.0031111-0.0015297i,-0.0027835-0.0016006i,-0.0015197-0.0013947i,0.00029789-0.00088057i,0.0010893-0.00030203i,0.00022834-0.000525i,-0.00016904-0.0015935i,-0.00013553-0.0013015i,0.00025538-0.001555i,0.00074033-0.0025808i,0.0014298-0.0020201i,0.0013009-0.00049971i,-0.00018014+6.2495e-06i,-0.00082792-0.00014978i,-0.00062579+5.1079e-05i,-0.00031556-0.00034344i
0.0038794+0.00046057i,0.0056149-0.0011588i,0.0056095-0.0055066i,0.0018789-0.0077635i,-0.0026254-0.0065515i,-0.0037717-0.0039783i,-0.0021436-0.0022511i,-0.0015137-0.0017517i,-0.0026826-0.00064018i,-0.0040172+0.00049333i,-0.0031845+0.00062014i,-0.0014917+0.00071879i,-0.00084911+0.00031183i,-0.0011335-0.0010646i,-0.0015095-0.0013253i,-0.0011367+0.00060201i,-0.00094308+0.0020809i,-0.00055701+0.0012922i,0.00014741-0.00040111i,0.00045089-0.0010015i,-0.00029493-0.00069953i,-0.0010786-0.00051301i,-0.0017546-0.00095968i
