-0.0035667-0.00099943i,-0.003515-0.0001319i,-0.0039776+0.00092942i,-0.0039898+0.0015702i,-0.0024414+0.0022023i,-0.0010714+0.0023477i,5.7967e-05+0.0019193i,0.0012806+0.001412i,0.0018273+0.00042554i,0.0011531-0.00038146i,0.00018471-2.4652e-05i,-6.6883e-06+0.00010916i,0.00054692-0.00027222i,0.00058644+3.7232e-06i,0.00014823-2.6355e-05i,7.3442e-05-0.00023215i,-0.00039461+0.00035939i,-0.00084517+0.00036269i,-0.00027285+0.00020679i,-0.00048798+0.00057001i,-0.00089688+0.0012768i,-0.0009248+0.00022193i,-0.00051051-0.00041017i
-0.0010977+0.00038853i,-0.0018735+0.00075928i,-0.0025233+0.00072833i,-0.0024783+4.4037e-05i,-0.0013591-0.00024183i,0.00023123+0.00018124i,0.0014944+0.00019163i,0.0014172-2.4202e-06i,0.00082365-0.000197i,0.00049431+0.0003904i,0.00020682+0.0006657i,0.00026055+3.7914e-05i,0.0003091-5.6107e-05i,0.00044295-6.5705e-05i,0.00024239+7.6409e-05i,-0.00088546-0.00057971i,-0.00092863-0.00062652i,-0.00027823+0.00030626i,-8.7472e-05+0.00064453i,-0.0004199+0.00033234i,-5.628e-05+4.1269e-05i,0.00036446+0.001013i,0.00047721+0.0010198i
-0.0018369+0.00085227i,-0.00087899+0.00098602i,0.00058262+0.0018018i,0.001336+0.00084149i,0.0011826-0.00092535i,0.00089471-0.00090428i,0.0011857-0.00026509i,0.0014626-0.00059472i,0.0014996-0.00088944i,0.00090649-0.00012587i,0.001034-0.00014026i,0.0011985-0.00056129i,0.00039408-0.00048167i,-0.00033568-0.00025664i,-0.00056395-0.00039589i,-0.0010136-0.00046911i,-0.0016702-0.00031059i,-0.00095952-0.00024843i,-0.00035248-0.00045161i,-0.00032096-0.00067063i,0.00029786-0.00025537i,0.00078514-0.0001975i,0.00038635+0.00016406i
0.0015446-0.0023952i,0.00057493-0.0025774i,-0.00086396-0.0030571i,-0.0026025-0.0022447i,-0.0021393-0.00052676i,-0.0003112+0.00089805i,0.0006432+0.00075748i,0.0010994-0.00062516i,0.0017986-0.0010285i,0.0015057-0.00071748i,0.00051891-0.00041128i,-0.00020598-0.00017265i,-0.00053922-0.00023807i,-0.00073576-0.00035267i,-0.00084726-0.00037144i,-0.00051777-0.00057331i,-0.0006835-0.00087238i,-0.00028183-0.00030111i,0.00030459+0.00032108i,-7.2216e-06+0.00062874i,-0.00020282+0.00051807i,0.00011444+0.0005735i,0.00090343+0.00063223i
-0.0014504+0.00086441i,-0.0018378+2.6048e-05i,-0.001284-0.0018891i,-0.00045114-0.0016778i,-0.00010587-0.00023457i,0.00026337+0.00037213i,0.0019951+0.00016833i,0.0029929-0.00071704i,0.0021774-0.0013688i,0.00077209-0.0005682i,-0.000439+0.00033075i,-0.00029561+6.1368e-05i,-1.7222e-05-0.00012563i,-0.00041753-1.2668e-05i,-0.00026987+6.9919e-05i,-0.0001611+0.00037258i,-0.00036214+0.00044635i,-0.000556+0.00013217i,-0.00039958-0.00032684i,0.00051674-0.00061627i,0.00072718+6.487e-05i,-9.8218e-05+0.00018928i,3.1012e-05-0.00042784i
0.00012894-9.5935e-05i,0.00041834+0.00041667i,-0.00021127+0.0010113i,-0.00061028+0.0013499i,-0.00035548+0.0012738i,0.0007046+0.00066357i,0.0017556+0.00086382i,0.0010168+0.00074083i,0.00030914-9.4679e-05i,0.00081608-0.00084777i,0.00039975+0.00016334i,-0.00038231+0.00094146i,0.00073092+0.00038696i,0.0016769+0.00029278i,0.00041789+8.496e-05i,-0.00039777-0.00046481i,0.00035277-0.00068881i,8.3202e-05-0.00064831i,-0.00027791+0.0001025i,0.000279+0.00083978i,0.00048138+0.00052543i,0.00050909+0.0004241i,-8.0581e-06-3.686e-05i
1.9152e-05-0.00059435i,0.00023416-0.00068912i,-0.00012341-0.0014361i,-0.0012807-0.001023i,-0.0014517-0.00080175i,-0.00010757-1.1589e-05i,0.0007474+0.00023684i,0.001024-0.00048712i,0.00067691-0.00095651i,0.0005523-0.0014792i,0.00061563-0.0015618i,-2.924e-05-0.00092112i,-0.00023356-0.000122i,0.00020503+0.00039106i,0.00035408+0.00042558i,-1.3019e-05+0.00055389i,-0.00029924+8.7046e-05i,-0.00013571-2.4538e-06i,-1.6631e-05+0.00027464i,-0.00031582+0.00045734i,-0.00020212+0.00033623i,0.00034005-0.00011022i,0.00018243+0.00019061i
0.00080525-0.0018153i,-0.0006087-0.0017791i,-0.0016742-0.0026436i,-0.0020535-0.0028571i,-0.0012116-0.0014456i,0.00081056+0.00014901i,0.0022547+0.00017155i,0.0023595-0.0007933i,0.0016803-0.0016246i,0.00066918-0.0014703i,0.00032851-0.00019519i,-0.00018748-0.00020203i,-0.00054024-0.00081629i,-0.00048607-0.00092717i,-0.00020836-0.00047004i,-0.00025049+2.1494e-05i,-0.00075592-0.00027373i,-0.00075555-0.0002026i,-0.00025137+0.0002818i,-9.0011e-05+0.00024658i,-1.0497e-05-0.00035656i,0.00018318-0.00038097i,0.00026782-0.00017144i
-0.0046296+0.00086717i,-0.0033488+0.0016297i,-0.0013874+0.0015865i,-0.0006499+0.0010828i,0.00048597+0.00086108i,0.0023877+0.00032048i,0.0023465-4.5397e-05i,0.00079857-0.00060355i,0.00033462-0.001005i,0.0010783-0.00032315i,0.00081973+0.00078328i,0.00022613+0.0012681i,0.00064351+0.0010217i,0.00026651+0.00029688i,-0.00016592-0.00059744i,-0.00045951-0.00077228i,-0.00091215-0.00067708i,-0.00083287-0.00041361i,-0.00048626+3.7207e-06i,-0.00029165-0.00022945i,7.5651e-05-0.00039006i,0.00075306-0.00038922i,0.00062092+0.00015862i
0.00035911+0.00098097i,0.0010133+0.00086242i,0.0012883+5.6478e-05i,0.00091517-0.0001542i,-0.00047719-0.0002644i,-0.0010882-0.00040836i,0.00013481-0.00062917i,0.0011279-0.0012359i,0.00063746-0.0010473i,0.0010075-0.00066939i,0.0017167-0.00096261i,0.001303-0.00036601i,0.00052511+0.0001697i,-4.253e-05-0.00094496i,0.00043263-0.0018519i,0.00016858-0.00046787i,-0.00088431-0.0001039i,-0.0010935-1.1927e-05i,-0.00065631+0.00050702i,3.0122e-05-0.00034648i,0.00072879-0.0005285i,0.0013684-0.00031558i,0.0016035+7.2326e-05i
-0.0002108+3.3264e-05i,-0.00074103-0.00042119i,-0.00082443-0.0010954i,-0.00031915-0.0015115i,0.00037187-0.0015296i,0.00026535-0.00090116i,0.0011866-0.00068279i,0.0021081-0.0017772i,0.0017072-0.0024585i,0.00129-0.0021924i,0.0002067-0.00088648i,-0.00020204+0.00045741i,-0.00044984+0.00031591i,-0.00049018-0.00056696i,0.00011997-0.00062599i,-0.0002453-0.00055881i,-0.00051364-0.00084322i,-0.00012669-0.00076052i,7.4578e-05-0.00040863i,0.00043742-0.00019975i,0.00026942+0.00016735i,-0.00051227+0.00033757i,-0.00057241+0.00038124i
-0.00069302-0.00094939i,-0.0010449-0.0001146i,-0.00077999-0.00077795i,-0.0004365-0.0017187i,-0.0010914-0.0012902i,2.3925e-05-0.00033871i,0.0018006-8.749e-05i,0.0016621-0.00051843i,0.00070782-0.0010833i,0.000613-0.00056132i,0.00034539+0.00019202i,-0.00041614+0.00032036i,-0.00046671+0.000671i,-1.4045e-05+0.00072488i,0.00055903-6.2385e-05i,0.00020223-0.0002389i,-0.00075919-8.4142e-05i,-0.0010673+0.00025894i,-0.00059799+0.00051362i,0.00027563+0.00056064i,0.00044391+0.00035308i,0.00032075+0.0003635i,-0.00028582+0.0005823i
-0.00038917+0.00016902i,-0.00053274-0.00035243i,-0.00030926-0.00072866i,0.0001519-0.0014073i,0.00049414-0.0011885i,0.00041918-0.00011073i,0.00095873-0.0001366i,0.001556-0.00070823i,0.0011949-0.0013578i,0.00080966-0.00097792i,0.00085627-3.5654e-05i,0.00069516+8.8838e-05i,0.00066708+0.00052191i,0.00010311+0.00028916i,-0.00022621-1.0354e-05i,0.00029869+3.4141e-05i,0.00039654-0.00070372i,-0.00026711-0.00062361i,-0.0010111+0.00012889i,-0.00045378+0.00045744i,-7.9487e-05+0.00038886i,-0.00023847+0.00028002i,8.5231e-05+0.00019269i
0.0017801-0.00051506i,0.0017301-0.00090289i,0.0024196-0.0027199i,0.0018653-0.0031025i,0.00046075-0.0010071i,0.00036399+0.00013581i,0.0012988-9.4152e-05i,0.0015509-0.0003979i,0.0018078-0.00030824i,0.0022406+0.00039027i,0.0011772+0.00042858i,0.00090124-0.00021561i,0.00088226-0.00013354i,0.00013301+0.00026988i,0.0004729+0.00067614i,0.00019154+0.0010273i,-0.00059447+0.0010429i,-0.00014537+0.00054942i,0.00062937+0.00024927i,0.00062183+0.00011229i,0.00070816+0.00026458i,0.00061515+0.00056019i,5.9644e-05+0.00017694i
-0.004569-0.001597i,-0.0043355+0.00026145i,-0.0049536+0.0020835i,-0.0032005+0.0019909i,-0.00037107+0.0011305i,0.0011655+0.0010818i,0.001512+0.00072529i,0.0017184+3.4773e-05i,0.001424-0.00010271i,0.00072611+0.00035916i,0.00053768+0.00045372i,0.0006176+0.00021501i,0.00056549+0.00024698i,0.00088542-8.3491e-05i,0.00037804-0.00036932i,-0.0006728+1.9715e-05i,-0.0011315-0.0003341i,-0.00085579-0.0011539i,0.00055455-0.00051235i,0.0016469+0.00033019i,0.001165+0.00048694i,0.0010776+0.0003495i,0.0006885-0.00018548i
-0.0014282+0.00011477i,-0.00077511-0.0001522i,-0.00019062-0.0011928i,0.00040244-0.0011374i,-0.00033196-0.00061841i,-3.1311e-05-0.00067673i,0.00070909-0.0013732i,0.00077859-0.00093121i,0.00055588-0.0004792i,-4.3041e-05-0.00055916i,-0.00035897+0.00010007i,0.00077983+0.00092089i,0.0017071+0.00074849i,0.0010653+0.0006524i,0.00033985+0.00055316i,-0.00018688-0.00060161i,-0.00051888-0.00076265i,-0.00046897-0.00043264i,-0.00078192-0.00041626i,-0.00097676+4.077e-06i,-0.0001343+0.00038036i,0.00025494+7.8991e-05i,0.00018851-0.00015849i
0.00065745+0.0011935i,0.00080265+0.0014359i,0.0015714+0.00092069i,0.00074057+0.00067525i,0.00020021+0.00054503i,0.00055851+0.00035632i,0.001352+3.9875e-05i,0.0014562-0.00012205i,0.0010307-9.8905e-07i,0.0016363-0.00017881i,0.0022459-0.00048272i,0.0019094-0.00038078i,0.00076537-0.00058101i,0.00012098-0.00023277i,-2.8097e-05+5.0792e-05i,-0.0002709-0.00069411i,-0.00066143-0.00052852i,-0.0012742+0.00041891i,-0.0013116+0.00096345i,-0.00069771+0.00084546i,-0.00030767-6.9521e-05i,0.00010743-0.00014878i,-0.00026935-0.00012038i
-0.0015846+0.00052396i,-0.0016281+0.00097395i,-0.0014064-0.00048609i,-0.0014928-0.0013763i,-0.00053001-0.00060862i,0.0016283-9.8012e-05i,0.0026962-0.00044842i,0.0024272-0.0013177i,0.001678-0.0017325i,0.00095253-0.0010115i,0.00056405-2.2532e-05i,-0.00034969+0.00059249i,-0.00066432+6.2851e-06i,-0.00011741-0.00056626i,-0.00016638-0.00010642i,-0.00050489-0.00025057i,-0.00085899-2.4636e-05i,-0.00041904+0.00086652i,8.9405e-05+0.00078729i,0.00018815-3.9178e-05i,0.00030271-0.00040608i,0.00036586+0.00032743i,3.9289e-05+0.00051372i
-0.0015725-0.00085266i,-0.0002651+0.00022976i,-0.0010872+0.00060069i,-0.0018421-0.00078227i,-0.00068705-0.00098575i,1.2178e-05-0.00098548i,0.00054906-0.0011491i,0.00013491-0.0011729i,0.00028621-0.0010764i,0.0013464-0.00091024i,0.00086024-0.00083474i,0.00010651-0.00071373i,0.00077847-0.00021384i,0.00087345-1.7335e-05i,-0.00022122-6.5508e-06i,-0.00059704+7.3108e-05i,-0.00075253-0.00072488i,-0.0014747-0.00092211i,-0.001213-0.00036795i,-9.3861e-06-2.3474e-05i,0.00029487+0.00051873i,-4.8171e-06+0.00033115i,-0.00070368-0.00030954i
0.00083852-0.00029719i,0.00064521-0.001298i,-4.0265e-05-0.0015673i,-0.00049226-0.0021999i,-4.8369e-05-0.0033445i,0.00060441-0.0022372i,0.0018153-0.00078601i,0.0025383-0.00054972i,0.0013954-8.9521e-05i,0.00069436+0.00010068i,0.0003155-0.00045407i,-0.00041275-0.00037245i,7.5186e-05+2.909e-05i,7.1569e-05+0.00018296i,-0.00053337+0.00052362i,-0.00011632+0.00051326i,-0.00016642+0.00014427i,-0.00082147+3.9414e-05i,-0.00049118+0.00011084i,-0.00030663+0.00044377i,-0.00066487+0.0006374i,-0.00089027+0.00040204i,-0.00074057+0.00048078i
-0.00088264-0.0001994i,-0.00085329-0.00043022i,-0.0013323-0.0014123i,-0.0015034-0.00058562i,-0.0015492+0.00083346i,-0.00065738+0.0010909i,0.00099065+0.00035127i,0.002075-0.00067289i,0.0021724-0.0011561i,0.0011573-0.00098381i,-1.0385e-05-0.00022226i,-0.00033912-0.00029003i,-0.00015751-0.00021616i,0.00016254-0.00027094i,0.0004849-0.00044341i,0.00054591-0.00034963i,0.00055369-0.00011446i,0.00092096+0.00062901i,0.0012138+0.0011384i,0.00095188+0.00017323i,0.0005567-0.00050631i,0.00038712-0.00064753i,-9.2372e-05-0.00084112i
0.00082682-0.0002i,-6.7992e-05-0.00095634i,-0.00097329-0.0013626i,-0.0004953-0.00098437i,-0.00055848-0.0003283i,0.00010383+0.00028598i,0.0017778-9.6925e-05i,0.0013919-0.00054347i,0.0010148-0.00064479i,0.0014799-0.00096945i,0.0011936-0.0011092i,0.00078875-6.4825e-05i,0.00054632+2.3112e-05i,0.00056653-0.00034874i,-0.00027575-1.8373e-05i,-0.0012653-0.00089944i,-0.0011656-0.0015454i,-0.00053507-0.00043574i,-0.00060957+0.0004197i,-0.00048741+0.0005815i,-0.000279+0.00035424i,-0.0002183-0.00049435i,-0.00010528-0.00016314i
-0.0013323+0.001049i,-0.001521+0.00093914i,-0.00085031-0.0001834i,-0.00077966-0.00038658i,-0.00036466+0.00024185i,0.00086226+0.00050609i,0.0016845-5.5469e-05i,0.0016502-0.00083115i,0.0012046-0.0010039i,0.00080712-0.00078174i,0.00058858-0.00090214i,0.00098449-0.00069434i,0.00071257+5.8972e-05i,0.00069372+0.00018162i,0.00064687+0.00045551i,5.2386e-05+0.00027891i,-0.00032933-0.0008035i,-0.00018606-0.00094706i,0.00032123-0.00017671i,0.00043732-2.9252e-05i,0.00020436-0.00041247i,9.4538e-05-0.00083892i,5.3555e-05-0.0004366i
-0.0011866-0.0032905i,-0.0018224-0.0022527i,-0.002303-0.001435i,-0.0028703-0.00045305i,-0.0032628+0.00031008i,-0.0011106+0.00049396i,0.0013917-0.00031327i,0.0016467-0.0010562i,0.00098556-0.00072771i,-0.00028703+5.2632e-05i,-0.0012498+0.00035333i,-0.00085485+4.6318e-05i,-6.0541e-05+0.00017638i,0.00041473+0.00081863i,0.00061862+0.00029646i,0.00039161-0.00082077i,-0.00021892-0.00067107i,7.3246e-05-0.00015767i,0.00037045+0.00068726i,-0.00017395+0.0014737i,-0.00026907+0.00084161i,-0.00024507+0.00051334i,-0.00059633+0.00077536i
-0.00040068-0.00023438i,0.00058773+0.00056036i,1.3152e-05-0.00038766i,-0.0014517-0.0009761i,-0.0015874-0.00015972i,-0.00039204+0.0010236i,0.0013589+0.00093981i,0.0019495-0.00062291i,0.0008476-0.0010622i,0.00041021-0.00038417i,0.00049143-0.00043769i,0.00065369-7.4574e-05i,0.00072231+0.00089389i,0.00026769+0.00068618i,1.7058e-05+0.00042038i,-0.00053395+0.00053032i,-0.0012586+0.00019348i,-0.0013516+0.00019861i,-0.00086923+1.3043e-05i,-0.00057169-0.00059493i,-0.00014119-0.00072248i,0.00014667-0.00020784i,0.00014779+4.9673e-05i
-0.0014422-0.0014105i,-0.0029478-0.0012931i,-0.0022563-0.00078869i,-0.0011102-3.3615e-05i,-0.0010177+0.00013519i,0.00011891+0.00051531i,0.0018809+0.0002436i,0.0014723-0.00069767i,0.00056881-0.0010585i,0.00065809-0.0012979i,0.00082101-0.0012838i,0.0007431-0.00052482i,8.6852e-05-0.00011594i,-0.00026392+0.00037258i,-3.8389e-06+0.0010456i,0.00051627+0.00068133i,0.00051207+0.00022692i,-0.00038629+0.00052037i,-0.00023722+0.00051562i,0.00069319-0.00013824i,0.00054376-0.0005124i,-3.2384e-05-0.00059376i,6.3219e-06-0.00010286i
0.0016187+0.0025318i,0.00058206+0.0016472i,0.0004055-0.00027819i,0.00094559-0.0010531i,0.0011109-0.0011507i,0.0011602-0.0013971i,0.0022841-0.0014992i,0.002342-0.00065105i,0.0012212+0.00019214i,0.00077102+0.00023498i,0.00084471-0.00015434i,0.00078295-6.802e-05i,0.00097773-6.084e-05i,0.00092067+0.0002719i,-2.3095e-05+0.00057104i,-5.1553e-05-0.00010567i,0.00016779-3.3569e-05i,-0.00055658+0.00037905i,-0.00086601-0.00036049i,-0.00017006-0.0010279i,0.00033801-0.00084386i,0.00034047-7.0303e-05i,0.00013143-0.00016381i
-0.00070508-1.8175e-05i,-0.00033747+0.00095881i,-0.00039972+0.00056829i,-0.0012132-0.00048095i,-0.00089955-0.00025348i,0.00025635+3.062e-06i,0.0019909-0.00029158i,0.0022045-0.00065593i,0.00070963-0.00028877i,0.00021052-0.00019867i,0.0006083-0.00093262i,0.00089391-0.0010691i,0.00034478-0.00041044i,-0.00032187-0.00027872i,-0.00075905-0.0005365i,-0.00096216-0.00042346i,-0.0013044+0.00025273i,-0.0019402+0.00054615i,-0.0010545+0.00064835i,0.00013031+0.00048364i,8.3077e-05+0.0010528i,0.00038223+0.00091165i,0.0012447+0.0003823i
0.0016413-0.0039416i,-0.00077796-0.0037478i,-0.0030191-0.0048429i,-0.0031485-0.0041427i,-0.0024878-0.001337i,-0.0012109+0.00052056i,0.00011527+0.0009019i,0.0010502-1.7256e-05i,0.0013265-0.00078866i,0.00061737-0.00086939i,0.00032011-0.00059204i,-9.5317e-05-7.4639e-05i,-0.00084024+0.00042623i,-0.0010122+0.0003123i,-0.0004088-0.00058741i,-0.00042151-0.00047996i,-0.0010564+0.00021131i,-0.00063695+7.7719e-05i,4.769e-05-4.5724e-05i,-4.1494e-05+0.00021752i,1.8694e-05+0.00019984i,0.00030773+0.00052226i,0.00074958+0.00061084i
-0.0027547-0.0014547i,-0.0022136-0.00034578i,-0.0017224-0.00039008i,-0.0014193+0.00049519i,-0.0010057+0.0012243i,0.00038166+0.001032i,0.0012278+0.0006218i,0.0011404-8.0462e-05i,0.00075298-0.00089166i,0.00014014-0.0010185i,-3.8464e-05-0.0004818i,-0.00013607+0.00022822i,-0.00037483+0.00051249i,-0.00020862-0.00028619i,-0.00046437-0.00077606i,-0.0009459-0.00031835i,-0.0010985-0.00039563i,-0.00098334+0.00013453i,-0.00048214+0.00015873i,-0.00014475-0.00056998i,0.00019281-0.00028993i,0.00029885-0.00040233i,-0.00015424-7.6964e-05i
0.0011213+0.00015938i,0.001033-3.5242e-05i,-3.4001e-05-0.0022627i,-0.00151-0.0030864i,-0.0012502-0.0015321i,0.00018354+4.1175e-05i,0.0020545+0.00056763i,0.0020413+3.6244e-05i,0.0010329-0.0006472i,0.0011363-0.00026836i,0.0012545+0.00017191i,0.00016405+0.00021109i,-0.0009256+0.00040439i,-0.00092228-0.00018611i,-0.000229-0.00056184i,-0.00022615+0.00014977i,-0.00054506+0.00044473i,-0.00070801-4.7459e-05i,-0.00066912-0.00055322i,-0.00045736-0.00048575i,-0.00067684-0.00043022i,-0.00041976-0.0003615i,4.6392e-05+0.00043697i
0.00088479+0.0018735i,0.00098804+7.2785e-05i,0.0020091-0.00081302i,0.0016766-0.0013417i,0.0011621-0.0018707i,0.0014346-0.0015668i,0.0022642-0.0005731i,0.0019248-0.00058177i,0.0011741-0.00053311i,0.0012988+3.6049e-05i,0.00059936+6.7636e-05i,2.6884e-05-0.00039621i,0.0007453-0.00084393i,0.0010824-0.000786i,0.0002806-0.00042759i,-0.00048158-0.00046112i,-0.00095889-0.00026054i,-0.00082532-8.043e-05i,-0.0008137-0.00061381i,-0.00034955-0.00066819i,0.00059421-0.00034291i,0.00030825-0.00058542i,-0.00043327-0.00084549i
-0.00097429+0.00047761i,-0.0019841+0.0001298i,-0.0022621+0.00012368i,-0.00097253-0.00035725i,0.00018696-0.00070896i,0.0010668-0.00064777i,0.001728-0.00061307i,0.0021716-0.00052611i,0.0013978+4.2468e-05i,0.00052508+0.00031043i,-0.00010123+0.00014737i,-0.0005708-8.1581e-05i,0.00024937-0.00080715i,0.00071902-0.00086158i,0.00016726+4.199e-05i,-0.00025015+0.00070199i,-0.00092475+0.00084803i,-0.00096822+0.00067563i,2.681e-05-7.0781e-05i,0.00020758-0.00016039i,0.00044629+0.0002278i,0.00084298+0.00012968i,9.1937e-05-0.00014528i
-0.0030879+0.0015276i,-0.0023096+0.0014199i,-0.0013884+0.0018688i,-0.00062622+0.00095913i,0.00044496-0.00018568i,0.0016407-0.00049475i,0.0022139-0.0010309i,0.001657-0.0014225i,0.0008222-0.00024263i,0.00098448+0.00066988i,0.0010393+0.00026425i,0.00031265-2.3238e-05i,0.0002081+4.5736e-05i,0.00021139+0.00024257i,-0.00046108+0.0001532i,-0.00063568-0.00048175i,-0.00049844-0.00049785i,-0.00083227-0.00068281i,-0.001056-0.0006953i,-0.00037665-2.7003e-05i,0.0004022+0.00028869i,0.00036986+0.00010609i,0.00019722+0.0006517i
0.00018514+0.0034166i,-3.1416e-05+0.0033581i,0.00071963+0.0020499i,0.0013254+8.1862e-05i,0.0010144-0.0003987i,0.0010399-0.0001013i,0.00098862+1.1385e-06i,0.00062018-0.00028478i,0.00030175+0.00016618i,0.00073414+0.00011745i,0.001195+6.1345e-05i,0.00079732+0.00040716i,-0.0001983+0.00023245i,-0.00028723-0.00079999i,-6.7905e-05-0.0010487i,-0.00047128-0.00075488i,-0.0013294-0.0013069i,-0.0014372-0.0010391i,-0.00061063-0.0005627i,-0.00026293-0.00037488i,-9.757e-05-2.9808e-05i,-0.00024051-7.7468e-05i,-0.00032708-4.1951e-05i
-0.0010707-0.00062697i,-0.00075478-0.0014278i,-0.00053859-0.0013972i,-0.0011026-0.00038176i,-0.00080215-0.00010834i,1.1776e-05+0.00011767i,0.00097017+9.4951e-05i,0.0015527-6.1889e-05i,0.00064492-0.00050031i,0.00038611-0.00018867i,0.00043054+0.000256i,-6.6901e-05+0.00037721i,0.00022315+0.00045302i,0.00035438+0.00040072i,-0.00049222-0.00061332i,-0.00099619-0.0011772i,-0.00045126-0.00019411i,0.00010225-0.00016446i,-0.00014117-0.00014222i,-0.0002638+0.00038034i,-0.00027951+0.00044954i,-0.0005153-3.4748e-05i,-0.00018513+0.00010868i
0.0025919-0.0016993i,0.0018924-0.0028776i,0.000963-0.0042923i,-0.0011413-0.0040697i,-0.0017121-0.0025805i,-0.0003944-0.0010778i,0.00080275-0.00031424i,0.00096418-0.0003949i,0.00081636-0.00043657i,0.00020617-0.00053336i,-0.0012156-0.00031206i,-0.0013625+0.0003101i,-0.0001704+0.00056034i,0.00028762-5.7703e-05i,0.00025741-0.0010688i,-0.00018625-0.0017843i,-0.00057656-0.001203i,-0.0005974-0.00022686i,-0.00049412+0.00020309i,0.00015709+0.00023425i,0.00052071-0.00018595i,3.8545e-05+0.00022595i,-0.00023994+0.0010594i
-0.0033498-0.0010396i,-0.0034322-0.00078207i,-0.0027851-0.0016958i,-0.0032606-0.0017855i,-0.0026303-0.0010006i,-0.00043407+0.00050884i,0.0011906+0.0007563i,0.0014684-0.00068706i,0.0012097-0.0012441i,0.00018237-0.0010559i,0.00024231-0.00081079i,0.00095628-0.00017532i,0.00071371-2.9333e-06i,-0.00010381-0.00032635i,-0.00057083+0.00039811i,-0.00089727+0.00064715i,-0.0015647+0.00039286i,-0.0017694+0.00057256i,-0.0013321+0.00031664i,-0.00040268+6.248e-05i,0.0001254+0.00070516i,0.0002456+0.00045519i,0.00027971-0.0004946i
-0.0018477-0.00090929i,-0.0005597-0.00027261i,-0.0012403+0.00015569i,2.543e-05+0.00044524i,0.0014933+0.00099159i,0.0016685+0.00047353i,0.0021171-0.0004706i,0.0020168-9.1333e-05i,0.0015941+0.00072614i,0.00093943+0.00053111i,4.5654e-05+0.00062627i,-4.2123e-06+0.00049698i,0.00068563+0.00010479i,0.00048318+0.00017783i,-0.00045336-0.00028098i,-0.0003164-0.00059673i,-0.00016285+0.00026076i,-0.00042674+0.00068501i,1.8849e-05+0.00047821i,0.00030286+0.00039676i,-0.00017863+2.1783e-05i,-0.00037699+0.00019975i,-0.0004902+0.00054391i
0.00020988+0.0011514i,0.00099688+0.0013498i,0.0010024+0.00043741i,-0.00018536-0.0013388i,-0.00078484-0.0021706i,4.4296e-05-0.0014909i,0.00081998-0.00064751i,0.00071852-0.00076651i,0.00019467-0.00056771i,0.0005581+2.8625e-05i,0.00060294-0.00059469i,0.00022554-0.0013477i,2.2992e-05-0.00074789i,0.00039445-3.6458e-05i,0.00037668+0.00011674i,-0.0002271-2.6659e-05i,-0.00048133-0.00053015i,-0.0010638-0.00069856i,-0.00045834-0.00036304i,-0.00014607-2.9305e-05i,-0.00019909+0.00011837i,-0.00013824-0.0001391i,-0.00015979-0.00066376i
-0.0029304-0.00040561i,-0.002179-0.00058534i,-0.00083169+0.0012374i,-0.00097327+0.0020541i,-0.0012212+0.001605i,0.00034341+0.00091034i,0.0020075+0.0003484i,0.0018075-0.00029811i,0.00093195-0.00095746i,0.00098044-0.00063465i,0.00083225+0.00036187i,0.00016479+0.00016415i,0.0010255-0.00047035i,0.0016591-0.00059336i,0.00098513-0.00046654i,0.00064038-0.00019505i,7.9989e-05-0.0004335i,-0.00013373-0.00045527i,0.00054976-3.296e-06i,0.00060574+0.00033016i,0.00096436+0.00039082i,0.00045358-2.8016e-05i,-0.00063877-0.00047167i
-0.00094347-6.7879e-05i,-0.0010273-9.5644e-05i,-0.0018726-0.0002169i,-0.0021322-0.00080411i,-0.0019677-0.0015379i,-0.00073589-0.00090856i,0.0005533-0.00055592i,0.00061161-0.00028328i,0.00045412+0.00026071i,0.001227+0.00059973i,0.0016709+0.00037132i,0.00079997+0.00018526i,-2.3746e-05+9.7482e-06i,4.4766e-05-0.00090329i,9.5956e-05-0.00079236i,-0.0005955-7.5068e-05i,-0.00078074-0.00023163i,-9.4844e-05-0.00051133i,-0.00017926-0.00069955i,-0.00020205-0.00053874i,-3.9641e-05-0.00014772i,4.4133e-05-0.00027754i,0.00042481-0.00055935i
0.00080312+0.0011573i,0.0016921+0.0010058i,0.0016696+1.4184e-05i,0.00112-0.0011292i,0.0014208-0.0011928i,0.0013246-0.00034892i,0.00093013-0.0004765i,0.0011079-0.00096539i,0.00085136-0.00031933i,0.00058041+2.916e-05i,0.0012772-0.00074056i,0.0011581-0.00069576i,0.00041954-0.00082381i,-0.00026975-0.0012974i,-0.00077522-0.00063671i,-0.00038753-0.00023595i,0.00032367-0.00059129i,-0.000184-0.0003789i,-0.00069487+7.9449e-05i,-0.00047959+0.00010482i,-0.00070483+0.00044302i,-0.00080103+0.00043707i,-0.00034104+9.453e-05i
-0.0019944+0.00030036i,-0.0016849-1.9696e-05i,-0.0011928-0.00018485i,-0.00054862+0.00033021i,-0.00016258+0.00071545i,0.00046809+0.00086959i,0.001332-1.0241e-05i,0.0011132-0.0010666i,0.00035023-0.0009054i,-0.00022393-0.00020101i,4.3835e-05-0.00017232i,0.00060364+6.6787e-05i,0.00019088-0.00025803i,8.0331e-05-0.00022555i,0.00056648+0.00030402i,2.2501e-06+0.0003816i,-0.00011266+0.00031015i,0.00044218-0.00017854i,0.00055738-0.00054269i,0.00035837-0.00095739i,0.00052536-0.00080829i,0.00059996+0.00022576i,-8.2943e-05+0.00054566i
