0.0010862+8.3481e-05i,0.00057134-0.00015285i,0.0011018-0.00093791i,6.3121e-05-0.001738i,-0.0022616-0.00071773i,-0.0025946+0.0011997i,-0.0010157+0.0027006i,0.00066354+0.0016533i,0.0010844-0.00030003i,0.00081897-0.0013719i,0.00025822-0.0016896i,-0.00029253-0.0013049i,-0.00091738-0.0010316i,-0.00098937-0.00028621i,-0.00085416+0.00038168i,-0.0011616+1.6356e-05i,-0.0012847-0.00048796i,-0.00099961-0.00031i,-0.00038492+0.00032375i,0.00026828+0.00087016i,0.00019118+0.00036593i,-0.00044037-0.00020143i,-0.00045592-0.00012648i
0.029919-0.06808i,-0.012162-0.12628i,-0.15744-0.098797i,-0.27388-0.0042486i,-0.16902-0.063758i,0.0060962-0.24724i,0.02368-0.26148i,0.010454-0.16129i,0.045694-0.13009i,0.037912-0.10831i,0.017882-0.052244i,0.022225-0.013235i,0.02838-0.0031792i,0.023295-0.0092068i,-0.0039988-0.0031399i,-0.046132+0.033508i,-0.087441+0.075556i,-0.10733+0.085355i,-0.091926+0.059547i,-0.057596+0.023718i,-0.034584-0.0015399i,-0.030304-0.00041463i,-0.021216+0.019857i
0.08115+0.067663i,0.2783+0.10377i,0.61945+0.069369i,0.90554-0.056056i,0.85801-0.15439i,0.49298-0.17218i,0.096492-0.13475i,-0.12975-0.030746i,-0.15747+0.049202i,-0.083569+0.024915i,-0.046234-0.021818i,-0.045486-0.018795i,-0.024996-0.01159i,-0.0056848-0.030608i,0.0060329-0.043934i,0.028338-0.04664i,0.057087-0.045958i,0.076869-0.039856i,0.076394-0.038262i,0.05878-0.040897i,0.031922-0.03746i,0.0079028-0.026031i,-0.0010349-0.017785i
-0.10981-0.026458i,-0.33117-0.061213i,-0.66405-0.11727i,-0.93276-0.0927i,-0.8483+0.11469i,-0.43583+0.35531i,-0.053673+0.41911i,0.1446+0.38678i,0.24833+0.33159i,0.25606+0.19469i,0.1665+0.052982i,0.080371-0.0085482i,0.045108-0.013352i,0.042065+0.0014883i,0.038149+0.0024978i,0.0028657-0.017308i,-0.055305-0.035418i,-0.086858-0.030159i,-0.06776+0.0034974i,-0.024741+0.03457i,0.0097576+0.037788i,0.017918+0.018869i,4.448e-05+0.0069862i
0.042314-0.012329i,0.13091+0.054898i,0.29472+0.28987i,0.53425+0.46141i,0.60437+0.17054i,0.31761-0.31669i,-0.040739-0.40896i,-0.13512-0.25668i,-0.13284-0.19149i,-0.1838-0.1068i,-0.15825+0.012806i,-0.084599+0.045807i,-0.053356+0.0352i,-0.038693+0.04084i,-0.018711+0.049012i,0.014617+0.060929i,0.064906+0.074249i,0.093034+0.06975i,0.067808+0.044094i,0.017149+0.025295i,-0.01599+0.026315i,-0.027931+0.027018i,-0.02556+0.019103i
0.057393+0.052031i,0.16995-0.024397i,0.30758-0.33549i,0.30726-0.62102i,0.22392-0.38574i,0.2973+0.065177i,0.44919+0.075967i,0.39789-0.15061i,0.28413-0.20355i,0.26141-0.18293i,0.19255-0.17165i,0.10573-0.098352i,0.082171-0.043164i,0.068483-0.054571i,0.049071-0.070944i,0.030805-0.082733i,0.00077351-0.098239i,-0.030213-0.099815i,-0.040962-0.071666i,-0.029703-0.034364i,-0.014537-0.019172i,-0.0034521-0.01536i,0.0023501-0.011968i
-0.076871-0.032588i,-0.35201+0.010409i,-0.72679+0.18601i,-1.0133+0.30724i,-1.042+0.12945i,-0.9156-0.07004i,-0.75249+0.017854i,-0.5333+0.10323i,-0.4039+0.034099i,-0.36666+0.06477i,-0.22669+0.15129i,-0.083057+0.088813i,-0.070714-0.0065228i,-0.080781-0.012688i,-0.051588+0.0052562i,-0.020692+0.024613i,0.010695+0.057253i,0.036399+0.079434i,0.036398+0.065803i,0.015679+0.037312i,0.0095551+0.027589i,0.022847+0.018045i,0.021176+0.0076358i
0.065979-0.064906i,0.37637-0.014612i,0.79247-0.04771i,1.1279-0.13804i,1.1135-0.27944i,0.76916-0.31835i,0.48989-0.068959i,0.52482+0.21567i,0.64469+0.17005i,0.52803-0.094051i,0.23378-0.20569i,0.041627-0.092701i,0.026817+0.0074747i,0.039447+0.002603i,0.020869-0.01043i,-0.0040384+0.0052873i,-0.031825+0.021532i,-0.046443+0.011038i,-0.049311-0.02063i,-0.046456-0.034106i,-0.042648-0.019265i,-0.038709+0.012386i,-0.030998+0.030605i
0.032282+0.080555i,-0.035223-0.01229i,-0.23943-0.28311i,-0.59428-0.55991i,-0.77679-0.46691i,-0.52248-0.1267i,-0.065796-0.037464i,0.23155-0.20377i,0.28579-0.27867i,0.22728-0.18025i,0.18514-0.095359i,0.14082-0.11644i,0.067582-0.14491i,0.021488-0.12077i,0.01317-0.071417i,0.013733-0.01315i,0.021188+0.040074i,0.034412+0.057735i,0.045136+0.031643i,0.04746-0.010795i,0.033709-0.040947i,0.008483-0.038547i,0.0038097-0.0062926i
-0.11854-0.098383i,-0.42239-0.18121i,-0.60016+0.06475i,-0.40415+0.2994i,-0.1729+0.069348i,-0.29489-0.19105i,-0.50902+0.094228i,-0.42898+0.49478i,-0.18237+0.53892i,0.010456+0.36046i,0.07604+0.1631i,0.010813+0.056401i,-0.044401+0.042068i,-0.052052+0.03405i,-0.066403+0.036482i,-0.073308+0.04894i,-0.066669+0.028551i,-0.035031+0.0019124i,0.019837-0.012341i,0.04156-0.023624i,0.022919-0.020146i,-0.013848-0.012157i,-0.058743-0.0040562i
0.99968+8.6415i,1.2948+9.2074i,3.5107+8.9693i,4.5471+4.681i,4.3125+0.22162i,2.6747-2.377i,0.66619-1.8946i,0.30417-0.090511i,1.0453+0.75909i,1.56+0.54145i,1.4616+0.079666i,1.2866-0.11602i,1.3802-0.23211i,1.3192-0.33866i,1.0684-0.44171i,0.68854-0.46643i,0.24717-0.26716i,-0.011372-0.030557i,-0.09319+0.070376i,-0.0060016+0.17662i,0.23554+0.2589i,0.40909+0.17115i,0.33168+0.035588i
0.0063516+0.061439i,-0.097089-0.078443i,-0.16955-0.2111i,-0.13381-0.38522i,-0.13042-0.52689i,-0.3128-0.50751i,-0.5513-0.30286i,-0.6037-0.05905i,-0.47363+0.085711i,-0.26938+0.1395i,-0.065625+0.10687i,0.016635+0.03411i,0.0061998+0.026169i,0.011749+0.04118i,0.021534+0.035128i,0.028968+0.033178i,0.046315+0.01015i,0.047802-0.028556i,0.048744-0.043148i,0.067556-0.053017i,0.068921-0.060996i,0.042688-0.037206i,0.031715-0.0020086i
-0.069271-0.071794i,-0.29002-0.13451i,-0.51242-0.013966i,-0.52613+0.18044i,-0.28183+0.19577i,-0.034657+0.092314i,-0.0046508+0.12304i,-0.10607+0.3266i,-0.14509+0.47892i,-0.092786+0.40995i,-0.027568+0.23852i,0.037815+0.11359i,0.092974+0.044925i,0.097042-0.00078818i,0.061555-0.022054i,0.033345-0.014718i,0.0072715+0.00056241i,-0.025942+0.018613i,-0.021216+0.031841i,0.02563+0.015066i,0.053045-0.022224i,0.040187-0.043582i,0.028437-0.032907i
0.11227+0.0054927i,0.41784+0.17004i,0.77507+0.24945i,0.91858+0.26017i,0.66512+0.19531i,0.19816+0.041608i,-0.11032-0.10759i,-0.16539-0.16811i,-0.1428-0.12516i,-0.12082+0.0078438i,-0.048205+0.096398i,0.016688+0.070815i,0.019098+0.037442i,0.015803+0.02281i,0.01475-0.023276i,-0.004758-0.071857i,-0.02175-0.074374i,-0.026615-0.039424i,-0.024378+0.0012139i,-0.014336+0.013668i,-0.0061495-0.0084892i,-0.015539-0.035492i,-0.029388-0.048843i
-0.028264+0.02092i,-0.1158-0.080977i,-0.27448-0.31094i,-0.51996-0.46989i,-0.63532-0.21579i,-0.41517+0.21781i,-0.10581+0.24823i,-0.14929-0.044528i,-0.3765-0.14527i,-0.33906-0.030023i,-0.11847+0.021151i,0.01355-0.0087302i,0.035263-0.017995i,0.013364-0.0095959i,-0.029376+0.0048713i,-0.058753+0.040019i,-0.069562+0.080657i,-0.080475+0.11753i,-0.059539+0.13793i,-0.0078876+0.10565i,0.016216+0.043325i,0.018815+0.01242i,0.036191+0.0048085i
-0.044586-0.092914i,-0.19486-0.10874i,-0.35594+0.12665i,-0.27648+0.53098i,0.12006+0.63763i,0.46806+0.26491i,0.39079-0.15737i,0.069732-0.20298i,-0.099139-0.022254i,-0.083918+0.041036i,-0.064298-0.0068773i,-0.065824-0.026022i,-0.058396-0.015739i,-0.05804+0.0021681i,-0.033883+0.022217i,0.027325+0.012657i,0.085873-0.015658i,0.11647-0.02979i,0.10159-0.034033i,0.055495-0.0285i,0.022431-0.011725i,0.0095147-0.0053186i,-0.0013579-0.0066373i
0.05924+0.083651i,0.2102+0.16747i,0.36888+0.20949i,0.41038+0.2084i,0.2569+0.20695i,0.028419+0.17859i,-0.095382+0.13081i,-0.11238+0.10443i,-0.087387+0.093929i,-0.0466+0.08561i,-0.016898+0.071141i,-0.015244+0.066718i,-0.016543+0.080426i,-0.013323+0.075281i,-0.032962+0.043258i,-0.060802+0.021604i,-0.06858+0.0072711i,-0.065668-0.022253i,-0.057502-0.043736i,-0.033138-0.038319i,-0.0066697-0.030802i,0.0077206-0.025322i,0.020615-0.016324i
-0.042384+0.022355i,-0.063315+0.026434i,-0.0266+0.0051086i,-0.0014524-0.030037i,-0.096543+0.019983i,-0.18428+0.14805i,-0.080405+0.15707i,0.039077+0.022554i,0.029872-0.045005i,0.03011-0.0079348i,0.066814+0.0018615i,0.062646-0.015592i,0.036639-0.0063391i,0.029602+0.022336i,0.046464+0.056549i,0.079508+0.062992i,0.090937+0.025617i,0.060496-0.00056476i,0.023148+0.014908i,0.0054842+0.027974i,0.0035798+0.019073i,0.0022778-0.0029425i,-0.010589-0.024093i
0.02316-0.084869i,-0.024693-0.20456i,-0.17664-0.29025i,-0.30919-0.2217i,-0.21585+0.012875i,0.030325+0.21438i,0.12847+0.23005i,0.058497+0.16409i,-0.0005624+0.10939i,-0.018661+0.048571i,-0.030822+0.0053314i,-0.01651-0.0019221i,0.013967-0.0086365i,0.022517-0.025324i,0.014046-0.044304i,-0.0056438-0.060053i,-0.039894-0.050889i,-0.066486-0.02493i,-0.066392-0.014362i,-0.055901-0.015049i,-0.044915-0.0050177i,-0.021834+0.016224i,0.006228+0.030132i
0.022443+0.11139i,0.094822+0.27582i,0.20816+0.45421i,0.30465+0.50647i,0.31096+0.32025i,0.22536-0.01215i,0.11462-0.24544i,0.039842-0.23897i,0.018779-0.1007i,0.0047338-0.0030209i,-0.03183+0.027372i,-0.059159+0.022944i,-0.067808+0.011472i,-0.06142+0.012924i,-0.045172+0.0071672i,-0.038341-0.0091265i,-0.018884-0.011932i,0.022944-0.0055425i,0.044025+0.0016128i,0.041042+0.015597i,0.044337+0.019946i,0.041018-0.0025469i,0.013746-0.026143i
-0.058468-0.06326i,-0.082943-0.16557i,-0.051489-0.35461i,-0.030501-0.56392i,-0.12803-0.59966i,-0.26148-0.37983i,-0.30126-0.15004i,-0.26752-0.11028i,-0.20152-0.14931i,-0.12981-0.12572i,-0.064484-0.038539i,-0.002735+0.028874i,0.029528+0.04675i,0.035772+0.051332i,0.028819+0.060131i,0.011621+0.069872i,-0.010371+0.05758i,-0.037994+0.021023i,-0.04996-0.00036442i,-0.030223-0.0018336i,-0.0081634-0.0041902i,-0.0052666-0.0027792i,-0.0028088+0.0084281i
0.043288-0.033449i,0.016077-0.057021i,-0.15165+0.0014237i,-0.31875+0.21465i,-0.20853+0.40215i,0.072313+0.3511i,0.19484+0.22921i,0.1599+0.22018i,0.094489+0.20603i,0.025381+0.13004i,-0.0051994+0.067627i,0.0029752+0.031805i,0.010742+0.0075434i,0.022675-0.015235i,0.046814-0.034314i,0.071874-0.049645i,0.07728-0.056723i,0.060585-0.042228i,0.036516-0.022266i,0.011421-0.018365i,-0.011337-0.018874i,-0.021286-0.0068546i,-0.01679+0.0040881i
-0.052229+0.087179i,-0.069348+0.21628i,-0.015849+0.3678i,0.106+0.4122i,0.13244+0.28563i,0.0057218+0.10984i,-0.10443+0.02789i,-0.10293+0.012137i,-0.05985+0.0097555i,-0.021584+0.026128i,0.014185+0.019105i,0.024804-0.015928i,0.011996-0.029107i,-0.004846-0.035023i,-0.035425-0.058363i,-0.07863-0.064293i,-0.1011-0.034017i,-0.08277-0.0017273i,-0.040975+0.0088824i,-0.009954+0.011797i,0.0051502+0.017231i,0.016878+0.01562i,0.02485+0.0097241i
0.0064033-0.068528i,0.069959-0.12454i,0.27005-0.17982i,0.50431-0.30755i,0.48649-0.46467i,0.23125-0.42399i,0.097802-0.22939i,0.11209-0.1556i,0.056523-0.15744i,-0.0084897-0.086824i,-0.0083787-0.019518i,-0.010782-9.4649e-05i,-0.023352+0.0025736i,-0.034606+0.0084744i,-0.044202+0.033929i,-0.033475+0.06408i,-0.004719+0.069338i,0.014428+0.054746i,0.015691+0.042578i,0.016714+0.032961i,0.016481+0.015957i,0.0088382-0.0038552i,0.00044373-0.020865i
0.062076+0.012723i,0.10842-0.090564i,-4.2657e-05-0.36254i,-0.33202-0.5778i,-0.57211-0.37497i,-0.43966+0.014495i,-0.18983+0.091465i,-0.13018-0.044029i,-0.14489-0.089839i,-0.10153-0.065995i,-0.050902-0.036283i,-0.012135-0.0045552i,0.0036929+0.011216i,0.00093058+0.019607i,0.013905+0.030333i,0.045704+0.036107i,0.069525+0.023803i,0.062934-0.0053019i,0.037786-0.029733i,0.017719-0.038898i,0.0048168-0.031626i,-0.0040558-0.011159i,-0.0084827+0.010437i
-0.10221+0.034593i,-0.2863+0.14391i,-0.56225+0.38305i,-0.76263+0.69455i,-0.65684+0.81726i,-0.26618+0.60942i,0.013379+0.29611i,-0.014721+0.15589i,-0.10841+0.15742i,-0.094564+0.13644i,-0.039667+0.063097i,-0.021034-0.0054174i,-0.021122-0.022652i,-0.0085954-0.011805i,0.0094367-0.021512i,0.0095661-0.059418i,-0.010165-0.081623i,-0.024861-0.054257i,-0.021257-0.011901i,-0.014569+0.0058184i,-0.010921+0.0061377i,-0.0011906+0.0010688i,0.0042291-0.0079749i
0.041386-0.061377i,0.11455-0.069089i,0.27109+0.088076i,0.54539+0.36506i,0.74489+0.41985i,0.59966+0.12804i,0.2349-0.14495i,0.012775-0.15033i,-0.002702-0.045041i,0.013755+0.0081422i,-0.0065686+0.025009i,-0.023089+0.049082i,-0.017509+0.068185i,-0.014744+0.061498i,-0.029385+0.043337i,-0.041021+0.036358i,-0.036799+0.030701i,-0.028666+0.0076985i,-0.032488-0.014295i,-0.036554-0.0072787i,-0.021585+0.0095665i,-0.0047099+0.0083766i,0.0013303+0.0063986i
0.0437+0.06664i,0.17974+0.11885i,0.43979+0.064295i,0.68485-0.13961i,0.64849-0.29527i,0.32071-0.2376i,0.042327-0.053385i,-0.021018+0.07425i,0.0033205+0.080805i,0.02018+0.041524i,0.026524+0.015563i,0.02842+0.00030805i,0.032235-0.011582i,0.042831-0.014651i,0.045978-0.0049284i,0.033231+0.0081666i,0.014725+0.022544i,0.0049663+0.037944i,0.011465+0.047181i,0.026666+0.038923i,0.028988+0.012012i,0.014194-0.0058093i,0.0045352-0.0095454i
-0.082801-0.047617i,-0.2028-0.15771i,-0.34882-0.39121i,-0.48274-0.6952i,-0.54164-0.78503i,-0.45852-0.4884i,-0.25645-0.12946i,-0.061923-0.025071i,0.024031-0.0604i,0.021028-0.067443i,0.0057697-0.038686i,0.01338-0.01753i,0.012904-0.015828i,-0.0024665-0.014531i,-0.0052619-0.012917i,0.0090797-0.015866i,0.023675-0.020168i,0.022928-0.015181i,0.015019+0.0012557i,0.012134+0.0098761i,0.0091728+0.010094i,0.0051829+0.0095519i,0.0027785+0.0076599i
0.051999-0.02185i,0.042244-0.026956i,-0.12687+0.064687i,-0.37956+0.28715i,-0.40487+0.44815i,-0.15565+0.39122i,0.051185+0.2208i,0.062613+0.094138i,-0.01086+0.042363i,-0.042595+0.030268i,-0.030299+0.019514i,-0.024357+0.00013489i,-0.021969-0.010332i,-0.013713-0.016389i,-0.018721-0.024372i,-0.038842-0.022472i,-0.048529-0.011193i,-0.027321-0.0076318i,0.0066279-0.023504i,0.016711-0.04439i,0.006313-0.046072i,0.0021814-0.029862i,0.0061327-0.015431i
-0.016873+0.072519i,0.015991+0.18767i,0.11172+0.31014i,0.17269+0.38982i,0.10028+0.39269i,0.034101+0.24499i,0.06353-0.00070578i,0.061573-0.15021i,0.010113-0.13344i,-0.018298-0.058287i,-0.020526-0.0064477i,-0.018542+0.02885i,-0.021537+0.04727i,-0.025571+0.050537i,-0.013884+0.05531i,0.018729+0.058685i,0.049412+0.0441i,0.048559+0.012822i,0.018149-0.0070227i,-0.007488+0.0019674i,-0.010792+0.015678i,-0.0073872+0.010975i,-0.0077486+0.00079764i
-0.026989-0.067316i,-0.045281-0.12562i,0.02194-0.13002i,0.22536-0.10351i,0.37274-0.1324i,0.26089-0.17023i,0.018263-0.11029i,-0.11234-0.014574i,-0.10856+0.018869i,-0.067909+0.012708i,-0.025116-0.0018108i,0.010431-0.024906i,0.0279-0.039882i,0.030626-0.039023i,0.029138-0.038284i,0.024232-0.05034i,0.0049547-0.062603i,-0.027722-0.055874i,-0.051025-0.032918i,-0.04814-0.0136i,-0.031043-0.0059761i,-0.017202-0.0031911i,-0.012208+0.00021972i
0.060851+0.010694i,0.11265-0.035469i,0.074724-0.17772i,-0.087417-0.29324i,-0.20211-0.19116i,-0.16928+0.016298i,-0.094242+0.086533i,-0.064193+0.057782i,-0.044782+0.04309i,-0.016761+0.036507i,-0.00010848+0.02951i,0.0059063+0.024002i,-7.9308e-05+0.023062i,-0.0085625+0.025688i,-0.015587+0.015106i,-0.031442+0.0013931i,-0.041798+0.0039442i,-0.032577+0.020089i,-0.011544+0.037883i,0.0085505+0.043922i,0.018548+0.03596i,0.016786+0.026165i,0.013581+0.020861i
-0.070263+0.030822i,-0.15419+0.11494i,-0.20595+0.24186i,-0.18536+0.29314i,-0.13057+0.18352i,-0.061912+0.055756i,0.013269+0.033428i,0.035842+0.038068i,-0.0013628+0.028655i,-0.025087+0.033603i,-0.024868+0.033319i,-0.034069+0.019377i,-0.035364+0.010769i,-0.02145+0.0048339i,-0.018969+0.0050112i,-0.027358+0.017512i,-0.033366+0.029795i,-0.026565+0.034712i,-0.0058468+0.02561i,0.010005+0.0031598i,0.011549-0.010467i,0.012314-0.0084583i,0.019566-0.0047516i
0.04702-0.063966i,0.09421-0.14i,0.12891-0.1767i,0.1515-0.10201i,0.19069+0.0062793i,0.21635+0.028172i,0.18343-0.015399i,0.13089-0.027164i,0.098735-0.0084825i,0.076805-0.01697i,0.056921-0.033747i,0.045169-0.029337i,0.04071-0.016498i,0.035913-0.011444i,0.034761-0.0040755i,0.051017+0.017384i,0.078841+0.035372i,0.087054+0.029254i,0.064623+0.011112i,0.034827+0.0022657i,0.014381-0.0023227i,0.0021053-0.011072i,-0.0078991-0.020294i
0.0085717+0.062898i,0.03415+0.1469i,0.077151+0.19593i,0.089398+0.15323i,0.013696+0.068089i,-0.10546-0.0089225i,-0.16343-0.073151i,-0.15792-0.10896i,-0.12807-0.096651i,-0.08081-0.050416i,-0.037011-0.015028i,-0.015832-0.0033437i,-0.015696-0.0028947i,-0.023265-0.00019046i,-0.018444-0.0025685i,-0.007864-0.026954i,-0.0089753-0.056928i,-0.010907-0.061702i,-0.0057464-0.046964i,-0.0039177-0.033754i,-0.0049088-0.022659i,-0.0040734-0.014181i,-0.0074213-0.0078879i
-0.044366-0.053825i,-0.12232-0.13667i,-0.2141-0.23525i,-0.26548-0.2737i,-0.2395-0.20869i,-0.15363-0.086757i,-0.06612+0.015976i,-0.006203+0.050917i,0.010057+0.0217i,-0.022615-0.0090599i,-0.054095-0.0067001i,-0.055416+0.0068196i,-0.044299+0.0089811i,-0.039554+0.0019926i,-0.045012-0.0012439i,-0.046187+0.0059479i,-0.035649+0.0089834i,-0.02803-0.0010729i,-0.029636-0.0055016i,-0.026972+0.0066555i,-0.015417+0.018837i,-0.0069346+0.020689i,-0.0033769+0.01984i
0.060902+0.022155i,0.15125+0.066673i,0.24502+0.15955i,0.29017+0.25111i,0.2752+0.26468i,0.21494+0.20493i,0.12158+0.12343i,0.013345+0.078647i,-0.047247+0.087901i,-0.025437+0.0904i,0.018925+0.060701i,0.039742+0.034332i,0.046665+0.033756i,0.055194+0.047117i,0.063227+0.044264i,0.05126+0.018427i,0.019571-0.0029482i,-0.007356-0.011612i,-0.014084-0.016191i,-0.0047112-0.019353i,0.0031786-0.020039i,0.0023696-0.013389i,0.0033907-0.0034398i
-0.043646+0.016888i,-0.10814+0.03053i,-0.18252+0.00023253i,-0.23264-0.054596i,-0.23124-0.072279i,-0.16127-0.05002i,-0.05469-0.03476i,0.01089-0.043237i,0.020215-0.041401i,0.011538-0.016441i,0.0067091+0.0050226i,0.0043229+0.0071953i,0.0025664-0.00301i,0.0015139-0.021048i,-0.003994-0.023794i,-0.0043743+0.00025924i,0.0028252+0.030288i,0.003317+0.059882i,0.00040855+0.078682i,0.00091495+0.06806i,0.0048485+0.039799i,0.0095928+0.01661i,0.010918+0.003696i
0.019185-0.037365i,0.044718-0.08318i,0.10583-0.10342i,0.18441-0.10056i,0.21419-0.11474i,0.16319-0.13241i,0.081349-0.12047i,0.041543-0.089471i,0.04278-0.071089i,0.029826-0.07051i,0.0013208-0.067538i,-0.0088613-0.058637i,-0.0078653-0.054953i,-0.011703-0.052018i,-0.016078-0.048759i,-0.022444-0.048244i,-0.021503-0.046845i,-0.0048893-0.049416i,0.0085465-0.052917i,0.0065851-0.043952i,-0.002377-0.026777i,-0.0051966-0.013701i,-0.0016197-0.0078606i
0.017731+0.031689i,0.014372+0.055005i,-0.068529+0.063455i,-0.21814+0.10134i,-0.29208+0.19543i,-0.24445+0.24917i,-0.17022+0.20384i,-0.12827+0.13432i,-0.10109+0.086523i,-0.064188+0.06256i,-0.024063+0.055523i,-0.0031339+0.049265i,-0.009105+0.04309i,-0.027003+0.04256i,-0.032216+0.049597i,-0.010225+0.059554i,0.02051+0.057095i,0.03301+0.041739i,0.031222+0.027294i,0.027258+0.016731i,0.02204+0.0094801i,0.01554+0.0034343i,0.010264+0.0006685i
-0.020356+0.00054068i,-0.022797+0.028092i,0.059092+0.064407i,0.19554+0.036639i,0.25137-0.071905i,0.20418-0.14986i,0.14984-0.13938i,0.09456-0.1103i,0.014685-0.072468i,-0.030413-0.016091i,-0.027445+0.010681i,-0.02239+0.0048829i,-0.020215+0.007151i,-0.0013964+0.017397i,0.023002+0.0072053i,0.026609-0.026161i,0.006444-0.057953i,-0.019577-0.070771i,-0.033749-0.06331i,-0.029062-0.043386i,-0.015893-0.025892i,-0.0091014-0.016651i,-0.0074277-0.014059i
0.01698-0.021564i,0.0001289-0.06377i,-0.080549-0.073976i,-0.15149+0.011491i,-0.10172+0.12547i,-0.0090489+0.14667i,-0.001709+0.10334i,-0.016322+0.085636i,0.022795+0.074862i,0.063874+0.035704i,0.067197-1.1112e-05i,0.052687-0.0079879i,0.048514-0.0022007i,0.049636-0.0051645i,0.033574-0.010204i,0.0073333-6.8555e-05i,-0.0092942+0.025365i,-0.011618+0.05363i,-0.0064872+0.061212i,-0.0052755+0.041038i,-0.0085158+0.018925i,-0.0082414+0.010046i,-0.0061346+0.0076985i
0.0079975+0.035357i,0.061907+0.063821i,0.16411+0.030357i,0.19373-0.099369i,0.054923-0.20032i,-0.074253-0.17997i,-0.045318-0.14247i,-0.0033989-0.14196i,-0.023435-0.11388i,-0.041079-0.066212i,-0.044216-0.035586i,-0.041812-0.012509i,-0.034233-0.0054123i,-0.034052-0.014403i,-0.044229-0.016786i,-0.05055-0.0094454i,-0.041323-0.0088891i,-0.02495-0.0197i,-0.016426-0.023108i,-0.014088-0.0096363i,-0.010381+0.005033i,-0.0071169+0.010234i,-0.0060597+0.010457i
-0.028414-0.021437i,-0.10076-0.026107i,-0.1978+0.03119i,-0.20653+0.13614i,-0.089476+0.16859i,-0.019888+0.11854i,-0.067322+0.10689i,-0.082241+0.11827i,-0.041375+0.067918i,-0.02667+0.0061762i,-0.019952-0.0093521i,0.0047477-0.013486i,0.016212-0.026671i,0.0079424-0.02765i,0.010751-0.0055608i,0.036577+0.021812i,0.059243+0.033878i,0.059595+0.034977i,0.047011+0.034876i,0.038068+0.03005i,0.034067+0.018667i,0.031029+0.0066407i,0.02641-0.002268i
0.038097+0.0078868i,0.11066-0.011042i,0.18751-0.076921i,0.16835-0.12614i,0.076461-0.053534i,0.056996+0.036822i,0.089351-0.0096868i,0.036789-0.078748i,-0.055801-0.034223i,-0.069654+0.045238i,-0.039025+0.064235i,-0.027231+0.047331i,-0.037009+0.045483i,-0.037826+0.059591i,-0.015487+0.051496i,-0.0006322+0.0086557i,-0.009534-0.034285i,-0.015565-0.04903i,-0.0029545-0.044057i,0.010683-0.036732i,0.012111-0.030435i,0.0045092-0.022321i,-0.0038859-0.010855i
-0.040599+0.012433i,-0.10961+0.052404i,-0.17977+0.12943i,-0.16583+0.16242i,-0.097418+0.066083i,-0.084913-0.035137i,-0.092939+0.0074338i,-0.028617+0.075227i,0.04667+0.049455i,0.052696+0.0045227i,0.027591-0.0075466i,0.0085582-0.01029i,0.0057327-0.0087823i,0.016763-0.01325i,0.012844-0.028613i,-0.0083251-0.024238i,-0.018828+0.0045957i,-0.015789+0.024346i,-0.012889+0.018081i,-0.012819+0.0022674i,-0.016003-0.007771i,-0.016073-0.010829i,-0.0097325-0.0093579i
0.028527-0.026446i,0.082727-0.090213i,0.13531-0.18387i,0.12983-0.20159i,0.10527-0.077437i,0.13222+0.042081i,0.13822+0.020713i,0.062525-0.013856i,0.011197+0.028329i,0.028462+0.042897i,0.043535+0.019002i,0.04495+0.021935i,0.053478+0.03313i,0.05253+0.028674i,0.033425+0.020703i,0.015232+0.013968i,0.0077315-0.0010058i,-0.00070796-0.026433i,-0.019884-0.040544i,-0.034783-0.02857i,-0.03163-0.0053741i,-0.022744+0.011048i,-0.014275+0.018379i
-0.019+0.038767i,-0.050237+0.12568i,-0.080518+0.25605i,-0.086362+0.30231i,-0.11465+0.19484i,-0.17463+0.070377i,-0.16331+0.034576i,-0.076537-0.010923i,-0.038114-0.084529i,-0.055616-0.079164i,-0.048392-0.029544i,-0.024561-0.021304i,-0.017534-0.04196i,-0.021435-0.05335i,-0.021595-0.037365i,-0.005353-0.0082732i,0.011419+0.011447i,0.010434+0.032706i,0.0074831+0.057989i,0.013368+0.059773i,0.02011+0.037621i,0.024785+0.014433i,0.026674-0.0055743i
-0.002042-0.033047i,0.00016332-0.12028i,-0.0028172-0.24582i,0.015918-0.28991i,0.11175-0.20491i,0.23562-0.1256i,0.23836-0.11572i,0.13524-0.074193i,0.062601-0.0044933i,0.03436+0.0054064i,0.0075632-0.01924i,-0.011684-0.031592i,-0.024471-0.03078i,-0.028696-0.016636i,-0.015863-0.0079071i,-0.010006-0.022847i,-0.020796-0.040729i,-0.022637-0.03783i,-0.0058395-0.023392i,0.0087772-0.012348i,0.0093119-0.0023443i,0.0048467+0.0043711i,-0.0012442+0.0062242i
0.0055272+0.028129i,0.033897+0.10428i,0.079093+0.21619i,0.085041+0.26454i,-0.019144+0.20268i,-0.17497+0.13444i,-0.23012+0.10468i,-0.19031+0.053265i,-0.14461+0.013013i,-0.085172+0.024467i,-0.023142+0.040017i,-0.0025799+0.045651i,-0.0089823+0.057166i,-0.015585+0.056678i,-0.019521+0.039927i,-0.019177+0.036604i,-0.0096416+0.051807i,0.012813+0.052968i,0.032724+0.024212i,0.030997-0.0075724i,0.015929-0.022168i,0.0003603-0.024252i,-0.011488-0.017288i
