-0.0016773+0.0013466i,-0.0011186+0.0013747i,-0.0020949+0.00079411i,-0.0021019+0.00097023i,-0.0017445+0.0008416i,-0.0019371+0.00048791i,-0.0013368+0.0012824i,-8.5076e-05+0.0018657i,0.00017521+0.00090042i,1.8244e-05+8.5637e-06i,0.00027195-5.9506e-05i,0.00059892-0.00018535i,0.00022707-0.00011732i,-0.00098945+0.00015694i,-0.0013795+0.00022729i,-0.00059013-0.0002562i,0.00015886+0.00022886i,0.0001592+0.0007471i,-0.00026951+6.7631e-05i,-0.00013746+0.00069593i,0.00039944+0.0011909i,0.00056277+6.448e-05i,-0.00034567-0.00037464i
-0.00041143+0.00051631i,0.00010583+0.00030246i,0.0013319-0.00013137i,0.0023341-0.0012393i,0.0022011-0.0013255i,0.0012363-0.0015837i,-0.00019123-0.0022876i,-0.0015822-0.0020586i,-0.0016031-0.00154i,-0.0019079-0.0016756i,-0.0017579-0.0010339i,-0.0017366+9.782e-05i,-0.00092703-2.029e-05i,-7.5697e-05-0.00042257i,-0.00017608-9.6735e-05i,-2.098e-05+0.00044689i,-0.00046859+0.00087918i,0.00010529+0.00088051i,0.00025677+9.6957e-05i,-0.00038051+0.00017467i,-0.0008275+0.0012119i,-0.00058371+0.0011839i,-3.6224e-05+0.00094152i
0.0016046+0.0018435i,0.002228+0.0012908i,0.0020475+0.00040625i,0.0020355+0.00091781i,0.0019809+0.00087553i,0.0011795-0.00046647i,-0.00073652+7.9041e-05i,-0.0030557+0.00066362i,-0.0033574+0.00034891i,-0.0021695-0.00021222i,-0.0010996-4.9459e-05i,-0.00072822+0.00058877i,-0.00077181+0.00066779i,-0.00019687+0.0010092i,0.000387+0.001002i,-0.00032768+0.00069785i,-0.0013617+0.00044632i,-0.0011237+0.00043253i,-0.00021833+0.00036354i,0.00068169-1.8076e-05i,0.00041324-0.00014834i,-0.00074239-9.5207e-05i,-0.00053042+1.5982e-05i
-0.0011954-0.0027689i,-0.0021181-0.0018429i,-0.0019165-0.00095765i,0.00017016-0.0010366i,0.0020044-0.00092442i,0.0018315-0.00081084i,-0.00030653-0.00081725i,-0.0016917+0.00014985i,-0.0012132+0.0015343i,0.00034791+0.0019048i,0.00018551+0.0017699i,6.005e-05+0.0012024i,0.00026931+0.0010064i,-0.0002966+0.00086006i,-0.00053226+0.00031496i,-9.1039e-05-0.00016097i,-3.7304e-05-0.00077468i,0.00019993-0.00049517i,7.8146e-05-1.2281e-05i,-0.0006828-0.00054044i,-0.00085068-0.00061251i,-0.00073346-0.00040769i,-0.0005679+8.8793e-05i
0.001787-0.0001451i,0.00069864+0.001157i,0.00066661+0.0015984i,0.0025725+0.0011058i,0.0032132+0.00065178i,0.0014824+0.00044399i,-0.00032711+0.00042895i,-5.2387e-05+0.00096066i,0.00091017+0.0013522i,0.000845+0.0003918i,0.00073934-0.00079023i,0.00067273-0.00075171i,0.00065494-0.00020399i,0.00023536-0.00046993i,-0.00063476-0.00073064i,-0.0002676-0.0007035i,0.00065613-0.0010594i,0.00056005-0.0013427i,-0.00029996-0.00015682i,-0.00019674+0.00062556i,0.0001801-0.00010593i,0.00026408-0.00051676i,-0.00018683-0.00064118i
-0.0028844+0.0017402i,-0.00081628+0.0020213i,0.0011519+0.0019906i,0.002023+0.00066314i,0.0017083-0.00017505i,0.00098645-0.00097822i,-0.00022881-0.001402i,-0.00059431-0.00057229i,0.00015596-0.00049795i,0.00033681-0.0013908i,0.0002964-0.0011276i,6.7015e-05-0.0003202i,0.00027639-0.00051789i,0.00020803-0.00021994i,-4.9825e-05+0.00029605i,-0.0007446+0.00017157i,-0.0012834+0.00025231i,-0.0012113+0.00043009i,-0.00042643+0.00065046i,-0.00031454+0.00088434i,-0.00061881+0.00040328i,3.1374e-05-0.00026182i,0.00041862-0.00022087i
0.0014045-0.0026797i,0.0014662-0.0010023i,0.0018134+0.00045279i,0.0014105+0.0008393i,0.00099915+0.00044428i,0.00055411-0.00097541i,-0.00067847-0.0026779i,-0.0014056-0.0025655i,-0.0017255-0.0015136i,-0.001081-0.00078234i,-0.00058335-0.00046718i,-0.00027459-0.00053594i,-0.00024365-0.0012265i,-0.00056443-0.00094444i,-0.00077764+0.00020557i,-0.00070782+0.00085587i,-0.00035696+0.00085129i,7.7925e-05+0.00022662i,0.00059258+0.00041701i,0.00036755+0.00061757i,0.00059896+0.00012602i,0.0011828+2.2303e-05i,0.00073975+0.00017006i
-0.0007362+0.0015611i,-0.0017742+0.0014859i,-0.00065035+0.0016175i,0.0013788+0.0017312i,0.0018972+0.0011531i,0.0012453-9.3294e-05i,-0.0009542-0.00045455i,-0.0029455+0.0003764i,-0.0028284+0.00090755i,-0.0020293+0.00092719i,-0.0010851+0.00037802i,-0.00039046+0.00013076i,-0.00013019+0.00019455i,-0.00015169+0.0003722i,0.00010997+0.00010554i,0.00049893-0.00033855i,0.00054363-2.4907e-05i,0.00035487+0.00026442i,0.00032772+0.00020744i,6.7259e-05+0.00026096i,-0.00051223+0.00055011i,-0.00045132+0.00052468i,-0.00015268+0.00034796i
-0.0028749-0.00046459i,-0.0014277+5.8117e-05i,0.00096743+0.0010533i,0.0026495+0.0013571i,0.0035077+0.00083066i,0.0025073+0.00010907i,0.00028534-0.00026734i,-0.00039371+0.00058227i,7.05e-05+0.0018339i,-0.00015152+0.0023717i,-1.1883e-05+0.0015285i,0.00023105+0.0007971i,0.00014825-8.191e-05i,-7.0901e-05-0.00040694i,-0.00093272+9.4856e-05i,-0.0016649+0.0001192i,-0.0020352-0.00020047i,-0.0016495+8.1864e-05i,-0.00054694-4.0831e-05i,-0.00047604-0.00030613i,-0.00051532-0.00016044i,-0.0007883+0.00011893i,-0.0010029+0.00027014i
0.0018667+0.00078481i,0.0016235+0.00039411i,0.00093007-0.00045798i,0.0013256-0.0011158i,0.0019758-0.0010898i,0.0014574-0.0012276i,0.00046674-0.00043586i,-9.8013e-05+0.0011342i,-0.00017332+0.0011867i,0.00086774+0.00088553i,0.00124+0.0012882i,9.855e-05+0.00082598i,-0.00035104+0.00068346i,-0.0004258+0.00066097i,-0.00084492+0.0003092i,-0.00070809+0.00063745i,-0.00030689+0.0008045i,-0.00044652+0.0001951i,1.5321e-05-4.1755e-05i,0.00052234-0.00027791i,0.00027819-0.00069073i,0.00017205-0.00035122i,-0.00026842-0.00027976i
-0.00016475+0.0012746i,0.0011739+0.0004115i,0.0015257+0.00014871i,0.0015035-0.00087381i,0.0023233-0.0020775i,0.0024186-0.002511i,0.0008152-0.0020984i,-4.2606e-05-0.001565i,0.00081362-0.0010862i,0.0009214-0.001234i,0.00034083-0.0011267i,0.00025899-0.00030691i,0.00030127-0.0011146i,-0.00037456-0.0016365i,-0.00054086-0.00010503i,-0.00029456+0.00094853i,0.00015215+0.00064696i,0.00019989-0.00019509i,-0.0002369-5.4762e-05i,-0.00078655+0.00028418i,-0.00095168+0.00050268i,-0.00081663+0.00016892i,0.00014582-4.9286e-05i
0.00052534-0.00084854i,-0.00075095-0.00133i,-0.00064514-0.0019002i,-0.00036047-0.00081523i,-0.00091179-0.00065872i,-0.00074923-0.00054975i,-0.0013184-0.00059793i,-0.0022685-0.0004422i,-0.0019943+0.00016864i,-0.0012881-0.00027652i,-0.0011618+2.6495e-05i,-0.0011124-0.00019406i,-0.00070268-0.00063899i,-0.0003927-0.00022924i,-0.00044083-0.00031679i,-0.00038229-0.00017981i,-0.00061835+0.00034625i,-0.00076013-0.00017484i,-0.00041522-0.00091367i,0.00016852-0.0008628i,0.00098582+0.00058743i,0.0007178+0.0011331i,0.00047995+0.00052764i
-0.0023051+0.0011208i,-0.0012958+0.0019663i,2.6282e-05+0.0025866i,0.0020017+0.0034027i,0.0030636+0.0026341i,0.0019727+0.00021257i,-8.3666e-05-0.00021162i,-0.0016549+0.00097909i,-0.0017663+0.0013545i,-0.00094108+0.00084708i,-6.4931e-05-0.00019496i,0.00044933-0.00012349i,0.00055452+0.00052802i,0.00038229+0.00050365i,-2.336e-06+9.4782e-06i,6.6313e-05-0.00042016i,0.00037187+0.00049734i,0.00011037+0.00082449i,-0.00043729+1.6496e-05i,-0.00039449-0.00039481i,-0.00036251-0.00016637i,-0.00024525+0.000394i,-3.0532e-05+0.00040117i
0.0011912-0.00012022i,0.0011317+0.00090167i,0.0022328+0.00054136i,0.0037659-0.00059392i,0.0037823-0.00073571i,0.0017792-0.00038349i,-0.00071984-0.00043694i,-0.0014841+0.00035069i,-0.00065653+0.00094274i,0.00033681+0.00019906i,0.00046509+0.00028322i,0.00013437+0.0007122i,-5.9442e-05+0.00044184i,-0.00034055+0.00041587i,-0.00051764+0.00048133i,-0.0005866+0.000424i,-0.00044884+0.00010251i,-0.00023313-2.092e-05i,0.00020576-0.00038027i,0.00079812-0.00049256i,0.00019866-0.00022391i,-0.00044659-0.00025657i,-0.00042828-0.00014762i
-0.0021005+0.0014517i,-0.0012179+0.00085028i,-0.00015274+0.0017702i,0.0015325+0.0022812i,0.00252+0.0011563i,0.0019947-0.0011657i,0.0002046-0.0019166i,-0.0011115-0.0015501i,-0.00095757-0.0009029i,3.488e-06+0.0004733i,0.0014197+0.0013505i,0.0019392+0.00061956i,0.0014175-0.00043179i,0.0010721-0.00077288i,0.00058705-0.00013069i,2.7619e-05+0.00057179i,0.00031907+0.00066278i,0.00066934+0.00061967i,0.00024051+0.00012281i,-0.00028372-0.00047774i,-0.00083577+9.4256e-05i,-0.00086257+0.00022966i,-0.00075898-0.00040389i
3.0049e-05-0.0014316i,-0.00065776-0.0008293i,-0.0004271-0.0012393i,0.00063612-0.0012184i,0.0013982-0.0010823i,0.00071144-0.0010036i,-0.00021378-0.0010331i,-0.00053213-0.0010014i,-0.00054462-0.00058239i,-0.00078176-0.00048642i,-0.00035752-0.00072186i,0.00010255-0.0010735i,-0.00047831-0.00072175i,-0.00021166-0.00019499i,0.00077178+0.00035862i,0.00051141+0.00098699i,9.8445e-05+0.00081927i,0.00062403+0.00029432i,0.00085223+0.00031778i,0.00069778+0.00034746i,0.0002139+0.00075222i,-0.00068906+0.0004799i,-0.00098506+1.9356e-06i
0.00068406+0.00083885i,-0.00032096+0.0011593i,0.0005522+0.0014002i,0.0024219+0.0017305i,0.0031249+0.0015203i,0.002+0.00025176i,-0.0001121-0.00051117i,-0.00097243-0.00010995i,-0.00022732+0.00056806i,0.0001767-8.8043e-05i,-0.00077252-0.00052462i,-0.0014853+2.0802e-06i,-0.0013883-0.00016857i,-0.00069494-0.00035423i,-0.00030863-0.0003428i,-0.0001387-0.00074654i,0.00023753-0.00020434i,0.0005046+0.00032002i,0.00034834+0.00061199i,-0.00025937+0.00080746i,-0.00045095+0.00060371i,-0.00029148+0.00050392i,-0.00037587+0.00076044i
-0.0022569+0.0031109i,-0.00029327+0.0038243i,0.0017712+0.0045456i,0.0046718+0.0033281i,0.0056216+0.0015473i,0.003517+1.5107e-05i,0.00023009-0.00063184i,-0.0021056-4.7028e-05i,-0.0025528+0.00079731i,-0.0017636+0.00048516i,-0.00023531+0.00060623i,0.0002916+0.0016444i,-0.00015191+0.0018598i,-0.0011968+0.00071564i,-0.0018073-0.00091119i,-0.0008446-0.0019078i,-0.0005273-0.0016639i,-0.00098032-0.001098i,-0.0012121-0.00057616i,-0.0010982-0.0001658i,-0.00065872-0.00058138i,0.00020916-0.00046358i,0.0015229+0.00020496i
0.0012226-0.0022773i,0.0019098-0.0017078i,0.0014752-0.0010574i,0.0016854-0.00010012i,0.0023397+0.00036958i,0.0022774-0.00066665i,0.0009612-0.0013366i,-0.00017336-0.00056623i,-0.0007794-7.4242e-05i,-0.00056569+0.00018558i,1.8093e-05+0.00061794i,0.00027581+0.0012801i,0.00061183+0.0011084i,0.00052943+0.00045495i,0.00019467+0.00093803i,-0.0004372+0.00072734i,-0.00067399+0.00042173i,-0.00035191+0.00063116i,7.6502e-05+0.00043537i,0.00026524-0.00019981i,0.00018635-0.00031337i,0.00020465-9.3331e-05i,0.00044189-0.00049533i
0.0011572+0.0029223i,0.0013773+0.0016673i,0.0017848+0.0015057i,0.0022849+0.001652i,0.0033035-6.2914e-05i,0.0026609-0.0014163i,0.00017109-0.0013761i,-0.0015363-0.0008182i,-0.0007687-4.5738e-06i,0.0013325+0.00021325i,0.0016996-0.00031041i,0.0001153-0.0013004i,-0.00011363-0.0012166i,0.00028169-9.3845e-05i,-1.6246e-05-3.9278e-05i,0.00014211-0.00079679i,0.00047625-9.5089e-05i,0.0004582+0.00045377i,0.0012677+0.00013448i,0.0012674+0.00097916i,0.00025727+0.0015982i,-0.0005794+0.00026384i,-0.00087453-0.00092002i
-0.00096705-0.0001481i,-0.0012852+0.0005764i,-0.00012355+0.0012318i,0.0018975+0.00095701i,0.0024639-0.00051288i,0.00085409-0.001534i,-0.00084186-0.0011284i,-0.0020988+0.00019628i,-0.0020248+0.00047654i,-0.0012064+1.2584e-05i,-0.00070292-0.00069767i,-0.00061439-0.00093245i,-0.0012289+6.7823e-05i,-0.0010024-0.00028673i,-5.3457e-05-0.0013265i,0.0003743-0.0012851i,0.00034469-0.0013099i,0.00017994-0.00056448i,-0.00043601-0.00022187i,-0.0008812-0.00049073i,-0.0010046-0.00043131i,-0.0013371+0.00018127i,-0.00059136+1.9467e-06i
0.00095607+0.0035678i,0.0023629+0.0042291i,0.003406+0.0036876i,0.004592+0.0020744i,0.0056714+0.00080965i,0.0036762+0.00021034i,-4.2915e-05-0.00040659i,-0.0020333-0.0001571i,-0.0017482-6.222e-05i,-0.00098846-0.00047173i,-0.0010266+0.00012294i,-0.0018464+4.1149e-05i,-0.00211-0.00056136i,-0.0018408-0.00052818i,-0.001155-0.00059605i,-0.00069101-0.00066954i,-0.0004861-0.00034653i,-0.00025705+9.7677e-05i,-0.00042733+0.00037599i,-0.00058322+0.00018058i,-0.00045438+0.00024302i,-0.00011944+0.00049519i,0.00099719+0.00087711i
0.0023111-3.8729e-05i,0.0030876-0.00083805i,0.0033595-0.0010201i,0.0038986-0.0016036i,0.0037424-0.0020997i,0.0027697-0.0021929i,0.0014837-0.0011943i,-0.00068405+0.00045354i,-0.0011538+0.0010955i,-0.00035111+0.00097911i,-0.00023843+0.00072579i,-0.00029241+0.0005789i,-0.00019906+0.0012136i,-0.00026756+0.0014884i,-0.00089789+0.0010668i,-0.0015857+0.00039587i,-0.001072+0.00065986i,-0.00081716+0.0015341i,-0.00095088+0.0010956i,-0.00045623+0.0004842i,7.015e-05+0.0005705i,0.00023645+0.00022569i,0.0005914-0.00035401i
-0.0006299-0.0012109i,-0.00070541-0.0011373i,-0.0014463-0.00024955i,-0.00079464-0.00016864i,0.0006719-0.00090469i,0.00098608-0.0012889i,0.00011238-0.001596i,-0.00061959-0.0011729i,-0.00094409+4.8295e-05i,-0.00091238+0.00088218i,-0.00070668+0.00093702i,-0.00017261+5.2314e-05i,0.00072922+0.00051799i,2.5838e-05+0.001411i,-0.00052018+0.0016897i,0.00049749+0.0014203i,0.00044241+0.00055935i,-6.4757e-05+0.00016456i,-0.00010608-7.792e-05i,-0.00031949-7.6442e-05i,-6.9025e-05+0.00070026i,0.00068239+0.00037005i,0.0010932-0.00047891i
-0.0014436+6.4681e-05i,-0.0014783-0.0011821i,-0.0010617-0.0010389i,-0.00082222-0.00022094i,0.00019231-0.0004109i,-5.5999e-05-0.00046872i,-0.0012732+0.00016453i,-0.0021728+0.00049937i,-0.0011572+0.00031603i,0.00023252+0.00021043i,0.000555+0.00021631i,7.7533e-06-0.0004014i,-0.00024985-0.0016148i,-0.00032235-0.0017946i,0.00011541-0.00095108i,0.00038254-1.1163e-05i,0.00033931+0.00051733i,0.0001641+6.4278e-05i,0.00020365-0.00018824i,0.00046774-8.6349e-05i,-0.0001058+0.00027298i,-0.00078645+0.00034543i,-0.0011993+0.00016111i
-0.0010043+0.0035198i,-0.00028277+0.0053146i,0.00093215+0.0060963i,0.0027463+0.0058524i,0.0027844+0.0048643i,0.00079031+0.0028673i,-0.00097244+5.079e-05i,-0.0020553-0.0010706i,-0.0012912-0.0010565i,0.00014011-0.00065426i,0.00087403+1.572e-05i,-0.00030907+0.0002903i,-0.0019639-2.0765e-07i,-0.0011191-0.00045628i,0.0001659-0.00090047i,5.7069e-06-0.00072713i,-0.0003205-4.591e-05i,-3.2676e-05+0.00075981i,-2.6313e-05+0.00090779i,-0.00069649+0.00077809i,-0.00066865+0.00084176i,-0.00050152+0.00066744i,-0.00057181+0.0012074i
-0.0011291+0.0014656i,0.00041601+0.0019559i,0.0016015+0.0024156i,0.0033524+0.0019783i,0.0050152+0.0012717i,0.0037364-0.00033784i,0.0007692-0.00075503i,-0.0013799-5.0689e-05i,-0.0020276-0.00022601i,-0.0011386-0.00034825i,-0.00095826-0.0002649i,-0.0010136-0.0002906i,-0.0010666-0.00027492i,-0.0013328+1.5029e-06i,-0.00055197+0.00049159i,-0.00051109+0.00037192i,-0.001338-4.6129e-05i,-0.00099168-0.00052982i,-0.00041647-0.00083904i,-0.00020715-0.00052382i,-0.00038517-1.6481e-05i,-0.00011752+0.00060931i,0.00080677+0.0010309i
0.00013276-0.0012635i,0.00043901-0.00023533i,0.0011224-0.00060922i,0.0022749-0.0016663i,0.0031489-0.002369i,0.0026099-0.0028233i,0.00011905-0.0022346i,-0.0014693-0.00091326i,-0.0010857+0.00066452i,-0.00058246+0.0015524i,-0.00040166+0.00073977i,-0.0005095+0.00020478i,-0.00064171+2.3157e-05i,-0.00055284-0.0007167i,-0.00061842-0.00043114i,-0.00094715-0.00034035i,-0.0013483-0.00092607i,-0.0019376-0.0012202i,-0.0019374-0.0004898i,-0.0011547-2.3844e-05i,-0.00031382-6.1058e-05i,0.0001548-0.00028245i,0.00047397-0.00048618i
0.00033503-0.0012866i,-0.00039672-0.0023074i,-0.00043827-0.0024433i,-0.00038541-0.0016047i,-0.00078866-0.00082293i,-0.0011163-0.00091456i,-0.0014563-0.0014737i,-0.0012527-0.00057293i,-0.0001122+0.00058828i,0.00081642+0.0011627i,0.00079145+0.0010008i,-0.0005035-0.00017893i,-0.00056387-0.00075282i,-9.2779e-05-0.00056482i,0.00011365-0.0004454i,0.00045962-0.00014094i,0.0007013+0.00037993i,0.00040162+0.00075634i,0.0002463+0.00055646i,-0.00038296+0.00034364i,-0.0013223-4.9911e-05i,-0.0011357-0.00074283i,-0.0012952-0.0011179i
-0.00082756+0.0009584i,-0.00088083+0.0012808i,-0.0011642+0.00144i,-0.00046265+0.0016757i,0.0004067+0.0011076i,0.00043022+0.00077512i,-0.00068161+0.00043882i,-0.0017402+0.00022278i,-0.0012737+0.00010689i,-0.00043155+0.0001317i,-3.288e-05+0.00041186i,2.895e-05-0.00037885i,0.00032069-0.00095531i,-7.5464e-05-0.00038636i,-0.00038894-0.00055842i,-0.00024425-0.0012158i,-0.00085396-0.00075316i,-0.00090032-0.0007913i,-0.00077445-0.00097086i,-0.00057356+6.5536e-05i,-0.00031468+0.00074738i,-0.00039466+0.00028698i,-0.00060549+0.00078413i
0.00014912-0.0028262i,-0.00045648-0.0016299i,0.00039185-0.00036395i,0.0018752+4.0371e-05i,0.0031405+0.00062902i,0.0025474+0.0011307i,0.00059152+0.0013848i,-0.00031533+0.00088041i,-0.00064029-0.00018821i,-0.00051746-0.0012877i,-0.00057392-0.0015866i,-0.00074184-0.00055315i,-0.00066112+0.00015405i,-0.00024608-0.00016181i,0.0004865-0.00057324i,0.00010753-0.00048377i,-0.00047448-1.6316e-06i,-0.00042008+0.00022553i,-0.00065602+0.00027245i,-0.00074421+0.00045001i,-0.00051105+0.00064875i,2.1512e-05+0.00083514i,0.00062804+0.00051678i
0.003854-0.0021081i,0.002688-0.0021436i,0.0010949-0.0020998i,0.0015381-0.0019237i,0.0025842-0.0027626i,0.002911-0.002954i,0.0022371-0.0018847i,0.00033882-0.00023199i,-0.0014693+0.00050613i,-0.0015881+0.00020102i,-0.00073077+0.00069452i,-0.0001703+0.0012433i,0.00019002+0.00094122i,-0.00028357-4.2848e-05i,-0.00050974-0.0004171i,1.1744e-05+0.00058014i,-0.00010607+0.00066727i,-0.00016212-0.00028194i,9.0802e-05-0.0010121i,0.00042378-0.00041259i,0.0005035+0.00010337i,0.00078672-0.00028028i,0.00095542-0.00022777i
-0.0019233-0.00061083i,-0.0007568+0.00024819i,0.00054594+0.00013662i,0.0012428-0.0013797i,0.0021758-0.0023388i,0.0020582-0.0024997i,0.00021323-0.0018618i,-0.0013209+7.0821e-05i,-0.0012549+0.0015343i,-0.00015339+0.001888i,0.0003642+0.0013501i,0.00029211+0.0011226i,0.00034406+0.00081564i,-0.00012703+0.00068424i,-0.00062651+0.00087076i,-0.00047946+0.00055537i,-0.00021644-0.00036705i,0.00029491-0.0009742i,0.00047131-0.00084351i,-8.9453e-05-0.00043975i,-0.0006253+3.6354e-06i,0.00036778+5.9403e-06i,0.00096085-1.6784e-05i
-0.00096064+3.0293e-05i,-0.00039128+0.00083609i,0.00085615+0.0015522i,0.0013745+0.0014828i,0.0010127+0.00041813i,-0.00021374-0.0013444i,-0.0021046-0.0019935i,-0.0026245-0.0014415i,-0.00098563+0.00012938i,0.00043429+0.0012146i,0.00033978+0.00059275i,0.00063183-0.00033265i,0.0005597-0.00031829i,-0.0001559-0.00019354i,-0.00054075-0.00014958i,0.00021808-0.00034289i,0.00039891-0.00043401i,-0.00048665+0.00010724i,-0.00027814+0.00042229i,-0.00037854+0.0010643i,-0.00047411+0.0014974i,0.00011589+0.0013556i,0.00025233+0.0010868i
0.00013383+0.0021554i,-0.00051314+0.0019426i,0.000362+0.0012834i,0.001104+0.0016884i,0.0007019+0.0026791i,0.00018266+0.0025009i,-0.00098707+0.0012923i,-0.0016219+0.00069684i,-0.0019714+5.5642e-05i,-0.0014761-0.00059378i,-0.00074479-0.00073332i,-0.00065984-0.00059957i,-0.00017581-0.00014042i,-0.00029346-6.1757e-05i,-0.00030649+0.00015343i,0.00015319+0.00073149i,0.00023076+0.00085034i,-0.00043616+0.00073429i,-0.00093351+0.00035104i,-0.00035197+0.0004759i,-4.9471e-05+0.00041588i,-0.00011309+0.00034938i,0.00015098+0.00057721i
0.00074158+0.0014243i,0.0019054+0.0021479i,0.0033809+0.0025378i,0.0054216+0.0024295i,0.0063676+0.0018733i,0.0047617+0.00047256i,0.0021356+0.00020349i,-0.0010561+0.0014228i,-0.0027303+0.0016631i,-0.0019096+0.00075361i,-0.0013243-3.864e-05i,-0.0014748-0.00058685i,-0.0011995-0.0008778i,-0.00079756-5.4261e-05i,-0.00043582+0.00032024i,0.0002095-0.00024811i,0.00017697-5.6432e-06i,-7.9153e-05+0.00048404i,-0.00034212-2.29e-05i,-0.00093329-0.00023828i,-0.00071739+7.0937e-05i,0.00031051+7.6958e-05i,0.0012926-0.00018229i
0.0035103-0.00075352i,0.0025012-3.6446e-05i,0.0015197-0.00042921i,0.0032151-0.0014685i,0.0051733-0.0019266i,0.0042503-0.0018796i,0.0019214-0.0014649i,-0.00019824-0.00073727i,-0.0011813+0.00014651i,-0.00094756+0.0011091i,-0.00019546+0.0013516i,0.00042285+0.00087096i,0.00028109+0.00040966i,-7.2449e-05+0.00013865i,-0.0008772+3.3639e-05i,-0.00072563-0.00024152i,-0.00012335-0.00052488i,5.9681e-05-8.2096e-05i,-0.00093499-9.1969e-05i,-0.0014958+0.00017789i,-0.00058678+0.00030431i,0.00046356-0.00043483i,-0.00013717-0.00085076i
-0.00037891+0.00058409i,0.0013609-0.00078667i,0.0030406-0.0019942i,0.0027505-0.0019978i,0.0016147-0.0027749i,0.00012196-0.0035656i,-0.0013124-0.0030228i,-0.0013802-0.0019019i,-0.00015221-0.00027889i,0.0010453-3.7416e-05i,0.0014166-0.00059488i,0.0014796-0.00073924i,0.00087514-0.00050809i,-0.0001779-2.9529e-05i,-0.00079049-0.00030735i,-0.00065437-0.00060176i,0.00014758-0.00042143i,0.00081618+0.0002446i,0.00059539+0.00077587i,-0.00022162+0.000676i,-0.00076687+0.0011035i,-0.00083839+0.001131i,-0.00011574+0.0006093i
-0.0023353-0.0015008i,-0.0024905-5.8331e-05i,-0.0032518+0.0011552i,-0.0029633+0.00091524i,-0.0017838+0.00052569i,-0.0011607+0.00051777i,-0.0019623-0.00026931i,-0.0029095-0.00083849i,-0.0019357-0.00038586i,-0.00066574-0.00023637i,-0.00080344-0.00043464i,-0.00033001-1.5232e-05i,5.3239e-05-6.5938e-05i,0.00022256-0.00057451i,0.00088814+1.9824e-05i,0.001021+0.00020411i,0.00052604+0.00035427i,-0.00088063+0.00055175i,-0.0015566+0.00029915i,-0.00088786+0.00071639i,-0.00048722+0.00072595i,-0.00032556+0.00042855i,-7.9943e-05+0.00077105i
0.0014588+0.0038094i,0.0013593+0.0040276i,0.0016785+0.0047522i,0.0031086+0.0049939i,0.0034032+0.0039404i,0.00058726+0.0021515i,-0.0019429+0.0014524i,-0.0021425+0.0012165i,-0.0016501+0.00074786i,-0.0015443+0.00076034i,-0.0015652+0.00013377i,-0.0010249-0.0009553i,-5.3617e-05-0.00042788i,0.00021823-2.5208e-05i,0.00044724+0.00016509i,0.00028051+0.0009632i,-0.00024925+0.00068484i,0.00019528-0.00031442i,0.00063784-0.00019808i,0.0011769+0.00059672i,0.0011164+0.00050282i,0.00085927+5.9465e-05i,0.00082392-0.00038038i
0.0012157+0.00051134i,0.00034033+0.0013391i,0.0019609+0.0021625i,0.0052092+0.0030378i,0.006393+0.0014372i,0.0051919-0.0010584i,0.0029102-0.0015909i,0.00069126-0.00096051i,-0.00072417+3.8804e-05i,-0.00052845+0.00075235i,0.00079837+0.0013436i,0.00069611+0.001213i,-0.00029207+0.00029644i,-0.00072893-0.00038722i,-0.00076772-0.00051336i,-0.0004921-1.2069e-05i,-0.00072951-7.1039e-05i,-0.0011817+1.7958e-05i,-0.00033657-0.00012679i,0.0008967-0.00046064i,0.0011187-0.00065405i,0.00066327-0.00073319i,5.367e-05-0.00084971i
0.0022912-0.0021786i,0.0024455-0.0032248i,0.0027681-0.0026573i,0.0039084-0.0032634i,0.003725-0.0044149i,0.0019799-0.0035977i,0.00034804-0.0026434i,-0.00084356-0.0017656i,-0.0012694-0.00031209i,-0.00042612+0.00018577i,0.00013306-0.00031752i,-0.00025335-0.00052725i,-0.00099202-0.00023966i,-0.0013254+0.00015142i,-0.00052071-8.9621e-05i,-0.00060243-0.00047054i,-0.00071041+0.00013783i,-3.2496e-05+0.00068408i,9.3919e-05+0.00059921i,-0.00076012+0.00030682i,-0.0010948-0.00014419i,-0.00083157-0.00049163i,-0.00050905-0.00086263i
-0.0025501-0.0014562i,-0.0030953-0.00080515i,-0.0027535-0.00026783i,-0.0015335-0.0013814i,-0.00018854-0.0021907i,-0.00033819-0.0017282i,-0.001453-0.0012864i,-0.0026349-0.0013997i,-0.0021854-0.0019495i,-0.00072862-0.001828i,0.00027197-0.0011353i,0.00063878-0.00060644i,0.00074024-0.00062712i,0.00061126-0.00041933i,0.0004876+1.5831e-05i,3.474e-05-0.00021569i,-0.00037299+8.5786e-05i,-0.0004755+0.0010779i,-0.00019924+0.0016224i,-0.00022068+0.0012696i,-0.00072474+0.0012969i,-0.0013437+0.001465i,-0.0011143+0.0012551i
