-0.004678-0.0015498i,-0.0048503-0.0012032i,-0.0040567+0.0011014i,-0.00070116+0.0015295i,0.0017964+0.0020775i,0.0017222+0.0012518i,0.00044211-0.00024065i,-0.00038787-0.00058811i,-0.00022034-0.00066165i,0.0012666+6.5291e-05i,0.0020566+0.00018106i,0.0017089-0.00069883i,0.0016751-0.00092237i,0.0012572-0.00091361i,0.001069-0.00094643i,0.00077837-0.00047694i,0.00010709-0.00016768i,0.00035309-0.0003141i,0.00031006-0.00080441i,0.00030026-0.00094361i,0.0005182-0.00033289i,0.00061531-9.9997e-05i,0.00081366-0.00013567i
0.0037467+0.00030856i,0.0030716+0.00063107i,0.0014151+0.00078387i,1.3197e-05+0.00019487i,-0.00048119-0.00051596i,8.5385e-05-0.00080794i,0.00024963-0.0009841i,0.0010298-0.00061502i,0.0018325-0.00083831i,0.00071103-0.0011934i,-0.00077289-0.001058i,-0.00083617-9.7219e-05i,-0.00050792+0.00052171i,-0.00016171+0.0005448i,0.00035258+0.0010188i,0.00021228+0.0015955i,0.0004187+0.001103i,0.0007618+0.00058757i,5.1062e-05+0.0011695i,5.581e-05+0.0014432i,0.00081643+0.0012798i,0.00022385+0.0010506i,-0.00081189+0.00015215i
-0.0012723+0.0011956i,-0.0023886+0.0010471i,-0.00093032+0.0011907i,0.00011424+0.0010534i,-0.0002544+0.00088237i,-0.00082955+0.0013037i,-0.00053263+0.0014003i,0.0001514+0.00050346i,0.0007099-0.00084121i,0.00019375-0.0013159i,-0.00037415-0.00050156i,9.8506e-05+0.00052496i,0.00023166+0.0012594i,-0.00058492+0.0013015i,-0.00045418+0.00025307i,0.00020161-0.00027815i,-0.00078325+0.00013359i,-0.0018115+0.00088092i,-0.0014103+0.00071479i,-0.00039069-8.6946e-05i,0.00070665+0.0002472i,0.00086207+0.00010831i,0.00013163-0.00033426i
-0.00012451+0.0013842i,0.00092135-2.3285e-05i,0.0025571-0.00086455i,0.001843+0.00014478i,0.001155+0.00018066i,0.0013282-0.00047418i,0.0011888-0.0013727i,0.00062136-0.0011516i,-0.00014419-0.00029782i,-0.00044894-0.00066221i,-0.00017526-0.00095911i,0.00042049-0.00088542i,0.00022784-0.0010642i,-0.00065046-0.00016229i,-0.00073487+0.00041223i,-0.00011914-0.00061701i,-0.00024522-0.0010619i,-0.0004718-0.00041513i,0.0003497+0.0005251i,0.00067288+0.0013292i,7.3725e-05+0.0015239i,-0.00059108+0.0004515i,-0.00033617-0.00038378i
-0.0021021+0.0015357i,-0.0016289+0.0028351i,-0.0011662+0.0023393i,-4.515e-05+0.0016149i,0.0012262+0.001291i,0.0016725+0.00018795i,0.0010851-0.00078463i,-0.00025675-0.0010586i,-0.00096235-0.0010037i,-0.00073356+0.00059599i,-0.00042338+0.0015208i,5.45e-05+0.00026375i,0.00064102-0.0010572i,0.0011228-0.0013557i,0.0010714-0.00077404i,7.762e-05-0.00047099i,-0.00018843-6.3392e-05i,-0.00022776+0.00029922i,3.6435e-05-5.2366e-05i,0.00015208-0.00033159i,-0.00023451-0.00086388i,-0.00023241-0.00094092i,-0.00015149-0.00053431i
-0.0030252-0.00027983i,-0.0038248+2.1132e-05i,-0.0039559+0.0010519i,-0.0026546+0.0010709i,-0.00069362+0.00082279i,0.00057833+0.00070942i,0.00035798-0.00010084i,-1.6808e-05-0.00026696i,0.00046485+0.00059984i,0.00076229+0.00084291i,0.0013176+0.00035698i,0.0013859-0.0010352i,0.00099362-0.0010765i,0.00072182+0.00032614i,0.00097923-8.4419e-05i,0.00038575-0.00033192i,-0.00027879+0.00032766i,-0.00012399+0.00082655i,-0.00043424+0.00073775i,-0.00077216+0.00038226i,-0.00061353+0.00013056i,0.00021032-0.00022687i,-0.00017526-0.00062803i
0.00081209-0.00013994i,0.0017845-0.00036524i,0.002192-0.00020463i,0.0019789-8.8568e-05i,0.0010286+5.2968e-05i,7.4784e-05+0.00010124i,0.00041651-0.00023557i,0.00071479+0.00077866i,0.0005129+0.001285i,0.0014429+9.8583e-05i,0.0014048-0.00041461i,-0.0005931+0.00021875i,-0.0017907+0.00072845i,-0.001464-0.00014477i,-0.00082895-0.00063299i,-0.00022518+0.00048223i,-0.00033658+0.0012972i,-0.00057276+0.00081739i,-0.00065524+0.00067704i,-0.00086262+0.00076727i,-0.00051126-9.3004e-05i,0.00054536-0.00075308i,0.00038629-0.00018958i
0.0024802+0.00081404i,0.0013407+0.0008986i,0.00074946+0.00061286i,-2.3599e-06+0.00094997i,0.00025323+0.00095401i,0.00051255+0.00090699i,0.00061603+0.00027463i,0.0013358-0.00044402i,0.0013194-0.00094156i,0.0001371-0.0011502i,-0.00043626-0.00098629i,-0.00065848-0.00048143i,-7.1891e-05-6.2883e-05i,0.00041796+1.8884e-05i,-0.00017601+0.00065651i,-0.00033926+0.001134i,-0.00031614+0.00072454i,0.00025662-1.5002e-05i,0.00060232-0.00036859i,0.00023436-9.3613e-05i,-0.00025018-0.00012675i,-0.00040334-0.00022268i,-0.0008853-7.8209e-05i
0.00028901+0.0015759i,-0.0010062+6.7344e-05i,-0.00052931-0.00048272i,-0.00014636-9.6441e-05i,-0.00050815+0.00024989i,-0.00010983+0.00037598i,0.00022371-0.0003161i,-0.00012086-0.0010704i,-0.00029292-0.0015472i,-0.00090254-0.0016444i,-0.00144-0.0010575i,-0.0011476-0.00028331i,-0.00059454-0.00069816i,-0.00016616-0.0012406i,-0.00012951-0.00045818i,-1.6502e-05-0.00073254i,0.00066358-0.0015381i,0.00094311-0.0011239i,0.0008257-0.00016316i,0.00084577-0.00040783i,0.0013658-0.00097326i,0.00073921-0.00088603i,-0.00091984-0.00099674i
-0.00043379-0.00096492i,-0.00055914-0.0016388i,-0.00013306-0.0014922i,0.00045503-0.00053083i,-0.00021339+0.00030689i,-0.00097116+0.000571i,-0.0006181-0.00057033i,0.00039361-0.0014632i,0.0005073-0.00059958i,-0.0010765+0.00035904i,-0.0013851+0.00094436i,-0.00036769+0.0012127i,0.00028939+0.00096187i,0.00070463+0.00054383i,-0.00018152-9.4332e-05i,-0.0012681-0.00081537i,-0.0011796-0.0010796i,-3.9276e-05-0.0004749i,0.00066307+0.00018078i,-0.00051484-0.00034402i,-0.00080412-0.00054049i,4.9825e-05+0.00067015i,-7.7197e-05+0.0010038i
0.0016652-0.00044827i,0.00025565+0.00019609i,-0.00018496+0.00037328i,-0.0002801-0.0003151i,-8.8061e-05-0.00083812i,0.00066351-0.0002675i,0.00097179+0.00061919i,0.00060732+0.00076833i,-0.00011673+5.8978e-05i,-0.00011912-3.8683e-05i,0.00040321+0.00023641i,0.00020687+0.00078178i,-7.9081e-05+0.0013882i,-0.00064494+0.0013645i,-0.00061199+0.0011966i,-0.00035645+0.0011029i,-0.00061624+0.0010528i,-8.7731e-05+0.0013056i,0.00080923+0.001187i,0.00070127+0.00044742i,-8.078e-05+0.00074747i,-0.00043202+0.00085644i,-0.00019049+0.00062702i
-0.001564+0.0012444i,-0.0021751+0.0011579i,-0.0020784+0.0014305i,-0.00094168+0.0017347i,-0.0013773+0.0016358i,-0.0022292+0.001199i,-0.001807+0.00058487i,-0.0006122+0.0010968i,0.00064366+0.0017387i,0.0013721+0.0011786i,0.0017201+0.00014916i,0.00095596-0.00032051i,-0.00023558+2.7742e-05i,-0.0014991-0.00017724i,-0.00153-0.00095267i,-0.00063632-7.362e-05i,-0.00078347+0.00070111i,-0.0015955-0.0001272i,-0.00087201-0.00012158i,0.00013714+0.00023231i,0.00053233-0.00033779i,0.00064048-0.00010319i,0.00029705-5.5555e-05i
0.0005969+0.00023629i,0.00025991-0.00050239i,-0.00012556-0.0013188i,-0.00024737-0.0017801i,0.00066883-0.0016663i,0.001087-0.0008719i,0.00066567-0.00095143i,0.00018801-0.000978i,0.00065528-0.00038051i,0.0012052-0.00065889i,0.00080033-0.0010544i,-6.5942e-05-0.00063i,-0.00015613-0.00061697i,0.00016873-0.0002188i,7.359e-05+0.00010574i,5.4417e-05-0.00036319i,-6.5069e-05-0.00053488i,-0.00059768-0.00038242i,-0.00094313-0.00092006i,-0.00058578-0.00068146i,-0.00019715+0.00027674i,-0.0001699-0.00026632i,-0.00043484-0.0011822i
0.0031721-1.1866e-05i,0.0029304+0.00050193i,0.0022055+0.00086504i,1.9048e-05+0.00080836i,-0.0015792+0.00067865i,-0.00058665+0.00079094i,0.0013488+0.00080334i,0.0023331-0.00022769i,0.0021252-0.0013833i,0.00080381-0.0021629i,-0.00016404-0.0019781i,-0.00077179-0.001881i,-0.00087599-0.0013102i,-0.0005575-0.00015068i,-1.06e-05+0.00027927i,0.00085177+0.00012273i,0.0016883+0.00020682i,0.0014849+0.00067389i,0.00081877+2.3079e-05i,0.00053409-0.00043528i,0.00054953+0.00011069i,0.0012141+8.7567e-05i,0.0013046-0.00033135i
-0.0025113+0.0041442i,-0.0021766+0.0039648i,-0.0010288+0.0039241i,-3.4639e-05+0.0032336i,0.00033527+0.0010271i,0.00053301-0.00043064i,-0.00021113-0.00074376i,-0.0012109-0.0012725i,-0.00086436-0.0013993i,-0.0004038-0.00075862i,-0.00058254-0.00030205i,-0.00096864-0.00040837i,-0.0011505-0.00062044i,-0.0011823-0.00090381i,-0.0011162-0.0016754i,-0.00015659-0.0014233i,0.00056681-0.00063878i,0.0010637+0.00010232i,0.00080599+0.00071169i,-0.00034918+0.00082243i,-2.3855e-05+0.0007333i,0.00088033+0.00028613i,0.00043661+0.00056534i
0.0020264-0.0023551i,0.0015326-0.0026675i,0.00011371-0.0023494i,-0.00046522-0.0013409i,-0.00016862-0.00018602i,-5.9085e-06+0.00067023i,0.00024857+5.5126e-05i,0.00025309-0.000922i,-0.00061042-0.00030113i,-0.0014678+0.00036182i,-0.00059115+0.00037391i,0.00059049+0.0013655i,0.0004819+0.001733i,-0.00032266+0.0016479i,-0.001027+0.00095216i,-0.0012489-0.00013264i,-0.00097779-0.00078437i,-0.00068919-0.00077955i,-0.00096652-0.00076592i,-0.00079062-0.00076i,0.00022042-0.00053467i,0.00052479-0.00084713i,0.00032689-0.00052733i
-0.00046757+0.00037353i,-0.0016001+0.00087253i,-0.0013423+0.0010848i,-0.00084638+0.0010515i,-5.0928e-05+0.0019187i,0.00044311+0.0020032i,-0.00019236+0.00099396i,1.245e-05-0.00043831i,0.00050816-0.00065634i,0.00074798+0.00085219i,0.0016165+0.0012902i,0.0021919+0.00074436i,0.0018719+0.00040542i,0.0010691+5.6604e-05i,0.00012212+1.9115e-06i,-0.0001886-0.0003339i,0.00039482-0.00091697i,0.0010865-0.001048i,0.00069941-0.00091347i,0.00038349-0.0011884i,4.8958e-05-0.0011543i,-0.00010999-0.00034412i,-0.00035683-0.00019056i
-0.0015382-0.0012835i,-0.0021655-0.0011801i,-0.0033423+0.00083873i,-0.0034832+0.0016491i,-0.0029447+0.00069006i,-0.0026398+0.00036489i,-0.0014408+2.5776e-06i,-6.396e-05+1.7578e-05i,0.00036336+0.00053156i,0.0013277+0.00025768i,0.0011829+3.8738e-05i,0.00032568-0.00050964i,0.00037518-0.001134i,0.0010159-0.00071647i,0.0010621-0.00022933i,0.00058641+0.00032316i,0.0013971+0.00055395i,0.0021049+0.00054437i,0.0011972+0.00034558i,0.00051815-3.3469e-05i,0.0009516-0.00089569i,0.00104-0.00086879i,0.00031455+0.00026012i
0.00026139-0.0014922i,0.0007544-0.0010471i,-0.00018948-0.00027911i,-0.00074807+0.0010137i,-0.00033821+0.0016145i,0.00034046+0.0013575i,0.00096892+0.0014517i,0.001204+0.0011025i,0.0014723+0.00013086i,0.00071894-0.00042753i,-0.00052247-0.0010634i,-0.00054403-0.0017653i,0.00055216-0.00099756i,0.0018066-2.6357e-05i,0.0019573+0.0010613i,0.00087847+0.0016722i,-0.00012868+0.00096542i,7.991e-06+0.00095185i,0.0006249+0.00055896i,0.00026891+0.00012936i,-0.0001983-2.0725e-05i,-0.00056831-0.00015781i,-0.00064685+5.8761e-05i
0.00071375+0.0027236i,-0.00061158+0.0021782i,-0.00032468+0.0016663i,0.0014581+0.0012757i,0.0029716+0.00020833i,0.0020313-0.00085398i,0.00023174-0.00070033i,-0.00052145-9.4003e-05i,-2.1548e-05-0.0011631i,0.00035284-0.0018795i,-0.00090252-0.001043i,-0.0016179+0.00039326i,-0.0011099+0.00050227i,-0.00086255-0.00025114i,-0.00098957-9.9189e-06i,-0.0013274+0.00066441i,-0.0010096+0.00071574i,-0.0006813+0.00075919i,-0.00028912+0.00054231i,-0.00041576-0.00022059i,-0.0007998-0.00057961i,-0.00031117-0.0011965i,0.00045355-0.0013522i
-0.00097264+0.0014295i,-0.0014645+0.0012661i,-0.00018795-0.00050899i,0.0015468-0.001265i,0.0010262-0.0011433i,0.0001554-0.0010546i,0.00035828-0.0013195i,0.0005189-0.0020499i,0.00025024-0.0025211i,-0.00050671-0.0017765i,-0.0012424-0.00025768i,-0.0011672+0.00073046i,-0.000773+0.00050091i,-0.00022816-8.3583e-05i,-1.1084e-05-0.00050152i,-0.00048529-0.00091108i,-0.00044913-0.0011801i,0.00010426-0.0010221i,0.00048319-0.00083883i,0.00070196-0.00038348i,0.00049169-0.00010163i,0.00092836-0.00043455i,0.001014-0.00035954i
0.0005578+0.00090853i,0.0001705+0.0007677i,-0.00022778+0.00061426i,-0.00037108+0.00052526i,-0.00023617-9.264e-06i,0.00047466+0.00028047i,0.00036903+0.001236i,-0.00060631+0.0011793i,-0.00044578+0.00080955i,-2.8042e-05+0.0009006i,-0.00037824+0.0013798i,-0.00055035+0.001354i,-0.00038291+0.00010001i,-0.0002797-0.00099253i,-0.00057386-0.0013064i,-0.00043225-0.0013702i,0.00036496-0.00071502i,0.0010231+5.9532e-05i,0.00034211-0.00023303i,-5.4423e-05-0.00093954i,0.00077962-0.00062939i,0.00086557+0.00078153i,0.00023769+0.0010429i
-7.4673e-05+0.0014109i,-0.00029659+0.0014156i,-0.000777+0.0016684i,-3.1772e-05+0.0020081i,0.0011619+0.0014198i,0.0015116+0.00023425i,0.00036471-0.00077123i,-0.00058936-0.00078593i,-0.00038538-3.8489e-05i,0.00034354+0.00090889i,0.0012539+0.0018422i,0.0020489+0.001658i,0.00189+0.0010449i,0.00045374+0.00082252i,-0.00014345+0.00031109i,0.00029525+0.00088845i,0.00017005+0.0010321i,0.00041897+0.00056119i,0.00016812-8.2411e-05i,-8.4469e-05-0.00031496i,-4.8825e-05+2.8125e-05i,-0.00075428+0.00014738i,-0.0013218-0.00060764i
-0.0006346+0.0025777i,-0.0019337+0.002704i,-0.0022541+0.0028802i,-0.0015353+0.0025137i,-0.00057931+0.001699i,0.00028058+0.00063925i,0.00042471+0.00040161i,2.5147e-05+0.00064019i,0.00017969+0.00054087i,0.0010848+3.6811e-05i,0.00084263-0.00067192i,-0.00024975-0.00097073i,-0.00041132-0.00097498i,-0.00029291-0.00071013i,-0.00032539-0.00012939i,-0.00020341+0.00030434i,-0.00065751+0.00016472i,-0.0015952+8.7193e-05i,-0.0014733+0.00016593i,-0.00074555-0.00018209i,-7.3158e-06-0.00093519i,0.00052212-0.001565i,0.00044618-0.0019626i
0.0014036-0.00092153i,0.0020176-0.0014879i,0.0026405-0.0026931i,0.0023199-0.0027514i,0.0010949-0.0019406i,0.00057799-0.0011779i,0.00048037-0.00065677i,-0.00028775-0.0002611i,-0.00026801+0.00054841i,0.00010714+7.1751e-05i,-1.5701e-05-0.00054331i,-0.00026823-0.0007601i,-0.00077444-0.00043977i,-0.0010523+0.00083807i,-0.00064238+0.0013245i,-0.00042179+0.00013458i,-0.00088187-0.00081208i,-0.00094116-0.00023258i,-0.00013034+0.00050149i,0.00068637+0.00029096i,0.00070036+0.00022347i,0.00031672-0.0003331i,0.00019434-0.0009593i
5.3603e-05-0.00042899i,-0.0010584+0.0013727i,-0.00098017+0.0018312i,0.00058693+0.0017803i,0.0013758+0.0025421i,0.0011003+0.0021175i,0.0010766+0.00069614i,0.00087429-0.00025472i,-0.00022627-0.0010101i,-0.0006506-0.0012714i,6.1258e-05-0.00037i,7.6565e-06+0.00095064i,-0.00021801+0.0011828i,0.00035601+0.00034801i,0.0014007+0.00015282i,0.0013471-0.00022144i,0.00096957-0.00081135i,0.0009767-0.00068202i,0.00045541-0.00057297i,4.5333e-05+3.0095e-05i,0.00016236-0.00029419i,6.9548e-05-0.00059709i,0.00030297+0.00035527i
-0.00086756+0.00096714i,-0.0014624+0.0016857i,-0.0020353+0.0013355i,-0.0014509-0.00026939i,-0.0010183-0.00080617i,-0.0015308-0.00058777i,-0.00046339+0.00016369i,0.00086718-5.0877e-05i,0.00069927-0.0014889i,-0.00033599-0.001378i,-0.0011675-0.00082528i,-0.0007921+2.3241e-05i,1.1494e-05+0.0009151i,0.00041931+0.0012852i,-4.2435e-06+0.0011498i,2.9857e-05+0.0015106i,0.00063599+0.0014463i,0.00085256-0.00035551i,0.00014369-0.0010271i,-0.00041742-3.3769e-05i,-0.00044871-0.00052681i,-0.00016399-0.00067687i,-9.0836e-07+0.00050768i
-0.0021336+0.0003404i,-0.0029058+0.00068829i,-0.002187+0.00054115i,-0.0012799+0.0017252i,-3.1252e-05+0.0018289i,0.0010583-9.4872e-05i,0.00035566-0.0018785i,-0.00061468-0.0015715i,-0.00081553+7.8056e-05i,-0.00070278+0.0013913i,-6.65e-05+0.0012633i,0.00086271+0.00078939i,0.001352+0.00055842i,0.00053968+0.0006484i,-0.0004149+0.0010485i,-0.00024218+0.00093543i,-0.0002372+0.00054291i,-0.00024944-8.0139e-05i,0.00037407-0.00083038i,0.00033663-0.0011663i,-0.00018592-0.0016532i,0.00014721-0.0016883i,0.00048395-0.00037987i
0.0020719-0.00084966i,0.001512-0.0011777i,0.00088869-4.2105e-05i,0.00027787+0.00090213i,0.00090897+0.0010546i,0.0010521+0.0012057i,0.00078872+0.0010251i,0.00075634+0.00062351i,0.0010687+0.00036373i,0.00097341+0.00060766i,0.0010152+0.00053216i,0.00073391+2.6035e-05i,0.001094-0.00082542i,0.0013862-0.00020457i,0.00085167+0.00091812i,-0.00047361+0.0004693i,-0.0012163-0.00015813i,-0.00055963+0.00070473i,-4.6304e-06+0.0020193i,3.9508e-07+0.0018244i,-0.00014563+0.00041675i,-0.00027871-0.00079486i,-0.0001347-0.00091973i
0.0010607+0.001374i,0.00032445+0.0014235i,0.00066577+0.0020111i,0.0018693+0.00013646i,0.00099526-0.001734i,-0.00069729-0.0012151i,-0.00060942-0.00057482i,0.00014947-0.00023026i,0.00073564+0.00063731i,0.0012288+0.00060469i,0.0013699-0.00035025i,0.00057695-0.0010058i,-0.00032158-0.00082937i,-0.00071245-0.00023923i,-0.00035099-0.000479i,0.0010431-0.0010645i,0.0010304-0.00068092i,-0.00044998-0.00036761i,-0.00061384+3.4171e-05i,-0.00018651+0.00094579i,0.00024303+0.0012822i,0.0009018+0.00053576i,0.0012495+0.00021591i
0.00046922+0.00028939i,-0.00045067+0.00055383i,-0.00022523+6.0733e-05i,0.00091032-0.0012899i,0.0016059-0.0020219i,0.0013826-0.001432i,0.00066108-4.1822e-05i,0.00062896+0.00017414i,0.0015588-0.00072162i,0.0021757-0.0012879i,0.0017165-0.0008608i,0.00055506-0.00020644i,-0.00085524+0.000141i,-0.0012311+0.00021181i,-0.00055807+0.00073027i,0.00032055+0.0011376i,0.00085276+0.00079369i,0.00078075+0.00046141i,0.00020363+0.00011074i,1.7306e-05-0.00045817i,0.00021456+6.8377e-05i,8.133e-06+0.00021445i,-0.00046064+0.00043126i
0.00055305+0.002497i,0.00028006+0.0014796i,-0.00053946+0.00070507i,-0.0018605+0.00067842i,-0.0021428+0.00088489i,-0.0012759+0.00088442i,-0.00031146+6.0885e-05i,7.495e-05-0.00028972i,0.00016725-0.00026795i,-0.00047814-0.0011509i,-0.0014111-0.001524i,-0.0016383-0.0008626i,-0.0010302-0.00069748i,-0.00059886+0.0001286i,-0.0012541+0.0013336i,-0.0011586+0.0010819i,6.515e-05+0.0002095i,0.0011841+0.00054314i,0.0010706+0.0004976i,0.00091329-0.00094825i,0.00045838-0.0010628i,-0.00059353+0.00012549i,-0.00056078+7.7672e-05i
-0.0017568-0.0014858i,-0.0022714-0.0014468i,-0.0031159-0.00010969i,-0.002242+0.0021819i,-6.3674e-05+0.0031585i,0.00090294+0.0016874i,0.00064599-0.00054441i,-0.00031081-0.0020284i,-0.0011929-0.0023479i,-0.0019515-0.0014345i,-0.0021515+0.00012636i,-0.0011186+0.001237i,-0.00029311+0.0019102i,0.00059807+0.0011056i,0.0010813+0.00040085i,-0.00039178-0.00027833i,-0.0010969-0.00040924i,-0.0007396+0.00055587i,-0.00064819+0.00054387i,-0.0009031+0.00020619i,-0.00069867+0.00031387i,-7.9423e-05+8.6499e-05i,-5.4609e-05-0.00011687i
0.0017681-0.0018347i,0.00038877-0.0021368i,-0.00054962-0.00094774i,-0.00017254+0.0015868i,0.00029619+0.0027349i,0.00041989+0.0026344i,0.00065098+0.00084078i,0.00086726-0.0011749i,-0.00089605-0.0010548i,-0.0026258+0.00039156i,-0.0019716+0.0020381i,-0.00052589+0.0019752i,0.0011399+0.00098282i,0.0019109+0.0012562i,0.0012407+0.001089i,0.00055976+0.00042035i,0.00051793-0.00022988i,-0.00052531-0.00079491i,-0.0018043-0.001216i,-0.0010797-0.0005132i,-7.2846e-05+0.00054062i,-0.00025269+1.2678e-05i,-0.00056277-0.00058821i
-0.00017551+0.00094753i,-0.00085019+0.0017341i,-0.00022251+0.0011672i,0.00078408-7.7579e-05i,0.0014194-0.0009436i,0.0020368-0.00048768i,0.0013127+0.00076765i,0.00010943+0.0011989i,-0.0006073+0.0013213i,-0.0001452+0.0015362i,0.00055892+0.0017577i,0.00066579+0.0016064i,0.00047104+0.00015892i,0.00069659-0.00046376i,0.0001519+0.00026441i,5.946e-05+0.0005597i,0.00092657+0.00010047i,0.0007829-0.00049353i,0.00063242-0.00070175i,0.0008673-0.00022914i,0.00050811+0.00011118i,0.00084028+0.00012077i,0.00088678+0.00020935i
-0.0019298+9.322e-05i,-0.0016385+0.00040352i,-0.00062795+0.00035441i,-0.00046231+2.7164e-06i,-0.00044882-0.0004224i,0.00074597+0.00011747i,0.001898-0.00066019i,0.0016904-0.00063439i,0.0016061+0.0013247i,0.002089+0.0018985i,0.0020598+0.00042517i,0.0018288-0.000721i,0.0011397-0.0010358i,0.0006878-0.001145i,0.0002024-0.00020497i,-0.00064531+0.00092117i,-0.0003686+0.0012069i,0.00095403+0.00097009i,0.0017048+0.0006833i,0.0013997+0.00081052i,0.00053994+0.0012848i,0.00031058+0.001568i,8.9316e-05+0.00074047i
0.00047847-0.0010843i,0.00017037-0.0014864i,-0.0018695-0.00050005i,-0.0041552+0.0012525i,-0.00295+0.0021913i,-0.00074511+0.0015989i,-0.00012742-0.00044397i,0.00083522-0.0010244i,0.0020078-0.00095575i,0.0014669-0.0016402i,0.00057452-0.0017975i,0.00088478-0.00065099i,0.0010991+0.00051529i,0.0005262+0.00087911i,-0.00053631+0.00086405i,-0.00076812-0.00017886i,-5.4076e-05-0.00055245i,0.00060711+0.0010202i,0.00037436+0.0019353i,0.00030595+0.0014037i,0.00091893+0.00073889i,0.0012285+0.00031287i,0.00043901+0.00045411i
-0.0015372+0.00075702i,-0.0028471+0.0009144i,-0.0018918+0.0020034i,-0.00029015+0.0026693i,0.0013193+0.002729i,0.0027892+0.0019883i,0.0023638+2.4013e-05i,0.0011358-0.0016787i,0.0010913-0.0028367i,0.00063716-0.0035863i,-0.00081114-0.0026883i,-0.00075443-0.00078061i,-0.00053919+0.00066971i,-0.00028419+0.001183i,0.00019404+0.00063924i,-0.00029312-0.00017568i,-0.0017583-0.00065869i,-0.0024328-0.0015194i,-0.0018199-0.0018755i,-0.0012167-0.0013412i,-0.0010099-0.00062479i,-0.0011815+1.2942e-05i,-0.00077799+4.616e-05i
-0.0044009-0.00049272i,-0.0050108+0.00011796i,-0.0041751+0.0018268i,-0.00030871+0.0029741i,0.0025375+0.0018364i,0.0017798-0.00021181i,0.00030455-0.00087551i,-0.00089368-0.0014628i,-0.0022341-0.0026384i,-0.003801-0.0026486i,-0.0029585-0.0013472i,-0.0004298-0.00035993i,0.0010906-0.00042099i,0.0013756-0.00057283i,0.0011515-0.00017046i,0.00074504+0.00015134i,0.00079737+6.0797e-05i,0.0012982-0.0008492i,0.00044837-0.0015546i,4.2154e-05-0.0011398i,0.00037336-0.00063494i,0.00035705-0.00042661i,0.00081474+0.0002201i
0.003218+0.0019002i,0.0030826+0.0018131i,0.0032118+0.00085819i,0.0013113-0.0011206i,-0.00040034-0.0016047i,-0.00020186-0.00049468i,-0.00066964+0.00032395i,-0.0021126+0.00032491i,-0.0036851+0.00040416i,-0.0041448+0.0012135i,-0.0027975+0.0018058i,-0.0014515+0.0014821i,-0.0009111+0.00059528i,-0.00050414+0.00042363i,-0.00041617+0.0011669i,-0.00065876+0.0015331i,0.00076897+0.0014361i,0.0016825+0.0010208i,0.0008736+0.00079297i,0.00032882+0.00088276i,-0.00018579+0.00078211i,-0.00066478+0.0012159i,-0.00023977+0.001039i
0.0011274+0.00083459i,0.0011507+0.0014904i,0.00058336+0.0018892i,-0.0004255+0.0016102i,-0.00016342+0.0010881i,0.00088676+0.00072185i,0.00089608+0.00071804i,0.00050023+0.0013013i,-0.0002485+0.0022667i,-5.0926e-05+0.0024001i,0.00019447+0.001648i,-0.00016983+0.00094959i,0.00018772+0.00014947i,0.00031108+0.00017748i,-0.00042118+0.00099098i,-0.00045786+0.0014214i,-0.00069549+0.0015422i,-0.0010684+0.0013428i,-0.00054479+0.0018231i,-3.3025e-05+0.0013285i,-0.00058484+0.00019704i,-0.0009865-0.00039514i,-0.00055907-0.00032755i
-0.00040912-0.00091154i,-0.0017646-0.001724i,-0.0023501-0.001205i,-0.0012775+0.00020168i,0.00037233+0.00056713i,0.00063696+0.00071793i,0.00047408+0.0013419i,0.0015238+0.00261i,0.0027637+0.0028776i,0.0030793+0.0016143i,0.0026291+0.00053581i,0.0018728-0.00035031i,0.0011482-0.00014933i,0.00043189+0.00019269i,-0.00072041+3.866e-05i,-0.00099992+0.00010768i,-0.00086748-0.0010337i,-0.00067555-0.0014776i,-0.00074395-0.001047i,-0.00061456-0.0008018i,-0.000504-0.00045249i,-0.00052704-0.00082344i,-0.00026896-0.00090661i
-0.0029962-0.00084197i,-0.003156-0.0013216i,-0.0025647-0.00049954i,-0.00049879+0.00090566i,0.0011224+0.0019645i,0.0020537+0.0014183i,0.0026905+5.3246e-05i,0.0025775-0.00087448i,0.0024578-0.0015816i,0.0022408-0.0022466i,0.0016541-0.0025729i,0.0015017-0.0014843i,0.0014714-0.00028323i,0.0007581-0.00010753i,0.00095521+4.8771e-05i,0.0015998-0.00021579i,0.0012399-0.00068431i,0.0010443-0.00052308i,0.0015498-0.0010806i,0.0019092-0.0015362i,0.0018613-0.00073106i,0.0014873+0.0001424i,0.0012728+0.00013993i
-0.00047177-0.0026062i,-0.0012845-0.0017509i,-0.0025132-0.00025799i,-0.0028117+0.0014783i,-0.0020572+0.0014162i,-0.00056576+0.00058197i,0.00072217-0.00038435i,0.0017026-0.0018391i,0.0017822-0.0033802i,-0.00027755-0.0037475i,-0.0021836-0.0029065i,-0.0014562-0.00094633i,1.0482e-05+0.00052499i,0.00083263+0.0013148i,0.0012188+0.002299i,0.00103+0.0029357i,3.072e-05+0.0021467i,-0.00042646+0.0011394i,0.00028084+0.00046355i,0.00073144+0.00020709i,0.00020695+0.00038877i,-0.00043516+0.001004i,-0.00071245+0.00066672i
