0.00066866+0.00095214i,-0.00027635+6.4493e-05i,-0.0024449-0.00017949i,-0.0027541+0.00011856i,-0.001937+0.0013573i,-0.00038295+0.0020418i,0.0008155+0.0021324i,0.001121+0.00099503i,0.0016346-0.00078762i,0.0018443-0.0016158i,0.0010567-0.0014621i,0.00067197-0.0011129i,0.00088708-0.00071579i,3.2711e-05-0.00083764i,-0.00093821+0.00040514i,-0.0011778+0.0018093i,-0.0010546+0.00098083i,-0.00071109-3.0823e-05i,0.00030475+9.1313e-05i,1.4986e-05+0.00047486i,0.00014795+0.00067963i,0.00032018+0.00061541i,-9.2377e-05+0.00040048i
0.60782-0.54881i,0.71344-0.82694i,0.48986-0.71588i,0.25323-0.31978i,0.1993-0.045787i,0.17228+0.0050521i,0.11542+0.032978i,0.096748+0.093258i,0.089804+0.1003i,0.05426+0.063479i,0.016129+0.037217i,0.0010192+0.024069i,0.0050661+0.013529i,0.016257+0.0045078i,0.023222-0.0063673i,0.01639-0.013427i,0.0013542-0.011442i,-0.013227-0.0011478i,-0.018129+0.011957i,-0.0097532+0.016919i,-0.00052212+0.017053i,0.0070926+0.021243i,0.015491+0.019331i
0.74309+0.028873i,0.80504+0.033472i,0.46207+0.050831i,0.12177+0.072727i,0.0084281+0.067643i,-0.030124+0.021745i,-0.070279-0.049702i,-0.097304-0.11196i,-0.099565-0.10135i,-0.068445-0.036192i,-0.03045+0.0077023i,-0.014584+0.015965i,-0.01669+0.018677i,-0.020993+0.020573i,-0.01763+0.015612i,-0.0076635+0.0055752i,0.00042931-0.0035414i,0.0042956-0.0081171i,0.0074392-0.0091031i,0.0054882-0.0073982i,-0.0044744-0.0053012i,-0.016856-0.0047395i,-0.022969-0.0046997i
0.42535+0.52111i,0.61088+0.57353i,0.49863+0.36767i,0.20471+0.21342i,0.039985+0.22027i,0.030269+0.21819i,0.028564+0.19306i,0.01068+0.18121i,0.0032662+0.14356i,-0.0005426+0.071964i,-0.016291+0.013384i,-0.026457-0.0013432i,-0.017182+0.0051922i,-0.0032014+0.012725i,0.010323+0.018737i,0.02119+0.016298i,0.021331+0.0046537i,0.0093064-0.0084068i,-0.0068823-0.01038i,-0.013322-0.0031112i,-0.010992-0.00034055i,-0.0080077+0.0016125i,-0.00017344+0.0076851i
-0.18566+0.65419i,-0.23881+0.7224i,-0.19282+0.42695i,-0.10459+0.09865i,-0.035617-0.042263i,0.035831-0.089957i,0.10233-0.13777i,0.12991-0.18321i,0.085895-0.17666i,0.021616-0.10431i,0.00050533-0.040852i,-0.0047604-0.022756i,-0.019903-0.018058i,-0.03187-0.014516i,-0.035631-0.011155i,-0.028659-0.0031342i,-0.013064+0.004811i,0.0015386+0.0088227i,0.0083875+0.0085757i,0.0059115+0.0023581i,-1.1559e-05-0.0062737i,-0.0045023-0.014981i,-0.0084342-0.020434i
-0.47976+0.11298i,-0.53529+0.15613i,-0.35445+0.11524i,-0.20466+0.054108i,-0.18346+0.0662i,-0.17415+0.12451i,-0.1611+0.15241i,-0.15561+0.14991i,-0.11023+0.12236i,-0.034089+0.061148i,0.010459-0.0028534i,0.010052-0.027427i,0.00087724-0.018789i,-0.0013526-0.0063659i,-0.0011389+0.0044243i,0.00092168+0.010913i,0.0046734+0.0096905i,0.0068671+0.0012223i,0.0029747-0.0085453i,-0.0021236-0.011857i,-0.0014088-0.012076i,0.00038946-0.011534i,-0.00079742-0.005564i
-0.59143-0.36511i,-0.70249-0.4248i,-0.46899-0.28796i,-0.13234-0.13261i,0.066918-0.075531i,0.15587-0.032841i,0.22481+0.01559i,0.26814+0.018223i,0.22334-0.014943i,0.11587-0.020997i,0.046833+0.0023448i,0.031878+0.0050144i,0.021037-0.013082i,0.0053797-0.024484i,-0.0077633-0.028511i,-0.017707-0.022035i,-0.019312-0.0049024i,-0.012779+0.010439i,-0.0032472+0.014231i,0.0037584+0.0066091i,0.0067532-0.0006231i,0.009794-0.0015571i,0.012446-0.0009157i
0.16273-0.47274i,0.23102-0.58311i,0.21078-0.4331i,0.098431-0.22002i,-0.041866-0.087646i,-0.14345-0.020439i,-0.19772-0.023931i,-0.23814-0.049979i,-0.21896-0.0257i,-0.11725+0.017217i,-0.019583+0.019525i,0.013049+0.0031021i,0.013444+0.001607i,0.012251+0.004388i,0.01065+0.0034093i,0.0097287-0.0014197i,0.0066179-0.0094494i,0.0019502-0.014215i,0.00072121-0.014369i,0.0019926-0.0091735i,0.0033181-0.0012693i,0.0025088+0.0014622i,-0.0051054-0.0033415i
0.36993-0.43352i,0.37385-0.55185i,0.16622-0.40263i,0.024298-0.1522i,0.057331-0.024291i,0.096109+0.031129i,0.11872+0.1239i,0.16909+0.18802i,0.18069+0.14509i,0.10343+0.056206i,0.012819+0.026023i,-0.0078203+0.032994i,0.0063178+0.020809i,0.0082415+0.0066639i,0.0074391+0.001295i,0.0060082-0.0024128i,-0.001019-0.0016082i,-0.0079725+0.0055177i,-0.0051805+0.014472i,0.0046409+0.016834i,0.0090783+0.012702i,0.0091048+0.011006i,0.010341+0.012171i
0.36125+0.37822i,0.53489+0.51856i,0.49465+0.42762i,0.29493+0.1965i,0.10395+0.024584i,-0.0057552-0.077125i,-0.060056-0.16581i,-0.10358-0.23492i,-0.1367-0.21496i,-0.11312-0.1105i,-0.054306-0.036398i,-0.027407-0.012497i,-0.024033+0.006869i,-0.016291+0.014818i,-0.011327+0.010785i,-0.0038374+0.0069038i,0.0081325+0.00053945i,0.013388-0.0090041i,0.010025-0.014622i,0.00039848-0.010959i,-0.011405-0.001638i,-0.018059+0.0035473i,-0.014786-0.003081i
0.10418+0.3633i,0.15765+0.32824i,0.11917+0.088104i,0.040895-0.051646i,0.027199+0.0033141i,0.042833+0.079143i,0.018793+0.14485i,0.016697+0.22164i,0.062626+0.21033i,0.071729+0.091005i,0.020847-0.0042807i,-0.015696-0.015482i,-0.012828-0.0056727i,-0.0085055-0.0018632i,-0.0058059+0.0082979i,-0.00042525+0.016087i,0.0011469+0.013973i,-0.0017149+0.0098084i,-0.0068876+0.014413i,-0.0066671+0.01984i,-0.0024535+0.014531i,0.0016995+0.0087165i,0.0069692+0.0094646i
-0.56238+0.25085i,-0.69397+0.49373i,-0.51196+0.54684i,-0.21571+0.36318i,-0.021879+0.13302i,0.088971-0.02185i,0.13064-0.1317i,0.1015-0.20133i,0.04907-0.19363i,0.014039-0.12258i,0.010906-0.065333i,0.0019323-0.052559i,-0.021699-0.036336i,-0.024889-0.014252i,-0.023598-0.0095126i,-0.026609-0.0055806i,-0.019813+0.0063355i,-0.0049668+0.012123i,0.0057591+0.0023448i,0.0026192-0.012711i,-0.006918-0.015898i,-0.011859-0.0087962i,-0.01007-0.00092876i
-0.38631-0.15671i,-0.34727-0.14007i,-0.077153-0.096336i,0.08083-0.040325i,0.021467+0.077759i,-0.057788+0.17503i,-0.10157+0.16076i,-0.13751+0.1417i,-0.10843+0.15119i,-0.024765+0.10706i,0.021535+0.032466i,0.018684-0.0052834i,0.012462-0.015002i,0.010777-0.020143i,0.0096214-0.018295i,0.0092963-0.012117i,0.0065979-0.0096778i,0.0016617-0.011408i,-0.0060611-0.010329i,-0.0085011-0.0051408i,-0.0028135-0.0034057i,-0.0010007-0.0041362i,-0.0041215-9.3519e-05i
-0.13609-0.50909i,-0.38802-0.52926i,-0.49795-0.30693i,-0.38389-0.12514i,-0.21799-0.097065i,-0.071478-0.076989i,0.071651-0.048325i,0.14504-0.066462i,0.12722-0.082448i,0.069406-0.05512i,0.042433-0.008035i,0.048172+0.0033827i,0.029497-0.0063161i,-0.0042497+0.0040396i,-0.024724+0.011666i,-0.035355+0.0079174i,-0.035456+0.00915i,-0.025018+0.015412i,-0.0076165+0.016665i,0.00709+0.0070172i,0.010472-0.0011271i,0.0068732-0.000429i,0.00028801+0.0018296i
0.33108-0.32572i,0.34836-0.3302i,0.27268-0.13816i,0.17507+0.038461i,0.065746+0.11549i,-0.029743+0.14641i,-0.070881+0.094435i,-0.11755+0.0093058i,-0.15693+0.0050255i,-0.11076+0.03249i,-0.051048+0.015111i,-0.033143-0.0051966i,-0.011342-0.0051876i,0.020547-0.012059i,0.043264-0.020072i,0.050251-0.023027i,0.040336-0.028643i,0.023262-0.033617i,0.010741-0.032427i,0.0063586-0.021359i,0.0055729-0.0078316i,0.0010336-0.0028942i,-0.0081352-0.0040533i
0.36246+0.15293i,0.3154+0.038229i,0.12178-0.10228i,-0.0049333-0.21487i,-0.062536-0.33069i,-0.094174-0.33933i,-0.021799-0.17517i,0.13133-0.040198i,0.20196-0.044473i,0.12375-0.063118i,0.02686-0.009563i,0.01167+0.048082i,0.014421+0.046598i,-0.01845+0.02552i,-0.05066+0.022406i,-0.055085+0.029368i,-0.036578+0.034195i,-0.01463+0.030349i,-0.0029185+0.025294i,0.0032179+0.023473i,0.0071125+0.017768i,0.01105+0.008402i,0.013436-0.0037285i
0.24489+0.44631i,0.30836+0.41865i,0.2302+0.25177i,0.15423+0.17008i,0.17829+0.21877i,0.1693+0.25659i,0.055194+0.20057i,-0.085202+0.1113i,-0.15941+0.074401i,-0.11421+0.055094i,-0.043311-0.012379i,-0.046538-0.065185i,-0.058711-0.044136i,-0.021016-0.01196i,0.021256-0.0061855i,0.037976-0.016096i,0.031816-0.029818i,0.017178-0.035389i,0.0076836-0.033206i,-0.00092508-0.023518i,-0.0087071-0.0095644i,-0.012268+0.00075734i,-0.0094544+0.0061008i
-0.35522+0.29686i,-0.3049+0.25872i,-0.15866+0.11847i,-0.060626+0.011225i,-0.030801-0.09964i,-0.025494-0.1933i,0.023763-0.1349i,0.17051-0.025099i,0.27866-0.030558i,0.2097-0.072548i,0.084931-0.041054i,0.041712+0.01312i,0.040724+0.017617i,0.019484+0.00056306i,-0.017048-0.00060076i,-0.039414+0.019529i,-0.029272+0.043235i,-0.004661+0.046989i,0.0060544+0.038272i,0.004533+0.02526i,0.0042704+0.010499i,0.0085611+0.0014474i,0.014675-0.0027792i
-0.42501+0.22116i,-0.33081+0.35184i,-0.10755+0.32534i,0.037001+0.23509i,0.10956+0.26611i,0.11966+0.30191i,-0.032299+0.20585i,-0.26269+0.12997i,-0.34262+0.15712i,-0.21475+0.15377i,-0.058672+0.055395i,-0.023982-0.045388i,-0.051701-0.060124i,-0.045816-0.031613i,-0.015148-0.021768i,0.0083545-0.031967i,0.010899-0.042906i,-7.3939e-05-0.042631i,-0.0077221-0.036653i,-0.01114-0.027846i,-0.0086453-0.014666i,-0.0041853-0.0016094i,-0.0021281+0.0098107i
-0.18369-0.47825i,-0.14598-0.57233i,-0.11707-0.51258i,-0.23509-0.32386i,-0.37055-0.11004i,-0.3107+0.0055021i,-0.065571+0.010551i,0.19257-0.045877i,0.2895-0.11701i,0.19661-0.11504i,0.084862-0.026512i,0.068479+0.039723i,0.076736+0.038601i,0.056362+0.029345i,0.031409+0.029027i,0.01118+0.029182i,0.0014414+0.030257i,0.0026501+0.026301i,0.0051919+0.018999i,0.011322+0.0091022i,0.012953-0.0012541i,0.003042-0.0053874i,-0.0085279-0.0027001i
-0.070267-0.19584i,-0.14092+0.11484i,-0.096121+0.38392i,0.034615+0.28621i,0.098489+0.061312i,0.060354-0.010307i,-0.068162-0.0083683i,-0.25154+0.019905i,-0.32675+0.096839i,-0.22417+0.1259i,-0.094435+0.06704i,-0.045112+0.010641i,-0.033565+0.0011753i,-0.022093-0.0026862i,-0.015282-0.012395i,-0.01026-0.017492i,-0.0088954-0.018031i,-0.010321-0.014131i,-0.0094887-0.011022i,-0.012402-0.0050603i,-0.012202+0.0062522i,-0.0025545+0.0089525i,0.0035412-0.0006622i
0.40545-0.25505i,0.42417-0.4557i,0.30888-0.59802i,0.092089-0.53323i,-0.11568-0.30103i,-0.11597-0.077276i,0.11659-0.00554i,0.34087-0.11125i,0.33594-0.2401i,0.16819-0.22575i,0.041818-0.11506i,0.0080372-0.035167i,-0.00068567-0.0056591i,-0.011135+0.012302i,-0.012177+0.030606i,-0.0013233+0.034516i,0.0087589+0.018577i,0.0062814-0.0015103i,0.0026036-0.0067337i,0.0089933-0.0045231i,0.0087406-0.0074745i,-0.0037762-0.0064872i,-0.011115+0.0006943i
0.25316+0.24723i,0.082127+0.45802i,-0.042551+0.60177i,0.074929+0.44443i,0.21702+0.086903i,0.15324-0.11809i,-0.025972-0.052847i,-0.13281+0.12786i,-0.10136+0.22143i,-0.031941+0.15998i,-0.023041+0.059942i,-0.038932+0.028447i,-0.025577+0.031804i,-0.011232+0.016545i,-0.022928-0.0018439i,-0.037919-0.0031023i,-0.035166+0.0037604i,-0.022754+0.0089255i,-0.016823+0.011094i,-0.020225+0.01149i,-0.019374+0.0092733i,-0.0078004+0.00066528i,0.0020262-0.010658i
0.081795+0.1461i,0.086865-0.12897i,0.068362-0.33471i,0.05855-0.20374i,0.086663+0.063521i,0.11259+0.20337i,0.13723+0.18601i,0.18286+0.043568i,0.16616-0.11464i,0.094067-0.15072i,0.064927-0.10817i,0.038152-0.09286i,-0.022661-0.074052i,-0.045131-0.030794i,-0.024203-0.010881i,-0.0058279-0.0177i,-0.0024176-0.026285i,-0.0086366-0.029612i,-0.013728-0.02441i,-0.0073178-0.015342i,-0.00039495-0.010615i,-0.0041339+0.0020959i,-0.00080893+0.024618i
-0.13969+0.40475i,-0.085722+0.48378i,-0.024164+0.47421i,-0.0008556+0.3726i,-0.011472+0.23153i,-0.049256+0.13082i,-0.091736+0.1285i,-0.09923+0.21125i,-0.040007+0.25264i,0.024464+0.18423i,0.03001+0.085498i,0.024003+0.030164i,0.03915-0.0025852i,0.027585-0.039486i,-0.018777-0.060426i,-0.043666-0.048338i,-0.02663-0.021445i,-0.00017572-0.0043746i,0.0065089-0.00012323i,-0.0029953-0.0028051i,-0.0088015-0.0077415i,-0.010327-0.017929i,-0.020685-0.027802i
-0.25129-0.15983i,-0.25424-0.32858i,-0.31189-0.38147i,-0.36094-0.21003i,-0.27863-0.0281i,-0.15717-0.041651i,-0.12382-0.15853i,-0.14055-0.21128i,-0.13099-0.15867i,-0.08133-0.070901i,-0.030812-0.0096586i,-0.015475+0.0093234i,-0.040617+0.01689i,-0.048997+0.043172i,-0.0080596+0.049237i,0.021116+0.017003i,0.008963-0.010027i,-0.010085-0.013656i,-0.011306-0.015286i,0.002604-0.016581i,0.014389-0.011057i,0.012271-0.00067969i,0.0038268+0.0166i
-0.18684-0.13398i,-0.057674+0.018672i,0.10501+0.074456i,0.081864-0.040445i,-0.13855-0.12849i,-0.34126-0.071833i,-0.35299+0.072348i,-0.20853+0.17105i,-0.070542+0.1476i,-0.027763+0.098706i,0.00088797+0.086312i,0.058379+0.054099i,0.094651-0.011199i,0.087048-0.063161i,0.064786-0.073829i,0.053835-0.055849i,0.053021-0.029686i,0.057133-0.0092548i,0.053333+0.00092578i,0.034101+0.0055497i,0.015683+0.012209i,0.0085917+0.018597i,0.0068501+0.015621i
0.15654-0.15217i,0.17441-0.17776i,0.11293-0.21925i,0.057743-0.22628i,0.13309-0.20016i,0.28782-0.1709i,0.32923-0.18835i,0.20424-0.23902i,0.037155-0.22032i,-0.050334-0.15665i,-0.089696-0.11929i,-0.12868-0.061867i,-0.12216+0.018498i,-0.068679+0.044289i,-0.026874+0.023777i,-0.015507+0.015342i,-0.023717+0.02079i,-0.034126+0.02249i,-0.028051+0.015822i,-0.015295+0.011142i,-0.01373+0.014751i,-0.018107+0.0093709i,-0.018049-0.008733i
0.062628-0.32364i,-0.083479-0.27726i,-0.092504-0.10296i,0.015329+0.038067i,0.037527+0.13028i,-0.025507+0.19253i,-0.0022014+0.13445i,0.063826-0.014233i,0.073113-0.08155i,0.091142-0.033293i,0.1354-0.0057714i,0.12225-0.019371i,0.062741-0.0051136i,0.0065705+0.035552i,-0.031956+0.075781i,-0.02762+0.073883i,-0.0041275+0.023317i,-0.0055883-0.0089058i,-0.016528+0.0044677i,-0.021645+0.012464i,-0.028468-0.0083228i,-0.032217-0.03002i,-0.033952-0.027209i
0.2717+0.02005i,0.23787-0.037827i,0.12487-0.036096i,-0.013685-0.071188i,-0.31034-0.25238i,-0.77671-0.32433i,-0.92871-0.0070026i,-0.49947+0.33175i,-0.058126+0.26318i,0.010048+0.12268i,0.027375+0.15676i,0.084499+0.12602i,0.039189+0.057494i,0.029844+0.067878i,0.082799+0.061966i,0.076212+0.037194i,0.044281+0.030408i,0.03245+0.014821i,0.028062-0.0099137i,0.023621-0.019992i,0.024327-0.0031112i,0.033793+0.032775i,0.043611+0.058655i
-0.82308+7.2781i,1.1492+6.903i,3.6276+5.7629i,4.3859+2.5015i,3.4205-0.61313i,1.0594-2.069i,-1.1331-1.2193i,-1.6114+0.38781i,-0.53688+1.1178i,0.70346+0.52187i,0.96129-0.50848i,0.48665-1.2114i,-0.2764-1.8756i,-1.1645-2.5718i,-1.5044-2.5942i,-1.0068-1.5759i,-0.34947-0.48046i,-0.26763+0.013936i,-0.62489+0.27043i,-0.64306+0.56239i,-0.13217+0.68315i,0.40632+0.41703i,0.5072-0.04269i
-0.073765+0.12646i,0.026756+0.092818i,0.049149+0.018866i,-0.082136-0.060572i,-0.32398-0.080819i,-0.4969-0.014364i,-0.44871+0.025107i,-0.24781-0.018638i,-0.098522-0.043335i,-0.040253-0.021546i,-0.0041003+0.006748i,0.031705+0.0088156i,0.041285-0.02024i,0.016408-0.055596i,-0.010683-0.068247i,-0.0050439-0.036363i,0.02419+0.0019631i,0.040077-0.0020965i,0.035854-0.033519i,0.034365-0.054606i,0.046396-0.056188i,0.053772-0.050189i,0.036024-0.037267i
-0.29677+0.14264i,-0.23794+0.27312i,-0.089385+0.22245i,0.058275+0.076403i,0.33105+0.015254i,0.73751-0.025935i,0.89415-0.12526i,0.61725-0.1608i,0.25297-0.077395i,0.056304-0.021017i,-0.068785-0.032559i,-0.14377-0.0090793i,-0.12948+0.023397i,-0.11637+0.0072992i,-0.13803-0.0062257i,-0.12908+0.012216i,-0.080363+0.027199i,-0.037843+0.018784i,-0.025569+0.0099623i,-0.023326+0.01843i,-0.014272+0.027202i,-0.011116+0.019155i,-0.014848+0.00054461i
0.15131-0.2138i,0.18094-0.30197i,0.12787-0.33961i,0.011576-0.27927i,-0.12974-0.16332i,-0.24074-0.06439i,-0.24373-0.052297i,-0.1762-0.12122i,-0.13567-0.13905i,-0.088348-0.053925i,-0.013289+0.01652i,0.020024+0.030275i,-0.0044372+0.0304i,-0.05928+0.03189i,-0.10864+0.043189i,-0.11091+0.049373i,-0.07865+0.038042i,-0.056923+0.028744i,-0.042388+0.032342i,-0.018214+0.035004i,0.0005681+0.028057i,0.0050001+0.019175i,-0.0013309+0.01696i
0.081258-0.22767i,0.029184-0.20764i,0.062603-0.080416i,0.18133-0.013758i,0.30953-0.072763i,0.39259-0.13957i,0.36238-0.10108i,0.24607+0.012087i,0.15032+0.071145i,0.07371+0.031821i,-0.0095629-0.0051688i,-0.0403-0.0046245i,-0.011181-0.020835i,0.0091529-0.052198i,0.00085544-0.056223i,-0.005686-0.028958i,0.0023872-0.010021i,0.011448-0.020497i,0.0050173-0.03961i,-0.015656-0.046599i,-0.040622-0.042872i,-0.058189-0.026125i,-0.050367+0.0059827i
0.16863+0.087193i,0.14839+0.027374i,0.063812+0.005911i,0.0053953+0.015956i,-0.045498-0.013834i,-0.16546-0.086854i,-0.26857-0.14606i,-0.25518-0.14017i,-0.1747-0.09189i,-0.090106-0.036844i,-0.0099896+0.0091513i,0.041334+0.019683i,0.040421+0.011265i,0.027119+0.015362i,0.026754+0.0071321i,0.010075-0.018075i,-0.02034-0.019932i,-0.030944+0.011451i,-0.011096+0.035632i,0.014672+0.030952i,0.023075+0.018306i,0.017215+0.017303i,0.0063469+0.022131i
0.079805+0.22629i,0.1672+0.15866i,0.11667+0.054453i,-0.04517+0.078141i,-0.10597+0.22985i,0.028441+0.30675i,0.18434+0.19292i,0.1763+0.033267i,0.096571-0.0049749i,0.075425+0.0071354i,0.055493-0.011593i,0.028077-0.012066i,0.038477-0.00099033i,0.042356-0.0067959i,0.023034+0.00034709i,0.017532+0.0207i,0.027478+0.01747i,0.021973-0.014629i,-0.005709-0.040007i,-0.024163-0.043313i,-0.021493-0.041177i,-0.01229-0.032135i,-0.00034326-0.010383i
-0.084001+0.088279i,-0.014417+0.16103i,0.04368+0.14133i,0.05048-0.014863i,0.0045695-0.2485i,-0.072113-0.40903i,-0.13084-0.36023i,-0.12623-0.16968i,-0.083654-0.029986i,-0.067967+0.023328i,-0.067484+0.059895i,-0.040469+0.083662i,-0.0067366+0.075497i,0.011622+0.057484i,0.028129+0.045094i,0.03203+0.029993i,0.013133+0.022073i,0.0038763+0.030544i,0.023996+0.035148i,0.044856+0.023515i,0.042006+0.0060127i,0.020722-0.0063662i,-0.0035997-0.01035i
-0.24062-0.13146i,-0.28519-0.069511i,-0.20921-0.061123i,-0.1094-0.084343i,-0.037147-0.010635i,0.0435+0.12424i,0.1327+0.14859i,0.14968+0.028921i,0.079708-0.066192i,0.033727-0.07012i,0.04141-0.063057i,0.032051-0.05562i,0.013534-0.027071i,0.011519-0.0065583i,0.0086701-0.0029693i,0.0014272-0.007157i,-0.0020903-0.01269i,-0.0024728-0.014897i,-0.0097125-0.012568i,-0.019216-0.003947i,-0.011899+0.0048557i,0.010448+0.0057161i,0.029256-0.0013438i
0.078447-0.088943i,0.035118-0.058906i,0.061635+0.001475i,0.13999+0.0040142i,0.18353-0.1006i,0.16136-0.23253i,0.078965-0.25343i,0.014999-0.13172i,0.022556-0.013644i,0.025909+0.012389i,-0.012939+0.020369i,-0.025715+0.043164i,-0.00021239+0.041349i,0.016666+0.022826i,0.016026+0.015048i,0.012483+0.014629i,0.0056354+0.011927i,-0.00025439+0.011243i,0.00070498+0.010633i,-0.0020495+0.0047313i,-0.011584+0.0046853i,-0.015+0.011552i,-0.0084995+0.016347i
0.14996-0.048599i,0.073808-0.064535i,-0.0025631+0.011683i,0.0049029+0.12049i,0.046967+0.19923i,0.046191+0.22809i,0.007417+0.19576i,-0.025029+0.12831i,-0.033632+0.06308i,-0.022147+0.021151i,0.0031389-0.001716i,0.0078129-0.016748i,-0.0089034-0.0075318i,-0.0033374+0.016444i,0.026655+0.021558i,0.042897+0.0074202i,0.036136-0.0045468i,0.025515-0.0018593i,0.023737+0.0034143i,0.024875-0.004614i,0.021009-0.016786i,0.016108-0.019921i,0.010612-0.017395i
0.0062541+0.093146i,0.022459-0.046896i,-0.04731-0.15698i,-0.16221-0.10847i,-0.20288+0.0091976i,-0.11406+0.044147i,0.016355-0.039047i,0.055439-0.11642i,0.031526-0.098828i,0.021625-0.047913i,0.0079864-0.010837i,0.0051579+0.00831i,0.015191+0.0022856i,0.015288-0.00073788i,0.012941+0.006789i,0.010272+0.0074935i,0.00073235+0.0026973i,-0.014001-0.0017571i,-0.026461+0.00077578i,-0.025836+0.012087i,-0.016276+0.019319i,-0.0072591+0.014983i,-0.0013868+0.006144i
-0.063322+0.12999i,0.055955+0.12931i,0.1089+0.053542i,0.030522-0.053059i,-0.087795-0.14491i,-0.16926-0.15766i,-0.17226-0.07013i,-0.1068+0.022575i,-0.049312+0.054412i,-0.026698+0.057448i,-0.01174+0.0525i,0.0027049+0.043596i,0.011679+0.027874i,0.0049059+0.017797i,-0.00030325+0.026351i,0.0091884+0.034087i,0.01882+0.029132i,0.023275+0.020263i,0.025019+0.0079246i,0.018717-0.0061916i,0.0053016-0.011907i,-0.0048051-0.0085733i,-0.0085886-0.0070243i
-0.16283-0.10586i,-0.16129-0.027272i,-0.094372+0.0065119i,-0.016523-0.036967i,0.022733-0.078597i,0.017956-0.061236i,0.010308-0.030722i,0.0015257-0.041279i,-0.023417-0.063918i,-0.053919-0.059961i,-0.067869-0.030689i,-0.050498-0.0055444i,-0.023219+0.0019395i,-0.0071899+0.0019073i,-0.0042121-0.0010223i,-0.012964-0.0075912i,-0.025799-0.012689i,-0.029665-0.010679i,-0.019256-0.0020184i,-0.0048015+0.0065268i,0.0021653+0.0098048i,0.0059321+0.0062206i,0.010269-0.0041871i
0.018162-0.15113i,0.020056-0.12561i,0.056228-0.12966i,0.040157-0.17121i,-0.035427-0.17744i,-0.093228-0.17396i,-0.10159-0.15091i,-0.045493-0.078129i,0.029875-0.030308i,0.045342-0.036267i,0.0097143-0.043032i,-0.018359-0.018568i,-0.011872+0.009004i,0.0040416+0.013542i,0.015807+0.0073364i,0.027375+0.00078379i,0.032995-0.0062065i,0.025997-0.011366i,0.0077727-0.0092981i,-0.0061547-0.0014066i,-0.0070589+0.0034682i,-0.0022182+0.0051205i,0.0035696+0.0091017i
0.19444+0.054418i,0.16416+0.095257i,0.13258+0.16581i,0.17233+0.18476i,0.22972+0.11761i,0.21019+0.047817i,0.10218+0.038389i,-0.0028257+0.070499i,-0.025167+0.092126i,0.0070673+0.066238i,0.030762+0.016058i,0.025644-0.020623i,0.0090533-0.026774i,-0.0033946-0.013316i,-0.011061+0.0089746i,-0.0098713+0.027675i,-0.0017274+0.029004i,0.0071097+0.019256i,0.012621+0.00562i,0.0067796-0.0071554i,-0.0050814-0.013214i,-0.014998-0.011675i,-0.02293-0.0036654i
0.044475+0.098645i,-0.029689+0.053038i,-0.11587+0.048982i,-0.13061+0.090608i,-0.12653+0.11426i,-0.12848+0.073353i,-0.10011-0.019582i,-0.064053-0.084233i,-0.042077-0.076978i,-0.015282-0.038078i,0.011742-0.0087304i,0.025245+0.0015076i,0.021765+0.0033058i,0.016978+0.0057042i,0.017306-0.0040948i,0.0057883-0.019679i,-0.010892-0.021371i,-0.016522-0.012508i,-0.012303-0.0044269i,-0.0018413-0.0019741i,0.011813-0.002876i,0.023712-0.0083611i,0.024606-0.020376i
-0.16393+0.11372i,-0.096806+0.066365i,-0.043666-0.057013i,-0.08993-0.14993i,-0.15626-0.18119i,-0.14667-0.16718i,-0.088914-0.12049i,-0.048209-0.053675i,-0.020578+0.012152i,-0.00026369+0.046072i,0.00015903+0.0516i,0.0028233+0.047869i,0.013642+0.029717i,0.01173+0.01104i,0.0059332+0.010073i,0.014246+0.011707i,0.027707+0.0058425i,0.031248-0.00013291i,0.022526-0.0015642i,0.01078+0.003685i,0.0039743+0.011107i,-0.00069865+0.013626i,-0.0012879+0.012496i
-0.1268+0.018694i,-0.086062+0.10413i,-0.0061575+0.13994i,0.070767+0.10035i,0.13662+0.030283i,0.14572-0.012897i,0.089245-0.024297i,0.020844-0.035661i,-0.041732-0.0429i,-0.072539-0.013652i,-0.05336+0.020284i,-0.025052+0.029923i,-0.0085789+0.036099i,0.002635+0.038277i,0.0054751+0.029132i,0.001237+0.017399i,-0.0034537+0.0091469i,-0.0028745+0.0056971i,0.0018725+0.0019613i,0.00074661-0.0020907i,-0.0020453-0.0013285i,0.0009961-0.0021611i,0.0018121-0.0069576i
0.019532-0.24836i,-0.057127-0.26397i,-0.099988-0.18376i,-0.048304-0.075095i,0.022876-0.035146i,0.018134-0.073915i,0.0019751-0.10033i,0.035486-0.091598i,0.070057-0.083993i,0.046878-0.078877i,-0.0085878-0.05811i,-0.044739-0.028842i,-0.057701-0.012255i,-0.050973-0.0035576i,-0.027849-0.00015225i,-0.007314-0.0024119i,0.00064317-0.001731i,-0.00053602+0.0036961i,-0.002162+0.0099791i,-0.0013392+0.0087591i,-0.0032606+0.0011465i,-0.0023856-0.0022262i,0.0051951-0.0018149i
