0.00033851+0.0011932i,0.00044851+0.00013092i,-0.00060915-0.00065043i,-0.0010337-0.00066675i,-0.0016744+0.0006868i,-0.0019798+0.0023222i,-0.0017347+0.0037099i,-0.00069096+0.0036687i,0.0014823+0.0016839i,0.0020347+0.00031141i,0.0018442-0.00025209i,0.0015855-0.0011835i,0.00099691-0.0013277i,0.00019631-0.0011222i,-0.00055582-0.00086174i,-0.00041332+0.00022716i,-3.3802e-05+0.00079406i,0.0002893+0.00055695i,0.0004053+0.00039582i,0.00042239+0.00020894i,0.00052073-0.00016251i,5.8748e-05-5.8043e-05i,-0.0007233+0.00010856i
-0.00057049-0.0013846i,-5.3298e-05-0.00077835i,-0.00055734+0.00019919i,7.8894e-06+0.001128i,0.00036621+0.0013316i,0.00065745+0.00091867i,8.0052e-05+0.00093033i,-0.00071505+0.0013331i,-0.00080915+0.00097207i,-0.00095292+0.00051831i,-0.00060285+0.00029927i,0.0007431-0.00015891i,0.0014657-0.00045481i,0.00039914-0.00013228i,0.00019717-5.4131e-05i,0.0011698-0.0005351i,0.0014577-0.00072822i,0.00088187-0.00021463i,0.00096179+0.00027836i,0.00072125+0.00021057i,0.00028402+4.4213e-05i,-0.00025396+0.00047372i,-0.00021289+8.3283e-05i
-0.00024041-0.0003239i,0.00046389+0.00058884i,0.001326+0.0008246i,0.00029709+0.00041082i,-0.0011344-0.00017205i,-0.0012265-0.00040876i,-0.0011612-0.00035701i,-0.0012506-0.00036489i,-0.00031855-0.00015915i,0.0006051+0.00013358i,0.00037175+0.00038715i,0.00035671+0.00027309i,2.1006e-06-0.00016082i,-0.00035908-0.00046945i,-1.3904e-06-0.00038255i,0.00057776-0.00022652i,0.0011888+6.2482e-05i,0.00081841+0.00019713i,1.1616e-05+0.00083342i,-0.00014466+0.00090523i,-0.00010128+0.00038353i,-0.0003657+0.0003638i,-0.00076106+0.00048103i
0.0007111-5.9861e-05i,0.0013305-0.00029722i,0.0013466-0.00021682i,0.0010143+0.00084456i,0.00011739+0.0011567i,-0.00095713+0.0010238i,-0.0015265+0.00096006i,-0.0007331+0.00063052i,-5.695e-05+0.00049401i,-0.00013446-7.4401e-05i,-0.00028111-0.00099387i,-2.9246e-05-0.00094803i,0.00032642+9.72e-05i,0.0006228+0.00046067i,0.0010724+0.00062913i,0.00092914+0.0011501i,-0.0002135+0.00034338i,-0.00043205-0.00080931i,-0.00021688-0.00083567i,0.00016687-0.00025386i,0.00025214+2.5504e-05i,4.7004e-05+0.00032854i,-0.00034417+0.00024592i
-0.00049559+0.0019368i,-0.0011352+0.00071702i,-0.0016204-0.00013082i,-0.0015226-0.00033528i,-0.0013249-0.00077916i,-0.0018111-0.00085199i,-0.0015928+0.00027723i,-0.00080516+0.0015052i,3.4396e-06+0.00077171i,0.0001606-0.00021696i,-1.0932e-05-2.3261e-05i,-0.00033348-9.4648e-05i,-0.00063241-0.00096706i,-0.00030854-0.00077662i,0.00021956-0.00010106i,3.767e-05+0.0001146i,-0.00069837+2.8101e-05i,-0.00067607-0.00072799i,0.00010695-0.0010945i,0.00020027-3.1655e-05i,0.00039766+0.0006755i,0.00044968+0.00034445i,0.00078585-0.00029849i
0.00089923+0.00015881i,0.0010887-0.00058387i,0.00073773-0.0010615i,-2.0018e-05-0.0016677i,7.2011e-05-0.0016553i,-0.00025558-0.00022551i,-0.0010621+0.00093698i,-0.00082984+0.0010746i,-0.00044869+0.00059378i,-0.00050247+2.9932e-06i,-0.00047643-0.0003766i,6.2694e-05-0.00043093i,6.8661e-05-0.00058709i,0.00044125-0.0007558i,0.00011052-5.6479e-05i,-0.00050566+0.00018149i,-0.00022759+5.0556e-05i,-0.00019398-0.00015094i,-5.3016e-05-0.00032594i,0.00010586-0.00056638i,-0.00033622-0.00017254i,-0.00019413-1.6704e-05i,0.00015961-0.00063809i
-0.0014109+0.00091071i,-6.7291e-05+0.0014128i,0.00011405+0.0012458i,-0.00052085+0.0018159i,-0.00045904+0.0017893i,-0.0004719+0.00073095i,-0.0012982+1.6743e-05i,-0.0013548+7.1562e-05i,-0.00033178+0.00087827i,2.0254e-06+0.00065819i,0.00033395-8.7318e-05i,0.00097944-9.8708e-05i,0.0001323-9.6574e-05i,-0.00064589-0.00030848i,-0.0002711+7.4579e-05i,-7.3092e-05+0.0003189i,-0.0003005-2.2872e-05i,-0.00023933-0.00023367i,0.00017697-0.00026957i,-0.00025694-0.00056613i,-0.0010878-0.00029706i,-0.00072209+0.00016348i,0.00019653+0.00042868i
0.0038006-0.0012303i,0.002541-0.0010653i,0.0011329-0.00082198i,0.00015495-0.001284i,-0.0017546-0.0017556i,-0.0027679-0.0016687i,-0.002058-0.00049496i,-0.0012847+3.1298e-05i,-0.00033359-0.0004201i,8.1904e-05-0.0005964i,0.00025745-0.00025947i,0.00056376+0.00043218i,0.00067891+0.0010357i,-0.00032263+0.0021881i,-0.00085686+0.0024425i,9.7697e-05+0.0012321i,0.00064632+0.00038312i,0.00057567-5.4562e-06i,0.0010232-0.00051336i,0.0015027-0.00048886i,0.00033736+0.00023588i,-4.4629e-05+0.00024212i,0.00017959-0.00029919i
0.00082223-0.0015346i,-2.4136e-05-0.0019772i,-0.0010869-0.0013866i,-0.0017585-0.00084763i,-0.0022392-0.00072388i,-0.00305-0.00055186i,-0.003072-2.5459e-05i,-0.0015187+0.00063808i,-0.00027662+0.0010746i,-0.00019003+0.00067092i,-0.0003004+0.00030589i,-0.00070314+0.000895i,-0.00065517+0.0011599i,-0.00048547+0.00074359i,-0.00056929+0.00070309i,4.1536e-05+0.00043379i,0.00024077-0.00019788i,0.00036464-0.00013446i,0.0012556+0.00069484i,0.0018337+0.00090428i,0.0015525+0.0002554i,0.0012159-4.407e-05i,0.00032561-0.00033903i
0.00062067-0.00051357i,-0.00014703-0.00071217i,-0.0012778-0.0011806i,-0.00058089-0.00045873i,-0.00033773+0.00021204i,-0.00048335+0.00023867i,-0.0007778+6.6513e-05i,-0.0010583-0.00054595i,-0.00088055-0.00096862i,-0.00021023+0.00016082i,0.00059435+0.0011835i,0.00081318+3.9674e-05i,8.918e-05-0.0011292i,-0.00033058-0.0010457i,-0.00026846+0.00021032i,-0.00015709+0.00038244i,-1.4521e-06-3.9208e-05i,-0.00018462-7.593e-05i,-0.00040769-0.00025637i,3.2698e-05+0.0002146i,-0.00035321-0.00049871i,-0.0010626-0.0020158i,-0.0013562-0.0016139i
0.00082731+0.00093217i,0.0013418+0.0013396i,0.00073201+0.0011131i,0.00040807-0.00021851i,-0.00040345-0.00094706i,-0.0017391-0.0011326i,-0.0020576-0.00062791i,-0.00075443+0.00073137i,0.0005095+0.0011392i,0.0010118+0.00059566i,0.0010399+0.00086142i,0.00053295+0.00069547i,-0.00015621+7.0351e-05i,-0.00049941-0.00065009i,-0.00065677-0.0016015i,-0.00063038-0.00093356i,-0.00062393-5.724e-05i,-0.00039195-0.0001247i,-0.00054645+0.00036072i,-0.00067724+0.00069811i,-0.000117+0.00035574i,0.00035969+0.00035546i,3.9244e-05+0.00074648i
-0.00059324-0.001421i,-0.0012341-0.0013352i,-0.0010631-0.0001945i,-0.00026673+0.00057668i,-0.00016795+0.00066076i,-0.00042746+0.00035363i,-0.00096834-0.00030051i,-0.0011947-0.00068019i,-0.00090791-0.00021875i,-0.00022067+0.00027346i,0.00039809-5.2464e-05i,0.00040837+0.00012515i,0.00049927-0.00018121i,0.00071428-0.00078934i,0.0012183-0.00074788i,0.0013198-0.00061011i,0.00097444-0.00038685i,0.00065675-0.00016284i,0.00024727-0.00041377i,-0.00055512-0.0010576i,-0.0010792-0.00072898i,-0.00072154-0.00024993i,0.00036653-0.00034805i
-0.00031378-0.00049343i,-2.3463e-05-0.0014056i,-0.00066852-0.0011869i,-0.0015546-4.6261e-05i,-0.0014034+0.00047064i,-0.0013901+7.3885e-05i,-0.0019659-0.00055346i,-0.00098963-0.00031588i,0.00026019-0.00052062i,0.00075869-0.00038695i,0.00093+0.00033367i,0.00047476+0.0005362i,5.92e-05+0.00048269i,0.00014071+0.00011757i,0.00077045+0.00030338i,0.00025173-8.4504e-05i,-0.00044172-0.00023365i,-0.00046167-0.00032921i,-0.00057639-0.00053938i,-0.00026602+6.4201e-05i,-6.1414e-05+2.2199e-05i,0.00039854-0.00025425i,5.8917e-05-7.9368e-05i
0.0029374-0.00042165i,0.0016752-0.0003508i,0.00038249-0.00015427i,-0.00079604-0.0013014i,-0.0018726-0.0014162i,-0.0029572-0.00010924i,-0.0019264-1.0896e-05i,-0.00057435-0.00029769i,-0.00076189-0.00024072i,-0.00093397-0.00028722i,4.983e-05-0.00079908i,0.00066175-0.00044906i,0.00068664+0.00071455i,0.00059002+0.00097729i,0.00022901+0.00052143i,6.4868e-05-0.00034378i,0.00034033-0.00038226i,0.00052644+0.00016673i,0.00064752+0.0001371i,0.00090784-0.00032832i,0.00061838-0.00079671i,0.00034913-0.0010162i,0.00059252-0.00064127i
0.00012934-6.2631e-05i,0.00021044-0.0010612i,-0.00031121-0.00087181i,-4.6483e-05-0.00018278i,0.00031534+5.7476e-06i,-0.00052538-0.0011064i,-0.001434-0.0010583i,-0.00080058+1.3355e-05i,7.8202e-05+0.00043755i,-7.1667e-05+0.00068987i,0.00024641+0.00049578i,0.00091056+0.0001833i,0.0010536+0.00041066i,0.0011756+0.00041073i,0.0012787+0.00014802i,0.00058591+0.0007703i,-0.00024907+0.0009212i,-0.0002004+0.00043734i,0.00055354-0.00037556i,0.00098618-0.00098324i,0.00093044-0.00020018i,0.00014219+0.00087303i,-0.00055912+0.00050791i
0.00043836-0.00038012i,0.0012024+0.00052861i,0.001544+4.3095e-05i,0.00019597+0.00030331i,-0.00096718+0.00050584i,-0.0020747+0.00018212i,-0.0019394+0.00066321i,-0.00080812+0.00050216i,0.00015834-0.00036957i,0.00025939-0.00074439i,0.00083737-0.00032761i,0.0010261+0.00031824i,-2.3349e-05+0.00095961i,-0.00069239+0.00058498i,-0.00015265-9.963e-05i,0.00073571+0.0001785i,0.001414+0.00017679i,0.0016656-8.0778e-05i,0.001032-0.00084722i,0.00093925-0.0013561i,0.00059117-0.00085068i,-0.00016169-0.0003507i,-0.00053567-0.00020363i
0.00011567+0.00022006i,7.7519e-06-0.00029298i,-0.00033751-0.00028703i,-0.00097068+0.00019853i,-0.0012013+0.00020186i,-0.0012121+0.00034633i,-0.00061772+0.00094419i,-2.7061e-05+0.0016212i,0.00063676+0.00095237i,0.0011432+0.00069756i,0.00069228+0.0014319i,-0.00022153+0.00097447i,-0.00067339+0.00093473i,-0.00070855+0.0014992i,-9.5799e-05+0.001554i,0.00045007+0.00074261i,0.00064755+0.00040798i,0.00069798+0.0011359i,0.00079858+0.00081084i,0.00053688+0.00016579i,6.9616e-05+0.00012285i,0.0001063-4.1988e-06i,0.00034326+0.0002418i
0.00022085+0.0010491i,-0.00093395+0.00067709i,0.00014016+0.0006223i,0.0011153+5.0779e-05i,0.00023023-0.0010934i,-0.0009619-0.0013478i,-0.0016953+1.8093e-05i,-0.00096004+0.0010269i,0.00035222+0.000566i,0.00087444+0.00025451i,0.00014578+0.0007599i,-6.7416e-05+0.0010223i,-0.00038644+0.00067561i,-0.0016674-0.00024708i,-0.0019038-3.2376e-05i,-0.0011122+0.0003017i,-0.00069049-0.00020724i,-0.00071891-0.00035505i,-0.00034123-0.00033348i,0.00049197+0.00026156i,0.00043025+0.00043437i,0.0003607-0.0004541i,0.00058679-0.00087058i
0.00037217+0.0015226i,0.00073507+0.0017103i,0.0013285+0.00019834i,0.0017213-0.00081954i,0.00084295-0.0010026i,-0.0015085-0.00055468i,-0.0024864+0.00090696i,-0.0012071+0.0023195i,-2.981e-05+0.0017128i,0.00066356+0.00021502i,0.00071796-4.1334e-05i,0.00090783+0.00027374i,-0.00015199-0.00021614i,-0.0012785-0.00075825i,-0.0010829-0.0012967i,-0.00081093-0.00088508i,-0.00032014+0.00015263i,0.00017697+0.00058598i,0.00090784+0.0006838i,0.0012291+0.0014887i,0.00099155+0.001486i,0.0006941+0.0002081i,0.00056111-0.00071888i
0.00081351+0.00051144i,0.0014959+0.00011759i,0.0023588+0.00010309i,0.0022436-0.00045209i,0.0010594-0.0013948i,-0.00026824-0.0012996i,-0.0013162-0.00068013i,-0.00056678-7.8706e-05i,0.0010579+0.00035255i,0.0011736+0.00016073i,0.00072221-0.00016111i,-9.4462e-05+0.00044554i,-0.00048041+0.00060689i,-0.00083326-0.0005043i,-0.00079689-0.0015673i,-0.0010636-0.0014965i,-0.00098895-0.00071118i,-0.00088951+0.0002174i,-0.0010567+0.0014527i,-0.00033273+0.0013339i,4.4764e-05+0.00097894i,-0.00018314+0.00085822i,0.00051976-2.5195e-05i
0.00071987-0.00053925i,0.00043236-0.0015287i,-1.9375e-05-0.0015755i,-0.00044159-0.001122i,-0.00027991-0.00021671i,-0.00045508+4.6105e-06i,-0.0012892-0.00063107i,-0.0011534-0.00048193i,-0.00067156-0.00014141i,-0.00093226+0.00014775i,-0.00084257+0.00039943i,-0.00016259+0.00067643i,-0.00015535+0.00030638i,0.00010067-0.00093369i,0.00071473-0.0015549i,0.00022269-0.0016224i,-0.00024437-0.0011464i,-0.00076443-0.00071192i,-0.0012067-0.000391i,-0.0013444+0.0004126i,-0.00031761+0.00057421i,0.0007225+0.00044763i,0.00085184-0.00023407i
-0.00091579+0.00012642i,-0.0015588+9.2384e-05i,-0.0025016+7.544e-05i,-0.0016429+0.00026522i,-0.0010805+0.00098121i,-0.0011546+0.0009688i,-0.0010479+0.00040496i,-0.0011061+0.00060365i,-0.0010496+0.00057502i,-0.0010495-9.1816e-05i,-0.0002359-0.00021603i,0.00053416-0.00044735i,0.00070755-0.00069825i,0.00142-0.00048812i,0.0023583-0.0011408i,0.0020892-0.00034892i,0.00086982+0.00069345i,0.00014769-0.00021636i,-0.00094175-0.0011682i,-0.00063299-0.00073387i,0.0006966+0.00087513i,0.00054914+0.0010452i,-0.00053586-0.00059551i
-0.001477-0.00065504i,0.00022375-0.00095136i,0.00026723-0.00076512i,-0.0013297-0.00061543i,-0.0014574+4.6663e-05i,-0.0014332+0.00039703i,-0.0021898+0.0002982i,-0.0010846+0.00046343i,0.00031975+0.00011732i,0.00076224-0.00055216i,0.0013334-0.00026185i,0.0013353-0.00012356i,0.0013538-0.00079119i,0.0012416-0.00044378i,0.0017716+0.00023216i,0.0019609-9.9549e-05i,0.0016287-0.0012786i,0.0014425-0.0013988i,0.00093696-0.00021928i,0.00045454+9.8846e-05i,-0.00012168-0.00013152i,-0.00031858-0.00011314i,-0.00045767+0.00021151i
0.0015886-0.0012091i,0.00031362-0.0003056i,-0.00089344-0.00038252i,-0.00081501-0.0004056i,-0.0016965-0.0004718i,-0.0021615-0.00037777i,-0.0022186+0.00040019i,-0.0020146+0.00090098i,-0.00099839+0.00066525i,-0.00010628+0.0003662i,-0.00106+0.00031448i,-0.0020569+1.4496e-05i,-0.00084689-0.0006586i,0.00081685+0.00022112i,0.00099725+0.001576i,0.00048972+0.0010086i,0.00050812+0.00039028i,0.00091564-7.7545e-05i,0.0012439-0.0010063i,0.0011105-0.0016731i,-0.00035163-0.0017983i,-0.00089508-0.0014833i,-0.00067727-0.00069453i
0.00096335+9.9168e-05i,6.7886e-05+0.00026903i,-0.00063378+5.2742e-05i,-0.0012319+0.00023129i,-0.0016378-0.00067041i,-0.0013891-0.0014556i,-0.0012362-0.0013775i,-0.0014518-0.00058012i,-0.00095325-0.0002153i,-0.00059694+0.00013202i,0.00015968-0.00012594i,0.00066468-0.00022412i,0.00066667+0.0011296i,0.00090197+0.0018177i,0.0011313+0.0017502i,0.00085304+0.0018007i,0.00013335+0.0016449i,4.8079e-05+0.00094081i,0.00017436+0.00012835i,0.00012259-0.00039336i,0.00039258-0.00043239i,0.0004554-0.00024788i,0.00049669+6.4151e-05i
0.00098208-0.0002734i,0.00065769-0.0009989i,-0.00098192-0.0022304i,-0.0015486-0.0014658i,-0.0017766-0.00030028i,-0.0021046-0.000565i,-0.0026315-0.00063809i,-0.0017604-0.00019762i,-7.1706e-05-0.00024027i,0.00050101-0.00044065i,0.00091103+7.2291e-05i,0.00059619+0.00023168i,-0.00074401+0.00046337i,-0.0013166+0.00077732i,-0.00085726+0.00024072i,-0.0005926+0.00068938i,-0.0011825+0.00075644i,-0.000576+6.7118e-05i,0.00075637+0.00026697i,0.001246+0.00039384i,0.00068509-0.00024616i,0.00028354-0.0005195i,0.00024013+6.114e-05i
0.002326+0.00060869i,0.0022458-0.00046246i,0.0018071-0.0011626i,0.0011701-0.001278i,-3.0036e-05-0.0013777i,-0.0011917-0.0011471i,-0.0015856-0.00038283i,-0.0013316+0.00093117i,-0.00079431+0.0011719i,0.00011237-3.7453e-05i,0.00061292-0.00069732i,0.0003834-0.00036618i,-0.00058635-9.8993e-05i,-0.0013246-0.00030206i,-0.0015243-0.00028985i,-0.0012062+0.00015178i,8.1612e-05+0.00080695i,0.0012465+0.0017799i,0.0015561+0.0024364i,0.0012227+0.0020763i,0.00081677+0.00097878i,0.00089046-4.7287e-05i,0.00063701-5.1368e-05i
-0.0018096+0.0013858i,-0.0011366+0.0014642i,0.00036443+0.0011244i,0.0015739+0.00075747i,0.0013603+0.00055404i,0.00018606+0.00019911i,-0.0010095+0.00035661i,-0.0011377+0.0016356i,-0.00021126+0.0023171i,0.00075136+0.0017667i,0.0015829+0.0012175i,0.0014958+0.00087175i,0.00055569-0.00024285i,-0.0001115-0.0011627i,-0.0003758-0.0016627i,-0.00031179-0.0012721i,8.0244e-05-0.00042382i,-0.00025757-9.4608e-05i,-0.00061811+0.00010785i,3.5262e-05+0.00048283i,0.00085459+0.00038605i,0.00092508+0.00021072i,-0.00013913-8.6033e-05i
0.00088245-0.0012367i,0.00011673-0.0016388i,0.00027961-0.00055422i,-0.00065317+4.1785e-05i,-0.0016949+0.00019763i,-0.0019069-3.0403e-05i,-0.0019386-0.00043798i,-0.00097637-0.00072863i,6.837e-05-0.0008468i,0.00022867-0.00017968i,-0.00018807+0.00053285i,-0.00038994-2.0691e-05i,0.00010994-0.00042762i,0.00039779-8.5591e-05i,0.00036808-0.00084965i,0.00078921-0.0020265i,0.0010808-0.0018924i,0.00090413-0.0010214i,-5.2082e-05+0.00087457i,-0.00058403+0.0012705i,-0.00025787+0.00055778i,-0.0001463+0.0008582i,-0.00033183+0.00015166i
0.00037402+0.0016132i,0.00083813+0.0015965i,0.0014657+0.001081i,0.00095928-0.00014286i,-0.00050466-0.0012564i,-0.0020705-0.001122i,-0.0025802+0.00012211i,-0.0019559+0.00091382i,-0.00089089+0.00066321i,-0.00010932+0.0002603i,0.00014919-0.00023424i,0.00022415-0.00043203i,0.00016822-0.00015529i,3.0978e-05-0.00056932i,1.7321e-05-0.001766i,1.7875e-05-0.0017536i,-0.00040114-0.0011639i,-0.0012194-0.00051064i,-0.0014644+0.0001182i,-0.00073749+3.0096e-06i,-0.00016063-6.904e-05i,0.00032251+0.00042203i,0.00041653+0.00098799i
0.00012766+0.00048557i,0.00081015-0.00020706i,0.0018912+0.00026179i,0.002323+0.00051701i,0.0015428-0.00051667i,0.00038497-0.0016839i,-0.0013394-0.0010324i,-0.0014423+0.00032199i,-4.5847e-05+0.00071077i,0.00047549-0.00013981i,0.00012653-0.000353i,0.00055972-8.2358e-05i,0.00086713+0.00019775i,0.00068824-0.00014846i,0.0010741-0.00082323i,0.0012644-0.00049481i,0.00061959+0.00055649i,-0.00037963+0.00095939i,-0.0014294+0.00058672i,-0.0013779+0.00042852i,-0.00054607+0.00066191i,-0.00031915+0.00043143i,-0.00034718+0.00015842i
-0.00027044+0.00059189i,-0.00081702-0.00024002i,-0.0015091+0.00061458i,-0.0019132+0.0016078i,-0.0016835+0.0013053i,-0.0014925+6.5316e-05i,-0.0011901-0.00010045i,-0.00062635+3.0799e-05i,5.1355e-05-0.00023029i,0.00055911+0.00049441i,0.0010257+0.00099856i,0.0010261+0.00064523i,0.00091414+0.00014041i,0.0007042+0.00010934i,0.0016836+0.00038086i,0.002099+0.00014289i,0.0011488-0.00065545i,0.00069731-0.00094901i,0.00055178-0.00098708i,-0.00044239-0.0011388i,-0.00044967-0.00020266i,-0.00010596+0.00028419i,0.00016275+0.00046456i
-0.00029732+0.00011138i,-8.7468e-05-0.00073203i,-0.0010885-0.00089857i,-0.0021072-6.4018e-05i,-0.0018086+0.00060327i,-0.0014532+0.00039885i,-0.0017712+0.00038145i,-0.0012641+0.0008726i,-0.00069795+0.0017427i,3.6539e-05+0.0015209i,0.00067888+0.00078237i,0.0011971+0.00054936i,0.0010116+0.00026852i,0.0016515+0.00050091i,0.0025573+0.0011504i,0.0017282+0.0014044i,0.0010179+0.00069842i,0.00054799-0.00030122i,-0.00038442-0.00059913i,-0.00029516+9.7355e-05i,0.00052033+0.0004737i,0.00026411+0.00023539i,-0.00047587+0.00014037i
0.00064215+0.00070197i,0.00072819+0.00067451i,0.0014725+0.00060166i,0.0015256-0.00015702i,0.00075129-0.00078247i,-0.00049154-0.00065108i,-0.0019321+2.656e-05i,-0.0016209-0.00026927i,0.00024353-0.00028279i,0.00020418-0.00018719i,-0.00016996-0.00026135i,0.00063153+0.00010599i,0.0009663+0.00052821i,0.00088762+0.0017142i,-5.4717e-05+0.0021085i,-0.00016987+0.0015419i,0.00063032+0.00062318i,0.00086353+0.00015547i,0.0010953-2.8222e-05i,0.00079352-0.00031911i,0.00015857-0.00018986i,-0.00016769-0.00051797i,5.361e-05-0.00067817i
-0.00028261-0.0022034i,-0.00048593-0.0016424i,-0.00057532-0.00048669i,-0.0005264+0.00073214i,-0.0010208+0.00088909i,-0.0018394+3.7198e-05i,-0.0025183+0.00048131i,-0.0020806+0.00090681i,-0.00052289+0.00091482i,-2.5369e-05+0.00062037i,0.00016772+0.00037801i,0.0003206+0.00043024i,-7.6184e-05+0.00049492i,-0.00093393+0.0016906i,-0.00084594+0.0023515i,-0.0004985+0.0018951i,-0.00010856+0.00099179i,0.0006815+0.00047472i,0.0007668+0.00038271i,0.00062219-0.00019863i,0.00018605-0.00036228i,-0.00024268-0.00046111i,-0.00027853-0.00041739i
0.0017867+0.001688i,0.0015413+0.00050976i,0.0013719-0.00034388i,0.00088986-0.00080991i,7.9397e-05-0.0011536i,-0.0016262-0.00067248i,-0.0031457-8.7676e-05i,-0.0018585+0.00038601i,-7.8834e-05+0.00061589i,4.8019e-05+0.00026805i,-0.00023038-3.8794e-05i,-0.00055654-0.00031991i,-0.00090754-0.00074867i,-0.0018119-0.00057878i,-0.0020743-0.00061397i,-0.0013377-0.00068967i,-0.0011423-0.00054522i,-0.00045261-0.00016996i,0.000857+0.00049137i,0.0012699+0.00011662i,0.00035186-0.00034315i,-0.0001566-0.00018105i,-0.00037474-0.00010717i
0.002403-6.4443e-05i,0.002453-0.0012099i,0.0022197-0.0025036i,0.00075867-0.0026332i,-0.00093603-0.0016012i,-0.0022694-0.00085368i,-0.001872-9.873e-05i,-0.00084239+0.00073884i,7.1642e-05+0.00017407i,0.00049603-0.00079414i,0.00028809-0.00036846i,0.00021046+0.00071195i,-0.00033745+0.00085471i,-0.00076645+0.0011441i,-0.00090621+0.0012785i,-0.00061734+0.00019594i,-0.00071689-0.0011688i,-0.00048342-0.0013615i,0.0004056-8.1314e-05i,0.0014765+0.00069573i,0.0019602-2.7364e-05i,0.0014848-0.00071154i,0.00085217-0.00022596i
0.0021397+0.0016445i,0.002002+0.0017713i,0.001443+0.0013072i,0.00073259+0.0004137i,0.00058764-0.00062697i,-0.00035203-0.0010422i,-0.0016104-0.00096413i,-0.001906-0.00042205i,-0.00093277-0.00034105i,0.00010793-0.00097153i,0.00016175-0.0010623i,0.00013339-0.00053797i,-3.0849e-05-0.00067323i,-0.00088061-0.0012484i,-0.0017895-0.0019448i,-0.0013675-0.0021204i,-0.00065075-0.0013131i,-0.0011625+0.00012274i,-0.0016271+0.0012338i,-0.0010115+0.0015963i,-0.00028259+0.0014263i,8.8971e-05+0.0010363i,0.00028238+0.00074668i
-0.00067808-0.0013962i,-0.00041904-0.002003i,-0.0014827-0.0010317i,-0.0028844+0.00041982i,-0.0023051+0.00015558i,-0.0014485+0.00027403i,-0.0017175+0.00015188i,-0.0010401+0.00020107i,-2.0325e-05+0.00015618i,0.00091605-0.00026405i,0.0015777-7.3592e-06i,0.0011433-0.00024659i,0.00025978-0.00090143i,0.00050899-0.0011483i,0.0010289-0.0010361i,0.00065282-0.0010498i,0.00063211-0.00085957i,2.0332e-05+0.00010592i,-0.0012738+0.00090878i,-0.00092393+0.001028i,-0.00039032+0.0001437i,-0.00036732-0.0001259i,-4.8163e-05+0.00028041i
0.0004722+0.00048268i,0.00022751+0.00074099i,-0.00016828-0.00024005i,-0.00013073-0.0012322i,-0.00035688-0.0017466i,-0.0011572-0.0010068i,-0.0022464-0.00028918i,-0.0017919-3.4646e-05i,-0.00071973+0.00036848i,-0.00040424+0.00084076i,-0.00038351+0.0008471i,-0.0004227-0.00039856i,2.8368e-05-0.0017329i,0.00026465-0.0020617i,0.0010671-0.0013535i,0.0011128-0.00034895i,0.00058275-1.8593e-05i,0.00082713-1.4609e-05i,0.00014019+7.7324e-06i,-0.00064815+0.00073049i,-0.00051214+0.0012727i,-0.00098486+0.0010625i,-0.0013417-0.00015521i
-0.0019399-0.00024589i,-0.0017188+0.00058431i,-0.0015641+0.0014427i,-0.00088948+0.0021197i,0.00011401+0.002039i,0.00013218+0.0015107i,-0.00070934+0.00096663i,-0.001016+0.00055935i,-0.00083733+0.00071511i,-0.00057004+0.0010668i,-4.4707e-05+0.0006342i,0.00090432+0.00021872i,0.0021032-0.00039079i,0.0039731-0.00041199i,0.0041165+0.00045681i,0.0024326+0.00059768i,0.00031732+1.1363e-05i,-0.00079333-0.00031588i,-0.00011027-0.00065778i,0.00028981-0.0012704i,-0.00023996-0.00065821i,-0.00027918+0.00012877i,0.00010568-0.00010077i
0.0014902+0.0020529i,0.0021316+0.0013267i,0.0019965+0.00017986i,0.00070318-0.00049i,-0.00068214-0.00057307i,-0.0023821-0.0011019i,-0.0030067-0.00026314i,-0.0014071+0.00082389i,0.00026495+0.00065868i,0.00083457-0.00039461i,0.0011834-0.00082073i,0.0012019-0.00046412i,0.00083834-0.00014233i,0.00070603+0.00013325i,0.00050152+0.00045993i,-0.00018249+0.00044852i,-0.00033545-0.00026685i,0.00029293-0.00084816i,0.00037414-0.0010233i,-0.00082204-0.00075654i,-0.00076363-0.00051274i,-0.00016042-0.00010262i,-0.0001506-6.2915e-06i
0.00093993-0.00055578i,-0.00021951-0.0010633i,-7.1097e-06-0.00097487i,-0.00055023-0.00073383i,-0.0014435-0.00029599i,-0.001679+0.00039443i,-0.0022649+0.00084962i,-0.0021829+0.00036303i,-0.0013158+0.00017302i,-0.00061757+0.00033517i,-0.00030126+0.00066432i,9.8271e-05+0.00050227i,-3.2818e-05+0.00023262i,-0.00013668+0.0014335i,-0.0002415+0.0019491i,-0.00050618+0.0013034i,-0.00048453+0.00040301i,-8.8617e-05+0.00050443i,0.00028615+0.00071208i,-1.4446e-05+0.0002352i,-0.0010634+0.00025989i,-0.0010144+0.00049685i,-0.00053242+0.00044073i
0.0010743-0.000665i,0.0013301-0.00065793i,0.0015314-0.00075997i,0.00050762-0.0011739i,-0.0011237-0.00071794i,-0.001941-0.00070613i,-0.0015098-0.0011584i,-0.00049892-0.0010177i,0.00011622-0.0007488i,0.00062372-0.00066556i,0.00046893-0.00061884i,1.79e-05-0.00035984i,0.00024864+0.0006679i,-0.00022222+0.001688i,-0.001288+0.0021604i,-0.0014336+0.0018528i,-0.00036993+0.0011135i,0.0013314+0.00057995i,0.0021556+1.3191e-05i,0.0013775-0.00010266i,0.00033903-7.65e-05i,-0.00013804-0.00055014i,-0.00067047-0.00083554i
