0.00051983+0.00018789i,0.00097698-0.00083564i,0.00015878-0.0010885i,-0.0010372-0.00095958i,-0.0018678+0.00013501i,-0.0025014+0.0012496i,-0.0029261+0.0018558i,-0.0024778+0.0014191i,-0.0011434+0.00070773i,0.00015329+9.5143e-05i,0.0013519-0.00072831i,0.00061469-0.00049117i,-0.00052876+0.00046841i,-0.00028655+0.00077613i,0.00024958-0.00013433i,0.00070007-0.00017317i,0.00089922+0.00095941i,-6.1926e-05+0.00082319i,-0.00078656-0.00027823i,-0.00031092-0.00033911i,-0.00010208-0.00011605i,-0.00019723-0.00028289i,-0.00046062+0.00015527i
0.0003812-0.0010157i,0.0020416-0.0014457i,0.0014195-0.0011577i,0.0013164-0.00078793i,0.0012384-0.00046518i,-0.00016178-0.0014493i,-0.0016049-0.0025036i,-0.0021862-0.0024862i,-0.002169-0.0022114i,-0.0014398-0.00098061i,-0.00065579-0.00022258i,3.8712e-05-0.00026033i,0.00010434-0.00044526i,-9.3658e-05-0.00018666i,-0.0001789-3.8779e-05i,-0.0003626-0.00033187i,-9.7855e-05-0.00036198i,0.00043113-0.00015956i,0.00068988+0.00032367i,0.00035098+0.00012905i,0.00037838-0.00059177i,0.00051783-0.00046233i,0.00070946-0.00054896i
0.0026969+0.0050413i,0.0037379+0.0017751i,0.003604-0.0010142i,0.0029513-0.0008265i,0.0016201-0.00054946i,-0.00014422-0.0016056i,-0.0012353-0.0016439i,-0.001354-0.00089889i,-0.0010708-0.00086201i,-0.00049282-0.00067089i,-6.7484e-06-0.00054856i,0.00041882-0.0012549i,0.00040935-0.00076538i,8.5049e-05+0.00040159i,0.00030458+0.00117i,0.00021538+0.00083448i,9.6537e-05+0.00019519i,-0.00022105+8.3965e-05i,-0.00020277+0.00038605i,0.00081171+0.001055i,0.0011347+0.0012367i,0.0010555+0.00082418i,0.00082566-4.7685e-05i
-0.0012292+0.00084695i,-0.00073011+0.00085536i,0.00010446+0.00064156i,8.7786e-05+0.00056653i,1.0946e-05+0.00095155i,0.00040778+0.00015161i,-6.6081e-05-0.0010586i,-0.0009977-0.00058555i,-0.0012759+0.00033154i,-0.00033095+0.0001927i,1.9722e-05-0.00054781i,-0.00048635-0.0013472i,-0.00075324-0.00071429i,-0.0010717+0.00033357i,-0.00019054+0.00048083i,0.00048043-0.0002064i,0.00067356-0.00024112i,0.0007747+0.00041045i,0.00059179+0.00075445i,0.00061656+0.00091504i,0.0010705+0.00038082i,0.00066742+0.00040991i,-0.00035771+0.00047232i
0.0021475-0.0026552i,0.0021206-0.0031679i,0.00080372-0.0042561i,-0.00044146-0.0038032i,-0.00062346-0.0019717i,1.3707e-05-0.00053724i,0.00037123-0.0010664i,0.00028814-0.0016481i,0.00012067-0.00089061i,-0.00049306+0.00013256i,-0.0010562+0.00051331i,-0.00080209+0.00030764i,-0.00036826+0.00028815i,5.6733e-05+0.00048905i,-0.00024048+0.00033087i,-0.00025276-0.00010611i,-4.608e-06+0.00012821i,-0.00047326+0.00029584i,-0.00056196-0.00018848i,-0.00042151-0.00023541i,-0.0006713-0.00017221i,-0.00051929-0.00021534i,-8.6347e-05+0.00016149i
0.0028647-0.00013427i,0.0045727-0.0017323i,0.0031548-0.0028244i,0.00059317-0.0022702i,-0.00091912-0.0014104i,-0.0015707-0.0016785i,-0.0017718-0.0022612i,-0.0012913-0.0019826i,-0.00070599-0.0015447i,0.00013806-0.0011417i,0.00018404-0.00034308i,-6.0874e-05-3.7374e-05i,-0.00036961-0.00023836i,-8.6173e-05+0.00010673i,-3.9349e-05+9.336e-05i,-0.00094+0.00010604i,-0.00094727+0.00057716i,-0.00048158+0.00030652i,-0.00052605-0.00046348i,-0.00040565-0.00030227i,-2.3934e-05+0.00051588i,0.00049158+0.00065294i,0.00090489+7.1549e-05i
0.0011559-0.00020528i,0.0011328-0.00045946i,0.0020542-0.0013425i,0.0009108-0.0017664i,-0.0012226-0.00066443i,-0.0018365+5.3702e-05i,-0.0019417+0.000157i,-0.0016264-0.00026323i,-0.001486-0.00066334i,-0.0010843-0.00020533i,-0.00053661+0.00060096i,-0.0008458+0.00029077i,-0.00092556-0.00054591i,-0.00061694-0.0005398i,-0.00055906-0.0005455i,-0.00092887-0.00031149i,-0.0012431-0.00026383i,-0.00034495+7.4579e-05i,8.0649e-05+0.0001079i,-0.00020532+0.00030334i,0.00053315+0.00041633i,0.00046105-4.4889e-05i,-0.00020144-0.00036622i
-0.0011251+0.00012705i,-0.00010601-0.00096971i,0.0011778-0.00058864i,0.0017193+4.5776e-05i,0.0004425+0.00060957i,-0.00081175+0.00058902i,-0.0003728-0.00027253i,0.000122-0.00047885i,-0.00058668-0.00019052i,-0.0011375-7.5644e-05i,-0.00043792-0.00032137i,-0.00014265-0.00028315i,-0.00074428+0.00044122i,-0.00083853+0.0008916i,-0.00060202+0.00072562i,0.00012455+0.00016288i,0.00067189-6.5329e-05i,0.00046871-0.00060964i,0.00053641-0.00085799i,0.0003637-0.00036232i,0.00011456-3.7385e-05i,-5.7042e-05+6.62e-05i,-0.00072209+0.00059005i
0.0021995+0.00077057i,0.0043243+0.0012736i,0.0043726+0.0012832i,0.0031243+0.00076301i,0.0019345+0.00041374i,0.0011988-5.2045e-05i,0.001185-0.00177i,0.00053413-0.002098i,-0.00080933-0.0011852i,0.0003009-0.00094821i,0.0019207-0.00060611i,0.0014566+0.00024417i,0.00026651+0.00087196i,-0.00061697+0.00077976i,-0.00061736+0.00056552i,-0.00022726+0.00063735i,-0.00029543+0.0009316i,-8.4248e-05+0.00082816i,0.00062412-0.00016948i,0.00038447-0.00091119i,0.00047231+0.00032234i,0.00013372+0.00088301i,-0.00014668+0.00093298i
-0.0013015+0.0026568i,-0.00040151+0.0019724i,0.0004802+0.0013912i,0.00084444+0.00146i,0.00085877+0.0010015i,0.00031209-0.00038511i,-0.00050754-0.0017137i,-0.0011886-0.0023446i,-0.0019274-0.0016371i,-0.0015222+0.00013463i,-8.5261e-05+0.0010454i,0.00065325-0.00016603i,0.0006928-0.0014624i,0.00052794-0.0011188i,0.00055948-0.00079144i,0.0001173-0.00058404i,-2.569e-05-0.00029712i,0.00030125-0.00022132i,0.00050752-0.00039455i,-0.00017213-0.00063686i,-0.00035344-0.00027873i,0.00023934+0.00030319i,0.00077445-0.00031301i
-0.0017601-8.6285e-05i,-0.0011477-0.00089749i,-0.00035114-0.00071447i,-0.00039379+0.00034974i,-0.00139+0.0015095i,-0.0019103+0.00059926i,-0.0021185-0.0012834i,-0.0019295-0.0020324i,-0.0015497-0.0014961i,-0.0016221-0.00068932i,-0.0004878-0.00069834i,0.0006482-0.00047072i,-0.00024257+2.2331e-05i,-0.0012424-9.5355e-05i,-0.00053275+0.00045666i,-0.00013948+0.0015007i,-0.00052085+0.0014727i,-0.00069684+0.0011131i,-0.00094822+0.00044671i,-0.00040892-2.9763e-06i,0.00043599+0.000106i,2.8358e-05+0.00031414i,-0.00048141+0.00021388i
-0.00066758+0.00040996i,0.0006452+0.00088637i,0.00097509+0.0010794i,0.00052964+0.00089974i,-0.00038104+0.00089112i,-0.00043498+0.00055415i,-0.0002704-0.00012973i,-0.00042442-0.00050226i,-0.00056545-0.000216i,-0.00043032+0.00026082i,1.2627e-05+0.00043885i,-0.00029053+3.3391e-05i,-0.00070523+0.00045405i,-0.0011289+0.00064952i,-0.0011338+0.00036926i,-0.00019695+0.00087818i,0.0004845+0.00056881i,6.355e-05-0.00025146i,-0.00029795-0.00067281i,0.00048049-0.0006575i,0.00060787-0.00072957i,-0.00025939-0.00061787i,-0.00081752-0.00042402i
0.0012331-0.00075359i,0.0014133-0.00046832i,0.0014616-0.00033621i,0.00068139-0.00028618i,6.3342e-05-0.0002956i,0.00024522-0.00033637i,0.00027981-0.0012498i,0.00011188-0.0015294i,1.7729e-05-0.0010846i,0.00029722-0.00026218i,0.00010764+0.00021769i,0.00012072-0.0004453i,0.00045477-0.0003443i,0.00025749+0.00015173i,-0.0002492+9.7835e-05i,-0.00046496+0.00034639i,-0.00033987+0.00047716i,-0.00078097-0.00013519i,-0.00059222-0.0006322i,0.000464-0.00014731i,0.00028868+0.00023881i,3.714e-05-0.00052111i,0.00012531-0.00040564i
0.0012836-0.00019982i,0.0018162-0.00060578i,0.0014692-0.0015501i,0.00071057-0.0018502i,-0.00056687-0.0014943i,-0.0014466-0.0013441i,-0.0014203-0.0018975i,-0.0015335-0.0020486i,-0.001512-0.0019723i,-0.0011337-0.0016621i,-0.0010339-0.001039i,-0.00077869-0.0010032i,-0.00046225-0.0014811i,-0.00090735-0.001089i,-0.0008006+1.35e-05i,-0.00044711+0.00061488i,-0.00078082+0.0006553i,-0.0007643+0.00039687i,-0.00048505-1.8956e-05i,-0.00034674-0.00023382i,-0.00025668-0.00086241i,-0.00077595-0.001418i,-0.00025811-0.0012213i
-0.00068455-0.00026675i,0.00053099-0.00063082i,0.00079698-0.0017806i,5.1089e-05-0.0019031i,-0.0015318-0.0010964i,-0.0023432-0.0012745i,-0.0020776-0.0013909i,-0.00208-0.00076665i,-0.0023328-0.00066139i,-0.0020363-0.0003291i,-0.0010271-0.00011582i,-0.00010284-0.00031928i,0.00019508-5.3377e-05i,-0.00056157+4.5221e-05i,-0.00144-0.00017736i,-0.0011635-0.00013579i,-0.00078365+0.00041625i,-0.00022491+0.00017139i,0.0001156+0.00028971i,-0.00034592+0.0005997i,-0.00010714-0.00037741i,0.00049544-0.00027077i,0.00016418+0.00010056i
-0.00030952+0.0023699i,0.001593+0.0021887i,0.002625+0.0021123i,0.0016876+0.0016641i,0.00029995+0.00077233i,3.3703e-05-0.00010156i,0.00023897-0.00018812i,0.00027496+3.8326e-05i,0.00018153+0.00011189i,0.00040639+0.0013505i,0.0013065+0.0014522i,0.0010317-0.00015044i,0.00017404-0.00064871i,2.8345e-05-0.00045258i,-0.00014556-1.2513e-05i,-0.00064487+0.00053421i,-0.0009631+0.00071288i,-2.2152e-05+0.00068497i,0.00086853+1.7987e-05i,0.00090384-0.00051195i,0.0011856+0.00014831i,0.0010361+0.00098094i,0.0002894+0.0012954i
0.0022067+0.00060578i,0.0018932-0.00061377i,0.0011718-0.0008572i,5.7731e-05-0.00063064i,-0.00017664-0.00059816i,0.0001996-0.00066263i,0.00051275-0.0017813i,0.00018534-0.0019944i,7.3142e-05-0.0012178i,0.00049508-2.3464e-05i,0.00091782+0.00050144i,0.00068741-0.00059285i,0.00026994-0.00075071i,-0.00033648-9.7257e-05i,-0.00080911-0.00023i,0.0002307-0.00054542i,0.00089664-0.00068421i,0.0011194-0.00087903i,0.0014205-0.00046592i,0.0011868+9.9288e-05i,0.0011833+0.00028635i,0.00090571+4.9522e-05i,6.4842e-05-6.9511e-05i
-9.6326e-05+0.0032985i,0.00079788+0.0021516i,0.0020495+0.0010477i,0.0036152+0.00019822i,0.0032599-0.00096651i,0.0011099-0.0013411i,-0.0014131-0.0019909i,-0.0024866-0.0026674i,-0.0024249-0.0024902i,-0.0013678-0.0016448i,-0.00044648-0.00053314i,-0.00026627-0.00055886i,-0.00033557-0.00065949i,-0.00041936+2.8523e-05i,-0.0001928+0.00055817i,0.00023692+0.00019732i,6.9425e-05-0.0010817i,-0.00040949-0.0012473i,-0.00041045-6.1596e-05i,0.00010895+0.00053343i,0.00033649+0.00032461i,-6.6887e-05+0.00010551i,0.00017391+0.00036149i
-9.9578e-05+0.00083528i,0.0007918+0.00015609i,0.002042-0.0003518i,0.0011854-0.00057332i,-0.00090021-0.00063564i,-0.0015869-1.8205e-05i,-0.0023957+0.00019277i,-0.0033312+5.9272e-05i,-0.0028046+4.7979e-05i,-0.001927+0.00028863i,-0.0012962+0.00065824i,-0.0011114+0.0011437i,-0.0014882+0.0012521i,-0.00079934+0.0008883i,0.00025626+0.00032462i,0.00038008-7.1504e-06i,-0.00045843+7.1761e-06i,-3.121e-05-0.00035692i,0.00092779-0.00036918i,0.00077189-8.2076e-06i,0.0003562+0.00050426i,-5.227e-05+0.00038416i,-0.00022001+0.00029112i
3.2639e-05-0.00096406i,9.4331e-05+0.00030338i,-0.0013581+0.00077816i,-0.0023292+0.00060924i,-0.0016014+0.00032562i,-0.0012475-0.00039978i,-0.00057586-0.00064868i,-4.7952e-05-0.00027676i,0.00014436-0.00075322i,0.00032322-0.00061074i,0.00043514+0.00020794i,0.00034303+0.00013784i,7.0707e-05-0.00043754i,-0.00013749-8.0657e-05i,-3.0298e-05+0.00080162i,-0.00022102+0.00114i,-0.00039299+0.0011088i,0.00035491+5.1366e-05i,0.00034273-0.0014905i,-0.00018112-0.0016383i,0.00052499-0.00042863i,0.00072155-0.00025301i,-0.00016441-0.0010887i
0.0011663+0.0010615i,0.0027312+3.8678e-05i,0.0033529-4.7321e-05i,0.0020813+0.00068611i,0.00038338+0.00053913i,-0.00085692-0.00083046i,-0.0010231-0.0024365i,-0.00073083-0.0036455i,-0.0011854-0.0034254i,-0.00054541-0.0015448i,0.00048653-0.00078702i,0.00064527-0.00089756i,0.00048939-0.00096936i,-0.00022514-0.00071946i,-8.2159e-05-0.00029105i,0.00028277-0.00064455i,0.00020016-0.00092394i,0.00020798-0.00033517i,-8.3546e-05+0.00058898i,-0.00042038+0.00010982i,-3.9593e-05-0.0012975i,-0.00078541-0.0015545i,-0.00089476-0.00053511i
0.0021652+0.00010167i,0.0023198-0.0012381i,0.0019968-0.0025216i,0.0013073-0.0019668i,-1.892e-05-0.0016162i,-0.0011861-0.0013192i,-0.0018395-0.0014435i,-0.0023494-0.0019112i,-0.0022129-0.0015061i,-0.0015617-0.00029024i,-0.00094623-0.00029211i,-1.7493e-05-0.00074223i,-1.5345e-05-0.00013749i,2.9312e-05+0.00077329i,-2.4666e-05+0.00081545i,3.7654e-05+0.00023155i,0.00026467+0.00045879i,-0.00051497-6.616e-05i,-0.00076124+7.9523e-05i,-0.00015646+0.00028381i,-0.00043451-0.00046609i,-0.000958-0.00097846i,-0.0003745-0.00072745i
-0.0014288-0.0012504i,0.00057315-0.0013664i,0.0011284-0.0024324i,0.00050791-0.0022665i,-0.00039282-0.00074083i,-0.0010537-0.00010112i,-0.0010094-0.00071894i,-0.00057336-0.00048089i,-0.0007405+0.0010053i,-0.00092142+0.0012691i,-0.00078838+0.00099481i,-0.0002727+0.0008683i,0.00033529-0.00014327i,-0.00030791-0.00043114i,-0.0011394-0.00012639i,-0.00073346+0.00043002i,-0.00016407+0.00065419i,0.0001968-0.00022261i,0.0010237-0.00030508i,0.0012601+0.00031204i,-5.7755e-05+0.00084617i,-0.00056986+0.001476i,-0.00027787+0.0015543i
6.6654e-05+0.0014894i,0.0012579+0.0025423i,0.0012741+0.0033335i,0.00036896+0.0028263i,-0.000257+0.0017159i,0.00015415+2.8138e-05i,-0.00029307-0.0011075i,0.00013398-0.0017991i,9.8573e-05-0.0014889i,-0.00066535-0.00056738i,0.00036198-0.00067571i,0.00087306-0.00086771i,-0.00038095-0.00066212i,-0.0013988-0.0012039i,-0.00083982-0.0009553i,0.00016698-5.1175e-05i,0.00018346-8.4392e-05i,0.00012156-0.0004798i,0.00025808-0.0002747i,0.00045218-0.00030004i,0.00052908-0.00061996i,0.00096553-0.0011181i,0.0011815-0.001006i
0.00029968+0.0013386i,0.0014579+0.00090175i,0.0018082-0.00053331i,0.0018539-0.0010196i,0.0013178+4.1162e-05i,0.00029071-0.00026367i,-0.00047212-0.00244i,-0.0012386-0.0035388i,-0.001178-0.0032354i,-0.00032931-0.0020205i,0.00066658-8.2689e-05i,0.00054001+0.00034713i,-0.00035764+0.00017869i,-0.00046545+0.00034968i,8.4382e-05+3.4629e-05i,0.00060814-0.00044263i,0.00069832+0.0004102i,0.00060977+0.0010978i,0.00083083+0.00068381i,0.00044087+0.00046378i,0.0004533+0.00012288i,0.00039182-0.00054073i,0.00071462-0.00085129i
-0.00042295+0.0012072i,0.0012707+0.00028983i,0.0027078+0.00015539i,0.0025576+0.00083678i,0.0016884+0.00054207i,0.00086169-0.00033792i,-0.00094019-0.00096874i,-0.0027117-0.001131i,-0.0026485-0.0012544i,-0.0011038-0.00091329i,5.2959e-05-0.00046069i,0.00070741-0.00086453i,0.0010833-0.00051123i,0.0009631-0.00025313i,0.00070152-0.00062306i,0.00075313-0.00062655i,0.0005529+0.00019044i,-2.4978e-06+0.00080988i,-7.587e-05+0.00033593i,0.00016926-0.00012207i,8.823e-06-0.00038477i,-0.00043451-0.00054201i,-0.00027161+5.2367e-05i
0.00024695-0.0025094i,5.6534e-05-0.0017602i,-0.00039894-0.0015884i,-0.0013004-0.001732i,-0.0016709-0.001109i,-0.0010746-0.00063668i,0.00018654-0.00057197i,0.0010552-9.9102e-05i,0.00033635+0.00041383i,-0.0011282+0.00089258i,-0.0017516+0.0017525i,-0.00075169+0.0012701i,-0.00032697-0.00030161i,-0.00051442-0.00018304i,2.4447e-05-4.8832e-05i,0.00035895-0.00070376i,0.00050726-0.00081304i,0.00040847-0.00036864i,0.0005806+0.00014321i,0.00059047+0.00067054i,0.0003825+0.00077473i,0.00063708+0.00044574i,0.00036463+0.00022135i
-0.0012049+0.0041651i,1.8456e-05+0.0050258i,0.00045304+0.0037223i,0.0005638+0.0015589i,0.00016088+0.00032088i,-0.00070358-0.00040695i,-0.00070082-0.0014374i,-0.00050934-0.0018189i,-0.00061666-0.0020504i,-0.0004614-0.0011883i,0.00016885-0.00032106i,0.00080931-0.00031688i,0.00049597-0.00050518i,-0.00023404-0.0001923i,0.0002169+0.00056106i,0.00095889+0.00045645i,0.0008294-2.4326e-05i,-4.2914e-05+6.627e-05i,-0.00014558-0.0001195i,0.00034489-0.00037368i,0.00044895-0.0005793i,0.00041654-0.0002912i,0.00061771+0.00041562i
0.00053868+0.001602i,0.0024086+0.00083352i,0.00387-0.0015672i,0.0024065-0.0012201i,0.00073382-0.00026176i,-0.00049152-0.00073699i,-0.0016314-0.0017742i,-0.0020959-0.0027497i,-0.0014814-0.0021425i,-0.00081117-0.0010171i,-0.0005867-0.00088793i,-0.00039345-0.0011342i,-0.00063725-0.00074418i,-0.0003299-0.00066238i,0.0001707-0.00070086i,-5.816e-06+2.7018e-05i,-0.00042128-0.00028708i,-0.00093743-0.0014231i,-0.00036799-0.0013157i,0.00053255-0.00050429i,0.00091776+5.4419e-05i,0.00041931-5.8701e-05i,9.8946e-06-0.00055107i
0.0024392-0.0012149i,0.0034242-0.0025881i,0.004942-0.0032404i,0.0036175-0.0030963i,0.0016149-0.0022836i,0.00018443-0.00080333i,-0.0014753-0.00069505i,-0.0018899-0.0012947i,-0.001665-0.0010043i,-0.001133-5.206e-05i,0.00027913+0.00023678i,0.00049118-0.00054522i,-4.5518e-05-0.0001051i,-6.8252e-05+0.00096153i,-0.00017457+0.0010358i,-0.00055546+0.00058142i,-0.00023334-0.00010868i,0.00045829-4.9355e-05i,0.00053451+0.00042165i,4.0722e-05+0.00045391i,-0.00023192+0.00059876i,-0.00032057+0.00067631i,-0.00025032+0.00015791i
0.0023042+0.0012028i,0.0020224+0.0011288i,0.0016507+0.00052751i,-7.7129e-07-0.00074939i,-0.00086388-0.0014292i,-0.00016676-0.0015515i,-9.0527e-05-0.0017843i,-0.00019523-0.0011828i,5.361e-05+0.00023322i,6.8339e-05+0.00044803i,0.00057835+3.928e-05i,0.00091373-0.00012308i,0.00040874-0.00031378i,-5.7534e-05-0.00023076i,9.9498e-05+0.00010214i,0.00042453+0.00037701i,0.00013823+0.0007942i,0.00027039+0.001031i,0.00096035+0.00099367i,0.0012631+0.00039686i,0.0010985-5.6752e-05i,0.0010878+0.00092048i,0.00097143+0.001798i
0.0014689+0.0020948i,0.0033157+0.0015135i,0.0032982+1.0118e-05i,0.00084812-0.00089242i,-0.00025224-0.0012157i,-0.0010266-0.0011745i,-0.0010275-0.0015393i,9.0729e-05-0.0018532i,4.605e-05-0.0015372i,-0.00056231-0.00048419i,-0.00071678-2.4374e-05i,0.00017464+0.0002902i,0.00011889+0.00014315i,-0.00077444-0.00041177i,-0.0012089-0.00098809i,-0.00034087-0.0008342i,0.00058941+0.00010716i,0.00035716+0.0003444i,0.0011437+0.00016268i,0.0017392+1.4232e-06i,0.0012055-0.00084008i,0.00017848-0.0010593i,-6.8814e-05-0.00032409i
-1.7024e-05+0.00057826i,0.0022278+0.00069346i,0.00364-0.00073156i,0.0023189-0.00068868i,0.00059033+4.111e-05i,-0.00043274-0.00035197i,-0.0012236-0.00097453i,-0.0014282-0.0010112i,-0.00095029-0.00089079i,-0.00065912-0.0004378i,-0.00080239-0.00062514i,-0.0005528-0.00071749i,-0.00037005+8.9756e-05i,-0.00018889+0.00075472i,-0.00031845+0.00077125i,-0.0013094+0.00012353i,-0.0020191-0.00019841i,-0.0020764-0.00047492i,-0.0015814-0.00056695i,-0.00018031-0.00035448i,0.00040286-5.6961e-06i,0.00042945+0.00018683i,0.00020785+7.7322e-05i
0.00069401-0.00020899i,0.0008906-0.00027152i,0.0012958-0.00060649i,0.0013036-0.0017313i,0.00069384-0.0012244i,-0.00038014-0.0011636i,-0.0013771-0.001448i,-0.0016778-0.0011398i,-0.0012931-0.00095758i,-0.00086547-0.00072103i,-0.00020068-0.00055665i,-8.8231e-05-0.00016235i,-0.00033489+0.00022308i,0.00012837+0.00042893i,0.0011518+0.0011058i,0.0015329+0.0011592i,0.0013987+0.0020162i,0.00083361+0.0024293i,0.00036303+0.0019833i,0.00037164+0.0014989i,-0.00026398+0.00068274i,-0.00075667-2.2001e-05i,-0.0011143-0.00019859i
0.0017796+0.0023337i,0.0032533+0.0026803i,0.0030991+0.0027518i,0.0022073+0.0018244i,0.0015272+0.00038659i,0.00089634-0.00074913i,-0.00021967-0.0017766i,-0.00077453-0.0022816i,-0.00060963-0.0016314i,-0.00036335-0.00071257i,1.7739e-05-8.7953e-05i,0.00011386+8.4463e-05i,0.00045717-0.00023299i,0.00062132-0.00018523i,0.00073633+0.00011529i,0.00042634-3.0223e-05i,-0.00024759+0.0001197i,0.00013096+0.00046179i,0.00028861+0.00033137i,-5.3781e-05+0.00026627i,1.1213e-05+3.6657e-05i,0.00047778-0.00058878i,0.00047666-0.00060949i
-0.0018994+0.0026367i,0.00096591+0.0021761i,0.0033379+0.0028972i,0.0032557+0.0035819i,0.00099693+0.0024791i,-0.00098729+0.00051268i,-0.00060689-0.0010708i,-4.5396e-05-0.0014505i,-0.00033121-0.001238i,7.3059e-05-0.00055609i,0.001475+6.0393e-05i,0.0018101-4.2904e-05i,0.00026793-0.00032527i,-0.0011482-9.1445e-05i,-0.0011375+0.00040986i,-0.00033708+0.00015033i,-0.00015353-0.00033675i,-0.00022791+0.00019404i,0.00027801+0.00019682i,0.0010752-0.00076764i,0.0011853-0.00078169i,0.00028529-0.00043063i,0.00019599-0.00032912i
0.00014439+0.00056034i,0.0013997+0.00065481i,0.0012692-0.00033356i,0.0011218-0.0010975i,0.00027239-5.3802e-05i,-0.00030127-0.00061695i,-0.00062245-0.0015518i,-0.0010492-0.001198i,-0.0014106-0.00054302i,-0.00097486+0.00034786i,-0.00043027-3.9028e-05i,-0.00023846-0.00041011i,-5.1015e-05-3.0618e-05i,-4.2071e-05+0.00071044i,-2.4716e-06+0.00052128i,-0.00040121-0.00053009i,-0.0008413-5.7143e-06i,-0.0002434+0.00058296i,-0.0001708+0.00068006i,-0.00068461+0.00072695i,-0.00091034+0.00018004i,-0.00074006-0.00047205i,-0.00060505-0.0014025i
0.0022528-5.0681e-05i,0.0012506-0.00022455i,-0.0008916-0.00011667i,-0.0014751+0.00051678i,-0.0015413+0.0012203i,-0.0010079+0.00042008i,-0.00026846-0.0011709i,-0.0012072-0.0022109i,-0.0021134-0.0023142i,-0.0017317-0.0012637i,-0.00087463-0.00045219i,-0.00025349-0.00092637i,-0.0003481-0.0010431i,-0.0001296-0.00023316i,-8.7833e-05+0.00025104i,-0.00063814+0.00014704i,-0.00066594+0.00020485i,9.8279e-05+0.00060865i,0.00099757+0.0011506i,0.00079781+0.0017557i,0.00040812+0.0015947i,-0.00012067+0.0012071i,-0.00017698+0.00040251i
-0.0010095+0.00063531i,0.00084799+0.00098401i,0.0018258+0.001376i,0.0013647+0.0014793i,0.00076649+3.0926e-07i,4.0306e-05-0.0012492i,-0.0010945-0.0020167i,-0.0015638-0.002256i,-0.0016349-0.0018637i,-0.0010489-0.0011033i,-0.0003176-0.00058623i,0.00039185-0.000649i,0.00079049-0.00058082i,-0.00025665-4.1836e-05i,-0.00014373+0.00040962i,0.00045348+0.0002808i,0.00047177+0.00039121i,0.00052655+0.00052553i,0.00028113+0.00029118i,0.00047937+9.6227e-05i,0.00091377+0.00026709i,0.00011908+0.00069029i,-0.00051258+0.00092369i
-0.0016995-0.0011845i,0.00086781-0.0013059i,0.0020638-0.0024138i,0.00036974-0.0023949i,-0.00047747-0.0014274i,-0.00018839-0.000801i,-0.00073239-0.00097938i,-0.00078108-0.0018617i,1.1599e-05-0.0015084i,0.00031968-1.7063e-05i,0.00070051+0.0006511i,0.00064025-0.00026566i,0.00032718-0.0015005i,0.00016366-0.0010404i,-0.00025539-0.00027722i,-0.00065594-0.00037156i,-0.00094571-0.00091657i,-0.0013305-0.001035i,-0.001191-0.00056412i,-0.00073602-0.0010277i,0.00043989-0.0013715i,0.00085577-0.00097796i,0.00065136-0.00017211i
0.00071537+0.00065869i,3.7919e-05-0.0004785i,-0.00062227-0.0018554i,-0.00095865-0.0016565i,-0.0016213-0.0011046i,-0.0013099-0.00069926i,-0.00096091-0.00076755i,-0.00080768-0.00094187i,-0.00023836-0.00034735i,0.00033669+0.00029219i,0.0008986+0.00019433i,0.00048291-0.0005718i,-0.00029472-0.00039548i,-0.00058646+0.00069105i,-0.00037818+0.00091516i,-0.00071733+0.00030249i,-0.00076356+0.00010257i,0.00031376+0.00056725i,0.00080096+0.0010176i,0.00070026+0.00045243i,0.00090519-0.00085051i,0.00072812-0.0010983i,0.00033789-0.00077532i
0.0033878+0.0016493i,0.003299+0.001049i,0.0021599-4.7777e-05i,0.0006651-0.00039382i,-0.00043045-0.00059538i,-0.0010335-0.00055025i,-0.001111-0.00069105i,-0.0010007-0.0011155i,-0.00096231-0.0015763i,-0.0018812-0.001674i,-0.0017704-0.0011311i,-0.00092818+0.00013636i,-0.00053139+0.00049087i,-7.8323e-05+0.00049271i,0.00014593+0.0013775i,-4.2727e-05+0.0021777i,-0.00055336+0.0018663i,-3.1959e-05+0.00094873i,0.0006328+0.0011239i,0.00068904+0.0015373i,0.00066293+0.00084281i,-0.00092876+0.00037122i,-0.002078+0.00027106i
-0.00047996+0.002143i,0.0028253+0.0016165i,0.0047791+0.0025129i,0.0040314+0.0024866i,0.0020959+0.0012217i,5.4446e-05-0.00040207i,-0.0023062-0.002463i,-0.0030529-0.0031068i,-0.0017666-0.0023877i,-0.00073155-0.00027403i,-0.00039129+0.00070642i,-0.00025295-0.00019299i,6.2232e-05-0.00056074i,-1.1998e-05-0.00049486i,-0.00054676-2.7838e-05i,-0.00075734-0.00017898i,-0.00014503-0.00068912i,-7.1195e-05-0.00053327i,2.0436e-05-0.00086674i,0.0010931-0.00072651i,0.0010188+0.00025889i,0.00056512+0.0010522i,0.00036166+0.0015086i
-0.00031095+0.00085111i,0.00088384-0.00013881i,0.0027049-0.0016355i,0.0033951-0.0018233i,0.0011407-0.002059i,-0.00099421-0.0024317i,-0.0012397-0.0017843i,-0.0017768-0.0016616i,-0.001818-0.0020131i,-0.00018732-0.0019372i,0.0014021-0.0015813i,0.0011285-0.0010195i,0.00017326-0.0010127i,-0.00053533-0.00051594i,-0.0013543-0.00024794i,-0.00093604-0.00018004i,-0.0010526+0.00065307i,-0.0015605+0.00086686i,-0.0016038+0.00052843i,-0.0012862-0.00018898i,-0.00028311-0.00090375i,0.00054017-0.0006549i,0.00034779-0.00062577i
