0.00051983+0.00018789i,0.00097698-0.00083564i,0.00015878-0.0010885i,-0.0010372-0.00095958i,-0.0018678+0.00013501i,-0.0025014+0.0012496i,-0.0029261+0.0018558i,-0.0024778+0.0014191i,-0.0011434+0.00070773i,0.00015329+9.5143e-05i,0.0013519-0.00072831i,0.00061469-0.00049117i,-0.00052876+0.00046841i,-0.00028655+0.00077613i,0.00024958-0.00013433i,0.00070007-0.00017317i,0.00089922+0.00095941i,-6.1926e-05+0.00082319i,-0.00078656-0.00027823i,-0.00031092-0.00033911i,-0.00010208-0.00011605i,-0.00019723-0.00028289i,-0.00046062+0.00015527i
0.18649+0.18132i,0.27415+0.36706i,0.19129+0.36198i,0.021866+0.11511i,-0.062832-0.087006i,-0.058034-0.10835i,-0.034552-0.064892i,-0.025909-0.029616i,-0.021432-0.0075218i,-0.012593+0.0008838i,-0.0053182-0.00060521i,-0.0042463-0.0058384i,-0.0083959-0.0083652i,-0.011054-0.0048073i,-0.0088405+0.0040797i,-0.0025862+0.013494i,0.004184+0.018358i,0.0064934+0.016009i,0.004033+0.010804i,0.0019187+0.0076821i,0.00096191+0.0020272i,-0.0028557-0.0062719i,-0.0066121-0.0097244i
-0.26736+0.079762i,-0.43238+0.035562i,-0.3668-0.029199i,-0.095636+0.00030088i,0.089068+0.069894i,0.10105+0.083562i,0.060949+0.063718i,0.038318+0.038164i,0.027555+0.01169i,0.01885-0.0045023i,0.013357-0.0068921i,0.013704-0.0049656i,0.016086-0.0064845i,0.015642-0.0088143i,0.0086091-0.012402i,-0.0020798-0.015686i,-0.0080994-0.01344i,-0.007229-0.0071852i,-0.0068934-0.0030306i,-0.0084894-0.0016176i,-0.0037977+0.00045368i,0.0067653+0.00026227i,0.012907-0.0032407i
0.10639-0.21523i,0.21059-0.31605i,0.20713-0.24851i,0.034954-0.093099i,-0.11651-0.0096193i,-0.1317-0.0028883i,-0.090543-0.011463i,-0.056397-0.0055625i,-0.027653+0.0062523i,-0.006264+0.0088724i,-0.001062+0.0065928i,-0.0030849+0.0078316i,-0.0031039+0.010456i,-0.002059+0.011512i,0.003754+0.011807i,0.012875+0.0092247i,0.014678+0.0036384i,0.007504+0.00030109i,0.0030122+0.00014676i,0.0056187-0.0004514i,0.0038672+0.00090092i,-0.0016917+0.0082064i,-0.0029166+0.013689i
0.11575+0.13517i,0.11745+0.26778i,0.070484+0.25296i,0.079122+0.068035i,0.12427-0.076725i,0.11913-0.091075i,0.08385-0.057588i,0.047766-0.035651i,0.018453-0.018859i,0.0055607-0.0056768i,0.00018957-0.0020962i,-0.005108+0.001325i,-0.0049285+0.0042525i,-0.0038344+0.001255i,-0.0084024+0.00017217i,-0.015216+0.0040425i,-0.016134+0.0048937i,-0.0089812-0.00073376i,-0.0043223-0.0039615i,-0.00463+0.00015831i,-0.0049915+0.002218i,-0.0067182-0.0024107i,-0.0076039-0.006298i
-0.16369-0.011783i,-0.25609-0.08441i,-0.23415-0.10158i,-0.13312+0.01687i,-0.061403+0.12872i,-0.035653+0.13442i,-0.025459+0.096955i,-0.013421+0.064864i,-0.0065769+0.040518i,-0.0034749+0.025034i,9.4514e-05+0.014177i,-0.0014515+0.0048296i,-0.0018791+0.0034942i,0.0045248+0.0052519i,0.0093846-0.00031644i,0.0078472-0.009904i,0.0057797-0.01142i,0.0070824-0.0043624i,0.0064514-0.0019817i,0.00013277-0.0074482i,-0.0047788-0.0098919i,-0.0020331-0.0057712i,0.0027365-0.0008477i
0.093188-0.062075i,0.19818-0.088763i,0.20966-0.08306i,0.080968-0.09729i,-0.036009-0.11445i,-0.056919-0.094213i,-0.041394-0.059789i,-0.031142-0.034026i,-0.026081-0.021441i,-0.023949-0.013943i,-0.017779-0.0069243i,-0.0070027-0.0063848i,-0.002215-0.0084499i,-0.0047309-0.0047488i,-0.0032007+0.0035116i,0.0025501+0.010674i,0.0033584+0.012266i,-0.0022404+0.010227i,-0.00302+0.0097978i,0.0053387+0.0082518i,0.011472+0.0025874i,0.0062125-0.0022145i,-0.0022175-0.0026936i
-0.00080727+0.11078i,-0.057879+0.20514i,-0.081949+0.2232i,-0.001647+0.15818i,0.081783+0.095316i,0.08276+0.061895i,0.050354+0.042908i,0.03303+0.025209i,0.028166+0.0076013i,0.022298-0.0067295i,0.013555-0.012166i,0.0077614-0.0079322i,0.0055691-0.003845i,0.0030827-0.0054259i,-0.001906-0.00678i,-0.006589-0.0063727i,-0.0056569-0.0072456i,-0.0014723-0.010078i,-0.0018717-0.010011i,-0.0063871-0.0017638i,-0.0059437+0.0086117i,0.0001258+0.0099389i,0.004005+0.0042753i
-0.086632-0.10693i,-0.13174-0.21154i,-0.13505-0.24148i,-0.12533-0.14991i,-0.11535-0.050704i,-0.089423-0.014685i,-0.060227-0.0081085i,-0.040834+0.0025005i,-0.024984+0.015077i,-0.0084171+0.019593i,0.0024327+0.015877i,0.0036689+0.011129i,0.0023429+0.0083926i,0.0038895+0.0074445i,0.0057047+0.0061631i,0.0075439+0.0037192i,0.0096214+0.0035404i,0.0098773+0.0048664i,0.0085633+0.00072598i,0.0038766-0.0092886i,-0.0036327-0.015841i,-0.0082262-0.012098i,-0.0075997-0.0046175i
0.10259-0.016042i,0.20871+0.0061325i,0.24882+0.029506i,0.19283-0.0031363i,0.12031-0.048076i,0.079439-0.051654i,0.054826-0.038953i,0.030005-0.034486i,0.0094879-0.030318i,-0.0038023-0.020486i,-0.011332-0.0081377i,-0.01015+0.0020501i,-0.003072+0.0056219i,0.00082169+0.0027161i,-0.00090987-0.00054225i,-0.0058273+0.0014207i,-0.010461+0.0059828i,-0.011878+0.0068827i,-0.0094113+0.0058024i,-0.0016362+0.0066597i,0.0085742+0.0070438i,0.013768+0.0032254i,0.012076-0.0011933i
-0.031071+0.10799i,-0.10777+0.16739i,-0.16487+0.1666i,-0.13575+0.13478i,-0.070266+0.1122i,-0.033212+0.08739i,-0.015546+0.06233i,0.0037193+0.043908i,0.016088+0.02883i,0.016963+0.011864i,0.0093862-0.0054785i,-0.0027348-0.011364i,-0.0068598-0.005619i,-0.00098192-0.0010747i,0.0053938-0.0037997i,0.0062743-0.011699i,0.0025788-0.016376i,0.00072299-0.0132i,0.0012338-0.0079396i,-0.0031057-0.0037012i,-0.012705+0.0020939i,-0.017445+0.0089185i,-0.013457+0.010933i
-0.035573-0.07371i,-0.038842-0.15272i,-0.0042581-0.19228i,0.013414-0.15766i,-0.0060486-0.098778i,-0.024317-0.052177i,-0.027786-0.018082i,-0.028215+0.0032041i,-0.027559+0.01483i,-0.017629+0.020096i,-0.0008308+0.015636i,0.0083503+0.0037163i,0.0052042-0.0021312i,-0.00099635+0.0028128i,-0.0011169+0.0090093i,0.0051257+0.010168i,0.0095299+0.0074494i,0.0090965+0.004599i,0.0078549+0.0024941i,0.010449-0.0027748i,0.014466-0.014013i,0.012486-0.022847i,0.0056276-0.019985i
0.052723-0.020069i,0.091218+0.027745i,0.095873+0.10203i,0.075115+0.11666i,0.054523+0.069341i,0.033038+0.03141i,0.014072+0.016304i,0.0058443+0.0017362i,0.0016203-0.010751i,-0.0052442-0.010845i,-0.0096002+4.5633e-05i,-0.0055826+0.0091763i,-0.00072585+0.0086113i,-0.0028615+0.0040168i,-0.0076839+0.0033271i,-0.010172+0.006424i,-0.0095162+0.0079755i,-0.006799+0.0053764i,-0.0051528+0.002348i,-0.004385+0.005893i,0.0014428+0.017329i,0.010599+0.02581i,0.014473+0.021822i
-0.032672+0.028289i,-0.090089+0.0093255i,-0.14333-0.038237i,-0.13759-0.059894i,-0.085545-0.038998i,-0.038612-0.022722i,-0.01568-0.0174i,-0.0047349-0.0052821i,0.0040968+0.0043574i,0.0085505+0.00074596i,0.0048132-0.0082404i,-0.0019002-0.0083507i,-0.0037233-0.0041521i,-0.001077-0.0046946i,0.00094749-0.0073548i,0.0030869-0.0070744i,0.0057073-0.0050075i,0.0046546-0.0047765i,0.00077993-0.0042779i,-0.0045782-0.0043116i,-0.015575-0.0076391i,-0.026651-0.0090557i,-0.026604-0.0059288i
0.018178-0.010723i,0.064548-0.041576i,0.11792-0.056862i,0.11958-0.037673i,0.075648-0.013469i,0.041018-0.001528i,0.02185+0.00039096i,0.0025138-0.0022974i,-0.010106-0.0013701i,-0.0075021+0.0022926i,0.0013425+0.0026723i,0.0046259+0.00071502i,0.0040338-7.4276e-05i,0.0046655-0.00092606i,0.0046493-0.0034145i,0.0018464-0.0022016i,0.001393+0.0034185i,0.0039549+0.0049176i,0.0039558+0.0025514i,0.0046032+0.0014072i,0.012099-0.00070524i,0.020367-0.0065264i,0.019028-0.011273i
0.014762+0.025264i,-0.0056683+0.075993i,-0.041593+0.11506i,-0.059393+0.10039i,-0.046337+0.057999i,-0.032056+0.033955i,-0.02152+0.025336i,-0.0068256+0.015203i,0.0037298+0.0023718i,0.0023595-0.0045826i,-0.0051593-0.0028059i,-0.0078917+0.00034116i,-0.0052964+0.0022531i,-0.0012954+0.002678i,0.0017258-0.00052054i,-0.0018608-0.0071765i,-0.01011-0.0094188i,-0.012445-0.0033963i,-0.0070431+0.00027926i,-0.0042725-0.0027314i,-0.0098602+0.00054933i,-0.014142+0.01253i,-0.0094191+0.018078i
-0.044941-0.037503i,-0.070628-0.076357i,-0.059632-0.11455i,-0.017845-0.11009i,0.0039701-0.065425i,0.0022513-0.02531i,0.00013286-0.0022421i,0.0017114+0.010758i,0.0063496+0.014922i,0.0098273+0.0094149i,0.0086625-0.0006427i,0.006806-0.0041493i,0.006869-0.00091994i,0.0065534+0.0032949i,0.0075658+0.0072689i,0.011793+0.0055499i,0.012877-0.0019668i,0.0054976-0.0086428i,-0.0012013-0.0081071i,0.0026129-0.004988i,0.0089244-0.0119i,0.0063967-0.02223i,0.00032855-0.021749i
0.029792-0.020419i,0.072066-0.021193i,0.092882+0.015119i,0.066422+0.048844i,0.028817+0.03769i,0.0074087+0.012683i,-0.0046095+0.0019068i,-0.013187+0.00031116i,-0.016777+0.0048446i,-0.010693+0.011065i,0.00050202+0.012162i,0.0054455+0.010252i,0.0022502+0.0091406i,-0.0022913+0.0092016i,-0.0042711+0.011543i,-0.0036808+0.01569i,0.0013674+0.015696i,0.0087748+0.0090812i,0.0085386+0.0010078i,0.00065702+0.0019681i,-0.0014323+0.01322i,0.0063075+0.022005i,0.010907+0.01995i
0.017741+0.043838i,-0.0094196+0.059893i,-0.05969+0.043184i,-0.076187+0.0066033i,-0.042369-0.011031i,-0.0062138-0.015672i,0.0052868-0.019581i,0.00052198-0.017859i,-0.0054258-0.014598i,-0.010335-0.010218i,-0.013276-0.0032506i,-0.012399+0.00022506i,-0.01009-0.0036851i,-0.0096405-0.009577i,-0.01088-0.012404i,-0.010858-0.012843i,-0.0092501-0.010236i,-0.0068846-0.0016618i,-0.0015382+0.0042045i,0.0025476-0.0018088i,-0.0038614-0.01263i,-0.016652-0.016193i,-0.020687-0.011125i
-0.018317-0.003231i,-0.023465-0.019115i,0.0082832-0.034991i,0.041601-0.024648i,0.033786+0.0018096i,0.016714+0.021053i,0.012482+0.024737i,0.013397+0.016505i,0.01332+0.0067373i,0.0095258-0.0040903i,0.0024516-0.011879i,-0.0031967-0.0098056i,-0.00059016-0.0047926i,0.0062815-0.0045178i,0.009584-0.0068289i,0.0090348-0.0055661i,0.0072423-0.003569i,0.0027731-0.0045366i,-0.0039638-0.0024574i,-0.0029673+0.0061422i,0.010077+0.011938i,0.022936+0.0063707i,0.022202-0.0019584i
-0.0084965-0.029594i,-0.006796-0.019097i,-0.013585+0.013327i,-0.026343+0.028984i,-0.026628+0.016177i,-0.024288+0.0076813i,-0.019753+0.013257i,-0.0085951+0.017688i,-0.00049301+0.013044i,0.003688+0.0072319i,0.0070101+0.0045719i,0.006726+0.0020674i,0.0037053+0.0021812i,0.0022359+0.0072473i,0.0021189+0.010731i,-0.0012622+0.0093152i,-0.0046792+0.0078794i,-0.001121+0.0057427i,0.0017849-0.0014521i,-0.007425-0.0080091i,-0.023116-0.004228i,-0.028998+0.0063698i,-0.022055+0.010174i
-0.0012122-0.0052251i,-0.0051749-0.022829i,-0.013241-0.046246i,-0.0064789-0.05191i,0.0053042-0.032234i,0.0050813-0.012989i,-0.0023313-0.0036392i,-0.0071962+0.0014748i,-0.0053225+0.0033004i,-0.0015874+0.0030239i,-0.00037598+0.0034111i,0.0018014+0.0037376i,0.0053667+0.0022989i,0.0054455+0.00081659i,0.0042844-0.00025222i,0.0050732-0.0030268i,0.0039873-0.006409i,-0.0010357-0.0048538i,-0.0011693+0.0010181i,0.0097309-0.00044675i,0.022401-0.013829i,0.023634-0.025649i,0.01655-0.023941i
0.019902+0.012833i,0.030591+0.0123i,0.03957+0.020448i,0.031647+0.031596i,0.0094228+0.023492i,-0.0055833+0.0059793i,-0.011733-0.0029209i,-0.013207-0.0012606i,-0.0092543+0.0050454i,-0.0018003+0.006972i,0.0012324+0.0011056i,-0.0013324-0.0020577i,-0.0032394+0.0021905i,-0.0012166+0.0050541i,0.0017276+0.005513i,0.0037891+0.0063555i,0.0052641+0.0051584i,0.0044113-0.00012327i,-0.00066555-0.0030143i,-0.0072822+0.0064068i,-0.0077468+0.025864i,-0.0014233+0.038316i,0.0039872+0.034939i
0.0055498+0.013636i,-0.0055065+0.024671i,-0.024165+0.020742i,-0.032013+0.0017266i,-0.01574-0.0075662i,0.003939-0.0087536i,0.0084544-0.010315i,0.00084509-0.0095918i,-0.0082834-0.0047564i,-0.0097794+0.0015331i,-0.0045204+0.0057064i,-0.001221+0.0047305i,-0.0037965-0.00077601i,-0.0095835-0.0040959i,-0.014095-0.0034122i,-0.013773-0.0019438i,-0.01076+0.0006885i,-0.0042877+0.0027728i,0.0039542-0.00011771i,0.0016411-0.012774i,-0.011592-0.029322i,-0.023605-0.035108i,-0.02534-0.025984i
-0.021614-0.010882i,-0.025724-0.018279i,-0.009592-0.024021i,0.011708-0.019193i,0.013294-0.0040801i,0.0072641+0.010851i,0.0087575+0.01355i,0.010755+0.0027267i,0.0072174-0.0071835i,-0.00073749-0.0097116i,-0.007247-0.005166i,-0.0060199+0.0017521i,0.00083346+0.0032982i,0.0057968-0.00065217i,0.0066347-0.0056654i,0.0057354-0.0068555i,0.0042964-0.0042801i,0.0018685-0.0003991i,0.00087151+0.0044969i,0.0095152+0.010581i,0.026944+0.015361i,0.038038+0.013491i,0.033198+0.0060485i
-0.0025584-0.023833i,-0.0020575-0.032469i,-0.0058262-0.014565i,-0.011412+0.0064784i,-0.010697+0.0039685i,-0.011119+0.0010433i,-0.009668+0.010281i,0.00082424+0.01638i,0.010087+0.011018i,0.011154+0.0014793i,0.0073507-0.0055689i,0.002547-0.007852i,0.00020646-0.0041858i,0.0029277+0.002467i,0.0063522+0.0059724i,0.0053723+0.0052303i,0.0027827+0.0032879i,-1.0608e-05+0.00074616i,-0.0044524-0.0015982i,-0.015376+0.00073048i,-0.032044+0.0087872i,-0.040729+0.01553i,-0.033298+0.016278i
0.023625+0.0085308i,0.027836+0.0053769i,0.020228-0.0048513i,0.01397-0.012986i,0.0098105-0.0073334i,0.0010154-0.0011821i,-0.0090681+0.0051488i,-0.012682+0.013787i,-0.0077971+0.015831i,0.00050867+0.010483i,0.0066344+0.003955i,0.0073678+0.00035895i,0.0047844+0.00015231i,0.001842-0.0001255i,-0.000207-0.00042537i,-0.00088782-0.0010811i,-0.0013342-0.0031948i,-0.0013192-0.0044667i,0.00045294-0.004804i,0.0068315-0.011684i,0.017569-0.02718i,0.023348-0.038917i,0.018142-0.035769i
-0.00024763+0.022068i,-6.1184e-06+0.034707i,0.0063508+0.032404i,0.0097131+0.023356i,0.0050009+0.013476i,-0.00053729+0.0010272i,-0.005904-0.0059551i,-0.010188-0.0043931i,-0.009797+0.00037581i,-0.0068332+0.0023246i,-0.0060757+0.0033883i,-0.007536+0.0072952i,-0.0066871+0.0094052i,-0.0032329+0.0081525i,-0.0011865+0.0054765i,0.00082316+0.0031865i,0.002775+0.0026845i,0.0046424+0.0021391i,0.0050573+0.0024712i,0.004008+0.010093i,0.0050779+0.027363i,0.00717+0.041023i,0.009128+0.036275i
-0.022764-0.0076212i,-0.032313-0.013223i,-0.038741-0.010895i,-0.033-0.0021484i,-0.012337+0.0030169i,0.0059856+0.0022688i,0.0099224-0.0037582i,0.0034897-0.0073826i,-0.0025189-0.0041783i,-0.0049387+0.00073095i,-0.0057946+0.0023833i,-0.0040797+0.0007008i,-0.0021787-0.0022237i,-0.0027706-0.0029893i,-0.0025154-0.0016171i,-0.0015786+0.00045144i,-0.0017571+0.0022318i,-0.0027021+0.0032226i,-0.0047464+0.0021909i,-0.010114-0.0047532i,-0.02042-0.017747i,-0.028019-0.025543i,-0.025674-0.0197i
0.0011941-0.018903i,0.0018003-0.030895i,0.0041271-0.028652i,0.0032282-0.016717i,-0.0044614-0.0048607i,-0.0060904+0.0060694i,-0.00013885+0.0091497i,0.002559+0.0042018i,0.00010315-0.0012139i,-0.0021053-0.0038087i,-0.00025659-0.0036306i,0.0026361-0.0013399i,0.0046414+0.00095088i,0.0055098+0.0006161i,0.0043323-0.0010816i,0.0028256-0.001919i,0.0021686-0.0029386i,0.0012292-0.005548i,0.0016395-0.0082384i,0.008672-0.0060658i,0.024396+0.00082999i,0.036177+0.0058409i,0.030841+0.0041044i
0.01097-0.0078565i,0.0095694-0.0034541i,0.0031156+0.0026569i,-0.0029271+0.0030936i,-0.0055327+0.0020933i,-0.0065472+0.0049178i,-0.0049504+0.011602i,0.0010684+0.013164i,0.0048417+0.0060934i,0.0043393-0.00042107i,0.0018295-0.0035827i,-0.0032504-0.0040621i,-0.0073109-0.0020538i,-0.0061641+0.00011104i,-0.0038849+0.0013237i,-0.0024632+0.0016668i,-0.0012263+0.0027369i,0.0020956+0.0053333i,0.0057087+0.0078693i,0.0001413+0.010018i,-0.016811+0.013284i,-0.031654+0.015756i,-0.028902+0.013008i
0.0098791+0.0079221i,0.013399+0.010682i,0.009284-0.0016844i,0.0031167-0.012274i,-0.00013064-0.0074151i,-0.0060154+0.00057931i,-0.011052+0.0066468i,-0.0097467+0.010383i,-0.0037644+0.008856i,0.00064481+0.0035864i,0.0010453-0.0012519i,0.0012644-0.0027i,0.0037873-0.0028565i,0.0042114-0.003526i,0.0024846-0.0032107i,0.0014222-0.00164i,0.00017077-0.00069824i,-0.0047203-0.00066806i,-0.010219+4.5518e-05i,-0.007559-0.0039919i,0.0038745-0.017522i,0.013866-0.030253i,0.013578-0.027972i
-0.0127+0.011669i,-0.012806+0.012984i,-0.0042936+0.013476i,0.0067972+0.010127i,0.0087849-0.00073819i,0.0016485-0.010752i,-0.005164-0.012734i,-0.0076727-0.0075019i,-0.0056585-0.00022456i,-0.00055626+0.0037924i,0.0040159+0.005583i,0.0047455+0.0081806i,0.0028476+0.010393i,0.0024117+0.0099773i,0.0038591+0.0071918i,0.0043402+0.0024644i,0.0040908-0.0010153i,0.0056469-0.0051759i,0.007448-0.010309i,0.0065968-0.0057591i,0.0041638+0.012582i,0.0031856+0.029098i,0.0041395+0.027736i
-0.013194-0.010296i,-0.024689-0.020594i,-0.024907-0.013916i,-0.011785-0.0017812i,0.0028469+0.0019516i,0.0097563-0.0013274i,0.0069132-0.0044477i,0.0016888-0.0038499i,-0.0019968-0.00094812i,-0.0029623+0.0033484i,-0.0030422+0.0055953i,-0.0049776+0.0026372i,-0.0076997-0.0028742i,-0.0070253-0.0049486i,-0.0042855-0.0037649i,-0.0024098-0.0026864i,-0.0017001-0.00046119i,-0.00016653+0.0053102i,0.0028359+0.01135i,0.0018327+0.007431i,-0.0067307-0.008533i,-0.015194-0.021596i,-0.013879-0.019304i
0.015496-0.014533i,0.019209-0.015483i,0.014502-0.012945i,0.0046811-0.0034619i,-0.0007337+0.0097224i,0.0015069+0.01387i,0.0041142+0.011067i,0.0028099+0.0074515i,0.0002779+0.0033032i,-0.0028322-0.0015815i,-0.0055126-0.0063344i,-0.0046856-0.006613i,-0.00015269-0.0026616i,0.0039022-0.00036244i,0.0046635+0.00015078i,0.002691+0.00020233i,0.00086027-0.0011978i,-0.0028212-0.0033938i,-0.0087347-0.0047509i,-0.0055319-0.0022544i,0.010817+0.0044465i,0.024654+0.0098036i,0.02195+0.0098536i
0.012241+0.008952i,0.012761+0.017073i,0.002252+0.016672i,-0.0092212+0.011078i,-0.0095481+0.0082155i,-0.0040465+0.011784i,-0.00043552+0.014713i,-0.00089313+0.011835i,-0.002097+0.006655i,-0.00079049+0.001038i,0.0021168-0.0018139i,0.0018369+0.00057859i,-0.0013585+0.0048316i,-0.0034571+0.0063372i,-0.0030663+0.0066976i,-0.0026301+0.0067218i,-0.00068007+0.0060023i,0.0047395+0.0034174i,0.010235-0.0013097i,0.005501-0.0029482i,-0.012389+0.0015265i,-0.027557+0.0063854i,-0.026193+0.0060006i
-0.014044+0.0038992i,-0.019961-0.0035369i,-0.019608-0.010825i,-0.013886-0.011724i,-0.010776-0.0072595i,-0.012102+0.00091731i,-0.013289+0.0059i,-0.011419+0.0053699i,-0.0079064+0.0033125i,-0.0033735+0.0028544i,0.00078386+0.0032604i,0.0024529+0.0013703i,0.0037984-0.0037622i,0.0040143-0.0069959i,0.0013103-0.0077282i,-0.0016145-0.006283i,-0.0032782-0.003525i,-0.0053592+0.001304i,-0.0065065+0.0073608i,-0.002831+0.0057154i,0.0071867-0.0062921i,0.016451-0.017647i,0.016321-0.017575i
-0.0089316-0.010476i,-0.0097982-0.01459i,-0.0012091-0.014537i,0.0048654-0.013518i,-0.00093165-0.014327i,-0.0093826-0.0131i,-0.011932-0.0083634i,-0.0085069-0.0041222i,-0.0029332-0.0021376i,0.001677-0.0019879i,0.0030528-0.0021966i,0.0012526+0.00011035i,0.0010758+0.0047003i,0.0041274+0.007207i,0.0060933+0.0045205i,0.0048558+0.0011834i,0.0027153-0.00053879i,0.00099823-0.0056111i,-0.0021423-0.011323i,-0.0046821-0.0068695i,-0.0048293+0.0092995i,-0.0029564+0.023978i,-0.00091642+0.023245i
0.0036615-0.0072431i,0.00057159-0.006575i,-0.0019393-0.0024348i,0.0016732-6.3426e-05i,0.0073861-0.0021301i,0.0066793-0.0063025i,0.0026629-0.0063987i,0.001782-0.0030747i,0.0028836-0.00028475i,0.0037211+0.00063029i,0.0027571+0.00043867i,-0.0021762+0.00016841i,-0.0075772+0.00049099i,-0.0097207+0.0014506i,-0.0070202+0.0023207i,-0.0027805+0.0018962i,-0.00079858+0.0012048i,0.0020563+0.0032026i,0.0067291+0.0050015i,0.00679-0.00011804i,-0.0011777-0.013529i,-0.0099056-0.023901i,-0.010711-0.020459i
0.014527+0.0005111i,0.019257-0.0025246i,0.015574-0.0015106i,0.01064+0.0048106i,0.011592+0.0080046i,0.013153+0.0051081i,0.010041+0.0033032i,0.0048434+0.0044354i,0.00058849+0.0053729i,-0.0038596+0.0054927i,-0.0061973+0.005514i,-0.0029344+0.0039795i,0.0032854+0.00041095i,0.006123-0.0027232i,0.0042652-0.0036233i,0.0025572-0.0030813i,0.0022448-0.0029143i,-0.0018208-0.0024272i,-0.0072665-0.00058629i,-0.0040133+0.0035579i,0.0099657+0.0092804i,0.021335+0.01339i,0.018585+0.011081i
0.0027885+0.0082549i,-0.00092989+0.013878i,-0.0040624+0.015411i,-0.0051863+0.013724i,-0.0024577+0.012438i,0.0034683+0.013249i,0.0035637+0.011932i,-0.0015045+0.0082656i,-0.0042647+0.0056681i,-0.0036218+0.002402i,-0.0028948-0.0012362i,-0.0027579-0.00067294i,-0.0017113+0.0022022i,0.00034275+0.0039565i,0.0011899+0.0043673i,0.00061829+0.0055904i,0.00074981+0.0064151i,0.0034826+0.0022053i,0.0048156-0.004625i,-0.00085254-0.0063566i,-0.013177-0.0011695i,-0.023136+0.0041712i,-0.020783+0.0046421i
-0.017055+0.00027276i,-0.027082-0.0041051i,-0.0253-0.0081544i,-0.017241-0.0070227i,-0.012753+0.0011301i,-0.010267+0.0079781i,-0.0088788+0.008295i,-0.0067106+0.0052615i,-0.003299+0.0036336i,0.0029577+0.0016286i,0.0075098-0.0020121i,0.0063216-0.0049763i,0.0018452-0.0055226i,-0.0022244-0.0042185i,-0.0040316-0.0024433i,-0.0045296-0.0015047i,-0.0044507-0.00093327i,-0.0040175+0.0029346i,-0.0018218+0.0068016i,0.002615+0.0037439i,0.0098958-0.0072786i,0.015151-0.016093i,0.012507-0.014398i
0.0048881-0.012393i,0.0061643-0.022598i,0.0062156-0.023843i,-0.00031892-0.018291i,-0.0076115-0.010613i,-0.0133-0.0025806i,-0.012695+0.0035925i,-0.006971+0.004308i,-0.0032145+0.0011898i,-0.0029889-0.00089779i,-0.0047863+0.0012358i,-0.006597+0.0056322i,-0.0040917+0.007699i,0.0011907+0.005023i,0.0031177+0.0008231i,0.0032399-0.0022579i,0.0039953-0.0037758i,0.0027294-0.0060207i,-8.7187e-05-0.0072205i,-0.0023716-0.0017036i,-0.0028595+0.010359i,-0.0025738+0.01934i,-0.0010772+0.016098i
0.013746+0.00045083i,0.018499+0.0021733i,0.012188+0.0028604i,0.0038289-0.0018871i,-0.00027392-0.0076571i,-0.0036114-0.0096491i,-0.0055055-0.0061871i,-0.0033929-0.00089346i,-0.0010559-0.00021289i,-0.0020943-0.002868i,-0.0037408-0.0054076i,-0.0050131-0.0063358i,-0.0057783-0.0039805i,-0.0048465-0.00025052i,-0.0023536+0.0012736i,-0.00054607+0.0013046i,0.0003126+0.0020663i,0.0026471+0.0032914i,0.006031+0.0030984i,0.0046315-0.0017737i,-0.0039264-0.010871i,-0.010676-0.016746i,-0.0096565-0.012009i
-0.00027428+0.0039554i,-0.004941+0.0044423i,-0.0036811-0.00016035i,0.0033708-0.0039275i,0.0076216-0.0049389i,0.0081503-0.0063219i,0.0048397-0.0051561i,0.00085838-0.00060359i,0.00087161+0.0036411i,0.0037832+0.0055654i,0.0074585+0.0049375i,0.010758+0.0024094i,0.010352-0.0022417i,0.0059092-0.0050435i,0.0010155-0.0043006i,-0.00051675-0.0033455i,-0.00054331-0.0023554i,-0.0039269-0.00086209i,-0.0068289+0.0010547i,-0.0024488+0.0031092i,0.0085776+0.0045701i,0.016115+0.0063966i,0.012369+0.0053246i
-0.0048287-0.0033515i,-0.0091818-0.004251i,-0.0059175-0.0015415i,0.00010357+0.0037958i,0.0049059+0.0063571i,0.0081466+0.0056658i,0.0066528+0.0045588i,0.0012212+0.0041069i,-0.0019495+0.0038992i,-0.0035364+0.0024945i,-0.0059158+0.0016168i,-0.0064675+0.0035056i,-0.0029766+0.0056306i,0.0015036+0.0045401i,0.0026309+0.0023908i,0.0015019+0.0029076i,0.0022792+0.0048717i,0.0042516+0.0023162i,0.0034076-0.0026988i,-0.0021785-0.0029113i,-0.011096+0.0012228i,-0.016881+0.0034188i,-0.012943+0.0019952i
-0.00031969-0.0078366i,-0.001696-0.011625i,-0.0041223-0.0080374i,-0.0057806-0.00031916i,-0.0026028+0.0065118i,0.00070092+0.010361i,0.00019194+0.0093038i,-0.0012927+0.0047234i,-0.0015366+0.00055611i,-6.3523e-05-0.0031124i,0.0016537-0.0060445i,0.0007955-0.0062355i,-0.0014816-0.0029327i,-0.0024756+0.0011857i,-0.0022265+0.0032295i,-0.0025194+0.0021075i,-0.0033524+0.00046622i,-0.0024008+0.0019648i,0.00015825+0.0037025i,0.002914-0.00018821i,0.005689-0.0082374i,0.0091141-0.012142i,0.0072594-0.0085373i
