-0.0016968-0.00096643i,-0.0010804-0.0010091i,-0.001117-0.0020643i,-0.0022941-0.0020051i,-0.0028158+5.5668e-05i,-0.0020681+0.0017344i,-0.0011026+0.0023843i,-0.00084662+0.00259i,-3.7206e-05+0.001781i,0.00098902+0.0013856i,0.00081338+0.00065604i,1.9494e-05-0.00017405i,2.7352e-05+9.5461e-05i,0.0010139+0.00065105i,0.00065018+0.00058452i,-0.00038783+0.00022531i,-0.0008109-0.0010488i,-0.00040521-0.0015429i,-0.00011305-0.00066012i,-0.00084304-0.00013821i,-0.00085439-0.00038444i,-0.00035657-0.00034136i,2.3881e-05+0.0001374i
0.0004054+0.00082945i,7.5141e-05-0.00079923i,-8.8186e-05-0.0012641i,-0.00072398-0.00033213i,-0.00079412+0.00021043i,0.00023175+0.00026001i,0.00055202+0.00062274i,-0.00022566+0.00089028i,-7.0115e-05+0.00025138i,0.00041119+1.4862e-05i,-8.0049e-06+0.00074855i,-0.0005843+0.00059959i,-0.00058756-6.8504e-05i,-0.00068037-0.00015949i,-0.00040475-7.7689e-05i,0.00028281-9.9188e-05i,0.00039425-0.00062562i,2.1896e-05-0.00056294i,0.00016027-0.00049064i,3.704e-05-0.00063227i,-0.00037815-0.0010421i,-0.00037378-0.0015354i,0.00032216-0.0013692i
-0.0007778+0.0017218i,-0.00089481+0.0018366i,-0.0015229+0.0015343i,-0.00092346+0.00055584i,0.00078367+0.00022361i,0.0016095+0.00028045i,0.00074941+0.00040754i,-9.5248e-05+6.2921e-05i,-0.00065128+0.00037497i,-0.00040521+0.00099642i,0.00041834+0.00064701i,0.00095788-0.00021057i,0.00075109-0.00057088i,0.00024942-0.00016304i,-0.00027193-7.9515e-05i,0.00049515+9.987e-05i,2.1683e-05+0.00024432i,-0.00072792-0.00015732i,-0.00023074-0.00025611i,-0.00011722-0.00022379i,0.00020638-0.0007811i,0.00081258-0.00083834i,0.00092277+9.3658e-05i
-0.00093076+0.00053667i,-0.0010963+0.00040939i,-0.00076515+0.00076543i,6.5723e-05+0.0013575i,0.00077159+0.0011454i,0.00034316+0.00049692i,-0.00036223-4.7096e-05i,-0.00037109-6.7385e-05i,-0.00071141+0.00018277i,-0.00052968+0.00026478i,0.00070304+0.00085197i,0.0014667+0.0013i,0.0014594+0.00048541i,0.0010656+5.4039e-05i,0.00068197-5.8541e-05i,7.4902e-05-0.00058031i,-0.00083411-0.00042577i,-0.00044103+0.00043637i,-0.00043308+0.00043177i,-0.0010383-0.00022354i,-0.00017696+2.107e-05i,0.00051381+0.0006641i,0.00020068+0.00060323i
-0.0016318-0.0023738i,-0.0011869-0.001778i,-0.0028969-0.0010253i,-0.0036167+3.1539e-05i,-0.0025575+0.00093391i,-0.00071527+0.0016394i,0.00030189+0.0010575i,-0.00037729+0.00049904i,-0.0013257+0.00024102i,-0.00059569+0.00096687i,-0.00026925+0.0012915i,-0.0011325+0.00021939i,-0.0015491+0.00014295i,-0.00034567+0.00062531i,0.00071643+0.00052248i,0.00050631+0.00053627i,1.3686e-05+0.00027025i,-9.9075e-05-0.00023445i,-0.00039057-0.0001031i,-0.00087561+0.00015843i,-2.9372e-05-0.00045513i,0.0003756-0.00074473i,0.0001914-0.00031876i
-0.0006353-0.00010348i,-0.00092423+0.00010546i,-0.0010534-0.0004663i,-0.0010028-0.00060048i,-0.00022243+2.9497e-05i,0.00064513+0.00037131i,0.00070284-4.881e-05i,-7.6651e-06+0.00013318i,-0.00061874+0.00052188i,-0.00040751+0.00089064i,-0.00017623+0.00070901i,-0.00051817+0.00034133i,-0.00062819+0.00042362i,0.00016228+0.00035986i,0.00030732+0.00075863i,0.00037786+0.0008511i,0.0004156+0.00099865i,0.00045189+0.00039329i,0.00033129-0.00019321i,-0.00077435-0.00034827i,-0.0013262+0.00010199i,-0.00093943+0.00047511i,-0.00090323-0.00023156i
0.00011281+6.2531e-05i,-0.00042053-0.00082669i,-0.00021813-0.0010274i,-0.00010648-0.00041673i,-0.0002644-3.4672e-05i,-4.7921e-05-0.00043888i,-0.00016016+0.00010911i,-7.7934e-05+0.00083696i,0.00056844+0.00032867i,0.00087593+0.00029266i,0.00091385+0.00069207i,0.00075156+0.00079038i,0.00070752+0.00084579i,0.00019864+0.00020239i,-0.00029847-0.00047596i,-0.0006071-0.00045954i,-0.00055167-7.1619e-05i,-0.00077605+8.0743e-05i,-0.00074142-0.00016329i,-0.00058342+0.00034757i,-0.00053059-7.3345e-06i,-4.5233e-05-0.0012412i,-7.4657e-05-0.00097545i
0.0020117+0.00051693i,0.0014727-0.00067965i,0.00091328-0.00084101i,0.00018225-0.0012141i,-0.00045673-0.0018916i,-0.00012484-0.0012312i,0.00030786-0.00069075i,9.1771e-05-0.00036313i,-0.00043707+4.997e-05i,-0.0002259-0.00061377i,0.00014001-0.00093855i,0.0001353-0.00063619i,-9.0813e-05-0.00033275i,-0.00038297+0.00014575i,-0.00082839-0.00035807i,-0.00030345-0.00062504i,5.3587e-05+0.00044156i,-0.00025384+0.00048276i,-0.00030488-0.00043005i,-0.00014399-0.00062979i,0.00024372-8.8215e-05i,0.0002076+0.00046402i,-0.00013538+0.00011979i
0.0015548+0.00080184i,0.0015133-0.00028443i,0.0020574-0.0010161i,0.0013123-0.0012012i,0.00056733-0.00064824i,4.9017e-05-0.00021774i,-0.0006635+6.8305e-05i,-0.0015753+0.00031599i,-0.001787+0.00084774i,-0.0007856+0.00033102i,-0.00038409-0.00078094i,-0.00041942-0.00057915i,-0.00047885+0.00052882i,-0.00033023+0.00024476i,0.00027868-0.00028865i,0.00035739-0.00049047i,-5.2923e-05-0.00028296i,-8.4107e-06-5.682e-05i,0.00055314-7.3143e-05i,0.00076983+0.00012041i,0.0010126+0.00020846i,0.0010617-0.00027119i,0.0003924-0.00038999i
-0.00011704+0.0011434i,0.00031762+0.00050126i,0.00017302+0.00011941i,-0.00052292-0.00010698i,0.00014811+0.00021981i,0.00088804+0.00030217i,0.0002442+0.00025513i,-0.0006681+0.00060491i,-0.00048602+0.00057984i,0.0001479+0.0010971i,6.3724e-05+0.001516i,0.00032579+0.00032976i,0.00074768-0.00055709i,0.00018904-0.00044858i,5.0772e-06-0.00055777i,-0.00019962-0.00081352i,-0.00033053-0.00025745i,0.0002457+6.1504e-05i,-0.00021845-0.00058824i,-0.00076523-0.00047929i,-0.00051196-0.00010298i,-0.0003811+0.00057212i,-0.00027848+0.00099521i
-0.00065333+0.00064393i,0.00054561+0.00019585i,0.00026531+0.00022227i,0.00064202+0.0010712i,0.00056136+0.0017273i,0.00019602+0.00054469i,-0.00022108-0.00010664i,-0.00079991+5.5621e-05i,-0.00023739+0.00017501i,0.0006402+0.0004532i,0.00056742+0.0011708i,0.00079612+0.0015133i,0.00093171+0.00042897i,0.00096358-0.00088616i,0.0006646-0.00078274i,-0.00018913-0.00043522i,0.00017153+0.00016605i,0.00044365+0.0010237i,0.00029081+0.0006309i,0.00038495-0.00019415i,0.00067978-0.000239i,0.0003131+0.00011068i,-0.00074559-9.8039e-05i
-0.0010862+0.0021057i,-0.0011549+0.0020135i,-0.0010969+0.002109i,0.00010528+0.0016966i,0.00067421+0.00092548i,0.0010037+9.0314e-05i,0.00027823-2.4068e-05i,-0.00066677+0.00024796i,-0.00047807+0.00026882i,0.00042942+0.00072334i,0.00069501+0.0010382i,0.00023664+0.0011965i,0.00027859+0.00082576i,0.00043909-0.00017594i,-5.547e-05-0.00069661i,-0.00028374-0.0007019i,-0.00049921-0.00076365i,-0.0009487-0.00022668i,-0.0010527-6.2004e-05i,-0.00092784-0.0004748i,-0.0003311-0.00082397i,0.00071622-0.00031535i,0.0006451+0.00061122i
6.7803e-05-0.00013463i,-0.00013934-0.00092285i,-0.00030251-0.0018091i,-0.00032633-0.0012093i,1.5689e-05+0.00024953i,-6.5528e-05+0.00045598i,0.00019329+0.00023379i,0.00093397+0.00061991i,0.0012326+0.00070555i,0.00024045+0.00030385i,-0.00057528+0.00016234i,0.00014044-8.3954e-05i,0.00052825-0.00051415i,-0.00023967-0.0015893i,-0.00088449-0.0012347i,-0.00095132-0.00031436i,-0.00039983+0.00045236i,-0.00020239+0.00081986i,-0.00051421+0.00066216i,-0.00029519+0.00067946i,-0.00024314+0.00049846i,-0.00030634-2.0694e-06i,-0.00053028+0.00023245i
0.0035423+0.00096117i,0.0025179-0.0015456i,0.0033675-0.0026848i,0.0026474-0.0028845i,0.0013742-0.0023038i,0.00043298-0.00065651i,2.8115e-05-7.4054e-05i,0.00022507-0.00043232i,0.00056561-0.00026329i,6.3845e-06-0.00020435i,0.00037824-0.00016898i,0.00089728+0.00037767i,0.00081914-6.6844e-05i,0.0011568-0.00035924i,0.00076452+0.00019471i,-2.9189e-05-0.0001728i,-0.00034351-0.00068637i,-0.00043234-0.00030758i,-0.00036348-0.00046512i,-3.2489e-05-0.0011672i,0.00059622-0.0014055i,0.00029429-0.00041548i,-0.00037586+0.00012104i
-0.00092418+0.0012444i,-0.00036647+0.00027373i,-0.00072162-0.00053278i,-0.00063398+0.00062272i,-0.00050188+0.0019513i,-0.00028357+0.0016471i,-0.00042266+0.00057457i,-0.00049645+6.6514e-05i,-0.00012076+0.00031219i,-0.00021551+0.00098002i,-0.00042102+0.0011503i,-0.00016254+0.001065i,-9.394e-05+0.0010145i,5.8353e-05+8.519e-05i,0.00034922-0.001258i,0.00010362-0.0012538i,-0.00019837-0.00071536i,-0.00098336-0.00036398i,-0.0013324+0.00045169i,-0.00040445+0.001221i,0.00030445+0.00073432i,-0.00021726-1.2342e-05i,-0.0010327-0.00011572i
-0.0017637-0.000306i,-0.0026468+0.00035854i,-0.0025886+0.00049006i,-0.0026591+0.00038023i,-0.0017703+0.00048476i,4.2162e-05+0.0015356i,0.00028522+0.0015346i,0.00016928+0.00022571i,-0.00010883-0.0003962i,7.7088e-05-0.00052335i,0.00055333-0.00063092i,-8.7644e-05-0.00075362i,-0.0009406-0.00043382i,-0.00086773+0.00042729i,-0.00045215+0.00070458i,2.0441e-05+0.00021457i,0.00023807+7.0471e-05i,0.00057674+0.00093574i,0.00092763+0.00067938i,0.00052756+8.9851e-05i,0.00010736+0.0008862i,-3.634e-05+0.00073645i,-0.00019263+3.1296e-05i
-0.0006074+6.9892e-05i,0.00019684-0.0009859i,-1.4239e-05-0.0013052i,-0.00039548-0.0014177i,0.00020749+0.00020372i,0.00021454+0.00071073i,0.00012878+0.00072045i,4.6714e-05+0.00054853i,-0.00039184-0.00043909i,-0.00026367-0.00067874i,0.00020279+0.00016085i,4.8387e-05+0.00039752i,8.4383e-05-2.3209e-05i,0.00029524+0.00024218i,0.00033001+6.0836e-06i,0.00012128-0.00021298i,-0.00069656-0.00036197i,-0.00099901-0.0008055i,-0.00073654-0.00061626i,-4.8465e-05-0.00080678i,0.0001509-0.00055141i,0.00044755-4.1053e-05i,0.00097816+0.00037761i
-3.018e-05-0.00076773i,0.0003168-0.0016898i,0.000452-0.001005i,-0.00023436-0.00032372i,-7.5924e-05-0.00050816i,0.00018152-0.00012698i,0.00035094+0.00039063i,5.012e-05-4.899e-05i,-0.00029712+7.9288e-05i,-4.8797e-05+0.00054154i,0.00060276+0.00062414i,0.0012074+9.5255e-05i,0.00092884-0.00028357i,0.00067361-0.00049438i,0.00047399-0.00057159i,5.034e-06+5.446e-05i,-0.00035849-0.00049792i,-0.00016935-0.0012606i,-0.00026728-0.00098211i,-0.00078349-0.00038353i,-0.00099535+5.9128e-05i,-0.00044049-0.00057796i,0.00047642-0.00099009i
0.0013838+0.0001909i,0.0012255-0.00041226i,0.0021116-0.0014471i,0.0014139-0.0016798i,0.00015195-0.0010596i,0.00051445-0.0004516i,0.00047826-0.00067998i,0.00026617-0.00047794i,0.00032069-0.00018396i,0.00019824-0.00015724i,0.00043569-0.00048712i,0.00043968-0.0009058i,-0.00027857-0.00056812i,-7.2879e-05+0.0001006i,0.00047837+0.00020368i,0.00035753-9.9864e-05i,0.00036169-0.00052081i,0.00023234-0.00076083i,0.00031614-0.00016192i,-0.00031954+0.00070618i,-0.00020735+0.00012461i,0.00055917-0.0010349i,0.00085486-0.00069811i
0.00059822-0.0012991i,0.00098706-0.001484i,0.0010041-0.0019353i,-0.00047955-0.0023725i,-0.0012331-0.0016689i,-0.00079196+0.0001712i,-0.001352+0.0012621i,-0.001322+0.00083081i,-7.7963e-05+0.00017651i,0.00034906-0.00025675i,2.3887e-06-1.0861e-05i,-0.00046119+0.00010909i,-0.00063353+9.0862e-06i,-0.00058809-0.00022814i,-1.8701e-05-0.00090849i,0.00016409-0.00088195i,-6.2442e-05+8.4509e-05i,-2.8601e-05+0.00050577i,0.00019347-0.00017384i,2.6069e-05-8.9146e-05i,-6.1243e-05+8.1373e-05i,-7.1478e-05+0.00027879i,-0.00036204+0.00066183i
-2.0149e-05+0.0001965i,-1.0258e-05-0.00038809i,0.00010182-4.2301e-05i,-0.0003522+0.00033728i,-0.00038754+0.0001543i,-3.9456e-05-4.436e-05i,0.00015909-0.00052779i,3.3488e-05-0.00052477i,-0.000143+0.00064729i,0.00024145+0.0010483i,0.00063511+0.00029538i,0.00072101-0.00065116i,0.00028821-0.0011169i,0.00028675-0.00088442i,-9.8159e-05-2.3476e-05i,-0.00083959-0.00020072i,-0.00040373-0.00059623i,-0.00039104-0.00014408i,-0.00090606+0.00015824i,-0.0009538+0.00038694i,-0.00044124+0.00030007i,-0.00013917-2.0974e-05i,-0.0003031-0.00041691i
-6.4857e-05-0.00023166i,-0.00096256-0.00054067i,-0.0011658-0.00039755i,-0.00098164-0.00067156i,-0.00030998-0.00025745i,0.00073838-8.6345e-05i,0.00082926-0.00024989i,-0.00013527-0.00038222i,0.0001738-0.0005807i,0.00094076-0.00046775i,0.00042982-0.0003555i,0.0005733-0.0016105i,0.00093616-0.0021235i,0.00022307-0.0010694i,-0.001034-0.00035423i,-0.00085536-3.1563e-05i,-0.00037099+3.2504e-05i,-0.0002748+0.00014389i,-0.00056092+0.00010268i,-0.0007547+0.00032939i,-0.00067575+0.00014153i,-0.00075072-0.00030129i,-0.0011004-0.00017671i
-0.00092963-0.00016836i,-0.0015798-0.00011146i,-0.0018794-0.00033434i,-0.00097565-1.9464e-05i,-0.00061688+0.00098528i,0.00010298+0.0013607i,0.00099789+0.0007348i,0.00073713-0.00052619i,-0.00020693-0.00020329i,-0.0001056+0.0005807i,0.00017007+0.00045242i,0.00019319+0.00012882i,0.0012219+4.7896e-05i,0.0015605+0.00020659i,0.00030835+0.00016104i,0.00012248+0.00035907i,0.00010108-0.00027485i,-0.00014905-0.00097616i,4.1067e-05-0.00055734i,0.00056698-0.00033654i,0.0011574-0.00016488i,0.00086455-7.2655e-05i,0.00030918-0.00011661i
-0.00099432-0.0020508i,-0.00063358-0.0023409i,-0.0013847-0.0030009i,-0.0026953-0.0014718i,-0.0022791+0.00067759i,-0.00078607+0.001319i,0.00018836+0.00083721i,-1.8639e-05+0.00071161i,-0.00065961+0.00033838i,-0.00074291+0.00020363i,-0.00066009+0.00052609i,-0.00011911+0.0011358i,0.0003366+0.0012315i,0.00084371+4.5095e-05i,0.00014-0.00051401i,-0.00078803-0.00014737i,-0.00079479-0.00037751i,-0.00011056-0.00040919i,-0.00026889-0.0004661i,-0.0011239-0.0010248i,-0.00082831-0.00083118i,0.00017267+2.9582e-05i,0.00051835+0.0002905i
0.002339-0.0017382i,0.0016007-0.0016746i,0.0016147-0.0026935i,0.00092236-0.0034431i,-0.00050889-0.0025634i,-0.0014641-0.0015216i,-0.001288-0.00071304i,-0.00043328-0.00033574i,5.7001e-05-0.00053832i,-0.00013376-0.00071321i,-0.00041377-0.00079061i,-0.00022587-0.00087618i,-0.00056677-0.00074744i,-0.0012822-0.00066975i,-0.0010394-0.00063618i,-0.0001616-0.000755i,0.00025262-0.00081274i,2.369e-05-0.00033953i,-0.00035682-0.00020919i,-0.00038509-0.00039071i,0.00031629-0.0001625i,7.3636e-05-0.00045091i,-0.00027066-0.001003i
-0.00086827-0.0015894i,-7.6163e-05-0.0013085i,0.00024471-0.0022853i,-0.00065936-0.00094736i,-0.0016146+0.0010346i,-0.00083281+0.0010752i,7.3728e-05+0.0008585i,0.00024185+0.00059048i,-0.0003478-0.00028587i,-0.00080555-0.00058475i,-5.1409e-05-0.00013456i,0.00090518+0.00013906i,0.00031097-9.5692e-05i,-0.00024044-0.00050852i,3.429e-05-0.00038776i,-6.7893e-05-0.00016646i,-8.4386e-05-0.00022398i,2.2147e-05-0.00027143i,-0.00036876-0.00044247i,-0.00034918-5.4424e-05i,-0.0002338+0.0010135i,-0.00056199+0.0012045i,-0.00046662+0.00029117i
0.0012701-0.0001491i,0.0014238-0.0017895i,0.00070734-0.0014286i,-0.00011518-0.000913i,0.00016546-0.0010383i,-0.00010653-0.00021111i,-9.5339e-05+9.2158e-05i,0.0002749-0.00046965i,0.00022991-0.00056898i,0.00031886-7.8029e-05i,0.00066521+0.00034756i,0.00038143+5.9628e-05i,-0.00015062-0.00033468i,-0.0005591-0.00032761i,-0.0004749-0.00085742i,-0.00048155-0.0011547i,-0.00040789-0.00029169i,0.00037889+0.00018793i,0.00049285+0.00053568i,0.00021481-0.00033036i,0.00087935-0.0013807i,0.00095322-0.00055307i,0.00050598-8.3107e-05i
0.0020265-0.00032939i,0.0021456-9.844e-05i,0.0014784-0.00042482i,0.00030075-0.0017562i,0.00058594-0.0020538i,0.00067497-0.0013002i,-0.00011662-0.00061306i,-0.00031932-4.4536e-05i,8.5055e-05+0.00060173i,0.00048644+0.00017905i,0.00052353+1.8942e-05i,-6.0785e-05+0.0001426i,-0.00025648+0.00047506i,-0.00016066+0.00086285i,-0.00014658-6.9534e-05i,-0.00016744-0.000617i,-0.00060851-0.00029662i,-0.0010436-0.00073386i,-0.00058253-0.00088518i,-2.4793e-05-0.00087649i,0.0003446-0.00036462i,0.001262+0.00024011i,0.00078016+0.00012095i
-0.0002514+0.0010266i,-0.00011127+0.00067794i,0.00046218-0.0004138i,-0.00021177-0.00089788i,-0.00082682+3.1893e-05i,-0.00067123+0.00058782i,-0.0009963-0.00062987i,-0.00091315-0.0005184i,-0.00063398+0.00032737i,-0.00079577-4.8968e-05i,-0.00022585-0.00031289i,0.00089515-0.00042494i,0.0007745+0.00016725i,0.00021338+0.0010447i,5.4004e-05+0.00070888i,-0.00015828+0.00014939i,-0.0004185-0.00019288i,-0.00049679-0.00056696i,-0.0003457-0.00011829i,-0.00055357+0.00014335i,-0.00017717-2.2876e-05i,0.00045098+0.00059437i,0.00062216+0.0017545i
-0.0031085-3.1122e-06i,-0.0020482-2.8831e-05i,-0.0030013+0.0012141i,-0.0032389+0.0029542i,-0.0013244+0.0032652i,0.00048389+0.0017506i,0.0011098+0.00046279i,0.00052396+0.00058619i,-0.00069364+0.00084798i,-0.00061023+0.00067i,-0.00015676+1.8498e-05i,5.4543e-05+8.9291e-05i,0.00064197+0.00051484i,0.00051196+0.00027938i,-0.00015014+0.00011712i,-0.00025189-0.00059031i,-0.000425-0.00095969i,-0.00095736-0.00036116i,-0.0012673+0.00020199i,-0.000917+0.00037903i,-0.0005852+0.00057729i,-0.00077757+0.00010163i,-0.00042781+7.2114e-05i
0.00013844+0.0012854i,0.00048296+0.00083453i,0.00027609+0.00050807i,0.00088348-0.00020808i,0.0015206+0.00015624i,0.0010369+0.00047458i,0.0004392+0.00057225i,-0.00018194+0.00078344i,-0.00039875+0.00081321i,-8.6723e-05+9.0616e-05i,-0.00035151-0.0002187i,-0.00041011-0.00054871i,0.00029125-0.00054454i,0.00064489-0.00025862i,0.00048362+0.00028807i,0.0002039+0.00062689i,-6.7802e-05+0.0005371i,-0.00041865+0.00065764i,-0.00045549+0.00021629i,7.2671e-05-0.00040383i,0.00046058-0.00051311i,0.00056842-0.00034928i,0.00083136-2.7588e-05i
-0.00069853+0.00035882i,-0.0013494+4.0928e-05i,-0.0015586-0.00020636i,-0.0010484-0.00012976i,-0.00023909+0.00053265i,0.00022789+0.0011745i,-8.945e-05+0.0014914i,-5.8162e-05+0.00084507i,0.00052589+0.00045578i,0.00068444+0.00026159i,0.00082986+0.00025132i,0.00031476+0.00056688i,-3.1913e-05-2.5303e-05i,0.00045525-0.00039825i,0.0008704-8.1775e-05i,0.0006878+9.8882e-05i,0.00022822+0.00041252i,0.00018621-0.00020882i,0.00039528-0.0012467i,-0.00011004-0.0010374i,-0.00038201-0.00020824i,-0.00056454+0.00015069i,1.5007e-05-0.0004304i
-0.0015598-0.0020786i,-0.0029076-0.001179i,-0.0035752-0.00034202i,-0.0036123+0.00020431i,-0.0023292+0.0010667i,-0.0002439+0.00072308i,0.00081947-0.00026429i,0.00066283-0.00036802i,-0.00026275-0.00014681i,-0.00093389+4.6376e-06i,-0.00077253+0.00030671i,-0.00044107+0.0016029i,-0.00016672+0.0023445i,-0.00032399+0.00085139i,-0.0001066-0.00019508i,2.6872e-05-0.0001108i,-0.00039733+7.4747e-05i,-0.00075473-0.00016173i,-0.00040162-0.00037326i,0.00025134+0.00079664i,-4.1966e-05+0.00086889i,-0.00033119+0.00051305i,3.9597e-07+0.00091157i
0.00083521-0.00016838i,0.00083159-0.00031697i,0.00090383-0.0014691i,0.0011425-0.0018583i,0.00028493-0.0010792i,2.9587e-05+7.4117e-05i,-4.9065e-05+0.00056085i,-0.00035694+0.00020982i,-0.00028991-0.00041087i,1.2176e-05+0.00012475i,0.00043304+0.0003436i,0.00069386-0.00044824i,-0.00010019-0.00086164i,-0.00078348-0.00069567i,-0.000793-0.0005849i,-0.001059-0.00047425i,-0.00089389-0.00042479i,-0.00089988-0.00042665i,-0.00036249-0.00028985i,-0.00019961-0.0002219i,-3.8946e-05-6.3789e-05i,0.00010723+0.00055476i,0.00023723+0.0004714i
-0.0013599-0.00077388i,-0.0021085-0.00036029i,-0.0024289-0.00088785i,-0.0025059-0.00044861i,-0.0020052+0.00083788i,-0.00041543+0.0010681i,0.0011023+0.00097091i,0.0011539+0.00040612i,-0.00030592-2.4499e-05i,-0.00061116+0.00041347i,-0.00018684+0.00043855i,-6.5373e-06-0.00012116i,-2.6502e-05+0.00013824i,-0.00023902+0.00037665i,-9.0563e-05-0.00026928i,0.00018825-0.00056155i,-0.00064884-0.00016791i,-0.0014338+0.00025507i,-0.00089362+0.00047577i,-9.4725e-05+0.00067093i,0.0004607+0.00046607i,0.00023837+0.00017792i,0.00014003-9.387e-05i
0.0025623+0.00068965i,0.0032407+7.1506e-05i,0.0040305-8.9815e-05i,0.0035871-0.00088037i,0.0028045-0.0019396i,0.0013434-0.0019397i,-0.00020943-0.0014622i,-0.00098367-0.00072295i,-0.0012295-0.0002041i,-0.00060894-0.00023i,6.2835e-05-0.00038019i,0.00099844-1.6512e-05i,0.00096743+3.5576e-05i,0.00058145-0.00062563i,0.00051284-0.00049029i,-0.00069421+5.5889e-05i,-0.00069795-0.00053352i,-0.00026128-0.00042772i,0.00014964-2.2828e-05i,0.0004345-3.3587e-05i,-0.00015044+2.2494e-06i,-0.00077281-0.00010812i,-0.00018503+0.00010448i
-0.00053043-0.0011406i,0.00032081-0.0014066i,-7.7198e-05-0.0015964i,-0.002616-0.00085266i,-0.003275+0.00080695i,-0.0016091+0.0015555i,-0.00042298+0.00055749i,0.00025313-2.3893e-05i,0.00037295+0.00044276i,0.00034017+0.0010244i,0.00036373+0.00094622i,0.00043528+0.00018637i,0.00069785-0.00021606i,-0.00022306+0.00016643i,-0.0010043+0.00011549i,-0.001013-0.00094345i,-0.0010613-0.0008901i,-0.00058402-0.00019221i,-0.00020819+0.00039944i,-0.00018263+0.00029231i,-0.00018876-0.00033578i,-0.00046151-7.7768e-05i,-0.00066356+0.00042541i
0.0012333-0.00019838i,0.0002343-5.4711e-05i,-0.00013897-0.00071574i,-0.00026504-0.00056085i,-3.4698e-05-0.00022785i,0.00069317-0.00029586i,0.00083854-0.000743i,0.0007042-0.00097636i,0.00055128+0.00019987i,-0.00019548+0.0008784i,-0.00071024+0.00064323i,-0.00079046+0.0011315i,-0.0009277+0.0013775i,-0.001143+0.00013762i,-0.00050543-0.0010798i,0.00024674-0.0013509i,8.208e-06-0.0010324i,-0.00025134-0.00033688i,-0.00044387-0.00016675i,-4.1267e-05-0.00025473i,9.7761e-05-0.00043214i,0.0001682-0.00053596i,1.4494e-05+0.00021078i
-0.0014757-0.0027849i,-0.001716-0.0029805i,-0.0025344-0.0033708i,-0.0026427-0.0020012i,-0.0026751+0.00042543i,-0.0013174+0.0014128i,-0.00028548+0.0010001i,-0.0012617+0.00076924i,-0.0011212+0.0011618i,-0.00055565+0.0014575i,0.00010364+0.00095964i,0.0013031+0.00051708i,0.001619+0.00038265i,0.00050559-0.00015015i,-0.00049121-0.00044678i,-9.3883e-05-0.0011094i,0.00063863-0.0010766i,0.00018441+0.0004062i,-0.00037436+0.00063341i,-3.6858e-05+0.00017285i,0.00041901+0.00025157i,0.00094469+0.00038112i,0.00042457+2.6809e-05i
-0.0012527-0.0010759i,-0.0011617-0.00082877i,-0.0024472-0.00021129i,-0.0030354+0.00085135i,-0.002065+0.0019207i,-0.0001867+0.0019016i,0.0010206+0.001133i,0.00045996+0.00022788i,-0.00046557-0.00084229i,-0.00086223-0.00087496i,-0.0012482-0.00031372i,-0.00066396+0.00041669i,-7.727e-05+0.00084811i,-0.00027359+0.00010983i,-0.00030682-0.00054198i,-0.00019835-0.00026751i,-3.863e-05+0.00049383i,0.00019522+0.0012169i,0.00014314+0.0012923i,0.00027055+0.0015566i,0.00041522+0.0013041i,0.00015311+0.00025005i,2.1302e-05-4.6026e-05i
0.0020242+0.00016056i,0.00099246-0.00061475i,0.0009905-0.0020179i,0.0013322-0.0018274i,0.00057639-0.0013817i,-0.00034816-0.0014673i,-0.00061206-0.0010962i,-0.00051344-0.0011071i,-0.00043382-0.0016817i,-0.00019988-0.0017816i,-0.00025716-0.00050903i,-0.00081352+0.0001074i,-0.00085959-0.00013893i,-0.00060707-0.00071586i,0.0001132-0.0014403i,-9.713e-05-0.0013043i,-0.00073127-0.00022317i,-0.00029414+0.00034412i,0.00027593+0.00018194i,0.0002058+0.00016072i,-0.00044423-3.7289e-06i,-0.0006486-0.00017306i,5.5748e-05+0.00026259i
-0.0019966-0.0021191i,-0.0025115-0.0026114i,-0.0038882-0.0032722i,-0.0031494-0.00277i,-0.0016331-0.00054837i,-0.00031218+0.0014534i,0.00067236+0.0013765i,-0.00010151+0.00061358i,-0.00076397+0.00019694i,-0.00048046+0.00044493i,-1.4646e-05+0.00032587i,0.00010479+0.00027586i,0.00053612+0.00058294i,0.0010627+0.0012194i,0.0002037+0.00069961i,-0.0010652-0.00032779i,-0.0011769-0.00010547i,-0.00099441+0.00037599i,-0.00050285+0.00015754i,-0.00039197-2.2685e-05i,-0.00016736+0.0001112i,0.00029472+0.00058014i,0.00016406+0.00092827i
-0.0004195+0.00085689i,0.00069691-0.00015328i,0.00096619-0.00077471i,0.00087268-0.0018415i,0.0010399-0.001789i,4.1745e-05-0.00087077i,-7.0651e-05-0.00088014i,0.00013186-0.00094657i,-8.82e-05-0.00070918i,0.00054888-0.00064958i,0.0007297-8.1082e-05i,0.00023108-0.00032531i,0.00057315-0.00073117i,0.00068413-0.00038198i,0.00034455-0.00020925i,-0.0002034-0.0001085i,-0.0002461-0.00086031i,-0.00018153-0.0012334i,-0.00029055-0.00067267i,0.00032685-0.00059725i,0.00065992-0.00038889i,9.7241e-05+0.00032969i,-5.3135e-05+0.0001918i
