-0.0020949-0.0012244i,-8.0065e-05-0.000701i,-0.00054083+2.6007e-05i,-0.00098114+0.00032781i,-8.4085e-05+0.00050559i,0.0010177+0.00017057i,0.0014264-0.00019436i,0.00089468+0.00020551i,0.00065806+0.00075735i,0.00098494+0.00020171i,0.00060303+0.00042604i,-1.351e-05+0.00075765i,-0.00050506+0.00072914i,-0.00068667+0.00061675i,-0.00044779-2.8629e-05i,0.00022247-0.00084456i,0.00052812-0.0010532i,-0.00021066-4.9546e-05i,-0.00024359+0.00058394i,0.00024207+0.00045453i,0.0003596+0.00051279i,-6.4878e-05+0.00055804i,-0.00031456+0.00018777i
-0.0031728-0.0021501i,-0.0054765-0.0050042i,-0.0076893-0.0081062i,-0.0063767-0.0085216i,-0.0022815-0.0056202i,0.00085776-0.0020876i,0.0010855-0.00092634i,-0.00019267-0.0006357i,0.00017161+0.00036552i,0.0013135+0.00054367i,0.0011123-0.00059976i,0.00085102-0.00091057i,0.00093112-0.00083419i,-0.0004247-0.0010008i,-0.00079692-0.0003951i,-6.911e-05+0.00076817i,-0.00013943+0.0013463i,9.2468e-05+0.00098105i,0.00058206+0.0012003i,0.00066907+0.00067492i,0.00092419-0.00020733i,0.0012779+0.00049794i,0.0010794+0.00048639i
-0.0038638+0.0005442i,-0.0069709+0.0010893i,-0.011557-0.0003949i,-0.011358-0.0011161i,-0.0061333-0.00095572i,-0.0012518-0.00092758i,-9.9427e-05-0.00062429i,-0.0005027+4.5001e-05i,-0.00064543+0.00056909i,-0.00023245+0.00074612i,-0.00065636+0.0004645i,-0.0018773+0.00094006i,-0.0016398+0.0012004i,-0.00044824+0.00067981i,-0.00046966-0.00020879i,-0.00028019-0.00030175i,0.00052912-3.0187e-05i,6.9328e-05+0.00040078i,0.00019419+0.001042i,0.001337+0.00095924i,0.0014724+0.0004883i,0.0011779+9.8078e-05i,0.00076088-0.0006106i
-0.0018151+0.001469i,-0.0060012+0.0051172i,-0.0098822+0.0074119i,-0.0108+0.0064775i,-0.0070092+0.0034561i,-0.0027837+0.0013234i,-0.00059446+0.0012638i,0.00081205+0.0010657i,0.0011958+0.00084706i,0.00043238+0.00031086i,0.00030229-0.00084562i,3.3205e-05-0.00057448i,-0.0003451+0.00063598i,0.00036183+0.00088234i,0.0021511+0.000268i,0.002743+0.00019383i,0.0022876+0.00027138i,0.0017685+0.00067965i,0.0011861+0.00024587i,0.00056977-0.00027021i,0.00051007-0.00050311i,0.00075651-0.00070111i,0.00016417-0.0014728i
-0.00011236+0.0031699i,-0.00097269+0.007162i,-0.0028907+0.01199i,-0.0034622+0.011811i,-0.0023899+0.0071936i,-6.4044e-05+0.0035611i,0.00115+0.0022447i,0.0013289+0.001281i,0.00077444-4.4517e-07i,-0.00064089-0.00037555i,-0.0015223+0.00046659i,-0.00088537+0.0018047i,0.00049168+0.0018594i,0.00073402+0.00069832i,0.00031773-0.00019027i,0.00064772+0.0001251i,0.0010576+0.00036412i,0.00058812-0.00066425i,0.0012366-0.0010036i,0.001666-0.00037678i,0.00073263-0.00070739i,-0.00044676-0.0010628i,-0.0008118-0.0010915i
6.791e-05+0.00035631i,0.0028052+0.0052396i,0.0051307+0.011677i,0.004536+0.013955i,0.0037869+0.010306i,0.0034787+0.0049459i,0.0022142+0.0011368i,0.0016792-0.000605i,0.0021053-0.00073162i,0.00038808-0.00049898i,-0.001923+4.1427e-05i,-0.00094067+0.0004395i,5.3145e-05+0.00032919i,0.0001785-0.00052199i,0.00025361-0.00052397i,-0.0001735-2.8405e-06i,0.00013725-0.00035335i,0.0006444-0.00073404i,0.00069268-0.0011779i,0.00037099-0.0014615i,-0.00029863-0.00052373i,-0.00062571+0.0002038i,-5.3897e-06-0.00020157i
0.0047878-0.00083389i,0.0075153+9.8292e-05i,0.01128+0.0027638i,0.012553+0.0050261i,0.0097269+0.00564i,0.0051026+0.0036522i,0.0017534+0.00071435i,0.00074465-0.00071116i,0.00077335-0.0018112i,3.7263e-07-0.0015775i,-0.00017+0.00017534i,0.0012249+0.00099812i,0.001829+0.00061557i,0.0011952+0.00041022i,0.0006022+0.00089994i,0.00013123+0.00092651i,0.00040302-0.00014735i,0.0010465-0.0012074i,0.0012593-0.0012416i,7.8046e-05-0.00061101i,-0.00093602+7.4302e-05i,8.5721e-05+0.00026954i,0.00053174+0.0003294i
0.0016004-0.0040476i,0.0044574-0.0044044i,0.009983-0.0051046i,0.012113-0.0041013i,0.0088247-0.0020899i,0.0042793-0.00057635i,0.0013656-0.00048131i,7.5382e-05-0.0014628i,-0.00017436-0.0019478i,-0.00101-0.00097248i,-0.0016784-0.00011252i,-0.0011268+0.0001058i,-0.00089525+0.00036601i,-0.00040423-2.8466e-05i,0.00052082-0.0005356i,0.00027986-0.0003474i,0.00052863-0.000538i,0.00090353-0.00091557i,6.12e-06-0.00089744i,-0.00050998-0.00071466i,-0.00047263-0.00026979i,-0.00025729+9.6542e-05i,-0.000347+0.00017612i
-0.0020597-0.0055855i,0.0004627-0.010656i,0.003068-0.01303i,0.0056051-0.010765i,0.0061704-0.0057657i,0.0045389-0.0025871i,0.0022105-0.0022427i,-0.0011804-0.0023718i,-0.0023236-0.0017319i,-0.0016193-0.00011393i,-0.00020315+0.00022312i,0.00087099-0.0011189i,0.00085461-0.0016543i,-0.00018661-0.00069668i,-0.00079842+7.0635e-05i,-8.9788e-05-4.1419e-05i,-0.00011263-0.00037496i,-0.00030268-0.00060617i,-0.00038413+7.8844e-05i,-0.00046156+0.00055618i,-0.00038897+8.4815e-05i,-0.00034115+7.7021e-05i,0.00011239+0.00011046i
-0.0037057-0.0035749i,-0.0054825-0.0076475i,-0.0067149-0.010801i,-0.0061405-0.010671i,-0.0028893-0.0065669i,-0.00045576-0.0022468i,-0.001631-0.0010511i,-0.0027611-0.0010224i,-0.0019246-0.00011997i,-0.00010111+0.0012149i,0.00034869+0.0013082i,7.1203e-05+0.00073896i,-0.00033227+0.00017904i,-0.00043221+0.0001039i,-7.5303e-05+0.00063498i,-9.1741e-05+0.00075859i,-0.00045625+0.00079289i,-0.00079056+0.00047054i,-0.0010139+0.00035976i,-0.0011864+0.000595i,-0.00069743+0.00083528i,-1.6798e-05+0.0010362i,0.00045759+0.00059622i
-0.0061497-0.00025862i,-0.010558-0.0022069i,-0.015016-0.004611i,-0.013749-0.0048843i,-0.0072322-0.0033604i,-0.002099-0.0029309i,-0.0015966-0.0020407i,-0.002393+0.00021467i,-0.0020307+0.0021508i,-0.0013485+0.0019866i,-0.00092134+0.00063358i,-0.00066588+0.00015989i,-0.00078406+0.00031463i,-0.00059552+0.00017991i,-0.00055126+0.00016027i,-0.00012315+0.00030288i,0.00022164-2.2189e-05i,-0.00018801-0.00012073i,-2.1244e-05+0.00082158i,0.00056244+0.0013585i,0.00090131+0.00082017i,0.00099562+0.00031287i,0.0011284+0.00011972i
-0.0040573+0.0022006i,-0.0092495+0.0042847i,-0.014333+0.0056465i,-0.014547+0.0059598i,-0.0094831+0.0046243i,-0.0043184+0.0022252i,-0.0012406+0.0011736i,0.00015575+0.0015228i,0.0010718+0.0015812i,0.0013919+0.0014799i,0.00057443+0.0016808i,6.6571e-06+0.0015197i,-0.00012244+0.0010287i,-0.00027744+0.00084606i,-0.00028862+0.00064664i,0.00031488+0.0010115i,0.0013544+0.0013767i,0.0015532+0.0015092i,0.0015226+0.0020265i,0.0016879+0.0016692i,0.001797+0.0012877i,0.0014004+0.0010082i,0.00062695+0.00023591i
-0.00065293+0.0011719i,-0.0036375+0.0067434i,-0.00798+0.012982i,-0.008551+0.014723i,-0.0048635+0.01008i,-0.0014186+0.0043779i,0.00019128+0.0021403i,0.00066014+0.0017724i,0.001146+0.0015613i,0.00098182+0.00032355i,3.6729e-05-0.0003167i,-0.00064892+0.00069033i,-2.8708e-05+0.00062469i,0.00066445+0.00017585i,3.9217e-05-0.00028649i,-7.6533e-05-0.00079822i,0.00085749-0.00031356i,0.00069793+0.00018625i,0.0012457+0.00023947i,0.0016354-0.00030895i,0.00060438-0.00078986i,0.00035324-0.00042647i,0.00012635-0.00062136i
0.00293+0.0033587i,0.0034097+0.0085726i,0.0041011+0.014825i,0.0051694+0.016233i,0.0044093+0.011695i,0.0019076+0.0057705i,0.00077601+0.002383i,0.0016926+0.0016378i,0.0021909+0.00074598i,0.001501+0.00032009i,0.00043199+0.00052832i,0.00077192+0.00010776i,0.0012729+0.00025386i,0.0014672+0.00077971i,0.0014998+0.00020623i,0.0020851-0.0006129i,0.0024675-0.00098615i,0.0014926-0.00022703i,0.0013567-0.00051627i,0.0016215-0.0010876i,0.0013549-0.00033559i,0.00080097-5.1197e-05i,0.00050431-0.00042107i
0.0014256+0.00033783i,0.0069606+0.0037909i,0.012517+0.008428i,0.014862+0.0095629i,0.012053+0.0069375i,0.007079+0.0035703i,0.0041196+0.00077201i,0.0021915-0.00025324i,0.0017668-0.00071279i,0.0015694-0.00064731i,0.00075171+0.00066514i,0.00010295+0.0012199i,-0.00047063+0.00035385i,-0.0010198+0.0001405i,-0.00072565-7.7946e-05i,0.00065258-0.00096409i,0.0013928-0.00074222i,0.00066068-0.00034015i,-0.00020121-0.00057667i,0.00017309-0.0010415i,0.00019442-0.001147i,-0.00015929-0.00044578i,0.00020504+0.00065143i
0.0028458-0.0042109i,0.0087128-0.0046333i,0.014198-0.0042728i,0.015511-0.0035403i,0.012732-0.0013447i,0.0082697+8.562e-06i,0.0043722-0.0009426i,0.0022135-0.0017659i,0.00070666-0.0021171i,-0.00060032-0.0020745i,-0.0012064-0.0015073i,-0.00075806-0.0013814i,0.00029216-0.0012147i,0.00099897-0.00066193i,0.0012824-3.7605e-05i,0.0011995+0.00023567i,0.0004898-0.00083346i,0.00053532-0.0013904i,0.00062503-0.0008964i,-0.00014046-0.00096167i,-0.00078547-0.0003697i,-0.00089133-0.00049157i,-0.00056013-0.0011013i
0.0017964-0.0042612i,0.0040726-0.008753i,0.0072199-0.012609i,0.008421-0.012681i,0.0076885-0.0089807i,0.0061797-0.0044982i,0.0038623-0.0024014i,0.0014993-0.00098865i,0.00052276-0.00023112i,5.3783e-07-0.00082379i,-0.00071925-0.00074976i,-0.00043875+0.00016562i,0.00064882+0.00014012i,0.0011252-0.00032846i,0.00066611-0.00038916i,0.00039567-0.00034829i,0.00016812-0.00045378i,-0.00041719-0.00070342i,-0.00070914-0.00045707i,-0.00034449+0.00057099i,-0.00019346+0.0013201i,-0.00092136+0.00084176i,-0.0015301+0.00049339i
-0.0038447-0.0059307i,-0.0045578-0.011068i,-0.006193-0.015188i,-0.0062141-0.01558i,-0.0020794-0.012182i,0.0018968-0.0074961i,0.0015059-0.0050143i,-0.00039964-0.0024991i,-0.0010681-0.00057113i,-0.0015737+0.00049797i,-0.0023637+0.00070414i,-0.0026379+0.00058775i,-0.0014531-0.00016073i,0.00036897-0.001272i,0.0011524-0.0015814i,0.00031184-0.00098615i,-0.00077852-0.00057405i,-0.0005288-0.00055557i,-1.5747e-05+5.8004e-05i,0.00013242+0.00067052i,-0.00068613+0.0015421i,-0.00099038+0.0016677i,-0.0008547+0.0011401i
-0.0038649-0.0035922i,-0.0084263-0.0069087i,-0.013841-0.0089129i,-0.015641-0.0069751i,-0.011221-0.0042294i,-0.0051199-0.0039507i,-0.0025073-0.0035359i,-0.0015324-0.0013529i,-0.00055627+0.00042611i,-0.00025737+1.3775e-05i,-0.00034571-0.00023181i,-5.5866e-05+0.00047175i,-0.00012739+0.00025422i,0.00022372-0.00026573i,0.00082724-0.00019392i,0.00027681+3.0608e-05i,0.00010433+0.00049685i,-0.00060691+0.00064092i,-0.00064253+0.00068993i,0.00065907+0.0008054i,0.00090658+0.0011472i,8.5061e-05+0.00069941i,-0.00014027+0.00019487i
-0.0055826-0.0012379i,-0.013306-0.00050724i,-0.018547+0.0021586i,-0.017668+0.0050058i,-0.012071+0.0044047i,-0.0053457+0.0013068i,-0.001849-0.00032442i,-0.00065028-0.0010251i,0.00060896-0.0012412i,0.00076273+0.00079196i,-0.00012046+0.0025482i,-0.0011092+0.0024186i,-0.0017525+0.00092923i,-0.0011645+0.00055938i,-0.00045335-0.0002066i,-5.0072e-05-0.00046312i,0.00015544+0.00012i,0.00020728+0.00024439i,0.00066116+0.00030644i,0.00091396+0.00050982i,-0.00012322+3.4756e-05i,-0.00024861-0.00093207i,0.0010113-0.00088193i
-0.0037563+0.0034407i,-0.0078835+0.008034i,-0.011336+0.013874i,-0.010543+0.017637i,-0.0076123+0.014179i,-0.005357+0.0068922i,-0.0039614+0.0025787i,-0.0021934+0.0011431i,-0.00011526+0.00050369i,4.9763e-05+0.00037473i,0.00040557+3.2702e-05i,0.00054019-0.00076247i,4.3847e-05-0.00018674i,0.00033622+0.00067274i,0.00097147-0.0001411i,0.00097662-0.00022511i,0.0011181+0.00026442i,0.0016991+0.00017162i,0.0016917+3.5833e-05i,0.0014197+0.00056539i,0.00044095+0.00095752i,-0.00026754-0.00011938i,-7.3784e-05-0.00091248i
-0.0013076+0.00549i,-0.0026907+0.01202i,-0.00096123+0.018606i,0.0032783+0.019969i,0.0040968+0.014845i,0.00075143+0.0070502i,-0.0010756+0.0030099i,-0.0004724+0.0015735i,0.00086541-0.00038421i,0.0016399-0.00099277i,0.0018145-0.00015662i,0.0020988+0.0012603i,0.0012265+0.0020103i,-0.00020304+0.0013734i,-0.00030293+0.00068278i,-5.7303e-05+0.00041831i,0.00096427+0.00076327i,0.0018027+0.00036238i,0.0013635-0.00050993i,0.00090208-0.00054556i,-0.00011127+0.00043345i,-0.001325+0.0010339i,-0.0010001-0.00033009i
0.0023135+0.0036534i,0.0066675+0.0087599i,0.011601+0.01273i,0.015025+0.013152i,0.012829+0.010695i,0.0063264+0.0074902i,0.0020625+0.0049491i,0.00020253+0.002564i,-0.00057597+0.00083771i,-0.0006209-0.00048329i,-0.00062462-0.0013833i,-0.0007987-0.0020042i,-0.0011677-0.0016005i,-0.00047197-0.00061909i,-0.00021774-0.00047923i,-0.00027348-0.0009643i,0.00038007-0.0016767i,0.0010133-0.0016828i,0.0013409-0.0012153i,0.0010462-0.0003025i,0.00058949+0.00024178i,-0.00019357+0.00028196i,-0.00086392+0.00023866i
0.0058884+0.0014473i,0.0099512+0.0028932i,0.015709+0.0016533i,0.018894-0.0013853i,0.016251-0.0016843i,0.009168+0.00061787i,0.0037495+0.0020212i,0.00085093+0.0017189i,-0.00091995+6.3712e-05i,-0.00063034-0.0009523i,0.00024558-0.0014174i,0.00060245-0.001381i,0.0010754-0.00039235i,0.0010214-0.0004839i,0.00031981-0.00068378i,-0.00019075+9.0669e-05i,-6.7531e-05+0.00050159i,0.00025771+0.00027151i,0.00024067+0.00054682i,0.00013309+0.00035593i,0.00059766+0.00011094i,0.0010847+0.00091077i,0.00097111+0.00053396i
0.005221-0.0030777i,0.0096356-0.0052459i,0.01228-0.0097232i,0.010695-0.013051i,0.0087185-0.010784i,0.0064232-0.0046638i,0.0035108+0.00038912i,0.001344+0.0023967i,0.00036735+0.0032358i,-0.00088973+0.0030057i,-0.0018227+0.0023101i,-0.0015913+0.0011014i,-0.0011616+9.7892e-05i,-0.00062653+0.00054769i,0.00033424+0.00095126i,0.00049132+0.0008118i,8.9055e-05-0.00015671i,-2.8957e-05-0.0012977i,-7.368e-05-0.0012519i,9.4678e-05-0.00011625i,0.0012486+0.0014191i,0.00082727+0.001568i,-0.00025458+0.00086524i
0.00067155-0.0050427i,0.0013555-0.010236i,0.0013176-0.014917i,-0.0011812-0.016035i,-0.0013814-0.012468i,0.0016384-0.0075334i,0.0030172-0.003941i,0.0024503-0.00040673i,0.001991+0.0017968i,0.0010562+0.0016194i,-0.00031072+0.00029805i,-0.00022055-0.0004134i,-0.000295-0.00012481i,-0.00024609-0.00028356i,0.00090629-0.00068709i,0.0010003-0.00067051i,0.00021701-0.00034225i,-0.00044244+0.00060237i,-0.00030487+0.0013169i,0.0004083+0.00088913i,0.00058315-8.7004e-05i,0.0001866-7.0522e-05i,0.00021878-9.0447e-05i
-0.0016025-0.0066133i,-0.0049091-0.011881i,-0.0098375-0.014165i,-0.013713-0.011205i,-0.010496-0.0074565i,-0.003756-0.0060231i,-7.1584e-05-0.0041784i,0.0010776-0.0010314i,0.0034199+0.0019016i,0.0040623+0.0024606i,0.0011662+0.0018727i,-0.00051506+0.0024833i,-0.00053301+0.0028126i,-8.5813e-05+0.0025946i,0.00084495+0.001231i,-0.00010192-0.00012047i,-0.0010019+2.9601e-05i,-0.00040491+0.00056047i,-0.00024666+0.00090998i,-0.00056041+0.00080608i,7.8288e-05+0.0006893i,0.00066366+0.00042319i,0.00016644-0.00021546i
-0.0048287-0.003515i,-0.011018-0.0050414i,-0.016974-0.0019763i,-0.018362+0.0025652i,-0.013395+0.0027824i,-0.0058944-0.0012934i,-0.0015173-0.0033572i,0.0012267-0.0023775i,0.0033334-0.0015393i,0.0023116-0.0012523i,0.00015772-0.00080117i,-0.0004982-0.00015764i,-0.00080234+0.0002422i,0.000113+0.00036603i,0.0017621+0.00014576i,0.00201+8.4319e-05i,0.0017512+0.00075762i,0.00133+0.0013925i,0.00030927+0.00014393i,0.000103-0.00034052i,0.0005569-0.00011759i,-6.3493e-05-0.0010071i,-0.00045014-0.00078605i
-0.0067122-8.6478e-05i,-0.013491+0.0017101i,-0.0158+0.0085235i,-0.012289+0.015122i,-0.0068356+0.013014i,-0.0037303+0.0040311i,-0.0024702-0.0017788i,-0.00035746-0.002991i,0.0014638-0.0036976i,0.0010154-0.0026322i,0.0010258+2.7569e-05i,0.0020985+0.0012051i,0.0018333+0.00059486i,0.0010369+3.1316e-05i,0.00067513-0.00035158i,0.00078027-0.0005553i,0.0013201-2.3818e-05i,0.0019087+0.00071278i,0.0014766+0.0016755i,0.00071225+0.0015355i,0.00076149+0.0008629i,0.00068767+0.00042394i,8.0035e-05+0.00036782i
-0.0042093+0.0027891i,-0.0078354+0.0088098i,-0.0063347+0.015355i,-0.00038774+0.018718i,0.0021571+0.015716i,-0.00068404+0.0088191i,-0.0024802+0.002536i,-0.0016628-0.0016567i,-0.00078208-0.0037785i,-0.0006255-0.002952i,-0.00055839-0.00081432i,-0.0010652+0.0001419i,-0.0014353+2.7482e-05i,-0.0013093-0.00058448i,-0.0011633-0.0006123i,6.1199e-06-1.2627e-05i,0.00086034-8.8515e-05i,0.00088941+1.5532e-06i,0.00037536-0.00049642i,2.881e-05-0.00064151i,0.00029589+0.00020393i,0.00039297+0.00093066i,-0.00042871+0.00083868i
-0.0020035+0.006055i,-0.0011181+0.011939i,0.0044949+0.015602i,0.011085+0.014379i,0.011553+0.0095712i,0.0050829+0.0058782i,-0.00077248+0.003217i,-0.0027353+0.00013037i,-0.0041832-0.0019445i,-0.003778-0.0023285i,-0.0008446-0.0021202i,0.0014208-0.002071i,0.0018433-0.0015648i,0.0012016-0.00078743i,0.00057631-0.00060623i,0.00042144-0.0008712i,0.00092959-0.0010132i,0.0011848-0.0010644i,0.00086488-0.0010592i,0.0013725-0.0010392i,0.0015245-0.00061841i,0.00013408-0.00046634i,-0.00070471-0.000338i
0.0024916+0.0037182i,0.0070658+0.0081326i,0.013058+0.0083227i,0.016873+0.0029617i,0.014686-0.00029121i,0.0076385+0.0020072i,0.001714+0.0035949i,-0.002025+0.002707i,-0.0047944+0.0022867i,-0.004437+0.0018134i,-0.0020384+0.00090284i,-0.00076844+0.00070838i,-0.0014093+0.0015062i,-0.0020865+0.0019112i,-0.0016289+0.00099018i,-0.00037908+0.00069793i,0.0005315+0.00040743i,0.0006527-0.00011585i,0.00054225+6.4117e-05i,0.00068727+0.00048721i,0.00055606+0.00077396i,0.00067065+0.00065139i,0.00048147+0.00099363i
0.0044527+0.0041422i,0.0090409+0.003604i,0.013078-0.0008102i,0.012029-0.0078716i,0.0087419-0.0091437i,0.005578-0.0037569i,0.0030687+0.0012099i,0.00088781+0.0041831i,-0.0011549+0.0050848i,-0.0015155+0.0031018i,-0.0013978-5.7626e-05i,-0.0018936-0.0010351i,-0.0012299-0.00026748i,-0.00074426+0.00027484i,-0.0011701+0.0015964i,-0.00061939+0.0016201i,-7.358e-05+0.00054726i,-6.5114e-05+6.5307e-05i,0.00019122-0.00020865i,0.00059933-3.7997e-05i,0.00055815+0.00037231i,0.00032905+0.0001895i,0.00063812-0.00058644i
0.0061301-0.0018279i,0.0086069-0.0048021i,0.0081974-0.010545i,0.0019984-0.014283i,-0.0010064-0.011508i,0.0017178-0.0052484i,0.0031655-0.00047536i,0.0018424+0.0033782i,0.0012741+0.0067426i,0.0022991+0.007124i,0.0027912+0.0043416i,0.0018446+0.0013708i,0.0013566+0.00053926i,0.00062736+0.00093059i,0.00049629+0.00039687i,0.0018236+0.00026115i,0.0021797+0.00084542i,0.00092176+0.0006472i,0.00053336-0.00039577i,0.00091323-0.0010047i,0.00076001-0.00089097i,0.00079872-0.00073236i,0.0012866-0.0010213i
0.0013356-0.0048502i,0.0026483-0.009714i,-0.001564-0.011334i,-0.0086315-0.007915i,-0.009258-0.0029866i,-0.0018056-0.0018008i,0.0036072-0.0022629i,0.0046528+5.9093e-05i,0.0053264+0.0030448i,0.004042+0.0022069i,0.00044078-0.00053019i,-0.0019463-0.00086638i,-0.0017339-0.00028582i,-0.00028927-0.00047589i,0.00088461-0.00074161i,0.0016291-0.00021683i,0.0021875+7.6117e-05i,0.0014961-0.00033374i,0.00018699-0.00049317i,-0.00012673-0.00020545i,-0.00043665-0.0004074i,-0.00023327-0.00082716i,-9.39e-05-0.00058184i
-4.4705e-05-0.0069028i,-0.0029787-0.011683i,-0.0075024-0.010462i,-0.011933-0.0018579i,-0.010488+0.0031252i,-0.004036-7.8487e-05i,0.0012765-0.002833i,0.0050786-0.0020295i,0.0076437-0.0009784i,0.0064196-0.0018353i,0.0028306-0.00219i,0.0012017-0.0012943i,0.0017612-0.0010512i,0.0017432-0.0011581i,0.0011146-0.00096654i,0.00095535-0.00084556i,0.00093785-0.00050826i,0.0010808+0.000114i,0.0010243-8.5783e-05i,0.0004322-0.00049709i,-6.9527e-05-0.00053794i,-0.00019629-0.00076538i,-5.0173e-05-0.0013238i
-0.0044616-0.0047181i,-0.0092626-0.0054773i,-0.012352-0.00081021i,-0.010501+0.0075935i,-0.0048657+0.0095635i,-0.0011435+0.0033733i,-0.00016642-0.0020835i,0.0015697-0.0036062i,0.003113-0.0040032i,0.0015131-0.0040179i,-0.00099678-0.0019408i,-0.0023257+0.00033976i,-0.0025143+0.00082109i,-0.0012671-0.00043006i,0.00035006-0.00099762i,0.0012825-0.00089609i,0.0010588-0.00091443i,7.6598e-05-0.00079314i,-0.00011757-0.00073744i,-0.00025065-0.00019298i,-0.00072706+0.0002916i,-0.0010499+0.00035636i,-0.001215+0.00075751i
-0.0064539-0.0029416i,-0.011982-0.00065026i,-0.010564+0.0046638i,-0.0027547+0.010539i,0.0033375+0.0093357i,0.002312+0.0015027i,-0.00095073-0.0025051i,-0.0013245-0.0035713i,-0.00071284-0.0051245i,-0.0019646-0.0048013i,-0.0029292-0.0025761i,-0.0020179-0.00044498i,-0.00096215+5.9954e-05i,-0.00075976-0.00039859i,-6.6233e-05-0.00042128i,-3.7657e-05+9.5378e-05i,-0.00030638+0.00033248i,0.00027146+0.00071328i,3.7587e-06+0.00094841i,-0.00039531+0.00048709i,-0.00055006+0.00015934i,-0.00075551+3.3812e-05i,-6.2295e-05-0.00047969i
-0.0057648+0.00049189i,-0.0083346+0.005286i,-0.0040777+0.0099942i,0.004325+0.0093658i,0.0072112+0.004712i,0.0025548+0.0015275i,-0.0019513+0.00023925i,-0.0027799-0.0008182i,-0.002709-0.0031266i,-0.002921-0.003084i,-0.0018549+0.00057523i,-0.00059861+0.0030032i,-0.00050166+0.0026121i,-0.00055309+0.0015808i,-0.00062063+0.00091684i,-0.0010848+0.00028008i,-0.00023697-0.00026479i,0.00020057+1.2363e-05i,-0.0011722+0.00085302i,-0.0018333+0.00066774i,-0.00019799+0.00029516i,0.0012235+0.0016808i,0.00079599+0.0022465i
-0.0055792+0.0057311i,-0.0054763+0.0096932i,-0.00013486+0.010201i,0.0063751+0.0041008i,0.0071413-0.0023802i,0.0016541-0.0030411i,-0.0026878-0.00060053i,-0.0038744+0.00032463i,-0.0051993+9.7815e-05i,-0.005851+0.00036672i,-0.0041476+0.0011946i,-0.0020395+0.0013594i,-0.0012002+0.00086407i,-0.0011024+0.00016926i,-0.00099514+0.00018063i,-0.00072059+0.00082711i,0.00038851+0.0010846i,0.001206+0.001195i,0.0013537+0.00065903i,0.0015708+0.0011427i,0.0012085+0.0017524i,0.00069751+0.00097165i,0.00022412+8.7593e-05i
0.0011293+0.0050832i,0.0037739+0.0082833i,0.0060847+0.0057851i,0.0050032-0.0016662i,0.00080418-0.0050259i,-0.0020613-0.0005815i,-0.0019629+0.003179i,-0.0024906+0.0029052i,-0.003041+0.0030088i,-0.0024491+0.0037456i,-4.4264e-05+0.003426i,0.0021078+0.0021226i,0.0022838+0.0018412i,0.0022671+0.0019438i,0.0017606+0.0014593i,0.0011184+0.0011532i,0.00066595+0.00010907i,0.0005172-0.00020242i,0.00080037+0.00019645i,0.0014205+0.00053693i,0.0021339+0.00064805i,0.0022248+0.00014754i,0.0021215+0.0010687i
0.00164+0.0039553i,0.0040974+0.0049896i,0.0052253+0.0015924i,0.0017383-0.0027009i,-0.0034158-0.0017985i,-0.003384+0.0014256i,-0.00042627+0.0033087i,-0.00055469+0.0043635i,-0.0017909+0.0053936i,-0.0013663+0.0057952i,0.00021894+0.0040973i,0.0015166+0.0024692i,0.00090125+0.002126i,-5.6645e-05+0.0018353i,0.00011821+0.0018212i,0.00011073+0.0017194i,-0.00012202+0.00069837i,9.9371e-05-0.00050255i,0.00059266+0.00014077i,0.0005318+0.00080327i,0.00012572+0.00053281i,0.0001716+0.00023493i,0.00058431+0.00032681i
0.0080656+0.00049624i,0.010356-0.00086722i,0.0070035-0.0032857i,-0.0015707-0.0021465i,-0.0055416+0.0029067i,-0.0025093+0.0057073i,0.0012461+0.0050057i,0.0025113+0.0046437i,0.0031051+0.0040772i,0.0037095+0.0024349i,0.0031601+0.00041349i,0.0025397-0.00088423i,0.0024792-0.00095869i,0.0028367-0.00034368i,0.0023563-0.00012153i,0.0018932-0.00077502i,0.0014397-0.00090926i,0.00033787-0.00055577i,0.00031735-0.00056499i,0.00091542-0.0012007i,0.00083042-0.0013725i,0.00066567-0.0014063i,0.0011575-0.0017556i
0.0069799-0.0049386i,0.0064331-0.0066143i,0.0027828-0.0052609i,-0.0015163+0.001558i,-0.0015008+0.0080291i,0.0026347+0.0080363i,0.0048202+0.0045644i,0.0045894+0.0028489i,0.0042337+0.002421i,0.0045822+0.00057813i,0.0040709-0.00075209i,0.0027995-0.00017816i,0.001529-0.00034722i,0.0006584-0.0009249i,0.0010675-0.00074053i,0.0010551-0.00095314i,0.00097768-0.001089i,0.00084584-0.00051513i,0.00026532-0.00010057i,0.00053804+0.00012165i,0.00084273+0.00035079i,0.0009104+9.256e-05i,0.00048271-0.00035366i
0.0063723-0.0055711i,0.0034952-0.0099149i,0.00035305-0.0085465i,0.001494-0.00085385i,0.0062905+0.0050387i,0.0077933+0.0038108i,0.0048258+0.00085966i,0.0033983-0.00023469i,0.0043772-0.0015859i,0.0038583-0.0031108i,0.00095801-0.003709i,-0.00095008-0.0028048i,-0.0013813-0.0019943i,-0.00068219-0.0021383i,0.00064683-0.001497i,0.00089535-0.00043914i,0.0005634+0.00021448i,0.00010869-7.6532e-05i,-0.00022982-0.000107i,-0.00043495+0.0002514i,-0.00064362+0.00036715i,-0.00036703+0.00019367i,0.00032282+6.1887e-05i
