-0.0016569+0.00045078i,-5.0301e-05+0.00021646i,-0.00075011+0.00048149i,-0.0008662+0.00027009i,-0.00059515+0.0014652i,-0.00067006+0.0020583i,-0.0006518+0.0022142i,0.00024978+0.00287i,0.00073864+0.0023122i,0.0011655+0.0012507i,0.0014087+0.00051832i,0.00082093+3.2924e-05i,0.00038093-8.2856e-05i,0.00052483-0.00016361i,-2.5396e-05-7.9e-06i,-0.00050484-0.00023741i,3.7232e-05-0.00098947i,0.00054949-0.00065623i,0.00039097-0.00025004i,-0.00041632-0.00096902i,-8.1686e-05-0.0011182i,0.00037672-0.00078261i,7.9479e-05-0.00041032i
-0.00072214+0.00059844i,-0.00053205+0.00062271i,-0.0011582+2.3956e-06i,-0.0010623+0.00011442i,-0.0012385+0.00036892i,-0.0015256-5.3986e-05i,-0.0012212-0.00050456i,-0.00058696-0.00095052i,-3.3462e-05-0.00031767i,0.00037808+0.00014515i,0.00070549+1.9611e-05i,0.00059339+0.00087759i,0.00052585+0.00066292i,0.00095587-0.00025844i,0.001403-0.00056082i,0.0012532-0.00040495i,0.00090268+0.00026733i,0.00060199+0.00064522i,0.00014851+0.00021934i,-0.00019569+0.0002941i,0.00052164+0.00048382i,0.00053196+0.00060346i,-0.00025955+0.00046508i
0.0012697+0.00096846i,0.001888+0.0011652i,0.0010278+0.00048142i,-0.0009125-0.00049312i,-0.0016557-0.00035316i,-0.00061127+0.00052252i,0.00060251+0.00037356i,0.00051161+6.1594e-05i,-0.00042828-0.00016226i,-0.00061528-0.00024756i,2.5198e-05-6.8391e-05i,0.00069496+0.00055421i,0.00092898+0.0012205i,0.0010208+0.0013039i,0.0016678+0.001553i,0.00063388+0.0010587i,-0.00039328-0.00027456i,-0.00018811-0.0010699i,-6.0594e-05-0.00076577i,0.00014191+4.7858e-05i,0.00039407-4.1987e-06i,0.00055982-0.00070989i,0.0010616-0.0006067i
0.0007875+0.00078547i,0.0014836+2.1389e-05i,0.0021985-0.00061607i,0.0016219-7.9368e-05i,0.00044237-1.6004e-05i,-0.00040407-0.00071714i,-0.00035057-0.0014574i,-0.00021445-0.001441i,-0.00011726-0.00076705i,7.9359e-05+0.00019052i,0.00072453+0.00070647i,0.00072967+0.00023484i,0.00046019+2.6016e-06i,0.0010083-0.0002481i,0.00098649+2.7047e-05i,0.00020047+0.00054726i,-5.5595e-05+1.3034e-05i,-0.00054437-2.1725e-05i,-0.00087306+5.088e-05i,-0.00069322-0.00012479i,-0.00023993-0.00010548i,0.00028439+7.396e-05i,-3.3712e-05-0.00012549i
0.0025245+0.00085737i,0.0024739+0.00074987i,0.0024182+2.4816e-05i,0.0012965-0.000799i,-0.00027346-0.0014664i,-0.00019829-0.00082596i,0.00032722-0.00036888i,0.00031955-2.7666e-05i,0.00049788-0.0004136i,0.0010864-0.0011588i,0.0012125-0.00092911i,0.0006622+0.00032103i,0.0009744+0.00066638i,0.0017274+0.00060832i,0.0010643+6.4101e-05i,4.2508e-05-0.00012406i,-5.6941e-05-2.6476e-06i,1.0067e-05-0.00013318i,0.00010817-0.00033032i,0.0001027+0.00018249i,-0.00085181+0.00020159i,-0.0010338+0.00020659i,-0.00042354+0.00029426i
0.0013338+0.00073665i,0.0017169+0.00036678i,0.0016373+5.551e-05i,0.0006108-0.0004431i,-0.00033306-0.00097437i,-0.00061188-0.0012847i,-0.0007969-0.00084575i,-0.00025491-0.00022728i,-8.4332e-05-0.00023149i,-0.00029308-0.00056732i,-0.00046202-0.00074187i,-0.00055437-0.00027952i,-6.0991e-05+0.00039572i,0.00041592+0.0003585i,0.00062178-0.00027338i,0.00024788-0.00048272i,-0.00027513-0.00065757i,-0.00033116-0.00037361i,-0.00052765+0.00024701i,-0.00091216+6.3407e-06i,-0.00067965-0.0001828i,0.00017378+0.00016726i,-2.6899e-05+0.00048038i
-0.0011442+0.00087361i,-0.00086168+0.0012455i,-0.00068047+0.0011458i,0.00044114+0.00067364i,0.0010101+0.00022942i,-0.00030125-0.00039399i,-0.0011018-0.00061277i,-0.00032989-9.1191e-06i,0.00049093+0.00041367i,3.6578e-05+0.00078906i,2.9121e-05+0.00090647i,0.00043932+0.00020794i,0.00060205-0.0001361i,0.00078655-2.8183e-05i,0.00057664+1.936e-05i,0.00017603-2.6942e-05i,-0.00054853+4.4163e-05i,-0.00096504+0.00053523i,-9.4569e-06+0.00042869i,0.0011867+0.00029342i,0.00019011+0.000517i,-0.00099375-0.00028265i,0.00015139-0.00055202i
0.00057354+0.0010423i,0.0020465+3.8122e-05i,0.0021066+0.00053933i,0.00083196+1.3972e-06i,0.00042051-0.0011325i,0.0007423-0.0017519i,0.00048639-0.0015908i,-1.2077e-05-0.0009288i,-0.00029414-0.00099497i,1.5123e-05-0.0010347i,0.00048833-0.00062265i,-0.00029897-0.00031427i,-0.001078-0.00014652i,-0.0012111+0.00058644i,-0.00019254+0.00043647i,0.00085472-0.00047387i,0.0010249-0.0004182i,0.00023909+0.00029178i,-0.00026014+0.00028606i,-0.0003752-6.129e-05i,-0.00085745+0.00034562i,-0.0011313+0.00077284i,-0.00054948+0.00057838i
0.00061656-0.00087532i,0.00060568-0.0013466i,0.00027162-0.0012076i,-0.00038635-0.0019051i,-0.00081597-0.0022497i,-0.0010987-0.0013601i,-0.0014505-0.00051644i,-0.0015695-0.00050792i,-0.0012313-0.00052469i,-0.00050094-0.00043831i,0.00011953-3.6836e-05i,0.00029898+0.001013i,-3.0848e-05+0.0019184i,-0.00067366+0.0010399i,0.00013463-0.00041582i,0.0010037-0.00075404i,0.0010817-0.00045693i,0.00066238-0.00063312i,0.00069248-0.00080527i,0.00076562-0.00037332i,-0.00023401-0.00012719i,-0.0010453-8.1425e-05i,-0.00069254-4.4457e-05i
0.0012028+0.0010817i,0.0007015+0.0012551i,0.00059033+0.00074733i,0.00056676+0.00062042i,0.0003542+0.0004329i,0.00019828+8.7018e-05i,0.00032053-3.9886e-05i,0.00068968+0.0001408i,0.0012513-1.4767e-06i,0.00099464-0.00012588i,0.00035928-0.00069026i,0.00017381-0.00066775i,0.00021347+0.00048983i,0.00017996+0.00060663i,0.00033991-6.7712e-06i,0.00018611-4.3532e-05i,-0.00021307-9.9754e-05i,-0.00033404+0.00013904i,4.3225e-05+0.00050814i,0.00051663+0.0010786i,0.0006946+0.0011979i,0.00047707+0.0011003i,0.00038115+0.0011893i
0.00061743-0.00077636i,0.00091384+0.00015631i,0.0006775-0.00098683i,-0.00089026-0.0021488i,-0.001874-0.0014664i,-0.0013934+0.00017977i,-0.00018876+0.00053934i,0.00063178-0.00041843i,0.00063162-0.00086279i,0.00031116-0.00066651i,0.00019737-0.00059733i,0.00029857+3.7196e-05i,0.00076656+0.00099949i,0.00075701+0.0013356i,0.00054497+0.00053769i,0.00050887-0.00013199i,-0.0001274+0.00017114i,0.0001858+0.00090281i,0.0014099+0.0003864i,0.0013355+0.0001393i,0.00092368+0.00052287i,0.00079136+0.00051724i,-1.0014e-05+0.00050505i
0.0011492+0.00053229i,0.0018777+0.00047489i,0.00074211+0.00044197i,1.9726e-05-0.000521i,0.0002517-0.0011372i,-0.00013961-0.00088475i,-0.00083003-0.00073716i,-0.0011898-0.00074241i,-0.00069394-0.00055059i,0.00010936-2.2684e-05i,0.0002713+0.00021766i,-0.00035497+2.9556e-05i,-0.0014346+0.00010999i,-0.0016784-0.00040495i,-0.00084437+0.00015309i,-0.00043407+8.3048e-05i,6.6046e-05-0.00020825i,0.00062865+0.00065968i,0.00069338+0.00075788i,0.0011578+0.00054874i,0.0010598+0.00036928i,0.00032471+6.2864e-05i,-9.7426e-05-0.00014469i
0.00018617+0.0021094i,0.00097023+0.0017305i,-0.0002588+0.0020906i,-0.000667+0.0025623i,0.00029238+0.0017855i,0.0012467-7.2201e-05i,0.00072638-0.00091261i,-0.00013178-0.00023399i,9.0647e-05+0.00012737i,0.00071723-0.0005221i,0.0012611-0.00076994i,0.00073515-0.00086466i,0.00016751-0.0010228i,0.00016469-0.000715i,0.00014355-0.00059946i,-0.0002371+8.4507e-05i,-0.00039458+0.00069332i,-0.00072284-0.00010912i,-0.00062741-0.00045021i,-0.00012878-0.00050374i,-0.0001418-0.0003438i,0.00042371+8.5628e-05i,0.00038062+0.00039088i
0.0012133+0.00041111i,0.00084487-0.00077716i,0.00071411-0.0021061i,-0.00031283-0.0020262i,-0.0020222-0.0010279i,-0.002938+0.0002252i,-0.0017468+0.00062969i,-0.00032274-0.00025522i,0.00031859-0.00053106i,3.4746e-05+0.00053473i,-0.00046111+0.00054005i,-0.00037863+6.3332e-05i,0.00012419+8.2524e-05i,0.00048655+0.0009908i,0.0006762+0.00085208i,0.00072794-0.00036245i,0.00045167-0.00047976i,0.00049457+8.2955e-05i,0.00060079+0.00011246i,-0.00011933-0.00030956i,-0.00099975-0.00044731i,-0.0011095-0.0003244i,-0.00071426-0.00046191i
0.0017766+0.0013875i,0.0015794+0.0003573i,0.0018313-0.00011058i,0.0026974-0.0004657i,0.0028523-0.0016405i,0.0012451-0.0014272i,0.00018972-1.7877e-05i,0.00061052+0.00042373i,0.00090846-0.00033613i,0.0012083-0.001112i,0.0013003-0.00057066i,0.0002778-0.00024067i,-0.00053807+0.00031575i,-0.00054773+0.0010738i,0.0004276+0.00081609i,0.0011543+0.00032505i,0.0011703-2.9857e-05i,0.00099732-6.129e-05i,0.00054747-0.0001324i,0.00013989-0.00012019i,9.4585e-05+0.00030786i,-0.00044799+0.00017929i,-0.00040024+0.00025787i
-0.0025216+0.00047693i,-0.0010368+0.0013397i,-0.0010154+0.0016845i,-0.0014773+0.0011849i,-0.00077866+0.0012322i,-7.6098e-05+0.0018572i,0.00025167+0.0010338i,-8.0733e-05-0.00045063i,-7.1417e-05-0.0010633i,0.00068254+0.0001574i,0.00089295+0.0011981i,0.00077468+0.00057743i,0.0007852+0.00021844i,0.00074744+3.606e-05i,0.00018872+0.00054979i,-0.00022724+0.00085469i,0.00011043+0.0009405i,0.00020028+0.00049073i,0.00016346-0.00072068i,-3.635e-05-0.00075761i,0.00014708-9.4866e-05i,0.00069707+0.00047269i,0.00090716+0.00062798i
-0.00072587+0.00097746i,-0.00044143+0.001369i,-0.0012954+0.0010727i,-0.0015363+0.00064044i,-0.0011156+0.0011356i,-0.00042924+0.0007937i,-4.9769e-05+2.7755e-05i,0.00019859-0.0001602i,0.00029263+0.00059422i,0.00044898+0.00082074i,0.00059771+0.00055203i,0.00059203+2.9372e-05i,0.0011119-0.0005387i,0.00097258-0.00038709i,0.00059925-0.00014762i,0.00053446+0.00047698i,0.00091068+0.00089411i,0.00092231+0.0005235i,0.00039018+8.8154e-05i,0.00044671+0.00010682i,0.0003208-0.00048888i,-0.00030261-0.0010088i,-0.00065121-0.00064775i
0.00053705+0.00091054i,0.0014261+0.00087152i,0.0017178-0.00063225i,0.00031859-0.00086788i,-0.0013921-0.00012198i,-0.0014207+0.00017939i,-0.00057405+0.0006371i,-0.00032298+0.00060059i,-0.00017036-0.00050362i,-0.00014064-0.0010902i,-0.00029109-0.00043085i,-0.0011074+0.00063863i,-0.00082854+0.0010968i,-0.0001104+0.0004532i,0.00027602-0.00020337i,0.00041899-0.00022824i,0.00010289-0.00029978i,0.00010947-0.00045848i,0.00023139-0.00033137i,2.6972e-05-0.00017555i,0.00026888+0.00011523i,0.00045841+0.00088923i,1.052e-05+0.00074867i
-0.00059415+0.00032052i,0.00032291+0.0012465i,0.00037577+0.0014538i,-0.00040553+0.00063166i,-0.00056265+0.00081012i,-0.00070127-2.3061e-05i,0.00025293-0.0011758i,0.00018504-0.00066631i,4.7126e-05-0.00023245i,0.00083592-0.00046716i,0.0011235-0.00031094i,0.00073124+0.00019521i,0.00029846+0.00042644i,0.00016113+0.00072377i,0.00031785+0.00024785i,0.00054908+0.00047621i,0.00019645+0.00047851i,0.00021826-0.0010042i,0.00032811-0.00086451i,-0.00012099-6.7349e-05i,0.00012197+0.00011672i,0.00030725-0.0001575i,-7.4971e-05-0.00043812i
0.0011324-0.00032035i,0.0020364-0.00056252i,0.0036737-0.001406i,0.0029266-0.0022915i,0.00063173-0.0026398i,-0.0004084-0.0020811i,-0.00073073-0.00082618i,-0.00016612+0.00034326i,0.00025722-0.00023284i,-0.00042348-0.0015058i,-0.0010988-0.0014065i,-0.00083156+0.00031763i,-0.00095741+0.0012429i,-0.00018242+0.0010244i,0.0002284+0.00071642i,0.00018453+1.7737e-05i,0.00070709-0.00078505i,0.00081911-0.00027863i,0.00035224+0.00011925i,0.00036989-0.00029858i,0.00045222-0.00018223i,-0.00049731+5.7049e-05i,-0.00086889-7.7546e-05i
0.0010163+0.0013396i,0.0020567+0.0012462i,0.0011929-1.1062e-05i,-0.00043186-0.00097951i,-0.00083665+1.4743e-05i,-0.00055141+0.00069432i,-0.00064317+0.00058797i,0.00011384-5.0811e-05i,0.00056545-0.00054828i,-2.7728e-05-0.0002565i,-0.00015397-0.000252i,0.0001987-5.295e-05i,0.00021692+0.0003378i,-0.00028549+9.6873e-05i,-0.0002176-0.00044457i,0.00016926-0.00029094i,0.00023422-9.4929e-05i,0.00040735+0.00021159i,0.00055099+0.00024435i,0.00067721-0.00030954i,7.8164e-05-0.00088282i,-0.00025959-0.00056421i,-0.00032263+0.00025862i
0.00024512+0.0010071i,-0.00044786+0.00067054i,-0.0010488+0.00019297i,-0.0014883+0.0001265i,-0.001247+0.00054894i,-0.0004277+0.00063703i,-0.0004763+0.00055234i,-0.00076276+0.00022274i,-0.00095976+0.00020725i,-0.00052863+0.0002907i,0.00012574+0.00016712i,0.00040783+0.00046078i,0.00053916+0.00018789i,0.00059488+0.0005546i,0.00030487+0.00099687i,-0.00030122+0.00022677i,-0.00038387-0.00015861i,0.00010343-0.00071843i,-0.00022507-0.0014799i,-0.00034791-0.00094253i,0.00021977-0.00013148i,0.00012039+6.2751e-05i,0.00019151+0.00020881i
0.0015096+0.0018541i,0.0021387+0.0017297i,0.0019419+0.00013017i,0.0012498-0.00056755i,0.00095786-0.00072296i,0.0011314-0.0015904i,0.001015-0.0016146i,0.00062901-0.00084878i,0.00028102-0.0003609i,7.9693e-05-0.00021721i,0.00032543+0.00030265i,0.00030464+0.00018818i,0.00048758+8.9675e-06i,0.00035372+0.00011089i,-0.00019387+0.0003996i,-0.00056904+0.0016277i,-0.00078779+0.0014329i,-0.00071939+0.00077076i,-0.00022921+0.00076282i,-5.9256e-05+0.0001376i,9.4286e-06-3.5373e-05i,-5.5393e-05-0.00037187i,-0.00023817-0.00075926i
0.0012307+0.0018585i,0.0014364+0.00029053i,0.001971+0.00020941i,0.0014311-0.0004723i,0.00070308-0.0014441i,-0.00043926-0.0012743i,-0.00081552-0.0005067i,-0.00031096-0.00017822i,-0.00023041-0.00029116i,0.00055849-0.00035686i,0.0013355-0.00049984i,0.00050684-0.00010142i,7.2043e-05+0.00045041i,-0.0002918+0.00072961i,0.00010767+0.0013405i,0.00076166+0.0017046i,0.00057655+0.0014484i,0.00064884+0.00096983i,0.00023942+0.00073729i,-0.0002334+0.00036885i,-0.00052466-0.00024469i,-0.00038891+4.7355e-05i,-0.000224+0.00038396i
-8.383e-06+0.0010347i,0.0012533+0.002344i,0.00113+0.002706i,0.0012663+0.0018996i,0.0016841+0.00062266i,0.0012663-0.00042969i,0.0010858-0.00084656i,0.00073867-0.00075538i,0.00056615-0.00020677i,0.00037439+0.00033246i,-0.00041872+0.00021061i,-8.8875e-05+0.00033304i,0.00079842+0.00034868i,0.00064576-8.0509e-05i,0.00037982-0.00043255i,0.00059295-0.00040968i,0.0008671+0.00021463i,0.00056911+0.00062956i,0.00024922+0.00062259i,-7.1702e-05+0.00074279i,-0.00067809+0.00020398i,-0.0011149+0.0006785i,-0.00050825+0.0016876i
0.00065352-0.0010635i,0.0010537-0.0004455i,0.00096152+0.00028946i,-0.0011062-0.00019008i,-0.0017666-0.00085668i,-0.00097634-0.0011723i,-0.00061686-0.00072218i,-0.00068234-0.00034129i,-0.00060789-0.00035438i,0.00072842-0.00053415i,0.0014767-0.00028169i,0.00095089+0.00070792i,0.00018838+4.1581e-05i,0.00015596+0.00029588i,0.00046917+0.0011234i,0.00037546+0.0012066i,0.00011707+0.0013553i,-0.00011184+0.001576i,-6.0927e-05+0.001053i,4.5124e-05-0.00064465i,0.00039422-0.0016627i,0.00044737-0.001079i,0.00048304-0.00048331i
0.0011786+0.0020424i,0.0024596+0.0012333i,0.0024881+0.00030289i,0.0017661-0.00075488i,0.0011086-0.0015326i,0.00014951-0.0011837i,-0.00066893-0.00088057i,-0.0005071-0.00052545i,-2.5592e-05-0.00017995i,-0.00058411-0.00087384i,-0.00099303-0.0014962i,-0.00025135-0.0011912i,9.9124e-05-0.00059451i,0.00026931+0.0003856i,-0.00011566+0.00064141i,-0.00098128+4.1381e-05i,-0.0010651-0.0005428i,-0.0005008-0.00096823i,-0.00032205-0.00057952i,-0.00014951-3.7561e-05i,-0.00018463+8.5944e-05i,-5.9527e-05+0.00024599i,-4.5586e-05+0.00034547i
0.00015814+0.00087201i,0.00028519+0.00088304i,-0.0010009+0.0007881i,-0.00019775+0.00010143i,0.00061465+0.00013183i,0.00024567+0.00080051i,0.0006072+0.00018123i,0.0002934-0.00063446i,-0.00025001-0.00060103i,0.00021742-0.00022788i,0.00088955-0.00028612i,0.00052019+0.00019656i,0.00013831+0.00086929i,0.00068778+0.00022299i,0.00068293-0.00028447i,0.00019671-0.00074208i,0.00015599-0.0013509i,-0.0003396-0.00036472i,-0.00038831+0.00015258i,0.00012796+7.0956e-06i,0.00013727-0.00013739i,-4.2746e-05-0.00033406i,0.00024552-0.00018126i
0.0013253-0.00078246i,0.0018822-0.00091194i,0.0011715-0.00048252i,-0.00070116-0.00086017i,-0.0018156-0.0011908i,-0.00094441-0.0009538i,-0.00014677-0.001264i,-0.00018522-0.0012691i,0.00029289-0.00045185i,0.00060911+0.00034377i,0.00036976+0.0008918i,1.7223e-05+0.00032377i,0.00019244+0.00021525i,0.00034636+0.00031902i,0.00052097-0.00054115i,0.00073333-0.0011707i,0.00035185-0.00082002i,0.00094416-0.00049876i,0.0011496-3.6487e-05i,0.00016147-0.00040813i,-0.00018365-0.0010635i,-0.00025381-0.00096265i,-0.00080011-0.00039922i
0.002102-0.0009425i,0.0027766-0.00035722i,0.0016065-0.0009632i,0.00086732-0.0024934i,-0.00023462-0.0022617i,-0.00090409-0.0013105i,-0.00081637-0.00056498i,-0.00066599-0.00044265i,-0.00047816-0.00019673i,-0.0003735-7.3554e-05i,0.00019687-3.8009e-05i,0.0007423+0.0005261i,0.00097438+0.00050074i,0.0018595+0.00076072i,0.0010733+0.00022778i,0.00019191-0.00072895i,0.00029126+9.8281e-05i,0.00011589+0.0011796i,0.00034433+0.00090976i,0.00038759-8.1377e-05i,0.00011347-0.00052497i,-0.00038562-9.6873e-05i,-0.00052835+0.00082812i
-0.00034094+0.0012692i,-0.0012054+0.001187i,-0.0014892-0.0002787i,-0.0014192-0.0015233i,-0.0011973-0.0018901i,-0.00079199-0.0012073i,0.00034237-9.6671e-05i,0.00045352+0.00040589i,-0.00041921+0.00026343i,-0.00029755+0.00033928i,0.00017686+9.4159e-05i,0.00033167+7.8482e-05i,0.00065805+0.0012839i,0.00083341+0.00073228i,0.00083581-0.0008097i,0.00091273-6.9375e-05i,0.00065375+0.00083743i,0.00028506+0.00066678i,-0.00021869-0.00042578i,-0.00034285-0.00097353i,-0.00013971-2.848e-05i,-0.00014007+0.00088248i,0.00028415+0.0009466i
0.00042779+0.00080806i,0.0010141-8.1147e-05i,0.00089607-0.00079027i,0.00064093-0.0007794i,0.00075124-0.00070253i,-1.1363e-07-0.00081694i,-0.00054714-0.00048434i,-0.00084159+3.0828e-05i,-0.00071461-0.00013411i,0.00029502-1.2884e-05i,0.00070959+4.3235e-05i,0.00057463+6.2457e-05i,-0.00013176+0.00037552i,0.0003543+0.00078653i,0.0016042+0.0014761i,0.0011121+0.00097831i,0.00039158+7.6273e-05i,0.00037234+0.00068922i,0.00011131+0.00098593i,0.00047275+0.00085521i,0.00081018+0.00082468i,0.00065129+0.0001117i,0.00018542-0.00046613i
-2.3401e-05-0.00039444i,0.0013885+0.00021027i,0.00093153+0.00097769i,-8.5769e-05+0.0007933i,5.2012e-05+0.0001585i,0.00035968-0.00020835i,0.00019552-0.00021131i,0.00020294-6.4847e-05i,0.00073944-0.00019072i,0.00074225+0.00027533i,0.00032037+0.00097843i,0.00062471+0.00050859i,0.0011598-0.00046074i,0.00045996-0.00068228i,-0.0010649-0.00012818i,-0.00075486+4.8126e-05i,6.1124e-05+0.00015367i,-5.3322e-05+0.00081281i,0.00030532+0.00096924i,0.00050455+0.00047184i,0.00046666-0.00019741i,0.0003517-0.00054423i,1.1543e-05+2.1582e-05i
-0.00040607+0.0011853i,0.00075739+0.0015379i,0.0013668+0.0019286i,0.00010767+0.0011081i,-0.00095985+0.0007236i,-0.0011577+0.00039923i,-0.00060501-0.00045516i,-0.00016718-0.00041175i,-3.4346e-05-0.00035028i,0.00045581-0.00033291i,0.00045783+0.00023188i,0.00052941+0.00040257i,0.00097147+7.8797e-05i,0.00021007-3.802e-05i,-0.0004128+0.00024015i,-0.00045673+0.00010278i,-0.00012085-0.00066041i,0.00013261-0.00076972i,0.0005655+0.00012649i,0.00096175+0.00065291i,0.00098009+0.00042089i,0.00047562+0.00032725i,-0.00042213+0.0006819i
0.00091129+0.0004997i,0.00099471+0.0011493i,0.0022671+0.0013698i,0.0019361+0.00035554i,0.0016392-0.00048529i,0.00071787-0.00030863i,-0.00076678-0.00015679i,-0.00053339-0.00021815i,0.00014254-8.3331e-05i,0.00023974-0.00061501i,-4.6128e-05-0.0012338i,-0.00031724-0.00061389i,8.4625e-05+2.0082e-05i,0.00054813-0.00044136i,0.00044109-0.00042481i,6.7648e-05+0.00034332i,-0.0003821+0.00045144i,-0.00092736-5.5371e-05i,-0.00093182-0.00019733i,0.00021332-5.7104e-05i,0.00067329-0.00011317i,0.00037607-0.00032995i,0.00080698-0.00027353i
-0.00057053-0.00027017i,0.0010004-0.0009569i,0.0019294-0.00068077i,0.00073513-1.4707e-05i,-0.000261-0.00018166i,-0.00038035+0.0002901i,-0.00047516+0.00016095i,3.9494e-06-0.00059991i,0.00038168-0.00011624i,0.00067998+8.7342e-05i,0.00073398-0.00068417i,-0.00047317-0.00071009i,-0.00057968+0.00019187i,0.00021704+0.00061044i,0.00021041+0.00024256i,0.00031851+0.00029156i,0.00044955+0.00028575i,-5.8446e-05+0.00039732i,-0.00024885+0.00059285i,0.00011936+0.00042025i,2.1809e-05+0.00027278i,-0.00028898+0.00017374i,-0.00024145+0.00024082i
0.0013434+0.00013009i,0.002414-0.00036804i,0.0016576-0.0015267i,-0.00064226-0.0018526i,-0.0015776-0.0011421i,-0.0014995-0.0002637i,-0.0012459-0.00028943i,-0.00084921-0.0003504i,0.00018593-0.00023313i,0.00050503-0.00018505i,0.00059108+0.00037894i,0.00069804+0.00074579i,-6.7362e-05+0.00039146i,-0.00015139-7.6543e-05i,-9.4916e-05+0.00011508i,-0.00014355+0.0001516i,0.00024874+0.00065596i,-3.6471e-05+0.00095073i,-5.2126e-05+2.176e-05i,4.5635e-05-0.00054698i,-3.8431e-05-0.00033711i,0.0001302+0.00020161i,-0.00010246+0.00034761i
0.0025683+0.0017994i,0.0024147+0.0020616i,0.0026116-0.00011973i,0.00056101-0.0016765i,-0.0012671-0.0020013i,-0.00091976-0.0016106i,1.1617e-05-0.0008615i,0.00052572-0.00058403i,-1.6385e-05-0.00078495i,-0.00048412-0.00086076i,-0.00032805-2.339e-05i,-0.00018192+0.00067808i,-0.00033159+0.00060031i,5.0042e-05+0.00061938i,0.00095381+0.00067803i,0.0010756+0.001084i,0.00058542+0.0013741i,-0.00029214+0.00061278i,-0.00058659-0.00042487i,-0.00037693-0.00013598i,-0.00020267+1.8712e-05i,-0.00026355+0.00013666i,-0.0005629-1.3166e-05i
0.00049137+5.131e-05i,0.00096488+0.00066467i,-0.00017275-0.00027783i,-0.002016-0.0004215i,-0.0018717+0.001158i,-0.00059619+0.0012058i,-8.6129e-05+0.00083584i,-0.00032355+0.00012766i,-0.00052489-0.00080764i,-8.6277e-05-0.00080202i,0.00061522-0.00037298i,-0.00010608+0.00012382i,-0.00038248+8.2835e-05i,0.00010436-0.00041166i,0.00037566-0.00018059i,0.0006387-0.00092043i,0.0011136-0.0015879i,0.0015253-0.00057489i,0.0010895+0.00041246i,0.00012709+0.00011539i,-0.0008728-0.00013748i,-0.00098659-0.00025651i,-0.00042212-0.00014416i
0.00052612+0.00066007i,5.2886e-05+0.00068983i,0.00046742+0.0010288i,0.00085598+0.00096782i,0.00015205+0.00049274i,-0.00035188+0.00027182i,7.799e-05-0.0013032i,0.00042395-0.0022534i,5.7838e-05-0.00079788i,1.9143e-05+0.00053838i,0.00010399+9.925e-05i,0.0001884-0.00062131i,0.00074791+6.6699e-06i,0.00086345+0.00035919i,0.00062907+0.00037428i,0.00016701+0.00068765i,-0.00023026+0.00062733i,-0.00045741+0.00042569i,-0.00081901+0.0001791i,-0.00048495-7.6631e-05i,-0.00041472-0.00081456i,-0.00048435-0.00071567i,-0.00024555+0.00022425i
0.0027819+0.00028855i,0.0026355-8.7267e-05i,0.0017775-0.00042513i,0.00095212-0.00060958i,0.00022425-0.00058785i,-2.6918e-05-0.00079036i,-0.00047366-0.00077897i,-0.00044516-0.0011199i,0.00011471-0.0010325i,0.00031473+0.00010415i,0.0003325+0.0010251i,0.00049857+0.00061542i,0.00042779-1.0744e-05i,-0.00015547+0.0003971i,-0.00027965-9.1647e-05i,0.00059383-0.00076468i,0.00043024-0.0003936i,-0.00053587+0.00019063i,-0.00096232+0.00051593i,-0.00026201-0.00038472i,0.00052695-0.00072049i,0.00020933-0.0002563i,3.4318e-06-9.5966e-05i
0.0011998+0.0022806i,0.0019894+0.0028457i,0.0023482+0.0024644i,0.0019377+0.001936i,0.0010168+0.00062724i,0.0010587-0.00077834i,0.00083703-0.00055118i,0.00034763+0.00015368i,8.7073e-06+5.8317e-05i,7.2137e-05-8.9389e-05i,0.00050846+0.00056536i,0.00059469+0.00063842i,0.00016625-0.00016841i,-0.00024184-7.2744e-05i,-0.00093209+0.00043109i,-0.00061402+0.00034007i,0.00028949+0.00088867i,0.0005415+0.00048776i,0.00057004+3.0453e-05i,4.6496e-06+0.00027869i,-0.00034963+9.4301e-05i,-0.00030013+2.8972e-05i,-0.00023866+0.00030172i
0.00052271+0.0018759i,0.00094086+0.0017321i,0.0012082+0.0019559i,0.0014513+0.00027882i,0.0012541-0.0019278i,0.00046872-0.0022804i,-0.00020269-0.0020245i,-0.0010319-0.0012605i,-0.0010341+4.4209e-05i,-0.00022282-0.00020705i,0.00053649-0.00067462i,0.00071035+8.1248e-05i,0.00055809+0.00087394i,0.00037181+0.0011488i,0.00015025+0.00095582i,0.00053678-0.00011185i,0.0012957-0.00064621i,0.0015404+1.2824e-05i,0.00075428+0.00028318i,0.00027474-2.3085e-05i,-0.00016435-0.00047071i,-0.00036288-0.00033864i,-1.164e-06+4.3821e-05i
-3.5861e-05+0.00080056i,0.00012378+0.0016898i,0.00079806+0.0016053i,0.00088883+0.00018798i,0.00027447-0.00013876i,0.00033966-0.00015379i,0.00012451-7.1618e-05i,-0.00037851-0.00012497i,-0.0005755-0.00045939i,-0.00028409-9.3111e-05i,0.00046684+0.00089336i,0.00066022+0.00068529i,0.00037048-0.0001692i,0.00038122-0.00044424i,0.00069025-0.00029449i,0.00040656+0.00012617i,-0.00016957+0.00029703i,-0.00025284+7.4302e-06i,-0.00015795-3.5178e-05i,3.5424e-05-0.00027637i,-0.00077183-0.00050709i,-0.0010866-0.00032405i,-0.00073554+0.0002964i
