-0.0010021-3.5051e-05i,-0.00073441-0.0021894i,-0.0014697-0.0031709i,-0.00084606-0.0011912i,-0.00034344+0.0015691i,-0.00043253+0.0014569i,0.00016486+0.00052389i,0.00055138+0.00055421i,0.0012277+0.00019099i,0.0013709+0.00010679i,0.0011416-0.00064209i,0.00029085-0.00099556i,-0.0005276-0.00062848i,-0.00047505-0.00085387i,-0.00036787-0.0012956i,-0.00096158-0.00095155i,-0.00096352-0.00084473i,-0.000179-0.00064629i,0.0005538-0.0007808i,1.4893e-05-0.00092704i,-0.001049-0.0002278i,-0.00049454-0.00035592i,0.00017178-0.0004355i
0.16689-0.063227i,0.30469-0.16485i,0.33405-0.245i,0.22051-0.20589i,0.10089-0.083934i,0.047205-0.0089888i,0.0017218+0.00019131i,-0.029247+0.012956i,-0.020187+0.030398i,-0.0025207+0.031104i,0.0068148+0.022283i,0.010554+0.012398i,0.011776+0.010003i,0.015286+0.013416i,0.016992+0.011023i,0.0111+0.0023144i,-0.00043228-0.0018176i,-0.0094062+0.00615i,-0.0061304+0.020439i,0.0045145+0.025649i,0.011381+0.015231i,0.0074782+0.0015048i,-0.0018619-0.0011802i
0.0582+0.16046i,0.15531+0.29078i,0.23174+0.30509i,0.1874+0.171i,0.062295+0.043764i,-0.015513+0.0065307i,-0.026885-0.0024841i,-0.031179-0.0051461i,-0.030397+0.0073547i,-0.016118+0.01125i,-0.0060293+0.0030882i,-0.0028741+0.00063978i,-0.0030617+0.0027763i,-0.0068097+0.0025931i,-0.008398+0.0030722i,-0.003815+0.004198i,0.0038767-0.0015674i,0.012198-0.019125i,0.015507-0.040841i,0.0074699-0.049792i,-0.0061739-0.037632i,-0.0087415-0.019856i,-0.0030632-0.013889i
-0.15071+0.051232i,-0.27399+0.15032i,-0.29078+0.24264i,-0.17972+0.21764i,-0.083738+0.10036i,-0.049935+0.026622i,-0.011698+0.015608i,0.022078-0.0041841i,0.019364-0.030894i,0.0034098-0.037054i,-0.0052094-0.026576i,-0.0079028-0.013254i,-0.0083466-0.010109i,-0.011325-0.01178i,-0.017051-0.0073497i,-0.017244+0.0013555i,-0.010929+0.0076261i,-0.008158+0.015861i,-0.010535+0.031082i,-0.0065091+0.043025i,0.0074755+0.043088i,0.019162+0.034049i,0.02168+0.019503i
-0.036144-0.1505i,-0.12515-0.26919i,-0.21781-0.26659i,-0.19601-0.12189i,-0.075902+0.00032418i,0.0059121+0.024468i,0.024258+0.022912i,0.037397+0.016374i,0.041745-0.0068282i,0.026234-0.019355i,0.0099044-0.014454i,0.0017726-0.0085829i,0.001689-0.0070747i,0.0038849-0.0086086i,0.0032642-0.010524i,0.00069051-0.00872i,0.002623-0.0019839i,0.013463+0.0030534i,0.02313-0.001767i,0.019904-0.012882i,0.0050931-0.018619i,-0.00721-0.014145i,-0.007359-0.0059984i
0.14989-0.03703i,0.26187-0.13315i,0.26195-0.238i,0.14098-0.22184i,0.052229-0.10022i,0.04177-0.021054i,0.022893-0.0075684i,-0.0049947+0.0075085i,-0.007622+0.027684i,-0.0004723+0.031426i,0.0049215+0.021051i,0.0045952+0.0079809i,0.0017384+0.0050055i,0.0029486+0.0063914i,0.0050051+0.0022307i,0.0035412-0.0059366i,-0.005082-0.013998i,-0.021213-0.016801i,-0.03554-0.012956i,-0.035133-0.0044227i,-0.022174-0.00033115i,-0.014373-0.0037392i,-0.015474-0.00038547i
0.02863+0.13949i,0.11299+0.23663i,0.20259+0.21723i,0.18374+0.071921i,0.077826-0.035696i,0.011135-0.042445i,-0.0057405-0.030935i,-0.024068-0.021825i,-0.035434-0.0011007i,-0.026848+0.012491i,-0.012676+0.012895i,-0.0016792+0.0089944i,0.0020933+0.005867i,-6.2926e-05+0.0063351i,0.00071578+0.0076994i,0.0053303+0.0076253i,0.010498+0.0065148i,0.019475+0.0038312i,0.030568-0.00060897i,0.030897-0.009724i,0.020671-0.017744i,0.010579-0.017847i,0.0051534-0.015207i
-0.12724+0.022238i,-0.21899+0.10982i,-0.21294+0.20535i,-0.10139+0.18784i,-0.027941+0.081125i,-0.029782+0.019672i,-0.017904+0.010306i,0.0017962-0.010127i,-0.00059853-0.030831i,-0.0054514-0.029871i,-0.0030335-0.01814i,0.0029689-0.0069442i,0.0059546-0.0047417i,0.0015131-0.0083261i,-0.0026945-0.0042053i,-0.00027905+0.0031252i,0.0047992+0.0026183i,0.0074614-0.0037348i,0.0026731-0.0059737i,-0.0045167+0.0034124i,-0.0049906+0.019322i,0.0022768+0.026656i,0.0074067+0.017627i
-0.0057104-0.12094i,-0.079245-0.20295i,-0.16467-0.17264i,-0.15254-0.025632i,-0.065931+0.07296i,-0.021505+0.064326i,-0.014638+0.043858i,0.0074463+0.033078i,0.025146+0.011997i,0.02287-0.0037304i,0.014769-0.007626i,0.0058896-0.0066348i,0.00025773-0.0033545i,0.00032803-0.00066066i,-0.003254-0.00022101i,-0.012441+0.0014332i,-0.016739+0.0086116i,-0.013987+0.022523i,-0.0047074+0.031592i,0.0047119+0.022359i,0.0042714+0.0059171i,-0.0010726+0.00042011i,1.3575e-06+0.0037429i
0.12424-0.0089138i,0.20779-0.092925i,0.19109-0.18452i,0.071028-0.16164i,-0.0026092-0.056323i,0.0052839-0.0070793i,-0.0027549-0.006642i,-0.017171+0.018238i,-0.0021142+0.039959i,0.011507+0.030034i,0.0067416+0.010474i,-0.0030267-0.00067884i,-0.0082254-0.00040173i,-0.0097744+0.0026625i,-0.0096557-0.0013364i,-0.0083442-0.0097181i,-0.0068379-0.014894i,-0.0054926-0.019145i,-0.0062948-0.021403i,-0.010229-0.017679i,-0.014838-0.012839i,-0.01716-0.010477i,-0.016404-0.0078894i
-0.00039836+0.10854i,0.072519+0.17683i,0.14823+0.141i,0.12858+9.8105e-05i,0.055299-0.089454i,0.027062-0.071175i,0.024217-0.043155i,0.0023865-0.03183i,-0.012619-0.016315i,-0.011573-0.0064829i,-0.0098258-0.0035242i,-0.0073359-0.0021634i,-0.0041407-0.0020244i,-0.0046138-0.0040555i,-0.0057559-0.0057397i,-0.0016297-0.0062457i,0.0030906-0.010361i,0.00011502-0.016678i,-0.0049191-0.018493i,0.00029458-0.014589i,0.012263-0.013194i,0.015865-0.013978i,0.0091615-0.0084496i
-0.094976-0.00072076i,-0.1744+0.071708i,-0.16569+0.14648i,-0.059893+0.11601i,0.011934+0.028607i,0.008379+0.002936i,0.01606+0.014696i,0.031587-0.011227i,0.015209-0.042721i,-0.0032543-0.037011i,-0.00074606-0.013088i,0.010465+0.00086792i,0.016451-0.00041236i,0.017198-0.0060852i,0.016476-0.0070486i,0.014457-0.0006877i,0.018064+0.009491i,0.027583+0.013142i,0.027163+0.0093313i,0.010813+0.0069908i,-0.0028408+0.012573i,0.00034884+0.016248i,0.0069554+0.0080615i
0.019547-0.086519i,-0.038644-0.15954i,-0.10873-0.13695i,-0.097199-0.0051041i,-0.046228+0.087007i,-0.032214+0.085499i,-0.024851+0.065261i,0.00082888+0.046304i,0.010093+0.021235i,0.006224+0.009341i,0.0094952+0.0057579i,0.0091907+0.0019244i,0.0051076+0.0028206i,0.0057814+0.0069589i,0.0072339+0.013367i,0.0041434+0.016486i,-0.0038183+0.01318i,-0.0090697+0.011471i,-0.0030577+0.013419i,0.0080273+0.013466i,0.010517+0.01046i,0.0046446+0.0079313i,-0.00053928+0.006153i
0.08776+0.006625i,0.17569-0.055669i,0.17991-0.12472i,0.074059-0.094504i,-0.0050742-0.014068i,-0.012968+0.0035153i,-0.022891-0.0093129i,-0.034103+0.01412i,-0.019833+0.040715i,-0.0044774+0.034149i,-0.0041883+0.014226i,-0.010728+0.0024773i,-0.014998+0.0042233i,-0.016205+0.0092671i,-0.016389+0.0061333i,-0.01625-0.0014177i,-0.016329-0.0028489i,-0.017582+0.0058375i,-0.016019+0.012475i,-0.012288+0.0036447i,-0.014469-0.011481i,-0.017481-0.014728i,-0.010902-0.0079181i
-0.0093766+0.061696i,0.037778+0.13288i,0.092953+0.12416i,0.079949+0.010643i,0.038214-0.07276i,0.037293-0.076732i,0.032425-0.067055i,0.0045146-0.050558i,-0.0054692-0.027995i,-0.0037054-0.02141i,-0.0078429-0.018582i,-0.0087896-0.013042i,-0.010028-0.013668i,-0.019406-0.014824i,-0.026031-0.012787i,-0.02078-0.013584i,-0.006664-0.020429i,0.0072562-0.031613i,0.010461-0.032895i,0.0085873-0.017797i,0.010113-0.0037403i,0.0084348-0.0017623i,0.0017307-0.0021741i
-0.058169-0.0044235i,-0.1426+0.045804i,-0.17551+0.10153i,-0.10054+0.07983i,-0.015097+0.015549i,0.01074+0.0048284i,0.023612+0.013417i,0.030305-0.010871i,0.020101-0.033925i,0.010956-0.028664i,0.0098413-0.010196i,0.014227+0.0014712i,0.018542-0.0016608i,0.021078-0.013347i,0.023071-0.018794i,0.021312-0.012884i,0.013788-0.0042253i,0.003622-0.0012492i,-0.0057918-0.0076826i,-0.012183-0.01479i,-0.010724-0.0097989i,-0.0013465+0.0020869i,0.0048903+0.0086758i
0.012759-0.052131i,-0.029654-0.12288i,-0.083929-0.14014i,-0.087221-0.045971i,-0.062314+0.05424i,-0.058341+0.079352i,-0.045832+0.075345i,-0.014408+0.057146i,0.0014149+0.035151i,0.0083608+0.02761i,0.019436+0.01987i,0.022459+0.010525i,0.020781+0.0095601i,0.024+0.010065i,0.019295+0.0063409i,0.006465+0.0057101i,0.0047616+0.014127i,0.016018+0.02334i,0.025783+0.024691i,0.021557+0.021405i,0.01088+0.01878i,0.006993+0.012663i,0.0059568-0.00042091i
0.059018-0.0028659i,0.15321-0.055196i,0.19829-0.10952i,0.1276-0.096823i,0.024896-0.044763i,-0.019138-0.022276i,-0.033829-0.013218i,-0.034273+0.013499i,-0.02112+0.027536i,-0.013677+0.019653i,-0.014028+0.006711i,-0.017099-0.0011664i,-0.016951+0.0048114i,-0.010431+0.01874i,-7.2021e-05+0.028843i,0.0077768+0.027744i,0.0041162+0.013462i,-0.0065614-0.0006745i,-0.010514-0.0050891i,-0.0048599-0.0077796i,-0.00014876-0.012988i,-0.0031846-0.01227i,-0.0061553-0.0053442i
0.0060528+0.039206i,0.05571+0.11438i,0.10419+0.13402i,0.1021+0.043677i,0.078431-0.050642i,0.067941-0.070755i,0.053254-0.058817i,0.028569-0.045547i,0.011481-0.040108i,-0.0055544-0.038771i,-0.017299-0.024104i,-0.012305-0.0085614i,-0.0089575-0.0087484i,-0.020318-0.019433i,-0.032484-0.031153i,-0.030911-0.036047i,-0.018702-0.02871i,-0.010631-0.011018i,-0.010768+0.0075978i,-0.010692+0.015147i,-0.0088566+0.0090657i,-0.0081856-0.0008635i,-0.0052311-0.0025687i
-0.042653+0.0058121i,-0.14504+0.052081i,-0.2096+0.11581i,-0.14939+0.13449i,-0.039998+0.10326i,0.021458+0.073983i,0.044019+0.050422i,0.048269+0.013541i,0.032536-0.013861i,0.013572-0.021242i,0.0039881-0.018825i,0.0011298-0.015722i,-0.0026878-0.018032i,-0.0073531-0.016457i,-0.010436-0.0024382i,-0.013111+0.012634i,-0.011944+0.011552i,-0.0027836-0.0051167i,0.0058042-0.020139i,0.0070303-0.020407i,0.0057184-0.010754i,0.0037566+0.00014749i,5.9645e-05+0.0077152i
-0.0043147-0.036271i,-0.042612-0.11502i,-0.10965-0.14489i,-0.14682-0.047486i,-0.12864+0.07072i,-0.085762+0.099981i,-0.046393+0.073262i,-0.024928+0.04971i,-0.012304+0.04351i,0.007875+0.043087i,0.023066+0.031186i,0.022008+0.01925i,0.02148+0.01411i,0.030025+0.0028667i,0.03793-0.01433i,0.035963-0.023225i,0.024432-0.015325i,0.011695-0.00098489i,0.006869+0.0034575i,0.0056717-0.001358i,0.0036165-0.0040819i,0.0074619-0.0030361i,0.012654-0.0052054i
0.051654-0.012112i,0.1513-0.050484i,0.22098-0.12641i,0.16636-0.18386i,0.05135-0.16911i,-0.011297-0.11875i,-0.031731-0.073218i,-0.044513-0.038023i,-0.036465-0.01067i,-0.010439+0.0034168i,0.010588+0.003243i,0.01579-0.0012655i,0.011164+0.00095899i,-0.0010365+0.013327i,-0.018305+0.026445i,-0.027426+0.026987i,-0.017035+0.018252i,0.0042393+0.0098042i,0.014671+0.0032309i,0.0079639-0.0020617i,-0.0039744-0.0023026i,-0.012091+0.00032484i,-0.012191-0.0015053i
0.028989+0.033035i,0.074047+0.091527i,0.13693+0.10896i,0.17655+0.012336i,0.15922-0.10561i,0.096307-0.13099i,0.032659-0.094856i,0.0068979-0.060839i,-8.8998e-05-0.048147i,-0.015542-0.03638i,-0.027813-0.0129i,-0.023782+0.0036857i,-0.013806+0.005259i,-0.0014239-0.00025897i,0.019442-0.0061966i,0.038969-0.0079015i,0.038119-0.0071584i,0.017628-0.0055946i,-0.0025535+0.00045266i,-0.0091092+0.0091118i,-0.0054641+0.010963i,-0.0018957+0.0061153i,-0.0035775+0.0048309i
-0.042724+0.01588i,-0.12832+0.049702i,-0.19673+0.12324i,-0.16512+0.20036i,-0.072529+0.21201i,-0.015213+0.15652i,0.0064569+0.097488i,0.025455+0.060518i,0.032726+0.029182i,0.017353+0.0016989i,0.002421-0.012269i,-0.0012399-0.016192i,-0.0056507-0.017602i,-0.021331-0.021757i,-0.046377-0.027619i,-0.063397-0.028458i,-0.057862-0.021501i,-0.038392-0.009668i,-0.018296-0.0026081i,-0.0021055-0.0046922i,0.0050706-0.010393i,0.001192-0.011767i,-0.0035359-0.0051842i
-0.020145-0.023776i,-0.06201-0.074337i,-0.12998-0.070938i,-0.18149+0.040881i,-0.17283+0.1572i,-0.11153+0.17233i,-0.047985+0.12496i,-0.0091183+0.081231i,0.0084691+0.051808i,0.014711+0.019552i,0.0052906-0.010249i,-0.014031-0.017747i,-0.018155-0.002459i,0.0035083+0.020903i,0.030544+0.043199i,0.040837+0.054388i,0.033322+0.043159i,0.025097+0.02004i,0.02322+0.0062477i,0.016946+0.0052601i,0.012592+0.01078i,0.018542+0.013038i,0.020496+0.0056184i
0.051292+0.0028451i,0.13868-0.021653i,0.18923-0.10855i,0.14328-0.21i,0.062866-0.21993i,0.026319-0.14177i,0.021117-0.067684i,0.0070785-0.038337i,-0.006278-0.028749i,0.0024527-0.0098739i,0.024977+0.010644i,0.041236+0.016016i,0.037147+0.0010207i,0.011884-0.025469i,-0.013301-0.05326i,-0.021911-0.072253i,-0.016459-0.066724i,-0.0077125-0.045171i,-0.0034628-0.030357i,-0.0026481-0.024486i,-0.004873-0.023608i,-0.0092871-0.02257i,-0.0093014-0.01458i
0.031784+0.019751i,0.064499+0.049771i,0.13457+0.02785i,0.19585-0.089914i,0.18724-0.1971i,0.12641-0.18529i,0.066566-0.11181i,0.025186-0.069575i,-0.0026785-0.046934i,-0.015231-0.015551i,-0.0069088+0.0078081i,0.0064963+0.003351i,0.0049602-0.0086743i,-0.0066025+0.0025696i,-0.015245+0.035996i,-0.017257+0.063743i,-0.013495+0.070155i,-0.0089875+0.061824i,-0.01235+0.047382i,-0.024152+0.03244i,-0.03189+0.023442i,-0.028103+0.022499i,-0.017299+0.018824i
-0.029001-0.016638i,-0.084656-0.021729i,-0.13998+0.05736i,-0.12629+0.19207i,-0.053776+0.23681i,-0.012935+0.1565i,-0.020092+0.060701i,-0.022205+0.028594i,-0.010995+0.030785i,-0.0084711+0.028052i,-0.019742+0.02345i,-0.024317+0.027437i,-0.007306+0.0254i,0.019411-0.0053791i,0.0381-0.050746i,0.044456-0.073288i,0.041536-0.064096i,0.034124-0.044528i,0.034506-0.031469i,0.042498-0.023147i,0.042006-0.016008i,0.03004-0.012501i,0.014524-0.010159i
-0.012122+0.0050231i,-0.02869-6.2727e-06i,-0.085152+0.016856i,-0.15432+0.095265i,-0.17085+0.17564i,-0.1274+0.15531i,-0.075279+0.081048i,-0.037808+0.04103i,-0.0014018+0.019393i,0.020763-0.019701i,0.013051-0.053503i,-0.01009-0.052238i,-0.026787-0.019952i,-0.037486+0.026252i,-0.051136+0.062304i,-0.060771+0.067572i,-0.05541+0.042413i,-0.042412+0.011899i,-0.033139-0.0019519i,-0.028523-0.0049154i,-0.022959-0.0015844i,-0.014194+0.0050824i,-0.0035935+0.0072127i
0.024636+0.043613i,0.052135+0.055626i,0.092519-0.012723i,0.09867-0.15015i,0.0427-0.22353i,-0.0093166-0.15686i,-0.0093831-0.052322i,0.010453-0.020526i,0.0088413-0.036813i,-0.0042932-0.042569i,-0.0072437-0.027872i,-0.0058062-0.0093089i,-0.0011069+0.00071469i,0.020589-0.0012176i,0.058182-0.0081827i,0.086464-0.013804i,0.087332-0.014052i,0.071471-0.0084775i,0.054468+2.2813e-05i,0.038246+0.0086944i,0.025863+0.0087264i,0.017338-0.0015691i,0.0065658-0.006999i
0.025184-0.013059i,0.061085-0.032667i,0.10292-0.061145i,0.13028-0.1071i,0.13035-0.13615i,0.09569-0.10017i,0.059653-0.031939i,0.039283+0.0048607i,0.016758+0.017953i,0.0049656+0.043711i,0.028776+0.057861i,0.058496+0.027695i,0.04236-0.021559i,-0.020964-0.048598i,-0.086249-0.047239i,-0.11423-0.031402i,-0.10127-0.013473i,-0.074494-0.004964i,-0.058677-0.0078772i,-0.047883-0.015794i,-0.036593-0.021843i,-0.028538-0.019615i,-0.021132-0.0091611i
0.022843-0.069376i,0.023053-0.09822i,-0.017101-0.039203i,-0.056642+0.10506i,-0.032814+0.20754i,0.021634+0.16903i,0.026481+0.070093i,-0.0010752+0.031597i,-0.0035151+0.038007i,0.00455+0.032153i,-0.0047426+0.017043i,-0.017814+0.010288i,-0.0063419+0.012186i,0.032465+0.014988i,0.068388+0.016602i,0.07419+0.022264i,0.054281+0.034244i,0.033094+0.04795i,0.026075+0.053723i,0.02559+0.045105i,0.020759+0.0328i,0.017305+0.026594i,0.018899+0.016222i
-0.010098+0.043704i,-0.046965+0.071877i,-0.099801+0.079508i,-0.12602+0.083464i,-0.10436+0.086867i,-0.057907+0.070413i,-0.028729+0.034062i,-0.021103+0.003258i,-0.014521-0.015877i,-0.010366-0.031342i,-0.018751-0.026657i,-0.019014-0.0010952i,-0.0048272+0.010281i,-0.0071537-0.013101i,-0.029706-0.05306i,-0.045237-0.081052i,-0.038907-0.087792i,-0.016057-0.080708i,0.0039178-0.072214i,0.0063877-0.058526i,0.0010216-0.034577i,6.5925e-05-0.012508i,0.0027584-0.0016513i
-0.066591+0.089369i,-0.090179+0.12838i,-0.041162+0.069756i,0.030027-0.08145i,0.021511-0.1857i,-0.027797-0.15056i,-0.020784-0.059067i,0.011385-0.028428i,0.015079-0.040371i,0.010665-0.045246i,0.0091522-0.045171i,-0.0044509-0.034981i,-0.018742+0.0007448i,-0.0090507+0.059618i,0.016669+0.11356i,0.037675+0.12682i,0.039477+0.097339i,0.018423+0.056068i,-0.0048582+0.034452i,-0.012037+0.026453i,-0.0097488+0.012847i,-0.012114-0.00019669i,-0.015345-0.001308i
0.046226-0.08208i,0.1078-0.12044i,0.15279-0.10232i,0.14505-0.053032i,0.093715-0.023511i,0.032168-0.016359i,-0.0028439-0.0040803i,-0.0057235+0.013348i,-0.0035436+0.022333i,-0.0083068+0.028322i,-0.0036252+0.028612i,0.01163+0.01935i,0.01855-0.0033422i,0.009441-0.042563i,-0.005247-0.074293i,-0.009598-0.074801i,0.00373-0.049408i,0.026798-0.022325i,0.038201-0.013951i,0.028795-0.015215i,0.012194-0.011713i,0.0023409-0.0077059i,-0.0053164-0.0051546i
0.15544-0.085533i,0.22642-0.13671i,0.15584-0.11173i,0.015485+0.010556i,-0.014429+0.11423i,0.029103+0.088625i,0.018413+0.011361i,-0.0085921-0.0012906i,0.0019486+0.016173i,0.022002+0.019174i,0.033861+0.013963i,0.031008-0.0092911i,0.003072-0.029054i,-0.035961-0.0089257i,-0.061188+0.031147i,-0.062708+0.052986i,-0.047226+0.046417i,-0.036507+0.023927i,-0.03485+0.010163i,-0.024072+0.010993i,-0.0035103+0.0084697i,0.0098763-0.00065327i,0.0099682-0.0068423i
-0.074211+0.12546i,-0.15779+0.16041i,-0.20649+0.1119i,-0.18348+0.029427i,-0.12252-0.015935i,-0.055749-0.0084767i,-0.012805+0.00079542i,-0.0043915-0.019773i,-0.015242-0.042786i,-0.027693-0.053233i,-0.037077-0.045712i,-0.034995-0.018708i,-0.0089463-0.0033376i,0.036245-0.027797i,0.072522-0.072932i,0.072358-0.10015i,0.041109-0.087323i,0.015299-0.03992i,0.01285-0.00046009i,0.0096629+0.0045423i,-0.0083603+0.0003722i,-0.017375+0.0082469i,-0.0065557+0.013615i
-0.22249+0.058276i,-0.32151+0.11871i,-0.24928+0.13244i,-0.079844+0.060543i,-0.012615-0.008341i,-0.021535+0.022371i,0.010929+0.076754i,0.037004+0.064723i,0.016177+0.048543i,-0.00064273+0.066804i,0.0052243+0.075035i,0.015261+0.057805i,0.014362+0.033739i,-0.0074352+0.023067i,-0.035375+0.027687i,-0.045131+0.034893i,-0.032746+0.030573i,-0.0091754+0.012288i,0.0047039-0.0054641i,0.0061076-0.0097153i,0.010842-0.0030239i,0.017454+0.00099537i,0.017334+0.00024486i
0.15074-0.15154i,0.27483-0.1978i,0.30082-0.13641i,0.21856-0.025646i,0.12859+0.046078i,0.062859+0.045853i,0.015074+0.020127i,0.0020768+0.021472i,0.023934+0.020302i,0.04858-0.0083962i,0.051034-0.038282i,0.034821-0.033971i,0.027334-0.0016983i,0.041812+0.023167i,0.054662+0.031049i,0.051198+0.02824i,0.039273+0.015522i,0.0236+0.00069007i,0.0092276-0.0059152i,-0.00097421-0.0089996i,-0.011957-0.014467i,-0.022286-0.013992i,-0.024569-0.0073432i
0.31014+0.0069007i,0.4604-0.04663i,0.37434-0.12733i,0.14321-0.13552i,0.025758-0.079042i,0.010867-0.073818i,-0.03081-0.085029i,-0.058348-0.048568i,-0.043972-0.03231i,-0.048447-0.040516i,-0.061473-0.027041i,-0.047803-0.013489i,-0.037427-0.020745i,-0.059625-0.028653i,-0.088276-0.021409i,-0.091424-0.0061424i,-0.068795+0.0068987i,-0.03867+0.011977i,-0.017479+0.0093728i,-0.0032848+0.012783i,0.012493+0.022918i,0.024948+0.021877i,0.022226+0.01021i
-0.21666+0.16615i,-0.35898+0.19147i,-0.35525+0.11138i,-0.22012-0.0043282i,-0.11352-0.085965i,-0.064419-0.093276i,-0.026634-0.056904i,0.0036129-0.046979i,0.017572-0.046011i,0.033227-0.03079i,0.049435-0.022655i,0.034309-0.026692i,-0.00034238-0.021331i,-0.0092397-0.0031873i,0.0056648+0.0085202i,0.018631+0.0056539i,0.026108-0.0035968i,0.026332-0.009836i,0.018085-0.011818i,0.0070462-0.022097i,-0.0065229-0.040303i,-0.023096-0.04685i,-0.031495-0.034641i
-0.34664-0.080471i,-0.51838-0.03011i,-0.45409+0.12304i,-0.20798+0.22874i,-0.038606+0.21175i,0.0010266+0.18553i,0.032272+0.16231i,0.049365+0.098414i,0.021053+0.049364i,-0.0076902+0.031224i,-0.022852+0.013002i,-0.020321+0.0041686i,0.002215-0.0010737i,0.019054-0.019615i,0.017625-0.034899i,0.011011-0.031001i,0.0047572-0.019087i,-0.00072386-0.0067594i,4.8943e-05+0.0040245i,-0.00078128+0.015053i,-0.0065184+0.030752i,-0.0052858+0.043823i,0.0027809+0.044985i
0.3296-0.14491i,0.51102-0.15531i,0.47463-0.088872i,0.26299-0.010843i,0.12045+0.051684i,0.10757+0.054564i,0.10642+0.016747i,0.064454+0.01418i,0.031389+0.036385i,0.029751+0.051764i,0.045008+0.061151i,0.055888+0.052196i,0.051105+0.026619i,0.040442+0.0039028i,0.03375-0.012763i,0.029416-0.022313i,0.029288-0.015986i,0.034898-0.0011356i,0.037588+0.0059986i,0.03435+0.00073112i,0.028615-0.011374i,0.025516-0.020708i,0.023717-0.028629i
0.38284+0.17352i,0.57304+0.10865i,0.49457-0.11815i,0.18667-0.27523i,-0.068356-0.24121i,-0.16588-0.15943i,-0.19192-0.11292i,-0.15948-0.075173i,-0.099556-0.058519i,-0.073489-0.064122i,-0.071553-0.062685i,-0.062104-0.046613i,-0.043006-0.025994i,-0.032414-0.0092081i,-0.029875+0.0038171i,-0.023197+0.0068075i,-0.019979-0.0053223i,-0.019937-0.020304i,-0.02152-0.021367i,-0.026026-0.0072012i,-0.023387+0.0085805i,-0.015489+0.016846i,-0.011978+0.020757i
-0.35737+0.10956i,-0.51349+0.10404i,-0.44354+0.037838i,-0.21521-0.0092049i,-0.041975-0.0034328i,0.0077825+0.047648i,0.0086806+0.087402i,0.014996+0.070272i,0.014699+0.036601i,0.0067216+0.035804i,0.0081051+0.050181i,0.010618+0.048346i,0.0053367+0.035004i,0.0053814+0.025261i,0.012308+0.016119i,0.0086144+0.0031647i,-0.0028158-0.00089013i,-0.011694+0.0078581i,-0.0094113+0.0091351i,0.0012637-0.0068843i,0.0078844-0.024675i,0.011451-0.029764i,0.015059-0.027059i
-0.33049-0.26952i,-0.54604-0.22376i,-0.52296+0.025722i,-0.24293+0.20774i,0.014724+0.1507i,0.11455+0.02395i,0.14161-0.027711i,0.13264-0.033459i,0.11299-0.037824i,0.10687-0.065437i,0.088871-0.10064i,0.050879-0.097635i,0.011262-0.058731i,-0.025469-0.019443i,-0.061147+0.0097575i,-0.074517+0.039688i,-0.047657+0.051767i,-0.005872+0.029325i,0.010083-3.3584e-06i,-0.0039525-0.0080864i,-0.023949+0.0044142i,-0.037751+0.016951i,-0.044951+0.023623i
0.41911-0.00043733i,0.57272+0.043463i,0.48419+0.092145i,0.25653+0.0924i,0.10289+0.062695i,0.057025+0.0342i,0.039647+0.021842i,0.013197+0.020057i,-0.011894+0.0085872i,-0.03382+0.0022381i,-0.042049+0.027561i,-0.026394+0.051348i,-0.0026815+0.041067i,0.019985+0.018018i,0.04352+0.00029659i,0.054184-0.018121i,0.041122-0.027206i,0.019-0.014135i,0.016525+0.0091298i,0.034217+0.019136i,0.043085+0.009366i,0.038925+0.0014773i,0.035719+0.0002345i
0.27507+0.26913i,0.52178+0.16683i,0.55891-0.15149i,0.28422-0.3372i,-0.031886-0.25474i,-0.18602-0.12697i,-0.2229-0.068641i,-0.17829-0.020986i,-0.10467+0.026508i,-0.050239+0.055405i,-0.0047254+0.04755i,0.023424+0.0070764i,0.025751-0.033231i,0.0034387-0.066998i,-0.034147-0.08427i,-0.052733-0.072001i,-0.037119-0.043705i,-0.0047361-0.020948i,0.013117-0.018726i,0.00069436-0.027505i,-0.018615-0.028184i,-0.025358-0.023131i,-0.025997-0.021453i
-0.36025-0.074456i,-0.51584-0.094047i,-0.49906-0.077261i,-0.33488+0.0098628i,-0.15708+0.15868i,-0.06097+0.28756i,-0.025909+0.29802i,-0.0043475+0.19703i,0.010195+0.090728i,0.011396+0.038775i,-0.00033923+0.017883i,-0.015738+0.012777i,-0.0058845+0.02337i,0.030835+0.04125i,0.068644+0.051453i,0.090032+0.033766i,0.07927-0.0064445i,0.034162-0.030277i,-0.015189-0.019333i,-0.031126+0.0043713i,-0.013953+0.016615i,0.0068221+0.015703i,0.016302+0.012704i
-0.022711-0.2521i,-0.14559-0.17496i,-0.20396+0.060746i,-0.094164+0.13186i,0.091473-0.064732i,0.26994-0.26015i,0.36524-0.28509i,0.28677-0.21443i,0.13231-0.14617i,0.027755-0.11736i,-0.013983-0.09473i,-0.0079481-0.052788i,0.0079158-0.021384i,0.0024449-0.023705i,-0.015415-0.038246i,-0.033913-0.028074i,-0.038201+0.010227i,-0.01575+0.040623i,0.012953+0.03732i,0.021376+0.011458i,0.0076068-0.0066218i,-0.008497-0.0094536i,-0.015502-0.0072283i
