-0.0010021-3.5051e-05i,-0.00073441-0.0021894i,-0.0014697-0.0031709i,-0.00084606-0.0011912i,-0.00034344+0.0015691i,-0.00043253+0.0014569i,0.00016486+0.00052389i,0.00055138+0.00055421i,0.0012277+0.00019099i,0.0013709+0.00010679i,0.0011416-0.00064209i,0.00029085-0.00099556i,-0.0005276-0.00062848i,-0.00047505-0.00085387i,-0.00036787-0.0012956i,-0.00096158-0.00095155i,-0.00096352-0.00084473i,-0.000179-0.00064629i,0.0005538-0.0007808i,1.4893e-05-0.00092704i,-0.001049-0.0002278i,-0.00049454-0.00035592i,0.00017178-0.0004355i
0.00083929-0.0024212i,0.00023756-0.001361i,-0.0012-0.00034082i,-0.0015516-0.00014354i,-0.00073812+4.1195e-05i,-0.0001153+0.0008313i,0.00054038+0.0012079i,0.00083676+0.00051638i,0.00067967-7.4973e-05i,0.00021192-0.00055738i,-0.00015022-0.00012538i,-0.0005819+0.00042488i,-0.00086371+0.00021398i,-0.00037342+7.7237e-05i,-0.00021594+0.0002909i,-0.00028145+0.00030714i,-0.000397+0.00019464i,-0.00018421-0.00050945i,-0.00034035-0.0011156i,-0.00044409-0.001278i,-0.00015579-0.0005613i,-2.9625e-05+0.00045727i,0.00085307+0.00016587i
0.0024733+0.0016615i,0.0034203+0.00073825i,0.0044199-0.0010976i,0.0033182-0.0016906i,0.0019648-0.0015352i,0.0019407-0.00094989i,0.0013463+9.9849e-05i,0.00073084+0.00030129i,0.00041203-0.00033933i,-0.0002652-0.0007834i,-0.00080558-0.0013069i,-0.0013483-0.0016789i,-0.00091182-0.00066743i,-0.00075305+0.0011159i,-0.00073749+0.0012208i,0.00018451+0.0006057i,0.00072699+0.00031891i,0.00045742+2.185e-05i,0.00062341+0.00070851i,0.0012512+0.0005097i,0.00084642-0.00073917i,0.00027284-0.00036725i,0.00010074+0.00043518i
-0.00030703-0.0022787i,0.00054684-0.0017124i,-0.00065791-0.00077088i,-0.0017612-8.7737e-05i,-0.001558+0.00048245i,-0.00045408+0.00061033i,0.00044009+0.00069919i,-0.00025449+0.00067388i,-0.0010431+0.00026077i,-0.00058791-0.00019659i,-0.00047623-0.00044703i,-0.00055613-0.00024312i,-0.00019124-4.879e-05i,0.00033583+7.3898e-05i,0.00027819+0.00013892i,-4.1289e-05-0.00010848i,0.00031147-0.00038576i,0.00046327-0.00048665i,6.4951e-05-0.00023563i,-0.0004051-0.00022258i,-0.00085992+0.00013605i,-0.00063701+0.00017308i,-0.00015312+0.00016551i
0.0011432-0.0012906i,0.00095959-0.0008794i,-0.0012238-0.0005893i,-0.0025987+0.00013732i,-0.001367+0.0011514i,0.00076725+0.00096072i,0.0017958+0.00090472i,0.0010113+0.00040627i,-0.00055286-0.00081693i,-0.00089697-0.00098378i,-0.00046555-0.00084083i,-4.2334e-05-0.00029598i,-0.0003665-1.8926e-05i,-0.00044395-0.00075561i,-0.00060849-0.00075031i,-0.0011093-0.00052653i,-0.00033011-8.47e-05i,0.0003341+0.00011094i,-0.00014288+6.9667e-05i,-5.3426e-05+0.00011175i,-0.0002143-0.00021003i,-0.00034551-0.00034075i,3.5111e-05-0.00053475i
0.00073174-0.00063795i,0.0010829-0.00020214i,0.00044111-3.3185e-05i,0.00017156+0.0001377i,0.00069849-0.00023924i,0.00097017-0.00064173i,0.0007703-0.00044099i,6.9425e-05+9.4905e-05i,-0.00082561+3.0878e-05i,-0.00077449-0.00066985i,0.00021344-0.00056232i,0.00055875-0.0007228i,0.00015122-0.00027791i,-0.0006061+0.00020034i,-0.001038-2.6559e-05i,-0.0012033-0.00015445i,-0.00066227+8.1492e-05i,0.00020876-0.00018098i,0.00031356-0.0010384i,-0.00041841-0.0014338i,-0.00079177-0.00079809i,8.7497e-05+0.00016602i,0.0005832-6.2729e-05i
0.00046909-0.0015511i,0.00051738-0.0014551i,0.0001827-0.0016604i,-0.00057179-0.0016324i,-0.0010503-0.00096269i,-0.00057536-0.00012917i,-0.00020629+0.00075479i,-0.00054451+0.00039925i,-0.0010835-0.001249i,-0.00079434-0.0014516i,-7.2424e-05-0.00051764i,0.00023686+0.0003545i,0.00043547+0.00051782i,0.00033731+0.00027601i,-0.00016876+0.00015087i,-0.00035766+0.00014999i,-0.0001747+0.00036639i,-0.00018517+0.0013096i,-0.00024917+0.00095143i,-0.00021979-0.0001018i,-1.4908e-05+0.00039454i,-0.00010455+0.0010307i,-9.4031e-05+0.00087928i
0.00091258-0.0031805i,-0.00018981-0.0035257i,-0.0026654-0.003521i,-0.0036834-0.0021883i,-0.0034877-0.00075973i,-0.0027071+6.8859e-05i,-0.0001262+0.0006592i,0.00060352+0.00038684i,-0.00033231-0.0015585i,-0.0010473-0.0016901i,-0.00031136-0.00062991i,0.0009653-0.00065473i,0.0016361-0.00056296i,0.0018237-0.00051762i,0.0011203-0.00095658i,0.00029098-0.00072564i,-0.00019359+0.00012468i,-0.00042237+0.00013181i,-0.00051155-7.5853e-05i,-0.00070193-0.00052578i,-0.00078012-0.00038255i,-0.00031221+0.00031941i,0.00016953-0.00024591i
0.0001178-0.0025113i,7.56e-05-0.0018645i,-0.0012663-0.0022696i,-0.0024196-0.0016821i,-0.0013444-0.00057315i,-0.00039579+0.00021153i,-5.8041e-05+2.7285e-05i,0.00011274-0.00030768i,-0.00055191-0.00017339i,-0.0014397-0.00049627i,-0.0015129-0.00099341i,-0.00076441-0.001192i,-0.00010171-0.00044769i,0.00040474+6.699e-05i,0.00035267-0.00019247i,5.5425e-05-0.00014697i,0.00040605-0.00075816i,0.00031848-0.00075873i,0.000245+8.2793e-06i,0.00032595+7.6766e-05i,-0.00021502-0.00022269i,-0.00017909+0.000155i,-0.00026732+0.00093226i
-3.5716e-05-0.0018884i,0.00028515-0.0021429i,0.00058975-0.0014328i,-0.00015468-0.00057318i,-0.0019518-0.00049818i,-0.00080409-0.00043552i,0.00048886+7.714e-05i,-0.00041983+2.4496e-05i,-0.0012096-0.00053854i,-0.0013745-0.00074484i,-0.0010831-0.00060407i,-0.00072513-9.347e-05i,-0.00026437+0.00024137i,-5.6331e-05+0.00055202i,-0.0003571+0.0010952i,-0.00045067+0.00057659i,0.00031828-0.00023146i,0.00075341-0.00013204i,0.00058421-0.00015826i,0.00040819+0.00013414i,-0.00031233+0.00071352i,-0.00071882+0.00091098i,-3.4132e-05+0.00061678i
8.4568e-05-0.0011359i,-0.000103-0.0018739i,-0.0018473-0.0022719i,-0.0034314-0.0009892i,-0.0026755+0.00029235i,-0.00087469-0.00011889i,-0.00028499-0.0014159i,-0.00075486-0.0021105i,-0.0014143-0.0014727i,-0.0027638-0.00086733i,-0.0028232+0.00023604i,-0.0019143+0.00048927i,-0.00099099-0.00049337i,0.00010724-0.0010087i,0.00012427-0.0012093i,-0.00044537-0.0011752i,-0.00024106-0.00065274i,0.00030828-6.9107e-05i,-0.00037643-0.00038443i,-0.0014593-0.00058754i,-0.00099223+9.7666e-05i,-0.00048454+0.00038673i,-0.00047943+0.00065989i
0.00075456+0.00067976i,0.0023131-4.3797e-05i,0.0029585+0.00085098i,0.0022052+0.00098469i,0.0024059+0.00080612i,0.0022673+0.0012423i,0.0023147+0.0026474i,0.0026657+0.0027072i,0.0028411+0.00084222i,0.0033645-0.00060596i,0.0025107-0.0017115i,0.00113-0.0024005i,0.0003585-0.0017425i,-0.001006-0.00046981i,-0.0021829+0.00043718i,-0.0017009+0.00094253i,-0.00015098+0.0012478i,0.00063278+7.0303e-05i,0.00083462-0.00098993i,0.00032303-0.00064465i,9.9765e-06-0.00027007i,-5.1615e-05+0.00043316i,-0.00034808+0.00034859i
-0.00075976+0.00086512i,-9.5786e-06-0.00067424i,0.000128-0.0018759i,-0.00053228-0.0015051i,-0.00038712-0.00049113i,0.00093731+0.00029154i,0.0020332+0.00040621i,0.0022775+0.00015856i,0.0024285-0.00097836i,0.001889-0.0012668i,0.00082814-0.0018353i,0.00023948-0.0021652i,-0.00079163-0.0016376i,-0.00098766-0.0011185i,-0.00089612-0.00058385i,-0.0012336-0.00021031i,-0.00080592-0.00069075i,-6.6719e-05-0.0013053i,0.001028-0.0017634i,0.0015052-0.0013772i,0.001106-0.0010926i,0.00078546-0.0013771i,0.00024184-0.00093774i
0.00027474-0.0013752i,0.00030057-0.0012716i,-0.00096606+0.00030035i,-0.00045511+0.0014335i,0.00047169+0.0022478i,0.00028193+0.0020769i,0.00075886+0.0012095i,0.00094165+0.0014741i,0.0002853+0.00095155i,0.00017714-0.00060604i,0.0011032-0.0009583i,0.0011893-0.00036798i,0.001239-0.00071307i,0.00087133-0.0013578i,9.5098e-05-0.00088104i,-8.8708e-05-8.463e-05i,-0.00044363+0.0001306i,0.00010287+0.00013358i,0.00049193+0.00031131i,0.00049369+0.00027142i,0.00028825+0.00038687i,0.00027947+0.00071065i,0.0010749+1.0793e-05i
0.0012917+0.0013245i,0.0023216+0.00055163i,0.0018398-2.2655e-05i,0.00071114+0.00023328i,0.00056169-0.00018562i,0.0002238-0.0004277i,-0.00040844-0.00036883i,-6.9147e-06+0.00040152i,1.6178e-05+0.00074071i,-0.00022725-0.00021518i,0.00014266-0.001372i,-0.00019185-0.0014705i,-0.0011113-0.00073743i,-0.0011531-0.00027721i,-0.001129+0.00044093i,-0.0013041+0.00099041i,-0.00058517+0.00095895i,0.00012724+0.00021914i,0.0010397-0.00047846i,0.0015594-0.0010374i,0.00086294-0.0013043i,0.00077629-0.0010009i,0.00059376-0.00051272i
0.00096238+0.00099871i,0.00094287-3.6347e-05i,0.00081749-0.0012623i,0.00037538-0.002026i,-0.00014752-0.0009836i,-0.00014504+0.00023509i,0.00013461+0.00072893i,0.00082472+0.00078901i,0.0012617-0.00014031i,0.00097714-0.00050365i,0.00049128-0.00052258i,-0.00015557-0.00096486i,-0.00014077-0.00041565i,-0.00015385+0.00017279i,-0.00052859+3.7155e-05i,-0.00036748-0.00024609i,-3.7654e-06-0.00032426i,-0.00040908-0.00021987i,-0.0003445-0.00071026i,0.00035254-0.00088771i,0.00014218-0.00065969i,-0.00038009-0.00041319i,-0.00020617-8.6987e-06i
-0.0011201-0.0015648i,-0.0017777-0.0020467i,-0.0028417-0.00039159i,-0.0028091+0.001024i,-0.001315+0.0016874i,-1.4339e-06+0.0021106i,0.00049364+0.0017006i,0.00051579+0.00072105i,-0.00016894-0.00012035i,-0.00051801-0.00067523i,-0.00076341-0.00046029i,-0.00034511+0.00018074i,0.00038752+0.00072939i,-0.0001026+6.7493e-05i,-0.00089311-0.00023396i,-0.00057178+0.00039676i,-0.0001192+7.9777e-05i,0.00051231-2.026e-05i,0.0010242+3.6797e-05i,0.00052091+0.00032301i,-0.0001528+0.00072256i,0.00011322+0.00026218i,0.00028307-0.00055588i
0.0020893+0.00051585i,0.0029626+0.00059102i,0.0025641+0.00013213i,0.0012831+0.00010486i,0.0016788+0.0011352i,0.0023753+0.00098487i,0.0011877-0.00016115i,0.00041194-0.00017076i,0.00050028-8.3128e-05i,0.00025858-0.00024955i,8.7483e-05-0.00075597i,-0.00016819-0.00078619i,-0.00064784-0.00023955i,-0.00057521-0.0001384i,-0.00070011-8.818e-05i,-0.00047143+0.0008304i,0.00028524+0.00084367i,0.00039137+0.00064544i,0.00041487-9.0405e-05i,0.00042867-0.0014013i,0.0011788-0.0012682i,0.00060506-0.00025803i,-0.0005697-0.0003845i
-0.00026926+0.00028808i,0.00038237-0.0013329i,-0.00018778-0.0013078i,-3.3078e-05-0.0003992i,0.00050939-0.00025281i,-0.0007373+4.8366e-05i,-0.0012367-0.00029925i,-0.00031569-0.00066889i,-5.0974e-05-0.00041881i,-0.0003581-0.00072562i,-0.00023643-0.00063701i,-0.00050138-0.00054409i,-0.0012833-0.00041931i,-0.0014508+0.00034358i,-0.0014543+0.00050662i,-0.00094963+0.00060851i,-0.00071219+0.00070038i,-8.1187e-05-9.9538e-05i,0.0009155-0.00077819i,0.00069648-0.00057019i,0.00026495-0.00024569i,-0.00011601+3.8572e-05i,-3.7646e-05-0.00034914i
-0.0011602-0.0011448i,-0.0011267-0.00067622i,-0.00094252+0.00039144i,-0.00021973+0.0017885i,0.00067778+0.0026875i,0.0017845+0.002004i,0.0017367+0.00092552i,0.00028396+0.00091212i,-0.00062993+0.00092602i,-0.00010075+0.00024668i,0.00093947-0.00040109i,0.0014516-0.00033605i,0.00095583-0.00068658i,0.00024158-5.759e-05i,-0.00011936+0.001314i,-0.0001087+0.0015348i,0.00072064+0.00088087i,0.00096176+0.00039813i,0.0001671+0.00035351i,0.00021955-0.00010347i,0.00081301-0.00036826i,0.00087329+8.4022e-05i,0.00017879+2.7037e-05i
0.0018426-0.00061722i,0.0027448-0.0018449i,0.0019153-0.0015224i,0.00025972-0.00082302i,-0.00041379-0.0012738i,0.00016664-0.0013088i,0.00026966-0.00015764i,0.00090003+0.0004908i,0.0010468+0.00025352i,0.00045658-0.00028628i,0.00024414-0.00029707i,-0.00038915-0.00042746i,-0.0012811-0.00086748i,-0.0014697-0.00076847i,-0.00097149+0.00038179i,-0.00067569+0.001035i,-0.00084012+0.00017824i,-0.00033998-0.00067729i,0.00035203-0.00076873i,-0.00019728-0.00096929i,-0.00052187-0.0010918i,0.00020254-0.00046728i,-2.7117e-05+7.0361e-05i
0.0019352+0.00078408i,0.0025269-0.00037444i,0.0019239-0.0018164i,0.00091555-0.0010603i,0.00049386+5.8846e-05i,0.00031839+0.00093256i,0.00065482+0.0015157i,0.00071784+0.0014094i,8.0038e-05+0.00087219i,-0.000584-0.00063763i,-0.0011303-0.0012396i,-0.00066549-0.00080232i,-0.00019584-0.00050561i,-8.9324e-05-0.0007392i,0.00027911-0.00017405i,0.00060298+0.00070458i,0.00033722-0.00013486i,-0.00017603-0.0010252i,0.00030858-0.00051712i,0.00050163-0.00047882i,0.0001902-0.00032916i,6.8036e-06-0.00018915i,2.5218e-05-0.000526i
0.00072215-0.0016463i,0.00077773-0.0026078i,-0.00011689-0.0022791i,-0.00089298-0.0012155i,-0.00040497-0.00015933i,5.0044e-05+0.00045375i,0.00032147+0.00030018i,0.00012903-4.5546e-05i,0.00017794+0.00036725i,0.0002538+0.00030102i,-1.0381e-05+7.4578e-06i,0.00028027-8.2923e-05i,0.00029877-0.0002622i,-0.00023824-0.00019167i,-0.00010517-4.9919e-05i,2.8088e-05+0.0001667i,-0.00049102-3.2214e-05i,-0.00059263-0.00062543i,-0.0002428-0.00077271i,0.00027476-0.00067224i,0.0007733-0.00040761i,0.00013993+0.00021252i,-0.0002542+7.1523e-05i
0.0013578-0.00077902i,0.0015582-0.002313i,0.0015665-0.0027118i,0.0016675-0.0022806i,0.0004568-0.0018329i,1.3029e-05-0.0010043i,0.00041296-4.4335e-05i,0.00047871-0.00010848i,-0.00028981-0.0006562i,-0.00024471-0.00088754i,0.00085894-0.0010423i,0.0007475-0.00069917i,0.00036767+0.00015446i,-0.00028752+7.3888e-07i,-7.1778e-05+0.00058275i,0.00064011+0.0010377i,0.00068339-0.00019968i,0.00057413-0.00092786i,0.0004142-0.00075709i,0.00013088-0.00076484i,1.0777e-05-0.00022255i,-7.4776e-05+0.00039337i,-0.00032986+0.00039533i
0.0023943-0.0011809i,0.0017244-0.0014556i,0.00094689-0.0019971i,-0.0003172-0.0014843i,-0.00032565-0.0010126i,7.5637e-05-0.00052315i,0.00045428+0.00053864i,0.00084398+0.00057705i,0.00032046+0.0002708i,-0.00027782+2.115e-05i,-0.00048424-0.00039041i,-0.00026375-0.00039138i,0.00052605-4.386e-05i,0.00045895+6.8005e-05i,-0.00046731+5.1643e-06i,-0.00094932-0.00060499i,-0.0011532-0.00082158i,-0.00081574-0.00061985i,-0.00015965-0.0001396i,0.00011861+0.00028328i,-2.9108e-05-9.0775e-05i,-5.188e-05-0.00050265i,1.3494e-05-0.00014232i
-9.1339e-05-0.00035213i,-0.00032495-0.0017484i,-0.00075147-0.0013846i,-0.0010864+0.00029766i,-0.0011368+0.0017128i,-0.0002405+0.0023292i,0.00033331+0.0014904i,-0.00013394+0.00023129i,1.9515e-05-0.00017031i,0.00048245-8.9529e-05i,0.00070672+3.5226e-06i,0.0012154-0.0005367i,0.00084026-0.0010828i,-0.00099532-0.0003644i,-0.0015174+0.00046142i,-0.00084624+0.00050999i,-0.00064439-7.141e-05i,-0.00049849-1.8994e-05i,-8.7661e-05+0.00025591i,0.00019033+1.9325e-05i,-0.0001117-0.00066461i,-0.00013562-0.00081957i,-0.00011554-0.0010737i
0.00027325-0.0023676i,0.00067774-0.0031604i,-0.00014807-0.0031015i,-0.00085475-0.0011045i,-0.00090322+0.00069304i,-0.0002374+0.0013942i,0.00050318+0.0017684i,0.00076662+0.0017091i,1.795e-05+0.0013462i,-0.0011173+0.00051227i,-0.0011259-0.0004177i,-4.7071e-05-0.00072257i,0.0010465-0.0002048i,0.001209-0.00035353i,0.00046208-0.00052338i,-0.00024377-0.00034536i,-0.00026388-0.0010437i,-4.5029e-05-0.0010911i,0.00035783-0.00075042i,0.0010329-0.00065534i,0.00052084-0.00073701i,0.00020598-0.00039989i,0.0004773-0.00010818i
0.0019072+4.0408e-06i,0.0024811-0.00041524i,0.0022003-0.00057978i,0.0011489-0.00037504i,0.0013538+0.00019838i,0.0014488+0.00037249i,0.00058125+0.00026985i,7.7014e-05-0.00010813i,0.00042389-0.00017686i,0.00046515-0.00024305i,0.00064829+0.00022707i,0.0009513+0.00093761i,0.00031299+0.00071086i,-0.00030105-0.00015279i,-8.5092e-05-0.00074856i,-0.0002892-0.00016778i,-0.00019011+0.00039357i,0.00044172+0.00046489i,0.00012806+0.00020908i,-0.00025443+0.00024955i,0.0003582+9.6092e-05i,0.00098018+0.00036192i,0.00098731+0.00059602i
0.0014949+0.0012647i,0.0021738+0.00020076i,0.0028195+0.00016099i,0.0022861+0.00020697i,0.0014014-0.00093466i,0.0011718-0.0017945i,0.00081084-0.00069321i,0.0005699+0.00032716i,0.0011752+0.00035926i,0.00095796+0.00023494i,-1.5231e-05+0.00035406i,-7.2923e-05+0.00055513i,0.00034618+0.0002494i,-0.00012998-0.00014325i,0.0003178+0.00034409i,0.00017841+0.00048584i,-0.00077324-4.0464e-05i,-0.00031684-0.00029737i,0.00069742-0.00070681i,0.00052353-0.00088089i,-0.00034802-8.8805e-05i,-0.00025243+0.00032069i,0.00063058+0.00020079i
-0.0010546-0.00091278i,-0.0015176-0.0020087i,-0.0019714-0.0011609i,-0.0020346+0.00087338i,-0.00049428+0.0020091i,0.0011653+0.0019986i,0.001361+0.00039044i,-3.6792e-05+0.00013958i,-0.0011329+0.00067753i,-0.0009064+0.00058525i,-0.0010006+0.00049665i,-0.00077489-0.00016794i,0.00048232-0.0010183i,0.00036952-0.00055743i,-0.00065745+0.00017628i,-0.00075486+0.0002105i,-3.5831e-05+0.00052804i,0.00058132+0.00026684i,0.00014913-0.0012524i,-0.00041905-0.0015663i,-0.00018037-0.00057284i,0.00018683+0.00052236i,0.00047523+0.0012767i
0.0018008-0.00057171i,0.0021915-0.00056182i,0.0012977-0.00034344i,-5.1693e-05+0.00045216i,-0.0007188+0.0006079i,-0.00023654+0.00089773i,0.00071802+0.00092336i,0.00097544+0.00090258i,0.00055206+0.00041194i,0.00012914-0.0005077i,-0.0006071-0.0017194i,-0.00093445-0.0021748i,-0.00029722-0.0014512i,0.00033519-0.0010702i,-0.00024542-0.00050814i,-0.00062685+0.00047201i,-0.000672+3.8916e-05i,-0.0011392-0.00038302i,-0.0010958-0.00054832i,-0.0003378-0.0011358i,0.00025446-0.00079487i,-0.00026719-6.7318e-07i,-0.00040943+0.00028979i
-0.00091432-0.00072669i,-0.00033848-0.0012723i,-0.00061989-0.00088272i,-0.00024183+0.00048577i,4.8541e-05+0.00084944i,-0.00045536+0.00051983i,6.248e-05+0.00010402i,0.00044051+0.00013114i,0.00050619-1.3593e-05i,0.00061023+0.0004807i,0.00026097+0.00048565i,0.00011547-0.00081154i,-0.00011744-0.0018987i,-0.00053758-0.0015864i,-0.00015535-0.00042288i,0.00082923+0.00015833i,0.00085761-0.00013625i,0.00027447-0.00031696i,0.00012971-0.00036052i,-0.00024684-0.00065228i,-0.00075967-0.0010389i,-0.00043792-0.0003697i,0.00010646+0.00014532i
8.5799e-05-0.00010364i,0.00088961-0.00076218i,0.0007148-0.00052065i,7.7413e-05+0.00025842i,6.3073e-05+0.00035833i,0.00023183+0.00038073i,0.00038858+0.0010078i,0.00051801+0.0009777i,0.0010775-5.9717e-05i,0.0016927-0.00087194i,0.0010229-0.00061673i,-0.00026135-0.000496i,-0.00056441-0.00041584i,-2.514e-05+9.6371e-06i,7.7363e-05+0.00048043i,-0.00056461+0.00042271i,-0.00042264+0.00064212i,-1.8981e-06+0.00066024i,0.0002133-4.4623e-05i,0.00051235+2.0092e-05i,0.00096062+0.00043318i,0.00049979-0.00029787i,-0.00021276-0.0010861i
-0.00030277-0.0029589i,-0.00010794-0.0018602i,-0.0014099-0.0010314i,-0.0015152-0.00039011i,-0.00081867+0.00015125i,-0.00016824+0.00065302i,-4.7526e-06-7.5039e-05i,2.1958e-05-0.00031926i,1.2048e-05+3.9831e-05i,-0.00043408-0.0001134i,-0.0009149+0.00021268i,-0.00060758+0.00015055i,0.00020115-0.00063717i,0.00011254-0.0013846i,-0.0006277-0.0016293i,-0.00019658-0.00092638i,0.00018043-0.00032039i,0.00083677-0.00022713i,0.0012584-9.6565e-05i,0.00023072-0.00013669i,-0.0015067-5.5375e-05i,-0.0018041+0.0003938i,-0.00012044+0.00077545i
0.00037016-0.0018241i,-0.00099863-0.0010144i,-0.0018265-0.00091246i,-0.0017613-0.00030456i,-0.0011468+0.0008322i,0.00022728+0.0012581i,0.0012946+0.00072614i,0.0012427+3.5569e-05i,0.00078944-0.00046199i,0.00066134+7.3627e-06i,0.00080479+0.00047038i,0.00061688+0.00033585i,0.00020235-0.00065748i,0.00024897-0.00082322i,0.00019853+0.00020048i,-5.8849e-05+0.00061544i,-0.00012632+0.00023424i,3.6593e-05+7.8263e-06i,-0.0002922-7.4893e-05i,-0.00037819-0.00049394i,-0.00018986-0.0004333i,-0.00034034+0.00035201i,-0.00062247+0.00042928i
0.00099538-0.00050553i,0.0017198-0.00073398i,0.0013195-0.00044963i,0.00037004-0.00018626i,0.00035942-0.00016353i,-8.1558e-05+0.00033538i,-0.00026452+0.0019633i,-0.00020408+0.002895i,-0.00023081+0.0012674i,0.00014574-0.0010209i,0.00047217-0.0017365i,0.0009186-0.0018051i,0.00083632-0.00095219i,-0.00019848-0.0004692i,-0.001087-0.00043047i,-0.00073119-3.7971e-05i,0.00019437+8.9586e-05i,0.00027667-0.00040774i,-1.5329e-06-0.00050875i,-0.00010753-0.00054637i,-0.00040563-0.00019465i,-0.000469+0.00037417i,9.7511e-05+0.00082411i
0.00075339-0.0013863i,0.00091577-0.0014265i,0.00041091-0.00030041i,-0.00063156+0.0010177i,-0.00069711+0.0020474i,0.00032606+0.0023168i,0.00078937+0.0012102i,0.00080561-0.00021341i,0.00076922-0.0005699i,0.00027506+0.00021726i,7.5763e-05+0.0004906i,-0.00030025-0.00050612i,-0.00052957-0.00083148i,-0.00072998-0.00042094i,-0.0013801-0.00025602i,-0.00058849-0.00037528i,0.00051253-4.2065e-05i,-0.00028029+1.8751e-05i,-0.00042726-0.00021111i,7.4945e-05-0.00014305i,-4.0999e-05+0.00049637i,0.00041655+0.00032515i,0.00027939-1.7763e-05i
0.0018493-0.00043577i,0.001631-0.0018238i,0.00020233-0.00213i,-0.0007289-0.00064307i,-0.00032128+6.8206e-05i,-0.00017492-0.00018473i,-0.00038979-0.0010326i,0.00011811-0.0013111i,-0.00013735-0.0010794i,-0.0011024-0.0009148i,-0.00050318-0.00065756i,2.7191e-05-0.0010763i,-0.00097002-0.001111i,-0.0014382+0.00045894i,-0.00065574+0.0015947i,0.00013212+0.001626i,0.00084353+0.00065632i,0.00093965-0.00016162i,0.00077806-0.00016028i,0.00074417+0.00051419i,0.00041658+0.00040844i,0.00023108+0.00022318i,-0.00018049+0.00029459i
-0.00040964-0.00084158i,-0.00083287-0.0006586i,-0.0012481-0.00097572i,-0.00071099+0.00018855i,-0.00036974+0.0024571i,0.00032998+0.0025766i,0.00063342+0.0013748i,0.00015189+0.00020832i,-0.00010936-1.2423e-05i,0.00062707+8.9317e-05i,0.0015216-0.00036595i,0.00102-0.00089741i,0.00039509-0.0013381i,-0.00010425-0.0016261i,-0.000493-0.00099973i,-0.00027387-0.00057776i,-0.00034742-0.00057683i,-0.00057776-0.00037615i,-0.00012074-0.00054255i,0.0002623-0.00032945i,-0.00021899-0.0001488i,-0.00046623-0.00060669i,-2.3797e-05-0.00033846i
5.343e-05-0.002401i,0.00052378-0.0012675i,0.00083359+0.00037125i,0.00081624+0.00092944i,0.0010947+0.00071542i,0.0014194+0.00049427i,0.00085414+0.00089504i,0.00028807+0.00048081i,0.00061191+8.064e-05i,0.00041141-0.00030463i,-3.6463e-05-0.00083042i,0.00011492-0.00087439i,0.00091511-0.00056705i,0.00094488-0.00025824i,9.0081e-05+0.00013959i,-0.00012042-0.00021903i,2.1374e-05-0.00044994i,0.00028987-0.00029364i,-0.00010502-0.00022989i,-3.6055e-05+1.5257e-05i,-0.00012821+0.00035637i,-0.00052128+0.00055688i,-0.00014312+0.00062648i
-0.00028019-0.0020418i,-6.9777e-05-0.0030026i,-0.0014195-0.0033348i,-0.0026617-0.0022274i,-0.0020011+0.00014996i,-0.00042246+0.0015997i,0.00039812+0.0012881i,0.00097694+0.00078032i,0.001068+0.00015194i,0.0007851+1.3095e-05i,0.00049155-0.00024018i,0.00033853-0.0014708i,7.8729e-05-0.0018279i,-3.8336e-05-0.00099923i,-0.00053315+6.4583e-05i,-0.00051425+0.00040907i,-0.00012907+0.00045453i,-5.7917e-05-0.00011364i,0.00029705-0.0003071i,0.00052779+0.00011495i,0.00056965+0.00047447i,0.00042453+0.00062917i,0.00081615+0.00085026i
8.7873e-05+0.0003197i,0.00035584+7.7884e-05i,0.00049202-0.0011709i,0.00045389-0.00085918i,0.00061038+4.6511e-05i,0.00082944+0.00024765i,0.00025904-1.4432e-05i,0.00010751-0.00084025i,5.6557e-05-0.0014073i,1.912e-05-0.0010598i,0.00021578-0.00068474i,-0.00039921-0.00078326i,-0.00066796+0.00023093i,-0.00077896+0.00054023i,-0.0006657+1.8489e-05i,-0.00082698-0.00013716i,-0.0013568-0.00020468i,-0.00052661-0.00017682i,8.4501e-05-0.00063481i,0.00043798-0.0009214i,0.00052971+0.00035341i,-0.00050605+0.00094475i,-0.0014808+9.586e-05i
0.00030059-0.00087287i,-7.5523e-05-0.00018048i,-0.0012258+0.00061848i,-0.0017943+0.0001745i,-0.0017078-2.9749e-05i,-0.00050973+0.0011752i,0.00025483+0.001605i,-1.1872e-05+0.0010588i,-0.00026982+0.00055851i,-0.00046457+0.00014478i,-0.00035633-0.00056168i,-0.00024975-0.00019433i,-0.00070115-9.5931e-05i,-0.0013588-0.00080223i,-0.0012179-0.0005323i,-0.00084612-2.727e-05i,-0.0010134+0.00016887i,-0.00041812+0.00035478i,-0.00042359-0.00039772i,-0.0006223-0.0008662i,-0.00028242-0.00023538i,-2.0941e-05+9.5136e-05i,0.00024059-0.00058312i
