-0.0039338-0.0017598i,-0.0037714-0.0023779i,-0.0032883+8.5766e-05i,-0.0019306+0.0026517i,-0.0014562+0.0019608i,-0.00089799+0.0013259i,-0.00060103+0.0016357i,-0.00028998+0.0016181i,9.0411e-06+0.0013634i,0.00041613+0.00086088i,0.0012126-0.00074552i,0.0015631-0.0023111i,0.00092114-0.0026379i,0.00015091-0.0023998i,-0.00043225-0.0017621i,-0.0006793-0.00092813i,-0.00043644-0.00059311i,-0.00029855-0.00050072i,-0.00030813-0.00021987i,-0.00062345+0.00019465i,-0.00095639+3.9785e-05i,-0.00081098-0.00054018i,-0.0004333-0.0004986i
-0.045152-0.024066i,-0.12878+0.013338i,-0.11264+0.096296i,-0.023894+0.097745i,-0.030233+0.020794i,-0.085702+0.019598i,-0.051652+0.063132i,7.3e-05+0.04781i,0.0052434+0.020378i,0.0027187+0.011605i,-0.0065653-0.00044917i,-0.020711-0.0074184i,-0.024472-0.0092285i,-0.01899-0.0086938i,-0.0019837-0.0036759i,0.020325-0.0038273i,0.027463-0.010162i,0.013765-0.010802i,-0.0023522-0.001526i,-0.003977+0.0074729i,0.0058937+0.0072332i,0.014672+0.0020852i,0.017107-0.0011811i
0.065645+0.0069336i,0.1418-0.082613i,0.097345-0.17402i,0.005135-0.13011i,0.032086-0.020397i,0.085893-0.017044i,0.034206-0.056202i,-0.021852-0.035358i,-0.021429-0.012982i,-0.014305-0.012797i,-0.0099599-0.0081886i,-0.0038432-0.0010105i,0.0032251+0.0022726i,0.0068244-0.00085031i,-0.0057681-0.0036425i,-0.024442+0.0044786i,-0.02751+0.016026i,-0.014513+0.015353i,-0.0021641+0.0036227i,-0.0021244-0.0062871i,-0.0095731-0.007265i,-0.013695-0.0023284i,-0.012345+0.000895i
-0.084668+0.026986i,-0.13143+0.15532i,-0.063625+0.23321i,0.0063644+0.13839i,-0.055911+0.019775i,-0.10558+0.038085i,-0.038811+0.073659i,0.012012+0.040469i,0.0048244+0.015676i,-7.0751e-05+0.018838i,0.0015704+0.019848i,0.0015028+0.015816i,-0.0008599+0.0098404i,-0.0025516+0.0085083i,0.0085544+0.010357i,0.025609+0.0017118i,0.027828-0.010883i,0.014821-0.009695i,0.0019574+0.0017358i,-0.00080811+0.0092794i,0.004235+0.0061494i,0.0089914-0.0038126i,0.011292-0.0095105i
0.085287-0.074876i,0.07993-0.22908i,-0.021986-0.28717i,-0.059369-0.15299i,0.052253-0.029009i,0.10539-0.049327i,0.027434-0.062727i,-0.017035-0.013906i,-0.0049235+0.0073993i,-0.0043072+5.1201e-05i,-0.0048333-0.00032991i,0.0026114+0.0010042i,0.0064151-0.0016953i,0.0012538-0.0073919i,-0.013136-0.0081908i,-0.024853+0.001809i,-0.02229+0.010477i,-0.010809+0.007745i,-0.004276+0.0014585i,-0.0064227+0.00015826i,-0.012037+0.0055276i,-0.014265+0.013094i,-0.013319+0.013539i
-0.056942+0.12124i,0.010878+0.28702i,0.13723+0.30737i,0.12357+0.13693i,-0.037714+0.020431i,-0.088978+0.051293i,-0.0058841+0.060862i,0.02682+0.015281i,0.007473-0.0018395i,0.007158+0.0037894i,0.013552+0.0019017i,0.01109-0.0034673i,0.0053685-0.0036273i,0.007887+0.0052916i,0.022987+0.0070512i,0.032373-0.0071515i,0.023478-0.017341i,0.010083-0.013575i,0.0050181-0.0071673i,0.0072366-0.0053271i,0.012223-0.0073866i,0.012844-0.013089i,0.0086792-0.014943i
0.011255-0.16273i,-0.12509-0.3072i,-0.25814-0.27738i,-0.18185-0.1002i,0.012434-0.027899i,0.054855-0.069015i,-0.016005-0.05383i,-0.023811-0.0019287i,0.0061837+0.0094339i,0.0043501+0.0028304i,-0.010378-0.0007392i,-0.017181-0.0044158i,-0.016141-0.0077254i,-0.018211-0.010973i,-0.029109-0.0076488i,-0.035054+0.0050504i,-0.027525+0.011076i,-0.017117+0.0079187i,-0.0099537+0.0066204i,-0.0045883+0.007992i,-0.0019155+0.012336i,0.00078205+0.017919i,0.0027556+0.018484i
0.074451+0.18157i,0.27198+0.26694i,0.38857+0.17704i,0.23595+0.016259i,0.0052786-0.0022282i,-0.038385+0.050399i,0.021719+0.028573i,0.020997-0.013028i,-0.0070691-0.013387i,-0.0034025-0.0052492i,0.0082611-0.0097897i,0.008906-0.012772i,0.0073405-0.0072708i,0.013377-0.0011289i,0.024744-0.0023124i,0.027004-0.008653i,0.018334-0.0083498i,0.0074588-0.004979i,-0.0023743-0.0066474i,-0.0062169-0.0091852i,-0.0035661-0.015036i,-0.0025425-0.022877i,-0.0031437-0.022313i
-0.16523-0.15099i,-0.39426-0.15512i,-0.46875-0.031213i,-0.26422+0.06958i,-0.039869+0.032203i,-0.0058597-0.02135i,-0.044188+0.003201i,-0.025096+0.028123i,0.006811+0.014561i,0.0042898+0.0048664i,-0.009554+0.014183i,-0.013081+0.02225i,-0.01213+0.018482i,-0.019001+0.010477i,-0.03149+0.010776i,-0.033681+0.017446i,-0.023864+0.017066i,-0.010464+0.013266i,0.0018578+0.012841i,0.0072757+0.012164i,0.0070873+0.014083i,0.0082242+0.019065i,0.010515+0.018097i
0.22795+0.075934i,0.44747-0.0080857i,0.47571-0.1459i,0.25306-0.17337i,0.050073-0.079539i,0.024119-0.01001i,0.044125-0.018906i,0.015055-0.025769i,-0.016958-0.0058228i,-0.013562+0.00017725i,0.00026337-0.011445i,0.0045936-0.019401i,0.0062702-0.01845i,0.013845-0.013837i,0.026672-0.013802i,0.031811-0.017416i,0.023307-0.015987i,0.0079311-0.012657i,-0.0070781-0.0109i,-0.013929-0.009168i,-0.014142-0.010907i,-0.015843-0.015471i,-0.018184-0.015141i
-0.26062+0.02912i,-0.43601+0.18791i,-0.41994+0.32351i,-0.20833+0.28028i,-0.041093+0.13367i,-0.026252+0.057604i,-0.040016+0.057481i,-0.013947+0.044699i,0.0099021+0.013694i,0.005518+0.0057363i,-0.0014392+0.019212i,0.0025222+0.025647i,0.003552+0.02077i,-0.0060289+0.016177i,-0.017795+0.018935i,-0.020679+0.022046i,-0.015016+0.017879i,-0.0036882+0.013037i,0.010156+0.010397i,0.016535+0.0075478i,0.016969+0.0084501i,0.021204+0.01091i,0.023527+0.0066279i
0.24133-0.14259i,0.35401-0.35675i,0.29856-0.47893i,0.12086-0.37679i,0.014728-0.19811i,0.02062-0.11595i,0.030667-0.090978i,0.0099978-0.049395i,-0.0075642-0.0069628i,-0.0072811+0.0024494i,-0.0036611-0.014451i,-0.0063545-0.027624i,-0.0070366-0.026999i,0.0022603-0.023342i,0.015743-0.025519i,0.019711-0.028118i,0.012658-0.02299i,-0.0016788-0.0155i,-0.018539-0.0088149i,-0.026418-0.0013209i,-0.025137+0.00035928i,-0.024929-0.0019135i,-0.02459-8.5365e-05i
-0.17221+0.24098i,-0.20127+0.48426i,-0.11461+0.57112i,-0.00022807+0.41068i,0.02413+0.21825i,-0.0054214+0.14283i,-0.012825+0.1109i,0.0026216+0.061894i,0.014923+0.017989i,0.014358+0.0074709i,0.013009+0.017898i,0.013769+0.022077i,0.0096415+0.018207i,-0.00083801+0.016675i,-0.014524+0.020814i,-0.021206+0.025165i,-0.01722+0.020593i,-0.0022034+0.011288i,0.015616+0.0022192i,0.022545-0.0044477i,0.022941-0.0047111i,0.025212-0.0031799i,0.024168-0.0047072i
0.058779-0.30216i,-0.0058793-0.54167i,-0.10035-0.58834i,-0.12896-0.41191i,-0.087658-0.24841i,-0.046761-0.18017i,-0.025702-0.12276i,-0.015749-0.058188i,-0.014535-0.011425i,-0.011686-0.00044992i,-0.015595-0.015308i,-0.024688-0.023823i,-0.024006-0.019341i,-0.013003-0.015809i,0.0018009-0.020396i,0.0090257-0.025958i,0.0054818-0.021742i,-0.0086994-0.0089611i,-0.022128+0.0054938i,-0.021635+0.013599i,-0.017913+0.01306i,-0.02083+0.010813i,-0.02308+0.012063i
0.077443+0.30751i,0.22358+0.49991i,0.30037+0.5087i,0.23491+0.35693i,0.13539+0.2453i,0.076599+0.19586i,0.039549+0.13122i,0.015228+0.061135i,0.0076058+0.011653i,0.0057724-0.0011105i,0.012235+0.0098249i,0.023559+0.015695i,0.024975+0.011258i,0.014409+0.0086869i,-1.9844e-05+0.017747i,-0.0065196+0.027496i,-0.0026605+0.023707i,0.0077382+0.0088823i,0.016247-0.0067423i,0.016346-0.014764i,0.01614-0.016229i,0.019613-0.016897i,0.020429-0.018498i
-0.19994-0.25201i,-0.40009-0.36968i,-0.4532-0.36551i,-0.32506-0.28004i,-0.195-0.22582i,-0.12485-0.1876i,-0.065107-0.1218i,-0.021677-0.057044i,-0.0067783-0.01222i,-0.0056473+0.0011323i,-0.016389-0.0045505i,-0.029407-0.0041957i,-0.026815+0.00095158i,-0.011026-0.0017485i,0.0035418-0.015257i,0.0070229-0.026145i,0.0006649-0.021216i,-0.0082928-0.0038875i,-0.014218+0.012413i,-0.01397+0.019283i,-0.011699+0.01934i,-0.013107+0.019389i,-0.01409+0.019034i
0.2944+0.14118i,0.50635+0.17304i,0.53332+0.16517i,0.3741+0.16178i,0.23369+0.18011i,0.15888+0.17227i,0.085401+0.12138i,0.031268+0.068224i,0.0087296+0.026553i,0.0037068+0.0081091i,0.015515+0.0073398i,0.028+0.0015038i,0.022597-0.0057437i,0.0064259-0.0017356i,-0.0027504+0.013184i,-0.0010762+0.024241i,0.0052839+0.018464i,0.010768+0.0013177i,0.010908-0.014481i,0.0070242-0.020163i,0.0054366-0.020678i,0.0070206-0.022548i,0.0085233-0.023366i
-0.31886+0.0016807i,-0.5134+0.045068i,-0.51914+0.040255i,-0.36349-0.046805i,-0.24398-0.14032i,-0.17912-0.15611i,-0.10099-0.11145i,-0.038949-0.061463i,-0.010345-0.022739i,-0.0027377-0.005843i,-0.011687-0.0052696i,-0.022234-0.0012803i,-0.02002+0.0044552i,-0.0095257+0.00031264i,-0.0034985-0.013887i,-0.0067815-0.02397i,-0.011397-0.017534i,-0.01219-0.0007301i,-0.0096722+0.013365i,-0.0055212+0.019269i,-0.0036194+0.020578i,-0.0045581+0.021882i,-0.0054276+0.022478i
0.28398-0.13697i,0.43688-0.2443i,0.43208-0.22285i,0.31314-0.062595i,0.23742+0.080292i,0.18587+0.1171i,0.10551+0.095073i,0.040703+0.062084i,0.0089882+0.030915i,0.00046424+0.014817i,0.010678+0.0059797i,0.02177-0.0072492i,0.017771-0.012952i,0.0062246-0.0037758i,0.0026386+0.012934i,0.0068059+0.021611i,0.0087733+0.01281i,0.0054194-0.002767i,-0.00014556-0.012535i,-0.0030813-0.014813i,-0.0037187-0.016113i,-0.0020587-0.019802i,0.0012835-0.021615i
-0.19364+0.24467i,-0.28355+0.3919i,-0.28167+0.34161i,-0.23419+0.11704i,-0.22384-0.058708i,-0.1984-0.10314i,-0.12107-0.085514i,-0.05049-0.059242i,-0.015955-0.03288i,-0.0085555-0.017168i,-0.018642-0.0062661i,-0.027403+0.0095559i,-0.01956+0.015442i,-0.0054001+0.0038599i,-0.0021021-0.011588i,-0.0079084-0.016194i,-0.011463-0.0079857i,-0.0081356+0.0041279i,-0.0028128+0.011011i,0.00096066+0.013975i,0.0040394+0.016944i,0.0052804+0.019999i,0.0039026+0.020714i
0.062893-0.29597i,0.078291-0.45213i,0.095591-0.38411i,0.13555-0.14331i,0.18269+0.033415i,0.17861+0.083175i,0.11676+0.079989i,0.05778+0.066633i,0.025357+0.046132i,0.013675+0.027043i,0.017361+0.008463i,0.018972-0.011893i,0.0098828-0.018558i,0.0018682-0.0063226i,0.0056017+0.0097332i,0.01362+0.012313i,0.012064+0.0027206i,0.0034398-0.0052397i,-0.002034-0.0083585i,-0.0042984-0.010591i,-0.0057066-0.014074i,-0.0060039-0.017648i,-0.0046-0.018654i
0.077357+0.27462i,0.12557+0.40444i,0.076514+0.33147i,-0.053481+0.11755i,-0.16224-0.031582i,-0.18087-0.06868i,-0.12598-0.064378i,-0.069634-0.05468i,-0.037962-0.039774i,-0.023829-0.02175i,-0.019824-0.0011175i,-0.013527+0.017638i,-0.0037856+0.01747i,-0.001806+0.00062843i,-0.0092738-0.01323i,-0.015939-0.012619i,-0.013674-0.0021317i,-0.0062005+0.0053288i,-0.0013973+0.0077198i,0.0010278+0.0094223i,0.0057207+0.011585i,0.0098606+0.013408i,0.0081716+0.013411i
-0.18246-0.20861i,-0.27274-0.29152i,-0.20169-0.23343i,-0.015279-0.074472i,0.13112+0.036725i,0.1674+0.064039i,0.12606+0.060991i,0.076738+0.05185i,0.046491+0.037392i,0.03016+0.020612i,0.021484+0.0017989i,0.011657-0.015882i,0.0016493-0.016542i,0.00069547-0.0016337i,0.0078794+0.0097859i,0.012704+0.0069099i,0.0087496-0.0027081i,0.0025724-0.0067328i,0.00060076-0.0067602i,-0.002045-0.0094135i,-0.0076293-0.012959i,-0.010703-0.014039i,-0.0085743-0.013126i
0.24731+0.098427i,0.35325+0.12324i,0.26702+0.085199i,0.04996-0.0047951i,-0.11418-0.064317i,-0.16184-0.066359i,-0.13181-0.04928i,-0.084764-0.036671i,-0.055735-0.024659i,-0.038555-0.010978i,-0.024278+0.002931i,-0.010811+0.014316i,-0.0029458+0.012527i,-0.0063977+0.0023682i,-0.015255-0.002237i,-0.016829+0.0020897i,-0.0085574+0.0077506i,-0.0010843+0.0075368i,4.0811e-05+0.0077955i,0.0020867+0.010683i,0.0086392+0.011792i,0.012411+0.010857i,0.0102+0.0082461i
-0.25048+0.031366i,-0.34678+0.055369i,-0.25098+0.062007i,-0.034911+0.070722i,0.1172+0.073995i,0.16091+0.056009i,0.13325+0.035326i,0.086243+0.027685i,0.057829+0.017959i,0.038579+0.0028117i,0.020428-0.01031i,0.0039777-0.019422i,-0.0041026-0.015672i,0.0020625-0.0035369i,0.012803+0.0028719i,0.014052-0.0010285i,0.0051184-0.0073281i,-0.001809-0.0070735i,-0.0028014-0.0068321i,-0.00555-0.0085183i,-0.011103-0.0070546i,-0.012867-0.0046423i,-0.0091514-0.0041711i
0.20457-0.13767i,0.27109-0.20563i,0.18256-0.18514i,-0.0011532-0.13266i,-0.1326-0.10364i,-0.17108-0.063034i,-0.13759-0.022214i,-0.089134-0.011468i,-0.061881-0.0023162i,-0.04151+0.011799i,-0.020992+0.01823i,-0.0038753+0.020498i,0.0026446+0.014745i,-0.0030884+0.0052982i,-0.0088336+0.0023384i,-0.0065693+0.0044736i,-0.0015481+0.0062962i,-5.0885e-05+0.0058392i,0.00050392+0.0070318i,0.0050089+0.008133i,0.011164+0.0059821i,0.013161+0.0036359i,0.0088158+0.0022306i
-0.11278+0.2129i,-0.13397+0.30148i,-0.067517+0.25422i,0.0537+0.15542i,0.14723+0.10236i,0.1682+0.050914i,0.12613+0.0097314i,0.081247+0.0035278i,0.056773-0.0031011i,0.034472-0.013628i,0.014149-0.016529i,-6.9949e-05-0.015952i,-0.0044692-0.011181i,0.00179-0.0072559i,0.0074518-0.0078513i,0.0042208-0.0099156i,-0.0031959-0.0096712i,-0.0049667-0.0076479i,-0.0046022-0.0077683i,-0.0088466-0.0082212i,-0.011773-0.0052415i,-0.009913-0.0016033i,-0.004309-0.00085437i
-0.0033539-0.23073i,-0.029594-0.31318i,-0.062364-0.25215i,-0.11379-0.15156i,-0.17263-0.098078i,-0.17969-0.037403i,-0.12582+0.0098021i,-0.074349+0.015382i,-0.046865+0.019338i,-0.023657+0.024598i,-0.0058262+0.020257i,0.0038683+0.014714i,0.0039903+0.0080431i,-0.0032685+0.0050057i,-0.0085079+0.0081149i,-0.0060714+0.010602i,-0.00048024+0.009375i,0.0007062+0.0077717i,0.0011255+0.008988i,0.0058458+0.0082611i,0.010674+0.0027863i,0.0094606-0.0022123i,0.0028972-0.0036897i
0.11032+0.18742i,0.17042+0.2441i,0.16726+0.18802i,0.15872+0.11357i,0.18383+0.075377i,0.17245+0.02126i,0.11087-0.017667i,0.062019-0.016145i,0.036144-0.018679i,0.014576-0.023266i,0.0013014-0.018079i,-0.0052226-0.014155i,-0.0052761-0.010867i,-0.00041321-0.0087077i,0.0021044-0.0093043i,-0.00067493-0.0092217i,-0.0042345-0.0079931i,-0.0044722-0.007272i,-0.0069012-0.0070269i,-0.011508-0.0028868i,-0.012178+0.0023917i,-0.0066515+0.0036351i,0.00095758+0.0018575i
-0.17577-0.1161i,-0.25269-0.134i,-0.22519-0.099897i,-0.18387-0.074758i,-0.1924-0.060677i,-0.16937-0.0073005i,-0.099052+0.02931i,-0.050966+0.02069i,-0.027609+0.01779i,-0.008366+0.019636i,0.0015484+0.01472i,0.0057449+0.01147i,0.0045524+0.009549i,0.0014713+0.0093218i,0.0021038+0.011466i,0.0063269+0.010881i,0.0088229+0.0071447i,0.0067766+0.0059204i,0.0074528+0.0066683i,0.0099615+0.0032638i,0.0089882-0.0031463i,0.0030124-0.0050141i,-0.0043261-0.0017382i
0.20635+0.013117i,0.2794-0.0088904i,0.23404-0.019888i,0.18061+0.0081998i,0.18597+0.025273i,0.15223-0.01268i,0.078313-0.032572i,0.040662-0.01572i,0.020629-0.01196i,-0.00097148-0.012952i,-0.0089649-0.010584i,-0.009828-0.010493i,-0.0076327-0.0086999i,-0.0024933-0.0080954i,-0.0012255-0.0083228i,-0.0045524-0.0070496i,-0.0075852-0.0060456i,-0.0086052-0.0065509i,-0.0096825-0.0049982i,-0.0093438+0.00051696i,-0.0049406+0.0046852i,0.0024641+0.0035012i,0.0075532-0.0017449i
-0.18277+0.08726i,-0.23295+0.13985i,-0.17958+0.11649i,-0.14175+0.029446i,-0.16834-0.015033i,-0.14067+0.01522i,-0.069394+0.030772i,-0.03682+0.01669i,-0.019224+0.013298i,-0.0003764+0.011141i,0.0059571+0.0073398i,0.0070254+0.0081799i,0.0063356+0.0083556i,0.0048247+0.0080134i,0.0051161+0.0072033i,0.0062929+0.0043523i,0.0065431+0.0038009i,0.0059977+0.0058675i,0.0070289+0.0042722i,0.0072572-0.0014537i,0.0038878-0.0045225i,-0.0013705-0.00079124i,-0.0059045+0.0056756i
0.11674-0.15813i,0.13072-0.2294i,0.085307-0.17426i,0.090287-0.048253i,0.14377+0.0024541i,0.11666-0.021021i,0.051145-0.022347i,0.029407-0.0047736i,0.017032-0.00073446i,0.00052424+0.0015095i,-0.0057736-0.00020459i,-0.0081574-0.0074292i,-0.0083491-0.010743i,-0.0077122-0.010149i,-0.0096086-0.0082095i,-0.012129-0.0051055i,-0.011991-0.0041289i,-0.010235-0.0053318i,-0.01062-0.003522i,-0.0087478+0.0019878i,-0.0024073+0.0043356i,0.003144-0.00035887i,0.0056803-0.0078743i
-0.031121+0.18999i,-0.0037911+0.26001i,0.017186+0.17872i,-0.046419+0.035378i,-0.12892-0.0095667i,-0.10705+0.015662i,-0.048228+0.017181i,-0.030743+0.0035265i,-0.01902+0.00025671i,-0.0030473-0.0010617i,0.0053023+0.0012919i,0.011975+0.0055421i,0.012675+0.0055644i,0.0088838+0.0037872i,0.0087722+0.0031741i,0.010831+0.0025547i,0.011698+0.0025995i,0.010989+0.0032228i,0.0079141+0.00057187i,0.0022277-0.0033386i,-0.0021533-0.0028011i,-0.0042149+0.0032752i,-0.0041992+0.0097477i
-0.064002-0.18132i,-0.12731-0.22908i,-0.11882-0.13263i,0.0025182-0.0025723i,0.10803+0.023023i,0.089556-0.0031328i,0.041174-0.0025644i,0.033536+0.0045512i,0.024975+0.0029188i,0.0088427+0.0043529i,-0.0013185+0.0031024i,-0.011025-0.0025763i,-0.015768-0.0056666i,-0.01313-0.0039126i,-0.011112+0.0001196i,-0.011655+0.0029153i,-0.012599+0.0014069i,-0.013487-0.00025731i,-0.011442+0.0019442i,-0.0050337+0.004364i,0.00017434+0.0035697i,0.0015305-0.0030521i,0.00096439-0.010752i
0.14171+0.12783i,0.22629+0.13563i,0.18503+0.035026i,0.015477-0.058818i,-0.10725-0.052181i,-0.09173-0.015068i,-0.047012-0.0050715i,-0.038947-0.00013675i,-0.030843+0.0031705i,-0.016114-0.0013967i,-0.0029166-0.0028974i,0.0095507-0.00063086i,0.013418+0.00081467i,0.010967+0.00030913i,0.010871-0.0024951i,0.012107-0.0045847i,0.011741-0.0026273i,0.0099453-0.00068244i,0.0070489-0.0015256i,0.0019126-0.0014758i,-0.0013418+0.00036826i,0.00044075+0.0046823i,0.0042851+0.0094293i
-0.18041-0.045539i,-0.26582-0.011009i,-0.19483+0.077667i,-0.0012322+0.11584i,0.11828+0.068117i,0.093523+0.023544i,0.047647+0.013371i,0.038337+0.0037947i,0.028568-0.0033754i,0.014347-0.00063814i,0.0019841+0.00039009i,-0.010887-4.6024e-05i,-0.015947+0.0015096i,-0.012216+0.0021265i,-0.0095461+0.0036941i,-0.010532+0.0057996i,-0.012986+0.0050477i,-0.013312+0.0042232i,-0.0081926+0.0040948i,-0.0010653+0.001947i,0.0023595-0.0012948i,-0.00069071-0.006298i,-0.0061705-0.0096282i
0.17845-0.043302i,0.24632-0.11854i,0.15299-0.19148i,-0.04245-0.1769i,-0.14614-0.092957i,-0.11118-0.036487i,-0.059416-0.015633i,-0.042727+0.0024948i,-0.03044+0.012785i,-0.016298+0.009121i,-0.0023461+0.0016249i,0.011076-0.0054843i,0.015787-0.009898i,0.011591-0.0090437i,0.0067765-0.0088156i,0.0054015-0.010028i,0.0069054-0.0085704i,0.0081731-0.0062331i,0.005156-0.0038305i,0.00031794-0.00059243i,-0.00035127+0.0024222i,0.003963+0.0049997i,0.0091184+0.0061599i
-0.1415+0.11791i,-0.17528+0.22613i,-0.067121+0.27324i,0.10888+0.20361i,0.17794+0.092753i,0.12517+0.035812i,0.067334+0.01657i,0.044622-0.00071035i,0.02834-0.0098374i,0.013116-0.00562i,0.0017391+0.003044i,-0.008364+0.010085i,-0.012006+0.01264i,-0.0080485+0.011132i,-0.0050415+0.010792i,-0.0059818+0.012455i,-0.0079345+0.011526i,-0.0080498+0.0083779i,-0.0047347+0.0044473i,-0.0012177+0.00032454i,-0.0018694-0.0023577i,-0.0062567-0.0032114i,-0.0099302-0.0026341i
0.074863-0.17181i,0.061781-0.29405i,-0.056152-0.31721i,-0.19666-0.21i,-0.2244-0.086483i,-0.15232-0.030064i,-0.083835-0.0079729i,-0.049008+0.010188i,-0.026623+0.017219i,-0.011975+0.010967i,-0.0042021-5.7891e-05i,0.001458-0.010181i,0.0027364-0.01588i,0.0014876-0.013586i,0.0010446-0.0097439i,0.0021887-0.0094715i,0.0047953-0.0096789i,0.0042611-0.008951i,0.0010485-0.0058928i,7.2193e-05-0.0012445i,0.002247+0.0019132i,0.0060494+0.0017355i,0.0098649-0.0013318i
0.0067929+0.18386i,0.071274+0.30004i,0.18626+0.297i,0.27552+0.16982i,0.25921+0.054081i,0.16691+0.012485i,0.086538+0.00052618i,0.045398-0.010844i,0.021733-0.016038i,0.0084179-0.010309i,0.0043567-0.00066947i,0.0013078+0.0080406i,-0.0011175+0.01237i,0.00050999+0.0097406i,0.0034777+0.0081814i,0.0032554+0.010134i,-0.00046663+0.0097144i,-0.0030249+0.0081109i,-0.0029787+0.0049178i,-0.0027425+0.00080837i,-0.0034564-0.00057256i,-0.0049203+0.00021953i,-0.0067995+0.00279i
-0.087335-0.16217i,-0.19575-0.25012i,-0.30364-0.2271i,-0.34409-0.10635i,-0.29225-0.012789i,-0.18497+0.011941i,-0.094047+0.015912i,-0.04585+0.020184i,-0.018786+0.020088i,-0.0050339+0.012707i,-0.0034764+0.0022714i,-0.0047019-0.0072748i,-0.005611-0.012251i,-0.0054125-0.01141i,-0.0041716-0.010325i,-0.0039319-0.010445i,-0.002816-0.0095164i,-0.0021478-0.0065258i,-0.002196-0.0027323i,-0.00076344-0.00025529i,0.0020021-7.6618e-05i,0.0049508-0.0021502i,0.0063117-0.0058929i
0.14161+0.1093i,0.27668+0.15393i,0.37325+0.11447i,0.37892+0.014439i,0.30449-0.048546i,0.18754-0.046456i,0.091402-0.027981i,0.04311-0.018487i,0.015721-0.012893i,0.0021277-0.0050705i,0.0026172+0.00060814i,0.0066195+0.0045412i,0.0089256+0.006497i,0.0085419+0.0042178i,0.0065538+0.0036914i,0.0047865+0.0050856i,0.0027528+0.0047305i,0.0017342+0.0040361i,0.00019699+0.0028964i,-0.002381+0.0025354i,-0.00383+0.0038102i,-0.0037027+0.0050067i,-0.0034723+0.0065178i
-0.17659-0.042285i,-0.32092-0.037185i,-0.40877+0.014295i,-0.39492+0.084319i,-0.30654+0.1085i,-0.18608+0.079953i,-0.090272+0.044086i,-0.043001+0.024843i,-0.018356+0.015559i,-0.0066344+0.0073919i,-0.0072216+0.0037572i,-0.010318+0.00056476i,-0.012038-0.0023836i,-0.010701-0.0010563i,-0.0080709-0.00073122i,-0.0071417-0.0013398i,-0.0058796-0.0011666i,-0.004754-0.0012006i,-0.0039841-0.00044108i,-0.0010618-0.00038911i,0.0020122-0.0027726i,0.00175-0.0060082i,0.00070673-0.0082391i
0.17234-0.036434i,0.3063-0.088633i,0.37908-0.14917i,0.35861-0.18715i,0.27486-0.17328i,0.16379-0.11487i,0.078854-0.056677i,0.040147-0.026896i,0.018515-0.013184i,0.0063608-0.0036556i,0.0051743-0.0034442i,0.0070039-0.0065195i,0.0087644-0.0068881i,0.0079145-0.0060954i,0.006547-0.0027039i,0.0063582+0.0011889i,0.0045139+0.001904i,0.0028978+0.00052543i,0.0018135+0.00030044i,0.00037842+0.0024654i,-0.00045104+0.0057806i,0.00071418+0.0072272i,0.0018062+0.0073277i
-0.14138+0.10447i,-0.2483+0.19761i,-0.30598+0.26326i,-0.29424+0.26864i,-0.23291+0.21902i,-0.14149+0.13859i,-0.069926+0.069859i,-0.038138+0.036339i,-0.017103+0.020155i,-0.00507+0.0087771i,-0.0032741+0.0080053i,-0.0034219+0.008761i,-0.0046856+0.0075354i,-0.003863+0.0064127i,-0.0023913+0.0038866i,-0.0024815+0.0025205i,-0.0021207+0.0019194i,-0.003357+0.0021274i,-0.0042795+0.0025457i,-0.0017825-0.00019525i,-6.0016e-06-0.0043748i,-0.0012261-0.0062637i,-0.0026028-0.0061157i
0.085773-0.14677i,0.1531-0.26902i,0.20131-0.33848i,0.21169-0.32627i,0.17752-0.25805i,0.10524-0.15912i,0.050208-0.075799i,0.03201-0.03642i,0.017147-0.017975i,0.0055411-0.0052372i,0.001436-0.0049295i,-0.0013294-0.0087416i,-0.00093719-0.010229i,-0.00021258-0.0088003i,0.0014992-0.0048884i,0.003172-0.003781i,0.0010073-0.0054725i,-0.00064916-0.0050393i,0.00021373-0.0032122i,0.001179-0.00015977i,0.0015899+0.0035927i,0.0030929+0.0053201i,0.0039612+0.0054636i
-0.01338+0.16332i,-0.034347+0.29454i,-0.072861+0.36405i,-0.1147+0.34498i,-0.11793+0.2698i,-0.074428+0.16419i,-0.040335+0.079453i,-0.030587+0.042896i,-0.018406+0.023328i,-0.0076472+0.0088584i,-0.00099209+0.0068087i,0.0031133+0.0080455i,0.0030169+0.0081577i,0.0016777+0.0064411i,-0.00027344+0.0037009i,-0.0013521+0.0024993i,-0.00045758+0.003344i,-0.00071719+0.0055176i,-0.0023459+0.005026i,-0.0034849+0.00059112i,-0.0042974-0.003602i,-0.0047155-0.0045799i,-0.0043264-0.0049846i
-0.048388-0.14925i,-0.072451-0.27133i,-0.042281-0.34534i,0.02428-0.34293i,0.053097-0.2771i,0.033711-0.1667i,0.02167-0.078316i,0.022292-0.043837i,0.013294-0.024368i,0.0040762-0.0088707i,-0.0029011-0.0059811i,-0.0083029-0.0074458i,-0.0092187-0.0085965i,-0.0076598-0.0071231i,-0.0055418-0.0042699i,-0.0050157-0.0033647i,-0.0057521-0.0030223i,-0.0048517-0.0034568i,-0.0028403-0.0039408i,3.472e-05-0.0014665i,0.0037573+0.0018927i,0.0060991+0.0026927i,0.0064425+0.0027571i
