-0.0019703+0.0021082i,-0.00097996+0.0017659i,-0.0013544+0.00051801i,-0.00056778+0.00062988i,0.00017808+0.0017485i,0.00034042+0.0015343i,0.00041473+0.0010377i,0.00067149+0.00086876i,0.0009448+0.0010296i,0.00071217+0.00060708i,-0.00011968+0.00032657i,-0.0007189+0.00024978i,-0.00058789-0.0002481i,8.5543e-05-0.0010619i,-0.00016586-0.0013409i,-0.0002954-0.00012174i,-0.0004351+0.0010538i,-0.00020849+0.0014468i,0.00068581+0.0013639i,0.00070277+0.0010425i,4.4892e-05+0.00084121i,-0.0003739-0.00016111i,0.00012976-0.0012162i
0.001892-0.00042133i,0.0018691-0.0018156i,0.00015905-0.00072987i,-0.0026344+0.0015574i,-0.00392+0.0032504i,-0.004802+0.0023478i,-0.0039817+0.0007278i,-0.00167+5.0273e-05i,0.00032758-0.00013203i,0.00090149-0.00050631i,0.00069359-2.819e-05i,0.00032891+0.0011847i,0.0011091+0.0023596i,0.001643+0.0029687i,0.0010091+0.0021669i,3.3658e-05+0.0017942i,0.00010496+0.001106i,0.0010799-0.00044036i,0.00085557-0.00049816i,-0.00026638-0.00024443i,-0.00041405-0.0004628i,-0.00022139-0.00024224i,-0.00056858+0.00054546i
-0.0010867+0.00077182i,-0.0012117+0.00086518i,-0.00044427-0.00013665i,-0.00029895-0.0028932i,-0.00088439-0.0052612i,-0.00062008-0.0053966i,0.0012886-0.0041409i,0.0018-0.0023587i,0.00093296-0.00089295i,0.0007426+0.00019562i,0.00028795+0.00095409i,-0.0013304+0.00086589i,-0.0029936+0.00042384i,-0.0026682-0.00025154i,-0.001654-0.00090195i,-0.0020494-0.00079852i,-0.0015598-0.00021606i,-9.5542e-05+0.00024358i,0.00024781-5.4141e-05i,8.2752e-05+0.00015294i,9.8666e-05+0.00067525i,-0.00012271+0.00061582i,-0.00032652-0.00015007i
0.0038442-0.0017563i,0.0025362-0.0038294i,0.0027286-0.0045753i,0.0028463-0.0025565i,0.0027669+0.00016505i,0.0031822+0.0021915i,0.002711+0.0031139i,0.002353+0.0024294i,0.0016747+0.00077059i,0.00039926+0.00013503i,-0.00062235+0.00025231i,-0.00096573-0.00032292i,-0.00013676-0.0019323i,0.0012178-0.0029519i,0.0015541-0.0019952i,0.00089829-0.00074226i,-0.00013228-0.00053885i,-0.00058981-0.00012475i,-0.0011821+0.00058169i,-0.0009569+0.00010088i,-1.4028e-05-0.00038624i,0.00025-0.00036635i,-0.00011883-0.00078639i
-0.0012055+0.00047007i,-0.0028073+0.00049811i,-0.0042039-0.00024411i,-0.0055681+0.00092351i,-0.006222+0.0020446i,-0.0059822+0.0017944i,-0.0040928+0.0010006i,-0.0016784+0.00076805i,-4.7046e-05+0.00015323i,0.00049811-0.00086354i,-0.00013356-0.00075769i,-0.00059043+0.00095096i,0.0010733+0.0032925i,0.0028229+0.0039614i,0.001422+0.0020846i,0.00052253+0.00018358i,0.00057578-0.00027277i,0.00029861-0.00067816i,0.00075512-0.001407i,0.001094-0.001412i,0.00063025-0.0010268i,0.000306-0.00018653i,0.00054655+0.00012827i
0.0026814-0.0016209i,0.0018186-0.0036206i,0.002369-0.0050983i,0.0012964-0.0061978i,-0.00031546-0.0082497i,-0.00068724-0.0083014i,0.00017135-0.0063272i,0.00092725-0.0040928i,0.0010242-0.0011926i,0.00042724+0.0011485i,-0.00022111+0.0020042i,-0.001549+0.0018105i,-0.0031145+0.001032i,-0.0032923+0.00066047i,-0.0025897-0.00054441i,-0.0019073-0.001265i,-0.00090192-0.00083489i,0.00056493+7.5487e-05i,0.00097844+0.00088426i,9.419e-05+0.00086829i,-0.00086955+0.00055653i,-0.00064173+0.00052311i,-0.00031882+0.00050878i
0.0021629+0.0039726i,0.0039972+0.0043689i,0.0056211+0.0034588i,0.0067022+0.0023116i,0.007131+0.0020787i,0.0056476+0.0024796i,0.0026764+0.0031983i,0.0013352+0.0024493i,0.0011181+0.00068705i,0.00012535-2.5511e-05i,-0.00079606-0.00047738i,-0.00056968-0.00098197i,0.00041754-0.0015279i,0.00086425-0.0024132i,0.00075079-0.0030702i,0.00018517-0.002164i,0.00022845-0.00067975i,0.00016559+0.00033993i,-0.00087464+0.0010702i,-0.0010937+0.0010266i,-0.0010098+0.00018313i,-0.00084192+0.00013808i,-0.00036384+7.6073e-05i
-0.0013628-0.0021294i,-0.0019466-0.0028175i,-0.0020751-0.004313i,-0.0043045-0.003539i,-0.0069194+0.00048462i,-0.0079262+0.0017264i,-0.0063736-4.0296e-05i,-0.0032307-0.0016826i,-0.00026652-0.0014903i,0.00044407-0.0002108i,-0.00048976-0.00024663i,-0.00062417-6.0228e-05i,0.0010621+0.00081919i,0.0027319+0.0015901i,0.0021703+0.0018212i,-3.2379e-06+0.0012879i,-0.00081595+0.00067073i,-0.00029778-0.0011302i,-0.00020876-0.0024665i,-0.00062851-0.001783i,-0.0010199-0.00093873i,-0.00015067-0.00063305i,0.00046745-0.000584i
0.0017395-0.0021327i,0.0016556-0.0024337i,3.6375e-06-0.0036291i,-8.0816e-05-0.0047318i,0.0016253-0.0061392i,0.0036532-0.0066756i,0.0038449-0.0059119i,0.0030077-0.0034803i,0.0022178-0.00055305i,0.0011765+0.0013504i,0.00012788+0.0017545i,-3.1317e-05+0.0013566i,-0.00066564+0.0014573i,-0.0018937+0.00081781i,-0.0023869-0.0005426i,-0.0018606-0.0010378i,-0.0013669-0.00016539i,0.00018377+0.00056429i,0.0015729+0.00098388i,0.0018033+0.001177i,0.0015477+0.0012736i,0.00076439+0.0012827i,0.00026754+0.0005698i
-0.0019712+0.00012642i,-0.0044977+0.0013194i,-0.0038296+0.0030271i,-0.00092306+0.0044158i,0.0023714+0.0066327i,0.0041112+0.008184i,0.003058+0.0061552i,0.0007343+0.0029062i,-0.0011832+0.0007982i,-0.0020508-9.814e-05i,-0.0017289+2.5171e-05i,-0.0012537-1.315e-05i,-0.0012517-0.0014494i,-0.00063004-0.0025588i,0.00095087-0.0024139i,0.0019647-0.001491i,0.0021214-0.00012575i,0.00098663+0.001427i,-0.00014456+0.0018595i,0.00020833+0.0012855i,0.001+0.0013637i,0.00038081+0.0017676i,-0.0010264+0.0012663i
0.00060996-0.0010186i,0.00034312-0.00096408i,-0.00051295+4.6308e-05i,-0.0027158-0.00030042i,-0.0069483-0.00098027i,-0.009066-0.0010734i,-0.0063411-0.0019101i,-0.0025678-0.0021459i,-0.00072729-0.0015178i,0.00012743-0.00059187i,0.00016066-0.00031786i,0.00010006-0.00066739i,0.0015586-0.00012396i,0.0027902-0.00016733i,0.0018534-0.00050348i,0.00065403+0.00046614i,0.00037467+0.00042988i,0.00021901-0.00085999i,6.4289e-05-0.0015317i,-0.0002217-0.0013051i,-0.00066889-0.00069432i,-0.00032247-0.00042131i,0.00051459-0.00095597i
-2.605e-05+0.0023317i,0.001436+0.0017111i,0.0028992-0.0008932i,0.0028133-0.003784i,0.0036817-0.0072704i,0.0050143-0.0084674i,0.0051162-0.0062146i,0.004162-0.0020976i,0.0029818+0.0014713i,0.0013299+0.002267i,-6.3272e-05+0.0025052i,-0.00020622+0.0033917i,-0.00093692+0.0035571i,-0.0025156+0.0025099i,-0.0029292+0.0011134i,-0.0018257+4.2204e-05i,-0.00012403-0.00031892i,0.0014913-0.00050704i,0.0021956-0.00059125i,0.0018665-3.8522e-05i,0.00071514+0.00036485i,0.00044826+0.00041303i,0.00056872+0.00038811i
0.0004226-0.0003584i,-0.0010366+0.00034987i,-0.0018319+0.0023116i,-0.00087647+0.004277i,0.0022936+0.0062325i,0.0044+0.0089774i,0.0030238+0.0082975i,0.00070802+0.0052083i,-0.00037596+0.0028569i,-0.0012955+0.0015343i,-0.0025648+0.00026511i,-0.0028558+1.0895e-05i,-0.0026658-0.0001053i,-0.0014215-0.0016731i,-0.00034725-0.0019942i,-5.3222e-05-0.00053775i,0.00078856+0.00043699i,0.00069006+0.00074917i,-8.7825e-05+0.0013218i,-0.00090382+0.001521i,-0.00097544+0.0010002i,6.8087e-05+0.00059591i,-0.0001379+0.00057922i
0.0023285+0.0024639i,0.0026122+0.00042902i,0.0025726-0.0023573i,4.7307e-05-0.0031671i,-0.0059558-0.0024718i,-0.010004-0.002873i,-0.0085185-0.0036347i,-0.0040219-0.0033124i,-0.00015963-0.0024825i,0.001533-0.0020405i,0.0015183-0.0021398i,0.0016513-0.0017073i,0.0028604-0.00088654i,0.0034766-0.00021435i,0.0022792+0.00062809i,0.00049348+0.0014602i,-0.00060784+0.0014842i,-0.0011873-0.00035521i,-0.0012032-0.0023395i,-0.00072133-0.0019903i,-0.00047913-0.00078808i,-0.00054604-0.00070093i,-0.00064163-0.0012505i
-0.0016189-7.5864e-05i,-0.00010611-0.0011129i,0.0019471-0.0010839i,0.0042506-0.0032956i,0.0076737-0.0064334i,0.010102-0.0080649i,0.0093092-0.0067771i,0.0063315-0.0030435i,0.0029301-0.0005767i,0.00126+0.00052176i,0.0012398+0.0019156i,0.00071205+0.0021772i,0.0011632+0.0018297i,0.001622+0.0015393i,0.00021318+0.00087444i,-0.00047014-0.00017913i,-0.00016256-0.00058663i,0.0004333+0.00027925i,0.0015774+0.00065069i,0.001284+0.00051701i,0.0011174-4.2916e-05i,0.0015085-0.00058776i,0.0014877-0.00040206i
0.001202+0.001241i,-0.00062132+0.0030074i,-0.003392+0.0038603i,-0.0023404+0.0045067i,0.0012803+0.0081629i,0.0020771+0.010739i,0.00040226+0.0091276i,-0.00087745+0.0055005i,-0.00048863+0.0027301i,2.3752e-05+0.0016909i,-0.0010228+0.0016694i,-0.0029235+0.0010615i,-0.0039745-0.00035819i,-0.003398-0.00016263i,-0.0013582+0.00019902i,0.00043945+0.00038559i,0.0013846+0.00047078i,0.0010377+0.00067242i,-0.00054069+0.0010075i,-0.00053995+0.00066212i,0.00057744+0.0005465i,0.00032612+0.00058984i,-0.00064521+0.00051418i
0.0004661-0.0011075i,-0.00022173-0.0017577i,-0.001379-0.0028225i,-0.0044549-0.0037131i,-0.009342-0.0040227i,-0.012361-0.0048356i,-0.010401-0.0056976i,-0.0056005-0.0053592i,-0.0011944-0.0040673i,0.00095072-0.0024102i,0.00053549-0.0017988i,0.00021938-0.0016048i,0.0015285-0.001602i,0.0016025-0.0029633i,0.00010169-0.0032381i,-0.00081904-0.0015167i,-0.00090603-0.00072917i,-0.00089951-0.0015835i,-5.8334e-05-0.0022772i,0.0003075-0.0018954i,-5.9378e-05-0.001162i,-0.00034444-0.00093652i,-0.00060633-0.0004687i
0.00043845-0.0017035i,0.0026442-0.00077422i,0.0033263+0.00043548i,0.0047864-0.0017079i,0.0086172-0.0047372i,0.012104-0.0067182i,0.011708-0.0060796i,0.0078381-0.003155i,0.0042586-0.0012418i,0.0021028+0.00015383i,0.00017313+0.002192i,-0.00034543+0.0038668i,0.0008928+0.0043161i,0.0018691+0.0031367i,0.001596+0.001478i,0.00040745+0.00070133i,0.00010602-0.00013701i,0.0017114-0.00042591i,0.0025784+0.00077491i,0.0014418+0.0013875i,0.0006739+2.1051e-05i,0.0010558-0.00080129i,9.7184e-05-0.00083066i
0.0013434-0.0012066i,-0.001591-0.00022416i,-0.004409+0.00069745i,-0.0044004+0.0032016i,-0.002494+0.0084124i,-0.00084807+0.012222i,-0.0011273+0.011422i,-0.0024397+0.0067629i,-0.0019052+0.0027057i,-0.0011179+0.0010946i,-0.0014434+0.00080345i,-0.0026978+0.001056i,-0.0031748+0.0015263i,-0.0025851+0.0018035i,-0.00153+0.0025581i,5.9648e-05+0.0028849i,-0.0002552+0.0018083i,-0.0016184+0.00080246i,-0.0022817+0.00041125i,-0.0018858+0.00086253i,-0.00090555+0.00057735i,-6.8014e-05-0.00037241i,-0.00011564-0.00026364i
-0.001361-0.0011086i,-0.0017286-0.0038034i,-0.0003949-0.0061878i,-0.002704-0.0059412i,-0.009173-0.0064543i,-0.012678-0.0073938i,-0.010928-0.0071129i,-0.0055581-0.0065987i,-0.0012826-0.0051118i,0.00030705-0.0020649i,0.00036837+7.2203e-05i,0.00040468-0.00022665i,0.0012157-0.0019639i,0.0012047-0.0035375i,-6.0781e-05-0.0030717i,-0.00052073-0.0018622i,-0.00015368-0.0013074i,-8.3272e-05-0.0013935i,0.0001607-0.0013079i,0.00077802-0.00096688i,0.00017458-0.00074019i,-0.0015814-0.00070685i,-0.0017952+0.00042315i
0.0031712+0.00090949i,0.0058669+0.00078261i,0.0080033+0.0025978i,0.0095913+0.0015417i,0.013488-0.0039528i,0.016577-0.0071841i,0.014445-0.0049337i,0.0091016-0.0010732i,0.0052782+0.0010216i,0.002464+0.00094647i,0.00086295+0.00059372i,0.00013256+0.0011229i,0.000918+0.00076991i,0.0033766+0.0003789i,0.0037946+0.00067827i,0.0028656+0.00092059i,0.002065+0.0020099i,0.0017098+0.0032047i,0.0011405+0.0027549i,0.00052313+0.001922i,0.00020571+0.0016353i,-2.172e-05+0.00028542i,0.00026051-0.0011313i
-0.0010866+0.005358i,-0.0027679+0.00779i,-0.0060603+0.0073397i,-0.0057059+0.0073716i,-0.0026855+0.010799i,-0.0018755+0.013095i,-0.0023958+0.011989i,-0.0034459+0.0087044i,-0.0025649+0.0050882i,-7.2947e-05+0.0023175i,0.00030025+0.0005034i,-0.00076501+0.00079517i,-0.0015366+0.0020402i,-0.0016456+0.0028279i,-0.0017748+0.0030745i,-0.0022664+0.0026503i,-0.0015885+0.001936i,-0.0018892+0.00092093i,-0.0027107-0.00036369i,-0.0018345-8.4172e-05i,-0.00068974+7.7134e-05i,0.00084172-8.6402e-05i,0.0018344+5.2529e-05i
-0.0021599-0.0032311i,-0.0020952-0.0073769i,-0.0011245-0.011388i,-0.0034273-0.012119i,-0.0092409-0.010564i,-0.013354-0.0091164i,-0.010661-0.0083241i,-0.0046055-0.0074415i,-0.0021338-0.0058558i,-0.0015217-0.0037282i,-0.00037737-0.0011564i,-5.1513e-06+0.00031628i,-0.00090698-9.0691e-05i,-0.0023904-0.0015008i,-0.0036896-0.0025546i,-0.0036505-0.002529i,-0.0020063-0.0027653i,0.00078988-0.0032168i,0.0021968-0.0029786i,0.0014265-0.0024574i,0.00045562-0.0017681i,-0.00085606-0.00073641i,-0.0015641+0.00047625i
0.0050705-0.00013131i,0.0081862+0.0015991i,0.010264+0.0041105i,0.010501+0.0035091i,0.013248-0.001332i,0.015927-0.0052568i,0.013968-0.0056585i,0.0099945-0.0030294i,0.0065669-0.00095936i,0.0027485-0.00091958i,0.00019181-4.9386e-05i,0.00018631+0.0010743i,0.0019356+0.00068895i,0.0039602-0.00096784i,0.0045595-0.0020518i,0.0032595-0.0014092i,0.0024121-0.00046843i,0.0022452+0.0010397i,0.00080939+0.0021222i,-0.00051574+0.0013367i,-0.00051184+0.00032199i,-9.1823e-05-0.00089698i,0.00025341-0.0015859i
-0.0026649+0.0053628i,-0.0052485+0.0066947i,-0.0085506+0.0055428i,-0.0091355+0.0057649i,-0.0066434+0.0098842i,-0.0046295+0.013848i,-0.0041077+0.012496i,-0.0044727+0.0077129i,-0.0034172+0.0043949i,-0.00082171+0.0030369i,0.00071508+0.0018727i,0.00010664+0.0010012i,0.0003689+0.0021645i,0.0020729+0.0047664i,0.0018839+0.0060723i,0.00014303+0.0052571i,-0.0014815+0.003567i,-0.0027891+0.00048421i,-0.0034767-0.0015069i,-0.0025702-0.0005428i,-0.00039446+0.00067344i,0.00086071+0.00033883i,0.001712-9.9043e-05i
-0.0090449-0.019403i,-0.013131-0.021716i,-0.01777-0.020787i,-0.017221-0.01259i,-0.01927-0.0049475i,-0.01668-0.0016463i,-0.0093779-0.0058345i,-0.0054275-0.0097018i,-0.0049256-0.0084584i,-0.005052-0.0029476i,-0.0021904+0.0019901i,0.00118+0.002524i,0.0015035+0.00087015i,0.00035902-0.0028221i,-0.0017504-0.0060078i,-0.0032255-0.0060783i,-0.0023416-0.0051424i,-1.391e-05-0.0033887i,0.0021551-0.0010682i,0.0027812+0.00015632i,0.0017167+0.0005424i,0.00083393+0.00028803i,-0.00043628+5.9983e-05i
0.0065407+0.0014919i,0.008798+0.0052281i,0.0086424+0.0097642i,0.008282+0.0093955i,0.011867+0.0035404i,0.015089-0.00082141i,0.014134-0.0012842i,0.010713+0.001277i,0.0064807+0.003686i,0.0031883+0.0030175i,0.00077706+0.0014021i,-0.00096369+0.00018018i,-0.00040206-0.0012913i,0.0021232-0.003162i,0.0037549-0.0041853i,0.002793-0.0027268i,0.0010533-0.00025226i,0.0001059+0.0023172i,-0.00030521+0.0037804i,-0.00038603+0.0026441i,-0.00023422+0.00026752i,-1.3033e-05-0.0011741i,-0.00038114-0.0012036i
-0.0018205+0.0017273i,-0.008665+0.00045154i,-0.013984-0.0036356i,-0.014293-0.0031428i,-0.012531+0.0040169i,-0.010402+0.011173i,-0.0080893+0.01167i,-0.0058084+0.0073715i,-0.0034193+0.0035458i,-0.00094816+0.0022344i,0.00071831+0.0015435i,0.00096169+0.00062557i,0.00074438+0.001701i,0.00162+0.0043666i,0.0022255+0.0051272i,0.0022389+0.004192i,0.00068519+0.0024193i,-0.0014266-0.0012672i,-0.0022463-0.0034671i,-0.0019293-0.0024824i,-0.00051516-0.001135i,0.0013583-0.00040764i,0.0024849+6.3064e-05i
0.001828-0.0063082i,0.0061364-0.012783i,0.012007-0.01581i,0.0097644-0.014306i,0.0010483-0.013524i,-0.0062542-0.013768i,-0.007862-0.012604i,-0.0039944-0.010522i,-0.00088618-0.0076748i,-0.0005752-0.0042049i,-0.0017781-0.00089874i,-0.002156+0.0012493i,-0.0019339+0.0017048i,-0.0032054+0.0017929i,-0.004883+0.0017058i,-0.0043495+0.00052854i,-0.001523-0.00063714i,0.0023838-0.00039401i,0.004262-0.00012638i,0.0029262-8.9172e-05i,0.0013674+0.00053211i,0.0007033+0.00050891i,0.00019243+0.0010562i
0.0049384+0.00084277i,0.0056803+0.0091151i,0.0035794+0.015321i,0.0024355+0.014595i,0.0076103+0.0084114i,0.013526+0.0028293i,0.014122+0.00070812i,0.01077+0.0015112i,0.00668+0.0023843i,0.0035866+0.0018828i,0.0016418+0.0010067i,4.3296e-05+0.00010599i,0.00015996-0.001415i,0.0017318-0.0030294i,0.0022492-0.0034437i,0.0013572-0.0028263i,-1.9422e-05-0.00092697i,-0.0022539+0.0018857i,-0.0030225+0.0033587i,-0.0022744+0.0024121i,-0.0017524+0.00095087i,-0.0015686+0.00040877i,-0.0013369-0.00039145i
-0.0093703+0.0010402i,-0.01659-0.001216i,-0.021883-0.0068213i,-0.019195-0.0060924i,-0.012341+0.0032558i,-0.0064738+0.010839i,-0.0038143+0.011362i,-0.0042952+0.0064274i,-0.0050163+0.0032935i,-0.0038543+0.0026263i,-0.0014287+0.0013538i,0.0012293+0.0013608i,0.0033484+0.0016925i,0.0049774+0.0013637i,0.0051369+0.0013353i,0.0034321+0.0011797i,0.0010304-0.0003675i,-0.00025286-0.0035385i,-0.00016652-0.0049904i,1.0002e-05-0.0037627i,0.00026836-0.0022739i,-0.0001579-0.0012218i,-0.0004054-0.00026557i
0.0019033-0.0076266i,0.0092216-0.010938i,0.016086-0.010929i,0.014137-0.0090573i,0.0050728-0.01024i,-0.0033587-0.012152i,-0.0053264-0.011824i,-0.0019549-0.0097918i,0.00027119-0.0069308i,-9.2623e-05-0.0033635i,-0.00074227-0.00086781i,-0.0016157+0.00068396i,-0.0013176+0.002054i,-0.00089805+0.0028181i,-0.0010194+0.0022932i,-0.00070504+0.001609i,0.0011127+0.0012825i,0.0046331+0.0016017i,0.0060692+0.0014325i,0.0045403+0.00099934i,0.0026319+0.00087483i,0.001465+0.00093465i,0.00028275+0.00089947i
0.0023149+0.0074809i,0.0026257+0.017184i,-0.0029266+0.025723i,-0.0041565+0.021653i,0.0037706+0.012026i,0.011247+0.0044712i,0.011462+0.000491i,0.0072744+0.0011097i,0.0039139+0.0025436i,0.0018533+0.00244i,-0.00013398+0.0016274i,-0.000889+0.00029932i,-0.00065448-0.0016168i,-0.001349-0.0031218i,-0.0023114-0.0030871i,-0.0025855-0.0014143i,-0.0036458+0.00079291i,-0.0058317+0.0030325i,-0.0061618+0.0039075i,-0.0037394+0.0022533i,-0.0017035+0.0005201i,-0.00044067+0.00037588i,0.0001658+0.0004778i
-0.009466+0.00084468i,-0.019156-0.0056752i,-0.023225-0.014753i,-0.016989-0.014299i,-0.010844-0.0035618i,-0.0086651+0.0068309i,-0.0061156+0.0097586i,-0.0039099+0.0059383i,-0.0029972+0.0031064i,-0.0016196+0.0023609i,-0.00034699+0.0013138i,0.00013762+0.0013468i,0.0010299+0.0018087i,0.0020673+0.00070171i,0.0025645-0.0014372i,0.0013388-0.0025716i,-0.00084341-0.0049551i,-0.00092834-0.0081805i,-0.00025834-0.0079774i,-0.00069195-0.0052063i,-0.001192-0.0025084i,-0.0017397-0.00059148i,-0.0016148+0.00050555i
0.0062449-0.006922i,0.018399-0.0099933i,0.028943-0.0068788i,0.024392-0.0026216i,0.0099344-0.0046201i,-0.00099386-0.0081552i,-0.0037769-0.0077524i,-0.0011381-0.0060826i,0.002183-0.0046618i,0.0030546-0.0027207i,0.0024277+9.3311e-05i,0.00091432+0.0023216i,5.7988e-05+0.0029727i,0.0012473+0.0032924i,0.0022486+0.0030447i,0.0024051+0.0020617i,0.0038124+0.0027434i,0.0055309+0.0042552i,0.0065366+0.0037945i,0.0054492+0.0022141i,0.0020235+0.00066028i,0.00013346-0.00077296i,0.00035361-0.0006203i
0.0010602+0.0096727i,-0.004857+0.021682i,-0.014757+0.027119i,-0.015818+0.020824i,-0.0035493+0.0103i,0.0078812+0.003119i,0.01007-0.0008892i,0.0074684-0.0012875i,0.0038636+0.00045298i,0.0011372+0.00025129i,-0.0013147+0.00013693i,-0.001421+0.00074778i,-0.00055505+0.00059061i,-0.0011961+0.00014973i,-0.0022061+0.0010591i,-0.0029762+0.0025108i,-0.0042651+0.0039091i,-0.0053009+0.0050763i,-0.0056599+0.004598i,-0.0041663+0.0028257i,-0.0019617+0.0020043i,3.1907e-06+0.0020619i,0.00052692+0.00174i
-0.0083657-0.0051058i,-0.015776-0.01704i,-0.01621-0.028705i,-0.010574-0.026159i,-0.008438-0.0099585i,-0.0093169+0.0038074i,-0.005848+0.0068836i,-0.0021197+0.0033755i,-0.0016872+0.001185i,-0.00096233+0.00050647i,-0.0010576-0.00011627i,-0.0012725+0.00040108i,-2.9354e-05+0.00020424i,0.00063923-0.0017839i,0.00027434-0.0034999i,-0.00055182-0.0034467i,-0.00073265-0.004201i,-0.0001695-0.0067752i,3.4227e-05-0.0078922i,-0.00012205-0.0057485i,-0.0011129-0.0029503i,-0.0014404-0.0011444i,-0.00049915-0.00040571i
0.0099972-0.0020616i,0.024749-0.0028227i,0.035278+0.0034656i,0.028902+0.0064764i,0.012298-0.00040763i,0.0003206-0.0081777i,-0.004044-0.0079634i,-0.0025117-0.0042148i,-0.00023173-0.0018793i,-0.00034283-0.0004754i,-0.00023426+0.0013305i,8.4958e-05+0.0020059i,0.00011976+0.0014544i,0.0013593+0.0014164i,0.002607+0.0013015i,0.0025732+0.0012933i,0.0040588+0.0016679i,0.0064317+0.0024941i,0.0062852+0.0024903i,0.0041909+0.0014358i,0.0016199+0.00051518i,-9.1708e-05+0.00016399i,-0.0012682+2.3937e-05i
-0.0029453+0.014501i,-0.011742+0.026897i,-0.022102+0.03201i,-0.020244+0.022854i,-0.0052751+0.010309i,0.0055181+0.0028323i,0.0060665-0.0018611i,0.00322-0.0032578i,0.0022968-0.0021547i,0.0024094-0.0014712i,0.00068642-0.00081065i,-0.0011638+0.000535i,-0.0023707+0.0015595i,-0.0031499+0.0018263i,-0.0020018+0.00198i,-0.00031811+0.0023307i,-0.0018687+0.002269i,-0.0049608+0.0028081i,-0.005888+0.0031964i,-0.0039371+0.0029551i,-0.0014488+0.0019943i,-0.00052967+0.00060889i,2.3432e-05-3.699e-05i
-0.0081148-0.0077791i,-0.012887-0.024731i,-0.0088258-0.039203i,-0.0016974-0.034285i,-0.0019716-0.014769i,-0.0042097+0.00095667i,-0.0018233+0.005409i,0.0010686+0.0035323i,0.0010723+0.0022439i,0.001423+0.0024032i,0.0017866+0.00071144i,0.00050057-0.0013412i,-0.00035213-0.0017796i,0.00013641-0.0022358i,-0.0010685-0.0018894i,-0.0020018-0.0010636i,-0.00016564-0.0023918i,0.0014821-0.0043918i,0.0012875-0.00495i,0.00038941-0.0037455i,-0.00052773-0.0023803i,-0.00043978-0.0012811i,0.00013854-0.00010528i
0.015916-0.005627i,0.030896-0.00016034i,0.037945+0.011771i,0.026422+0.015845i,0.0082064+0.0060744i,-0.0031482-0.0033097i,-0.0063711-0.0031861i,-0.0049283-0.00040544i,-0.0025143-0.0012042i,-0.0021998-0.0012104i,-0.0019154+0.00040835i,-0.00024102+0.0010486i,0.0013487+0.0007578i,0.0028134+9.4292e-05i,0.0039302-0.0018299i,0.0022497-0.0022421i,0.0015695+0.00072376i,0.002831+0.0035999i,0.0031837+0.0035697i,0.0025598+0.0022718i,0.0014754+0.0013601i,0.00091524+0.00047335i,0.0007727-0.00045037i
-0.0078097+0.015066i,-0.022085+0.026031i,-0.036224+0.025933i,-0.031589+0.013591i,-0.011638+0.0036067i,0.0034539+7.1611e-05i,0.0057121-0.0020742i,0.0029857-0.0021866i,0.0023656-0.00045779i,0.0015091-0.00096685i,-0.0017141-0.00092626i,-0.0041323+0.0014362i,-0.003322+0.0030854i,-0.0013785+0.0036012i,8.7062e-05+0.0034926i,0.0014952+0.0017896i,-0.00026442-0.00027794i,-0.0038561-0.001197i,-0.0045778-0.00023493i,-0.0033478+0.0011671i,-0.001637+0.0011211i,-0.00070611-0.00010862i,-0.00018726-0.00063253i
-0.0092903-0.01485i,-0.007978-0.033261i,0.00089581-0.044088i,0.0073856-0.032327i,0.0033807-0.0095869i,-0.0012704+0.0033779i,0.0011268+0.0046003i,0.0032038+0.0015562i,0.0015753+0.00080416i,0.0011898+0.0026337i,0.001125+0.0012272i,8.2019e-05-0.0014792i,-0.00039032-0.00201i,-0.00078417-0.0018354i,-0.0011931+8.0242e-05i,-6.6989e-05+0.0013465i,0.0020564-0.00053743i,0.0032174-0.0032241i,0.0026039-0.0042492i,0.0013904-0.0034881i,0.00073705-0.002348i,-0.00032999-0.00040694i,-0.00072835+0.00010331i
0.017554+0.0031198i,0.032991+0.017134i,0.036758+0.031201i,0.023408+0.028523i,0.0061898+0.010625i,-0.001895-0.0020247i,-0.0028422-0.0027735i,-0.0015651-0.001336i,-0.00078409-0.0021772i,-0.0019265-0.0012743i,-0.0011794+0.0018115i,0.0015913+0.002574i,0.0032653+0.00078086i,0.003407-0.0017092i,0.0011672-0.0034859i,-0.0019309-0.0018186i,-0.0024156+0.0025421i,-0.00014611+0.0047992i,0.0018303+0.0043962i,0.001684+0.0032022i,0.00081969+0.0024609i,0.00014918+0.0010691i,-0.00060574-5.4959e-05i
-0.014749+0.0082173i,-0.036678+0.013383i,-0.052645+0.0088032i,-0.042452+0.0018993i,-0.015334+0.00064181i,0.0020257+0.0013594i,0.0036328-0.0010219i,0.0010391-0.0034386i,0.00047221-0.0026123i,0.00014343-0.0019003i,-0.002143-0.00087001i,-0.0033083+0.0020383i,-0.0013837+0.0036886i,0.0013254+0.0026367i,0.0035775+0.00041031i,0.0036389-0.0020475i,0.00024232-0.0036122i,-0.0034089-0.0033643i,-0.0043047-0.0022117i,-0.0028987-0.00047845i,-0.0018297+0.00075062i,-0.0015592+0.00069303i,-0.0012204-0.00010663i
