-0.0014813-0.00062558i,-0.00059578-0.00067284i,-0.00037504-0.00032552i,-0.0015089+0.0011487i,-0.0019874+0.0019465i,-0.0014372+0.0011723i,-0.00068116+0.00046855i,0.00094747+0.00088064i,0.0020655+0.0014607i,0.001985+0.00088582i,0.0015059+0.00024117i,0.0014155+0.00045252i,0.001305+0.00054583i,0.00095327+3.0717e-05i,0.00053166-0.00031379i,-0.0004194+0.00019825i,-0.00070459-0.00010795i,-0.00047363-0.00036598i,-0.00044163-0.00058857i,1.3125e-05-0.0011762i,0.0003348-0.00098942i,0.00072229-0.00015266i,0.00048853+0.00019752i
-0.00023139+0.00203i,0.0009141+0.00096828i,0.002598+0.0017513i,0.0025323+0.0015152i,0.0021601+0.00093107i,0.0019561+5.9848e-05i,0.0003138-1.1053e-05i,-0.0008218+0.00052561i,-0.00010641+0.00073744i,0.0013912+0.00074173i,0.0017555+0.00044928i,0.00074516+8.3416e-06i,-8.6807e-06-0.00038001i,-0.00026246-0.00025102i,-0.00035893+0.00013063i,-0.0004654+0.00030729i,-0.0004663+0.00079709i,-3.8087e-05+0.00015013i,2.1262e-05-0.00046933i,-0.00010579-0.00039681i,0.00023961-0.00032913i,0.00010209-0.00012189i,-0.00054013-0.00043632i
-0.00027844+0.0014013i,-0.00095832+0.0018689i,-0.0013052+0.0024277i,-0.0008071+0.003044i,0.00095341+0.0017579i,0.001127+0.00081009i,-1.4132e-05+0.00038329i,-0.00042483-2.7355e-06i,-0.00021986-0.00035471i,0.00025359-1.0457e-05i,-0.00028116-0.00022896i,-0.00055932-0.001053i,0.00011788-0.0006579i,0.00043128+0.0003001i,0.00068436+0.0012713i,6.2472e-05+0.0015515i,-2.9616e-05+0.0009125i,0.00021322+0.00048201i,6.8275e-05+3.7946e-05i,-5.772e-06-0.00016046i,-3.9315e-05-2.1759e-05i,-0.00042267+1.1924e-05i,-9.6065e-05-0.00021852i
-0.0018774-3.1997e-05i,-0.00049622+0.00073083i,0.00061202+0.0022332i,0.00052922+0.0022612i,0.00053696+0.00050536i,0.00038005-0.00058097i,-0.00029983-0.00015733i,-0.00056233-9.0209e-05i,-0.00022252-0.00026458i,0.00053881-0.00065704i,0.00033975-0.00051989i,-4.1715e-05+0.00058884i,0.00019649+0.00088805i,-5.7641e-05+0.00017718i,-0.00065706-0.00033845i,-0.0006001-7.1466e-05i,-2.1897e-05-0.00062296i,0.00034444-0.0012291i,0.00030443-0.00098194i,0.00049695-0.00049278i,0.00038769-0.00016538i,0.00024604-0.0002286i,0.00088986+0.00024883i
-7.3417e-05+0.00090503i,-0.00059822+0.0015193i,-0.0010111+0.0020915i,-7.0495e-05+0.0025041i,0.00011142+0.0026727i,-0.00039131+0.0019326i,-0.00011031-5.2606e-05i,-0.00018788-0.0013592i,-0.0005709-0.0010767i,-0.00076232-0.00020668i,-0.00072715-0.0002412i,-0.00079458-0.00045954i,-0.00078547-0.00010769i,-0.00031267+0.00031165i,0.00021495-3.1281e-05i,3.5476e-05-0.00041459i,0.00014119+0.00062193i,0.00048067+0.0011636i,0.00056884+0.00014823i,0.00056678+0.000282i,0.00087739+0.00043192i,0.00071033+9.394e-05i,0.00034102-0.00022882i
-0.00192-0.00034015i,-0.0021084+0.00019392i,-0.00076803-0.00025119i,0.00030876-0.00036467i,0.00012231-0.00039481i,-9.4526e-05-0.00024743i,-0.00068736-0.00036708i,-0.00022881-0.0007094i,0.00012036+0.00032624i,-0.00066981+0.0006512i,-0.0005266-0.00044439i,-0.00021673-0.00029406i,-0.00013+0.00044734i,0.00026989+0.00032643i,0.00051572+0.00045248i,0.00019838+0.00067357i,0.00045698+0.00011021i,0.00041367-0.00019686i,0.00019547+0.00013389i,0.00015927+1.6095e-05i,0.00036422+0.00035463i,0.00034552+0.00080088i,0.00041289+0.00063317i
-0.00044118-0.00025327i,-0.00040459+0.00037208i,-0.00022095+0.0016774i,0.00044496+0.002011i,0.00086733+0.0010626i,0.00079528-1.5303e-05i,0.00090678-0.00060989i,0.00068019-0.00020351i,0.00025072-0.00058361i,0.00029452-0.001461i,0.00095257-0.0011659i,0.0010657-0.00030534i,0.00035203-0.00040983i,0.00067262-0.00026955i,0.00081423+0.00025805i,-3.465e-05+0.00032372i,-0.00056169+0.00016614i,-4.1366e-05+0.00029734i,0.00065968+0.00013042i,0.00078451-0.00041342i,0.00038113-0.00035206i,0.00014877-0.00032641i,0.0010766-0.00077611i
-0.0012515+0.00073647i,-0.00015027+0.00079514i,-0.00023145+0.0014736i,-0.00088099+0.0013098i,-0.00034959+0.0014401i,-0.00019771+0.00098964i,-0.00095074+2.3896e-05i,-0.00066924-0.00063365i,-0.00030831-0.00095935i,-0.00042916-0.00044826i,-7.808e-05-0.00064693i,-6.375e-06-0.00086156i,-3.7549e-05-0.00027871i,-0.00042769-0.00029667i,-0.00057567-0.00078735i,0.00034136-0.0010622i,0.00066711-0.00052581i,0.0005222-9.487e-05i,0.00059743+0.00063353i,-4.4757e-05+0.0009937i,-0.00046831+0.00036777i,-2.7939e-05-0.00022953i,0.00035338-8.0101e-05i
-4.3515e-05+0.0020673i,-0.00054609+0.0027694i,-0.0016529+0.0029152i,-0.00064408+0.002674i,0.001223+0.002151i,0.0012729+0.00085029i,0.00047161+0.00029362i,0.00028531-0.00010865i,0.00059086+0.00012441i,0.0005439+0.0006248i,-9.7131e-05+1.4499e-05i,-0.00048456-0.00096631i,-0.00069521-0.0010601i,-0.00079473-0.0011348i,-0.00054424-0.0012124i,0.00027951-0.0010782i,0.0010079-0.00053759i,0.0011816+0.00025461i,0.0016303+0.0002842i,0.0015186-8.0006e-05i,0.00062302-0.00036036i,3.3427e-05-0.00046051i,2.0119e-05-0.00036102i
-0.00012452+0.00063424i,-0.00081114+0.0004741i,-0.00050707+0.0005219i,-0.00034893+0.0015666i,-0.00031413+0.00084019i,0.00051777-0.00041417i,0.00020186-0.00073426i,-0.00039639-0.0010959i,-0.00051208-0.00034264i,-0.00039655+0.00067952i,-0.00016689+0.0006887i,0.00045258+0.00027633i,0.00038875-0.00012125i,-1.5667e-05-8.1231e-05i,0.00030171+0.00014624i,0.00036632+0.0002403i,0.00023897+5.3086e-05i,0.00078749-0.00056139i,0.0015554-0.0010928i,0.001199-0.00042043i,0.00049517+0.00073525i,0.0001488+0.00098202i,-4.3253e-05+0.00029933i
-0.0015115+0.0022671i,-0.00083169+0.003168i,-0.00098759+0.0051467i,-0.0003622+0.0049414i,0.0010659+0.0033784i,0.0017747+0.0017815i,0.00076442+0.0007963i,9.6731e-05+0.00062652i,3.3884e-05+0.00045235i,-0.00015079+0.00064731i,-0.00014158+0.00061457i,-7.3222e-05-0.000673i,-0.0005482-0.0014056i,-0.0011893-0.00067007i,-0.00054721-0.00025884i,0.00015751-0.00034635i,0.00018868+0.00068908i,0.00054404+0.0013474i,0.00031601+0.00027795i,-0.00047986-0.0005483i,-0.00043319-0.00032931i,-0.00050753+0.00022536i,-0.00089447+0.00036819i
-0.00067085-0.0012665i,-0.00044301+0.00010185i,0.00065415+0.0016907i,0.00075788+0.0018738i,0.00022272+0.00089075i,7.2723e-05+0.00010194i,-2.9634e-05-0.00052378i,0.00035508-0.00038018i,0.000208-4.9281e-05i,-0.00021042-0.00021595i,-0.00032885-0.0010052i,0.00017122-0.0010141i,0.0010822-0.00064044i,0.00084967-0.00095781i,0.00016605-0.00039489i,-7.8772e-05+0.00028241i,0.00011454-0.0003724i,0.0010042-0.00023401i,0.0010195+0.00058414i,0.00048411+0.00040557i,9.8201e-05+0.00020158i,-5.421e-05-0.00024399i,-6.1835e-05-0.00087093i
0.00077243+0.0014157i,0.001121+0.0015583i,0.002544+0.0017637i,0.0041057+0.0019135i,0.0028089+0.0014473i,-3.3764e-05+0.00013281i,-0.00090532+0.00014094i,-0.0011505-8.0734e-05i,-0.00082437-0.0014433i,-0.00017661-0.0020204i,4.4537e-05-0.0017346i,0.00057637-0.0011344i,0.0004375-0.00019222i,-9.6994e-05+0.00037453i,5.0728e-05-0.00011548i,-0.00028592-0.00049085i,-0.00046068-0.00025414i,-0.00046245-0.00044928i,-0.000326-7.01e-06i,-0.00016667+9.6597e-05i,-0.00029444+0.0001278i,0.00025706+0.00021363i,0.00079322+0.0003051i
-0.00042129+0.00020414i,-0.00065803+0.00022252i,-0.00039755+0.00044599i,-6.4169e-05+0.0010178i,-0.00027596+0.0011157i,-0.00027883+0.00033343i,-0.00013028-0.00046254i,-0.00023746-0.00072893i,-0.0006358-0.00095937i,-0.00047834-0.0010665i,-0.00011502-0.00093615i,0.00050056-0.00088923i,0.0012456-0.00081259i,0.00088412-0.00067485i,0.00021568-0.00014985i,0.00051354-0.00016448i,0.00092751-0.000236i,0.0012841-0.00032174i,0.0014412-0.00021355i,0.00069162-0.00013694i,4.1154e-05-0.00042559i,-8.4148e-05-0.00062682i,0.00021227-0.00058573i
0.00018929+0.00061721i,0.00062899+0.00091689i,0.0013175+0.0019953i,0.0023432+0.0024188i,0.0020949+0.0017845i,0.00029963+0.00061615i,-0.00080144-9.807e-05i,-0.00069037+0.00032166i,-0.00070759+0.00041797i,-0.0010233+6.0317e-05i,-0.0010182-0.00029798i,-0.00011023-0.00044472i,0.00063945-0.00063534i,0.00032548-0.00046825i,-3.7141e-05-7.7787e-05i,-0.00011343-0.00013336i,0.00028899-0.00015305i,0.0010505-0.00037993i,0.00097685-0.00010244i,0.00052493-0.00064659i,-2.0382e-05-0.0012987i,-0.0003818-0.00028495i,-0.00029983+0.00050645i
-0.00048631+0.00038281i,-0.0007041+0.00097945i,-0.001483+0.0023782i,-0.0013153+0.0036502i,-0.00036866+0.0023537i,0.00046423-0.00021494i,0.00014875-0.001477i,7.4255e-05-0.00136i,0.00027349-0.00095938i,-0.00084098-0.00069399i,-0.0015194-0.00065351i,-0.00073399-0.0010951i,0.00018569-0.0004083i,0.00053262-0.000158i,0.00086111-0.00043983i,0.0008649-0.00019262i,0.00040369-0.00011905i,0.00043952-0.00027092i,0.00067763+0.00024237i,0.00063937+5.4171e-05i,0.00040267-0.00073813i,-0.00020517-0.0007496i,-0.0003572+0.00014664i
-0.00060709+0.0014107i,-0.00031045+0.0031377i,0.0003388+0.0036027i,0.00043822+0.0026724i,-0.00012376+0.00099498i,-0.00043475-0.00011196i,-0.00079108-0.00017842i,-0.00062604+0.00017217i,-0.00068348+0.00053215i,-0.00059808-0.00012152i,0.00039341-0.000701i,0.00087833-0.00055131i,0.00097064-0.00063481i,0.0010473-0.00027111i,0.0012886-0.00027355i,0.00069685-0.00045058i,-8.2298e-06-0.00067869i,0.00041182-0.00061558i,0.00036618+0.00027237i,0.00032558+0.00038103i,0.00099688+0.00010646i,0.0016183-0.00025712i,0.0017626-0.00068485i
0.00066014-0.00090179i,-1.6901e-05-0.0008787i,-0.00018748-0.0018792i,-0.00028684-0.0014734i,0.00010576-0.00048287i,3.294e-05-0.00017488i,-0.00051339-0.00075823i,-0.00078578-0.0009949i,-0.00028679-0.0010165i,-0.00029128-0.00033281i,-0.00054825-4.0797e-05i,-0.00015601-0.00049987i,-0.00020487-0.0003493i,-0.00066269-0.00026324i,-0.001147-0.00049476i,-0.0013268-0.00030082i,-0.00040342+5.4657e-05i,0.00069332+0.00011486i,0.00083668-0.00011338i,0.00045371-7.2445e-05i,-0.00010835+0.0001679i,-8.3159e-05+0.00015294i,0.00068895-0.00029306i
-0.00045393-0.00088889i,0.00046275+0.00058511i,0.0012584+0.0009758i,0.001104+0.0012119i,0.0014787+0.00074482i,0.00093937-0.00020979i,-0.0002924-0.00038693i,-1.1747e-05-0.00013405i,0.00092967-0.00028916i,0.00095296-0.00016255i,0.00019779-0.00020973i,3.2302e-05+0.00017014i,0.0005773+0.0009088i,0.00057235+4.1831e-05i,0.00038707-0.00074248i,0.00023243-3.3758e-05i,0.00025428-1.764e-05i,7.6929e-05-0.00040318i,0.00024539-0.00068499i,0.00036501-0.00049936i,-3.2153e-05-5.5898e-05i,-0.00025861-0.00028474i,-0.00023159-0.00034439i
0.00099536+0.00061376i,0.00096121+0.001296i,0.0020072+0.00070105i,0.002138-0.00045691i,0.0009572-0.0011955i,-0.00033584-0.0015055i,-0.00019451-0.0012388i,0.00011613-0.00061884i,-0.00033079-0.00075019i,-0.0013491-0.00058214i,-0.00090242-0.00035283i,-6.8072e-05-0.00083062i,-0.00036467-0.0017952i,-0.00094832-0.0019109i,-0.00075694-0.0011179i,-0.00040181-0.00064858i,-0.00040601-0.0008975i,-0.0008036-0.00058252i,-0.00050099-0.00052812i,-0.00027436-0.00062053i,-2.5028e-05-0.00037788i,0.00036506-0.00015944i,-0.000123+0.00054425i
2.6204e-05+0.00089319i,0.0011827+0.0010479i,0.0027429+0.0013528i,0.0031901+0.0016787i,0.0022233+0.0010579i,0.00055284+0.00051438i,-0.00023916-0.0003036i,-0.00012161-0.000288i,9.5906e-05+0.00042076i,-0.0003283+0.00053736i,-0.00044129+2.45e-05i,0.0010434-0.00030164i,0.0016602+4.6037e-05i,0.0008809+0.00074249i,0.00089998+0.00088347i,0.0014856+7.3902e-05i,0.0013968-0.00049809i,-1.458e-05-0.00058711i,-0.00039757-0.00021167i,6.5722e-05+0.00024712i,-0.00023584-0.00014386i,-0.00066547-0.00051061i,-0.0011436-9.9525e-05i
0.00085713+0.0003181i,0.0008901+0.0011554i,0.00065482+0.0025012i,0.00041085+0.0024594i,-3.3783e-05+0.00080254i,-5.0957e-05-0.00044559i,-0.00063699+0.00031194i,-0.00090176+0.00046326i,-0.000491-0.00068991i,-0.00069556-0.0012481i,-0.00096176-0.00038172i,-0.0007052+0.00051581i,-3.545e-05-2.2915e-06i,0.00021257-0.00024484i,-0.00027394-0.00043483i,-0.00052813-0.00026487i,-0.0013369+0.00010273i,-0.0011567-0.00019827i,-0.00019965-0.00033514i,-0.00024085-0.00056496i,-0.0001655-0.00063099i,0.00019502-0.00046002i,-4.9624e-06+0.00013311i
-0.0017919+0.0015544i,-0.0013001+0.001022i,-0.00015184+0.0011846i,0.00081566+0.0016834i,0.0011038+0.0016765i,0.00096455+0.00084465i,0.00039339-0.00033283i,-0.00023462-0.00037797i,-0.00057598+0.00084992i,-8.2519e-05+0.0010343i,0.00092916-0.00028065i,0.0013445-0.00046847i,0.00081857+0.00035761i,0.00026791+0.00025771i,8.3905e-05-0.00044628i,0.00010064-0.00045732i,4.378e-05-0.00092306i,0.00021138-0.00070575i,0.00050671+0.00066855i,0.00040278+0.0002203i,0.00029672+0.00055238i,0.00041436+0.00058663i,0.00034317-0.00018997i
-0.0016591-0.0012073i,-0.0029697+0.00093407i,-0.0027892+0.0023476i,-0.0017092+0.0020899i,-0.00099183+0.0015936i,-0.00046277+0.0010678i,9.8971e-05+0.00016776i,-0.00040902-0.00053555i,-0.00077516-0.00028077i,-0.0006132+0.00055255i,-0.0011494+0.00050926i,-0.00083917+0.00019459i,-5.5785e-05+0.00072253i,7.025e-05+0.0011941i,0.00091136+0.00048399i,0.0016826+0.00020858i,0.00062183+0.00060879i,0.00022064+0.00075758i,0.00054864+0.00013258i,0.00063486-0.00052463i,0.001105-0.00013618i,0.0013182-0.00034971i,0.0014864-0.00045131i
0.0018619-0.00018221i,0.002197+0.00083982i,0.0016429+0.00073248i,0.0018265+0.00010223i,0.0018253+0.00023404i,0.00043604+0.00018599i,-0.00031994-0.00013652i,0.00028561+3.0955e-05i,0.00014636-0.0002825i,-7.5988e-05-0.0012914i,0.00044417-0.0013146i,0.0003513-0.00082009i,0.00015648-0.00079533i,-0.0005868-0.00068446i,-0.000908-0.00061387i,-0.0007564-0.00070933i,-0.00067197-0.00057568i,-0.00040608-0.00028438i,-1.8885e-05-0.0001927i,0.00035413-1.767e-05i,0.00033424-0.00018113i,0.00068135-0.00033011i,0.00060702-0.00022813i
-0.0015307+0.00050256i,-0.00040696+0.0012743i,-0.00040349+0.0013773i,-0.00060383+0.0018648i,-0.00048764+0.0019144i,0.00028641+0.0012319i,0.00087547-0.00044157i,-0.00016969-0.0017469i,-0.00087936-0.0012523i,-0.00045445-0.00048142i,-0.00067027+0.00051838i,-0.0011203+0.0011098i,-0.00061731+0.0002234i,0.00039346-0.00071873i,0.00036537-0.00087942i,-0.00048409+0.00015051i,-0.00012874+0.00071736i,0.00035999-0.00012661i,0.00017475-0.00024731i,-0.0001085+0.00031401i,-0.00029354+0.00053941i,0.00049191+0.0004062i,0.00090701+0.00013042i
-0.0016413-0.00080338i,-0.0016527-0.00047169i,-0.0010457+0.0013489i,-0.00015622+0.0017967i,0.00012116+0.00049593i,-0.00033998-0.00035795i,0.00035547-0.00024515i,0.00019331+3.3574e-05i,-0.001388-0.00035781i,-0.0010712-0.0011253i,-0.0006415-0.0012174i,-0.00027678-0.00082632i,0.00012072-0.00026584i,-0.0001235+4.3065e-05i,0.00020451-0.00029995i,0.00062609-0.000572i,0.00022704-0.00046274i,-0.00022039-0.00065765i,0.00014344-0.0006295i,0.00070595-0.00094967i,0.00021438-0.0012444i,0.00033391-0.00064414i,0.00080021+0.00021184i
0.0016875+0.0010661i,0.001209+0.0012464i,0.0011271+0.00074474i,0.00029386+0.00053643i,-6.5524e-06+0.0003485i,-0.00065631+0.0002474i,-0.00068882-0.00070516i,6.7772e-05-0.001072i,0.0003594-0.00070171i,0.00015224-0.00067271i,0.00015661-0.00043877i,0.00045959-2.4179e-05i,-1.325e-06-5.9826e-05i,-0.00065667-0.00041507i,-0.0004676-0.00030935i,0.00012562-8.9416e-05i,0.00087518+0.00018375i,0.00055512+3.8425e-05i,-0.00019017-0.00069542i,0.00012086-0.00071899i,0.00090325-0.00011461i,0.0011992+0.00056895i,0.00053558+0.00038257i
-0.0015437-0.00043188i,-0.0017565+0.00051917i,-0.0020869+0.0014478i,-0.0011076+0.0013952i,-3.9534e-05+0.00034359i,2.3683e-05-0.00027145i,3.7785e-05+0.0001177i,0.00011627+0.00078442i,-0.00013697+0.0003173i,6.7602e-05-0.00033331i,0.0006895-0.0003057i,0.00043968-0.00019299i,-0.00020167-0.00052162i,0.00012189-0.00061064i,0.00032581+0.00019721i,0.00012533+0.00035582i,0.00050144+0.00014464i,0.0010679+0.00055265i,0.00071304+0.00051813i,0.00062961-0.00016898i,0.00061863-0.0001261i,0.00038369-0.00028236i,0.00066669-0.00062811i
0.00054049-0.0013195i,0.00084367-0.0017926i,0.00052525-0.00023061i,0.0011057+0.00070324i,0.0012115+0.00034614i,-0.00012564-6.58e-05i,-0.00083993-0.00040418i,-0.00037354-0.00081343i,0.00086334-0.00071894i,0.00076345+1.1378e-05i,0.00014023+0.00031188i,-0.00034443-0.00011666i,-0.00068223-1.099e-05i,0.00024809-0.00013626i,0.00094844-0.00049413i,0.00018424-0.00043615i,-0.00013788-1.4998e-05i,-0.00033905+0.00022583i,-0.00087738+1.4688e-06i,-0.00049614-0.00076748i,0.00029797-0.00073057i,-6.2072e-05-0.00045295i,-0.00082552-0.0012512i
0.00068442+0.00060062i,-0.00060352+0.0012135i,-0.00092691+0.00025419i,-0.00099667+0.00046438i,-0.001506+0.0014007i,-0.00095403+0.0014568i,-0.00049741-0.00020196i,9.4372e-05-0.0018864i,0.00036874-0.001378i,1.0581e-05-0.00037813i,-0.00022207+0.00025658i,-0.00011547+6.1768e-05i,0.00011519-0.00046849i,0.00015763-0.00018728i,0.00019995+0.0001439i,-0.00022727-3.9203e-05i,-0.00033262-0.00035517i,2.4073e-05-0.00015163i,7.9769e-05+0.00019889i,-9.4724e-05+0.00015741i,-0.00021036-0.00059786i,-0.00075259-0.00018505i,-0.00093876+0.00098738i
-0.0021292-0.00065838i,-0.0022575-2.6736e-05i,-0.0014705+0.00050895i,-0.0014637+0.0015718i,-0.0015419+0.0011852i,-0.001416-0.00035582i,-0.00090453-0.00020718i,-0.00067464+0.00021342i,-0.0010794-0.00060141i,-0.00045568-0.00085044i,0.00039729-0.00057297i,0.0002247-0.00087892i,0.0006539-0.0011658i,0.00024797-0.0004112i,-0.00022517+0.00014831i,-1.126e-05-0.00042654i,7.432e-05-0.0006132i,0.0004241-0.00010296i,0.00025646+7.356e-05i,-0.0004353+0.00010069i,5.7639e-05+0.00050145i,0.00023277-7.2349e-05i,-5.6788e-05-0.00066664i
0.0015814-0.00071377i,0.0020244-0.00062998i,0.0023439-0.0004464i,0.00096168-0.00057998i,-0.00045341-9.8756e-05i,-0.00065546+0.00038579i,8.6701e-05-0.00022908i,0.00093382-0.00020318i,0.00072055-0.00019148i,-0.00047273-0.0011342i,-0.00058082-0.0011556i,0.00026189-0.00075974i,0.00073695-0.0003875i,0.0005234-0.0006554i,-0.00042419-0.00091909i,-0.0004544-0.00061714i,0.00078259-0.00030736i,0.00098528+0.0002779i,0.00064122-7.7911e-06i,3.8739e-05-0.00040309i,-0.00032209-0.00024857i,-0.00016749-0.0002972i,-0.00025901-0.0007269i
-0.0016563+0.0026426i,-0.0011856+0.0023779i,-0.0011448+0.0031842i,-0.00038561+0.0029667i,0.00010713+0.0012553i,3.5521e-05-0.00011078i,0.0001175-0.00033353i,0.00054538+0.00055112i,0.00056862+0.00056603i,-0.00049478+0.00025796i,-0.0006732+0.00095825i,0.00049787+0.00046143i,0.0013591-8.4357e-05i,0.0012696-0.00038405i,0.0011667-0.00059442i,0.00066852+4.1626e-05i,0.00026028-5.7662e-05i,6.5911e-05-0.00019415i,-0.00027614-0.00022599i,-2.1842e-05-0.00016261i,0.00016838+0.00017196i,0.00018462-0.00012732i,0.00035066-0.00015842i
-0.00023403+0.00096897i,-0.0001624+0.00083524i,0.0014176+0.0016237i,0.0016158+0.0015594i,0.0011058+0.00041901i,0.0001877-0.00037159i,-0.00052308-0.00060498i,-0.001101-0.00055151i,-0.0015779-0.00087205i,-0.00050749-0.00090088i,0.00052019-0.00035734i,0.00054818+6.4254e-05i,0.00030604+5.7125e-05i,-0.00038828-0.00016095i,-0.00037475-4.598e-06i,0.00019367+8.0401e-05i,9.0867e-05-0.00012282i,0.00033192+0.00013153i,0.0011748+0.00052562i,0.000674+0.00030601i,0.00030858-0.00034549i,0.00051998-0.00063187i,0.00020546-0.00023065i
-0.0001594-0.00088192i,-0.00054173-0.00081222i,-0.00086598+0.00021848i,-0.00091951+0.0015744i,-0.00048173+0.001959i,-0.00047295+0.00076457i,-0.00082357-0.00098884i,-0.00048761-0.00088761i,2.392e-05+0.00023627i,-0.0005864+0.00042364i,-0.00083445-0.00014742i,-0.00017646-0.00032001i,-0.00041299+0.00027115i,-0.00074458+0.00043634i,-0.00046798+0.00091176i,-8.1983e-05+0.00091188i,0.00034343+0.00062712i,0.00035444-0.0003918i,0.00040407-0.00061065i,0.00015001+0.00032279i,-0.00026619+0.00073002i,-0.0001428+0.00060011i,0.0002794+0.00078843i
-0.00060553+0.00015021i,-4.8332e-05+0.00083949i,0.0001979+0.00044762i,6.1934e-05+0.00026743i,-0.00025582+0.00014321i,9.3396e-05+9.2447e-05i,0.00026099-0.00014128i,0.00017776+4.761e-05i,0.00033314+0.00027041i,0.00041549+9.7312e-05i,0.00067897-0.00041312i,0.00048443-0.0012688i,0.00036322-0.00038221i,8.8824e-05+0.00021009i,2.2148e-05-0.00043735i,-0.00024443-0.00039477i,-6.8949e-05-0.00067i,0.0011176-0.00078314i,0.0013391-0.00061748i,0.00043529-0.00058587i,-0.0001869-1.9674e-05i,0.00037216-0.00011302i,0.00076417+3.4247e-05i
-0.00030646-0.00012061i,-0.00051311+0.00062209i,0.00054692+0.00106i,9.2436e-05+0.0009185i,-2.1733e-05-0.00021147i,-4.3386e-05-0.00066253i,-0.00089658-0.00023877i,-0.00065933+0.00037274i,-0.00033957+0.00087548i,-0.00075898+0.0004463i,-0.0011146-1.4518e-05i,-0.00038452-0.00021821i,0.00037104-0.00024159i,0.00031927-0.00011383i,8.749e-05-7.6446e-05i,0.0004529-0.00038783i,0.00093106-0.00022713i,0.00047921+0.00026005i,-0.00026278+6.6863e-05i,-0.00044363+0.00036485i,-6.1327e-05+0.00043963i,-9.1977e-05+0.00016964i,-0.00039473-0.00013594i
8.976e-05+0.0014454i,0.001144+0.0017968i,0.0013143+0.0021651i,0.0019482+0.0024871i,0.0018729+0.0019368i,0.00077872+0.00025602i,-0.00013103-0.00080417i,-8.5921e-05-0.0004673i,0.00019441+0.00046339i,-0.00010832+0.00090569i,-0.00011723+0.00022593i,0.00049798-2.0485e-05i,0.00089615+0.0002713i,0.00064936+0.0004642i,0.00010829+0.00024261i,0.00011854-1.3805e-05i,0.0006835+0.00031211i,0.0012671+0.00029283i,0.0006851-0.00021266i,-2.0374e-05-0.0005125i,0.00067764-0.00026764i,0.0014714-0.000172i,0.00086946-0.00042562i
-0.00092981+0.00021545i,0.00046215+0.0015235i,0.0011414+0.0017126i,0.00057241+0.0019203i,-8.7678e-05+0.0021569i,-0.0008077+0.00088997i,-0.00076773-0.00035702i,-0.00037474-0.0005899i,-0.0012488-5.7536e-05i,-0.0011297+0.00044466i,-0.00035148+0.0004328i,0.00037062+0.00027033i,0.00057722+0.00024503i,-3.6537e-05+0.00092404i,-0.00046604+0.00056142i,-0.00057376+0.00038871i,-0.00047683+0.00063978i,-0.00058505+0.00024887i,-0.00080811-0.00016457i,-0.00088793-0.00038317i,-0.00068031-0.0010866i,-0.00016424-0.00092305i,0.00043181-2.3079e-05i
-0.00098972-0.0015354i,-0.0014034-0.000293i,-0.002228+0.0005964i,-0.0025361+0.0015628i,-0.0018186+0.0019746i,-0.00047316+0.00099015i,-0.00043991+0.00087046i,-0.0011167+0.00047887i,-0.0011714-0.00059976i,-0.0008832-0.00081178i,-0.00071385-0.00065161i,-0.00039714-0.00087507i,0.00034755-0.00073288i,0.00079933+4.95e-05i,0.00077807-0.00032556i,0.00063855-0.00082977i,0.00024684+8.3524e-05i,-8.3739e-05+0.00049253i,-0.00032042-0.00043639i,-0.00066199-0.00088859i,-0.00099417-0.00019782i,-0.00079363-3.1924e-05i,0.00012593-0.00083807i
0.00097677-0.00051657i,0.00095243+9.0749e-05i,0.00062782-0.00046299i,0.0006414-0.00041939i,0.00099265-7.1316e-05i,0.0011862-0.00021983i,0.00096684-0.0010835i,0.00025225-0.0015291i,0.00014833-0.0016171i,0.0004739-0.0017465i,0.00020983-0.0014061i,0.00055793-0.00059584i,0.00026148+0.00029379i,-0.0001532+0.00038787i,0.00032345+0.00025904i,0.00013966-0.00017488i,-9.6122e-06-0.00067842i,0.00094139-0.00064264i,0.00106-0.00092922i,0.00016772-0.00094035i,-0.00038298-0.0014457i,-0.0001401-0.0019621i,0.00021916-0.0011153i
0.00054966-0.0018582i,-0.0004489-0.0014036i,-0.001232-0.00041339i,-0.00092261-0.00052551i,3.3487e-05-0.00083021i,0.00077244-0.00046621i,0.00028732-0.0009411i,-9.3599e-05-0.0010106i,-0.00012177-0.00053891i,1.0065e-05-0.00044746i,5.3388e-05+0.00031155i,-0.00067654+0.00046472i,-0.00096348-0.00014917i,-0.000582+3.6386e-05i,-0.00026276+0.00045533i,-0.000161+0.0011479i,-0.00042931+0.00071453i,-0.00022455+0.00040552i,0.00026974+0.0004606i,0.00038996-0.00018129i,0.00065418-0.00032521i,0.00074647+0.00062775i,0.00076201+0.00098009i
-0.00012224-0.00049645i,-5.6393e-05-0.00092762i,0.00064642-0.0006053i,0.0006567+4.99e-06i,0.0002437+0.00045125i,0.00061211+0.0012002i,0.0010775+0.00089708i,0.00088854+0.00054659i,0.00037195+0.00030086i,-4.6969e-05+0.00033839i,-0.00036504+0.000578i,8.9632e-05-9.0995e-05i,0.00088024-0.0005271i,0.0010527-0.00034647i,0.00012105-0.00024593i,-0.00083644-0.00059417i,-0.0010419-0.00083602i,-0.00019161-0.00088719i,0.00034217-0.00033519i,-0.00011353+5.8606e-05i,0.00033693-0.00015406i,0.0008196-0.00019663i,0.00020183+0.0002842i
