-0.00092295+0.00049586i,0.00026676-0.00072921i,-0.0019643-0.0020677i,-0.0036047-0.0012408i,-0.0029393+0.00065242i,-0.0016835+0.0015232i,-0.00046645+0.00054319i,-0.00016138+0.00067837i,-0.00015098+0.00087865i,-0.00013974+0.00035059i,0.00035068+3.7085e-05i,0.00012865-0.0004894i,-0.00078646-0.00059596i,-4.7352e-05-0.00045467i,8.5967e-05-0.00072305i,-0.0005922-0.00074972i,-0.00050797-0.00066012i,-0.00056432-0.00052062i,-0.00060873-0.00087791i,-0.00040473-0.00059591i,-0.00057449-0.00014341i,-8.6314e-05-0.00065274i,0.00083419-0.00010428i
-0.00076614-0.00020774i,-0.00097881-0.00090157i,-0.0010549-0.00093701i,-0.0013055-0.00050432i,-0.00066479+0.00062734i,0.00068037+0.00095771i,0.00068592+8.3146e-08i,-0.00069766-0.00076695i,-0.00066006-0.00021614i,4.0571e-05+0.00036224i,-0.00012045-3.8035e-05i,-0.00060313-0.00026238i,-0.00066149-0.00022326i,-0.0006539-6.515e-05i,-0.00033529-0.0003498i,0.00037538-0.00029096i,0.00050962-9.6256e-05i,-0.00035052+0.00027828i,-0.00043309+0.0010203i,-6.3498e-05+0.00081388i,-0.00048291+0.00094268i,-0.00079954+0.00083086i,-0.00064355-0.00020288i
-0.00063083-0.00085372i,-0.00013111-0.0011037i,-0.0012985-0.0012013i,-0.0025483-8.84e-05i,-0.0019585+0.001492i,-0.00045376+0.0014382i,0.00052601+0.00030487i,1.2482e-05+0.00025364i,-0.00072247+0.00062683i,-0.00034353+7.9987e-05i,9.9645e-06-0.00028129i,-0.00029523+0.00023856i,0.0001715+0.00038739i,0.0001232-0.00028006i,-0.00045721-0.0011764i,0.00028961-0.0010206i,0.00056443+0.00045526i,-0.00050239+0.00083556i,-0.00076341-0.00014445i,5.5795e-05-0.0007093i,-0.00014552-0.0010847i,-0.0009048-0.0014829i,-0.00080128-0.001697i
0.0007634-0.00064087i,0.0011719-0.0015495i,0.00055068-0.0020842i,-0.00036882-0.0017351i,-0.00072016-0.0010647i,0.00034448-0.00080871i,0.00067755-0.00029136i,0.0002122-0.00059014i,-0.00028672-0.0010222i,-0.00042082-0.00042841i,-0.00023381-0.00034154i,-0.00054212-0.00073673i,-0.0010449-0.00011426i,-0.00084609-0.00027536i,-9.3246e-05-0.0008932i,-0.00024663-0.00044195i,-0.00070693-0.00030355i,-0.0006594-0.00012251i,-0.00034263-0.00014509i,-0.00047124-5.5163e-05i,3.0866e-06+0.00038312i,0.00027967+0.00035347i,-0.00013456+0.00031846i
-0.00086692-0.0010304i,-0.00041914-0.00102i,-0.0025579+0.00013937i,-0.0037088+0.00068751i,-0.0018977+0.00097238i,-0.00013821+0.00093537i,0.00036582-2.1984e-06i,0.00025119-0.00072117i,-0.00022895-0.00029761i,-0.00021907-0.00012849i,-0.00059221-0.00049089i,-0.00079787-5.4239e-05i,-0.00054224-0.00039131i,0.0002284-0.00049634i,0.00037715+0.00025831i,-0.00018691+0.00044068i,-0.00092585+6.2354e-05i,-0.00070169-0.00026374i,5.187e-05-0.00035616i,0.00012281-0.00043786i,-2.3684e-05-0.00061644i,-5.3202e-05-0.00044932i,-0.00062693-0.00071787i
-0.0011188-0.0014773i,-0.0023436-0.00082631i,-0.0021105-0.0018527i,-0.0015514-0.00092226i,-0.0018573+0.0017448i,-0.00038663+0.0017222i,0.00032679-0.00010112i,-0.00084146-0.00054935i,-0.00053866-1.8155e-05i,0.00035923+7.875e-05i,-2.787e-05+2.9283e-06i,-0.00089633+0.00035391i,0.00015468+0.00040592i,0.0011177+8.3499e-05i,0.00054845+7.4948e-05i,-0.00039131-0.00010831i,9.9114e-05-0.00070659i,0.00016735-0.00063071i,-0.00055032-0.00033238i,0.00013604+0.00010723i,0.00054662+0.00026161i,-7.988e-05-4.6025e-05i,-3.498e-05+7.8054e-06i
0.0011817+0.00035408i,0.0015324-0.00052391i,0.0015556-0.00088052i,0.00014539+9.0968e-05i,-0.00083993+0.0012555i,-0.00021529+0.00073484i,0.00077223-0.00053984i,0.00029223-0.00072043i,-0.00014078-0.00022343i,0.00016729-0.0008717i,-0.00051754-0.0011856i,-0.00094613-0.00068675i,-7.7528e-05-0.00013963i,5.3631e-05-6.335e-05i,-0.00053674-0.00032123i,-0.00086046-0.00039726i,-0.0010654-0.00076398i,-0.00065624-0.0011984i,0.00045789-0.0005278i,0.00043481+0.00046659i,-0.00014789+0.00069246i,0.00025049+0.00041373i,0.00076164+0.00017987i
0.00063216+0.0010881i,4.1745e-05+0.00098125i,-3.2122e-05-1.4265e-05i,-0.00038061-0.00025641i,-0.00084502+0.00087873i,-0.0012655+0.0013834i,-0.0012086+5.5506e-05i,-0.0010334-0.00060371i,-0.00054882-0.00052621i,0.00043843-0.00059105i,0.00063521-0.0002358i,6.8412e-06+9.7671e-05i,-0.00037155+1.3782e-05i,-0.00037755-0.00044293i,-0.00010932-0.000727i,0.00067213-0.00061832i,0.00040753-0.00024332i,-0.00027849-0.0001281i,-4.8006e-05-0.00023932i,-0.00018198-0.00024917i,-0.00063935-0.00033139i,-0.00057071-0.00014156i,-5.2692e-05+3.2578e-05i
-0.00059131+0.0017528i,-0.00020553+0.0011144i,2.1213e-05+0.00079208i,-0.00033823+0.00052253i,-0.00012553+0.00033085i,0.0006581-2.2923e-05i,0.00060502-0.00046244i,-0.00039409-0.00061185i,-3.0083e-05-0.001002i,7.6486e-05-0.0013868i,-0.00092747-0.00062198i,-0.00074376-0.00014136i,-0.00038654-0.0001994i,-0.00062427-0.00044968i,-0.00054668-0.00019588i,-0.0005386+0.00028919i,-0.00021668-5.4869e-05i,1.7258e-06+1.2928e-05i,8.6646e-05+0.00021656i,0.00046342-1.394e-05i,0.00055862-0.00018475i,0.00011226+0.00027124i,-0.0004341-5.6588e-05i
-0.0013659-0.0012196i,-0.00082283-0.00094335i,-0.0015366+5.8227e-05i,-0.0025993+0.001289i,-0.0017898+0.0020518i,0.00055742+0.0010912i,0.00091048-0.00090095i,2.621e-05-0.00092098i,-0.00033153-4.5214e-05i,-1.8493e-05-0.00061625i,0.00015127-0.00056644i,0.00029294-8.9273e-05i,0.00072972+0.0003186i,0.00066995+0.00065445i,0.00040353+5.5796e-05i,4.1369e-05-0.0003566i,-0.00049591+0.00057133i,-0.0006218+0.0012176i,-0.00020438+0.00093139i,-0.00016896+0.00064714i,-0.00022921-5.7809e-05i,-0.00026672-0.00062255i,-0.00023001-0.00050891i
-0.00068784-0.00039643i,-0.00083708-0.00035426i,-0.0014344+0.00015213i,-0.0017836+0.0014536i,-0.0013639+0.0023596i,-0.00045942+0.0016362i,6.0014e-05-1.2095e-05i,-7.9063e-05-0.00050717i,-0.00031065+0.00019509i,1.6934e-05+0.00031716i,-2.6629e-05+0.00038725i,5.4686e-05+0.00063092i,0.00048616+0.00026586i,0.00036977-0.00017384i,-0.00018285-0.00065953i,0.00022077-0.00052855i,0.00044345+0.00040774i,0.00038173+0.00043188i,0.00022451-0.00063888i,-0.00012548-0.00079495i,0.00029471-0.00061063i,0.00020776-0.00073996i,-0.00064859-0.00058324i
0.00034539+0.00054501i,0.00056971+0.00041743i,0.00032103+0.00025889i,-0.00061736+0.00031267i,-0.00093529+0.0007314i,-0.00021181+0.00074969i,0.00034078-0.00052957i,-1.1124e-05-0.0002538i,-0.00050396+9.2112e-05i,-0.00014929-0.00084937i,0.00063489-0.0016779i,0.001041-0.001795i,0.0011684-0.0006111i,0.00052369+6.9528e-05i,-0.00041657-0.00044894i,-0.00075296-0.00074261i,-0.00054268-0.00034411i,3.7968e-05-0.00025978i,0.00076991-0.00068521i,0.00084225-0.0003924i,0.00059064+0.000199i,0.00029684-2.4527e-06i,1.747e-05-0.00032347i
0.00018746-0.002297i,-0.00058755-0.0021478i,-0.0010914-0.0014861i,-0.0012879-3.1082e-05i,-0.0011209+0.0012067i,-0.00029553+0.00069093i,-0.00051927-0.00034885i,-0.0013644-0.00024063i,-0.00087296-3.8271e-06i,-0.00066236-0.00041441i,-0.00066774-0.00069209i,-0.00060813-0.00035187i,0.00034357-0.00017227i,0.00074135-1.8642e-05i,0.00028165+0.00015784i,-0.0001179-0.00027247i,-0.00010489-0.00071284i,0.00063353-0.0010434i,0.00042689-0.0010419i,0.00010421-0.00037894i,0.00042669+0.00025551i,0.00053757+0.00037706i,1.8686e-05+0.00055332i
-0.00061571+7.875e-05i,0.00022095-0.0013059i,-0.00068637-0.0016468i,-0.0016562+0.00017605i,-0.0003518+0.001213i,0.00096408+0.0011976i,0.0010161-0.00041398i,0.00026599-0.0011622i,-0.00063065-0.00055644i,-0.00054867-0.00053368i,0.00010457-0.00028822i,-0.00020112-0.00022532i,-9.731e-05-0.00081364i,0.00029595-0.00047458i,-0.00031248-0.00016911i,-0.00063489-0.00095661i,1.6776e-05-0.00091327i,0.00046296-0.00071572i,0.00068866-0.00072985i,0.00090607+0.00019773i,0.0003322+0.00043051i,-0.00057696+0.00054798i,-0.00097113+0.00044027i
-0.00054749+0.0027793i,-0.00052081+0.0014285i,-0.00037041+0.0013012i,-0.00041485+0.001754i,0.00028578+0.0019415i,0.00051054+0.0010071i,0.00055336-0.00061552i,0.00017655-0.0014098i,-0.00023333-0.00098698i,-0.00068743-7.6611e-05i,-0.00073747+0.00023229i,-7.0612e-05+7.6757e-05i,-0.00065569+0.0001603i,-0.00098762+0.00064875i,-0.00085706+0.00051047i,-0.00042527+6.6298e-05i,9.7164e-05-0.00028438i,-0.00023207-0.00021899i,-0.00016561-5.643e-05i,-0.00034458+0.00016413i,-0.00092758+0.00041988i,-0.00081297+0.00023004i,0.00027312-9.84e-05i
-0.0014625+0.0013171i,-0.00064907+0.0009616i,-0.00029472-0.00012596i,-0.00019994+0.00021988i,0.00026228+0.00027025i,0.0011919-0.00016393i,0.0012854-0.00019765i,8.6724e-05-0.00030696i,-0.00078351-0.00081114i,-0.00060471-0.0007547i,-0.00018706-0.00032894i,-1.1505e-06-0.00070851i,-4.8785e-05-0.0010796i,-0.00079889-0.0011759i,-0.00077053-0.00056649i,-0.00039515+0.00024517i,0.00012767+0.00030793i,0.00046593-0.00061035i,0.00037085-0.00073534i,0.00053693+0.00029187i,0.001062+2.1971e-05i,0.00095433-0.0007315i,0.00034642-1.0638e-05i
0.00029125+0.00057138i,-0.0002688+0.00021185i,-0.00040884-0.00012451i,-0.00087594-0.00059461i,-0.00074325-0.00014701i,0.00040908+0.00057602i,0.0012936+0.00078394i,0.00031435-0.00015277i,-0.00021411-0.0002129i,0.00032878+3.1708e-05i,9.5589e-05-0.00036827i,-0.00037832-0.00052719i,-0.00018863-0.00070148i,-0.00048968-0.00063764i,-0.00089845-0.00015236i,-0.00055227-0.00067317i,-0.00040534-0.0016356i,-0.000258-0.0017931i,-0.00014948-0.00055592i,-0.00079669+0.00020527i,-0.00086736-1.7624e-05i,-0.00020292+0.00039563i,0.00022672+0.001148i
0.00065665-0.00046636i,0.00012288-0.00091737i,0.00038108-0.00085021i,-0.00016254-0.00040932i,-0.00041951+0.00017803i,9.7249e-05-0.00020669i,0.0002325-0.00097621i,-0.00020894-0.0010126i,-0.00054745-0.00031566i,-0.00063095+0.00025257i,-0.00081745-0.00024487i,-0.0011893-0.00012512i,-0.00098342+0.00049759i,-0.00062468+0.00021056i,-0.00063332+0.00035628i,-0.0009651+0.0002957i,-0.00046943-0.00027355i,-4.24e-07-0.00075903i,-0.00026296-0.00046372i,-0.00033963+0.00042274i,-0.00050019+0.00034548i,-0.00054747+0.00023501i,-0.00039182+0.00092233i
-0.0011777-0.00021522i,-0.0021331+3.5882e-06i,-0.0016451+7.4851e-06i,-0.0014597+0.00098693i,-0.00048691+0.0024457i,0.0012868+0.0017384i,0.00098165-0.00032327i,-0.00032959-0.00055571i,-0.00081251+0.0002991i,-0.00016112+7.7691e-05i,0.00035007-0.00083212i,0.00058808-0.00096016i,0.00039746-0.00038612i,2.3005e-05-0.00053342i,0.00021326-0.0012422i,0.00025578-0.00062469i,-0.00020711+0.00046234i,-0.00041283-5.1872e-05i,-9.8511e-05-0.00060022i,-0.00014377-0.00072183i,-0.00049017-0.00048931i,-0.00034644-0.00033694i,-0.00032136-0.00042354i
-0.0035972-0.00052364i,-0.0032277-3.9311e-05i,-0.0030463+0.0011887i,-0.0026637+0.0023048i,-0.0012263+0.0030867i,0.0003821+0.0018205i,0.00048677-0.00063574i,-0.00018704-0.00053937i,-0.00050816-0.00016744i,-2.3701e-05-0.0011005i,-0.00016269-0.001101i,-0.00052467-0.00033103i,-8.8205e-06-0.00050889i,0.00027217-0.00078589i,-0.0002126-0.0010015i,-0.00049745-0.00086282i,-0.00068497+0.00038707i,-0.00075311+4.8604e-05i,-0.00076179-0.00069134i,-0.00027643-0.00023382i,-0.00039707-0.00030997i,-0.00062659-0.00073713i,-0.00059302-0.00070538i
-0.0006108-0.0003643i,-0.0015352-0.00064178i,-0.0015362-0.00067466i,-0.0012339+0.0011672i,-0.0007527+0.002272i,-8.5162e-05+0.00072622i,0.0005294-0.0012949i,0.0011065-0.00174i,0.00093242-0.00077845i,0.0001526+4.7572e-05i,-0.00026301+3.7546e-05i,-0.00079419+9.7474e-05i,-0.0013891-0.00013224i,-0.00080541-0.00037528i,-0.00059773+0.00046011i,-0.00030068+0.0012802i,0.00080882+0.0011448i,0.0011705+0.001205i,-6.7213e-05+0.00087449i,-0.0012337+0.00026613i,-0.00073386+9.6741e-05i,-1.6451e-05-0.00023508i,0.00023785-9.963e-05i
0.00022235+0.00019712i,-0.00031002+0.00015918i,-0.001452-0.00028026i,-0.00185-0.00066494i,-0.00092817-0.00053226i,-0.00014656-5.3382e-05i,0.00050211-0.00036887i,0.00062162-0.00053388i,3.5976e-05-0.00038353i,-0.0004826-0.00035991i,-0.00054682-0.00064487i,-4.1546e-05-0.00067647i,0.00023466-0.00047879i,-1.8698e-05-0.00040177i,-0.00037143-0.00030959i,-5.7997e-05-0.00048267i,-3.7903e-05-0.0005342i,-0.00015418+0.00014164i,0.00049913+0.00027677i,0.00059801-0.00070411i,0.00057783-0.00053671i,0.00043774-0.00031992i,-1.9117e-05-0.00065239i
0.00084677-0.00063277i,0.0013969-0.00050735i,0.00034264-0.00019178i,-0.00097995+0.00032041i,-0.001708+0.00095153i,-0.0010206+0.0003722i,0.00024935-0.0010249i,0.0002693-0.0007842i,0.0002119+0.00035073i,0.00072831+4.9103e-05i,0.00051594+8.5203e-05i,-0.00013133+0.00012651i,-0.00031845-0.00082771i,-0.0003632-0.00036604i,6.8261e-05-8.4618e-05i,0.00011994+7.9826e-05i,-0.00049259+0.00057114i,0.00015176+4.2844e-05i,0.00054524-0.00063394i,0.00013882-0.00056701i,-0.00061815-0.00044304i,-0.00092347+1.8043e-05i,-9.3797e-05+0.00036966i
-4.3358e-06-5.5907e-05i,0.00012048-5.1703e-05i,-0.0011718-0.0011626i,-0.0021822-0.001186i,-0.0018192+0.00063338i,-0.0013746+0.0010799i,-0.00065232-0.00030316i,-0.00031993-0.00086099i,-0.00030799-0.00083608i,-0.00063009-0.00096841i,-0.00017579-0.0013203i,0.00057963-0.0011046i,0.00060675-0.0003997i,0.00034439+0.00010566i,-0.00031361+0.00047688i,-4.7307e-05+0.00037057i,0.00021933+0.00024012i,-0.00044013+0.0003625i,0.00013038-0.00011567i,0.00026383-0.00011213i,-0.00049915+0.0007313i,-0.00026677+0.0011119i,1.0799e-05+0.00089514i
3.3674e-05-0.001098i,-0.00090277-0.0015755i,-0.00058141-0.0017961i,-0.0008982-0.00033219i,-0.0011537+0.001254i,-0.00049903+0.0010424i,-0.00047059-0.00033881i,-0.0009167-0.00094925i,-0.00045107-0.00039203i,0.00038712+0.00049454i,0.00034307+0.00093418i,-7.0863e-05+0.00074068i,-0.00027407-6.2743e-05i,-0.00046954-0.00088224i,6.1955e-06-0.00098252i,0.00033611-0.0001908i,0.00023757+0.00025333i,-2.7364e-05-9.8922e-05i,0.00015816-0.00069503i,0.00096741-0.0010399i,0.0010463-0.00051111i,0.0003469-0.00035571i,-0.00021199-0.00048164i
8.4557e-05-0.00066028i,-0.00015425-0.00089819i,-0.00030957-0.00094406i,-1.5691e-05+0.00028153i,0.00035745+0.0018832i,0.00055479+0.0011816i,0.00082305-0.00078397i,0.00020653-0.0010961i,-0.00088148-0.0005493i,-0.00064017-0.00014402i,-0.00093997-0.00029578i,-0.0010772-0.0005589i,-0.00031043-0.00017345i,7.0745e-05+0.00028285i,0.00012234+3.8733e-05i,9.5348e-05-0.00067388i,0.00025955-0.00095738i,-0.00051023-0.00036316i,-0.00085306+0.00023661i,2.3714e-05-0.00011026i,0.00084528-0.00028623i,0.00071507-0.00012323i,-0.00030455-0.00024931i
-0.0028928-0.00047701i,-0.003354-0.0007883i,-0.002674-0.00020818i,-0.0014261+4.7357e-05i,-0.00016543+0.00016147i,0.00057358-0.00084456i,0.00076036-0.0014337i,-0.00019629-0.00085234i,-0.0011656+3.0469e-05i,-0.0010488+0.000176i,-0.00043247-0.0010276i,0.00022684-0.00064353i,-9.3343e-05+0.00010118i,-0.00018679-0.0003261i,0.00016799-1.6703e-05i,0.00014747+0.00027851i,-0.0004295+0.00016921i,-0.0005151+0.0005158i,0.00027308+0.00030976i,4.3436e-05-0.00027141i,3.4565e-05-0.00065078i,0.00069471-0.00011519i,0.00029587+0.00050547i
-0.0013771+0.00033912i,-3.76e-05+0.00055269i,-0.00085666+0.00073979i,-0.0008318+0.0016748i,-2.9845e-05+0.0027218i,0.00049241+0.0016651i,-0.00035728-0.00078388i,-0.00064841-0.0018269i,0.00035767-0.0009324i,0.00046753-1.2458e-05i,-0.00021385+4.9956e-05i,-0.00036779-0.00041383i,-5.6688e-05-0.0010914i,-0.00013289-0.0018997i,-0.00092355-0.0016266i,-0.0010521-0.00027977i,-0.00013261+0.00068398i,0.00038191+0.00032753i,0.00013922-0.0003228i,4.1657e-05+0.00052026i,-0.00096417+0.0007632i,-0.0013716-0.00080031i,-0.00081685-0.00095296i
-0.00086593-0.00012202i,-0.0013235-0.00046688i,-0.0016633-0.0012427i,-0.0016791-0.00043805i,-0.0011225+0.0016987i,0.00012206+0.0017558i,0.00034044+0.00046966i,-0.00030061-0.00021613i,-0.00089753+0.00012103i,-0.00045324-0.00031322i,4.2978e-05-0.00052709i,-0.0002231-0.00014184i,0.00015728-0.00011801i,-0.00014609+0.00021575i,-0.00041365-7.5163e-05i,-0.00018925+1.5799e-05i,-0.00014481+0.00043112i,8.6759e-05+0.00055498i,0.00064624+2.04e-05i,0.00046671-0.0006698i,0.00014468-0.0009671i,0.00029269-0.00017429i,-0.00021529-8.0449e-05i
0.0002862-0.00047296i,-0.0003822-0.0006407i,-0.0002154-0.00032384i,-8.5217e-05+0.00037453i,-0.00073562+0.0010931i,0.00024161+0.00076351i,0.0011993-0.00079001i,0.00084009-0.0011293i,0.00082455-0.00049505i,0.00032359-0.00077631i,-0.00040896-0.0007874i,-0.00039846+0.00074671i,-7.1505e-05+0.0013411i,-2.9058e-05-1.4847e-05i,-0.00010653-0.0013i,-0.00057846-0.00026158i,-0.0010434+0.0006549i,-0.00091527+4.1769e-05i,-0.00048533-0.00047833i,3.2527e-05-0.00048313i,0.00018445+0.00011533i,0.00011608+5.816e-05i,-7.0323e-05-0.00048448i
0.00022647-4.3952e-07i,0.00052014-0.00067966i,-0.00028625-0.001075i,-0.0016202-0.00079994i,-0.0009837-4.4058e-05i,0.00040468+6.6228e-05i,0.00031608-0.00038368i,-0.00033226-0.00050488i,-0.00075696-0.00072761i,-0.00033931-0.00071972i,-0.00014078-0.00080001i,-0.00074814-0.00098495i,-0.00046642+0.00024646i,-0.00029496+0.00074123i,-0.0008255+0.00038358i,-0.00024421+0.00028371i,-0.00045353+0.00026989i,-0.00059963+0.00019528i,0.00032175+6.0676e-05i,7.2198e-05-3.9172e-05i,-0.00011601-0.00011393i,-0.00029457-0.00055391i,-0.00025624-0.001078i
0.00015502+0.00081886i,-0.00019696-0.00025412i,-0.00031993-3.7611e-05i,-0.0013825+0.00063401i,-0.0013096+0.0007896i,-0.0010479+0.0001124i,-0.0008944-0.00092351i,-0.00052426-0.00097529i,-0.00038172-0.0003872i,-0.00029343-0.00075759i,-0.00021498+0.00017652i,-0.00019314+0.00071125i,0.00017421-0.0004742i,0.0002038-0.0009444i,-4.213e-05-0.00085716i,-0.00039021-0.00019609i,-0.00013759-0.00022323i,0.00039417-0.00061411i,0.00054898-0.00094982i,0.00071743-0.00064169i,0.00042645+0.00023422i,1.3796e-05+0.00045195i,-0.00056286+0.00054587i
0.0019549+0.00088375i,0.0015342+0.00012518i,0.00216-0.0019598i,0.00096427-0.0021126i,-0.00099155-0.00093387i,-0.00081898-0.00017617i,0.00048082-0.00064703i,8.3821e-05-0.001062i,-0.0010062-0.00033083i,-0.00022549-6.6439e-05i,0.00046226-0.00010376i,0.00019645+0.00054411i,-0.00024618+0.00052718i,-0.00055849+3.4891e-05i,-0.00047218-0.00055729i,0.00010616-0.00053603i,2.8197e-07-0.0001785i,-0.00069221-0.00036462i,-0.00062699-0.00056791i,-0.00037289-0.00073506i,-0.00045773-0.00025275i,-0.00038394+8.9688e-05i,-4.5844e-05+1.7627e-05i
0.00088728-0.0013828i,0.00037434-0.0023833i,-0.00086008-0.0021457i,-0.0019214-0.0009093i,-0.0015926-0.00028523i,-0.00036151-0.00066385i,-0.00038098-0.0013442i,-0.0012084-0.0013404i,-0.0006528-0.00019632i,-0.0002892+0.00025232i,-0.0014564-0.00011495i,-0.0026347-0.00033269i,-0.0018877-0.00015679i,-0.00025471-0.00012496i,7.436e-05-0.00025514i,-0.001119-0.00020122i,-0.0011467-0.00042116i,0.00047883-0.00014387i,0.0012621-2.5829e-05i,0.00084137-0.0004851i,0.00024815-0.0010269i,-0.00041854-0.0010256i,-0.00071898+1.1302e-05i
0.0017238-0.0015158i,0.001353-0.0010266i,0.00065676-0.00029319i,-0.00042854+0.00034335i,-0.00028735+0.0017893i,0.0002025+0.0025544i,0.0002473+0.0010421i,0.00025731-0.0004943i,-0.00036528-0.00028718i,-0.001223-0.00059513i,-0.00095496-0.001222i,-0.00072452-0.00051314i,-0.00041601+0.00049114i,5.1675e-05+0.00042329i,0.00020327-0.00049867i,0.00023081-0.00088099i,0.00038957-0.00069491i,2.3487e-05+6.3842e-05i,-5.5273e-05-0.00011116i,2.0677e-05-0.00074892i,-0.00050249-0.00058097i,-0.00039469-0.00055856i,-5.3517e-05-0.0010336i
2.3189e-05-0.0022118i,-0.00068355-0.0031113i,-0.0028253-0.0022031i,-0.0031458-0.00037888i,-0.0020739+0.0012044i,-0.0007085+0.0012687i,0.00023585+0.00028114i,0.00028619-0.0003526i,0.00046372-0.00064519i,0.00057417-0.00051393i,0.00060882+0.00025854i,0.00087277+0.00025403i,0.00087187+0.00050671i,0.0003953+0.0012156i,-0.00040723+0.00052221i,-0.00066624+2.7825e-05i,0.00017317+0.00026157i,0.00085487+0.00037677i,0.00078184-0.00040382i,0.00021059-0.00088247i,-6.2428e-05-0.00091058i,0.00044768-0.00039406i,0.00063526-4.9968e-05i
-0.001009+2.6401e-05i,-0.0020234-1.8246e-05i,-0.00096216-0.00047928i,-1.5866e-05-0.00028479i,-0.00017088+0.00086305i,0.0002847+0.00085795i,-0.00021205+0.00043528i,-0.00159-4.4459e-09i,-0.00078678-3.884e-06i,0.00026918+0.00011681i,0.00082047-0.0011165i,0.0011598-0.0012708i,0.00022903-0.0001763i,-0.00033301+0.00012242i,-0.00020129+2.3185e-05i,-0.00020206+0.00028126i,-0.00077047-0.00017197i,-0.0010771-0.00039066i,-0.0011921+0.00055974i,-0.0013837+0.00084807i,-0.00076108+0.00011659i,-5.8248e-05-0.00030142i,0.00023678-8.461e-05i
0.00058815-0.00028703i,-0.00010101-0.00045624i,-0.00022126-9.9249e-05i,-0.00041438-5.4867e-05i,-0.00046576-0.00014527i,0.00060473+8.4893e-05i,0.001079+6.3806e-05i,0.00036465+0.00027527i,0.00033884+0.0004154i,5.8002e-05+0.00022462i,-0.00048533-4.5365e-05i,-0.0010747-0.00052168i,-0.0011631-0.00030122i,-0.00064206-0.00039331i,-0.00091434+2.1107e-05i,-0.0011476+4.3862e-05i,-0.00033116-0.00038939i,0.00019554+0.00042749i,-7.8805e-05+0.00070231i,1.4869e-05-4.1671e-05i,0.00025451-0.00029929i,-0.00024007-0.00026285i,-0.00030285+0.00010754i
0.00097946-0.0020136i,-0.00017539-0.0017859i,-0.0012331-0.0015553i,-0.0020754-0.00079312i,-0.00087049+0.00070678i,0.00077417+0.0013283i,0.00048401-0.00025524i,-0.00077187-0.0012699i,-0.0013754-0.00055615i,-0.00052515-0.00036035i,0.00057962-0.00067408i,0.00059153-0.00042424i,-2.1609e-05+0.00026924i,-0.00015655+0.00053262i,-0.00042877-3.2594e-05i,-0.0013338-0.00036168i,-0.0010433-0.0004194i,-0.00028858-0.00013813i,-0.00059552+7.8065e-05i,0.00018496-6.564e-05i,0.00094401-0.0001972i,0.0004509-4.8043e-07i,-0.00022799-6.0577e-05i
-0.00068015-6.9028e-05i,-0.0016918+0.00024489i,-0.0017218-0.0002668i,-0.0017345-0.00053168i,-0.00062864+0.00092342i,0.00036723+0.0011436i,0.00025851-0.00049931i,0.00018873-0.0014886i,-0.00039405-0.0001031i,-0.00054717+0.00057257i,-0.00030381-4.8644e-05i,-0.00021755-0.00026575i,3.4909e-05-0.00082772i,0.00059778-0.00104i,0.00069654-0.00084409i,0.00012309-0.00067771i,-0.00071536-0.00019769i,-0.0011752-0.00016998i,-0.00077208-6.0866e-06i,-6.948e-05+7.1625e-05i,0.00058971-2.0869e-05i,0.00032952-1.1486e-05i,0.00016562+8.1341e-05i
0.0020316+0.00083838i,0.0019698+0.00061786i,0.0015986-0.00016937i,0.0010586-0.0011711i,0.00088965-0.0012236i,0.00097997-0.00078475i,0.00041661-0.00069812i,-3.0694e-05-0.00082223i,8.562e-05-0.0008695i,0.00031895-0.00084683i,0.00025712-0.00083948i,6.1265e-05-0.00032873i,-0.00016938-0.00031026i,-0.00039327-0.00037945i,-0.00029626+0.00012273i,-7.489e-05+0.000797i,0.000408+0.00050284i,0.00098628-2.7925e-05i,0.0013632+0.00022308i,0.00098512+0.00019968i,0.00045858+0.00026043i,0.00011925+0.00054902i,0.00014139-0.00054009i
-0.00046264+0.00094797i,-0.0006145+0.00043623i,1.7467e-07+0.00010867i,-0.00019422-0.00016574i,-0.00051238+0.00017661i,0.0005314-0.00041743i,0.0010589-0.0010989i,0.00045963-0.00091295i,2.9887e-05-0.00016523i,0.00029371+0.0010363i,0.00016011+0.00052948i,-0.00020755-0.00042529i,-0.00027082-0.00080139i,-0.00061442-0.00089492i,-3.0724e-05-0.00061442i,0.0005214+0.00011453i,-8.4219e-05+0.00041777i,-0.0003405+0.00080584i,-4.7538e-05+0.00056111i,-0.00032962-0.00021509i,-0.0013481-0.00042822i,-0.001119-0.00048267i,-0.0005283+0.00028495i
-0.0014791-0.0011307i,-0.0015192-0.0010993i,-0.00205-0.00042941i,-0.0020071+0.00099723i,-0.001443+0.0018322i,-0.0003645+0.0015413i,0.00019137+0.00015676i,-0.000245-0.00064584i,-0.00024105-5.4405e-05i,-0.00038163+0.00032591i,-0.00065794+0.00050699i,-0.00026629+0.00072206i,-0.00023306+0.00058605i,2.274e-05-9.9605e-05i,0.0001974-0.00016355i,4.1341e-05-0.00013361i,0.00029729-0.00016866i,0.00023319-0.00020512i,7.9324e-05-0.0010158i,-0.00029931-0.00064014i,-0.00039471+0.00066787i,-1.7463e-05+0.00047996i,0.00066336-0.00049668i
