-0.0012864-0.0011237i,0.00068603-0.001259i,0.00052245-4.2621e-05i,-0.00033569+0.00036979i,-0.00079454+0.00086417i,-0.0003166+0.00082731i,0.00041564+3.0996e-05i,7.4413e-05+0.0005192i,0.00054198+0.0012166i,0.0010509+0.0010084i,0.00022177+0.00038354i,-0.00065615-0.00020937i,-0.00066915-0.00081112i,-0.00045728-0.00052049i,0.00033251-0.00021887i,0.00045445-0.00094727i,0.00059683-0.00026046i,0.00066877+0.00049066i,0.00018118-8.3561e-05i,-0.0004788-0.00074056i,-0.00074993-0.00060729i,-0.00012141-0.000666i,0.00038528-0.0010129i
-0.0020988-0.0010742i,-0.0011335-0.00060157i,-3.0978e-06+0.00053778i,0.00050232+0.00042484i,5.638e-07-0.00049818i,-0.00015177-0.00035421i,-0.00050064-0.00044484i,-0.00084542-0.00085929i,-0.001144+5.6478e-05i,-0.00060762+0.00053705i,-0.00066303+0.00036897i,-0.0010928+0.00010621i,-0.0007444-0.0004234i,-0.00026788-0.0010713i,0.00038718-0.00058044i,0.0010691+0.00073224i,0.00032831+0.0008477i,0.0001358+0.00071464i,0.00031625+2.5254e-05i,0.0005659-0.00022409i,0.00115+0.00016454i,0.00063792+8.5955e-05i,-0.00028855-0.00041112i
-0.00104+0.0010906i,0.0003562+0.0016265i,0.00070439+0.0018336i,0.0010067+0.0013107i,0.0006992+0.00058959i,0.00019735-0.00022324i,0.00038932+6.8985e-05i,-3.5572e-05+0.00022209i,-0.00097099-3.9415e-05i,-0.0009552+0.00061541i,-0.0012101+0.0014343i,-0.0012515+0.00051909i,-0.00036527-0.00013096i,-0.00025327+0.00069699i,0.00010779+0.0012527i,0.00044637+0.0010437i,-0.00012674+0.00084699i,-0.00069953+0.00082811i,-0.00074917+0.0010095i,8.5611e-05+0.00079608i,0.00064556+0.00036164i,0.00025799-0.00013839i,-0.0002066-0.00021999i
0.00072767+0.0019906i,0.00058737+0.0016071i,0.00065577-0.00015098i,0.00018068-0.001381i,-0.00016206-0.0018744i,0.00036135-0.0019588i,0.00051767-0.001748i,-7.7008e-05-0.0011824i,-0.000937-0.000543i,-0.00065452-0.00018908i,-0.00020256-6.6567e-05i,0.00014534-0.00010693i,7.1973e-05+0.00059177i,-0.00021744+0.00099126i,-0.00061544+0.0011313i,-0.00049064+0.00060369i,8.2491e-05+0.00029617i,0.00029039+0.00026959i,0.00046551-0.00039097i,0.00066428-4.2768e-05i,0.00074541+0.00060302i,0.0006059+0.00052013i,0.00037323+0.00049459i
-0.0013823+0.0010484i,0.00062201+0.00078273i,0.00072213-0.00016071i,-0.00025697-0.001462i,-0.0009369-0.00095146i,-0.0010496+8.5415e-06i,-0.00072288-0.00037134i,-0.00072176-0.001051i,-0.0003464-0.00028781i,0.00022225+0.00025358i,2.1841e-05+2.3258e-06i,-5.0972e-05-9.9966e-05i,-8.3744e-05+4.1798e-05i,0.00027157+0.00022735i,0.00062603+0.00012301i,-1.4847e-05+0.00010529i,-0.00044958+0.00061872i,-0.00030929+0.00098497i,0.00050642+0.0004192i,0.00056941-0.00017164i,0.00017315-0.00073979i,-0.00015492-0.0012977i,-0.00018823-0.0012646i
-5.6116e-05+0.00020609i,0.00039246+0.00048399i,0.00052584-0.00042129i,-0.00038768-0.0013044i,-0.0013053-0.0012765i,-0.0013116-0.00022643i,-0.00049143-9.6065e-05i,-0.00050771-0.00013793i,-0.0011161+0.00045797i,-0.00024226+0.00051559i,0.00041098+0.00031378i,-6.3882e-05-6.1416e-05i,-0.0007065-1.1713e-05i,-0.0007677+0.00036859i,0.00013681+0.00048715i,0.00024897+0.00043286i,-0.00015722+0.00014893i,0.00055546+6.0907e-05i,0.00029043-0.00018714i,-0.00011566-0.00054074i,-0.00055008+0.00011874i,-0.0012345+0.00048755i,-0.0007105+0.00040587i
0.0014514+0.0016976i,0.0001439+0.001561i,-0.00010957+0.00029565i,0.00023772-0.0010486i,0.00038346-0.0012195i,0.00078598-0.00072804i,0.00053579-0.00010054i,-0.00032298+0.00034895i,-0.00064588+0.00045817i,-0.00073497-6.0272e-05i,-0.0012605-0.0002058i,-0.0016206-0.00036057i,-0.00077928-0.0007691i,-0.00043307-6.9925e-05i,-0.0010378+0.00014131i,-0.0016299+5.0263e-05i,-0.0014019+0.00045248i,-0.0011442+0.00089551i,-0.00098036+0.00015424i,6.2125e-05-0.00032803i,0.00043939+0.00025397i,0.00058107+0.00059572i,0.00034637+0.00041027i
9.3282e-05+0.00095441i,0.00071914+0.0017029i,0.0018127+0.0017402i,0.0013195+0.00042042i,0.00049236-0.00088969i,-0.00035446-0.00095323i,-0.00036533-0.0012431i,-0.00059821-0.00042717i,-0.0011351+0.00081175i,-0.00043765+0.00033384i,-0.00025311-2.2138e-05i,6.38e-05+7.0242e-05i,8.7048e-05+0.0003753i,-0.00056817+0.00043608i,-0.00030197+0.00021776i,0.00059415+0.00052644i,0.0005903+0.00055991i,-0.00017684+0.00023535i,-0.0003282+0.00026981i,0.00024003+1.0104e-05i,0.00020928-0.00047646i,1.6035e-05-0.00051121i,0.00020839-0.00012343i
0.0012835+5.3918e-05i,0.00081317+0.00038931i,0.00022943-0.00013881i,-0.00060354-0.0011875i,-0.0016502-0.0021519i,-0.0016488-0.0012531i,-0.00095152+8.6312e-05i,-0.00072554+0.00041678i,-0.00065484+0.00034084i,-0.00094471+0.00038138i,-2.1737e-06+0.00063698i,0.0008846+0.0002424i,0.0010554-0.00018234i,0.0010073+0.00048611i,0.00074186+0.00079159i,0.00047844+0.00065366i,0.00014631+4.8024e-06i,6.131e-05-2.64e-05i,-0.00021192+0.0005911i,-0.00069399+0.00029011i,-0.0012158+0.00016972i,-0.0014076+0.00099104i,-0.00087395+0.0011573i
7.1326e-05+0.00087545i,0.00047311+0.0013763i,0.00051192-0.00031678i,-0.00014486-0.00087517i,-0.00076591-0.00062837i,-0.00051874-0.0009916i,-7.6016e-05-0.0016278i,-0.00011045-0.0017583i,-0.00033538-0.00097727i,-0.00061543-0.00031523i,-0.00053203-0.00060733i,0.00021694-0.0010654i,0.00062643-0.00033087i,0.00059412+0.00040997i,0.00013264+0.00083422i,-0.00059302+0.0017171i,-0.00064254+0.0017347i,-0.00053338+0.0011271i,-0.00096804+0.00033627i,-0.00061866-0.00029488i,-0.00016372-7.5162e-05i,-8.4409e-05-2.9514e-05i,0.00013878-0.00018011i
-0.0015759+0.00015095i,-0.00098599+0.00049632i,-0.0003358+0.00049518i,0.00052979-0.00011744i,0.00089917-0.00046793i,0.00071962+0.00023429i,0.00034595-0.00014684i,0.00021156-0.00085751i,6.6889e-05-2.4451e-05i,-0.00029332-0.00025666i,4.7845e-05-0.00058332i,0.00040524-5.4004e-06i,0.00044632+4.3128e-05i,0.00046198-0.00021932i,5.6276e-05-0.00033545i,-0.00036692-0.00078366i,-0.00039762-0.00059603i,-0.00031234-0.00031603i,0.00059993-0.00042154i,0.0010125-0.00052482i,3.0799e-05-9.3902e-05i,-0.00037654+0.00020444i,0.00051052-0.00035598i
0.00012603+0.0006186i,0.0008817+0.00088418i,0.0008215+0.00071087i,0.00033931-0.00014472i,-0.00057744-0.00056237i,-0.00041401-0.00088021i,-0.00076929-0.0011713i,-0.0010776-0.000711i,-0.0010177+0.00044346i,-0.0011972+0.0011384i,-0.00035955+0.00092526i,0.00090928+0.00069054i,0.00060983+0.00033034i,-0.00055476+0.00020269i,-0.00065391+0.00022518i,-0.00047394+0.00058547i,-8.4652e-05+0.0011177i,0.0003228+0.0014223i,-2.5392e-06+0.0010228i,-8.1928e-05+8.0718e-05i,7.9017e-05+0.00038937i,-0.00025971+0.00072022i,-0.00019597-9.5345e-05i
-0.00057463+0.0026753i,-0.00011121+0.0021966i,0.00096024+0.0015558i,0.0014855+0.00026019i,0.00095944-0.00028491i,0.00042115-0.00087871i,-3.7365e-05-0.0014178i,-0.0012417-0.0012723i,-0.0013139-0.00053849i,-4.6876e-05+0.00024189i,-0.00012122-0.00017268i,-0.00069804-0.00075544i,-0.00060471-0.0004109i,-0.00032949+0.00035403i,-0.00053503+0.00021786i,-0.00068817-0.0001456i,-0.00054314-0.00018303i,-0.00018048-0.00016393i,-0.00040075-0.00010207i,-0.00044583-0.00017969i,-0.00017687+1.5833e-05i,-7.8148e-05-0.00011455i,0.00051748-0.00074699i
0.0012574+0.00025168i,0.0014677+4.5088e-05i,0.00076228-0.0012629i,0.00043204-0.002289i,0.00027477-0.00068059i,0.00062656+0.00062463i,0.00093148+0.0006399i,0.00025441+0.0001157i,-0.00067623-0.00080239i,-0.00056508-0.00040216i,-0.00071295+0.00026197i,-0.00076298+0.00031181i,0.00030759+0.00085382i,0.00048333+0.0012483i,-0.00024004+0.00096626i,-0.0009182+0.00035454i,-0.00082962+0.00035366i,-0.00037657+0.00093449i,-0.00053567+0.0010044i,-0.00080064+0.00076498i,-0.00064149+0.00018145i,-0.00018887-4.8372e-05i,9.628e-05+9.9736e-05i
0.0021043+0.00013097i,0.0019821+0.00055818i,0.00055453+0.00033412i,-0.00096408-0.00086179i,-0.0015157-0.0016115i,-0.00040061-0.00061874i,0.00025444+0.00095232i,-3.0963e-05+0.00094682i,-3.0096e-05+0.00045748i,-0.00014969+0.00013405i,-0.0001966-2.1876e-06i,0.0001872-5.2038e-06i,0.00078965+0.00078499i,0.00017231+0.0016008i,-0.0006803+0.0013247i,-0.00073646+0.00056195i,-0.00073484+0.0003841i,-0.00036161+0.00095027i,-0.00042444+0.0014052i,0.0001466+0.00097165i,0.0010379+0.00090766i,0.00082465+0.00094775i,-7.9015e-05+0.00014277i
-0.0002308+0.00033177i,0.00093075+0.0016432i,0.0013461+0.00078458i,0.00023441-0.00029119i,-0.001025-0.00041513i,-0.0010288-0.00035573i,-0.00041929-0.00054978i,-0.00023814-0.00089691i,-0.0007577-0.00068406i,-0.00029652-0.00048791i,0.00016716+2.8316e-05i,0.00019707-3.1083e-05i,5.7827e-06-0.00019665i,-0.00020901-4.1565e-05i,-0.00049365-0.00022997i,-0.00063905+0.00014854i,-0.00063062+0.00053254i,-0.00022376+0.000567i,0.00050729+0.00015798i,0.00072814-0.00022675i,-5.7657e-05-0.00051305i,-0.00081394-0.00010313i,-0.00078444+0.0004125i
0.00042503+0.0019983i,0.00080147+0.0019307i,0.0017611+0.00052184i,0.0021469-0.0012726i,0.0018539-0.0018084i,0.00043136-0.00082045i,-0.00027058-0.00026873i,-0.00019501-0.00048203i,-0.00018102-0.00061053i,0.00036154-0.0006418i,0.00092583-0.0003876i,0.00097368+0.000326i,0.00094044+0.00012964i,0.00088471-0.00012943i,0.00071604+0.00020161i,-0.00034809+4.0179e-05i,-0.0011471-0.00048521i,-0.0009115-0.00024036i,-0.0003476+0.00039955i,5.3487e-05+0.00040173i,-3.8684e-05+0.00063525i,-0.00014677-4.5493e-05i,-0.00027921-0.00052352i
0.00059715-0.00042539i,0.00051951+0.00032944i,0.00048739-0.00054127i,-0.00032539-0.0011555i,-0.0012027-0.0013176i,-0.00025256-0.00010164i,0.00080849+0.00096359i,1.5555e-05+0.00073781i,-0.00035594+0.00035678i,-0.0011356+0.00071017i,-0.0019163+0.00049214i,-0.0008606-0.00022897i,0.00072755+2.4944e-05i,0.0014225+8.195e-05i,0.00087238-0.00021597i,5.4147e-05-1.4665e-05i,-0.0006124+0.00030313i,-0.00065563+0.00015635i,-7.5247e-05+5.5729e-05i,-0.00014444+0.00046997i,-0.00059993+0.00019725i,-0.0005711-0.000511i,-0.00043423-0.00089305i
-0.00040836+0.00047906i,0.0003836+0.0013529i,0.00057532+0.0010068i,0.00013454-0.00015236i,-0.00063902-0.00028675i,-0.0012345+0.00075487i,-0.00058926+0.00076281i,-0.00061622+0.00029119i,-0.0014749+0.00079334i,-0.0011307+0.0012571i,-0.00012831+0.0013083i,0.00011664+0.00068466i,-0.00047147+4.4442e-05i,-0.0006807-0.00012796i,-0.00086254-0.00061392i,-0.00076463-0.0011932i,-0.00052745-0.00076555i,-2.0607e-05+0.00030089i,0.00078189+0.00042499i,0.00065556-0.00021457i,0.00022054-0.00021219i,0.0002241+0.00017136i,0.00048573+0.00067662i
-5.2731e-05+0.00083285i,0.00030428+0.0011424i,0.0014922+0.00084185i,0.001327+0.00039308i,0.00018707-0.00013402i,-0.00043947-0.00038761i,-0.00037125-0.00067541i,-0.00045986-0.00030406i,-0.0013009+0.00044312i,-0.001508+0.00069117i,-0.00021999+0.00056465i,0.00073219+0.00061246i,0.0004396+0.00098709i,-1.9261e-05+0.00072408i,-1.7407e-05+0.00056064i,5.7653e-05+0.00043619i,-0.00088099+8.2557e-05i,-0.0014445-6.8148e-05i,-0.00067895-1.2529e-05i,-5.3706e-05-0.00017716i,2.6617e-05-0.00018342i,0.00010655+4.7732e-06i,-1.6689e-05-0.0004467i
0.0011448+0.00040874i,0.0022465+0.00045834i,0.0020908-0.00031193i,0.00063879-0.0010494i,-0.00048623-0.00053815i,-0.00024989+0.000109i,5.3184e-05-0.00010801i,-0.00057917+0.0001825i,-0.0012315+0.0011466i,-0.0013253+0.00043763i,-0.0011468-0.00024517i,-0.00027823+0.00034268i,-0.00012891+0.00048709i,-0.00021873-4.1292e-05i,-0.00041818-0.00023158i,-0.0010748+0.00023447i,-0.00085573+0.00039586i,-0.00039765+9.0247e-05i,0.0002031-0.00034025i,0.00075777+0.00027776i,0.00097073+0.0010323i,0.00051345+0.00021232i,-7.1055e-05-0.00070087i
0.0010315+0.0014835i,0.00084747+0.001814i,0.0014852+0.00069394i,0.0021967-0.0010747i,0.00076003-0.0019116i,-0.00039439-0.0013885i,-0.00017022-0.00073157i,-0.00019975-0.00028604i,-0.00056192-0.00014919i,-0.00031188+0.00036804i,0.00013367+0.00037834i,0.00054259-0.00046435i,9.7975e-05-0.00024841i,-0.00025384+0.00064639i,0.00022365+0.00049153i,1.4535e-05-5.1312e-05i,-0.00059348-0.000353i,-0.00064822+1.8125e-05i,-4.689e-05+0.00054472i,0.0002099+0.00070397i,-0.00043878+0.00028431i,-0.00059301+0.00020807i,-4.2604e-05+1.1057e-05i
-0.00057259-0.00089569i,0.00064074+0.0005461i,0.0015387+0.00024387i,0.00050758-0.00088382i,-0.00085175-0.0011703i,-0.00041463-0.0010044i,0.00053372-0.00048763i,0.00048226-6.3946e-05i,-0.00018774-4.0802e-05i,-0.00025576+0.00022135i,0.00067368-0.00032858i,0.0013426-0.00018654i,0.001481+0.00036505i,0.0010655-0.00013332i,0.00075724-0.00030563i,-7.9115e-05+0.00018637i,-0.0008931+0.0003651i,-0.00091676+0.00028361i,-0.00089617-0.00044893i,-0.00076797-0.0013055i,8.5305e-05-0.0013416i,0.0011912-0.00024367i,0.00072453+0.00060522i
0.00094551+9.5605e-05i,0.00093714+0.0016382i,0.00094923+0.0014316i,0.00075429-0.00017513i,0.00018961-0.00064852i,-0.00033481-0.00038279i,2.0939e-05-0.00074831i,0.00041396-0.00060662i,-0.00077755+0.00020518i,-0.0016277+0.0010619i,-0.00085872+0.0014588i,0.00016126+0.00062084i,0.00024394-5.9735e-06i,0.00019008-3.0229e-05i,0.00020967+0.00065232i,-0.00050979+0.0011412i,-0.00052759+0.00064734i,0.00013458-3.3648e-05i,0.00038208-0.00013222i,0.00065429-8.4726e-05i,0.00041405-0.000563i,-0.00020686-0.0007946i,-0.00062781-0.0004979i
0.00021824+0.003269i,0.00018341+0.0031116i,0.0012639+0.00057063i,0.0010734-0.0013415i,0.00039156-0.0020848i,-0.00023503-0.0012346i,-0.00038797-0.00026331i,-0.00055655+3.3926e-05i,-0.00078373+0.00027368i,-0.0010595-0.00036618i,-0.00075474-0.00089941i,0.00034257-0.00026002i,0.00040694+0.0014073i,-0.00032624+0.00156i,-0.00035417+0.0010785i,-0.00082034+0.001043i,-0.001021+0.00061191i,-0.00048767+0.00043501i,0.00018774+0.00081207i,-0.00012135+0.0013578i,-0.00051843+0.0011895i,-2.9822e-06+0.00047633i,6.6763e-05-6.8333e-05i
-2.0146e-05-0.00027598i,-0.00046291+0.00024264i,0.00021123+0.00037352i,0.0013361-0.0007869i,0.00060668-0.0012903i,-0.00022715+7.0592e-05i,-0.00018197+0.00086714i,-0.0001027-0.00046651i,0.00029532-0.00092533i,0.0001745-0.00012089i,-5.0643e-05+0.00021313i,0.00070062+4.9088e-05i,0.00046802+0.00033408i,3.4113e-05+0.00043997i,-0.00017922+3.1447e-05i,-0.0013166-0.00044166i,-0.0014334-0.00086463i,-0.00094425-0.00076568i,-0.00029214-0.00049572i,0.00024154-7.7137e-05i,-0.00045716+0.00061437i,-0.0015862+0.00053038i,-0.001381+0.00015374i
0.00023533+0.0016787i,0.001653+0.0010747i,0.00040353+0.00023373i,-0.0010084-0.00040849i,-0.00098977-0.00069064i,-0.00080134-2.5e-06i,-0.00024732+0.00046916i,-0.0004267+0.00051463i,-0.00093904+0.00056297i,-0.0010233+0.00021435i,-0.0010113-0.00011464i,-0.00012733+0.00027125i,0.00061433+6.4082e-05i,-5.7085e-05-5.4279e-05i,-0.00036038+0.00016458i,-0.00049434+0.00019588i,-0.00039917+0.00032074i,-0.00028838+0.0003808i,-0.00016743+0.00027645i,0.00075406+0.00053989i,0.00054968+0.00056799i,-0.00048002+0.00077132i,-0.00036143+0.00039923i
-0.0022563+0.0016979i,-0.00052038+0.0014824i,0.00083181+0.00089323i,0.0010248-0.00026678i,0.0010221-0.0009049i,0.0012576-0.0010953i,0.00060746-0.00064456i,-0.00077795-0.00038585i,-0.00084401-0.00029019i,0.00033658-0.00020679i,0.00041561-0.00056863i,0.00011452+0.00016718i,0.00020729+0.00045161i,-0.00070624+6.1278e-05i,-0.0016347+9.1779e-05i,-0.0012854-1.8784e-06i,-0.00060164-4.9263e-05i,-0.00023901-0.00021495i,-5.6089e-05-0.00028321i,0.00024198-0.00035096i,-9.8113e-05+1.6555e-05i,-0.0010194-6.5096e-05i,-0.0011278-0.00013454i
0.0025371-0.00069273i,0.0016054-0.00029401i,0.00071002-0.00037505i,-0.00091477-0.00070509i,-0.0012705-0.0014607i,-2.6692e-05-0.0011462i,0.00099959-0.00033052i,0.0014683-0.00033435i,0.00060596+0.00019127i,0.00018444+0.00052127i,0.00060035+0.0012759i,0.00098468+0.0016687i,0.0006913+0.00097877i,-4.4757e-05+0.00042125i,-0.00047715+0.00030198i,-0.0010038+0.000908i,-0.00067203+0.0012765i,-0.00014642+0.0010529i,0.0004705+0.00044788i,0.00096908-0.00021398i,0.00081627+0.0001151i,0.00031027+0.00052212i,-8.4447e-05+7.4901e-05i
-0.0017541+0.0017429i,0.00037092+0.0015298i,0.00208+0.0016272i,0.0024544+4.1765e-05i,0.0020761-0.0011005i,0.001731-0.0010236i,0.00020615-0.00061826i,-0.00082607+2.8182e-05i,-0.0011995+0.00070784i,-0.0012805+0.00059614i,-0.00079812-0.00023502i,5.6159e-05-0.00063615i,0.00021336-0.00053374i,-8.3875e-05-0.00028553i,-4.8497e-05-3.367e-05i,-0.00049079-1.1774e-05i,-0.00037421-0.00025978i,0.00025319-0.00030367i,0.00014736-0.00080375i,-0.00017476-0.0015793i,-3.8866e-05-0.0012082i,0.00084872-0.00055098i,0.00080718-0.00026737i
-0.0001133+0.00048743i,0.00021825+0.0010844i,0.00018363+0.00045997i,-0.00053856-0.00048733i,-0.00057176-0.0008793i,-3.833e-05-0.00056179i,0.00045318-0.00078797i,-0.00043746-0.00049949i,-0.0017517+0.00023256i,-0.0014083+0.00045743i,-0.00070728-0.0002759i,-0.00038765-0.00043302i,0.00063408-0.00012166i,0.00042337+0.00016789i,-0.00095114+0.00047767i,-0.00093777+0.00059712i,-0.00079194+0.00067429i,-0.00042577+0.0012173i,0.00011743+0.00073078i,-0.00032667+0.0002575i,-0.00077259-0.00013148i,-0.00083132-0.00065119i,-0.001006-0.00034843i
-0.0018221+0.00081506i,-0.00023088+0.00054078i,0.00090354+0.0006152i,0.0010644-0.00048884i,0.00010306-0.0012226i,-0.00087902-0.0014439i,-0.0006212-0.00061338i,-0.00030971+0.00063018i,-0.00029122+0.00076523i,-0.00026236+0.00039795i,0.00057109+0.00020878i,0.0014406+0.00028509i,0.0011058+0.00019928i,0.00055716-0.00010808i,0.00013187+0.00015186i,-4.3264e-05+0.00039438i,-0.00095189+0.00045077i,-0.0010164+0.00081099i,-0.00011081+0.00059208i,3.3014e-05+0.00011507i,3.2612e-05+8.6328e-05i,-0.00033914-0.00035595i,-0.00083999-0.00077813i
0.0016705-0.00037947i,0.00098803+0.00023069i,0.0010406-0.00066862i,0.00040822-0.0013784i,-0.00050668-0.0016225i,-0.0011536-0.00057553i,-0.00083102-7.611e-05i,-0.00054029-0.00049686i,-0.0012531-0.00026767i,-0.0013042+0.00043191i,-0.00060515+0.00059552i,-2.6725e-05+0.00051049i,-0.00012291+0.00085596i,-0.00018608+0.0013207i,0.0003466+0.00095861i,0.00073324+0.00039048i,0.00048854+0.00023359i,-0.00020003+0.00053776i,-0.00035294+0.0002672i,0.00036673-0.00022235i,0.0008855-0.00012265i,0.00081164+0.0004843i,0.00022827+0.00034645i
0.00066702+0.0015896i,0.00088824+0.0022967i,0.0012097+0.00082728i,0.00047165-0.00073826i,-0.00055842-0.001181i,6.1306e-05-0.00018656i,0.0008252-7.6174e-05i,-0.00039165-0.00097853i,-0.0013543-0.00066479i,-0.0015032-0.0005037i,-0.00069406-0.00047374i,0.00011946-0.00063867i,-0.00022823-0.00038516i,-0.00024686+0.00017387i,5.4286e-05+0.00080437i,-0.00066761+0.0006511i,-0.0010756+0.00058637i,-0.00098817+0.00046235i,-0.0011079-0.0001653i,-0.0010732-0.00019286i,-0.00010023-0.00022277i,9.6375e-05-4.0953e-05i,-0.00035183+0.00055598i
-0.0013244+0.0018405i,-0.00083457+0.0010308i,0.00072044+0.00018186i,0.00077907-0.00034057i,-4.5404e-05-0.00058955i,-0.00062674-0.00045402i,-0.00053272-9.657e-05i,-0.00033373+0.00046885i,-0.00098246+0.00084857i,-0.00089315+0.00017748i,-0.00028054+0.00036622i,-5.2789e-05+0.00044993i,0.00035679+0.00027924i,-0.00032547+0.00027076i,-0.0011338+0.00032538i,-0.00109+0.00036778i,-0.00065761-0.00018249i,-0.00043795-9.7308e-05i,-0.00070249+0.00029013i,-0.00052632-4.1621e-05i,-2.7523e-05-5.9061e-05i,-1.4721e-06-0.00045672i,-7.2771e-05-0.00080821i
0.00095329+0.00066002i,0.0011093+0.00024544i,0.00031823-5.6839e-05i,-0.00033325-0.0010785i,7.2298e-05-0.0021628i,0.0003695-0.0015406i,-0.00042297-0.00035499i,-0.0011106-0.00069901i,-0.00037972-0.00042017i,2.4344e-05+0.00056407i,-0.00045105+0.00059895i,-0.00095324+0.00031236i,-0.00084253+0.00026243i,-0.00048706-1.8288e-05i,-0.00058118-0.00016098i,-0.00047159+0.00020459i,-0.00016025+0.0004727i,0.00022812+0.00023611i,0.00021585+8.0353e-05i,0.00011429+0.00052032i,0.00039832+0.00078868i,0.00059192+0.00073359i,0.00053125+0.00015861i
5.1783e-05+0.00071512i,0.00053754+0.0012103i,0.0010414+0.00023127i,0.00041632-0.0014109i,-0.00014771-0.0020516i,-0.00028681-0.00066522i,-0.00057979+0.0001914i,-0.0010837-0.00018137i,-0.0015707-0.00029343i,-0.0016863+0.00055771i,-0.0011678+0.00045442i,-0.00072636-0.0002929i,-0.00092372-0.00072625i,-0.00047623-0.00032853i,-0.0005342-0.00021563i,-0.0011591-0.00086275i,-0.0016429-0.00066867i,-0.0021266+0.00014691i,-0.0013008+0.0011028i,0.00010218+0.00093832i,0.00079073+1.9379e-05i,0.00044498+0.00020013i,-0.00018108+0.00012027i
0.0014388-0.0013786i,0.0013715-0.0005906i,0.0011369+0.00010055i,-2.8352e-06-0.00012673i,-0.0010617-0.00015019i,-0.00037245-0.00021227i,0.00031665-0.00045339i,-0.00014083+0.00014946i,-0.00064814+0.00098927i,-0.0009803+0.00065572i,-0.00016496+0.00030545i,0.0006557+0.0010837i,0.0010718+0.0013675i,0.00095547+0.00078538i,0.00011349+0.00040685i,-0.00027737-0.00016494i,-0.00080248-0.00016642i,-0.00052213-0.00028466i,0.00097704-0.00060254i,0.00097078+7.9693e-05i,0.00043963+0.00092895i,0.00027439+0.0004078i,3.2701e-05-0.00087651i
0.00037305+0.00278i,0.0014514+0.0019935i,0.0018795+0.00076655i,0.0011405-0.00038821i,0.00047868-0.0009503i,0.00030295-0.00025366i,-0.00020303+0.00032629i,-0.0008655+0.00046456i,-0.0010103+0.00044795i,-0.0006793+0.00025808i,-8.4989e-05+0.00018944i,0.00047434+0.00034072i,0.00015538+0.00066194i,-4.2445e-06+0.00070574i,0.00026592+0.001159i,0.0005458+0.00095345i,0.00062058+8.3064e-05i,0.00023987+5.4876e-05i,0.00029154+0.00012816i,0.00050613-0.00014923i,-7.6209e-05+9.301e-05i,-0.00050978+0.00064055i,-0.00082609+0.00050879i
0.00014779+0.0017005i,0.00052873+0.0020695i,0.0011911+0.00073406i,0.0008139-0.0011261i,-0.00013674-0.0016224i,-0.00017505-0.00091933i,0.0005436-0.00014752i,-9.2085e-05-7.6991e-05i,-0.00084585-0.00060787i,-0.00044371-0.00062273i,-0.00034063-0.00057819i,-0.00054525-0.00097041i,-4.3247e-06-0.00066431i,0.00081104+0.00046056i,0.00038726+0.0010361i,-0.00035133+0.001273i,-0.00034287+0.0015445i,-0.00075554+0.0006258i,-0.0011129+0.00057527i,-0.00048806+0.0014475i,-0.00024518+0.0011772i,-1.4873e-05+0.00011972i,0.00014173-0.0005468i
-0.0012254+0.0023224i,-0.00069413+0.0015117i,0.0012686+0.0012348i,0.0013006-8.7803e-05i,0.00063387-0.0013256i,9.8261e-06-0.0016382i,-0.00039383-0.0010595i,-0.00013017+0.0002147i,-0.00095765+0.00081819i,-0.0010771+0.00066625i,-4.3971e-05+0.00075827i,0.00081359+0.00035375i,0.00045226-0.00016001i,0.00015553-3.8883e-05i,0.00035506-0.00024206i,-0.00056495-0.00028086i,-0.0011235+0.00013177i,-0.00030965+0.00024958i,0.00054018+0.00034144i,0.00032762-0.00028929i,-6.9927e-05-0.00050006i,0.00015625-0.00030433i,0.00023857-0.00037388i
0.00027473+0.0014257i,0.0011465+0.00086802i,0.00037687-0.00016662i,-0.00087706-0.0010403i,-0.00096857-0.00049743i,-0.00092953+0.00027358i,-0.00082938-0.00057816i,-0.0013338-0.0010869i,-0.001246-0.00034599i,-0.00059217+0.00013644i,-0.00012481+0.00036232i,-0.00067267+0.00053793i,-0.00076649+0.00068335i,-9.774e-05+0.00077605i,-0.00014922+0.000699i,-0.00058861+0.00031353i,-0.00066004-0.000372i,-0.0005344-0.0004i,-0.0004666+0.00025548i,-0.00011334+0.00033701i,0.00017787+0.00051733i,0.00010412-8.4821e-05i,0.00070939-0.00062467i
-0.00077102+0.0020931i,-0.00061873+0.0018797i,0.00020011+0.00097809i,0.00038091-8.1108e-05i,-0.0002057-0.00099905i,-0.0010764-0.00095501i,-0.00081634-0.00070119i,-0.00069059-0.0002484i,-0.00055096+0.00052632i,-0.00016127+0.00088493i,-0.00059451+0.00070986i,-0.00092914+0.00060126i,-0.00057782+0.00039939i,-8.5219e-05+0.00058278i,-0.0006862+0.00055441i,-0.0011173+0.00043712i,-0.0008264+0.00071949i,-0.00052142+0.00071468i,-7.2702e-05+0.0010637i,-0.00037847+0.00097332i,-0.00051627+0.00021516i,0.00024467+0.00016267i,0.00020942+0.00064566i
