0.00051126+0.00092267i,0.0013519-0.0011909i,-0.00048753-0.0026227i,-0.0018715-0.0018535i,-0.0020814-0.00013968i,-0.0013887+0.0010793i,-0.0007508+0.0018481i,-0.00026213+0.0012721i,0.00033573-1e-05i,0.00034138-0.00034116i,-0.00063345-0.0010373i,-0.0010167-0.0016982i,-0.00083806-0.00096724i,-0.00053742+8.9106e-05i,-0.00030826+0.00061063i,-0.00043625+0.00034065i,-0.00072101+0.00064236i,-0.00046+0.0013408i,0.00011448+0.00092434i,0.0002793+3.7764e-05i,-4.908e-05-0.00011836i,-0.00038359+0.0002487i,-0.00066076+0.00010517i
-0.00077875+0.00074661i,-0.00015732+0.0014887i,-0.00015777+0.0018677i,2.876e-05+0.0017493i,0.00020849+0.0019716i,0.00077389+0.0012089i,0.00075479+0.00018957i,0.00052818+0.00026484i,0.00030378+0.00075907i,-9.836e-05+0.00092422i,0.00012946+0.0010045i,-0.00032055+0.00059894i,-0.00042211-0.00037975i,-0.0003195-3.4195e-05i,-0.0008134+0.00052969i,-0.00081459+0.00047875i,-0.00037584+0.00044235i,5.4835e-05+0.00046469i,0.0010081+2.3925e-07i,0.0008865-0.00014026i,0.00029248-0.00032676i,-0.00017835+4.5497e-05i,-0.00074909+0.00076728i
-0.00055892-0.0023655i,-0.0011649-0.0019608i,-0.0010895-0.0011641i,-0.0012962-1.1188e-05i,-0.0016585+0.00051256i,-0.0014995+0.00068476i,-0.00071734+0.00048274i,0.00022117-0.00017454i,8.0796e-05-0.00026502i,-0.00030904-0.00021753i,-0.00018052+7.1437e-05i,1.8478e-05+0.0005436i,-0.00038873+0.00077601i,-0.00063053+0.00070233i,-0.00095454+0.00044621i,-0.00054832+0.00022356i,0.00019417-2.4023e-05i,0.00018749+0.00015622i,0.00011288+9.7752e-05i,-0.0001921-0.00014224i,-2.4474e-06-0.00029303i,0.00017816-0.00019704i,0.00023977-0.00036342i
-0.0010132+0.0014522i,-0.00082688+0.00245i,-0.00017716+0.0029951i,-4.1163e-05+0.0023533i,0.00026732+0.0014936i,0.00071285+0.00062687i,0.0011348-0.00036305i,0.00063223-0.00040527i,0.00018133-9.8146e-05i,0.00010113+0.00055625i,-0.00026315+0.00011197i,-0.00035441-0.00091205i,-0.00059182-0.00097651i,-0.00075554-0.00059513i,-0.00023117+0.00022557i,0.00029506+0.00066922i,0.00069552+0.00087964i,0.00010587+0.00088532i,-0.0009479+0.0009705i,-0.0005486+0.00033777i,0.00014932-0.00045266i,0.00025113-0.00032493i,0.00035156-0.00057498i
-0.00050833-0.001456i,-0.00021424-0.0014883i,0.00053391-0.00067756i,0.00041518-0.00024229i,2.6269e-05-4.3798e-05i,9.9125e-05+3.9303e-05i,0.00041813-0.00032775i,0.00015067-0.00022601i,-0.00071443+4.3617e-05i,-0.00065557-0.00075079i,3.6646e-05-0.0012473i,0.00028201-0.0011085i,-6.2341e-05-0.00041988i,-0.00035264+0.00032227i,0.00025057+0.00043265i,0.00052553-0.00011124i,4.626e-05+0.00054668i,0.0003778+0.00091937i,0.0008364-0.00015299i,0.00048822-0.00032177i,-9.4929e-05+0.00016612i,-0.00068915+0.0004167i,-0.00070153+0.00032263i
-0.00048157+0.0013247i,-0.0004978+0.0012898i,-5.0673e-05+0.0024841i,-0.00052862+0.0025122i,-0.00053028+0.0015249i,-0.00011661+0.00099682i,0.00022927+0.00058827i,-5.1091e-05+0.00074557i,-0.00043373+0.0013533i,-0.00085369+0.00087077i,-0.0011247-0.00012571i,-0.00097948-0.00040368i,-0.00095853-0.00012481i,-0.00091103+0.00034524i,-0.00027628+0.00041298i,0.00031321+0.00066049i,0.0002619+0.0012561i,0.00054966+0.0012018i,0.00049999+0.00069736i,0.00040907+7.4163e-06i,0.00029153+0.00017645i,-0.00029788+0.00033527i,-0.00038963+0.00068649i
-0.0013265-0.00068351i,-0.002648+3.8736e-05i,-0.0025307+0.0001601i,-0.00095119+0.0003234i,-0.00010646+0.0012809i,-0.00010623+0.0013562i,0.00065165+0.00052401i,0.00053685+0.00024758i,-9.8354e-05+0.00031158i,-0.00017679-0.00021124i,6.7632e-05+0.00021182i,-0.000379+0.00033255i,-0.0015099+4.6245e-05i,-0.0010439+0.00043023i,-0.00020352-1.632e-05i,0.00024825-1.8373e-05i,0.00031323+0.00020501i,0.00052119-0.00055698i,4.8512e-05-0.00081946i,-0.00066268-0.0002027i,0.00034907+0.00028376i,0.0009686+0.00013725i,0.00027187+0.00035695i
0.0010201-0.0029885i,0.00060292-0.0032945i,-0.00064293-0.002436i,-0.0012068-0.00082225i,-0.0013082-2.0284e-05i,-0.0013969+0.00045439i,-0.0001949+0.00031075i,0.00031782+0.00013425i,-0.00034028-0.00027095i,-0.00081166-0.00047678i,-0.00095733-0.00044108i,-0.00078481-0.00041378i,-0.00038007+3.4127e-05i,4.8972e-05+0.00082421i,0.00076885+0.00033416i,0.00027733-3.4992e-05i,-0.00086867+0.00018397i,-0.00032981+0.00014705i,0.00022664+1.6194e-05i,-0.00015116-2.5952e-05i,-4.0209e-05+2.4927e-05i,-4.3218e-05-0.00012627i,-0.00043204-0.00050988i
-6.3022e-05+0.0023102i,0.00026595+0.001465i,0.00097972+0.001246i,0.00066309+0.00076809i,-0.00054611-5.2746e-05i,-0.0013751+0.00015141i,-0.00070791+0.00082188i,-0.00056683+0.00090529i,-0.0009782+0.00088078i,-0.00094479+0.00069774i,-0.00089411+0.00044471i,-0.00087189-0.00011554i,-0.0004513-0.00055478i,7.3622e-05-0.0005506i,0.00047991+7.18e-05i,0.00086427+0.00037777i,0.00050677+0.0003155i,0.00028759+2.6395e-05i,7.8954e-05-0.0003317i,-3.1366e-05+0.00011201i,-9.058e-05+0.00068943i,-0.00037794-4.1495e-05i,-0.00043788-0.00026831i
-0.00088802-0.0012065i,-0.0009413-0.00095977i,-0.0012009+2.0302e-05i,-0.0018004+0.00041484i,-0.001611+0.00035628i,-0.00033096+0.0006079i,0.00040747-3.5148e-05i,0.00036159-0.00096153i,0.0001502-0.00062891i,-0.00044726-0.00058547i,-0.0012546-0.00090692i,-0.001344-0.00041478i,-0.00066568+0.0001992i,0.00041071-2.494e-06i,0.00048837+0.00017081i,-6.8184e-07+0.00050444i,-9.182e-06+0.00040533i,0.00012497+0.00015859i,-0.0001111+0.00039392i,-0.00055938+0.00018037i,-0.00033153-0.00037151i,-0.00023432-0.00049772i,-0.00046132-0.00066632i
-0.00079912+0.0027154i,0.00082556+0.002361i,0.0026451+0.0019737i,0.0023935+0.0014956i,0.0015102+0.0015373i,0.00063289+0.0012767i,-0.00015544+0.00098456i,-0.00044171+0.001006i,-0.00032265+0.0010541i,-0.00030605+0.00068924i,-0.00017655+0.00017204i,0.00037528-0.0004063i,0.00016128-0.0010335i,-0.00061736-0.00013904i,-0.00027619+0.00094419i,0.0001914+0.00092107i,0.00062755+0.00016947i,0.00073373-0.00030687i,0.00018876+0.0003083i,-0.00066253+0.00049i,-0.00035843+9.9065e-05i,-8.5775e-05+0.00039454i,-0.00039641+0.00068663i
0.00064093-0.00312i,-6.4829e-05-0.0017183i,-0.00024922-0.0010205i,-0.0007071-0.0015172i,-0.001331-0.00049189i,-0.0013649+0.0010731i,-0.00021006+0.0012399i,0.0001164+0.0013502i,-0.0006307+0.0004717i,-9.4478e-05-0.00083312i,0.00018102-0.00093209i,-0.001097-0.00016677i,-0.0012427+0.00038011i,-2.3471e-05+6.8833e-05i,0.00026236-0.00023889i,-0.00040267-2.1503e-05i,-0.00081657+0.00091833i,4.2645e-06+0.00081708i,0.00061607+0.00064833i,-0.000105-0.00014847i,-0.00045778-0.001092i,0.00018441-0.0010362i,0.00063108-0.00038069i
0.00291+0.0029941i,0.0042326+0.00041195i,0.0053657-0.00020055i,0.0040571-0.0008299i,0.0018771-0.0020818i,0.00078734-0.0020024i,0.00024339-0.001216i,0.00022676-0.00018109i,0.00044423+0.00043735i,0.00019015-0.00035684i,-0.00024129-0.00046622i,-0.00042397+0.00037524i,0.00025583+0.001235i,0.00036304+0.0017851i,-0.0001916+0.001101i,-6.5939e-05+0.0010035i,0.00033531+0.0016388i,0.00059264+0.0012661i,0.00042443+0.00034521i,-2.5433e-06+0.00026394i,2.5857e-05+0.0010212i,0.00018165+0.0014598i,0.00036792+0.00089588i
-0.002342-0.0003033i,-0.0026118+0.00081546i,-0.0024744+0.00068445i,-0.0019504+0.00040724i,-0.0026025+0.0007353i,-0.0019118+0.0011894i,-0.0011528+0.0010236i,-0.00096423+0.00062808i,3.8604e-05+6.716e-05i,-0.00010311-3.3449e-05i,-0.00046068+0.00069897i,-0.00053725+0.0009417i,-4.0076e-05+0.00029906i,0.00070639+5.4331e-05i,0.0010803+0.00027254i,0.00086573+0.00052599i,0.00028847+0.00077724i,0.00014126+0.0008001i,-2.9937e-06-0.00013589i,0.00056657-0.00085631i,0.0014421-0.00090714i,0.00097758-0.00042796i,9.3939e-05-4.2418e-06i
0.0014797+0.0011883i,0.0023802+2.3096e-05i,0.0031237-0.00054056i,0.002796-0.00073648i,0.0012562-0.0010034i,-0.00010486-0.0010591i,-0.00038053-0.00059809i,-0.00024482-0.00015096i,-0.00014389+0.00022466i,0.00018838+0.0006057i,-1.8248e-05+0.00022277i,-0.001056-0.0002041i,-0.00093284+0.00012391i,-0.00021311+0.00016433i,-0.00046024+0.00055713i,-6.6715e-06+0.001074i,-0.00012167+0.0009659i,-0.00053488+0.00072504i,0.00013485+8.5396e-05i,0.00045685-0.00020992i,-1.2863e-05+0.00055232i,-0.00047952+0.00024944i,-0.00060307-0.00071488i
-0.0018401+0.0027308i,-0.00065033+0.0026015i,-0.00012602+0.0027468i,0.00015015+0.0021999i,0.00074639+0.0011457i,0.00063856+0.00060257i,-0.00041111-0.00022112i,8.2378e-05-0.0010154i,0.00062237-0.0012485i,0.00042035-0.00030857i,0.00018433+0.00036149i,-0.00084929-0.00017589i,-0.0016565+0.00022118i,-0.0015106+0.0011305i,-0.000934+0.00084183i,-0.00090868+0.00068714i,-0.00030531+0.00097479i,0.00024147+0.00075864i,6.965e-05+0.00029917i,0.00037733+0.00028571i,0.00057762+0.00045271i,0.00039984+3.4192e-05i,0.00012511+0.00019314i
0.00014432-0.0013052i,-0.00013962-0.0016013i,-0.00021828-0.0014043i,0.00070817-0.00072896i,0.00016299+0.00042787i,-0.00062053+0.00094907i,-0.00087171+0.00095998i,-0.00069551+0.00017922i,-0.00034648-0.00012114i,-0.00010931+0.0006554i,-2.7607e-05+0.00088532i,-0.0001334+0.00059313i,-0.000131+0.00025097i,0.00021153-3.7056e-05i,-7.1689e-05+0.00048946i,-0.00036712+0.00030578i,-0.00028927-0.00017505i,-0.00021409-0.00041701i,8.9519e-05-0.00039644i,0.00023317-0.00039037i,8.7574e-06+0.00017058i,-0.00054952+8.1026e-05i,-0.00077613-0.00098812i
-0.00087673+0.0016868i,-0.00021227+0.0015481i,-0.0012187+0.0016849i,-0.00086691+0.0030324i,0.00022188+0.0033099i,0.0004519+0.0021439i,0.00081128+0.0012007i,0.000799+0.00060441i,-1.554e-05+0.00025174i,-0.00086666+0.00056415i,-0.0010956+0.00058088i,-0.00076736+8.1667e-05i,-0.00078619-0.00026183i,-0.00087337-0.00073549i,-0.00031259-0.00060184i,0.00022401+2.2378e-05i,0.00036564+0.00041002i,0.00072289+0.0005499i,0.0013177-0.00022736i,0.0010556-0.00037661i,0.00014068+0.00011082i,-9.9996e-05-0.00018339i,0.00034306-0.00055674i
-0.0011417-0.0006371i,-0.0005662-0.00022287i,0.00054674+0.000757i,0.0011713+0.00087559i,0.001306-0.00052664i,0.0011317-0.00053429i,0.00031384-0.0002674i,-0.00014345-0.00051021i,-1.0147e-06+0.0004744i,5.376e-05+0.00095667i,-0.00011793+8.1349e-05i,-0.00034152-0.00011134i,-0.00083829-8.6196e-05i,-0.0014321-0.00059186i,-0.00051486-0.00038277i,0.00025405+0.0004906i,0.00015206+0.00054006i,0.00063946+0.00052611i,0.00074857+0.00019132i,0.00044147-0.00023394i,0.00053523+5.5611e-05i,0.00052493+1.3138e-05i,-5.3433e-05-0.00042913i
0.0013551-0.00099765i,0.0002988+0.00079897i,-0.00070596+0.0010502i,-0.0017438+0.00026886i,-0.0018048-0.00011126i,-0.001275+8.1193e-05i,-0.00084907+5.4887e-05i,1.9431e-05-2.1567e-05i,0.00039106-0.00011556i,0.00017658-0.00023387i,0.00012297-9.8376e-05i,-0.00023333-9.9311e-05i,-0.00038531-0.00043746i,-0.0002393+0.00034977i,-9.5118e-05+0.0014643i,-0.00028974+0.001103i,-0.00023993+0.00038162i,0.00045348+0.00026985i,0.00068027-0.00031126i,0.00029953-0.00060481i,3.1733e-05-0.00043384i,0.00023622-0.00025459i,0.00065907-0.00054893i
-0.0019269+0.00041863i,-0.00149+0.00096185i,-0.00021987+0.0017343i,0.00022071+0.0022609i,0.00026853+0.0012305i,0.00029266-0.00022425i,-0.00061043-0.00017595i,-0.00091698-0.00011755i,-0.00040954+4.8429e-05i,5.0541e-05+0.00029639i,0.00029387-6.9563e-05i,5.8611e-05-0.00082618i,-0.00050807-0.00083452i,-0.00087728-0.00057327i,-0.00021513-0.00078158i,0.00061046-0.0011289i,0.00033672-0.00093804i,0.0006291-3.2984e-05i,0.0004354+0.00071036i,0.00019523+0.00048265i,0.00040695-0.00028862i,-0.00019286-0.00019531i,-0.00052457+0.00033212i
-0.00098087-1.2256e-05i,-0.00092752+0.00035522i,-0.0012764+0.0010579i,-0.0012027+0.001402i,-0.0002829+0.0013454i,0.00038348+0.0010059i,0.00036633+0.001091i,-0.00060975+0.0010327i,-0.0011751+0.00087448i,-0.00042565+0.00058559i,0.00025896+0.00045403i,-0.00033093-1.1865e-05i,-0.0010412-0.00062332i,-0.00034941-0.00035563i,-0.00022291+0.00024854i,-0.00038802+0.00066214i,-0.0011855+0.00055234i,-0.001315+4.2796e-06i,0.0001002-0.00044055i,0.00062579-1.6159e-05i,0.00031055+0.00055678i,0.00060537-0.00011691i,0.00091898-0.00010567i
-6.7027e-05-0.00073609i,-0.00054696+0.00048998i,-0.00086727+0.00084304i,-0.00038683+0.00088834i,6.4128e-05+0.00091595i,0.0004085+0.00035682i,0.0006791-0.00019296i,0.00085269-4.4274e-05i,0.00085408+0.00034242i,0.00014753+0.00037398i,-0.00054926+0.0001098i,-0.00082751-8.9741e-06i,-0.00063611+0.00012125i,0.00014382-0.00028432i,0.00034946-0.00042602i,2.3598e-05+0.00035826i,0.00021031+0.00025628i,0.00074-0.0001896i,0.00091047-0.00022667i,0.00098196-0.00020009i,0.00060374+0.00016119i,0.00021767-0.00020722i,0.00078969-0.00066728i
0.0017635-0.00034065i,0.0010451-0.0012566i,0.00084988-0.0015768i,0.0002953-0.0013548i,-0.00063805-0.0011584i,-0.0014287+0.00040062i,-0.00060867+0.0012314i,0.00054187+0.0003581i,0.00063829-0.00073118i,0.00075269-0.00099581i,0.00023199-0.00069979i,-0.00041933-0.00046816i,-0.00053698-0.00028349i,-0.00063343+0.00041914i,-0.00035863+0.00044823i,0.00041738+0.00020002i,0.00055621+0.00031266i,0.00034402+0.00029942i,0.0005447+0.00059343i,0.00014863+0.00031455i,5.6786e-05+9.9676e-06i,9.7171e-05-0.0001005i,-0.00022079-0.00019285i
0.00031167+0.00022454i,0.00012239+0.00079273i,-0.00019351+0.0013864i,-0.00044185+0.0013895i,-0.00075291+0.00071802i,-0.00099323+6.7077e-05i,-0.00045391+9.8961e-05i,0.0003324+0.00038733i,-0.00063914+0.00033996i,-0.00091903+0.00010424i,0.00017666-1.606e-05i,0.00014005-0.00034016i,-0.00036427-0.00090001i,0.00013832-0.00095463i,0.00035174-0.00042022i,0.00033407+9.8267e-06i,-4.6576e-05+0.00023909i,-0.00022157+0.00026598i,5.9836e-05-6.5646e-05i,-7.0015e-05-0.0004419i,0.00023115-3.6809e-05i,0.00062439+0.00023265i,0.00029845+9.9091e-05i
0.00086024-0.00074132i,0.0012519-8.4285e-05i,0.0018202+0.0003449i,0.0014357+0.00014208i,0.00052643+0.00035476i,0.00065579+0.00077174i,0.00050369+0.00096623i,7.514e-06+0.0016594i,-0.00071956+0.0018838i,-0.0013817+0.0012632i,-0.00071974+0.00031579i,0.00014708-0.0014239i,0.00086709-0.0012886i,0.00046287-0.00057729i,-0.00059458-0.00057835i,-0.00096221+0.00029702i,-0.0009539+0.00089662i,-0.00011128+0.00093976i,0.00060626+0.00016196i,0.00010948-0.00020108i,-0.00010968+0.00068587i,-0.00013348+0.00078654i,-5.5942e-05-0.00027041i
0.00063738-0.00063479i,0.000139-0.00085917i,0.00046897-0.00083901i,0.00038696-0.00031511i,-0.00038225+0.00010346i,-0.00025158+0.00056902i,-6.0117e-05+0.00054072i,0.00058645+5.0747e-05i,0.0008994-0.0004299i,0.00042362-0.00061495i,0.00042627-0.00011135i,0.00027958+8.9999e-05i,-8.4452e-06+0.00029083i,0.00039814+0.00038535i,0.0004847+0.00024099i,0.000495+0.0004961i,0.00024834+0.0007194i,-0.00053095+0.00028135i,-0.00088009-0.00029925i,-0.00028963-0.00032608i,0.00029494-0.00081869i,0.00062301-0.00021227i,0.00011433+0.00061505i
0.0015191+0.00070874i,0.0019526-0.00021921i,0.0019118-4.9325e-05i,0.0018104+0.00022019i,0.0014744-0.00047915i,1.9396e-05-0.00075777i,-0.00076205-0.00059453i,-0.00053369-0.00080543i,-0.00054447-0.0006465i,-0.00057366-0.00048768i,0.00030993+0.00044209i,1.3617e-05+0.0013739i,-0.0011771+0.00067332i,-0.0011421+0.00019873i,1.5209e-05-8.0127e-05i,0.0010133-0.00016647i,0.0011294-0.00013707i,0.0011536-8.0226e-05i,0.0012586-4.6248e-05i,0.00073882-0.0003759i,0.00044009-0.0005094i,0.00076873-0.00060378i,0.00055591-0.00073625i
-0.0005116+0.0010631i,0.00013395+0.0017409i,0.00066513+0.0015859i,2.3427e-05+0.0011454i,-0.00080166+0.0014163i,-0.00081241+0.0011089i,-0.00052553+0.00064763i,-0.00034025+0.00054651i,-0.00031582+0.0002737i,-0.00075425+8.7575e-05i,-0.00092103+0.00049472i,-0.00083741+0.00070245i,-0.0005151+0.00049208i,-0.00055937+0.00060564i,-0.00029962-1.3287e-05i,0.00027543-0.00040372i,0.00022308+0.00023542i,0.0002535+0.00054183i,0.00015817+0.00039187i,-0.0004306-0.00043842i,5.5803e-05-0.0012688i,0.00076972-0.00078307i,0.00049796+0.00064798i
8.5906e-05+0.0015989i,6.9874e-05+0.0011139i,-7.8628e-05+0.00079977i,0.0010674+0.0011999i,0.0012032+0.0011215i,0.00033677-0.00016163i,-4.5914e-05-0.00033296i,-0.0007249+0.0003703i,-0.0012145+0.00061274i,-0.00063455+0.00051154i,-0.00039663+0.00053214i,-0.000557+0.00028123i,-0.00054157-0.00054186i,-0.00043526+1.0189e-05i,-0.00068698+0.00097321i,-0.00019073+0.00094095i,-4.5199e-05+0.00064172i,-0.00035554+0.00089902i,0.00041749+0.0011721i,0.0002298+0.00016894i,-0.00069072-0.00089459i,-0.00023426-0.0010826i,-0.0003833-0.00072885i
-0.0017903+0.001362i,-0.00092581+0.0012513i,-0.00081852+0.0018918i,-0.0011203+0.0017695i,-0.00034311+0.0009408i,-5.3205e-05+0.00065042i,-3.3972e-05+0.00108i,-0.00016415+0.0016724i,-2.0621e-05+0.001429i,-0.00019525+0.00064867i,-0.00012968+3.0595e-05i,-6.7712e-05-0.0005311i,-0.00057578-0.00067418i,-0.00060423-0.00093137i,-0.00057948-0.00010996i,-0.00027826+0.0010318i,0.0003607+0.00050707i,0.00032773-0.00016872i,0.00034796-0.00032711i,0.00045056-0.00039089i,-0.00057564+0.00015427i,-0.0012356-0.00014816i,-0.00050795-0.00085733i
-0.0013614-0.0021591i,-0.0017655-0.002006i,-0.00062058-0.00066281i,-1.3606e-05+0.0019035i,-0.0010254+0.0024279i,-0.0013276+0.001737i,-0.00043875+0.0011874i,0.00033925+0.00044858i,9.903e-05+0.00051826i,-0.0011875-0.00012632i,-0.0016529-0.00019922i,-0.00078164+0.00049394i,0.00041793-0.00014473i,-0.00014799-1.7999e-05i,-0.00085035+0.00017002i,-1.7223e-05+0.00020417i,-0.0001312+7.0385e-05i,-0.00015716+0.00044774i,0.00030242+0.0005083i,6.4299e-05+0.00023467i,0.00013001+0.00022677i,0.00039019+9.8437e-06i,0.00035375-0.00025697i
0.0013127+0.0016641i,0.0019792+0.000832i,0.0012616-0.00016045i,0.0012403+0.00023929i,0.0018167+0.00084591i,0.0017+0.00078127i,0.00036927+0.00060652i,4.4806e-06+0.00046467i,0.00046657+0.00036733i,4.739e-06+0.00084649i,-0.0011093+0.00049667i,-0.0011248-0.00048833i,-0.00058738-0.00053516i,-0.00094831+0.00021574i,-0.0012273+0.0008961i,-0.00067341+0.00047303i,-0.00032709+1.5405e-05i,-0.00017762+8.1091e-05i,-7.7142e-05-0.00018679i,0.00014171-0.00019954i,0.00018299-0.00057884i,0.0004497-0.00032504i,0.0008522+5.0177e-05i
-0.00023981-0.00024331i,-0.00024097-0.00021871i,0.00012426-0.0011239i,7.397e-05-0.00075825i,-0.0008454+0.00012165i,-0.0012556+0.00066626i,-0.00076947+0.00047043i,9.5382e-05+3.1255e-05i,0.00078605-0.00054362i,0.00053285-0.00025267i,0.00010869+0.00037097i,8.7594e-05+1.9065e-05i,-0.00064563-0.00042677i,-0.0011946-0.0002588i,-0.0011917+0.00020596i,-0.00072894+0.00034782i,-0.0001404-0.00014612i,-0.00019944-1.7805e-05i,-0.00037948+0.00011942i,-0.00018994+2.0987e-05i,-0.00023412+0.00030605i,-0.0004757+0.0002606i,-0.00045068+0.00012059i
0.00026814+0.00092281i,-0.00020287+0.00035884i,-0.00070016+0.00031289i,-0.00049249+0.001529i,3.8529e-05+0.0013078i,-0.00077319-8.2107e-05i,-0.00021036-0.00037386i,0.00042126-0.00013651i,-0.00046228-0.00058575i,-0.00074247-0.0008419i,-0.00076222-0.00055351i,-0.00087006-4.2658e-05i,-0.00083593+0.00044736i,-0.00095788+0.00056085i,-0.00038656+0.00057908i,0.00058552+0.00072387i,0.00084967+0.00090884i,0.00053989+0.00080851i,0.00079507+0.00015232i,0.0014571-0.00052843i,0.0013136-0.00011345i,0.00043063+0.0005235i,-0.00016133+0.00049863i
8.6136e-05+0.00017229i,-0.00025351+0.0011574i,-9.9221e-05+0.001059i,-8.9078e-05+0.00032148i,-0.0010983+0.00053017i,-0.0016883+0.00047552i,-0.00098988+0.00019873i,-0.00022202+3.1218e-05i,-0.00032453-0.00050876i,-0.00057143-0.00061055i,-0.00035763-3.1872e-05i,-0.00044416-0.00025978i,-0.00042857-0.00048318i,-0.00024561-0.00031282i,-0.00028576-0.00018212i,-7.6183e-05+0.00022398i,0.00017169+0.00027144i,0.00013006+0.00066068i,0.00025186+0.00062546i,0.00025948+0.00030918i,-0.0004342+0.00074364i,-0.00097016+2.0769e-05i,-0.00052698-0.0010416i
-0.0007116+0.0016472i,0.00045211+0.0012382i,0.0011754+0.0017708i,0.0022745+0.0017965i,0.0023319+0.00088639i,0.00092364-4.5892e-05i,0.00023219-0.00036636i,0.00081397-0.0001304i,0.0012821+0.00025228i,0.00062558+0.00070317i,-0.00058609+0.00085219i,-0.0003982+0.00038985i,-0.00088218-7.2857e-05i,-0.00098098-6.1591e-05i,0.00016133-1.0117e-05i,0.0004763+0.00019012i,-4.9215e-05+0.00052169i,-0.00016533-4.669e-05i,0.00065825+0.00022696i,0.00044767+0.00081564i,-0.00033347+0.00022239i,-0.00054848-0.00017132i,-0.00042657-3.197e-05i
0.0009191+0.00024734i,0.00043757+0.00047168i,0.00068194+0.00018208i,0.00068307-0.00034624i,-0.00027051-2.6438e-05i,-0.001357-0.0001609i,-0.0010433+0.00020137i,0.00033593+0.00086823i,0.00057984+0.00095539i,-7.51e-05+0.00032397i,6.8534e-05-0.00012574i,-0.00020029-0.00037118i,-0.00086802+0.00014117i,0.00014723+0.00066969i,0.0011486+0.00040079i,0.0008882+0.00051356i,-1.7388e-05+0.000358i,-0.00033196+0.00029929i,0.00029012+0.00022775i,0.00074756-9.4957e-05i,0.00043383-0.00033782i,-0.0003097-0.0001324i,-0.00095679+5.8293e-05i
0.00025075-0.001602i,0.00015845-0.00052214i,0.00064868-0.00018211i,-1.0353e-05-0.0007155i,-0.0011878+0.00072047i,-0.00097742+0.0017448i,-0.00032995+0.001526i,5.9759e-05+0.00091994i,0.00018167-0.0001063i,-0.00015321-0.00026498i,-0.00092917-0.0002254i,-0.001005-0.00048801i,-0.00074896-0.00039441i,-0.00054009-9.8926e-05i,-0.00011174+0.00010221i,-0.00013127+0.00027378i,0.00029417-0.00033375i,0.0010044-0.00080039i,0.00070034-0.0007428i,-0.000171-0.00032938i,-0.00047688-0.00044589i,-0.00016763-0.0010359i,0.00014523-0.00079697i
-0.00067182+0.0018297i,0.001021+0.00081471i,0.0012579+0.0011711i,0.00025891+0.0016009i,0.00058006+0.00078558i,0.0010722-0.00038586i,0.00063136-0.00084178i,0.00028569-0.00027553i,0.00022848+0.00067942i,0.00044908+0.00080463i,0.0002818+9.686e-07i,-6.446e-05-0.00033513i,-0.0001252+0.000246i,-0.00060209+0.00035671i,-0.00072469-0.00031804i,-0.0004193-0.00042092i,9.8523e-05+7.0654e-05i,0.00069569+0.00014723i,0.00051521+0.0001521i,-0.00013795-4.2928e-05i,9.3587e-05-0.00023671i,0.00057908+8.387e-05i,-0.00019221+4.3798e-05i
-0.00079201-8.0163e-05i,-0.00057889-0.00010078i,0.00036759-0.00056944i,0.00036185-0.00093288i,-0.00042033-0.00088731i,-0.00085196+0.00045233i,-0.00024388+0.0020471i,0.00073466+0.0013212i,0.0015369+0.00029616i,0.0012833+0.00014631i,0.00070902-0.00027307i,5.6754e-05-5.8248e-05i,-0.00040225+0.00038707i,-0.00057026+0.00067488i,-0.00057961+0.00053467i,-0.0002567+0.00081523i,0.00017164+0.00068321i,0.00054769-0.00034944i,0.00067624-0.00033804i,0.00064247-0.00063437i,0.0010443-0.00096827i,0.0010269-0.00072238i,6.1925e-05-0.0010126i
0.00025651+0.00098231i,0.00024176+0.001009i,0.00043028+0.00056224i,0.00045493+0.0004483i,0.0010126+0.0008457i,0.0011144+0.00035851i,5.1253e-06+0.00024343i,-0.00073166+0.00069901i,-0.00013391+0.00022054i,0.00099876-0.00033335i,0.00043828-0.00025366i,-0.00045503+9.7156e-06i,-0.00037365-9.0246e-05i,-0.00027053+0.0001727i,0.00011634+0.00023033i,0.00033532+0.00034611i,3.1185e-05+0.00072393i,2.4834e-05+0.00046381i,0.00029258+0.00011938i,0.00028052+0.00065478i,-6.9923e-05+0.00047292i,4.3027e-06+0.00048921i,0.00037533+0.00097909i
-0.0012566-0.0026536i,-0.0023279-0.00063046i,-0.0027112+0.0018927i,-0.0019575+0.001971i,-0.00080447+0.0012206i,-0.00016822+0.00095132i,0.00011249+0.0010591i,0.00035191+0.00045153i,0.00034986-0.0006684i,3.4279e-05-0.0010028i,0.00028194+1.5975e-05i,0.0006553-4.0241e-05i,0.00028972-0.00073033i,-0.00057354-0.00079312i,-6.3009e-05-0.00057028i,0.00063671-2.2932e-05i,0.00075911+0.00042793i,0.00052124+0.00052271i,0.00083302+5.1222e-05i,0.00089095-0.00050631i,0.0001922-6.6892e-05i,0.00023882+0.00047609i,0.00036489+0.00057109i
