-0.00093788+0.0013884i,0.00043302+0.00049441i,-0.0011863-2.8714e-06i,-0.0017548+9.8369e-05i,-0.00091107+0.00055711i,-0.00064386+0.0022689i,-0.00067873+0.0042279i,-0.00046758+0.003375i,0.00038578+0.0011725i,0.0014426-0.00029024i,0.0018512-0.00065074i,0.0008588-0.001016i,-0.00055074-0.00011444i,-0.00067906+0.00081864i,-0.00086576-9.5073e-06i,-0.00084509-0.00078398i,-3.4134e-05-0.00052489i,-0.00014021+3.4041e-06i,-0.00042302-0.0001797i,0.00018151-0.0007581i,0.0006134-0.0010708i,0.00027867-0.0012291i,-0.0005663-0.00067378i
-0.0009068+0.00067059i,-0.001166+0.00083071i,0.00011811+0.00053242i,0.00079126+0.00053052i,0.00039476+0.00046698i,4.5101e-05+0.00014068i,-0.00072297-5.4905e-05i,-0.00074592-0.00064945i,0.0001298-0.00039102i,-0.00044448+0.00038897i,-0.00087017+0.00044933i,0.00010911+5.2474e-05i,0.00016565-0.00044687i,-0.00034816-0.00020454i,-1.3069e-05-0.00025508i,0.00028605-0.00040143i,-0.00017263-0.00070878i,-0.00049123-0.00093859i,-0.00019045-0.00074959i,5.3373e-05-0.00068896i,-0.00016613-0.00032604i,-5.1231e-05-0.00029417i,-0.0001463+3.8496e-05i
-0.0017756+0.0019319i,-0.0024178+0.0017089i,-0.0016504+0.0026875i,-0.00020003+0.0038585i,0.0010621+0.0029922i,0.0010788+0.0014526i,-8.426e-05+0.0012469i,-0.0007734+0.0017057i,-0.00058502+0.001556i,-2.1171e-05+0.0005447i,-0.00023476+7.7467e-05i,-0.0007108+0.0004731i,-0.00052823+0.00046781i,0.00040281-0.00017391i,0.00047852+0.00036596i,-0.00017325+0.0012218i,0.00046786+0.00085959i,0.00063474+0.00061451i,0.00028692+0.00056158i,0.0010878+6.9417e-06i,0.0014729-0.00029152i,0.00098809-9.9332e-05i,0.00051336-4.7253e-06i
-0.0008948-8.9916e-05i,1.2752e-06+0.00022555i,0.00098281+0.00050965i,0.0019413+0.00068475i,0.0022693+0.00050328i,0.0016282-0.00071931i,0.0001191-0.00067788i,-0.00041052-3.6211e-05i,-0.00032616+0.00030442i,-0.00018845+0.00059598i,0.0004853+0.00048576i,0.00086466+0.00048126i,-0.00016072+0.0006043i,-0.00087935+0.0007251i,0.00038257+0.00050401i,0.00044257+0.0001777i,-0.00016433-0.00027494i,0.00014359-0.00063819i,4.5895e-05-0.00036437i,-0.00094042-0.00046382i,-0.00088041-0.00043057i,-0.0008632-6.7208e-05i,-0.00086433+0.0001166i
-0.000488+0.00061698i,-0.00098412+0.00034378i,9.2316e-05-0.00049365i,0.00090601-0.00012634i,0.00049816-0.00018616i,0.00050732-0.00010845i,0.00060933+0.00023957i,0.00062171+0.00027839i,-6.2478e-06+0.00038775i,-0.00053473+7.1917e-05i,0.00025034+1.6562e-05i,0.00035634+0.00020058i,-0.0002604+0.00030642i,-6.6525e-05+0.00011992i,0.0002726-0.00033162i,0.00095533-0.00032346i,0.00114-0.00063778i,0.00033052-0.0010239i,0.00016171-0.00073444i,0.00019086+0.00051612i,0.00030769+0.0014362i,0.00028157+0.001045i,2.6341e-06+0.00057283i
0.00012855+0.00056933i,0.0002029+0.0010521i,0.00037649+0.001937i,0.00048223+0.0012948i,0.00087638+0.00033212i,0.00087905-0.00013796i,0.00010624+0.00013185i,-0.00066504+0.00098833i,-0.00029571+0.00042573i,0.00017852+4.4402e-05i,0.00096372-0.00028179i,0.00084695-0.00050721i,-0.00010441-0.00016886i,-0.00021733+0.00015809i,-0.00013617-9.3487e-05i,-3.736e-05-0.00056688i,0.00070012-0.00056983i,0.0014227-0.00061293i,0.00080693-0.00075487i,-7.1997e-05-0.00048554i,-0.0004792+0.00028521i,-0.00013109-0.0001683i,9.1624e-05-0.0010044i
0.00086341-0.0012981i,0.00088415-0.001776i,0.0011301-0.0012726i,0.0012305+9.3124e-05i,0.00064932+0.00029002i,-0.0002297-0.00020589i,0.0001035+2.1999e-05i,0.00042341-0.00038112i,0.00013973-0.0013849i,-0.00029756-0.001266i,-0.00035791-0.00091408i,-0.00020406-0.0008852i,-9.2647e-05-0.00075273i,0.00021546-0.00056706i,-0.00016597-0.00011093i,-0.00056319-0.00011844i,-0.00062185+4.2393e-06i,-0.0010508+0.00039237i,-0.00068144+0.0003362i,0.00048137+0.00011727i,0.00076157+2.2236e-05i,-0.0001634-0.00088985i,-0.00068344-0.001625i
0.00095291+0.00066957i,0.00042083+0.00098879i,0.0017024+0.0011679i,0.0018193+0.0013013i,0.0016576+0.0015699i,0.0011422+0.00065418i,0.00082737+0.00014107i,9.7259e-05+0.00098807i,-0.00096181+0.0013438i,-0.00043185+0.00065877i,0.00062032-6.7453e-05i,0.00094726-0.00021599i,0.00039008-0.00022814i,-0.00033632+0.00010161i,0.00031628-8.154e-05i,0.00061422-0.00074813i,7.7447e-05-0.00061652i,-0.00098115+0.00012048i,-0.0014278-0.00020397i,-0.00032311-0.00058629i,0.00050298-0.00049677i,0.00022707-0.0004514i,0.00033122+0.00045078i
-0.0029477-0.0013427i,-0.0024425-0.00077363i,-0.0019899-0.00083499i,-0.00099871-0.00053073i,-0.0002892+0.00057598i,0.00064705+0.0011436i,-1.4064e-05+0.00043275i,-0.0014997-0.00037571i,-0.0013714-0.0006569i,-0.00070689+0.00023283i,-0.00036225+0.001212i,-8.6374e-05+0.00095731i,-0.0007634+0.00087357i,-0.00073157+0.00089785i,-0.00036989+0.0011086i,-0.00035767+0.0010852i,0.00012188+0.00011302i,9.5033e-05-0.00047977i,0.0003725-0.0003458i,0.00083899-0.00091823i,0.00042025-0.0010523i,-0.00016555-0.00080654i,9.1925e-05-0.00080761i
-0.00066043+0.00040991i,-0.00013621-0.00029047i,0.00040006-0.00023906i,0.00055574+0.00023472i,0.0012047+0.00020482i,0.0014505+0.00028352i,0.0014637-0.00056914i,0.0012324-0.00037197i,0.00089525+0.00017311i,0.00010679+0.00017852i,-0.00040929+0.00041053i,-5.8321e-05+0.00064493i,0.00024665+0.00015579i,0.00012716-0.00070422i,-0.00048957-0.00081164i,-0.00030831-0.00037273i,0.0002703+6.6426e-05i,0.00013685-0.00023429i,0.00021695-0.0010142i,-0.00049586-0.0010002i,-0.0010611-0.00045889i,-0.00063159-0.00095237i,-0.00028954-0.0012345i
0.001506+0.00082629i,0.001623+0.00086247i,0.0022357-5.5162e-05i,0.0025153-0.00016759i,0.0016973-0.00049791i,-0.0002614-0.00051885i,-0.0015119+0.00047961i,-0.00079805+0.0011499i,-0.00057637+0.0011033i,-0.0010494+9.1123e-05i,-0.00055744-0.00046239i,0.00061512-0.00043797i,0.00092537-0.00021938i,0.00085438-0.00051594i,-0.00012711-0.00032407i,-0.00056898-5.9486e-05i,-1.4187e-06-5.9438e-05i,-0.00025668+3.436e-05i,-4.8595e-05+0.00026836i,0.00046317+0.0006219i,0.00040782-0.00010368i,-0.0003953-0.00013865i,-0.0007736+0.00028989i
0.00032114-0.001126i,0.00046584-0.002005i,0.0017096-0.0014061i,0.0018961+0.00012274i,0.00069894+0.00084336i,-0.00037741+0.0010416i,-0.00051288+0.00094569i,-0.00041252+0.00051033i,-0.0002338-0.00029468i,-0.00088854-0.00056637i,-0.0011563+9.0781e-05i,-0.00022174+0.00048008i,0.00019022+0.000824i,1.1581e-05+0.0006024i,-0.00067485-0.00011739i,-0.00063743-0.00015469i,0.00041281+9.9819e-05i,0.00058938-0.00031406i,-0.00028655-0.00033908i,-0.00060599-1.8679e-05i,3.0126e-05-0.00046193i,0.00067631-0.00030614i,0.00064935+0.00013009i
-1.4449e-05+0.00081891i,0.0012973-0.00025613i,0.0010338-0.00078829i,0.0013423-0.00071173i,0.0014992-0.0010423i,0.00045903-0.00087005i,-9.5612e-05-0.00037233i,-7.3477e-05+0.00033645i,-6.1228e-05+0.00042849i,0.00018962+0.00010693i,0.0003286-0.00011438i,0.00056162-0.00077549i,0.00060921-0.00061616i,0.00033263+0.0001776i,7.3212e-05-0.00018502i,3.5653e-05-0.00032003i,-0.00031833+0.00018209i,-0.00015325+0.00017866i,-0.00010546+0.00022771i,-0.00046152-6.7403e-06i,-2.3202e-05-0.00023558i,0.00025346-0.00033165i,-9.1812e-05+3.3547e-05i
-0.00023255-0.00017061i,8.8791e-05+0.00023726i,8.3285e-05+0.00060218i,0.00049369+6.4214e-06i,0.00086182+0.00028208i,0.00053118+0.00081429i,0.00034638+0.00047211i,0.00039979+0.00054077i,9.693e-05+0.00069372i,0.00010683+0.00080605i,0.00041727+0.00052624i,0.00028594+2.2594e-06i,-4.1093e-05-0.00048288i,0.00038967-0.00056699i,0.00053557-0.00025494i,2.3634e-05-0.00035918i,0.00024166-0.00066228i,0.00028289-0.00096167i,0.00016183-0.00042903i,-0.00030678+0.00050044i,-0.00050918+3.3483e-05i,0.00024042-0.00018822i,0.00029896+0.00086901i
0.0029311-0.00087304i,0.0024114-0.00033701i,0.0018914+0.0019261i,0.0023156+0.0010491i,0.0014875-0.0010441i,0.00034424-0.0012535i,0.00061528-0.00066727i,0.00014142-0.00010477i,-0.00048778-0.00020478i,-0.0012656-0.00029129i,-0.0010882-0.00014655i,0.00075788-0.00028756i,0.0015965+0.00014078i,0.00082326+0.00084717i,-0.00038527+0.0010298i,-0.00095477+0.00081707i,-0.00049237+0.00082319i,0.00047985+0.00036787i,0.0012648-2.9955e-05i,0.0011255-0.00018504i,0.00062836-0.0006465i,0.00066782-0.00029252i,-8.2282e-05-2.9921e-05i
0.001442-0.0023305i,0.001098-0.0021384i,0.0010997-0.001156i,0.0014663-0.00047405i,0.00096739-0.00050236i,-0.00037585-0.00064159i,-0.00038911+0.0001711i,-0.00064403+0.0011125i,-0.0013251+0.00029097i,-0.0011108-0.00038458i,-0.00013152-0.00043483i,0.00089-0.00041913i,0.00094983-2.9331e-05i,0.00073902-0.000332i,0.00023131-0.00037344i,-6.9691e-05-0.00026744i,0.00025001+6.7604e-05i,0.00023649+0.00046336i,7.3058e-05+0.00049449i,-1.8321e-06+0.00018786i,9.9315e-05-0.00010841i,0.00021269-0.00031554i,-0.00017131-0.0001124i
0.00024831-0.00017414i,0.00030771+0.00078676i,0.00057244+0.0005961i,0.00043242-0.00039874i,7.1292e-05-0.00048216i,0.00034859+0.00064126i,-0.00018801+0.001112i,-0.00062344+0.00084168i,-0.0001097-5.3338e-05i,0.00028017-0.00069192i,0.00055239-0.00051463i,0.0001536+4.0888e-05i,-9.1007e-06-7.9652e-05i,0.00065336+0.00030879i,0.00052119+0.00062098i,0.00030167+0.00036947i,0.00076369+0.00011986i,0.00044511-0.00044177i,-8.0073e-05-0.0011801i,-8.0892e-05-0.00093766i,-0.00032857-0.00013643i,-0.00025939+9.103e-05i,-0.00029818+0.00010114i
-0.00017798-0.00031328i,-0.00061075-0.00040462i,-0.00021805+0.00050805i,0.00065167+0.0017803i,0.0010647+0.0012299i,0.0012065-0.0003916i,0.001523-0.00036114i,0.00075552+0.00085934i,-0.0005045+0.0015378i,-0.00058113+0.00090365i,0.00022232+0.00060158i,0.00021968+0.00033829i,7.606e-05-1.6889e-05i,-0.00030433-0.00010767i,-0.0010204-0.00079668i,-0.00057626-0.00096254i,-2.8203e-05-0.00021333i,-0.00069254+0.00010985i,-0.00048938+9.1693e-06i,0.00011175+0.00033015i,-0.00018336+0.00027724i,-0.00017971-0.00010801i,-0.00012969-4.3651e-05i
-0.00026657-0.0013794i,0.00052752-0.00031004i,0.0017566+0.00055838i,0.0028305+0.00048704i,0.00215-0.00014777i,0.0013206-0.00065586i,0.00057682-0.00079807i,-0.00055616-0.00037018i,-0.0013685+0.00022175i,-0.00081895+0.00090037i,0.00053114+0.00066987i,0.0009222+0.00033328i,0.00014249+0.000619i,-0.00054442+0.00085573i,-0.00078418+0.00080931i,-0.00093653+0.00036926i,-0.00052564+0.00031895i,0.00020532-0.00012878i,0.00073656-0.0007946i,0.00061783-0.00035986i,0.00024652+2.3945e-05i,-0.00026847-0.00028449i,-0.00050331-0.00045542i
0.0008549+0.00014742i,0.00031039+0.00054883i,0.0003498+0.00061272i,-0.00061088+0.0007185i,-0.0010623+0.00076398i,-0.0006853+0.00099399i,-0.00060621+0.0012707i,-0.00095716+0.0003178i,-0.0010264-0.00012979i,-0.00041297+0.00023977i,0.00031994-9.5884e-05i,0.0011736-0.00054516i,0.00066412-0.00088726i,-0.00020275-0.00055799i,-0.0007024-6.354e-06i,-0.00062556+2.4397e-05i,-0.00020799-0.00017786i,-0.00012429-0.00012466i,3.9961e-05-0.00050616i,-0.00026169-0.0001634i,-0.00033348+0.00024137i,-0.0001613+0.00030088i,-2.4918e-05+0.0010232i
0.00047028-0.00016846i,0.00055578-5.5397e-06i,0.00090852+0.0010055i,0.0012647+0.00099395i,0.0011763+0.00026157i,0.00092388+8.7779e-05i,-4.5629e-05+0.00043605i,-0.0011044+0.0005238i,-0.00092435+0.00060058i,-4.1769e-05+0.00050055i,0.00090783+0.00032593i,0.0010062+0.00061964i,0.0007247+0.0008485i,2.2809e-05+0.00070799i,-0.00088147+0.00028683i,-0.00095161+0.00024585i,-0.00013264-0.00016314i,0.0012787-0.00058476i,0.0015268-0.00038771i,-0.00038545-0.00036171i,-0.0015456-0.00011089i,-0.0010934-0.00016945i,-0.00057865-0.00042291i
0.00020959+0.00076782i,-0.00017211+0.00022353i,0.0002161-7.7594e-05i,6.6483e-05-0.00046454i,0.00067446-0.00064166i,0.00081857-0.00085592i,-0.00036048-0.00016726i,-0.0011538+0.00010269i,-0.0011866-0.00058357i,-0.00049845-0.00025054i,0.0001648+0.00043914i,0.00018981+0.00046926i,-0.00033067+0.0004014i,-0.00014588+0.00017775i,0.00018563-0.0003769i,6.8548e-05-0.00044077i,-0.00056282-6.933e-05i,-0.00053436-9.6401e-05i,-0.00025744-7.4081e-06i,-0.00032005+0.00021129i,-0.00012892+6.0957e-05i,2.8175e-05-0.00034842i,-7.0095e-05-0.00048797i
0.00017302+0.00084528i,-0.00084026+0.00014103i,-0.00069668+0.00055865i,0.00056831+0.0013339i,0.0018481+0.0015916i,0.0010326+0.0017636i,-0.00035672+0.001441i,-0.0011618+0.0004429i,-0.0011582-0.00056068i,0.00029007-0.00059788i,0.00030252+0.0001797i,-0.00060436+0.00016971i,-0.00067714-0.00032945i,-0.00038849-0.00055409i,-0.00011629-0.0008282i,0.00010377-0.00045947i,0.00015683+0.00020731i,0.00011269+0.00056815i,0.00054781+0.00041883i,0.00054842+0.00015885i,-0.00020986+7.4629e-07i,-0.00025663+9.5106e-05i,0.00057438-0.00022015i
0.001043-0.0065473i,0.00062251-0.0044706i,-0.0010586-0.0034292i,-0.0016714-0.0015088i,-0.0012687-0.00023552i,-0.00067501+0.00026603i,-0.00045978+0.00044637i,-0.00026512+6.6775e-05i,0.00047121-7.4851e-05i,0.00097041+0.00022136i,0.00093282+0.00068919i,0.00062962+0.00062939i,-0.00015412+9.0923e-05i,-0.00069094-0.00058179i,-0.00079219-0.00051162i,-0.00059799+0.00028585i,2.5061e-05+0.00024297i,0.00073152-0.00068877i,0.0010282-0.00061077i,0.00043514-0.00077744i,0.00022793-0.00077153i,0.00036295-0.00012807i,0.00040017-0.0003601i
-0.00072117+0.00062619i,0.00035936+0.0015399i,0.0022215+0.0018865i,0.0027898+0.0013806i,0.0019405+0.0010257i,0.00084196+0.00065325i,-0.00032107+0.0011572i,-0.0014735+0.0013073i,-0.00094034-0.00021951i,-0.00044708-0.00071845i,-0.00097432-0.00016372i,-0.00032247-9.0392e-05i,-8.975e-05+0.00018861i,-0.00068994+0.00098705i,-0.00020163+0.00093464i,0.00012748+0.00026497i,2.3848e-06-0.00018034i,-0.00043248-0.00031102i,-0.00075567+0.00040696i,-0.00041223+0.00024695i,0.00015228-0.00019019i,-6.2568e-05-0.00035462i,-0.00045113-0.00071285i
-0.0012918+0.00072269i,-0.00097915-0.00014712i,-0.00051992+0.00036115i,-0.00011044+1.689e-05i,9.1709e-05-0.00049649i,0.0002422-0.00052001i,-0.00016648-0.00099381i,-0.00066956-0.00093888i,-0.00024149-0.00014911i,-0.00010232+0.00011131i,-0.00040148+0.00024626i,0.00024712+0.00020001i,0.00074662+0.00039275i,0.001329+0.0001261i,0.0012451-0.00021228i,0.00060339+0.00029885i,0.00058146+2.7578e-05i,0.00034586-0.00044809i,0.00050835-0.00036122i,0.00032728+8.768e-05i,-0.00069931+0.00038597i,-0.00090658-7.6239e-05i,-0.00045936-0.0010062i
-0.0018952+0.0018358i,-0.0015039+0.001844i,-0.0015818+0.0015408i,-0.0003229+0.00085012i,0.00091262+0.00078878i,3.6619e-05-8.0788e-05i,-0.0010215-0.00010492i,-0.00091433+0.00065653i,-0.00053486+0.00078912i,-0.00025026+7.4645e-05i,0.0003369+0.00035939i,4.2165e-05+0.00040532i,-0.00058508-0.00017535i,-0.00071487+0.00083737i,-0.00046006+0.0011456i,0.00065226+0.00043881i,0.0010321-3.069e-05i,3.1046e-07-0.0007014i,-0.00039336-0.00051739i,-0.00029558+2.4919e-05i,-0.00025445+1.7207e-05i,5.342e-05-0.0010532i,0.00016738-0.00064457i
0.00075618-0.00035021i,0.0017728+0.0011643i,0.0025835+0.0017063i,0.0026637+0.0020228i,0.0021868+0.0018916i,0.0014264+0.0010396i,0.00082109+0.0011285i,0.00076764+0.00075433i,0.00068656+0.00016163i,0.00074123+0.000212i,0.00098498+0.0002096i,0.00050015-0.00070983i,-3.3177e-05-0.0013006i,0.00025294-0.00041063i,0.00033006+0.00053032i,0.00084357+0.0007728i,0.0017931+0.00057894i,0.0012679+0.00068544i,0.00083827+0.00095217i,0.00074508+0.00045601i,0.0008708+0.00057559i,0.00015591+0.00083671i,-0.00067502+0.0007519i
0.00084604+0.00085057i,0.00034032+0.00037429i,6.4514e-05+0.0004075i,2.821e-05+0.00061543i,0.00040056+0.00011505i,5.0892e-05+0.00027804i,-0.00014326+0.0004218i,-0.00012412+0.00058968i,0.00015823+0.0012702i,0.0003074+0.0011171i,-1.4317e-05+0.00013984i,6.9918e-05-0.00060399i,-6.1107e-05-5.7879e-05i,-2.8168e-05+0.00053158i,-0.00021596-0.00017363i,-0.00088572-0.00055422i,-0.00045186-0.00012512i,2.8043e-05+0.000206i,-0.00033336+0.00010828i,-0.00033832+1.8278e-05i,0.00035075-1.9573e-05i,0.00077676-0.00050872i,0.00022235-0.00045263i
-0.0014116+0.00012375i,-0.0015775+0.00097859i,-0.0010779+0.0010485i,-0.0003204+0.00094538i,0.00083809+0.00099981i,0.001378+0.00042908i,0.00084076+0.00025473i,-5.7591e-05+0.0010821i,-0.00093702+0.0012129i,-0.00068863+0.00073388i,0.00023322+0.00042177i,0.00010799+0.00052497i,-0.00020037+0.0009626i,-0.00027057+0.00073183i,-0.00011629+0.0008043i,-0.00021198+0.0010097i,0.00013166+0.0003955i,0.00061132-0.00016036i,-7.4461e-05-0.00089692i,-0.00037-0.0011601i,0.00016214-0.00049323i,0.00020523+7.7261e-05i,-0.0002598+0.00037342i
6.1206e-05+0.0012278i,-0.0012841+0.0019418i,-0.0011225+0.0015114i,0.0012579+0.0013686i,0.0021652+0.0011808i,0.0015532+0.00036208i,0.00064329-0.00053195i,-5.549e-05-0.00043805i,-0.00034019-0.00017948i,5.9769e-05+0.00019931i,0.00064199+0.00016653i,-0.00017217-0.00042195i,-0.00048917-0.00031386i,-6.3038e-05+0.00027974i,-5.0627e-05+0.00029342i,-5.0301e-05-0.00052555i,0.00032139-0.00040401i,0.0002047+0.00014715i,0.00018454+0.00026941i,0.00041138+0.00074005i,0.00038323+0.00037656i,0.00094293+4.1191e-05i,0.00071554+0.00025947i
-0.00030344+0.0014515i,2.0561e-05+0.0010849i,-0.00023275+0.001303i,0.00074289+0.0012279i,0.0018096+0.00093822i,0.0017123+6.3326e-05i,0.00093253-0.00034705i,-4.0381e-05+0.00025598i,-0.0010182+0.00066377i,-0.0010698+0.00066121i,-0.00052379+0.00041888i,0.0002334+9.9643e-05i,0.0005296-0.00043023i,0.00022319-0.00035645i,-0.00010963+0.00059223i,-0.00016363+0.00048743i,-0.00017191-0.00077412i,-1.1412e-05-0.00083231i,0.00025681-3.291e-05i,0.00059595-5.0728e-05i,0.00063014-0.00037157i,0.0001959-0.0001935i,-0.00051185-0.0002584i
0.0011815+0.00077068i,0.00090245-0.00011674i,0.0011269-0.0014367i,0.0016804-0.00092338i,0.001326-0.00056523i,0.00079251-0.0006137i,0.0002815-5.7198e-05i,-0.00029644+4.9578e-05i,-0.00047024+0.00012481i,-0.00090419-0.00025451i,-0.00062392-0.00053343i,8.0216e-05-3.4792e-05i,0.00016146+1.808e-05i,0.00014047-0.00064122i,0.00021327-0.00091704i,-0.00012472-0.00070131i,-0.0012731-0.00024153i,-0.0016811-0.000538i,-0.00075349-0.0003617i,0.00029804-0.0004878i,0.0007331-0.0010278i,0.0012168-0.00079091i,0.0006919-0.00027088i
-0.00038742+0.0014573i,-0.00049362+0.0029382i,0.00041857+0.0033991i,0.0014254+0.0019279i,0.0012665+0.00092452i,0.0011516+0.00067666i,0.00045347+0.0012956i,-0.00014878+0.0018952i,-1.5404e-05+0.0013119i,0.00042902+0.0012443i,0.0011213+0.0013851i,0.00055285+0.00077259i,0.00091733+0.00051396i,0.0015659+0.00098475i,0.0012356+0.00048358i,0.00058346-0.00012203i,0.00015166+5.4039e-05i,9.7157e-05+0.00019804i,0.00026438-0.00013817i,0.00072753+0.00023261i,9.7792e-05+0.00068945i,-0.00056398+0.00070505i,-0.0005339+0.00046538i
0.0012255+0.0019323i,0.00016163+0.0018543i,0.0011112+0.0026218i,0.001402+0.003416i,0.0012681+0.0019379i,0.00092698+4.2541e-05i,0.00061905-0.00063943i,0.00037172-6.4146e-06i,0.00011741+0.00042079i,-9.0715e-05+0.00030269i,3.5306e-05-0.00043702i,0.00036549-0.0010186i,-0.00027374-0.0009996i,-0.00099176-0.0003416i,-0.0012936+0.00024403i,-0.00078746-0.00010039i,-0.00040964-0.00027457i,-0.0003493-0.00026247i,-0.00012534-0.00059229i,-0.0006075-0.00047214i,-0.00015731-0.00016988i,0.00023335+0.00023306i,-0.00027451+0.00097074i
0.0016576+0.00073496i,0.0017298+0.0001034i,0.0023698+0.00047787i,0.0021328+0.00026387i,0.0018724-0.0006167i,0.0015145-0.00041095i,0.00045112+0.0003306i,-0.00025196-0.00062712i,0.0001206-0.0010291i,0.00025228-0.00023083i,-0.00011061-8.3773e-05i,-0.00027848-0.00067393i,-0.00019016-0.00051317i,-0.00069275-4.7148e-05i,-0.0007604-9.1532e-05i,-3.2993e-05+0.00027212i,0.00036584+0.00058416i,7.9715e-05+0.00056486i,-7.3039e-05+0.00062039i,0.00026404+0.00021581i,0.00050013-0.00022819i,0.00060985-9.5302e-05i,0.00060965-2.0647e-05i
-0.00098212-0.00027458i,-0.00055868-0.000456i,-0.00088884-0.00024963i,-0.0010346+0.00080647i,-0.00061772+0.0013066i,-0.00018188+0.00096652i,-0.00024342+0.00087397i,-0.00068459+0.00061848i,-0.00066074+0.00046898i,-0.00068396+0.00033421i,-9.018e-05-0.0004049i,0.00078243-0.00091924i,0.00022215-0.00028725i,-0.00043312-0.00014235i,0.00039421-9.6608e-05i,0.0005935-5.2639e-05i,0.00031986-0.00035738i,0.0006383-0.00040722i,0.0011886-0.00025622i,0.00060664-0.00032187i,1.691e-05-0.0002195i,0.00018018-2.9125e-05i,7.1925e-05+0.00054683i
0.00059242-0.00018769i,9.1147e-05-0.00041099i,-0.00067822-0.00016161i,-0.00043619+6.5602e-05i,-7.7323e-05+0.0011894i,0.00015552+0.001268i,0.00029861+0.00037978i,0.00029151+0.00015457i,0.00016102-0.00053253i,0.0004911-0.00058901i,0.00039802+0.00014454i,-0.0004582+0.00035426i,-0.00090747-4.3187e-05i,-0.00030206-0.000518i,0.00040349-1.2645e-05i,0.00034716-6.1865e-05i,0.00045629-0.00051494i,-0.00019065-0.00039551i,-0.00051355-0.00048608i,0.00032796-0.00073497i,0.00025226-0.00065419i,-8.9333e-05-0.00096995i,-0.00034428-0.00082683i
-0.00041997+0.0013573i,-0.00086472+0.00098444i,-0.00073319+0.0019068i,0.00066616+0.0023816i,0.0015068+0.001169i,0.0016085+0.00022399i,0.00042845-0.00029687i,0.00016557-0.00031132i,0.00051731-1.3773e-06i,0.00032029+0.00039745i,-6.3811e-05+0.0011064i,-0.0002011+0.00075423i,-0.0001632+0.00097092i,0.00026728+0.0016944i,0.0009039+0.00073851i,0.00047073-0.00019924i,-0.00013483-0.00062396i,0.00025642-0.0002386i,0.00028651+0.0013214i,-0.00024537+0.0014954i,0.00022533+0.00038672i,0.00030217-0.00016534i,8.7687e-06-0.00031286i
-0.00074082+0.00025963i,8.4157e-05+0.00053838i,9.1352e-05+0.0019777i,0.00082102+0.0022668i,0.00076981+0.00069154i,-2.9301e-05+6.3674e-05i,-0.00028963+0.00062203i,-0.0001097+0.00045892i,0.00020254+0.00026883i,0.00044149+0.00022349i,0.0010151+0.00035212i,0.0015434-0.0001545i,0.00088017-0.0012171i,0.00020669-0.0011625i,0.00046271-2.8204e-05i,0.00030138+0.00086817i,5.2556e-05+0.00058627i,0.00028214-7.6269e-05i,0.00098706-0.000206i,0.00093425-9.1472e-06i,0.00016528+0.00052051i,-0.00050442+8.7603e-05i,-0.00052804-0.00072036i
-0.00070126-0.00066585i,-0.00062705+0.0003375i,-0.00076817+0.00040393i,0.00057357+0.00045498i,0.0016176+0.00030586i,0.00069375-0.00035113i,-5.8383e-05+8.7809e-06i,0.00012511+0.001059i,0.00047061+0.00083802i,0.00039068+0.00019295i,-4.6316e-05+4.7918e-05i,-0.00042504+0.00016071i,-0.00049103-0.00026727i,-0.00065114-0.00072343i,-0.00025264-0.00052225i,0.00035666+0.00015561i,0.00078545+0.00063215i,0.00068951+0.00034003i,5.9075e-05-0.00014105i,-0.00014094-0.00012761i,-0.00026271-0.00077078i,-0.00038543-0.0011077i,-0.00022232-5.4653e-05i
-0.00031823+0.0001135i,-0.00071327-0.00058426i,-0.00018119+0.0008577i,0.00054866+0.0016432i,0.00070197+0.0014859i,0.00037818+0.0010332i,-0.00030664+0.00091183i,-0.00050163+0.00063861i,0.00073947+6.0028e-05i,0.0011121-4.3161e-05i,0.00054905-0.00066264i,0.0010662-0.0010231i,0.00071872-0.00012897i,-0.0001877+0.00051565i,0.00041435+7.5824e-06i,0.00059746-0.00054615i,9.9761e-05-0.00031609i,-0.00016852-0.0002929i,-0.0003689-6.5952e-05i,-0.00040036+0.00036149i,-0.00038333+0.00013231i,0.0007642-9.2629e-05i,0.0016562+0.00049783i
-0.00026843+0.00088015i,-0.00024628+0.0018348i,9.1513e-05+0.0024164i,0.0013057+0.0016372i,0.0018411+0.00020976i,0.0011553-0.00079884i,0.00036843-0.0002679i,4.4298e-05+0.0005039i,0.00024286+0.00036814i,0.00055249+0.0002088i,0.00040059+5.0409e-05i,1.6414e-05-2.5697e-05i,-0.00038207+0.00032736i,-0.00028641+0.00046395i,-0.00041017+5.179e-05i,-0.00062305-0.00042155i,-2.1064e-05-0.00039351i,0.00042061-0.00029168i,0.00060541-0.00010874i,1.0733e-05-0.0002949i,-0.00043439-0.00054888i,-0.00023738-0.00013224i,-0.00010319+1.4733e-05i
