2.1802e-06+0.0013819i,-0.00081815+6.082e-06i,-0.0013918-0.0015887i,-0.0021397-0.0020021i,-0.0025682-0.00077349i,-0.0027584+0.00037927i,-0.0015393+0.00039402i,0.00027643+0.00057084i,0.00040804+0.00079476i,-0.00029686+0.00036036i,-0.00012777+0.00032343i,-0.0001273+0.00048981i,-0.00029353-0.00018795i,-1.19e-05-0.00040209i,-0.00035306+0.00021898i,-0.0006812+0.00018896i,0.00026492-4.0331e-05i,0.00066629-8.2989e-05i,0.00017069-1.0106e-05i,-3.9972e-05-0.00015026i,0.00013557-0.00093043i,0.0011236-0.00088147i,0.0011618-0.00044054i
-0.0010411-0.0008635i,-0.00071908-0.0016397i,-0.0019703-0.00043263i,-0.0023805+0.0012847i,-0.001614+0.0022447i,-0.00039119+0.0020034i,-3.7309e-05+0.0006757i,-0.00037299-2.9876e-05i,-0.0009045+7.6572e-05i,-0.0012752+0.00033385i,-0.0012109+0.00026806i,-0.000963+0.00084929i,-0.00071055+0.0012762i,-0.00025559+0.00072069i,-0.00023573+0.00079705i,-0.00026905+0.00090508i,5.1167e-05-0.00011043i,-0.00027462-0.0010521i,-0.0004976-0.00041033i,-0.00082324+0.000537i,-0.00054176+0.00066163i,0.00018821+0.00053041i,0.00032927-0.00023294i
0.00010316-0.00094973i,-0.00019705-0.00092936i,-0.00079232-0.001741i,-0.00053696-0.0012774i,-0.0009583-0.00022346i,-0.0014597+0.0010385i,0.00019353+0.0011901i,0.00068836-0.00018962i,-0.00078533-0.0014276i,-0.0007519-0.0016241i,-0.00010111-0.0010754i,-6.4915e-05-0.00080536i,3.9722e-05-0.00071018i,0.00063924-0.00065148i,0.00045026-0.00067449i,-0.00011459-0.00040755i,0.00039992-0.0001312i,0.00061445-0.0004431i,-0.00026287-0.0002012i,-0.00048353+0.00053092i,-9.0654e-07+0.00012673i,0.00043602+1.186e-05i,0.00039526-0.0001862i
0.00053518-0.0016217i,6.2359e-05-0.0013304i,0.00029073-0.0019402i,0.00029491-0.0017696i,0.00038937-0.0012537i,0.00069316-0.00029911i,0.00074886+0.00072961i,0.000384+0.00077085i,-0.00042323+1.6828e-05i,-0.001233-0.00039903i,-0.00093418-0.00017928i,-0.00052159+0.00033805i,-6.4666e-06+0.00066428i,0.00075592+0.00038727i,0.00090808+0.0003206i,0.00016644+0.00089072i,-0.00015676+0.00061848i,-0.00020388-6.9979e-05i,-0.0008789-0.00045885i,-0.0010156+4.5724e-05i,-0.00039997+0.00039951i,-0.00012313+0.00021761i,-0.0001443+0.00054263i
-0.00077468+0.00026453i,-0.00087092+0.00052192i,-0.0010223-0.00087737i,-0.001066-0.00143i,-0.0014689-0.00054149i,-0.0011249-0.00020308i,-0.00035304-4.8093e-05i,-0.00021318-0.00021699i,-0.00050139-0.00059123i,-0.00069465-0.0003579i,-0.00090314-0.000406i,-0.0007328-0.0007753i,0.00015484-0.00019188i,0.00060242+7.4369e-05i,0.0005203-0.00010471i,0.00067851+0.00020699i,0.00089658+0.00057006i,0.00086462+0.00037385i,-5.0383e-05+0.00023025i,-5.4204e-05+0.00043141i,0.00061377+0.0006834i,0.0002243-6.5032e-05i,-0.00015322-0.0008961i
-0.00081312+0.00020964i,-0.00069754+0.00054531i,-0.00074303+0.00011753i,-0.00075386+0.00062224i,-0.00090679+0.00074656i,-0.0010331+0.00010101i,-0.00050682-9.4286e-05i,-0.00028782-0.00035439i,-0.00016252-0.00083065i,0.00018615-0.00066268i,-4.1168e-05-0.00033788i,-0.00051472-0.00050039i,-0.00049305-0.00028517i,-0.00073225+7.7178e-05i,-0.00061795+2.8508e-05i,-0.00030091+6.8473e-05i,0.00020282-0.0004207i,0.00031363-0.00046848i,0.00052731-4.1428e-06i,0.00066492+0.00012296i,0.00069842-4.2609e-05i,0.00091066-0.00030585i,-5.5999e-05-0.00053894i
0.001375-0.0013516i,0.0012553-0.00021844i,0.00067336-0.0002127i,0.00052803-0.0011494i,-0.00033698-0.00090994i,-0.00081451+8.8664e-05i,-5.8549e-05+0.00034685i,0.00032218-0.0005987i,0.0010581-0.00094301i,0.00034634-0.00040016i,-0.00099414-0.00083123i,-0.00025161-0.00092191i,0.00038598-0.00069298i,0.00011603-0.0011801i,0.0006614-0.0008798i,0.00066829+0.00031403i,0.0001892+0.0008163i,-0.00017142+0.00022354i,-0.0005686+0.00021821i,-0.0008412+0.00054535i,-0.00082645+0.00064439i,-0.00035718+0.00036664i,-0.00010216-0.00038986i
0.0018373-0.0010948i,0.0020496-0.0013433i,0.00080551-0.002878i,-0.0011322-0.0023373i,-0.002495-0.0010044i,-0.0012313-4.0355e-05i,0.00044568+0.00025274i,-0.00016694-0.00047299i,-0.0013174-0.00065588i,-0.0014659-0.00079418i,-0.0012818-0.00099067i,-0.0010993-0.00038665i,-0.00063421-0.00070788i,-0.00052826+4.641e-05i,-0.00015873+0.00098544i,0.00019706+4.6957e-05i,0.00054968-0.00029189i,0.00066119+7.2049e-05i,0.00078725+0.00024626i,0.0011052+0.00026453i,0.00050773+0.00019674i,0.00021804-0.00023406i,-1.156e-05-0.0012224i
-0.0020431-0.00043697i,-0.0023284-0.0019276i,-0.0026539-0.0018602i,-0.0033373-0.00062645i,-0.0032478+0.00098687i,-0.0011474+0.0019432i,0.00037758+0.0012303i,0.00076483-0.00023929i,-8.0046e-05-0.00087369i,-0.00063092-0.00012932i,-0.00040798+0.00053627i,-0.00020723+0.00054657i,-0.00019961+0.00083784i,0.00026495+0.0011301i,0.00089245+0.0016334i,0.0010315+0.0017131i,0.0013805+0.00083338i,0.0011696+0.00036899i,0.00064499+0.00061187i,0.00019227+0.00094519i,-7.9737e-05+0.00057377i,-7.9157e-05+0.00062339i,-0.00032066+0.00086387i
-0.00061646-0.00062464i,-0.00032549-0.0005482i,0.0002358-0.00045466i,0.00027389-0.00045568i,-0.0003092-0.00026483i,-0.00027092+0.0005908i,-0.00016611+0.00056336i,-0.00052671-0.00088232i,-0.00020233-0.0010328i,-0.00021469+0.00024064i,-0.00042106+0.00095525i,4.5945e-05+0.00038296i,4.2097e-05+0.00024316i,-9.1358e-06+0.00041701i,0.00023759+0.00044223i,0.00029738+0.0012306i,-1.4141e-05+0.0016721i,0.00046315+0.00099175i,0.00092647+0.00012108i,0.00020922-0.00041431i,0.00050274+0.00010445i,0.00070364+0.00075237i,0.00016058+0.00028594i
0.00049543+0.00094391i,0.00025649+0.0004936i,-0.00079817-0.0001619i,-0.0018781-0.00057462i,-0.0014233-0.00042122i,-0.00068237+0.00033871i,-0.0002024+0.00030712i,0.00018654+6.9439e-05i,0.00094607+0.00052361i,0.0012404+0.00070298i,0.00098867+0.0006131i,0.00062546+0.00030009i,0.00020129+0.00021043i,4.9574e-05+2.7605e-05i,-0.00013255-0.00050377i,3.2391e-05-0.00010536i,-0.00011051+0.00070662i,-0.00022151+0.0003423i,1.1183e-05-0.0006746i,0.00042092-0.00053116i,0.00027418+0.00056187i,0.00054105+0.00032911i,0.00012922-0.00059721i
0.00011575-0.0012814i,-0.00050324-0.001174i,-0.00032593-0.0010995i,-0.00016746-0.001358i,-0.00077295-0.0011422i,-0.00089286+1.8081e-05i,-0.00048468+7.1273e-05i,0.00024442-0.00087462i,9.3628e-05-0.00042378i,-0.00062334-7.5839e-05i,-0.00017131-0.00014525i,0.00035898-0.00019303i,0.00027871-9.8928e-05i,-2.9954e-05+0.00020351i,4.026e-05+0.00020457i,-0.00015843-0.00016299i,-0.00034719+0.00026489i,-0.00025597+0.0013739i,1.7521e-06+0.00091513i,0.00047096+0.00064597i,0.00053427+0.0011515i,-0.00053437+0.00057604i,-0.0011517-0.00062576i
6.3069e-05+0.00087825i,0.0009792+0.00077749i,0.0023253+0.00090343i,0.001853-0.00025629i,0.0013569-0.0010424i,0.00082366-0.00059757i,0.00077574-0.00035524i,0.0012515-0.00095216i,0.00076803-0.0016361i,-0.00032905-0.00095095i,-0.00053036-1.4258e-05i,-0.00076899+0.00059852i,-0.00076549+0.00041691i,-0.00043365+5.0981e-05i,-0.00073914-0.00019163i,-1.7036e-07-0.0004502i,0.00090767-0.00053025i,0.00055884-0.00063847i,-7.4241e-05-0.00039776i,-0.00015095+0.00016455i,-1.5115e-05-5.6153e-05i,4.2483e-05-0.00026763i,0.00017959-8.2794e-05i
0.0012219-0.00047692i,0.0013807-0.0009262i,0.00077133-0.0010358i,-0.00044395-0.00044469i,-0.0023191-0.00049763i,-0.0016224-0.00053941i,0.00022852-0.00034881i,0.00021227-0.00065436i,0.00020608-0.00097743i,0.00072594-0.00098575i,-1.6485e-05-0.00021993i,-0.00074367+0.00046383i,-0.00072865-6.591e-05i,-0.00046075-0.00024597i,-0.00042911+0.00019348i,-0.00020702+0.0002455i,-0.00015141+0.00030805i,-1.1155e-05+0.00049617i,0.0002341+0.00050328i,0.00020866+0.00053794i,0.00049741+0.00066266i,0.00039208+0.00043824i,-0.00011187+0.00016136i
-0.00011069-0.00050463i,0.00010261-0.00028564i,0.0004421-9.7908e-05i,0.00014122-0.00054077i,-0.00026181-0.00017964i,-0.00081317+0.00054367i,-0.00097358+0.00082802i,-0.00049563-0.00014215i,-0.00026003-0.00089154i,-0.00090069-0.00056136i,-0.0005835-0.0013897i,0.00036599-0.0016013i,0.00027892-0.00071845i,-9.6122e-05+0.00026133i,-0.00014169+0.0005573i,9.8305e-05+0.00048379i,0.00030993+0.00080123i,8.0182e-05+0.00035747i,-0.000329-0.00038565i,-0.000245-9.2658e-05i,0.00039328+0.00062599i,0.00085019+0.0010065i,0.00099804+0.0011533i
-0.002624-0.00068678i,-0.0020819-0.00025863i,-0.0020219-0.00037097i,-0.0013874-0.00093625i,-0.00043524-0.0014426i,0.0007021-0.0015223i,0.0014225-0.0011056i,0.00050924-0.0012392i,-0.00096815-0.0010194i,-0.00088346+0.00010614i,0.00015453+0.00027611i,3.0088e-05-0.00058395i,6.2431e-05+8.4354e-05i,0.00050412+0.00075653i,0.00022578+0.00037818i,0.00013488+0.00052814i,0.00050261+0.00056189i,0.00023221+0.00054935i,-0.00048216+0.00013099i,-0.00070743+5.1388e-05i,-0.00023841+4.5309e-05i,0.00028766+6.1946e-05i,0.00022036+0.00012123i
-0.00082797+0.0018438i,-0.0007588+0.0010053i,-4.289e-05+0.0012993i,0.00043466+0.0010765i,-0.00064079+0.00040915i,-0.00094542+0.00076279i,0.00015455+0.0012379i,0.00078936+0.00052689i,0.00038698+3.5278e-05i,0.00020639+0.00052587i,0.00027553+0.00080847i,0.00017524+0.00045545i,0.00064643-0.00054355i,0.00060753-0.00024226i,0.00011124-0.00010673i,0.0002988-0.00080076i,-9.8428e-05-0.00014649i,-0.00054855+0.00057681i,-0.00073439+0.00039887i,-0.00024794+0.00089986i,0.00080042+0.0010147i,0.00051192+0.00029919i,-0.00013709+0.00021036i
-0.0034001-0.0014832i,-0.0032427-0.0027952i,-0.0050315-0.0017227i,-0.0046731-6.9726e-05i,-0.002817+0.0010392i,-0.0004095+0.0011787i,0.0010378-0.00048376i,0.00062205-0.0017322i,-0.00087871-0.0019736i,-0.001051-0.00097636i,-0.00051932+0.00035869i,7.3382e-05+0.00069721i,0.00026152+0.0009001i,-7.6951e-05+0.00084313i,-0.00037523+0.0011645i,-0.00027453+0.0015705i,-0.00021981+0.00078794i,-0.00057642+0.00056184i,-0.00042636+0.0014942i,-3.1614e-05+0.0018175i,-0.00021163+0.00087025i,0.00022251+0.00010661i,0.00076344-6.7645e-05i
0.0027556+4.1868e-06i,0.002573+0.0010489i,0.0029131+0.00070816i,0.001701-0.0010262i,0.00050167-0.0013782i,-0.000728-0.0012218i,-0.0011179-0.0015527i,-0.00097387-0.0012808i,-0.0011087-0.00062247i,-0.0011019-0.00020574i,-0.0011492-4.4769e-07i,-0.00055596+0.00015909i,0.00044938+0.0002565i,0.00034508+2.6736e-05i,-0.00037311-0.00034872i,-0.00036479-0.00057052i,0.00030704-0.00011731i,0.00067529+1.7489e-05i,0.00042507-0.00028372i,6.4281e-05-0.0003172i,-0.00028378+0.00018976i,-0.00038861+0.00093643i,-0.00071117+0.0010253i
0.001144+0.0004236i,0.0010949-2.7729e-05i,0.0017623-7.1048e-05i,-0.00013472-0.0011127i,-0.0013804-0.0018326i,-0.00068579-0.0012307i,0.0003091-0.00062123i,0.00049356-0.0013784i,0.00049484-0.0014506i,0.00022741-0.00076285i,-0.00037711-0.00045952i,-0.00080581-0.00013346i,-0.00087616+0.00020097i,-0.0010661+0.00025068i,-0.00046056+0.00015368i,0.00018535-1.3627e-06i,-8.6714e-05+0.00012805i,-1.6319e-05+0.00057832i,5.0542e-05+0.00012206i,0.00036055-0.00045089i,0.00046071-0.00018235i,6.5854e-05-2.4455e-05i,-9.8919e-05+0.00050985i
0.0019336+0.0015743i,0.0022006+0.0014099i,0.0018448+0.0017269i,0.001034+0.00076361i,-0.00039959-0.00068819i,-0.0012715-0.0012868i,-0.00082107-0.00076112i,-0.00077559-0.00080795i,-0.0009384-0.0003643i,-0.00074602-0.00026343i,-0.00023245-0.0010441i,7.8841e-05-0.00096854i,0.00025426-0.00084898i,0.00024272-0.00042418i,0.00011643+0.00027869i,0.0010725+0.00046666i,0.00082543+0.00065396i,0.00059109+0.0011867i,0.0012389+0.00031947i,0.00058453-0.00089738i,-0.00061512-0.00083347i,-0.00068908-0.00016685i,9.0406e-06-0.00025976i
0.001014+0.00052512i,0.00088371-0.00028771i,0.00050109-0.00049062i,-0.00042104-0.00114i,-0.0013788-0.0016565i,-0.00077146-0.00044247i,-6.0882e-05+0.00087467i,-0.00042054+0.0006449i,-0.00054931-0.00044982i,4.5139e-05-0.00051187i,0.00056784-0.0003436i,0.00059021-0.00024145i,0.00037903+0.00032824i,0.00023688+0.0001807i,0.00034474-0.00032354i,0.00039026-7.8411e-05i,0.00032957-0.00019211i,0.00022142-0.00035675i,-9.5379e-05+0.00018003i,-0.00051977+0.00044024i,-0.00057743+0.00066956i,-0.00042969+0.00047261i,5.483e-05-0.0002851i
-0.00021707+0.0010322i,0.00032192+0.00021149i,0.00075613+0.00055027i,0.00066444+0.0005928i,0.0003049+6.7987e-06i,0.0011397-0.00047132i,0.0015597-0.00096844i,0.00075238-0.0012803i,-4.4846e-05-0.0009888i,-0.00040736-0.00084132i,-0.0002425-0.00088499i,8.2994e-05-0.00061762i,-0.00058987-0.00014734i,-0.00034609-0.00015103i,0.00041851+0.00019871i,-0.00028284+2.5696e-05i,-0.00039651-0.00066996i,-0.00018017-0.00076706i,-0.00015188+8.1207e-06i,-0.00023422+6.9969e-05i,8.7726e-06-0.00050732i,0.00052122-5.2816e-05i,0.00022476+0.00059085i
-0.00044198-1.8144e-05i,0.00012232+0.00012005i,-2.3491e-05-9.6803e-06i,-0.0012084-0.00011434i,-0.0018449-1.6703e-05i,-0.0016339-0.00061657i,-0.00024398-0.0012164i,0.00089465-0.0014241i,0.0004674-0.0008026i,-0.00034983-0.00072733i,-0.00015484-0.0005208i,0.00084887-5.337e-05i,0.0010258+0.00012636i,0.00011531-0.00011652i,-0.00047023-0.00013339i,-0.00039125+0.00046729i,-2.2262e-05+0.00032575i,0.000175+0.00045883i,0.00018481+0.00032752i,0.00018319+0.00010252i,0.00037711+0.0002809i,0.00054974-0.00056351i,0.00069851-0.00095947i
0.002056+0.0007082i,0.00085278+0.00028848i,-0.0006109-0.00058593i,-0.0016329-0.00041893i,-0.0026364+0.00061056i,-0.0021496+0.00058092i,-0.00042915+0.00088707i,-0.00018184+0.00076798i,-0.00066131+0.00063638i,-0.00053237+0.00045617i,-0.00069012+0.00020917i,-0.00045055+8.6914e-05i,-0.00087413-0.00019772i,-0.0012581-0.00023809i,-0.00012073+3.5712e-06i,2.7243e-05+0.00080841i,4.3526e-06+0.00077901i,0.00021681-9.4748e-05i,-0.00044363-0.00051261i,-0.00026765-1.5242e-05i,0.0003665+0.00046598i,0.00039887+0.00042758i,0.000417-0.00015233i
-0.0013343+0.0014299i,-0.0010552+0.00073459i,-0.0005405+0.00095662i,-4.4881e-05+0.00075932i,-0.00010678+1.7459e-05i,5.691e-05-0.00053273i,0.0005931-0.0005919i,0.00014509-0.00058415i,-0.00078379-0.00058029i,-0.0004381-0.00013001i,0.00084322+0.00037988i,0.0013812+0.00045885i,0.00065923+0.00015536i,0.00038249+0.00046778i,-0.00014059+0.00063793i,-0.00017651+0.00074647i,0.00075771+0.00080021i,0.0013618+0.00023557i,0.00069341-0.000281i,-0.00037415-0.00046736i,-0.00023532-0.00028838i,-1.5478e-05-0.00047074i,-7.489e-05-0.00025394i
0.00076778-0.0010948i,0.0015116-0.0011311i,0.00106-0.0010493i,8.0669e-05-0.0010859i,-0.00097802-0.00078954i,-0.001425-0.00057618i,-0.00044046-0.00057029i,-0.00024446-0.001263i,-0.0014262-0.0021755i,-0.00078571-0.00078067i,0.00037591+0.00060914i,0.00030437+0.00020225i,1.1175e-05-0.00014437i,-0.00017722+9.4305e-05i,-0.00012314-7.251e-05i,-0.00034009-0.00036526i,-0.0007478+0.00013861i,-0.00025014+0.00074241i,0.00042924+0.00038219i,0.00022022-9.5621e-05i,-0.00060353-0.0002475i,-0.00065966-0.00021848i,0.00036806+0.00082481i
0.00065312-0.0025793i,-0.00016398-0.0026671i,-0.00090997-0.0027847i,-0.001447-0.0014932i,-0.0013822-0.00012603i,-0.00070158+0.00076826i,4.6062e-05+0.00053873i,2.1545e-05-0.00060458i,-0.00027716-0.0020681i,-4.1137e-05-0.0021458i,-0.0002048-0.001187i,-0.00059184-0.00078277i,-0.00092558-0.00031806i,-0.0012474+0.00010805i,-0.00077141+0.0003596i,0.00079855-3.3454e-05i,0.00066167-0.00011055i,1.8203e-05+0.00030509i,0.00010488+0.00040544i,-0.00027449+8.6568e-06i,-0.00057224+0.00022173i,-7.7484e-05+0.00069447i,-0.00014448+0.00047773i
-0.0012952+0.0013847i,-0.00048009+0.00058474i,0.00063246+0.00068129i,0.00017632+0.00027007i,-0.00093227-4.8016e-05i,0.00012019+0.00071293i,0.0011139+0.00068269i,0.0014351+0.00016795i,0.00071133+8.6085e-05i,-0.00023633-0.00016491i,-4.281e-06-1.8627e-05i,2.9593e-05-2.1009e-05i,1.7502e-05-4.1827e-05i,4.5511e-05+0.00039819i,0.00047519+0.00039729i,0.00022739+0.00050471i,-0.00018589+0.00062631i,-7.6904e-05+0.00052402i,-0.00054879+0.00097308i,-0.00047788+0.00085228i,-0.00012675+0.00030426i,0.00017263-0.00030128i,3.0536e-05-0.00018774i
0.001221+0.0011393i,0.00011011+0.001029i,0.00046086+0.00052012i,0.00012856-0.00047043i,-0.00080743-0.0011531i,-0.00069439-0.00074947i,-0.00044723-0.00051336i,-0.0004155-0.0015571i,-0.00063142-0.0018991i,-0.0010956-0.00082402i,-0.00057351-8.9925e-05i,0.00012316+0.00082765i,0.00055104+0.0011672i,0.0003527-0.00016911i,-0.00055681-0.00027181i,-0.00068109+0.00064232i,-0.00016656+0.00065418i,0.00032596+9.076e-05i,-0.00034554+0.00045713i,-0.00089642+0.0012848i,-0.00033517+0.0011362i,-0.00022779+0.00042301i,-3.5948e-05-0.00028526i
0.0005847-0.00022994i,0.00061432+0.00033259i,0.00055113+0.00016375i,-7.9973e-05-0.00021891i,-0.00098834-0.00055836i,-0.0012234-0.00031376i,-6.816e-05+0.00025391i,0.0001603+0.00015687i,-0.00071731-5.0537e-05i,-0.00037258-0.0005639i,0.00088319-0.00056648i,0.0009917-7.2729e-05i,0.00044261+4.3145e-05i,-0.00020692+0.00041478i,-0.00025319+0.00086369i,0.00019921+0.00052639i,3.4245e-05+0.00033229i,-0.00020423+0.00032254i,-0.00025988-8.0793e-05i,2.5712e-05+0.00015976i,0.00013213+0.00055123i,0.00020343+7.3178e-05i,0.00020992-0.00052643i
0.0019349-0.0020743i,0.0013515-0.0012555i,0.0011327-0.0017779i,-0.0006613-0.0018627i,-0.0011582-0.00082139i,0.00020763+0.00021833i,0.0011606-3.4596e-06i,0.0012244-0.00082566i,1.2604e-05-0.0010368i,-0.00071463-0.00047385i,-0.00093615+0.00020998i,-0.00027975+0.00061606i,-0.00021073+0.00017021i,-0.00089742+8.0586e-05i,-0.00065897+0.00059861i,-4.7539e-05+0.00035491i,0.00045845+0.00050091i,0.00062368+0.00034296i,0.00039209+0.00040941i,0.0004978+0.00025845i,0.00061995-0.00027417i,-6.3618e-05-0.00029208i,-0.00043072-0.00042464i
-0.00024524+7.8826e-05i,-0.00045973+0.00099735i,0.00018392-0.00079909i,-0.00041232-0.00097792i,-0.0019515-0.00051509i,-0.0014753-0.00073309i,-0.00035924-0.00076234i,-0.00038377-0.00092099i,0.00011558-0.00074821i,0.00044202-0.00039156i,0.00013245+0.00018058i,-0.00016389+0.00028979i,0.00010711-9.4615e-05i,9.9942e-05+0.00040009i,0.00015865+0.00082937i,0.00040927+0.0009717i,-0.00036342+0.00061837i,-0.00084646-8.0439e-05i,-0.00043749-0.0005783i,0.00014977-0.00049528i,0.00053441+0.00024694i,0.00039906+0.00073958i,-0.00064373+0.00058135i
0.0004636-0.00025371i,0.00054394-2.8315e-06i,-0.0010491-0.0013663i,-0.0013688-0.0015456i,-0.0005281-0.0002228i,-0.00012133+0.0010581i,0.00036123+0.00078641i,0.00019802-0.0005375i,0.00011745-0.0012356i,-0.00038993-0.00087296i,-0.000961-0.00012663i,-0.00081681-5.6729e-05i,-0.00084237-0.00012376i,-0.00027215+0.00047433i,0.00020073+0.00082972i,0.00028178+0.00074079i,0.00055657+0.00049975i,0.00077932+0.00032838i,0.00086455+0.00027949i,0.00041532-4.2362e-05i,0.00027451-0.00013235i,0.00050435+0.00064647i,0.00045619+0.0011378i
0.00032758+0.0021527i,-0.00038945+0.0019463i,-0.00046878+0.0010641i,-0.00024547+0.00017106i,-1.8197e-05+0.00044062i,7.9358e-05+0.00015955i,-0.00028275-0.000513i,-0.00047979-0.00021629i,-0.0001773+1.2512e-05i,-0.00021598+2.7393e-05i,-0.00056722+0.00091504i,-0.00036099+0.0007534i,0.00021179-0.00030978i,0.00038255+0.00010327i,0.00039891+0.00048162i,0.00062079+0.0003733i,0.0004618-0.00013788i,0.00022723-0.00027665i,0.00043883-0.00020342i,0.00013179-5.6639e-05i,0.00022632+0.00045152i,0.00076678+0.00069838i,0.00052445+0.00039194i
0.00066821-0.0013394i,0.0002601-0.00015934i,0.0012375+2.709e-05i,-3.053e-05-0.00015068i,-0.0018249-0.00071431i,-0.0015171-0.00074387i,-0.0012143-3.5226e-05i,-0.0010852-0.00048206i,-0.00044877-0.00067577i,-0.00020635-0.00069019i,8.3727e-05-0.0011543i,0.00047129-0.00055481i,0.00030508+0.0002187i,-0.00036844+0.00068059i,-0.00044906+0.00082032i,0.00023565+0.00019454i,0.00095171-0.00074648i,0.00092301-0.0013837i,-0.00039259-0.0012274i,-0.0015033-6.8416e-05i,-0.00098053+0.0003286i,-5.9329e-05-0.00041261i,-9.7404e-05-0.00037577i
-0.00090096+0.00091511i,-0.00085995+0.001073i,-0.0023337+0.0013665i,-0.0020766+0.0017458i,-0.00087984+0.0020771i,-0.00043795+0.0014267i,0.00019112+0.00052746i,0.00019651-0.00024173i,-0.00041491-0.000369i,-0.00037781+0.00047801i,5.1228e-05+0.0014341i,0.00050873+0.0011977i,0.00055628+0.00058088i,0.00060447+0.00047175i,0.00082872+0.00029897i,0.00078484+0.00024536i,0.00077594+4.6892e-05i,0.00051277-0.00031333i,0.00029195-0.0006057i,9.7425e-05-0.00044536i,-0.00031358+0.00035388i,0.00011674+0.00049389i,0.00057037+5.376e-05i
0.00089431+0.00031567i,0.00029206+0.0011963i,0.0013118-0.00025838i,0.0014264-0.0020984i,0.00023691-0.0023335i,0.00012219-0.0021789i,0.00082759-0.00067924i,0.00080318-0.00022613i,0.00055933-0.00086293i,-0.00023646-0.00051557i,0.00013044-0.00043419i,0.00052534-0.00050009i,-0.0002247-0.00097492i,-0.0002025-0.0014526i,-0.00027517-0.0012612i,-0.00014059-0.00084909i,0.00024431-0.00083453i,0.00045636-0.0007396i,-0.00054179-0.00024124i,-0.0015035+0.00037117i,-0.00078769+0.00073606i,7.5834e-05+0.00038619i,0.00059588-0.00022882i
-0.00065875-7.4922e-05i,-0.0011777-0.00064198i,-0.0017487-0.0014509i,-0.0025598-0.00069624i,-0.0027834+0.00071842i,-0.00116+0.0014776i,0.00023624+0.00061529i,-0.00015271+4.933e-05i,-0.00028649+0.00011172i,-0.00035494+0.00046721i,-0.0011941+0.00014939i,-0.0012071-0.00090247i,-0.00027819-0.00062443i,-0.00046726-1.1183e-05i,-0.00042398-0.00056156i,0.00019102-0.0010274i,7.4294e-05-0.00015284i,-0.00018522+0.00051289i,-9.4444e-05-0.000187i,-0.00037858-0.00036673i,-0.00052074-0.00076293i,-0.00025507-0.00070088i,-7.1751e-07+1.5491e-05i
-0.00061314-0.0023364i,0.00055074-0.0029459i,7.1693e-05-0.0035761i,-0.001138-0.0022985i,-0.0015039-0.00059546i,-0.00022345+0.00030406i,0.0010666+0.00018952i,0.0011165-0.00038905i,0.00047489-0.0011784i,-0.00012005-0.0010705i,-0.00095213+0.00020862i,-0.00088887+0.001185i,-0.00066215+0.0011998i,-0.00067024+0.00036367i,0.00028168+0.00043638i,0.0008329+0.00098592i,0.0009757+0.00047583i,0.00050736-2.0253e-05i,-1.422e-06-7.5255e-06i,-0.00032622+6.6783e-05i,-0.00069735+0.00066624i,-0.00025388+0.00099733i,-0.00010911+0.0003766i
-0.0021228-1.386e-05i,-0.0030578+0.00022141i,-0.0019492+0.00040367i,-0.0012066+0.00043946i,-0.0007287+0.00072058i,-0.00049727+0.00015433i,0.00062552-0.00049143i,0.0013194-0.0011264i,-0.00014786-0.0011609i,-0.0011569-0.00013642i,-0.00093832+0.00034164i,-0.0014841-7.2279e-05i,-0.0016569+4.4752e-05i,-0.001311+0.00031893i,-0.00091535+0.00060999i,6.673e-05+0.00070324i,0.00088892-0.00014436i,0.0011166-0.00058792i,0.00032478-0.00021518i,0.00012943-0.00021566i,-0.0003815+4.1494e-05i,-0.00060567+0.00059178i,0.00022513+0.00038791i
0.0010385-0.00053651i,0.00034648-0.0011842i,-0.00033314-0.0013264i,-0.00059146-0.0011966i,-0.001026-0.00115i,-0.00067633-0.00075264i,0.00059122+0.00031092i,0.00046435+0.00019107i,-0.00051781-0.00050503i,-0.001106-9.7172e-05i,-0.0011996+0.00030731i,-0.00038694+0.00011954i,0.00033489-2.2112e-05i,7.5301e-06-0.00037416i,-0.00027837-3.9912e-05i,-0.00052639+0.00026752i,-0.00049984+0.00010068i,-0.00011801+2.0984e-05i,1.9925e-05+1.3431e-05i,-0.00013295+0.00016449i,0.00012356+0.0007784i,0.00059605+0.00093029i,0.00065183+0.0004649i
0.0001787+0.0010158i,0.0010153+0.0015861i,0.00058716+0.0014739i,-0.00013595+0.00091519i,-0.00074111+0.00017905i,-8.8924e-05+4.1324e-05i,0.00070377-0.00039294i,-0.00024934-0.00061819i,-0.00072079-0.00038562i,5.9934e-05-7.2714e-05i,0.0002088+0.00030845i,3.7564e-05+2.636e-05i,0.00049768-5.3456e-05i,-8.0756e-05+0.00020809i,-0.00081089+0.00024265i,-0.00032154+0.00029361i,0.0010391+0.00065095i,0.00086435+0.0012244i,-0.00016131+0.0010986i,-0.00022452+0.00048098i,0.00029622+0.00028825i,0.00098436+9.0364e-05i,0.00078641+0.00036921i
