-0.001492+0.0025337i,-0.002102+0.0016232i,-0.0020449+0.00023474i,-0.001776-0.00029337i,-0.0012511+0.00055639i,-0.00015968+0.0011627i,7.5982e-05+0.0016065i,0.00082202+0.00083109i,0.0013796-0.00038515i,0.0013658-0.00028225i,0.0013342-6.1102e-05i,0.00035701-0.0008366i,-0.00062337-0.0014727i,-0.00053148-0.0012544i,5.1194e-05-0.00038569i,0.000498+8.7857e-05i,0.00025122-0.00013239i,-0.00033043-0.00048159i,-0.00032152+6.8469e-05i,-0.0007001+3.1657e-06i,-0.0014786-0.00029967i,-0.00085823+0.0003149i,-0.00020185+9.7205e-06i
-0.062888-0.011024i,-0.11824-0.03052i,-0.14058-0.057718i,-0.11793-0.063103i,-0.1076-0.047965i,-0.12977-0.037264i,-0.12731-0.017237i,-0.077757-0.0084363i,-0.031377-0.022817i,-0.016725-0.027601i,-0.0091707-0.018837i,0.00081367-0.015322i,0.0054794-0.014596i,0.008819-0.011851i,0.00965-0.011708i,0.0037721-0.011487i,-0.0018641-0.0052885i,-0.0014634+0.0018278i,0.0014943+0.0038595i,0.0002581+0.0024615i,-0.002578+0.002841i,-0.00050745+0.004485i,0.0052882+0.0034837i
-0.036135-0.047981i,-0.061506-0.10785i,-0.052242-0.14615i,-0.024358-0.13026i,-0.030689-0.11493i,-0.070069-0.12804i,-0.10123-0.1107i,-0.081478-0.056531i,-0.034394-0.016981i,-0.0074525-0.0037812i,0.0016438+0.0019888i,0.0091215+0.001846i,0.011563-0.0023359i,0.010983-0.0050504i,0.0097584-0.0072593i,0.0069184-0.0065677i,0.0028676-0.0024354i,-0.0010623+0.00062259i,-0.0028863+0.00047522i,-0.0046076-0.0022164i,-0.0067816-0.0036706i,-0.0070382-0.0015976i,-0.0034735+0.0035933i
0.02813-0.066679i,0.070324-0.1351i,0.11023-0.15359i,0.11144-0.11242i,0.085466-0.09762i,0.05447-0.12941i,0.0097913-0.13479i,-0.012055-0.080143i,0.0073153-0.025384i,0.022758-0.0085098i,0.019039-0.00050574i,0.018822+0.0078968i,0.019472+0.0074298i,0.013162+0.0070146i,0.010453+0.0073634i,0.010672+0.0031089i,0.0062844-0.0025674i,0.00011587-0.003045i,-0.002522+0.0013929i,-0.0024213+0.003491i,-0.004417+0.00082071i,-0.0063866+0.0012963i,-0.0049364+0.0059432i
0.060961-0.029937i,0.15065-0.052252i,0.2051-0.042976i,0.17881-0.017885i,0.14838-0.023878i,0.14921-0.062388i,0.11992-0.095745i,0.055385-0.078521i,0.014033-0.034801i,0.0032043-0.011906i,-0.0025445-0.00281i,-0.0020768+0.0072689i,0.0026708+0.0097971i,0.0030351+0.0079183i,0.003178+0.0088431i,0.0043135+0.0065984i,0.0033176+0.0013466i,0.00072315-0.00089722i,0.00034768-0.00021536i,0.0027272-0.00062607i,0.0034409-0.003181i,0.00083248-0.0040767i,-0.0033779-0.0023137i
0.065285+0.046385i,0.13969+0.11404i,0.16201+0.16513i,0.11283+0.15344i,0.089612+0.11092i,0.12341+0.068193i,0.13578+0.011176i,0.082031-0.022598i,0.023788-0.0055431i,0.004082+0.013046i,-0.0039609+0.0116i,-0.010346+0.012175i,-0.0082573+0.01346i,-0.007674+0.0095765i,-0.0081427+0.0097956i,-0.0037659+0.011581i,0.0015223+0.0073547i,0.0028368+0.0013837i,0.00055495-0.00017016i,-0.0011582+0.00071621i,-0.0012729-0.00016204i,-0.0022648-0.002836i,-0.0044492-0.0032544i
0.026589+0.087845i,0.034711+0.20557i,0.022373+0.28099i,0.0055196+0.24751i,0.013467+0.19093i,0.049263+0.16369i,0.086372+0.11278i,0.07592+0.036334i,0.03402-0.0035056i,0.012432-0.0073413i,0.0043801-0.0093948i,-0.006178-0.0071764i,-0.0080308-0.0014342i,-0.0047995-0.0018724i,-0.0065394-0.001056i,-0.0064418+0.0040431i,-0.0010669+0.0051759i,0.0027068+0.0014654i,0.0010772+0.001313i,-0.00076874+0.0047984i,0.00067323+0.0057623i,0.0023929+0.0027561i,0.0020813-0.0024504i
-0.069401+0.073124i,-0.15631+0.14627i,-0.20712+0.17846i,-0.17095+0.13527i,-0.11171+0.098492i,-0.067544+0.11687i,-0.011587+0.12299i,0.02373+0.067919i,0.0088888+0.009576i,-0.005796-0.0074023i,-0.00031493-0.011781i,-0.00039785-0.016124i,-0.004703-0.013241i,-0.0041452-0.012043i,-0.0071722-0.013186i,-0.010755-0.0085715i,-0.0077447-0.001171i,-0.0019939+0.0021458i,-0.00059571+0.001637i,-0.0022185+0.0015515i,-0.0018638+0.0025375i,0.00014269+0.0027554i,0.0021393+0.00039994i
-0.11314+0.02488i,-0.2489+0.01379i,-0.33717-0.0070679i,-0.29536-0.01587i,-0.2121-0.011228i,-0.16219+0.019165i,-0.10216+0.062135i,-0.023725+0.063185i,0.01476+0.027861i,0.01538+0.0083542i,0.01826+0.0015509i,0.02008-0.0086013i,0.012724-0.011237i,0.0059287-0.0072505i,0.00097444-0.0075279i,-0.0042888-0.0074286i,-0.0068235-0.0022062i,-0.0040599+0.0035781i,-0.0007962+0.0037168i,-0.0027451+0.0014154i,-0.0055623+0.0017615i,-0.0045699+0.0037019i,-0.0010799+0.0059656i
-0.073493-0.084816i,-0.14315-0.1817i,-0.18612-0.23307i,-0.15696-0.18023i,-0.10419-0.10633i,-0.10089-0.065583i,-0.099248-0.015868i,-0.045873+0.018887i,0.0082961+0.005721i,0.021244-0.0071394i,0.02074+0.0019604i,0.020008+0.0058954i,0.014017+0.0027083i,0.012051+0.00084296i,0.015255-0.0036304i,0.012375-0.0081581i,0.0044929-0.0062782i,0.00014205-0.00037596i,0.00061805+0.0013022i,-0.00037562-0.0014852i,-0.0042378-0.0029795i,-0.0072347-0.00062265i,-0.0065615+0.003685i
-0.014741-0.13326i,0.0078103-0.2688i,0.0355-0.34691i,0.034327-0.29028i,0.024845-0.18086i,0.005182-0.11976i,-0.029527-0.070851i,-0.034956-0.010549i,-0.010957+0.018901i,-0.00033703+0.021258i,0.0013552+0.028406i,0.0081628+0.032027i,0.010979+0.024259i,0.0092517+0.012663i,0.0089726+0.0037074i,0.0080138-0.0017886i,0.0038034-0.0045359i,-0.0013201-0.003344i,-0.0029061-0.0011831i,-0.0027762-0.0028493i,-0.0048939-0.0063201i,-0.0087125-0.0064239i,-0.012106-0.0038707i
0.10058-0.059234i,0.19531-0.1306i,0.24201-0.17498i,0.18408-0.14481i,0.10507-0.084504i,0.075532-0.069312i,0.036492-0.069031i,0.0009066-0.028043i,0.005085+0.016363i,0.0093167+0.026039i,-0.0017724+0.024363i,-0.0088179+0.022576i,-0.0089777+0.017176i,-0.0057341+0.015926i,-0.00057976+0.017912i,0.0034348+0.015102i,0.0030555+0.008147i,-0.00035787+0.0039776i,-0.0016143+0.0037352i,-0.00045915+0.0026643i,-0.00039406-0.0029896i,-0.0021568-0.0092789i,-0.006601-0.011763i
0.14831+0.019111i,0.27663+0.054183i,0.32763+0.083904i,0.2501+0.068232i,0.13886+0.037749i,0.082602+0.019715i,0.04981-0.0070932i,0.010236-0.015731i,-0.011789-0.0037896i,-0.01919-0.00079845i,-0.030934-0.00029057i,-0.036667+0.0038207i,-0.030575+0.0054068i,-0.019894+0.0083271i,-0.0088707+0.0095536i,0.00015469+0.0072344i,0.0033883+0.0040722i,0.0021956+0.0024872i,0.0019202+0.0034542i,0.0038034+0.0010798i,0.0060908-0.0065984i,0.0059864-0.014138i,0.0035504-0.01807i
0.025095+0.096135i,0.081288+0.19638i,0.10922+0.23101i,0.071376+0.16154i,0.019632+0.091518i,0.013835+0.079933i,0.034754+0.05721i,0.018175+0.021859i,-0.015691+0.014472i,-0.027298+0.011726i,-0.028475-0.00055427i,-0.023649-0.0082975i,-0.014736-0.0099004i,-0.013129-0.0069027i,-0.015609-0.0016836i,-0.014904+0.0026592i,-0.0097248+0.0031503i,-0.0042464-0.00019706i,-0.0028122-0.0023281i,-0.0022604-0.0012658i,0.0025927-0.00073783i,0.011098-0.0022294i,0.016537-0.0073292i
-0.075587+0.14208i,-0.15015+0.26074i,-0.17643+0.28271i,-0.12906+0.19812i,-0.073312+0.12102i,-0.033715+0.09001i,0.0045905+0.064494i,0.018026+0.028665i,0.011268+0.0060497i,0.0079894-0.0079931i,0.0049725-0.024294i,-0.00024564-0.032867i,-0.0047464-0.029645i,-0.0088741-0.020203i,-0.0091701-0.010556i,-0.0081772-0.0030338i,-0.0068279+0.0021089i,-0.0048872+0.0013433i,-0.0061203-0.00098119i,-0.0058456+0.0014492i,0.0012384+0.004413i,0.012385+0.006014i,0.022228+0.0053755i
-0.085567-0.013203i,-0.19865+0.0091722i,-0.22968+0.029007i,-0.13379+0.0071923i,-0.050856-0.026208i,-0.041725-0.016308i,-0.032456+0.021275i,-0.0073085+0.0242i,0.0010063-0.001336i,0.0022128-0.017212i,0.0088828-0.019338i,0.013973-0.013828i,0.014228-0.0085622i,0.010819-0.0098487i,0.0055776-0.012116i,0.00070291-0.011851i,-0.0019302-0.0072631i,-0.00076981-0.00074358i,0.00059367+0.0012255i,-0.00021645+0.00041218i,-0.00019059+0.0025577i,0.002804+0.0093973i,0.0098259+0.016932i
-0.11715-0.14589i,-0.1951-0.27005i,-0.19625-0.29909i,-0.12972-0.22151i,-0.085118-0.13841i,-0.074715-0.060705i,-0.054918+0.0054757i,-0.026063+0.024154i,-0.0099214+0.015919i,0.0030037+0.010456i,0.016707+0.0046117i,0.024893-0.0014698i,0.024935-0.0058235i,0.016081-0.0095788i,0.0062046-0.0091452i,0.00077476-0.0084593i,-0.0016011-0.0081991i,0.00023373-0.0046538i,0.0027587-0.0033296i,-0.00036983-0.003726i,-0.0067232+0.002726i,-0.012385+0.0171i,-0.012915+0.030059i
0.040186-0.087086i,0.059067-0.20523i,0.044037-0.248i,0.017108-0.14237i,0.012736-0.022382i,0.0018432+0.017756i,-0.023286+0.023769i,-0.026737+0.024281i,-0.011849+0.018221i,-7.6848e-05+0.013984i,0.0014466+0.013527i,-0.0030383+0.016085i,-0.0022035+0.017047i,0.0040586+0.013174i,0.0086746+0.0088626i,0.011609+0.0034114i,0.0086674-0.0025294i,0.0013469-0.0042275i,-0.0015407-0.0024379i,-0.00024015-0.0021192i,-0.0022945-0.0033937i,-0.0088174-0.0014639i,-0.015822+0.0059207i
0.21886-0.076255i,0.36693-0.097004i,0.39105-0.075129i,0.2953-0.035585i,0.19259-0.0089453i,0.09302-0.0074298i,0.0075108-0.00080948i,-0.020309+0.015169i,-0.017811+0.019309i,-0.017011+0.020916i,-0.013136+0.023975i,-0.0085856+0.024502i,-0.0030356+0.022056i,0.0040658+0.013836i,0.0045279+0.0050908i,0.0020041+0.0017961i,0.00041284+0.00088675i,-0.0012004+0.0035869i,-0.00081939+0.0073924i,0.00034229+0.0044031i,-0.0032461-0.0043141i,-0.014728-0.01274i,-0.027952-0.01535i
0.093764+0.035918i,0.2081+0.083811i,0.26343+0.090952i,0.17443+0.031929i,0.032183-0.013568i,-0.038755-0.010736i,-0.044939-0.0060014i,-0.03171-0.0087452i,-0.01626-0.011451i,-0.0063044-0.011248i,-0.0032542-0.013757i,-0.0083839-0.0199i,-0.012395-0.015573i,-0.0081265-0.0052054i,-0.0030957+0.0025282i,0.0023568+0.0079301i,0.0075213+0.0073222i,0.0063386+0.0020237i,0.0019321-0.00068169i,0.0011802-1.2839e-05i,0.0007714-0.0032732i,-0.0031346-0.012187i,-0.0091176-0.02027i
0.011725+0.26096i,-0.013349+0.39902i,-0.0479+0.38822i,-0.064606+0.26556i,-0.071022+0.15828i,-0.063675+0.088833i,-0.04325+0.038028i,-0.032068+0.005231i,-0.029176-0.015003i,-0.030662-0.025274i,-0.031196-0.025438i,-0.028568-0.020708i,-0.023666-0.0089687i,-0.015551+0.0039058i,-0.0085462+0.0050141i,-0.0048093+0.0010071i,-0.0042661-0.00022551i,-0.0064027-0.001204i,-0.0071954-0.00062334i,-0.0028642-0.00010172i,0.0080873-0.0056451i,0.021897-0.016707i,0.029225-0.027159i
-0.008166+0.07732i,-0.077559+0.17128i,-0.11203+0.2147i,-0.042525+0.15111i,0.032955+0.041594i,0.022992-0.024885i,-0.0079257-0.02713i,-0.0077321-0.0088645i,-0.0012239+0.0017805i,0.00032652+0.0075475i,0.011279+0.0089791i,0.022963+0.0018712i,0.018698-0.0051416i,0.00785-0.0079265i,0.0010935-0.0078403i,-0.0040383-0.0039572i,-0.0053671+0.0032882i,-0.00043322+0.0068411i,0.0022005+0.0046667i,-8.5031e-06+0.003042i,0.0024435+0.0042065i,0.010343+0.0037997i,0.017674-0.0021233i
-0.2317-0.1311i,-0.34745-0.20762i,-0.30165-0.21292i,-0.16256-0.16248i,-0.07822-0.12522i,-0.055988-0.095391i,-0.047981-0.052295i,-0.023256-0.018092i,0.010053-0.0099076i,0.027699-0.016068i,0.031894-0.01558i,0.030434-0.010483i,0.01744-0.0049534i,0.0030152+0.0014343i,0.00047103+0.0046701i,0.0036957+0.004198i,0.0040308+0.0021613i,0.0020401+0.00086846i,0.00075462+0.0011363i,-0.00038206+0.0034107i,0.0038536+0.009043i,0.015934+0.018878i,0.029654+0.028038i
-0.020847-0.0050261i,-0.04983-0.11364i,-0.057085-0.17725i,-0.027348-0.098728i,0.012006+0.0053001i,0.029346+0.030257i,0.010732+0.02293i,-0.012376+0.025907i,-0.017346+0.019235i,-0.019024+0.0039246i,-0.02119+0.0030853i,-0.013381+0.010146i,-0.003576+0.006908i,0.0022261-0.00017379i,0.0036519-0.0034811i,0.00079988-0.0079953i,-0.0033036-0.010102i,-0.0058463-0.0037341i,-0.0038761+0.0023105i,-0.00033678+0.00088374i,0.0010416+0.0027203i,0.0015488+0.014622i,0.003341+0.027924i
0.33197-0.13507i,0.505-0.21345i,0.47493-0.16764i,0.30105-0.054078i,0.1715-0.00084308i,0.093301-0.0014657i,0.034468-0.0073233i,0.0087019-0.0025864i,0.006499+0.0092027i,0.0078663+0.019609i,-0.00013689+0.025886i,-0.010517+0.030058i,-0.0144+0.024778i,-0.013083+0.013716i,-0.0073934+0.0091882i,-0.0024701+0.011218i,-0.00053405+0.012687i,-0.0018855+0.010022i,-0.0050079+0.0060054i,-0.0096485+0.0043271i,-0.018596+0.0046781i,-0.032752+0.0079312i,-0.041452+0.014885i
0.077515-0.001392i,0.22497+0.0496i,0.29853+0.099804i,0.18913+0.091799i,0.033832+0.058572i,-0.0415+0.038566i,-0.055433+0.018497i,-0.049911-0.0021656i,-0.035118-0.015792i,-0.020267-0.026533i,-0.014961-0.029936i,-0.014238-0.020522i,-0.0073828-0.0065082i,-0.00087615-0.00056083i,-0.0014499-0.0030641i,-0.0015703-0.0077334i,-0.00013976-0.010477i,-0.0036407-0.0090468i,-0.0066602-0.002241i,-0.0023347+0.0017067i,0.0022863-0.0012628i,-0.0011099-0.0016712i,-0.010158+0.0053469i
0.048225+0.49066i,0.080123+0.7582i,0.062544+0.72374i,0.017834+0.45082i,-0.012732+0.22594i,-0.030264+0.10275i,-0.041251+0.038681i,-0.038087+0.019727i,-0.030019+0.014437i,-0.025768+0.010518i,-0.018656+0.00036572i,-0.015594-0.016221i,-0.015722-0.021666i,-0.0072888-0.017545i,0.00048128-0.0086003i,0.0022148-0.00037975i,0.00091362+0.0007023i,-6.4601e-05-0.00051545i,-7.9865e-07-0.0033621i,-0.0014697-0.0078843i,-0.0046652-0.012946i,-0.01223-0.023155i,-0.023089-0.034451i
0.045699+0.18488i,-0.053885+0.35625i,-0.18259+0.42383i,-0.18599+0.29652i,-0.11549+0.091492i,-0.081128-0.03606i,-0.06111-0.054008i,-0.018887-0.031773i,0.02443-0.021601i,0.043321-0.019955i,0.039897-0.021206i,0.022493-0.021196i,0.0019203-0.009525i,-0.0051705+0.005513i,-0.00085146+0.0059131i,0.00089859+0.00065932i,0.00057729-0.00040806i,0.00053791-0.0035566i,-0.0040225-0.0065316i,-0.0065663-0.0054759i,0.00033668-0.0073304i,0.0092069-0.017086i,0.012216-0.024236i
-0.50754-0.068968i,-0.81471-0.08824i,-0.80002-0.069705i,-0.48269-0.033009i,-0.19852-0.024661i,-0.081654-0.024082i,-0.05217-0.0040392i,-0.042151+0.015575i,-0.028309+0.0045605i,-0.020773-0.017362i,-0.0054149-0.011226i,0.026328+0.0023266i,0.042834+0.001573i,0.037273+0.0022893i,0.025923+0.0017005i,0.014708-0.0035788i,0.0075391-0.0052677i,0.0059116-0.0046525i,0.0059579-0.0047094i,0.0096367-0.0023343i,0.015498+0.0045354i,0.020464+0.011587i,0.025491+0.013075i
-0.25662+0.0806i,-0.43002-0.048005i,-0.48221-0.21302i,-0.35868-0.20235i,-0.14741-0.088659i,0.011693-0.04997i,0.049389-0.056942i,0.031413-0.032225i,0.020501+0.013186i,0.013061+0.042905i,0.005204+0.04547i,-0.0020634+0.026689i,-0.0161+0.0045451i,-0.02721-0.0022917i,-0.022822+0.0091079i,-0.011237+0.020063i,-0.0035968+0.017612i,0.00057302+0.011864i,0.0025909+0.0070652i,-0.0015395-0.0001226i,-0.0041174-0.0046154i,0.0016326-0.0088653i,0.0093589-0.013686i
0.26399-0.39353i,0.37121-0.7054i,0.29192-0.73803i,0.11771-0.43693i,0.041627-0.15473i,0.023561-0.079941i,-0.030096-0.073651i,-0.060073-0.039951i,-0.03028-0.0087165i,0.0096806-0.0063706i,0.015539-0.0042446i,0.0060966+0.021094i,0.0074437+0.041007i,0.0074106+0.036051i,0.005407+0.017851i,0.0058486-0.001584i,0.0032331-0.0078673i,-0.00058434+0.00030143i,-0.0032142+0.0067084i,-0.0036847+0.0090129i,-0.00067702+0.015829i,0.0036394+0.028773i,0.0036507+0.04296i
-0.018373-0.25301i,0.14108-0.40826i,0.29747-0.44815i,0.26632-0.32866i,0.13101-0.12013i,0.038297+0.035968i,-0.017035+0.064471i,-0.059625+0.039214i,-0.078796+0.018533i,-0.078603+0.0045894i,-0.068417-0.0015732i,-0.050975-0.0045881i,-0.03075-0.011381i,-0.01794-0.016509i,-0.017463-0.0099551i,-0.016098+0.0022946i,-0.009272+0.004414i,-0.0058621-0.00099837i,-0.0052968-0.0038125i,-0.0056952-0.0064411i,-0.011778-0.0097579i,-0.022012-0.010573i,-0.025546-0.010293i
0.26478+0.46391i,0.58649+0.66526i,0.66108+0.53752i,0.33566+0.22837i,0.0077137+0.084388i,-0.018171+0.063652i,0.070035+0.002821i,0.090021-0.039751i,0.068168-0.022662i,0.051737+0.002268i,0.043896-0.0048564i,0.02381-0.030376i,-0.0025891-0.035319i,-0.011751-0.025397i,-0.00864-0.015947i,-0.0046222-0.0079133i,-0.0037445-0.0038616i,-0.0074655-0.0028178i,-0.01142-0.0034923i,-0.010243-0.0062975i,-0.0039079-0.010237i,0.0031496-0.012268i,0.0048084-0.014066i
0.21973+0.1688i,0.34521+0.33856i,0.38226+0.40554i,0.3271+0.28555i,0.2125+0.1224i,0.085989+0.0051743i,-0.0099209-0.067009i,-0.058658-0.075542i,-0.052594-0.059563i,-0.024971-0.051626i,-0.0097173-0.034174i,-0.0041656-0.00704i,-0.00022831+0.013391i,0.0046443+0.016316i,0.010482+0.0023794i,0.01249-0.011223i,0.0093984-0.015093i,0.0038419-0.016127i,-0.00071223-0.014252i,-0.0011572-0.0075705i,-0.0025496-0.0030791i,-0.0095277+0.0007367i,-0.014281+0.0062508i
-0.51223+0.12012i,-0.74569+0.3734i,-0.60908+0.48735i,-0.2833+0.2902i,-0.15205+0.058203i,-0.14057+0.043465i,-0.058617+0.081827i,0.0096424+0.042246i,0.014141+0.0045093i,0.0067537+0.0079832i,0.021563+0.010008i,0.039322-0.016048i,0.031913-0.038298i,0.017136-0.032904i,0.0059848-0.014686i,-0.0013289+0.0049155i,0.0042256+0.014434i,0.015691+0.0077291i,0.017677-0.0030277i,0.012939-0.0089327i,0.017383-0.015074i,0.030042-0.026722i,0.037587-0.034233i
-0.29548+0.21133i,-0.44232+0.36697i,-0.42437+0.3798i,-0.27564+0.24071i,-0.13513+0.09864i,-0.017174+0.053702i,0.073639+0.066559i,0.096021+0.076771i,0.084521+0.07442i,0.065307+0.056919i,0.040377+0.055836i,0.029572+0.065956i,0.02198+0.059121i,0.0099094+0.04681i,0.01328+0.03153i,0.022501+0.0076518i,0.01685-0.0056083i,0.01174+0.001619i,0.015046+0.0094869i,0.011483+0.0092834i,0.00094511+0.014504i,-0.007754+0.027579i,-0.01161+0.037015i
-0.026835-0.50557i,-0.17972-0.828i,-0.26138-0.75876i,-0.11752-0.35459i,0.075232-0.06333i,0.06933-0.008689i,-0.040183-0.013338i,-0.084571-0.018276i,-0.077232-0.025045i,-0.06043-0.02108i,-0.049471-0.013389i,-0.044652-0.0048558i,-0.039071-0.0023094i,-0.032026-0.0024241i,-0.023084+0.0066516i,-0.012189+0.020312i,-0.0020947+0.023081i,0.0014959+0.01506i,-0.0017914+0.0088298i,-0.0037853+0.0047488i,-0.00126+0.0010713i,0.0032105-0.00012483i,0.0044121+0.0065206i
-0.028038-0.19207i,-0.081206-0.20954i,-0.1248-0.11022i,-0.17164-0.034637i,-0.25202-0.041137i,-0.28855-0.0072853i,-0.20966+0.076504i,-0.081742+0.10588i,-0.0082682+0.076867i,0.00076119+0.049415i,-0.0038198+0.035715i,0.00044357+0.022796i,0.008626+0.010831i,0.011156+0.0056957i,0.0021814+0.0046118i,-0.00957+0.0059005i,-0.015248+0.01192i,-0.010917+0.022665i,-0.00014174+0.024731i,0.0037921+0.013505i,0.0010253+0.0049371i,-0.00091045+0.0010043i,-0.0039703-0.0054538i
0.30954-0.033502i,0.56733-0.1652i,0.59284-0.31021i,0.40331-0.29656i,0.28471-0.13969i,0.24517-0.046016i,0.14799-0.048187i,0.038959-0.034323i,-0.010621-0.013488i,-0.025963-0.023443i,-0.043037-0.033534i,-0.05362-0.025164i,-0.051122-0.018532i,-0.04775-0.016928i,-0.034537-0.0081769i,-0.0098065-0.00044616i,0.0019546-0.0016604i,-0.011758-0.0033592i,-0.030245+0.00098392i,-0.033055+0.0030494i,-0.031362-0.0015808i,-0.03513-0.0033525i,-0.037983-0.00026412i
0.19706+0.17051i,0.30763+0.28157i,0.26323+0.29544i,0.063535+0.20373i,-0.13691+0.088007i,-0.25856-0.034907i,-0.30856-0.11876i,-0.2695-0.12136i,-0.16188-0.085378i,-0.056532-0.05096i,0.017257-0.043434i,0.047747-0.055573i,0.045543-0.046309i,0.038011-0.023631i,0.015141-0.010792i,-0.016661+0.0023199i,-0.026309+0.0068836i,-0.018373-0.0083169i,-0.0096001-0.018649i,0.0019164-0.013197i,0.017695-0.0094218i,0.028962-0.013389i,0.03081-0.018128i
-0.15478+0.23768i,-0.28664+0.45998i,-0.24528+0.47329i,-0.054543+0.22308i,0.073097-0.024123i,0.15024-0.065009i,0.24031+0.02586i,0.27508+0.092905i,0.22125+0.071564i,0.10712+0.011843i,0.018866-0.0015361i,0.0026873+0.016842i,0.011437+0.019072i,0.014338+0.0098564i,0.020434-0.0013767i,0.024358-0.017989i,0.018337-0.026497i,0.012569-0.014373i,0.013053+0.00099895i,0.010448+0.0009246i,0.0013877-0.0043771i,-0.003962-0.0073153i,0.00044645-0.011064i
0.036641-0.077103i,0.11384-0.11393i,0.22676-0.12658i,0.29029-0.088258i,0.28197+0.017094i,0.22227+0.059793i,0.10992-0.059186i,-0.029416-0.16129i,-0.08844-0.10975i,-0.031922-0.015887i,0.030877+0.020874i,0.039452+0.024778i,0.024154+0.026633i,0.0073149+0.02108i,-0.0098761+0.014016i,-0.018774+0.01765i,-0.013932+0.016929i,-0.0099868-0.0070314i,-0.021233-0.030474i,-0.028841-0.021346i,-0.018154+0.0014565i,-0.0013499+0.019169i,0.011374+0.033557i
-0.40797+0.016358i,-0.82058+0.043145i,-0.99199+0.15508i,-0.8139+0.23296i,-0.59852+0.12761i,-0.4663+0.0094972i,-0.32904+0.048414i,-0.16424+0.10663i,-0.02929+0.068627i,0.0075561-0.012683i,-0.011581-0.043889i,-0.011929-0.028477i,-0.0058144-0.014272i,0.0018019-0.0051698i,0.012858-0.012457i,0.011095-0.032876i,0.012183-0.035319i,0.031163-0.013681i,0.04843+0.0059974i,0.04175+0.0083006i,0.024755+0.0046189i,0.014497-0.0013145i,0.0090429-0.0043665i
0.47515-0.14577i,0.79728-0.4279i,0.85576-0.59427i,0.67926-0.46118i,0.54573-0.12715i,0.49001+0.20884i,0.46175+0.38866i,0.42282+0.37165i,0.2755+0.24414i,0.1004+0.15047i,0.013506+0.106i,-0.025046+0.067547i,-0.049966+0.040078i,-0.054444+0.027609i,-0.034585+0.026073i,-0.00035367+0.024871i,0.0098641+0.019552i,-0.013541+0.019788i,-0.03836+0.017916i,-0.043574+0.0064478i,-0.038303+0.00085866i,-0.032543+0.011583i,-0.027987+0.023399i
-0.038846+0.035873i,-0.076734+0.11194i,-0.19039+0.22673i,-0.32686+0.28208i,-0.43995+0.17183i,-0.52533-0.09101i,-0.5852-0.35977i,-0.6042-0.45371i,-0.47065-0.32242i,-0.21716-0.16101i,-0.052154-0.11172i,-0.011541-0.098715i,0.0085397-0.065954i,0.032595-0.046231i,0.036231-0.048406i,0.020765-0.046852i,0.0091478-0.038555i,0.0075711-0.038347i,0.0077488-0.038127i,0.0066088-0.026082i,0.0069308-0.015719i,0.003561-0.01663i,-0.0068903-0.01168i
-0.017461+0.14604i,0.10736+0.060351i,0.1541-0.23576i,0.043936-0.4779i,-0.037712-0.4502i,-0.029303-0.18853i,0.026672+0.20354i,0.18077+0.47192i,0.28166+0.38347i,0.17871+0.14456i,0.059711+0.044776i,0.049157+0.02202i,0.043306-0.024103i,0.015523-0.043871i,0.016202-0.026949i,0.027061-0.0080842i,0.020559+0.011091i,0.0097636+0.033086i,0.0098595+0.037198i,0.012251+0.015754i,0.0092046-0.00035382i,0.013113-0.0046713i,0.015752-0.021596i
0.19339+0.47098i,0.44704+0.80117i,0.61937+0.83042i,0.55776+0.57662i,0.36148+0.40041i,0.22323+0.26547i,0.13922-0.021346i,-0.013273-0.27089i,-0.16065-0.24964i,-0.13568-0.068741i,-0.02603+0.0079515i,0.0081059-0.0085271i,0.0030684+0.013541i,0.0050145+0.036447i,-0.0064993+0.043475i,-0.004756+0.050121i,0.0062666+0.020898i,-0.0068473-0.02887i,-0.027588-0.044447i,-0.023577-0.021675i,-0.0012483-0.0052971i,0.009501-0.00054763i,0.012705+0.014122i
-0.41854-0.34129i,-0.81738-0.53954i,-0.9516-0.52041i,-0.71873-0.35134i,-0.44777-0.33561i,-0.3224-0.43669i,-0.28922-0.42178i,-0.22937-0.28551i,-0.079977-0.15067i,0.033713-0.11119i,0.040471-0.085648i,0.039696-0.019439i,0.061549+0.015156i,0.076741+0.023422i,0.076926+0.027133i,0.046526+0.017249i,0.017094+0.013336i,0.025755+0.017921i,0.044654+0.011134i,0.037071-0.0037607i,0.015396-0.0039452i,0.0098183+0.0059356i,0.017077+0.0078853i
0.095781+0.36911i,0.4035+0.54782i,0.70449+0.417i,0.71939+0.098242i,0.56259+0.068571i,0.49083+0.34074i,0.48528+0.54998i,0.44308+0.56077i,0.29628+0.3974i,0.097166+0.22923i,-0.0069469+0.15234i,-0.032542+0.092566i,-0.067614+0.0514i,-0.090983+0.044723i,-0.089275+0.044924i,-0.070602+0.044111i,-0.047569+0.034177i,-0.0447+0.027921i,-0.046345+0.038257i,-0.034311+0.043839i,-0.021201+0.034688i,-0.016297+0.026753i,-0.0058572+0.02134i
