-0.00088589+0.0019396i,-0.0009632+0.0021957i,-0.0021128+0.0018374i,-0.0017483+0.00047177i,-0.0013897+0.00039892i,-0.00042418-0.00033623i,0.0002034-0.00066909i,0.00012544-0.00066245i,0.00049822-0.00036331i,0.0010762-0.00020711i,0.0014202-0.00076231i,0.00059557-0.0014228i,0.00037291-0.0017742i,0.00059046-0.0018444i,0.00034568-0.0013602i,-0.00015297-0.00020919i,-7.2404e-05+0.00085956i,0.00032357+0.00010231i,0.00021057-0.00044823i,-0.00037507-6.8149e-05i,-0.0011163+0.00016765i,-0.00065361+0.0009347i,-0.00022602+0.0011236i
0.00029773+0.0005067i,0.0001534+0.00026481i,0.0008245-0.00016224i,0.00072874-0.0012643i,0.00034572-0.0010135i,-0.00021216-0.00021505i,-0.00032971-0.00013804i,-0.00045515-0.00039227i,8.7713e-05-0.000834i,0.00072238-0.0011811i,0.00084362-0.0011061i,0.00036858-0.00058942i,-0.0012477-0.00092675i,-0.0011514-0.0014192i,5.8552e-05-0.00091237i,0.00077921+9.3995e-05i,0.00021114+5.0584e-05i,-0.00075203-0.0010557i,-0.00074085-0.0012229i,0.00018869-0.00084323i,0.0007524-0.00013646i,0.00044198+0.00037724i,0.00037075+0.00043001i
0.0019086+0.0003734i,0.0027331+0.00052533i,0.0014745+0.0013274i,7.7208e-05+0.0013378i,0.00056843+0.00066689i,0.00048111+0.00045684i,0.00011782-0.00028631i,0.00059445-0.00068213i,0.00014707+1.1443e-05i,-0.00031826+0.00047979i,6.6671e-05+0.00064892i,0.00043642+0.00058036i,0.0002044+0.00077284i,0.00024746+0.00080988i,0.00059274+0.00062239i,-6.161e-06+0.0013056i,-3.3382e-05+0.0012868i,0.0004965+0.00053716i,0.00041872+0.00030427i,9.7765e-05-0.00011533i,-0.0005684+0.00027105i,-0.00063994+0.00047032i,0.00037099-7.6468e-05i
-0.00048357+0.0022801i,-0.00026226+0.0023863i,-0.00057128+0.0022061i,-0.00047259+0.0015014i,-8.2393e-05-0.00012342i,0.00019407-0.0012303i,-0.00062578-0.00044997i,-0.00096274+0.00036511i,-0.0010478+0.00045129i,-0.00058018+9.5749e-05i,1.3464e-05-0.00013619i,0.00011779+0.0004816i,0.00046169+0.00026075i,0.0013483-0.0003745i,0.00099389-0.00057582i,0.00029738-0.00071308i,0.00045878-0.0002075i,-0.00028644-8.2132e-05i,-0.00092943-0.00014359i,-0.00029857+0.00021276i,0.00048995+0.00031802i,0.0011187+0.00037523i,0.0004993+5.2499e-05i
-0.00019005-0.00070271i,-0.0001502-0.00050534i,-0.00090495-0.00078928i,-0.0011829-0.00077694i,-0.00036729-0.00094457i,0.00028497-0.00055555i,-0.00055214-5.554e-05i,-0.00063378-3.6031e-05i,-0.00011558+8.8643e-05i,-0.00037159-1.3941e-05i,-0.00036702+3.9341e-05i,-1.9947e-05+0.00040813i,0.00038682+0.00040114i,0.00063229+0.00045155i,0.00072415+0.00056227i,0.00070398+0.0004446i,0.00073848+0.00078929i,0.00096226+0.00078926i,0.00050426+0.00040527i,-0.00055096+0.00074278i,-0.00095235+0.00035494i,-0.00041596+0.00020208i,-0.0001458+0.00063802i
-0.00015496-0.0014192i,0.00084195-0.0017371i,0.0015847-0.0013005i,0.0014767-0.00051521i,0.00059771-1.5404e-05i,0.0001426-0.00050304i,-0.00064092-0.00052214i,-0.0012363-0.00043092i,-0.00080162-0.0012252i,0.00039939-0.0014971i,0.0010689-0.0012302i,0.00088954-0.0010663i,0.000744-0.0010594i,0.00033694-0.00031907i,0.00011724-0.000229i,0.00028787-1.0668e-05i,-0.00011771+0.00037926i,-0.001197+0.00036631i,-0.0011554+3.5138e-05i,0.00026809-0.00049367i,0.0012384-0.00013934i,0.0009992+0.0009902i,0.00075823+0.0013516i
-0.00026183+0.00060976i,-0.00025659+0.00036407i,-0.00055764+0.00063086i,-0.00040042+0.00060447i,-0.00021418+5.1318e-05i,-0.00039065+9.0681e-05i,-0.00037842+0.00020035i,-0.00062475-0.001144i,-0.00037514-0.0010126i,-0.00064841+0.00051192i,-0.001065+0.00093664i,-0.00027318+0.00056916i,-0.00020709+2.5433e-05i,0.00023092-0.00049825i,0.00058827-4.5254e-05i,-0.00035122+0.00071539i,-0.00066861-3.5364e-05i,-0.0008503-0.0010942i,-0.00036977-0.0011963i,-0.00024429-0.0007224i,-0.00023662-6.368e-05i,6.1397e-05+0.00025101i,0.0002783-0.00020194i
0.00018723+0.00029962i,0.00026705+0.001717i,-0.0004047+0.0011515i,-0.00062748-0.00024788i,-0.0011531+0.00023353i,-0.0017429+0.00027044i,-0.0013495-0.0010645i,-0.0010154-0.00079571i,-0.00088226-0.00049877i,-0.00049781-0.00073671i,-4.8436e-06-0.00042782i,-0.00029018-5.3389e-05i,-0.00039954-0.00059289i,0.00029027-0.00050298i,0.00058227+0.00043512i,0.00036145+0.00013291i,-0.00079287+0.00011461i,-0.0011402+0.0004077i,-0.00071499+0.00020057i,-0.00041408+0.00032545i,-0.00052035+0.00075777i,-0.00099022+0.000398i,-0.00057161-0.00021254i
-0.0016639+0.00093401i,-0.00086269+0.001596i,0.00021242+0.0017639i,0.00059915+0.0011535i,0.00064169-6.1637e-05i,0.0002395-0.00040269i,-5.8756e-05-0.00038382i,0.00045872-0.00083624i,0.00082284-0.00086064i,0.00018485-0.00017637i,-0.00026529+0.00029465i,0.00036945+0.00031399i,0.00048467+2.5947e-06i,0.00030216-0.00050531i,0.00049563-0.00092859i,0.00044692-0.0002945i,0.00045821+0.0001995i,0.0005511-0.00014885i,0.00096972-0.00012885i,0.00070992-0.00060866i,0.00044422-0.00036215i,0.00041275+0.00050042i,-0.00020244+0.00056505i
0.00022233+0.00085509i,3.8177e-05+0.00040907i,-0.00031677-0.00079988i,-6.5333e-05-0.0002741i,-0.00028809+0.00083941i,-0.00055344+0.00044699i,-0.00041177-9.2001e-05i,-0.00015433+0.0001688i,-0.00039719+0.00014437i,-0.0011301-0.00044679i,-0.00079571-2.7152e-05i,-0.00040189+0.00032693i,0.00020005+0.00052543i,0.00015085+0.00053686i,-5.7357e-05+0.00010142i,-5.6628e-05-8.4906e-06i,1.0057e-05+0.00024448i,0.00056534+0.0004393i,0.0012882+0.00060889i,0.0010968-0.00015173i,0.00086285-0.000935i,0.0003969-0.00093136i,8.6536e-05-0.00085911i
-0.00033028-0.0003451i,-3.603e-05-0.0010457i,-0.0006635-0.0012646i,-0.0013622-0.00018186i,-0.0013484+0.00083786i,-0.00092136+0.0012228i,-0.0011535-0.00026105i,-0.00099514-0.00097422i,-0.00040003-0.00068848i,-0.00022842-0.00051452i,-0.00017395-2.5278e-05i,0.00050413+0.00045524i,0.00097129-0.00013435i,0.00093137-0.00083812i,0.00079199-0.00070391i,0.00091648-0.00075165i,0.0010212-0.00053843i,0.0004504-9.0089e-05i,-0.0001972-0.00068925i,-0.0004259-0.0005436i,-0.00042676+0.00013207i,-0.00040664-0.0002203i,-2.2071e-05-0.00026508i
0.001382-0.0005802i,0.0027444-0.00045046i,0.0022508-0.0012211i,0.0015874-0.0011745i,0.00026621-0.00093i,-0.0013656-0.0003565i,-0.0010307+0.00060885i,-5.9647e-06+0.00066057i,0.00049379+0.00018084i,-0.00010604-1.96e-05i,-0.00046709+0.00012016i,-0.00023565-3.8706e-05i,-0.00017225+0.00032961i,-0.00049021+0.00057605i,-0.00054425+0.00037703i,-0.0002513+0.00048907i,-0.00031275+0.0002113i,-0.00046647+0.00017375i,-0.00041025+0.00097525i,-0.00016782+0.00068522i,0.00020613+1.0181e-05i,0.00069196+0.00016127i,0.000308-0.00011382i
0.0014457+0.0010835i,0.0018556+0.0010078i,0.0015918+0.0011106i,0.0013704+0.00058999i,0.001245-2.221e-05i,8.3227e-05-0.00086908i,-0.001508-0.001054i,-0.001811-0.00060105i,-0.00081392-0.00061847i,-0.00050746-0.00093713i,-0.0009913-0.00051706i,-0.00095459+0.00033654i,-6.3554e-05+0.0001988i,0.00027777-0.00056545i,5.8027e-05-0.001277i,3.5054e-05-0.0011539i,0.00054499+0.0001317i,0.0004205+0.00056235i,-0.00032573+4.8373e-05i,-0.00034723-2.8365e-05i,0.00025141+0.00046823i,0.00074344+0.00037332i,0.00077138+0.00030247i
-0.00036723+0.00096708i,-0.00062822+3.9262e-05i,-0.00013029+0.0001718i,-0.00035807+0.000754i,-0.001205+0.00012984i,-0.0019258-0.0012965i,-0.002005-0.0014187i,-0.00088674-0.00033751i,0.00011934+8.7319e-05i,0.0001236+5.3446e-07i,0.00021283+0.00053996i,1.6291e-05+0.0010382i,-0.00022391+0.00061499i,0.00023218-9.8233e-05i,0.00061203+0.0001515i,0.00018482+0.00082899i,-0.0007528+0.00031547i,-0.0017564-1.302e-05i,-0.0016366+0.00044558i,-0.00073742+0.00018292i,-0.00076401-8.1743e-05i,-0.00035028-0.00046026i,0.00024862+1.1667e-05i
-0.00040291-0.00043071i,-0.00041203-0.00075645i,-0.00030753-0.001209i,-0.00089125-0.0008544i,-0.00031048-1.9984e-05i,0.00056151+0.00051151i,0.00041629-4.2971e-06i,0.00035753-0.00068444i,0.0001162-0.00079396i,0.0002801-0.00062038i,-9.1323e-05-0.00062809i,-0.00030813-0.00063286i,0.00062918+2.5624e-05i,0.00096086+0.00042221i,0.00014784+0.00087583i,-8.5366e-05+0.00083713i,0.00019305+8.0465e-05i,-0.00026702-0.00033956i,-0.00052586-0.00020168i,-0.00063399+5.8734e-05i,-0.00019557+0.00067189i,-0.00043475+0.0010231i,-0.00095588+0.0006911i
0.0011691+0.0018082i,0.0014608+0.0012248i,0.0022783+0.00043699i,0.0019764-0.00011053i,0.00063238-0.00079661i,-0.00048877-0.0011665i,-0.00026256-0.00083659i,-0.00022001+0.00035332i,-0.00047139+0.00084273i,-0.00016187-0.00010255i,-0.00031754+0.00018059i,-0.00065601+0.00064444i,0.00024614+0.00028026i,0.00031502-0.00020087i,-0.00053464-0.00010096i,-0.00033492+0.00017696i,0.00019954+0.00033328i,0.00083174+0.00055966i,0.00092425+0.00054872i,0.00019627+0.00025629i,9.151e-05+0.00039796i,-2.7473e-05+0.00043649i,-6.2665e-05+0.00011621i
0.0012597-4.6893e-06i,0.00097923-0.00030373i,0.00047348-0.0008662i,-0.00023174-0.0011629i,-0.00038069-0.000953i,-0.00059915-0.00039084i,-0.00038077+3.1956e-05i,2.0549e-05+0.00064036i,-0.00040925+0.00057788i,-0.00094871+0.00016791i,-0.0010285+0.00028561i,-0.001154-3.4092e-05i,-0.0012418+0.00053058i,-0.00091006+0.0015441i,-0.0005059+0.001612i,-0.00045697+0.00052452i,-0.00043153+0.00013641i,-0.00092995+0.00035447i,-0.00079917+0.00050129i,0.00021124+0.00015696i,0.00034783-0.00084101i,-0.00044755-0.0012168i,0.00017948-0.00078139i
-0.0018581+0.00050704i,-0.00098301+0.00045488i,-0.00077022+0.00046865i,-0.00073552+0.0010729i,-0.00032515+0.00042594i,0.00028362-0.00031081i,0.0001289-0.00062817i,9.7112e-05-0.001132i,0.0010174-0.00063893i,0.00092049+0.00028694i,-3.1963e-05+0.00020443i,0.00011944+2.9972e-05i,0.0003066-7.0335e-05i,-0.00028871-0.00011551i,-0.00024836+0.00037947i,0.00040445+5.2651e-05i,-0.00043687-0.0004096i,-0.00061742-7.616e-05i,0.00069452+0.00015493i,0.00092858+0.00021909i,-4.2789e-05+0.00017614i,-0.00077529-0.0001557i,-0.00050966-1.2464e-05i
0.00067875+0.00049558i,0.00077304-0.0003532i,0.00092968-0.0011745i,1.6009e-05-0.00086937i,-0.00084826-0.00034028i,-0.0012111-0.00052888i,-0.0007934-0.00056369i,5.3096e-05+8.9597e-05i,0.00056997+0.00026004i,-0.00018157+0.00018064i,0.00011439-0.00022768i,0.00022017-0.00026192i,-0.0014007+0.00027684i,-0.0016437-8.7814e-05i,-0.00062645-0.00042613i,-0.000462-0.00027695i,-0.00081517-0.00041725i,-0.00067526-0.00034813i,-9.6132e-05-4.0026e-05i,0.00049129+0.00017587i,0.00068711+7.397e-07i,0.00081321-4.9175e-05i,0.00026151-0.00037723i
-0.00088359+0.0021361i,-0.00020572+0.0013986i,0.0014084+0.00033577i,0.00097562-0.00038267i,-0.00026023-0.00016613i,-0.00029471+1.4016e-05i,-0.00021901-0.00035165i,-0.0001156-0.00064333i,-6.2335e-06-0.00031389i,0.00024719-0.00025686i,0.00035989-0.0003224i,-5.4598e-05+0.00011274i,-3.8091e-05-0.00036023i,0.00047042-0.0007825i,0.00018724-0.00080139i,0.00015614-0.00083665i,0.00080247-0.0003982i,0.00092659-3.8687e-05i,0.00047521-0.00029734i,0.00028782-6.5702e-06i,0.00043992+3.8923e-06i,0.00052435-1.3894e-05i,0.00068475-0.0002807i
-0.0012046-0.00015369i,-0.0011307+0.00019219i,-0.0012525+0.00067782i,-0.0016535+0.00089155i,-0.0012943+0.0010516i,7.7434e-05+0.00060363i,0.00057145-0.00035465i,-0.0002578-0.00073219i,-0.00074322-0.0002444i,-0.00049207+0.0001279i,0.00011929+0.00048534i,0.00049158+0.00070743i,0.0006503+7.4832e-05i,0.00059173-0.00029414i,0.0010029+0.0001684i,0.0016416+0.00029431i,0.0010508+0.00040883i,0.00018745+0.00030268i,6.446e-05+0.00021549i,8.7098e-05+0.00031313i,-0.00015298+0.00016182i,-0.00032096+0.00012532i,0.00010992+0.0001857i
0.00010627-0.0010401i,0.00030063-0.00079741i,-0.00051511-0.00084349i,-0.0011307-0.00084664i,-0.00047893-0.00027007i,9.0971e-05+0.00032375i,0.00053587-0.00022633i,0.0010276-0.00057806i,0.00084786-5.2002e-05i,0.00052+0.00025855i,-0.00018431-1.9507e-05i,0.00018854+0.00028974i,0.00069405+0.00073663i,0.00059501+0.00099536i,1.4516e-05+0.0006872i,-0.00048298+0.00039623i,-0.00027454+0.00021317i,0.00041337+0.00050842i,0.0001517+0.00085773i,-0.00012275+0.00054894i,0.00026069+0.00026221i,-0.00043995+0.00013632i,-0.00081746+0.00032358i
-0.0010029+0.0014066i,-0.00095294+0.00080941i,-0.00022554+0.00091161i,0.00018247+0.00067603i,-0.00015363-0.00045018i,-0.00024637-0.0010313i,1.9451e-05-0.0014504i,-0.00036078-0.0013978i,-0.00034166-0.00024089i,0.00013151+1.6515e-05i,-0.00022449+8.0124e-05i,-7.0466e-05+0.00034939i,0.00064091-0.00029131i,0.00051061-0.00050629i,0.00093056-0.00062416i,0.0010096-0.0007488i,0.00066898-0.00098418i,0.00082938-0.00075085i,0.0010098-0.0001846i,0.00088612-0.00033705i,0.00091623-7.2873e-05i,0.0010571+0.001191i,0.00046757+0.0017332i
0.0016338+0.00045834i,0.002094+0.00020949i,0.001799+0.00023316i,0.0010269+0.00010613i,0.00016949-0.00094368i,-0.00094117-0.0012029i,-0.00071506-0.00049929i,-0.00027629+3.3809e-06i,-0.00032175+6.8282e-05i,6.3002e-05-0.00012817i,0.0004959-0.0002164i,0.00039839+0.00067201i,0.00010939+0.00073016i,0.00073708-0.00039393i,0.00077528+0.00012001i,0.00014273+0.0011485i,0.00014469+0.00068507i,-0.00017975-0.00038618i,-0.00038782-0.00047546i,-0.00044904+0.00031793i,-0.0012721+0.0004841i,-0.00060275-1.0133e-05i,0.0003536-0.00043905i
-0.0011464-2.1808e-05i,-0.0015988+0.00088918i,-0.0014326+0.00019894i,-0.0014297+0.00073306i,-0.00079194+0.0015956i,-0.00023146+0.00090079i,0.00012987+3.2843e-05i,-3.7808e-05-8.9626e-05i,0.00046868-0.00037952i,0.00043891-0.00065491i,-0.00071186-0.00015508i,-0.00046123+0.0007401i,0.00026555+0.0012252i,0.00070067+0.00086909i,0.00049422+0.00033177i,-0.00019689+0.00016816i,-0.00034773-0.00017551i,0.00024573-0.00033083i,0.00087461-0.00035473i,0.0012321-0.00038736i,0.00024848-0.00023557i,-0.0011292-0.0005605i,-0.0010815-0.0007661i
0.00044637+0.0014273i,0.00076116+0.00020945i,0.00075729-0.0011163i,0.00021967-0.0015556i,-0.00098653-0.0019945i,-0.001551-0.0021414i,-0.00075554-0.00092094i,-6.6357e-05-3.0681e-05i,0.00034098-0.00050408i,0.00076102-0.0005978i,0.00065199-0.0001245i,1.2288e-05-0.00025257i,-0.0004175-0.00047067i,-0.00065728-0.00049008i,-0.00021513-0.00080843i,-4.1012e-05-0.00049463i,-0.00014817-7.5217e-06i,0.00035329+0.00061061i,0.00056553+0.00098744i,0.00078322+0.00053224i,0.00069617+4.1091e-06i,4.1947e-05+0.00067396i,-0.00049268+0.00049909i
-0.00037924-0.0010411i,0.00016179-0.0011857i,-0.00016134-0.00033545i,0.00016464+3.0956e-05i,0.0010063+0.00053158i,0.0010863+0.00024411i,0.00033149+0.00011408i,-0.00042499-0.00015666i,-0.00072142+1.419e-05i,-0.0012259+0.00045169i,-0.00076554+5.1866e-05i,0.0001892+0.0004343i,0.00054721+0.0010601i,0.00081441+0.00072703i,0.00091896+0.0002034i,0.00035502+0.00027718i,0.00044393+0.00068196i,0.00022877+0.00087797i,-0.00058321+0.00057049i,-0.00060341+0.0003649i,-0.00047457-0.00017159i,-0.00026444-0.00048389i,-0.00011805-0.00033703i
-0.00079958+0.00058585i,-0.00028371+0.00077157i,-6.0836e-05+0.0003727i,0.00030799+9.4383e-05i,1.1286e-06-0.00025397i,-0.0011824-0.00044176i,-0.0020566-0.00081095i,-0.0015772-0.0012793i,-0.00054505-0.00054313i,-2.3288e-05+0.0005407i,0.00016015+0.0010716i,0.00073273+0.00087901i,0.00095057+0.00051008i,0.00042329+0.00046666i,0.00012048+0.00074978i,0.0002428+0.00067753i,0.00013304+0.00088364i,-0.00044031+0.00067341i,-0.00043962-0.00017611i,0.00024271+1.0636e-05i,0.000218+0.00062293i,0.0003519+0.00082533i,0.00036332+0.00081042i
-0.0011766+0.0008441i,-0.0007169+0.001838i,-0.000273+0.0016054i,0.00066653+0.0013448i,0.0011286+0.00083083i,0.00063558+0.00026348i,-0.00022795+0.00024779i,-0.00060393-0.00021173i,-0.00050876-0.00072185i,6.6588e-05-0.00043399i,0.00046087-0.00012243i,0.00076321-0.0008163i,0.00084594-0.0015145i,0.00056595-0.0010553i,0.00085909-3.7277e-05i,0.00096473+0.00045416i,0.0005646+0.00026944i,0.00020578+0.00066536i,0.00018397+0.0010003i,-0.00074531+0.0012103i,-0.0011143+0.0011471i,-0.00063626-5.96e-05i,-0.00086326-0.00075287i
-0.0029352+0.00048874i,-0.0025059+0.0014147i,-0.0012959+0.00073057i,0.00025695+0.0011195i,0.0012678+0.0011032i,0.00077295-0.0002337i,-0.00060532-0.0014141i,-0.00071672-0.0020993i,-3.1898e-05-0.0014807i,0.00012814-0.00070056i,0.00015205-0.00033347i,0.00072784-0.00039094i,0.00046852-0.00089564i,0.0012603-0.0011657i,0.0015216-0.00066839i,0.00095147-9.5617e-05i,0.00055185+0.0005876i,-0.0010193+0.00045023i,-0.0016661-0.00050126i,-0.00099576-0.00055651i,-0.00046458+0.00014727i,0.0005037+0.00084775i,0.00089157+0.0004611i
0.0011245+0.0019689i,0.0016373+0.0021204i,0.0010744+0.0031584i,0.00054399+0.002751i,0.00090142+0.0020632i,0.00088185+0.0015825i,-2.2998e-05+0.001023i,-0.00056281+0.00063568i,-0.00038754+0.00052167i,-0.00035383+0.0010695i,0.00017116+0.0010278i,-0.00016517-0.00026803i,-0.00050776-0.00046264i,4.8431e-05+0.00017968i,-0.00032201+0.00047942i,-0.00028318+8.4951e-05i,-0.00020184-0.00081369i,-6.0017e-05-0.00078075i,0.00028305-0.00056979i,0.0001597-0.000534i,0.00036714-0.0002181i,0.00049519-0.00039107i,-0.00051955-0.00015872i
0.0009095+0.0018626i,0.00059518-9.1853e-05i,0.00057548-0.0013059i,-0.00030315-0.001483i,-0.0011178-0.001185i,-0.0014422-0.0009431i,-0.0016403-0.00098364i,-0.00098491-0.00063778i,-0.00028701-0.00053699i,0.00015731-0.00040239i,0.00019754-0.00038223i,0.00018373+0.00013057i,4.7059e-05+0.00081362i,-0.00037854+0.0011627i,-0.00051329+0.0004824i,-0.00027616-6.4203e-05i,0.00025675+0.00043303i,0.00031869+0.00032039i,0.00037875-5.57e-05i,0.00072123-0.00036086i,0.00093865-0.00031316i,0.00018027+0.00055886i,-7.7777e-05+0.0005572i
-0.00071994+0.00097834i,0.00070927+0.0012605i,0.0011513+0.00094002i,0.00028879+0.00074478i,-0.00022903+0.00055581i,-5.9943e-05+0.00011721i,-0.00030183-0.00042156i,-0.00062782-0.00063542i,-0.0010459+8.5181e-05i,-0.0015279+0.00041059i,-0.00096021-3.8055e-05i,0.00018258-0.00012516i,0.00063228-5.6855e-05i,0.00029954+0.00030825i,0.00021308+0.00025324i,0.00058191-0.00066196i,0.00088916-0.0014666i,0.00080744-0.00080869i,-0.00028181-0.00023784i,-0.00087169-0.00068777i,0.00014978-0.00029659i,0.00028434-5.9586e-05i,0.00028901-0.00038731i
0.00078423+0.00047696i,0.0018746-0.00044837i,0.0017348-0.00039879i,0.0002613-0.00059348i,-0.00089192-0.00050662i,-0.00094329-0.0003251i,-1.7937e-05-0.00051481i,0.00079859-0.00020752i,0.00082472+0.00017429i,0.00058734-8.7382e-05i,0.0003718-0.00024524i,-0.00035978+3.0557e-05i,-0.0011735+0.00028611i,-0.0013898-3.8312e-05i,-0.0014534-0.00084683i,-0.0012329-0.00063622i,-0.0005192+2.5894e-05i,-9.3668e-06+5.9312e-05i,0.00011284+0.00056225i,0.00037766+0.0011279i,0.00026522+0.00071513i,-0.00018487+0.00036962i,-7.4657e-05+0.00031414i
-0.0016824+0.0018752i,-0.0015765+0.0012702i,-0.0013835+0.00041489i,-0.00098951+0.00043968i,-0.00065626+0.00035407i,-0.00077631+1.6949e-05i,-0.00078549-0.00033535i,-0.00043766-0.00062818i,-0.00053886-0.00046323i,0.0003129-0.00019975i,0.0015001-5.3836e-05i,0.0011035+0.00014973i,0.00046253+0.00088735i,-2.7018e-05+0.0001304i,-0.0005649-0.0011369i,-0.00030356-0.0010562i,-0.00071037-0.001276i,-0.00087289-0.00091554i,-0.00063853+0.00023919i,-0.0010698+0.00077395i,-0.00066924+0.00058815i,-9.3704e-05+0.00023318i,-8.3396e-05+0.0001957i
0.0011215+0.00021643i,0.0006957+0.00072617i,0.00019359-0.00043107i,-0.00018977-0.0012882i,-0.0012339-0.00083471i,-0.0015108-0.00039715i,-0.0010338-0.00024278i,-0.00019202-0.00013991i,0.00048544-0.00060508i,0.00014234-0.00025253i,-0.00038043-0.00013014i,0.00016423-0.00027884i,0.00024816-0.00031685i,-0.00052437-0.00010332i,-0.00097497+0.000268i,-0.0002994-0.00027161i,0.00031218-0.00069375i,-0.00024376-0.0006663i,-0.00047112-0.0003667i,-0.00013501-1.7476e-05i,0.00038392+0.00015094i,0.00050819+0.00022269i,0.00065218+0.00023915i
-0.0020508-0.00033811i,-0.0015602-0.00059826i,-0.00059136-0.0013719i,-0.00050918-0.00066501i,9.5607e-05-0.00022268i,0.0013199-8.3805e-05i,0.0008664+0.00044548i,0.00035245+0.00026854i,0.00047302+0.00025466i,0.00023374+0.00030568i,0.00042993+0.00028751i,0.00068048-5.6351e-05i,0.00034845-0.00014531i,0.00022279+2.4769e-05i,0.00011664-0.00045215i,0.00067813-0.0010562i,0.0010877-0.00066599i,0.0010064-0.00032564i,0.0011602+3.5048e-05i,0.00045579+0.00058122i,-0.00030529+0.00015402i,-6.9547e-05-0.00018892i,0.00061594-7.1131e-07i
-0.00013129-0.00092649i,-0.00035259-0.00078639i,-0.0007405+0.00030048i,-0.0012992+0.00088635i,-0.00083695+0.00093325i,-0.00061486+0.0003627i,-0.00079042-0.00028326i,-0.0009851-0.00028996i,-0.00078706+0.00030357i,-0.0003646+0.0010906i,-0.00022118+0.0008162i,-0.00026889+0.00039739i,-0.00021813-0.00012226i,0.0005835-0.00021854i,0.00092754+0.0007315i,0.00069759+0.00095635i,0.00072384+0.00072753i,0.0010261+0.00025283i,0.00037629+0.00050192i,-0.00030172+0.0010399i,-0.00075103+0.00071686i,-0.00091724+0.00080358i,-0.0010417+0.00028129i
0.0017281-0.00025673i,0.0023316-0.0010288i,0.0015588-0.0013053i,0.00022216-0.0010146i,-7.8368e-05-0.00088078i,0.00048592-0.00088287i,0.00094408-2.7646e-05i,6.227e-05+0.00020517i,-0.00034679-0.00019193i,-0.00028136+0.00046427i,-0.00032338+0.00085659i,0.00011566+0.00028592i,0.00073663-0.00040845i,0.0003499-0.00012924i,-0.00034612+0.00036697i,-0.00027749+0.00022371i,-0.00014986+2.038e-05i,-0.00043748-0.00032199i,-0.00061869-0.00037959i,-0.00075849+0.00013635i,-0.00050509+0.00055471i,-7.7336e-05+0.00043131i,0.00041555+0.00025056i
0.00028922+0.0014049i,0.00041676+0.0021311i,0.00032254+0.0013951i,0.00078986+0.0011803i,0.00051398+0.00079665i,0.00076016-0.00018789i,0.00055273-0.0012745i,-0.00068216-0.0016218i,-0.0008739-0.0014297i,3.7109e-06-0.00063837i,0.00055373+2.8848e-05i,0.0013731-0.0003396i,0.0014253-0.00030261i,0.00067369-0.0002614i,0.00054198+8.9396e-05i,0.00067743+9.8577e-05i,0.00052835-0.00074648i,9.8683e-05-0.0011058i,-0.00014801-0.0011221i,0.00015942-0.00043337i,5.189e-05+0.00029329i,-0.00043769+0.00018473i,-0.00028435+0.00021349i
-0.00055098+0.0010913i,-0.00076032+0.0017516i,-0.0012822+0.001419i,-0.00095883+0.00070532i,-0.0005764+0.00065895i,-3.4941e-05+0.00035084i,-0.00018881-0.0003678i,-0.00074043-1.9376e-05i,-0.00014778-0.00028053i,0.00074886-0.00094421i,0.0012879-0.00042182i,0.0014358+0.00035076i,0.00070326+0.00070478i,0.00032256-0.00039149i,1.4641e-05-0.0004331i,0.0004472+0.00042247i,0.00088347+0.00038127i,-0.00010982-0.00028886i,-6.9858e-05-0.00064613i,6.4309e-06-6.3545e-05i,-0.0012775+4.6411e-05i,-0.0012879-0.00024611i,-0.00031778-0.00059029i
-0.0016727-0.00083659i,-0.0016331-1.0422e-05i,-0.0012299+6.7357e-05i,-0.00061486-0.00098048i,-0.00024365-0.0010174i,-0.00025536-0.00078258i,-0.00059386-0.00050372i,-0.0011147-0.00015265i,-0.00094423-0.00041872i,0.0006137-0.0011651i,0.0010096-0.0010956i,-0.0005138-0.00067975i,-0.00066722-0.00075548i,-0.00016763-0.0007583i,-0.00032603-0.00044289i,-0.00010173-0.00065331i,0.00016081-0.00089341i,0.00015303-0.00079882i,0.00035314-1.5034e-05i,0.00027616+0.00059325i,0.00058031-0.00019949i,0.00039867-0.00072643i,-0.00022695-7.9771e-06i
-0.00066364+0.00013819i,-0.00084009-1.9512e-05i,-0.00053441-0.00015189i,0.00067235+0.00042377i,0.00074106+0.00085522i,0.00021306-3.0501e-05i,-0.00015968-0.00092256i,-0.00051488-0.00096574i,-0.00019034-0.00060427i,0.00045078+0.00011749i,0.00025716+0.00032103i,0.00027107+0.00019755i,0.00055844+0.00014841i,0.0002013+3.189e-05i,-0.00011189-0.00033241i,-7.2792e-06-0.00026946i,0.00023302+0.00023327i,9.921e-05+0.00048734i,-0.00012778+0.00017256i,-0.00035539+4.5634e-05i,-0.00067952+0.00065935i,-0.0008744+0.0010327i,-0.00039893+0.0001546i
