-0.00088589+0.0019396i,-0.0009632+0.0021957i,-0.0021128+0.0018374i,-0.0017483+0.00047177i,-0.0013897+0.00039892i,-0.00042418-0.00033623i,0.0002034-0.00066909i,0.00012544-0.00066245i,0.00049822-0.00036331i,0.0010762-0.00020711i,0.0014202-0.00076231i,0.00059557-0.0014228i,0.00037291-0.0017742i,0.00059046-0.0018444i,0.00034568-0.0013602i,-0.00015297-0.00020919i,-7.2404e-05+0.00085956i,0.00032357+0.00010231i,0.00021057-0.00044823i,-0.00037507-6.8149e-05i,-0.0011163+0.00016765i,-0.00065361+0.0009347i,-0.00022602+0.0011236i
0.0040259+0.0010451i,0.0053537+0.00044923i,0.0079276+0.001016i,0.0093423+0.0035327i,0.0093365+0.0054654i,0.012507+0.007244i,0.015377+0.0046808i,0.01242-0.003778i,0.0069059-0.011207i,0.0037976-0.013159i,0.0040318-0.010635i,0.0060504-0.0051484i,0.0089522+0.00056495i,0.0092118+0.002448i,0.0052681+0.0024255i,0.0014467+0.0028155i,0.00025891+0.0011105i,-0.0018093+0.00040885i,-0.0048345+0.0041432i,-0.0056161+0.006983i,-0.0043302+0.0055066i,-0.002399+0.0024361i,-0.00085005+0.00081237i
0.003075+0.0004693i,0.0044498+0.0019878i,0.0042052+0.0029311i,0.00059531+0.0023606i,-0.0019768+0.00097996i,-0.0036837+0.0041903i,-0.0058626+0.012308i,-0.0071031+0.015414i,-0.0073448+0.01017i,-0.0080782+0.0036951i,-0.0071712+0.0010504i,-0.0029676-0.0013966i,0.00095025-0.0063901i,0.0030419-0.0099028i,0.0039115-0.0085512i,0.0030702-0.0057991i,0.00064776-0.0050376i,-0.0037911-0.0038292i,-0.0077189-0.0018262i,-0.0071805-0.00056906i,-0.0041836-0.00021547i,-0.0021989+0.00053735i,-0.0015859+0.0016739i
0.00076135+0.0054163i,0.0004749+0.0076975i,0.00089048+0.0055415i,-0.00065247-0.00099361i,-0.0066045-0.0031189i,-0.014672-0.00031695i,-0.016254+0.0082027i,-0.0076549+0.018221i,0.00014801+0.020108i,0.00085719+0.015909i,-0.0016674+0.01147i,-0.0051617+0.0064954i,-0.0093321+0.00086355i,-0.0087957-0.0029886i,-0.0046278-0.0052977i,-0.0021437-0.0054752i,-0.0022182-0.0028012i,-0.0031886-0.0013918i,-0.0048529-0.0035544i,-0.0059666-0.0053356i,-0.0046707-0.0049781i,-0.002886-0.0027054i,-0.0020872+0.00051129i
-0.0015783+0.00309i,-0.0025786+0.0046414i,-0.0025765+0.0045186i,-0.0024679+0.0026524i,-0.0060829+0.0013676i,-0.0084295-0.00094435i,-0.0063342-0.0075451i,-0.0014698-0.010275i,0.0045048-0.0067285i,0.0071029-0.0019812i,0.0046882+0.001494i,0.00043311+0.0046209i,-0.0016385+0.0081055i,-0.0013966+0.0098574i,-0.001996+0.0076287i,-0.0023579+0.0054831i,-0.00084707+0.0051515i,0.0014957+0.0025455i,0.0028569-0.0029664i,0.0026209-0.0055231i,0.0022564-0.0042806i,0.0016269-0.0042457i,-0.00018559-0.0052851i
-0.0026504-0.0027255i,-0.0052862-0.0044456i,-0.0090523-0.0052693i,-0.0093332-0.0013345i,-0.0017662-0.0011456i,0.0057703-0.0093095i,0.0038347-0.023264i,-0.0063629-0.030312i,-0.01194-0.022935i,-0.0084577-0.012952i,-0.0035578-0.0075359i,0.0010108-0.0043223i,0.0060444-0.00092451i,0.0076534+0.0042285i,0.0048872+0.0087404i,0.0028134+0.0082853i,0.0020865+0.0037765i,0.0018987-0.00018507i,0.0047329-0.0035042i,0.007655-0.0049242i,0.0065967-0.0038476i,0.0033577-0.003329i,0.0004354-0.0038672i
-0.0031015-0.00088573i,-0.0031379-0.002527i,-0.00051062-0.006472i,0.0049159-0.0094349i,0.012265-0.0081469i,0.014267-0.011805i,0.0066411-0.015242i,-0.0045719-0.011345i,-0.011531-0.0036772i,-0.010047-0.00030741i,-0.0063106-0.0030992i,-0.003835-0.004969i,-0.00226-0.0056393i,-0.0018946-0.0051816i,0.00053573-0.001934i,0.0024972-0.00080225i,-0.00014596-0.0033399i,-0.0020541-0.0035885i,0.0024815-0.0011561i,0.0069866+0.00076516i,0.0048864+0.00049315i,0.0025069+0.00056336i,0.0033305+0.001741i
0.0032793-2.1693e-05i,0.0065484-0.0016953i,0.012329-0.0029727i,0.01446-0.0041224i,0.0061888-0.003037i,0.0029626+0.0037579i,0.0097082+0.012043i,0.016407+0.015904i,0.016031+0.011725i,0.010045+0.0051256i,0.004395+0.0010313i,-0.00084606+0.0015005i,-0.0051416+0.002584i,-0.007946-0.00069496i,-0.00765-0.0047801i,-0.0047406-0.005915i,-0.0021836-0.0042823i,-7.8164e-05-0.00020909i,0.0018548+0.0047925i,0.0018763+0.0078145i,0.00033414+0.0065085i,1.7118e-05+0.0048598i,0.0018607+0.0046676i
0.0030858+0.00090164i,0.0075511+0.0030517i,0.0062745+0.0073295i,-0.0012282+0.0084388i,-0.0084177+0.0045286i,-0.0095526+0.011935i,0.0025716+0.020817i,0.017475+0.013283i,0.019736-0.0017714i,0.012623-0.0081468i,0.0068785-0.0034533i,0.0041331+0.0016329i,0.0017888+0.0027433i,-0.0016378+0.00013119i,-0.0058433-0.0028112i,-0.0060317-0.0015519i,-0.0010474+0.00064936i,0.002264+0.0023189i,0.00068553+0.0067283i,-0.00075604+0.010175i,-0.00097293+0.0089467i,-0.0017014+0.0054787i,-0.0019245+0.0041272i
-0.0019612+0.0016758i,-0.0017591+0.0056422i,-0.0043095+0.0065582i,-0.0086687+0.005259i,-0.0054768+0.0087172i,-0.0039313+0.0098678i,-0.0059035+0.0057838i,-0.0056075-0.00057157i,-0.0060957-0.002986i,-0.005287-0.0015146i,-0.0021499+0.00031692i,0.0013033-0.00054881i,0.0031375-0.002975i,0.0041908-0.0021651i,0.0039987+0.0018455i,0.0031267+0.0048611i,0.0030801+0.0043832i,0.0010188+0.0029375i,-0.0034208+0.0038748i,-0.0059537+0.0052217i,-0.0046869+0.0034386i,-0.0041611+0.00028215i,-0.0064633-0.00060142i
-0.0040669+0.0036119i,-0.007373+0.0061146i,-0.0058081+0.0064305i,0.0016841+0.0046027i,0.005045+0.0033432i,0.0030074-0.0066998i,-0.008984-0.014396i,-0.019528-0.0029335i,-0.014721+0.012427i,-0.0050659+0.01481i,-0.0014299+0.0076937i,-0.0013108+0.0010011i,0.00035612-0.0032356i,0.0042706-0.0033428i,0.0081904-0.0016914i,0.0075661-0.00088985i,0.0031616+0.0011506i,-0.002245+0.0029167i,-0.0076149+0.0012651i,-0.0094377-0.0016092i,-0.0068361-0.0032996i,-0.0045989-0.0045008i,-0.0052772-0.0044716i
-0.0014185+0.0037502i,-0.0019507+0.0028922i,-0.0027414+0.0019461i,0.0021905-0.0016597i,0.0059193-0.014655i,0.002155-0.023418i,-0.0046023-0.019225i,-0.006469-0.0073159i,0.0019359+0.0021155i,0.0071162+0.0016363i,0.0034725-0.0011835i,0.0008291-0.00092981i,0.0011927+0.0010767i,0.0011873+0.001544i,0.00072484-0.001071i,-0.00022168-0.0034345i,-0.0025192-0.0015629i,-0.0044604+0.00067804i,-0.0058702-0.0015136i,-0.0069089-0.0045914i,-0.0054579-0.0043118i,-0.0011564-0.0033108i,0.002628-0.0040367i
0.0013764-0.0040376i,0.0027578-0.0070042i,-0.00069122-0.013087i,-0.0070244-0.015661i,-0.0047893-0.013161i,-0.001323-0.011184i,0.0030206-0.011177i,0.0062561-0.016377i,0.00077894-0.020345i,-0.0043583-0.01674i,-0.0032575-0.0083476i,-0.00010839-0.00039852i,0.0013788+0.0036218i,-0.0013428+0.0056799i,-0.0065901+0.0073254i,-0.0077795+0.006793i,-0.0052958+0.0030111i,-0.0037126-0.00202i,-0.0022565-0.0061393i,0.00012029-0.0073209i,0.0015131-0.0050291i,0.0037347-0.0021119i,0.0067241-0.0010996i
-0.0029887-0.0052893i,-0.00047318-0.0077437i,0.0060733-0.007367i,0.0035982-0.0020444i,-0.0085007+0.013631i,-0.0034941+0.020492i,0.0098456+0.0087039i,0.006776-0.0058172i,-0.0093727-0.0093924i,-0.015372-0.0018813i,-0.0079624+0.0013249i,-0.0020818+0.00053054i,-0.00043451+0.0020483i,-0.0005108+0.0029893i,-0.00095967+0.0051677i,-0.00043634+0.0061712i,6.2937e-05+0.0022973i,-1.2193e-05-0.003983i,0.0030302-0.0085993i,0.006431-0.0084141i,0.0053731-0.0044347i,0.0028485+0.00026759i,0.0028203+0.0035283i
-0.00026847+0.0017636i,0.0027249+0.0038269i,0.0065201+0.012987i,0.010231+0.022469i,0.0080868+0.021035i,0.0098419+0.021756i,0.015016+0.018955i,0.011859+0.013479i,0.0065301+0.013364i,0.0050099+0.012641i,0.004944+0.0073176i,0.00079479+0.0013385i,-0.0028336-0.0014915i,-0.0012181-0.0038626i,0.0016769-0.0059787i,0.0026216-0.0055527i,0.0028951-0.0044706i,0.0041203-0.0044494i,0.005716-0.0042933i,0.0069747-0.0028102i,0.0047772-0.00010687i,-0.0003353+0.0042265i,-0.0037283+0.0073575i
0.0071094+0.0077508i,0.011358+0.014301i,0.0054926+0.014451i,0.0023262+0.0064229i,0.016339-0.0066022i,0.015256-0.013341i,0.0040813-0.0040637i,0.0091083+0.0056291i,0.020426+0.0025498i,0.019462-0.005902i,0.0093258-0.0044351i,0.0024166+4.0673e-05i,-0.0011306-0.0010131i,-0.0033234-0.0045335i,-0.0054292-0.0080605i,-0.0065642-0.0095574i,-0.0045128-0.0071807i,0.00019249-0.0020381i,0.0046835+0.0034683i,0.0071576+0.0063011i,0.0053812+0.0057871i,0.00063802+0.0044343i,-0.0041137+0.004087i
-0.00063234+0.0013637i,-0.0033928+0.004141i,-0.0055938-0.0018398i,-0.0096382-0.018126i,-0.014693-0.023421i,-0.016603-0.025439i,-0.017269-0.019791i,-0.0079932-0.0086073i,0.00071411-0.0098523i,-0.0030959-0.0125i,-0.0060264-0.0065008i,-0.0015877-0.0006202i,0.00042064+8.9704e-05i,-0.0012479+0.0017905i,-0.0016649+0.0029747i,-0.0018254+0.0018497i,-0.0014554+0.0016154i,0.0011043+0.0042624i,0.0032534+0.0082744i,0.004301+0.010522i,0.0031222+0.0078395i,0.00014898+0.0004658i,-0.0031693-0.0054107i
-0.010345-0.00085674i,-0.017813-0.0076704i,-0.018148-0.0077168i,-0.015375-0.0018904i,-0.027081-0.00083695i,-0.030837+0.0014744i,-0.020055+0.001751i,-0.015926+0.0016956i,-0.015602+0.0059328i,-0.012718+0.010274i,-0.0068809+0.0083585i,-0.0012615+0.0021955i,0.0020058-0.00075192i,0.0039096+0.00064365i,0.0067273+0.0029885i,0.0087003+0.0028437i,0.0077369+0.003215i,0.0049757+0.0059722i,0.0012555+0.0082433i,-0.0025925+0.0084867i,-0.0035532+0.0047288i,-0.0023377-0.0023281i,-0.0013303-0.0076999i
-0.0038688+0.0039237i,-0.0041639+0.0011639i,-0.0065996-0.00016968i,-0.0017875+0.011888i,0.015829+0.023291i,0.020164+0.022843i,0.012382+0.012384i,0.0026749+0.0039499i,0.00059081+0.0096889i,0.0089375+0.013041i,0.0094952+0.0054731i,0.0018645+0.00037624i,-0.0016224-0.00017389i,-0.0018159-0.001655i,-0.00037502-0.0026981i,0.004209-0.0017747i,0.0068155-0.00012154i,0.0033644+0.0025452i,-0.0033512+0.0042031i,-0.0093662+0.0039396i,-0.010493+0.0027934i,-0.0048738+0.0020745i,0.0023427+0.0012337i
0.007577+0.0025451i,0.016831+0.0056256i,0.025157-0.0026087i,0.029035-0.01369i,0.035025-0.0067832i,0.038285-0.0083351i,0.026708-0.018541i,0.010909-0.018419i,0.005224-0.0135i,0.006591-0.012038i,0.0033927-0.011574i,-0.0022047-0.0030809i,-0.0043312+0.0046062i,-0.0064776+0.0039083i,-0.0074427+0.0037778i,-0.0050404+0.0049854i,-0.0035717+0.0032336i,-0.0062222-3.0017e-05i,-0.010128-0.0019383i,-0.011022-0.0014798i,-0.0069308+0.00028278i,0.00098418+0.0038159i,0.0065454+0.0066985i
0.0023471-0.008494i,0.011583-0.0096882i,0.021514-0.0063583i,0.015238-0.014587i,-0.011495-0.033776i,-0.01938-0.036077i,-0.010618-0.024334i,-0.0085939-0.015119i,-0.013668-0.011768i,-0.018829-0.0073864i,-0.013024-0.0025241i,-0.0037494-0.0012051i,0.0019444-0.0015378i,0.0048776-0.00021523i,0.0034318+0.0034255i,-0.0017028+0.0068481i,-0.0066176+0.0065511i,-0.0082949+0.0021319i,-0.0069722-0.0037151i,-0.0042277-0.008337i,-0.0012589-0.0085383i,0.00068413-0.0040421i,0.00068328+0.00023876i
-0.01224+0.0002039i,-0.014961+0.0048371i,-0.021307+0.018067i,-0.030232+0.031495i,-0.034142+0.022628i,-0.038852+0.014515i,-0.029382+0.01887i,-0.010199+0.01792i,-0.0042837+0.014098i,-0.0068129+0.015791i,-0.0028575+0.015001i,0.0021323+0.0023995i,0.0023797-0.0082447i,0.0036139-0.0088054i,0.0035563-0.007211i,-0.0012128-0.0044873i,-0.0046069-0.0010618i,-0.0032274-0.00019506i,-0.00026936-0.002845i,0.0014123-0.007551i,-0.00064039-0.0085351i,-0.0064113-0.0043336i,-0.01054+0.00042442i
-0.0056843+0.01748i,-0.015838+0.031445i,-0.021637+0.031476i,-0.012912+0.032112i,0.011047+0.050882i,0.023281+0.0503i,0.02119+0.030444i,0.021284+0.016328i,0.022216+0.0062336i,0.020408+0.0010577i,0.013376+0.0011182i,0.0033642+0.0013363i,-0.0060351+0.00092932i,-0.011113+0.000592i,-0.010868-0.0016129i,-0.00725-0.0048823i,-0.0018633-0.0069467i,0.0026728-0.0063157i,0.0049102-0.0028721i,0.0068928-0.00059036i,0.0057269-0.0001956i,0.00032646+0.00099024i,-0.0043948+0.00235i
0.0099338+0.0035387i,0.0073762+0.0043488i,0.011172-0.0036091i,0.027593-0.021098i,0.039463-0.027001i,0.047367-0.020951i,0.039776-0.019386i,0.019805-0.021446i,0.0088522-0.024144i,0.0050555-0.025997i,0.0020946-0.018096i,0.0014528-0.0020537i,0.0021461+0.0093978i,0.0016972+0.012369i,0.0017941+0.010726i,0.0029426+0.0045685i,0.0034189-0.0019278i,0.0030405-0.0038142i,0.0021749-0.0018809i,0.0039881+0.0012266i,0.0077293+0.001662i,0.0084612-0.0016587i,0.0076066-0.005233i
-0.003237-0.021113i,0.0026959-0.040359i,0.0017338-0.045086i,-0.0090876-0.042323i,-0.018929-0.059481i,-0.024303-0.066051i,-0.026201-0.048308i,-0.026209-0.028893i,-0.023871-0.013154i,-0.018865-0.0052743i,-0.011109-0.0030296i,0.001309-0.0028349i,0.012088-0.0056093i,0.015516-0.005885i,0.014036-0.0030423i,0.010868-0.00047752i,0.0071501+0.0024013i,0.0026359+0.0040659i,-0.00053454+0.0023977i,-0.00094621+0.001045i,0.0013357-0.0004576i,0.0037316-0.0043789i,0.0036754-0.0071298i
-0.020079-0.0024102i,-0.019553-0.012635i,-0.019439-0.017219i,-0.036261-0.0011473i,-0.055841+0.021414i,-0.062126+0.018402i,-0.049696+0.0054544i,-0.02975+0.0090433i,-0.012777+0.018711i,0.00081829+0.021314i,0.0040381+0.012146i,-9.8085e-05-0.00094445i,-0.0039668-0.011636i,-0.0065742-0.016364i,-0.0055328-0.012929i,-0.0017639-0.005357i,0.00081696+0.00094933i,0.00048412+0.0022859i,-0.0023891+0.001212i,-0.0048971+0.0017251i,-0.0052178+0.0039075i,-0.00412+0.0060469i,-0.002831+0.0074634i
0.0031804+0.0262i,0.0070964+0.043227i,0.01877+0.043797i,0.030858+0.038159i,0.025503+0.051383i,0.021333+0.061266i,0.024591+0.046871i,0.023678+0.024919i,0.022013+0.010742i,0.019749+0.0039757i,0.01136+0.0011227i,-0.0019559+0.0033061i,-0.011214+0.008228i,-0.01363+0.010104i,-0.011906+0.0087733i,-0.0085131+0.0048768i,-0.0068783+0.00033808i,-0.0050306-0.0026922i,-0.00075867-0.0033658i,0.001186-0.00018625i,7.2731e-05+0.005687i,0.00083754+0.010105i,0.0012123+0.010762i
0.028634+0.0064588i,0.044383+0.025473i,0.049437+0.038509i,0.057722+0.019335i,0.073839-0.016767i,0.076418-0.022336i,0.058414-0.0090217i,0.037728-0.0076289i,0.017727-0.011887i,0.0010678-0.010573i,-0.0022361-0.002971i,0.0034605+0.0062885i,0.01021+0.014673i,0.014534+0.015805i,0.010267+0.0091896i,3.6167e-05+0.0019097i,-0.0063273-0.0019873i,-0.0049274-0.001714i,0.0017236-0.00042301i,0.0052764-0.0011513i,0.0040969-0.0012151i,0.0020079-0.00066677i,-0.00024212-0.0017196i
0.0020435-0.025088i,0.0040572-0.032331i,-0.0054543-0.027802i,-0.021327-0.027522i,-0.022034-0.04356i,-0.015293-0.054577i,-0.0089612-0.041222i,-0.0057637-0.017697i,-0.0079542-0.0039851i,-0.01008+0.0040384i,-0.0054958+0.0072321i,0.0034409+0.0023073i,0.0085311-0.0057666i,0.0072767-0.0099639i,0.0032271-0.0096091i,0.00020345-0.0059184i,0.0013957-0.00010307i,0.0033015+0.0038985i,0.0036454+0.0062806i,0.0020038+0.0057957i,-0.0027675+9.4142e-05i,-0.0073595-0.0053638i,-0.0085106-0.0070288i
-0.040233-0.003812i,-0.068979-0.013307i,-0.074893-0.022505i,-0.06623-0.008772i,-0.068814+0.021898i,-0.070462+0.030696i,-0.052087+0.020657i,-0.028996+0.012881i,-0.0084461+0.0088862i,0.0053235+0.0047188i,0.0058495-0.00054749i,-0.0025195-0.0059463i,-0.012939-0.007992i,-0.018478-0.0055176i,-0.013305-0.00030747i,-0.00037538+0.0038282i,0.0092897+0.0035627i,0.0088386+0.0022489i,0.0019825+0.0049678i,-0.0030028+0.008243i,-0.0047792+0.0063914i,-0.0064719+0.0028264i,-0.0057537+0.0013128i
-0.0082963+0.035973i,-0.022587+0.045185i,-0.020824+0.033813i,0.004049+0.027047i,0.022995+0.040654i,0.01707+0.047954i,-0.0027964+0.032056i,-0.0097157+0.0099104i,-0.0051191-0.002461i,-0.00061841-0.0088023i,-0.0032468-0.0095706i,-0.0088569-0.0018651i,-0.010458+0.0074441i,-0.006103+0.012044i,0.0020753+0.010623i,0.0077934+0.0047004i,0.0065247-0.00037897i,8.704e-05-0.0014303i,-0.0048415+0.00033021i,-0.0049362+0.0018771i,-0.0015041+0.0010402i,0.0026222+0.00014004i,0.0060764+0.0011372i
0.048319+0.0053219i,0.083327+0.0055608i,0.087359+0.0031013i,0.062154-0.012327i,0.046893-0.034994i,0.044838-0.045649i,0.028859-0.042089i,0.0053073-0.026102i,-0.009043-0.0073056i,-0.013218+0.0044377i,-0.010118+0.0072254i,-0.0015542+0.0063011i,0.0086336+0.0028098i,0.012675-0.0031929i,0.0084636-0.0071684i,-0.00061258-0.0071534i,-0.0082127-0.0025837i,-0.010388+0.00084542i,-0.010639-0.0019081i,-0.010352-0.0055159i,-0.0058647-0.0076472i,-9.2054e-06-0.0077773i,0.0022978-0.0053347i
0.010273-0.039795i,0.039781-0.05725i,0.049902-0.046121i,0.01675-0.027107i,-0.023214-0.035239i,-0.028678-0.050932i,-0.01017-0.045713i,-0.0030281-0.025053i,-0.0027152-0.0027431i,0.0010696+0.01031i,0.0046187+0.010301i,0.0057525+0.0014297i,0.0043481-0.0083284i,-0.0016486-0.013409i,-0.0098162-0.0090105i,-0.014705+0.00058952i,-0.011993+0.0053729i,-0.0057989+0.0031945i,-0.0031067-0.00204i,-0.0045616-0.004265i,-0.0062085-0.0023096i,-0.0062761-0.00022543i,-0.0064581+0.00064258i
-0.054381+0.0091124i,-0.080921+0.020614i,-0.066707+0.032677i,-0.032026+0.043753i,-0.014986+0.054267i,-0.013344+0.048176i,-0.0049203+0.029944i,0.0080374+0.014356i,0.010096+0.00052648i,0.006511-0.010234i,0.004251-0.011874i,0.0007058-0.0081653i,-0.0049082-0.0021845i,-0.0071327+0.0061696i,-0.0051827+0.011468i,-0.00056075+0.010294i,0.0041494+0.003929i,0.0056561-0.0014684i,0.0070195-0.0015048i,0.009567-0.0004839i,0.008274+0.0012188i,0.0051781+0.0039073i,0.002388+0.0053674i
-0.01604+0.070547i,-0.042297+0.112i,-0.049175+0.10742i,-0.011742+0.060099i,0.03703+0.033868i,0.058123+0.03921i,0.049741+0.036723i,0.033164+0.019561i,0.014499-0.0015242i,-0.0033235-0.012697i,-0.0090694-0.011416i,-0.0062441-0.0042089i,-0.0015571+0.0049032i,0.0052947+0.0087475i,0.0099731+0.0034622i,0.0089423-0.0036502i,0.0052483-0.0055724i,0.0023549-0.0026567i,0.0038117+4.1183e-05i,0.0076899-0.0016933i,0.0087933-0.0040015i,0.0076975-0.0032671i,0.0065815-0.0016565i
0.050831+0.0030845i,0.067515-0.0014614i,0.036102-0.013568i,-0.0096527-0.037338i,-0.020065-0.061726i,-0.0082834-0.053058i,0.0001788-0.022233i,0.0021025-0.007642i,0.0031364-0.0034523i,0.0049151+0.0041113i,0.0062876+0.0071433i,0.003909+0.0033447i,0.0017275-0.0014392i,0.0011824-0.0062644i,-0.0014085-0.0099473i,-0.0050649-0.0086333i,-0.0060669-0.0017475i,-0.0041435+0.0040262i,-0.0029691+0.0046654i,-0.0040422+0.0028267i,-0.0045659+0.00023563i,-0.0040812-0.0014957i,-0.0032635-0.001274i
-0.0011136-0.084791i,0.00022597-0.14347i,-0.0084943-0.14905i,-0.041745-0.08662i,-0.077141-0.026552i,-0.089879-0.014848i,-0.076692-0.015844i,-0.049199-0.0085805i,-0.016408-0.0023177i,0.010277-0.0013865i,0.016048-0.0024297i,0.0097225-0.0017742i,0.0017996-0.0023436i,-0.0071588-0.0022535i,-0.010149+0.00098298i,-0.0054509+0.0033602i,-0.0021958+0.0033023i,-0.0033692+0.0025362i,-0.0050634+0.0045129i,-0.0046787+0.0085607i,-0.003444+0.0095661i,-0.004617+0.0073714i,-0.0078352+0.0065573i
-0.06849-0.016212i,-0.093789-0.032185i,-0.053275-0.034066i,0.012881-0.0059056i,0.026754+0.035201i,0.0031981+0.042667i,-0.018879+0.01933i,-0.027031+0.007584i,-0.019636+0.0050749i,-0.010955-0.0030778i,-0.0076609-0.0044717i,-0.0021369+0.0011636i,0.0029125+0.0025712i,0.0033185+0.002672i,0.0049152+0.0033064i,0.0060908-0.00024578i,0.0026275-0.0055557i,-0.0023368-0.0062483i,-0.0018949-0.003982i,0.0034454-0.0012178i,0.00633+0.00070719i,0.0047814+0.0013687i,0.0010123+0.0018691i
0.012894+0.081767i,0.040345+0.13246i,0.075683+0.12593i,0.10623+0.049859i,0.11681-0.030442i,0.099516-0.054755i,0.06426-0.043933i,0.032982-0.024221i,0.0095606-0.0030177i,-0.0086113+0.012256i,-0.01188+0.018367i,-0.0048914+0.013147i,0.00012229+0.0046447i,0.0025379-0.0015877i,0.0014782-0.0053928i,-0.0030292-0.0070883i,-0.0050202-0.0059235i,-0.0015564-0.0054501i,0.0020583-0.0099029i,0.00090076-0.012325i,-0.0010475-0.0097469i,-0.00081851-0.0081117i,-0.0003488-0.00899i
0.096437+0.01597i,0.15754+0.034411i,0.13926+0.039635i,0.053881+0.0067981i,0.0064711-0.04836i,0.013273-0.082341i,0.030429-0.078999i,0.031571-0.054742i,0.02269-0.025182i,0.018805-0.002226i,0.014806+0.0045295i,0.0047941+0.0040362i,-0.0027043+0.0057074i,-0.0057372+0.0058495i,-0.008861+0.0043099i,-0.0079025+0.0066206i,-0.00060695+0.0084602i,0.0051106+0.0039922i,0.0025194+0.00035057i,-0.0038555+0.0009627i,-0.0073025+0.0029044i,-0.0067362+0.0022622i,-0.0052581-0.0025004i
-0.0051773-0.080558i,-0.038687-0.11257i,-0.081633-0.07542i,-0.10408+0.013279i,-0.093593+0.079734i,-0.05518+0.082954i,-0.0092649+0.049946i,0.0089964+0.01378i,0.0087671-0.0064447i,0.012571-0.017791i,0.0089307-0.024639i,-0.0015629-0.015386i,-0.0022035-0.00011676i,0.0015134+0.0068445i,0.0031619+0.0090411i,0.0065844+0.0089911i,0.0083824+0.0051348i,0.0056026+0.0038126i,0.0035372+0.0086707i,0.0046018+0.012799i,0.0041177+0.011312i,0.0034137+0.0084862i,0.0041473+0.0064831i
-0.10371-0.00098019i,-0.18847+0.0080331i,-0.19303+0.033166i,-0.091947+0.07077i,0.006611+0.10803i,0.039416+0.13115i,0.036558+0.12388i,0.028852+0.083472i,0.013505+0.038296i,-0.0047941+0.011921i,-0.012048+0.0031216i,-0.0082937-0.0013733i,-0.0036886-0.0059731i,0.00089063-0.0087726i,0.0049658-0.010814i,0.0036288-0.011122i,-0.0019181-0.0073224i,-0.0032262+0.0013092i,0.0027331+0.0061483i,0.0068474+0.0026689i,0.0051874-0.0015945i,0.0039912-0.0010342i,0.0057001+0.0020012i
0.0046541+0.081308i,0.027657+0.10524i,0.046644+0.054781i,0.048385-0.030939i,0.042135-0.065648i,0.03111-0.036992i,0.016795+0.0063812i,0.012803+0.027766i,0.01064+0.023406i,0.002941+0.023996i,0.0046249+0.028106i,0.0083737+0.01456i,0.00045195-0.0010132i,-0.0063486-0.0062134i,-0.0075607-0.0096432i,-0.0091549-0.0098944i,-0.0083701-0.0042482i,-0.004717-0.001203i,-0.0041465-0.0041091i,-0.0065642-0.0072716i,-0.0071655-0.0068698i,-0.0069671-0.0047353i,-0.0052453-0.002934i
0.11285-0.0095718i,0.19966-0.058968i,0.19176-0.12796i,0.061651-0.15575i,-0.067788-0.13432i,-0.11494-0.10798i,-0.10623-0.079793i,-0.077839-0.045033i,-0.042951-0.020023i,-0.014209-0.0069658i,0.0022939-0.0013337i,0.0055728-0.00024449i,0.0025518+0.0027853i,0.00055171+0.0071773i,-0.00026007+0.0085874i,0.00093994+0.0074867i,0.0044464+0.002299i,0.0021577-0.0050994i,-0.0072112-0.0044797i,-0.010937+0.0010466i,-0.0069305+0.001525i,-0.004284-0.00041559i,-0.0059969-0.00031532i
0.015848-0.080137i,0.0083272-0.1227i,-0.0040134-0.10047i,-0.023398-0.025296i,-0.051249+0.020661i,-0.076742+0.0021826i,-0.094384-0.028257i,-0.088916-0.021107i,-0.05969-0.00066242i,-0.036184-0.0041691i,-0.031166-0.0088167i,-0.022235-9.2386e-05i,-0.0057836+0.0042423i,0.0042299+0.0044851i,0.0088995+0.0078387i,0.01118+0.0076445i,0.0089053+0.0015712i,0.0028919-0.0004702i,-0.00022619+0.0038387i,0.0020611+0.0057665i,0.0039659+0.0029164i,0.0023481+0.00019408i,-0.00068673+0.0016384i
-0.087912+0.039299i,-0.13027+0.12025i,-0.084302+0.1988i,0.033915+0.18345i,0.1098+0.096045i,0.11154+0.027824i,0.080983-0.0062264i,0.047696-0.0091867i,0.030598+0.0048688i,0.017221+0.0078213i,-0.0012581+0.007077i,-0.0065539+0.010361i,-0.0043119+0.0071223i,-0.0064922+0.0030931i,-0.0043353+0.0027245i,-0.00096628+0.0037425i,-0.0021151+0.0070553i,-2.2826e-05+0.0090568i,0.0048855+0.0044632i,0.0049978-0.0022437i,0.0014034-0.0032253i,-0.00010434-0.001169i,0.00063829-2.5076e-05i
-0.013144+0.10983i,0.019344+0.19156i,0.066676+0.18819i,0.090901+0.079881i,0.090316-0.024182i,0.095214-0.047341i,0.11051-0.037126i,0.098972-0.046367i,0.063584-0.054373i,0.04021-0.041113i,0.031705-0.026006i,0.020179-0.016395i,0.0074914-0.0046562i,-0.0019085+0.0035476i,-0.0085545+0.0041989i,-0.0088656+0.0044867i,-0.004428+0.0071808i,0.00010759+0.0052687i,-0.00023473-0.00093009i,-0.0045873-0.002962i,-0.0050117-0.00099074i,-0.0019743+0.0007256i,-0.0010673+0.00078617i
