-0.00086089+0.0022324i,0.00014707+5.3945e-05i,0.00012419+0.00013734i,-0.00016483-2.6077e-06i,9.2297e-05+0.0005596i,0.00013425+0.0018625i,8.0809e-05+0.001643i,0.00086226+0.001038i,0.00082605+0.0011631i,0.00013501+0.00068359i,7.9944e-05-8.7498e-05i,0.00011316-0.00052313i,-0.00053094-0.00049724i,-0.00075109-0.00033784i,-0.00028292-5.9811e-05i,0.00022762+0.00064744i,0.00050364+0.00014445i,0.00052089-0.00048472i,0.00034232+0.00020378i,0.00026129+0.00070706i,3.3709e-05-0.00011412i,-0.00034182-0.0002237i,1.8178e-05-9.7178e-05i
-0.0010485-0.0010601i,-0.0018267-0.0001838i,-0.00069427-6.1212e-05i,-0.00015647-0.00018498i,-0.00054335-0.00011627i,0.00047814-0.00011921i,0.00085147-0.00045825i,1.3023e-05-0.00056922i,-0.0005068-0.00035147i,-0.00097642-0.00050824i,-0.0010157+9.0677e-06i,-0.0010839+0.00021514i,-0.00020909+0.00051153i,0.00041526+0.0010507i,0.0008287+0.00026622i,0.00057757-0.0005695i,0.00019409-0.00083845i,0.00019716-0.00041643i,-0.00014998-0.000539i,-0.00013476-0.0010506i,0.00073109-0.00058195i,0.00061664+3.8728e-05i,-0.00034139+0.00014176i
-0.0011895-0.00011724i,-0.001406+0.00043363i,-0.0003062+0.00045984i,0.00045402-0.00032899i,0.00061259-0.0003082i,0.00063904+0.00017035i,-1.948e-05+0.00032464i,-0.00047683+0.00034095i,-0.0002287+0.00029266i,0.00025763+0.00077727i,0.00040563+0.00023165i,0.00071608-0.00027958i,0.00066514+0.00059169i,0.0001279+0.001001i,-0.00031197-0.00035924i,-0.0002313-0.0011436i,-1.5826e-05-0.00055571i,-1.4391e-05-7.3926e-05i,0.00019136-0.00012763i,0.00021313-0.00032362i,-0.00020416-0.00013515i,0.00012619+0.00057012i,0.0002431+0.0014843i
6.176e-05+0.00060441i,-6.9863e-05+0.0005278i,0.00061985+0.00023022i,0.00059321-0.00036579i,0.00062289-0.00074688i,0.00024198-1.6124e-05i,0.00042452+0.00075758i,0.00071251+0.00022019i,0.00016769-0.00035001i,-6.0404e-05+0.00030053i,-0.00012763+0.00026752i,-0.00038219-0.00036162i,-8.5044e-05-0.00075205i,-0.00052635-0.00024117i,-0.0015998+0.00020212i,-0.0018147-0.00036118i,-0.0015018-0.0012495i,-0.0012923-0.00087103i,-0.0008997-0.00057105i,0.00024274-0.00071505i,0.00045969-0.00016171i,-0.00029691+0.00023308i,-0.00054722+0.00039109i
-0.0004575+0.00038471i,-0.00085527-2.6668e-05i,-0.00078996-0.00085914i,-7.3166e-05-0.0010355i,0.00077488-0.00046756i,0.0011809+0.0008058i,0.00047852+0.0010093i,-0.00047615-0.00025964i,-0.00039554-0.0009916i,-0.00039708-6.908e-05i,-0.00061256-0.000145i,3.5222e-05-0.00057242i,0.00039453-0.00070327i,0.0004406-0.00035116i,6.0352e-05+0.00030306i,-0.00014735+0.00022953i,-0.00032475-8.932e-05i,-0.00073387-0.0001025i,-0.00019276-2.9809e-05i,-0.00023281+0.00073783i,-0.00080135+0.0004452i,-0.0003822-0.00048734i,-0.00042493-0.00050046i
-0.0036816+0.00042127i,-0.0030146+0.002039i,-0.0012329+0.0039271i,9.5625e-05+0.0032224i,0.00064628+0.001285i,0.00029033+0.00060183i,0.000164-0.0003425i,0.0006829-0.00097631i,0.00042668-0.0010056i,6.1022e-05-0.0012104i,0.0003488-0.00083174i,-0.00011468-0.0001475i,-0.00046287-8.5496e-05i,9.4074e-05-0.00089342i,0.0002363-0.00108i,8.1368e-05-8.4622e-05i,0.00028173+0.001551i,0.00038113+0.001426i,0.00040891+0.00023937i,0.00022217+0.00015136i,0.00016827-0.00013931i,0.00025579-0.00071564i,0.00051036-0.00090192i
0.00022313+3.1416e-05i,-0.00017909+0.00030688i,0.0011288+0.00039985i,0.0016614-3.9353e-05i,0.0011812+8.283e-05i,0.00095506+0.00054236i,0.001619-0.00011845i,0.00097835-0.00032004i,0.00017128-0.0005123i,0.00055774-0.00095384i,0.00055629-0.00081409i,0.00034579-0.00057123i,5.3406e-05-0.00066945i,-0.00029896-0.00054622i,1.1811e-05-0.00032158i,0.00038288+0.0001461i,0.0003581+0.00066094i,-0.00012178+0.00068462i,-0.00062008+0.00028676i,-0.00049657-1.1358e-06i,-0.00066182-0.00022691i,-0.00048672-0.00025519i,0.00076213-0.00058137i
-0.00056286-0.00016655i,-0.00082896-0.00026539i,-0.0013437-0.00034561i,-0.0012086-2.1068e-05i,-0.000876-0.00022716i,9.7242e-05-0.00029002i,0.0007605-0.00029421i,0.00035114-0.00023257i,-0.00022479-5.5389e-05i,-0.0001663+8.4255e-05i,-2.0663e-05+0.00069043i,-7.5262e-05+0.00051079i,5.0651e-07-0.00031433i,-7.6417e-05-0.00061913i,0.00021491-9.4203e-05i,0.00049273+0.00030812i,0.00062213+0.00054595i,0.00050107+0.00079883i,1.4386e-05+0.00026977i,-5.3668e-05-0.000295i,0.00019762-0.00061771i,7.6232e-05-4.6558e-05i,7.6678e-05-8.1038e-05i
0.00024283+0.0020139i,0.00066058+0.002166i,0.0015449+0.00085193i,0.00091697-0.00067621i,-0.00066249-0.001523i,-0.0012802-0.0016715i,-0.0006253-0.001288i,-0.00012064-0.00031287i,-0.00027105+0.00013649i,-0.00021791+0.00035257i,-6.0967e-05+0.00050756i,-0.00020664+0.00074721i,-0.00050915+0.00058822i,-0.00069207+0.00019944i,-0.0016815+0.00051913i,-0.0016487+0.0007187i,-0.00082453+0.00026638i,-0.00079854+8.3271e-05i,-0.00071137+9.1234e-05i,5.788e-05+0.00034835i,0.00047093-4.4967e-05i,-2.5604e-05-0.00070288i,-0.00057796-0.00077764i
-1.1507e-05+0.0003934i,0.00053227+0.0010787i,0.00051715+0.00098203i,0.00012193-0.00017505i,0.00025992-0.00059887i,0.00012614-9.1366e-05i,8.5643e-05+0.00036052i,0.00038134+0.00014228i,0.00094883-0.00022353i,0.00031491-2.3817e-05i,-0.00077246-0.00014957i,-0.00058767-0.00013291i,-0.00052412+0.00031445i,-0.0010706+0.00014634i,-0.0010538-3.2654e-07i,-0.00031895-0.00013493i,0.00042746-0.00023436i,0.00060132+0.00039251i,0.00031196+0.00087536i,5.8712e-05+0.00052043i,0.00068453+0.00034969i,0.0011457+0.0008606i,-0.00038611+0.00099765i
0.00092429-0.0014347i,0.00047441-0.0017963i,0.0011428-0.0021694i,0.0011092-0.0020191i,2.9599e-05-0.00086844i,-0.00026113+0.00077008i,0.00049619+0.0011983i,0.0006569+0.00026752i,0.00018549-0.00046548i,0.00026886-0.00022377i,-2.7334e-05-0.0001596i,-0.00086856+2.0845e-05i,-0.0009594+0.00015368i,-0.00036392+0.00081524i,-0.00045012+0.0014578i,-0.00026472+0.0017095i,-0.00074674+0.00084246i,-0.00049708-0.00055854i,0.0001112-0.00096619i,-4.8385e-05-0.00078518i,0.00033704-0.0003647i,0.00035158+0.00034037i,-7.1657e-05+0.00034593i
0.00095114+0.0004549i,-0.00022808+0.00045865i,-9.1545e-05+0.00024031i,0.0002634+4.5837e-05i,3.2886e-05-6.9547e-06i,0.00025232-0.00010203i,0.00053182+0.00022296i,0.00042309+0.00049352i,0.00060132+0.0005485i,-0.00031497+5.8174e-05i,-0.00123-0.0001676i,-0.00082319-0.0002786i,-0.00022585+0.00021484i,0.00023192+0.0010851i,0.00023501+0.00020483i,0.00056252-0.00091695i,0.0006992-0.00033798i,3.7928e-05+0.00049266i,-0.00010085+0.00026433i,-0.00022266-0.00046211i,-0.00013126-0.00030735i,0.00027273-0.00058391i,0.00052393-0.0014961i
-0.0011924+0.0015471i,-0.00031139+0.001539i,0.00051948+0.001627i,0.00095689+0.0015485i,0.00076533+0.00047789i,0.00096606-4.0077e-05i,0.0011977+5.2663e-05i,0.00078682-0.00045177i,0.00016364-0.00072436i,3.9274e-06-0.0010418i,5.2361e-05-0.0010849i,-8.5074e-05+0.00013407i,0.00030932+0.00080735i,0.00066912+0.00036641i,-0.00011919+4.0771e-05i,-0.00030383+0.00011611i,6.6559e-05+0.00026169i,-0.00047266+0.00042557i,-0.00088146+0.00047105i,-0.00041141-0.00027928i,-0.00052016-0.00053289i,-0.0012483+0.00019683i,-0.0012321+0.0011199i
-0.00025291-0.00034028i,-0.0010879+0.0007242i,-0.00051848+0.0011109i,0.00017378+0.00029016i,-9.7914e-05+0.00031684i,-0.00042132+0.00093068i,0.00034205+0.00074779i,0.00080144+0.0001294i,0.00035794-0.00042281i,-0.00056577-0.00071411i,-0.0011826-0.00082609i,-0.00067328-0.0013929i,-0.00052964-0.00093369i,-0.00089706+5.4525e-05i,-0.00057025-8.6776e-05i,-9.6181e-05-0.00043731i,0.00036419-0.0003885i,0.00046414+0.00031609i,4.2563e-05+0.00020717i,-0.00044086-2.8305e-05i,-5.2544e-05+0.00054529i,0.00049591+0.00066744i,0.00019358+0.00058231i
-0.00056055+4.5454e-05i,-0.00084812+0.00056058i,-0.0010521+0.00066233i,0.00031832+0.00033619i,0.0010304-0.0011794i,0.00024333-0.0010063i,-0.00065722+0.00031146i,-0.00056523+0.00037907i,-0.00010858+0.00050928i,0.00025414+0.00091846i,-0.00013856+0.0007354i,-0.00038409+0.00022799i,-0.00059993-0.00028965i,-0.0012784-0.00050875i,-0.00095126-0.00013413i,-0.00013042-0.00014389i,-0.00030109-0.00031261i,-0.00024088-0.00017324i,-0.00035976+0.00047985i,-0.001167+0.00077264i,-0.00085682+0.00054427i,-0.00021604+7.0984e-05i,0.00010231-0.00011297i
-0.0025121-0.00068198i,-0.001757-0.00038734i,-0.0011311-1.033e-05i,-0.00055565+0.00063064i,0.00059893+0.00017908i,0.0016184-2.5144e-05i,0.0010626+7.8595e-05i,-5.4407e-06-8.5625e-05i,4.8516e-06+0.00039418i,5.5082e-05+0.0005738i,0.00031725+0.00016576i,0.00075385-4.2333e-05i,0.0003291-7.7277e-05i,-0.00056328-0.00045774i,-0.00073054-0.00014891i,-0.00050476+0.00090585i,-0.00072428+0.00064843i,-0.0010049-0.00056478i,-0.001252-0.0010488i,-0.00099052-0.0010182i,-0.0004407-0.00028851i,-0.0002955+0.00017649i,0.00022312+0.00026024i
0.0019739+0.0033279i,0.001673+0.0036549i,0.0014964+0.0028445i,0.0010184+0.0013636i,0.0005243+8.0185e-06i,0.0005885+5.3994e-06i,0.00011909+0.00021223i,0.00030295+1.6193e-05i,0.00018576-0.00037934i,-0.00027391-0.00052661i,-0.00041098-0.00020372i,-0.00044773-0.0002282i,-0.00057572+3.1066e-05i,-0.0010511+0.00055228i,-0.00072785+0.00026403i,-0.00046196+0.00023429i,-0.00035728-8.7634e-05i,-0.00047328+0.00020559i,-0.00072544+0.0010682i,-0.00042386+0.00082487i,0.00028044+0.00053741i,0.0005948+0.00060545i,0.00028826+0.00071312i
-0.0016918+5.9293e-05i,-0.0017773+0.00078212i,-0.001528+0.001135i,-0.00019123+0.00098687i,0.0016994+0.00014565i,0.001948-0.00014627i,0.0015141+0.00026638i,0.00099157+0.00032377i,0.00023472+0.00031711i,0.0001396+7.5171e-06i,-8.114e-05-0.00068592i,-0.00017181-0.00064657i,-0.00010719-0.00061596i,0.00034875-0.00062147i,0.00051809-0.00071435i,-0.00045534-0.00083471i,-0.0015521-0.00027005i,-0.0010076+0.00025324i,-0.00021338-0.00034575i,0.00049913-0.00041521i,1.126e-05-0.00027814i,-0.0010473-0.00083614i,-0.00089312-3.3702e-05i
-0.00075135+0.0001299i,-0.0014067+0.00040116i,-0.0019775+0.00010718i,-0.001575+4.5935e-05i,2.5155e-05+0.00081336i,0.00081973+0.0010188i,0.00067809+0.00042216i,0.00067412-0.00062879i,0.00081296-0.00039784i,0.00027146+0.00072495i,-0.00066792-6.8647e-05i,-0.00055058-0.0016314i,6.8418e-06-0.0013786i,0.00015164-0.00087157i,6.7148e-05-0.00022339i,-0.00081578+0.00024604i,-0.00079278+0.00032694i,0.00012546+0.00043928i,0.00059035-0.00043805i,0.00069673-0.00081213i,0.00074514-0.00014874i,0.00044241+0.00043954i,-6.1171e-05+0.0008035i
0.00096098+0.0023982i,0.00129+0.0014483i,0.0017798+0.00024113i,0.0010398-0.00066641i,-0.00037475-0.0013636i,-0.00078551-0.0012108i,0.00053423-0.0007218i,0.00032549-0.00049809i,-0.00054781-0.00070383i,-0.00039515-0.0012391i,0.00047508-0.00081307i,0.0013228+2.3002e-05i,0.00070559+6.082e-05i,-0.00050517-0.00072381i,-0.0011783-0.00040971i,-0.0014541+0.0001401i,-0.0011136+0.00013922i,-0.00048652+9.5964e-05i,-0.00029294+0.00037142i,0.0003233+0.00029448i,9.8413e-05+0.00031637i,-0.00023206+0.00058303i,-1.7551e-05+0.00052427i
-0.0024103-0.0017706i,-0.002203-0.0016044i,-0.002128-0.0018124i,-0.0013776-0.00072505i,-0.0005408-0.00036854i,0.00091698-0.0002824i,0.0014853+0.00033662i,0.00088317+0.00019641i,5.5391e-05-3.16e-05i,-0.00082197+2.2728e-05i,-0.00089177-0.00050631i,0.00025565-0.0010258i,0.00069235-0.00056174i,0.0012213+0.00045622i,0.0018498+0.00077029i,0.00067617-4.2936e-05i,-0.000267-0.00013453i,-0.00046076-6.3573e-06i,7.0292e-05-0.00080659i,0.00084626-0.0012596i,0.00053047-0.00046798i,-3.9789e-05+0.00034325i,-0.00024021+0.00052766i
-0.00025999+0.0020366i,0.0005844+0.002789i,0.0022166+0.0023989i,0.0028432+0.0012922i,0.0024107-0.00019115i,0.0010126-0.00082032i,-9.7075e-05-0.00044072i,-0.00025336-0.00040984i,-0.00042489-0.00059418i,-0.00061974+5.7241e-05i,-0.00033016-0.00015234i,-0.00015719-0.0007958i,-0.0004305-0.00078865i,-0.00078619-0.00056789i,-0.00086433-0.00023693i,-0.00073476+0.00054653i,-0.00050324+0.00082035i,-0.00047749+0.00021718i,-0.00079994-0.00047274i,-0.00037281-0.00016312i,0.00033415+0.00026299i,0.00027287-0.00018427i,-0.00027576-0.0003556i
-0.0013693-0.00062527i,-0.00067495+0.00025766i,-0.00044171+0.00060278i,-0.0004561+0.0013807i,-0.00026462+0.0010191i,0.00063245+0.00013637i,0.001809-0.00019891i,0.0015183-0.0003686i,0.00049034+6.6589e-05i,0.00058782+0.00035946i,0.00063029+0.00032443i,-0.00027926+8.0414e-05i,-0.0001944+0.0003545i,-9.8673e-06+0.00092429i,0.00038782+0.00084467i,3.8886e-05+0.00096266i,-0.00076247+0.0011057i,-0.00049344+0.00054019i,-0.00068477+0.00013399i,-0.00060486-0.00027268i,-0.00029495-0.00040928i,-2.8318e-05+7.7704e-05i,-0.00012445+0.00036097i
-0.0010951+0.00023518i,-0.00065608+0.00077771i,-0.0009542+0.0015989i,-0.0010828+0.0015363i,-0.00064463+0.00042166i,0.00028174-0.00027504i,0.0011847-0.00062989i,0.00079326-0.00075207i,0.00033343-0.0004451i,0.0002722+2.9249e-05i,0.00015311+0.00023416i,-0.0004133-0.00020628i,-0.00079387-2.1693e-05i,-0.00073719-3.0404e-05i,-2.47e-05-0.00054588i,0.00036514+0.00032145i,-7.0891e-05+0.0012386i,-0.00028479+0.00092879i,-0.00031206+0.00015509i,-0.00051478-0.00019154i,-0.00030769-0.0002847i,9.2532e-05+0.00017894i,0.00062978+0.00070536i
-0.0011925+0.0013692i,-0.0020176+0.0012344i,-0.00091025+0.0013934i,0.00032665+0.00066887i,0.00095587-2.842e-05i,0.00062366-2.8172e-05i,0.00047857-0.00010707i,0.00063535+0.00016643i,0.00012781+3.6176e-05i,-0.00052208+0.00013199i,-0.00030706+0.00037335i,0.00031366+7.5287e-05i,0.00025766+0.00014158i,-0.00044202+0.00019756i,-0.0010582-0.00061622i,-0.00089276-0.00098712i,7.6928e-05-0.00043966i,0.0009869+0.00049307i,0.0010457+0.00077505i,0.00038697+0.00045627i,8.6857e-05+0.00029648i,0.00043257+0.00054076i,0.00045047+0.00028624i
-0.002417+0.0013244i,-0.0018599+0.00054253i,-0.000795+0.00050259i,-0.0010377+0.00082771i,-0.00049564+0.00066922i,0.00068061+0.0008625i,0.00074169+0.00046969i,2.5177e-05-0.00016122i,2.1332e-05+7.5067e-05i,-4.8121e-05+5.4174e-05i,0.00020923+3.1239e-05i,0.0001707-1.8973e-05i,-0.00067901-0.00091273i,-0.0020613-0.00075901i,-0.0018103-0.00033375i,-0.00037519-0.00054271i,0.00025439-0.00050687i,-5.5012e-05+9.5064e-05i,-0.00012686+4.1057e-05i,0.0001184+0.0002799i,0.00052935+0.00099619i,0.0004104+0.0010482i,-0.00038291+0.001039i
-0.0016004-0.0028334i,-0.0019677-0.0023034i,-0.0012908-0.0019097i,-0.00039174-0.0015724i,0.00018829-0.0012132i,0.00052215-0.0011757i,0.00076428-0.0016178i,-0.00015125-0.00048896i,-0.0010223+0.00086022i,-0.00022778+0.00070574i,0.00077142-0.00031525i,0.00081808-0.00053838i,8.5916e-05+0.0003011i,-1.4029e-05+0.0007496i,0.00024724+0.00015433i,-0.00038505+0.00031624i,-0.00038751+0.00064619i,-2.8888e-05+0.0007021i,-0.00023532+0.00034262i,-0.0005054-0.00017267i,3.4376e-05+0.0003839i,0.00056209+0.00037914i,0.00041836+0.0001719i
0.0012714+0.00074172i,0.0012072+0.00034943i,0.0017353-0.00018572i,0.0018116-0.00069665i,0.00093376-0.00054412i,0.0001485-0.00011338i,-0.00014672-0.00022004i,-2.6464e-05-0.00022024i,-6.9132e-05-5.4815e-05i,-4.9345e-05-8.2203e-05i,-0.00011344-0.00021281i,-0.00069861-3.9772e-05i,-0.0013032-8.785e-05i,-0.001588+0.00020513i,-0.0011487+0.00079972i,-0.0006836+0.0007332i,-0.00076266+0.00081578i,0.0004349+0.0010971i,0.00091178+0.00029465i,0.00034316-0.00084321i,-0.00037192-0.00020626i,-0.0014411+0.00032043i,-0.0010369+0.00040607i
0.0002262+0.0009727i,0.00063409+0.0013253i,0.0014256+0.00090057i,0.0013403+3.3033e-05i,0.0014512+0.00047764i,0.0010797+0.0013459i,0.00090404+0.00082382i,0.0012853-0.00076955i,0.0010672-0.0012159i,0.00013207-0.00054234i,-8.8893e-05-0.00075644i,-1.9072e-05-0.0010821i,-0.00078029-0.00061357i,-0.0011832+0.00011735i,-0.00037974+0.00036762i,0.00041484-3.5448e-05i,-0.00032783-0.00033345i,-0.001283-0.00043562i,-0.00023342-0.00012675i,0.00048975+0.00064298i,-0.00033966+0.00040906i,-0.00088442-0.00011759i,-0.00019624-0.00015274i
-0.0010975-0.00073179i,-0.0028294+0.00035674i,-0.0024606+0.0001548i,-0.00058112+8.3359e-05i,-0.00032987+0.00065334i,-0.00029738+0.00094711i,0.00066042+0.00020502i,0.0008611-0.00019913i,5.5191e-05+0.00033922i,-0.00077433+0.00019606i,-0.00094948-0.00024729i,-0.0010341-0.0005141i,-0.00079775-0.00048334i,-2.0671e-05+0.00050556i,0.00075169+0.0011822i,0.00052608+0.0010475i,-0.00032675+6.0225e-05i,-0.00066399-0.00025551i,-0.00056304+0.00080169i,0.00019489+0.0010302i,0.00040712+0.00042948i,-0.0006274-8.1726e-05i,-0.00068281-8.852e-05i
-0.00025376+0.00039096i,-0.0012796-0.00020837i,-0.0014472-0.00098877i,-0.0010909-0.00087095i,-0.0010407-0.00060356i,-0.0011267-0.00041586i,-0.00061956-0.0004609i,0.00045888+0.00010481i,0.00066884+0.0014195i,0.00044615+0.0014584i,-0.00074665+0.00056852i,-0.0016561-0.0001904i,-0.0010284-0.00022667i,-0.00080214+0.00033649i,-0.0012877+0.0012902i,-0.0011678+0.0006938i,-0.00076481-0.00072048i,-0.0011167-0.0004684i,-0.00095709+0.00029502i,-0.00062435+5.2146e-05i,-0.00053126-0.00012918i,0.0004774-0.00018074i,0.0016256-0.0002712i
-0.00066041+0.0014465i,-0.00085504+0.0015236i,-0.00033207+0.00081064i,0.00071649+0.00027624i,0.0011958-0.00054627i,0.0010194-0.0005802i,0.00094835-0.00012971i,0.001105+0.00024063i,0.00061459-0.0003198i,-9.501e-05-0.00056488i,-0.00065643-7.4031e-05i,-0.0003242+0.00011002i,-0.00016701+0.00048527i,-0.0011724+0.00076465i,-0.0021701-0.00016299i,-0.0016458-0.0004642i,-0.00076276+0.00046456i,-9.6103e-05+0.0006355i,2.5374e-05+0.00027165i,-0.00010813+0.00036514i,-8.2443e-05+0.00058057i,7.888e-05-0.00012665i,9.2035e-05-0.00059578i
0.00043739-0.0010623i,-6.0682e-05-0.0016117i,0.00025271-0.0023013i,0.00016607-0.0016403i,-0.0012499-0.00090582i,-0.0013081+0.00041148i,0.00026331+0.00065991i,0.0002172+7.9029e-05i,-0.0005705-1.7321e-05i,-0.00052276-0.00026408i,-0.00031813-0.00067237i,0.00015787-0.00053014i,-6.1891e-05+0.00049912i,-0.00025328+0.0010747i,0.00070599+0.0010875i,0.00063177+0.00080274i,-0.00059836+0.0004318i,-0.00052127+0.00029115i,-8.9524e-05+0.00038529i,-0.00054222+0.00014137i,-0.00040402-0.00012104i,-0.00022217+0.00016617i,-0.00086513-0.00025786i
-0.0025945+0.00078769i,-0.0017138+0.0013768i,-0.00071225+0.0012746i,2.4419e-05+0.000808i,0.00092665+0.00027554i,0.0012427+0.00016976i,0.0011686+3.9047e-05i,0.00036787-0.00021758i,0.00025367-0.00060468i,-0.00017729+4.2989e-06i,-0.00093393-0.00011515i,-0.00044978-0.00049871i,-0.00053837-2.0963e-05i,-0.0012452+0.00057391i,-0.00073396+0.00038931i,0.00047375+8.0397e-05i,0.00049229+0.0005485i,-5.8986e-05+0.00032805i,-0.00034155-0.00028206i,-0.00040959-0.00017934i,-0.00032996+0.00017723i,3.8217e-06+0.0001521i,-0.00027527+0.0002001i
0.00092314+0.00066111i,0.0010623+0.001104i,0.0012273+0.001348i,0.00073757+0.00044746i,-9.8401e-05-0.00040655i,0.00010171-5.7436e-05i,0.00024393+3.596e-05i,0.00042839+0.00037948i,0.00054242+0.00064683i,0.00051235+0.00061891i,-0.0002169-0.00024864i,-0.00078154-0.0011167i,-0.00042339-0.00075198i,-0.00047695-0.00020538i,-0.00016995+0.00034491i,0.00045562+0.00029406i,0.00057538-0.00065878i,0.00085209-0.00087597i,1.5641e-05-0.00057751i,-0.00032172-0.00057069i,-0.00011528-0.00074546i,-0.00017328-0.00041536i,-0.00040096-0.0001372i
-0.0012314+0.0021023i,-0.00071404+0.0010193i,7.9341e-05+0.0002097i,0.00093376-0.00055471i,0.0012519-0.0011265i,0.00081875-0.0009585i,0.00082017-0.00038082i,0.00098189-9.3655e-05i,0.0011365-0.00020004i,0.0013022-0.00011246i,0.0011161-9.8433e-05i,0.00024045-0.00058796i,3.8934e-05-0.00076677i,-0.00019887-0.00023159i,-0.00097671-0.00011667i,-0.0014446-0.00014224i,-0.0014017+0.00017191i,-0.00043559+7.7174e-05i,-4.1254e-05-0.00059096i,-0.00017585-0.00042528i,6.5296e-05-0.00080753i,9.942e-06-0.0015934i,-0.00011762-0.00076608i
-0.00057555-0.00017852i,-0.00058052-0.00030352i,-7.8966e-05-0.001028i,0.00021914-0.0010858i,-5.7099e-05-0.00059555i,-0.00022448+7.7456e-05i,0.00047283-0.00028961i,0.00072722-0.00087894i,0.00023234-0.00081921i,-9.0424e-05-0.00072382i,-0.00054155-0.00040367i,-0.00015928+0.00033905i,0.00021639+0.000966i,-0.00019857+0.00029877i,-0.0007395+0.00058035i,-0.0001277+0.0013796i,0.0005564+0.0012552i,-0.00037976+0.00071164i,-0.00072172+0.00042245i,-5.0369e-05+0.00012637i,0.00055747-0.00025587i,0.00034338-0.00042457i,0.00027574-0.0006789i
-0.0027656+0.00068657i,-0.0026485+0.0015339i,-0.0018858+0.0019802i,-0.00067258+0.0011169i,0.00057599+0.0005299i,0.00093132+0.00050112i,0.00089237-0.00010212i,0.00060937-0.00023377i,-4.957e-05-0.00012486i,1.0645e-05+6.8769e-05i,0.00017044-0.00037474i,0.00069151-0.00062525i,0.00085936-0.00026466i,0.00070269-0.0011998i,0.00092774-0.0020154i,0.00071221-0.0011471i,-0.00030749-0.00045814i,-0.00075981-0.0004238i,-0.00090565-9.246e-05i,-0.00097738-0.00051618i,-0.00023761-0.00088742i,0.00035194+4.5827e-05i,0.00028168+0.00044546i
0.0015421-0.00035722i,0.00052581-0.00028754i,0.00012917+0.00022162i,6.561e-05+0.00098479i,0.00030133+0.00053628i,0.0012724+0.00017998i,0.0013109+0.00032491i,0.00076097-0.00039302i,0.00046203-0.0015024i,3.6881e-05-0.0019521i,-0.00096614-0.0014503i,-0.0011866-0.00033788i,-0.00057505+0.00054192i,-0.00080322-0.00013798i,-0.0015902+3.1368e-05i,-0.001961+0.00030628i,-0.0010775+0.00014807i,-0.00032667+0.00045285i,-0.00031607-0.00030054i,0.00032067-0.00045979i,0.0003536-0.00010125i,0.00033003-1.3343e-06i,-2.0752e-05+0.00040428i
0.0016817+0.0014221i,0.0008874+0.0012823i,0.00047238-0.00037332i,0.00022442-0.00036374i,0.00010509+0.00040304i,0.00095314+0.0010774i,0.0011091+0.0016933i,0.00034705+0.00099676i,4.2557e-05+0.0006678i,-0.00016494+0.00050015i,-0.00022625+0.00037357i,-0.0012479+0.00066195i,-0.00090894+0.00025943i,-8.6074e-05-0.00024277i,-0.00043462-0.00026829i,-0.00023696-0.00027278i,7.671e-05-0.00018919i,0.0005136-0.00048687i,0.00030191-0.00048913i,-0.00034253-0.00035137i,-9.6958e-05-0.0004208i,0.00030148-0.00025001i,0.00022606-0.00010287i
-0.0019778+0.0023542i,-0.00071515+0.0031757i,-5.0585e-05+0.0034179i,0.00027406+0.001949i,0.00095883+1.9343e-05i,0.0010634-0.00061039i,0.00050026-8.2394e-05i,-7.2868e-05-0.00074133i,-0.0002679-0.001051i,-2.6611e-05+3.2735e-05i,-6.2083e-05-0.00033839i,0.00029155-0.001867i,0.00032806-0.0023078i,-0.00036168-0.0014681i,-0.00070033-0.00054833i,-0.00017715-0.0004132i,0.00014943-5.5908e-05i,-0.00015664+0.00043728i,-0.0004412+9.6358e-05i,-0.00055694+8.456e-05i,-8.1305e-05+0.00047669i,0.00074004+0.00050501i,0.00091119-0.00045775i
-0.0019222-0.00057213i,-0.0016178-0.00070067i,-0.00028984-0.00086065i,0.0010026-0.00047843i,2.4069e-05-0.00016697i,-0.0010874-9.2185e-06i,-0.0010105+0.0001973i,-0.0001596+0.00016234i,3.8277e-05+0.0002811i,-0.00074975-3.3318e-05i,-0.00084878-0.00022516i,-0.00032872+0.00028105i,-0.00029163+0.00075702i,-0.00060769+0.00043795i,-0.00032753-0.00018756i,-0.00026675-0.00022471i,-0.00077641-1.7822e-05i,-0.00079556-6.5949e-05i,-0.00011505-0.00041784i,-0.00013498-0.00069492i,-0.00011216-0.00070201i,0.00071837-2.7231e-06i,0.0010186+0.00026905i
0.00059613+0.0011313i,-5.3077e-05+0.0011221i,0.00074844+0.0014873i,0.00042273+0.00080628i,-0.00038448-0.00032629i,-0.00015958-0.00052494i,0.00057481-0.00043472i,0.00074897-0.00025137i,0.00038091+0.00027973i,0.00030524-0.00018165i,0.00069158-0.00097408i,0.00028652-0.00021046i,-0.00069295+0.00062372i,-0.00095839+0.0004231i,-0.00063643+0.00016648i,-0.0002194-0.00028611i,-2.116e-05-0.00019654i,-2.5329e-05+0.00045457i,-0.00046682+0.00021206i,-0.00074989-0.00025666i,-0.00013518+4.5971e-05i,0.00045098+0.00013278i,0.00053053+7.2543e-05i
