-0.0026409+0.00076099i,-0.0024537+0.001662i,-0.001201+0.0019848i,0.00015389+0.0010672i,0.00051988+0.0013188i,-0.00055519+0.0016801i,-0.00039113+0.0019906i,0.000203+0.0019873i,0.00036924+0.0014968i,0.0010242+0.00060804i,0.0012013+0.00010525i,-9.6845e-05-0.00054816i,0.00014528-0.0010022i,0.0015452-0.00094091i,0.001165-0.0012933i,-0.00029248-0.00058195i,-0.00073729-0.00028855i,-4.44e-05-0.0010123i,2.9041e-05-0.0012212i,-8.2245e-05-0.00069107i,-2.3603e-05+0.00039896i,-0.00011418+0.00074618i,-0.00010446+0.00020045i
0.032065-0.0388i,0.10295-0.13232i,0.17088-0.28756i,0.12775-0.41529i,0.012968-0.39317i,0.0023823-0.23246i,0.083406-0.082717i,0.11592-0.022195i,0.076864-0.0089044i,0.023933-0.0027878i,-0.0022979+0.0035774i,-0.0012396+0.0072741i,0.0076788+0.010052i,0.013287+0.017063i,0.014293+0.020414i,0.011787+0.013802i,0.0079128+0.0035849i,0.0051634-0.0037599i,0.0035912-0.0056036i,9.4271e-05-0.0024214i,-0.0018494-0.00070856i,0.0010373-0.0023622i,0.0046942-0.0050084i
0.0076485+0.048659i,0.033472+0.17254i,0.11235+0.35583i,0.24453+0.45567i,0.30394+0.38497i,0.18921+0.24529i,0.023433+0.14961i,-0.045831+0.09187i,-0.037478+0.039015i,-0.013418+0.001925i,-2.9336e-05-0.0142i,-0.0036711-0.017056i,-0.013342-0.012619i,-0.022234-0.010347i,-0.028015-0.010403i,-0.024228-0.0068891i,-0.014476-0.002436i,-0.0052811+0.00091801i,0.0010735-0.00051979i,0.0038116-0.0092715i,0.0032665-0.015198i,0.00032715-0.01052i,0.00096769-0.00070093i
-0.042884-0.023961i,-0.14924-0.091681i,-0.32652-0.18291i,-0.47135-0.20621i,-0.44762-0.15869i,-0.2694-0.1314i,-0.08788-0.12618i,0.010895-0.099164i,0.039889-0.058126i,0.028338-0.022583i,0.012521+0.00080865i,0.0090827+0.0062869i,0.010484-0.0018019i,0.014319-0.011114i,0.016677-0.01545i,0.012313-0.01312i,0.0049154-0.0077555i,-0.0012583-0.0040683i,-0.0054391-0.0019455i,-0.0068916+0.0013438i,-0.0072431+0.0030653i,-0.0070893+0.00061814i,-0.0073784-0.0035106i
0.047846-0.016951i,0.17019-0.052409i,0.36289-0.1237i,0.48789-0.20608i,0.43932-0.20063i,0.28222-0.072787i,0.13401+0.051446i,0.032795+0.087907i,-0.017225+0.073718i,-0.019668+0.040022i,-0.013403+0.007084i,-0.015401-0.0012748i,-0.014409+0.0089907i,-0.011761+0.021069i,-0.009783+0.027714i,-0.0062235+0.024417i,-0.0013475+0.015512i,0.0020871+0.0087666i,-0.00099183+0.005106i,-0.0077293+0.0041687i,-0.010009+0.0053133i,-0.0055802+0.0057859i,0.0016494+0.0025705i
-0.016969+0.04492i,-0.081975+0.1565i,-0.18917+0.3364i,-0.26581+0.46707i,-0.27019+0.41621i,-0.23116+0.21981i,-0.168+0.039248i,-0.09761-0.050088i,-0.047339-0.063573i,-0.019233-0.032002i,0.0022139-0.0040553i,0.012866-0.00076512i,0.0074934-0.007956i,-0.0022693-0.015516i,-0.0073641-0.019155i,-0.0079382-0.016499i,-0.0072816-0.011836i,-0.0061125-0.0058561i,-0.0009644+0.00095494i,0.0052015+0.0055268i,0.0062627+0.0078699i,0.0010815+0.0079523i,-0.0055189+0.0073412i
-0.025021-0.040337i,-0.06323-0.15692i,-0.1156-0.34482i,-0.14209-0.47422i,-0.081039-0.4272i,0.043885-0.26242i,0.11566-0.11005i,0.10301-0.011064i,0.06262+0.032747i,0.025052+0.026124i,-0.0013669+0.013839i,-0.0076531+0.014858i,0.002917+0.013579i,0.01842+0.0090839i,0.027852+0.0050332i,0.026245+0.000258i,0.019588-0.0029056i,0.013447-0.0044464i,0.010339-0.0035766i,0.010662-0.00048692i,0.010401+0.00055317i,0.0082004-0.0003799i,0.0050248-0.0024001i
0.045461+0.01149i,0.15443+0.067163i,0.31927+0.17511i,0.41757+0.27439i,0.33087+0.2994i,0.13565+0.25208i,0.0044358+0.16307i,-0.035738+0.064378i,-0.037457-0.0017409i,-0.019562-0.019593i,-0.00076463-0.018925i,0.0026735-0.018298i,-0.0049395-0.012418i,-0.014258-0.00091041i,-0.019496+0.0075128i,-0.018844+0.0080674i,-0.015698+0.0068853i,-0.010004+0.0065898i,-0.0029111+0.00083924i,0.00092456-0.0068487i,0.0034038-0.0083772i,0.0060522-0.0045621i,0.007862+0.0021791i
-0.038701+0.022006i,-0.14508+0.062516i,-0.31945+0.10007i,-0.43245+0.08407i,-0.36901-0.010198i,-0.20706-0.10376i,-0.076432-0.10178i,0.011362-0.040499i,0.058756-0.0027598i,0.048546+0.0028247i,0.01983+0.0043804i,0.0084208+0.0054108i,0.0065111-0.0014759i,0.0034325-0.013974i,2.0522e-05-0.021624i,-0.0015973-0.019716i,-0.0011245-0.01516i,-0.0022436-0.01153i,-0.0041686-0.0088662i,-0.0055861-0.0085302i,-0.006671-0.0090575i,-0.006971-0.0076854i,-0.0071505-0.0048282i
0.0036371-0.041069i,0.047152-0.14114i,0.14293-0.28702i,0.2372-0.35344i,0.25204-0.24168i,0.18301-0.064324i,0.077602+0.018638i,-0.022085+0.02824i,-0.068374+0.034019i,-0.046631+0.026785i,-0.016014+0.0034268i,-0.011488-0.008887i,-0.010457-0.0031607i,-0.0020758+0.0075561i,0.003363+0.0151i,0.0041517+0.017296i,0.0046981+0.014686i,0.0047113+0.0095962i,0.00032459+0.006967i,-0.0061011+0.0067785i,-0.0074555+0.0040353i,-0.0035901-0.00020227i,0.00098392-0.0046641i
0.026673+0.029482i,0.063633+0.1209i,0.089124+0.27177i,0.050134+0.35865i,-0.049333+0.27519i,-0.10951+0.11318i,-0.072939+0.0041697i,-0.0068575-0.051408i,0.015086-0.068807i,0.0043566-0.039815i,0.0035784-0.003993i,0.01037+0.0060966i,0.0057023+0.0030071i,-0.0060949+0.0018375i,-0.013024+0.002107i,-0.011698+0.0010429i,-0.0080756-0.0012438i,-0.0059349-0.0017627i,-0.0040259+0.0014849i,-0.0031005+0.0054788i,-0.0048295+0.0081971i,-0.0060721+0.0088519i,-0.0052924+0.0081662i
-0.041649-0.002656i,-0.13018-0.031316i,-0.25275-0.10428i,-0.28805-0.17349i,-0.16031-0.16305i,0.0012841-0.086392i,0.056032-0.0096836i,0.038036+0.045782i,0.020516+0.061956i,0.0079578+0.034681i,-0.0065333+0.010298i,-0.011944+0.0086401i,-0.0052659+0.0084174i,0.0058616-0.00049819i,0.012798-0.0085635i,0.012215-0.0084815i,0.0095905-0.0049935i,0.008509-0.0031433i,0.0091-0.0002034i,0.010875+0.0018684i,0.008907-0.00037011i,0.0027327-0.0014963i,-0.00247-0.0022132i
0.027722-0.026217i,0.10412-0.064504i,0.22938-0.089673i,0.29061-0.05209i,0.19746+0.033638i,0.055317+0.082073i,-0.0055858+0.054994i,-0.01267-0.0039467i,-0.01256-0.034753i,-0.0025211-0.02675i,0.0079674-0.013623i,0.0094644-0.011298i,0.0068332-0.0082507i,0.0049268+0.0011018i,0.0036031+0.005695i,0.00057073+0.0019466i,-0.0040758-0.00011248i,-0.0046883+0.0011427i,-0.0014146-0.00043269i,0.0028106-0.0025827i,0.0075416-0.00070129i,0.0097683+0.0019441i,0.0098895+0.0033131i
0.00048908+0.033745i,-0.019626+0.10906i,-0.073319+0.20972i,-0.11962+0.22664i,-0.097511+0.11199i,-0.038658-0.0031315i,-0.002299-0.013279i,0.026095+0.026855i,0.04312+0.039998i,0.027599+0.024816i,0.0057287+0.011946i,0.00036192+0.0075874i,0.00083052+0.0018423i,-0.0033233-0.0059892i,-0.0057307-0.0093393i,-0.0032292-0.0074054i,-0.0011896-0.0066331i,-0.0015744-0.0071143i,-0.0022179-0.0080559i,-0.0034929-0.011391i,-0.0058242-0.010854i,-0.0061367-0.0053474i,-0.0044031-0.00072298i
-0.023781-0.02068i,-0.061219-0.081849i,-0.09227-0.18298i,-0.074893-0.22884i,-0.024537-0.14651i,-0.0042333-0.040622i,-0.030948-0.014533i,-0.071567-0.022596i,-0.079723-0.014982i,-0.045581-0.0078058i,-0.012262-0.011905i,-0.0041708-0.014548i,-0.0041467-0.010393i,0.0013642-0.0046291i,0.004336+0.00031999i,0.0014027+0.0035353i,1.1175e-05+0.0044394i,-0.00010387+0.0032333i,-0.0018717+0.0021708i,-0.003334+0.0023542i,-0.0018293-6.898e-05i,0.00063588-0.0046553i,0.0016122-0.006632i
0.025788-0.0039128i,0.088359+0.0084275i,0.17158+0.044863i,0.18572+0.070942i,0.098683+0.035663i,0.023015-0.020241i,0.02823-0.039702i,0.057787-0.044469i,0.054206-0.041616i,0.028374-0.018847i,0.012904+0.0034662i,0.0084459+0.010256i,0.0036607+0.010322i,-0.0024436+0.012624i,-0.0051743+0.013039i,-0.0030208+0.008521i,-0.00072194+0.0034934i,1.2517e-05+0.00238i,-0.0010669+0.0037439i,-0.0046729+0.0060076i,-0.007527+0.0081387i,-0.0051551+0.0080974i,-0.0014998+0.0066068i
-0.014797+0.021349i,-0.062526+0.057342i,-0.14289+0.092585i,-0.18025+0.094688i,-0.11326+0.073147i,-0.027295+0.066193i,-0.0050059+0.072672i,-0.014611+0.077818i,-0.014487+0.064328i,-0.0090918+0.030404i,-0.010698+0.0040524i,-0.014383-0.0016308i,-0.013135-0.00094686i,-0.0089909-0.0042672i,-0.0062482-0.0063323i,-0.00489-0.002277i,-0.0022374+0.0019798i,0.00092348+0.0025884i,0.0044668+0.0023014i,0.0074444+0.0019644i,0.0050642+0.00049544i,-0.0010178-0.00018109i,-0.0048792-0.00062116i
-0.0063776-0.021377i,-0.00026046-0.072292i,0.022708-0.14213i,0.038394-0.16068i,0.0089238-0.099014i,-0.027013-0.037131i,-0.023605-0.026428i,-0.0091144-0.040526i,-0.0016002-0.040833i,0.006611-0.021559i,0.012643-0.0066871i,0.015355-0.0050638i,0.016159-0.0067096i,0.015421-0.00645i,0.01326-0.0069469i,0.007787-0.0088153i,0.0024593-0.0089482i,0.00063875-0.0065647i,0.0010324-0.0043847i,0.0030502-0.001752i,0.0060464+0.0011319i,0.0071439+0.00095566i,0.0059782-0.0010326i
0.017414+0.0069814i,0.04991+0.042778i,0.088193+0.10661i,0.10345+0.14155i,0.095283+0.10174i,0.078188+0.048258i,0.05421+0.036716i,0.037915+0.043769i,0.025354+0.038189i,0.0061342+0.022207i,-0.0069534+0.012878i,-0.006621+0.011114i,-0.0023701+0.0090183i,-0.001879+0.0060832i,-0.00089972+0.003943i,0.0025919+0.001958i,0.0042886+0.00029929i,0.0024687-0.0015778i,-0.0003743-0.0049776i,-0.0017541-0.0086744i,-0.0021563-0.0077815i,-0.0020761-0.0025413i,-0.0022814+0.0011983i
-0.014449+0.0045533i,-0.058057+0.0024535i,-0.12173-0.014741i,-0.15185-0.029865i,-0.12169-0.014313i,-0.080618+0.0024656i,-0.063488-0.012159i,-0.060749-0.03161i,-0.049197-0.0331i,-0.02447-0.025172i,-0.0058304-0.019704i,-0.0013958-0.016438i,-0.0036494-0.01207i,-0.0039329-0.0075167i,-0.0039518-0.0044889i,-0.0061752-0.001741i,-0.0070948-7.6871e-05i,-0.0054576-0.00042127i,-0.0034884-0.0002622i,-0.0022455-0.00070807i,-0.00030794-0.0018699i,0.00025516-0.0032019i,2.2321e-05-0.0040617i
0.0051632-0.017268i,0.028773-0.044473i,0.075603-0.080086i,0.10758-0.10327i,0.089757-0.10694i,0.060022-0.087355i,0.056182-0.053002i,0.060763-0.027817i,0.049886-0.010743i,0.028644+0.003947i,0.01369+0.010432i,0.007925+0.010352i,0.0051816+0.010174i,0.0030901+0.01055i,0.003522+0.0077235i,0.0043246+0.0026089i,0.0035584-5.6919e-05i,0.0028316+0.0013602i,0.00045343+0.0035238i,-0.0038932+0.0043227i,-0.0046619+0.0039145i,-0.001372+0.0027287i,0.0011557+0.0036233i
0.0060539+0.014894i,0.0097889+0.049824i,4.5736e-05+0.10532i,-0.019095+0.13999i,-0.022238+0.12755i,-0.017073+0.097516i,-0.020563+0.077746i,-0.026332+0.065973i,-0.024713+0.048026i,-0.015778+0.023574i,-0.010286+0.0062578i,-0.011516+0.0008473i,-0.012897+0.00075311i,-0.012135+0.0012704i,-0.0099736+0.0037978i,-0.0059789+0.0075408i,-0.0024227+0.0076528i,-0.0014108+0.004888i,0.0003218+0.0031623i,0.0028873+0.0032415i,0.002819+0.002405i,0.00038334+0.0011623i,-0.0016246-7.3898e-05i
-0.0089217+0.0013823i,-0.033809-0.017232i,-0.066064-0.05652i,-0.086778-0.088471i,-0.086776-0.0814i,-0.066529-0.057055i,-0.036659-0.042502i,-0.013177-0.037031i,0.0014747-0.028297i,0.0082574-0.014596i,0.0096643-0.0067293i,0.010059-0.006613i,0.0098751-0.0088194i,0.0071637-0.0096239i,0.0027891-0.009433i,-0.00042517-0.0081899i,-0.0012569-0.0058125i,0.00044999-0.0039657i,0.0022549-0.0033702i,0.003722-0.001909i,0.0037054-0.00066135i,0.0024577-0.0016847i,0.0019188-0.0027878i
0.0076815-0.0058437i,0.03458-0.010618i,0.082282-0.0049676i,0.12158+0.015064i,0.11908+0.030133i,0.085291+0.033247i,0.050363+0.030263i,0.027263+0.024442i,0.010943+0.01608i,-0.00070341+0.0073352i,-0.0051665+0.0049859i,-0.0026787+0.0072273i,0.0017583+0.0070983i,0.0043067+0.0042497i,0.0054517+0.0023874i,0.0068001+0.00058621i,0.0062163-0.0015444i,0.0026717-0.0021531i,0.00064364-0.0029626i,0.00057927-0.0044043i,-0.00013531-0.0041666i,-0.0010914-0.0025587i,-0.0019445-0.00058498i
-0.0030479+0.0080317i,-0.014781+0.029298i,-0.043928+0.056728i,-0.073971+0.069089i,-0.077885+0.057464i,-0.059543+0.031343i,-0.039874+0.0031407i,-0.029184-0.017335i,-0.019836-0.023922i,-0.0087735-0.019657i,-0.0032082-0.014102i,-0.0040928-0.0108i,-0.004786-0.0077678i,-0.0034031-0.0046836i,-0.0036186-0.002371i,-0.0051498-0.00068066i,-0.0040543-0.00018208i,-0.0020064-0.0010027i,-0.0019154-0.0019132i,-0.0021192-0.0017999i,-0.0019964-0.00078312i,-0.0026376+0.00039958i,-0.002269+0.00076935i
-0.0070504-0.0026966i,-0.010861-0.023326i,-0.0067745-0.063596i,0.011181-0.099601i,0.031825-0.10159i,0.04079-0.070047i,0.0394-0.032692i,0.035262-0.0084421i,0.02614+0.0048358i,0.014869+0.0096803i,0.0088529+0.0071146i,0.0059965+0.0033829i,0.0028402+0.002001i,0.0014807+0.00049879i,0.0021203-0.0021036i,0.00095031-0.0050379i,-0.0011301-0.0043669i,-0.00097147-0.00029509i,-0.00076065+0.0022278i,-0.0012861+0.002833i,-0.0011494+0.0030454i,1.3318e-05+0.002028i,0.00085942+0.0012113i
0.003288-0.0037885i,0.017026+0.0056571i,0.034264+0.031764i,0.038515+0.063896i,0.023595+0.075224i,0.0046614+0.062615i,-0.0074711+0.047i,-0.015439+0.03707i,-0.0177+0.025602i,-0.011472+0.013512i,-0.0049467+0.0063636i,-0.0043833+0.0042528i,-0.0048429+0.0044994i,-0.0025187+0.006222i,0.00010676+0.0081245i,0.0015068+0.0073136i,0.0014044+0.004149i,0.00027685+0.0016991i,0.00053596+0.00082256i,0.00079076+0.0012061i,0.00044737+0.0015394i,0.0005334+0.00078798i,-0.00036798+2.0784e-05i
-0.0015743+0.0046906i,-0.015481+0.011579i,-0.046153+0.0090122i,-0.076776-0.0083804i,-0.080142-0.028479i,-0.055381-0.031463i,-0.026534-0.020469i,-0.0078252-0.013112i,0.0035256-0.0077833i,0.0072793-0.0020104i,0.0050114-0.0017925i,0.0024309-0.0045264i,0.00045294-0.0049534i,-0.0022662-0.0043378i,-0.0042797-0.0028406i,-0.004245-0.00022323i,-0.0018571+0.0017924i,0.00094522+0.0013928i,0.0024098+0.00013645i,0.0031638-6.8234e-06i,0.0028683-0.00050618i,0.0015263-0.00098119i,0.00098952-0.00063541i
-0.0010366-0.0028461i,0.0045348-0.01476i,0.025122-0.028289i,0.051775-0.02764i,0.058229-0.0083457i,0.040388+0.0093116i,0.021931+0.011977i,0.011633+0.0092776i,0.0040971+0.005883i,0.00029131+0.0012959i,0.00078965-0.00060108i,0.0030326-0.00021429i,0.0045916-0.00085043i,0.0044382-0.001444i,0.0030811-0.0021114i,0.0017836-0.0026988i,-0.00083149-0.0021719i,-0.0034296-0.0017582i,-0.0030925-0.0022028i,-0.0018618-0.0027522i,-0.0015348-0.0024031i,-0.002422-0.00088926i,-0.0032158+0.00036614i
0.0054155-0.00022773i,0.0086471+0.0083559i,0.0062528+0.028186i,-0.0093982+0.047852i,-0.028048+0.046201i,-0.029752+0.024749i,-0.017656+0.0032884i,-0.0086657-0.010994i,-0.0042856-0.017136i,-0.0020448-0.013516i,-0.001992-0.0071371i,-0.0014339-0.0028025i,-0.00064848+0.00028085i,-0.0018138+0.0018249i,-0.0026924+0.0016523i,-0.0012951+0.00048574i,0.00086841-0.0017732i,0.0011499-0.0034641i,-0.00016237-0.0029248i,-0.00025503-0.0024375i,-0.00061948-0.0021591i,-0.0011447-0.0010576i,-0.00047254-0.00095116i
-0.0031041+0.00028313i,-0.011817-0.0026722i,-0.021399-0.018881i,-0.018844-0.04132i,0.0020937-0.047096i,0.018677-0.030177i,0.019072-0.012786i,0.013316-0.0036945i,0.0059377+0.0005336i,0.00019842+0.00083345i,-0.00095486+0.00047019i,-0.00025016+0.00023858i,-0.00059619-0.00057905i,0.00046607-0.0020971i,0.0020559-0.0033091i,0.00064407-0.0026248i,-0.0015343-0.00030182i,-0.0015985+0.0021008i,-0.00068742+0.0027167i,-0.00086798+0.0025205i,-0.00094076+0.0032832i,-0.00093436+0.0038845i,-0.00063248+0.0028105i
-0.0018222-5.6642e-05i,0.0049298-0.0030452i,0.018511+8.7979e-05i,0.028797+0.013157i,0.023356+0.026497i,0.0094805+0.026849i,0.00027384+0.020665i,-0.0047873+0.015895i,-0.0063275+0.010806i,-0.0033778+0.0062268i,-0.0010662+0.0036226i,-0.00089544+0.0019696i,0.00010737+0.0016705i,0.0019849+0.0034945i,0.0036479+0.0042296i,0.0033956+0.0015084i,0.0020597-0.0016286i,0.001065-0.0017011i,0.0010327+0.00013184i,0.00065816+0.00063812i,0.00041072-0.00018225i,0.0015302-0.0011851i,0.0014966-0.0017225i
-0.0022359+0.0021203i,-0.0032234+0.010036i,-0.013626+0.019271i,-0.029737+0.016051i,-0.034186-0.00047482i,-0.02192-0.0098394i,-0.0084622-0.0033473i,-0.00056137+0.0043055i,0.0052725+0.0081384i,0.0067814+0.0087136i,0.0047877+0.0040469i,0.0018159-0.00048153i,-0.0012425-0.0015108i,-0.0034429-0.00141i,-0.0039366-0.00025065i,-0.0022656+0.0024552i,0.0018517+0.0044411i,0.0046238+0.0037054i,0.003596+0.0015947i,0.0019355+0.00044592i,0.0026645+0.0007845i,0.003538+0.0014237i,0.0026509+0.0014735i
-0.0022854-0.0038036i,-0.0060041-0.0066254i,-0.0061113-0.014743i,0.0032095-0.0191i,0.012389-0.010453i,0.0088829+0.0018824i,0.0020041+0.0059857i,-0.0001513+0.0057912i,-0.00038923+0.0051668i,0.00056539+0.0030523i,0.0017116-8.8745e-05i,0.002909-0.0019243i,0.0036055-0.0030039i,0.003067-0.002811i,0.0011016-0.0019775i,-0.0019925-0.0014947i,-0.0048151-0.00097956i,-0.0051485-0.00037978i,-0.0031306-0.00082519i,-0.0019408-0.0021494i,-0.0024665-0.0017663i,-0.0040171+0.00058516i,-0.0046968+0.0030622i
0.00059884-0.00070888i,0.0047609+0.00042171i,0.0092136+0.006706i,0.0059936+0.0158i,-0.0069391+0.016887i,-0.012661+0.007784i,-0.0068707-0.0028327i,-0.0023772-0.0097151i,-0.0014171-0.011063i,-0.001181-0.0077081i,-0.0013624-0.0035078i,-0.001181-0.00081153i,-0.00072022+9.0117e-05i,-0.0014489-0.00021289i,-0.0013372-0.00072535i,0.0011937-0.0018332i,0.0027889-0.0034363i,0.0018569-0.0041214i,0.00017524-0.0030953i,-3.2988e-05-0.0024884i,0.0013332-0.0036471i,0.0020932-0.0046924i,0.0014858-0.0045983i
-0.0017109+0.0014427i,-0.0042872+0.0041555i,-0.010137+0.003099i,-0.012714-0.0040423i,-0.0051582-0.009272i,0.0035612-0.0054994i,0.0058963-0.0025579i,0.0047185-0.004807i,0.00094464-0.0066646i,-0.0028817-0.0056022i,-0.0030307-0.0030703i,-0.0016424-0.0021082i,-0.0010693-0.0021567i,0.00051292-0.0025729i,0.0015993-0.0029129i,0.00080951-0.001932i,-0.00032422+0.00028224i,-0.0013969+0.0017811i,-0.0020553+0.0019158i,-0.0023161+0.0015809i,-0.0027266+0.002204i,-0.0016927+0.0028668i,0.00097494+0.0015578i
0.0017209-0.002311i,3.9536e-05-0.00657i,0.001615-0.010999i,0.0050124-0.0073684i,0.0054587+0.0034866i,0.0013457+0.0090422i,-0.0012912+0.0066118i,-0.00046821+0.0033308i,0.000165+0.00088225i,0.00020947-0.00022451i,0.00055778+0.000526i,0.0012352+0.0013055i,0.0009544+0.0017144i,0.00017186+0.0031592i,0.0010378+0.0033691i,0.0024236+0.00051703i,0.001363-0.0022949i,0.00063817-0.0023465i,0.0016268-0.0004017i,0.0011238-0.00032561i,-0.00029279-0.0020823i,-0.0011843-0.0027398i,-0.0022212-0.0033425i
0.00078808+0.00041685i,0.0024338+0.0016945i,0.0025911+0.0057329i,-0.0026611+0.0078533i,-0.0067362+0.0033531i,-0.0026086+0.0013212i,0.0016156+0.0059654i,0.0022505+0.0094845i,0.0029898+0.0091871i,0.003369+0.0067204i,0.0026753+0.0038969i,0.0019948+0.0018307i,0.00099376+0.00047233i,-0.00098663-0.00024619i,-0.0025081-3.2441e-05i,-0.001453+0.0018204i,0.0016177+0.004331i,0.0033311+0.0046507i,0.0030161+0.0024603i,0.0014492+0.0019373i,0.0016715+0.0029526i,0.0040126+0.0023399i,0.0041036+0.00087066i
-0.0014067+0.0018713i,-0.0036687+0.0029419i,-0.0049676+0.0030261i,-0.0026046-0.00031366i,0.0012784-0.0013166i,0.00050646+0.0023065i,-0.0025754+0.0058424i,-0.0029072+0.007623i,-0.00069704+0.0081139i,0.0018648+0.0056903i,0.0025953+0.0017893i,0.0014832-4.7265e-05i,0.00084869+0.0007411i,0.00086091+0.00069539i,-0.00051333-0.0010648i,-0.0034836-0.0023963i,-0.0048739-0.002426i,-0.0037075-0.0010236i,-0.0018828-0.00041405i,-0.00099721-0.00056119i,-0.0017473+0.00046756i,-0.0031471+0.0026256i,-0.0035794+0.0044004i
0.0022038+0.0021003i,0.0028494-0.002191i,0.004554-0.0042671i,0.0035348-0.0021827i,-0.002576+0.00098045i,-0.0064395-9.3124e-05i,-0.0034755-0.0018177i,-0.0012389-0.0020017i,-0.0010358-0.0011207i,0.00014936-0.00062362i,-0.00057673-0.0014373i,-0.0031123-0.0022505i,-0.0052679-0.0018249i,-0.0062802-0.00032728i,-0.0046761+5.3825e-05i,-0.0011838-0.00071193i,0.0020415-0.0012481i,0.0020353-0.0012201i,0.00028226-0.00027265i,0.00065066-0.00024143i,0.0022035-0.0023021i,0.002074-0.0046383i,0.0003946-0.0050716i
0.00023951+0.00036499i,0.001246+0.0018704i,9.5463e-05+0.001883i,-0.002496-0.00074394i,-0.0029822-0.0022604i,-0.00062535+0.00061193i,0.0013461+0.0018123i,0.00097994-0.0014988i,-0.001187-0.0044495i,-0.0031974-0.0047082i,-0.0029682-0.0038847i,-0.000877-0.0042933i,0.00096338-0.0053192i,0.0024345-0.0046793i,0.0019899-0.0042195i,-0.00034883-0.0029262i,-0.0030061-0.00032503i,-0.0039423+0.00058084i,-0.0023732+0.00013094i,-0.0017169+0.00014283i,-0.0013452+0.00037939i,0.0009092+0.00085657i,0.0028727+0.0012543i
-0.0034161+0.00068746i,-0.0057335+0.0016189i,-0.007804+0.0019198i,-0.0059976+0.0013733i,-0.0026307+0.0032106i,-0.0016421+0.0041645i,-0.00014708+0.0021586i,0.0011893-0.00075205i,0.00058116-0.0031712i,-0.0011561-0.0029755i,-0.00067021-0.001126i,0.0015952+0.0013537i,0.0027567+0.0035471i,0.0033345+0.0045293i,0.004376+0.0032188i,0.0053137-4.1437e-05i,0.0049914-0.0022156i,0.0040202-0.0013946i,0.0026719+0.000104i,0.00086205-5.7295e-05i,-0.0012926-0.00090655i,-0.0031826-0.00063387i,-0.0042625-0.00063338i
0.0011284+0.0002641i,0.0010843-4.5396e-05i,0.0014418-0.00087189i,-0.0018688-0.0011907i,-0.0041749-0.0011058i,-0.0011668-0.00031561i,0.0019814+0.0017881i,0.0029882+0.0028813i,0.0032222+0.0027811i,0.0025988+0.001821i,0.00050218+0.00085428i,-0.000784+0.00061941i,-0.0019473-0.00054537i,-0.0038258-0.0024878i,-0.0046607-0.0015914i,-0.0042134+0.0020613i,-0.0032039+0.0049721i,-0.0010265+0.0051355i,0.00062796+0.0034871i,0.00062705+0.0025464i,0.00078077+0.0024517i,0.0019594+0.0012166i,0.0019398-0.00053283i
-0.00022456+0.00068709i,-0.00022952+0.0024535i,0.00030624+0.0037368i,0.0015253+0.0061824i,0.002245+0.0067166i,0.0013446+0.0065531i,-0.00018676+0.0056891i,0.00060383+0.0048608i,0.0024698+0.0046154i,0.0043633+0.004482i,0.0047702+0.002528i,0.0041774+2.8207e-05i,0.0040728-0.00015918i,0.0052426-0.0001595i,0.0044647-0.0024873i,0.0015541-0.0052631i,-0.00012539-0.0058486i,-0.0002032-0.00508i,-7.3819e-05-0.0036322i,-0.00023285-0.0026918i,-0.00025756-0.0015908i,-2.6878e-05+0.0012717i,2.4943e-05+0.0042642i
-0.00036499-0.0046388i,-0.0020527-0.0043891i,-0.003941-0.0033554i,-0.003796-0.00081844i,-0.0028102+0.0017222i,-0.0018559+0.0023515i,-0.00083883+0.0029076i,-0.0010068+0.0029231i,-0.0012609+0.0029905i,-0.00056365+0.0034187i,-0.0001769+0.0015618i,-0.0017055+0.00051077i,-0.003844+0.002673i,-0.0048718+0.005251i,-0.0037755+0.0059204i,0.00011012+0.0048963i,0.0030776+0.0041964i,0.0021632+0.0029644i,0.0012412+0.00067347i,0.0018028-0.00013404i,0.0010974-0.00033698i,-0.00044421-0.0025157i,-0.0014619-0.0034108i
0.0021485+0.000279i,0.0023858-3.9418e-05i,0.0044443-0.0025448i,0.0045973-0.0075293i,0.0019629-0.0085409i,-0.00096307-0.0038522i,-0.0023743+0.00060479i,-0.0033886+0.0020069i,-0.0039556+0.0012622i,-0.0039483-0.00080565i,-0.0036427-0.0030836i,-0.0018318-0.0044255i,-0.00047443-0.0066949i,-0.00083494-0.0079854i,-0.0023285-0.006386i,-0.0044702-0.0037204i,-0.0067888-0.0028323i,-0.0064718-0.002476i,-0.0043415-0.0019634i,-0.0024633-0.002266i,-0.00046842-0.0028169i,0.0012525-0.0023268i,0.0026145-0.00059415i
0.00035142+0.0020119i,-0.00079123+0.001207i,-0.0025526+0.0017358i,-0.0051866-0.00034099i,-0.006825-0.002617i,-0.0062194-0.00068103i,-0.0042731+0.00076i,-0.0032553-0.00022656i,-0.0035781-0.0023622i,-0.0034332-0.0042246i,-0.0019012-0.0028261i,0.00070005+0.00090365i,0.0035829+0.0041181i,0.0050695+0.004955i,0.0056379+0.0030586i,0.0059008-0.00032836i,0.0057831-0.0015961i,0.0035109-0.00049276i,0.0012682+0.00041324i,0.0015127-0.0001508i,0.00072354-0.0007259i,-0.0017779-0.00023534i,-0.0024581+0.00037322i
