1.0585e-05-2.9973e-05i,0.0015116-0.0015899i,0.0025577-0.0022613i,0.0015984-0.0027495i,0.00070438-0.0029083i,0.00069294-0.0010242i,0.00080944+0.0010687i,0.0012115+0.0014602i,0.0016769+0.0008413i,0.0014246-0.00033318i,0.00055143-0.00063313i,-0.00045151-0.00054878i,-0.00036282-0.00069506i,0.00014541-0.0007608i,0.00036321-0.00053047i,0.00031143-0.00060826i,-0.00010396-0.00055304i,-0.00051343-0.0004034i,-0.0003312-2.7446e-05i,-0.0002639+0.00030829i,0.00024235-0.0001953i,0.00068978+1.3949e-05i,3.9546e-05+0.00017148i
-0.005781-0.0093365i,-0.027563-0.025079i,-0.07636-0.059992i,-0.13988-0.090301i,-0.18713-0.070742i,-0.18358-0.0015773i,-0.11874+0.047566i,-0.049801+0.038842i,-0.017907+0.011614i,-0.0037948-0.0012882i,0.0019475-0.0018118i,-0.0035169+0.0060447i,-0.008879+0.011059i,-0.0075043+0.0032937i,-0.0040634-0.0136i,-0.0051186-0.027505i,-0.0095562-0.030294i,-0.012176-0.023868i,-0.010531-0.017405i,-0.0064725-0.017733i,-0.0044598-0.020798i,-0.0028407-0.019286i,0.00107-0.012502i
0.0063371+0.00073333i,0.033386-0.0024589i,0.09663-0.0051992i,0.18362-0.018472i,0.24084-0.059431i,0.21337-0.10447i,0.12136-0.095617i,0.050843-0.037522i,0.030646+0.0069515i,0.021484+0.014305i,0.01068+0.0068751i,0.01021-0.0040163i,0.014795-0.010327i,0.015586-0.0061185i,0.0149+0.0055419i,0.017353+0.014138i,0.01917+0.013395i,0.012321+0.0078614i,0.0013104+0.0057154i,-0.0064464+0.007317i,-0.013762+0.0063272i,-0.021204+0.0036722i,-0.02152+0.002049i
-0.014274+0.0079702i,-0.03462+0.019912i,-0.08504+0.040882i,-0.15951+0.062008i,-0.20761+0.092665i,-0.17834+0.12251i,-0.096485+0.10954i,-0.040024+0.057662i,-0.027749+0.015043i,-0.019955-0.0012423i,-0.0073831-0.0011767i,-0.00050525+0.0068606i,1.9203e-05+0.011823i,-0.0040527+0.0064447i,-0.010195-0.0058375i,-0.018814-0.01578i,-0.024722-0.016096i,-0.021712-0.0076305i,-0.013807+0.00070675i,-0.0075005+0.004542i,-0.0042717+0.011078i,2.4359e-05+0.019358i,0.0031434+0.019312i
-0.00022178-0.00589i,0.0084788-0.027507i,0.036247-0.073921i,0.083618-0.13838i,0.11501-0.19577i,0.092846-0.21116i,0.041097-0.16186i,0.022992-0.090207i,0.031211-0.049381i,0.020196-0.028297i,0.0014288-0.012089i,-0.0063889-0.01157i,-0.007533-0.017497i,-0.0036944-0.014222i,0.0054231-0.0037533i,0.013029+0.004674i,0.013257+0.005095i,0.0077972+0.0030584i,0.0034302+0.0038423i,0.0054424+0.0062056i,0.012134+0.004443i,0.016045-0.001958i,0.014912-0.0040501i
0.0053142+0.0094842i,0.0079621+0.02995i,-0.0013795+0.078099i,-0.036651+0.14823i,-0.071439+0.20855i,-0.053139+0.21719i,0.002424+0.15437i,0.023493+0.071587i,0.0067288+0.028308i,-0.0038713+0.012375i,-0.0014639+0.0012453i,0.0043732+0.00053735i,0.0072231+0.0057585i,0.0035547+0.0066226i,-0.0072783+0.0022623i,-0.020364-0.0012091i,-0.023617+0.0041114i,-0.015215+0.0096725i,-0.0042768+0.0062655i,-0.00078203-0.00087919i,-0.003574-0.0053945i,-0.0052959-0.0078616i,-0.0040996-0.010499i
-0.0053777+0.0010629i,-0.017591-0.012424i,-0.032147-0.049319i,-0.032695-0.11795i,-0.022907-0.18902i,-0.040479-0.20052i,-0.066843-0.13124i,-0.055199-0.052218i,-0.027664-0.016498i,-0.012856-0.0020165i,-0.0059636+0.0076687i,-0.0079623+0.006797i,-0.013882+0.0016516i,-0.011081+0.0011948i,0.00044318+0.00419i,0.013662+0.0069952i,0.019037+0.0069947i,0.016205+0.0044245i,0.011217+0.0026394i,0.0086241+0.0031874i,0.005773+0.0042468i,-0.0023423+0.0052209i,-0.010347+0.00357i
0.0079444+0.0026744i,0.024041+0.0074608i,0.052304+0.031031i,0.07475+0.091018i,0.084344+0.16514i,0.091524+0.17235i,0.076045+0.096091i,0.025604+0.028237i,-0.010314+0.013552i,-0.0091454+0.011357i,-0.0024707+0.0017495i,0.0025938-0.00090842i,0.010031+0.0029307i,0.012316+0.0038946i,0.0051108+0.0035658i,-0.0050132+0.0044627i,-0.0065297+0.0043839i,-0.0010961+0.0018727i,0.0010355-0.0019367i,-0.00081242-0.0022848i,0.0022714+0.002223i,0.0096523+0.0077615i,0.010715+0.013517i
0.0016423+0.0028053i,-0.012571+0.0083614i,-0.036424+0.0014128i,-0.064763-0.044373i,-0.094338-0.11254i,-0.11416-0.12342i,-0.093431-0.060646i,-0.037833-0.011112i,-0.00073031-0.0076338i,0.0038265-0.0068142i,0.0031672+0.0020983i,0.0001615+0.007489i,-0.0070085+0.0091087i,-0.0066882+0.0075879i,0.0045583+0.0024109i,0.016159-0.0053755i,0.018273-0.012345i,0.011184-0.014172i,0.0048739-0.0087464i,0.0051127-0.0045874i,0.0059872-0.010547i,0.0033317-0.018156i,0.0024267-0.016256i
0.00049951-0.0056008i,0.0083308-0.016124i,0.028629-0.025861i,0.068568-0.0048361i,0.12112+0.044509i,0.14476+0.060663i,0.11079+0.033061i,0.056894+0.023915i,0.031153+0.030393i,0.020057+0.015581i,0.0045316-0.0018427i,0.00075425-0.0080394i,0.0092276-0.012471i,0.010762-0.015308i,0.0015509-0.013483i,-0.010922-0.0064897i,-0.017731-0.00016557i,-0.015296+7.9607e-05i,-0.010067-0.0024692i,-0.0087194-0.0023938i,-0.010468+0.00051294i,-0.011425+0.00098636i,-0.0079408-0.0032067i
-0.00069978+0.0043931i,0.0023067+0.014803i,-0.0025677+0.021618i,-0.035749-0.00099322i,-0.096077-0.043379i,-0.1278-0.042571i,-0.090206-5.6601e-05i,-0.030653+0.015588i,-0.0064458+0.0059786i,-0.00042793+0.0052062i,0.0096771+0.0057415i,0.011816+0.0042077i,0.0051333+0.0056086i,0.0010992+0.0064726i,0.0028547+0.0017555i,0.0053888-0.0069019i,0.0019821-0.0099804i,-0.0044735-0.0058713i,-0.0052595-0.00017251i,-0.0012102+0.00032025i,-0.0028995+0.00089007i,-0.010223+0.0093844i,-0.014603+0.013987i
-0.0064341-0.00050579i,-0.014822-0.0084567i,-0.019485-0.017968i,0.0088573-0.016732i,0.072575-0.0097763i,0.10337-0.026445i,0.067331-0.051969i,0.025199-0.045592i,0.011834-0.026951i,0.0024893-0.016585i,-0.0084112-0.0041053i,-0.0097777+0.00041359i,-0.0082146-0.0071455i,-0.010693-0.011265i,-0.015279-0.0046748i,-0.017345+0.0092522i,-0.014517+0.019893i,-0.0093908+0.020584i,-0.0086197+0.014613i,-0.0097977+0.0099893i,-0.00054395+0.0085253i,0.016176+0.0050131i,0.022177+0.002127i
0.0034057+0.0045041i,0.01309+0.0028396i,0.017177-0.0033842i,-0.015906-0.014262i,-0.082778-0.013064i,-0.10265+0.0083439i,-0.048932+0.019617i,-0.0015317-0.0021425i,0.0050288-0.019885i,0.0028314-0.015908i,0.0037614-0.012753i,0.0011755-0.0074825i,-0.0013589+0.0044646i,0.0024552+0.011371i,0.0078481+0.0073897i,0.0089539-0.0028422i,0.0075872-0.0088944i,0.007694-0.0053552i,0.010248+0.0022106i,0.010347+0.0026936i,0.0040511-0.002943i,-0.0017401-0.0070851i,-0.0012924-0.0082289i
0.00020852+0.0065664i,-0.0075729+0.014014i,-0.011098+0.027878i,0.013258+0.031922i,0.05836+0.0074263i,0.0602-0.025452i,0.011923-0.026661i,-0.015905-0.001145i,-0.01034+0.0094117i,-0.0050803+0.0050297i,-0.0040765+0.0070826i,-0.0035152+0.0062922i,-0.0061854-0.00050051i,-0.010923-0.0020954i,-0.012171+0.0051516i,-0.0053255+0.015135i,0.0044577+0.018792i,0.0087473+0.01362i,0.0060523+0.0070832i,0.0031812+0.007756i,0.0021601+0.0090835i,-0.0028448+0.0019667i,-0.0074576-0.0065277i
0.0016127-0.0036643i,0.0023101-0.012237i,-0.0043336-0.028395i,-0.03535-0.02944i,-0.076546+0.0025173i,-0.074401+0.034996i,-0.037458+0.032302i,-0.027176+0.014377i,-0.03225+0.011361i,-0.019976+0.012898i,-0.0063478+0.0060019i,0.00025322+0.0023887i,0.0090141+0.0050867i,0.018702+0.0037611i,0.021133-0.0058467i,0.011377-0.017302i,-0.0012806-0.021687i,-0.0049696-0.019108i,-0.00052614-0.016943i,0.0023734-0.016899i,0.0014547-0.0089287i,0.00075242+0.0084052i,-0.002302+0.018892i
0.0039784-0.0004811i,0.0097241+0.0083132i,0.031109+0.021404i,0.067794+0.018234i,0.091452-0.013269i,0.06576-0.033135i,0.017486-0.014673i,0.0028888+0.0058308i,0.006728+0.0053111i,0.0018543+0.0032012i,0.00098752+0.0084365i,0.0032457+0.0090575i,-0.00065703+0.0050627i,-0.0061255+0.0055024i,-0.0049633+0.01024i,0.0040383+0.012555i,0.011621+0.0093419i,0.0088635+0.0051068i,0.00049636+0.0049533i,-0.0014778+0.0051888i,0.004318-0.002163i,0.010206-0.012485i,0.012609-0.012538i
-0.00075559-0.002435i,-0.010016-0.0066598i,-0.035998-0.014165i,-0.072376-0.00342i,-0.082866+0.0299i,-0.046139+0.041077i,0.0025785+0.019819i,0.023053+0.0089765i,0.026139+0.012545i,0.021725+0.0066275i,0.0061332-0.0017946i,-0.0027344-0.0023605i,0.0016468-0.0039945i,0.0068137-0.012263i,0.0020979-0.021022i,-0.012296-0.021625i,-0.023056-0.013825i,-0.021262-0.0064055i,-0.012517-0.0044386i,-0.0093539-0.0037137i,-0.010564-0.0010798i,-0.0074798-0.00071973i,-0.00072185-0.003691i
-0.0022315-0.0035361i,0.0081118-0.0046459i,0.036848-0.015191i,0.075155-0.046359i,0.086299-0.079159i,0.058185-0.065684i,0.026245-0.016581i,0.017294+0.0096008i,0.013085+0.0069033i,0.0062088+0.002268i,0.0071787-0.0025423i,0.006614-0.0076146i,-0.0010385-0.0049683i,-0.0056685+0.0046998i,-0.0031104+0.011898i,0.0042757+0.010504i,0.0098029+0.0056679i,0.0083629+0.0040994i,0.0059538+0.008255i,0.008057+0.010856i,0.0042653+0.0075297i,-0.0092702+0.0036457i,-0.017051+7.8798e-05i
-0.0062374+0.00079765i,-0.015605+0.0067367i,-0.040372+0.027431i,-0.066364+0.063983i,-0.068515+0.085358i,-0.047901+0.055735i,-0.028948+0.00042148i,-0.019918-0.02416i,-0.010581-0.020149i,-0.0052187-0.011605i,-0.005755+0.00015524i,-0.0022451+0.0072683i,0.0019009+0.0025075i,-0.00066313-0.0056367i,-0.0098483-0.0076743i,-0.018482-0.00044165i,-0.019437+0.010416i,-0.014564+0.013761i,-0.010637+0.0060899i,-0.010358-0.0011817i,-0.0062539+0.002301i,0.0039302+0.011196i,0.0089354+0.01518i
-0.002468-0.00313i,0.0037412-0.014274i,0.017227-0.047697i,0.026149-0.10063i,0.021316-0.13283i,0.014664-0.10344i,0.014243-0.048323i,0.010608-0.026572i,-0.00012163-0.02257i,-0.006413-0.012451i,-0.0061407-0.0065834i,-0.0078089-0.0042663i,-0.008635+0.0028877i,-0.002115+0.011575i,0.0095802+0.013836i,0.017894+0.0067896i,0.01829-0.0025883i,0.015826-0.0044292i,0.014666+0.00044497i,0.013013+0.0010055i,0.0088481-0.0043406i,0.0056139-0.0092185i,0.0051904-0.00957i
-0.0028866+0.003728i,-0.0032576+0.015196i,-0.003293+0.049868i,0.0014642+0.10187i,0.0060495+0.1285i,-0.0055193+0.096018i,-0.022588+0.042843i,-0.020719+0.018445i,-0.0064172+0.011195i,0.0021438+0.0054476i,0.003847+0.0049611i,0.0050179+0.0046479i,0.0039879+0.00048963i,-0.0013087-0.0029525i,-0.0066626-0.00075139i,-0.0073002+0.0065891i,-0.0025372+0.012112i,0.0012547+0.010289i,-0.0010986+0.0062361i,-0.004915+0.0060878i,-0.0043569+0.0059343i,-0.0015036-0.00096238i,0.0010064-0.0080888i
-0.0026089-0.0033465i,-0.0085903-0.014205i,-0.02555-0.045562i,-0.053072-0.090897i,-0.066959-0.11145i,-0.042492-0.082401i,-0.0092861-0.02981i,-0.0052626+0.006706i,-0.014676+0.01946i,-0.013315+0.017631i,-0.0082313+0.0083686i,-0.0070093+0.0032107i,-0.003858+0.0048834i,0.0053862+0.0046978i,0.014105-0.0025913i,0.01266-0.013616i,0.0038887-0.019481i,-0.001088-0.018376i,0.0022914-0.013676i,0.0064536-0.009515i,0.0034475-0.0041667i,-0.0065078+0.0033426i,-0.015145+0.0076359i
0.00091315-0.00084813i,0.011478+0.006116i,0.040524+0.029025i,0.084747+0.063984i,0.10319+0.086794i,0.065711+0.077044i,0.011561+0.047025i,-0.00742+0.021001i,-0.0027405+0.0032317i,0.00070693-0.0045525i,0.0044582-0.0029265i,0.0087445-0.0021261i,0.0067074-0.0045331i,-0.000236-0.0045064i,-0.0052113-0.00036862i,-0.0045505+0.0053884i,-0.00042731+0.0088162i,-0.00056048+0.0083155i,-0.00579+0.0076128i,-0.0068152+0.0081986i,-0.00071706+0.0060447i,0.0059189+0.0045992i,0.0093454+0.0067441i
-0.0017244-6.4461e-05i,-0.012753-0.0023288i,-0.045895-0.011002i,-0.093684-0.027925i,-0.11283-0.046969i,-0.073275-0.054192i,-0.012986-0.041769i,0.017383-0.019385i,0.019458+0.00058492i,0.01243+0.0081401i,0.0016131+0.0080061i,-0.0060975+0.0095944i,-0.004027+0.0087046i,0.0019097+0.0028784i,0.0013445-0.0042858i,-0.0067355-0.0089353i,-0.013513-0.0079586i,-0.011607-0.0038377i,-0.0038129-0.0024583i,0.0010284-0.0046648i,0.00094087-0.0056063i,0.0017833-0.0039444i,0.0044638-0.0030978i
0.00017037-0.0041044i,0.011421-0.0091737i,0.045708-0.018917i,0.099035-0.026852i,0.12872-0.019766i,0.10013+0.0049942i,0.048569+0.021358i,0.020268+0.013992i,0.0090231+0.00078294i,0.0015349-0.0045467i,0.00058968-0.007488i,4.5431e-05-0.011736i,-0.0043131-0.012022i,-0.0077599-0.0062366i,-0.0069898+0.0025493i,-0.00097106+0.0075859i,0.0059412+0.0063826i,0.0075431+0.0038062i,0.0061928+0.0042627i,0.0062214+0.0054456i,0.0051574+0.0030975i,0.0012131-0.0027576i,-0.00097346-0.0096015i
-0.0018145+0.0011243i,-0.0093102+0.008119i,-0.035754+0.026703i,-0.079593+0.045949i,-0.10995+0.041231i,-0.093055+0.0073085i,-0.048255-0.020108i,-0.015879-0.017511i,-0.0012077-0.0051285i,0.0018992+0.0010027i,0.00060898+0.00655i,0.0030501+0.01169i,0.0060364+0.010792i,0.0054207+0.0053653i,0.0014014+0.0017809i,-0.0050107+0.0020949i,-0.0089852+0.0042204i,-0.0079476+0.0025355i,-0.004335-0.0040824i,-0.0019533-0.0089409i,-0.0021927-0.0065997i,-0.0051541+0.00020741i,-0.0097135+0.0058281i
-0.0021579-0.00084264i,0.00073206-0.010438i,0.013678-0.036715i,0.041395-0.077382i,0.06754-0.091978i,0.063189-0.057123i,0.030697-0.013763i,0.0014551-0.0017855i,-0.0098352-0.0065519i,-0.0087599-0.007294i,-0.0069795-0.0058897i,-0.0091619-0.0058886i,-0.010542-0.0037669i,-0.007916+8.0379e-05i,-0.00083838+0.0025926i,0.0064711+0.001221i,0.0081853-0.0016674i,0.0044216-0.00075553i,-0.0013131+0.0023895i,-0.005+0.0034887i,-0.0057093+0.0013934i,-0.0027738+0.0012046i,0.0019786+0.003176i
0.00081201+0.001409i,0.0025545+0.010226i,0.0010537+0.037136i,-0.012724+0.078469i,-0.037302+0.094705i,-0.052536+0.059717i,-0.043285+0.014838i,-0.018864-0.0020239i,0.00034478-0.0004085i,0.0081641+0.0031814i,0.011484+0.0047024i,0.013028+0.0049249i,0.012957+0.0030227i,0.010738-0.00027513i,0.0064911-0.0012775i,0.001845+0.0021265i,-0.00082522+0.0061935i,-0.00075476+0.0065758i,-0.0011482+0.0044612i,-0.0028606+0.0045344i,-0.0021741+0.0058553i,0.00087223+0.0036378i,0.0041991+0.0010594i
0.0004778+0.00088651i,-0.0051456-0.0052755i,-0.014147-0.029943i,-0.019171-0.072741i,-0.0069415-0.097811i,0.016421-0.071963i,0.024524-0.023072i,0.011896+0.0051363i,-0.0042006+0.01012i,-0.01098+0.0063425i,-0.011455+0.0027443i,-0.012455+0.0013341i,-0.011794+0.0027797i,-0.007684+0.0042079i,-0.0027128+0.00042765i,0.0005294-0.0065214i,0.00076461-0.0099943i,0.0017147-0.0076452i,0.0052256-0.00015261i,0.0078298+0.0057449i,0.007597+0.0068104i,0.0049236+0.0025528i,0.0022293-0.0049317i
0.0016543+0.0017621i,0.0084713+0.0050681i,0.025647+0.022278i,0.046538+0.05406i,0.042656+0.077832i,0.0096288+0.068078i,-0.013171+0.038078i,-0.0083048+0.014778i,0.004192+0.0015765i,0.007546-0.0056442i,0.0069679-0.0075989i,0.0091908-0.0072637i,0.010299-0.0080038i,0.0075561-0.0086091i,0.0048532-0.0064089i,0.0037099-0.00088192i,0.0032148+0.0025346i,0.0017951+0.00013418i,0.00022298-0.0047125i,0.0014926-0.0074363i,0.0033601-0.0075181i,0.00073584-0.0034511i,-0.0045919+0.0034245i
0.00011917-0.00043418i,-0.0073796-0.0017397i,-0.027279-0.011311i,-0.054395-0.034347i,-0.059946-0.05916i,-0.030223-0.060937i,0.00031331-0.037191i,0.0070571-0.0091672i,0.003492+0.0074712i,0.0011509+0.011441i,-0.0028371+0.010652i,-0.0073689+0.010979i,-0.0063199+0.01172i,-0.002657+0.010683i,-0.0030219+0.006836i,-0.0070919+0.00074497i,-0.0091992-0.0034008i,-0.007279-0.0028305i,-0.0036417-0.00014275i,-0.0011704+0.001232i,-0.00060306+7.5222e-06i,0.00067206-0.0021329i,0.0025943-0.0036794i
0.0025712-0.0013547i,0.0093474-0.0040818i,0.030565-0.0070687i,0.061818-0.0045209i,0.074503+0.010745i,0.04907+0.024636i,0.015286+0.01879i,0.0024094+0.0020218i,0.00095502-0.0069729i,0.00021612-0.0050849i,0.0020039-0.0046255i,0.0041222-0.008646i,0.0029542-0.011171i,0.00097397-0.010658i,0.00054197-0.0080688i,0.0027288-0.0038822i,0.0033742+0.00052652i,6.0921e-05+0.0021512i,-0.0036123+0.00038922i,-0.0056275-0.0018791i,-0.0069383-0.0021695i,-0.0065837+0.00092261i,-0.0010771+0.0043565i
-0.00020102+0.00076054i,-0.0042123+0.0051689i,-0.021038+0.012545i,-0.049923+0.016385i,-0.067419+0.0015285i,-0.051303-0.020461i,-0.018946-0.022113i,0.0020765-0.0093744i,0.0073876-0.00015375i,0.0046766+0.0032334i,0.0020742+0.0079118i,0.0020633+0.011358i,0.0027514+0.011311i,0.0022944+0.010063i,0.00047732+0.0082971i,-0.0030396+0.006687i,-0.0054692+0.00507i,-0.0028247+0.0029155i,0.002415+0.0020493i,0.0059535+0.0029588i,0.0070775+0.0035661i,0.0052385-0.00030297i,-0.00040391-0.0080476i
0.0003136-0.0024046i,0.0023461-0.0075219i,0.011225-0.021933i,0.030004-0.039671i,0.046044-0.039221i,0.038926-0.015523i,0.014859+0.00531i,-0.0011557+0.0061289i,-0.0020426-0.0014952i,0.00089206-0.006354i,-0.0012005-0.0086187i,-0.004361-0.009909i,-0.0068575-0.010023i,-0.0085587-0.0093687i,-0.0060014-0.0084785i,-0.00042159-0.0072806i,0.0033738-0.0038463i,0.0022926+2.4452e-05i,-0.0027872+0.0002476i,-0.0069099-0.0020213i,-0.0072213-0.0023323i,-0.0054824+0.0015363i,-0.002469+0.0068536i
0.0030042+0.0015543i,0.0029275+0.0075951i,-0.00055078+0.020313i,-0.013218+0.037632i,-0.032524+0.040182i,-0.038794+0.018606i,-0.026351-0.0030624i,-0.009732-0.005152i,-0.00017718+0.002026i,0.0035125+0.0048673i,0.0072607+0.0042935i,0.0093866+0.0051237i,0.0092105+0.0059263i,0.0095343+0.0045003i,0.008358+0.0051835i,0.0039187+0.0077144i,-9.1923e-05+0.0086581i,-0.00056681+0.0071015i,0.0020282+0.0048269i,0.0040073+0.0039314i,0.0037086+0.0021855i,0.0015049-0.0014611i,-0.0026575-0.0031113i
0.0019572-0.00088119i,0.00024419-0.0049896i,-0.0035867-0.019188i,-0.0043037-0.041481i,0.0046587-0.051037i,0.015435-0.034654i,0.014267-0.012157i,0.0021737-0.0025701i,-0.0085243-0.0032429i,-0.012027-0.0037229i,-0.012063-0.0021067i,-0.011976-0.0011639i,-0.011892+0.00046918i,-0.010362+0.0022409i,-0.0074278-0.0007179i,-0.0041111-0.0072507i,-1.6446e-05-0.0095263i,0.0020617-0.0057391i,0.00092514-0.0004935i,-0.0020113+0.0031374i,-0.0038042+0.0053668i,-0.0013843+0.006889i,0.0048335+0.005974i
0.003733+2.9612e-05i,0.0071606+0.0024374i,0.014413+0.010299i,0.019457+0.025654i,0.011454+0.037209i,-0.0054173+0.030593i,-0.010384+0.014924i,0.00069087+0.0054065i,0.0086968+0.00022421i,0.006899-0.003769i,0.0047081-0.0039845i,0.0057844-0.0031384i,0.0070011-0.0038122i,0.0084488-0.0038039i,0.0088572-0.0016162i,0.0074722+0.0020952i,0.004483+0.0038099i,0.0027408+0.00094877i,0.0051025-0.003465i,0.010396-0.0052432i,0.013023-0.0050573i,0.0072994-0.0053169i,-0.0026289-0.0053415i
0.0020711-0.00075592i,-0.002016-0.0016281i,-0.012083-0.0062461i,-0.025258-0.018167i,-0.025432-0.030399i,-0.010827-0.026892i,0.000292-0.0089198i,4.6462e-05+0.0074899i,-0.0010615+0.012868i,0.00041605+0.0099594i,-0.0015197+0.0066069i,-0.0042541+0.0061494i,-0.0044391+0.0068217i,-0.0044262+0.0053943i,-0.0075005+0.0018769i,-0.010744-0.0026272i,-0.010969-0.0056976i,-0.0091306-0.005609i,-0.0072523-0.0034705i,-0.0064-0.0017265i,-0.0046873+9.2397e-05i,-0.00082261+0.0020055i,0.0033425+0.0019782i
-0.001531+0.00019255i,0.0026019-0.0024241i,0.011507-0.0042458i,0.026565-0.0024187i,0.030814+0.0054055i,0.01661+0.010328i,0.0014325+0.0052971i,-0.0034874-0.0013869i,-0.0029182-0.00063388i,-0.0024541+0.00267i,-0.00039367+0.0010346i,0.002734-0.0025305i,0.0051151-0.0058472i,0.005695-0.0081573i,0.0063143-0.0070474i,0.0067928-0.0032019i,0.004168+0.0014508i,-0.00016331+0.0034335i,-0.0028505+0.0010153i,-0.0023985-0.0035355i,-0.0019824-0.0069741i,-0.0047424-0.0069183i,-0.0070903-0.0017167i
0.00042897-0.00073275i,-0.0019111+0.001434i,-0.0099867+0.0056266i,-0.023241+0.0060297i,-0.029865-0.0027645i,-0.019486-0.012696i,-0.0023486-0.013653i,0.0061718-0.0086391i,0.0048155-0.0062141i,0.000573-0.0044018i,-0.001764+0.0015537i,-0.002271+0.006237i,-0.0023322+0.0075301i,-0.0030934+0.0081115i,-0.0047122+0.0075467i,-0.0073517+0.0059997i,-0.0083441+0.0052036i,-0.0052972+0.0055157i,-0.0021277+0.0070289i,-0.0031122+0.0092879i,-0.004621+0.011089i,-0.0017163+0.0098509i,0.0032733+0.0052714i
-0.0010372+0.0022138i,-0.00077086-0.00098292i,0.0032065-0.0090897i,0.013471-0.018608i,0.021842-0.018615i,0.018692-0.007819i,0.0096937+0.0021469i,0.0073825+0.0026066i,0.011126-0.0018161i,0.01056-0.0046675i,0.0046634-0.0058565i,-0.00085241-0.0059936i,-0.0034262-0.007159i,-0.0033795-0.0079917i,-4.8339e-05-0.0072608i,0.0050301-0.0059703i,0.0078225-0.0037476i,0.0071669-0.002142i,0.0055451-0.002069i,0.0050508-0.0033429i,0.0039131-0.0052371i,3.4456e-05-0.0057399i,-0.0037427-0.003344i
-0.0022566+0.0021263i,-0.0013802+0.0030527i,-0.00011609+0.0090243i,-0.0050502+0.015794i,-0.014341+0.014078i,-0.017717+0.0035837i,-0.013091-0.0018642i,-0.0069413+0.0026595i,-0.0024607+0.0073499i,0.00079643+0.0066066i,0.0038628+0.0037807i,0.0060357+0.0028234i,0.0063689+0.0034034i,0.0052575+0.0058802i,0.0027001+0.0084921i,-0.00080808+0.0094666i,-0.0038344+0.0075916i,-0.0036457+0.0040984i,-0.0018071+0.0025087i,-0.0012026+0.0042477i,0.00027413+0.0063843i,0.0045277+0.0050318i,0.0062015+0.0010482i
0.00041097+0.0021289i,-0.0018316+0.0020936i,-0.0024527-0.00343i,-0.0016073-0.014501i,0.0021491-0.022148i,0.0038597-0.018179i,-0.00070999-0.0092723i,-0.0081107-0.0064499i,-0.011224-0.0055904i,-0.0098861-0.0021242i,-0.0078875+0.00055407i,-0.0057562+0.00095984i,-0.0042297+0.00058557i,-0.0025948-0.0012997i,-0.0010512-0.0054627i,-0.00025209-0.0097027i,0.00086274-0.010462i,0.00025508-0.0071873i,-0.0011345-0.0043583i,-0.0020312-0.0042963i,-0.0049792-0.0057845i,-0.0093745-0.0053093i,-0.010723-0.0016375i
-0.00086309+0.0017418i,-0.0003043+0.0021643i,0.0040842+0.0049897i,0.0084777+0.0093073i,0.0058709+0.011998i,-0.0013755+0.0086388i,-0.0034818+0.0025191i,0.00099342-0.00085926i,0.0031177-0.0027406i,0.00062152-0.0039974i,-0.0010939-0.0027313i,0.00040654-2.8533e-05i,0.0033847+0.0017861i,0.005077+0.0026488i,0.004918+0.0048475i,0.003248+0.0073017i,0.00049048+0.0074166i,-0.00016292+0.0046531i,0.001361+0.0038448i,0.0047986+0.006579i,0.0093756+0.0086333i,0.012435+0.0071163i,0.011389+0.0027571i
-0.0027413-0.00052432i,-0.0029799-0.0015218i,-0.005672-0.0043313i,-0.01018-0.010663i,-0.010301-0.016743i,-0.0039071-0.014575i,0.0021018-0.0042149i,0.0034409+0.0053889i,0.0041491+0.0079886i,0.003373+0.0061056i,-0.00012424+0.0035017i,-0.0030956+0.0013818i,-0.0038226+0.00015318i,-0.0043614-0.0012339i,-0.0060429-0.0038102i,-0.0073253-0.0060113i,-0.0066166-0.0053222i,-0.005048-0.0034132i,-0.002347-0.0034723i,-0.00039168-0.0049979i,-0.0029458-0.0054057i,-0.0078097-0.0022314i,-0.0083512+0.0030214i
-0.000513-0.00010363i,0.00082585+0.0002966i,0.0051144+0.00086544i,0.011546+0.00085989i,0.013679+0.0013051i,0.0084137+0.0034426i,0.0021493+0.0053785i,0.00055457+0.0064419i,0.00020595+0.007721i,-0.00075998+0.0072663i,0.00083563+0.0041305i,0.0034498+0.00016693i,0.0044276-0.002327i,0.0048999-0.0021833i,0.0056293-0.00020713i,0.0056756+0.002464i,0.0039161+0.0043037i,0.0015674+0.0033009i,0.00090154+0.0013409i,0.0021178+0.00016714i,0.0062138-0.0010518i,0.011242-0.0052318i,0.011284-0.009502i
-0.0020488-0.00024976i,-0.0038219+7.726e-05i,-0.008056+8.6071e-05i,-0.01405-5.7966e-05i,-0.016948-0.0029714i,-0.012324-0.0075315i,-0.004586-0.0085979i,-0.0005842-0.0069175i,0.00054552-0.0057567i,0.00099439-0.0026728i,0.00095971+0.002768i,0.00081395+0.0065068i,-0.00041868+0.0059271i,-0.0031743+0.0035497i,-0.0056295+0.0023639i,-0.0073917+0.001814i,-0.007629+0.0012846i,-0.0063752+0.0018629i,-0.0060099+0.0014479i,-0.0090803-0.00050764i,-0.014033+2.276e-05i,-0.015617+0.0043274i,-0.011672+0.0088255i
