-0.00080722-0.00088551i,0.00028662-0.001975i,1.7436e-05-0.00067822i,0.00039815+0.0004742i,0.0012168+0.0010335i,0.00098366+0.0010372i,0.00045054+0.00054339i,0.00093227+0.00041578i,0.0015604+0.00068879i,0.0017956+0.0010042i,0.0015633+0.00090259i,0.00056999-0.00021993i,-0.00025437-0.00055863i,-0.00059297-0.0004104i,-0.00064531-0.00014376i,-0.00016888+0.00010509i,-0.00026023-0.00057295i,-0.00041312-0.00027387i,9.9212e-05+0.00016198i,0.00031616+0.00021499i,-0.00013501-0.00033927i,-0.00040286-0.0010217i,-0.00030152-0.00082376i
-0.00022083-0.0014324i,-0.00084097+5.4742e-06i,-0.00072181+0.00078195i,-0.00034435+0.0010579i,0.00027992+0.0012682i,0.0010649+0.00015185i,0.00060406-0.00076061i,-0.00066161-0.0017053i,-0.0016762-0.0023342i,-0.0017377-0.0016574i,-0.0018413-0.0009745i,-0.0017745-0.00028221i,-0.00093279-0.00016904i,0.00037259-0.0006292i,0.0012057-0.00043632i,0.00039704+5.6272e-05i,-0.00064002+4.939e-05i,-0.00064318-0.00041794i,-0.00086971-0.00026792i,-0.00043832+0.0005257i,0.00044454+0.0012762i,-0.00016786+0.0010741i,-0.0011366+0.0012146i
0.00015931-0.00047106i,0.00083129+0.00077652i,1.3003e-05+0.0013201i,-0.00055523+0.0016572i,-0.0013125+0.0017385i,-0.0012262+0.0017453i,-0.00012618+0.002116i,0.00057285+0.0023426i,0.00023666+0.00057794i,2.1e-05-0.0015768i,0.0010932-0.0025832i,0.0018367-0.0025177i,0.00034069-0.0021788i,4.1761e-06-0.002303i,0.0016026-0.0019781i,0.0016013-0.0014973i,0.00020576-0.0011947i,-0.0005543-0.00037709i,-0.00029068+0.00017392i,0.00040315+0.00020229i,0.00028321-5.6165e-05i,-4.9596e-06+0.00011953i,-4.3236e-05+0.00057214i
-6.8521e-05+0.0045927i,9.6974e-05+0.0034325i,0.0019588+0.0021483i,0.0027239+0.00048855i,0.0017837-0.0013802i,0.00027858-0.0026118i,-0.00030985-0.00095549i,-0.0012827+0.0013309i,-0.00044857+0.0021329i,0.0021426+0.0022481i,0.0032186+0.0023607i,0.0024031+0.0010696i,0.0007272-0.00046923i,-0.00075631-0.00027183i,-0.0014519+0.0011091i,-0.0012294+0.0016032i,-0.00079714+0.00064517i,-0.00080775+0.00037079i,-0.00063213+0.00090638i,-0.0001866-0.00020793i,0.00074764-0.00082559i,0.00093538-2.873e-05i,0.00068764-0.00033039i
0.0014876+0.0006744i,0.0006492+0.00012954i,0.00067176+0.00028091i,0.0019455-0.00068327i,0.0031138-0.0017478i,0.0027892-0.0011488i,0.0015147-0.000623i,0.00072428-4.5194e-05i,0.00099952+0.0013468i,-0.00035198+0.0027022i,-0.0019558+0.0026987i,-0.002344+0.0018423i,-0.0021371+0.00058723i,-0.00078442+0.00029041i,0.00052454+0.00026937i,0.00041414+0.00014303i,0.00033833+0.00033887i,0.0002337+5.0872e-05i,-0.00022312+0.00091286i,1.9822e-05+0.00098751i,0.00042871+0.00019287i,0.00037911+7.7268e-05i,-7.8377e-05+3.7098e-05i
-0.00061969-0.00038857i,-0.0016372+0.0012014i,-0.0020915+0.0019393i,-0.00079191+0.0014108i,1.0484e-05+0.00060866i,-0.00037362-0.00013619i,0.00038355-0.00062593i,0.0016467+0.00031491i,0.0017915+0.0011523i,0.00021757+0.00029315i,-0.001984-0.0012634i,-0.0024619-0.0012921i,-0.0015952-0.00019982i,5.7429e-06+8.5685e-05i,0.00085995-0.00016875i,0.00080779-0.00071609i,0.00076435-0.00044591i,-0.00012794-0.00031083i,-0.0010831-0.00022136i,-0.00078787+0.00023755i,-0.00052609+0.00014152i,-0.0011135-0.0003584i,-0.00094623-0.00054913i
0.0017367+0.0010666i,0.0016354+0.001199i,0.0013827+0.0010994i,-0.00020338+0.0014309i,-0.0018986+0.0005108i,-0.0016623-0.0010388i,-0.0010622-0.0014324i,-0.00059444-0.00043479i,0.0013864+0.00026329i,0.003384+2.7941e-05i,0.0046238-0.00035309i,0.0047411-0.0011128i,0.0033199-0.0002593i,0.0018851+0.0010158i,0.0012908+0.0011324i,0.0011815+0.0012345i,0.0012032+0.00071105i,0.00077069-0.00011642i,0.00049527-0.00049654i,0.00067061+0.00017594i,0.00097225+0.00078792i,0.00062024-7.0841e-06i,0.00036244-4.1551e-05i
-0.0016879-0.00074523i,-0.0023554+0.00030842i,-0.0023605+0.0011273i,-0.0004215+0.0010176i,0.0021248-0.00041396i,0.0030809-0.0011028i,0.0020583-0.00059823i,0.0013535-0.00098989i,0.0017185-0.0001782i,0.0022114+0.0022291i,0.0019986+0.003995i,0.0019698+0.003739i,0.0025233+0.0017039i,0.0020618-2.8623e-05i,0.00053655-0.00066789i,-0.00046063-0.0010167i,-0.00071783-0.00079492i,-0.00078259+1.0889e-05i,0.00025192+0.00058897i,0.0016835+0.00059566i,0.0014287+0.00030785i,0.00043125+5.3858e-05i,0.00018477+0.00016992i
-0.0010546-0.00075945i,-0.00024014+0.00086521i,0.0006773+0.00071766i,0.0011681+0.00084008i,0.00089394+0.0014396i,-0.00014996+0.0013212i,-0.00060867+0.00038995i,0.00023799+0.00041843i,-0.00040901+8.3837e-05i,-0.0028224-0.0005199i,-0.0044067+8.404e-05i,-0.0037446+0.00016068i,-0.0023098-0.00086532i,-0.0011729-0.001429i,-0.00053695-0.00073018i,-6.4353e-05+0.00055907i,0.00034823+0.001283i,-9.302e-05+0.00072157i,-0.00061411+0.00081975i,-0.00049779+0.0014046i,-0.00020545+0.00065618i,8.3921e-05+8.3783e-05i,-0.00020198+0.00027112i
0.00032827+0.0024477i,-0.00016152+0.0023411i,-0.00046522+0.0023689i,-0.00089319+0.0014987i,-0.001411+0.00020802i,-0.0014448-0.0019368i,-0.0015131-0.0024537i,-0.0015665-0.00077081i,-8.2822e-05-0.00018955i,0.0015404-0.002233i,0.0024201-0.0045654i,0.0014881-0.0050318i,3.2457e-05-0.0031332i,-0.00076263-0.0018524i,-0.00074523-0.00019433i,-5.4093e-05+0.0011732i,0.00062919+0.0009986i,0.00046501+0.00093604i,-6.774e-05+0.00062601i,-5.229e-05+0.00013438i,0.00062398-0.00039703i,0.0012467-0.00058877i,0.0014427-0.00021851i
-0.00027724+0.00054014i,-0.00060213+0.00074198i,4.4055e-05+0.00073823i,0.00066258-0.00042088i,0.0009947-0.0013608i,0.0005364-0.0013092i,-0.00031329+0.00024204i,-0.00058066+0.00094421i,0.00054177+0.00099011i,0.0025566+0.0011098i,0.0037008+0.00055726i,0.0025551+0.00042383i,-5.9477e-05+0.00084676i,-0.001771+0.00077654i,-0.0010683+0.00029901i,6.3132e-05+0.00020588i,0.00050473-0.00023151i,0.000365-4.9097e-05i,-0.00029438+0.000303i,0.00041646+0.00051593i,0.00095461+0.00044652i,0.00035571+0.00030664i,0.00012819-1.331e-05i
-0.00087693-0.00073482i,-3.1394e-05+0.0012052i,-7.0453e-05+0.0016301i,0.00052342+0.001872i,0.0011365+0.0025746i,0.0007516+0.002608i,0.0002646+0.0015531i,7.6107e-05+0.00093645i,-0.00064423+0.0013482i,-0.0024433+0.0020909i,-0.004182+0.0035746i,-0.0035301+0.0050121i,-0.0011084+0.0032952i,-0.00011797+0.0008255i,0.00091777+0.00016625i,0.0016843+0.00033235i,0.0011042+0.00012933i,0.00063005-0.00062356i,-5.7193e-05-0.0006478i,-0.00043424-0.00019185i,-0.00018925-0.00043568i,-0.0003755-0.00060886i,-0.00059212-0.00043507i
-0.0011217+0.0028813i,-0.0014214+0.0022273i,-0.00022894+0.0019734i,-0.00054306+0.0016677i,-0.0024906-0.00018571i,-0.0022497-0.0013503i,-0.00048835+0.0002036i,5.1379e-05+0.0018223i,-0.0001356+0.0016124i,-0.0013359-0.00073682i,-0.0024072-0.0030577i,-0.0028292-0.0023081i,-0.0024697-0.00028894i,-0.00073855+0.00069227i,0.00076763+0.0011687i,0.00073779+0.0015381i,0.0003603+0.0014451i,0.00023333+0.0012215i,-0.00018097-0.0001354i,-0.00058085-0.00060872i,-0.0010523-0.00044781i,-0.00074805-0.0012088i,-0.0002979-0.0014666i
-0.00066328-0.0021447i,-0.00046473-0.00064697i,-0.0016591+0.00024524i,-0.0017241+0.00039901i,-3.3178e-05-0.0005076i,0.0019721-0.00073179i,0.0021719-0.00047275i,0.0010178-0.00028613i,0.00096726-0.00038782i,0.0028667-0.00015602i,0.0052449+0.00052068i,0.0058433+3.0829e-05i,0.0038651-9.3509e-05i,0.0014703-0.00034533i,0.000177-0.0012463i,-4.3258e-05-0.0012912i,-0.00039285-0.00017566i,-0.00074042-0.00052911i,-6.4911e-05-0.0005342i,0.00050748+8.9744e-05i,0.00084967+7.771e-06i,0.00024366-4.758e-05i,-0.00079406-0.00010326i
-0.0011608+0.0016257i,-0.0013737+0.003069i,-0.00039324+0.002559i,0.0016739+0.0030272i,0.0019639+0.0031174i,0.0013303+0.00062963i,0.00099245-0.0014978i,0.00095275-0.00076616i,0.0013525+0.001889i,0.0013954+0.0053889i,0.0023067+0.0073049i,0.0034819+0.0054402i,0.0025751+0.0015503i,0.0013495-0.0010781i,0.00069718-0.0020736i,0.00090821-0.0016104i,0.00085854-0.00085856i,-0.00034642-0.00014642i,-0.00041677-2.4538e-05i,8.8879e-05+5.3127e-06i,0.00069404+0.00071933i,0.0010198+0.0014324i,0.00015069+0.0016014i
0.0024182-0.0028274i,0.001509-0.0014819i,0.0005812+0.00083468i,-0.0012782+0.0024283i,-0.0030939+0.0018098i,-0.0028771-0.00045133i,-0.0021204-0.0014399i,-0.0013955+9.088e-05i,-0.0015294+0.00069626i,-0.0025848-4.2056e-05i,-0.003869-0.0011269i,-0.0038483-0.0017819i,-0.0017671-0.0017933i,0.00044577-0.0012346i,0.00080056+0.00045189i,0.00048574+0.001303i,0.00033028+0.00043425i,-0.00034676-0.0008705i,-0.00081603-0.00098754i,-0.00031712+0.00046013i,-0.00075484+0.00098798i,-0.00092931-0.00016132i,-0.00041278-0.00024956i
-0.0018563+0.0022486i,-0.0026982+0.0018384i,-0.0020191+0.00052584i,-0.00027524-0.0026239i,0.002042-0.0048606i,0.0014884-0.0042134i,-0.00076058-0.0013749i,-0.0013608+0.00067811i,0.00063992-7.546e-05i,0.0034015-0.0030684i,0.0032151-0.0057284i,0.00086212-0.0057257i,-0.0010444-0.0034045i,-0.00146-0.001768i,-0.0020279-0.0007991i,-0.0020623+0.00067289i,-0.0014333+0.0019851i,-0.00060582+0.0010312i,0.00033329-0.00093386i,0.00076805-0.0015284i,0.00093857-0.0011135i,0.00098872-0.00044511i,0.00086168-0.00020272i
-0.00228+0.0018605i,-0.0011582+0.002029i,0.00067679+0.0022715i,0.0035023+0.0019544i,0.0041835+0.0020862i,0.0021604+0.0019866i,0.00020365+0.0015858i,0.00023727+0.0020111i,0.002044+0.0031279i,0.0033216+0.003688i,0.0034651+0.0029316i,0.0027333+0.0013591i,0.0010503-0.00019326i,-0.00015022-0.00040664i,-0.00039582+0.00046592i,-0.00040899+0.00023331i,0.0002513-0.00024698i,0.0008326+0.00099174i,0.0017369+0.0020781i,0.0018409+0.0019989i,0.0014273+0.00097942i,0.0011615+0.00038846i,0.00051375+5.7163e-05i
0.0014619+0.0020165i,0.00121+0.0011132i,0.00017201+0.0022703i,-0.00083278+0.004258i,-0.0023363+0.0034608i,-0.0023687+0.00074336i,0.00028443-0.00016301i,0.0022082+0.00087704i,0.00085775+0.0015547i,-0.0023659+0.0020572i,-0.0047031+0.0026478i,-0.0047233+0.0036919i,-0.0027537+0.0038755i,-0.00050217+0.0030558i,0.00071267+0.0023077i,0.0018229+0.0024542i,0.0015426+0.0016944i,0.00060352+0.00012258i,2.3081e-05-8.1824e-05i,-0.00055287+0.001046i,-0.00064281+0.0015316i,-6.4607e-05+0.0014147i,-0.00021945+0.00056255i
-0.0011053+0.0014836i,-0.00049245+0.0017497i,-0.00070706+0.0011632i,-0.0012213-0.0014175i,0.00017741-0.0043284i,0.0015581-0.0047935i,0.0014142-0.0023012i,0.00087601-0.00084088i,-0.00096646-0.0020342i,-0.0026174-0.0036399i,-0.0024327-0.0035447i,-0.0016261-0.0016152i,-0.001948-0.00082306i,-0.002421-0.00047513i,-0.0019646+0.00081456i,-0.00069323+0.001172i,0.00084453+0.00029188i,0.00077086-0.00045679i,-0.00021334-0.00055272i,-0.00066453-0.00078875i,-0.00080442-0.0013964i,-0.00053806-0.00080861i,-0.00053675+0.0001123i
-0.0035762-0.00040473i,-0.0027807-1.8081e-05i,-0.0014502+0.00075128i,0.0022524+0.0016096i,0.0048313+0.0020882i,0.0039571+0.0012661i,0.0014508-0.0013811i,0.00013383-0.0028075i,0.0012203-0.00078061i,0.0029064+0.0017431i,0.0053126+0.0019393i,0.0059646+0.00056847i,0.0033883-0.0013461i,0.0014806-0.002942i,0.00023884-0.0024188i,-0.0011847-0.0018789i,-0.0017957-0.0016913i,-0.0017126-0.00060361i,-0.00091386-0.00023486i,-6.65e-06-8.9225e-05i,0.00013755-0.0005494i,4.3161e-06-0.0013296i,-0.00047588-0.00082045i
-0.0013533+0.0011662i,-0.0010361+0.0014003i,0.00092965+0.0039751i,0.0014972+0.0057059i,-0.00011887+0.0038318i,-0.0019903-7.9976e-05i,-0.0034577-0.0023629i,-0.0033542-0.0006643i,-0.0019881+0.0036462i,-0.00058401+0.006827i,0.00062512+0.006334i,0.0019326+0.0035503i,0.0029582+0.0013748i,0.0025649+0.00041821i,0.00231+0.00025163i,0.0024852+0.00027156i,0.0015136-0.0001136i,-0.00036427+5.7295e-05i,-0.00088008+0.00072521i,-0.00042441+0.0015735i,-0.00012279+0.0021529i,-0.00045131+0.0019953i,-0.00015112+0.0014166i
0.00017495-0.00043202i,0.00091462-0.00026892i,-0.00081427-0.00017926i,-0.0034571-0.0008687i,-0.0024747-0.0022272i,-0.00012257-0.0017228i,-0.00070578+0.0002403i,-0.0026507+0.0015867i,-0.0033414+0.0019346i,-0.0034857+0.001094i,-0.0037358-0.00081743i,-0.002373-0.00065818i,-0.00053702+0.00080198i,-0.00069992+0.0014378i,-0.0020105+0.0019727i,-0.0019251+0.0021842i,-0.00069884+0.0019239i,-0.00060106+0.00082484i,-0.00084198+2.0285e-05i,-0.0008374+0.00011514i,-0.0010053-0.0004168i,-0.0012994-0.00075603i,-0.0011976-0.00031986i
-0.001058+0.0023851i,-0.0019393+0.0032271i,2.5981e-05+0.0010519i,0.0039629-0.0010775i,0.0067919-0.0010917i,0.0044534+0.0010507i,0.00040602+0.0025094i,0.00034254+0.0018626i,0.0035494+0.00062246i,0.0052245-0.0024503i,0.004168-0.0051632i,0.0012592-0.0056148i,-0.001413-0.0053789i,-0.0019393-0.0046771i,-0.0017023-0.0035498i,-0.00099379-0.0011604i,0.00010927+0.0011248i,0.00048551+0.0015047i,0.0006923+0.00035379i,0.0016564-0.001037i,0.0021879-0.0016099i,0.0020148-0.0011099i,0.0012083-0.00056308i
2.1351e-05-0.0032273i,-0.00017588-0.0012642i,0.00067042+0.0016784i,-3.231e-05+0.0051537i,-0.0019599+0.0066279i,-0.0017792+0.0053737i,0.00047669+0.0034822i,0.0029731+0.0027229i,0.0049954+0.0026211i,0.0050843+0.0017969i,0.0041385+0.0019129i,0.0032998+0.0013436i,0.0027156-4.9582e-05i,0.0023182-1.0107e-06i,0.0023321+0.00025327i,0.0020947+0.00044031i,0.00088561+0.00083749i,-0.00044751+0.00067887i,-0.00015248+0.0005505i,0.001086+0.00076399i,0.0014698+0.00067892i,0.0010633+0.00059389i,0.00059842+0.00018229i
-0.00014608+0.0017691i,-7.403e-06+0.0020949i,-0.0018458+0.0024944i,-0.0045579+0.00086456i,-0.0048047-0.002343i,-0.0011439-0.0035626i,0.0021492-0.0017142i,0.0017222-4.6095e-05i,-0.001062+0.00023403i,-0.0042268+0.00087227i,-0.0050383+0.0020188i,-0.0031878+0.0027446i,-0.0015986+0.0035799i,-0.0010839+0.004668i,-0.0011457+0.0041358i,-0.00073793+0.0023955i,-0.00012299+0.00089019i,-0.00053365-0.00044451i,-0.0012302-0.00024755i,-0.00095689+0.00060317i,-0.00017252+0.0012896i,0.00023852+0.0012289i,-0.00018234+0.00033626i
-0.0022115+0.0013576i,-0.0014815+0.0012104i,9.471e-05-0.00052751i,0.0035658-0.0034414i,0.0062571-0.004103i,0.0041814-0.0031834i,0.00085185-0.0026252i,-0.00021415-0.0031353i,-0.0012633-0.0043357i,-0.0026605-0.00511i,-0.0036932-0.0032734i,-0.0034078-0.00020193i,-0.0030406+0.00085617i,-0.0030852+0.00047376i,-0.0022321+0.00015264i,-0.00067752+0.00035075i,-0.00038365+0.00021563i,-0.00039571-2.244e-05i,-0.00085328-0.00015237i,-0.001376-0.00084721i,-0.00029184-0.0015462i,0.00028619-0.0019356i,-0.00031542-0.0010134i
0.00050549-0.0026096i,0.0011884-0.0014428i,0.0023161+0.0018713i,0.0037351+0.0064226i,0.0025089+0.0080725i,-0.00089162+0.0042717i,-0.0023038-0.00030695i,-0.0010627-0.0015797i,0.00056805+0.0002397i,0.0016629+0.0022515i,0.0032244+0.0018582i,0.0043146-1.0757e-06i,0.0044698-0.0010493i,0.0043699-0.0013401i,0.0028709-0.0019268i,0.001931-0.0017369i,0.0018241-0.00049481i,0.00084415+0.00020648i,0.00073726+0.00038195i,0.0013805+0.0007395i,0.00081967+0.00066223i,0.001132+0.00017736i,0.00090105+0.00017688i
1.7128e-05+0.00054719i,-0.0012682+0.0026378i,-0.0038613+0.0033986i,-0.007606+0.0020024i,-0.0087369-0.0011191i,-0.0057682-0.0030545i,-0.0033574-0.0023711i,-0.0036892-0.00020588i,-0.0038634+0.0032635i,-0.0022405+0.0071314i,0.0013595+0.007651i,0.0046224+0.0049594i,0.0047039+0.0027296i,0.0039164+0.0029682i,0.0031254+0.003226i,0.0016272+0.0019334i,0.00079219+0.00080972i,0.00038401+0.00021772i,-0.00027802+0.00057924i,-4.1242e-05+0.0013291i,0.00093121+0.0012011i,0.00074726+0.00087251i,-7.9097e-05+0.00069138i
0.00019162-0.00072345i,0.00026422+3.4016e-05i,0.00058406-0.0015891i,0.0028879-0.0050309i,0.0044054-0.0058976i,0.0031952-0.0034793i,0.00013861-0.00040735i,-0.0024062+0.00094264i,-0.0031163+0.0013615i,-0.003555+0.00062754i,-0.0032903-0.0013046i,-0.002245-0.0013474i,-0.0020318-0.00042242i,-0.0026658-0.00060482i,-0.0029228-0.0013899i,-0.0021392-0.0013608i,-0.00094268-0.00041457i,-0.00085679-8.626e-05i,-0.0010536-0.00011415i,-0.0011853+0.00016702i,-0.00091772+0.00024974i,-0.00035757-0.00038143i,0.00029092-0.00042048i
-0.00072171+0.00087553i,0.0014921+0.0011132i,0.0045637+0.0030343i,0.0060928+0.0066361i,0.0046762+0.0083653i,0.0016648+0.0071332i,-0.0005962+0.0056992i,0.0011162+0.0055526i,0.0045983+0.0031682i,0.0060156-0.002119i,0.0043393-0.0053855i,0.0010194-0.0055886i,-0.00038245-0.0046597i,9.7676e-06-0.0041257i,8.3488e-06-0.0029201i,0.00074248-0.00096612i,0.0012112-0.00094643i,3.5983e-05-0.0015646i,-0.00097254-0.0012918i,-0.00028463-0.0008495i,0.00012477-0.00047937i,0.00072458-0.00026958i,0.0011439+7.2044e-05i
-0.00099163-0.0012267i,-0.0018707+0.00022529i,-0.004939+0.0031444i,-0.0086588+0.0039218i,-0.0086084+0.001009i,-0.0042622-0.0010384i,0.00036573+0.00029644i,0.0033721+0.0029722i,0.0050434+0.0041818i,0.0052852+0.0030667i,0.003778+0.001003i,0.0016099-0.00024911i,2.2931e-05+0.00053166i,0.00046076+0.0019526i,0.0013258+0.0024196i,0.0010855+0.0026863i,0.0010647+0.0021255i,0.0011349+0.0015685i,0.0010457+0.0015976i,0.001048+0.00060173i,0.00093254-0.00023417i,0.00057499-0.0005126i,0.00011513+1.3427e-05i
0.0019659+0.0023301i,0.0015621+0.0011262i,0.0020242-0.0021012i,0.0036632-0.0074059i,0.0058731-0.0097715i,0.0056594-0.0073071i,0.0057113-0.0032193i,0.0065813-0.0015721i,0.004079-0.0021414i,-0.002484-0.00055318i,-0.0069966+0.003206i,-0.0061942+0.005119i,-0.0040646+0.0043759i,-0.0029903+0.0035066i,-0.0025636+0.0028504i,-0.0023974+0.001672i,-0.0017207+0.00059322i,-0.00052634+0.0011104i,-0.00016844+0.001513i,-0.00064721+0.0015236i,-0.0010573+0.0007038i,-0.00061026-0.00071608i,0.00029441-0.00093361i
-0.0039399+0.0016189i,-0.0029652+0.0010458i,0.0019347+0.0036676i,0.007349+0.007674i,0.0082472+0.0087541i,0.0054219+0.0043351i,0.0026587-0.0010278i,0.0016906-0.0040851i,0.00027248-0.0050354i,-0.0023941-0.0050289i,-0.0036939-0.0038358i,-0.0028966-0.0010216i,-0.0018327+3.8678e-05i,-0.00053514-0.00098004i,0.00069418-0.0018439i,0.00077622-0.0017115i,1.5282e-05-0.00095892i,-0.0011762-0.00037652i,-0.0021386-0.00059963i,-0.0014194-0.00035319i,-0.00062458+0.00075891i,-0.00078722+0.00097582i,-0.00085077+0.00066727i
1.271e-05-0.0015364i,0.00037515+0.0017132i,-0.0024782+0.0049259i,-0.0077486+0.0059678i,-0.010568+0.0039178i,-0.0090815-0.00024348i,-0.0070269-0.003971i,-0.0063511-0.0050514i,-0.0046317-0.0025727i,4.1062e-05+0.00092007i,0.0051078+0.0013335i,0.0069899+0.00028669i,0.0061959+0.0012756i,0.0048089+0.0020771i,0.0041107+0.0018672i,0.0038148+0.001243i,0.0027645+0.00013034i,0.001387-0.00076668i,0.0010421-0.00062864i,0.00076588+0.00023111i,-0.00010593+0.0012062i,-0.00025441+0.0014557i,-0.00039589+0.00050908i
0.00029489+0.0021365i,-0.00021667+0.0016833i,-0.00022837-0.0026923i,-0.00019062-0.0084517i,0.00094234-0.010386i,0.0026156-0.0075702i,0.0010866-0.003037i,-0.0026915+0.00084517i,-0.004183+0.0043002i,-0.0028995+0.0068076i,-0.00022603+0.0064231i,0.0020423+0.0035703i,0.0022695+0.0010756i,0.00054301-0.00050237i,-0.00047221-0.00046553i,-0.0015217+0.00098803i,-0.0020036+0.0019717i,-0.00068488+0.0026099i,-2.7701e-06+0.003024i,2.0777e-05+0.0026961i,0.00054446+0.00091835i,0.00034862-0.00051041i,6.5663e-05-0.00089417i
-0.0013949-0.0015672i,0.00056352-0.00043608i,0.0045032+0.0020059i,0.0084374+0.0048968i,0.0089101+0.0066381i,0.0052398+0.0068462i,-0.00013895+0.0065876i,-0.0020154+0.0074887i,-0.00097892+0.0063633i,-0.0019239+0.0016056i,-0.00458-0.0020745i,-0.0042262-0.0035885i,-0.0011023-0.0046518i,-0.0001908-0.004598i,-0.0015504-0.0037995i,-0.0019462-0.0025883i,-0.0021746-0.00095246i,-0.0025094-0.0001639i,-0.0018205+0.00027692i,-0.0011979+0.00060215i,-0.00058122-2.5074e-05i,0.00019192+0.00026794i,0.00086429+0.0013136i
0.00032338-0.0018448i,-0.0019742+0.0011935i,-0.0049497+0.0048039i,-0.007334+0.0061729i,-0.0086673+0.0055752i,-0.0069264+0.0046106i,-0.0025823+0.0041919i,0.001737+0.0046018i,0.0055583+0.0030695i,0.0067615-0.0012836i,0.0044096-0.0048279i,0.0015538-0.0044857i,0.00025617-0.0021468i,0.00053669-0.00086149i,0.0016507-0.00029331i,0.002452+0.00051566i,0.0024678+7.2584e-05i,0.0022269-0.0016385i,0.0017892-0.0023775i,0.0015442-0.0020702i,0.001357-0.0015741i,-0.0001149-0.00041123i,-0.00080203+0.00074558i
0.0015243+0.003077i,-0.00052368+0.00057288i,-0.0023937-0.0032154i,-0.0028143-0.0070181i,-0.0012277-0.0093372i,0.0023805-0.0081678i,0.0058193-0.0052549i,0.0078737-0.0039136i,0.007504-0.0024778i,0.0049887+0.0016057i,0.0037979+0.0046163i,0.0026686+0.0035805i,-0.00042715+0.0021575i,-0.0021222+0.0026922i,-0.0011216+0.0035757i,-0.00022117+0.0034145i,0.00096374+0.0036303i,0.0024479+0.0036617i,0.0019795+0.0029685i,0.00026338+0.0019994i,-0.00044364+0.00042661i,0.00016941-0.00081383i,0.00046584-0.0011378i
-0.00072469-0.0031086i,0.0039333+0.0013817i,0.0080657-0.00078157i,0.0096671-0.0012395i,0.0080823-0.00030008i,0.0044973+0.0034245i,0.0039817+0.0038907i,0.0041322-0.001163i,0.0014561-0.0057214i,-0.0043745-0.0036845i,-0.0068386+0.0022293i,-0.0034364+0.0041775i,-0.00022226+0.002269i,0.00046442+0.001091i,-0.00010944-6.655e-05i,-0.00037917-0.0016909i,-0.0011852-0.0015255i,-0.0030922+0.00024728i,-0.0036821+0.0013608i,-0.0024289+0.0012257i,-0.0012803+0.00086096i,-0.00014988+0.00054365i,0.0011192-0.00028654i
0.0036873-0.0028234i,-5.7882e-05+0.0020533i,-0.0042582+0.0064797i,-0.0075923+0.0090864i,-0.0085839+0.0081803i,-0.0070983+0.0047575i,-0.0063759+0.0014102i,-0.0065119-0.00088913i,-0.0050166-0.0034473i,-0.0031404-0.0060391i,-0.0017112-0.0060662i,-0.00030436-0.0028505i,0.00088059+0.00047958i,0.0020249+0.00087886i,0.0013466-0.00047618i,0.00042986-0.00054536i,3.4077e-06-0.00092215i,-0.00034751-0.0027111i,0.00031308-0.0022753i,0.00068345-0.0006821i,0.00031991+0.00046781i,0.00034753+0.0011414i,0.0010094+0.001128i
0.002271+0.0066245i,-0.00033297+0.0036888i,-0.0018009-0.0032945i,-0.0028874-0.0095647i,-0.0041487-0.012014i,-0.0044495-0.0094919i,-0.0037111-0.0055144i,-0.0041344-0.0022455i,-0.0035449+0.00070087i,0.0012229+0.0016892i,0.0051413-1.4479e-05i,0.0038945-0.0016768i,0.0009267-0.00093371i,0.00013331+0.00034462i,8.7235e-05+0.0010211i,0.00065191+0.0011925i,0.0023587+0.0008721i,0.0028244+0.00070228i,0.0025864+0.0012052i,0.0030008+0.0012278i,0.0024241-5.7711e-05i,0.00070991-0.00093073i,-0.00027671-0.0013009i
-0.0038262+0.00017404i,0.0007884+0.001077i,0.0085622+0.0033317i,0.013067+0.00367i,0.011977+0.002217i,0.0074186+0.0014214i,0.0036044+0.0036109i,0.0017723+0.0068298i,0.00052442+0.0083005i,-0.00061318+0.0079284i,-0.0012808+0.0057998i,1.6016e-05+0.0026618i,0.0013305-0.00031955i,0.00073058-0.0013908i,-0.00088861+0.00037396i,-0.0013674+0.0016302i,-0.0012646+0.0023384i,-0.0022008+0.0032516i,-0.0024709+0.0033952i,-0.0010628+0.0025697i,-3.0096e-05+0.0020631i,-0.00052125+0.00092065i,-0.0010164-7.6602e-05i
0.0062276-0.0056597i,0.0029445-0.00061425i,-0.0030263+0.0048106i,-0.0052281+0.0092327i,-0.0044448+0.0094658i,-0.0034793+0.0063642i,-0.003001+0.0042934i,-0.0012893+0.0043498i,9.7334e-05+0.0041387i,-0.0020412+0.00099144i,-0.0041954-0.001201i,-0.0027897+0.0004695i,-0.00036438+0.0010998i,0.00061775+0.00044895i,0.00064899+0.00095652i,0.00036822+0.00098321i,-0.0007604-0.00077936i,-0.0017158-0.0024186i,-0.0010971-0.0024732i,-0.00012625-0.0017343i,8.7554e-05-0.00075998i,7.1738e-05+0.00028453i,0.0003206+0.00072479i
