-0.003089-0.0012343i,-0.0025015-0.00088583i,-0.0026941+0.00012599i,-0.002887+0.00012528i,-0.0032319+0.00042067i,-0.0021612+0.00079448i,-0.0011351+0.00040328i,-0.00065125+0.00043951i,-0.00045929+0.00056279i,-0.00036863+0.0002875i,-0.00022078+0.00043589i,0.00023556-0.00036753i,0.00059349-0.00087775i,0.00076832+0.00048058i,0.0002612+0.0014037i,-0.0001762+0.0014259i,-0.00024667+0.00096055i,-0.00064542+8.5848e-05i,-0.00087883-0.00021072i,-0.0008092+5.2698e-05i,-0.00096558+0.00020283i,-0.00061495+0.00018501i,-0.00036595+0.00071232i
1.9158e-05+6.7895e-05i,-0.00016341+0.00013819i,-0.00037232-6.4638e-05i,-0.00033395-0.00062467i,-0.0008046-0.00050776i,-0.00044607-8.5862e-05i,-6.5267e-05-0.0004265i,-0.00016644-0.00045738i,-0.00069294-2.2483e-05i,-0.001116-3.197e-05i,-0.00057018-0.00041906i,-0.00013402+2.0654e-05i,0.00017343+0.00043988i,0.00063403+0.00083687i,0.00084912+0.0011269i,0.0010493+0.00067338i,0.0010492+0.00066158i,0.00029495+0.0012576i,-0.00067175+0.001131i,-0.00098568+0.00045415i,-0.001063+0.00039397i,-0.00087401+0.00016586i,-0.00036757-9.4852e-05i
-0.0010031+0.00011398i,-0.0014224-1.4889e-05i,-0.0024598-0.00044914i,-0.002482-0.00045713i,-0.0018877+0.00045149i,-0.001816+0.0009784i,-0.0007942+0.0012484i,0.0003859+0.00057065i,0.00024963-0.00060776i,-0.00028175-0.00039894i,-0.00032497+0.00052197i,0.0005439+0.00047082i,0.00090137+0.00045948i,7.5277e-05+0.00044623i,0.00031801+0.0007802i,0.00080635+0.0010075i,0.00077792+5.3314e-05i,0.00044481-0.0003603i,0.0002737-5.069e-06i,0.00067051+0.00054611i,0.001068+0.00058739i,0.00083403+0.00024381i,0.00030457-0.00015843i
0.00015119-0.00061938i,9.4159e-06-0.001259i,-0.00080068-0.0019664i,-0.0023392-0.0016459i,-0.0032228-0.00082927i,-0.0019238+0.00035112i,-4.7301e-05+0.00085501i,0.0007065-0.00049827i,0.00054925-0.00099885i,-0.00040153-0.00040622i,-0.0008296+0.00061565i,-0.0001807+0.001484i,0.00027009+0.0010964i,0.00022606+0.00026201i,6.7923e-05-6.2445e-05i,0.00018574-0.00011328i,6.2701e-05-0.00035642i,-0.00037095-0.00029148i,-0.00034514-4.6145e-05i,0.00034702-5.6966e-05i,0.00049043-0.00094235i,0.00018484-0.0015151i,0.0006483-0.0010624i
0.0013278+0.00070174i,0.0012427-0.00032697i,0.00099072-0.0018039i,0.00050002-0.001583i,2.915e-07-0.00077355i,0.00039973-0.00099498i,0.00011559-0.0016231i,-0.00078139-0.0017629i,-0.0011601-0.0016961i,-0.00069302-0.00033911i,-1.0197e-05+0.00013812i,-0.00025942+4.2415e-05i,-0.00044732+0.00022284i,-6.3338e-06-0.0002745i,9.6249e-05+7.4372e-05i,0.00016518+1.9584e-05i,-8.0379e-05-0.00057499i,-0.00059551-0.00049939i,-9.8164e-05-0.00035353i,7.686e-05-0.00015062i,-0.00020558-0.00052721i,3.2544e-06-0.00066381i,0.00055738-0.00032785i
0.0011918-5.4932e-05i,0.0013336-0.00054572i,0.0015343-0.0025691i,0.00055215-0.0030978i,-0.00089437-0.0026695i,-0.0014957-0.0017837i,-0.0013279-0.0010866i,-0.00087428-0.00071599i,-0.00084675-0.00015839i,-0.0014727+1.9958e-05i,-0.00165-8.3261e-05i,-0.00077995-3.0135e-05i,-0.00023329+0.00015802i,-0.00050516+0.00013566i,-0.0011852+0.00090956i,-0.00084512+0.0017488i,-0.00015906+0.0017024i,2.1689e-05+0.00037345i,-0.00024048-0.00031512i,-0.0010016-5.5656e-05i,-0.00082589+4.312e-05i,-0.00028359+4.4066e-05i,-0.00062172-0.00052299i
-0.00028175+0.001315i,-0.0011045+0.0019703i,-0.0016115+0.0024576i,-0.0010965+0.0012379i,-0.0013884-0.00059952i,-0.0014709-0.0010241i,-0.00058582-0.0006348i,0.00046384-8.4008e-05i,0.00052698+0.00059109i,-0.00041559+0.0012954i,-0.00068287+0.00083501i,0.00021117+0.00072473i,0.00036453+0.00096551i,0.00055018+0.00089457i,0.00041247+0.00073217i,0.00078692+0.00039742i,0.0012905+0.00026807i,0.00064067-9.177e-06i,-0.00016661+1.2651e-05i,-0.00085725+3.6739e-05i,-0.00060599+0.00022793i,0.00054497-4.207e-05i,0.00028286-0.00058929i
-0.00030457-0.00014731i,-0.00058274-0.00011415i,1.9545e-05-0.00052693i,0.00055596-0.0010822i,-0.00052881-0.00045669i,-0.00052637+0.0010193i,0.00075507+0.0017568i,0.00073661+0.00086041i,0.00026664+0.00014129i,-0.00050189+6.0646e-05i,-0.0011004-0.00010161i,-0.00065126+0.00044908i,-0.00030307+0.00047933i,-0.0003678+0.00031957i,0.00072808+0.00067556i,0.0014342-4.5618e-05i,0.0010046-0.00031957i,0.00029356-0.00049475i,-0.00029366-0.0002066i,-0.00095463-7.4611e-05i,-0.0011036-0.0006972i,-0.00044662-0.00048999i,0.00038189-0.00085439i
-0.0017657-0.00096642i,-0.00092629-0.0010762i,-0.0012941-0.00026559i,-0.0014306+0.00056868i,-0.00056681+0.00077333i,0.00057614+0.00019372i,0.0014129-0.00023267i,0.0010359-0.00034491i,0.00020872-0.00083351i,-9.5764e-05-0.00085341i,9.8642e-05+0.00014719i,0.00017498+0.0011082i,0.0002805+0.00055942i,0.00069917+2.2588e-05i,0.00037269+0.00020836i,-0.00067172+0.00016848i,-0.00060747+0.00026346i,0.00034564+0.00013924i,0.00067141+0.00033949i,-0.00039834-1.4593e-05i,-0.001303-0.00095107i,-0.00082551-0.0009459i,-0.00042611-0.00045645i
-0.0019775-0.001212i,-0.0017802-0.0005206i,-0.0030862+0.00098739i,-0.0044146+0.0013764i,-0.0033643+0.00072374i,-0.0017707+0.00052418i,-0.00078374+0.00051345i,-0.00027932-0.00020521i,-0.00030005-0.00060774i,-0.0010808+0.00011333i,-0.0013435+0.00051673i,-0.00089929-4.6297e-05i,-0.00014469+0.00020074i,0.00032047+0.00081876i,-0.00018666+0.00075259i,-0.00065903+0.00014391i,-0.00044524-0.00010248i,6.4334e-05-0.00029145i,0.0001849-0.00021715i,-0.00052085+0.0002187i,-0.00059289-5.7094e-05i,7.2755e-05+0.0002282i,0.00035069+0.00058553i
-0.00057018-0.00085933i,-0.00055811-0.0023064i,-0.00042496-0.0028764i,-0.00071074-0.0024737i,-0.001941-0.002247i,-0.0016589-0.0024453i,-0.00096193-0.0020579i,-0.0005837-0.00045671i,-0.00068433+0.00038622i,-0.00074114-0.00050899i,-0.0012549-0.00019063i,-0.0012845+0.00024699i,-0.00011804+0.0003655i,4.0392e-05+0.0010987i,-0.00027903+0.0017004i,-0.00029892+0.0017304i,0.00019001+0.00078638i,0.0003259+0.00013365i,-0.00090131+1.0363e-05i,-0.001427+0.00042172i,-0.00010167+0.00013782i,0.0012585-0.00034555i,0.0005878-0.0008169i
-0.00054349+2.0682e-05i,0.00076726-0.0002285i,0.00050289-0.00024719i,0.0001725-0.0004239i,-0.00069339-0.00025119i,-0.0014878+0.00022899i,-0.00086049+0.0012544i,7.3919e-05+0.0014858i,0.00014498+0.00083803i,-6.4344e-05+0.0003159i,-0.00032077+3.8682e-05i,-2.7343e-05+0.00083098i,0.00064107+0.0012841i,0.0013957+0.00089081i,0.0013989+0.00067937i,0.00099934+0.0001799i,0.00088266+9.9495e-06i,-7.1569e-06+0.00015199i,-0.00061166+0.00051416i,0.00067573+0.00069101i,0.00094444+0.00081998i,-4.6007e-05+0.0012992i,7.6596e-05+0.00061079i
0.0020651-0.00068497i,0.0022014-0.00064649i,0.0010639-0.0024787i,-8.1456e-05-0.0030342i,-0.001224-0.0017002i,-0.0018581+0.00039905i,-0.00040163+0.00076843i,0.0009472-0.00068293i,4.318e-05-0.0013673i,-0.00062777-0.00095197i,-0.00027277-0.00061031i,0.00020661-0.0007171i,0.00040635-0.00094279i,0.00076022-0.00029364i,0.0010792+0.00042791i,0.0012967-3.6627e-05i,0.0013727-0.00015027i,0.00091233-0.00010785i,0.00022594-0.00035231i,-5.5256e-05-0.00065886i,0.00043523-0.00063576i,0.00074865+1.2028e-05i,0.00030883+0.00081i
0.00029825+0.0012025i,-0.00030141+0.00019707i,-0.00020363+0.00011919i,5.7508e-06+0.00049019i,-0.0005891+0.00047573i,-0.00013867-0.00045238i,0.00095921-0.0010657i,0.00055147-0.0013467i,-0.00059785-0.0010929i,-0.00062456+8.6077e-05i,-3.2599e-05+0.0004542i,0.0010915+0.00045624i,0.0015115+0.00014i,0.00062066-0.00023127i,0.00011383-0.0005817i,-0.00010618-0.00093801i,-0.00052858-0.00067601i,-0.00070891+0.00016331i,-0.00020783-0.00028733i,-0.00038898-0.001128i,-0.00059027-0.00086002i,-0.00032224-8.9893e-05i,-0.00030309+0.00035978i
-0.0012265-0.0024245i,-0.00094991-0.0025121i,-0.0019069-0.0028831i,-0.0024662-0.00084138i,-0.0025569+0.00033931i,-0.0005724+9.3827e-05i,0.0010951-0.00043493i,0.00056043-0.00096485i,-0.00055686-0.00046415i,-0.00091374-2.8952e-05i,-0.00073891-1.5189e-05i,-0.00072487-8.4939e-07i,-0.00013742-1.5264e-05i,0.0004845+0.00049735i,0.00062725+0.00081859i,0.00088027+0.00049828i,0.00053853+0.00055055i,-5.6757e-05+0.00022026i,-0.00067615+3.1099e-05i,-0.0012003+0.0001152i,-0.0012012+0.00011853i,-0.00052796+0.00068223i,-2.3051e-05+0.00057867i
0.0013451+0.0019335i,0.0023952+0.0021502i,0.003558+0.0013644i,0.0027088-0.00016046i,0.0015489-0.0010942i,1.8991e-05-0.00085516i,-0.00062809-0.00052796i,1.1964e-06-8.8093e-05i,0.00050464+0.00042607i,0.00023939-0.00030473i,-0.00038864-0.0005494i,-0.00086416+3.5674e-05i,-5.9789e-05-0.00063662i,0.00075898-0.0004819i,0.00055105+0.00045736i,0.00084216+0.00086908i,0.0017361+0.0010101i,0.0013129+0.000659i,0.00026335+0.00024551i,-0.00051264+0.00016477i,-0.00086491+0.00057216i,-0.0004318+0.00082752i,-0.00053789+0.00016545i
0.0005794+0.0010331i,-0.0003832+0.00022195i,-0.0019003+1.2372e-05i,-0.0027635-0.00046147i,-0.0023559-0.00016596i,-0.0021383+0.00090612i,-0.0010242+0.0016052i,-5.9352e-05+0.00074268i,0.00022766-0.0002839i,-0.00011927-0.00057474i,-0.00065652-0.00077252i,-2.6287e-06-0.00044015i,0.00040027+0.00013196i,0.0013752+0.00051983i,0.0018407+0.00067678i,0.0016307+0.00019842i,0.0013028+8.8756e-06i,0.00016805+0.00017401i,-0.0002629-0.00017988i,-6.5686e-05-0.00047709i,-1.747e-05-0.00041319i,-0.00010073-1.3216e-05i,0.00015295-0.00024065i
0.00069888-0.0017501i,-0.00081804-0.00079279i,-0.0023942-0.00059203i,-0.0025938-0.00044432i,-0.0022636+0.000223i,-0.00096085+0.00069432i,0.00043365-1.6582e-05i,0.0010484-0.0014175i,0.00037468-0.0022584i,-0.00093356-0.0013411i,-0.0011619-0.00047669i,-0.00041004-0.00028894i,-0.00026626-0.00029149i,-0.00015664-0.00032196i,0.00023681-0.00090489i,0.00088182-0.00086262i,0.00044055-0.00033706i,0.00023388+0.00027384i,0.0004428+0.0011762i,0.00057534+0.00098383i,0.00070216+0.00011392i,6.0247e-05-0.00041948i,-0.00093915-0.00041841i
-9.2134e-06+7.1539e-05i,-0.00039774-0.00047461i,-0.0010666-0.0009079i,-0.00093185-0.00082272i,-0.00080961-1.341e-05i,-0.00062015+0.00057911i,-0.00031065-0.00021279i,-0.00017942-0.0012644i,-0.00096233-0.000452i,-0.0017576+0.00079662i,-0.0012004+0.0013555i,-7.4383e-05+0.00074568i,0.00027943+0.00051477i,0.00043081+0.00060869i,0.00054386-0.00010006i,-0.00017855+0.00021409i,-0.00062012+0.00062163i,-0.0006102-0.00041773i,-3.8543e-05-0.00033617i,0.00016118+0.00051802i,0.00070381+0.0010315i,6.9329e-05+0.00049146i,-0.0014676-0.00050002i
-0.0014181-0.0010445i,-0.00048222-0.0011614i,-0.00055347-0.00050674i,-0.00085455+0.00011899i,-0.00077093+0.00093242i,-0.00094584+4.0179e-05i,-0.00036993-0.00064696i,-0.00023492-1.0421e-05i,-0.0012194+0.00031911i,-0.0015902+0.00035547i,-0.00086734+4.3879e-05i,0.0001965-0.00012123i,-0.00023469-0.00037122i,-0.00028094-0.0001055i,0.00086853+0.00058799i,0.00077347+0.00087386i,0.00041715+0.0013816i,-0.00010321+0.0011593i,-0.00080048+3.6114e-05i,-0.00077048-0.0005514i,-0.00034378-0.00023881i,-0.00028132-5.4177e-05i,-0.00013612-0.00022755i
-0.0033401+0.002895i,-0.0037523+0.0026571i,-0.003631+0.0020192i,-0.0019969+0.0017659i,-0.00060719+0.0015794i,0.00039835+0.0009985i,-7.081e-05+0.00019581i,-0.00051707-7.8022e-05i,-0.00023622+0.00021439i,-0.00016114+0.00036589i,-1.6668e-05+0.00015057i,-8.3947e-05+0.00024728i,0.00075927+0.00075651i,0.0013548+0.00053136i,0.0017096+0.00038655i,0.0022347+0.00014835i,0.0020183-0.00071826i,0.0011718-0.0010508i,0.00065982-0.00016313i,0.00095237+0.00053374i,0.00073557+0.00053094i,0.00032103+7.7613e-05i,0.00026114-0.00029558i
-0.0015037-0.0020217i,-0.0014458-0.0023872i,-0.0020479-0.0025675i,-0.002356-0.0013432i,-0.0021995-8.9779e-05i,-0.0011228+0.00060705i,0.00044076+0.00011121i,0.0011351-0.0013006i,0.00023989-0.0024827i,-0.00185-0.001806i,-0.0025873-4.1839e-05i,-0.0010098+0.00050618i,-0.00026461+0.00020305i,-0.00060427+0.00046941i,0.00033846+0.00079887i,0.00093707+0.00037578i,0.00037094+6.8662e-06i,0.00048586-0.00018129i,0.00082205-0.00033949i,0.0008108-0.00048511i,0.00060028-0.0004662i,-0.00023642-0.00017791i,-0.00084487-0.00046784i
-0.00027006-0.00021785i,-0.00065181-0.00034202i,-0.0015199-0.00071383i,-0.0025204-5.6608e-05i,-0.0021794+0.00096796i,-0.00090987+0.0012399i,-0.00069061+0.00021841i,-0.00055676-0.00047573i,-0.001006-0.0014419i,-0.001429-0.0014634i,-0.00076041+1.9262e-05i,-0.00070195+0.00035577i,-0.00042962-1.9371e-05i,-0.00026157-0.00016763i,-0.00055286-0.00043942i,-0.00077724-0.00022822i,-0.0011357+0.00041806i,-0.00056297+0.00069033i,0.00037911+0.00049862i,0.00058554+9.5088e-05i,9.6812e-05-0.00023145i,-0.00020684+7.2005e-05i,0.0001064+0.00034747i
0.0014958-3.0972e-05i,0.00067298-0.00078409i,0.00015422-0.0027316i,-0.001178-0.0030999i,-0.0027638-0.0016574i,-0.0026404-0.00053608i,-0.0011339-0.0010367i,-0.0004925-0.0012033i,-0.0003904-9.2453e-05i,-0.00029239+0.00034851i,0.00051113+0.00028934i,0.00079974+0.00020076i,0.00022374-0.00026378i,-3.0537e-05-0.00026935i,5.8674e-05+0.00051854i,7.783e-05+0.00082884i,-6.5102e-05-1.0289e-05i,-0.00015641-0.0010304i,-0.00018045-0.0013469i,-0.00020057-0.0012562i,0.00030517-0.00071842i,-0.00016994-0.00030874i,-0.00044296-0.00029175i
-0.00035812+9.2578e-05i,-0.00016894-0.00045404i,0.00014316-0.00047815i,0.00081646-0.00052239i,0.0011176-8.5337e-06i,0.0007017+0.00025344i,0.00010073-0.00017205i,-0.00086812+0.00068268i,-0.00077387+0.0009299i,-0.00052416+0.00031327i,-0.0001823-9.5671e-06i,0.0011767+7.6739e-05i,0.0012862+0.00073731i,0.00047317+0.00085552i,0.00073796+0.00087311i,0.0006231+0.00093124i,-0.0004633+5.5774e-05i,-0.00076287-0.0011021i,-0.0006019+0.00015185i,-0.00031005+0.00058692i,0.00021444-0.00046129i,0.00021458-0.00020698i,-0.00056037-0.00014621i
0.00035995-0.00020321i,0.00046872-0.00046332i,-0.00038859-0.0012628i,-0.0019917-0.0015966i,-0.0024149-0.00079985i,-0.0013927+6.0406e-06i,-0.00016956+0.00029834i,0.00047024-0.00041477i,0.0004113-0.0010831i,-0.00084425-0.00087606i,-0.0011019-0.0005669i,0.00063175-0.00015813i,0.00079606+0.0006022i,0.00027633+0.001492i,1.893e-05+0.0016389i,0.00055113+0.00046884i,0.00089899-0.00062174i,0.00031366-0.00090196i,7.8914e-05-0.00069221i,-2.6663e-05-0.00027464i,0.00022395+2.5361e-05i,0.00016384+0.00012036i,-0.00011587+5.3905e-05i
-0.00067536+0.00064334i,-0.0019457+0.00084234i,-0.0015824+0.0017285i,-0.0013387+0.0015252i,-0.0014947+0.00061078i,-0.00093953+0.00036829i,0.00020958+0.0004894i,0.00052039-0.0011249i,-0.00044939-0.0019767i,-0.00086497-0.0008325i,-0.00074677+0.0003815i,-0.0003757+0.00042484i,0.00093224-1.7962e-06i,0.0012564-0.0009011i,0.00014875-0.00082924i,-0.00038679+0.00032638i,-0.00072818+0.00070953i,-0.0004967+0.00076309i,0.00029668+0.00084115i,-0.00027048+0.00065755i,-0.00040161+0.00052073i,0.00079952+5.1672e-05i,0.0010039+0.00049152i
-0.00088898-0.00038902i,-0.00081706-0.00083286i,-0.0014218-0.00032681i,-0.0022275+0.00046107i,-0.0017037+0.0012984i,-0.0009405+0.0015538i,-0.00092646+0.00070061i,-0.00065595-0.00099179i,-0.00092553-0.0015672i,-0.0015069+0.00067305i,-0.00096107+0.0018544i,0.00029082+0.0020682i,0.001116+0.0019723i,0.000899+0.00082273i,0.00031849+0.00059173i,0.00038897+0.0011136i,0.00063242+0.00045057i,0.00036577-0.00011144i,-0.0002833-0.00025847i,-0.00023689-0.00022639i,0.00012916+0.0002651i,-0.00030111+0.00026505i,-0.00072105-0.00026272i
0.00040221-0.002149i,0.000824-0.0011519i,0.00026657-0.0015481i,-0.00074982-0.0015163i,-0.0011782-0.00058228i,-0.00037424+0.0010096i,0.00044155+0.0010562i,0.00056239-0.0002281i,0.00023079-0.0003825i,3.1049e-06+0.00045494i,0.0001368+0.001435i,0.00043393+0.0019219i,0.00047155+0.0015191i,-0.00028368+0.0011048i,-0.00070152+0.00066996i,0.00012838+0.00058283i,0.00046652+0.00069792i,-0.00022783+0.00018619i,-0.00065393+7.8507e-05i,-0.00052086+0.00059318i,-0.00036732+0.00088351i,-0.00011176+0.00040881i,1.406e-05-0.00019339i
0.00029906-0.00046843i,-9.3035e-05+0.00050121i,-0.0018803+0.0015893i,-0.0025186+0.0008122i,-0.0013771-0.00011544i,-0.00052847-0.00067707i,-4.8795e-06-0.00012554i,0.00010484+0.00028864i,0.00062054+0.0002084i,0.00066023-0.0004885i,0.00062974-0.0010467i,0.00088959-0.00088344i,0.00033584-0.00037375i,-0.00057847+0.00045842i,-0.00027396+0.0011585i,0.00061551+0.00031976i,0.00049472-0.0012703i,0.00030533-0.0012932i,0.00059617-0.00017035i,0.00085155+0.00033113i,0.00014061-0.00047621i,-0.00010292-0.0010498i,-0.00021339-0.0009395i
-0.00027245-0.00041027i,-0.00031553-0.0011468i,-0.00020596-0.001125i,-5.5059e-05-0.0010426i,0.00074878-0.00046906i,-7.1656e-06+9.468e-06i,-0.00067567+0.00021712i,0.00036709-0.00061464i,0.00041317-0.0015103i,-0.0003285-0.0013455i,-0.00049999-0.0010464i,8.3928e-06-0.0003855i,0.0010269-0.00018567i,0.0014331+3.5559e-05i,0.0010654+0.0002649i,0.0013934+0.0001601i,0.0012685+0.0001969i,0.00070512+0.00042849i,0.00033795+0.00064378i,0.00037442-8.9582e-05i,0.0010234-0.00047111i,0.00092553-0.00029763i,0.00070652-0.0001154i
-0.0009159-0.00013057i,-0.00034882-0.00026055i,-0.00037157-1.4273e-05i,-0.001474-0.00039757i,-0.0022285+0.00013504i,-0.00092141+0.0012139i,0.00016149+0.00067393i,-1.9373e-05-0.0014257i,-0.0010095-0.0011933i,-0.0015074+0.00024959i,-0.0011451+0.0012409i,-0.0014046+0.0015827i,-0.0018087+0.0011901i,-0.00092216+0.0004171i,0.00010236-0.00058187i,0.00021296-0.00048517i,0.00025061-0.00036111i,0.00018419-0.00059846i,0.00049989-0.0006299i,0.00080366+0.0006405i,0.00046827+0.00092776i,0.00028012+5.5565e-05i,-3.5154e-05+0.00050686i
-0.00060629-0.0007749i,0.0001152-0.0010093i,0.00033951-0.0011895i,-0.0012299-0.00096519i,-0.0022118-1.6605e-05i,-0.0015373+0.00064552i,0.00018342-0.00015086i,0.0003054-0.00097783i,-0.0013323-0.00088279i,-0.0012279+0.00030197i,-7.4933e-06+0.0012797i,0.00016307+0.0015809i,0.00072405+0.0021037i,0.00089005+0.0016943i,7.3575e-05+0.00051583i,6.1566e-05+0.00021876i,0.0001792-0.00036269i,0.00020274-0.0010358i,0.00018773-0.00051584i,-0.00011814-0.00067728i,-0.00081063-0.0011931i,-0.00087524-0.00068058i,-0.0003646-0.00057655i
-0.00053075+6.0929e-05i,-0.0013287+0.0011055i,-0.0019464+0.0011467i,-0.0018669+0.00057219i,-0.00092239-1.9334e-05i,0.00083012-0.00058913i,0.00089907-0.00078439i,-0.00038856-0.00092407i,-0.0010164-0.00036833i,-0.00052905+0.00012523i,-0.00026716-0.00066816i,-5.1141e-06-0.00051655i,0.00036374+0.00079081i,0.00028842+0.0014114i,7.9066e-05+0.0021727i,0.00094892+0.0019831i,0.0013734+0.00034313i,0.0002944-0.00012965i,-0.00072023+0.00022742i,-0.00087634+0.00052689i,-0.00062147+0.00034335i,-0.00045577-0.00013793i,-0.0003116-6.0929e-05i
-0.0013384+4.9885e-06i,-0.0017583-0.00073757i,-0.0018133-0.00057148i,-0.0023705+0.00010145i,-0.0029437+0.0002783i,-0.002093+0.00067365i,-0.0013308+0.00045279i,-0.00031393-0.00024945i,0.00057356-0.00082364i,-0.00087216-0.0010149i,-0.0015823-0.00043988i,-0.00088633-0.00010923i,-0.00087839+7.256e-05i,0.00014446+0.00018206i,0.0014458+0.00066047i,0.0017569+0.00062528i,0.0016518-0.0003598i,0.00094315-0.00095414i,0.00043387-0.00022013i,0.00044935+0.00032018i,0.00030454+0.00021121i,0.00029195+2.9667e-07i,0.00013045+0.00017752i
-0.00069176+5.7214e-05i,-0.00040953+0.00024596i,-0.00091353+0.00016128i,-0.0012262-0.0006449i,-0.00018107-0.00080969i,-0.00022011-0.00070064i,-0.00052179-0.00081501i,0.00027948-0.0022883i,-0.00019821-0.0027272i,-0.001435-0.001049i,-0.0013715+0.00051814i,-0.000812+0.00074756i,-0.0003918+0.00043785i,0.00026449+0.00025856i,0.0014823-0.00013652i,0.0014258-0.00046099i,0.00059656-0.00046666i,0.00053935-0.00030411i,9.7659e-05-0.00011336i,0.00071213-0.00010755i,0.00089367-0.0002917i,-0.0001217-0.00064513i,-0.00028641-0.00014378i
0.00030176+3.3712e-05i,8.6723e-05-0.00091586i,-0.00010845-0.0021345i,-0.0007637-0.0024281i,-0.0010532-0.0017543i,-0.0009051-0.00051575i,-0.00053976+0.00051655i,-0.00039353+0.00020448i,-0.00060841+0.0001031i,-0.0014656+0.0016663i,-0.0013858+0.0024472i,-0.00021079+0.0014891i,-3.7228e-05+0.00074408i,-0.00026261+0.00071296i,0.00032205+0.0007593i,0.00040105+0.00029638i,0.00030415-0.00040856i,0.00090437+0.00042576i,0.0010154+0.00090264i,0.00051166+0.00013361i,-0.00060573-0.00033088i,-0.0012701-0.00096157i,-0.0012193-0.0013527i
-0.0011188-0.0013573i,-0.00035398+0.00011709i,-0.0013911+0.00032461i,-0.0025091+0.00043918i,-0.0029396+0.0019083i,-0.0015059+0.0026018i,0.00020946+0.00172i,0.00036773+0.0006882i,-0.00068729-0.0002006i,-0.0012588-0.00022041i,-0.00078658+0.00075554i,0.00025268+0.0012195i,0.00073529+0.0011839i,0.00039852+0.0012254i,0.00047865+0.0013413i,-0.0002156+0.0011836i,-0.00041367+0.00095096i,3.8384e-05+0.00060762i,0.0001067-0.00039461i,-0.00023819-0.00073992i,8.0599e-05-0.00031851i,0.00048944-0.00028573i,-3.3239e-05-0.00018128i
-0.0007711-0.00010331i,-0.0011236-0.00082253i,-0.0020275-0.00088401i,-0.0027866-0.0014894i,-0.0017019-0.0014369i,-0.00051139-0.00055707i,0.00070953-0.00034387i,0.0018958-0.00090589i,0.001967-0.0020008i,0.00045142-0.0020693i,-0.00043026-0.0014776i,-0.00033017-0.0012655i,0.00050639-0.00073417i,0.0019688+0.00018318i,0.0018933+0.00061947i,0.00087494+0.00029451i,0.00050216-0.00023112i,0.00093559+2.8536e-05i,0.00027753+0.0008972i,-0.0010045+0.0011957i,-0.0015089+0.00083082i,-0.00085763+0.0002289i,0.00079886+3.0041e-05i
-0.00045171-0.00030346i,-0.00022543-0.00095835i,-5.7529e-05-0.0015535i,-0.00092581-0.0016079i,-0.001321-0.00039447i,-0.0007122+0.0006055i,-0.0003233-0.0002299i,-0.00029921-0.0009868i,-0.0007834-0.0011028i,-0.0009875-0.0012175i,-0.0014159-0.00076181i,-0.0016412-8.2644e-05i,-0.0009102-2.1008e-05i,0.00025531-0.00010753i,0.00079037-0.00047502i,0.00028348-8.3445e-05i,-4.3119e-05+0.0004217i,-0.00047809-0.00029378i,-0.00054311-5.0009e-05i,-0.000213+0.0004271i,0.00026749-0.00033556i,0.00083146-0.00109i,0.0010315-0.0011729i
3.2817e-05-0.00035324i,0.0016117-0.0002621i,0.0017682-0.00049052i,0.00050412-0.00058821i,-0.00018591-0.00026289i,-0.00053832-0.00056519i,-0.00056431-0.00076307i,-0.00061123-0.0010626i,-0.00062684-0.0013822i,-0.0016159-0.00073799i,-0.0021911+0.00087389i,-0.0012328+0.0016084i,-0.0012145+0.0015207i,-0.0011254+0.00093728i,-5.0422e-05+0.00023549i,0.00033092-0.0006519i,5.785e-05-0.00043342i,-0.00016549+0.00052258i,-9.8186e-05+0.00064872i,7.0085e-05+0.00042587i,-0.00047852+0.00020814i,-0.00061473-0.00033967i,0.00030447-0.00092304i
0.0011306+0.0012309i,0.00070499+0.001623i,-0.00075034+0.0001373i,-0.0019705-0.0016924i,-0.0022279-0.0018238i,-0.0018425-0.0012506i,-0.00089355-0.00020183i,-0.00017027+0.00030901i,-0.00030851+0.00055335i,-0.00035167+0.00070564i,-3.8331e-06+0.00036869i,-8.6437e-05+0.00054388i,-5.533e-05+0.00095291i,0.00021292+0.0012191i,0.00086183+0.0012006i,0.00085984+0.00079461i,0.00047236+0.00058003i,6.6903e-05+5.7681e-05i,-0.0006481-0.00021829i,-0.00068905-9.4088e-05i,-0.00027442-0.00057494i,8.0418e-05-0.0008566i,0.0004645-0.0002584i
-0.00029121-0.00085016i,-0.0003056-0.00086841i,-0.00012298-0.0007449i,-0.00010881+0.00032361i,-0.000408+0.0020018i,0.00043005+0.0018921i,0.0015846+0.00011625i,0.0012925-0.00067554i,-0.00035724-0.00019163i,-0.00047324-0.00010621i,0.0004299-0.00049658i,0.00081552-0.00094967i,0.0013365-0.00041508i,0.0012754+0.00081433i,0.00083147+0.00097072i,0.00022577+0.00018919i,-0.00036401-0.00011809i,-0.00058741+0.00011422i,-0.00082353+0.00029712i,-0.00090958+0.00024849i,-0.00046224+0.00068799i,6.7398e-05+0.0010917i,0.0001757+0.00037562i
