-0.0029595-0.00018372i,-0.0021674-0.0015798i,-0.0039048-0.00096631i,-0.0038002+0.00030936i,-0.0029996+0.001171i,-0.0015861+0.0011493i,-8.8853e-05+0.0019604i,0.0011574+0.0019328i,0.0016781+0.0014755i,0.0015827+0.0010406i,0.0019855+0.00026486i,0.0021759-0.00043666i,0.0015619-0.00036213i,0.0009153+0.00038738i,0.00082868+0.00052259i,0.00061564+0.00048401i,0.0003725+0.00018285i,0.00083702-0.00017479i,0.00063504-0.00077826i,0.00010105-0.00074126i,0.00010736-7.3042e-05i,0.00054991+0.00017704i,0.00095211+0.00071911i
0.0022007-0.00081383i,0.0011356-0.00083973i,0.00075972-0.0021071i,-0.00019197-0.0018049i,-0.0014412-0.00055957i,-0.00068883-1.362e-06i,0.0003934-0.00040561i,0.00013124-0.00056502i,0.0001323-0.00050352i,-0.00052961-0.0005304i,-0.0011141-0.00064667i,-0.00013522-0.00036046i,0.00061361+0.0008874i,0.00036531+0.0017461i,-0.00016737+0.00097819i,-0.00027349+0.00031842i,0.0002463+0.00069229i,0.0006197+0.00067656i,0.00049277+0.00062939i,5.6238e-05+0.00043312i,-0.00073478+0.00038566i,-0.00052709+0.00057096i,-4.4874e-05+0.00027009i
-0.0017496+0.0012809i,-0.00052638+0.0021588i,-0.00047327+0.0022878i,-0.00034295+0.0015468i,-0.00046097+0.00056832i,-0.00060937-0.0011074i,-0.00037584-0.0018399i,3.0758e-05-0.001805i,0.00056964-0.001303i,0.0011244-0.00026786i,0.00093484+0.00012705i,0.00044312+0.00015439i,-0.00038267-0.00011903i,-0.00028476-0.00058295i,0.00069699-0.0012629i,0.0003578-0.0015126i,-0.00074572-0.001256i,-0.00054299-0.0010292i,0.00019814-0.00040043i,0.00060765+0.00013646i,0.00088148+4.5064e-05i,0.00048618+0.00027753i,-0.00010511+0.0011429i
0.00036214-0.00092329i,-7.7797e-05-0.00099476i,-0.0010208-0.00016018i,-0.0018509+0.00053151i,-0.0016533-0.00013639i,-0.0011932-7.5008e-05i,-0.00022572+0.00061595i,0.00052907-1.2858e-05i,0.00043899-0.00035174i,-0.00010307-0.00037719i,-0.00013841-0.00044134i,0.00012511+0.00030935i,0.0003038+0.00067543i,0.00036139+0.00033565i,0.00016232-0.00018308i,0.00011189-0.0001637i,1.2137e-06+0.0004762i,-0.00027505+0.00068113i,-0.00061963-0.00033082i,-3.7405e-05-0.00044094i,0.00060022+0.00013124i,0.00078522+0.00036803i,0.0010077+0.00023636i
0.00074524-0.00088449i,-0.00037849-0.0010133i,-0.0016153-0.0015777i,-0.0013871-0.00080296i,-0.00070514+5.2231e-05i,-4.83e-05+0.00019618i,0.00070869+0.00043923i,-1.7255e-05+0.00010571i,-0.00058694-0.00065275i,-0.00017249-0.00088075i,9.1393e-05-0.00083072i,4.7205e-05+0.00041739i,0.0001626+0.00083305i,-8.1281e-05-0.00019491i,-0.00022797-9.3637e-06i,-0.00065263+0.00062143i,-0.00045326+0.00059449i,0.00042005+0.00033748i,0.00051578+0.00095029i,0.00010951+0.0015936i,0.00048826+0.0015456i,0.00094133+0.00086731i,0.00018474+0.00011288i
0.00034404+0.00080227i,-0.00024508+0.001587i,2.1211e-05+0.0012367i,-0.00043889+0.00041355i,-0.0015766+0.00073832i,-0.0010778+0.0010546i,-6.1732e-05+3.8393e-05i,-2.6673e-05-0.00038795i,-0.00048804+0.00010839i,-9.1628e-05-0.0006883i,0.00024258-0.001376i,-3.6608e-06-0.00069996i,-0.00038473-0.00022153i,-0.00035837+0.00025256i,8.2872e-05+0.00032409i,-0.0010369+0.00035047i,-0.0016243+0.00065757i,-0.00034616+0.0010189i,0.00032864+0.0013631i,0.00067941+0.00040202i,0.00088581-0.00046015i,0.0010851-0.00012327i,0.0010268+0.00033851i
-0.0012198+0.00096759i,-0.0023417+0.0011858i,-0.0020775+0.0016838i,-0.0011143+0.0023363i,-0.0011192+0.002389i,-0.00096375+0.0011426i,-0.0003894-2.199e-05i,-0.00032665-0.00017066i,-0.00054855-0.00028908i,-0.00032645+0.00014461i,0.00011958+0.00083472i,0.00057435+0.00048527i,0.00097618-6.518e-05i,0.00088974-1.5795e-05i,0.00037204+0.00040915i,0.00035433+0.00035788i,-5.9492e-05+0.00015301i,-0.00059133+0.00017667i,-0.00061451-5.1115e-05i,0.00015278-0.00025905i,0.00042526+2.8112e-05i,0.00035382+0.00073551i,0.00065078+0.0010321i
-0.00092791-0.00014918i,-0.0007159+1.4508e-05i,-0.0018928+0.00074007i,-0.0022583+0.00072181i,-0.0017639+0.00076224i,-0.0011242+0.0012408i,-0.00051759+0.00098508i,-0.00091708-0.00054423i,-0.0010931-0.00077288i,-0.00064899-0.00046212i,-8.7189e-06-0.00010969i,0.000228+0.00040498i,3.1519e-05+0.00022476i,0.0004038+0.00012026i,0.00067595+0.00060884i,0.00030537+0.00040986i,0.00055476-0.00010948i,0.0015584-0.00046803i,0.001374-0.00073244i,0.00048751-0.00073407i,-5.2947e-05+9.4135e-06i,-0.0002813+0.00078009i,0.00053321+0.00087601i
-0.00036087-0.0012937i,-0.0010094-0.0020124i,-0.0017966-0.0019379i,-0.0012675-0.00043331i,-0.0010562+0.00083355i,-0.00030633+0.0011399i,0.0009802+0.00076084i,0.00066221+0.00011918i,0.00024974+0.00010731i,0.00034007+2.7481e-05i,0.00013675-2.7034e-05i,2.4244e-05-0.00044122i,-0.00011062-0.0004596i,0.00014128-0.00032739i,1.8921e-06-0.00038771i,-9.8222e-05-0.00012215i,0.00061307+0.0003078i,0.00029982+0.00056683i,-0.00010391+2.0904e-06i,-0.00046831+3.6903e-05i,-0.00037591+1.404e-05i,0.00063601-0.00050349i,0.0011086-0.00068112i
-0.00078758+0.0013874i,-0.00014759+0.0020026i,0.00070887+0.0020533i,0.0005649+0.001714i,-0.00038585+0.00098077i,-0.00066457-0.00013784i,-5.5441e-06-0.00065246i,-7.1966e-05-0.0011296i,8.2821e-05-0.001288i,0.00051675-0.00096839i,0.00046067-0.00089351i,0.00063775-0.00014613i,0.00053481+0.00067469i,0.00069592+7.9351e-05i,0.00051798-0.00022908i,-0.00014903-0.00035135i,1.3265e-05-0.00051204i,3.4076e-05+0.0004447i,-4.6705e-05+0.0012553i,0.0002205+0.0015896i,0.00033612+0.00095066i,0.00057142-0.00018773i,0.00068853-0.00034602i
0.0020333+0.0015737i,0.00068918+0.0014789i,0.00038497+0.0012896i,0.00091599-0.00055862i,0.00017343-0.0017416i,-0.00075608-0.00057373i,-0.00067217-0.00025644i,-0.00070721-0.00041031i,-0.00095444-6.6943e-05i,3.5871e-05-0.00016823i,0.00033636-0.00094495i,0.00016129-0.00073345i,0.00020389+0.00030722i,0.00066556+0.00092288i,5.9703e-05+0.00080565i,-0.00042618+0.000454i,5.9925e-06+0.00037016i,-0.00021044+0.00041045i,-0.00058199+0.00010899i,-0.00021109+4.5862e-05i,0.00052559+0.00032775i,0.00049299+0.00086843i,0.00020931+0.0005776i
0.0010162-0.0022835i,0.00052009-0.0033369i,-9.3456e-05-0.0038264i,-0.0010047-0.0033315i,-0.0018111-0.0016423i,-0.0018225+0.00059737i,-0.00058685+0.00072591i,0.00031303-0.00039451i,0.00023209-0.0011678i,2.858e-05-0.0013062i,0.00033662-0.0010109i,-1.2341e-05-0.00023201i,-0.00017349+0.0004941i,0.00014955+0.00054864i,0.00020166-3.7921e-05i,0.00077251-0.00037535i,0.0011949+2.7093e-05i,0.00026545+0.00058542i,-0.00015012+0.0011432i,-0.00011009+0.0011178i,0.00057986+0.00036103i,0.00078705-0.00038259i,0.00060896-0.00033611i
0.00088995+0.00044131i,0.0010026+0.00052815i,-0.00034256+0.00039235i,-0.001424+0.00049186i,-0.0018964+0.000315i,-0.0010836+0.00016117i,-0.0001217+0.00022981i,0.00017921-0.0007765i,0.00036573-0.0010023i,0.00051173-0.00079858i,4.1059e-05-0.00098659i,0.00037928-0.00075541i,0.00079503-0.00058982i,0.00046996+1.9053e-05i,-0.00024545+0.00071938i,-0.00023763+0.00046284i,0.00059882+0.0002262i,0.00064359-0.00013679i,0.00043126+0.00027422i,0.00052748-2.458e-05i,0.00059909-0.00078559i,0.00044685-0.00032904i,0.00067423+0.00030386i
-0.0016752-0.00040072i,-0.0018769+0.0001959i,-0.0022763+0.0012304i,-0.0025273+0.0017549i,-0.0011736+0.0017997i,0.00024739+0.00054496i,0.00040474-0.00053925i,-1.6569e-05-0.00036011i,9.0864e-05+0.00015239i,0.00023965+0.00025002i,0.0002813-0.00016372i,0.00067066+8.7852e-05i,-0.00016496+0.00022125i,-0.00033023-0.00021651i,0.00042906-0.0001467i,0.00031195-0.00056309i,0.00034025-0.0011268i,0.00038627-0.00053414i,-0.00027164+0.00040221i,-0.00057989+0.00086445i,-0.0002436+0.0011503i,-0.00025873+0.00075483i,-0.00026911-0.00016664i
-0.00098633+0.0007514i,-0.0008529+0.00070102i,-0.00083144+0.0013866i,-0.00029351+0.0023552i,-0.00029596+0.0025174i,-0.00060027+0.0013089i,-0.00046307-0.00054058i,-0.00013759-0.0014218i,-0.00038416-0.0006326i,-0.00018731+0.00022566i,0.00032773+0.00084785i,0.00032418+0.0012116i,0.00057208+0.0007309i,0.00066576-0.00018828i,0.00063212-0.00015327i,0.00053475-0.00031561i,2.9311e-05-0.00076211i,0.00020422-0.00039833i,0.00058053+0.00014601i,0.00058499+1.0732e-05i,0.0010574-0.00043024i,0.00064119-0.00048576i,-0.00043286+0.00026877i
-0.00084638-1.0883e-05i,-0.0005969-0.00016733i,-0.001156+0.00029645i,-0.0011031+0.0009247i,-0.00029096+0.0005657i,0.00047313-0.00022495i,0.00058064-0.00062335i,0.00022496-0.00021637i,0.00018137+0.0002002i,-9.5182e-05-0.00074035i,0.00013737-0.0008534i,0.00060351+1.5236e-06i,0.00024577+9.6677e-05i,4.0372e-05+0.0001618i,0.00049659-0.00011945i,0.00024758-0.00042223i,-0.00036323-0.00028128i,-0.00056264+0.00020162i,-0.00090158+0.00089191i,-0.0010361+0.0011372i,-0.00027154+0.00046729i,0.00049046-0.00027117i,0.00027378-0.00052452i
0.00016114+0.0028513i,0.00024102+0.002708i,0.00085418+0.0014278i,0.00064114+0.00019223i,0.00012299-0.0004031i,-0.00041641-0.00059723i,-0.00023764-0.00085339i,-0.0002947-0.00037857i,-0.00014152+0.00046916i,0.00088222-0.00026552i,0.0011141-0.00080773i,0.0006937-0.00027666i,0.00054905-0.00020237i,-0.00035074-0.00018756i,-0.00066011-0.00015504i,0.0001427-0.0002774i,0.00070126-0.0004046i,0.00035086-0.00099057i,-5.9689e-05-0.00085854i,0.0006486+5.1725e-06i,0.00066086+0.00035836i,0.00028818-0.00012019i,0.00072067-8.9475e-05i
-0.00071384-0.00021282i,0.00035302-0.0002444i,0.0012475-0.00018851i,0.00061971+0.00043476i,-0.00052575+0.00073989i,-0.00074297+0.0007369i,-0.0011762+0.00046778i,-0.0009171-0.0002276i,9.6717e-05-0.00040136i,0.0002965-0.00091014i,0.00036125-0.0010969i,8.6939e-05-0.00025036i,0.00015158+0.00027306i,0.00075556+0.00013879i,0.0010274-9.9769e-05i,0.00065839-0.00041271i,0.00061257-0.00049144i,0.0009365-0.00025391i,0.00021694-0.0004741i,-0.00059798+9.4094e-05i,-0.00065841+0.001214i,-0.00033676+0.0010913i,0.00027265+0.00089217i
-0.0010166+0.00035577i,-0.00058615-0.00033414i,-0.0011486+0.00016331i,-0.00097212+0.0011075i,-0.0005585+0.0010495i,0.00014098-3.4944e-06i,0.00072916-0.00063007i,0.00039255-0.00071811i,0.00014906-0.00063706i,0.00042704-0.0001728i,0.00030465+0.00017875i,-5.3614e-06+0.0006063i,0.0002148+0.00086762i,0.00026893+0.00051688i,-0.00051134-6.2483e-05i,-0.00077515+1.5953e-05i,0.00011061+0.00075815i,0.00015549+0.00090738i,-0.00036612+6.611e-05i,-5.9235e-05+0.00058315i,0.00056491+0.0014127i,0.0008095+0.00054753i,0.00071201-2.8371e-05i
0.0009299+0.0021478i,0.00077978+0.0016276i,0.00086321+0.00079266i,0.00058724-0.00079149i,-0.0003927-0.0018997i,0.00021074-0.0012587i,0.00053119-0.0010723i,0.00028377-0.00073376i,0.00077933-0.00013935i,0.00098519-0.00043923i,0.00025615-0.00073064i,-0.00012459-0.00047259i,0.00074821-0.00046319i,0.0012154-0.00047343i,0.0010241-3.3477e-05i,0.00071665-0.00031408i,0.00014413-0.0010887i,-0.00079832-0.00046054i,-0.00047299+7.6809e-05i,-0.00043607-0.00038663i,-0.00076298-0.00013217i,8.1299e-05+0.00025925i,0.00013113+0.00086979i
-0.00077054-0.0015257i,-0.00178-0.0011835i,-0.0024389-0.00019761i,-0.0021173+0.0010393i,-0.00083941+0.002344i,0.00017682+0.0021138i,7.1518e-05+0.00067797i,0.00043668-0.00027912i,0.0005681-6.237e-05i,0.0006795-4.7796e-05i,0.00040795-0.00013085i,0.00015978+0.00026642i,0.0011084+0.00056442i,0.0010726+6.7121e-05i,0.00053281-0.00053669i,0.00045799+2.4427e-05i,0.0004695+0.00019538i,0.00032056-0.00047169i,-2.4775e-05-0.00056457i,-4.6312e-05-0.00021572i,0.00011559+8.8626e-05i,0.00035282-3.6889e-05i,0.0004791-0.00055182i
0.00026595-0.0018802i,-0.0007857-0.0011142i,-0.0019745-0.0015555i,-0.0026971-0.0013592i,-0.0027554-0.0004952i,-0.0018353+0.00032559i,-0.00034464+0.00052296i,0.00038589-0.00032568i,0.00052181-0.0010483i,0.00035181-0.00072509i,-0.00023322-0.0001276i,-0.00059515+0.00034034i,1.6831e-06+0.00042229i,0.00043426+0.00034463i,0.00058495+0.00019332i,0.00052694+6.2477e-05i,0.00049229+0.00010718i,0.00019452+0.00048436i,-0.00010302+0.00056495i,0.0001072-0.00027582i,0.0001627-0.00067379i,0.0001962+9.4057e-05i,0.00029778+0.00089797i
-0.00083088-0.00029823i,-0.00068431-8.618e-05i,-0.0019026-0.00030793i,-0.0020088-0.0010686i,-0.00055271-0.0001509i,0.00010162+0.00095987i,-0.00024898-0.00034117i,0.00019028-0.0011114i,0.00083841-0.00052255i,0.00063462-0.00055442i,8.3737e-05-0.0010571i,-7.4555e-05-0.0012551i,0.00015122-0.00014684i,0.00022979+0.00044559i,-0.000269+0.00020358i,-0.00081239+0.00070279i,-0.0003482+0.00082362i,0.00032225+0.00097318i,0.00011444+0.00063589i,-0.00031737-0.00022543i,-0.00046034+0.00021775i,-0.00011206+0.00034442i,5.1591e-05-0.00032928i
-0.0014947+0.00077575i,-0.00076369+0.00016146i,-0.00058306+0.001768i,-0.0012459+0.0023099i,-0.00095513+0.0012495i,5.2998e-05+0.00091171i,0.00099371+0.00048109i,0.0010934-0.00094829i,0.00075231-0.00095338i,0.00037657-0.00010712i,1.1359e-07-0.00014129i,3.7712e-05-0.00013003i,9.0861e-05-0.00053375i,-0.0004909-0.00077342i,-0.00068511-0.00058304i,-0.00040662-0.0004323i,-0.00049682+0.00036734i,-0.00043439+0.00030649i,0.00039848+6.8432e-05i,0.00097649-3.418e-06i,0.00032581-0.00010175i,0.00041119-0.00044061i,0.0013837-0.00037495i
0.0004731-0.0019236i,0.00049576-0.0014665i,-0.00016426-0.00096177i,-0.0017346-0.00067049i,-0.0027664-0.000679i,-0.00275-0.00056732i,-0.0014849+0.00017303i,-0.00024742+0.00026703i,-0.00013248-0.00045521i,-0.00078172-0.0010791i,-0.0013949-0.00056334i,-0.0012574+0.0006667i,-0.00018948+0.00093635i,0.00044549+8.6184e-05i,2.0155e-05+0.00010803i,-0.00030363+0.00041251i,0.00013571+0.00087008i,0.00038949+0.0018092i,0.00047891+0.0015691i,0.00066501+0.00020928i,0.0011949+0.00031493i,0.0013909+0.00092883i,0.0009935+0.00062265i
0.0007063-0.0016825i,0.0004271-0.0019616i,-0.00016618-0.0019417i,-0.00051967-0.0005158i,-0.0016272-4.1061e-05i,-0.0010556+0.00052717i,0.00050377+0.0011326i,0.00031512+0.0003197i,-0.00030175-0.00101i,-0.0010111-0.0017627i,-0.00076451-0.0014457i,-0.000114-0.00067046i,-0.00010798+0.00013904i,0.00022141+0.00071696i,0.00066284+0.00072647i,0.00076086+0.00020536i,-0.00013078-0.00032116i,-0.00072911-3.2938e-05i,0.00023784+0.0001437i,0.00043921+0.00038718i,0.00022512+0.00081357i,0.00072802+0.00043504i,0.00071987+0.00058853i
0.00076242+0.00078512i,0.0010238+0.00039213i,0.00013024+0.0010621i,-0.0010095+0.0010892i,-0.00069028+0.00026373i,0.00032216-0.00029737i,0.00096419-0.00078457i,0.00061964-0.0010023i,0.00029159-0.0010528i,-0.00024334-0.00088841i,-0.00057573-0.00066104i,0.00077905-0.00052633i,0.0011296-0.00057917i,0.00056242-0.0007391i,0.00036122-0.00025312i,-0.00059089+0.00028472i,-0.0013592+0.00098383i,-0.00092724+0.00083537i,-0.00014592-5.5845e-05i,0.00011392-0.00037798i,0.00016619+0.00024692i,-0.00011368+0.00081406i,-0.00027641+0.00050092i
0.0010726-8.0251e-05i,0.00074207+0.00016717i,-3.8375e-05+0.000564i,-0.00087415+0.00013738i,-0.00084287+6.3537e-06i,-0.0013366-1.2539e-05i,-0.001338-0.00026401i,-0.0014318-0.00058766i,-0.00044172-0.00116i,8.802e-05-0.0011598i,-0.00017495-0.00093041i,-0.000341-0.00018409i,-0.00010954+0.0005958i,-3.8456e-05+0.00057362i,0.00024421+0.00012335i,0.00059305-6.7247e-05i,0.00082078+0.00037188i,0.0013348+0.0010412i,0.00095726+0.00093081i,0.00049885+0.00075487i,0.00045934+0.0005437i,0.00027858+0.00068228i,0.00014183+0.00013249i
7.3792e-05-0.0012952i,0.00023507-0.0011913i,-0.00056389-0.0016262i,-0.00074008-0.001616i,-0.0007573-0.00066947i,-0.00091661-0.00066368i,0.00047985-0.0011116i,0.00076391-0.00051342i,0.00051708-0.00068437i,0.00077513-0.0010793i,-0.00013874-0.00035123i,-0.00054852+3.2282e-05i,-4.2072e-05-0.00015121i,-0.00043215-0.00010674i,-0.00057637+0.00049668i,9.7701e-05+0.00091066i,-0.00012266+0.00069047i,-0.00042124+0.00049901i,0.00021873+0.0003243i,0.00032071-0.00042646i,0.00054975-0.00035918i,0.00044148+0.0010304i,-0.00033677+0.0013524i
-0.0014176-0.00044371i,-0.00081772+0.0003701i,-0.00053882+0.00051496i,-0.00062882+0.00043293i,-0.0012083+0.00056988i,-0.0015079+0.00079011i,-0.00069146+0.00073348i,9.0677e-05+0.00039488i,3.152e-05-0.00021667i,-0.00029969-0.00082229i,-0.00017078-0.00010334i,0.00017407+0.00063731i,9.9072e-05+0.00026577i,-0.00039689-0.00011549i,-0.00038189-0.00042596i,0.00033795-0.00030536i,0.00035241+0.00060537i,1.1661e-05+0.00070943i,-0.00035712-0.00015896i,-3.2794e-05-0.0010867i,0.00020755-0.0011228i,0.00023293-0.00043097i,-0.00016575-3.3279e-05i
0.0017791-0.0011872i,0.0016741-0.0012469i,0.00084472-0.0013791i,-0.00043985-0.0017234i,-0.00081508-0.0019141i,-0.00097493-0.00053257i,-0.00057299+0.00076637i,-0.0003256+0.00054943i,-0.0009907-0.00019487i,-0.00077442-0.00098927i,-5.0059e-05-0.00022993i,-0.00031889+0.00065674i,-0.00046456+6.3204e-05i,0.00041704+4.7443e-05i,0.00073966+0.00034076i,-0.00011701+0.00051599i,-0.00021887+0.00036495i,0.00010601-0.00018473i,0.00026841-0.00020687i,9.1316e-05-3.776e-05i,-0.00041993-0.00080303i,-0.00038685-0.00059214i,0.00029121+0.00034103i
-0.00037476-0.00041734i,-0.00057406-0.00045016i,-0.00083389+0.00030135i,-0.00069167+0.0005589i,-0.0010214+0.00045056i,-0.00060487+0.00045756i,0.00026825+5.6647e-05i,1.343e-05-0.00012565i,-0.00032083-0.00033149i,0.00030805-0.00049765i,2.0843e-05-0.00016637i,5.0866e-05+0.00030087i,0.0010028+0.0006053i,0.0005359+0.00027973i,0.00043043+0.00072995i,0.00031583+0.0012756i,-0.00020329+0.00096861i,-0.00010965+0.00010406i,0.00085366+2.4135e-06i,0.00089117+0.00085559i,0.00064057+0.00096839i,0.00065559+0.00097628i,-0.0003147+0.0012785i
0.0013389-0.0010702i,1.5694e-05-0.00092394i,-0.00062655-0.00038936i,-0.0010098-0.00021387i,-0.0016177-0.00064649i,-0.0014897-0.00010841i,-0.0012102+0.00035879i,-0.00044839+0.00055218i,0.00046815+0.00081567i,0.00018753-3.9996e-05i,-0.00030721-0.00045867i,-1.593e-05-0.00042765i,0.00068447-0.00051347i,0.00095087-0.00038517i,0.00048836-0.00076465i,-0.00050424-0.00053635i,-0.0010446+0.00038842i,-0.0002123+0.0005309i,0.00073103+0.00042822i,0.00038703+0.00042017i,-0.00023053+0.00016928i,-0.00041023+0.00016062i,0.00030327+0.00049765i
0.0015322-0.0015058i,0.00068243-0.0024889i,-0.00054237-0.002652i,-0.00062109-0.0018063i,-0.00071537-0.00081987i,-0.0005206+0.00015143i,0.00038786+0.00063738i,0.00078034+0.00017727i,0.0010204-0.00018791i,0.00012914+3.661e-05i,-0.00083458+0.00032223i,0.00016521+0.00051524i,0.00033085+0.00049524i,-0.00055021+0.00050495i,-0.00077513+0.00036705i,-0.0001254+0.00032884i,0.000885+0.00024288i,0.00098267+0.00059086i,0.00089096+0.0015768i,0.00091873+0.0014681i,0.00045634+0.00011338i,0.00036001-0.00030401i,0.0002073-0.00015176i
-0.0010009+0.0020767i,-0.00024856+0.0018031i,0.00036757+0.0032378i,0.0010727+0.0028765i,0.00082454+0.0011832i,0.00022387-3.7874e-05i,1.948e-05-0.00030109i,2.199e-05-7.7489e-05i,0.00039342+0.00039025i,0.00053337+0.00042133i,0.00076775+0.0002874i,7.3103e-05-0.00047789i,-0.00023417-0.00083067i,-0.00010809-0.00021552i,-0.00083186+0.0002312i,-0.00129-2.5455e-05i,-0.000712+0.00029156i,0.00010158+0.00087798i,0.00024957+0.00074206i,-0.00012486+0.0010557i,-8.5785e-05+0.0013774i,0.00034062+0.0010127i,0.0003605+0.00057316i
0.0010528+0.0012057i,7.735e-05+0.001207i,-0.00042986+0.0012446i,-0.00073363+0.0012324i,-0.00033452-0.00034225i,0.00038947-0.0012856i,0.00072223-0.00052842i,0.00070727+0.00016636i,0.00088842+0.00040032i,0.0010866-0.00027048i,0.00061273-4.4227e-05i,0.00026834+8.658e-05i,-0.0004405-0.00018729i,-0.00050417+0.00032584i,0.00011295+0.00098055i,-0.00016466+0.000889i,0.000391+0.00080683i,0.00050308+0.00057596i,0.00043081+0.00015551i,0.0004919+0.00050316i,-0.00024198+0.00042383i,-0.00058244-0.00017224i,-0.00054993-0.00020016i
0.0017882+0.00084241i,0.0014583-0.00010359i,0.00093861-0.0014927i,0.0001727-0.001322i,-0.00075686-0.00015272i,-0.00081137-1.59e-05i,8.0761e-05-0.00041487i,0.00019686-0.00019824i,-0.00019987-0.00024044i,-0.000511-0.00058263i,-0.00056855-0.00039654i,-0.00069299-0.00028822i,-0.00099642-0.00067561i,-0.0007492-0.0011167i,-0.00035354-0.00056281i,-0.00054593+0.00074343i,-0.00098107+0.0008172i,-0.0014095+0.00064194i,-0.0016007+2.5079e-05i,-0.00070177-0.00016879i,-6.475e-05+0.00017727i,-0.00016143+0.00019325i,-0.00074128+0.00049485i
0.00042825-0.0018253i,0.00079367-0.0015237i,-0.00053312-0.00097511i,-0.00061705-0.00024178i,-0.00015707+0.00020809i,-3.0786e-05+0.00042158i,0.0002874+0.00045979i,0.00017472-2.4482e-05i,0.00060372-0.00026385i,0.00090835-0.00039762i,0.00077173-0.00098861i,0.0006898-0.00034912i,9.2267e-05+0.00018699i,9.05e-06-0.00054883i,0.00025499-0.00016897i,0.00019218+0.00043194i,-0.00041996+0.0005066i,-0.00045346+0.00093084i,-0.00019868+0.00043586i,0.00029201-0.00053121i,0.00025466-0.00027309i,0.00012106+0.0001609i,0.00016618+8.9163e-05i
0.001144+0.001016i,0.00096353+0.0011334i,0.00070702+0.0019898i,0.00037634+0.0014721i,-0.0002135+1.4604e-05i,-0.00097883-0.00097235i,-0.00070543-0.0011873i,0.00042844-0.00072898i,0.00056217-0.00046462i,0.00025081-0.001063i,0.00018857-0.0013396i,0.00018474-0.00089468i,0.00018578-0.00045351i,-0.00040784-0.00036092i,-0.00015276-0.00054719i,0.00012232-0.00022069i,-6.3109e-05+0.00027603i,5.5681e-05+0.00012355i,0.00020847+0.00015883i,0.00018774+0.00024447i,-0.00021011+0.00014001i,-0.00032345+4.8733e-05i,-0.00012257-0.00055644i
0.0018669+0.00059734i,0.0021593-0.00052447i,0.00183-0.0016581i,0.00067977-0.0013334i,9.2823e-07-0.00050838i,-0.00060316+0.00035474i,-0.0011133+0.0006397i,-0.00047574+0.00019896i,0.00045173+3.4797e-05i,1.5881e-06-0.0005122i,-0.00049046-0.0014212i,-0.0003071-0.0010845i,-0.0007235-0.00022657i,-0.001117-0.00031919i,-0.00061415-0.00050803i,-9.827e-05-6.2355e-05i,8.9304e-05+0.00056448i,5.3979e-06+0.00085241i,-0.00035362+0.00033158i,-0.00018656-0.00018921i,0.00059399-0.00088182i,0.00053008-0.00049573i,0.0001658+0.00014474i
0.00016175-0.00051974i,-0.00019714-0.00097968i,-0.0007835-0.00085792i,-0.0014558-0.00076967i,-0.0015971-0.0012163i,-0.0010766-0.0005761i,8.4062e-05-0.00069799i,0.00063822-0.0012603i,0.00037724-0.00075276i,0.00042414+9.3441e-05i,0.00036526+0.00033596i,0.00035345-3.4568e-05i,0.00012287-0.00035625i,-0.00028317-0.00014685i,0.00032606-0.00012209i,0.00061226-0.00056454i,-0.00017187-0.00028755i,-0.0012796-0.00011131i,-0.00063331-0.00057408i,0.00054461-0.00081518i,0.00017216-0.00017382i,-0.00038693+0.0004221i,-0.00090831+0.00040771i
0.00010385+0.00069012i,0.00021498+9.6378e-05i,0.00084425+0.00073607i,0.00030913+0.0011799i,-0.00014258+0.00046691i,-0.0002887+0.00038748i,-0.00034555+0.00073682i,-0.00016354+0.00036591i,0.0001691+0.00036683i,0.00058852+0.00064848i,0.00066465+0.00060857i,0.00081214+0.00059214i,0.00072634+0.00030894i,0.0002802-0.00040666i,-0.00075913-0.00045321i,-0.00065566-0.00056928i,-9.0986e-06-0.00070606i,-0.00034107+3.8946e-05i,-0.00013973+3.4903e-05i,0.00033708-0.00031645i,5.1485e-05+0.00011186i,-0.00020734+0.00088279i,-0.00054456+0.00091981i
-0.0011465+0.0012054i,-0.0019669+0.002389i,-0.0015858+0.0031058i,-0.0013986+0.0019489i,-0.00088939+0.00051145i,0.00021215-6.5729e-05i,0.00060044+0.00026712i,0.00043501+0.0003687i,0.00017656+0.00014496i,0.00035043-0.0010243i,0.00059203-0.0016147i,0.00056637-0.00085456i,0.00045438-0.00018982i,0.00046161-0.00037768i,0.00073802-0.00040909i,0.00024557-0.00016934i,0.00033663-0.00070964i,0.00082418-0.00072376i,0.00079735+0.00022i,0.00099921+0.00036993i,0.0013316-0.00065445i,0.0012343-0.00066136i,0.00063845-0.00037291i
0.0018599-0.00062191i,0.0015559-0.00018016i,4.1548e-05-0.0008551i,-0.0015619-0.0017503i,-0.001693-0.001774i,-0.0010842-0.0010334i,0.00010626-0.00067776i,0.00065164-0.00068061i,0.0004845-0.00082781i,8.4205e-05-0.0010429i,0.00023149-0.0010563i,0.00028515-0.0006787i,-0.00033752-0.00036425i,-0.00038795-3.1796e-05i,-7.3417e-05+0.00034632i,-0.00016365+0.00017923i,-0.00032146-0.00013469i,-8.2619e-05-0.00012026i,0.00029032-0.00033717i,0.00037853-0.00029842i,-3.2227e-05+0.00068239i,-0.00021683+0.00055221i,-0.00040366-0.00034095i
