-0.0021304+0.00060039i,-0.0022704+0.00077269i,-0.0018986+0.0011551i,4.9498e-06+0.0011536i,0.00074687+0.0016587i,0.00036302+0.0024926i,0.00075956+0.0030264i,0.0016998+0.0021013i,0.001355+0.0010778i,0.00021221+0.00063592i,0.00052884+0.00014078i,0.00089069-1.2687e-05i,8.1519e-06-0.0001641i,-0.0003322-0.00021204i,-0.00040479+0.00015785i,-0.00081669-4.5558e-05i,-0.00091293-0.00031692i,-0.00023739-0.00035019i,-8.2829e-05+0.00031234i,-0.00012933+0.0011932i,-0.00063499+0.00087518i,-0.00068921+0.00036814i,0.00028749+7.9705e-05i
-0.0001212-0.00068311i,0.00016749-1.2624e-05i,0.00054212+0.0010072i,0.00093036+0.001781i,0.0016454+0.0014016i,0.0022908+0.00024907i,0.0019391+4.7215e-05i,0.00063292+0.00034162i,-0.00065666+0.00072748i,-0.00079357+0.00090926i,-0.00035471+0.00055762i,-0.00053177-0.00010198i,-0.00080727-0.0001717i,-0.00066175-2.5979e-05i,3.2271e-05-0.00030241i,0.0010444-0.00057593i,0.00069549-0.00038912i,-0.00021556+0.00020392i,-0.00030163+0.00018307i,0.00042106+0.00021686i,0.0008341+0.00034749i,0.00012548+0.00034406i,-0.00040514+0.00019058i
0.0014513+0.00047373i,0.00091398-0.00057255i,0.0014397-0.00091644i,0.0016889-0.0010718i,0.0012163-0.0010583i,0.001737-0.00070031i,0.0011816+0.00051038i,-0.0003461+0.001292i,-0.00014034+0.0011902i,-9.3459e-05+0.00091481i,-0.00057164+5.3876e-05i,-0.00016634-0.00034037i,-0.00026273+0.00010467i,-0.00059326+0.00024018i,-0.00025447+0.000168i,0.00028921+0.00033695i,0.00092431+0.00067628i,0.0013932+0.00084831i,0.00080459+0.00093318i,0.00022683+0.00059087i,-2.1906e-05+0.00061815i,-0.00010237+0.00055626i,3.6667e-05+1.8853e-05i
-0.0013828-0.00090382i,-0.0013886+0.0011071i,-0.0016889+0.0022581i,-0.00074238+0.0011727i,0.00064535-3.3554e-05i,0.0016127-0.00019791i,0.0015457-0.00025178i,0.00069531-0.00048357i,-0.0004864+0.00027866i,-0.001056+0.0009081i,-0.00065574+0.0009549i,-0.00018431+0.00070529i,-6.2548e-05+0.0012102i,0.00019965+0.00080957i,-0.00011716+0.00042989i,-0.0012525+0.00095943i,-0.00067723+0.00072376i,0.00066412+0.00027676i,0.0013007-3.0785e-05i,0.000886+0.00054351i,-3.5897e-06+0.00028439i,-0.00010049-1.546e-05i,-0.00042507+0.00020281i
0.00068225+0.00066447i,0.0015626+0.0016095i,0.0026671+0.0022716i,0.0034875+0.0020912i,0.0025991+0.0018505i,0.0014647+0.00041679i,0.001133-0.00027718i,0.0005744-0.00021427i,0.00051334-1.392e-05i,0.00041099+0.00069834i,0.00045825+0.00084032i,0.00055025+0.00090886i,3.4969e-05+0.0010915i,-0.00032157+0.00090677i,-0.00010587+0.00046633i,0.00029426+0.0001078i,0.00017681-0.0004476i,-5.4014e-05-0.00076764i,9.52e-05-0.00040603i,2.8348e-06+0.00038529i,-0.00017986+0.00091579i,-0.00012976+0.0011118i,-0.00010212+0.00089389i
-0.00021098-0.0019055i,-4.13e-05-0.0025026i,-0.00043333-0.0011736i,0.00018194+0.00034029i,-0.00038722+0.0010934i,-0.00088808+0.00016451i,-0.00027392-0.00011738i,0.00032742+0.00088607i,0.00057862+0.0010128i,0.0001876+0.0010794i,-1.1436e-05+0.00087191i,0.00067323+0.00065504i,0.0002799+0.00012954i,-0.00037902-0.0008988i,-0.00013811-0.00037549i,0.00068063-0.0001625i,0.00094507-0.00016244i,0.00095357-0.00022124i,6.9369e-05+0.00017248i,-0.00045018+0.00075641i,0.00032751+0.00091281i,0.00057645+0.00027847i,0.00033117-0.00011725i
0.0019321+0.0011031i,0.0012308+0.0009087i,0.0019449+0.0018572i,0.0026612+0.0013263i,0.0019802-8.2538e-05i,0.00096396+0.0007309i,-3.4114e-05+0.00098445i,-0.00073398+0.00087456i,-0.00046379+0.00062288i,-0.00054399+0.00060873i,-0.0016106+0.00061803i,-0.0015881+0.0007097i,-0.00088543+0.00057163i,3.0683e-05+0.00024952i,0.00082697-6.119e-05i,0.00058179+0.00031786i,-0.00030726+0.00092199i,-0.0010511+0.00045158i,-0.00070165-0.00074971i,-0.00089407-0.0016686i,-0.00060156-0.0013276i,0.0001712-4.7178e-05i,0.00041727+0.00045969i
0.00019335+0.00089658i,0.0012757+0.0007673i,0.0019466-0.00040982i,0.0027772-0.00067879i,0.0022372-0.00033375i,0.0016874-1.6894e-05i,0.0021592+0.00054786i,0.0014312+0.00020292i,0.00051716+0.00029786i,0.000156+0.0009976i,0.0002537+0.00051233i,-8.1733e-05-0.00021742i,-2.2364e-05-0.00070769i,0.00036168-0.00045613i,-0.00013805-0.00014i,-8.4098e-05+2.7065e-05i,0.00025635+0.00042331i,-0.00041331+0.00042587i,-0.00052967-0.00041518i,-2.1078e-05-0.00071456i,8.9985e-06-0.00017554i,0.00015593-5.0418e-05i,0.00016045+7.6813e-06i
0.00057609-0.0001984i,0.0010391-8.2761e-05i,0.0019364+0.0011008i,0.001903+0.0011947i,0.0013738+0.00042208i,0.0010506+0.001017i,0.00066936+0.0004703i,0.00016037-4.0904e-05i,-8.9709e-05+0.00050188i,0.0001539+0.001142i,-0.00040945+0.0012911i,-0.0012057+0.00086645i,-2.3615e-05+0.00091398i,0.0015356+0.00059296i,0.0012261-0.00035798i,0.00035317-0.00073431i,8.7326e-05-0.00079358i,-0.00024564-0.00062418i,-0.00048153-0.00075022i,-0.00020803-0.00032058i,-0.0004791+0.00043963i,-0.00088604+0.00036596i,-9.4989e-05+0.00020959i
0.0014272+0.00094379i,0.0015467-0.00013056i,0.0029953-0.0010369i,0.0036649-0.001113i,0.0025956-0.0011864i,0.0015507-0.00087723i,0.0005204-0.00010384i,-0.00037977-1.6837e-05i,-0.00024291+3.8225e-05i,0.00034443+0.00022678i,0.0001224+5.4948e-05i,-0.0011892-0.00043321i,-0.0017135-0.00048297i,-0.00064351-0.00045087i,0.00055338-0.00093313i,0.0008616-0.00050866i,0.00038663+0.00025553i,0.00015622-0.00028571i,0.00011546-0.00061055i,1.7353e-05+0.00098271i,0.00046981+0.0019198i,0.0006183+0.00059116i,0.00045485-0.00012824i
0.00040898-0.00065918i,0.0004584-0.001451i,4.4765e-05-0.0020366i,-0.00019439-0.00098805i,-1.5442e-05+0.00055881i,0.00030325+0.00056297i,0.00031579-0.00066708i,5.451e-05-0.00067334i,-0.00041241+0.00031688i,-0.00028106+0.00065125i,0.00063703+0.00019349i,0.00056461+0.00045115i,-0.00011214+0.00031867i,1.3904e-05+3.4434e-05i,7.1934e-05-9.1298e-05i,-0.00072955-0.00026386i,-0.0001086-0.00063742i,0.00048939-0.00075145i,0.00010138-0.00064841i,0.00011161-0.0003795i,-0.0001466+0.00027737i,-0.0003569+0.00084716i,0.00039018+0.0015085i
-0.00060862+0.00030085i,-0.0010968+0.0005689i,-0.00044341+0.0012138i,0.00043041+0.0014689i,0.00079843+0.0017396i,0.0011634+0.0010003i,0.00075824-0.00027338i,0.00037418-0.00033403i,0.00044208-0.00025446i,0.00057128-0.00014106i,0.00073363+0.00060993i,-0.00016362+0.00076107i,-0.00060429+0.0006445i,-0.00025252+0.00045773i,-0.0003973-0.00028257i,-0.00032431-0.00017249i,0.00043649-0.00010181i,0.00039296-0.00075203i,0.0004299-0.0009676i,0.0005761-0.00062594i,0.00012831-0.00063143i,0.00083577-0.00043641i,0.00019811+0.00017378i
0.00036239-0.00069082i,3.3248e-05-0.00066091i,0.00065765-0.0013829i,0.000962-0.0010209i,0.00013897-0.00035476i,7.6884e-05+7.3554e-05i,0.00010934-0.00022454i,1.9896e-05-0.00026149i,0.00025091+0.00077446i,0.00055074+0.00034275i,0.0001105+0.00013623i,-0.00048993+0.00084482i,0.00026416+0.00073346i,0.0011552-0.00031284i,0.00073605-0.00066046i,0.00075576+0.00096409i,0.00021437+0.0016586i,-0.00016476+0.00075737i,0.00013865-6.8686e-05i,-7.0266e-06-0.00046201i,-0.00021566-0.00061112i,-0.00031186-0.00021672i,-0.00039949+0.00076662i
-0.0016831-4.8953e-05i,-0.0012263+0.00028584i,-0.0012769+0.00071644i,-0.00024654+0.0019821i,0.0012791+0.0026897i,0.0013863+0.0011254i,0.0002941-0.00041491i,5.2229e-05-0.00085276i,0.00011644+0.0002537i,1.9249e-05+0.0012756i,0.00011567+0.0013958i,0.00012112+0.0006823i,0.00017769-0.00049273i,0.00015577-0.00088307i,0.00027946-0.00054256i,0.00059973-0.00050887i,-3.1761e-05-2.3952e-05i,-0.0010372+0.00023712i,-0.00086843+0.00064391i,0.00033517+0.00073255i,0.0010907+0.00067547i,0.00083624+0.0010631i,0.00014956+0.00080338i
0.00074807+2.3365e-05i,0.00050681-0.00037456i,0.0015992-3.2159e-05i,0.0031373-0.00068962i,0.0033538-0.00089627i,0.0018015-0.00074446i,0.00085982-0.0004915i,0.00012925-3.2229e-05i,-0.0007406+0.00055479i,-0.00036025+0.0014283i,-8.6863e-05+0.0012039i,-0.00051412-0.00041067i,-0.00078314-0.00082574i,-0.00096271-0.00019817i,-0.00025301+0.00021882i,-0.00011729+0.00040063i,-0.00063025+0.00046088i,-0.00042908+0.00029706i,0.00038412+6.919e-05i,0.00045649+0.00033721i,3.5646e-05+0.00044549i,0.00032303+0.00013109i,0.00056749+0.00017153i
-0.00045916-0.0014241i,-0.00081634-0.00091444i,-0.0010458+0.00044182i,-0.0011588+0.00092091i,-0.00033869+0.00037214i,0.0011904+0.00028395i,0.00066689+0.00053217i,-0.00052233+0.00065956i,-0.00060228+0.00078419i,2.6519e-05+0.0013815i,-0.00018664+0.00131i,-0.00026703+0.00068164i,-0.00049163+0.00026415i,-0.00082735-5.5192e-05i,-0.00071973-0.0010291i,2.7189e-05-0.0015869i,0.00062698-0.0010937i,0.0002482-0.00051771i,-1.2328e-05+0.00012754i,-0.00057197+0.00039854i,-0.00033414+0.00037075i,0.00022229+0.00039403i,0.00043651+0.00018762i
5.968e-05+0.00027358i,0.00024939-0.00068485i,0.00099602-0.0011214i,0.001805+0.00050563i,0.0023335+0.0018147i,0.0023881+0.00075392i,0.0015849-7.5256e-05i,0.0010925+0.00016473i,0.0011508+0.0010986i,0.0013215+0.0012486i,0.00075557+0.00071887i,-6.7333e-05+0.00033356i,0.00044652-0.00033344i,0.0014446-0.0012568i,0.0018143-0.0011739i,0.00068051-0.00056423i,-0.00072782-0.00010912i,-0.00087374+0.00029076i,-0.00040812+7.1452e-05i,0.0001567-6.7885e-05i,0.0002744-0.00021695i,4.424e-05-3.4154e-05i,-0.00015466+0.00041999i
9.0189e-05+0.00052501i,0.00070204-0.00057779i,0.0011788-0.0018541i,0.0013549-0.002187i,0.0011511-0.0023199i,0.00045082-0.0010124i,0.00035809+0.00016342i,0.00042189+0.00032036i,8.1995e-05+0.00021503i,-0.00018868+0.00017534i,2.576e-05+0.001161i,0.00028624+0.001555i,9.0405e-05+0.0015652i,5.927e-05+0.0010399i,0.00069646+0.00024316i,0.0010478-0.00040034i,0.00059294-0.0010485i,-3.0799e-05-0.00079699i,2.2161e-05-4.1896e-05i,0.00048099-0.00030465i,0.00029949-0.00075122i,9.0778e-05-0.00028292i,0.00029537+0.00032347i
0.0011369-0.001609i,0.00099319-0.0022069i,0.00059343-0.0029563i,0.00030981-0.0012218i,-5.6962e-07+0.00022676i,0.00041176+0.00056839i,0.00086185+0.00071488i,0.00058432+0.00062153i,-0.000633+0.00030948i,-0.0012895+0.00055686i,-0.00048329+0.00057655i,-0.00060687+0.00044613i,-0.00052788+0.00098239i,-8.9775e-05+0.00041939i,-0.00040935-0.00087625i,-0.0003231-0.0011657i,-0.00011737-0.00080371i,-5.5934e-05+0.00036137i,0.00035776+0.000897i,0.00070748-0.00039016i,0.00013918-0.0013384i,-0.00065541-0.0009413i,-0.00046355-0.00027858i
0.00047447-0.00045408i,0.00049927+0.00047331i,0.00090694+0.0010858i,0.0015167+0.0012187i,0.0012255+0.0011527i,0.001465+0.0008099i,0.0015422+0.00037263i,0.00058511-8.1213e-05i,-0.00056171+0.00018465i,-0.00061937+0.0010262i,-0.00012196+0.00071737i,0.0002557+0.00014587i,0.0011689+0.00049501i,0.0016981+0.00044762i,0.00074982-0.00020101i,-0.00027863-0.0002902i,7.429e-05-0.0001491i,8.1969e-05-0.00013384i,-0.00058856+0.00020233i,-9.0815e-05+0.00024815i,0.00084017+0.00035984i,0.00048006+0.00029241i,-0.00053529-0.00027448i
-0.0019692+0.00051323i,-0.0010889+0.0017344i,0.00011439+0.0027036i,0.00085057+0.0029778i,0.0025604+0.0021041i,0.0030558+0.00029298i,0.0017992-0.00054236i,0.00033652-0.00046113i,-0.00045552+0.00027311i,-0.00098653+0.0013324i,-0.0015999+0.0010616i,-0.00087677+0.00014872i,0.0005486+2.3243e-06i,0.00092252-0.00037311i,0.00035846-0.00085204i,0.00014273-0.00073852i,0.00051881-0.00053319i,0.00039736-1.4099e-05i,0.00025727-0.00013846i,0.00052513-0.00034005i,0.00022197-0.00024136i,0.00019896-0.00036227i,0.00049163-0.00050479i
-0.00056484+0.0024365i,-0.00028389+0.0014565i,0.0010779+3.5323e-05i,0.0019465+0.00018331i,0.0019822-0.00036641i,0.0022785-0.00058291i,0.0019881-0.00043856i,0.00033043-0.00026263i,-0.00093962+9.638e-05i,-0.00018337+0.00033697i,0.00036016+0.00053786i,0.00022555+0.00057468i,0.00021903+0.00071109i,0.00026674+0.00028952i,8.1221e-05-0.0008168i,0.00024164-0.0013361i,0.00097619+3.3497e-05i,0.00044887+0.00046326i,-0.00054701-0.00019587i,-0.00077508-0.00037913i,-0.00058459-0.00063284i,-0.00032884-0.000283i,0.00018974+0.00061201i
-0.001073-0.0012053i,-0.0024158-0.0013058i,-0.0026097-0.00045123i,-0.0025991+0.0004419i,-0.00034018+0.0016027i,0.0016696+0.0017441i,0.0012692+0.0011384i,-0.00020001+0.00057581i,-0.00097184+0.00030714i,-0.00080545+0.0005157i,-0.00077112+0.0004492i,-0.00083899+9.9891e-05i,0.00024004-0.00011101i,0.0006934-4.2038e-05i,0.00061831+0.00016975i,0.00068799+0.00019266i,0.00032174+2.9361e-05i,4.4399e-05-0.00040261i,6.4231e-05-0.00031438i,0.0004328-0.00013035i,0.000658-0.00032627i,0.00079471+0.00020646i,0.00049764+0.0010406i
0.00049503-0.00031076i,0.00018045+0.00037243i,0.00098325+0.00069759i,0.0014014+0.00040294i,0.0015465+0.00037053i,0.0017687+0.00092524i,0.0015296+0.00079851i,0.0008035+0.0011731i,0.00015701+0.0014171i,-0.00033082+0.00055129i,-0.0002647-0.00054992i,-0.000305-0.00053941i,-0.00013667-0.00015999i,0.00046282-3.2212e-05i,0.00052311+9.1849e-05i,0.00027703+0.00036706i,0.00030144+0.00058473i,0.00044574+0.00042522i,-0.00048046+0.00067789i,-0.00046746+0.00063868i,0.00013515+0.00023495i,2.4131e-06-0.00038723i,0.00024628-0.00060806i
-0.0006073-0.00051274i,-0.0014554-0.00010884i,-0.0011916-0.00011038i,-0.00025772-0.00065175i,-0.00016527-0.00059067i,0.00078491-0.00028769i,0.0013404-8.4805e-05i,0.00066856-0.00041873i,-0.00022842+6.8665e-05i,-0.00072409+0.00097784i,-0.00058123+0.0015991i,-0.00042942+0.0014556i,-0.00040791+0.00073053i,0.00040018+0.00066272i,0.0010643+3.8695e-05i,0.0010385-5.2586e-05i,0.00048733+0.00013535i,-0.00028604-0.00057648i,-0.00078503-0.00049209i,-0.00075044+0.00063962i,-0.00064068+0.00070744i,-0.00019503-0.00012531i,0.00062263-0.00026522i
-0.0018807-0.00017064i,-0.0018783+0.00047889i,-0.0019182+0.00096616i,-0.00096738+0.00064559i,0.00088819+0.00086893i,0.0016712+0.0011417i,0.0014068+0.0005458i,0.00063099+0.00015423i,-0.00015511+0.00042916i,1.7591e-05+0.0008738i,0.00091813+0.00073959i,0.00076179-0.00012445i,0.00017975-0.00032767i,-7.2565e-05-6.0085e-05i,0.0001633+0.00028016i,0.00044581+5.6311e-05i,0.00058889+3.3487e-05i,-0.00029129+0.00026953i,-0.00098806+0.00037525i,-0.00019324+0.00043684i,0.00041544+0.0005291i,0.00021913+0.00061934i,-0.00032313+0.0011693i
-7.8983e-05+0.0023713i,0.0012829+0.0026047i,0.0026812+0.0017287i,0.0026366+0.00076919i,0.0023394-0.00020411i,0.0014938-0.00016335i,0.00054229-0.00029991i,-0.00044313-0.00025103i,-0.00098929+0.00038892i,-0.00062074+0.0004817i,-0.00017191+0.00087651i,-0.00039067-0.00025192i,-0.00036091-0.0011672i,-2.1535e-05-0.00052009i,-2.8129e-05-0.00043933i,-0.00013439-0.0006814i,-0.00022327-0.00032378i,0.00015896+0.00066087i,0.00086963+0.00086605i,0.0010928+0.00028261i,0.00019852+0.00086207i,-0.00035446+0.0015485i,0.00023529+0.0012154i
0.00037368-0.00040587i,0.00047435-0.001114i,-0.00053052-0.001569i,-0.00082512-0.0009387i,0.00056362-0.00078107i,0.0017462-0.00042054i,0.0014847-0.00018882i,0.00059939+0.0001131i,-0.00061903+0.0013222i,-0.0006838+0.0016299i,0.00046854+0.0012727i,8.9908e-05+0.0013383i,0.00012871+0.00085436i,0.00035717+0.00077907i,1.993e-05+0.00063289i,0.00067584+3.7519e-06i,0.0010283-0.0009649i,0.00065711-0.00079106i,-0.00030537-0.00010833i,-7.5195e-05+0.00015608i,0.00015416+0.00016567i,-0.00051394+0.00011103i,-0.00042211+0.00029862i
-0.0011541+0.0018133i,0.000175+0.0014279i,0.0010272+0.0016852i,0.0023206+0.0018872i,0.0034178+0.0015143i,0.0037873-9.4685e-05i,0.0027073-0.00047469i,0.00090692-0.0001592i,0.0001854+7.4567e-05i,0.00083285+0.00056312i,0.00074513+0.0015102i,0.00086439+0.00080975i,0.00075989-0.00099115i,9.3156e-05-0.0012968i,-0.00035979-0.00093572i,-0.00031929-0.00072011i,-5.5633e-05-0.0014866i,0.00010478-0.0014627i,0.00079707-0.0003588i,0.00089726+0.00037534i,0.00036669+0.00025834i,0.00044335+0.00044074i,-0.00012573+0.00061259i
0.0014259-0.00056554i,0.0012669+0.00015146i,0.0019834+0.00038824i,0.0018691+7.8717e-05i,0.00071261-0.0003313i,0.00085919+0.00045959i,0.0007579+0.0006665i,3.8277e-05+0.00013492i,0.00028124+0.00055841i,9.4488e-05+0.00099409i,-0.0010004+0.00083827i,-0.0010911+0.00080064i,-0.0011661+0.00045146i,-0.00099576-0.00046658i,-0.0001265-0.00045949i,0.00064687+0.00012667i,0.00045903+0.00011101i,0.00033557-0.00011178i,5.3179e-05+5.6469e-05i,-0.00093885+0.00089766i,-0.00092523+0.00093965i,-0.00057479+9.7142e-05i,-0.00063678+0.00013812i
0.00080174+0.00021895i,0.00090563+0.0012286i,0.0014282+0.00096601i,0.0016072+0.00045364i,0.0011325+3.4142e-05i,0.00095423-0.00013382i,0.00070331-0.00070996i,0.00035266-0.001016i,0.00023052-0.00029604i,-0.00023324+0.00052211i,-0.00030359-3.5944e-05i,1.6501e-05-0.0011678i,7.7765e-05-0.00091989i,2.2001e-05-0.00052364i,0.00027531-0.0010101i,0.00061209-0.00061724i,-0.00014994-0.00018964i,-0.0010569-0.00028217i,-0.00072466-8.4902e-07i,-9.9995e-05-0.00056422i,0.00017325-0.00093902i,3.1005e-05-0.00038756i,-0.00039653+8.3637e-06i
-0.00027205-0.00043801i,-0.00067366-7.9608e-05i,-0.0017015-0.00095235i,-0.001566-0.00095462i,-0.00070589+3.4669e-05i,0.0011894+0.0011134i,0.0023459+0.0012651i,0.00087775+0.00070715i,0.00048028+0.00029294i,0.00040567+3.4293e-05i,-0.00031724-0.00053094i,0.00029522-0.0011072i,0.00073638-0.00062482i,0.00024552+0.00043005i,-0.00012721+0.00011504i,-0.00035392-0.00022957i,-0.00018873-0.00012756i,-0.00038623-4.8564e-06i,-0.00041839+0.00049083i,7.5524e-05+0.00037529i,0.00042105-0.0002207i,0.00060796-0.00068595i,0.00085455-0.00016716i
-0.00078076+0.00025449i,0.00063194+0.0014705i,0.00069649+0.0018235i,0.0011002+0.0011771i,0.0020259+0.0014753i,0.0018528+0.00097801i,0.00076977-0.00025395i,-6.0822e-05-0.00089605i,-0.0005614+0.00023069i,-0.00023889+0.00083108i,0.00094895-0.00014988i,0.00065956-0.00056222i,-0.00032736-0.00042963i,-0.00016031-1.3377e-05i,0.0004827-0.0001522i,0.00049691-0.00070932i,0.00032231-0.00073339i,0.00039667-0.00020023i,0.00084118+6.5795e-05i,0.00052847+0.00015165i,0.00052832+0.00068665i,0.0008884+0.00046739i,0.00074282-4.5493e-05i
0.00010229-0.0001874i,0.00067804+0.00090298i,0.00065656+0.0013328i,0.00093273+0.00053417i,0.0019691+0.00084158i,0.0021715+0.0016797i,0.0011315+0.0011005i,0.00012591+0.00029383i,-0.00091885-6.5888e-05i,-0.00093971+0.00090272i,-0.00015724+0.001403i,0.00072016+0.00059587i,0.00054314+0.00014232i,0.000677+0.0002015i,0.00038426-0.00011478i,-0.00016151-0.00048647i,0.00061568+0.00026977i,0.0010737+0.0004468i,0.00072183-0.00017301i,0.00017137-5.0987e-05i,0.00054246+8.5198e-05i,0.0010234+0.00015314i,0.00077485+0.00027712i
0.00028513-0.00026189i,-0.00049528+0.00071183i,-0.00095077-5.5607e-05i,-0.0010701-0.0004771i,0.00015832-0.00078428i,0.0018482-0.00081483i,0.0014346-0.00018759i,-0.00028465+0.00024724i,-0.0008943+0.0011741i,-0.0006389+0.0015722i,-0.0005615+0.0012731i,0.00021501+0.0009968i,0.00046352+0.0002739i,-0.00036679+5.5935e-06i,-0.00032642+0.00013304i,8.7757e-05-0.00032774i,0.00052226-0.00047449i,0.00029317-0.00018077i,9.4858e-06+0.00022187i,0.00050707+0.00047279i,0.00013971+2.0643e-05i,-0.00075941-0.00091791i,-0.0010179-0.00097594i
-0.00028929+0.00065409i,1.3305e-05+0.0013904i,0.00043169+0.0022519i,0.00052858+0.0021452i,0.00095653+0.0021897i,0.0013067+0.0022503i,0.0014676+0.00067789i,0.0016646-3.6337e-05i,0.001109-0.00018392i,0.0004446+0.00039984i,-0.00027204+0.00087193i,0.00025376+0.00016438i,0.00069747+0.00017945i,0.00033409+0.00049257i,0.00055753-0.00016117i,0.00054847-0.00037729i,-0.00024398+0.00056952i,0.0002461+0.0007981i,0.00091144+9.9452e-06i,5.2796e-05-0.00067483i,-0.00044438-0.00010898i,-0.00067764+0.00070163i,-0.00076611+0.00035803i
0.00029472+0.00033707i,0.00082384+0.0011166i,0.0017503+0.0011156i,0.0025705+0.00078245i,0.0026273+0.00055197i,0.0020771+0.00024115i,0.00088974+0.0001672i,0.00034361+6.3157e-05i,0.00026901-0.00019886i,0.00023906+0.00024993i,0.00024381+0.0010971i,0.00023826+0.0012322i,0.00051973+0.0010556i,0.0006264+0.001138i,0.00078163+0.00091767i,0.00067192+0.00041086i,0.00014844+0.00024864i,0.00022953+0.0002871i,0.00023623+0.0006327i,1.7316e-05+9.0229e-06i,4.3011e-05-0.0011917i,-0.00016537-0.0014025i,-8.1263e-05-0.0012362i
0.00047835-0.00031315i,-0.00060904-0.00029476i,-0.00097376-0.0011341i,-0.00054986-0.001714i,0.00040644-0.0012759i,0.0010467-8.7637e-05i,0.00040258+0.00044262i,-0.00060904+7.8108e-05i,-0.0010472-0.00054872i,-0.00073035-0.00085994i,-0.00032674-0.0001903i,-6.6836e-05+0.00022649i,-0.00033413+0.00027276i,0.00020442+0.00063637i,0.00087056+0.00033651i,0.00047287-0.0003094i,0.00057546-0.00050761i,0.00040893-0.00030127i,-0.00073122-0.00037097i,-0.0010209+0.00027128i,-0.00026852+0.00062521i,0.00068505-0.0001196i,0.0010954-0.00047425i
0.0001055+0.00043276i,0.0001602+0.00099509i,0.0011211+0.00093543i,0.0019849+0.0010573i,0.0018833+0.0013392i,0.0011912+0.00063734i,0.00021416-0.00056439i,-0.00056877-0.0005022i,-0.00065528+0.00021386i,-0.00059907+0.00074366i,-0.00020439+0.0004488i,0.00037699-3.987e-05i,0.00035427-7.5953e-05i,0.00014537+0.00011773i,-0.00017207+2.2213e-05i,-9.0273e-06-0.00031129i,0.00065357-0.00074535i,1.9271e-05-0.00053991i,-0.0002976-0.00010235i,0.00031075+0.00025443i,-9.232e-06+0.0010128i,-0.00046834+0.0018275i,-0.001082+0.0016771i
-0.0017355-0.0011797i,-0.0015207+0.00075779i,-0.00039437+0.0016282i,-0.00036343+0.0018302i,-0.0011179+0.0023858i,0.00075109+0.0022971i,0.0021825+0.0015325i,0.0010487+0.00055263i,0.00016051-0.00011864i,-0.00019733-0.00013002i,-0.00010255+6.2733e-05i,-0.00020368-0.00022872i,-0.00052609+0.00014251i,-8.1767e-05+0.00073116i,0.00024687-0.00017019i,0.00011095-0.00072489i,-0.00018216-0.00077179i,-0.00028001-0.0012371i,-0.00065198-0.00061354i,-0.00088919+0.00025289i,-0.00011291+0.00039206i,0.00065311+0.00032049i,0.00081276+0.00055301i
0.0016224+0.0019725i,0.0033805+0.001879i,0.0040714+0.00066239i,0.0033744-0.0010562i,0.0021448-0.0013545i,0.0013116-0.00053545i,0.00046499+0.00019065i,0.0008025+0.00079383i,0.00093731+0.0015361i,0.00041985+0.0018433i,3.541e-05+0.0014772i,0.00020731+0.00074199i,0.00046965+0.00039982i,8.6405e-05-0.00010332i,0.00028572-0.00052995i,0.00044751-0.00027589i,0.00063876+0.00027351i,0.0011428+0.00032731i,0.00066457-0.0001363i,-0.00014249+0.00016064i,-0.00042565-1.7279e-05i,-0.00029948-0.00011429i,-5.2835e-06-0.00038862i
-0.0015811+0.00072484i,-0.0008349+0.00058531i,-8.1414e-05-4.4159e-05i,0.0010579+0.00032664i,0.0010913+0.0010179i,0.00080181+0.00038368i,0.00098098-0.00089598i,0.0010055-0.00083145i,-0.00052672+1.3638e-05i,-0.001322+0.00017445i,-0.00050559+1.9404e-05i,0.00024225+0.00027005i,0.00059303+0.00024384i,0.00099205-0.00053072i,0.00042046-0.0012457i,0.00011252-0.0010535i,-0.00017831-0.00028033i,-0.00060537+0.00015238i,1.998e-05+0.00025975i,0.00012306+0.00020208i,-0.00013688-0.00021072i,0.00048025+0.00044385i,0.00049067+0.0006858i
-0.00070449+0.0025304i,0.00044546+0.0030961i,0.0020655+0.0033328i,0.0026304+0.0027007i,0.0025416+0.0017082i,0.0022094+0.00079043i,0.0010085+0.00071501i,-0.00038475+0.0004224i,-0.001004+6.756e-05i,-0.00033061+0.00025658i,0.00099957-0.00012822i,0.001214-0.00075889i,0.0004108-0.00079742i,-0.00042214-0.00031672i,-0.00014855-7.6178e-06i,-5.811e-05+0.00063383i,-0.00050102+0.00062778i,-0.0002715+0.00039363i,0.00014101-0.00045854i,0.0004533-0.00058062i,-8.6401e-05+0.00027571i,-0.00018147+0.00042465i,0.0006177+0.00025486i
0.00076941+0.0011641i,0.0008049+0.00030522i,0.00064265-0.00013462i,0.0014812+0.00023953i,0.0019663-7.8922e-05i,0.0015803+0.00030898i,0.0013154+0.00096614i,0.0011263+0.0011709i,0.00051742+0.00090533i,0.00027462+0.00068923i,0.00043049+0.00041905i,-0.00019905+0.00064352i,-0.00077266+0.00027941i,-0.0003845-0.00056055i,0.00029926-0.00076203i,0.00069383-0.00064992i,0.00010929+0.00021256i,-0.00035787+0.00074321i,-4.8019e-05+0.00038936i,0.00066363-0.00010966i,0.0010945+0.00024017i,0.00041451+0.00044767i,0.00022944+0.0005997i
