-0.0044642-0.0005217i,-0.001994-0.0011883i,-0.0020115-0.0010094i,-0.00132+0.0014048i,-8.5163e-05+0.0030682i,0.00022098+0.0030597i,0.00013091+0.0020581i,0.0006866+0.0013484i,0.0006375+0.0012057i,0.00041944+0.00095203i,0.000637+0.00034105i,0.00047585-0.00080469i,0.00028684-0.0013542i,0.00027168-0.0010479i,0.00050493-0.00026163i,0.00054131-0.00011698i,-0.00044489-0.00092683i,-0.0012065-0.00059162i,-0.00095541+0.0006243i,-0.00047553+0.0011236i,2.527e-07+0.00070914i,-0.00017498+0.00058462i,-0.00052172+0.00084915i
-0.0020653-0.00098421i,-0.002097-0.0011792i,-0.0017071-0.00017538i,-0.00076882+0.00020783i,0.00041781+0.00076148i,0.00048159+0.0012926i,-0.00082049+0.00046297i,-0.00051461+0.00010685i,3.6975e-05+0.00015648i,-0.00048644-0.00036681i,-0.00034187-0.00032765i,3.7667e-05+6.932e-05i,0.0001763+0.00030295i,0.0005337+0.00043464i,0.00068491+9.0467e-05i,0.00068772-0.0002294i,0.00015202-0.00036219i,-7.2689e-06-0.00065869i,3.69e-05-0.0008643i,-0.00026166-0.00064919i,-0.00082358-0.00015915i,-0.00068042-0.00018648i,-0.00027553-0.00053382i
-0.00067004-0.00010087i,-0.00024678+3.6237e-05i,0.00025069-0.00061002i,0.00040265-0.00039916i,-0.00019971-0.00029797i,-0.00028434+2.1423e-05i,-0.00076371-0.00016556i,-0.00050521-0.00094173i,0.00039107-0.00068298i,0.00054086-0.0010332i,0.00041818-0.0012335i,-0.00042818-0.0007133i,-0.0010953-5.5321e-05i,-0.00052443+7.9905e-05i,2.6236e-05-0.00045291i,-0.00059607+0.00017064i,-0.0014009+7.1792e-05i,-0.00079001-0.0012128i,-0.0001841-0.00082285i,0.00028661+0.00022944i,0.00044607+7.136e-05i,0.0002115-0.00017981i,0.00025733-0.000183i
-0.0013324+0.00081376i,-0.0002979+0.00041625i,0.00056535-6.1162e-05i,0.0010264+0.00072274i,0.0007059+0.0015082i,0.00059653-8.2002e-05i,0.0004293-0.00060636i,8.2938e-06-0.00020807i,-0.00066896-0.00052694i,-0.0011563-0.00063983i,-0.00091022-3.9527e-05i,-9.8449e-05+0.00058733i,0.00040478+0.00098981i,0.0006529+0.00086001i,0.00022378+0.00028873i,-0.00074737+5.7433e-05i,-0.00066286+0.00037877i,-0.00040168+0.00027797i,5.2404e-05-6.9401e-05i,0.00074723-0.00037477i,0.00024864-0.00015387i,-8.2697e-05+0.00015878i,0.00026871+0.00042739i
-0.00073912-0.00093118i,-0.00081376-0.0013169i,-0.001213-0.00084856i,-5.2902e-05+0.00033354i,0.00058273+0.00094867i,-0.00018494+0.00071424i,-0.00023492-0.00043052i,0.00029621-0.00070455i,-0.00021948+0.00025113i,-0.00045573+0.00081609i,-0.0005736-0.00013574i,-0.00019331-0.00073436i,0.00065547-0.00038035i,0.00030947-0.00020151i,-0.00019864-7.3032e-05i,-8.0477e-05+0.00020233i,0.00011141+0.00044717i,0.00036361+4.6987e-05i,0.00062854+0.00015616i,0.00033229+0.00047496i,-1.9556e-05+0.00050694i,0.00016332-0.00024718i,0.00028288-0.001131i
0.0013962+0.00065184i,0.0019214-0.00046343i,0.002189-0.0014878i,0.00228-0.0013474i,0.0024337-0.0011394i,0.0012025-0.00098001i,-0.00021244-0.00062535i,-0.00029925-9.3295e-05i,6.5237e-05-0.00022939i,2.3947e-05-0.00060283i,-0.00028311-0.00065531i,-0.00037762-0.00027748i,-0.00042687+0.00028833i,-0.00051854+3.0726e-05i,-0.00058248-0.00041438i,-0.00062902+0.00028491i,-0.00033592+0.00087163i,-0.00010841+0.00074891i,0.00012835+0.00073103i,0.00065778+0.00080041i,0.00040414+0.000479i,-0.00013663-0.00030695i,0.00030327-0.0011665i
7.2853e-05-0.00012355i,-0.00049722-0.0010082i,-0.00041827-0.0011688i,-0.00015865-0.0012047i,-0.00028458-0.00091292i,-0.00082869-9.2346e-05i,-0.00060893+0.00026819i,-0.00026924+0.00032817i,-0.00097844+0.00010838i,-0.0010397-0.00014755i,-0.00090486+5.6598e-05i,-0.0017854-1.9055e-06i,-0.0019431-0.0004524i,-0.0013965-0.00089511i,-0.00091446-0.00073782i,-0.0010438-7.474e-05i,-0.0013471-3.4224e-05i,-0.001121+0.00022212i,-0.00013983+0.00037347i,-0.0001427-0.00023126i,-0.00014443-0.0003605i,4.9293e-05+0.00039414i,-0.00021096+0.00063114i
0.0018994-0.0016823i,0.0010471-0.0018811i,0.00021131-0.0013962i,-7.0907e-05-0.0007358i,0.00033438+8.36e-06i,0.00021075+0.00062642i,2.5182e-05+0.00019178i,0.00027539-2.2437e-05i,-0.00026388-6.524e-05i,-0.00054906-0.00042014i,-0.00076644-0.00020183i,-0.0007886+0.00021645i,-0.0005434+0.00044141i,0.00025653+0.00058091i,0.00078036-0.00021659i,0.00018708-0.00065852i,-0.0010233+0.00027513i,-0.0009232+0.00057845i,0.00065658-4.309e-05i,0.00059515-0.00075938i,-0.00062606-0.00092767i,-0.00059964-0.00049364i,6.7008e-06-0.00036883i
-0.00050397-0.0019648i,-0.00048405-0.0020529i,-0.0010298-0.0012273i,-0.0009852-0.00038927i,-0.00036837-1.7309e-05i,-0.00016499+0.00032773i,-0.00014044+0.00025743i,-0.00027551-0.00063796i,-0.00040201-0.001292i,-0.00068964-0.0012158i,-0.0007241-0.0010239i,-0.00010278-0.0003718i,-0.00019107+0.00053498i,-0.00023673+0.00072728i,0.00026864+0.00033243i,0.00047418+0.00018737i,0.00061691+0.00042637i,0.00012579+0.0007661i,-0.00013035+0.00096983i,0.00012734+0.00086777i,-0.00049352+0.00037091i,-0.00089488-0.00011634i,-0.00064185-0.00012395i
-0.00060445-0.0024248i,-0.0013895-0.001414i,-0.0011473+0.00035583i,0.00010718+0.0017656i,0.00032703+0.0021591i,-0.00038331+0.0018414i,-0.0004795+0.0015681i,0.00037796+0.00067227i,0.00039212-0.00054608i,-0.00044441+4.8431e-05i,-0.00065987+0.00097639i,-0.00046964+0.00027745i,0.00016965-0.00054262i,0.00098824-0.00032455i,0.0010439-1.2659e-05i,0.0005041+0.00021232i,0.00070552+0.00052698i,0.00077932+0.00037248i,5.9721e-05-6.5134e-05i,-0.00033394-9.3736e-06i,-2.9223e-05-0.00023866i,-0.00024798-0.00026737i,-0.00032724+0.00045786i
-0.001471-0.0018621i,-0.0011852-0.002209i,-0.00084477-0.0011963i,-0.00060522+0.00016883i,0.00023059+0.00030196i,0.00071781+0.00072973i,0.00051216+0.00065611i,0.0004988-0.00021416i,0.00068827-0.00056523i,-0.00014367+0.00039121i,-0.00065593+0.0010468i,0.00016285+0.00090828i,0.00079799+0.00051285i,0.00067275-7.3871e-05i,0.00049967-0.00021572i,0.00053863-0.00013858i,0.00079998+0.0006966i,0.00026371+0.00048262i,0.00019085-0.00069377i,0.00055647-0.00063045i,0.00045347+0.00034065i,0.00063937+0.00062954i,0.00057304-3.0184e-05i
-0.00088202-0.0014988i,-0.00020253-0.0013728i,-0.0004536-0.0006815i,-0.00032753+0.00039597i,0.00018739+0.00037905i,4.5813e-05-3.6887e-05i,0.00019653-0.0002939i,0.00020871-0.00050775i,0.00011139-0.00061911i,-0.00014719-0.00052584i,-0.00019215+0.00038211i,-0.00041713+0.00078292i,-0.00038317+0.00046967i,-5.5406e-05-0.00026161i,-0.00035587-0.00098311i,-0.00076355-0.00070965i,-0.00068341-0.00019959i,-0.00073838-0.00016896i,-0.00024924-0.0003235i,-0.00027127-0.00010104i,-0.00055532-3.7018e-05i,0.00013713-0.00063257i,3.8853e-05-0.00093737i
0.00095401-0.0022893i,0.0005342-0.0028446i,1.5584e-05-0.0023242i,-0.00053379-0.00099638i,-0.0013807-0.00025127i,-0.0015205-0.00020358i,-0.0010267+9.7757e-05i,-0.0002183-0.00010669i,-9.3898e-05+7.5724e-05i,-0.0010099+0.00070472i,-0.00057202+0.00027027i,0.00048159+2.2841e-05i,0.00063124+0.00025897i,0.00078341+0.00035813i,0.00086469+0.00023603i,0.00050024+0.00049381i,0.0005633+0.0011553i,0.00069025+0.00085379i,0.00025524-0.00020548i,1.7542e-05-0.00014991i,1.0281e-05+0.00057285i,-0.00069846+0.00046378i,-0.00059175-0.0006626i
0.00037519+0.00087525i,0.00059652+0.0010908i,0.00012639+0.00093507i,1.4431e-05+0.00083835i,0.00036542+0.00076408i,0.00019648+0.00079508i,-0.00051773+0.00080257i,-0.00034199+0.00072415i,-0.00022644+0.00042384i,5.1327e-05+0.000316i,-0.00024211+0.0005692i,-0.00083266+8.2969e-05i,-0.00063714-0.0007954i,-0.00027948-0.0010185i,-0.0001035-0.00082652i,0.00011387-9.1023e-05i,-0.00018747+0.00090129i,-0.00034541+0.00071358i,-0.00011655+0.00043957i,-0.00039441-0.0003466i,-0.00030895-0.0003157i,0.00037412+1.8007e-05i,0.0001601-0.00025459i
0.00098159+0.00036282i,0.00053925-0.00057965i,0.0014882-0.00073349i,0.0025595-0.00034177i,0.0023611-0.00056864i,0.00095943-0.0002809i,0.0001401-9.4599e-05i,-0.00027568-0.00036445i,-1.5544e-05-0.0011312i,0.00076509-0.00099795i,0.00056397+6.8134e-05i,-0.00043765+0.00049371i,-0.00023724+0.00035821i,0.00031051+0.00049166i,-0.0001464+0.00090972i,-0.00043396+0.00022702i,-0.00015658-9.7574e-05i,-0.00038791-4.7305e-05i,-0.00068744-7.8325e-05i,-0.00064886+0.00051505i,0.00029122+0.00080879i,0.00087966+0.00014941i,0.00026954-2.841e-05i
-8.0256e-05-0.00033461i,0.00063465-0.00073851i,-0.000267-0.00062396i,-8.2581e-05-0.0006147i,0.001005-0.00061381i,0.00079168-0.0004207i,0.00027004-0.00032621i,0.00049344-0.00038276i,0.00045493-0.0007638i,-0.00021218-0.0003799i,0.00026285-0.00085039i,0.00053758-0.00099362i,0.00011861+0.00012642i,-0.00019627-5.5667e-05i,4.1348e-05-0.001093i,0.00042601-0.00045484i,-0.00015528+0.00016577i,-0.00034012-0.00047222i,-6.4572e-05-0.00047102i,-0.00026293-0.00063702i,-6.5501e-05-0.0013181i,0.00034118-0.00081396i,9.5528e-05-7.4456e-06i
0.0012374-0.001016i,0.001443-0.0018459i,0.0010912-0.0016524i,0.00022275-0.0015106i,-0.00055063-0.0020707i,-0.0014044-0.0015728i,-0.0011199-0.00085544i,-0.00025115-0.0012767i,-0.00039645-0.00096549i,-0.00013629-0.0003038i,-0.00014695-0.00066011i,-0.00041795-0.00099622i,0.0003509-0.00050819i,0.00047583+0.0010368i,0.00040429+0.0013692i,8.7951e-05+0.00029413i,-0.00071708-0.00074881i,-0.00039634-0.0008421i,-0.00032114-0.00071358i,0.00028662-0.00099642i,0.000945-0.0004404i,0.00052679+0.00021267i,-0.00040165+0.00011434i
7.1623e-05+0.00019398i,0.00041674+0.00013562i,0.0010719+0.00031416i,0.0010826-0.00032888i,0.00083388-0.0014517i,0.00048688-0.00097974i,0.00026046+0.00033675i,0.00036788+0.00023871i,0.00036349-0.00022509i,0.00019453+3.8767e-05i,0.00017326+7.6187e-05i,3.5177e-05+0.00011163i,0.00021709+0.00018889i,-0.00019814-0.00014487i,-0.00010743-0.00034409i,0.00029738+6.3224e-05i,0.00053836+0.00062993i,0.00022353+0.00071912i,-0.00085232+0.00041429i,-0.0014372+0.00061403i,-0.00017355+0.00056422i,0.00035444+0.0003688i,0.00018351+0.00040172i
0.00091733-0.0014549i,-0.00042204-0.0008982i,-0.00084046-0.0013277i,-0.00063784-0.0010885i,-0.00078232-0.00024119i,-0.00070415+0.00065699i,-0.00070172+0.0010837i,-0.00045933-9.7569e-05i,0.00032597-0.0006384i,0.00018224-0.00048952i,7.546e-05-0.00070784i,0.00039797+0.00023523i,0.00036544+0.00039434i,-0.00033491-0.00010263i,-3.9116e-05-0.00013199i,-4.6251e-05-2.9673e-05i,-0.00015101-0.00033226i,1.4704e-05-0.00066506i,3.5662e-06-0.00044206i,-0.0004038+0.00013028i,-0.001537+0.00023215i,-0.001375-4.3706e-05i,-0.00018374-0.000264i
0.0032964-0.00033645i,0.0037043-0.0019829i,0.0040045-0.0021855i,0.0041837-0.0019946i,0.003231-0.0020039i,0.0019351-0.0021841i,0.00074019-0.0011032i,0.00040725-0.00094045i,0.00058014-0.0010593i,1.8669e-05-0.00056156i,-0.00031608-0.00056213i,-0.00011865-0.00049215i,-0.00066767-8.3292e-06i,-0.001409+0.00032111i,-0.0014923-0.00023678i,-0.00097106-0.0011116i,0.00015056-0.0011201i,0.00065203+0.0003353i,0.00030583+0.0011398i,0.00011782+0.0006378i,0.0010725+0.00035254i,0.0012825+0.00018097i,0.0010583-0.00056503i
0.00093738+0.0011416i,0.00072255-3.69e-06i,0.0009507-0.00090606i,0.00098237-0.0013314i,0.0010508-0.0013105i,0.00052358-0.00015505i,-0.00039215+0.00060427i,-0.00029789+0.00033795i,-0.00024595-0.00054118i,-5.8493e-05-0.0011899i,1.8029e-05-0.00044199i,-0.00033561+0.00015214i,-0.0004918+0.00068409i,8.8331e-05+0.00079361i,0.0005634+0.00047629i,-0.00032578+0.00020008i,-0.00066086-0.00038585i,-0.00029325-0.00098074i,0.00027647-0.00028497i,0.0007513+0.00011871i,0.00049607+4.8242e-05i,-5.3588e-05+4.5425e-05i,0.00032952+0.00014552i
-0.0008513-0.00018615i,-0.00043661-0.00046836i,0.0004713+0.00027996i,6.764e-05+0.00048271i,0.00019886+0.00032746i,0.00025759+0.00018494i,9.4978e-05-6.7826e-05i,0.00031425-7.6614e-05i,-0.00013167+0.00058909i,-4.3367e-05+0.0011129i,6.7102e-05+0.0002731i,-0.00022599-0.00046995i,-0.00049142+0.00010782i,0.00042373+7.2331e-05i,0.00089385-0.00054829i,-1.6102e-05-0.00080828i,-0.00041588+0.00031565i,-0.00019164+0.00077962i,-0.00017512+9.573e-05i,-5.5485e-05-0.00022503i,2.5248e-05-0.00033975i,-0.00013772-0.00026597i,0.00051055+5.3194e-05i
0.00036308-9.9028e-05i,0.00088584-0.0012873i,0.0015374-0.0018499i,0.0015311-0.0006371i,0.0011907+0.00049375i,0.0002467+0.00089344i,-0.0004793+0.00089354i,-0.00053414-0.00011193i,-0.0004894-0.00068521i,0.00045093-0.00025086i,9.523e-05+2.8483e-05i,-0.00058285-0.00034017i,-0.00024926-0.00022032i,0.00035186-0.00010527i,0.00030615-0.00066265i,-0.00016915-0.00037459i,0.00073468+0.00026024i,0.0013095+0.00060268i,0.00076784+0.00067373i,0.00010781+7.8191e-05i,0.00011934-0.00061436i,0.00075438-0.00060246i,0.00068583+0.00049061i
-0.00072746-0.00063581i,-0.00082828-0.0026661i,0.00082455-0.0014063i,0.0025869-0.0002938i,0.0030355-0.00064271i,0.0016242-0.00042645i,0.00029767-0.0002968i,-0.00025836-0.00010993i,-0.00053137+0.00046799i,-0.00025723+0.0008156i,-0.00041895+0.00066987i,-0.00056224+0.00027738i,-0.00065493-0.00025256i,-0.00055786-0.00042644i,0.00054437+0.00021246i,0.00053466+0.0003108i,2.6897e-05-0.00019296i,0.00029247+0.0003424i,0.00057993+0.00093304i,0.00025658+0.00034043i,0.00025013-0.00018665i,0.00017507-1.9959e-05i,-0.00030797-1.6637e-05i
-0.00025852-0.00072427i,0.00045521-0.00063557i,0.00053054-0.00096445i,0.00016765-0.00038187i,-6.9473e-05+0.00062199i,-4.3061e-05+0.0010693i,-0.000451+0.00038744i,-0.00086787-0.000506i,-0.00071615-0.00048693i,-0.00032431+3.4207e-05i,-0.00010068+0.00026718i,-0.00017925+0.00027851i,5.7688e-05+7.7676e-05i,0.000267+0.00014247i,-0.00044515+0.00052433i,-0.00046061+0.00083569i,-0.00021307+0.00083242i,-0.00041317+0.00054162i,3.5787e-05+0.00052731i,-5.381e-05+0.00012447i,-0.00054695-0.000439i,1.6617e-05-0.00020052i,0.00072503+0.00014508i
-0.00098885+0.00015627i,-0.0015859-0.0003993i,-0.0014453-0.0015042i,-0.0019786-0.00033085i,-0.002042+0.000883i,-0.0010968+0.00089745i,-0.00036442+0.00027966i,-0.00043533-3.0541e-05i,-0.0012875+8.1946e-05i,-0.0011174+0.00020487i,0.00064347+0.000518i,0.0018413+0.00084713i,0.0010091+0.00082499i,0.00050047+0.0009673i,0.00027354+0.0010899i,-0.00017814+8.1002e-05i,5.1452e-05-0.0012804i,0.00028405-0.0011553i,-0.00025213-0.00043369i,-7.4967e-05+8.3662e-05i,0.00031024+0.00053205i,5.4436e-05-0.00016622i,-0.00026862-0.00099871i
-0.0005821-0.0016589i,0.00095576-0.0012883i,0.0014906+0.00050826i,0.0016298+0.0014293i,0.0017171+0.0011564i,0.0013386+0.00059823i,0.00081947+3.4231e-06i,0.00056472-0.00047407i,6.8142e-05-0.00028679i,-0.00043436+0.00094605i,0.00036896+0.0010864i,0.00088216+0.00022005i,0.0006605+0.00034903i,0.00057094-6.1247e-05i,0.00063099-3.4057e-05i,0.00042389+0.00046235i,-0.00040368+0.00024857i,-0.0012432-0.00021883i,-0.00101+4.4011e-05i,-0.00032911+0.00031872i,0.00027316+0.00046082i,0.00017028+0.00081677i,-2.8377e-05+0.00077479i
-0.0022481-0.0012193i,-0.0015009-0.0017171i,-0.001908-0.0015955i,-0.00075419-0.00074614i,0.0006332+8.4159e-05i,-0.0004073+0.00041564i,-0.00061715+0.00044123i,-0.0002053+0.00063863i,-0.00061156-0.00029697i,-0.00098307-0.00044455i,-0.00096475+0.00035481i,1.8462e-05+0.00074233i,0.00040389+0.00078611i,0.001249+0.0003716i,0.001798+0.00037907i,0.00079868+0.00014834i,3.7959e-05+0.00028443i,-0.00022509+0.00020789i,-0.00071336-0.00042206i,-0.0010031-0.00042005i,-0.00083918-0.00038313i,2.1554e-05-0.00017992i,0.00021023+0.00022188i
0.0012387-0.00069879i,0.00097626-0.00098005i,0.00037251-0.0016606i,-5.267e-05-0.0017529i,-0.00080151-0.0012493i,-0.00099454-0.00028323i,-0.00078101+0.00064666i,-0.0012018+0.00040024i,-0.00051173-0.0001258i,0.00021415+0.00036912i,-0.00048738+0.00055955i,-0.00092353+0.00031789i,-0.00074409+0.001196i,-4.0153e-05+0.0011621i,0.00037812+0.00042145i,-0.0004451-0.00052477i,-0.00093172-0.0010772i,-0.00082186-0.00042384i,-0.00053144+0.00023862i,0.00045697+0.00063506i,0.0010063+0.00081681i,0.00072794+0.00061829i,0.00041768+0.00034928i
-0.00063165-0.0016836i,-0.0013121-0.0010639i,-0.00088043-0.00030595i,0.0011115-0.00060066i,0.0014967-0.00014686i,0.00061762-3.0409e-05i,2.6966e-05-0.00050523i,-0.00032516-0.00065602i,-0.00030326-0.0003145i,-0.0003946+0.00042179i,-0.00038012+0.0009803i,0.00023382+0.00079092i,0.00057103-0.00023068i,0.0005268-0.00041022i,0.00061014+0.00019693i,0.00080174+0.00044776i,0.00042025+0.00020792i,-0.00055584+0.0002413i,-0.00041577+0.00024468i,9.4739e-05+0.00013455i,-0.00018491+0.00039449i,-0.00025145+0.00054615i,8.3254e-05+0.00013786i
0.00053169+0.0021201i,-8.4766e-05+0.00086202i,0.00024336+0.00022416i,9.0186e-05-0.00018424i,-5.1991e-05-0.00016475i,0.00031304+0.00011823i,-0.00031186-0.00040479i,-0.00044562-0.0007756i,-0.00012-0.00091285i,-0.00022574-0.00072949i,-0.00020067-7.2633e-06i,-0.00017174+0.00055531i,0.00010234+0.0001496i,0.00019272-0.00074278i,0.00034896-0.0014381i,0.001605-0.00093915i,0.0014561+0.00010739i,-0.00011974+0.00032317i,-0.0002526+0.00011587i,3.6791e-05+0.00011003i,0.00012272+9.7908e-05i,0.00048281-0.00023598i,0.0011418-0.00049964i
0.00059275-0.002599i,0.00013126-0.0029071i,-3.5154e-06-0.003329i,0.00039196-0.0021774i,9.5166e-05+0.00036721i,-0.00046436+0.0014004i,-0.00036747+0.0011038i,-0.000159+0.00059455i,-0.0005158+0.00012933i,-0.00062804-0.0004872i,-0.0011563-0.0011614i,-0.0010779-0.00065178i,-0.00014719-0.00015252i,0.00040576-0.00096746i,9.7813e-05-0.0013319i,6.8738e-05-0.0012481i,0.00026928-0.0013433i,-0.00044133-0.0011152i,-0.00090834-0.00096995i,-0.00043812-0.0013407i,0.00038932-0.00099576i,0.0010892-0.00034468i,0.0010956-0.00029017i
0.00070374-0.0018419i,0.00022648-0.0015339i,0.00050661-0.0012865i,0.0010875-0.00099417i,0.00086584-0.00055805i,0.0003937-1.3829e-05i,4.2468e-05+9.9285e-05i,0.00020434-0.0004909i,2.7588e-05-0.000408i,-0.00044066+0.00052017i,-0.00041404+0.00032681i,-0.00025137+0.00020664i,-0.00026512+0.00055024i,-2.3364e-05+0.00069834i,0.00050909+0.00093063i,0.00083784-0.00047441i,0.00019366-0.0012135i,-0.00032777-0.00094916i,0.00016757-0.00019328i,0.00064745+0.00042159i,0.00096429-0.00018313i,0.0009775-8.2858e-05i,0.00099154+0.00015279i
0.0032157+0.0015253i,0.0035066-0.00037707i,0.0023319-0.0014785i,0.0013186-0.0017938i,0.00044333-0.001655i,-8.3984e-05-0.00069371i,-0.00077954-0.00016328i,-0.00086468-0.000522i,-0.0002491-0.00068618i,-0.00040347-3.6815e-05i,-0.00012554+0.00054362i,-3.2995e-06+0.00032983i,-0.00069947+0.00010849i,-0.0007848-0.00015191i,-0.00045012-0.00064492i,-0.00037725-0.00097421i,-0.00044926-0.001303i,-0.00078915-0.0010643i,-0.00092938-0.00068071i,-0.00018935+6.3011e-05i,-6.0639e-05+0.00075908i,-0.00037269+0.00020476i,-0.00020088-0.00037191i
0.001206-0.0019056i,0.00044305-0.0018487i,-0.00045076-0.0021501i,-0.00086527-0.0014382i,-0.001936+0.00011533i,-0.0023346+0.00076839i,-0.0015285+0.00012211i,-0.0005887-0.00025737i,-0.00058883-0.00023731i,-0.00065472-0.0001193i,-0.00061603+0.00025839i,-0.00029319+0.00047199i,0.00013724+0.00094208i,-0.00052709+0.00087745i,-0.0011973-0.00022202i,-0.00042136-0.00031096i,-0.00017496+0.00029122i,-0.00081688+0.00044839i,-0.00073454+0.0004378i,-0.0006708+0.00027659i,-3.9551e-05-0.00016415i,0.00080731-0.00064438i,0.00013787-0.00044273i
0.00056939-0.0024252i,0.00060064-0.0029532i,0.00067413-0.0024195i,0.00099458-0.0009554i,0.00042554-0.0002083i,-0.00065523+0.0006571i,-0.00022533+0.00091858i,-0.0001688+0.00042504i,-0.00093539+0.00075072i,-0.00049747+0.0011147i,0.0006312+0.00087211i,0.00013527+0.00014808i,-0.00057934-0.00057862i,-0.00043201-0.00029744i,-0.0005347-0.00020728i,-0.00029239-0.00053867i,-8.9301e-05-0.00048794i,-0.0002434-4.548e-05i,-0.00032544+0.0003094i,-0.00035161-9.8148e-05i,-0.00028174-0.00072046i,-0.00011401-0.00087296i,-0.00032903-0.00076307i
0.0021484-0.0015687i,0.0012291-0.001636i,6.3453e-06-0.0016849i,-7.0351e-05-0.0010306i,-0.00014802-0.0004513i,-0.00017603+0.00029477i,-0.00012416-7.5679e-05i,0.00053154-0.0019196i,3.3583e-05-0.0016712i,-0.0011119-0.00013248i,-0.00094277+0.0003518i,-0.00086755+0.00031504i,-0.00054461-8.3647e-05i,-0.00033359-0.00067031i,-0.00042902-0.00015185i,-0.00058315+0.00031738i,-0.00015558-0.00034511i,0.00050185-0.00056796i,-0.00017204-0.00020655i,-0.00048107-0.00043789i,3.5428e-05-0.00030471i,0.00025827+0.00013725i,-0.00021545+0.0004499i
-0.0021861+0.0015017i,7.7499e-06+0.0012078i,0.00086025+0.0011431i,0.0002991+0.0011278i,0.00072331-0.00018287i,0.0013799-0.0010668i,0.00060177-0.00069877i,-0.00031219-0.00064161i,-0.00034744-0.00093607i,0.00038613-0.00059594i,0.00094913-6.9807e-05i,0.00085873-0.001035i,0.00050757-0.0010444i,5.7293e-05-0.00010829i,0.00023784-0.0006226i,0.00068253-0.00082243i,0.00057393-0.00052216i,0.00051026-0.00037144i,0.00025611-0.0003252i,-9.9814e-05-8.9778e-05i,-0.00030296+0.0002003i,7.1551e-05+0.00014359i,0.00050556+0.00041632i
0.00099271+0.0012913i,0.0014027+0.00017528i,0.0014085-0.00079189i,0.0012643-0.0007018i,0.0014956-0.00025416i,0.0013856-0.00063618i,0.00054582-0.0012544i,-0.00050977-0.00012982i,-0.00046256+2.7397e-05i,-0.00042956-0.0004382i,-0.00071016-0.00098043i,-0.00016712-0.00099255i,-0.00041333-0.00055879i,-0.0013254-0.00012846i,-0.00073575+0.0005668i,0.00015348+0.00013502i,0.00035409-4.2198e-05i,-0.00054678-2.6302e-05i,-0.00061586-0.00026567i,3.8211e-05-0.00036696i,0.00017163+9.0275e-05i,0.00034832+0.00050447i,0.00055526-7.1328e-05i
0.0028976-0.00027326i,0.0026664-0.0012678i,0.0008611-0.0012474i,-0.00062203-0.00057212i,-0.0010515+0.00040156i,-0.00099174+0.0011919i,-0.00078239+0.00058704i,-0.00013912-0.00032312i,-0.00028644-0.00042735i,-0.0010318+0.00014235i,-0.00073808+0.0007207i,-3.0563e-05+0.00047506i,0.00059983-0.00080671i,0.0007241-0.00082099i,0.0006836-1.0981e-06i,0.00046785-4.3563e-05i,0.00015209+4.8792e-05i,-0.00019185-0.0002255i,-0.0005324-0.00038911i,-0.00040502+0.00017251i,0.00013436+0.00038494i,0.00050366+0.00056659i,0.00015356+0.000147i
-0.00029005+0.0005894i,0.0011756-0.00025835i,0.0019085-0.00025995i,0.0012949-0.00045345i,0.0018421+0.00015567i,0.0017418+0.00072739i,0.00049004-8.6621e-05i,0.00014441-0.00064829i,0.00060735-0.00085044i,0.00063646-0.00044817i,-0.00039024+0.00059577i,-0.00090089+0.00051666i,-0.00011638+0.00020181i,0.00077657+0.0006991i,0.00041357+0.00079868i,0.00011545-0.00015364i,0.00024618-0.00067945i,-0.00014297+6.3851e-05i,-0.00067281+5.2293e-05i,-0.00076795-0.00015044i,-0.00016959+0.00012621i,-2.3466e-06+2.5997e-05i,0.00013408+5.9799e-06i
-0.00098359-0.00010368i,0.00014046+0.000845i,0.00061705+0.00068281i,0.0014012+0.00023762i,0.0014561+0.00043934i,0.00065658+0.00016726i,0.00040729-0.00018088i,-6.9478e-05-7.5622e-05i,-0.0010833+0.00033856i,-0.00016839+0.0010737i,0.0013406+0.00096395i,0.0010962-0.00037875i,-0.00046381-0.00045889i,-0.00068916-0.000244i,-0.00016402-0.00052812i,-9.8775e-05+8.3011e-05i,0.00025639+0.00012402i,0.00036591-7.4817e-05i,0.00022942+0.00026944i,0.00037491+4.2563e-05i,8.8869e-05-0.00030703i,-0.00019391+0.00052173i,0.00066396+0.00088024i
-0.001038-0.00080094i,-0.0015036-0.00094584i,-0.00082209-0.0011128i,8.678e-05-0.00033084i,0.00018134+0.00050874i,-0.00021968+0.00034734i,-0.00024232-0.00027146i,0.0002036-0.00046162i,-7.7461e-05-0.00064114i,-0.00067526-0.00022295i,-0.00026617+0.00083747i,-0.00049347+0.00063383i,-0.00055572-0.00037626i,0.00037044-0.00092754i,0.0001903-0.0011625i,-0.00030066-0.0010531i,-0.00071798-0.00087868i,-0.00051923-0.0006333i,-0.00033286-0.0010019i,-0.00040829-0.0009259i,-5.6585e-05-0.00034441i,2.2282e-05+0.00047683i,-0.0002482+0.0010382i
