-0.0010593-0.00070846i,-0.00095299-0.0018619i,-0.0027731-0.0011518i,-0.0032441-0.00089684i,-0.0025784-0.0010934i,-0.0018904-0.0004984i,-0.0018875+0.00030334i,-0.0020495+0.00040342i,-0.0007092+0.00077141i,0.001405+0.00086528i,0.0020943-0.00068643i,0.0012279-0.0011906i,0.00094575-0.00028572i,0.00072742-0.00043138i,0.00012148-0.0004863i,-0.00041701+3.5225e-05i,-0.00055299+0.0003154i,-0.00027131+0.00073118i,0.00010788+0.00061697i,1.9454e-05+9.2018e-05i,0.00023263+0.00046956i,0.0002014+0.00092087i,0.0001319+0.00082475i
-0.088386-0.093373i,-0.19213-0.24176i,-0.28792-0.35327i,-0.28834-0.28011i,-0.19909-0.12128i,-0.12097-0.053513i,-0.081563-0.038161i,-0.041506-0.028848i,-0.017099-0.029911i,-0.012997-0.019785i,-0.0046953-0.00967i,-0.0051103-0.0097815i,-0.013587+0.0013227i,-0.0035723+0.013153i,0.017301+0.0014973i,0.02315-0.024253i,0.014665-0.036443i,0.0093031-0.026112i,0.014732-0.0096165i,0.01983-0.0059186i,0.017054-0.012989i,0.014162-0.018996i,0.011396-0.023816i
0.085266+0.11721i,0.2128+0.2587i,0.32076+0.35607i,0.30011+0.28604i,0.1868+0.15597i,0.11286+0.10009i,0.082664+0.058925i,0.030794+0.01769i,-0.001085+0.012031i,0.0055511+0.0062354i,0.0061986-0.0045615i,0.007679-0.0046838i,0.013111-0.013717i,-0.0026627-0.021027i,-0.027211-0.002834i,-0.032445+0.025775i,-0.020912+0.039093i,-0.010891+0.02886i,-0.010774+0.012094i,-0.011895+0.0098493i,-0.0072528+0.017037i,-0.0031856+0.022097i,-0.001042+0.022729i
-0.09855-0.077188i,-0.24108-0.21652i,-0.35973-0.31058i,-0.33146-0.245i,-0.21315-0.12158i,-0.13172-0.070072i,-0.088628-0.044054i,-0.034117-0.020969i,-0.0031711-0.020256i,-0.0055971-0.0099295i,-0.0053638+0.0064649i,-0.0070232+0.011138i,-0.0097189+0.018492i,0.0058447+0.020541i,0.02717+0.00098259i,0.030692-0.026619i,0.018876-0.036876i,0.0095365-0.022639i,0.012158-0.0045329i,0.017385-0.0016116i,0.015032-0.0096745i,0.0090008-0.016959i,0.0040167-0.019767i
0.12657+0.069192i,0.27288+0.17293i,0.38049+0.25209i,0.32793+0.20095i,0.18274+0.1002i,0.089168+0.070282i,0.0633+0.051287i,0.036253+0.013252i,0.0080758+0.0020622i,0.0015679+0.0021367i,-0.0019851-0.00041731i,-0.0027677+0.0050066i,0.0019279+0.0029272i,-0.0079814-0.0043475i,-0.026849+0.004313i,-0.03013+0.023424i,-0.020894+0.029774i,-0.011844+0.017635i,-0.010236+0.0013499i,-0.014884-0.0030809i,-0.017174+0.0063201i,-0.015802+0.018278i,-0.010714+0.025849i
-0.11353-0.056597i,-0.28249-0.13727i,-0.40482-0.19424i,-0.35353-0.16054i,-0.2141-0.098467i,-0.13051-0.071685i,-0.089909-0.033255i,-0.036083+0.0020703i,0.00056458+1.1438e-05i,-0.000236-0.007092i,-0.0067871-0.0070119i,-0.012459-0.0095823i,-0.014164-0.00038771i,0.0035169+0.0093641i,0.026604-0.0022871i,0.031593-0.022527i,0.02023-0.027088i,0.0064398-0.013203i,0.002779+0.0028228i,0.0066714+0.0029791i,0.0083125-0.010818i,0.0083719-0.020744i,0.0082997-0.022331i
0.10933+0.019676i,0.26865+0.084733i,0.38684+0.12953i,0.32817+0.095743i,0.17969+0.049164i,0.097969+0.039447i,0.067503+0.020689i,0.030284+0.0033099i,0.006805+0.0053197i,0.0069845+0.0055013i,0.011462+0.0010461i,0.014309-0.0019279i,0.0093685-0.0093833i,-0.009294-0.012177i,-0.02891+0.0025336i,-0.033357+0.020324i,-0.023472+0.023378i,-0.010482+0.011152i,-0.0038513-0.0024682i,-0.0045352-0.0040428i,-0.00513+0.0047674i,-0.0040793+0.014511i,-0.0038714+0.017551i
-0.12432-0.017819i,-0.28073-0.042138i,-0.3925-0.061217i,-0.33063-0.040966i,-0.18351-0.018237i,-0.098361-0.027906i,-0.06779-0.022824i,-0.039266-0.0041226i,-0.015049-0.0018142i,-0.0060795-0.0038458i,-0.0042701-0.0036572i,-0.0038392-0.0056194i,-0.0021516-0.00051902i,0.010097+0.0081071i,0.028343+0.0030663i,0.034313-0.011726i,0.026913-0.015525i,0.016602-0.0055745i,0.011041+0.0042459i,0.011403+0.0047637i,0.012938-0.0042334i,0.011477-0.013031i,0.0073611-0.014489i
0.10106-0.003949i,0.25218-0.0028493i,0.35227+0.00069345i,0.29139+0.00056234i,0.16789+0.0057838i,0.10238+0.017188i,0.068203+0.0062527i,0.032347-0.001855i,0.014175+0.0079987i,0.013503+0.015225i,0.015984+0.019292i,0.020188+0.021063i,0.015381+0.010919i,-0.0071787+9.3629e-05i,-0.031673+0.0054487i,-0.036371+0.018337i,-0.023534+0.017137i,-0.010442+0.0029916i,-0.0052094-0.0076907i,-0.0059415-0.0057032i,-0.0076283+0.0072006i,-0.0070958+0.018252i,-0.0055165+0.018745i
-0.099582+0.037493i,-0.23284+0.061294i,-0.32146+0.080465i,-0.2638+0.078565i,-0.14899+0.049144i,-0.088624+0.019804i,-0.059193+0.010488i,-0.034563-0.0011597i,-0.025625-0.0086986i,-0.023296-0.0091386i,-0.025741-0.011072i,-0.028933-0.01172i,-0.018326-0.0073746i,0.005814-0.0024066i,0.028756-0.0079328i,0.035298-0.018835i,0.025302-0.01641i,0.012416-0.0022292i,0.0070676+0.0076433i,0.0068356+0.0047049i,0.0057991-0.0058947i,0.0038568-0.012843i,0.0047018-0.012884i
0.082266-0.031172i,0.18983-0.082371i,0.26248-0.12217i,0.21107-0.11815i,0.11267-0.073725i,0.071435-0.031802i,0.051792-0.0161i,0.025981-0.0048335i,0.015233+0.0071005i,0.014206+0.010545i,0.016622+0.0097271i,0.018536+0.010221i,0.010996+0.0095936i,-0.006834+0.006625i,-0.026478+0.0089774i,-0.033559+0.014769i,-0.026225+0.012185i,-0.01496+0.0018517i,-0.0089369-0.006182i,-0.0080738-0.0070266i,-0.0080931-0.002098i,-0.0082415+0.0035852i,-0.0087493+0.0039129i
-0.055682+0.054026i,-0.14788+0.11609i,-0.20941+0.16039i,-0.17905+0.14021i,-0.12164+0.089901i,-0.086571+0.051384i,-0.044849+0.021182i,-0.021141-0.011136i,-0.027049-0.027015i,-0.02914-0.022471i,-0.027607-0.019508i,-0.029994-0.017422i,-0.022894-0.011056i,-0.0044638-0.0062126i,0.01726-0.0078027i,0.027481-0.012753i,0.022391-0.0087288i,0.015128+0.0026909i,0.012826+0.0078665i,0.012466+0.0036789i,0.0094318-0.004423i,0.0058791-0.0074059i,0.0069361-0.00089255i
0.048748-0.059609i,0.10786-0.14114i,0.13463-0.19407i,0.098942-0.16799i,0.072066-0.10796i,0.06351-0.067477i,0.038012-0.0354i,0.026937-0.001879i,0.031117+0.0092577i,0.025027+0.0077745i,0.022676+0.013152i,0.028564+0.015769i,0.023315+0.012686i,0.0051378+0.010606i,-0.014985+0.011165i,-0.026327+0.012365i,-0.025268+0.0077272i,-0.019007+0.00051102i,-0.013901-0.0017263i,-0.0087064+5.4569e-05i,-0.0035912+0.0040007i,-0.00038584+0.0055118i,0.00057904+0.0013605i
-0.029624+0.053087i,-0.069857+0.14132i,-0.0813+0.20962i,-0.055663+0.18636i,-0.054766+0.11404i,-0.067073+0.0829i,-0.035467+0.060932i,-0.0084604+0.0071404i,-0.01664-0.024427i,-0.022107-0.021288i,-0.024579-0.016283i,-0.029559-0.014465i,-0.023275-0.0096863i,-0.0054484-0.0049987i,0.012948-0.0063461i,0.023173-0.0086989i,0.024091-0.0052515i,0.020345+0.0018255i,0.016177+0.0056497i,0.012243+0.0035415i,0.0082308+0.0016121i,0.0040621+0.0022008i,0.0012714+0.0040204i
0.0012081-0.06407i,0.0075312-0.14266i,0.0047107-0.20402i,-0.0055442-0.18098i,0.011608-0.11148i,0.03753-0.069792i,0.018801-0.030241i,0.0087556+0.023783i,0.03123+0.041155i,0.035871+0.024767i,0.028791+0.016129i,0.027929+0.014854i,0.022814+0.010711i,0.010852+0.0061864i,-0.004558+0.0050585i,-0.017765+0.0071775i,-0.021639+0.0045369i,-0.019069-0.0015695i,-0.016205-0.0018307i,-0.012799+0.0015961i,-0.0062656+0.0042009i,-0.0016609+0.0038705i,-0.0018533-0.00076368i
-0.00070239+0.058364i,0.020608+0.14332i,0.049214+0.19886i,0.048411+0.16928i,-0.0067345+0.11494i,-0.051469+0.088129i,-0.035653+0.052471i,-0.020891+0.0020242i,-0.029855-0.015971i,-0.025701-0.0085434i,-0.018214-0.011892i,-0.020914-0.015277i,-0.019721-0.0089334i,-0.0094472-0.0029425i,0.0067891-0.0022894i,0.02-0.0049328i,0.023704-0.0051584i,0.022188-0.0045271i,0.018182-0.0066304i,0.011141-0.006994i,0.0042784-0.0050361i,0.00081881-0.00087388i,0.00065128+0.0052038i
-0.022118-0.043567i,-0.060273-0.1194i,-0.11806-0.16838i,-0.12173-0.13259i,-0.037204-0.083333i,0.027509-0.07895i,0.0099457-0.061141i,-0.0077407-0.0048692i,0.011835+0.024469i,0.02233+0.017107i,0.020875+0.014014i,0.023827+0.014893i,0.021061+0.010012i,0.0090513+0.006039i,-0.0056395+0.0054644i,-0.015636+0.0066769i,-0.017879+0.0051698i,-0.017167+0.0023742i,-0.014617+0.0026933i,-0.007659+0.00093447i,-0.0011042-0.0036118i,0.0025317-0.0069465i,0.005508-0.0096143i
0.033921+0.039547i,0.092791+0.093564i,0.15271+0.13238i,0.14366+0.10876i,0.047186+0.067322i,-0.028388+0.061186i,-0.018006+0.035933i,-0.003727-0.019265i,-0.02402-0.036935i,-0.030654-0.018674i,-0.021468-0.010185i,-0.018209-0.011652i,-0.01675-0.010025i,-0.011991-0.0055924i,-0.0032472-0.0028871i,0.0066329-0.0018108i,0.012469+0.0012553i,0.016013+0.0031411i,0.01651+0.00051216i,0.0109-0.0015084i,0.0027449+0.0018042i,-0.0033597+0.0063026i,-0.008058+0.0095502i
-0.034191-0.026299i,-0.11613-0.063067i,-0.19541-0.085694i,-0.18524-0.066126i,-0.0805-0.044551i,0.010269-0.05287i,0.017759-0.042403i,0.0024239-0.0044276i,0.0082919+0.014072i,0.0096263+0.0077615i,0.0031988+0.0085914i,0.0040501+0.015848i,0.0074318+0.014422i,0.0072142+0.0082662i,0.0016597+0.0041153i,-0.0075209+0.0024143i,-0.014251+0.0016297i,-0.016411+0.0023616i,-0.014623+0.0060273i,-0.007795+0.0068453i,-0.0010732+0.0026213i,0.0037805-0.00085722i,0.0085555-0.0023874i
0.044361+0.017227i,0.12452+0.04013i,0.21315+0.04141i,0.20144+0.01131i,0.082209+0.0086628i,-0.003928+0.040805i,0.0016688+0.036618i,0.014164-0.0069886i,-0.0050845-0.025403i,-0.016384-0.013314i,-0.01175-0.0083276i,-0.010658-0.012787i,-0.010152-0.011838i,-0.0069804-0.0070642i,-0.0027741-0.0038796i,0.0037126-0.0013013i,0.009512+0.0013841i,0.011955+0.0018048i,0.010936-0.00158i,0.0056871-0.0020728i,-0.00076834+0.002037i,-0.0057196+0.0051613i,-0.0093105+0.0051411i
-0.048289-0.01105i,-0.1376-0.011791i,-0.23745+0.0075125i,-0.2311+0.036997i,-0.10787+0.028265i,-0.0097137-0.011184i,0.0047109-0.018885i,-0.0016827+0.0060521i,0.0059011+0.015524i,0.008234+0.0072033i,0.0024622+0.007177i,0.0019406+0.013324i,0.0046796+0.013094i,0.0057273+0.0082318i,0.0045696+0.0031541i,-0.00056421-0.0015486i,-0.0075166-0.0043446i,-0.010763-0.0036875i,-0.0087029-0.0011911i,-0.003215-0.0019139i,0.0023747-0.0052797i,0.0068211-0.0065997i,0.010988-0.0065809i
0.048277-0.0063296i,0.139-0.027225i,0.23252-0.061935i,0.22144-0.081235i,0.10676-0.05141i,0.01468+0.0097556i,0.0047334+0.030305i,0.02019+0.005086i,0.014635-0.014506i,0.0050773-0.013044i,0.0054476-0.013174i,0.0044208-0.018469i,-0.0001445-0.016975i,-0.0032602-0.010759i,-0.0035248-0.0043218i,0.00063116+0.0022681i,0.0079331+0.00546i,0.012846+0.0032723i,0.013186-0.00090767i,0.0080494-0.0024019i,0.00018845-0.00092208i,-0.0070935+0.00034437i,-0.013089+0.0018977i
-0.050839+0.017674i,-0.1404+0.059451i,-0.23045+0.11415i,-0.22316+0.13299i,-0.12579+0.086013i,-0.043244+0.018198i,-0.020629-0.0026901i,-0.017227+0.011425i,-0.0048977+0.016192i,0.0029224+0.0077384i,0.00039681+0.0054639i,-0.0019174+0.012762i,-0.00097627+0.017496i,0.002181+0.013703i,0.0049637+0.0056606i,0.002666-0.0015762i,-0.0024184-0.0060698i,-0.0054765-0.0052847i,-0.0048669-0.001044i,-0.0005865+0.0010567i,0.0061028+0.00045987i,0.013861+6.0168e-07i,0.020094+0.00025829i
0.037921-0.023839i,0.11443-0.077191i,0.19927-0.15208i,0.19441-0.17533i,0.10235-0.10424i,0.029679-0.015832i,0.012523+0.016307i,0.016307+0.01118i,0.016037+0.0035334i,0.012496+0.00016882i,0.011494-0.0040783i,0.0078559-0.012758i,0.0013486-0.016484i,-0.0029828-0.011909i,-0.0059388-0.0047198i,-0.006325+0.0027543i,-0.003026+0.0088141i,0.00096551+0.0094779i,0.0026994+0.0067495i,0.0016064+0.0054157i,-0.0034995+0.005011i,-0.011894+0.0029171i,-0.019049-0.00046627i
-0.03342+0.035642i,-0.10117+0.10637i,-0.17916+0.1956i,-0.18199+0.2167i,-0.1106+0.13022i,-0.057197+0.026394i,-0.043186-0.011871i,-0.039441-0.0071705i,-0.032805+0.0047668i,-0.023645+0.011464i,-0.016243+0.013544i,-0.0099635+0.017517i,-0.0045156+0.020815i,0.00049165+0.018964i,0.0062925+0.011698i,0.0066948+0.0011224i,0.0015112-0.0070184i,-0.0040532-0.0081305i,-0.0061854-0.0039981i,-0.0032676-0.0014848i,0.0022808-4.7641e-05i,0.010411+0.003134i,0.016988+0.004832i
0.029851-0.037665i,0.084059-0.12196i,0.14028-0.21811i,0.13815-0.23163i,0.087766-0.13831i,0.051724-0.034941i,0.034646+0.00040436i,0.02159+0.0012656i,0.013031+0.000643i,0.008082-0.0013321i,0.0073696-0.0016545i,0.0077724-0.0060877i,0.0037251-0.012858i,-0.0036389-0.012567i,-0.0075892-0.0065313i,-0.0061284+0.00095355i,-0.0024923+0.0062463i,0.0021042+0.0077514i,0.0047929+0.0051701i,0.0017072+0.00059871i,-0.0066902-0.0030976i,-0.016609-0.0053957i,-0.021331-0.0043311i
-0.018245+0.042633i,-0.061216+0.13076i,-0.10573+0.23814i,-0.10874+0.24967i,-0.08214+0.13776i,-0.062276+0.019423i,-0.044105-0.026164i,-0.031318-0.031738i,-0.032346-0.023055i,-0.030435-0.0066764i,-0.022735+0.0035846i,-0.014894+0.011244i,-0.0061738+0.015189i,-0.00048599+0.013349i,0.0037842+0.0097698i,0.0064992+0.0019727i,0.0048308-0.0062654i,0.001669-0.009033i,-0.00085548-0.0072144i,-0.00032453-0.004562i,0.0049671-0.001182i,0.013414+0.0040938i,0.020928+0.0064626i
0.012033-0.051026i,0.030458-0.14251i,0.051922-0.25652i,0.048684-0.26968i,0.041921-0.14207i,0.057922-0.012409i,0.060819+0.027143i,0.044257+0.02105i,0.033978+0.0076881i,0.025816-0.0064639i,0.015032-0.01112i,0.0073846-0.011734i,0.0026723-0.014084i,-0.0017157-0.015413i,-0.0077331-0.012462i,-0.009524-0.0035531i,-0.0047412+0.0048985i,-0.00047656+0.0082292i,0.0030656+0.0061208i,0.0040181+0.0001841i,-0.001428-0.0046294i,-0.011523-0.0067854i,-0.018488-0.0071403i
-0.0044736+0.046902i,-0.013715+0.14651i,-0.020153+0.26406i,-0.017159+0.27136i,-0.028304+0.13882i,-0.054605+0.011938i,-0.046368-0.02752i,-0.022242-0.032156i,-0.019519-0.026456i,-0.020484-0.0091979i,-0.013165-0.00093286i,-0.0088962+0.0015098i,-0.0061395+0.00773i,-0.00042194+0.010927i,0.0061929+0.0081091i,0.0097262+0.0025665i,0.0079449-0.0031352i,0.0034075-0.006262i,6.6569e-05-0.0054387i,0.0013561-0.0010615i,0.0066373+0.0039548i,0.01347+0.008182i,0.017346+0.010234i
-0.011719-0.043322i,-0.020891-0.13744i,-0.031474-0.24978i,-0.035956-0.25373i,-0.0055189-0.11756i,0.043884+0.017643i,0.052624+0.058548i,0.037167+0.052845i,0.036692+0.033352i,0.034772+0.008251i,0.022502-0.0022509i,0.013144-0.0040461i,0.0069744-0.0054148i,0.002929-0.0067257i,-0.0016622-0.0087441i,-0.0067957-0.0055536i,-0.0075757+0.00064067i,-0.0051635+0.0038148i,-0.0014286+0.0027561i,0.00011686-0.0014846i,-0.004053-0.0059663i,-0.01198-0.010673i,-0.017104-0.013243i
0.01579+0.045655i,0.038971+0.13306i,0.068604+0.24182i,0.077509+0.24472i,0.028752+0.10534i,-0.045073-0.024733i,-0.060417-0.053988i,-0.03319-0.043155i,-0.024549-0.028156i,-0.025016-0.0067243i,-0.015584+0.0037809i,-0.0074518+0.0043117i,-0.0044096+0.0074101i,-0.0015796+0.013141i,0.0043373+0.015862i,0.010112+0.012017i,0.011235+0.0043613i,0.0088418-0.00016447i,0.0043286+0.00090558i,0.0020216+0.0046661i,0.0058254+0.0081157i,0.012833+0.011007i,0.017074+0.011295i
-0.01872-0.034376i,-0.054094-0.12044i,-0.10749-0.22777i,-0.13289-0.22738i,-0.078541-0.082911i,0.0069903+0.051826i,0.031624+0.082239i,0.015584+0.068437i,0.019562+0.046779i,0.026057+0.018189i,0.015494+0.0047223i,0.0074291+0.0034385i,0.0044471+0.00058499i,0.00089649-0.0033545i,-0.0038811-0.0069398i,-0.010648-0.0073883i,-0.012739-0.0022409i,-0.0087598+0.0036797i,-0.0041712+0.003948i,-0.0023529-9.8713e-06i,-0.0043038-0.0051877i,-0.0079709-0.010811i,-0.0095258-0.013469i
0.025305+0.033766i,0.068456+0.11095i,0.13149+0.2096i,0.15889+0.20529i,0.094123+0.06168i,-0.0083476-0.070555i,-0.041366-0.096179i,-0.02615-0.07386i,-0.027787-0.044464i,-0.02982-0.012386i,-0.015963+0.00063167i,-0.0072765-0.00065743i,-0.0077667-0.00052223i,-0.0081988+0.0045747i,-0.0024865+0.010702i,0.0076614+0.011208i,0.012985+0.0063731i,0.011479+0.0017904i,0.0073025+0.0021827i,0.0037494+0.0054208i,0.0036268+0.0096518i,0.0074424+0.015984i,0.012017+0.019792i
-0.035597-0.028159i,-0.096616-0.094754i,-0.17815-0.17872i,-0.21354-0.17258i,-0.14668-0.040039i,-0.029726+0.081378i,0.018551+0.095378i,0.0052689+0.065038i,0.0072815+0.041278i,0.015006+0.018756i,0.0070561+0.0062887i,0.0026923+0.0038763i,0.0046035+0.00028804i,0.003932-0.0066029i,-0.0018108-0.012921i,-0.011081-0.013599i,-0.015623-0.008987i,-0.013452-0.0038019i,-0.0089871-0.0037632i,-0.0067028-0.0076592i,-0.0074986-0.010569i,-0.0099945-0.014523i,-0.011402-0.016526i
0.030902+0.018164i,0.097419+0.077597i,0.19397+0.15488i,0.24196+0.1453i,0.17162+0.014111i,0.052504-0.10742i,0.001091-0.12478i,0.0018838-0.092571i,-0.012693-0.058798i,-0.026083-0.024142i,-0.016693-0.005785i,-0.0074454-0.0035413i,-0.005783-0.0022442i,-0.0052165+0.0028519i,-0.00036808+0.0094506i,0.010643+0.011478i,0.017883+0.0069808i,0.016885+0.0014243i,0.012449-0.00067828i,0.0082354+0.00082991i,0.005055+0.0059529i,0.0028215+0.014057i,0.0033236+0.019471i
-0.031474-0.010177i,-0.10085-0.057034i,-0.21222-0.12541i,-0.27825-0.11556i,-0.20974+0.0084571i,-0.076952+0.11905i,-0.0085447+0.12737i,-0.0004533+0.085359i,0.0099728+0.046303i,0.016658+0.015489i,0.0049897+0.0027626i,-0.0021297+0.0047221i,0.0026534+0.0057539i,0.0070953-0.00034473i,0.0027334-0.0086578i,-0.0079862-0.010458i,-0.01513-0.0063723i,-0.014434-0.0023898i,-0.010343-0.0021095i,-0.0074942-0.0053672i,-0.0050189-0.012002i,-0.0049179-0.021607i,-0.0063858-0.025458i
0.030432+0.0097279i,0.10524+0.045421i,0.21937+0.10003i,0.29144+0.090441i,0.23696-0.021517i,0.1088-0.11758i,0.038897-0.1158i,0.028272-0.077879i,0.0077136-0.050804i,-0.010193-0.028808i,-0.0052902-0.016528i,-0.0014546-0.012362i,-0.0058718-0.0052243i,-0.0072432+0.0053082i,-0.00048763+0.013777i,0.010981+0.014804i,0.017229+0.010514i,0.016125+0.0065877i,0.013803+0.0051535i,0.011775+0.00599i,0.008918+0.0097671i,0.0070185+0.017131i,0.0078214+0.022227i
-0.030026-0.0078622i,-0.11101-0.035383i,-0.23683-0.074501i,-0.32051-0.05925i,-0.27391+0.04547i,-0.14206+0.14303i,-0.053073+0.14405i,-0.024454+0.094441i,0.0016066+0.053889i,0.018768+0.024587i,0.010973+0.0081103i,0.0017719+0.0040907i,0.0019478+0.00219i,0.0044147-0.0024447i,0.001173-0.0086031i,-0.010103-0.010563i,-0.017163-0.0057224i,-0.016433+0.00035498i,-0.013367+0.0018539i,-0.0095039+6.1527e-05i,-0.0039867-0.0050105i,0.00055948-0.015612i,0.00086733-0.022623i
0.028243+0.0001332i,0.10207+0.021932i,0.23403+0.053917i,0.32796+0.03525i,0.27832-0.053467i,0.14526-0.12901i,0.056364-0.12347i,0.028402-0.077086i,0.007778-0.041783i,-0.0033079-0.018835i,0.0046656-0.0086759i,0.0087743-0.0088105i,0.0026827-0.0073414i,-0.003628+0.00058195i,-0.0012518+0.0093303i,0.0088119+0.010554i,0.015703+0.0058588i,0.015576+0.0016046i,0.013864+0.00095887i,0.011333+0.0027205i,0.0061357+0.0090152i,0.0029126+0.021581i,0.0031751+0.028747i
-0.028679+0.0060401i,-0.10571-0.0010634i,-0.2427-0.022611i,-0.35164-0.0093092i,-0.32189+0.067986i,-0.19605+0.12949i,-0.10028+0.11543i,-0.057615+0.072445i,-0.02263+0.047581i,0.0009088+0.03323i,0.00034356+0.023273i,-0.001641+0.01773i,0.002353+0.010081i,0.0038011-0.00013636i,-0.00071074-0.0083211i,-0.0093211-0.0082609i,-0.014184-0.0032878i,-0.01341-0.00093068i,-0.012286-0.00087914i,-0.01231-0.0015891i,-0.0091497-0.0063181i,-0.0042236-0.016434i,-0.0018576-0.022578i
0.022514-0.0048146i,0.099928-0.0047374i,0.22921+0.0052702i,0.33607-0.0066143i,0.32191-0.073654i,0.19957-0.13401i,0.093724-0.12293i,0.042698-0.077762i,0.0058532-0.045182i,-0.014491-0.023188i,-0.0088003-0.0096069i,0.00068438-0.0063203i,0.00067-0.0036305i,-0.0033664+0.0033843i,-0.001934+0.0091423i,0.0062874+0.0077845i,0.012916+0.0022893i,0.013935-0.0015149i,0.013034-0.0038159i,0.011544-0.0039112i,0.0062511+0.0024863i,0.00011336+0.015481i,-0.00195+0.024293i
-0.021261+0.0057084i,-0.092402+0.0076702i,-0.22824+0.0075064i,-0.3467+0.024625i,-0.33696+0.069997i,-0.21778+0.11074i,-0.10691+0.09679i,-0.053994+0.05282i,-0.023252+0.027267i,-0.0068893+0.016485i,-0.0093462+0.011862i,-0.01213+0.012377i,-0.0069216+0.0092018i,-0.0012915+0.00027518i,-0.0019338-0.0071955i,-0.0081372-0.0072418i,-0.01264-0.0021811i,-0.012204+0.0024565i,-0.010168+0.0051549i,-0.0078042+0.0039875i,-0.0040654-0.0046988i,-0.00098498-0.018663i,0.00052478-0.026174i
0.018861-0.010164i,0.080029-0.017563i,0.21375-0.01918i,0.34179-0.035088i,0.34046-0.073246i,0.23542-0.099678i,0.13437-0.085959i,0.072694-0.055763i,0.027339-0.040669i,0.00025282-0.031829i,-0.0031359-0.022846i,-0.00017988-0.017147i,-0.00011069-0.009664i,-0.0013178+0.00016892i,1.3573e-05+0.0054943i,0.0048865+0.0031184i,0.0081936-0.0013869i,0.009074-0.0026176i,0.010207-0.0034886i,0.010492-0.003502i,0.0081818+0.0033001i,0.0038368+0.014877i,-0.00026011+0.021151i
-0.022277+0.0090963i,-0.085745+0.026875i,-0.21121+0.036972i,-0.33512+0.043929i,-0.34554+0.073758i,-0.23772+0.096951i,-0.12206+0.080662i,-0.052618+0.047233i,-0.010526+0.027864i,0.0085466+0.01834i,0.0053761+0.011352i,-0.0015623+0.0097721i,-0.0023016+0.0064837i,5.9853e-05-0.0013876i,0.0011068-0.0056982i,-0.0012942-0.0033415i,-0.0050806+0.00028652i,-0.0062762+0.0020891i,-0.0069202+0.003677i,-0.0067403+0.0046498i,-0.0027534-0.00051549i,0.0018546-0.011912i,0.0050674-0.0191i
0.016017-0.011957i,0.076214-0.028105i,0.19246-0.04571i,0.30881-0.051218i,0.32784-0.055594i,0.23431-0.059353i,0.12827-0.041995i,0.067368-0.01896i,0.030106-0.011596i,0.0081123-0.011632i,0.0041963-0.013473i,0.0070303-0.015473i,0.0069735-0.010074i,0.0042092-0.0001964i,0.0025828+0.0052984i,0.0044863+0.0036201i,0.0067813+0.00076235i,0.0064367-0.00081709i,0.0063374-0.0029817i,0.0065659-0.003903i,0.0037759+0.0014516i,-4.4661e-05+0.01263i,-0.0029911+0.019829i
-0.011955+0.015339i,-0.062079+0.031216i,-0.18129+0.048852i,-0.31001+0.057254i,-0.33593+0.054142i,-0.25168+0.053403i,-0.14457+0.043411i,-0.073138+0.026623i,-0.028122+0.022374i,-0.0021438+0.021516i,0.0039849+0.017512i,0.0010418+0.015015i,-0.0016535+0.011225i,-0.001359+0.003848i,-0.0008635-0.00042207i,-0.0024372+0.00063585i,-0.0030443+0.0019095i,-0.0028574+0.0023175i,-0.0035303+0.0032047i,-0.0037839+0.0032043i,-0.0036511-0.001006i,-0.0010135-0.0095213i,0.0051852-0.014855i
0.0090447-0.012906i,0.051171-0.034197i,0.15695-0.049692i,0.28003-0.048481i,0.3054-0.040494i,0.22084-0.032961i,0.11589-0.022937i,0.04651-0.013537i,0.0074697-0.012641i,-0.0087237-0.011908i,-0.0063093-0.0095579i,8.3881e-05-0.0089176i,0.0015095-0.0050064i,-0.00011218+0.0017709i,-0.0020542+0.0044415i,-0.0015538+0.0026747i,0.00089996+0.00087994i,0.002286+0.0002545i,0.0046095-0.0026624i,0.0066492-0.0050014i,0.0042219-0.0013826i,-0.0016131+0.0069047i,-0.0086426+0.012787i
-0.0085081+0.010311i,-0.054632+0.03252i,-0.15159+0.051987i,-0.26491+0.045623i,-0.30236+0.023439i,-0.22919+0.006144i,-0.13019-0.0053253i,-0.065736-0.01068i,-0.027136-0.0049132i,-0.0067291+0.0041549i,-0.0019645+0.010527i,-0.0031675+0.013284i,-0.004576+0.0081573i,-0.0045589-1.6419e-05i,-0.0037937-0.0040593i,-0.0030139-0.0034196i,-0.0027006-0.0022101i,-0.0023965-0.001694i,-0.0017929+0.0011634i,-0.0013028+0.0030866i,-0.00054349-0.00036688i,0.0031837-0.0076871i,0.010044-0.012114i
0.0071244-0.0093461i,0.043883-0.025312i,0.13559-0.04719i,0.24468-0.046365i,0.28017-0.016219i,0.21382+0.0029566i,0.11995+0.0040122i,0.057689-0.0010873i,0.022368-0.010161i,0.0028366-0.013275i,-0.0044587-0.011138i,-0.0038492-0.00956i,-0.0015241-0.0057011i,-0.00083613+0.0001819i,-7.4441e-05+0.0023427i,0.00025258+0.0010338i,0.00029049+0.0015229i,0.0004981+0.001792i,0.0023794-0.00090606i,0.0046464-0.0029454i,0.0041901-0.00039841i,-0.00078447+0.0049053i,-0.0091287+0.0082022i
