-0.00024062-0.00065549i,-0.00022466-0.0025516i,-0.0014454-0.0030532i,-0.0024786-0.0018882i,-0.003067-0.00054264i,-0.0024279+0.0011597i,-0.00059184+0.0021415i,0.0003177+0.0019596i,0.00088795+0.0001945i,0.0012243-0.0015953i,0.00037775-0.0011065i,-0.00012331-0.00051996i,-0.00052958-0.00029685i,-0.001163-0.00030781i,-0.00028326+0.00044069i,-0.00052751+0.0009487i,-0.0007512-0.00012058i,-7.3162e-05-0.0010047i,8.6793e-05-0.00066427i,-0.00012206-0.00023139i,-0.0004963-0.0011075i,-0.00016458-0.0015644i,3.4227e-05-0.00091437i
-0.054002+0.39468i,-0.012819+0.57222i,0.074275+0.4645i,0.063698+0.19756i,-0.067983+0.083057i,-0.14394+0.10335i,-0.11127+0.10229i,-0.050996+0.070679i,-0.014301+0.036563i,-0.0042495+0.028189i,0.0097909+0.041894i,0.024851+0.03649i,0.020161+0.018848i,0.015679+0.012128i,0.019021+0.014964i,0.021174+0.018322i,0.01585+0.012063i,-0.00086183-0.001413i,-0.019228-0.01067i,-0.029339-0.012566i,-0.03126-0.012888i,-0.026562-0.0070828i,-0.017393+0.004427i
-0.16013-0.28464i,-0.23207-0.35953i,-0.18683-0.18057i,-0.028846+0.066538i,0.11187+0.086602i,0.1245-0.018022i,0.063634-0.061792i,-0.00096167-0.062076i,-0.037123-0.03906i,-0.022462-0.018965i,-0.0089453-0.027108i,-0.017682-0.028073i,-0.013063-0.01322i,-0.0015167-0.0029593i,-0.001464-0.00086736i,-0.0049983-0.0041215i,0.00011128-0.0040243i,0.014216+0.003822i,0.026794+0.017542i,0.031178+0.028399i,0.030482+0.02879i,0.029105+0.023768i,0.02697+0.014747i
0.29236+0.11098i,0.42418+0.12683i,0.37517+0.058221i,0.18794+0.014746i,0.018709+0.093784i,-0.031826+0.18401i,0.0031107+0.18038i,0.045564+0.12734i,0.060033+0.074077i,0.038622+0.035839i,0.010461+0.021074i,-0.0010191+0.016968i,-0.0054055+0.01312i,-0.012042+0.0089604i,-0.011504+0.0085556i,-0.0033202+0.011145i,-0.0029544+0.012026i,-0.0093172+0.012674i,-0.010813+0.0072959i,-0.0097178-0.003333i,-0.012339-0.012268i,-0.018299-0.018588i,-0.021103-0.016358i
-0.21887+0.075589i,-0.27284+0.12322i,-0.12364+0.10582i,0.080177-0.0049473i,0.13238-0.12335i,0.077829-0.15004i,0.013775-0.084367i,-0.029325-0.0039553i,-0.043729+0.025568i,-0.043515+0.015566i,-0.037442+0.0049007i,-0.027926+0.0002675i,-0.023028-0.001815i,-0.019216-0.00017389i,-0.014479+0.0016315i,-0.0089356+0.00056889i,-0.0015727-0.0082954i,-0.00095619-0.019811i,-0.010717-0.02231i,-0.017262-0.01581i,-0.0092857-0.0078401i,0.0024973-0.005677i,0.0032459-0.0087151i
0.081518-0.1522i,0.05548-0.19337i,-0.090822-0.096306i,-0.19998+0.071478i,-0.14083+0.1584i,-0.056988+0.14573i,-0.013287+0.082229i,0.029611-0.0089743i,0.041659-0.063652i,0.028014-0.051622i,0.022686-0.025729i,0.023129-0.015944i,0.019638-0.012075i,0.015668-0.010862i,0.012561-0.011004i,0.0084362-0.0055211i,0.0073404+0.0045574i,0.0071292+0.012325i,0.0060223+0.016534i,0.0076669+0.019628i,0.0075566+0.023046i,0.0078034+0.026906i,0.014906+0.025464i
0.017572+0.1553i,0.027854+0.19032i,0.025109+0.097129i,-0.020775-0.04949i,-0.083017-0.14392i,-0.088946-0.15759i,-0.072309-0.10867i,-0.072765-0.034911i,-0.060416+0.012314i,-0.02855+0.018691i,0.0021518+0.0088427i,0.012862+0.00052889i,0.01219+0.0031784i,0.013163+0.0068841i,0.0075875+0.0061207i,-0.00010452+0.0022065i,-0.0019152-0.0055672i,0.00017136-0.011326i,0.0052325-0.012258i,0.0095301-0.011948i,0.01022-0.01381i,0.0063114-0.019346i,-0.0017758-0.020511i
-0.086956-0.082874i,-0.11851-0.080696i,-0.070049+0.01762i,0.016433+0.12775i,0.038708+0.1755i,0.0099378+0.18375i,-0.0024795+0.14597i,-0.0043556+0.074069i,-0.0080657+0.029429i,-0.0089484+0.016547i,-0.014473+0.012547i,-0.018319+0.0094638i,-0.021795-0.0014331i,-0.029445-0.0095941i,-0.029581-0.0054848i,-0.020094+0.0031181i,-0.010374+0.0076722i,-0.0063654+0.0025637i,-0.0092509-0.0078608i,-0.018185-0.0083777i,-0.022544+0.0040809i,-0.015433+0.018017i,-0.0072372+0.020293i
0.093609+0.00012095i,0.11117-0.033458i,0.029205-0.097255i,-0.062546-0.11436i,-0.054264-0.075721i,-0.01188-0.082715i,-0.0040845-0.091296i,0.011795-0.046073i,0.034235-0.016213i,0.029523-0.019819i,0.015106-0.028086i,0.0063896-0.026746i,0.0053097-0.0095632i,0.016654+0.0059438i,0.023438+0.003194i,0.014821-0.0065056i,0.004336-0.0073189i,0.0014622-0.00046698i,0.0012734+0.0062968i,9.6713e-06+0.0084721i,-0.0019347+0.0036491i,-0.0047749-0.00079045i,-0.0019183+0.0046936i
-0.05265+0.039269i,-0.034725+0.030695i,0.054999-0.017152i,0.12691-0.063062i,0.11435-0.045765i,0.071635+0.027328i,0.050402+0.052686i,0.036232+0.019124i,0.019504-0.0038571i,0.0090457-0.00073097i,0.0080723+0.016071i,0.015179+0.022534i,0.0114+0.0085301i,-0.0035982-0.0031913i,-0.0078166-0.0064038i,-0.00074789-0.008925i,0.006064-0.0088419i,0.0098025-0.0061802i,0.011975-0.0054255i,0.012101-0.0059325i,0.011957-0.0042306i,0.013567-0.0056862i,0.011415-0.013085i
0.018624-0.038573i,0.017736-0.018271i,0.0093807+0.063571i,0.021114+0.096014i,0.017382+0.0063224i,-0.028089-0.078326i,-0.065799-0.05931i,-0.071199-0.013072i,-0.062483+0.0022547i,-0.046116+0.0068961i,-0.023294+0.003095i,-0.0068152-0.0041826i,0.0093808-0.0082381i,0.023078-0.01226i,0.02053-0.011327i,0.0111-0.0023642i,0.0097797+0.0033668i,0.010867+0.00056714i,0.0053927-0.0037327i,-0.0037156-0.0048295i,-0.014837-0.00031847i,-0.022978+0.0081937i,-0.020631+0.011919i
0.0041331+0.032129i,0.0046375+0.019174i,-0.02164-0.04076i,-0.077971-0.059368i,-0.10525+0.0096894i,-0.061266+0.053844i,-0.00011674+0.023266i,0.036428-0.0049081i,0.054454-0.0082848i,0.054009-0.010352i,0.042841-0.0063073i,0.034447-0.0011311i,0.015415+0.0024652i,-0.010234+0.016619i,-0.01582+0.029753i,-0.0081108+0.027443i,-0.0068775+0.018481i,-0.009983+0.010799i,-0.0099027+0.0057025i,-0.0037047+0.0036492i,0.0057968-7.3318e-05i,0.0085629-0.0071775i,0.0015564-0.0072772i
-0.0077262-0.0058638i,0.022256+0.018864i,0.086642+0.068975i,0.13014+0.068225i,0.097576-0.013721i,0.020392-0.060628i,-0.028625-0.029972i,-0.055409+0.006174i,-0.068145+0.027689i,-0.052309+0.036321i,-0.033685+0.028741i,-0.027377+0.026961i,-0.013509+0.027988i,0.0027917+0.01333i,0.0063038-0.003416i,0.0039758-0.0090583i,0.0036316-0.0075836i,0.0063104+0.00047679i,0.010982+0.0089272i,0.0092411+0.0094502i,0.0016422+0.0073413i,-0.00091302+0.0089746i,0.0048996+0.0074517i
0.011296+0.016031i,-0.033902+0.035745i,-0.12545+0.084813i,-0.15872+0.16359i,-0.078777+0.2029i,-0.0035776+0.14315i,-0.00098754+0.043601i,0.0028087-0.014936i,0.025882-0.040403i,0.023004-0.045738i,0.0057193-0.029309i,-0.001462-0.014126i,-0.0077615-0.0064534i,-0.010057+0.002011i,-0.0032275+0.0034801i,-0.00018436-0.00024528i,-0.001438-0.00016212i,-0.0013781-0.00073617i,-0.0030999-0.0055167i,-0.0042534-0.011941i,-0.0015425-0.016364i,8.0665e-05-0.015532i,-0.0013279-0.011853i
-0.014272-0.0045144i,0.0022231-0.041055i,0.045819-0.12563i,0.066053-0.2192i,0.047984-0.25492i,0.039433-0.21648i,0.042002-0.13269i,0.02453-0.042994i,0.0022596+0.022679i,0.0040998+0.04553i,0.016215+0.034485i,0.020737+0.021067i,0.020912+0.0081728i,0.0106-0.0080413i,-0.0060475-0.0089797i,-0.012402+0.0023889i,-0.0091349+0.0081044i,-0.0068804+0.0065239i,-0.0070332+0.0053086i,-0.0047485+0.010318i,0.00085903+0.015205i,0.0074182+0.011956i,0.0086614+0.0047535i
0.0084644+0.0020929i,0.016651+0.040132i,0.025748+0.10719i,0.048216+0.15123i,0.070923+0.1474i,0.060198+0.11733i,0.032795+0.058748i,0.015484-0.024534i,-0.005575-0.078735i,-0.031171-0.064732i,-0.036775-0.019598i,-0.029271+0.0043168i,-0.028381+0.012712i,-0.022557+0.01948i,-0.0090998+0.014714i,-0.0017011+0.0027739i,-0.0011547-0.0064069i,-0.0041904-0.0092344i,-0.0061164-0.0042484i,-0.0046012-0.0017975i,-0.0066378-0.0067725i,-0.01305-0.0085279i,-0.015583-0.0031026i
-0.022142+0.0013557i,-0.06603-0.039847i,-0.14154-0.11886i,-0.20237-0.1681i,-0.18657-0.15902i,-0.1058-0.14062i,-0.038603-0.10613i,-0.015316-0.032082i,-0.0018959+0.032414i,0.013265+0.036251i,0.010461+0.0029571i,-0.0056496-0.016705i,-0.013816-0.019567i,-0.013995-0.018446i,-0.0073903-0.010724i,0.0036317-0.0038863i,0.0082348-0.00047001i,0.01071+0.0035304i,0.013474+0.0016165i,0.0089871-0.001981i,0.0022649+0.0017547i,0.00072613+0.0070387i,0.0030062+0.0063449i
0.020152-0.013255i,0.074612-0.01738i,0.16777-0.0023518i,0.22394+0.03452i,0.19937+0.10001i,0.16342+0.15868i,0.14462+0.12597i,0.098754+0.030595i,0.034422-0.028041i,-0.0043463-0.023639i,-0.004738+0.0024734i,0.0096061+0.012955i,0.017962+0.01045i,0.022103+0.0040357i,0.016069-0.0056098i,0.0011191-0.011141i,-0.0077106-0.010102i,-0.0097123-0.0090993i,-0.0094913-0.0097934i,-0.006101-0.0078848i,0.00046472-0.0046681i,0.0063515-0.0031132i,0.0067876-0.0031437i
-0.0013683+0.021808i,-0.029179+0.062337i,-0.073125+0.11632i,-0.080816+0.13109i,-0.058501+0.063074i,-0.062061-0.019377i,-0.064656-0.013634i,-0.019479+0.034312i,0.028567+0.03498i,0.027664-0.00038211i,-0.0040348-0.020551i,-0.024735-0.016369i,-0.026132-0.012755i,-0.023478-0.011271i,-0.014685-0.0045238i,-0.000582+0.0011677i,0.0098282+0.0046373i,0.013197+0.0061615i,0.0072792+0.0057966i,0.0012626+0.0052158i,0.0016504+0.002169i,0.0018331-0.0024012i,-0.00053862-0.0037437i
-0.0075733-0.018455i,0.011211-0.062563i,0.047653-0.1292i,0.071294-0.13885i,0.085602-0.048705i,0.11128+0.0443i,0.11196+0.034251i,0.061622-0.026959i,0.0043097-0.046208i,-0.01033-0.022269i,0.012122-0.0052474i,0.027302-0.015433i,0.021709-0.02601i,0.014354-0.023501i,0.0075385-0.014317i,0.001536-0.0038828i,-0.0024874-0.0016711i,-0.005941-0.0038613i,-0.0027522-0.0036808i,0.0024652-0.0066103i,-0.00047422-0.0097679i,-0.0045888-0.0077765i,-0.0035106-0.0036584i
0.0098119+0.016404i,0.03121+0.064646i,0.054113+0.1285i,0.046071+0.11728i,-0.026693+0.022457i,-0.11024-0.018566i,-0.099671+0.043711i,-0.020263+0.091053i,0.029015+0.068454i,0.024526+0.028377i,0.0001339+0.012413i,-0.0080407+0.021034i,0.00037307+0.029425i,0.0056032+0.028643i,0.0080447+0.022462i,0.010014+0.0132i,0.01157+0.0063163i,0.014452-3.9442e-05i,0.012304-0.0049474i,0.0030463-0.001538i,-0.0044866+0.0055959i,-0.005549+0.0084281i,-0.0044442+0.0051958i
-0.025955-0.0062938i,-0.08072-0.015388i,-0.16663-0.018899i,-0.19346+0.033554i,-0.097952+0.11043i,0.008841+0.10277i,0.0036419+0.025025i,-0.04449-0.018075i,-0.045049-0.01495i,-0.013291-0.0080198i,0.012885-0.012506i,0.016858-0.023302i,0.0086276-0.02677i,0.0025265-0.024587i,-0.0030641-0.018224i,-0.0085325-0.0083156i,-0.012484+0.0013444i,-0.015025+0.0089227i,-0.01243+0.009156i,-0.0058849+0.0041894i,0.0010782-0.00074885i,0.0043499-0.0042233i,0.0049427-0.0040479i
0.015857-0.0047047i,0.060702-0.0096158i,0.12336-0.035438i,0.11564-0.087045i,0.0011965-0.11332i,-0.081524-0.072858i,-0.040655-0.0039588i,0.030771+0.035435i,0.051354+0.0365i,0.030111+0.025429i,0.0059729+0.02381i,0.007877+0.025892i,0.021038+0.016033i,0.024743+0.0039137i,0.02181-0.001541i,0.015516-0.0027568i,0.010895-0.003329i,0.0084876-0.0049144i,0.0039186-0.0013353i,0.0014085+0.0057117i,0.00048432+0.0088052i,-0.0014999+0.01119i,-0.0011543+0.012865i
-0.016516+0.020515i,-0.048882+0.055895i,-0.080503+0.12244i,-0.032577+0.17855i,0.086459+0.15422i,0.11562+0.064771i,0.01753+0.0045368i,-0.059167-0.003274i,-0.058076-0.0018966i,-0.030592-0.0046798i,-0.010428-0.0075708i,-0.010133-0.008099i,-0.018127+0.0004626i,-0.020184+0.0074344i,-0.018527+0.0084287i,-0.01424+0.0089236i,-0.0080465+0.0090008i,-0.00060086+0.0065971i,0.0058103-0.0019085i,0.0070919-0.012763i,0.0059309-0.017708i,0.0052102-0.01778i,0.0042541-0.017385i
-0.0031954-0.021157i,0.0016361-0.079193i,-0.012377-0.18556i,-0.089504-0.26331i,-0.18857-0.22099i,-0.17385-0.12125i,-0.061527-0.076043i,0.0073849-0.057797i,0.019591-0.020804i,0.017577+0.0069072i,0.01041+0.01755i,0.011119+0.019936i,0.016793+0.0094525i,0.014253-0.0027335i,0.0087905-0.0071408i,0.0045412-0.0076217i,-0.00023671-0.0083363i,-0.0062867-0.010324i,-0.012676-0.0084463i,-0.015125+0.0002475i,-0.012093+0.0082827i,-0.0047757+0.009523i,-0.00028951+0.0086495i
0.0077517+0.013515i,0.03536+0.053378i,0.10622+0.12431i,0.21453+0.15355i,0.27633+0.091115i,0.21866+0.024718i,0.09579+0.022154i,0.0057915+0.028828i,-0.031954+0.01512i,-0.032082+0.002074i,-0.018592-0.0057296i,-0.013664-0.0037702i,-0.0081848+0.0082247i,-0.00066496+0.016002i,0.0034515+0.015238i,0.0060304+0.009249i,0.0065572+0.006197i,0.007109+0.0077596i,0.0065077+0.0067297i,0.003522+0.00079793i,-0.001387-0.0065491i,-0.0072873-0.010014i,-0.0094945-0.0081714i
-0.0096919-0.0025834i,-0.049039-0.024629i,-0.14492-0.050955i,-0.26172-0.029363i,-0.29415+0.036898i,-0.20353+0.051758i,-0.079893-0.0017085i,-0.0080322-0.031645i,0.01996-0.01988i,0.021189-0.0085322i,0.0087359-0.0025799i,0.0015689-0.0029325i,-0.0028743-0.010105i,-0.0059616-0.012667i,-0.0053539-0.0092351i,-0.0051004-0.0035428i,-0.0059042+0.002149i,-0.004036+0.0068983i,0.0027943+0.011277i,0.0098072+0.016299i,0.01257+0.020175i,0.013035+0.019659i,0.013114+0.014211i
0.016918-0.0047532i,0.075613-0.001886i,0.19638-0.015178i,0.32127-0.073055i,0.33763-0.13498i,0.24559-0.10754i,0.14454-0.028752i,0.065982-0.0021322i,0.00098453-0.0063032i,-0.020816+0.00088083i,-0.012041+0.0011089i,-0.0084936-5.2201e-05i,-0.0023954+0.0062976i,0.0075537+0.0045041i,0.0087392-0.0017675i,0.0041072-0.0055488i,0.0019462-0.0097468i,0.0020313-0.015774i,0.0006421-0.022494i,-0.0032678-0.026707i,-0.005121-0.023515i,-0.0041964-0.014829i,-0.0042351-0.0075368i
-0.0050929+0.013663i,-0.048519+0.045098i,-0.13859+0.12082i,-0.22089+0.22713i,-0.21952+0.27468i,-0.15425+0.20859i,-0.085004+0.10684i,-0.021674+0.04451i,0.021328+0.0087505i,0.023771-0.0066349i,0.010175-0.00031109i,0.0021627+0.003838i,-0.0066614+0.0027219i,-0.012197+0.0044844i,-0.009426+0.0069937i,-0.002088+0.0095511i,0.004639+0.011509i,0.0041903+0.012594i,0.00026679+0.013432i,0.0017243+0.013151i,0.0072856+0.0097805i,0.010154+0.0038414i,0.0072801+0.00036625i
0.0010722-0.0077361i,0.0177-0.051017i,0.055659-0.15778i,0.082801-0.28801i,0.074832-0.31487i,0.058144-0.20284i,0.045694-0.075755i,0.015266-0.01889i,-0.016245+0.0019001i,-0.017261+0.0093738i,-0.0055409-8.0765e-05i,0.00041671-0.0077437i,0.0053469-0.0057448i,0.0065304-0.00036398i,0.0018939+0.0042988i,-0.003702+0.0026748i,-0.0082114-0.0015736i,-0.0081016-0.001111i,-0.005344+0.0020188i,-0.0068308+0.0018956i,-0.011913-0.0017836i,-0.014138-0.0031261i,-0.010404-0.0023475i
-0.0017446+0.0035804i,-0.0016678+0.056809i,0.0018422+0.17905i,0.020864+0.31853i,0.029824+0.3493i,-0.0013971+0.25461i,-0.022292+0.14977i,0.01261+0.077257i,0.04059+0.013293i,0.021882-0.012227i,0.0070794+0.00054176i,0.0091913+0.0077793i,0.0064432+0.0074441i,0.006488+0.0065554i,0.0085679+0.00045473i,0.00732-0.0034083i,0.0071084-0.0033509i,0.0090723-0.0040527i,0.011534-0.0046839i,0.013442-0.0032889i,0.012859-0.0006272i,0.0092188+0.0026165i,0.0051188+0.0048257i
-0.003983-0.004073i,-0.033572-0.048404i,-0.096841-0.14829i,-0.17002-0.25598i,-0.17854-0.27504i,-0.11349-0.19604i,-0.067573-0.1012i,-0.067515-0.027549i,-0.054952+0.020294i,-0.02669+0.023975i,-0.016041+0.0040847i,-0.01639-0.0062762i,-0.012956-0.0070401i,-0.0094034-0.0048015i,-0.0065479-0.0015109i,-0.0056582+0.0010888i,-0.008223+0.0032687i,-0.011419+0.0025664i,-0.014537-0.0012607i,-0.01517-0.0019188i,-0.012161+0.0016069i,-0.0079083+0.0027303i,-0.0041577+0.00079781i
0.0072006+0.0037762i,0.0499+0.021185i,0.14854+0.069822i,0.25457+0.12654i,0.2499+0.14478i,0.13232+0.11073i,0.043942+0.058928i,0.03735+0.011104i,0.036586-0.023998i,0.017174-0.022209i,0.010181-0.0024436i,0.012765+0.0041428i,0.0091389+0.0022418i,0.0014852-0.00072928i,-0.0033924-0.0023298i,-0.00020935-0.0012067i,0.0070653-0.0017589i,0.0078209-0.0016383i,0.0045715+0.0024094i,0.0057071+0.0042437i,0.011365+0.0021385i,0.013662-0.00025379i,0.010788-0.0006826i
-0.006052+0.0034219i,-0.048025+0.0036605i,-0.14677-0.0032976i,-0.25774-0.020254i,-0.2684-0.049046i,-0.17996-0.066886i,-0.11515-0.041449i,-0.090347+0.019612i,-0.046815+0.053647i,-0.011481+0.03128i,-0.011546+0.006426i,-0.016019+0.0055655i,-0.013529+0.0088654i,-0.008592+0.012673i,3.6074e-05+0.013662i,0.003456+0.0080157i,0.0022237+0.0046594i,0.0043445+0.0037295i,0.0069117+0.0022389i,0.0049706+0.00053241i,0.0017591-0.0014858i,-0.00081619-0.0031318i,-0.0039269-0.0044818i
0.0076026-0.0015963i,0.044985-0.02531i,0.13399-0.066255i,0.23371-0.098435i,0.24426-0.079856i,0.16168-0.039074i,0.088559-0.043998i,0.049775-0.076842i,0.013953-0.076257i,-0.0022124-0.041314i,0.0060928-0.015966i,0.01311-0.012653i,0.0086409-0.013884i,0.00044983-0.012549i,-0.0036276-0.0089062i,-0.0018448-0.0051921i,-0.00017642-0.005944i,-0.0020985-0.0095512i,-0.0024583-0.011634i,-0.0018364-0.011921i,-0.0024106-0.010467i,-0.0010521-0.0058711i,0.0023033-0.00049342i
-0.0034926+0.010952i,-0.020198+0.046868i,-0.067973+0.12258i,-0.12684+0.19272i,-0.13836+0.16591i,-0.088933+0.06993i,-0.043389+0.029702i,-0.01975+0.053219i,0.0032293+0.059435i,0.0072707+0.031564i,-0.0051555+0.012695i,-0.0084037+0.011492i,-0.0013812+0.010164i,0.0055217+0.0053901i,0.0068035+0.00082011i,0.0014517+0.002006i,-0.0022713+0.0073624i,-0.0033577+0.0092903i,-0.0081241+0.0077171i,-0.011918+0.0084116i,-0.01046+0.011568i,-0.00696+0.011949i,-0.0045323+0.0093545i
-0.0011135-0.0041457i,0.00045671-0.037971i,0.01635-0.11261i,0.046227-0.19306i,0.074061-0.18845i,0.069288-0.11553i,0.035508-0.08724i,-0.0095146-0.094803i,-0.036992-0.066247i,-0.022498-0.024798i,-0.0015236-0.011991i,-0.00099993-0.013282i,-0.007996-0.012064i,-0.014985-0.0070551i,-0.015717+0.00020133i,-0.0074828+0.0023552i,-0.0001513+0.00059806i,0.0030478+0.0030586i,0.0055376+0.0079733i,0.0069214+0.0089217i,0.0083185+0.0058587i,0.009019+0.00021478i,0.0080502-0.0050083i
0.01343+0.0058072i,0.027438+0.034937i,0.04761+0.10447i,0.055892+0.18137i,0.034019+0.18107i,0.017345+0.11439i,0.037683+0.079055i,0.066827+0.074706i,0.066568+0.049884i,0.034477+0.020879i,0.0068343+0.0146i,0.0025317+0.01855i,0.008314+0.016633i,0.011531+0.0091537i,0.0084896+0.003748i,0.0034493+0.0044892i,0.0045658+0.0054564i,0.0094188+0.0010588i,0.011507-0.0034064i,0.011476-0.0036638i,0.0088558-0.0030413i,0.00316-0.0011778i,-0.0021428+0.0020907i
-0.0065628+0.0055132i,-0.032365-0.01241i,-0.085109-0.060593i,-0.13266-0.11606i,-0.11196-0.11516i,-0.050619-0.059053i,-0.031602-0.031424i,-0.053011-0.035469i,-0.056719-0.024123i,-0.029701-0.0097816i,-0.0086049-0.009016i,-0.0063797-0.0096204i,-0.0094831-0.003452i,-0.0099443+0.0038529i,-0.0063353+0.004481i,-0.0047264-0.00084299i,-0.0087293-0.0046033i,-0.011876-0.0052375i,-0.010578-0.0067425i,-0.0084304-0.0098333i,-0.0074646-0.0099559i,-0.0066045-0.0071824i,-0.0036973-0.0040559i
0.0039012-0.0034792i,0.028775-0.0012898i,0.085542+0.014809i,0.14514+0.045503i,0.13869+0.065394i,0.086199+0.052538i,0.073368+0.032225i,0.08642+0.011541i,0.065302-0.0091985i,0.024515-0.0088212i,0.0058346+0.001229i,0.006018+0.0019611i,0.0071112-0.0039203i,0.0044858-0.010817i,-0.0011551-0.012777i,-0.0029401-0.0066826i,-0.00035066+0.00021014i,-0.0017356+0.0035901i,-0.0055034+0.0048969i,-0.0067904+0.0054209i,-0.0045681+0.0050761i,0.0010619+0.0049659i,0.0057996+0.0054146i
0.0029128+0.0073774i,-0.018068+0.015336i,-0.073507+0.026381i,-0.13481+0.02935i,-0.13558+0.017963i,-0.092649+0.016323i,-0.079631+0.030231i,-0.085241+0.040235i,-0.064628+0.03698i,-0.030887+0.019302i,-0.014743+0.00037994i,-0.01497-0.0055215i,-0.015912-0.00011546i,-0.011365+0.006332i,-0.00611+0.0063731i,-0.004538+0.0037266i,-0.0044372+0.0053666i,-0.00023806+0.0096273i,0.003709+0.010765i,0.0016549+0.0097315i,-0.0014518+0.0076125i,-0.0034437+0.002804i,-0.0045496-0.001875i
-0.00083387-0.0073765i,0.014758-0.023801i,0.055812-0.061081i,0.10095-0.095571i,0.094535-0.084366i,0.048348-0.04587i,0.034954-0.029892i,0.046507-0.037048i,0.037072-0.037973i,0.016064-0.020165i,0.0074998-0.003202i,0.0070645+0.00061419i,0.00555-0.0019385i,0.0024842-0.0027351i,0.0013041+0.00042477i,0.0040132+0.00090941i,0.0066573-0.0045886i,0.0069584-0.0094168i,0.0070092-0.0089139i,0.00777-0.0052953i,0.0063962-0.0021731i,0.0030669-0.00013467i,0.0019554-7.4221e-05i
0.0015443+0.0056029i,-7.8613e-05+0.022334i,-0.014859+0.066709i,-0.043194+0.11428i,-0.058684+0.114i,-0.047587+0.076764i,-0.037136+0.061699i,-0.026938+0.063477i,-0.0087665+0.044636i,-0.00013435+0.014222i,-0.0014557-0.0013041i,-0.0017387-0.0037469i,-0.00048425-0.0013106i,0.0015925+0.00026911i,0.0043057-0.0014639i,0.0023581-0.0014602i,-0.00095204+0.00059451i,-0.0024689-0.00047841i,-0.0026373-0.0040726i,0.00062729-0.0053421i,0.0039181-0.0028764i,0.0037784+0.00066738i,0.0016186+0.0028015i
-0.0051587+0.0017834i,-0.010015-0.012987i,-0.015812-0.052314i,-0.013576-0.101i,-0.0022357-0.11051i,-0.0030974-0.086874i,-0.010988-0.077899i,-0.015073-0.07767i,-0.016615-0.057588i,-0.0095027-0.026624i,0.0034181-0.0086123i,0.011168-0.008143i,0.0084141-0.013006i,0.0017168-0.012037i,-0.0019813-0.0071914i,-0.0025808-0.0042061i,-0.0044462-0.0027548i,-0.0079979-3.0099e-05i,-0.0094304+0.00054222i,-0.0082141-0.003656i,-0.005185-0.0072603i,-0.00045487-0.007002i,0.0031125-0.0044745i
-0.0008116-0.00095005i,0.011645+0.01411i,0.040484+0.050238i,0.06897+0.091267i,0.066526+0.093148i,0.043923+0.056728i,0.026048+0.036217i,0.018403+0.037388i,0.015209+0.02958i,0.0072986+0.013881i,-0.00071537+0.0057698i,-0.0021403+0.0049408i,0.0009483+0.0054286i,0.0032728+0.0048187i,0.0014039+0.0023155i,-0.00065354+0.0011687i,0.00068981+0.0028818i,0.0043717+0.005314i,0.003659+0.0072494i,-0.0027767+0.0074228i,-0.0065061+0.0059227i,-0.0055877+0.0046038i,-0.0032221+0.0037801i
-0.010211+0.002015i,-0.023455-0.0010775i,-0.05483-0.016404i,-0.087385-0.046667i,-0.085874-0.066445i,-0.056161-0.059588i,-0.038915-0.048051i,-0.036305-0.035463i,-0.026228-0.016788i,-0.0086641-0.0024624i,0.0021276+0.0021841i,0.0057456+0.0011892i,0.005738-0.002204i,0.0035926-0.0043653i,0.0033447-0.0029211i,0.0034659-0.0006226i,0.001783-0.00018235i,0.002669+0.00014166i,0.0054414+0.0033973i,0.0050187+0.0077443i,0.0012995+0.0095576i,-0.00084915+0.0077167i,-0.00051227+0.0036317i
-0.0006373-0.0046994i,0.011828-0.0053271i,0.0431-0.0034854i,0.083012+0.0057742i,0.096547+0.019595i,0.082533+0.019521i,0.071106+0.0083163i,0.062984-0.0016599i,0.043699-0.0085789i,0.019783-0.0077876i,0.0049248+0.0015068i,0.0036524+0.010489i,0.0088886+0.011245i,0.010972+0.0051677i,0.007734-0.00059933i,0.002828-0.0026396i,-0.0010264-0.0045588i,-0.0017389-0.0079439i,0.0014317-0.0092709i,0.0074678-0.0072787i,0.010747-0.0030626i,0.0086851+0.00068414i,0.0051555+0.0024058i
-0.00081527+0.0073677i,-0.0094542+0.015635i,-0.035211+0.03295i,-0.069983+0.047487i,-0.077318+0.038952i,-0.049581+0.01983i,-0.027311+0.0068595i,-0.024083+0.0013747i,-0.020353+0.00081958i,-0.01146-0.00058884i,-0.0059497-0.0017932i,-0.005176-0.00092335i,-0.0056785+0.00052143i,-0.0054978+0.00027964i,-0.0030913-0.0019704i,-0.0006325-0.0040496i,-0.00078461-0.0032425i,-0.0034249-9.7534e-05i,-0.0060883-0.00065808i,-0.005857-0.0060794i,-0.0034973-0.0089236i,-0.0027742-0.0072303i,-0.0027012-0.0042504i
0.0010832+7.1969e-05i,0.0045964-0.011088i,0.021452-0.035415i,0.053234-0.059743i,0.075327-0.057002i,0.068994-0.032256i,0.053209-0.017758i,0.036507-0.018176i,0.01776-0.016945i,0.0050022-0.0094369i,-0.0019437-0.0031039i,-0.0039842+0.0013918i,-0.00040274+0.0042768i,0.0023703+0.0035365i,0.00079068+0.0023887i,-0.00067369+0.0026643i,-0.0002569+0.0030477i,-0.00050272+0.0043998i,-0.0040868+0.0067414i,-0.0080542+0.006255i,-0.0082881+0.0026469i,-0.0054659-0.00026862i,-0.0017908-0.00012414i
