-0.00024062-0.00065549i,-0.00022466-0.0025516i,-0.0014454-0.0030532i,-0.0024786-0.0018882i,-0.003067-0.00054264i,-0.0024279+0.0011597i,-0.00059184+0.0021415i,0.0003177+0.0019596i,0.00088795+0.0001945i,0.0012243-0.0015953i,0.00037775-0.0011065i,-0.00012331-0.00051996i,-0.00052958-0.00029685i,-0.001163-0.00030781i,-0.00028326+0.00044069i,-0.00052751+0.0009487i,-0.0007512-0.00012058i,-7.3162e-05-0.0010047i,8.6793e-05-0.00066427i,-0.00012206-0.00023139i,-0.0004963-0.0011075i,-0.00016458-0.0015644i,3.4227e-05-0.00091437i
0.067334+0.081655i,0.16717+0.16862i,0.28926+0.28935i,0.36249+0.40645i,0.29814+0.4324i,0.14567+0.33857i,0.044119+0.2131i,0.0077356+0.13417i,0.00046067+0.095617i,0.0087405+0.056372i,0.0059221+0.013915i,-0.0058868-0.0002049i,-0.00036777+0.004872i,0.0086891+0.0041147i,0.0054035-0.0015758i,-0.0041665-0.0066299i,-0.011835-0.0014718i,-0.0069698+0.012763i,0.0052295+0.018682i,0.0102+0.013589i,0.010101+0.0074278i,0.011218+0.0027838i,0.010741+2.2142e-05i
0.028211-0.021073i,0.12574-0.099526i,0.3127-0.24998i,0.45295-0.43913i,0.44406-0.52012i,0.32671-0.40971i,0.20528-0.2509i,0.12436-0.16397i,0.060934-0.11054i,0.024183-0.048853i,0.021532-0.0019667i,0.031563+0.0096175i,0.032007-0.002407i,0.014696-0.011882i,-0.0070181-0.0084173i,-0.013866-0.0041573i,-0.010106-0.0087373i,-0.0084021-0.014348i,-0.0044918-0.012572i,0.0041064-0.0076364i,0.0095519-0.0031484i,0.010263+0.00051652i,0.0080566+0.0010863i
-0.11477-0.03804i,-0.22502-0.061418i,-0.38171-0.075202i,-0.55362-0.080452i,-0.62623-0.061627i,-0.50467-0.012766i,-0.29955+0.013018i,-0.17142+0.016286i,-0.10393+0.041733i,-0.036108+0.054317i,0.003734+0.023308i,0.0036535-0.0045327i,-0.004415-0.0049024i,-0.0063248+0.001619i,0.0042556+0.0039526i,0.018166-0.0018666i,0.017808-0.0091992i,0.0025518-0.006444i,-0.012817+0.0030806i,-0.017163+0.011632i,-0.015223+0.010294i,-0.014674+0.003669i,-0.011442+0.0023762i
-0.0090435+0.027871i,-0.043047+0.18438i,-0.064914+0.39816i,0.041228+0.53976i,0.22974+0.51737i,0.28839+0.34341i,0.21237+0.18046i,0.15829+0.1031i,0.13621+0.044352i,0.079323-0.00097687i,0.020285-0.0025764i,-0.00027621+0.011077i,0.0059419+0.01268i,0.016867+0.0030183i,0.016596-0.008145i,0.010584-0.0060566i,0.014343+0.0023384i,0.022637+0.0041691i,0.021966+0.0040201i,0.015612+0.0048766i,0.0071385+0.0064397i,-0.0011565+0.0075484i,-0.0031779+0.0065727i
0.16373-0.018101i,0.25561-0.066157i,0.31372-0.17549i,0.31525-0.36908i,0.20794-0.5106i,0.039927-0.44044i,-0.039135-0.25547i,-0.042952-0.1328i,-0.062985-0.070992i,-0.065491-0.01374i,-0.031632+0.012645i,-0.0071441+0.0091673i,-0.0025724+0.0040746i,-0.008432+0.00093027i,-0.014682+0.010871i,-0.011284+0.025365i,-0.0060167+0.024053i,-0.0056096+0.0093848i,-0.0094212-0.0079776i,-0.013725-0.015056i,-0.0094194-0.012654i,0.0015065-0.011774i,0.0047294-0.0092047i
0.00040191-0.0046219i,-0.064595-0.15015i,-0.20724-0.34522i,-0.36411-0.32416i,-0.3973-0.069038i,-0.2444+0.12525i,-0.075182+0.12038i,-0.02577+0.072894i,-0.005093+0.081178i,0.030547+0.068946i,0.031964+0.030731i,0.016426+0.017629i,0.014183+0.02404i,0.019749+0.032261i,0.019179+0.028263i,0.0035469+0.015562i,-0.012579+0.014152i,-0.016858+0.01936i,-0.014063+0.018229i,-0.0095341+0.013719i,-0.0046438+0.0094401i,-0.00093559+0.0040828i,-0.00026391+0.0015224i
-0.16657+0.18204i,-0.2432+0.29153i,-0.13946+0.32486i,0.12133+0.29752i,0.29915+0.21622i,0.2702+0.06501i,0.13544-0.036672i,0.044188-0.056781i,0.0018864-0.072107i,-0.026209-0.070509i,-0.030028-0.046567i,-0.027295-0.029297i,-0.021346-0.018845i,-0.0057917-0.021348i,-0.0034656-0.028725i,-0.0089543-0.023114i,-0.007028-0.017761i,3.6025e-05-0.016095i,0.010264-0.011592i,0.014386-0.008797i,0.009589-0.0025203i,0.0057454+0.0077078i,0.0045413+0.0078056i
-0.065274+0.041356i,0.098109+0.096182i,0.37503+0.11067i,0.47836-0.019595i,0.29397-0.17475i,0.071747-0.12568i,0.013759+0.0047425i,0.015364+0.034886i,-0.017354+0.030528i,-0.032418+0.041954i,-0.025143+0.030757i,-0.024548+0.0096572i,-0.029232+2.5648e-05i,-0.036146+0.0013719i,-0.02944+0.002476i,-0.011062-0.0081266i,-0.00081872-0.017814i,-1.0996e-06-0.018813i,-0.0023991-0.016064i,-0.0056302-0.010708i,-0.011796-0.0027432i,-0.017113+0.0079608i,-0.014181+0.013798i
-0.031067-0.27939i,0.0054554-0.35679i,0.015097-0.241i,-0.06522-0.0096075i,-0.12675+0.12333i,-0.090124+0.088731i,-0.022823-0.0013681i,0.013934-0.051441i,0.033175-0.046658i,0.048392-0.019898i,0.055906-0.005417i,0.050322-0.012097i,0.033974-0.017141i,0.023381-0.005449i,0.020556+0.0035954i,0.01454+0.0049013i,0.011277+0.0073253i,0.011255+0.0073924i,0.0059228+0.0082161i,-0.00074879+0.007823i,-0.0076583+0.0013487i,-0.014637-0.004313i,-0.012332-0.0029555i
0.037578-0.10479i,-0.12094+0.00068174i,-0.27911+0.26619i,-0.18417+0.46845i,0.039297+0.42118i,0.098306+0.22362i,0.026685+0.079114i,-0.0044648+0.021814i,-0.0043153-0.00075839i,0.0025225-0.0043697i,0.0192-0.011119i,0.020977-0.017894i,0.016194-0.016291i,0.013038-0.018834i,0.007606-0.011476i,0.0046473+0.008671i,0.00062147+0.021961i,-0.0018109+0.023841i,0.0016807+0.013779i,0.0065281+0.0011673i,0.0076312-0.0085151i,0.00087164-0.016989i,-0.0084988-0.019524i
0.19045+0.30891i,0.18955+0.47023i,0.019885+0.43596i,-0.16318+0.21117i,-0.20183+0.0028326i,-0.11547-0.04939i,-0.0012918-0.014448i,0.044831+0.0023589i,0.020852+0.0019992i,-0.017013+0.015944i,-0.031105+0.037141i,-0.018801+0.047975i,0.00066405+0.041859i,0.0075852+0.02665i,0.0017086+0.014146i,-0.0033457+0.0047864i,-0.0015121+0.00090225i,0.0053039+0.00049644i,0.0095168-0.0034634i,0.007793-0.0065446i,0.0065933-0.0075398i,0.0069151-0.009907i,0.0039778-0.011125i
-0.080583+0.26662i,-0.084984+0.21747i,-0.13489+0.0020544i,-0.26879-0.064063i,-0.33825+0.11316i,-0.23517+0.24011i,-0.082255+0.19846i,0.0027775+0.11507i,0.0075211+0.062994i,-0.016386+0.060892i,-0.014785+0.072568i,-0.0053278+0.055785i,-0.0046255+0.032097i,0.0025769+0.013665i,0.0062525-0.0041181i,0.00062723-0.016595i,-0.0095355-0.024351i,-0.016561-0.018446i,-0.0097571-0.00070462i,0.0012669+0.013872i,0.009601+0.020023i,0.018717+0.012983i,0.021479-0.0025535i
-0.50999-0.11006i,-0.70092-0.23326i,-0.55042-0.33961i,-0.20414-0.34789i,0.017017-0.30349i,0.024987-0.24441i,-0.053766-0.14851i,-0.076909-0.079006i,-0.053315-0.070854i,-0.04201-0.076676i,-0.041285-0.077232i,-0.046092-0.070089i,-0.043902-0.044875i,-0.025019-0.020713i,-0.010314-0.011229i,-0.0030332-0.001363i,0.0032752+0.012047i,0.0041081+0.019045i,0.0014454+0.01996i,0.0016505+0.017729i,0.0047557+0.013924i,0.0062751+0.015204i,0.010405+0.018624i
-0.28-0.3522i,-0.31863-0.29983i,-0.1189-0.054976i,0.088546+0.014512i,0.017408-0.14989i,-0.16845-0.2358i,-0.20709-0.17634i,-0.12965-0.083694i,-0.047141-0.038606i,-0.021898-0.04326i,-0.03843-0.036682i,-0.033945-0.016984i,-0.018382-0.0092066i,-0.01456+0.0031128i,-0.0065441+0.01773i,0.0044821+0.019246i,0.014369+0.0068377i,0.01354-0.0081413i,-0.0017487-0.010742i,-0.016134-0.0031968i,-0.02415+0.0051992i,-0.022918+0.013319i,-0.009136+0.018359i
0.44687-0.36015i,0.66144-0.36289i,0.64268-0.12391i,0.47751+0.13993i,0.40728+0.21105i,0.41234+0.086425i,0.35159-0.078282i,0.22585-0.13396i,0.13983-0.088073i,0.099365-0.039335i,0.07568-0.016554i,0.063439-0.010701i,0.046295-0.0065941i,0.027865+0.0046801i,0.013848+0.011183i,-0.0058092+0.013072i,-0.025619+0.018073i,-0.030098+0.017459i,-0.02243+0.0085927i,-0.012036+0.0013211i,-0.0023584-0.0044121i,-0.0044207-0.012551i,-0.021223-0.012825i
0.4598+0.14225i,0.35974+0.13422i,-0.056817+0.17352i,-0.29004+0.29599i,-0.13777+0.30711i,0.077523+0.17038i,0.14882+0.07316i,0.12403+0.05846i,0.071483+0.063786i,0.049545+0.043602i,0.034081-0.0075171i,-0.0042827-0.027148i,-0.022693-0.0048827i,-0.01694+0.0046756i,-0.01314+0.0017798i,-0.01048+0.0054059i,0.0018003+0.010925i,0.020681+0.010992i,0.029611+0.0016477i,0.022269-0.008185i,0.012802-0.0092018i,0.010025-0.0085881i,0.006163-0.010351i
-0.21662+0.62835i,-0.39532+0.84728i,-0.52913+0.77066i,-0.49653+0.58668i,-0.33962+0.492i,-0.18293+0.45792i,-0.056964+0.39858i,0.02539+0.26154i,0.037875+0.12859i,0.017354+0.071021i,0.0063451+0.053468i,0.0076151+0.041846i,0.013206+0.023928i,0.014295+0.0043343i,0.010939-0.0080636i,0.0048078-0.021615i,-0.0043651-0.031141i,-0.0056146-0.025144i,0.0019611-0.014541i,0.0066729-0.0055482i,0.0065269+0.0041306i,0.0060369+0.0071848i,0.0046663+0.00082183i
-0.60071+0.0026146i,-0.62665-0.0541i,-0.28982-0.22889i,-0.0081294-0.34735i,-0.02442-0.26584i,-0.12068-0.13006i,-0.16719-0.07266i,-0.17182-0.046089i,-0.14411-0.027143i,-0.091271+0.0012707i,-0.023772+0.015519i,0.0073969-0.012679i,-0.00050124-0.031008i,-0.0051671-0.018736i,-0.0067371-0.0063226i,-0.0044083-0.0014094i,0.0026771+0.0033384i,0.0020683+0.0098157i,0.00017789+0.015642i,0.0048505+0.015402i,0.011352+0.010614i,0.016098+0.0070831i,0.014253+0.0029763i
-0.18029-0.70479i,-0.26378-0.96351i,-0.20429-0.8874i,-0.11848-0.59454i,-0.11791-0.36309i,-0.1782-0.27719i,-0.21342-0.18645i,-0.14903-0.047983i,-0.038867+0.02645i,0.0031426+0.021261i,-0.0043629+0.010497i,0.00014199+0.0063284i,0.0037645+0.00549i,-0.003333+0.015931i,-0.008638+0.018969i,-0.012949+0.0098913i,-0.015745-8.9554e-05i,-0.014093-0.0060896i,-0.0087569-0.0013681i,-0.00043005+0.011545i,0.0013417+0.021685i,-0.0032795+0.024i,-0.00058535+0.016178i
0.51857-0.26866i,0.59382-0.16781i,0.45867+0.27358i,0.365+0.57766i,0.38256+0.33599i,0.36167-0.099284i,0.2733-0.30894i,0.18115-0.29445i,0.10123-0.21767i,0.022884-0.13954i,-0.025131-0.058141i,-0.024112+0.00021911i,-0.0069844+0.021225i,0.0061043+0.016878i,0.018307+5.9651e-05i,0.022383-0.0069155i,0.021001+0.0045853i,0.024533+0.019069i,0.0306+0.015813i,0.026212-0.00113i,0.016658-0.009411i,0.01538-0.0076776i,0.014657-0.0058451i
0.45028+0.44517i,0.67914+0.64247i,0.62776+0.72817i,0.41345+0.67442i,0.3032+0.48607i,0.2518+0.22992i,0.1318+0.043632i,-0.0031716+0.00063348i,-0.042153+0.045485i,-0.015065+0.055285i,-0.017091+0.016449i,-0.034322+0.001653i,-0.028216-0.0024859i,-0.024204-0.017953i,-0.012394-0.018902i,0.016645-0.017674i,0.029705-0.020316i,0.02276-0.015502i,0.012019-0.0006683i,0.010043+0.018116i,0.012175+0.021279i,0.0026885+0.013246i,-0.010244+0.010197i
-0.43883+0.2009i,-0.69893+0.17238i,-0.8278+0.014092i,-0.56823-0.055299i,0.049497-0.01986i,0.54698-0.035683i,0.61374-0.070081i,0.43181-0.056751i,0.24192-0.058112i,0.12707-0.09538i,0.05843-0.13125i,-0.0006481-0.11926i,-0.01492-0.062101i,0.011599-0.015966i,0.025557+0.018275i,0.019729+0.057594i,0.0045658+0.065869i,-0.014573+0.043629i,-0.020412+0.027431i,-0.010279+0.017305i,0.004029+0.015856i,0.017954+0.021292i,0.03062+0.015095i
-0.20283-0.12528i,-0.44863-0.0074554i,-0.52451+0.23552i,-0.32769+0.45845i,-0.023145+0.66775i,0.23266+0.72145i,0.34222+0.47208i,0.25373+0.15013i,0.10783+0.037113i,0.061016+0.039226i,0.071247+0.014037i,0.059368-0.016267i,0.038692-0.019714i,0.035294-0.0096241i,0.026576-0.00048892i,0.01485+0.013182i,0.022712+0.017369i,0.033149+0.0063806i,0.024008-0.0034883i,0.0078425-0.0031117i,-0.0022818-0.0013136i,-0.019378-0.0083361i,-0.03939-0.007728i
0.60099-0.16396i,0.99876-0.46269i,1.0274-0.7412i,0.57559-0.63782i,0.037607-0.24274i,-0.25567+0.16196i,-0.28975+0.41105i,-0.15313+0.39847i,-0.023879+0.22758i,0.025094+0.12587i,0.06287+0.084567i,0.064168+0.021485i,0.01082+0.00055846i,-0.03984+0.020505i,-0.081218+0.010479i,-0.11761-0.015778i,-0.12119-0.023342i,-0.089074-0.019164i,-0.046112-0.0029279i,-0.011333+0.026391i,0.011097+0.051608i,0.024425+0.057901i,0.025234+0.047448i
-0.13546+0.54285i,-0.20429+0.72937i,-0.12351+0.69861i,0.099159+0.5683i,0.30674+0.40079i,0.36392+0.1574i,0.24364-0.022112i,0.096509-0.03709i,0.0067712+0.0032464i,-0.054182+0.0033237i,-0.087023-0.0034016i,-0.074372+0.015315i,-0.03808+0.016253i,-0.026985-0.012281i,-0.043583-0.032201i,-0.062118-0.02695i,-0.057449+0.0075594i,-0.020536+0.043537i,0.0053851+0.038259i,-0.0096936+0.0088148i,-0.036566-0.011009i,-0.047107-0.023832i,-0.042486-0.032242i
-0.61568+0.23885i,-0.38335+0.68047i,0.14803+0.9124i,0.4089+0.68102i,0.30993+0.40044i,0.26961+0.27987i,0.29103+0.031876i,0.11972-0.18771i,-0.037042-0.14144i,-0.017646-0.066539i,-0.018741-0.070213i,-0.064773-0.025833i,-0.052861+0.034795i,0.0066346+0.047781i,0.061266+0.02101i,0.065419-0.022124i,0.027582-0.053779i,-0.0045509-0.061559i,-0.0014461-0.0507i,0.020826-0.04274i,0.0249-0.046211i,0.0089512-0.040421i,-0.0020473-0.02008i
-1.5263+6.3334i,0.32937+5.5973i,2.8534+4.5434i,3.9213+1.7198i,3.3319-1.2021i,1.1726-2.7049i,-0.91923-1.8945i,-1.4143-0.24882i,-0.42216+0.59501i,0.70343+0.12366i,0.7928-0.73174i,0.23-1.2004i,-0.51448-1.6925i,-1.3874-2.2802i,-1.6918-2.2797i,-1.115-1.3641i,-0.40235-0.36914i,-0.28757+0.10373i,-0.61219+0.35858i,-0.60576+0.61479i,-0.095207+0.68843i,0.42216+0.4014i,0.49282-0.072501i
0.30223-0.13073i,0.2136-0.19021i,-0.10261+0.063876i,-0.1207+0.45598i,0.1888+0.55178i,0.40416+0.36253i,0.37087+0.12576i,0.17748-0.020314i,0.045094-0.0041208i,0.046666+0.011382i,0.026084-0.033628i,-0.0085428-0.029987i,0.0037392-0.018808i,0.026851-0.035763i,0.0421-0.077142i,0.019393-0.1306i,-0.01825-0.13457i,-0.019842-0.095846i,-0.01977-0.061975i,-0.042218-0.033073i,-0.06255-0.0020698i,-0.070006+0.019707i,-0.063152+0.02764i
0.32427+0.46937i,0.99454+0.41371i,1.5005+0.020939i,1.3613-0.37761i,0.77239-0.55629i,0.17849-0.57572i,-0.21656-0.43922i,-0.30981-0.18525i,-0.19515-0.030217i,-0.10928+0.0087984i,-0.060594+0.05243i,0.020704+0.070012i,0.081025+0.028567i,0.087486-0.013691i,0.074357+0.0025257i,0.07926+0.059949i,0.089359+0.080835i,0.070263+0.043622i,0.040886-0.013706i,0.02608-0.052163i,0.0156-0.05405i,0.010701-0.033477i,0.0079659-0.01989i
-0.32192-0.13995i,-0.6101-0.18316i,-0.76915-0.17276i,-0.65414-0.15084i,-0.36686-0.12305i,-0.088315-0.051342i,0.12132+0.02318i,0.19895-0.0091434i,0.10638-0.079211i,0.010028-0.081843i,-0.014191-0.06401i,-0.020325-0.043616i,-0.014918-0.011898i,-0.0077858+0.018987i,0.0054589+0.040428i,0.039894+0.044194i,0.071322+0.030996i,0.070812+0.012028i,0.045305+0.0055936i,0.029605+0.0084856i,0.03964+0.00050296i,0.050145-0.018621i,0.044662-0.028662i
0.32667-0.17994i,0.38183+0.005479i,0.29608+0.25208i,0.1033+0.23075i,-0.14706-0.0062838i,-0.40792-0.21352i,-0.58442-0.23509i,-0.53767-0.041081i,-0.29921+0.10797i,-0.12728+0.10335i,-0.068842+0.10742i,-0.018158+0.12149i,0.0050332+0.086808i,0.003815+0.033249i,0.0015435-0.026151i,-0.022852-0.063016i,-0.048968-0.054575i,-0.04377-0.033573i,-0.015183-0.026058i,-0.00020292-0.025258i,-0.01104-0.011258i,-0.019294+0.019383i,-0.0079002+0.040081i
0.19249+0.11554i,0.14764-0.31373i,-0.17728-0.87446i,-0.53237-0.8147i,-0.53856-0.15834i,-0.24171+0.3995i,0.052803+0.51498i,0.1743+0.31487i,0.14753+0.096215i,0.10843+0.021546i,0.10662-0.0018963i,0.08332-0.036949i,0.044008-0.046807i,0.020975-0.031761i,0.022138-0.013624i,0.037046-0.010084i,0.04161-0.015922i,0.017762-0.015618i,-0.026099-0.0028859i,-0.048971+0.0057388i,-0.048629-0.0075902i,-0.052828-0.030686i,-0.065207-0.033428i
-0.40339+0.47554i,-0.31671+0.88155i,0.0051278+1.0561i,0.21218+0.84777i,0.25131+0.50443i,0.33098+0.16635i,0.35348-0.13978i,0.18535-0.237i,0.0024815-0.13702i,-0.076711-0.047241i,-0.091441-0.011976i,-0.058208+0.010004i,-0.014311+0.0072033i,-0.0020631-0.014709i,-0.015141-0.021466i,-0.022092-0.0016514i,-0.0063903+0.020248i,0.019422+0.024271i,0.033413+0.01564i,0.028484+0.0058477i,0.015894+0.0013973i,0.0084304+0.0025335i,0.0068062+0.0019709i
-0.056518-0.78734i,-0.23076-1.2152i,-0.36256-1.2825i,-0.38076-0.93573i,-0.33631-0.47458i,-0.32176-0.16245i,-0.33029+0.045166i,-0.22846+0.14947i,-0.065622+0.094862i,0.010706+0.0031643i,0.0308-0.025891i,0.037122-0.033332i,0.019917-0.037783i,0.0051375-0.021014i,0.01305-0.00071113i,0.021695-0.0016754i,0.0027798-0.0050765i,-0.022662+0.0033307i,-0.025411+0.0056696i,-0.0098953+0.0044385i,0.011131+0.011068i,0.035531+0.016025i,0.054918+0.0044525i
0.19194+0.33142i,0.086583+0.65099i,-0.11971+0.90806i,-0.19406+0.84182i,-0.14112+0.53022i,-0.026686+0.24533i,0.095047+0.020806i,0.10129-0.10452i,0.058603-0.083873i,0.044148-0.038437i,0.011713-0.010761i,-0.019267+0.024804i,-0.01958+0.042627i,0.0014361+0.02868i,0.017452-0.00056304i,0.012231-0.0076771i,0.014909+0.00086942i,0.024577-0.0080299i,0.016199-0.01813i,-0.0047144-0.0078064i,-0.023131+0.013326i,-0.03802+0.031728i,-0.049713+0.046626i
-0.10679+0.17952i,0.092463-0.056439i,0.29514-0.36273i,0.292-0.31882i,0.20733-0.03654i,0.16518+0.12472i,0.11465+0.12108i,0.07206+0.05675i,0.02668+0.0066174i,-0.010687+0.011102i,0.0020491+0.010735i,0.024033-0.028102i,0.024116-0.054074i,0.0070484-0.038152i,-0.0049829-0.0040355i,0.0053951+0.0081381i,0.010336+0.00070087i,-0.0038498+0.013348i,-0.012112+0.039714i,-0.0050106+0.03457i,-0.0027677-0.0033688i,-0.006064-0.039166i,-0.0011479-0.05377i
-0.20077-0.18124i,-0.29224+0.17372i,-0.16702+0.59625i,0.076755+0.50598i,0.10774+0.082618i,-0.065288-0.081641i,-0.093104+0.016563i,0.0022513+0.050351i,0.028801-0.014805i,-0.00074822-0.051681i,-0.019072-0.019475i,-0.0044044+0.032308i,0.018294+0.037508i,0.024563+0.0073421i,0.016343-0.012955i,0.001314-0.0010869i,0.0041827+0.02598i,0.031159+0.015173i,0.044594-0.025162i,0.038212-0.03222i,0.042561-0.0051613i,0.049186+0.017088i,0.037624+0.02068i
0.56755-0.21194i,0.73706-0.55626i,0.55557-0.79858i,0.18578-0.6424i,-0.03069-0.27028i,-0.075367-0.051288i,-0.099538+0.006419i,-0.087111+0.041737i,-0.01503+0.055548i,0.046169+0.019815i,0.044539-0.033132i,0.006937-0.055277i,-0.020978-0.036344i,-0.030232-0.00735i,-0.020335+0.0039701i,-0.0044103-0.0051338i,-0.0066627-0.012771i,-0.025135+0.00069285i,-0.03562+0.02208i,-0.032941+0.025706i,-0.03341+0.01503i,-0.033599+0.010619i,-0.021848+0.014806i
-0.35215+0.57585i,-0.54921+0.84069i,-0.59561+0.77119i,-0.44737+0.38352i,-0.24775+0.0083013i,-0.1031-0.16904i,-0.034461-0.19725i,-0.033508-0.14465i,-0.047057-0.066962i,-0.054804-0.018438i,-0.064789+0.0061405i,-0.047004+0.023945i,-0.0071129+0.011863i,0.01887-0.019775i,0.018304-0.036121i,-0.00060067-0.028684i,-0.0091787-0.016314i,0.0014454-0.017288i,0.012042-0.02287i,0.013927-0.02611i,0.010371-0.02844i,0.0039165-0.025592i,-0.0044721-0.019108i
-0.16462-0.50765i,-0.15728-0.76318i,-0.067873-0.775i,-0.029297-0.5115i,-0.022181-0.16209i,0.04184+0.08961i,0.10532+0.16581i,0.12097+0.10807i,0.10983+0.02714i,0.10127-0.025424i,0.098076-0.057849i,0.0806-0.071149i,0.051618-0.058375i,0.023293-0.0292i,0.0074727-0.0057689i,0.004508-0.0047528i,-0.0037054-0.0083946i,-0.014545+0.0001753i,-0.015824+0.0087113i,-0.0068971+0.019543i,0.0084473+0.032228i,0.018522+0.032137i,0.017446+0.027007i
0.36161+0.12036i,0.39518+0.22915i,0.26168+0.32952i,0.16881+0.28367i,0.09991+0.0649i,-0.071168-0.11329i,-0.20805-0.086636i,-0.20171+0.028658i,-0.12347+0.079534i,-0.064217+0.070883i,-0.044283+0.061574i,-0.039326+0.076607i,-0.020619+0.086371i,3.945e-05+0.05507i,0.00058255+0.014391i,-0.0037301+0.0017341i,0.0050489+0.0040208i,0.0158-0.0026355i,0.011526-0.015319i,-0.0061407-0.02159i,-0.021289-0.022601i,-0.028493-0.021575i,-0.029853-0.021738i
-0.086988+0.28339i,0.083544+0.26864i,0.3054+0.043237i,0.33584-0.13384i,0.2275-0.088815i,0.15767+0.021266i,0.13234+0.0028201i,0.095551-0.076495i,0.043637-0.078074i,0.036311-0.030246i,0.057088-0.033696i,0.040409-0.074293i,0.002117-0.074791i,-0.0076503-0.035066i,0.015461-0.010445i,0.031651-0.019912i,0.016299-0.030065i,-0.00032996-0.016417i,0.0063131+0.0020691i,0.017008+0.0066906i,0.017418+0.0054881i,0.018927+0.0066692i,0.02597+0.0092568i
-0.29833-0.30015i,-0.48773-0.25997i,-0.44481-0.095672i,-0.17609-0.057131i,0.037693-0.16332i,0.078681-0.22325i,0.067277-0.17214i,0.047876-0.097857i,0.020422-0.052046i,0.0033228-0.024i,0.0025172+0.011641i,0.020339+0.043696i,0.042209+0.046716i,0.046877+0.029927i,0.033659+0.021724i,0.02327+0.029942i,0.025115+0.032468i,0.025423+0.017725i,0.017897+0.0018262i,0.011993-0.0024241i,0.013439-0.000311i,0.013068-0.0023298i,3.9032e-05-0.0048855i
0.50168-0.081452i,0.7225-0.29173i,0.64051-0.42543i,0.34215-0.28473i,0.096373-0.009303i,-0.042656+0.14919i,-0.12191+0.18003i,-0.12509+0.16578i,-0.082786+0.13375i,-0.044087+0.099816i,-0.033036+0.063334i,-0.041421+0.029957i,-0.047958+0.0095291i,-0.051195-0.0011747i,-0.043912-0.0049572i,-0.028862-0.0075225i,-0.017643-0.0045903i,-0.012716+0.0023334i,-0.014984+0.0056308i,-0.017822+0.008605i,-0.020508+0.0086271i,-0.024079+0.0069799i,-0.017975+0.0059545i
-0.334+0.46706i,-0.391+0.81045i,-0.25109+0.89059i,-0.080216+0.60863i,-0.039579+0.23378i,-0.065995+0.018836i,-0.060312-0.037096i,-0.026236-0.042141i,-0.020784-0.05637i,-0.043792-0.04631i,-0.023997-0.019273i,0.021305-0.025037i,0.026872-0.036452i,0.018796-0.020744i,0.02054+0.00019593i,0.01905+0.0085641i,0.011357+0.0044338i,0.0028928+9.8724e-05i,0.0019893+0.0032716i,0.0029645+0.0049334i,0.0069629+0.005326i,0.018797+0.0071687i,0.022245+0.0035867i
-0.093137-0.50334i,-0.27318-0.68564i,-0.40013-0.49624i,-0.28448-0.11824i,-0.0095961+0.044688i,0.1837-0.037355i,0.21089-0.13365i,0.15414-0.13815i,0.10591-0.088707i,0.08278-0.055108i,0.059172-0.036026i,0.038746-0.0070705i,0.027416+0.0084003i,0.010395+0.005778i,-0.0071667+0.0020496i,-0.019137+0.0015567i,-0.024053+0.0058347i,-0.014551+0.0063058i,-4.5352e-05-0.005213i,0.0067261-0.013799i,0.0044241-0.0091561i,-0.0013033-0.0024096i,-0.0007242-0.0016177i
0.40942+0.31482i,0.67901+0.36133i,0.67807+0.18492i,0.38864+0.010821i,0.086332+0.023405i,-0.069097+0.080221i,-0.122+0.088583i,-0.12687+0.073084i,-0.11019+0.048241i,-0.07872+0.042881i,-0.041136+0.039799i,-0.018911+0.02848i,0.0050378+0.020804i,0.027439+0.0038946i,0.025719-0.0070151i,0.019859-0.0052063i,0.017795-0.0044211i,0.0092058-0.0008442i,-0.0052159+0.0062928i,-0.01951+0.01012i,-0.026251+0.0058823i,-0.025591+0.001439i,-0.018248+0.0053566i
-0.47415+0.041953i,-0.66676+0.15601i,-0.51573+0.2679i,-0.16063+0.22843i,0.04031+0.071206i,0.033342-0.021534i,-0.013253-0.03909i,-0.014227-0.028262i,0.019753-0.017298i,0.021431-0.029252i,-0.018768-0.014806i,-0.030925+0.018445i,-0.027592+0.025677i,-0.032716+0.028584i,-0.028667+0.029237i,-0.02427+0.021047i,-0.020388+0.01642i,-0.0098723+0.014738i,0.0031357+0.014346i,0.015134+0.012533i,0.020905+0.010188i,0.019409+0.0095406i,0.010862+0.0069434i
0.29479-0.32337i,0.33688-0.56623i,0.13437-0.63591i,-0.085684-0.46295i,-0.050709-0.23308i,0.12648-0.11462i,0.21284-0.081176i,0.17389-0.062849i,0.093508-0.03503i,0.044841-0.017714i,0.02753-0.028372i,0.007353-0.035701i,-0.0053665-0.026149i,-0.0073134-0.024715i,-0.0068096-0.032068i,-0.0030442-0.03721i,-0.0012414-0.036837i,-0.0013705-0.028171i,0.0017362-0.018392i,0.0073302-0.012127i,0.0088725-0.0069102i,0.0064969-0.0087131i,0.0015009-0.015544i
