-0.0059631+0.00020118i,-0.0035973-0.0012623i,-0.0026319-0.0003328i,-0.0017375+0.0013154i,-0.00085664+0.0020047i,0.0007981+0.0019312i,0.0010834+0.0021039i,7.1885e-05+0.0023121i,0.00026679+0.0013201i,0.0010938+0.00047682i,0.0014195+0.00010397i,0.00072033-0.00073694i,8.2976e-05-0.00093455i,4.4865e-05-0.00044456i,-0.00032979-0.00011179i,-0.00046505+0.00044725i,8.4159e-05+0.00095962i,-3.5105e-05+0.00029914i,0.00046121-0.000638i,0.0016125-0.00043405i,0.0013565-0.00028071i,0.0007343-0.0004744i,0.0003468-0.0003437i
-0.0013254-0.0010104i,-0.00074423-0.0014762i,-0.00098209-0.0008021i,-0.0011268-1.3672e-06i,-0.0003463+0.00091705i,-0.00031528+0.00056285i,-0.00095615-0.00019728i,-0.00039724+0.00013501i,-0.00023354+0.0006698i,-0.00084505+0.0007664i,-0.00039691+0.00030818i,0.0003232-0.0004309i,0.00099587-0.00047754i,0.00093892-3.2701e-05i,-0.00018405+0.00029661i,-0.00017559+0.00048089i,0.00032301+3.1174e-05i,8.4292e-05-0.00049565i,-6.152e-05-0.00030203i,-8.3881e-05-1.1217e-05i,0.00078693+0.00028336i,0.0012012+0.00024432i,0.00071618+0.00033859i
0.0015604+3.0895e-05i,0.0010116+0.00028339i,0.00055704+0.00020492i,-0.00066982+0.00022129i,-0.0021917+0.00048678i,-0.0017766+2.8137e-05i,0.00014213-0.00024583i,0.00068045-0.00039063i,4.8775e-05-8.3583e-05i,-0.00050799+0.00019742i,-0.00043199-0.00029119i,4.6367e-05-0.00042816i,-0.00040208-6.5427e-05i,-0.00086844-0.00023388i,-0.0011273-0.00050165i,-0.00054861-0.00033181i,0.00060275+2.048e-05i,0.00096053+0.00064453i,0.00020221+0.00071951i,-7.3913e-05+5.1509e-06i,-8.8661e-05-0.00061804i,0.00016133-0.00047019i,-0.00040166+0.00029536i
0.0021025+0.00057787i,0.0015571+0.00023177i,0.00029162-6.8654e-05i,-0.00056795-0.00051665i,-0.00044427-0.00069427i,-0.00014442+0.00016215i,0.00033137+0.00115i,0.000531+0.00073432i,0.00071026+0.00011573i,-6.8059e-05-0.00035369i,-0.00073936-0.00014202i,-0.00095277+0.00077477i,-0.00044883+0.00084242i,-0.00013818-0.00010251i,-0.00042495-0.00040687i,-0.00071701-0.00074195i,-0.0005959-0.00088377i,-0.0007949-0.00056848i,-0.00051621-0.00012282i,0.00054345+0.00048477i,0.00097439+0.00049857i,0.00024509-6.4572e-06i,-0.0010008-0.00023835i
0.0011386+0.00064833i,0.0011709-0.00043366i,6.3135e-06-0.00091892i,-0.0013668-0.00038468i,-0.0011935+0.00071148i,-0.00046737+0.00027937i,0.00016763-0.00042743i,0.00018584-0.00031059i,0.00019532-0.00032539i,7.731e-05-0.00070712i,-4.4135e-05-0.00012996i,-0.00038931+0.0012922i,-0.00013732+0.0014928i,7.9708e-05+0.0011506i,-0.0005156+0.00092918i,-0.00085363+0.00050933i,-0.0015045+4.7339e-05i,-0.0021777+0.0001323i,-0.00098851-8.6474e-06i,-0.00021257-0.00029555i,-0.00016204-0.00021414i,0.00016454-5.2539e-06i,-3.6124e-06+0.00013301i
0.0013767+0.00010561i,0.00043004+6.8034e-05i,-0.00053717+0.00048275i,-0.0022637+0.00037722i,-0.0032581+0.00046477i,-0.0021136+0.00053939i,-0.00096573+0.0010609i,-0.00089321+0.0008707i,-0.0009478+0.00026379i,-0.00084435+0.00032638i,-1.0358e-05+0.00059523i,0.00030765+0.00054269i,-0.0003257-0.00031763i,-0.00053533-0.00079328i,-0.00023858-0.00062975i,-0.00014626-0.00029017i,-0.00017323+0.00017191i,0.00013299+0.00050466i,0.00024681+0.00035262i,9.4278e-05+0.00025365i,4.6588e-05-0.00016023i,0.00036613-0.0007435i,0.00056384-0.00037689i
0.0014955-0.0010004i,0.00020203-0.00087978i,-0.00063852-0.00090196i,-0.0013488-0.000236i,-0.0021898+0.00027636i,-0.0020387+5.7432e-05i,-0.0011585+0.00017937i,-0.00044041+0.00033563i,-0.0004748-5.8021e-05i,-0.0013035+6.0744e-05i,-0.00088039+0.00029465i,-8.2405e-05+0.00026688i,0.00026396+0.00055433i,0.00070034+0.00027075i,0.00045785-0.00020398i,0.00052974-0.00019093i,-4.1365e-05-4.3149e-05i,-0.00063949+5.2613e-05i,9.9838e-05-0.00023145i,0.00040551+0.00020318i,-0.00039349+0.00042998i,-0.0009309+0.00040458i,-0.0014172+0.00014948i
-0.00076712+0.00073087i,-0.0010886+0.0007498i,-0.00032969+0.00049891i,-0.00024026+3.3308e-05i,-0.00058943-0.00013937i,-0.00064979-0.00044324i,-0.00020544-0.00030677i,0.00092201+0.00040012i,0.0013115+0.00042059i,0.00077036+6.727e-05i,0.00028271-0.00014985i,0.00053569+3.2804e-06i,0.00035282+9.5135e-05i,-0.00041281+0.00059681i,-0.00075962+0.0015249i,-0.00041249+0.0012086i,0.00037889+0.00019546i,0.00049023-0.00035443i,0.00010018+3.8049e-05i,0.00025071+0.00063394i,0.00053257+0.00020124i,-0.00029202+0.00016295i,-0.00044812+6.0353e-05i
-0.0013039-0.00069949i,-0.00043407-0.00044378i,-0.00074336+0.00010264i,-0.00067868+0.00099919i,-0.0001225+0.0019521i,-0.000238+0.00096379i,-0.00068643+0.00075311i,-0.00097827+0.00081167i,-0.00073065+0.00057287i,-0.00064456+0.00078385i,-0.00016813+0.00094904i,0.0010247+0.00022564i,0.0020467-0.0003102i,0.0012149-0.00013055i,0.00041278-0.00015171i,0.00085001-0.00056485i,0.00061843-0.0011039i,-0.00021525-0.00048555i,-0.00011263-4.0296e-05i,0.00078249-7.6712e-05i,0.00056927+1.9678e-05i,0.00054245+0.0004444i,0.00084127+0.00044875i
-0.0021688+0.00099201i,-0.0016775+0.00033965i,-0.0013342+2.9482e-05i,-0.00034599+3.419e-05i,0.00067319+0.00070048i,0.00066716+0.00066273i,0.00035253+0.0003877i,-5.7855e-05+0.00078834i,0.00021402+0.00063545i,8.2474e-05+0.00053759i,-0.00076886+0.00072131i,-0.00053339-9.6689e-05i,0.00056539-0.0008041i,0.00034142-0.00059879i,-0.00022892-0.00052114i,0.00030918+4.2427e-05i,0.0005877+0.00014813i,0.00012601-0.00017127i,-0.00031552+0.00041201i,-0.00069994+0.00056698i,-0.00077191+1.9645e-06i,-0.00035503-0.00045363i,0.00036761-6.3641e-05i
-0.00023867-0.0016873i,-0.0003585-0.0012758i,-0.0014509-0.0014052i,-0.0013691-0.00021552i,-0.00066946+0.0014149i,-0.00049807+0.0011557i,-0.00082366+0.0005206i,-0.0014953+0.0003504i,-0.00054654-0.00053541i,8.3568e-05-0.00044619i,-0.00012819+6.6511e-05i,6.0771e-05+0.00046864i,0.00025519+0.0009915i,0.00073452+0.00013834i,0.0011172-0.0010055i,0.00093784-0.00020038i,0.00045147+0.0013115i,-0.00010598+0.0013536i,-0.00060097+0.0012259i,-0.00095479+0.0011831i,-0.00044342+0.00085463i,0.00027677+8.2071e-05i,-0.00020092-0.0002781i
0.0008303-0.00014954i,0.00076145-0.00018764i,8.5971e-05-0.00073527i,-0.00082278-0.0010133i,-0.0010178-0.00033067i,-0.0013182+0.00063016i,-0.00044948+0.0011089i,0.0013396+0.00077919i,0.0010256+0.00067265i,-0.00028155+0.00079134i,0.00031425+0.00097704i,0.0010908+0.0007209i,0.00087202+0.00027738i,0.00065885+0.00024038i,0.00047673+9.8083e-05i,2.0443e-05-6.4066e-05i,-0.00062846+0.00023855i,-0.0005262+0.00046921i,9.1099e-05+0.00034956i,0.00028159+3.7093e-05i,-0.00019946-0.00013184i,-1.4018e-05+0.00053004i,0.00076035+0.00059159i
0.00086871+0.0012385i,0.00071409+0.0012618i,0.00019222-0.00011232i,-0.00077052-0.00068015i,-0.00072537-0.00078539i,-0.00010763-0.00063332i,-0.00029166-0.00010035i,-0.00046793-0.00011562i,0.0002818-6.6095e-06i,0.00035352-0.00014641i,-0.0001797-0.00030165i,-0.00010954+9.0063e-05i,-0.00011861+0.00043777i,-0.00056072+0.0010402i,-0.00065544+0.00074244i,-0.00047388-0.00011534i,-0.00042105-0.00010634i,-0.00041061+0.00012512i,-0.00015168+3.9218e-05i,-0.00028455+0.00052663i,-0.00045416+0.00035028i,-0.00073672-4.3027e-05i,-0.0010405-3.2676e-05i
0.00095542-0.0022805i,0.00086664-0.0018822i,-0.00015827-0.0014716i,-0.0014657-0.00082728i,-0.0013206-0.00088892i,-0.00039919-0.0002289i,0.00029217+0.00021523i,3.4937e-05+8.8233e-05i,-0.00032678-0.00013337i,-0.00032313-0.00039121i,-0.0010086-5.3323e-06i,-0.0005715+0.00052038i,-0.00016228+0.00010951i,-0.0008084-0.0002934i,-0.0012364-0.00032709i,-0.00098401-0.0006706i,-0.00072042-0.00066862i,-0.000726-0.00040237i,-0.00050733+0.00046104i,-0.00011688+0.00047705i,0.00019682-0.00027063i,-6.499e-05+0.00027134i,-0.00058567+0.00049554i
-0.0011506+0.00014676i,-0.00080779-0.00069354i,-5.1103e-06-0.00063297i,0.00053706+0.00073353i,0.00059692+0.0012403i,0.00034827+0.00028713i,-5.8189e-05-0.00044746i,-0.00010266-0.00061471i,8.9229e-05-0.00036955i,0.00020019-0.00021352i,0.00067325-9.6625e-05i,0.0012439+8.5352e-05i,0.00079557+0.00017238i,-0.00049078+0.00031449i,-0.00020804+0.00015018i,0.0003453+5.4124e-05i,0.00047547-0.00069236i,0.00010633-0.0011869i,-4.839e-06-0.00039339i,0.0003561+0.00062412i,0.00037939+0.0004999i,0.00059292-1.3054e-05i,0.00089383+0.00064424i
-0.0014754-0.00045923i,-0.0016488-0.00061683i,-0.00065215-1.9949e-05i,-0.00069248+0.00052282i,-0.00093844-0.0003568i,-0.00049758+2.7465e-05i,-0.00077521+0.00071124i,-0.0015+0.00062424i,-0.00085262-0.00032778i,2.8073e-05-0.00085612i,-0.00017339-8.8031e-05i,-0.00066787+0.00046458i,-0.00092633+0.00065284i,-0.00073692+0.00076356i,0.00026092+0.0010277i,0.00052319+0.0007883i,-0.00018677+0.00046575i,0.00047223+0.0004051i,0.00063156+0.00020581i,-0.00033576+0.00045795i,-0.00075861+0.00052658i,-0.00018045+0.00019703i,7.0382e-05-0.00028393i
-0.0011412+0.00035533i,-0.0013181+7.0205e-05i,-0.0010145-0.0005143i,-0.00021561-0.00092335i,3.8439e-05-0.00075486i,-0.00072246+0.00036993i,-0.0009568+0.0009629i,-0.00046032+0.00082493i,0.00023083+0.0001125i,0.00038979-0.00034993i,-0.00012416+0.00045146i,-0.00015886+0.0011183i,0.00049368+0.00031453i,0.00037847-0.00069369i,-0.0002384-0.00037814i,0.00047502+0.00058921i,0.00056544+0.00043733i,-0.00033996-0.00053602i,-0.00026088-0.00053823i,-0.00011305-0.00053051i,-0.00030554-0.00018649i,-0.00068971+0.00022946i,-0.00056532-0.00031685i
-0.00010563+0.00047075i,0.00055363+0.00059744i,0.00017151+9.7685e-05i,-0.00054596-4.257e-05i,-0.00023073+0.00010228i,0.00017116-4.9796e-05i,0.00029319-0.00019687i,-7.2574e-06-0.0003478i,0.00018848-0.00070583i,0.00056205-0.00046699i,0.00048503-0.00059495i,0.00027003-0.00059799i,0.00054173-4.9606e-05i,0.00079874-1.7386e-05i,0.00024176+0.00062507i,-0.00046962+0.001162i,-0.00035806+0.00078039i,-0.00031524+0.00070797i,-0.0002626+0.0006724i,7.6041e-05+0.00023569i,-0.00027208+5.1339e-05i,-0.00078201-0.0003052i,-0.00046622-0.00065324i
-0.0013438+0.00029023i,-0.00049776+9.0105e-05i,-0.00068688+0.00042984i,-0.0011462+0.0010635i,-0.0012645+0.00050977i,-0.00078761-0.00026952i,-0.00058344+0.00047936i,-0.00077106+0.00083632i,-0.00051912-0.00028494i,-0.00040556-0.00064081i,-2.6106e-05+0.00025424i,0.0010568+0.00017496i,0.0012243-0.00028515i,-0.00011404-0.00032583i,-0.00037441-0.00030432i,-0.000158-5.9819e-05i,-0.00020553-3.7954e-05i,0.00016213+4.0003e-05i,0.00051347+0.00046255i,0.00010926+0.00042334i,0.00041166+0.00037283i,0.00043559+0.00026132i,-0.00042623-0.0003146i
0.00060429-0.00037157i,0.00016642-0.00051793i,-0.00024858-0.0015363i,-0.0010497-0.0012851i,-0.0011232+0.00060547i,-0.0012534+0.00075154i,-0.0007563-0.00013799i,-0.00026166-0.0002079i,-8.347e-05-0.00084703i,0.0002424-0.0010129i,0.0010632-0.00034653i,0.0010701+0.0002913i,0.00038703+0.00043074i,0.00026993+0.00017177i,-0.00027395+4.1535e-05i,-0.00093572-0.0005758i,-2.6479e-05-0.00087281i,0.00026548+1.5778e-05i,9.1449e-05+0.00098369i,0.00055208+0.0010639i,0.00047681+0.0012182i,0.00026162+0.0011052i,0.00010771+0.00021299i
0.00047284+0.0013884i,0.00055051+0.00073536i,0.0004082+0.0005054i,0.00010179-0.00015718i,9.5699e-06-0.0010685i,0.00030227-0.00072679i,-4.2271e-05+0.00035706i,-0.00080674+0.0014857i,-0.00048095+0.0011059i,-9.1868e-05-0.00056313i,7.7282e-05-0.0010365i,0.00093598-3.4034e-05i,0.0016027+0.00045528i,0.0015016+0.00084109i,0.00040192+0.0010662i,-0.00018382+0.00046428i,0.00013418+8.6431e-05i,-8.24e-05-0.00010938i,-0.00071718-0.00021619i,-0.0007494-0.00016116i,-0.00010777+0.00032938i,4.5049e-05+0.00034271i,5.0906e-06-0.00011481i
-0.0011305+0.00021083i,-0.001267-0.00068027i,-0.00033855-0.00068161i,9.9997e-05-0.0012388i,-0.00046041-0.0014176i,-0.0010077-0.00046927i,-0.00085578+0.00036403i,-0.00083172+0.00090082i,-0.0003383+0.00094428i,-1.4755e-06+0.00099463i,0.00020827+0.00053744i,0.00055151-0.00020864i,6.1406e-05-0.00024806i,-0.00091947+0.00051611i,-0.00081578-0.00010525i,-5.6111e-05-0.0011513i,-0.00027605-0.00072595i,-0.00015982-0.00033243i,0.00055043+0.00044951i,0.00030741+0.00065755i,-0.00035594+0.00029744i,-0.00080474+8.595e-05i,-0.00040471-0.0001515i
0.0011616-0.0010166i,0.00071959-0.0011797i,-0.0009641-0.0020055i,-0.0018733-0.0011929i,-0.0013184-0.000129i,-0.00018247+5.7283e-05i,0.00030289+0.00011609i,4.2871e-05+0.00011044i,-6.6762e-05-0.00050354i,-0.00012234-0.0012351i,5.5722e-05-0.00031993i,0.00067667+0.00092201i,1.2421e-05+0.00039097i,-0.00043353-0.00048465i,-0.00017736-0.00043272i,0.00019678+0.00010828i,0.00029839+0.00037132i,0.0004269-0.00042377i,-0.0005254-0.0010227i,-0.0010509-0.00068259i,4.744e-05-0.00044509i,0.00016061+0.00011467i,-0.00035928+0.000459i
0.0029483-0.00088711i,0.0019852-0.00054054i,0.00057078-0.001066i,-0.00073731-0.00070362i,-0.0019568+0.00017655i,-0.0017782+0.00034805i,-0.0012639+3.645e-05i,-0.00047258+8.6756e-05i,0.0011726+0.00022727i,0.00049106-0.00033663i,-0.00053251-0.00081573i,-0.00058812-0.00025073i,-0.00049625+0.00022103i,-0.00063167+9.2472e-05i,-0.00061656-0.00018933i,-0.000152-0.00038397i,-0.00029927+0.00013178i,-0.00063757+2.7469e-05i,0.00010144-0.00048773i,0.00067033+0.00031366i,7.0944e-05+0.00082705i,-0.00040693+0.00035285i,-0.00028674-2.6823e-05i
-0.0013516-0.00068692i,-0.0012742-0.00041977i,-0.0012326+0.0002659i,-0.0013358+0.00098088i,4.4805e-05+0.0010738i,0.0012304+0.00070321i,0.0012948+0.00052034i,0.00066749+0.0005455i,-0.000481+0.00041467i,-0.00057798-0.00056335i,0.00024518-0.00049724i,-0.00033931+3.7317e-05i,-0.0002354-0.00054704i,0.00063363-0.0007073i,0.0012346-0.00057912i,0.00066635-0.00022476i,-2.4455e-05+0.00024462i,-0.00046512+0.00023155i,-0.00070467+9.6688e-05i,-1.5704e-05+0.00030049i,0.00024716+0.00011752i,0.00011015+3.2093e-05i,0.00023734+0.00034125i
0.0020752+0.0014681i,0.0016319+0.0019049i,0.00076896+2.0466e-05i,-0.0002732-0.0017637i,-0.0013717-0.0015705i,-0.0013064-0.00068362i,-0.0001969+0.00028053i,0.00015103+0.00065094i,0.00099605-0.00040373i,0.00076935-0.00066622i,-0.00028255+0.00044565i,-2.0537e-05+0.0012816i,0.00045519+0.00043434i,0.00041316-0.00021041i,2.0106e-05-0.00029602i,0.00013508+3.3356e-06i,8.4389e-05+7.9113e-05i,-0.00022564-0.00062388i,-0.00097566-0.00033877i,-0.0012342+0.00038724i,-0.00087272+0.0007549i,-0.0010331+0.00092678i,-0.0011299+0.00055973i
0.00091245+0.0028316i,0.0016343+0.0018054i,0.0025268+0.0001258i,0.0023631-0.00062933i,0.0011784-1.5618e-05i,-0.00033039+0.00019433i,-3.0911e-05-0.00043256i,0.00090695-0.00012965i,0.00038815+0.00018795i,5.7788e-05-0.00068589i,-0.00014625-0.00043044i,-0.0005549-0.00019897i,-0.00031456+0.0003054i,-0.00027212+0.00055632i,-0.00075947-0.00042737i,-0.00038276-0.00018696i,-0.00011742-0.00015223i,-0.00011444-0.00011953i,0.00014312-0.00026374i,0.00052683-0.00018288i,0.00053146-0.00071459i,-7.5039e-05-0.0014838i,-7.976e-05-0.00055165i
-0.00012738+0.000581i,-4.5793e-05-0.00054267i,-0.0014167-0.0013065i,-0.0014674-0.00064934i,-0.000948+0.0006461i,-0.00083588+0.00033876i,0.00024146-7.6671e-05i,0.00036186+0.00033825i,0.00056513+0.00022594i,0.00069591+0.00071354i,0.00020422+0.00037895i,-0.00048633-0.00026137i,-0.0008473-0.0002393i,8.8207e-05-3.2677e-05i,0.00066434+0.00046707i,7.7504e-06+0.00069058i,0.00011536+0.00031179i,0.00058905+0.00053352i,0.00034124+0.00080404i,0.00043593+0.00018697i,0.00081377+2.9076e-05i,0.00045613+0.00057034i,-0.00030085+0.00045079i
-0.00096938-0.0013302i,-0.0012517-0.00092393i,-0.00085137-0.0021649i,-0.0014335-0.0011775i,-0.0016026+0.00029246i,-0.0014738-0.00022067i,-0.0011333-0.000587i,-0.00029959-0.00024453i,0.00048399-0.00014796i,0.00016806+8.202e-05i,-0.00028919+0.00016758i,-6.6946e-05+0.00060784i,-0.00033399+0.00056494i,-7.5082e-05+0.0011607i,0.0008561+0.0012722i,0.0010421+0.00042465i,0.0002932-0.0003529i,3.636e-06-0.00061059i,-0.00045057-0.00038385i,-0.0002999-0.00045279i,3.0014e-05+0.00049404i,0.00057718+0.00098016i,0.0010035-2.8692e-05i
-0.0023043+0.0016534i,-0.0016594+0.00075859i,-0.00074888+0.00046792i,-0.00029918+0.00028836i,-0.00035148+0.00020966i,-0.00055762+0.00027774i,-8.6294e-05+0.00081766i,0.0004255+0.00088402i,0.00026064+9.1468e-05i,-0.00035231-0.00048372i,-0.00074459-0.00042002i,0.00026116-0.00020768i,0.0020963-0.00049116i,0.0016077-0.00053901i,-7.2091e-05-0.00032448i,9.1462e-05-0.0009955i,0.00068798-0.00094912i,-9.797e-05-0.00026353i,-0.00024454-0.00017247i,0.00049546-6.0569e-06i,0.00021675+0.00029027i,-0.00054222+8.0129e-05i,-0.00021769-0.00051179i
-0.0010393-0.00034303i,-0.00060325-0.00024407i,0.00040425+0.00030424i,0.00031766+0.00053923i,-4.9914e-07+7.0413e-05i,0.00053273+0.00027062i,0.00050891+0.00021912i,-0.00032388-0.00022273i,-0.00035695+2.292e-05i,9.3886e-05+0.00022841i,-0.0004084-0.0005032i,-0.00054864-0.00072093i,0.00011507-0.00093658i,0.000703-0.0011159i,0.00088754-0.00027217i,0.00083334+5.2566e-06i,0.00073038-0.00014782i,0.00054984-0.0004859i,0.00044276-0.00064072i,0.00041423-3.3242e-05i,0.00065907+0.00044508i,0.0011016+0.00068408i,0.00077717+0.0010833i
0.00078984-5.8326e-05i,-5.9467e-05-0.00020892i,-0.0015232-0.00059326i,-0.0014737-0.001055i,-0.0011079-0.0010756i,-0.00070777+0.0002398i,-0.00066474+0.0011329i,-4.459e-05+0.00079819i,3.3007e-05+0.00038023i,-0.00045891+0.00044226i,-0.00078966+0.0003795i,-0.00074293+6.029e-05i,-0.00041718-0.00013432i,0.00019269+0.00013011i,-2.3971e-05-0.00050057i,-0.00070707-0.00039107i,-0.00061046+5.932e-05i,-9.9585e-05+0.00036414i,9.1562e-05+0.00083656i,0.00049705+0.0010545i,-4.3753e-05+0.0011195i,-0.00075664+0.00071385i,-0.00023894+4.3026e-05i
-0.00033949-0.00050631i,-0.00018393-0.00087583i,-9.6372e-05-0.00080485i,-0.00044752-0.00032056i,-0.00060711-0.00010931i,-0.000203+6.5248e-05i,0.00036581-0.0001073i,0.00011507-0.00075275i,-0.00031957-0.00077875i,-0.00013152-0.00020684i,-8.6361e-05+0.00032019i,-0.00034098+0.00039417i,-0.00036445+0.00086389i,-0.00071624+0.00075762i,-0.00015363-0.0003424i,3.9252e-05-0.0008998i,0.00029905-0.00084247i,0.0006827+0.00036522i,0.00072107+0.000886i,0.00066787+0.00029635i,5.4178e-05-0.0002042i,-0.00038192-0.0001076i,7.9132e-06+0.00019131i
-0.0021067-0.0013273i,-0.0014292-0.00093092i,-0.0016081-0.00022438i,-0.0020389+0.00047969i,-0.0014088+0.0010136i,-0.00075922+0.00057191i,-0.00065586+0.00013848i,-0.00076788+7.8531e-05i,-0.00063495-2.1141e-05i,0.00019121+0.00012224i,0.00057804+0.00047346i,0.00047086+0.0010512i,3.2893e-05+0.0011785i,-0.00027926+0.00075014i,-0.00038876+0.00046634i,0.00025899+0.00044293i,0.00038656-0.0001329i,8.1861e-05-0.00058148i,7.736e-05-0.00024053i,-0.00049757-0.00014697i,-5.0123e-05-0.00062844i,0.00063212-0.00054491i,0.00044873-0.00062967i
8.2096e-05-0.00076577i,0.00021864-0.00026342i,0.00022038+0.00011664i,0.00043609-2.4341e-05i,8.2555e-05+0.00028392i,3.5778e-05+0.00020023i,0.00058367-0.00058182i,-0.00026063-0.00074004i,-0.0012789-0.0011341i,-0.0011015-0.0014657i,-0.00096117-2.3512e-05i,-0.0003274+0.00057283i,0.00034534-8.0368e-05i,0.0004368-0.00010634i,0.00054933+0.00016719i,0.00054784+0.00019167i,0.00019337+2.878e-06i,-0.0003688-0.00014634i,-0.00016101-0.00043835i,0.00054418+9.6837e-05i,0.00013502+0.00048742i,-0.00027892+0.00040988i,-0.00029465+0.00028692i
0.0018855-0.0013625i,0.0011576-0.0012484i,0.00045838-0.0017325i,-0.00059395-0.0022092i,-0.00092385-0.0022264i,-0.00062537-0.0009019i,-0.00070933+0.0004574i,-0.00015204-0.00027699i,0.00036785-0.00090678i,0.00018961-0.00063775i,7.978e-05-0.00041699i,-5.0644e-05-4.193e-05i,-0.00036788+0.00040748i,-0.00015519+0.00017925i,-0.00021788-0.00034522i,-0.00033537-0.00059264i,9.5275e-05-0.00039321i,0.00086657-0.00076616i,0.0010458-0.0010058i,0.00056582-0.00049345i,0.00062829-0.00032073i,0.00022585-0.00038357i,-4.3937e-05-0.00025754i
0.0011698+0.0014233i,0.00066555+0.00016148i,0.00077717-0.00065456i,0.00044809-0.00099384i,-0.00016074-0.0011035i,-0.00050668-0.00074801i,-0.00073306+0.00031581i,-0.00073965+0.00054104i,-4.5599e-06-7.3066e-05i,0.00019898-0.00064007i,-8.0948e-05-0.00046035i,9.0074e-05-0.00027374i,-0.00063444-0.00083722i,-0.00046093-0.00097446i,0.0005346-0.0002934i,0.00049295+8.6137e-05i,-0.00011252-0.00013241i,-0.0004286+6.2914e-06i,0.00037891+0.00015176i,0.00097271-0.00034898i,0.0010436-0.00066694i,0.0010268-0.0013531i,0.0010664-0.001298i
0.0013054-0.0016602i,0.00072191-0.00043145i,0.00026027-0.00097857i,0.00024465-0.0011512i,-0.00079524-0.0004114i,-0.001576+0.00042248i,-0.0014471+0.00066129i,-0.0010255+0.00051889i,-0.00038254+0.00041976i,-0.00015142-0.00030314i,-0.00089337-0.00048859i,-0.0016378-0.00016499i,-0.00076905+3.3169e-05i,-0.00024136+0.00081057i,-0.00066895+0.00042075i,-4.3811e-05-0.00066411i,0.00018514-0.00024423i,0.00010576+0.00093599i,-0.00011553+0.0010343i,-0.00018312+0.0004204i,0.00038765+0.00055305i,7.7288e-05+0.00088119i,-0.00030579+0.00060441i
-0.0010481+0.0010231i,-0.00092256+0.00086536i,0.00015173+0.00088i,0.00046168+0.00026323i,0.00013264+6.3727e-05i,0.00014178+0.00059675i,-0.00035448+0.00047094i,-0.0013512-5.9104e-05i,-0.0015286-0.00010251i,-0.0010387-1.5782e-06i,-0.00044124+0.00022244i,7.7595e-05+0.00010075i,9.2043e-05-0.0002033i,0.00017384-1.025e-06i,-3.9977e-05-0.00047265i,-1.7954e-05-0.00011922i,1.6062e-05+0.00016166i,-0.00060499-1.6131e-05i,-0.00010872+0.00061386i,0.00056743+0.00069644i,0.0001799+2.6543e-05i,-0.00032314-0.00086533i,0.00026722-0.0016763i
0.0015248+0.0038646i,0.0012948+0.0017612i,0.00020995+0.00032632i,-0.00058508-0.0010131i,-0.00065587-0.00098097i,-0.00039744-0.00060607i,-0.00036693-0.00042728i,0.00025208-4.1206e-05i,0.00064739+0.00062852i,0.00078666+0.00059774i,0.00048059-0.00037556i,0.00012671-0.00082656i,0.00045204-0.00062044i,0.00063659-0.00051839i,0.00012024-0.00079474i,0.00015228-0.0010971i,0.00036168+8.5312e-06i,-9.0614e-05+8.7864e-05i,-0.00021517-0.00083646i,0.00041021-0.00066605i,0.00096883-0.00061826i,0.00036707-0.00023804i,-0.00018441+2.4196e-05i
-0.00033316-0.0011415i,-0.00060497-0.00064936i,-9.3752e-05+0.00013069i,-0.00020818+0.0010515i,-0.0002277+0.0012367i,-0.00021741+0.0012327i,-0.00028376+0.001102i,-5.6054e-05+0.00038331i,6.7666e-05+0.00018663i,-0.00015512+0.00057679i,-0.00044744-0.00017391i,-0.00062981-0.00037927i,-0.0006596+0.00012165i,-0.00056545+0.00042886i,-0.0005874+0.0010959i,-1.0554e-05+0.00071365i,0.00022905-0.00010538i,-1.6361e-05-0.0001051i,8.6952e-05+0.00035895i,0.00061373+0.00077677i,0.00032298+0.00090008i,0.0001289+0.00035823i,0.00061077-8.6416e-05i
-0.00035057-0.0017799i,-0.00070476-0.0012997i,-0.001667-0.00078222i,-0.0018474-0.00015983i,-0.0014572+0.00078092i,-0.00040162+0.0012827i,-6.0951e-05+0.00095419i,0.00037364-7.4258e-05i,0.0006508-0.00037282i,0.00058843+0.00019288i,0.00050388+0.00075972i,0.00041623+0.00075406i,0.00028253-4.2392e-05i,3.27e-05-0.000478i,-0.00017988+2.4192e-05i,-0.00029526+0.00055778i,-0.00034498+0.00053581i,-0.00013669+0.00021101i,0.00043607-0.00019376i,0.00048969-0.00036871i,7.986e-05-0.00040194i,-6.1968e-05-0.00048816i,0.00054821-0.00025976i
0.00073025+0.00080202i,0.00065251+0.0006089i,0.0017195+0.00028157i,0.0015199-0.00082185i,3.9667e-05-0.0011458i,-0.0011507-0.00087778i,-0.0018399-0.00010284i,-0.0011718+0.0005003i,-5.2308e-07+0.00057364i,5.127e-05+0.00014311i,-0.0003076-0.00089748i,-0.00028647-0.00063545i,-0.00016553+5.6094e-05i,-0.00011719-0.00050826i,-4.7455e-05-0.0011905i,4.3255e-05-0.00070821i,-8.9146e-05+0.00031986i,-0.00039389-0.00017214i,-0.00075397-0.00067184i,-0.0011664-0.00062176i,-0.00047839-0.00060871i,-0.00014855-0.000272i,-0.00043241-9.238e-05i
