0.00014063+0.00077158i,-0.00044779+0.00045539i,-0.0013138-0.00055008i,-0.0013006+0.00077886i,-0.00086128+0.0027123i,-0.0009315+0.0018498i,-0.00094098+4.2194e-05i,5.807e-05+0.00047843i,0.0013055+0.0014552i,0.0011842+0.0010826i,0.0011849+2.2766e-05i,0.00097243-0.00085758i,-0.00030161-0.00078184i,0.00016063-0.00055284i,0.0013162-0.00036592i,0.00078269-0.00039424i,-0.00030174-0.00031817i,-0.001208+0.0005311i,-0.0010061+0.0007026i,-6.9412e-05+7.6793e-05i,0.00029399-0.00039527i,7.9957e-05-0.00066741i,-0.00019812-0.00034088i
0.0016898+0.00060471i,0.00079892+2.822e-05i,0.0005431+0.00026656i,-0.0001593+0.00069832i,-0.00082645+0.0001791i,-0.0013583-0.0011489i,-0.00097935-0.0013498i,9.5457e-05-0.00043583i,0.00053671-0.00060757i,1.0521e-05-0.0011719i,-0.00042706-0.0012806i,-0.00054519-0.00045393i,-0.00046247+0.00021033i,-6.2574e-05+0.00024517i,-0.00016169+0.00054935i,-0.00020834+0.00056606i,1.5173e-07-0.00023694i,7.0105e-05-0.00015554i,0.00023947+7.6047e-05i,0.00041648-0.00025078i,0.00018577+0.00022077i,-9.3361e-06+0.00035021i,0.00050292-6.8732e-05i
0.0018226-0.0011441i,0.00014106-0.0010887i,-0.0010772-0.0009435i,-0.00049338+0.00034148i,0.00081732+0.00071541i,0.0009303-0.00010834i,0.00057999-0.00043155i,0.000309-0.00024006i,-4.4372e-05-0.00030746i,0.00013191-0.00056631i,0.00038723-0.0011515i,0.00042947-0.00077974i,0.00030384-0.0008435i,-0.0002111-0.0016016i,-5.306e-05-0.0011699i,0.00016129-0.0001756i,0.00033692+0.00026633i,0.00079368-0.00020489i,0.00089013-0.00096235i,0.0013143-0.0011702i,0.0010053-0.00046273i,0.00068737-0.00013737i,0.0004236-0.00020359i
0.00074888-0.0011114i,-0.00056675-0.00059621i,-0.0020688+0.00031304i,-0.0018947+0.0017633i,-0.0011276+0.0015217i,-0.0008427-2.3904e-05i,-0.0011512+7.7083e-05i,-0.00075716+0.00054189i,0.00038862-0.00021731i,0.00044958-0.00084229i,2.8668e-05-0.0010928i,0.00053072-0.00048004i,0.00064163+0.00029113i,0.000359+0.0001162i,0.0007728-0.00020045i,0.00059654-0.00037509i,-0.00035821-0.00036941i,-0.00098931+8.8245e-05i,-0.0006089+0.00012481i,-0.00039014+0.00026464i,-0.00036523+0.00027712i,0.00036663+0.00035511i,0.00022813+0.000818i
0.00035183-0.0010906i,0.00057235+0.00021281i,0.00048199+0.0010659i,-0.00060376+0.0016642i,-0.00044922+0.0015415i,-5.8668e-05+0.00087173i,-0.00030782+0.00044897i,0.00014083-0.00085173i,0.00021446-0.0011815i,7.6075e-06-0.00051649i,0.00054907-0.00050333i,0.0004231-0.00084636i,0.00015466-0.0013193i,-0.0001626-0.0013005i,-6.1628e-05-0.00029121i,0.00046088+0.00061584i,-3.9237e-05+0.00012605i,-0.00094127-7.5643e-05i,-0.0011432+0.0005034i,-0.00050101+0.00038234i,-0.0008133-0.00053776i,-0.00065951-0.00082945i,-0.00037386-0.00046949i
0.0014057-0.0015479i,0.00061156-0.0015788i,-0.00011064-0.00080768i,-1.6979e-05+0.00036448i,0.00067952+0.0018062i,0.0009198+0.0011903i,0.001033+2.0638e-05i,0.00081094+0.00029795i,0.00016019+0.00012949i,-0.00020221-0.0004698i,-1.818e-05-0.00018928i,-0.00025092+0.00032388i,-0.00020481+0.00021666i,0.00043807-8.5579e-05i,0.00080069-0.00056925i,0.00028551-0.00088728i,-0.00025372-0.00019572i,-0.00027709+5.6064e-05i,-0.00014868-0.0002018i,-0.00037761-0.00015209i,-0.00066555+6.4706e-05i,-0.00050041+0.00078408i,-0.00021188+0.00091965i
-0.00037649+0.00095072i,-0.0011495+0.001277i,-0.0021509+0.00075767i,-0.0022499+0.00070333i,-0.0012468+0.00055248i,-4.7762e-05+0.00024219i,0.00023947-2.1166e-05i,-0.00054878-0.00030805i,-0.00067821-0.00096559i,5.7809e-05-0.0012768i,0.00037253-0.00073736i,0.00093342-0.00034544i,0.0010659-0.00018459i,0.0008566-0.00011088i,0.00070641-0.00054768i,-0.00012191-0.00026524i,-0.0012386+0.00063493i,-0.0015517+0.00074771i,-0.00085697+0.00063541i,-0.0004187+0.00038475i,-0.00024571+0.00019343i,-9.4309e-05+0.00042568i,3.0238e-05+0.00059228i
0.00078775-0.00028783i,-0.00066704-0.00023703i,-0.00064162+0.0004623i,0.00025005+0.00058058i,0.00038304+0.00043749i,-6.2608e-05+0.00040868i,-2.5063e-05-0.00029186i,0.00051685-7.4529e-06i,0.0011033+0.0011173i,0.0010897+0.00086313i,0.00063085-0.00053514i,0.00034258-0.00086261i,5.2358e-05+9.3335e-05i,-0.00024894+0.00040125i,-0.00043394-0.00036711i,-0.00021886-0.00052371i,4.682e-05+0.00021044i,0.0001141+0.00039841i,-0.00022874+0.00024821i,-7.9644e-05+0.00033491i,0.00022292+0.00012124i,5.7626e-05+0.00045383i,-6.7336e-05+0.00034883i
0.00071852-0.000438i,0.0010665-0.0015066i,0.00040075-0.00056886i,-0.00023582+2.5305e-05i,0.00058588-0.00036677i,0.00090087-0.00080254i,0.00054596-0.00046047i,0.00028683+0.00094624i,0.00010327+0.00089219i,3.6064e-06-0.00014859i,0.00061241-0.00010063i,0.00077343-0.00032922i,-0.00020164-0.0012313i,-0.0006709-0.00081328i,-4.8793e-05+0.00031554i,0.00059014+0.00054411i,-7.125e-05-0.00023588i,-0.0001066-0.00015517i,0.00055714+0.0010056i,0.00053508+0.0014703i,0.00044948+0.00032486i,-0.0001343+0.00010183i,-0.00010611+0.00031178i
7.1743e-05+0.0027369i,0.00030755+0.0025995i,-0.00035011+0.002707i,-0.00047123+0.0022522i,0.00097819+0.0014279i,0.00097766-5.5808e-05i,-7.5356e-05-0.00037827i,0.00034215+0.00021004i,0.0011443+0.00036422i,0.0010084+0.00023643i,0.00064443-0.00048079i,0.00024679-0.00051639i,0.00090239+0.00017712i,0.0012099-0.00035449i,0.00051132-0.0013285i,0.00049435-0.0008629i,0.00056414+0.00025715i,0.00011841+0.00024793i,-0.00076254-0.00012994i,-0.0014996-7.6488e-05i,-0.0012647-0.00049547i,-6.1711e-05-0.00066801i,0.00063212+0.00010988i
0.0025409+0.00060207i,0.0010651-0.00063522i,0.00012017-0.0012767i,-0.0003733-0.0005792i,-0.00086913+2.3085e-05i,-0.00070567-8.0188e-05i,-0.0002527+0.00038059i,-0.00045898-0.00025175i,0.00029661-0.0015855i,0.00081698-0.00097647i,0.00013123-0.00041388i,-1.9213e-05-0.00058729i,-0.00016098-0.00043234i,1.5955e-05-5.9391e-05i,-0.00011973+0.00055417i,-0.0002226-0.00011514i,0.0007516-0.00020383i,0.00072818+0.0001608i,-0.00014495-0.00044558i,0.00032824-0.00011103i,0.0012631+0.00043797i,0.0011006+0.00092108i,0.0010179+0.00078933i
-0.0012171-5.6755e-05i,-0.0006842+0.00026654i,-0.0012248+0.0017803i,-0.00068914+0.0022507i,0.00084923+0.0015937i,0.0011409+0.0008379i,0.00066484+0.00021762i,0.00032743+1.7333e-05i,0.00064569+5.5572e-05i,0.00062495-0.000267i,0.00018193-0.00066789i,0.00017133-0.0010417i,0.0002507-0.0010296i,0.00057397-0.00042087i,2.4886e-05+0.00045372i,-0.0012341+0.00069097i,-0.0014097+0.00069039i,-0.0010265+0.0006945i,-0.00043926+0.00026312i,0.00041618-0.00034539i,0.00096475-0.00026785i,0.00095172+0.00045754i,2.6289e-05+0.00089i
-0.00037036+0.00068039i,-0.0022159+0.0014146i,-0.0027237+0.0024216i,-0.0014668+0.0034185i,0.00026385+0.0023878i,0.00096839+0.00059963i,0.00051-0.00021476i,0.00026442-0.00030602i,0.00058848-0.00044139i,0.0010023-0.00051247i,0.0014-0.00021183i,0.00076259-0.00030009i,1.2381e-06-0.00031739i,-0.00030277-0.00012747i,-0.00027127-0.00018167i,-0.00073449-0.00050819i,-0.00050584-0.00047261i,-0.0010927+0.00047693i,-0.0011239+0.00065028i,-0.00047817-0.0001951i,-0.00068598-4.3705e-05i,-0.00032277+0.0010379i,-0.00046287+0.001011i
0.0011609-0.00076104i,0.0010629-0.00091966i,0.0005122-4.1048e-05i,0.00035682+0.0012975i,0.0003404+0.0013681i,0.00037512+0.00099798i,-0.00015956+0.00040663i,-0.00078876+0.00034362i,-0.0010756+0.00022316i,-0.00033536-0.00073988i,0.00038618-0.00063543i,-9.7408e-05+0.0001331i,0.00062906+0.00021821i,0.0011438-1.929e-05i,0.00049304-9.6976e-05i,0.00017211-0.00013818i,0.00032583+0.00012132i,0.00036835+0.00034287i,-0.0003512+0.00032052i,-0.00028365+0.00015616i,0.00017095-0.00032003i,-3.9658e-05-0.00026513i,-0.00025257+0.00013683i
0.00027376-0.0010658i,0.0004569+0.00081241i,-0.0014053+0.0014968i,-0.0019618+0.0016346i,-0.0010783+0.0018091i,-0.00087096+0.00098385i,-0.00048757+0.00071008i,-0.00033555+0.00042313i,-0.00038539-7.356e-05i,0.00022161-0.00059775i,-3.7115e-05-0.00097732i,-4.4187e-05-0.0012494i,-4.0618e-05-0.0013358i,-0.00040016-0.00032086i,-0.00050406+0.00040752i,-0.00029511-0.00049707i,0.00070329-0.0015145i,0.0010314-0.0011581i,0.00027032-0.00085025i,-4.6412e-05-0.00073366i,-0.00025494+0.00040613i,-0.00040868+0.00071123i,-0.00015542+0.00013298i
-3.2939e-05+0.0012157i,-8.4376e-05+0.00037598i,0.00014417+0.0015438i,0.00066995+0.0010636i,0.0019295-0.00018402i,0.002334-0.001031i,0.0014072-0.00038951i,0.00053221+0.00055436i,0.0005217-0.00034707i,0.00095557-0.0013036i,0.00091855-0.0017318i,-0.00026315-0.0012866i,-0.00029157-0.00094173i,0.00056692-0.00059577i,0.00050931-5.331e-05i,0.00019499-0.00028518i,0.00040056-0.0001937i,0.00093158+0.00012223i,0.00098923+0.00022433i,-5.7389e-05+8.9937e-05i,-0.00061836-0.00062259i,-0.00040404-5.246e-05i,-0.00054477+0.00063623i
-0.00030766+0.0013441i,6.3481e-05+0.0022255i,0.00043822+0.0016482i,0.00026775+0.00087257i,2.5149e-05+0.0011018i,-0.00040791+0.00020545i,-0.00013029-0.00018759i,0.00042899+0.00043503i,-0.00017687+6.9956e-05i,-0.00013879-0.0010678i,0.00070804-0.0010164i,0.00027081-0.00037915i,-0.00023418+0.00025109i,-0.00027012+0.00019742i,-0.00030489-0.00049789i,0.00066462-0.00033112i,0.00097671+0.00012935i,-0.00018653+0.00072102i,-0.0008714+0.00025704i,-0.00083498-0.00054573i,-0.00045007+0.00015406i,0.00012128+0.0002623i,0.00059502-0.00010881i
0.00073849-0.00013094i,-0.0012126+0.00023081i,-0.0014013+0.0004245i,-0.00070811+0.0012301i,0.00055542+0.0018457i,0.00088683+0.0011287i,0.0004112-0.00032207i,0.00074541-0.00078128i,0.00087627-0.00059237i,0.001085-0.00011351i,0.00048272-0.00015238i,0.00010796-0.00087326i,0.00011107-0.00088873i,0.0003675-1.4447e-06i,0.00013416+0.00072705i,-3.49e-05+0.00078753i,4.1134e-05+9.8214e-06i,-0.00055966-0.00012237i,-0.00039739+0.00014035i,7.3358e-05-0.00039941i,-0.0006363-1.6886e-05i,-0.0011811+0.00069682i,-0.00056996+0.00051592i
-0.0024493+0.0017944i,-0.0014557+0.0022045i,-0.0013359+0.0031526i,-0.0010064+0.0033573i,0.00014026+0.0022951i,0.0010183+0.0012694i,0.00052529+0.00088457i,-0.00018404+0.0011346i,0.00024202+0.00084631i,-0.00020575+0.00033153i,-4.8509e-05-4.0514e-05i,-6.8847e-05-0.00042507i,-0.00085791-0.00038297i,-0.00051384-0.000457i,-0.00054338-0.00082747i,-0.00057507-0.00052813i,-7.946e-05+6.362e-05i,6.11e-05+0.00048187i,-0.00031021+0.00020763i,-0.00052636-0.00014677i,-0.00039237-1.9052e-05i,0.00013825+0.00043258i,0.0005397+0.00070388i
-0.00033594-0.0013124i,1.8373e-05-0.00081629i,-2.7408e-05+0.0011188i,0.00054579+0.0016546i,0.0015735+0.001401i,0.0016517+0.0011135i,0.00036791+0.0009627i,-0.0003384+0.00022066i,-0.00033007-0.00019545i,2.5397e-05-0.00056224i,0.00071476-0.001039i,0.00031307-0.0016651i,0.00056763-0.0018675i,0.00020164-0.00071226i,-0.0010183-0.00036771i,-0.00035627-0.00059661i,0.00071599-5.7032e-05i,0.00090114+0.00050583i,0.0005612+0.00054806i,0.00033622-0.0001697i,0.00023258-0.0004936i,-7.3118e-05-0.00038818i,0.00021465-9.6178e-06i
-0.0016597-0.0037559i,-0.0013451-0.0022231i,-0.0023745-0.00036717i,-0.0022206+0.0019899i,-0.0011149+0.0030462i,-5.9281e-06+0.0022322i,0.00065031+0.0009468i,0.00076993-0.0001247i,0.00021561+0.00013687i,-0.00034119+0.00074339i,0.00026001+0.0003108i,0.00044712-0.00018553i,0.0004751-0.00019567i,0.00069384-0.00017587i,-1.5549e-05-0.00019448i,-0.0011512-0.00037738i,-0.0010335-0.00011199i,-0.00056138-3.629e-05i,-0.00088754-0.00051372i,-0.00096321-0.0010027i,-0.00071535-0.0005569i,-0.00078701-0.00032838i,0.00038076-0.00027881i
-0.0017139+0.00041052i,-0.0017133+0.00081223i,-0.0023031+0.0011016i,-0.0026107+0.0026017i,-0.0015848+0.002314i,-8.4817e-05+0.0013826i,0.00017084+0.00065959i,0.00027398+0.00012822i,0.00042461+9.6346e-05i,0.0006047-9.8425e-05i,0.0003283-0.00044215i,4.9783e-05-0.00069329i,-4.1622e-05-0.0009077i,-6.0725e-05-0.00070039i,0.00030885-0.0004537i,0.00052922-0.00082801i,0.00030081-0.00087488i,0.00053498-0.00021095i,0.00088602+0.00017421i,0.00067094-1.7081e-05i,-0.00045565-0.00032783i,-0.00063355-0.0004741i,0.00046097+7.5535e-05i
0.0034022-0.0036106i,0.0018295-0.0031955i,-0.00051042-0.0023363i,-0.0020768-0.001171i,-0.0027245-0.00067454i,-0.0017758+0.00043002i,-0.00053244+0.0015232i,0.00026818+0.00093407i,0.0012416-0.00018225i,0.00060532-0.00038309i,-0.00044891+0.00039023i,-0.00030128+0.00052839i,-6.4628e-05-0.00038386i,0.00013937-0.00021988i,0.00050721-0.00018384i,0.00051198-0.00038902i,-0.00010706+8.8668e-06i,-0.00060608-0.00050844i,-0.00062961-0.00076392i,-0.00025959-0.00013216i,0.00019608+0.00029275i,-4.517e-06+0.00063187i,-0.00014031+0.00068801i
-0.0012051-0.00071844i,-0.00077544+5.9739e-05i,-0.00089792+0.0011994i,-0.00089453+0.0026387i,-0.00038571+0.0033585i,0.00091958+0.0018067i,0.0011901+0.00030768i,0.00076596-3.363e-05i,0.000121-8.8204e-05i,-0.00033952-1.8614e-05i,0.0011354-3.5259e-05i,0.0017429-0.00018267i,0.00055521-0.00023162i,0.00036624-1.5177e-05i,0.00078097-8.8705e-05i,0.00089219-0.00097751i,0.00017684-0.0011863i,-0.00046498-0.00092293i,-0.00042676-0.0011582i,-0.00039608-0.0011852i,-0.00049544-0.00086089i,0.00020258-0.00055419i,0.00057338-0.00013645i
-0.0015156-0.0026753i,-0.0015585-0.0010959i,-0.0020514+0.00097436i,-0.0020944+0.0016667i,7.3946e-05+0.0018727i,0.00037468+0.0022244i,-0.00049337+0.0011935i,0.00017226+0.00024107i,0.00071176+3.744e-05i,1.551e-05-0.00012992i,1.8588e-05-6.4242e-05i,0.00037855+6.4858e-05i,0.00022758-3.8509e-05i,-2.477e-05+1.6046e-06i,-0.00067427+0.00021288i,-0.00027886-0.00012741i,0.00080789+0.00016489i,0.00052702-0.00035898i,-0.00025273-0.00091529i,-0.00034834-0.00034272i,0.00031698-0.00044179i,0.00022807-0.00061785i,0.00013467-0.00025008i
0.0016721+0.00080897i,3.7059e-05-0.00041988i,0.00019407-0.00029455i,0.0012504+0.00098931i,0.0016585+0.00069812i,0.00087917-0.00074363i,-0.00052059-0.00086413i,-0.00069865+0.00013234i,-4.5492e-05+0.00052165i,-0.00020737+0.00048124i,-0.00043767-0.00047148i,-0.0004045-0.00093497i,-0.000517-0.00034915i,0.00017812-0.00040419i,0.00069968-0.00042384i,7.8644e-05+0.00018466i,-0.00031523+0.00053383i,4.7261e-05-2.7992e-05i,0.00044734-0.00055226i,0.00037329-0.00094768i,0.00071182-0.00039072i,0.00087658-0.00022298i,0.00057114-0.00050351i
-0.0021579-0.0015131i,-0.0032772-0.00062852i,-0.0032966+0.00076719i,-0.0016863+0.0017722i,-0.0010501+0.0020077i,4.7704e-05+0.0010999i,0.0013047+0.00070061i,0.00057362+0.00082718i,-0.00024775+0.00038575i,3.1246e-05-0.00030401i,0.00049681-0.00093807i,0.00097229-0.0011328i,0.0001885-0.0010065i,-0.00031163-0.0012661i,-0.00016931-0.00063013i,-0.0002577+0.00024071i,-0.00041494+0.00022403i,-0.00032513+0.00076016i,-0.00015786+0.00093347i,0.00041788-3.8475e-05i,0.0007623-0.00045397i,-0.00033853+2.6483e-05i,-0.00099783+0.00037557i
0.0027858+0.00042718i,0.0022576+0.00069813i,0.0002023+0.00046997i,0.0006087+2.0412e-05i,0.0020722-0.00014855i,0.0016192-0.0011784i,-0.00029703-0.00047902i,-0.00046618+0.00089586i,0.00044513+0.00064171i,0.0007273+0.00015873i,0.00054488-0.00016472i,-0.00020745-0.0006754i,-0.00010299-7.3132e-05i,0.00031636+0.00061655i,0.00042812+0.00032357i,0.00078144-0.0003785i,0.00056505-0.00083723i,-6.0095e-05-0.00072845i,-0.00011141-0.00027439i,-0.00029054+0.00089198i,-0.00085377+0.00067829i,-0.00099154-9.7401e-05i,-0.00024953+8.3658e-05i
-0.00093862-0.00021995i,-0.00090581+0.0011531i,-0.00057539+0.0021249i,-1.3678e-05+0.0023863i,-0.00039716+0.0021215i,-8.9267e-05+0.00083776i,0.0003374+5.7026e-05i,-4.0048e-05+0.00027728i,-0.00045509+0.00029487i,0.00072953-7.4341e-05i,0.0012574-0.00034965i,0.00051243+8.0227e-06i,-0.00015417+3.8576e-05i,-0.0002504-0.00035022i,0.00019264-0.00064087i,0.00023123-0.00033092i,-0.00027543-1.2818e-05i,-0.0012061+0.00041824i,-0.00089903+0.00061659i,0.00046534+0.00047659i,0.00087774+0.00041029i,-0.00010356+0.00054426i,-0.00034987+0.00042819i
0.0017945-0.0014548i,-0.00016921-0.0014022i,-0.0013323-0.00091128i,-0.0011504-0.0010613i,0.00021324-0.00065517i,0.00091161+4.9729e-06i,-0.00014486+0.00010979i,-0.00069572+0.00019977i,1.7007e-05+0.0005853i,0.00021881+0.00040278i,-3.6906e-05-8.6568e-05i,-0.00028457-0.00013223i,-2.0897e-05+0.00045909i,5.9709e-05+0.00049075i,0.00014619+2.6827e-06i,0.00071241+8.0819e-05i,0.00063813+0.00043719i,0.00062208+0.00077903i,0.00057377-0.00014181i,-0.00025667-0.00094929i,-0.00028563-0.00062894i,0.00058902-0.00076306i,0.0012224-0.00086519i
-0.00097375+0.00026268i,-0.00034613-0.0006167i,-0.00015941+0.00065973i,0.00031539+0.0019845i,0.0011199+0.0013806i,0.00064184+0.00050294i,-2.068e-05+0.00027495i,0.00016286+0.00060222i,6.2266e-05+0.0008983i,0.00048169+0.00052465i,0.0012092-0.00041319i,0.0010487-0.00091576i,0.00053899-0.00075536i,0.00036324-0.00076408i,0.0006305-0.000503i,0.00026056-0.00031381i,-0.00096171+0.00019579i,-0.00087913+0.00028009i,0.00028863+0.00032285i,0.0006525+0.00058114i,0.00058301-0.00013929i,0.00063619-0.00052799i,0.00024789-0.00012741i
-0.0015165+0.00062027i,-0.0018844+0.00064436i,-0.0022915+0.0015431i,-0.0013861+0.0025794i,8.85e-05+0.0021328i,0.00053734+0.001001i,-0.00012043+0.00047924i,3.2876e-06+0.0001108i,0.00048611-0.00032683i,0.00048435-0.0003915i,-0.00035775-0.00084277i,-0.00035839-0.00032586i,0.00024181+0.00011016i,0.00068402-6.7547e-05i,0.0011445-0.00019024i,0.00093681-0.00010281i,0.00022673-5.7563e-05i,4.4775e-05-0.00026503i,0.00069296-9.4238e-05i,0.00049809-0.00015672i,-0.0003749-0.00037137i,-0.00066571+0.00022858i,-0.0011089+0.00032321i
0.0036126-0.0025733i,0.00049475-0.0022625i,-0.002164-0.0011072i,-0.0023487+0.0002201i,-0.0014619+0.00091826i,-0.00077603+0.0012237i,-0.00026418+0.00049977i,-0.00021478-1.4271e-05i,-0.00029788-0.00029583i,-0.00010519-0.00075288i,-0.00017291-0.00064678i,-0.00032038-0.00060292i,4.9464e-05-8.0266e-05i,-0.0001108+0.00030108i,-0.00078553-0.00040083i,-0.00029944-0.0010667i,0.0004823-0.00060097i,0.00077166+0.00037076i,0.0002344+0.00065814i,-0.00017013-0.00021481i,-0.00041672-0.00096062i,-0.00069135-0.00014604i,-0.00057343+0.00072036i
-0.0020639+0.0035877i,-0.0010135+0.0026516i,-0.00018524+0.0028636i,0.00085124+0.0022508i,0.0021667+0.00075235i,0.0019295-0.00047051i,0.00047368-0.00098355i,-0.00055209-0.00074291i,-0.00025928+0.00020403i,0.00065503+0.00015215i,0.0011321-0.00013033i,0.00074409+0.00011976i,-0.00023232+0.00063582i,-0.00048454+0.00067235i,-5.1215e-05-0.00015109i,-7.6811e-06-0.00066183i,-4.5116e-06-0.00053437i,-0.00012941-0.00048141i,-0.00041382-0.00034348i,-0.0004753+0.00024057i,-0.00054291+0.00056659i,0.00019301+0.00085725i,0.00066374+0.00085853i
-0.00083501-0.0024298i,-0.0013593-0.0018401i,-0.0022774-0.00095857i,-0.0025934+0.00070951i,-0.0014206+0.0014619i,0.00072774+0.00094149i,0.00050566+0.0007205i,-0.0007834+0.0006895i,-0.00020452-0.0002496i,0.0005391-0.0003848i,0.0002095-2.0243e-05i,-0.00023294-9.3213e-06i,-3.0567e-05+5.018e-05i,0.00036363-0.00053581i,0.00030196-0.00062872i,-0.00012304-0.00018327i,-0.00034057+0.00023674i,-0.0003127+0.00053586i,0.00010219+0.00018664i,0.00011384-0.00026922i,-0.00046616-0.00055594i,-0.00014749-0.0004909i,0.00026673+0.00012196i
0.0029425-6.284e-05i,0.0021088-0.0011674i,0.00093677-0.00089144i,0.00037346-0.0001942i,0.000601-0.0003368i,0.00060201-0.00042335i,-8.7974e-05-6.9062e-05i,-0.00039392-0.00050445i,2.2521e-05-0.00075937i,0.00033898-0.00073201i,8.6799e-05-0.0011222i,0.00019882-0.00098915i,0.00094467-2.25e-05i,0.0012462+0.00025468i,0.00087195+0.00013531i,0.00041286+0.00038501i,-0.00041516+0.00045155i,-0.00015707+0.00012393i,0.00086342-0.00028309i,0.00096553-0.0010135i,0.00081412-0.0010926i,-8.1705e-06-0.00019732i,-0.00066427+0.00034078i
-0.00065595+0.00035i,-5.6502e-05+0.0016801i,0.00039072+0.00178i,0.00062196+0.001745i,0.00069583+0.0012883i,0.00034525+6.1314e-05i,-0.00061079+6.429e-05i,-0.00064221+0.0003786i,0.00018471+5.2088e-05i,0.00036054-0.00051236i,-0.00010489-0.00087228i,8.1337e-05-0.00028576i,0.00018064+0.00016606i,-0.00056175-0.000294i,-0.00066069-0.00015168i,-0.00038894+0.0010007i,-0.00055121+0.00016851i,-0.00029797-0.00072315i,0.00017377-0.00068048i,0.0001523-0.00064965i,-0.00036143-0.00058415i,-0.00031571-0.00057104i,3.988e-05+4.8256e-05i
0.0011293+0.0025792i,0.00049196-0.0012217i,0.00053853-0.0016973i,0.00084867-0.00026853i,0.0016472+0.00057932i,0.0016031-0.00014273i,9.3514e-05-0.0009294i,-0.00083976-0.00012804i,-0.00055596+0.00050835i,-5.3605e-05+0.00044002i,5.575e-05+8.7101e-05i,-9.4104e-05+0.00045051i,-0.00038091+0.00083774i,0.00028324+0.00051733i,0.0011105+4.2305e-05i,0.0008749+1.5572e-05i,0.00045124-2.135e-05i,0.00017729+0.00025953i,-0.00037475+0.00026504i,0.00018231+0.00018426i,0.00030535-0.00016528i,-0.00055035-0.00027603i,-0.00072263-0.00045815i
-0.00070586+0.002354i,-0.0014389+0.0016639i,-0.0015263+0.0023536i,-0.00084997+0.0025471i,0.00077787+0.0014926i,0.0010355+0.00040158i,-0.0001422+0.00042845i,-0.00074726+0.00064844i,-0.00032999+0.00052924i,-0.00012808+0.00028821i,-0.00035681-3.5811e-05i,-3.1643e-06-0.00058113i,0.00038948-0.00044628i,4.6044e-05+0.00056844i,-0.00010881+0.00026875i,0.0002177+0.00023702i,0.00049845+0.00064149i,0.00047262+0.00067287i,0.00018466+0.0010069i,-0.00028479+0.00091592i,3.5389e-05+0.00033304i,0.00084884-0.00026049i,0.001125-0.00031167i
0.0011272-0.0017231i,0.00010914-0.0018441i,-0.00072129-0.00072422i,-0.00092502+0.00019984i,-8.1073e-05+0.00051417i,0.00087304+0.00067436i,0.00051417+0.00091254i,7.7862e-06+0.00060871i,-8.6982e-05+0.00064852i,0.00057283+0.00044385i,0.00066095+0.00019744i,-4.3914e-05+0.00041408i,0.00023133+0.00017836i,0.00050023-0.00031874i,0.00041504-0.00043364i,4.5023e-05-0.00053859i,-0.00028835-0.00062358i,-0.00031616-5.2315e-05i,-0.00073044+0.0002162i,-0.0011147-0.00031884i,-0.00075905-0.00084569i,0.00040494-0.00061776i,0.0006695-2.7456e-05i
0.00057691-0.0026873i,-0.0010764-0.0017482i,-0.002705-0.0003942i,-0.0033683+0.0012281i,-0.0018718+0.002021i,-0.00027776+0.0015392i,-0.00025893+0.00057868i,-0.00050671-0.00017497i,-0.0005651-0.00067876i,-0.00035017-0.0007199i,0.00023154-0.00077245i,0.0005227-0.00082163i,0.00053078-0.00068396i,6.2657e-05-0.00043153i,7.7398e-05-0.00038554i,0.00051263-0.00025543i,0.00046177+0.00029124i,0.00028077-0.00025508i,0.00011599-0.0010677i,0.00019216-0.00098049i,0.00021664-0.00070016i,-0.00017607-0.0001051i,-0.00029844+0.00059782i
-0.00061939+0.0023012i,-0.00093681+0.0016595i,-0.0023204+0.00092831i,-0.0016122+0.00081481i,-5.9916e-06+0.00042478i,-6.6467e-06-0.00060892i,-0.000892-0.00078355i,-0.00079175-0.00020206i,-0.00020857+0.00061294i,0.00012681+0.00033152i,0.00069442-0.00012734i,2.8301e-05+6.8291e-05i,-0.00075989+1.2046e-05i,-0.00030966-0.00014817i,0.00052074+0.00010161i,0.00071163-0.00029158i,0.00012631-0.0003021i,-0.00042212+0.00021536i,-0.0006503+0.00060224i,-0.00034518+0.00035526i,-0.0005362+0.00013012i,-0.00079641+0.00029185i,-0.00017883+0.00016105i
0.001097-0.002631i,-2.2028e-06-0.0022007i,-0.0011169-0.00067985i,-0.0006139+0.00062572i,6.7689e-05+0.00011769i,0.00040211-0.00028307i,0.00055479-0.00052749i,0.00067198-0.00031971i,0.00059596-0.00014659i,0.00052309-0.00076219i,0.00036947-0.00042084i,-0.00022404-0.00012172i,0.00012061-0.00045111i,0.00065723-0.00051933i,0.00022991+2.171e-05i,-0.00036167+8.2157e-05i,-0.00024585-0.00030515i,0.0002578-0.0005813i,5.4045e-05-0.00026538i,-0.00051616+0.00015651i,-0.00054952+9.9334e-05i,-0.00017426-0.00018486i,-0.00028006-9.8407e-05i
