-0.0016656+0.0013501i,-9.0862e-05+0.0010856i,-0.00066262+0.0013291i,-0.00043905+0.0014584i,-0.00049302+0.0018332i,-0.00040263+0.0017943i,0.00018349+0.0018383i,9.07e-05+0.0023411i,0.00018801+0.0015804i,0.0010506+0.00023858i,0.0012973-0.0003437i,0.00036614-0.0002306i,-0.00066292+1.4627e-05i,-0.00088967-0.00026i,-0.00087948-0.00031021i,-0.0010216-0.00020755i,-0.00023437-0.00061325i,0.00027945-0.00026881i,0.00037271+0.00064277i,0.00046939+0.00092184i,9.2736e-05+0.00049524i,-9.4678e-05-0.00026354i,0.00014969-0.00027967i
-0.00075867+0.0017844i,-0.00024888+0.0017928i,0.0011834+0.0022003i,0.0023503+0.0021422i,0.0025617+0.0017053i,0.0015487+0.00041349i,0.00047436-0.00036618i,-0.00051845-0.00013134i,-0.00082485+0.00027489i,-0.00048994+0.0017048i,-0.00030299+0.001451i,-0.0005733+1.7147e-05i,-0.00051828-0.00028208i,-0.00024261+0.00032362i,-6.9563e-05+0.00047108i,-0.0004367+0.00024022i,-0.00037382-0.00014294i,0.00011678-0.00010174i,7.7982e-05+0.00010397i,-0.00027643-5.1876e-05i,-0.00041863+0.00036476i,-0.0006652+0.00074438i,-0.00069968+0.00075938i
0.00013292+0.00016521i,0.00059895+0.00046489i,0.00093177-2.8032e-05i,0.00052443+4.8257e-05i,-5.6246e-05-0.0006542i,-0.0006787-0.00072833i,-0.00038505+0.00042154i,0.00048479+0.0008256i,4.7039e-05+3.1287e-05i,-0.00030191-5.6845e-05i,-0.00035665+0.00024212i,-0.00099428-0.00019383i,-0.00074519-0.00042988i,-0.00062557+3.5114e-05i,-0.0010122+0.00018068i,-0.00011627+0.00034136i,0.00043646+0.00037038i,-0.00023822+5.6561e-05i,-0.00026966+0.00085878i,0.00037203+0.0015993i,0.00034623+0.0010787i,1.8347e-05-0.0002755i,-0.00085441-0.00023731i
0.0001892-0.0012817i,-5.0924e-06-5.6801e-05i,-0.00031949+0.00021913i,-0.00037725+0.00073625i,-0.00072581+0.0011312i,-0.00048559+0.00048891i,-0.00033127-0.00027753i,-0.00077371-0.0001935i,-0.00090791-0.00015641i,-8.9054e-05+0.0002158i,0.00060846+5.2197e-05i,0.00091144-0.00046183i,0.0004681-0.00013726i,0.00015455-0.0005128i,6.5795e-05-0.0010498i,0.00015437-0.00097844i,0.00018641-0.00052983i,-0.00032551-0.00024317i,-0.00014429-0.00023553i,0.00070591-0.00078758i,0.00068093-0.00080285i,-0.00021028-0.00034333i,-0.00041137+5.5567e-05i
-6.0113e-05-0.00012206i,0.00068767-0.00059514i,0.001255+6.5292e-05i,0.00095482-4.2807e-05i,0.00016784+8.613e-05i,9.8915e-06-6.5293e-05i,-0.00031103+3.6436e-05i,-0.00083631+0.00056537i,-0.0004783+0.00031428i,-5.1087e-05+0.00023549i,-2.1309e-05+0.00064891i,-0.00060389-8.1119e-05i,-0.0011883-0.00072975i,-0.00091577+0.00027375i,0.00022629+0.00056834i,0.00067828-0.00010077i,0.00018843-0.00068639i,0.0009101-0.00062034i,0.0017915-0.00045752i,0.0011835-0.00027095i,0.00032514+0.0002274i,-0.00058843+0.00088921i,-0.0010872+0.00099786i
0.00018978-2.4876e-05i,-0.00011526+0.00039499i,-0.00015251+0.0011485i,-0.00040788+0.00066069i,-0.00016663-0.00034928i,-0.00012586-0.00042257i,-0.00012265-0.00029398i,-3.7168e-05-0.0002986i,-0.0010907+0.00036114i,-0.0022099-0.00017403i,-0.0014236-0.0006702i,-0.00073227-0.00050475i,-0.00058873-0.00041287i,2.4841e-05+9.3277e-05i,0.00028002+0.00012996i,7.9742e-05-0.00071712i,-0.00014107-0.0012157i,-0.0001639-0.0010819i,0.00011595-0.00051522i,0.00024661+1.5257e-05i,0.00036025+0.00095218i,0.00056459+0.0015572i,0.00045156+0.0010985i
0.0013397+0.0004225i,0.00069517+0.001771i,-0.00013263+0.0019262i,0.0001452+0.00068816i,0.00072847+0.00078051i,0.00067131+0.001099i,0.00049767+0.00052411i,-0.00033037+0.00028839i,-0.0014427+0.00051678i,-0.0014991+0.00051475i,-0.0010938+0.00038809i,-0.0003527+8.0468e-05i,-9.0409e-05-4.4259e-05i,6.6212e-05+0.00040102i,0.00011753+0.00078056i,-0.0007375-3.4914e-05i,-0.00042402-0.00038111i,0.00091055-0.00036628i,0.0012392-0.00059375i,0.00026707-0.00098479i,-0.00080628-0.00072013i,-0.0014648+6.0918e-05i,-0.0014322+0.00048893i
0.00060607+0.00028133i,0.0016121+0.00049176i,0.0022764-4.9786e-05i,0.0020827-0.0012838i,0.0014929-0.0020147i,0.0010444-0.00098191i,0.00030361+2.9096e-05i,2.0476e-05+0.00025864i,-0.0001832+0.00010621i,-8.4997e-05-0.00030908i,-0.0004543-0.00075194i,-0.00089293-0.0002569i,-0.00095397+0.0012241i,-0.00029261+0.001058i,0.000708+0.00043937i,0.0005+0.00087173i,1.6414e-05+0.0009203i,-0.00013922-0.00029496i,-0.00024077-0.00060652i,-0.00037383+0.00034786i,-7.1633e-05+0.00065287i,-0.00033457+0.00016912i,-0.00094735+0.00037417i
0.00017308-0.00048487i,2.9265e-05-0.00082929i,-6.6872e-05-0.0010831i,0.00034554-0.00018732i,0.00011386+0.00053381i,-0.00017883+0.00061862i,-0.00023314+0.00061472i,-0.00054989+4.5941e-05i,-0.00039731-8.2023e-05i,0.0002431+6.4502e-05i,-4.784e-05+0.00024677i,-0.00053297+0.00024352i,-0.00017217+6.3532e-05i,0.00035968+0.00015521i,-2.2805e-05-0.00026985i,-0.00026338-0.00011964i,0.00037173-0.00012705i,0.0008413-0.0006076i,0.00050839+3.2742e-05i,-2.9891e-05+0.00038102i,2.3177e-05+0.00037154i,-0.00029101+0.001066i,-2.4779e-05+0.00088173i
-0.0010138-0.00030072i,-0.00098502+0.00030554i,-0.00079801+0.001888i,-0.00063248+0.0027012i,0.00032107+0.0018647i,0.00042825+0.00075493i,-0.00019644+0.00029372i,0.00017622+0.00032063i,0.00075414+0.00034278i,0.0010437-4.8385e-05i,0.00098343-0.00054104i,0.00030634-0.00040093i,-0.00033584-5.0886e-05i,-0.00094517+0.00035561i,-0.00043132+0.00038154i,7.1308e-05+0.00024998i,-0.00089929-0.00011666i,-0.0019632+0.00012128i,-0.0014429+0.00013525i,-0.00013797+0.00033825i,0.00036962+0.0013762i,0.00054484+0.0014973i,0.00082382+0.001362i
0.0022089-0.00073195i,0.0017946-0.0011145i,0.001625-0.0011424i,0.00036506-0.0018592i,-0.0015061-0.0028519i,-0.0023183-0.0015462i,-0.0017935+0.0002276i,-0.00082092+0.000999i,-0.0004379+0.00086987i,-0.00079899+0.000246i,-0.0015382+0.00019602i,-0.0015932-0.0003696i,-0.00055878-0.0004203i,0.00095882+0.00069569i,0.0014012+0.0008453i,0.00068486+0.00066083i,0.00058308-0.00010097i,0.00064244-0.00045788i,0.00047761+0.00046979i,8.0764e-05+0.00091674i,-4.6397e-05+0.00072955i,4.012e-05+0.00059778i,-0.0003794+0.00085785i
0.00023699-0.0005533i,0.00026844+6.7265e-05i,0.00024571-4.8968e-05i,-0.000214-0.00010432i,-0.00067189+0.00047777i,-0.00036864+0.00038535i,-5.3802e-05+0.00021397i,-0.00071412-0.00044796i,-0.0014715-0.001334i,-0.0010024-0.00017229i,-0.00016408+0.00065765i,0.00057135+0.00085637i,0.00039644+0.0013972i,-0.00054497+0.0011171i,-0.00037344+0.00068939i,0.00020249+0.00091599i,-0.00017628+0.0010063i,-0.00025319+0.00050467i,-0.00011097-0.0004319i,-0.00023117-0.0006579i,-0.00032979+0.00047963i,-0.00032472+0.00029028i,-0.00014063-0.00048745i
0.000332+0.00037155i,-1.0893e-05+0.00055207i,0.00013708+0.00058484i,0.00026539+0.00059538i,0.00013657+0.00010846i,-0.00027487-0.00041469i,-0.00065503-0.00029781i,-0.00042756+0.00067378i,-7.4736e-06+0.00112i,-0.00042094+0.0010381i,-0.00098261+0.0011451i,-0.0013321+0.00049834i,-0.0012214-0.00047825i,-0.00041202-0.00093849i,-4.2626e-05-0.00057832i,-0.00037944-5.7659e-05i,-0.00057065+0.00034679i,8.1811e-05+0.00043878i,-4.2178e-05+7.7211e-05i,-0.00043057-0.00030274i,-0.00075376-0.00029167i,-0.0012813+5.775e-05i,-0.0012741+0.00019119i
-2.0652e-05+0.002389i,-0.0010478+0.0016143i,-0.001599+0.00081585i,-0.00050088+0.00045298i,0.00062693-0.00024931i,0.00063568-0.00038159i,-0.00014107-0.00040508i,-0.00083691+0.00025373i,-0.00035888+0.00022963i,0.000489-0.00045565i,0.00088924+0.0001041i,-0.00014633+0.00064626i,-0.00073194+0.00040165i,0.00040232+4.9986e-05i,0.00077495+0.00038608i,8.1521e-05+0.00073162i,0.00016142+0.00028159i,0.00090732+6.928e-05i,0.0013108-0.00017007i,0.0012059+0.00025202i,0.00038508+0.00074692i,-4.4182e-05+0.00075583i,0.00011226+0.00039512i
0.0020843-0.00058892i,0.001644-0.0007574i,0.0014452-0.00048226i,0.0010628+0.00015552i,0.00032694+0.00024589i,0.00016318-0.00015939i,0.00023757-0.00046813i,5.4219e-06+0.00056049i,-0.00033559+0.00094438i,-0.0003232+0.0012532i,0.00045776+0.00067447i,0.0005734+0.00022435i,0.00030181-9.6838e-05i,-0.00022915-0.0002617i,-0.00070985-1.13e-05i,-0.00026861-4.436e-05i,0.00023157-0.00013159i,4.8003e-05-0.00071104i,-0.00050092-0.00074459i,-0.0001724-0.00010251i,9.7441e-05+0.00047983i,-0.00040839+0.0013861i,-0.0003378+0.00093043i
0.00026072+0.0016726i,0.0010294+0.0015451i,0.0013297+0.0019436i,0.001123+0.0010494i,0.00091401-0.00017793i,0.00035656-0.00078908i,-0.00041946-0.00050731i,-0.0010569+0.0004442i,-0.00088166+0.00022609i,0.00020999-0.0004897i,0.00090304-0.00038553i,0.00098079+4.3523e-05i,0.00070694-8.2363e-06i,0.00035889-0.00040949i,-0.00032627-0.00042028i,-0.0012928+0.00020398i,-0.0012607+0.00046992i,-0.00097406-5.2927e-05i,-0.00027689-0.00069117i,0.00041336-0.00061388i,0.00011241-0.00038876i,0.00023058-0.0006895i,0.00023253-0.0012333i
0.00059804+0.00078172i,1.3838e-05+0.00034412i,-0.0011029+5.6522e-05i,-0.0015812-0.00046511i,-0.0010764-0.00056645i,-0.00052915-7.5845e-05i,-0.00025549+0.00030754i,-0.00066461-0.00026738i,-0.00068725-0.00053402i,-0.00058407-0.00019313i,-0.00043027+9.7972e-05i,-0.00020331-0.00065049i,-0.00022935-0.00090022i,-0.00040457-7.7157e-05i,-0.00014103+0.00040771i,0.00021044+0.00021652i,0.00029935-0.00061706i,-0.00024757-0.001362i,-0.00035621-0.00054171i,-0.00016902+0.00075479i,-0.00020964+0.00011708i,-0.00053664-0.00035841i,9.4284e-05-0.00017033i
-0.0014107+0.00073969i,-0.00013796+0.0013911i,0.00077869+0.0015589i,0.00076262+0.0011464i,0.0010207+0.00088818i,0.00062574+0.00034507i,-0.00018399-0.00050864i,0.00026505-0.00063727i,8.6175e-05+1.2882e-05i,-0.00063531+0.00030063i,-0.0011649+0.00039096i,-0.0012221+0.00051091i,-0.00026466-0.00029595i,0.00011844-0.00055571i,-0.00044226-0.00070115i,-0.00041089-0.00084321i,0.0003793+0.00048062i,0.00062962+0.00094434i,0.00055414+0.00060071i,0.00062701+0.00073285i,-0.0003763+0.00063914i,-0.00051534+0.00044765i,0.00023129+0.00056334i
0.00052349-0.00063506i,-0.00049296+0.00038148i,-0.0010155-6.4465e-06i,-0.00060179-0.00053521i,-0.00034011+0.00057639i,0.00018899+0.0018747i,-0.00036825+0.0009672i,-0.0014981-0.00046775i,-0.0016012-0.00061807i,-0.0012876-0.00028146i,-0.00092622+0.00019738i,-0.00061825-0.00021959i,-0.00060294-0.00081635i,-0.00067459-0.00023808i,-0.00023893+0.00021149i,2.3444e-05+7.1178e-05i,0.00054882+0.00039515i,0.0014182+0.00063616i,0.0012033+0.00093862i,0.00080032+0.00086357i,0.00029187+0.00033555i,-0.00049814+0.00073359i,-0.00097335+0.0010342i
-0.0010545-0.001239i,-0.0019212-0.00084102i,-0.0027192-0.00050369i,-0.0028432-8.5667e-05i,-0.0023695+0.0012317i,-0.0014473+0.0012786i,-0.00061927+0.00067464i,-0.00028524+0.00080954i,-0.00018074+0.0013596i,-0.00018427+0.00086558i,-0.00023003+0.00044859i,-0.0001441+0.001027i,-0.00039629+0.0009059i,-0.00043091+0.00020815i,-0.0001292-0.00027991i,0.00029749-5.4082e-05i,0.00046039+0.00031322i,-0.00011652+4.2999e-05i,-0.00054806-0.00011041i,-0.0010889-6.4943e-05i,-0.0012437-0.0006075i,-0.00056748-0.0016464i,-0.00041565-0.0013729i
0.00045223-0.00050881i,0.0016289-0.00017669i,0.0030882-0.00047827i,0.0028239-0.0005551i,0.0019728-0.00023i,0.00092793+0.00031619i,-9.3856e-06+0.00056689i,-0.00026006+0.00046146i,0.00041595+0.00067752i,0.0016304+0.00084699i,0.0014182+0.00081317i,1.1281e-05+0.00070672i,-0.00095868+0.00032257i,-0.0013912-0.00050526i,-0.00070808-0.00059406i,7.7282e-05+0.00014252i,5.6323e-05-3.2715e-05i,-0.00023005+0.00015169i,-0.00050317+0.0001584i,-0.00048094-0.00010693i,0.00046851+0.00057517i,0.00083006+0.00079455i,0.00022337-0.00029726i
-0.0012551+0.0018607i,-0.0010699+0.0031692i,-0.00074494+0.0044072i,0.00047077+0.0038595i,0.00011684+0.0022667i,-0.00029909+0.00058959i,0.00016336+1.8128e-05i,-0.00020548-0.00020674i,-0.00029287+0.0003862i,1.3179e-05+0.0013717i,0.00018006+0.00070181i,0.00026248+0.00038368i,-0.00031929+0.0010322i,-0.00072785+0.00047468i,-0.0003516+0.00060185i,0.00021251+0.00094415i,0.00025754+0.00062004i,-0.0004217+0.0002938i,-0.0010986+0.00051753i,-0.0012164+0.00064853i,-0.00021312+9.4739e-05i,0.00021061+9.5372e-05i,-0.0006346+0.00017306i
0.00019138-0.00045145i,0.00049858-0.0010545i,0.00095761-0.001502i,0.00053311-0.001157i,0.0011092-0.00065152i,0.0016092-0.00065827i,0.00076332-0.00067005i,0.00035745-0.00042138i,-4.2841e-05-9.1031e-05i,-0.00089078-0.00018533i,-0.00073085-0.00016059i,-0.00035784-0.00038652i,-0.00020459-0.00038673i,4.1923e-05-0.00038679i,4.9509e-05-0.0012887i,0.00019273-0.0010438i,0.00058041-0.00019684i,0.00046169+0.00093341i,0.00052002+0.0016985i,0.00065131+0.0011038i,0.00015954-1.709e-05i,-0.00032673-0.0011645i,0.00024502-0.0013584i
-6.0578e-05+0.0017533i,0.0010758+0.0022437i,0.0017856+0.0027697i,0.0017827+0.0025605i,0.00084527+0.0012269i,-0.00017142+0.00018597i,-0.0010629-0.00021058i,-0.0012245-0.00013105i,-0.0014854+0.00088043i,-0.001871+0.00097138i,-0.0012286+4.6768e-05i,-0.0007792-0.00037347i,-0.00046298-0.00067987i,-2.2712e-05-0.00053113i,-0.00036887+0.0001265i,-0.00092907+0.00016161i,-0.00113+7.3717e-05i,-0.00096884+0.00020554i,-0.00035816+0.00015614i,0.00033111-0.00028423i,0.00036566-0.00093486i,0.00062028-0.00047061i,0.00097795+0.00087758i
0.00031205+0.00123i,-0.00075433+0.0030866i,-0.00082698+0.0028703i,0.00052355+0.0021592i,0.00075266+0.0018245i,-0.00012504+0.0010174i,-0.00075045-8.159e-06i,-0.001074-8.1873e-05i,-0.0014705+0.00035708i,-0.0013361+0.00053557i,-0.00054707-0.00028268i,0.00021637-0.00073923i,-0.00053133-0.0001812i,-0.0013239+0.00011047i,-0.00073244+0.00012096i,-0.00029143-0.00020112i,-0.0007198-0.00024095i,-0.00025424-1.1795e-05i,0.00048507-0.00028556i,0.00024494+7.666e-05i,-0.00028726+0.00064209i,-0.00061655+0.00023636i,-0.00040707-0.00029073i
-0.001282-0.00097405i,-0.0011063-0.00044218i,-0.0013625+5.3561e-05i,-0.0014381+0.00061256i,-0.00078239+0.00090943i,-9.8138e-05+0.00094914i,3.6199e-05+0.00064682i,-0.00054298-0.00024286i,-0.0016306-0.00032098i,-0.0020529+0.00051855i,-0.00097024+0.00075313i,-0.0002229+0.00031784i,-0.00015139+0.00034593i,-0.00010298+9.0442e-06i,-7.2407e-05-0.0001538i,0.00015403+0.00025198i,0.00046381+0.00038775i,0.00076358+6.9043e-05i,0.00083396+0.00023675i,-0.0003484+0.00053141i,-0.00038641+0.00023393i,0.00035103-2.7485e-05i,0.00016321+6.6314e-06i
-5.5691e-05+0.0015989i,0.00095989+0.0024449i,0.0016906+0.0023179i,0.00084151+0.0017934i,0.00017877+0.0014502i,-0.00091888+0.0010369i,-0.0011103+0.00011273i,-0.0006726+0.00046841i,-0.00091596+0.00093865i,-0.0010201+0.00020746i,-0.00096578-0.00046255i,-7.2566e-05-1.6908e-05i,0.0012675+0.0006754i,0.00086931+0.0012095i,-4.3547e-05+0.001276i,-0.00014381+0.00081267i,-0.00048202+0.00035908i,-0.00037204-0.00029352i,-0.00038147-2.5864e-05i,-0.00013493+0.00072177i,-0.00013578+0.00068707i,-0.00043941+0.000506i,0.00030774+0.00066859i
0.00059352-0.00014732i,0.00035837-0.00033922i,0.00091196-0.00091124i,0.0017134-0.0025563i,0.0011379-0.0022812i,-7.8712e-05-0.00054875i,-0.00086069-0.000126i,-0.0011036+1.7588e-05i,-0.00033602+0.00068688i,-6.2647e-05+0.00051166i,-0.00010143+0.00031975i,-0.00032049+0.00032932i,-0.00072909-0.00025071i,0.00013157-0.00058996i,0.00092359+5.7689e-05i,-3.0978e-05+0.00041966i,2.3321e-05-0.00019407i,0.00064539+0.00023314i,-0.00045043+0.00033376i,-0.00067261-0.00075685i,-0.00023467-0.001148i,0.00019528-0.00075976i,0.00033663-0.00078701i
0.00034718+9.8582e-05i,0.00075993+0.00040106i,0.00049094+0.00029274i,0.0010626+0.0014881i,0.00083308+0.0016776i,-0.0001809+0.0014518i,-0.0001642+0.00082818i,7.0933e-05+0.00016722i,0.00016777-8.9839e-05i,-0.00026699-0.00037741i,-0.00052481+7.94e-05i,-0.001011+0.00030723i,-0.00060248+0.00054882i,0.00026229+0.00089857i,0.0001846+0.00050696i,-0.00018994-0.00021049i,-0.00032561-0.00058421i,-0.00016102-0.00075619i,0.00014257+6.6237e-05i,5.6019e-05+0.00055899i,-2.3251e-05+0.00053474i,0.00033203+0.00067654i,3.5675e-05+0.00098352i
-0.00040026-0.0011467i,-0.0001524-0.00047151i,0.00041434-0.00057602i,-6.9021e-05-0.0013011i,-7.084e-06-0.0014136i,0.00050591-0.00080165i,6.2839e-05-0.00058626i,-0.00037729-0.00065015i,-0.00024109-0.00034196i,-0.00017019-0.00023928i,0.00023144-2.8893e-05i,0.00032883-8.7549e-05i,-0.00016656-0.00042645i,-0.0002822-0.00042031i,-8.0769e-05+0.00020209i,7.1947e-05+0.00052363i,-0.00064752-6.6091e-05i,-0.00054184-0.00072153i,0.00023558-0.00083566i,0.00018161-1.05e-05i,-0.00026311+0.00041433i,-0.0003742-0.00014517i,-0.00010274-0.00081174i
-0.00091816+0.00019404i,-0.00079295-5.372e-05i,-0.00010687+8.2371e-05i,0.00036127+0.00058618i,-0.00080903+0.0012854i,-0.0014152+0.0011286i,-0.0012128+0.00072009i,-0.0017693+0.00032422i,-0.0017249-0.00063169i,-0.001259-0.000747i,-0.00057458-0.00055356i,-0.00013922-0.00026604i,-0.00012276+1.7919e-05i,-0.00017066+0.00050332i,0.00027084+0.00024336i,0.0010521-0.00013111i,-0.0002218-0.00011868i,-0.00054299-0.00023123i,0.00039467+3.7393e-05i,0.00015271+0.00047311i,-0.00010237+0.00056077i,0.00061301+0.00050644i,0.0012502+0.00033969i
-0.0007899-0.0016556i,-0.00069237+0.00013899i,-0.00019526+0.0020444i,-0.00041852+0.0022788i,-8.8658e-05+0.0012697i,0.00089903+0.001113i,0.00049219+0.0007725i,-6.2499e-05+0.00034156i,-0.00040543+0.00027567i,-0.00044985+0.00081725i,-0.00026859+0.001224i,-0.00010274+0.00063697i,-6.0045e-05+0.00044221i,-0.00017603+0.0009556i,-2.855e-06+0.00072878i,0.0006631+5.1893e-05i,0.00096224-0.00057465i,0.00035661-0.00078297i,0.00035247-0.00023517i,0.00032271-0.0002087i,-0.0001737-0.00015002i,-0.00048675+0.00077818i,-0.00056612+0.00086212i
0.0011975+0.00070122i,0.00091392-0.00047207i,0.00054581-0.0011457i,0.0010069-0.0013142i,0.0006471-0.0014143i,-0.00022936-0.00055134i,-0.00089494-0.00016514i,-0.0012412-0.0004823i,-0.00077321+0.00032187i,-0.00046859+0.00057724i,-0.001009-0.00017181i,-0.0014256-5.5827e-05i,-0.00047637-0.00015429i,5.5643e-05-1.4381e-05i,7.3001e-05+0.0011541i,0.0005098+0.0010637i,0.00012204+0.0002417i,-0.0002147+0.00032032i,-0.00033871+0.0010863i,-0.00043526+0.0005429i,-0.00015935+0.00024355i,0.00035605+0.00068768i,0.00014805+0.00033131i
-0.00056846-0.00070427i,-0.00050877-0.0012012i,9.3495e-05+0.0001394i,0.00078289+0.00092131i,0.00031274+0.00096829i,-0.00042525+0.00055969i,-0.00065155+0.00072215i,-0.00060674+0.0012623i,-0.00064024+0.00062718i,8.161e-05+0.00024035i,0.00029594+0.00040497i,-0.00060884-1.5047e-06i,-0.00068632+0.0001292i,-0.0001139+0.00054575i,-0.00060231-0.00021512i,-0.00090754-0.00028351i,-7.5884e-05-0.00012437i,0.0006279-0.00089538i,0.00041762-0.00069468i,-0.00021566+3.3103e-05i,-0.00030145+0.00025211i,-0.00083085+0.00070211i,-0.00063155+0.00093327i
-0.00063983-0.0007183i,-0.00097449+0.00085418i,-0.00044974+0.0012859i,-7.7147e-05-0.00011146i,-0.00052014-0.00047406i,-0.00086347+0.00053069i,1.5174e-05-8.5245e-05i,0.00069829-0.00063612i,0.00043333-0.00073917i,0.00014326-0.00054548i,5.0722e-05+0.001037i,-0.00017501+0.0015643i,-0.00017824+0.00073161i,6.9036e-05+0.00054144i,0.00050111+0.00084341i,0.00073141+0.00087815i,0.00069071+0.00046826i,0.00059123-1.9207e-05i,0.00044687+0.00011671i,0.00024489-4.9742e-07i,-0.00020173-0.00068139i,-0.00083863-0.00038037i,-0.00098388+0.00045539i
0.00049796+0.00095893i,0.001052+0.00084703i,0.0020013+0.0016073i,0.0021916+0.0016622i,0.0014268+0.00091226i,0.00044251-9.6968e-05i,-0.00050345-0.0012334i,-0.0013705-0.0014334i,-0.0017328-0.0010261i,-0.0010076-0.0005108i,-0.00018295-0.00072225i,-0.00030361-0.0006722i,-0.000977-0.00039549i,-0.0015452-0.00018802i,-0.00055812+0.00011898i,0.00080778-3.2608e-05i,0.00070372+0.00020788i,0.00019748+0.00055332i,-0.00061228+0.00022714i,-0.0015485-0.00037866i,-0.00052455-0.00056122i,0.0007927-9.3225e-05i,0.00025603+5.834e-07i
0.00039331+0.001996i,0.000122+0.001612i,-0.00073716+0.00078321i,-0.00065982-1.7496e-05i,0.00021989-8.4891e-05i,-1.1725e-06-0.0008471i,-0.00029232-0.00085186i,-0.00055277-0.00054713i,-0.0014621-0.0005255i,-0.0016874-6.849e-05i,-0.00054836-0.00025085i,8.6805e-05-0.00031071i,-0.00023118-0.00037511i,-0.00021448-0.00028134i,-0.00027591+0.0002209i,-0.00017369-0.00017488i,0.00021378-0.00051666i,0.00011292-0.00091674i,-2.4438e-05-0.00077935i,-0.00023183+0.00039278i,-0.00057341+0.00074163i,-0.00095172-0.0002635i,-0.0008298-0.00067098i
0.0017034+0.0021762i,0.0017928+0.0033233i,0.001476+0.0028036i,0.0012289+0.0015795i,0.00089019+0.00057619i,0.00010023+0.00098853i,-0.00047893+0.0012136i,-0.00016423+6.0976e-05i,3.1987e-05-3.1759e-05i,-0.00025086+7.7123e-05i,0.00017481+2.7545e-05i,0.0003908+0.00023493i,2.0962e-05-0.00015068i,-0.0002709+0.00043988i,-0.00079122+0.0015388i,-0.00069248+0.0011459i,-0.00017079+0.00030178i,-2.9287e-05-7.5795e-05i,0.00018021-0.00013215i,0.00082663+0.00028437i,0.0011371+0.00069708i,0.0011167+0.00057708i,0.00097179+0.00013493i
0.00042715+0.001409i,-0.00048109+0.0013204i,-0.00082122+0.0012734i,4.8733e-05+0.0014805i,0.001114+0.0012825i,0.0013427+0.00052155i,0.00043018+0.00047191i,-9.3503e-05+0.0010229i,-0.00031356+0.0012622i,-0.00050537+0.00076347i,0.00012716-0.00045828i,0.00019754-0.00035784i,-0.00024428+0.00067389i,-0.00046763+0.00035004i,-0.00031171-0.00074298i,4.3937e-05-0.00055114i,-0.00015125-0.000317i,-3.2637e-06-0.00048487i,0.00030432-0.00052943i,0.0004629-0.00054423i,0.00086642-0.00046438i,0.00021632+0.00024731i,-0.0006567+0.00048209i
-0.00020037-0.00030822i,0.00017148-0.0010927i,1.0169e-06-0.0012103i,0.00012877+0.00011676i,0.00040729+0.0014298i,0.00031391+0.00097361i,0.00021849+0.00035344i,-0.00018684+0.00045599i,-0.00039012+0.0011743i,-0.00044873+0.001577i,-0.00048518+0.00106i,-2.6913e-05+0.00040703i,0.00043922-0.00063099i,0.00016544-0.00065708i,-0.00044463+0.00042083i,-0.00021006+0.00059787i,-0.00028798+0.00044484i,-0.00012438+0.00010731i,4.5946e-05-5.5391e-05i,0.00029962-0.00013865i,0.00039607-0.00028542i,1.0024e-05-0.00018666i,-0.00034493-0.00031999i
0.0011766+0.0010315i,0.0010332+0.0021785i,0.00030624+0.0021807i,-0.00015329+0.0018197i,-0.00020735+0.0010753i,-0.00037875+0.00040989i,-0.00031198+0.0005406i,0.0004261-3.8907e-05i,0.00076372+1.3271e-05i,0.0006319+0.00048634i,0.00088678+0.0002433i,0.0004832-0.00033412i,-0.00046216+9.885e-06i,-0.00060632+0.00064246i,0.00011887+0.00015769i,0.00045588-7.6548e-05i,0.00079332-0.00012322i,0.001355-0.00058686i,0.00084574-0.00040671i,-0.00036372+0.0002403i,-0.00029975+0.00022098i,-0.00022936-9.6772e-05i,-0.00016371+0.00012462i
0.00038604-0.00049583i,-0.00024921-0.00064824i,0.00030014-0.0013269i,-4.913e-06-0.0015682i,-0.00065125-0.00073397i,-0.00061145-7.5102e-05i,-0.00010166+0.00015894i,0.00064535+0.00010983i,0.00037898-0.00012941i,-1.7792e-05-0.00050734i,-0.00016145-0.00040368i,-0.0003703+0.000615i,0.00018299+0.00069387i,0.00027666+0.00094275i,-0.00011591+0.0011044i,-0.00012099+0.00022927i,-0.00017532-0.00069382i,-0.00018663+0.00011975i,-0.00043313+0.00080106i,-0.00031087+0.0003832i,0.00033182+0.00022276i,0.00058431-0.00039926i,0.00012074-0.00043722i
-0.0011964-0.00041533i,-0.0007625+0.00010582i,-0.0013057-1.8694e-05i,-0.0010457+0.00064004i,-0.00018946+0.001443i,0.00033614+0.0015221i,3.6825e-06+0.00086433i,-0.00087098+0.00026704i,-0.0010336+0.00014275i,-0.0010893+0.00022557i,-0.00039258+0.0008293i,0.00036722+0.0013761i,0.0001163+0.00026234i,0.00045707-0.00084366i,0.00076894-0.00062296i,0.00038484-0.00063678i,0.00020191-0.0011925i,0.00046224-0.00099177i,0.0003193+6.718e-05i,6.2878e-05+0.00038222i,5.4174e-05-9.0888e-05i,0.00011888-0.00021487i,-0.00054565-0.0002088i
