0.0011123-0.00079483i,0.00083912-0.0019356i,-2.1499e-05-0.0033936i,-0.0002778-0.0034572i,-0.00087343-0.0022236i,-0.0011394+0.00011565i,-0.00027617+0.001173i,0.00077678+0.0011887i,0.0013299+0.00064661i,0.0015393-0.00072285i,0.00063154-0.00080106i,-0.00048482-0.00072971i,-0.00018235-0.00049044i,-9.114e-05-4.7738e-05i,-0.0010282+0.00017547i,-0.0015539+0.00037477i,-0.00075576+1.6037e-05i,2.218e-05+0.00038602i,-0.0001615+0.00096401i,-0.00024899+0.0006166i,-0.00026907-0.00029484i,-0.0010289-0.00091236i,-0.00094164-0.0003435i
-0.0024377-9.2381e-05i,-0.0014151+0.0002264i,-0.0010301+0.001153i,0.00024785+0.0019211i,0.0018904+0.0014721i,0.0023347+0.00049434i,0.0019651-0.00027586i,0.0012282-0.00055542i,0.00097132-0.00020642i,0.0011624-0.00014481i,0.00023233-0.00025601i,-0.00019046-0.00051966i,-6.2527e-05-0.00093746i,0.00013273-0.00098026i,0.00021737-0.00072097i,0.0002361-0.00058164i,0.0001966+6.4357e-05i,0.00036754+0.00031125i,0.00043096+0.00056726i,-2.2594e-05+0.00034773i,6.2926e-05-0.00051204i,-2.5329e-05-0.00075975i,-0.0006331-0.00010902i
0.00042531+0.0013495i,-0.00010023+0.00054284i,-0.00071677-0.00051121i,-0.0005557-0.00045451i,0.0005683-0.00017901i,0.0015363-9.5832e-05i,0.0014801+6.9117e-05i,0.001003+9.8629e-05i,0.00044671-0.00050825i,0.00030426-0.00030789i,0.00052185-0.00027714i,0.00043366-0.00059335i,0.00016951-0.00051222i,0.00016173+2.1858e-05i,-1.9295e-05-0.0002267i,-0.00011352-0.0011314i,0.00044314-0.00052614i,0.00046225+0.00094503i,3.8513e-05+0.0012987i,0.00011087+0.0004195i,-6.1469e-05-0.00097971i,-0.00040413-0.0012979i,-0.00022564-0.00047597i
0.0021963-0.00025361i,0.00087347-0.0010181i,0.0013088-0.0022941i,0.0015367-0.0018993i,0.00099292-0.0006031i,0.00020218+0.00020737i,-8.9116e-05+0.0003764i,0.00025753+0.00037438i,0.00027444+0.00038029i,0.00043416-1.5687e-05i,0.00059864-0.00037463i,-0.00043927-0.00013073i,-0.00031361+0.00032041i,0.00069529+0.00043884i,0.00011476+8.9041e-05i,-0.00039104-0.00031506i,-0.00060811-4.8011e-05i,-0.00024032+0.00039629i,0.00019582+0.00075662i,-0.00035414+0.00062712i,-0.00016203-0.00027066i,0.00060344+0.00021943i,0.00030667+0.00018925i
0.00099048-0.0002209i,0.0015459-5.9126e-05i,0.0023961+0.00052649i,0.0018622+6.109e-05i,0.00028492-0.00069914i,-0.00048383-9.021e-05i,6.6767e-05+0.00020075i,0.0008648-0.00013158i,0.00079571-0.00017588i,0.0007075-0.00041618i,0.00031233-0.0010688i,0.00041984-0.00078926i,0.00088319-0.00075324i,0.0010352-0.00072971i,0.0012186-3.9703e-05i,0.00053019+0.00092003i,-8.2558e-05+0.001218i,-0.0001308+0.001171i,-0.00056039+0.0011694i,-0.00089731+0.00061741i,-0.00046746+0.00019311i,2.8762e-05+0.00018786i,-6.3939e-05-0.00046048i
-0.0011889-0.0012299i,-0.00071026-0.0010998i,-0.0012415-0.0015158i,-0.0011775-0.00057248i,0.00063371+0.0010501i,0.0015538+0.0015891i,0.00095591+0.00031721i,0.00057574-0.00070383i,0.00092005-0.0011549i,0.00097468-0.00060881i,0.0003913+0.00028394i,0.000269+0.00034126i,0.00037678+5.7204e-05i,0.00041537-0.00066019i,0.00024409-0.00091437i,-0.00057216-0.00064311i,-0.0011971+2.1906e-05i,-0.00064437+0.0008194i,0.00055159+0.00075056i,-9.808e-05+6.3614e-05i,-0.00067867-0.00028157i,-8.7741e-05-0.00015434i,4.0443e-05-0.00042862i
0.0016293-0.0017177i,0.0025084-0.0016401i,0.002287-0.0020653i,0.00045053-0.0022684i,0.00051096-0.0017398i,0.0019144-0.0007387i,0.0019705-8.8966e-05i,0.0012695+8.6891e-05i,0.001366+0.00052249i,0.0013014+0.00041449i,0.00057024+0.00046517i,-0.00018474+0.00099155i,-0.00042624+0.00038328i,0.00011047-0.00099264i,0.00090672-0.0015954i,0.0011101-0.00071225i,0.00081114-6.9551e-05i,0.00012157+6.3163e-06i,-0.00046206+0.00015465i,-0.00047141-0.00017409i,-0.00038562-0.00037358i,0.00040295-0.00017292i,0.00065277-2.638e-06i
0.0011541+0.0014794i,0.0013592-0.00023652i,0.0017687-0.00061625i,0.0015864-8.6471e-05i,0.0016823+0.00053296i,0.0025097+0.00059813i,0.0019262+0.0010009i,0.0008257+0.0013843i,0.00050899+0.00012822i,0.00017498-0.00086461i,-0.0004588-0.00062844i,-0.00046085-0.00085557i,-0.00056468-0.0004477i,-0.0006257+0.00041069i,-0.00040449+0.0002342i,-0.00080655-0.00032835i,-0.00064843-0.000325i,-0.00054283-0.00016003i,-0.00018601-0.00021359i,0.00020135-0.00035828i,0.00076962-6.5615e-05i,0.00090639-3.1409e-05i,0.00029669-4.1071e-05i
0.00044454-0.001468i,0.00060596-0.0012374i,0.00032183-0.0011889i,0.00080087-0.0017051i,0.00055199-0.0010848i,0.00017535-0.00055265i,0.00067289-0.00018132i,0.0007741-2.2981e-05i,0.0010773-0.00033958i,0.0015506-0.00031133i,0.0010117-4.6273e-05i,-0.00010729+0.00019611i,-0.00042021+0.00061509i,-0.00044184+0.0011755i,-0.0011051+0.00084208i,-0.0013758+0.00048062i,-0.0004906+0.00079047i,4.9494e-05+0.00065237i,-0.00044963-2.6618e-05i,-0.0005697-0.00028875i,-0.00051415+0.00026144i,-0.00041795+0.00018313i,0.00044998-0.00019484i
0.00098267+0.00089097i,0.0012904+0.00012364i,0.0019796-0.00053142i,0.0016482-0.00076652i,0.00098352-0.00077589i,1.2243e-05-0.00014372i,0.00022554-0.00044988i,0.00048704-0.00052369i,9.3342e-05-4.1602e-05i,9.837e-05-0.00026206i,0.00051446+4.9246e-05i,7.0354e-05-0.00035926i,-0.0003696-0.00020019i,-0.00022179+0.00094061i,0.000168-8.3103e-07i,5.3649e-05-0.0012958i,-7.219e-05-0.00082785i,0.00020632-7.5178e-05i,0.00039209-0.00013106i,0.00070345-0.00020864i,0.00083552-0.00067284i,0.00084918-0.00066296i,0.00025143-0.00054193i
0.0031796-0.0008735i,0.0027668-0.0022802i,0.0020459-0.0030006i,0.0012498-0.0024777i,0.00093972-0.0015153i,0.0011184+0.0006045i,0.00045631+0.0010002i,0.00016667-0.00011068i,0.00090813-0.00086071i,0.00054613-0.00094468i,0.00034633-0.00052278i,-3.9074e-05-0.00030648i,-0.00047307-0.00040917i,-0.0003351-0.00047871i,-0.00046251-0.00087359i,7.2972e-05-0.0010783i,0.00041251-0.00064377i,-0.00054223-0.00052661i,-0.00070937-5.57e-07i,0.0002635+8.3361e-05i,0.00025805-0.0003915i,-0.00020158-0.00019163i,-0.00021239+0.00016821i
-0.0010851+0.0010137i,-0.0010409+0.00014665i,0.00020473-0.00043313i,0.0012365-4.5617e-05i,0.0017849+0.0010709i,0.0016762+0.00061394i,0.00074309-0.000916i,-0.00065996-0.0016829i,-0.0010584-0.0014489i,-0.00045679-0.00066035i,0.00019371-0.00076573i,0.0010509-0.00029315i,0.0010312-0.00023726i,0.00044035-0.00025082i,-0.0003753+0.00022252i,-0.00028905+0.00044857i,-0.00026588+0.00068627i,-0.001127+0.00020258i,-0.0015883-2.6219e-05i,-0.0011014+0.00054764i,0.00037046+0.00047457i,0.00043508+0.00033388i,-0.00054426-8.7198e-05i
-0.00030661-0.00017367i,2.4832e-05-0.0011771i,0.00066417-0.00091971i,0.0010846-0.00057231i,0.00135-0.00070864i,0.0018537-0.0011003i,0.0015069-0.0017154i,0.00061921-0.0013687i,0.00039799-0.00061899i,0.00067791-0.00013643i,0.00077769+0.00016775i,-0.00026362-0.00017143i,-0.00052379-0.00060717i,-0.00027733-0.00014017i,-0.00030286-0.00033105i,-0.00010033-0.00048112i,-0.00019382-0.00050801i,-0.00054428-0.00073141i,-0.0006858-0.00088143i,-8.1416e-05-0.0012867i,0.0006569-0.0010408i,0.0007475-0.00045288i,-0.00021405+5.1479e-05i
-0.00036142-0.00063443i,0.00019707-0.00047632i,-7.2003e-05-0.00090039i,-0.0001092-0.0015291i,0.00036823-0.0005664i,0.00047247+0.00030084i,0.00068192-0.00028945i,0.00039213-0.00036791i,-0.00052997+0.00031859i,-0.00029382+0.00077055i,0.00015356+0.00021278i,0.00082576-1.9275e-05i,0.00066009-0.00030237i,0.000144-0.0005983i,0.000203-0.0002194i,-0.00026019-0.0003848i,-0.00075621-0.0002852i,-0.00019707+0.00069465i,2.4984e-05+0.0011238i,-0.00074083+0.00037631i,-0.0012188+0.00012863i,-0.00096363+0.00052352i,1.2495e-05-0.00028617i
-0.00060789-0.00012261i,-0.00035019+0.00056668i,0.001504+0.00083744i,0.0023026+0.00090196i,0.0014941+0.00037871i,0.00099377-2.4708e-05i,0.0007651-0.0003258i,0.00057564-0.00075234i,0.0010742-0.0007443i,0.0016999-0.00042112i,0.0012671+0.00020939i,-7.1162e-05+0.00029469i,-0.0012731-0.00060513i,-0.0013749-2.4061e-05i,-0.0010005+0.00074618i,-0.00059253+0.00029653i,-0.0010231+2.5084e-05i,-0.00071187-0.00034668i,-9.9272e-05-0.00042341i,-0.00010901+0.00050948i,-0.00020745+0.0011117i,-0.00012345+5.7896e-05i,0.00014397-0.0010455i
4.7393e-05-0.0005247i,0.00048467-4.1195e-05i,0.00032722+0.00082694i,-0.00047665+0.001281i,-0.00061695+0.0006627i,0.00013792+0.00037241i,0.00044076+9.0941e-05i,6.2435e-05+6.9143e-05i,0.00017854+0.00025006i,-6.0631e-05+0.00015402i,-0.00070513+0.00045561i,-0.00045276+0.0007129i,3.6083e-05+0.0007934i,-3.9914e-05+0.00064445i,-3.0013e-05+8.3795e-05i,0.00010772-0.00016854i,-0.00014403+9.962e-05i,-0.00091806+0.00030832i,-0.0012457+0.00040351i,-0.00049754+0.00039952i,0.00043834+0.00022082i,0.00079658+1.9519e-05i,0.00043374-0.00017013i
0.00087715+0.0015698i,0.0014752+0.0013459i,0.0017318+0.0010725i,0.0019974+0.00023286i,0.0018599-9.5955e-05i,0.0021054-0.00032114i,0.0023954-0.00068721i,0.0015332-0.0003668i,0.00072293-0.00031702i,0.00076359-0.00071219i,0.00060696-0.00058745i,0.0010944-0.00025901i,0.0009449-0.00082656i,8.0641e-05-0.00099417i,8.8317e-05-0.00035135i,0.00034995-8.5583e-05i,0.0003828-0.00036497i,0.00041574-6.37e-05i,8.1927e-05+0.00047347i,-0.00088265-0.00017867i,-0.00092414-0.00067448i,-0.00021117-6.2581e-06i,-0.00010383+0.00025262i
0.0014508-0.00016871i,0.0015938-0.0010697i,0.0012851-0.0019335i,0.0011303-0.0012529i,0.0014112-0.00070588i,0.0013643-0.0010181i,0.0016991-0.001402i,0.00082402-0.0011478i,0.00054684-6.5808e-05i,0.00094849+0.00016316i,0.00086135-0.00050325i,0.00056967-0.00054121i,0.00031959-0.0006196i,0.00052932-0.00045284i,0.0004232+0.00015461i,0.0004173-0.00022784i,0.00065406-6.2963e-05i,0.00076031+0.00018464i,0.0006246+0.00018694i,0.00021195+0.00010404i,-0.00030213-0.00092323i,0.00035049-0.0006461i,0.00089358+0.00043596i
0.00023303+0.0010994i,0.0012019+0.0010511i,0.0017915+0.0014189i,0.0014062+0.0017591i,0.0021836+0.0014594i,0.0022532+0.00053039i,0.00099993-0.0010221i,0.00066572-0.001321i,9.9479e-05-0.00018093i,-0.00033959-0.00078507i,-8.5108e-05-0.0014652i,0.0004876-0.00098504i,0.00060851-0.00025579i,-8.3255e-05-0.0004782i,6.3147e-05-0.0013187i,0.00081149-0.0007283i,0.00032893-5.7831e-05i,-0.0001854-0.0002851i,-0.00020551+1.661e-05i,1.9284e-05+0.00044344i,6.2249e-05-0.0001252i,-0.00012754-0.00039079i,8.9437e-06+0.00025739i
0.001664+0.00037327i,0.0011902-0.0010198i,0.00082886-0.0011528i,0.0012294-0.0009506i,0.001044-0.0006249i,-9.4056e-05-0.00063866i,-0.00084303-0.0010322i,-0.00043702-0.0014983i,0.00042763-0.0013525i,0.00055015-0.0002278i,0.00050899-3.3123e-05i,0.00078429-0.00045866i,0.00041081-0.00072251i,-0.00023898-0.0008436i,2.5951e-05-0.0010711i,7.9243e-05-0.00049373i,-0.00050517+0.00094469i,-0.00034112+0.0016995i,-0.00015375+0.00037226i,7.4807e-05-0.0012008i,0.00074858-0.0011087i,0.00047796-0.0008628i,-0.00034756-0.0010856i
0.001505-0.0010841i,0.0011596-0.0028437i,0.0019225-0.0028953i,0.0027294-0.0023913i,0.001801-0.00093262i,0.00057699-0.00018212i,0.00042588-0.00051028i,0.000317-0.00047398i,0.00092438-0.00072314i,0.0012451-0.0013703i,0.00048252-0.0012504i,-0.00030875-0.00082231i,4.1664e-05+7.6689e-05i,0.00045905+0.00063441i,0.00030629+9.8226e-05i,-7.1655e-05-0.00051291i,-0.00013169-0.0013012i,0.00019594-0.0010629i,-0.00071414+6.1337e-05i,-0.0011731+0.00014502i,0.0001331-6.9938e-05i,0.0003917-2.855e-05i,-0.00021339-8.7983e-05i
-1.5689e-05+0.001175i,0.00020023+0.0009067i,0.00084486+0.0013535i,0.0016325+0.0012604i,0.0024777+0.001223i,0.0025934+0.00079946i,0.0019833-0.00049376i,0.0006756-0.00078153i,0.00026456-0.00056931i,0.00060118+5.7396e-05i,-0.00010535+0.00030515i,-0.00058629-0.00027694i,-0.00023703-0.00044774i,-0.00063121-0.00040875i,-0.00077273-7.6855e-05i,-0.00094584+0.00044899i,-0.00088775+0.00026886i,-0.00079789+0.00029276i,-0.00032223+0.00078399i,0.00091273+0.00045175i,0.00137-9.9346e-05i,0.00088656+0.00017302i,0.00027446+0.00033166i
-0.0024521+0.0012484i,-0.0025853-0.0006247i,-0.0018719-0.00011763i,-0.00035308+0.0010829i,0.0017257+0.0017613i,0.0026504+0.0015579i,0.0018487+0.00019651i,0.00087282-7.3457e-06i,0.00055896+0.00029582i,0.00018487+0.00014923i,0.00057387-0.00018898i,0.00035496-0.0010033i,-3.8486e-07-0.0019493i,9.8478e-05-0.0017207i,0.00031482-0.00042863i,0.00026982+4.7673e-05i,-0.00047228+0.00025304i,-0.00019873+0.00096481i,0.00033078+0.00099043i,0.00070912-8.3439e-05i,0.0009518-1.8801e-05i,0.0009648+0.00060346i,0.00070277+0.00071254i
0.002115-0.00030752i,0.0033326+0.00060735i,0.0040289-0.00018515i,0.0030434-0.00083689i,0.0011859-0.0015682i,0.00051009-0.001399i,0.00058746-0.0010467i,0.00045902-0.00041437i,0.00060851-0.00011184i,0.0011079-0.0011622i,0.0006827-0.00043849i,0.00076452+0.00069257i,0.0014892+0.0011509i,0.00091155+0.00058208i,-8.9476e-05-0.00068943i,-0.00032005-0.00084459i,0.00043533-2.0359e-05i,0.0012519-7.8245e-06i,0.001417-4.6532e-06i,0.00078578+0.00082522i,-0.00031242+0.0002897i,-0.00050482-2.9567e-05i,8.7574e-05+0.00020152i
0.00080546+0.001658i,0.00056932+0.00066541i,0.00044047-0.00069155i,0.0013982-0.001669i,0.0027678-0.001421i,0.0019935-0.00069656i,0.0007042-0.00037205i,0.00085529-0.00020284i,0.0011062-4.7565e-05i,0.00089252-0.00054943i,0.00054491-0.0004576i,0.00078145-0.00032167i,0.0010424-0.00045747i,0.0005205-0.00043926i,0.00056111-0.00044447i,0.00083798+9.5638e-05i,0.00028405+0.00037201i,-0.00097505+0.00048028i,-0.0013748+8.8517e-05i,-0.00023488-0.00051995i,0.000302+0.00022074i,-3.6444e-05+0.00034002i,-0.00038183+9.5776e-05i
-0.001314-0.0013153i,-0.00078327-0.00048564i,-0.00060234+0.00026271i,-0.0012367+0.00084302i,-0.00052638+0.0011164i,0.0017215+0.00090103i,0.0023766+0.0005949i,0.001132+0.00030887i,9.2754e-05+0.00016842i,-0.00037297-0.00038108i,-0.00018398-0.00050825i,0.00042493-0.00018849i,0.00070306-1.1557e-06i,0.00092947+8.2726e-05i,0.00069195+0.00025392i,0.00010947-0.00016136i,-7.6967e-05-0.0013288i,-0.00027108-0.0016852i,-0.00034739-0.00090475i,-0.00037617-0.00015588i,-0.00050071+0.00041106i,-0.00050306+0.00072786i,-0.00028157+0.0003853i
-0.00090741+0.0008402i,-0.00088612+0.0017484i,-0.00037706+0.0023943i,0.00073097+0.0016009i,0.0014129+0.00077368i,0.0013601+0.00013215i,0.00066571-0.00048851i,5.0296e-05-0.00012533i,3.4942e-05+0.00034381i,0.00015585+0.00020867i,0.00061457+0.00011113i,0.0009038-0.0003771i,0.0008301-0.0008289i,0.00013144-0.00047091i,-0.00012599-0.00052379i,0.0002008-0.00030282i,-0.00091905+9.3423e-05i,-0.0015446+0.00012483i,-0.0014391-0.00034122i,-0.001077-0.00095846i,-0.00044193-0.0004361i,-0.00018313+0.00019636i,-9.3678e-05-0.00010497i
-0.00020294-0.0018335i,-3.4019e-05-0.0010252i,9.7597e-06-0.00021537i,-0.00077661-2.6433e-05i,-0.00085375+0.00052073i,0.00099482+0.0014699i,0.0018256+0.00069977i,0.0010226-0.00014712i,0.00059873+0.00014641i,0.00022386-0.00031794i,0.00024552-0.00035408i,5.6209e-05+0.00099885i,8.5398e-05+0.0011479i,0.0004517+0.00026356i,0.00070714-0.00016346i,0.00061416+0.00031251i,0.00013787+0.00057227i,0.00023268+0.00089803i,-6.4911e-05+0.00071745i,-0.00016243+0.00041644i,0.00010893+0.00051805i,9.3805e-05+0.00045459i,9.7796e-05+0.00077003i
-0.001113-0.0001342i,-0.00092659-7.9582e-05i,-0.00031832-0.000344i,0.00030915-0.00061687i,1.4131e-05-0.00022809i,-0.00034643-7.9475e-05i,0.00017608-0.00058502i,0.00045006-0.00048774i,0.00024127+0.00041287i,0.00073052+0.00078668i,0.001011+4.1127e-05i,0.00083012-0.00061507i,0.00083314-0.0011325i,5.8499e-05-0.0018049i,-0.00077297-0.0011071i,-0.0011559+9.7452e-05i,-0.00073333+0.00012506i,-0.00013163-9.3738e-06i,-0.00013914+0.0002703i,-0.00029118+0.0004164i,-2.2402e-05-0.00019554i,0.00065659-0.0007859i,0.00054314-0.00060271i
0.0013913+0.00059839i,0.0010909+2.9567e-05i,0.001079-0.0010432i,0.00087202-0.0011696i,0.00047511-0.0015796i,0.00067629-0.0013298i,0.0006369-0.00092396i,0.00051296-0.00077562i,0.00049638-0.00052635i,0.00064029-9.1935e-05i,0.00089278-0.00011271i,0.00090675-0.00025703i,0.00094704+0.0001298i,0.00070176+7.2831e-05i,0.00056203-0.00017316i,0.00049024-0.0005115i,0.00048113-0.0004799i,-0.00045159+0.00015452i,-0.00085029+0.00065013i,-8.067e-05+0.00023778i,0.00039337+0.0001579i,-9.5251e-05+0.00016167i,-0.00058291+0.00027725i
0.00099555+0.00012315i,0.001736-0.0003548i,0.0019476-0.00019095i,0.001962+0.00011175i,0.0019276+0.00024523i,0.0017424+0.00037163i,0.00061036+0.00023061i,2.9643e-05-0.00049429i,0.000174-0.0005815i,0.00023323-0.00060831i,0.0002705-0.00034334i,4.9571e-06+8.3696e-05i,0.00011694-0.00028308i,0.00019907-0.00040733i,0.0006041+0.00011971i,0.0006454+0.00014682i,0.00069698+4.2265e-05i,0.0014494-0.00013464i,0.00055654-0.00016037i,-0.00013453-0.00036367i,0.00090413-0.0008918i,0.00092877-0.0009308i,-4.8673e-05-0.00023317i
-0.00045077-0.0013701i,-0.00015382-0.001097i,-0.00082675-0.0017314i,-0.00081512-0.0015753i,8.0639e-05-2.1218e-05i,0.0010333+1.7284e-05i,0.0014031-0.0010385i,0.0011502-0.00096788i,0.00049875-0.0004866i,0.00032575-0.00017028i,0.00015518-0.00017188i,9.0682e-05+0.00010085i,0.00080463+0.000141i,0.00055252-0.00070904i,6.3155e-05-0.0016995i,-0.0002985-0.0012863i,-0.0013425-0.00033381i,-0.0011886+2.9966e-06i,-0.00078308-0.00034057i,-0.00047101+0.00024994i,-4.3146e-07+0.00027323i,0.00066316-0.0003426i,0.00033085-9.0888e-05i
-0.0001155+0.00029605i,0.00017903-3.8965e-05i,-0.00016302-0.00010221i,-0.00026374+8.6126e-05i,0.00059206+1.5693e-05i,0.0012038-0.00025117i,0.00091778-0.00080122i,0.001126-0.00067217i,0.0013355+0.00026875i,0.00074408+0.00043765i,-0.00019333+0.00019561i,0.00027544+0.000528i,0.0009324+0.00064537i,0.0010019+0.0002726i,0.00017692+7.5942e-05i,-0.00070532-0.00039776i,0.00019816-0.00025889i,0.00043616+0.00035056i,-0.0004358+0.00071212i,-0.00040852+0.00043284i,0.00013727-0.00041995i,-0.00022409-0.00045743i,-0.00027342+0.00048963i
0.00075944+0.001672i,0.001456+0.0014901i,0.0027498+0.00061071i,0.0022332+0.00067399i,0.0010054+0.00040933i,0.00036355-0.00038389i,0.00019963-0.0012509i,0.00081751-0.0013721i,0.0014515+8.492e-05i,0.0013738+0.00028304i,0.00087632-0.0009344i,0.0003222-0.00043944i,3.3958e-05+0.00054306i,-0.00014531+0.00050381i,-0.00020347+0.00037719i,-0.00072476+0.00059788i,-0.0011472+0.00055666i,-0.0011896+0.00070187i,-0.0011358+0.00041592i,-0.00076497-0.0001248i,-0.00044021+0.00011162i,-0.00018878+0.00061545i,-0.00027461+0.00044369i
-0.0002555-0.0018756i,-0.001787-0.0017226i,-0.0021731-0.0018714i,-0.0014693-0.0016493i,-0.00090127-0.0012092i,0.00029981-0.00098548i,0.00054275-0.00066928i,-0.00010358+0.00024614i,-0.00018988+0.00016572i,0.00011883-0.00066627i,-0.00027926-4.9581e-05i,-2.691e-05+6.2496e-05i,0.00051207-0.00014853i,0.00044327-0.00088436i,0.00028198-0.001498i,0.00010635-0.00060094i,0.0003542+2.3991e-05i,0.0003667-0.00017742i,-0.00054325-0.0002126i,-0.00070833-0.00052237i,-0.00059224-0.00081451i,-0.00010139-0.00070238i,0.00054454-0.00048911i
-5.7143e-05-0.00070731i,0.001477-0.001749i,0.0019049-0.0017431i,0.001249-0.0010551i,-4.0497e-05+0.00053624i,0.00041148+0.0011269i,0.0011048+0.00028333i,0.00050371-2.3544e-05i,0.00052668-0.00014261i,0.0010931-0.00054249i,0.0012735-0.00046441i,0.0010514-3.0069e-05i,0.00090149+0.00018077i,0.0005833-3.2141e-07i,0.00021346-0.00040316i,-7.6099e-05-0.00056499i,-0.00031407-0.00030709i,0.0001232-0.00066718i,0.0007161-0.00068852i,0.00033338-0.00013916i,0.00060994+0.00016867i,0.00095133+0.00050879i,0.00058263+0.00053785i
-0.00095444+0.0012411i,-0.00037688+0.0021339i,-0.00016343+0.0024011i,0.00052084+0.002172i,0.0012517+0.00094661i,0.0018331-0.0014008i,0.001873-0.0021967i,0.0015396-0.0013514i,0.00069184-0.00036907i,0.00070035+0.00069585i,0.00088808+0.00067644i,0.00059606+0.00060864i,0.00019245+0.00079974i,-0.00014838+0.00038441i,0.00020373+0.000133i,2.8563e-05+0.00054374i,-0.00033836+0.0007338i,-0.0005494+0.00020581i,-0.00039491-0.00012343i,-0.00024747-0.00021225i,0.00015394-6.9098e-05i,0.00014134-0.00022401i,-0.00084742-0.00060474i
0.00020783-0.0021319i,-0.00031046-0.0031806i,-0.00040324-0.0032713i,-4.4577e-05-0.0013989i,0.00043899+0.00073301i,0.00085507+0.0017417i,0.00056338+0.00065313i,0.00063204-0.00093166i,0.00067568-0.00079449i,0.0002952-0.00035379i,-2.8673e-05+0.00013463i,2.7164e-05+0.0005402i,0.00062503-6.2579e-05i,0.00082915-0.0008418i,0.00098656-0.00048278i,0.00020541+0.00044762i,-0.00046447+0.00018796i,-0.00021136-0.00037983i,-0.00020348+9.0608e-05i,0.00012634+0.00051768i,0.00061188+0.00033516i,0.00037599-0.00011079i,-0.00021806+0.00029729i
-0.0013201-0.0010493i,-0.00043559-0.00048416i,-0.00094879-0.0015843i,-0.0010231-0.0027533i,-0.00028559-0.0014107i,-0.00027903-7.5792e-05i,0.00046088+0.00015865i,0.0012191+0.00023453i,0.0010371-5.9828e-05i,0.00032331-0.00062121i,-0.00026677-0.00055467i,-0.00019233-8.4228e-05i,0.00020538-7.3039e-05i,0.00063886+0.00067313i,0.00055473+0.00035529i,0.00075644-0.00010133i,0.00025216+0.00037799i,-0.0011983+0.00018855i,-0.0013701+0.00023102i,-0.00026581+0.00064726i,0.00021203+0.00015722i,0.00021644-0.00071874i,0.00018421-0.0011433i
-0.00081074+0.0012855i,-0.00046851+0.00032147i,0.00043438-0.00062316i,0.0003174-0.00069201i,0.00083218-0.00012165i,0.001009+0.00031446i,0.0003781-2.9329e-05i,0.00066531-0.00026288i,0.0011073-0.00031002i,0.00091633+0.00012765i,0.00042977-0.000285i,-9.79e-05-0.00088778i,-0.00019092-0.00055293i,-0.00032727-0.00075108i,-9.0645e-05-0.0010036i,0.00057917-0.00084814i,0.00047652-0.00050774i,-0.00037748-4.4545e-05i,0.00016658+0.00068819i,0.00034638+0.00069817i,0.00036622+0.00013513i,0.00014572-0.00014823i,-0.00020824-0.00035422i
0.0011671-0.0014222i,0.00084225-0.0012711i,0.0022012-0.0021684i,0.0016951-0.001779i,0.0003021+0.00015023i,0.00023945+0.00088514i,0.00038069-2.9321e-06i,0.00043526-0.00025067i,0.00037619-0.00013793i,0.00065112-0.0005958i,7.595e-05-0.0012837i,-0.0008338-0.00088611i,-0.00046046+5.9411e-05i,0.00039156+0.00060853i,0.00059611+0.00072357i,-6.7353e-05+0.0014605i,-0.00085979+0.0015513i,-0.00088376+0.00069857i,-0.00077764+0.00054135i,-0.00029814+0.00024207i,-2.6464e-06+0.00010275i,-7.7179e-05-3.5186e-05i,6.8442e-05-0.00033329i
-0.0010192-0.0015273i,-0.00021042-0.0013657i,0.0011066-0.00030539i,0.0017301+0.00079988i,0.00097415+0.00064828i,0.00040746+0.00051593i,0.00074827-9.7671e-06i,0.00070054-0.00061259i,0.0012782-0.0003243i,0.0017515-1.8472e-05i,0.0011356+0.00029907i,0.00082007+5.8773e-05i,0.00043647+0.00020667i,-0.00032906-0.00011818i,-0.00075618-0.0011646i,-0.0006436-0.0013962i,-0.00049342-0.00055265i,-0.00039391-0.00041726i,0.00012645-0.00064299i,0.00039744-0.00011086i,0.00056444-0.00077875i,0.00054459-0.001105i,-0.0001309-0.00024693i
-0.0014942+0.00015366i,-0.0015273+0.00011406i,-0.0024633-0.00021578i,-0.0025146-0.00089305i,-0.0011116-0.00060004i,0.0011296-6.2307e-05i,0.0013337+0.00054953i,0.0002702+0.0007573i,0.00022842+0.0006542i,0.0005615+0.00089645i,0.00067158+0.0013524i,0.0012861+0.00035572i,0.0019002-0.0005731i,0.0019604-0.0007362i,0.0014137-0.00058109i,0.00070699-0.00066763i,0.0001023-0.0011568i,-0.00026863-0.0008746i,-0.00018417-0.00032457i,-0.00046223+0.00028674i,-0.00097296+0.00062266i,-0.00031255+0.00079718i,0.00014812+0.00066035i
0.00011555-0.00086399i,0.0002944-0.00072367i,0.00036234-0.00067639i,0.000693-0.00057299i,-0.00010911+0.00024319i,-0.00041887+0.00048711i,0.00010854+0.0002772i,0.00050838+0.00015365i,0.00081314-0.00080101i,0.00071546-0.00080231i,0.00012867-0.00021698i,8.8196e-05-0.00044442i,0.00044783-6.2199e-05i,0.00038029+0.00068361i,-0.00025652-0.00027859i,-0.00013557-0.0014203i,0.00038239-0.0009012i,0.00020793-0.00026951i,-6.7324e-05+0.0001164i,0.00018302+8.5527e-05i,-0.00013562+0.00028212i,-0.00086571+0.00040472i,3.6847e-07+0.00039547i
