-0.0016792+0.0007926i,-0.0012047-0.00086569i,-0.0010798-0.00041442i,-0.00056443+0.0010469i,3.8229e-05+0.0016572i,3.0453e-05+0.00099918i,-2.2498e-05+0.00091133i,0.00013145+0.0012333i,0.00045658+0.00064335i,0.00069057-0.00027955i,0.0011584-0.00035216i,0.00078447+4.1782e-05i,6.8202e-05+6.4279e-05i,-0.00036971-0.00021672i,-0.00017882+0.00020825i,0.0002004+0.00042924i,1.7406e-05-0.00061173i,-0.00051444-0.00061861i,-0.00030869+0.00027817i,-0.00010166+0.00056728i,-0.00027709+0.0001958i,-0.00084941-0.00093973i,-0.0011278-0.00099937i
-0.00047563-0.00076055i,-0.00023481-0.0005114i,0.00051197+0.00051815i,0.00084974+0.00086918i,0.00096368+0.0002902i,0.00083635-9.0644e-05i,8.507e-05-2.895e-05i,-0.00041296-0.0003432i,-0.00082229-0.00057101i,-0.00085033-0.00012324i,-6.714e-05-0.00022494i,0.00054958-6.4192e-05i,0.00082419+0.00052365i,0.00058271+0.00057757i,0.00027387-0.00023076i,0.0005704+3.0238e-05i,0.00037607+0.0010441i,-0.00037812+1.6129e-05i,-0.00041596-0.0005721i,-0.00044651+6.5103e-05i,-0.00058802+0.00019074i,-0.00023612-2.8006e-05i,1.1453e-05+0.00054081i
-0.0012833-8.6747e-05i,-0.00040184+0.00087827i,-0.00019166+0.0016691i,0.00031272+0.0013236i,0.0015301+0.00091547i,0.0020623+9.4365e-05i,0.00084553-0.00032442i,-0.00094294-0.00087522i,-0.00078137-8.1398e-05i,-0.00017963+0.00042611i,0.00020904-0.00036143i,0.00045783-0.00096282i,0.00052059-0.0009983i,0.00060684+0.00043232i,-3.2253e-05+0.001337i,-0.00051487+0.0013163i,-0.00048497+0.0010527i,-0.00046938-0.00019698i,-0.00033796-0.0009366i,0.0001221+0.00011714i,-0.00034711+0.0010135i,-0.00043413+0.00038673i,0.00041241+0.00014099i
0.0002839+0.00072876i,0.0011067+0.0012089i,0.0011058+0.0016346i,0.001472+0.0011551i,0.0012087+0.00054165i,0.0014204+0.00023094i,0.0014248-0.00012803i,0.00035084-0.00062459i,-0.00036365+0.0003774i,-0.0002574+0.0010906i,-0.00010257+0.00061376i,9.2646e-05-0.00020556i,0.00020915-0.00073293i,-0.00019011-0.00090616i,-0.00025629-0.00070303i,6.8539e-05-0.00044551i,-0.0001375-4.871e-05i,-0.00020004-0.00017602i,-2.6088e-05-0.00063146i,-0.00013297-0.00042663i,-0.00052849+0.00012641i,-0.00076329-0.00030199i,-0.00022097-0.00089218i
-0.0020816+0.0015857i,-0.00084988+0.0014072i,5.1509e-05+0.0020645i,0.0016509+0.0022121i,0.0021584+0.0012334i,0.0013696+0.00026559i,0.00093335-0.0010078i,0.00075561-0.0014821i,0.00040736-0.00073186i,0.00023688-0.000289i,0.00069922+2.3882e-05i,0.00022381-0.00030692i,0.0001326-0.00064202i,0.00095295-0.00041103i,0.0007901+0.0001044i,0.00025653+0.00063069i,0.00031927+0.0004863i,-0.00024796-6.0622e-05i,-0.00052529+0.00041664i,-0.00031558+0.00076656i,-0.00055406+0.00076404i,-0.00041064+0.00047909i,-4.7099e-05-0.00030201i
-0.00034294+0.00049082i,-0.00025609+0.0011428i,5.8673e-05+0.00047479i,0.00087781+0.00035908i,0.0013868+0.00048503i,0.0018695-0.00062157i,0.0014338-0.0010169i,0.00034244-0.00034663i,0.00010066+0.00012507i,0.00060843+0.00065989i,0.00096724+0.00071763i,3.6276e-05-8.9701e-05i,-0.00030725-0.00053432i,0.00044072-0.00010041i,0.00080697+8.1328e-05i,0.00037608-0.00057687i,-0.00098304-0.00079449i,-0.00131+0.00018939i,-0.0004877+0.0006545i,-0.00042948-9.2528e-05i,-0.00034603+0.00018395i,-9.1878e-06+0.0010112i,0.00029794+0.0010378i
-0.0012087+0.00054136i,-0.00070104+0.0017035i,0.00057349+0.0026912i,0.0014031+0.0030602i,0.0022372+0.0012087i,0.0019978-0.00039534i,0.001449-2.6581e-05i,0.0008519+0.0003941i,0.00039216+0.00053291i,0.00059352+0.00025193i,0.0002549+0.00021151i,0.00017295+0.00016089i,0.00012271-0.00060902i,0.00052232-0.00052921i,0.0014626-8.8083e-05i,0.0009464+4.6962e-06i,0.00017338+0.00016686i,4.5229e-05-0.00028058i,-0.0007283-0.00055841i,-0.00051711+0.00035146i,0.00020465+0.00096169i,2.9753e-05+0.00056447i,-4.8336e-05+0.00021469i
-0.0007967-0.00013962i,-0.00097265+0.00085933i,-0.00042197+0.001567i,0.00015293+0.0011787i,0.00043437+0.00096539i,0.00029138-9.4521e-05i,1.4212e-06-0.0015317i,0.0002786-0.00090581i,0.00036759-0.00020033i,0.00088771-1.2742e-05i,0.00089008+0.00059093i,0.00010516+0.00033294i,-9.6805e-05+5.2949e-05i,6.9315e-05+0.00069884i,-0.00032026+0.0010088i,-0.00039542+0.00047856i,-0.00027413+7.3334e-05i,-0.00064959-0.00010315i,-0.00044877+9.2273e-05i,0.0003638-0.0001024i,0.00064154-0.00055357i,0.00029881-0.00060204i,0.00030621-0.00063012i
-0.0019928+0.0021239i,-0.00062596+0.00069248i,0.0012815+0.001922i,0.0022321+0.0024902i,0.0028434+0.00075164i,0.0026262-0.00073444i,0.00051519-0.0010689i,-0.0011352-0.00063276i,-0.0010423-0.00030913i,-0.00030004+7.2001e-05i,-9.4844e-05-6.9086e-05i,-0.00018168-0.00020243i,-0.00010897-0.00017282i,0.00060107+8.3884e-05i,0.0011069+0.0003339i,0.00083573+0.00037792i,0.001122+0.00042146i,0.00049996+0.00014036i,-3.6393e-05-0.00069428i,0.00012965-0.00041312i,-5.983e-05+0.0006869i,-0.00028996+0.00019643i,0.00014785-0.00029238i
0.0014177-0.00048497i,0.0019468-0.00011098i,0.002072+3.7459e-05i,0.0020851+0.00076593i,0.0018754+0.0011633i,0.0011574-1.4204e-07i,0.00047448-0.0008812i,-0.00010237-0.00097889i,-0.00027428-0.00079049i,0.00015339-0.00074057i,0.00055918-0.0010625i,0.00091997-0.00071832i,0.00044228-8.6269e-05i,-0.00036897+7.9932e-05i,-0.00084018+0.00020691i,-0.000592+0.00068291i,0.00013513+0.001161i,0.00075614+0.00075419i,0.0007811+0.00010358i,0.00030787-0.00033544i,-0.0004919-0.0003294i,-0.00060187-0.00015535i,8.7833e-05-0.00014071i
-0.001932+0.0022236i,-0.00097077+0.0022669i,0.00057343+0.0028892i,0.0014465+0.0025523i,0.0024902+0.0006405i,0.002666-0.0010726i,0.0016001-0.0012484i,0.00065175-0.00033507i,-0.0001136+0.00017041i,-0.0001456+0.00065847i,0.00025872+0.00091469i,0.00040266-0.00044386i,0.00072531-0.001085i,0.00033678-0.0010644i,0.00042896-0.00055678i,0.00017486+0.0005928i,-0.0002354+0.00068651i,5.8472e-05+0.00064545i,0.00064202+0.00035346i,0.00092668+0.00050208i,2.7027e-05-0.00020982i,-0.00075556-0.00071984i,-0.0004413-0.00041065i
0.00052495-0.001039i,0.0001304-0.00016133i,-0.00025007+0.00034059i,-0.00029806+0.0014286i,0.00047931+0.0019148i,0.0010112+0.00061137i,0.00053581-0.00083875i,0.00020501-0.00095429i,4.6684e-06-2.4319e-05i,-0.00061124+0.00061143i,-0.0012564+3.6958e-05i,-0.00057265-0.00050345i,0.00039655+0.0004417i,-6.9654e-05+0.00098646i,-0.00060908+9.7502e-05i,-0.00038101-0.00054091i,-4.5642e-05-0.00098817i,6.3566e-05-0.0011955i,0.00084333-0.0012625i,0.00065076-0.0012424i,-0.00051057-0.00040906i,-0.0010401-4.7148e-05i,-0.00074133+0.00012483i
-0.00033782+0.00087082i,0.00036339+0.0011931i,0.00094951+0.0010688i,0.00064213+0.0014615i,-3.8983e-05+0.00060457i,0.00094875-0.0010018i,0.0011848-0.0014053i,0.00018863-0.00071943i,-0.00099892-0.00034008i,-0.0017456+0.00011152i,-0.0010462+0.00016896i,0.00031314+4.8267e-05i,0.00040539-6.0086e-05i,1.1937e-05+0.00052345i,-0.0003166+0.0011357i,-0.00020896+0.00044262i,0.00032659+0.0003194i,-0.00036889+0.00018803i,-0.00038993-0.00022263i,-7.737e-05+5.9485e-05i,-0.00078354+0.00044932i,-0.0011267+0.00013194i,-0.00042867-0.00031947i
-0.0016196+0.00012679i,-0.00071522+0.000839i,-7.8333e-05+0.0016824i,0.0005862+0.0018853i,0.0014077+0.0015116i,0.0018558+0.0012251i,0.00080157+0.00078133i,0.00019262+0.00020067i,0.00033468+0.00022235i,9.4979e-05+0.00025691i,0.0005114-0.00018825i,0.0009203-0.00015213i,0.00081232-0.00033055i,0.0013279-0.00037796i,0.0014058+0.00061496i,0.00071475+0.0012342i,7.5883e-05+0.00064588i,-0.00035312+0.00061179i,-0.00034229+0.00065977i,1.1526e-05+0.00011953i,0.00030862-0.00020587i,0.00062648-0.0003082i,0.00031145-0.00055328i
0.00062204+0.00081229i,0.0010667+0.0014423i,0.0011194+0.0013246i,0.0011438+0.00074478i,0.00098651-0.00047319i,0.00042504-0.0013675i,9.9478e-05-0.0015926i,-0.00014731-0.00094169i,-0.00063292-0.00075304i,-0.0003646-0.0011993i,-9.4177e-05-0.00041633i,-0.00023064+0.00049226i,-0.00017232+0.00038116i,7.4561e-05+0.00019721i,-0.00039539+0.00032908i,-0.0010632+0.00020527i,-0.0014856-3.5647e-05i,-0.0012752+0.00017941i,-0.00096411+0.00054876i,-0.0006971+0.00043764i,-0.00010647+0.00062973i,-0.00039122-0.00017905i,-0.00023622-0.00062163i
-0.0010855-0.0016718i,-0.0010023-0.00011731i,-0.0010107+0.00019269i,0.00056475+0.00069827i,0.0011691+0.00058364i,0.00067279-0.0006576i,0.00020016-0.0014462i,-0.00072224-0.00065067i,-0.00068663+0.00039218i,-7.7672e-05+0.00052931i,2.8377e-05+0.00079125i,0.00036605+0.0010081i,0.00066793+0.000932i,0.00020388+0.0007613i,0.00026311+0.00076545i,0.00052248+0.0011728i,0.00057274+0.0010771i,0.00021564-8.1144e-05i,0.00087653-0.00084044i,0.0019905-4.5817e-05i,0.0016653+0.00035398i,0.0012873+4.6667e-05i,0.0008821-0.00011949i
0.0007531-0.0004204i,0.00066069+0.00028139i,0.0014705+0.0002485i,0.0011442-0.00013417i,0.00027201-0.00048355i,0.00034252-0.00061723i,0.00071355-1.0052e-05i,-0.00016534-0.00023827i,-0.00030614-0.00025078i,-0.00050308-8.4991e-05i,-0.00055708-0.00063972i,-4.1343e-05+8.874e-05i,-0.00043154+0.00071878i,-0.00073402+0.00040428i,-0.00028539+0.00038745i,-0.00010589+0.00061855i,0.00017312+0.00048738i,0.00048171+7.8591e-05i,0.0004691-3.9575e-05i,0.00019871+8.1563e-05i,-0.00050443-0.00023993i,-0.0004901-0.00064794i,1.8151e-05-0.00054335i
-0.0015779-0.00028251i,-0.0014103+6.5224e-05i,-0.00092853+0.0014528i,0.00013261+0.00185i,0.0013549+0.0015271i,0.0015164+0.00117i,0.0010012+0.00010976i,0.0005033+7.5925e-05i,0.00024704+0.00047946i,0.0004079+0.00011021i,0.00036406-0.00010082i,-0.00016624+7.4755e-05i,-0.00070104-0.00041095i,0.00019507-0.00012805i,0.00068375+0.001005i,4.4855e-05+0.0010081i,-4.4198e-05+0.00036065i,0.00020892-0.0003935i,0.00042102-0.00058043i,0.00072059-0.00037595i,0.00049525-0.00037676i,0.00025117+0.00016229i,0.00072423+0.00092427i
-0.00020511-0.00092617i,-0.00043744-0.00012152i,3.2263e-05+0.00078707i,0.00058199+0.00082211i,0.0006997-7.4688e-05i,-0.00025819-0.0007597i,-0.0001923-0.0006417i,0.00039436-0.0009862i,8.605e-05-0.00039681i,0.00042412+0.00039177i,0.00062232+0.00050611i,-5.1402e-05+0.00082514i,-0.00016318+0.00023552i,-0.00029662-0.00069888i,-0.00046703-0.00084072i,8.8565e-05-0.00089761i,0.00054539-0.00058962i,0.0007398-0.00056264i,0.00080144-0.00073523i,0.00037345-0.00025466i,-0.000434+0.00031905i,-0.00080689+0.000271i,-0.0011721-0.00052577i
-0.00012626+0.00061679i,-0.00044865+0.00071048i,-0.0008133+0.00098655i,0.00010271+0.0017141i,0.001477+0.0017272i,0.0012654+0.00044882i,0.0010142-0.00082308i,0.00084161-0.00094329i,0.00055579-0.00045457i,0.00016532-0.00030558i,0.00062514-0.00010386i,0.00056748-7.8262e-05i,-0.00014662-0.00025058i,-0.00039168+0.00011301i,-0.00012641+0.0005683i,0.00016918+0.0005233i,0.00085521+0.00022163i,0.00093926-0.00010306i,0.00048992+0.00011064i,0.0008179-0.00021422i,0.00062712+0.00010272i,0.00041846+0.00076733i,1.5537e-05+0.0004588i
0.00076298-0.0019292i,0.00027877-0.00039502i,-0.00044985-0.00015066i,-6.979e-05-0.00038503i,0.00050224+0.00053711i,0.00089829+0.00058849i,0.0010303-0.00094279i,0.00042999-0.0016233i,4.6133e-05-0.00088103i,0.0001135+0.00045637i,6.919e-05+0.00085104i,0.00066234+0.00060088i,0.0011515+0.00020479i,0.00049858+0.00021031i,-0.00019738+7.5249e-05i,-0.00059165+0.00028998i,-0.00042494+0.00053919i,-0.00012744-0.00037062i,-4.0591e-05-0.00031725i,7.9551e-05-0.00043724i,0.00017986-0.00061751i,-0.00033814-7.5001e-06i,-0.00065766+0.00016822i
0.0030104-0.00060621i,0.0020935-0.00049576i,0.00078595+0.00020611i,0.0004769+0.00046523i,0.0013626+0.00018174i,0.0011582+0.00018624i,0.00029932-0.00053735i,0.00046652-0.00085132i,0.00097221-0.00025386i,0.00098112+0.00060965i,0.0004754+0.00068442i,-0.00037694-0.00019014i,-0.00022165-0.00094716i,0.00068972-0.0011653i,0.00054913-0.00090864i,0.00021776-0.0012518i,0.00021018-0.00096006i,-0.00037184+1.6622e-05i,-0.00032321+0.00031467i,0.00068524+8.4648e-06i,0.0011021-0.00061568i,0.0010526-0.0010098i,0.0011169-0.00039895i
-0.00098291+0.00069806i,-0.0010502+0.0004561i,-0.0012727+0.00041693i,0.00019399+0.00036588i,0.0012306+0.00053694i,0.0011672+0.00031037i,0.00098677+2.8876e-05i,0.0007285+0.00026968i,0.0002773+4.6049e-05i,0.0001167-4.2855e-05i,0.00070657-0.00027171i,0.0012377-0.00090183i,0.00066658-0.00027709i,0.00066744+0.00033845i,0.0013621+0.00059213i,0.001006+0.0002641i,6.6379e-05-3.8714e-05i,-0.00016069+4.3608e-05i,0.0001891-0.00023737i,0.00017089-4.2955e-05i,-0.00051556+0.00098613i,-0.00030276+0.00024992i,0.00096979-0.00060351i
0.0014736+0.0017019i,0.00011059+0.00096989i,0.00038251-0.00022541i,0.00038487-0.00033337i,0.00040269-0.00026851i,0.0015459-0.00049292i,0.0015812-0.00097386i,0.00049574-0.00095862i,-0.00019257-0.00098361i,-0.0005582-0.0011604i,-0.00054313-0.00077419i,-0.00082377+0.00023843i,-0.00050912+0.001072i,-0.00027409+0.0017057i,-0.00022815+0.0012956i,0.00046388+0.00074514i,7.1347e-05-0.00011888i,8.668e-05-0.00071871i,-0.00019856-7.0411e-05i,-0.00096173+4.9501e-05i,-0.00108-0.00093449i,-0.00080906-0.0017009i,-0.00019181-0.0013617i
0.00098868+0.00019119i,0.00087735+0.00010683i,0.00099887-9.9699e-05i,0.00058567+0.00051792i,-0.00046575+1.8367e-05i,-0.00070524-0.0011402i,-0.00024815-0.0013942i,-0.00087572-0.00083574i,-0.0013181-0.00048503i,-0.0011148-0.00025941i,-0.00049912-0.00023972i,-0.00034482-4.2109e-05i,-0.0005002+0.00027568i,-0.00016979+7.9137e-05i,0.00035524-8.4076e-05i,0.00058043+0.00020936i,0.0005605+0.00040639i,1.9064e-05-0.00019708i,-0.00058795-0.00022028i,-2.6179e-05+0.00029054i,0.00067134+6.1977e-05i,6.7854e-05-0.00064805i,-0.00071282-0.00083797i
0.0019604-0.00064458i,0.0012031+0.00078897i,0.00078551+0.0012717i,0.0008615+0.00096109i,-0.000236-4.3122e-05i,0.00013723-0.00099813i,0.0011207-0.00067288i,0.00081979-0.00043086i,0.00050011-0.00036615i,0.0002251+1.8182e-05i,-0.00017689+0.00017229i,-0.0002072+0.0010873i,0.00021319+0.00096239i,0.000574-0.00010382i,0.00049115-0.00090436i,0.00016911-0.00089328i,0.00038991-0.00013191i,0.0010114+0.00050504i,0.00063121+0.0003192i,0.00011045-0.00035163i,0.00032041-0.00055095i,0.00023419-0.00037834i,-0.00027828-0.00032727i
0.00047871+0.00071984i,0.00015382+0.0010963i,0.00012292+0.00065729i,-0.00037149+0.00025912i,-0.00050408-0.00018913i,0.00023009-0.00065351i,0.00012267-0.00047608i,-0.00017999-0.00074417i,2.6122e-05-0.00064602i,0.00033435-0.00020537i,0.00040062-0.00073841i,2.0685e-05-0.00077421i,6.624e-05-0.00040232i,-0.00022665-0.00039874i,-0.00054876-1.6646e-05i,-0.00049009-0.0003684i,-0.00021683-0.00053111i,0.00048488+0.0005151i,-0.00011883+0.00093774i,-0.00079531-0.00021483i,0.00011032-0.00071446i,0.00089305-4.4204e-05i,0.00066163-0.00041458i
-0.00072431-0.0015469i,-0.00034136-0.00034794i,8.5243e-06+0.00090422i,0.0012189+0.0022503i,0.0024843+0.0023094i,0.0024765+0.00058549i,0.0011511-0.00044398i,-0.00023017+7.9635e-05i,-0.00017137+0.00048179i,0.00013231+4.8639e-05i,0.00015409-0.00050456i,0.000225-0.0003233i,-0.0002299+0.00047782i,-0.00055012+0.00028322i,-0.00067027-0.00011315i,-0.00040362+0.00035889i,0.00050915+0.00052459i,0.0010155-0.00025607i,0.0004308-0.00022866i,-0.00011375-0.00010938i,-0.00024941-0.0002577i,-0.00011803-0.00027392i,0.00059733+0.00013221i
-0.00096425-0.00083152i,-0.0014969-0.00038347i,-0.0016324+0.00044438i,-0.0010653+0.0011662i,0.00055916+0.00062441i,0.0014257-0.00077791i,0.00087847-0.0010561i,-4.0938e-05-0.00049977i,-0.00031907-0.00038769i,7.2894e-05+0.00017306i,0.00055931+0.001114i,0.00064938+0.0010957i,-1.5318e-05+0.00034512i,-0.0002552-0.00049901i,-2.2933e-05-0.00031004i,-9.6843e-06+0.00019046i,0.00038972-0.00011854i,0.00096318-0.000335i,0.0008664+3.1607e-05i,0.00082609-0.00021862i,0.00041832-0.00036673i,-0.00028063+0.00025377i,-0.00054716+2.042e-05i
-0.0011882-0.00061649i,-0.00032116+0.00095659i,-0.0005095+0.0020653i,0.00022154+0.00186i,0.00091141+0.000955i,0.0010662+1.9941e-05i,0.00093053-0.00040216i,0.00021222-0.00054661i,-8.4628e-05-0.00058155i,0.00061476+0.00038503i,0.00082764+0.00075382i,0.00033486+0.00029315i,-0.00014957+0.00057718i,5.5119e-05+0.0006099i,0.00051219+0.00032173i,-4.5401e-05+0.00010629i,-0.00062349+0.00034041i,-0.00050579+0.00054983i,0.00045836+0.00079702i,0.0003392+0.00042822i,-0.00052549+0.00013862i,-4.0142e-05-8.1215e-06i,-0.00021001-0.00033987i
0.0015056-0.00057219i,0.0012692-0.00053183i,0.0011167+0.0011005i,0.0007226+0.0019347i,0.00067666+0.0011227i,-7.7232e-05+0.00039226i,-0.0011917-3.5794e-05i,-0.00097347-0.00037561i,-0.0010485-0.00038264i,-0.0010113-0.00044955i,-0.00021677-0.00044625i,-0.00010105-0.00055228i,-0.00065259-0.00080473i,-0.0003339-0.00068098i,-0.0002325-0.00061897i,-0.00022378-0.00030007i,0.00022465+0.00015594i,5.5031e-05-4.2209e-05i,-0.00014334-0.00045822i,-0.0003027-0.00062115i,3.6017e-05-0.00081261i,4.3178e-05-0.00039414i,-0.00057098+0.00024555i
0.00057839-0.00014534i,0.00067732+0.00080284i,0.00079491+0.00073451i,0.0017707+0.00027126i,0.0019896+0.00015208i,0.0013953-0.00050877i,0.00045057-0.00071602i,0.00022503-0.00026129i,1.8986e-05-0.00062943i,0.00010109-0.00058794i,-0.00023211-1.132e-05i,-0.00092561+0.00018881i,-0.00072939+0.00019664i,-0.0001736+0.0001342i,-0.00010777+9.0136e-05i,-0.00017272+0.00025911i,0.00012659+0.00023078i,0.00033467-7.3231e-05i,0.0006896+0.00035381i,0.00029173+0.00028353i,-0.00063102-0.00010819i,-0.00030492-0.00024064i,0.00056528+0.00015518i
0.0011142-0.0013069i,3.3264e-05-0.00066118i,-0.00046433+0.00064592i,-0.00035636+0.0017842i,-0.00028172+0.0012983i,0.00021382-0.00012231i,0.00016954-0.0013221i,-0.00062564-0.0015466i,-0.00065872-0.00082089i,-0.00077753+0.00021918i,-0.0013505+0.0003807i,-0.00068536+0.00073123i,0.00026863+0.00089626i,9.5539e-05+0.00072971i,-0.00025277+0.00087985i,-0.00024218+0.00083171i,-0.00064566+0.00085831i,-6.5969e-05+0.0006277i,0.00099488+0.0010065i,0.00048017+0.0010291i,-0.00015848+0.00019397i,0.00021076+0.00057737i,0.00096844+0.00076907i
0.00031748+0.0012174i,0.00036769+0.0013435i,0.00075491+0.00080722i,0.0015192+0.00036075i,0.0022499+0.00018427i,0.0011062-0.00065043i,0.00059588-0.00075116i,0.00088596-0.00021928i,0.0004654+0.0004334i,2.1444e-05+0.0002787i,-0.00048872-0.0003988i,-0.0010781-0.00038326i,-0.0010075-0.00031866i,-0.00012597-0.00017013i,0.00013845+0.00038617i,-0.00062246+0.0011645i,-0.00036003+0.0010543i,0.00017059+3.3694e-05i,-8.3703e-06-0.00031865i,8.687e-05+2.8159e-05i,3.9104e-05-0.00022017i,-0.00012695-5.0441e-05i,-0.00044906+0.00021024i
-0.00069145-0.00041932i,-0.00083955+0.00044759i,-0.00094473+0.001757i,-4.9809e-06+0.0026348i,0.00022977+0.0013442i,0.00081224-0.00051021i,0.0012038-0.00082983i,0.00033237-0.0010613i,0.00024529-0.00086235i,0.00051165+0.0005842i,0.00071417+0.00098768i,0.00054831+0.00041209i,0.00053273+0.00033443i,0.00013218+0.00017807i,-4.1071e-05+7.788e-05i,0.00051308+0.00037339i,0.00031085+0.0003253i,-0.00068729-5.2345e-05i,-0.0007572-0.00053236i,0.00030448-0.00097158i,0.0010241-0.0008983i,0.00040428-0.0002728i,-0.00039644-0.00025568i
-0.0017172+0.00010636i,-0.001106+0.00021991i,-0.0011436+0.0017201i,-0.00062625+0.0020129i,0.00071797+0.0014608i,0.0013122-0.00054549i,0.00078361-0.0021187i,7.4661e-05-0.0012218i,-0.00066303+0.00045449i,3.2123e-06+0.00094979i,0.00084356+0.00047771i,0.00045056+0.00029517i,-9.8522e-05+0.00065713i,-0.00038377+0.000783i,-4.1342e-06+0.00060583i,0.00081168+3.9272e-06i,0.00017579-0.0010768i,-0.00084152-0.001014i,-0.00066358-4.6255e-05i,-0.00013319+0.00018636i,-5.8615e-05+0.00025436i,-0.00052517+0.00023785i,-0.00046566+0.00049037i
-0.00043306-0.0012238i,-0.00088321+3.5327e-05i,-0.00061463+0.00093337i,0.00023691+0.0016275i,0.00085343+0.0017515i,0.00098084+0.00069831i,0.00017613-0.00073859i,-0.00011948-0.00098443i,-0.00058453+0.00033576i,-0.0012458+0.0012415i,-0.00058337+0.00065779i,3.0585e-05+0.00017961i,-0.00062151+0.00013474i,-0.00044534+8.3013e-05i,-0.00026145+0.00033346i,-0.00057585+0.00083595i,-0.00073247+0.00087415i,-0.00011962+0.00015759i,0.00060134-0.0003179i,0.00047954-0.00029428i,0.00026199+9.3638e-05i,6.6951e-05+0.00046935i,-5.4746e-05+0.00063024i
0.00098915+0.00042748i,0.00016259+0.00061289i,-0.00027439+0.001037i,0.00021194+0.0019488i,0.0012177+0.0014654i,0.0014225-0.00010753i,0.0010879-0.0010758i,0.00028504-0.0013693i,-0.00033038-0.0010009i,0.00012087-0.00020458i,0.00057549+5.0703e-06i,4.0678e-05-0.00029068i,-0.00050725-0.00044102i,-0.00091501-0.00050102i,-0.00031675-0.00042638i,3.0667e-10+0.00087915i,0.00019818+0.00085153i,0.00078952-0.00023026i,3.3093e-05-0.00020211i,-0.0001896+3.8487e-06i,-7.5509e-05-0.00015741i,0.00037154-0.00011393i,0.00061937+0.000345i
-0.002237-0.0011573i,-0.0020818-0.00026065i,-0.0020444+0.00056918i,-0.0012384+0.0021241i,-0.00017995+0.0027048i,0.00053249+0.001377i,0.00058068+0.00011197i,0.00044907-6.5141e-05i,0.00028301-0.00037551i,-0.00079308-0.00068212i,-0.0011298-0.00039985i,-0.00063439-6.6016e-05i,-0.00044192+3.1013e-05i,-6.5264e-05-0.00069913i,0.00043304-0.0013627i,0.00036519-0.0011234i,5.1645e-05-0.00054667i,-4.9954e-05+9.9522e-05i,-0.00043656+0.00082524i,-0.00074602+5.7788e-05i,-0.00061265-0.00022695i,-0.00053417-2.3895e-05i,-7.3226e-06+0.00035201i
-3.6304e-05-0.00046969i,-3.4653e-05+1.9084e-05i,1.2118e-05+0.001156i,0.00034482+0.0012392i,0.00078142+0.00069708i,0.00092417+5.5873e-05i,0.000885-0.00031956i,0.00047624-0.0005963i,0.0004352-0.00064918i,-0.00052291-0.00066228i,-0.0015258-0.00041503i,-0.00036269-3.0596e-05i,0.00025211-8.1857e-05i,-7.6778e-05-0.00015479i,-0.00052572-0.00049237i,-0.00035942-0.00057685i,0.00041969-9.4257e-05i,0.00037049+0.00089164i,-7.6432e-05+0.00079623i,-0.00025624-9.7764e-05i,-0.00039858-0.00035274i,-0.00051825-0.00068818i,-0.00026442-0.00043181i
0.00021201-0.00060671i,0.00061874+0.00062207i,0.00083655+0.0019155i,0.00077805+0.0014314i,0.00059291-0.00023629i,0.0006173-0.0011514i,0.00047332-0.0011339i,2.6558e-05-0.00057i,0.00035063-0.00017787i,0.00052213-0.00016058i,0.00031523-0.00079289i,4.4874e-05-0.00088366i,-0.00015105-0.00047259i,0.00042485-0.00010079i,0.00056944+0.00053557i,-0.00011312+0.00075682i,-0.0003642+0.00015117i,0.00021429-9.8895e-05i,0.00086349+1.7084e-05i,0.00091012+6.1643e-05i,1.3169e-05-0.0004415i,-7.7256e-05-0.00080927i,2.385e-05-0.00071324i
-0.00024155-0.00068463i,-0.00040488+0.00030919i,0.0010471+0.00019564i,0.0023941+0.00086863i,0.0020799+0.0017596i,0.0012264+0.00029931i,6.9517e-05-0.0012998i,3.7728e-05-0.00087187i,-0.00030728+0.00021707i,-0.00052814+0.00075657i,-1.0014e-05+0.00020329i,-6.8884e-05-0.00053069i,-9.3667e-06-0.00091451i,0.00027378-0.000858i,1.419e-05+7.6852e-05i,-0.00042786+0.00030262i,-0.0004078-0.0001925i,-0.00015738-0.00059625i,-0.00015007-0.00085137i,-0.00027643-0.00051078i,-0.00017339+0.00010985i,-0.0003761-6.5482e-05i,-0.0004111-0.00033749i
0.00086259-0.0012729i,0.0011788-0.00047134i,0.00073006-0.00029461i,0.00029834-0.00022516i,0.0003988+0.00011536i,0.00098453+1.2183e-07i,0.0016251-0.00020231i,0.0017193-0.00015331i,0.00070319-0.001065i,0.00041162-0.0012525i,0.00058804-5.1611e-05i,0.00016809+0.00081531i,-0.00032084+0.00083667i,-0.00063778+0.00065552i,-0.00018025+0.00035706i,0.00031003+4.2559e-05i,-0.00013536-0.00030863i,-0.00070539-0.00037148i,-0.00093033-0.00023015i,-0.00079708-0.00022459i,-0.00012637-0.0003908i,0.00035152-0.00027472i,0.00024603+0.00021324i
