0.00054033-0.00020398i,0.00022933-0.00011183i,0.00049328-0.00021469i,0.00042912-0.00088061i,0.00077193-0.0011064i,0.00062487-2.9222e-05i,-0.00049025+0.00065496i,-0.00047762+0.0013895i,0.00057682+0.0015928i,0.001499+0.0012153i,0.0019667+0.00035845i,0.0010505-6.053e-05i,-0.00038912-7.0544e-05i,-0.00096293+0.00010918i,-0.00061654+0.00033952i,-0.00040964+0.00030627i,-0.00045764-0.00012993i,-4.0211e-05-0.00075454i,0.00027109-9.3707e-05i,-0.00017652+0.00029379i,-0.0006629-0.00036749i,-0.00041576-0.00073557i,-3.6847e-05-8.0529e-05i
-0.007813-0.0077747i,-0.030343-0.037437i,-0.076438-0.11879i,-0.13076-0.229i,-0.14784-0.2755i,-0.1073-0.21073i,-0.04747-0.10927i,-0.014895-0.050612i,-0.0069754-0.024495i,-0.0028305-0.01286i,-0.0010936-0.011476i,-0.0032742-0.0090991i,-0.0060137-0.0045208i,-0.0063638-0.001668i,-0.0013816-0.00036438i,0.0048842-0.00011495i,0.0071511-0.0010371i,0.0061429-0.0021247i,0.0049372-0.0030367i,0.0045961-0.0049693i,0.0034259-0.0074696i,0.0020932-0.0074545i,0.0004613-0.005952i
0.007995+0.0041082i,0.022393+0.034949i,0.043161+0.12047i,0.057632+0.23829i,0.049486+0.28635i,0.020387+0.21151i,-0.00981+0.10151i,-0.019685+0.047239i,-0.0095604+0.029229i,-0.0020498+0.016513i,-0.0034734+0.012478i,-0.0014002+0.013722i,0.0048092+0.013275i,0.0072176+0.011255i,0.0056985+0.0079848i,0.0035713+0.004087i,0.0015767+0.0017893i,-9.8109e-05+0.00066943i,-0.0027423-0.0010913i,-0.0065662-0.00081213i,-0.0085961+0.0025292i,-0.0076157+0.0059472i,-0.0053287+0.0068792i
-0.0031125-0.0075126i,-0.0085514-0.041785i,-0.003913-0.12755i,0.018553-0.24293i,0.048241-0.2911i,0.058927-0.21904i,0.04816-0.10765i,0.031106-0.043811i,0.013184-0.02299i,0.0047082-0.014196i,0.0080877-0.0098841i,0.010552-0.0087174i,0.007747-0.0078087i,0.005299-0.0082824i,0.0059709-0.009117i,0.0064165-0.008776i,0.0053521-0.0075602i,0.0027926-0.0054329i,0.00134-0.0014723i,0.0029484+0.00090713i,0.0066047-0.0008381i,0.0088823-0.003862i,0.0074416-0.0053819i
0.0014284+0.0055556i,-0.0016379+0.03642i,-0.028601+0.11084i,-0.08349+0.2044i,-0.132+0.23257i,-0.12422+0.16067i,-0.076071+0.067601i,-0.035694+0.021412i,-0.012704+0.010035i,-0.0056262+0.0076862i,-0.0073928+0.0062476i,-0.0085108+0.0037371i,-0.0062297+0.0016655i,-0.0043461+0.0016373i,-0.007536+0.0020456i,-0.012583+0.0026983i,-0.013132+0.003459i,-0.0087298+0.0030961i,-0.0048727+0.0021165i,-0.0040235+0.0014474i,-0.0056222+0.0018843i,-0.0077055+0.002117i,-0.0074023+0.0025568i
-0.00039713-0.0059702i,0.010309-0.034466i,0.054361-0.09847i,0.13373-0.17195i,0.18981-0.1819i,0.16112-0.10975i,0.087392-0.031026i,0.039524+0.0014421i,0.019574+0.0042756i,0.012179+0.0007607i,0.010486-0.0023315i,0.0060026-0.0032381i,-0.00025134-0.0023098i,-0.0033832-0.0025486i,-0.001873-0.0022935i,0.0027403-3.4661e-05i,0.0050603+0.0012692i,0.0050257+0.0012761i,0.0047057+0.0013396i,0.0057718+0.0013763i,0.0079439+0.0013017i,0.0085195-1.2125e-05i,0.0070734-0.0018885i
0.0017011+0.0030703i,-0.01493+0.025394i,-0.072184+0.06815i,-0.16577+0.10549i,-0.22235+0.088854i,-0.18089+0.027953i,-0.097509-0.016063i,-0.046141-0.019805i,-0.022378-0.0069194i,-0.010806+0.00014047i,-0.0089837+0.0012782i,-0.0071038+0.0033553i,-0.0021263+0.0063349i,-0.00023255+0.0074084i,-0.0018771+0.0071401i,-0.0029434+0.0059098i,-0.0020248+0.0041612i,-0.001356+0.0025221i,-0.001686-0.00043548i,-0.0042173-0.004602i,-0.0088108-0.0064357i,-0.011063-0.004683i,-0.0095828-0.0012647i
5.1256e-05-0.0056443i,0.019129-0.020624i,0.081202-0.044453i,0.17558-0.053476i,0.22417-0.020852i,0.17283+0.022592i,0.08567+0.036921i,0.035138+0.028793i,0.016379+0.012547i,0.010069+0.0020555i,0.0096244+0.0023482i,0.0091069+0.0042852i,0.006158+0.0037861i,0.0050285+0.001706i,0.0080207-0.00020278i,0.010585-0.00057713i,0.0098375-0.00036993i,0.0067498-3.4392e-05i,0.0033851+0.0017132i,0.0030311+0.0057289i,0.0062805+0.008541i,0.009198+0.007272i,0.0086987+0.0040719i
-0.0025926+0.0041762i,-0.0225+0.012247i,-0.081371+0.015432i,-0.16661-0.0066941i,-0.19947-0.057015i,-0.13654-0.085611i,-0.049178-0.068835i,-0.005805-0.039566i,0.0016629-0.017753i,-0.0025341-0.0070333i,-0.0049538-0.0054234i,-0.0033412-0.006181i,-0.00037935-0.005161i,0.00047177-0.0029452i,-0.0035079-0.0021154i,-0.0085884-0.003036i,-0.0088239-0.0032078i,-0.0054022-0.0017436i,-0.0018035-0.001881i,0.00034031-0.0055729i,-0.00081185-0.0089545i,-0.0042392-0.0086443i,-0.0064763-0.0056305i
0.0041214-0.0056932i,0.023851-0.008116i,0.077232+0.0037313i,0.14592+0.045053i,0.15783+0.095993i,0.088636+0.10151i,0.013019+0.065241i,-0.01435+0.033359i,-0.010802+0.016803i,-0.0019118+0.0088074i,0.0032768+0.0048254i,0.0021383+0.0024806i,-0.0018913-0.0005572i,-0.00192-0.0028111i,0.0014937-0.0013559i,0.0032846+0.0010653i,0.0026258+0.0017518i,0.00056151+0.0012852i,-0.0011815+0.0016327i,-0.0017978+0.0051732i,-0.00029724+0.0092692i,0.0029981+0.0092307i,0.0049729+0.0058454i
-0.00435-0.0016635i,-0.022553-0.0041264i,-0.06815-0.030447i,-0.11541-0.088924i,-0.10819-0.14288i,-0.047451-0.13267i,0.00076097-0.076675i,0.011116-0.032207i,0.0053542-0.01047i,0.0001846-0.0032858i,-0.0010729-0.0027038i,-0.0014954-0.0012775i,-0.00089315+0.0010501i,-0.0013919+0.0011748i,-0.0036879-0.00044113i,-0.0051172-0.0022643i,-0.0045026-0.0026049i,-0.0027881-0.0017869i,0.00053137-0.0016927i,0.0034125-0.0054611i,0.0032338-0.010816i,0.00036294-0.011716i,-0.0027421-0.0080467i
0.0047293-0.0023746i,0.018919+0.0052281i,0.048587+0.035964i,0.071077+0.096425i,0.046854+0.14278i,-0.0030039+0.11938i,-0.025973+0.062163i,-0.020541+0.027198i,-0.0070327+0.012935i,0.0015738+0.0067174i,0.0020716+0.0054012i,-1.4111e-05+0.0057984i,-0.0006177+0.0043357i,0.00039104+0.0040107i,0.0028842+0.0060123i,0.0047706+0.0067558i,0.0037069+0.0057649i,0.0010747+0.0046414i,-0.0018829+0.0031306i,-0.0054413+0.0036907i,-0.0076186+0.0076318i,-0.0056013+0.010593i,-0.0016128+0.0082761i
-0.0022631-0.0036073i,-0.015526-0.013533i,-0.036115-0.048834i,-0.038884-0.10887i,1.7775e-05-0.14197i,0.045239-0.1036i,0.054732-0.03897i,0.039983-0.0050259i,0.020862+0.0010432i,0.0071632-0.0017902i,0.0030275-0.0042618i,0.0034421-0.0032526i,0.0041009+0.00074315i,0.002735+0.002723i,-0.00064458+0.00078481i,-0.0027192-0.0016828i,-0.0022106-0.0011691i,-3.5757e-05+0.00089326i,0.0037154+0.0015574i,0.0076748-0.00031367i,0.0098429-0.004475i,0.0076873-0.0074671i,0.0036448-0.00755i
0.0021387-5.0092e-05i,0.010726+0.011448i,0.018321+0.047334i,0.0051555+0.099062i,-0.037074+0.11249i,-0.065214+0.060755i,-0.055594+0.0026175i,-0.034219-0.018019i,-0.017795-0.014372i,-0.0079132-0.0054241i,-0.0023149-0.00044298i,-0.0005115-0.0012239i,-0.00080808-0.0036363i,0.00063288-0.0032666i,0.0031341-0.00036931i,0.0041562+0.0023316i,0.0042331+0.0018961i,0.0032024-0.00026761i,0.00016253-0.0012774i,-0.0055182-0.00053158i,-0.0098863+0.0027382i,-0.0090054+0.0053133i,-0.0048045+0.0047833i
-0.00067596-0.0032879i,-0.0056348-0.014849i,-0.0012199-0.04766i,0.027892-0.090109i,0.070315-0.093992i,0.076156-0.048665i,0.042721-0.0056789i,0.013544+0.0098491i,0.0030173+0.0090321i,0.0020296+0.0048179i,0.0023023+0.0017307i,0.0022326+0.00051748i,0.001889+0.0007093i,0.00031226-0.00066914i,-0.0015752-0.004364i,-0.002293-0.0066357i,-0.0023357-0.0053951i,-0.0020405-0.0029582i,0.00031862-0.00029444i,0.0050158+0.00078085i,0.0091896-0.00098088i,0.0098277-0.0032044i,0.0069765-0.003561i
0.0013298+0.00080353i,0.0012235+0.011606i,-0.011179+0.036086i,-0.046069+0.057814i,-0.083967+0.043132i,-0.080335+0.0023761i,-0.044681-0.018444i,-0.016831-0.012726i,-0.0028778-0.0020001i,0.0023504+0.0023858i,0.00069164+0.0022656i,-0.0025489+0.0023887i,-0.0030511+0.0018313i,-0.0016738+0.0016392i,-0.001524+0.0042198i,-0.002626+0.0052711i,-0.003125+0.0031654i,-0.0032485+0.0010525i,-0.0034892-0.00077757i,-0.0068036-0.0021631i,-0.011088-0.0016683i,-0.011499+5.6341e-05i,-0.0087643+0.0005579i
-0.0013236-0.0030827i,-0.00022146-0.012338i,0.014456-0.03134i,0.050084-0.043818i,0.078528-0.020511i,0.065518+0.021266i,0.031701+0.040192i,0.010212+0.033469i,0.0035855+0.017975i,0.0029414+0.0054076i,0.0016614+0.00027854i,0.0012177+0.0010177i,0.0015201+0.0042797i,0.00077652+0.0045533i,0.00057619+0.0023019i,-0.00026091+0.0018337i,-0.0024884+0.0033024i,-0.0032574+0.0048317i,-0.00057685+0.0054039i,0.0050524+0.0056502i,0.010971+0.005678i,0.012157+0.0046943i,0.0083297+0.0028836i
0.0014742+0.00050099i,-0.0033444+0.0079699i,-0.022213+0.020029i,-0.055586+0.019081i,-0.070292-0.010854i,-0.041831-0.041671i,-0.0048587-0.044287i,0.011051-0.030599i,0.010018-0.01808i,0.0044177-0.010071i,0.001788-0.0040853i,0.00092351-0.0023588i,0.00038685-0.0033381i,0.00063835-0.0016886i,0.0020356+0.0020525i,0.0036691+0.004268i,0.0052247+0.0030586i,0.0058956+0.0011838i,0.003926-0.0015266i,-0.0011542-0.0057122i,-0.0070831-0.0076469i,-0.008828-0.005881i,-0.0063278-0.0033797i
-0.00043025-0.0062498i,0.0040277-0.010948i,0.022055-0.014565i,0.052976-0.0041945i,0.062225+0.021801i,0.031878+0.03204i,-0.0031643+0.017552i,-0.014516+0.0045149i,-0.010587+0.00042371i,-0.0056741+0.0006356i,-0.0027498+0.0016111i,-0.00012482+0.0017539i,0.0025797+0.0016365i,0.0040152+0.00055177i,0.0037457-0.0023144i,0.0025019-0.0045721i,0.00094915-0.0051011i,0.00053621-0.0038505i,0.00053386-0.0010859i,0.0015616+0.0025416i,0.005468+0.0055497i,0.0078152+0.0062836i,0.0054619+0.0046838i
-0.0021103+0.0011738i,-0.0064328+0.0046985i,-0.020994+0.0014887i,-0.040008-0.020514i,-0.03894-0.05164i,-0.01357-0.056326i,0.0052446-0.032787i,0.0061839-0.0089063i,0.0021612+0.0036i,0.0013113+0.0058302i,0.0011391+0.0027053i,-0.0011893+0.0014234i,-0.0023928+0.0013743i,-0.0025452+0.00018422i,-0.0034012-0.00020635i,-0.0035681-0.00016508i,-0.0024261-0.0010504i,-0.0020643-0.0021624i,-0.0018801-0.0034499i,-0.0016793-0.0061068i,-0.003505-0.0094048i,-0.0057474-0.011064i,-0.0046211-0.0093998i
-0.00039168+7.9205e-05i,0.0057744-0.0026837i,0.017424+0.00045715i,0.026444+0.017706i,0.014072+0.039136i,-0.011115+0.039474i,-0.022677+0.025131i,-0.017908+0.014517i,-0.0075709+0.0077989i,-0.00078829+0.0030478i,0.00026426+2.411e-05i,-0.00058244-0.00065685i,-0.00060194+0.001204i,-0.00031701+0.0034534i,-0.0018794+0.0031474i,-0.0042129+0.0016967i,-0.0060601+0.0010032i,-0.0069356+0.0015617i,-0.0058089+0.0037393i,-0.0026548+0.0075308i,0.0003518+0.011265i,0.0024781+0.012033i,0.002298+0.0093754i
0.0024924+0.0009957i,-0.0029276+0.00022418i,-0.013236-0.0065153i,-0.017935-0.023547i,-0.0023-0.038082i,0.020414-0.028721i,0.028134-0.007756i,0.023474+0.0044305i,0.016178+0.0039297i,0.0097147-0.00024148i,0.0053094+5.4511e-06i,0.0032541+0.00043336i,0.0018206-0.0015643i,0.00011654-0.0019434i,-0.00022182+0.00076347i,0.0013856+0.0039246i,0.0031001+0.0059679i,0.0034722+0.0059529i,0.0039995+0.0027821i,0.0045927-0.00377i,0.0030038-0.010129i,0.00078581-0.011619i,0.00045826-0.0096111i
0.0037262-0.0019692i,0.0065982-0.0014141i,0.012033+0.0051781i,0.011266+0.020631i,-0.0035224+0.026598i,-0.016777+0.0078176i,-0.015448-0.01314i,-0.0084544-0.017388i,-0.0033125-0.011298i,-0.0017295-0.0050437i,-0.0011899-0.0025188i,-9.2788e-05-0.00065656i,0.00078684+0.003414i,0.0013032+0.0051648i,0.0028883+0.0025723i,0.0041428-0.0006488i,0.0035266-0.0020804i,0.0024346-0.0026713i,0.00086488-0.0020647i,-0.0012406+0.0013924i,-0.0032883+0.0066714i,-0.0038805+0.0090337i,-0.0037808+0.006433i
-0.0010357+0.00059833i,-0.003499-0.0016604i,-0.0040089-0.011375i,0.0044237-0.027609i,0.020335-0.03464i,0.024751-0.022593i,0.013407-0.0060549i,0.0011236+0.0023928i,-0.0035739+0.0041498i,-0.0036766+0.0040696i,-0.0033877+0.0022995i,-0.0031342-0.0005466i,-0.0019087-0.001662i,0.00014333-0.0016466i,-0.00081199-0.0018029i,-0.0024117-0.0021224i,-0.0014129-0.0021993i,0.00049741-0.0019335i,0.0023092-0.0014459i,0.0039514-0.0024292i,0.0048324-0.0057051i,0.0050529-0.0082722i,0.0050722-0.0071969i
0.00075048-0.00040781i,0.0029495+0.0011552i,0.0031815+0.0059057i,-0.0050403+0.010278i,-0.022074+0.0039574i,-0.028948-0.0081399i,-0.020274-0.011295i,-0.0088064-0.0062908i,-0.0022694-0.00092431i,0.0008018+0.00090887i,0.0018835+0.00015897i,0.00069872-0.00034596i,-0.0010308+0.0018763i,-0.0018928+0.0041112i,-0.0017334+0.003254i,-0.00265+0.00076817i,-0.0041255-0.0016872i,-0.0044733-0.0032421i,-0.0052535-0.0023095i,-0.00725+0.0010905i,-0.0089209+0.0048795i,-0.0090286+0.0067635i,-0.0077589+0.0046963i
-0.002267+0.0018912i,-0.0022744+0.00026965i,-0.0013888-0.0052468i,0.0049542-0.011523i,0.013892-0.0050752i,0.011749+0.0097544i,0.0025103+0.017229i,-0.0012831+0.016809i,0.0015392+0.01171i,0.0037889+0.0055592i,0.001586+0.0019864i,0.001015+0.00066868i,0.0023822-0.00082352i,0.0022038-0.0022296i,0.00083254-0.0012843i,-0.0008377+0.00092039i,-0.0018381+0.0026513i,-0.0021452+0.0040959i,-0.0011608+0.0045993i,0.0028532+0.0021361i,0.0070833-0.0013508i,0.0081184-0.0029238i,0.0074163-0.0019275i
0.00029734+0.0013522i,0.0025415+0.0034069i,0.00071537+0.0074122i,-0.0078919+0.0080714i,-0.012346-0.00099658i,-0.0039731-0.013589i,0.0054627-0.017035i,0.0078685-0.011235i,0.0057244-0.0046919i,0.0035802-0.0017506i,0.0028063-0.0006694i,0.0014661-8.5692e-05i,-0.00057401+0.0011883i,-0.0018435+0.0020098i,-0.00094938+0.0024873i,0.0018177+0.0021966i,0.0032391+0.0012624i,0.0027509+0.00075566i,0.00096127-0.00054825i,-0.0026328-0.0016791i,-0.006528-0.001428i,-0.008505-0.00055991i,-0.0092232-0.0010741i
-0.0010513+0.00085565i,-0.0003584-0.00038446i,0.0062362-0.0028581i,0.017212-0.0031277i,0.021891+0.0004401i,0.013955+0.0012741i,0.0026742-0.0016502i,-0.0027379-0.0040383i,-0.002273-0.0036587i,-0.0016299-0.0015753i,-0.0017401-0.0017031i,-0.0011116-0.0030668i,0.00028247-0.0023098i,0.0022748-0.00091978i,0.0021477-0.00068i,0.0010874-0.00068697i,0.0019141+3.6323e-05i,0.0028663+0.0010887i,0.0027582+0.0018767i,0.0040554+0.002258i,0.0076731+0.0026498i,0.0098839+0.0022874i,0.0087091+0.0025755i
0.0013669+0.0016571i,0.0012291+0.00033921i,0.00053057-0.0032332i,-0.0025909-0.012711i,-0.0050959-0.024747i,-0.00273-0.025437i,0.00046272-0.013157i,0.0014661-0.0010389i,0.00079378+0.0023367i,0.0010775+0.0011679i,0.0019256+0.00082473i,0.00090366+0.0019034i,-0.0011504+0.003306i,-0.0023454+0.0027883i,-0.0021917+0.0011008i,-0.0019257-0.00058076i,-0.0017716-0.0026174i,-0.001043-0.0031859i,-0.0017392-0.003021i,-0.0046823-0.0042235i,-0.0076765-0.0052147i,-0.0088698-0.0053076i,-0.0069967-0.0048973i
0.0011208-0.0013172i,0.0013594-0.0033156i,0.00065626-0.0060416i,-0.0010873-0.0053715i,-0.0066937-0.00011273i,-0.014568+0.0029829i,-0.016506+0.0026417i,-0.012026+0.0024776i,-0.0056158+0.0036251i,-0.0023858+0.0037078i,-0.0021151+0.001727i,-0.0011299+0.0011895i,0.0012275+0.0019383i,0.002092+0.0018567i,0.00094418+0.0013302i,-0.00042403+0.0006136i,-0.0020701-0.00031421i,-0.0039847-0.0004644i,-0.0036794+0.0013179i,-0.00056461+0.0045984i,0.0031277+0.0078755i,0.0049118+0.0087517i,0.0040273+0.0070141i
8.6949e-05-0.0012408i,-0.00023706+0.00028131i,-0.0031597-0.00033484i,-0.0057637-0.0027734i,-0.0023687-0.0054545i,0.0048781-0.0053996i,0.0085052-0.0023163i,0.0061239+0.00039448i,0.0028673+0.00022183i,0.002441-0.00020295i,0.0026618+0.00039695i,0.0018594+0.00041135i,-0.00011356+0.00018896i,-0.0020529-0.00018852i,-0.001831-0.00062013i,-0.0010495+0.00045498i,-0.0013942+0.0024963i,-0.00060951+0.0031489i,0.0013143+0.0010052i,0.00074494-0.0040888i,-0.0017749-0.0084738i,-0.003117-0.0090687i,-0.0028695-0.0076998i
3.9554e-06-0.0015826i,-0.00072766-0.00073315i,0.00052192+0.0012779i,0.0028163+0.0037438i,0.003239+0.0044014i,0.0026691+0.00080194i,0.0020806-0.003448i,0.0033911-0.0041422i,0.0054821-0.0036415i,0.0048976-0.0031587i,0.0038244-0.0023987i,0.0034532-0.0020412i,0.0039314-0.0010954i,0.0035298+0.00083866i,0.0021285+0.0012514i,0.0011826+0.00085203i,0.0007003+0.0022763i,0.0011234+0.0035545i,0.0011948+0.0042625i,0.00043796+0.0063764i,0.00021264+0.0085765i,0.00038479+0.0091691i,-0.00052451+0.0085685i
0.001008+0.00026372i,0.0018127-1.8285e-05i,0.0048549-0.0039468i,0.0079438-0.01014i,0.010846-0.014467i,0.0098237-0.011995i,0.0036986-0.0038399i,-0.00029117+0.0031028i,0.00020409+0.0041673i,0.0014611+0.0022383i,0.00076165+0.0012017i,-0.00057847+0.0015411i,-0.0019303+0.0021932i,-0.0026959+0.0019072i,-0.0019319+0.0010362i,-0.00084528+0.00091013i,0.00010128+0.00099046i,0.0017605+0.00037667i,0.0031699-0.00099116i,0.0022896-0.0052771i,0.0011811-0.0095942i,0.0016143-0.0096444i,0.0023862-0.0068662i
-0.0017117-0.0022613i,-0.0012541-0.0018953i,-0.0028705-0.0015332i,-0.0063062-0.0042505i,-0.011734-0.0085249i,-0.01386-0.010191i,-0.0111-0.0079935i,-0.0075231-0.0043768i,-0.0047223-0.0014194i,-0.0030177-0.00027501i,-0.0020358-0.001235i,-0.0016216-0.0010049i,-0.00010108+0.0011887i,0.0017738+0.0022291i,0.0024381+0.0013269i,0.0024506-0.00027524i,0.0013225-0.0019772i,-0.00086213-0.0026585i,-0.0025377-0.0011972i,-0.0041129+0.0023673i,-0.0057938+0.0065024i,-0.0062961+0.0081383i,-0.0054942+0.0064171i
-0.00057993-0.00068355i,-0.0025999-0.0010963i,-0.0032192-0.0031275i,-0.0036644-0.0028891i,-0.0031463-0.00097958i,-0.00082829+5.1328e-05i,0.00011309-0.00071376i,-0.0013492-0.0021443i,-0.0015378-0.0018082i,-4.8173e-06+0.00019593i,-9.6284e-06+0.0011054i,-0.00027609+0.00022067i,-4.704e-05-0.001987i,-2.4857e-05-0.002828i,-0.0009517-0.0023516i,-0.0023115-0.0022378i,-0.0028918-0.0017771i,-0.0023367-0.00040353i,-0.00047005-0.00064946i,0.0021691-0.0027904i,0.0055157-0.0051584i,0.0076701-0.0059597i,0.0076229-0.0048524i
-0.00091678-0.0012298i,-0.0014127-0.00043963i,-0.001264+0.001133i,-0.00094829+0.0029213i,0.00027004+0.0029263i,0.0031704+0.0014053i,0.0052773+0.00055273i,0.0061302+0.0015386i,0.0066065+0.0029389i,0.0055325+0.002168i,0.0045978+0.00084612i,0.004707-0.00051976i,0.0041612-0.0012485i,0.0019972-0.00017506i,0.00024984+0.0018885i,-0.00023308+0.0031857i,-0.00055731+0.0031027i,-0.00095643+0.0033294i,-0.0018837+0.0031885i,-0.0039504+0.0038977i,-0.0070192+0.0045701i,-0.0086651+0.003675i,-0.0076569+0.0011637i
-0.00057294-0.00045226i,-0.00027759-0.00075538i,0.002546-0.00065356i,0.0085954-0.00098444i,0.01118-0.0031326i,0.0072264-0.0048217i,0.00042203-0.0021616i,-0.003397+0.002358i,-0.0015758+0.0040475i,0.00046656+0.0027153i,-0.00071392+0.0014734i,-0.0021692+0.0015078i,-0.001635+0.0015819i,-0.00089283+0.00093079i,-0.0010555+0.00073209i,-0.0012485+0.0012407i,-0.00059584+0.0018795i,0.00076855+0.0016646i,0.002981+0.00044i,0.0063127-0.0013702i,0.0098309-0.0029464i,0.0096118-0.0019148i,0.0062568+0.00033776i
-0.0036362-0.0019031i,-0.0034145-0.001083i,-0.0029569-0.0039168i,-0.0026261-0.0084553i,-0.0018109-0.012653i,-0.0011474-0.013977i,-0.00084377-0.010889i,-0.0013458-0.0057652i,-0.0029476-0.0036108i,-0.0023885-0.0032212i,-0.0012767-0.0025265i,-0.001578-0.0014635i,-0.0017027+0.0011105i,-0.00060858+0.0028636i,0.00028046+0.0017132i,0.00065264-0.00010544i,0.00164-0.00065149i,0.0012859-0.0013734i,-0.00052941-0.0018846i,-0.0032842-0.0008611i,-0.0072236-8.363e-05i,-0.0097597-0.00073517i,-0.008407-0.0013252i
0.0010293-0.0018898i,-0.00033137-0.0029071i,-0.0011669-0.0053215i,-0.0045575-0.0058968i,-0.0089227-0.0049738i,-0.0087256-0.0025726i,-0.0042408-0.00164i,-0.00040176-0.0026224i,0.0012349-0.0026107i,0.00099464-0.0020896i,0.0001698-0.00095813i,0.00017807-4.9668e-06i,0.0010946-5.5035e-05i,0.0020564-0.001019i,0.0023201-0.0022969i,0.001867-0.003741i,0.00067018-0.0040974i,0.00012983-0.0025367i,0.0020716-0.00056543i,0.0057477+0.00028766i,0.008878+0.001204i,0.010103+0.002655i,0.0084102+0.0039255i
-0.00077895+0.00029518i,-0.00050836+0.0016411i,-0.0014088+0.0028038i,-0.0019061+0.003111i,-0.0013776+0.0031883i,0.0005253+0.0030502i,0.0014501+0.0024557i,0.0007608+0.0039114i,0.00071726+0.0062023i,0.0017841+0.0051448i,0.0031855+0.0036858i,0.0042099+0.0034413i,0.0035074+0.0020522i,0.0005813+0.0013027i,-0.0018938+0.002234i,-0.002336+0.0023024i,-0.0028703+0.0020298i,-0.0036658+0.0024323i,-0.0046012+0.0021745i,-0.0067984+0.00021201i,-0.0085454-0.003402i,-0.007428-0.0058996i,-0.0052527-0.0068537i
-0.001223-0.00091955i,-0.0011753-0.0011249i,-0.00019069-0.0011405i,0.0022415+0.00058235i,0.0050919+0.00075369i,0.0050669-0.0022954i,0.0013222-0.0031439i,-0.0018767+0.00055954i,-0.0016235+0.0028996i,-0.00032813+0.0023461i,-0.00055775+0.0010376i,-0.001458+0.00032176i,-0.00098411+0.0002729i,0.00034505-0.00029895i,0.00013351-0.0013071i,-0.00027794-0.00046369i,0.00018079+0.0028771i,0.0014116+0.004626i,0.0039362+0.0031244i,0.0062909+0.0029576i,0.00803+0.0048916i,0.0067223+0.0067222i,0.0024432+0.0072709i
-0.0018429+0.0025217i,-0.0010408+0.0026856i,0.0013438+0.00032858i,0.0052584-0.0041923i,0.0092515-0.0092087i,0.0092443-0.011852i,0.0046921-0.0099292i,0.0013137-0.0057738i,0.0011789-0.0030235i,0.001218-0.0021833i,0.0012512-0.0022273i,0.00033524-0.0016255i,-0.0017753+0.00011717i,-0.002142+0.0019515i,-0.00098812+0.0024055i,0.00059887+0.0016091i,0.0019749+0.00028992i,0.0015176-0.00069893i,-0.00074867-0.0019685i,-0.0039214-0.0040118i,-0.0061091-0.0069619i,-0.0051863-0.0084591i,-0.0029738-0.0070146i
0.0017869+0.0010306i,0.0011732+0.0003639i,-0.00015098-0.0019741i,-0.0016224-0.0073262i,-0.003791-0.011025i,-0.0040152-0.01019i,-0.0016869-0.0061116i,0.00076121-0.0026254i,0.001713-0.0017107i,0.00070223-0.0015866i,0.00015251-0.0012559i,-6.5928e-05-0.00070088i,0.0001297-0.00030402i,0.0015266-3.6511e-05i,0.0025202-0.00027225i,0.0034313-0.00036395i,0.0029071-0.00041245i,0.0017443-0.00047743i,0.0025464+0.00025708i,0.0040839+0.0021031i,0.0040267+0.0057445i,0.0024734+0.0081388i,0.0016285+0.0080377i
-0.00010552-0.00063286i,-0.00052673-0.0014087i,-0.0013171-0.0023455i,-0.0034545-0.0021063i,-0.0049942-0.0013731i,-0.0047378+0.00022276i,-0.0044198+0.0024618i,-0.0038738+0.0036126i,-0.0024358+0.0040249i,-0.00074129+0.0040627i,0.0002138+0.0036781i,0.0011963+0.0035748i,0.0012458+0.002787i,-1.3606e-05+0.00058932i,-0.0018368-0.00092348i,-0.0035673-0.0013544i,-0.0035809-0.002363i,-0.002857-0.0032018i,-0.0041985-0.0036858i,-0.0055506-0.0049588i,-0.0038719-0.0071863i,-0.00049557-0.0084284i,0.0015418-0.0074964i
-0.00012444-9.8466e-05i,0.0001071-0.00049609i,0.001104+0.00047697i,0.0017711+0.0010499i,0.0032945+0.0011827i,0.0034208+8.7235e-05i,0.00063033-0.0017961i,-0.001085-0.00031841i,-0.00022272+0.0026836i,0.001325+0.0021162i,0.00077392+0.00027405i,-0.00040695-0.00086602i,0.00027606-0.00085432i,0.0012378+0.00084168i,0.0010786+0.0014303i,-0.00017906+0.0022358i,-0.001432+0.0038552i,-0.00096312+0.0048945i,0.00083618+0.0062808i,0.002573+0.0078792i,0.0019692+0.0083907i,-0.0004718+0.0072971i,-0.0027536+0.0050506i
0.00039466+0.001669i,0.0015227+0.00066606i,0.0040136+0.0011822i,0.0079008-0.00023673i,0.010211-0.0039658i,0.0096999-0.0079392i,0.0063442-0.0071517i,0.0034633-0.0019112i,0.0032014+0.00081636i,0.0032838-3.6131e-05i,0.0022767-0.0009202i,0.0010604-0.0018413i,-0.00064266-0.0016642i,-0.0010147-0.0005858i,0.00051025+0.00018469i,0.00030785-0.00024846i,-9.9356e-05-0.00058234i,0.00046517-0.00011079i,2.9563e-05-0.0019612i,-0.00096929-0.0054511i,-0.0001518-0.0079624i,0.0022902-0.0079955i,0.0033621-0.0063193i
