-0.0023658+0.00048132i,0.00036972-0.00010743i,0.0010114-0.00062195i,-0.00017441-0.00036568i,-0.0012687+0.00023553i,-0.00069643+0.0011003i,-9.4939e-06+0.0022823i,0.00028935+0.0026721i,0.0013259+0.0017777i,0.0019011+0.0011508i,0.0017014+0.00086905i,0.00089442-0.00058658i,0.00013082-0.0018904i,0.00084206-0.0016402i,0.00095426-0.00089452i,-6.4692e-05-0.00025191i,-0.00032968-0.00017296i,0.00073115+0.0002753i,0.0010894+0.00042294i,0.00050147-0.00048631i,0.00084214-0.00037557i,0.00050157+9.1757e-06i,-0.00017808+0.00036551i
0.0030436-0.003855i,-0.0014448-0.018547i,-0.013989-0.051791i,-0.040258-0.061634i,-0.065838+0.0016937i,-0.068742+0.084681i,-0.042293+0.10616i,0.012632+0.073002i,0.056497+0.034502i,0.055243+0.021324i,0.033827+0.029696i,0.015577+0.037063i,0.0019703+0.03355i,-0.0050496+0.022337i,-0.0095897+0.01026i,-0.013799+0.0012291i,-0.014189-0.0055677i,-0.0099384-0.0085499i,-0.0058118-0.0044129i,-0.0022799+0.0055741i,0.0057341+0.010886i,0.010356+0.0058049i,0.0035626+0.0020669i
-0.011953-0.015961i,-0.015235-0.01518i,-0.005825+0.0076661i,0.01883+0.037426i,0.041249+0.023733i,0.046308-0.031878i,0.025673-0.074496i,-0.026516-0.078723i,-0.072293-0.050711i,-0.064968-0.021448i,-0.029459-0.0136i,-0.00079808-0.013678i,0.017558-0.014616i,0.023933-0.015561i,0.025716-0.010606i,0.029328-0.0028538i,0.028621+0.0025393i,0.021382+0.0035508i,0.012419-0.0024613i,0.0067193-0.0088338i,0.0019718-0.009372i,-0.0014037-0.0047797i,0.00095749-0.0011451i
0.018352+0.0093459i,0.045585+0.0036358i,0.042889-0.02681i,-0.0048558-0.041945i,-0.042619-0.0049392i,-0.041046+0.036103i,-0.020127+0.040246i,0.018737+0.035779i,0.056743+0.027878i,0.050319+0.015654i,0.018937+0.017797i,-0.0029998+0.02606i,-0.014404+0.028266i,-0.014978+0.025468i,-0.013387+0.01888i,-0.015114+0.012871i,-0.012922+0.0085925i,-0.0044919+0.0054489i,0.0026133+0.0047306i,0.0032836+0.0072053i,0.002913+0.0089628i,0.0028847+0.0061301i,-0.0014958+0.0046738i
-0.016697+0.018458i,-0.027504+0.040067i,-0.020287+0.073301i,0.0079917+0.079071i,0.012303+0.030603i,-0.0069942-0.007941i,0.0038454-0.0099275i,0.011931-0.026317i,-0.016776-0.04494i,-0.032901-0.034996i,-0.020401-0.024327i,-0.0059504-0.024792i,0.0026418-0.022527i,0.005236-0.014662i,0.0073557-0.0046427i,0.012585+0.0024597i,0.015911+0.0036576i,0.012699+0.00087305i,0.0069828-0.0043066i,0.004653-0.010543i,0.00096062-0.01418i,-0.0033487-0.013184i,-0.00056143-0.014976i
0.01137+0.00029675i,0.011473-0.013544i,-0.0097035-0.038976i,-0.041689-0.042252i,-0.034182-0.0091785i,0.0080072+0.015271i,0.017607+0.018638i,0.010776+0.044225i,0.032366+0.059663i,0.041274+0.033173i,0.018789+0.013531i,-0.00093212+0.014141i,-0.010953+0.013431i,-0.014602+0.011001i,-0.013635+0.0078803i,-0.014085+0.0035114i,-0.014291+0.0030015i,-0.0092231+0.0073334i,-0.0013728+0.012684i,0.00089671+0.014614i,0.0007105+0.012369i,0.0023496+0.0091716i,0.00063097+0.0086298i
-0.019434+0.00043466i,-0.05085+0.0098035i,-0.055139+0.028964i,-0.020871+0.019227i,-0.027869-0.03239i,-0.084988-0.056118i,-0.08983-0.025139i,-0.042296-0.018234i,-0.024315-0.033714i,-0.026723-0.023974i,-0.015329-0.012219i,-0.00016934-0.01077i,0.010572-0.011284i,0.012474-0.013073i,0.0087147-0.010645i,0.0082913-0.006566i,0.0079685-0.0059323i,0.0029062-0.0068854i,-0.0032771-0.0057423i,-0.0042222-0.0031336i,-0.0021931-0.0015254i,0.0007635-0.0012076i,0.0077077-0.006227i
0.016088-0.024572i,0.03162-0.064555i,0.016955-0.1042i,-0.023939-0.084396i,-0.0035156+0.00057505i,0.083304+0.049382i,0.099121+0.021979i,0.032458+0.0089842i,0.0060214+0.030655i,0.023452+0.024972i,0.019188+0.0067758i,0.0022271+0.0074195i,-0.0044296+0.012242i,-0.0035305+0.010084i,-0.0008788+0.0044791i,-0.0025524+1.2468e-05i,-0.0064703+0.0010667i,-0.0052183+0.0060288i,-0.0021141+0.0086639i,-0.0017469+0.0095007i,0.0006373+0.010998i,0.0042875+0.01209i,0.00088995+0.016167i
-0.0053615+0.0071731i,-0.00876+0.03508i,0.0098868+0.060354i,0.039207+0.027701i,0.0029336-0.064566i,-0.091218-0.12018i,-0.11016-0.092118i,-0.044093-0.058939i,-0.0089579-0.050667i,-0.017193-0.030065i,-0.016435-0.010796i,-0.0083608-0.0057415i,0.0011238-0.0020059i,0.0082795-0.0016381i,0.0062376-0.0041376i,0.0026824-0.0032182i,0.0024678-0.0017784i,0.0018818-0.0029734i,0.00024206-0.0050169i,0.00051244-0.0057027i,-0.00084324-0.004433i,-0.0030577-0.0038639i,0.0025642-0.0060728i
0.011238-0.011118i,0.024838-0.032661i,0.014484-0.055324i,-0.026646-0.021353i,-0.010312+0.087261i,0.090662+0.16542i,0.13352+0.13007i,0.071035+0.065748i,0.022836+0.040675i,0.026995+0.023861i,0.027827+0.0053347i,0.012018-0.0042947i,-0.0038705-0.0031365i,-0.0078494+0.0052029i,-0.0010566+0.0089946i,0.0037927+0.0066224i,0.0038645+0.0041441i,0.004322+0.0021736i,0.0043947-0.0024377i,0.0021053-0.0066048i,0.00055712-0.0070939i,-0.0020658-0.0041887i,-0.010947+0.0030646i
-0.021027+0.022444i,-0.032987+0.072732i,-0.010068+0.11537i,0.050837+0.066067i,0.048377-0.085886i,-0.052154-0.20126i,-0.10443-0.1672i,-0.046962-0.076243i,-0.0021925-0.03527i,-0.014317-0.017386i,-0.017533+0.00043092i,-0.0035177+0.0028388i,0.0034351-0.0018286i,0.003069-0.0042224i,-0.001168-0.0066799i,-0.0051844-0.0046034i,-0.0046265-0.0012884i,-0.0012851+0.00033126i,0.0025343+0.0019064i,0.0027653+0.00074307i,-0.0020321-0.003178i,-0.0049197-0.0061845i,0.0020186-0.008091i
-0.0095917-0.01879i,-0.022608-0.058817i,-0.063375-0.097055i,-0.11415-0.048138i,-0.096562+0.1031i,0.0017279+0.22323i,0.057661+0.20024i,0.024334+0.10478i,-0.0012336+0.047144i,0.014129+0.024936i,0.024679+0.010619i,0.020215-0.00079844i,0.0075823-0.0098449i,-0.0038197-0.0076025i,-0.0018526+0.00013289i,0.0074481-3.1335e-05i,0.011604-0.0047423i,0.0098684-0.0081382i,0.0059466-0.0088672i,0.002873-0.0068889i,0.0038432-0.0043958i,0.0034782-0.0043133i,-0.0060356-0.0030398i
-0.0073663+0.017182i,-0.0048604+0.042772i,0.028948+0.072978i,0.10508+0.037544i,0.1433-0.10832i,0.078534-0.25219i,0.00018586-0.24641i,-0.0095249-0.13827i,0.00025267-0.061671i,-0.015146-0.033198i,-0.028359-0.010068i,-0.020938+0.0088127i,-0.0045097+0.010581i,0.0043184+0.00063077i,0.0015853-0.0058175i,-0.0046223-0.0038557i,-0.0073508+0.00055374i,-0.0063233+0.0052736i,-0.0036656+0.010507i,-0.0015361+0.013788i,-0.0009688+0.012222i,0.0018241+0.0087851i,0.011877+0.0049939i
0.005424-0.020923i,0.0049873-0.078273i,-0.035826-0.12724i,-0.12418-0.076504i,-0.17043+0.095002i,-0.10626+0.24501i,-0.019657+0.22752i,0.0027031+0.11132i,0.0027749+0.03839i,0.019272+0.015751i,0.024322+0.001827i,0.014522-0.0059014i,0.0058132-0.0071351i,-0.000211-0.003501i,0.0020831+0.0021193i,0.011096+0.0012967i,0.015573-0.0044574i,0.013288-0.0086527i,0.0076931-0.011056i,0.0047829-0.0091055i,0.0077402-0.0043114i,0.0075858-0.0034731i,-0.0024728-0.0058186i
0.01772+0.024419i,0.043779+0.071472i,0.10164+0.12465i,0.1875+0.097515i,0.23826-0.042047i,0.20277-0.17864i,0.12949-0.18841i,0.079954-0.10788i,0.044434-0.046939i,0.010658-0.026277i,-0.012172-0.015468i,-0.019161-0.0011946i,-0.009816+0.01056i,0.0033687+0.01017i,0.0053615+0.0056979i,-0.0030563+0.0070005i,-0.0093381+0.011826i,-0.0084589+0.015561i,-0.0046918+0.015733i,-0.0028654+0.012263i,-0.0045811+0.0090549i,-0.0031883+0.0096129i,0.0067333+0.012297i
-0.007637-0.0084806i,-0.031949-0.036971i,-0.092736-0.082865i,-0.20257-0.07767i,-0.29684+0.040773i,-0.27879+0.18848i,-0.16849+0.21915i,-0.067865+0.13908i,-0.016365+0.068458i,0.01193+0.040441i,0.028521+0.018054i,0.027808-0.0020535i,0.014388-0.0099576i,0.0014701-0.0067047i,-0.00065403-0.0011242i,0.0056681-0.0018014i,0.0099973-0.0059712i,0.0090735-0.0081106i,0.0065989-0.0095427i,0.0054963-0.010631i,0.0055913-0.010343i,0.0022382-0.011551i,-0.0064099-0.014961i
0.0017044+0.021897i,0.013324+0.069623i,0.06232+0.12789i,0.16704+0.12337i,0.25891+0.020115i,0.24636-0.095434i,0.15473-0.11238i,0.07125-0.057383i,0.026319-0.01956i,4.9534e-05-0.0086671i,-0.014226+0.00023211i,-0.015148+0.0083423i,-0.0083144+0.01116i,-0.0002667+0.0089134i,0.00050077+0.0050458i,-0.0053181+0.0068186i,-0.0092656+0.012585i,-0.0067096+0.014104i,-0.0028594+0.01062i,-0.0042561+0.0060445i,-0.008217+0.0040734i,-0.0081767+0.0082558i,0.00038727+0.016036i
-0.015662-0.02189i,-0.054746-0.076586i,-0.1318-0.15086i,-0.24498-0.17241i,-0.34096-0.10106i,-0.3468+0.0017469i,-0.2568+0.054573i,-0.14441+0.053748i,-0.066577+0.03778i,-0.025799+0.026311i,-0.0018724+0.019774i,0.011569+0.010817i,0.0097337-0.0010181i,-0.00027295-0.0067839i,-0.0044792-0.006627i,0.00025857-0.0095653i,0.0057051-0.014068i,0.0051982-0.012997i,0.0024033-0.0070737i,0.0030148-0.0027512i,0.0073743-0.0031585i,0.0085212-0.0089215i,0.0016979-0.016874i
0.013892+0.0049073i,0.047787+0.027889i,0.12028+0.0853i,0.2347+0.12886i,0.33289+0.088542i,0.32744-0.0077447i,0.21763-0.067274i,0.10149-0.063452i,0.038583-0.044703i,0.005838-0.03345i,-0.01796-0.018387i,-0.026163-0.0020453i,-0.017088+0.0075786i,-0.0036592+0.0086929i,0.0028791+0.0061737i,0.0015321+0.0078552i,-0.00082681+0.011457i,0.00031758+0.010085i,0.00046847+0.0061697i,-0.0029896+0.0046073i,-0.006958+0.005935i,-0.007528+0.011377i,-0.0022848+0.019465i
-0.0046179-0.016552i,-0.028939-0.057256i,-0.089265-0.12811i,-0.19497-0.18343i,-0.28565-0.17271i,-0.27776-0.11152i,-0.18755-0.052418i,-0.096659-0.019527i,-0.043556-0.0056026i,-0.014698-0.0042291i,0.0021814-0.0074803i,0.0083965-0.0080269i,0.0062488-0.0080694i,0.00013132-0.0070843i,-0.0024538-0.006434i,0.00076934-0.011002i,0.0028716-0.015209i,-0.00045549-0.011691i,-0.0028123-0.0047621i,0.00085046+0.0002504i,0.0070974+9.8607e-05i,0.0092922-0.0078636i,0.0048127-0.017756i
0.012831+0.018261i,0.053128+0.067983i,0.12972+0.15102i,0.22961+0.21871i,0.30603+0.22365i,0.3061+0.16371i,0.22989+0.076896i,0.13823+0.012698i,0.077018-0.010788i,0.042352-0.0157i,0.014965-0.01793i,-0.0051124-0.013966i,-0.0098975-0.0046881i,-0.0039894+0.0023951i,0.0023043+0.006914i,0.0036439+0.011542i,0.0033407+0.013826i,0.0052066+0.0098788i,0.0062074+0.0021595i,0.0023996-0.0023503i,-0.0049843-0.0011728i,-0.010908+0.0063711i,-0.0096859+0.016516i
-0.021034+0.0043268i,-0.059996-0.018436i,-0.13591-0.089182i,-0.2257-0.17596i,-0.27589-0.20485i,-0.24757-0.15383i,-0.1604-0.069089i,-0.083195-0.010327i,-0.03984+0.0099457i,-0.010151+0.010561i,0.011377+0.0051451i,0.0196-0.0011241i,0.014775-0.0059612i,0.0036203-0.0061975i,-0.003789-0.0051938i,-0.0048664-0.0077227i,-0.0041486-0.009872i,-0.0049377-0.0068135i,-0.005512-0.0020455i,-0.00084304-0.00036606i,0.0063321-0.002261i,0.011341-0.010307i,0.011061-0.019099i
0.0062683+0.0059572i,0.029349+0.031695i,0.081956+0.10104i,0.1561+0.19608i,0.20137+0.24761i,0.17536+0.21786i,0.11572+0.13677i,0.074482+0.066548i,0.049035+0.032624i,0.027057+0.019821i,0.0096599+0.01295i,-0.0007029+0.0081148i,-0.0024026+0.0058518i,0.0019086+0.0044363i,0.0065623+0.0043145i,0.0081841+0.0073683i,0.0076692+0.01086i,0.0098366+0.0094208i,0.011578+0.0034815i,0.0063935-0.0023174i,-0.0027569-0.003286i,-0.0099479+0.0039955i,-0.0095559+0.013429i
-0.015264-0.014654i,-0.05635-0.061685i,-0.12551-0.14515i,-0.19262-0.23498i,-0.21771-0.27806i,-0.18772-0.23657i,-0.13551-0.13876i,-0.093165-0.057164i,-0.061643-0.01955i,-0.034773-0.0036352i,-0.012006+0.0055488i,0.004234+0.0071905i,0.011221+0.0033635i,0.0080674-0.00021656i,6.893e-05-0.0019296i,-0.0052103-0.0053151i,-0.0061851-0.0079457i,-0.0068799-0.0052177i,-0.0072781+0.00027911i,-0.0029862+0.0045424i,0.0055519+0.0042196i,0.014054-0.0027814i,0.015704-0.011476i
0.020729-0.0049671i,0.057624+0.013167i,0.12146+0.082645i,0.17411+0.18397i,0.16923+0.23746i,0.12395+0.19327i,0.080382+0.099379i,0.052355+0.035769i,0.03151+0.014392i,0.012503+0.0078515i,-0.0036365+0.0034856i,-0.012965+0.0026244i,-0.011733+0.0043939i,-0.0031799+0.0043183i,0.0063923+0.0032852i,0.010978+0.0045272i,0.01092+0.0057898i,0.010632+0.0058147i,0.0089382+0.0040146i,0.0042659+0.0014652i,-0.0041934+0.00054782i,-0.011823+0.0050555i,-0.013524+0.011966i
-0.0056053+0.0049654i,-0.026819-0.01302i,-0.06952-0.078434i,-0.1138-0.18469i,-0.11101-0.25103i,-0.06305-0.22406i,-0.032202-0.14445i,-0.030059-0.082813i,-0.023762-0.050701i,-0.011445-0.029707i,-0.0020001-0.01547i,0.0043626-0.0084915i,0.0047227-0.004827i,-8.0289e-06-0.0014377i,-0.0062963+0.00073855i,-0.010666-0.0012039i,-0.010335-0.0038756i,-0.0090189-0.0044607i,-0.0097221-0.0021098i,-0.0066726+0.0029645i,0.0029104+0.004948i,0.01233-8.7053e-05i,0.013602-0.0072091i
0.010754+0.008825i,0.038048+0.04401i,0.08303+0.1159i,0.11672+0.20392i,0.11071+0.24902i,0.081736+0.20635i,0.069806+0.1214i,0.064925+0.063747i,0.045159+0.034188i,0.02271+0.014947i,0.0076219+0.0038076i,-0.0033425-0.0011775i,-0.0092526-0.0011996i,-0.0065067+0.00023065i,0.0028761+0.0004844i,0.0096088+0.0013991i,0.0093901+0.0027139i,0.0071414+0.0023587i,0.0065636+0.00050229i,0.0041023-0.0031811i,-0.0032244-0.00612i,-0.012378-0.0028197i,-0.016037+0.0035882i
-0.020895+0.0030206i,-0.056816-0.015214i,-0.10824-0.078548i,-0.12939-0.16712i,-0.088693-0.20484i,-0.036774-0.14971i,-0.018856-0.069287i,-0.010723-0.035038i,0.0017318-0.025953i,0.0073343-0.014757i,0.010113-0.005709i,0.013611-0.0025692i,0.01183-0.0031848i,0.0032678-0.0024573i,-0.0067047-0.00083175i,-0.011036-0.0015301i,-0.009578-0.0025524i,-0.0068674-0.003519i,-0.0054313-0.0039103i,-0.0031164-0.0014368i,0.0039132+0.0017214i,0.01227+0.00071235i,0.015054-0.0028797i
0.0018431-0.00047212i,0.022542+0.0048167i,0.055387+0.054954i,0.07259+0.14643i,0.0425+0.20063i,0.0013738+0.17377i,0.00053474+0.11874i,0.012763+0.08265i,0.0095404+0.054965i,0.0035503+0.02954i,-0.00087578+0.014622i,-0.0056443+0.0089541i,-0.006286+0.0057927i,-0.0011329+0.0013012i,0.0070796-0.0020297i,0.012003-0.00089683i,0.01088+0.0021392i,0.0095895+0.0035982i,0.01+0.0024968i,0.0080384-0.002404i,-0.00031807-0.0071571i,-0.0098577-0.0069035i,-0.011988-0.0034307i
-0.0057286-0.0051249i,-0.026319-0.034793i,-0.057206-0.094117i,-0.072762-0.16383i,-0.056704-0.1862i,-0.039823-0.13541i,-0.043056-0.073802i,-0.035572-0.042917i,-0.01472-0.02445i,-0.0054841-0.010813i,-0.0046315-0.0040364i,0.0013303-0.00075726i,0.0065268-0.00014137i,0.0044319+0.00064379i,-0.0023453+0.0027803i,-0.0079169+0.001737i,-0.0074018-0.00076399i,-0.0036738-0.0014212i,-0.0022725+9.7845e-05i,-0.0021299+0.004644i,0.0039096+0.0096837i,0.013408+0.010851i,0.016774+0.0084479i
0.019063-0.00069099i,0.045074+0.0111i,0.077672+0.058351i,0.076411+0.12541i,0.02634+0.14737i,-0.012582+0.096216i,-0.012894+0.044753i,-0.013193+0.033061i,-0.017423+0.02374i,-0.014181+0.0072048i,-0.012628-0.00022154i,-0.013813+0.0028202i,-0.01071+0.0076782i,-0.0027774+0.0075917i,0.0057789+0.0052384i,0.011231+0.0049001i,0.011042+0.0062261i,0.0073535+0.0066958i,0.0057586+0.005313i,0.0054432+0.0010618i,-0.00054777-0.0045843i,-0.010279-0.0073954i,-0.01437-0.0070075i
-0.0025009+0.0062338i,-0.019595+0.003498i,-0.046203-0.033913i,-0.054672-0.10446i,-0.024883-0.14507i,-0.0028808-0.12373i,-0.01038-0.09024i,-0.0080121-0.065901i,0.0044773-0.038231i,0.0062656-0.018318i,0.0030237-0.01179i,0.0040579-0.0089925i,0.0049234-0.0063955i,0.0002603-0.0032783i,-0.0071071-0.00024929i,-0.011766+0.0002692i,-0.01058-0.0020219i,-0.0076866-0.0045709i,-0.0069641-0.0024244i,-0.0054971+0.0045628i,0.0007282+0.011397i,0.0096753+0.014336i,0.012111+0.013389i
0.0032109+0.0030715i,0.012554+0.020079i,0.025791+0.058666i,0.028339+0.10593i,0.014195+0.11216i,0.013886+0.068692i,0.02722+0.033603i,0.019548+0.019645i,0.0057483+0.0072307i,0.0059077-0.0017662i,0.0064162-0.004696i,-0.0003275-0.0030776i,-0.004655+0.00086352i,-0.0018565+0.0025341i,0.0044796+0.00082558i,0.0080995+7.4349e-05i,0.007637+0.0019257i,0.0062949+0.0030004i,0.006217+0.00032269i,0.0051633-0.0060886i,-0.0010203-0.012837i,-0.010751-0.016171i,-0.015847-0.0159i
-0.010309-0.0059171i,-0.034065-0.018161i,-0.061087-0.05403i,-0.057394-0.10026i,-0.017298-0.10849i,0.0099421-0.069495i,0.013307-0.038883i,0.020957-0.027058i,0.024526-0.010578i,0.018704+0.0012798i,0.014846+0.00061226i,0.012355-0.0032312i,0.0068909-0.0062181i,0.001101-0.0078654i,-0.0041548-0.0074338i,-0.0080344-0.0077158i,-0.0085771-0.0078418i,-0.007061-0.0063935i,-0.0061767-0.0036545i,-0.0044761+0.0016962i,0.0017887+0.008275i,0.010302+0.012598i,0.012645+0.013524i
0.00054315-0.0093912i,0.011389-0.0107i,0.028307+0.012594i,0.03024+0.062363i,0.010865+0.09089i,0.01062+0.07775i,0.023513+0.059419i,0.015084+0.040811i,0.0047955+0.01906i,0.0057054+0.0085852i,0.0072878+0.0065963i,0.0039546+0.0054936i,0.001176+0.0052563i,0.0035994+0.0051977i,0.008636+0.0038415i,0.011606+0.0031494i,0.011339+0.0050795i,0.010275+0.0057997i,0.010433+0.0025654i,0.0083699-0.0034798i,0.00045077-0.011732i,-0.0089249-0.018803i,-0.01254-0.020633i
-0.0020137-0.0051432i,-0.0071845-0.016492i,-0.015921-0.04331i,-0.019511-0.074615i,-0.0097713-0.073143i,-0.0089984-0.039717i,-0.01263-0.019294i,-0.0034989-0.0070642i,0.00064557+0.0062208i,-0.002816+0.011129i,-0.0027286+0.0084186i,0.0018601+0.0025703i,0.0037922-0.0023145i,0.00062208-0.0039007i,-0.0030823-0.0024794i,-0.0045172-0.0020199i,-0.0045767-0.0034854i,-0.0048624-0.0027645i,-0.005297+0.0011462i,-0.0025089+0.0068525i,0.0043675+0.013616i,0.012692+0.018309i,0.016705+0.018226i
0.0047617+0.0052333i,0.019605+0.016812i,0.034869+0.044102i,0.030779+0.075385i,0.0056026+0.079381i,-0.005726+0.055788i,-0.0045051+0.038643i,-0.009485+0.023631i,-0.0097955+0.0050724i,-0.0052748-0.00098854i,-0.005134+0.0022995i,-0.0054751+0.0053535i,-0.0024348+0.0073268i,0.00034444+0.0089486i,0.0034066+0.0097263i,0.0069608+0.010015i,0.0080698+0.0090285i,0.008297+0.0064408i,0.0082631+0.0030539i,0.0059458-0.0014318i,-0.00057165-0.006903i,-0.0085149-0.012924i,-0.011721-0.016155i
-0.0057502+0.0085276i,-0.017797+0.009177i,-0.034055-0.0052175i,-0.035289-0.038503i,-0.019932-0.057757i,-0.019055-0.051158i,-0.024117-0.039886i,-0.015122-0.02286i,-0.0096312-0.0062752i,-0.010603-0.0024412i,-0.010299-0.0032393i,-0.0078589-0.0019732i,-0.0053459-0.0026785i,-0.0061813-0.0043065i,-0.0085434-0.0033925i,-0.0084396-0.0022014i,-0.0062695-0.0022517i,-0.0051621-0.002276i,-0.0057841-0.0001596i,-0.0045083+0.0046524i,0.0014813+0.011373i,0.010301+0.017781i,0.015418+0.0196i
-0.0030005+0.0011649i,-0.0012722+0.00479i,0.0032866+0.018963i,0.0051788+0.041024i,-0.00067715+0.044387i,0.0012153+0.028012i,0.0058697+0.016942i,0.0033178+0.0058058i,0.0048442-0.004867i,0.0069022-0.0082412i,0.0031366-0.0067661i,-0.00080213-0.0021413i,0.00024866+0.002477i,0.0031857+0.0039553i,0.0034467+0.0028696i,0.0026926+0.0029156i,0.0036016+0.0034349i,0.0050634+0.0020287i,0.0050534-0.001487i,0.0014635-0.0062369i,-0.0061834-0.011217i,-0.013786-0.01475i,-0.016885-0.015623i
-0.0054547-0.00077162i,-0.013733-0.010366i,-0.024846-0.030262i,-0.023476-0.05437i,-0.0084281-0.059154i,-0.0012119-0.047338i,0.0018538-0.037445i,0.0047803-0.022446i,0.002658-0.0065033i,0.0011884-0.0020676i,0.0021547-0.0035562i,0.0017321-0.004363i,-0.00021329-0.0049286i,-0.0017671-0.0062272i,-0.0027686-0.0068897i,-0.0038641-0.0062929i,-0.0043361-0.0047718i,-0.0034935-0.0027629i,-0.0021444-0.0010073i,-0.00010425+0.00038528i,0.0046021+0.0042075i,0.010295+0.011216i,0.013326+0.015081i
0.0025806-0.0030345i,0.0098922-0.0044277i,0.018368+0.0056971i,0.017817+0.02797i,0.0083505+0.039938i,0.011424+0.036024i,0.017297+0.02804i,0.014702+0.014995i,0.014331+0.0043031i,0.013943+0.0013717i,0.0095644+0.00015683i,0.0047397-0.00070366i,0.0041248+0.00024571i,0.0060616+0.00087366i,0.0081307-0.00021531i,0.0078157-0.00098556i,0.0059399-0.00032837i,0.0047143+0.00012114i,0.0035938-0.00087946i,0.0016453-0.0036161i,-0.0038707-0.0083285i,-0.011472-0.014868i,-0.016457-0.017655i
0.0075239-0.00080283i,0.0055046-0.0076307i,0.00091617-0.019628i,-0.0037568-0.033495i,-0.0037469-0.035i,-0.0036972-0.024459i,-0.00086155-0.015988i,0.0040255-0.006232i,0.0033943+0.00037548i,0.0011373+0.0012696i,0.00075978+0.00092542i,-6.1852e-05+0.00021036i,-0.0021947-0.00088315i,-0.0036386-0.00048091i,-0.0023811+0.000984i,0.0005432+0.0014722i,0.0014534+0.0010871i,0.001645+0.0014777i,0.0029807+0.0029226i,0.0045188+0.0043273i,0.0080836+0.0061605i,0.013381+0.0090952i,0.016981+0.010748i
0.0049291+0.0026401i,0.0089577+0.010647i,0.012153+0.024508i,0.0081636+0.03889i,-0.0016286+0.041901i,-0.0035492+0.035788i,-0.0027161+0.029485i,-0.00011279+0.018331i,0.0039503+0.0076154i,0.0032585+0.0030607i,0.00017934+0.0019337i,-8.3116e-05+0.00053463i,0.0024658-0.00071116i,0.0039676+0.00038621i,0.0045318+0.0019828i,0.004097+0.002516i,0.0021482+0.001819i,0.00064403+7.2525e-05i,0.00053753+5.0829e-05i,-0.00023862+0.0014357i,-0.0039341-0.00039095i,-0.0094475-0.00685i,-0.013922-0.011411i
-0.005416-0.0010434i,-0.015399-0.00021109i,-0.024253-0.0080531i,-0.023055-0.023141i,-0.013576-0.030011i,-0.011226-0.026407i,-0.0095853-0.020096i,-0.0064283-0.010217i,-0.0056511-0.0023709i,-0.0034666-0.0013096i,-0.0022068-0.0019405i,-0.0023636-0.00038416i,-0.0032976+0.000977i,-0.0046373+0.0015293i,-0.0053038+0.0029404i,-0.0029974+0.003935i,0.00056069+0.0040211i,0.0020977+0.0040873i,0.0022664+0.003556i,0.0026008+0.0027804i,0.0058535+0.0049837i,0.012166+0.010091i,0.016955+0.012524i
-0.0065074+0.00077925i,-0.0085823+0.00011586i,-0.0081228+0.0035502i,-0.0058042+0.013107i,-0.0060386+0.017031i,-0.0045412+0.014094i,-0.0040621+0.010771i,-0.0053845+0.0047923i,-0.0019593+0.0013132i,0.0012895-0.00023067i,0.0012732-0.0026791i,0.0021271-0.0035695i,0.0044394-0.0035498i,0.0053122-0.0036377i,0.0031185-0.003039i,-0.000231-0.0024564i,-0.0030555-0.0016136i,-0.00427-0.001067i,-0.0034119-0.00050768i,-0.0028944-6.3308e-05i,-0.0054177-0.0018937i,-0.01113-0.0057674i,-0.015011-0.0085105i
-0.0015086+0.0005062i,-0.0020593-0.0082419i,-0.0047222-0.021287i,-0.004346-0.03107i,0.00023874-0.032307i,0.0036443-0.029706i,0.0065774-0.025861i,0.0055146-0.015704i,0.0018547-0.0067152i,0.0020595-0.0026249i,0.0041707-0.0010749i,0.0024363+0.00075742i,-0.0017844+0.0039853i,-0.0046678+0.005302i,-0.0045553+0.0037268i,-0.0018354+0.0036123i,0.0014401+0.0043707i,0.0033411+0.003219i,0.0019071+0.00062245i,0.001082-0.0023848i,0.0032229-0.001552i,0.0080097+0.0045579i,0.012634+0.010091i
0.0024509-0.0012857i,0.0064923-0.00089261i,0.0093555+0.0041659i,0.0068731+0.013666i,0.00053449+0.019786i,0.0015356+0.019462i,0.0047153+0.016774i,0.0052171+0.0094997i,0.0055405+0.0021892i,0.0048017+0.0019014i,0.0047414+0.00361i,0.0049895+0.0026542i,0.0052018+0.00055464i,0.0057026-0.0021293i,0.0059353-0.0040144i,0.0032176-0.0055934i,-0.00084832-0.0058782i,-0.0023044-0.0048978i,-0.0012029-0.0029983i,-0.00010771-0.00019808i,-0.0019759-0.00028428i,-0.0075685-0.0048331i,-0.013051-0.008585i
0.0032474-0.00033945i,0.0010983-0.0021703i,-0.0039943-0.0062554i,-0.0061147-0.011438i,-0.0030418-0.011852i,0.00098568-0.0072906i,0.007222-0.00247i,0.012299+0.0016589i,0.010797+0.0023782i,0.0068223+0.002061i,0.0026374+0.0044039i,-0.00082778+0.0066728i,-0.0029536+0.0065207i,-0.0040397+0.0056691i,-0.0028978+0.0051278i,0.00098447+0.0045856i,0.0038764+0.0040687i,0.0054191+0.0020822i,0.0051987-0.00060669i,0.0031116-0.0020627i,0.0033408-0.00092456i,0.0066633+0.0026628i,0.0096775+0.0059807i
