-0.0016653+0.00036581i,-0.0011446-6.3939e-05i,-0.0025222+0.00054694i,-0.0028317+0.00047766i,-0.0028594+0.0010966i,-0.0028705+0.0018523i,-0.0018232+0.0018353i,-0.00063539+0.0015676i,0.00015787+0.0011793i,0.001036+0.00069766i,0.0008079+0.00065608i,0.00095278+0.00053856i,0.0015773+0.0001547i,0.00082392-0.0006256i,0.00051603-0.00013538i,0.00017545+0.0004609i,-0.00079771+7.033e-05i,-0.00093606-0.0001847i,-0.0011213-4.0824e-06i,-0.001259+0.00011391i,-0.00026789-0.00026425i,0.00012521-0.00029306i,-5.0836e-05+1.5212e-05i
-0.00077588-0.0015042i,-0.0013395-0.0029019i,-0.0013537-0.0028501i,-0.001499-0.001846i,-0.001841-0.0025525i,-0.00426-0.0033501i,-0.0067383-0.001401i,-0.0077927+0.0015835i,-0.006336+0.0047573i,-0.0028215+0.0047103i,-0.0011493+0.0010989i,-0.0010728-0.0016591i,-0.00016624-0.002397i,0.00043348-0.0021355i,0.00066188-0.0015259i,0.00076204-0.0011088i,0.0003287-0.00031228i,-0.00063451+0.00052893i,-0.0017884+0.00044051i,-0.0017111-0.00029939i,-0.00037186-0.00051002i,0.00051668-0.0003315i,0.0005273-0.00034793i
0.0016545-3.8078e-05i,0.0029185-1.4875e-05i,0.0029227-0.0010214i,0.0010523-0.0014101i,-0.0013462-0.00016714i,-0.0024221+0.00034444i,-0.0029504+0.00097635i,-0.0032209+0.0031596i,-0.0012073+0.0044024i,0.00062933+0.0033423i,-0.00084529+0.00081806i,-0.0023164-0.0010625i,-0.0022609-0.0010584i,-0.0017954-0.00071262i,-0.0014085-0.00054907i,-0.00011708+0.00036566i,0.00022672+0.00043506i,-0.00047617-0.00029469i,-0.00015807-0.00019768i,4.095e-06+0.00031662i,-0.00031127+0.00056516i,0.00015542+0.00056024i,0.00084574+0.00062961i
-0.00043011+0.0010837i,-0.00084902+0.00095593i,-0.00036642+0.00097645i,-0.0011507+0.00076963i,-0.0016684+0.00062221i,-0.0018915+0.0018776i,-0.0019135+0.0034171i,-9.601e-05+0.0042362i,0.0012293+0.003846i,0.00052887+0.0018212i,-0.0011547+0.00071829i,-0.0019402+0.0014151i,-0.0020463+0.0017466i,-0.001644+0.0008703i,-0.0012189+0.00019186i,-0.0012992-0.00033558i,-0.00089138-0.00025883i,-0.0010328+0.00025774i,-0.00079232+0.00027065i,0.00038062-0.00015088i,0.0011921-1.6017e-05i,0.0012806+0.00030686i,0.00060525+0.00045967i
0.00055132+0.0012331i,0.0013212+0.00086522i,0.0020725-0.00043815i,0.0018604-0.0016892i,0.00067888-0.0019024i,-0.0010466-0.00029349i,-0.00099271+0.0018196i,0.00027935+0.0010827i,0.0010414-0.00089371i,8.5649e-07-0.0012263i,-0.0006827+0.00076351i,0.00030605+0.0025888i,0.00012622+0.0022189i,-0.00057732+0.00063759i,0.00033109-0.0007056i,0.00089234-0.00098104i,0.00058066-0.00088715i,0.00014319-0.00045503i,-0.00018961+7.5922e-05i,6.3915e-05+6.9552e-05i,0.00049096-0.00032361i,0.00028524-0.0008351i,-0.00040466-0.001418i
-0.00078133+0.0012791i,0.00014203-0.0002234i,-0.00072556-0.00039918i,-0.0020684-0.00080436i,-0.0024036-0.00054752i,-0.00083991+0.0012866i,0.0014624+0.0014389i,0.0022543+6.7559e-05i,0.0003951-0.0013127i,-0.0012934-0.00065925i,3.3208e-05+0.0013582i,0.002576+0.0022095i,0.0028824+0.0015491i,0.0018456+0.00047991i,0.00065533-2.0599e-05i,0.00064408-0.0010086i,0.00078139-0.0019125i,-0.00026027-0.0024315i,-0.00025846-0.0023244i,0.00040202-0.0014607i,0.0008129-0.00057735i,0.00025059-0.0004927i,-0.00051233-0.00091906i
0.00018816+0.00089117i,0.00071548+0.0024561i,0.0015176+0.0025415i,0.0014518+0.0002658i,0.00091694-0.0020749i,0.0011433-0.0019353i,0.0020055-0.0017096i,0.00056641-0.0023944i,-0.0030814-0.0011938i,-0.0036138+0.0011592i,-0.00034807+0.0012828i,0.0011765-0.00070862i,0.0011609-0.0012838i,0.001554-0.00021434i,0.0010415+5.6002e-05i,0.00043728-0.00026857i,0.00042026-0.00036157i,-0.00018795-0.00084594i,-0.00067343-0.0016458i,-0.0002533-0.0014891i,-0.0011796-0.0008091i,-0.0015428-0.00057782i,-0.00034407-0.00039354i
-0.00076926+0.0010611i,-0.00022896-0.00013285i,-0.00084562+0.00043762i,-0.0024286+0.0011344i,-0.0035967+0.0010932i,-0.0028678+0.00024257i,-0.001196-0.0011881i,-0.0010659-0.0020739i,-0.0019426+6.2926e-05i,-0.0012607+0.002383i,0.00012622+0.00046545i,0.00061661-0.0017131i,0.00025258-0.0014683i,0.00027657-0.00096052i,-6.9853e-05-3.7506e-05i,-0.00060118-0.00021744i,-0.00061233-0.0010635i,-0.00083839-0.00084886i,-0.0012758-0.00039236i,-0.0010167-0.0002618i,-0.00075745-0.00023732i,-0.00058531-5.5115e-06i,-0.00037446+0.00029545i
-0.00023012+0.0062896i,0.0018469+0.0065012i,0.0032139+0.0065894i,0.0027226+0.0046004i,0.0013477+0.001482i,-0.00023309-0.0021046i,-0.0028285-0.0030016i,-0.0041878-0.00052247i,-0.002891+0.0030582i,-0.00041372+0.0038502i,-4.0022e-05+0.0014552i,-0.00083219+0.00020214i,-0.00037321+0.00085545i,0.00049445+0.00053052i,0.00082551-0.00056577i,0.00060868-0.00074385i,0.00030339-0.0007656i,9.9548e-05-0.00032091i,-0.00021521+0.00060316i,2.8556e-05+8.0869e-05i,5.2776e-05-0.0010611i,-0.00056899-0.00040707i,-0.00064779+0.00025885i
0.009233-0.012065i,0.0081891-0.01464i,0.0031491-0.023746i,-0.003671-0.019879i,-0.0093792-0.0097867i,-0.0094699+0.00049795i,-0.0039988+0.0033324i,-0.0014614+0.00076183i,9.9024e-05-0.0013786i,-0.00024114-0.003496i,-0.0040152-0.0027328i,-0.0064453+0.00053475i,-0.005055+0.0020942i,-0.0027136+0.00089005i,-0.0018689-0.00075283i,-0.0013076-0.001396i,-0.00087818-0.0015243i,-0.001194-0.0013477i,-0.0011471-0.0015827i,-0.0010928-0.0015238i,-0.0011747-0.0005832i,-0.0010643-6.8771e-05i,-0.00022291-3.948e-05i
0.0018396-0.00090126i,0.0023117+6.0638e-06i,0.0018012-0.0019695i,0.00047038-0.0039288i,-0.00090608-0.0032185i,-0.0019925-0.00052593i,-0.001332+0.0014739i,-0.00056298+0.001834i,-0.0015959+0.0013111i,-0.0020836+0.0010512i,-0.0015404+0.0011651i,-0.00027939+0.0013224i,0.0005066+0.00097063i,0.00011532-0.00014263i,0.00075119-0.00092739i,0.00041739-0.0019193i,2.3351e-05-0.0015952i,0.00075838-0.00072044i,0.00045537-0.0011344i,-6.6208e-05-0.00072036i,0.00020169-3.6064e-05i,0.00048121-0.00015632i,-4.7716e-05-0.00069873i
-0.003073-0.0024298i,-0.0033265-0.0031558i,-0.0047364-0.0033663i,-0.0043042-0.0021588i,-0.0027463-0.00021868i,-0.0015443+0.0014099i,-0.0015667+0.001849i,-0.0023491+0.0012984i,-0.0031832+0.0013917i,-0.0038103+0.0023324i,-0.0012042+0.0028207i,0.0023106+0.0019701i,0.0022849+3.9787e-05i,0.00085224-0.0009133i,-9.235e-05-0.0010484i,9.8808e-06-0.0013072i,0.00053338-0.0014664i,0.00079296-0.0016374i,0.00010239-0.00081988i,-0.00060001+8.5025e-05i,0.00010912+0.00039118i,0.00079861+0.00026014i,0.0010772-0.00030304i
0.00091378+0.0028052i,0.0023829+0.0027522i,0.0020553+0.0013149i,-0.00017404-0.00061116i,-0.0019379-0.0015291i,-0.0024288-0.00053908i,-0.0014294+0.0011098i,-0.00045125+0.0019521i,-0.0011002+0.002236i,-0.0014308+0.0025914i,-0.00025742+0.0015772i,0.00052651-0.0005196i,-0.00030663-0.0014387i,-0.00031247-0.0008009i,-0.00033282+0.00021963i,-0.001167-1.1843e-05i,-0.0012322-0.00031818i,-0.00076282-0.00079518i,-0.0008167-0.00077828i,-0.00050118-0.00034442i,0.0003307-0.00010705i,0.00066325-0.00062083i,0.00046597-0.000295i
-0.0024231+0.0021773i,-0.0015972+0.003485i,-0.0016465+0.0043586i,-0.0015341+0.0048712i,-0.0018727+0.0039707i,-0.0019034+0.0030204i,-8.9259e-05+0.0030608i,0.0012445+0.0029181i,0.0014942+0.0026982i,0.0014904+0.0013166i,0.00035666-0.0013039i,-0.0016947-0.0025922i,-0.0027251-0.0014688i,-0.0017026-0.00041929i,-0.00020187+0.00019619i,-0.00010639+0.00073757i,-0.00036908+0.00023847i,-0.00022737-0.00042727i,0.00052047-0.00024107i,0.00049712+0.00011128i,-0.00041001-0.00048238i,-3.0373e-05-0.00049638i,1.3695e-05+0.00057596i
0.0012892+0.0048139i,0.0028931+0.0042112i,0.0057061+0.0040863i,0.0063089+0.0030175i,0.0043669+0.0014445i,0.0031026+0.00096125i,0.0030572+0.0014664i,0.0028261+0.00047628i,0.0024252-0.0011327i,0.0015398-0.0012115i,-0.00083613-0.00075768i,-0.00337+0.00020223i,-0.0024817+0.0016217i,-0.00026082+0.0010563i,0.00078454-0.00061678i,0.0005623-0.00030376i,-0.00027073-0.00020693i,-0.00084563-0.00099164i,-0.00036785-0.00085331i,0.00084527-2.1258e-05i,0.00073608-0.00023862i,0.00051515-0.00066232i,0.00024433-0.00019191i
-0.0016723-0.00056504i,-0.0015257-0.0019504i,0.00083251-0.0034297i,0.0034965-0.0038773i,0.0042419-0.0033596i,0.0042962-0.0030372i,0.0034587-0.0036761i,0.0023948-0.0034583i,0.00032361-0.0023539i,-0.0024131-0.0011288i,-0.0042291+0.0020616i,-0.0031453+0.0047201i,0.0001904+0.0039019i,0.0020888+0.0013406i,0.0015025-6.9045e-05i,0.0006968-3.2859e-06i,0.00042257-0.00044276i,-0.00030195-0.00068913i,-0.00031869+6.8044e-05i,5.7005e-05+0.00028991i,-0.00073127-0.00044651i,-0.0013042-0.00044733i,-0.00084154+0.00070682i
0.00082144+0.0014706i,0.0014917+0.0017046i,0.0010359+0.00037951i,0.00023108-0.0018249i,-0.00026017-0.0033988i,-9.958e-05-0.0041494i,-0.00081669-0.0046376i,-0.0024571-0.0046839i,-0.0041639-0.0024773i,-0.0052483+0.0010307i,-0.0029113+0.0036093i,0.0011315+0.0035863i,0.0031828+0.0022568i,0.0029281+0.00023626i,0.00199-0.0011408i,0.0010787-0.0011354i,0.00010868-0.0007687i,-0.00068015-0.00081279i,-0.0010226-0.00045644i,-0.0003357+0.00039565i,0.00019022+0.00054371i,0.00036794+0.00023765i,0.00061142+0.00040131i
-0.0036705+0.00039442i,-0.0051581+0.0015398i,-0.0047344+0.0014514i,-0.0020173+0.00035898i,-0.001732-0.00061554i,-0.0037617-0.0020971i,-0.0051615-0.0034608i,-0.0057484-0.0030553i,-0.005521-0.0010564i,-0.0036423+0.002038i,-9.367e-05+0.0036108i,0.0024027+0.0016832i,0.0030624-0.00082811i,0.002545-0.0012522i,0.0010873-0.00078817i,0.00019725-0.0014827i,-0.00018495-0.001793i,-0.0004217-0.001025i,0.0001887-0.00063109i,0.00029131-0.00095054i,0.00038823-0.00073407i,0.00087057+0.00025716i,0.00076598+0.00054921i
0.0003788-0.00053173i,0.0024642-0.00062013i,0.00096903-0.0011894i,-0.0020925-0.0021902i,-0.0044766-0.0012463i,-0.0061758+0.00022279i,-0.00741+0.00084848i,-0.0075561+0.0019238i,-0.0053454+0.0036257i,-0.0014545+0.0030964i,0.0011787-0.00020979i,0.0017929-0.0024395i,0.00060465-0.002685i,-0.00064113-0.0023265i,-0.00061394-0.0019223i,-0.000113-0.0015412i,8.0447e-05-0.0010867i,0.0011344-0.00081413i,0.001377-0.00070403i,0.0006228-0.00065358i,-0.00025611-0.00064877i,-0.00075488-0.0009018i,-0.00082838-0.00086019i
-0.0016161+0.0016392i,-0.0018509+0.0019205i,-0.0019969-0.00040063i,-0.0034712-0.00064411i,-0.004978+0.0017826i,-0.0041584+0.0042851i,-0.0032261+0.0073147i,-0.0033798+0.0086319i,-0.002273+0.0060284i,0.00012393+0.0016679i,5.4705e-05-0.0022108i,-0.0023874-0.0029201i,-0.0037279-0.0019288i,-0.0026619-0.0011885i,-0.001332-0.00045874i,-0.00037095-0.00076952i,0.00055263-0.00089498i,0.00094234-0.0011564i,0.0008504-0.00097041i,0.00053223-0.00034395i,0.00015346-0.00056512i,0.00012347-0.00044057i,1.6819e-05+0.00035816i
-0.00040998+0.0036814i,0.001019+0.0016609i,0.0013611+0.0024141i,0.001262+0.003002i,0.0015759+0.0029531i,0.0022578+0.0044015i,0.0029464+0.0060659i,0.0027914+0.0063707i,0.0016776+0.003765i,0.00012274-0.00012635i,-0.0033899-0.00087852i,-0.0062358+0.00077899i,-0.0044424+0.0015159i,-0.00060619+0.0014876i,0.00029844+0.00040011i,-0.00053303-0.0013027i,-0.00056535-0.0015152i,-0.00078612-0.0011646i,-0.0006867-0.0012564i,-0.00085659-0.00060489i,-0.00061561-0.00029854i,-0.00031561+0.00018308i,-0.00037286+0.00049765i
0.00044035+0.0027378i,0.0014824+0.0027708i,0.0032298+0.0031998i,0.0038915+0.0027951i,0.0035752+0.00013025i,0.00372-0.002054i,0.0053251-0.0016164i,0.0064178-0.0011803i,0.003341-0.0013676i,-0.0015528-0.00077396i,-0.0036637+0.0018831i,-0.0022821+0.0034035i,0.00049784+0.003192i,0.0012551+0.0020897i,0.00061108+0.00072135i,-9.1108e-05-0.00024226i,-0.00070535-0.00083333i,-0.0009742-0.00041349i,-0.0010283+4.0889e-05i,-0.00091249+0.00010734i,-7.1212e-06-0.00055977i,0.00049611-0.0010173i,-0.00023073-0.00079478i
0.0010916+0.001735i,0.0019801+0.00060078i,0.0036937-0.00070843i,0.0039387-0.0018603i,0.0027767-0.0031385i,0.0015373-0.0051424i,0.0015795-0.007487i,0.0019168-0.0078645i,-0.00012081-0.0041076i,-0.0025976+0.0010931i,-0.0014534+0.0044141i,0.0014039+0.004627i,0.0032771+0.002881i,0.0037313+0.0010105i,0.0025928-0.00028819i,0.00090384-0.00096153i,0.00046514-0.00088841i,0.00067173+0.00013973i,0.00021751+0.00075162i,5.7492e-05+8.0823e-05i,0.00055025-0.00037809i,0.00060375+8.3222e-05i,0.0011336+0.00021617i
-0.0029006+0.0016915i,-0.0017589+0.0010811i,-0.0020993+0.0011793i,-0.0025909+0.00025592i,-0.0026648-0.0023205i,-0.0042696-0.0046658i,-0.0053529-0.0069477i,-0.0059976-0.007858i,-0.0054687-0.0051825i,-0.0019257-0.00028405i,0.0025195+0.0020588i,0.0046392+0.0007212i,0.0041773-0.0012086i,0.0033467-0.0015679i,0.001943-0.00073127i,0.00082434-0.0010028i,0.00025149-0.0012401i,0.00039393-0.00042463i,0.0010808+0.00088872i,0.0012349+0.0010465i,0.0010122-0.00056513i,0.00034149-0.00087862i,0.00012043-0.00056326i
-0.0044265+0.0013416i,-0.0039293+0.0026919i,-0.0038058+0.0028848i,-0.0044485+0.0024939i,-0.0055113+0.0015626i,-0.0064923+0.00046445i,-0.0084247-0.00034638i,-0.010764-0.00050554i,-0.0093106+0.00068453i,-0.0033592+0.0013046i,0.00097293-0.00026053i,0.00149-0.0020235i,0.00056065-0.0028445i,-0.00013687-0.0024995i,-0.00012826-0.00096238i,0.00032609-0.00054111i,0.00044008-0.0013076i,-6.5641e-05-0.0011093i,-0.00042614-0.00019136i,-0.0004128-0.00018874i,-0.00024748-0.00030604i,3.4329e-05-6.6723e-05i,-0.00059304-0.00021748i
-0.0011434+0.0009643i,-0.00068467+0.001479i,-0.0015029+0.0026945i,-0.0027721+0.0034795i,-0.0039852+0.0042798i,-0.0045175+0.0056983i,-0.0051678+0.0082331i,-0.0065901+0.0096273i,-0.0057496+0.007791i,-0.0032312+0.0033435i,-0.0020633-0.0014682i,-0.0025219-0.0026504i,-0.0028417-0.0014679i,-0.0019866-0.0010406i,-0.0010659-0.00091829i,-0.00074807-0.001044i,-0.00020047-0.0011249i,-0.00032877-0.0012247i,-0.00018381-0.0014416i,6.6276e-05-0.0012766i,0.0002928-0.00031658i,0.00020499+0.00057848i,-0.0002508+0.00088925i
-0.0010607+0.0019547i,0.0003797+0.0028627i,0.0011706+0.0043403i,0.0014386+0.0044146i,0.0017664+0.002926i,0.0031496+0.0036915i,0.0051998+0.0074276i,0.0048396+0.0096536i,0.0023462+0.008315i,-0.0011722+0.004649i,-0.0035075+0.0013691i,-0.0030033+0.0008156i,-0.0016946+0.0012997i,-0.0015237+0.0018981i,-0.0013126+0.0019467i,-0.00028691+0.001053i,-4.4918e-05+0.00031944i,-9.7871e-05+0.00024098i,-0.00012319-0.00021492i,-0.00046496-0.00021597i,-0.00016152-0.00015229i,0.0001277-0.00039735i,3.3499e-05+0.00013463i
-0.00042339-0.001728i,0.00049807-0.0020258i,0.0016058-0.0021452i,0.0017468-0.0015227i,0.0010499-0.0014402i,0.0033068-0.0018315i,0.0075977-0.0018719i,0.010089-0.00048983i,0.0074795+0.0014916i,0.0010636+0.0031631i,-0.0029334+0.0045287i,-0.0027976+0.0042656i,-0.0013627+0.0026965i,-0.00069285+0.0014713i,0.00017892+0.00018105i,0.0012547-0.0006942i,0.0011268-7.2142e-05i,0.0010104+0.00061719i,0.00014353+0.00014723i,-0.0008528-0.00043573i,-0.0010332-0.00072034i,-0.00031982-0.00098514i,0.00045993-0.00044267i
-0.00026942+0.0018324i,0.00018461+0.0021252i,0.00011546-0.00049251i,0.00060481-0.0034241i,-4.5757e-05-0.0041795i,0.00015893-0.0054196i,0.0019065-0.0087027i,0.002595-0.01033i,0.0027924-0.0065295i,0.0019151-0.00031364i,0.0014863+0.0033282i,0.0019443+0.0038479i,0.0017602+0.0018356i,0.001176-0.00034569i,0.001431-0.00053727i,0.0016687-0.00038665i,0.0010884-0.00031829i,0.00024606-0.00025889i,0.00039077-0.00046058i,0.00059297-0.00024447i,5.5787e-05-0.00021964i,0.00050465-0.00083169i,0.0014856-0.0005003i
-0.00056071+0.0016252i,-0.00016425+0.00060527i,-0.00015595-0.0013266i,-0.00083495-0.0025882i,-0.0025894-0.0037188i,-0.0064086-0.0055087i,-0.0095626-0.0090027i,-0.0096869-0.011382i,-0.0067734-0.0077841i,-0.0021603-0.0022804i,0.0018441-0.00095128i,0.0031034-0.001706i,0.0016848-0.002593i,0.00059732-0.0028361i,0.0010566-0.002444i,0.00086647-0.0019188i,0.00010376-0.0016509i,-0.00079587-0.0013106i,-0.00032761-0.00032963i,0.00035809+0.00042897i,3.8529e-05+4.7731e-05i,-0.00023948-0.00017451i,-0.00065777-0.00038149i
-0.0003671+0.0020848i,0.00032111+0.0017436i,0.00043075+0.0010761i,-0.0018475+0.00020079i,-0.0049457-2.3118e-05i,-0.0079662+0.0011592i,-0.012768+0.0021654i,-0.015514+0.001514i,-0.012375+0.00089652i,-0.0059097+0.00061133i,-0.0013418-0.00087538i,-0.00021348-0.0018836i,-0.00039013-0.0010283i,-0.00091851-0.00027385i,-0.0019883-0.0012067i,-0.002008-0.001842i,-0.0016889-0.0018418i,-0.0016439-0.0018169i,-0.00068659-0.001371i,0.00034005-0.00047688i,0.00095873-0.00039484i,0.00087361-0.00074571i,-0.00015772-0.00033072i
-0.0011094-0.0032493i,-0.0010148-0.0018138i,-0.0033481-0.0017239i,-0.006679-0.0014501i,-0.0073819+0.001694i,-0.0057055+0.0064098i,-0.0051342+0.012222i,-0.006816+0.015526i,-0.0074623+0.011819i,-0.0059046+0.0046217i,-0.0050992+0.00010734i,-0.0036112-0.00014663i,-0.00084516+0.0019718i,0.00035952+0.0025663i,-0.00027181+0.00162i,-0.0015147+0.0012444i,-0.0015434+0.00076087i,-0.00058004-8.6103e-05i,-5.5595e-05-0.00030566i,0.00048064-0.00013648i,0.00076749-0.00059788i,0.00026903-0.00024361i,-0.00033471+0.00014546i
-0.0017938+0.00096267i,-0.0016074+0.0017846i,-0.00072022+0.0034279i,-0.00055381+0.0046912i,-0.00016239+0.004369i,0.0035812+0.0062087i,0.0083424+0.011443i,0.010387+0.014088i,0.0069204+0.011915i,0.00023459+0.0078176i,-0.0035806+0.0044662i,-0.0026865+0.0030711i,-0.00021085+0.0028738i,0.0010815+0.0023167i,0.0010859+0.001346i,0.0013983+0.00073094i,0.0010932+0.00038266i,0.0001255+0.00031228i,-0.00032382-0.00033504i,8.4787e-05-0.0012765i,0.0002835-0.00067193i,-0.00028299-0.00042996i,-0.00085-0.00067084i
-0.00057289+0.00047892i,0.00059266+0.0011765i,0.0012029+0.0016069i,0.0020873+0.001186i,0.0033999+0.00095974i,0.0073819-0.00045911i,0.014308-0.0028591i,0.018036-0.0033559i,0.013578-0.001514i,0.0049039+0.0023008i,-0.00054124+0.0052194i,-0.00089683+0.00413i,0.00053353+0.0018166i,0.0013618+0.00055469i,0.0023124-0.00013399i,0.0029641-0.00015176i,0.0019304-0.00046934i,0.00022054-0.00062522i,-0.00076658-0.00041363i,-0.00076558-0.00028701i,-0.00073606-0.00051674i,-0.00043724-0.000655i,0.00061517-0.00040098i
-0.0020021+0.0017532i,-0.00018072+0.0014697i,0.0014252+0.00059841i,0.0032893+0.00011912i,0.0043584-0.0022157i,0.0038215-0.0088011i,0.0055822-0.016822i,0.0067309-0.020321i,0.0044114-0.014938i,0.0027763-0.0054394i,0.0031194+0.00081235i,0.0033895+0.0024234i,0.0027817+0.0012127i,0.0022105-0.00086924i,0.0014204-0.00248i,0.0011178-0.0023236i,0.0015132-0.0017479i,0.0012801-0.0011774i,0.00042391-0.00026378i,-0.00016591+9.0737e-05i,-0.00051071+0.00021216i,-0.00066624+0.00039622i,-0.00075024+2.9085e-05i
0.0010083+0.00015604i,0.0011083+0.00055653i,0.0018425-0.0016469i,0.0019868-0.0053537i,-0.00077181-0.0065768i,-0.0057585-0.0089328i,-0.011397-0.015396i,-0.015625-0.018395i,-0.01327-0.014302i,-0.0051719-0.0075776i,0.00069715-0.003347i,0.00187-0.0018215i,0.00079926-0.0014644i,-0.00066958-0.0019708i,-0.0005313-0.0020747i,0.0001335-0.0013186i,5.9928e-05-0.0013239i,0.00021754-0.0018826i,0.00010655-0.0012362i,0.00018553-7.0127e-05i,1.8919e-05-0.00023459i,-0.00017087-0.00069104i,0.00033803-0.0010004i
-0.0023134-0.0012629i,-0.0032549-0.001464i,-0.0041753-0.0046595i,-0.0065184-0.0053624i,-0.0099029-0.0036842i,-0.014743-0.0023639i,-0.022177-0.00032822i,-0.026807+0.0027979i,-0.022055+0.0043009i,-0.011476+0.0023163i,-0.0040332-0.0012924i,-0.0010986-0.0027221i,-7.7343e-05-0.0010092i,5.5888e-05+0.00044055i,-0.00058336-0.00013771i,-0.0018108-0.0014041i,-0.0010708-0.00153i,-0.00090316-0.0013581i,-0.0010073-0.0018065i,0.00023119-0.00094833i,0.00047774+0.00022465i,-0.0003032+0.0005747i,-0.00040522+0.00022242i
-0.0023327+0.0012904i,-0.0034145+0.0025381i,-0.0046088+0.0039052i,-0.0061366+0.0035285i,-0.0088243+0.004608i,-0.011075+0.009497i,-0.013561+0.018262i,-0.014587+0.025022i,-0.010852+0.021628i,-0.0063301+0.010593i,-0.004732+0.0020088i,-0.003501-0.00069429i,-0.0016542-3.4646e-05i,-0.00050813+0.00046551i,0.00032174-4.4823e-05i,0.00010963-0.0013039i,0.00042722-0.001611i,0.00040429-0.00078491i,-0.00045471-0.0007124i,-0.0004564-0.0011144i,-0.00024074-0.00084584i,-0.00065396-0.00046016i,-5.2137e-05-0.00024404i
-0.00033447+0.0032184i,0.00033991+0.0034882i,0.0008425+0.0044657i,-0.0002607+0.0068198i,-0.0015414+0.0079286i,0.00043241+0.011182i,0.0061042+0.019296i,0.011784+0.024542i,0.010856+0.01921i,0.0035645+0.010026i,-0.0024239+0.0045972i,-0.0033535+0.0014789i,-0.0018878-0.00050147i,0.00012578-0.0010891i,0.0013527-0.00048285i,-0.00027759-3.0036e-06i,-0.0015652-0.0010862i,-0.0016398-0.0021016i,-0.0012672-0.0021045i,-0.00024052-0.0013485i,0.00067704-0.00069201i,0.00090466-0.00093007i,0.00037807-0.001193i
0.00023233+0.0010859i,0.0014645+0.00064334i,0.002553+0.0019804i,0.0034215+0.0044984i,0.0052555+0.0056189i,0.01078+0.006381i,0.020114+0.0061144i,0.025913+0.0026645i,0.020237-0.0011435i,0.0081605-0.00055974i,0.00039295+0.0022975i,-0.0011653+0.0027515i,-0.00058381+0.0012979i,-0.00026714+0.00070607i,-0.00064712+0.00099213i,-0.00084387+0.00066839i,-0.00048911+0.00042989i,-0.00083429+0.00060283i,-0.0012289+0.00076767i,-0.00081311+0.00028209i,-0.00050698-0.0003937i,-4.4411e-05-0.0006444i,-0.00026118-0.00082596i
0.001469-0.0010881i,0.0032793-0.00057539i,0.0069424-0.0025074i,0.0089978-0.0041108i,0.0086806-0.0048898i,0.010288-0.0071515i,0.015453-0.014345i,0.016866-0.021937i,0.0098129-0.01943i,0.0025593-0.0081911i,0.0012557+2.2463e-06i,0.0014414+0.0023047i,0.00026824+0.0024484i,-0.0008094+0.0014439i,-0.0011999+0.00089483i,-0.0010359+0.0012521i,4.3687e-06+0.0011898i,0.00028202+0.001139i,-0.00037095+0.00079924i,-0.00025512+0.00093916i,0.00018487+0.00084393i,0.00010153+0.00043309i,-0.00024774-4.433e-05i
-0.0019016-0.001501i,-0.0037498-0.0022183i,-0.0035144-0.00634i,-0.002188-0.010388i,-0.0011108-0.011582i,-0.0015796-0.014316i,-0.005946-0.021959i,-0.012191-0.026319i,-0.014153-0.018776i,-0.0089216-0.0073891i,-0.0024084-0.0011847i,0.00040453+0.001199i,0.0011926+0.0021809i,0.0026179+0.0017726i,0.0024408+0.001345i,0.0020617+0.0011207i,0.0026012-0.00022661i,0.0017284-0.0009117i,0.00084397+1.2771e-05i,0.0012296+0.00042449i,0.0012153-0.00023461i,0.00088484-0.00050129i,0.00067676-0.00057908i
0.00085097+0.0014822i,0.00056305+0.00086047i,-0.0013775-0.0029552i,-0.0055961-0.0073345i,-0.0088341-0.010316i,-0.012618-0.011585i,-0.021398-0.010783i,-0.028416-0.0067805i,-0.025167-0.00038308i,-0.014135+0.0016563i,-0.0055227-0.0003503i,-0.0011102-0.001418i,0.0015929-0.0007684i,0.0020477-0.00036925i,0.0021105-0.00090788i,0.0023308-0.0018182i,0.0023399-0.0021313i,0.0020604-0.0016092i,0.0013748-0.0012465i,0.0010687-0.0017675i,0.00046747-0.0017822i,-0.0011587-0.00095123i,-0.0014425-0.0004538i
-0.00028205+0.00044081i,-0.0015578+0.00047393i,-0.0046977+0.00032645i,-0.011132+0.00028763i,-0.016505-0.00083853i,-0.019243+0.0012578i,-0.021847+0.0091215i,-0.021161+0.017866i,-0.01414+0.018035i,-0.0062853+0.0098315i,-0.0029857+0.002609i,-0.0015491-0.00072502i,0.00044091-0.0019776i,0.0014661-0.0016196i,0.0015514-0.0010991i,0.00044184-0.0023604i,-0.00029287-0.0037912i,-0.00058532-0.003801i,-0.00063939-0.0024289i,-0.00068943-0.0011492i,-0.0010081-0.00095117i,-0.00098627-0.00041263i,-0.00037283+0.00056781i
-0.0035149+0.0012112i,-0.0025072+0.0025909i,-0.0030227+0.0068861i,-0.0036489+0.012129i,-0.0050946+0.014051i,-0.0056902+0.015841i,-0.0032211+0.021153i,0.0028787+0.024647i,0.0065734+0.018484i,0.0027377+0.0083855i,-0.0019048+0.0027894i,-0.0021925-0.0002432i,-0.0010098-0.0024565i,-0.00077206-0.0033596i,-0.00084171-0.0032289i,-0.002131-0.002445i,-0.0033257-0.00229i,-0.0021345-0.0019319i,-0.0014636-0.0015765i,-0.0016697-0.0014761i,-0.00076002-3.435e-05i,0.00019439+0.00094073i,0.00012852+0.00030617i
