-0.0021282-0.0013467i,-0.00085447-0.0028101i,-0.0024617-0.0023389i,-0.0032843-0.0010801i,-0.00082706+0.00083418i,0.0016249+0.0027532i,0.0016253+0.002283i,0.00037294+0.0009666i,-0.00020152-4.8045e-05i,0.0004938-0.00053515i,0.00066257-0.00046028i,8.9372e-05-0.0010299i,0.00064312-0.0008852i,0.0010303-0.00065595i,0.0010008-0.00058917i,0.00071221-0.00069309i,0.00026503+1.4415e-05i,0.00023524+0.00062236i,3.1462e-05-0.00030628i,-0.00053369-0.0015861i,-0.00013699-0.0013208i,0.00035911-0.00067788i,0.00043782-0.00013198i
0.0011926+0.00082715i,0.0011688+0.00096272i,0.0010975-0.0010716i,0.00056676-0.0029617i,-2.8291e-05-0.0015869i,-0.00028955+0.00084656i,-0.00073288+0.00093995i,-0.00062905-0.00062166i,-5.846e-05-0.00089155i,-0.00077023-0.00066227i,-0.00091277-0.00039071i,-0.00027281+0.00038413i,-5.2421e-05+0.00031654i,-0.00019468-3.19e-05i,-0.00076965+0.00034837i,-0.0009741-0.00042163i,0.00020397-0.0013171i,0.0010467-0.00089131i,0.00059518-0.00080782i,5.0712e-06-0.00090713i,-0.00027862-0.00085426i,0.0003222-0.00041251i,0.00061732+0.00013718i
0.0014669+0.0012107i,0.00086364+0.000293i,-0.00086997-0.00045698i,-0.0015028-0.00093298i,-0.0012063+0.00052663i,-0.00016072+0.0016957i,0.00097531+0.0016058i,0.00015859+0.0010516i,-0.00042997+0.00017475i,-7.0061e-05-0.00023426i,0.00025434-0.00016736i,0.00076274-0.00016651i,0.00086082+0.00021544i,0.00059329+0.00057542i,0.001184-5.4985e-05i,0.0015667-0.00018654i,0.0008574-2.1688e-05i,4.2672e-05-0.00013805i,-0.00059435+0.00037135i,-0.00052913+0.0010708i,1.8068e-05+0.00076011i,-0.00013411+0.00030342i,-0.00055538+0.00079781i
-0.0018802-0.0012263i,-0.0026438-0.0017289i,-0.0033789-0.0031069i,-0.0026399-0.0037381i,-0.0018692-0.0011022i,-0.00057508+0.0017768i,0.00031322+0.0023488i,-5.8765e-05+0.0011185i,-0.0012379-0.00014567i,-0.0015633-1.7712e-06i,-0.00093042+0.00056592i,-0.00071367+0.00040323i,-0.0006152+4.2791e-05i,-0.00025834+0.00020642i,0.00055269+0.00082967i,0.0013488+0.00042551i,0.0013156-0.00023706i,0.00088185+0.00025397i,0.00057182+0.00070346i,7.2527e-05+0.00013539i,-0.00017757+0.0002519i,0.00021745+0.00064812i,2.239e-05+0.00021923i
-0.00067717-0.0042912i,-0.0017886-0.0044844i,-0.0025845-0.0039309i,-0.0017048-0.0018486i,-0.00051104+0.00043424i,0.00036158+0.0013362i,0.0004209+0.0011022i,0.00072935+0.0012605i,0.00041095+0.0014895i,-0.0005014+0.0016681i,-0.00056073+0.0014527i,-0.00065368+0.00052086i,-0.00016351+0.00076372i,0.0010059+0.00051307i,0.0015383-0.00036382i,0.0011127-0.00026173i,0.0003077+0.00055592i,-8.7949e-05+5.4616e-05i,0.00017929-0.00091089i,0.00042205-0.00053499i,0.00024974-0.00032123i,-0.0001274-0.0004852i,-0.00063792+0.00017963i
0.0040382+0.001926i,0.0053462+5.824e-05i,0.0049926-0.0017944i,0.0021201-0.0032935i,0.00095804-0.0030131i,0.00055703-0.00036593i,-0.00013497+0.0019275i,-0.0002434+0.0020485i,0.00039277+0.0010479i,0.00079225+8.095e-05i,-0.0004783-0.00058785i,-0.0016552-0.0007656i,-0.0015151-0.00040523i,-0.0014889+0.00036774i,-0.0013364+1.3543e-05i,-0.00045857-0.00062686i,-0.0002796-0.00015015i,-0.00051774+0.00057363i,0.00019037+0.0012542i,9.7214e-05+0.0012419i,-0.00026044+0.00046811i,-0.00040103+0.00039339i,-0.00072061-0.00022612i
0.00034174+0.0038026i,0.0012013+0.003707i,0.002306+0.0020429i,0.00076707-0.0010665i,-0.00093553-0.0017155i,-0.0018571+0.00017882i,-0.0012335+0.00080074i,9.7064e-05+0.0011386i,0.00071843+0.0013827i,0.00064544+0.00027634i,0.00082479-0.00072875i,0.00024046-0.00087473i,-0.00010754-0.00064238i,-0.00081037-0.00043541i,-0.0017822-4.0472e-05i,-0.00095279+0.00012923i,5.7822e-05+0.00038258i,-0.00030847+0.00079152i,-0.0011093+0.00075856i,-0.00090063+0.00027424i,-9.7565e-06-0.0002739i,1.0324e-05-0.00066349i,-0.00016412-0.00015601i
-0.0034818+0.0019116i,-0.0032735+0.0015267i,-0.0025196-0.00026751i,-0.0012772-0.0013315i,-0.00098884-0.00080725i,-0.00075769+0.00079246i,-0.0001693+0.0016615i,-0.00077672+0.00073847i,-0.00096249-0.00033803i,-0.0010373-0.00090188i,-0.00042928-0.00033659i,-0.00013909+0.00045619i,-0.0001611-0.00033866i,0.0003985-0.00088132i,0.00036091-0.00029584i,1.303e-05-6.7666e-05i,-0.00072663-0.00028093i,-0.0010749+0.00049125i,-0.0012955+0.0010702i,-0.0010648-0.00010558i,-0.00027992-0.0006596i,-0.00013271-0.00017783i,-0.0003739-7.1346e-05i
0.0033248-0.0010628i,0.0033448-0.0020327i,0.0023632-0.0039709i,0.00084972-0.0050458i,-4.0987e-05-0.0032366i,0.00046698-0.00059754i,0.0011675+0.00061364i,0.0012614+0.00066582i,9.6678e-05+0.00060333i,-0.00078328-0.000313i,-0.0007358-0.00057744i,-0.0004258-0.00033001i,-0.00010177-0.00045069i,0.00012081+0.00015287i,9.5542e-05+0.0012062i,0.00027741+0.0013477i,0.00059688+0.0011747i,0.00030511+0.00075607i,-0.00021366+0.00023701i,-0.00013972+0.00041699i,-0.00031542+0.0004491i,-0.00043582+0.00035223i,-0.00030312+0.0002057i
0.00081286+0.0033346i,0.002113+0.0029025i,0.0021014+0.0015051i,0.0010786-0.00016275i,0.0011966-0.00060657i,0.0014112+0.00024323i,0.00070242+0.00074899i,6.4247e-05+0.00045277i,-0.00061471+9.5081e-05i,-0.00020453+0.00017941i,0.00051717+0.00019868i,0.00067745-0.00037089i,-0.00028484-0.00037696i,-0.00099255+0.00068797i,-0.00033797+0.0008906i,-0.00044586+0.00028558i,-0.00084496+0.00051372i,-0.00068662+0.00084119i,-0.00076599+0.00087552i,-0.00084532+0.00028672i,-0.00045704-0.00070589i,-0.00026784-4.0106e-05i,-0.00037938+0.00092208i
0.0014689+0.0038246i,0.00073521+0.0040285i,-0.00028616+0.0025366i,-0.0016398-3.816e-05i,-0.0014213-0.00099675i,-0.00041229+0.00015367i,0.00067624+0.0012361i,0.00083683+0.00057367i,8.5257e-05-0.00013007i,0.00010803+8.8657e-05i,0.00070446+0.00023138i,0.00065124+0.00021227i,0.00026062+0.00020678i,0.00026656-0.00012939i,-0.0003137-0.00014623i,-0.00019656+0.0001993i,0.0001972+0.00053023i,-1.6241e-05+0.00056527i,-0.00050933-3.4271e-05i,-0.00086805+0.00032181i,-0.00083062+0.0011531i,-0.00098695+0.00068578i,-0.0010575-4.2406e-05i
-0.0025075+0.00040232i,-0.0031654-0.00015812i,-0.003214-0.0022505i,-0.0018837-0.00374i,-0.0010931-0.0021489i,0.00054905+0.00062391i,0.00085922+0.001321i,-0.00051177+0.00034948i,-0.00037376-0.00013086i,-0.00020519-9.2484e-05i,-0.00049609+0.00020588i,-1.0379e-05+0.000234i,9.8814e-05-0.00036767i,-0.00022573-0.00024328i,-0.00041724-2.1553e-05i,-0.00077305-0.00072629i,-0.00076636-0.00085417i,-0.00096791-1.5613e-05i,-0.001157+0.00018866i,-0.0010031-0.00087423i,-0.0011356-0.00094976i,-0.00086921-0.00017812i,-0.00019874-0.00011945i
0.00098613-0.00069823i,0.001192-0.0011443i,0.00067997-0.0019001i,0.00024087-0.0027756i,-0.00017074-0.002135i,0.00014916-0.00075531i,0.00087284+0.00055689i,0.00073163+0.00068537i,0.00028758+0.00042383i,4.0776e-05+0.00022395i,0.00016264+0.00014125i,0.00051298+0.00019316i,0.00016493+0.001079i,-0.00099996+0.0012052i,-0.00082585-3.8164e-05i,0.00050216-0.00047069i,0.0013234-0.000246i,0.00053474-0.0002405i,0.00067552+0.00014701i,0.00086714+0.00048943i,1.5355e-05+2.1002e-05i,-0.00058681+3.1846e-05i,-0.0012293+0.00018018i
0.00010141+0.0014589i,0.0011116+0.0021347i,0.0010643+0.00083495i,-0.0003002+0.00032452i,-0.0010955+0.00144i,-0.00041434+0.0020849i,0.00083318+0.0016537i,0.00082283+0.00057981i,0.00038695+0.00034084i,0.0005505+0.00041209i,0.00072813+8.1871e-05i,0.00087019+0.00023438i,0.00064807-0.00032541i,0.0001635-0.00094662i,-0.00045695-0.00076514i,-0.00043521-0.00052794i,-9.5265e-05-0.00047896i,-0.00068466-0.001263i,-0.001062-0.0011568i,-0.00038791-0.0006738i,0.00023679-0.00059638i,0.00029563-6.0789e-05i,0.00026555+0.00019111i
-0.0020331-0.0015485i,-0.0020325-0.0014205i,-0.0023013-0.0011382i,-0.0020229-0.00079372i,-0.00073351+0.00062641i,0.00083252+0.0026571i,0.00095704+0.0029341i,0.00035895+0.0017376i,-0.00098756+0.00085137i,-0.0015787-0.00011901i,-0.00082472-0.00058775i,2.0187e-05+5.2457e-05i,-0.00025317+0.00018318i,-0.00068962-0.00044081i,-8.3238e-05-0.0010246i,-0.0001462-0.0014214i,-0.0002053-0.0012255i,0.00015107-0.00039245i,-0.00050428-0.00056357i,-0.0010179-0.00097724i,-0.00066004-0.00066491i,-0.00037672-8.1593e-05i,-0.00066277+0.00020773i
-0.0012583-0.00084801i,-0.0014005-0.0025536i,-0.0010958-0.0040765i,-0.0013455-0.0034677i,-0.0018238-0.00072128i,-0.0013564+0.0012062i,0.00012772+0.0019953i,0.00035614+0.0017647i,-0.00031188+0.00060172i,-0.00026724+0.00014228i,-3.3437e-06+0.00063886i,-0.00013924+0.00099587i,-0.00023229+0.00036496i,-4.8953e-05-0.00021256i,0.00037689-0.00049814i,0.00051341-0.0015107i,-3.1126e-05-0.0022648i,0.00013385-0.0019436i,2.3042e-05-0.0012669i,-0.0010348-0.0011891i,-0.00099679-0.0013345i,0.00038562-0.00032351i,0.0011533+0.00077315i
0.0041259+0.0028078i,0.005386+0.0016031i,0.0052986-0.0011375i,0.003228-0.0029507i,0.0013445-0.0026264i,0.00072753-0.00068017i,-2.255e-05+0.0017001i,-0.00068749+0.0019773i,-0.00099334+0.00028383i,-0.00016044-0.00097739i,0.0009109-0.0010594i,8.1331e-05-0.00074252i,-0.00091638-3.3547e-05i,-0.00097956+0.00079132i,-0.00059215+0.00050447i,-0.00051627-0.00061998i,-0.00041639-0.00058732i,-0.00056744-0.00065442i,-0.0011008-0.0011652i,-0.0011982-0.00018864i,-0.00015758+0.00039621i,0.00065766+0.0001048i,0.00036056+0.00023001i
-0.000415+0.0042778i,0.00016444+0.0055334i,0.0012842+0.0039593i,0.00094384+0.00075535i,-0.00015121-0.00034059i,-0.00067329+0.0011725i,-0.00067826+0.0019856i,-0.00027201+0.0019176i,-0.00014728+0.00083383i,0.00023253-0.00068962i,0.00031901-0.0010956i,-0.00041236-0.0013331i,-0.00069711-0.0012233i,-0.00038022-0.0012476i,-0.0003267-0.0012117i,4.9889e-06-0.00066657i,0.00016433-0.00029693i,0.00029798-2.8356e-05i,3.8405e-05-0.00056117i,-0.00043142-0.00025039i,-0.00043511+0.00045311i,0.00012243-0.00029201i,-0.00014163-0.00034586i
-0.0037005+0.00032616i,-0.0037014+0.00044782i,-0.003625-5.8402e-05i,-0.0025622-0.00061284i,-0.00096074+2.3602e-05i,-0.00015725+0.0008601i,-0.00017105+0.0011839i,-0.00018823+0.0010006i,0.00032653-8.8166e-05i,0.00059431-0.00026494i,0.00010625-0.00027827i,-0.0003701-0.00080395i,3.5537e-05-0.00095943i,0.00042085-0.00064194i,0.00013264-0.00091408i,0.00010596-0.0013465i,0.00042725-0.00093625i,0.00022181-0.00015039i,-0.00093299-8.0999e-05i,-0.0011381-0.00027298i,-0.00017986+0.00018468i,1.6543e-05+0.00058806i,-0.0004081+0.00089553i
0.002003-0.00078949i,0.0018705-0.003162i,0.0030541-0.0047734i,0.0028283-0.00498i,0.0006266-0.0033104i,-0.0014646-0.0010394i,-0.001595+0.00064132i,-0.00077669+0.0011441i,-4.7755e-05-0.00015776i,0.00012265-0.0012175i,-0.00020362-0.0011676i,-0.00041107-0.00091359i,-0.00012153+6.3837e-05i,0.00049673+0.00061692i,0.0007193-0.00031026i,0.00020525-0.00079188i,-0.00019111-0.00043781i,-0.00016071+0.00023246i,-0.00042401+0.00089898i,-0.00035926+0.0011127i,-0.00029458+0.00082236i,-0.00026353+0.00054161i,-0.00038223+0.00027946i
0.0024784+0.0025104i,0.0036574+0.0015837i,0.0037851+0.00085382i,0.0011707-0.00033649i,-0.00078865-0.00093061i,-0.0013825-0.00014144i,-0.00078239+0.0016019i,-8.6262e-05+0.0026709i,-0.00044384+0.0022161i,-0.00070405+0.0012709i,-0.00042498+0.00035926i,-0.00041403-0.00033041i,-0.00086808-0.00020019i,-0.00078669-0.00039092i,0.00020443-0.00073547i,0.0003758-0.00070783i,0.00023101-0.0010342i,-7.7724e-05-0.001107i,-8.9776e-05-0.00025061i,7.812e-07+0.00060068i,-0.00067758+0.00055255i,-0.00083208+0.00069292i,-0.0009493+0.00079539i
0.0002722+0.003207i,-0.00027867+0.002421i,-0.00052888+7.5008e-05i,-0.00049293-0.0011753i,-0.00025647-0.00013047i,-0.00049938+0.001988i,-0.00097479+0.0028018i,-0.000857+0.0012776i,-0.00049746+0.0003393i,-2.4267e-05+0.00034111i,0.00070854+0.00037413i,0.00038745+0.00064706i,-0.00076089+0.00061961i,-0.00026405+0.00052732i,0.0012501+0.00051768i,0.00089762-0.00029422i,0.00016761-0.00032376i,-0.00022687+9.2759e-05i,0.00011641+9.7971e-05i,0.00023323+0.0002114i,-0.00056769+0.00033116i,-0.00082409+0.00048105i,-0.00060439+0.00073767i
-0.0060449+0.0033206i,-0.0049001+0.0029542i,-0.0013587+0.0018189i,0.0013779-0.00011694i,0.0021243-0.00029487i,0.0023859+0.00042983i,0.0012964+0.0002884i,-0.00035334-0.00031133i,-0.00097873+0.00011233i,0.000219+0.00056559i,0.0011269+0.00014251i,0.00078108-0.0012038i,0.00043777-0.0030927i,5.506e-05-0.0038053i,0.00048446-0.0032003i,0.0010891-0.0022637i,0.00074262-0.0010591i,0.00036519-0.00044021i,-0.00077719-0.00072161i,-0.00087004-0.00079703i,-0.00058562-0.00033944i,-0.0005991-0.00029093i,3.8372e-06-0.00066211i
-0.0018522+0.0017621i,-0.0013454+0.0013626i,-0.00045554+0.00037136i,0.00037704-0.00088073i,0.0010738-0.00098694i,0.00061438-9.7967e-05i,-0.0001061+0.00015412i,5.9868e-05+0.00020489i,-0.00023249+0.00031263i,-0.00015962+0.00041135i,0.00074208+0.00031141i,-0.00028609-0.00074702i,-0.000928-0.0010663i,-1.8254e-05-0.00089434i,0.00030409-0.0011101i,9.6565e-05-0.0012081i,-3.9763e-05-0.00037381i,-0.00034257+0.00035493i,-0.0011013+7.2806e-05i,-0.0010272+0.00043218i,-0.00032583+0.00085089i,-0.00031331+0.00079841i,-0.00033151+0.00063922i
0.0021034+0.0038684i,0.0030284+0.0031597i,0.0037498+0.0013876i,0.0039198-0.0013699i,0.0030936-0.0022415i,0.0011873-0.0010062i,-0.00029778+0.000994i,-0.0012152+0.0010502i,-0.00077791+0.0003709i,0.00025318+0.00016251i,0.00028704+0.00019195i,-0.000275+0.00040255i,-0.00042542-4.9865e-06i,-0.00027056-0.00039786i,-0.0004003-0.0012867i,0.00025037-0.0012424i,0.00067283-0.0010199i,-2.5295e-05-0.0010395i,-0.00064293-0.00041346i,-0.00093599+0.0001569i,-0.00093712-8.4513e-05i,-0.00043451+0.00012305i,-0.00014245+5.8157e-05i
-0.00054231-0.00016606i,-0.0017351-0.00030497i,-0.0012694-0.001915i,-0.00109-0.001825i,-0.00070677-0.0004887i,-0.00030346+0.00065098i,0.00029917+0.0011677i,0.00078346+0.0010101i,0.00058094+0.00056136i,9.5219e-05-8.6635e-05i,0.00022209-0.00065238i,0.00041343-0.00080405i,3.4605e-05-0.00023521i,0.00034903+0.00096594i,0.00050906+0.0013906i,0.00033876+0.00062304i,0.00055163-4.3671e-05i,0.0002609-8.3833e-05i,-0.00013817+0.00033883i,0.00024192-0.00017812i,0.00038254-0.0004597i,0.00017281-0.0001743i,-9.821e-05-3.4022e-05i
0.00023032+0.00099665i,-0.00086057+0.00056564i,-0.0014869+4.6691e-05i,-0.0019192-0.00055479i,-0.0013284+0.00018669i,-0.00053245+0.0021707i,0.00040496+0.0028162i,0.00081459+0.0011638i,-0.00025777-6.7905e-05i,-0.001135+3.2728e-05i,-0.0011973-1.3505e-05i,-0.00085524+0.00022162i,-0.00068629+9.1018e-05i,-0.00067219+0.00030697i,4.6874e-05+0.00054238i,0.00023968+0.00030025i,-0.00041032-0.00065084i,-0.00079471-0.0012726i,-0.00060997-0.00073655i,-0.00072276-0.00074585i,-0.00084341-0.0006856i,-0.00052381-0.00022482i,4.0972e-06-0.00017496i
0.0021487-0.0019913i,0.0015303-0.0027914i,0.00025258-0.0043697i,0.0001267-0.0045022i,0.00026395-0.0023261i,0.0011036-0.00027962i,0.0014014+0.00054588i,0.00060004+0.00063661i,-1.2399e-05-4.1811e-06i,-0.00047949-0.00098373i,-0.00038489-0.00064279i,-0.00031492+0.00068099i,7.639e-05+0.0014911i,0.00065875+0.0011878i,0.00058832+0.00045631i,-6.3277e-05+0.00034694i,-0.00081864+0.00019319i,-0.0011056-0.00023948i,-0.00041327-0.00054349i,7.0258e-05-0.0011212i,-0.00010678-0.00083279i,-0.00022071-4.8309e-05i,-0.00028775-0.00022744i
-0.0028494+0.0011241i,-0.00297+0.0021348i,-0.001991+0.0016254i,-0.0016533+0.0007707i,-0.0016453+0.00057749i,-0.0010905+0.00139i,-0.00050854+0.0018992i,-0.00088627+0.0012906i,-0.0014389-0.00058144i,-0.0006544-0.0022516i,5.6751e-05-0.0025514i,0.00035677-0.001689i,-0.00026152-0.00087746i,-0.00097359-7.2922e-05i,-0.0013939+3.8702e-05i,-0.00080944-0.00042691i,-0.00044029-0.00056764i,-0.00080254+0.00029284i,-0.00052277+0.00082896i,-9.5273e-05-0.00041828i,-0.0002845-0.0009179i,-0.0005169+0.00031183i,4.5641e-05+0.00094483i
-0.0016923+6.9866e-06i,-0.0015761-0.0018273i,-0.0015042-0.0039786i,-0.00082673-0.0042869i,-0.00040303-0.0025228i,-0.00030077+8.033e-05i,-3.438e-05+0.0014179i,-0.00052101+0.0014426i,-0.0005226+0.00093195i,-0.00077785+0.0010576i,-0.0011712+0.00033312i,-0.00080626+7.6786e-05i,-0.00025625+0.00052832i,-6.9904e-05+0.00046462i,0.00019934+0.00017468i,0.0010557-0.00016837i,0.00088375-0.00080083i,0.00012652-0.00066302i,-0.00017064-0.00046096i,0.00039897-0.00044441i,0.00054612-0.00017005i,0.00012117+1.2625e-05i,0.00022791-0.00052006i
0.0034229-0.0036934i,0.0026597-0.0036769i,0.0020096-0.0046243i,0.00022241-0.0046076i,-0.0019695-0.0024425i,-0.0032326+0.00031764i,-0.0016813+0.001868i,0.0003067+0.0022681i,0.00034776+0.001531i,-0.0007266+0.000154i,-0.00089663-0.0004455i,-0.00016764-0.00021259i,0.00036879+0.0004752i,-0.00035927+0.00091995i,-0.00089994+0.0010992i,-0.00045172+0.00029991i,-0.00032989-0.00020521i,-0.00043055-0.00037177i,-0.00066995-0.0009206i,-0.00051157-0.0006576i,-0.00018905-0.00078814i,-0.00034063-0.00054686i,-6.0816e-06+0.00040627i
0.0014656+0.0018531i,0.0021566+0.0014685i,0.0023879-0.00037277i,0.0012523-0.0016524i,0.00099474-0.0011148i,0.00073779-0.00024895i,0.00012379+0.00036305i,0.00011929+0.00069759i,-0.00050698+0.00022688i,-0.00076408-0.00024892i,-0.00062712-0.00063034i,-0.00036283-0.0004292i,-3.3426e-05-0.00035629i,-0.00010336-0.0010685i,-0.00072991-0.00081661i,-0.00080538-0.00025762i,-0.0004695-0.0001484i,-0.00034122-0.0001792i,-0.00079351-0.00037426i,-0.00094579-0.00072984i,-0.00029358-0.0010527i,0.00033214-0.0011073i,2.686e-05-0.00045266i
0.00072542+0.0050532i,0.0020335+0.0042031i,0.0034725+0.0012868i,0.0029171-0.002637i,0.00055739-0.0039931i,-0.0013844-0.0018131i,-0.0022718+0.00026788i,-0.0016897+0.0014082i,-0.0010519+0.0010073i,-0.00046801-0.00095469i,-8.958e-05-0.0013412i,-0.00043212-0.0002878i,-8.1196e-06+5.2538e-05i,0.00012102-0.0010089i,-0.00061972-0.0014502i,-0.00050398-0.00038267i,-0.00013338+0.00020628i,0.0003943-0.00016235i,0.00052618+0.00039792i,-0.00032585+0.00084617i,0.00017083+0.00028472i,0.0012032+4.1239e-05i,0.0013051-0.00055474i
-0.0025443+0.0030827i,-0.0014923+0.0022179i,-6.0594e-05+0.0014606i,0.00062451+0.0014227i,0.00083878+0.0011158i,0.0011647+0.0012366i,0.00099004+0.0010775i,0.00052472+0.00063113i,0.0001023+0.00039868i,-0.00035356-0.00032022i,-0.00047268-0.00024682i,0.00044929+0.00071899i,0.00096102+0.00039773i,-3.087e-05-0.00023606i,-0.00095507-0.00059246i,-0.0010653-0.00016931i,-0.0010841+0.00046617i,-0.001203-2.0937e-05i,-0.00077931+6.3537e-05i,2.4714e-06+0.00035277i,-0.00014897+5.3365e-05i,-0.00040834-0.0001176i,-0.00012751-6.0464e-05i
-0.0020524+0.00067112i,-0.0023532+0.00097879i,-0.0017023-0.0012733i,-0.001545-0.0027911i,-0.0022792-0.0021233i,-0.0015908+3.5473e-05i,-0.00028835+0.0011506i,0.00015089+0.00011668i,-0.00012317-0.00061392i,-0.00038088-0.00030575i,4.8681e-05+6.749e-05i,0.00075065-0.00017765i,0.00039432-0.00085121i,-0.00011102-0.0012946i,-0.00014424-0.0010443i,-0.00068451-0.00012314i,-0.001145+0.00032112i,-0.0012961+0.00023459i,-0.00034408+0.00048465i,-4.9356e-06+0.00039021i,-0.00010604-0.00048093i,0.00049738-0.00018466i,0.00052686+0.00011252i
-0.00090948+0.00032414i,-0.00088485+0.0003876i,0.00013066-0.00015415i,0.0004162-0.00082007i,0.00070694-0.00066198i,0.00078195+0.0013755i,0.00046051+0.0021052i,-0.00025806+0.00091465i,-0.00049537-0.00016025i,-0.00043253+8.0606e-05i,-0.00030504+0.0005015i,0.00036165+0.00082617i,-0.00018728+0.00090781i,-0.00078336+0.00079875i,-0.0001949+6.3269e-05i,0.00067197-0.001035i,0.00022891-0.00088814i,-0.00043281-0.00020924i,-0.00021248-0.0001678i,0.00050552-0.00050508i,0.00080758-0.00083375i,0.00036373-0.00016281i,-0.00016164+0.00047818i
-0.00047656-0.00031982i,-0.0010736-0.00056788i,-0.0010598-0.0016106i,-0.00096981-0.0016674i,-0.0008415-0.0013705i,-0.0007358+0.00013061i,-0.00094134+0.0016337i,-0.0005609+0.0011816i,-0.00011058+0.00025843i,-0.00020637-0.00019345i,0.00028442-0.00034077i,0.0010776-0.00074062i,0.00092177-0.0011578i,0.00077207-0.0006888i,0.00054605-2.5829e-06i,0.00023047-0.00034509i,0.00054413-0.00038067i,0.00075219+7.2876e-05i,0.00026674+0.00025939i,-0.00034452-0.0002892i,-0.00058014-0.00040302i,-0.00016354+0.00057943i,0.00073456+0.00079811i
-0.00010915+0.00084722i,-0.00089811+0.00057699i,-0.0019801-0.0013983i,-0.0012527-0.0030332i,-0.00042161-0.0014381i,-0.0011746+0.0006389i,-0.0012521+0.0017144i,5.3496e-06+0.0012888i,0.00062717+0.00022607i,0.00049734-0.00075346i,0.00063687-0.0011721i,-0.00018992-0.00077104i,-0.0011153-0.00051993i,-0.00068541-0.00024475i,-0.00026585-0.00061914i,-0.00025396-0.00094179i,-0.00024099-1.4916e-05i,5.6153e-05+0.0005369i,0.0003703+0.00018076i,-0.00025502-4.7663e-05i,-0.0012064+0.00032052i,-0.0015678+9.2772e-05i,-0.0009249+0.00034135i
0.0013498-0.00065349i,0.0010911-0.0027753i,0.0013063-0.0053745i,0.0014389-0.0057009i,0.00071404-0.0033757i,-3.7149e-05-0.00044089i,0.00036685+0.00094351i,0.0006011+0.00092103i,0.00022897+0.00063129i,0.00055833+0.00018545i,0.00036345-3.7344e-05i,-0.00028718+0.00010936i,0.00020907+0.00017902i,0.00023359-0.00015599i,-2.9167e-05-0.00066669i,0.00048351-0.00041951i,0.00060387+7.3163e-05i,0.00029+3.6499e-05i,-0.00027278+1.2911e-05i,-0.0013233+0.00022214i,-0.0010646+4.5028e-05i,0.00054107-0.00010451i,0.00036275+5.9693e-05i
0.0018576+0.0013273i,0.00082966-0.00031954i,0.0008161-0.0027443i,-0.00028109-0.0026244i,-0.0024017-0.00095679i,-0.0026879+0.00053718i,-0.0014282+0.0019078i,-0.00051447+0.0020499i,-0.00066273+0.00098081i,-0.00059389+0.00041408i,-0.00023313+9.685e-05i,-0.00010048-9.3776e-05i,-0.00024036-0.00033607i,-0.00049045-0.00086252i,-5.5991e-06+0.00016516i,-1.3319e-05+0.0011685i,-0.00041734+0.00089478i,-0.00049344+0.00057754i,-0.00038422+0.00031651i,-0.00039067+3.9324e-05i,-0.00036327-5.6924e-05i,-0.00057123+0.00011549i,-0.00066536-0.00048436i
0.00081491-0.0017797i,-0.00079616-0.0036004i,-0.00075271-0.0053509i,0.00028927-0.0054387i,0.0008291-0.002829i,0.0011393+1.1142e-05i,0.0011706+0.001808i,0.00091405+0.00095876i,0.00059401-0.00053978i,-0.00065841-0.00071919i,-0.0015809-0.00050857i,-0.00038375-0.00012301i,0.00069777+0.00048998i,0.0012813+0.0010638i,0.0018262+0.00072948i,0.0015452+0.00024166i,0.00015541+0.00023295i,-0.00077987+0.00011732i,-0.00083206+5.8695e-05i,-0.00047183-0.00013784i,-1.0835e-05-0.00055186i,-0.00025045-0.00036722i,-0.00017102+0.00041614i
0.002204+0.00025711i,0.0018953-0.0011825i,0.00085821-0.0028609i,-3.0902e-05-0.0028446i,-0.001989-0.00015272i,-0.0032762+0.0020875i,-0.0021644+0.002293i,-0.0012041+0.0021201i,-0.0011276+0.0017038i,-0.00097209+0.0013588i,-0.00049634+0.0010512i,-0.00010114+0.000677i,-0.00041233+0.0002786i,-0.00069971+0.00013392i,-0.00021273+0.00078988i,0.00027741+0.00035715i,0.00071194-0.00033802i,0.00051829+8.6052e-05i,0.00031807-0.00012526i,-0.00026104-0.00028998i,-0.00088607+5.1273e-05i,-0.00092221-5.9963e-05i,-0.0010695-0.00061889i
-0.00074153+0.0031119i,-0.00052675+0.00118i,0.00087957-0.00092681i,0.0019744-0.0017156i,0.0022517-0.0020606i,0.0023014-0.0013176i,0.00067909-0.00042847i,-0.00064125-0.00049453i,-0.00042743-0.00074974i,-0.00017021-0.0012329i,0.00031369-0.0021723i,0.00090631-0.0015746i,-0.00032345-0.00011579i,-0.0017031-0.00039168i,-0.0017115-0.00098933i,-0.0010259+6.3001e-05i,-0.00072343+0.00074679i,-0.0009635+0.00058469i,-0.0012821+0.00071329i,-0.00067364-3.9441e-05i,0.00010631-0.00073537i,0.00019464-0.0003156i,3.3104e-05+0.00045451i
