-0.0021282-0.0013467i,-0.00085447-0.0028101i,-0.0024617-0.0023389i,-0.0032843-0.0010801i,-0.00082706+0.00083418i,0.0016249+0.0027532i,0.0016253+0.002283i,0.00037294+0.0009666i,-0.00020152-4.8045e-05i,0.0004938-0.00053515i,0.00066257-0.00046028i,8.9372e-05-0.0010299i,0.00064312-0.0008852i,0.0010303-0.00065595i,0.0010008-0.00058917i,0.00071221-0.00069309i,0.00026503+1.4415e-05i,0.00023524+0.00062236i,3.1462e-05-0.00030628i,-0.00053369-0.0015861i,-0.00013699-0.0013208i,0.00035911-0.00067788i,0.00043782-0.00013198i
-0.00045142+0.0014659i,-8.7904e-05+0.0010322i,-0.00027655+0.0013122i,-0.0001517+0.0015756i,0.00071048+0.0012602i,0.00096188+0.00088007i,0.00088652+8.3717e-05i,0.0003305+4.1305e-05i,-0.00051766+0.000536i,-0.0005009+0.00036686i,-0.00010366-5.9653e-05i,0.00021528-0.00024769i,0.00072272-0.00021309i,0.0011471-0.00090526i,0.00076415-0.0012756i,-0.00023862-0.00075379i,-0.00051107-0.0003585i,0.00033637-0.00070377i,0.00037451-0.00053299i,-0.00045566+0.0005707i,-0.0012069+0.0010415i,-0.0012451+0.00054737i,-0.00062053-0.00011548i
-0.00032987+0.0014761i,0.00027224+0.00088614i,0.00083139-0.00040275i,-0.00014152-0.001033i,-0.0003844-0.00082163i,0.00027887-0.00031937i,0.000434+4.5048e-05i,-0.0002032+0.00011527i,-0.00095769-0.00013593i,-0.00026465-0.00015699i,0.00054557-0.0003792i,-9.8911e-05-0.00026221i,-0.00010196-4.2384e-05i,0.00058032+0.00024836i,0.0002141+3.595e-06i,7.0414e-05-0.00068905i,1.8231e-05-0.00076304i,-0.0002629-0.00030239i,-0.00011757+0.00030606i,-0.00032275+0.00069331i,-0.00074388+0.00024576i,-0.00067755-0.00075995i,-0.00037498-0.00035655i
-0.0033153+8.3617e-05i,-0.0031527+0.00076841i,-0.0033615+0.0013347i,-0.0017928+0.0019733i,-2.1568e-05+0.0021934i,0.00118+0.0010308i,0.0016466-0.00011081i,0.00061111+1.4392e-05i,-4.2601e-06+0.00010445i,-8.7961e-06+0.00019958i,9.8095e-05+0.00031375i,0.00091658-0.00044266i,0.00080676-0.0012122i,0.0010691-0.0010554i,0.0013327-0.0011323i,0.0005495-0.0002344i,-1.8793e-05+0.00046789i,-0.00040591-0.00026927i,-0.00049361-0.00070013i,-0.00024868-0.00086409i,5.739e-05-0.00011909i,0.00037462+0.0010937i,0.00038342+0.00096985i
0.00049027+0.00062933i,0.0014626-0.00022518i,0.00033048-0.0010849i,-0.00093431-0.0004231i,-0.00055257+6.7012e-05i,0.0004538-0.00035227i,0.0013981+0.00011889i,0.0010848+0.00034793i,0.00038451+4.5598e-05i,0.00013259-0.0003725i,3.8609e-05-0.00072584i,0.00016566-0.00063681i,7.8617e-05-0.00037856i,-0.00020117-0.00085966i,-0.00087625-0.00043086i,-0.0013523+0.00016656i,-0.00060879-0.00037791i,-3.8297e-05-0.00038871i,-0.00035876+0.00046029i,-0.00050338+0.00085073i,-0.00052266+0.00070715i,-0.00075175+0.00037805i,-0.00055063-0.00033952i
-5.1131e-05+0.00020879i,0.00042204+0.0010836i,2.9735e-05+0.0010967i,-0.00085223+0.0011459i,-0.00040696+0.00094903i,0.0011158+0.00049507i,0.0014919+2.1305e-05i,0.00027094+0.00022238i,-0.00054669+0.00058951i,-0.00027173+0.00091995i,-8.8582e-05+0.00063611i,-9.1763e-05+2.5254e-05i,-0.0004186+2.3014e-05i,-0.0007192-0.00011981i,-0.00040122-0.00021534i,-0.00014089-0.00021133i,5.9346e-05-0.00015855i,0.00012871+0.00019108i,-0.00021405+0.00036104i,5.9778e-05-0.0003273i,0.00026928-0.00057076i,0.00022402+0.0002271i,0.00037285+0.00056095i
0.0011325+0.00044312i,0.00096307-0.00015545i,0.000483-0.00032698i,0.000303-0.00073763i,0.00055454-0.0006041i,0.00095968+0.00024011i,0.00098026+0.00045262i,0.00075671+0.00053587i,0.00044297+0.00049427i,-0.0001075-0.00042275i,-0.0010998-0.00064471i,-0.0013626-0.00026397i,-0.00099002+0.00020706i,-0.0004817+0.00012856i,-0.00058283-0.00033817i,-0.00042725+0.00018041i,-0.00018129+0.0011754i,-0.00084149+0.0017207i,-1.8031e-05+0.00093132i,0.00069748+0.00055133i,0.00031964+0.00034661i,0.00043518-0.00018733i,-2.2411e-06-0.00042825i
0.0024014-0.0012511i,0.00080317-0.0023091i,-0.00075997-0.0036693i,-0.0016056-0.0029999i,-0.0015452-0.0004431i,-0.00039308+0.0012103i,0.0012887+0.0014106i,0.0012973+0.00077976i,0.00036013-0.00052517i,8.8644e-05-0.00086475i,0.00058846-0.00013625i,0.0010351+0.00037836i,0.00069051+0.00036091i,0.0002085-0.00014257i,0.0002363+3.9638e-05i,0.00012047+0.0007303i,-0.00034142+0.00027543i,-0.00074545-0.00010752i,-0.00056964+0.00021742i,-0.00029181-6.5759e-05i,-0.00052003-0.00047186i,-0.00058651-0.00021177i,-0.00042525+0.00074863i
0.0022302-0.0013739i,0.0008234-0.0013653i,-0.00092062-0.0017472i,-0.0023351-0.0015638i,-0.0021463-0.00014481i,-0.00046843+0.0016203i,0.0012686+0.0013022i,0.0017665+0.00076616i,0.0007363+0.00092168i,-7.6581e-05+0.00063759i,-0.00069798+0.00058129i,-0.00068265+0.00030714i,0.0001879+0.00073221i,-0.00011945+0.0014083i,-0.0002222+0.00084056i,-9.4089e-05+0.00059749i,-0.0001576+0.00056924i,-0.00041909+0.00050736i,-0.00059417-0.0001758i,7.1322e-05-0.00087504i,0.00033218-0.0011065i,-0.00018439-0.00038009i,-0.00024902+0.00038472i
0.00058336-0.00085794i,0.00068455-0.0014642i,0.00011053-0.0013594i,-0.0006776-0.00064522i,-0.00040883+0.00038291i,0.00045108+0.00096977i,0.00049094+0.0007714i,0.00088793+0.00070746i,0.00070389+0.00091163i,-0.00066702+0.00056206i,-0.0012098+0.00015794i,-0.0004004-0.00055172i,0.00037285-0.00029043i,0.00097281+0.00061886i,0.0007625+0.00097116i,0.00021869+0.00082796i,0.00013249+0.00017482i,-0.00043303+0.00019055i,-0.0011513+0.00062691i,-0.00083463+0.00076924i,3.3704e-05+0.00069474i,9.2583e-05-9.7991e-05i,-2.3766e-05-0.0006159i
0.0011063+0.0044418i,0.0019853+0.0034976i,0.0020381+0.0025748i,0.0014741+0.0011384i,0.0011747-0.00085728i,0.00063536-0.0016742i,-5.825e-05-0.0015219i,0.00022867-0.00075518i,0.00078743-0.00030261i,0.00048338-0.00064129i,9.3441e-05-0.0010029i,-6.8288e-05-0.0012346i,-0.00024031-0.0010534i,-0.0004429-0.0010422i,-0.0010819-0.00083877i,-0.0013148-0.0008369i,-0.00081455-0.00092469i,-0.00065332-0.00075882i,-0.00043515+0.00012348i,0.0002208+0.00087739i,0.00021611+0.0014143i,9.8391e-05+0.0012526i,7.5863e-05-9.3739e-05i
0.00065071+0.00256i,0.00077864+0.0036432i,0.00084243+0.0034119i,0.00016996+0.0018451i,0.00037004+0.00057783i,0.0011026-9.9153e-05i,0.00084876-0.00034727i,0.00040185+5.0912e-05i,-0.00024784+0.00010637i,-0.00055925-8.794e-05i,-0.00044964-0.00044857i,-0.00046449-0.00080233i,-0.00068835-0.00061043i,-0.00092294-0.00034395i,-0.00095771-0.00033351i,-0.00076619-0.00023121i,-0.00029721+0.00040261i,0.00012323+0.00093624i,-6.8753e-05+0.0012737i,-0.0011175+0.00081245i,-0.00096381+0.00010542i,0.00039823-6.2931e-05i,0.001072-0.00024504i
-0.0023484+7.4155e-06i,-0.0028574-9.956e-05i,-0.0031606+0.00054614i,-0.0026608+0.00075498i,-0.0011378+1.4391e-05i,0.00036929-0.00031091i,0.0012512+0.00065991i,0.0010643+0.0010452i,0.00054378+0.00094276i,0.00057762+0.00075862i,0.00041479+0.0010097i,0.0005051+0.00053107i,0.0003259-6.8723e-05i,-2.8501e-05+8.1624e-05i,-0.00025803-0.0002385i,-0.00070555-0.00027125i,-0.00067245+0.00074806i,-0.00069393+0.00073154i,-9.9531e-05+0.00041084i,0.00024781+6.7287e-05i,0.00026308-0.0001817i,0.00022266+0.00051609i,-0.00025903+0.00067098i
0.0014649-0.0028748i,0.00060431-0.0028893i,-0.00065407-0.0037599i,-0.001334-0.0034667i,-1.1401e-05-0.0017345i,0.0014074-5.4989e-05i,0.0012329+0.00048335i,0.001267+0.00021107i,0.0010414-0.00030347i,0.00027597-0.00061605i,-0.00025042-0.00063168i,-4.2783e-05-0.00062187i,0.00050684+0.00032461i,0.00026475+0.00086301i,-0.00052281+0.00012233i,-0.00047186+0.00027444i,-9.1448e-05-4.2305e-05i,-0.0001209-0.00091176i,-0.00046943-0.0003634i,0.00012622+0.000185i,0.00055655+0.00034719i,0.0003483-1.2959e-05i,0.00027351+0.00031895i
0.0011809+0.00089006i,0.0021621+0.0010169i,0.0017602+0.00061967i,0.00086291+0.00036023i,0.00064853+0.0011608i,0.0014018+0.0012289i,0.0020365+0.00065127i,0.0012368+0.00070527i,-0.00059976+0.00080494i,-0.00050407+0.00048574i,2.0913e-05+0.00010947i,-0.00020115-0.00063944i,-0.00041145-0.00066839i,-0.000126+8.4019e-05i,0.0003863+0.0001241i,0.00047488+0.00037936i,4.092e-05+3.0693e-05i,5.5181e-05-0.00038046i,-0.00034736-0.00011366i,-0.0012539+0.00017924i,-0.00073854+2.127e-05i,3.2099e-05-0.00014806i,-0.00012566+0.00037914i
-0.0013738+0.0033728i,-0.0014398+0.0038086i,-0.0016559+0.0033364i,-0.00069051+0.0014894i,0.00047338+0.00069211i,0.0002872+0.00043452i,0.00025389-0.00024263i,0.00093153+0.00023797i,0.0006079+0.00030295i,-0.00010711-4.8888e-06i,9.5782e-05-0.0001456i,-0.00028836+6.5122e-05i,-0.00076001-0.0001432i,0.00028275-0.0012023i,0.00077264-0.0012602i,0.00035816-0.00032378i,-0.00024143+0.00031334i,-0.00076553-0.00030769i,-0.00070659-0.00036553i,-0.0010765+0.00079291i,-0.0013969+0.00091255i,-0.00048815+0.00049619i,-3.8595e-05+0.00050597i
-0.00051822-0.0020069i,-0.0013567-0.0018019i,-0.00274-0.0012565i,-0.0025044+7.6669e-05i,-0.00092965+0.0006584i,0.00072516+0.0008996i,0.0015392+0.00097467i,0.00062264+0.00056748i,-0.00044972+0.00028477i,-0.000835+0.00022298i,-0.0010282+0.00033357i,-0.0007541+0.00034219i,4.0673e-05+0.00017523i,0.0004564+0.00017874i,0.00032004-7.4007e-05i,-0.00013318-0.00079427i,-0.00072438-0.0010857i,-0.00061414-0.0006084i,-0.00029012-0.00022819i,0.00031266-0.0004637i,0.00041877-0.00016099i,0.00046859+0.00049645i,0.00077975+0.00060021i
0.00053389+0.0012563i,0.002495+0.0012461i,0.0021471+0.0012465i,0.00094587+0.0010135i,0.00077512+0.00075922i,0.0014846+0.00072643i,0.0021521+0.00050283i,0.0015003+0.00061588i,0.0009429+0.00047305i,0.00073567+0.00019532i,0.00043571+4.1397e-05i,0.00039386-3.3576e-05i,0.00017954-0.0002365i,-0.00023866-0.0012588i,3.8659e-05-0.0016067i,0.00070406-0.00034897i,0.00045649+5.1203e-05i,-6.5746e-05-0.0004369i,-0.00042967-0.00077871i,-0.00051274-0.00073918i,-0.00022013+0.00017383i,-0.0004201+0.00012073i,-0.00098088-0.0002911i
-0.00063572+0.0020247i,-0.00093051+0.001616i,-0.00056512+0.0010843i,-0.00046257+0.00025743i,0.00028457+1.0528e-05i,0.00046478+0.0001826i,0.00049092+0.00034839i,0.0012897+0.00050176i,0.0010747+0.00037019i,0.0001525+4.9563e-05i,-0.00043433-0.00045694i,-0.0006834-0.0001255i,-0.00090754+0.00055577i,-0.00086084+0.00028246i,-0.00063839-0.00010585i,-9.0755e-05-0.00019069i,0.00031898+0.00063612i,0.00063395+0.00090893i,-6.6514e-05+0.00020726i,-0.00091868-1.8494e-06i,-0.00084091-0.00027544i,-0.0008069-0.00086503i,-0.00041241-0.0012675i
0.0021283-0.0029854i,0.00071039-0.0034066i,-0.00184-0.0029684i,-0.0027195-0.0019753i,-0.0017825-0.00054436i,0.00030648+0.001299i,0.0015404+0.0016278i,0.0013785+0.0011297i,0.00052996+0.00016918i,-0.00071371-0.00035369i,-0.0011112-0.00021207i,-0.00070891-0.00023224i,-0.00039037+0.00010212i,0.00049463+1.7328e-05i,0.00047795-0.00050024i,0.00031332-0.00086491i,0.0006755-0.00016834i,-0.00020468+0.00081553i,-5.7919e-05+0.00033534i,0.0010209-0.00017539i,0.00039964-9.5653e-05i,-0.00030204-0.00076193i,-8.2536e-05-0.00054895i
0.00029996+0.0020663i,0.0015989+0.002261i,0.0013742+0.0017528i,0.00026632+0.00078503i,0.00033316+0.00043537i,0.0010038+0.00061064i,0.001135+0.00074557i,0.00049357+0.0010157i,-0.00013068+0.0007389i,-0.00018196+0.00031497i,-0.00012105+5.7424e-05i,0.00057048-0.0007605i,0.0011424-0.0014677i,0.00051003-0.0015395i,-0.0005192-0.0011378i,-0.0010179-0.0010172i,-0.0006615-0.0009336i,-0.00057247-0.00094997i,-0.00075644-0.00047756i,-0.0011641+0.00018794i,-0.00036395+0.00064814i,0.00064012+0.0008631i,0.00062273+0.00086749i
0.00062579+0.00022383i,0.00064114-0.00026049i,-0.00026744-0.0004503i,-0.0016851+0.00043526i,-0.00080441+1.6593e-05i,0.00040015-0.00084559i,0.001209-0.00019863i,0.00091214+1.6144e-05i,0.00034827+0.00052593i,0.00016076-3.3167e-05i,-0.00035494-0.00057561i,-0.0009566-0.00035788i,-0.00086742-0.00037118i,-0.00038569+2.2651e-05i,-0.00023593-8.942e-05i,-0.00017573-0.00018023i,-0.0004925+0.00057536i,-0.000804+0.0014047i,-0.0012013+0.0010414i,-0.0015275+0.00026815i,-0.00054233-0.00023033i,0.0001927+2.9736e-05i,0.00014004-5.3554e-05i
-0.00051282-0.00095566i,-0.00039805-0.0016961i,-0.0011207-0.0022592i,-0.0017429-0.0016393i,-0.0011501-0.00024596i,0.00039007+0.00026666i,0.00068256+0.00038034i,3.3245e-05+1.5506e-05i,-0.0003647-0.00011926i,-0.00049979+0.00020352i,3.4759e-05-0.00022153i,0.00067781-0.00030053i,0.00045943-0.00019181i,0.00053881-0.00026229i,0.00024762-0.00019691i,-0.00073384+2.2268e-05i,-0.0010699+3.844e-06i,-0.0010918+6.4911e-05i,-0.00076111+0.00093855i,-0.00031446+0.00057608i,0.00024363+0.00024572i,0.00045469+0.00032296i,-0.00010035-0.0001629i
0.00047142+0.00070294i,0.00032931+0.0018349i,0.0011791+0.00020794i,0.0013819-0.0011799i,0.00094984-0.001304i,0.0012167-0.00042156i,0.0017231+0.00014574i,0.0016768+0.00039942i,0.00049518+0.00071254i,-0.00080077+0.00011566i,-0.00047602-0.00019157i,-0.00036426-0.00011863i,-0.00029078-0.00053265i,-6.2193e-05-0.00048466i,-3.1805e-05-0.00024964i,3.5751e-05-0.00040429i,0.00019647-0.00014747i,0.00071985+0.00050696i,0.00056171+0.0007132i,0.00015569+0.00039461i,0.00050708+7.7223e-05i,0.00075376+0.00023354i,-1.2835e-05+0.00028703i
0.00085325-0.00019588i,0.00016541-0.00035271i,-7.479e-05-0.00029385i,-0.00056998+0.0003866i,-0.00094085+0.00073379i,0.0002178+0.00098222i,0.0011908+0.00049557i,0.00099944+0.00031423i,0.00084807+0.00047748i,0.00061764-1.0699e-05i,-0.00054271-0.00036159i,-0.0011286-0.00047845i,-0.00079325-0.00053681i,-0.00028304-0.00069891i,-0.00036655-0.00064293i,-0.00019232+2.0708e-05i,5.7659e-05-0.00032548i,-0.00021629-0.00090576i,0.00037747-0.00020666i,2.4386e-05+0.00015711i,-0.00090313+8.2289e-05i,-0.00074238+0.00050653i,-8.4889e-05+0.00036432i
0.0029567+0.002346i,0.0028854+0.0021199i,0.0020957+0.0015362i,0.00073212+0.00071699i,-8.0207e-05+0.00017808i,-9.2994e-05-0.00024048i,-0.00026846-7.9821e-05i,0.00012092+2.7212e-05i,0.00066278+5.1253e-05i,0.00062509+0.00038458i,0.00012684+0.00033375i,6.2199e-05-0.00047189i,-0.00045746-6.0735e-05i,-0.00063346-0.0002519i,-0.00022572-0.0011448i,-0.00037897-0.00067483i,-0.0006831-0.00036625i,-0.00035888-0.00050992i,-0.00015197+0.00017302i,-0.00012961+0.0010103i,-0.00027951+0.00042339i,-0.00073439+4.6718e-05i,-0.00032027+0.00042014i
-0.00069785+0.00011122i,-0.0007491+0.00026575i,-0.00099687+0.00016435i,-0.00035239+6.5535e-05i,0.00019271+1.3856e-05i,0.00032849+0.0004293i,0.0015658+0.00030538i,0.0018743-0.000101i,0.00073386+0.00012085i,0.00011324-0.00015364i,-0.00042711-0.00028986i,-0.00070493-9.9102e-05i,-9.1032e-06+0.00066927i,0.00050546+0.00087479i,-7.6567e-06-0.00017879i,-0.00082391-0.000659i,-0.0010993-0.00023038i,-0.00075532-0.00015165i,-3.5748e-05-0.00088446i,-6.6508e-05-0.00072287i,0.00013886-0.00018015i,0.00030278-0.00018126i,0.00036272-3.8158e-07i
-0.0030968+0.0011292i,-0.0031845+0.0017032i,-0.0034655+0.002182i,-0.0030095+0.0013719i,-0.00073015+0.00035797i,0.0013459-0.0001294i,0.0018222-6.108e-05i,0.00097545-0.00031828i,-5.2469e-06-0.0004734i,-0.00025124-0.00017934i,-0.00041849-7.5338e-05i,4.9643e-05-0.00046025i,0.00086003-0.00059162i,0.00041112-0.0010244i,0.00038064-0.0015033i,-0.00026508-0.00055311i,-0.00051287-0.00020997i,1.7414e-05-0.00011768i,-0.0004693+0.00066594i,-0.00074554+0.00067312i,4.0936e-05+0.00045933i,0.00031658-0.00012721i,0.00098825+0.00010776i
0.00034076-0.00056789i,0.00014656-0.00016571i,-0.00062783-7.4682e-05i,-0.0011389-0.00091458i,-0.00052397-0.00032178i,0.00052677+0.00076918i,0.0017452+0.0012038i,0.001914+0.00074554i,0.00084998+4.5538e-05i,0.00018442+6.3517e-05i,0.00039249+0.0012138i,6.939e-05+0.0018463i,-0.0010204+0.00080697i,-0.00078805-0.00027403i,-4.2855e-05-0.00011232i,0.00044551-0.00034802i,0.00050503-0.00037661i,0.00031211+5.0032e-05i,0.00027816+0.00059302i,-0.00025174+0.00032539i,5.9444e-06-0.00038511i,0.00071449+0.00019081i,0.00080022+0.00081536i
0.00076744+0.00098109i,0.00096524+0.00012702i,-0.00025651-0.00026766i,-0.0014764-9.8905e-05i,-0.00058593+0.00065043i,0.00075528+0.00032741i,0.00076634-0.00018957i,0.00041772+0.00088528i,0.00020777+0.00071195i,-7.8919e-05-0.00024813i,6.8815e-05-0.00023243i,0.00014819-0.00050137i,0.00042617-0.00027525i,0.00025018+0.00023783i,-0.00027279+0.00056i,-0.00068288+0.0005298i,-0.00046428-0.00021938i,-0.00048682-0.00037912i,-0.00056659+0.00022431i,0.00019367+0.00039553i,0.00084516+0.00024868i,0.00060905+0.00051151i,0.00022305+0.00042356i
0.00045668+2.9296e-05i,-1.6265e-05-6.0216e-05i,-0.00017385-0.0012651i,-0.00097527-0.0018262i,-0.00054861-0.00073784i,0.00097033+0.00055707i,0.0019096+0.00095901i,0.0017826+0.00074321i,0.0011772+0.00056433i,0.00043279+0.00040818i,1.7272e-05+0.00018564i,-4.9905e-05-0.00054874i,-0.00077215-0.00067053i,-0.0012693-0.00079522i,-0.00048745-0.001242i,-0.00018439-0.0014149i,0.00047316-0.00047338i,0.00028538+0.00032093i,-0.00050351+0.00033498i,-3.0201e-05+5.6874e-05i,0.00044139-0.00071302i,0.00014617-0.00092654i,-0.00052349-0.00010432i
0.00056407+0.0020827i,-0.00010652+0.0025994i,-0.00026067+0.001958i,-0.00072381+0.00054465i,-0.00089735-0.00095627i,-0.00054713-0.00026047i,0.00025206+0.00062431i,0.00082824+0.00024361i,0.00093554+9.0752e-05i,0.0005848-0.00029339i,-7.1343e-05-0.0010693i,-0.00055751-0.00087801i,-0.00072653+0.00019675i,-0.00096429-0.00036395i,-0.0012817-0.001468i,-0.0013273-0.00078715i,-0.0006158+9.1901e-05i,0.00043242-0.00020526i,0.00037445+0.00048402i,-0.00018937+0.00044764i,0.00036812+0.00017343i,0.00071834+0.00081355i,0.00064953+0.00074355i
0.0012435-0.0021206i,-0.00040398-0.0015707i,-0.00083011-0.0023027i,-0.00085525-0.0022408i,-0.00017205-0.00043047i,0.00076973+0.00042765i,0.001067+0.00023177i,0.00091141+0.00037137i,0.00033362-2.7445e-05i,0.00032578+1.3047e-05i,-0.00027376+0.00025992i,-0.0012748+0.00047388i,-0.00045739+0.0011484i,5.7737e-05+0.001462i,-0.00049734+0.0012834i,-1.6318e-05+0.0011894i,0.00021841+0.00050277i,-0.00046854+0.00023662i,-0.00043464+0.00077493i,0.0001818+0.00059707i,0.0009417+0.00043405i,0.00020779+0.00054156i,-0.00041082+0.00012973i
0.0020437+0.00098628i,0.0026816+1.3614e-05i,0.0013902+0.00016908i,0.00028345+0.0010705i,-0.00035205+0.0011254i,0.00015142+0.00011176i,0.00085788+0.00023268i,0.001024+0.00053322i,0.00069809+0.00096158i,0.00014509+0.0010017i,0.0003126-2.1107e-05i,4.6525e-05-6.37e-05i,-0.00025989+0.0003657i,-0.00024609+0.00047258i,-0.00053013+0.00010991i,-0.00048065-0.00043257i,0.00014624-0.00056695i,0.00013646-0.00032605i,-0.00034446+0.00018373i,-0.00094658+0.00027632i,-0.00083308-6.6702e-05i,6.8541e-05-8.9191e-05i,0.00040152-0.00034566i
-0.00010954-0.0013573i,-0.0004345-0.00064546i,-0.0015416-4.1838e-06i,-0.0024237+0.00088399i,-0.0011646+0.0011966i,0.00087421+0.0010376i,0.0015699+0.00035339i,0.00098626+0.00028299i,0.00052843-0.00019812i,-6.0701e-05-0.00035397i,-0.00041235+0.00046147i,0.00011435+0.00096908i,0.00032251+0.00075078i,0.00040697+0.00090592i,0.00069325+0.00084129i,0.00061989-5.463e-06i,0.00037475-0.00030625i,-7.8219e-05-0.00026582i,-0.00049897-8.2876e-05i,-0.00050633+0.00029964i,-0.00064858+0.00061543i,-0.00077534+0.0005213i,-0.00041905-0.00012083i
-4.4875e-05-0.00146i,0.00043028-0.0015077i,0.00085364-0.0016083i,-0.00046993-0.0016079i,-0.0017967-0.00046913i,-0.00094265-2.5307e-05i,9.9492e-05+0.00021832i,-0.00014872+0.00033019i,-0.00042566+0.00047657i,-0.00041127+0.00067455i,-0.00076631+0.00023361i,-0.001149+0.00020393i,-0.00086578+0.00067033i,7.5332e-05+0.00054998i,0.0004136+0.0002868i,0.00073182+0.00031561i,0.00031384+2.0222e-06i,-0.0009239-0.00069091i,-0.0007296-0.00024486i,-0.00061974+0.00051813i,-0.00037551+0.00027587i,0.00011295+0.00015249i,-0.00018199+0.00028552i
0.002747+0.0015174i,0.0023746+0.00045626i,0.0011885+0.00016971i,0.0010162+0.00077889i,0.00031256+0.001084i,0.00026945+0.00078389i,0.0012327+0.00019433i,0.0013068+0.00029788i,0.000742+0.0010156i,0.00020999+0.00022012i,7.6046e-05-0.000652i,0.00012052-0.00069534i,-2.7503e-05-0.00037948i,-7.4988e-05-0.00055835i,-0.0012835-0.00060742i,-0.0020249-0.00084704i,-0.00086475-0.00075548i,-0.00010748+0.00032291i,-0.00027287+0.00048103i,-0.00084652+0.0004476i,-0.00095848+0.00024985i,-0.00028882-8.7935e-05i,0.00040737+8.8966e-05i
-0.00011085+0.0023979i,-0.0011035+0.0025389i,-0.0016963+0.001523i,-0.0020325+0.00057954i,-0.0013229+3.7645e-05i,0.00038709+0.00022544i,0.0010214+0.00063156i,0.00095739+6.8056e-05i,0.00059963-0.000729i,0.00018638-0.00048937i,0.00050053-0.00010742i,0.00034129-9.6367e-05i,-0.00027044-0.00046481i,-0.0003259-0.0010134i,-0.00071552-0.0012788i,-0.0012301-0.0004974i,-0.0004684+0.00040141i,-0.00022986+0.00041813i,-0.00036443+9.3689e-05i,-0.00019678+0.0004685i,-0.0002051+0.001117i,1.9067e-07+0.00093961i,-0.00031987-6.1478e-05i
-0.0021218-0.00080394i,-0.0017131-0.00090192i,-0.0018172-0.0017573i,-0.0017589-0.0011343i,-0.00081447+0.00038835i,0.00049541+0.0013453i,0.00067397+0.0010996i,0.00091909+0.00028625i,0.00093049+1.5599e-05i,0.00046283+0.00018675i,5.0023e-05+2.3191e-05i,0.00016161-0.0001049i,0.0010388+6.9937e-05i,0.00086402-0.00026142i,-3.47e-05-0.00064786i,-0.00079715-0.0008112i,-0.00043499-0.00033936i,0.00016913+0.00027054i,-5.2183e-05+0.00024433i,-0.00023255-8.2008e-05i,-5.3764e-05+0.00025888i,8.0375e-05+0.00043675i,0.00043777+0.00015382i
0.0018868-0.0020209i,0.0021217-0.0020383i,0.0017833-0.0012834i,0.0002435-0.00086607i,-0.00018609-0.00095806i,0.00079143+6.8518e-05i,0.00019778+0.001062i,-0.00047289+0.00044897i,-0.00020175+4.7187e-05i,-0.00013331-0.00017379i,-0.00043314-0.001009i,-0.00050785-0.0010714i,-0.00046511-0.00072735i,-0.00063239+3.5914e-05i,-0.00098945+0.00032708i,-0.00044671+4.9385e-05i,-0.00050764+0.00016432i,-0.0013372+0.00046464i,-0.0014943+0.00057916i,-0.000873-0.00041479i,0.00012684-0.0011047i,0.00069383-0.00032767i,0.00084483-0.00010611i
0.0029506+0.0011887i,0.0023957-0.00012674i,0.001829-0.0001005i,0.00015245+0.00024597i,-0.00054871+0.00033738i,0.00030694+0.00081933i,0.00096249+0.0006689i,0.00082068+0.00014625i,0.0005418+0.00021307i,0.00016092+0.00034613i,-0.00029967+0.00028863i,-0.0001536-0.00030576i,0.00024967-0.00076421i,7.4556e-05+0.00034634i,-0.00012644+0.0010862i,-0.00046358+0.00021745i,-0.00097147-0.00043612i,-0.00060572-5.4238e-05i,-0.00050176+0.00064529i,-0.0004742+0.00087809i,0.00013663+0.00043635i,0.00046614+0.00019223i,0.0002006+0.00034009i
0.0020755+0.0028966i,0.0023238+0.0020802i,0.0022437+0.00099237i,0.001405-0.00015619i,0.0011188+1.8867e-05i,0.00085199+0.00063812i,0.00063321+0.00013096i,0.00072433-0.00028388i,0.00039943+0.00040282i,0.00045713+0.00025245i,0.00012349-0.00022687i,-9.6545e-05+0.00043779i,-0.00036936+0.00081075i,-0.00020559-8.3681e-06i,-0.00084198-0.00087262i,-0.00073286-0.001241i,-0.00020234-0.00037581i,-0.00026856+0.00060094i,-0.00033584+0.0010594i,-0.00013234+0.0007784i,0.00020339+8.3019e-05i,0.00045765-0.00042447i,0.0011144-0.00091494i
0.00026606+0.00096916i,0.00086729+0.00092871i,-6.8931e-05+0.0005516i,-0.0015264+0.00052901i,-0.0015583+0.00025524i,0.00013712+0.00038913i,0.00164+0.00044146i,0.0013057+0.0006817i,0.00055397+0.00082166i,-0.00068775+0.00038709i,-0.0010574+0.00022495i,-9.6512e-05+0.00035244i,0.00042345-6.08e-05i,0.00037689-8.4936e-05i,0.00042487+9.9941e-05i,0.00027547-0.00031026i,-1.7055e-05-7.0917e-05i,-0.00016622+0.00028821i,-0.00032797+0.0003618i,-0.0006264+0.0012954i,-0.00051238+0.0009504i,-0.00044792+0.00044695i,0.00010632+0.00030205i
