-0.0013493-0.00037496i,-0.0012879-0.00084549i,-0.0025044-0.00033884i,-0.0018284-0.00020589i,-0.00082961+0.00060695i,-0.0014281+0.0014282i,-0.0014903+0.0015245i,-0.00015116+0.0018987i,0.0011554+0.0019676i,0.0014121+0.0013944i,0.001291+0.00076517i,0.00083699+5.4971e-05i,1.4307e-05-0.00024059i,-2.0677e-05+0.00012881i,0.0001966-5.9746e-05i,-0.00016851+0.00017889i,-0.00070795+0.00093129i,-0.0006981+0.00067459i,-0.00058825+0.00021021i,-0.00042445+0.00014676i,6.283e-05+0.00042157i,0.00018892+0.00014522i,4.7326e-05-0.00023313i
-0.20718+0.12849i,-0.30867+0.10777i,-0.31442+0.026543i,-0.2331-0.041545i,-0.17179-0.088509i,-0.16446-0.095012i,-0.14742-0.028551i,-0.093691+0.031301i,-0.065653+0.049021i,-0.058808+0.060097i,-0.034088+0.054579i,-0.002946+0.04158i,0.023841+0.036364i,0.032131+0.024582i,0.020176+0.0095787i,0.0074386+0.0023797i,0.0036852+0.002276i,0.0090081+0.0057003i,0.016989+0.0083987i,0.021909+0.0099169i,0.025327+0.0095261i,0.024942+0.008651i,0.019483+0.0082248i
0.12634-0.15413i,0.16818-0.14718i,0.14178-0.070268i,0.06511-0.039459i,-0.0094143-0.04296i,-0.017662+0.0072786i,0.051888+0.05471i,0.11425+0.043169i,0.12853+0.0064287i,0.1003-0.038797i,0.036793-0.06693i,-0.018643-0.057899i,-0.037194-0.035343i,-0.035729-0.019133i,-0.027463-0.0047627i,-0.015093+0.0050516i,-0.0076289+0.0035427i,-0.014125-0.0013099i,-0.027135+0.003482i,-0.031338+0.01452i,-0.025549+0.018416i,-0.02001+0.011171i,-0.017985+0.0035804i
-0.057639+0.18934i,-0.04937+0.21671i,-0.025615+0.15029i,-0.02537+0.11422i,-0.016727+0.12925i,0.03503+0.11382i,0.078711+0.057548i,0.088597+0.0060227i,0.082321-0.018741i,0.064121-0.0078819i,0.045964+0.021234i,0.033922+0.033816i,0.020724+0.029041i,0.0077571+0.023058i,-0.0018807+0.017261i,-0.0069426+0.0091748i,-0.0019871+0.0062385i,0.014337+0.0083488i,0.03447+0.0055794i,0.04568-0.0087215i,0.040792-0.023905i,0.028917-0.024429i,0.019608-0.016274i
-0.015428-0.24293i,-0.080803-0.30187i,-0.13353-0.2163i,-0.09208-0.091598i,-0.024353-0.046556i,-0.036868-0.075464i,-0.085967-0.09092i,-0.090921-0.077974i,-0.064139-0.082558i,-0.054473-0.086876i,-0.055884-0.053237i,-0.035035-0.011724i,-0.0018005-0.004058i,0.018821-0.015703i,0.024758-0.020025i,0.021672-0.017195i,0.0085802-0.018173i,-0.014392-0.02179i,-0.036651-0.020612i,-0.050498-0.014539i,-0.053776-0.0062575i,-0.045035+0.0017849i,-0.032323+0.0079807i
0.062024+0.27689i,0.16876+0.39528i,0.26045+0.34239i,0.23047+0.20227i,0.12969+0.15369i,0.0705+0.18928i,0.031053+0.17944i,-0.046997+0.11548i,-0.128+0.084465i,-0.12475+0.087741i,-0.052619+0.057474i,-0.003263+0.0070386i,0.0021889-0.0094133i,-0.0033924-0.004143i,-0.0077593-0.0018748i,-0.010587+0.0024114i,-0.005788+0.011606i,0.0038823+0.016868i,0.0069828+0.017001i,0.0080984+0.021704i,0.013571+0.026899i,0.019635+0.022455i,0.022856+0.0082873i
-0.086622-0.32272i,-0.219-0.48006i,-0.31181-0.43506i,-0.22446-0.27059i,-0.050299-0.22616i,0.018005-0.2676i,0.001851-0.22324i,0.016372-0.10661i,0.057145-0.024188i,0.064282-0.0064193i,0.033345-0.0073345i,0.0035804+0.0038538i,-0.0031968+0.010085i,-0.0061138+0.0037365i,-0.014404+0.001707i,-0.01183+0.0040294i,8.2857e-05-0.0012925i,0.0060796-0.0084567i,0.0093936-0.0089554i,0.01475-0.011466i,0.015167-0.018242i,0.0056529-0.019496i,-0.0097085-0.011141i
0.086191+0.34872i,0.22524+0.54361i,0.31969+0.49849i,0.2292+0.25908i,0.026916+0.11948i,-0.074356+0.15706i,-0.022357+0.19138i,0.055616+0.13377i,0.069598+0.057439i,0.033029+0.026221i,-0.002801+0.018581i,-0.020856+0.0026818i,-0.029516-0.0084418i,-0.026205-0.0061096i,-0.012877-0.00067566i,-0.0019059+0.00034134i,0.0011706-0.0033687i,0.0011643-0.0028857i,0.00061031+0.0042747i,0.0015144+0.012194i,0.0064855+0.01388i,0.013106+0.010234i,0.019778+0.0066468i
-0.087773-0.35869i,-0.21957-0.57614i,-0.32137-0.53603i,-0.26239-0.26521i,-0.078988-0.065546i,0.050678-0.054442i,0.062912-0.074439i,0.040942-0.052474i,0.040675-0.039689i,0.051737-0.049682i,0.050567-0.048878i,0.03878-0.021575i,0.034315+0.0099i,0.037452+0.025965i,0.036957+0.025424i,0.026041+0.01506i,0.009153+0.0045868i,-0.002443-0.0045156i,-0.0048758-0.015176i,-0.0052618-0.023132i,-0.011373-0.021763i,-0.019058-0.013873i,-0.023276-0.0088158i
0.063104+0.36804i,0.18037+0.60523i,0.2943+0.58417i,0.28028+0.30898i,0.11604+0.099037i,-0.040244+0.082027i,-0.098514+0.11137i,-0.10402+0.10017i,-0.098324+0.071504i,-0.089305+0.056156i,-0.067193+0.049511i,-0.036614+0.029451i,-0.020843-0.0031739i,-0.020188-0.031199i,-0.020877-0.041075i,-0.020281-0.030778i,-0.019831-0.0079949i,-0.015433+0.012508i,-0.0092747+0.020108i,-0.0079347+0.017318i,-0.0046029+0.013117i,0.0040611+0.011422i,0.011274+0.0094171i
-0.04419-0.36654i,-0.14043-0.60133i,-0.24914-0.57218i,-0.24906-0.28606i,-0.11834-0.0696i,-0.013367-0.021608i,0.010596-0.028128i,0.00075387-0.050726i,-0.022454-0.061462i,-0.027307-0.045325i,-0.019886-0.027858i,-0.014615-0.0078111i,7.8085e-05+0.017149i,0.010846+0.030225i,0.0085531+0.028024i,0.0093932+0.019806i,0.018706+0.0074769i,0.020425-0.0046998i,0.0086322-0.0065485i,-0.0008538-0.00098692i,-0.0043588+0.00082848i,-0.008893+0.0002282i,-0.011801+0.00046673i
0.024386+0.33943i,0.099096+0.56736i,0.20666+0.53239i,0.23548+0.24355i,0.14514+0.024337i,0.066631-0.023665i,0.049425-0.019918i,0.051107+0.0033943i,0.061357+0.033787i,0.056235+0.03236i,0.036564+0.015379i,0.018179-0.0017152i,-0.0038092-0.018804i,-0.022429-0.023213i,-0.028908-0.012587i,-0.020564-0.0029199i,-0.0089509-0.0050748i,-0.0045031-0.0088539i,0.00057091-0.005844i,0.0054529-0.0029978i,0.0069083-0.0037168i,0.007168-0.0036619i,0.0060556-0.00066055i
-0.0033957-0.30952i,-0.064903-0.5162i,-0.17245-0.48627i,-0.22156-0.24432i,-0.15344-0.072853i,-0.076996-0.039721i,-0.024875-0.024299i,0.04245-0.032228i,0.067674-0.073049i,0.04154-0.071504i,0.016378-0.030561i,0.0080127+0.0036526i,0.012457+0.021112i,0.018998+0.025726i,0.020711+0.02104i,0.013861+0.01089i,0.00071324+0.0042539i,-0.0059727+0.0037265i,-0.0048205+0.0034092i,-0.0041877+0.0034206i,-0.0042613+0.0028804i,-0.0028957-0.0014944i,-0.00068306-0.0053296i
-0.0064172+0.29114i,0.037475+0.46921i,0.14542+0.4441i,0.20511+0.23173i,0.13755+0.083467i,0.063499+0.074891i,0.028063+0.072402i,-0.036315+0.054364i,-0.082273+0.057803i,-0.066316+0.038724i,-0.031661-0.0053317i,-0.011852-0.035546i,-0.008423-0.043791i,-0.0041642-0.041394i,0.0032718-0.03513i,0.003185-0.020973i,0.00017907-0.0051052i,-0.0041071+0.0013554i,-0.010416+0.0017974i,-0.0098745+0.0053404i,-0.0028936+0.01075i,0.00053167+0.010284i,-0.0020155+0.002599i
0.021528-0.24077i,-0.0059737-0.39287i,-0.10094-0.35502i,-0.1503-0.16272i,-0.080265-0.04959i,-0.029017-0.048767i,-0.039768-0.022101i,-0.028689+0.022875i,-0.0046596+0.023893i,-0.0051975+0.017931i,-0.01651+0.025673i,-0.017949+0.030678i,-0.0059868+0.031235i,0.00027801+0.026616i,-0.0063254+0.018581i,-0.010874+0.0115i,-0.0041236+0.0075137i,0.0071493+0.0076929i,0.014139+0.0050186i,0.015144-0.00417i,0.012559-0.011461i,0.010081-0.0077701i,0.0076897+0.0033506i
-0.035009+0.20788i,-0.01581+0.33612i,0.073895+0.29334i,0.12295+0.11714i,0.046319+0.030028i,-0.029532+0.042885i,-0.029735+0.032064i,-0.015396+0.0034094i,-0.015079+0.0022331i,-0.01333+0.011351i,-0.0098878+0.012121i,-0.01395+0.0082552i,-0.020275+0.0012334i,-0.020521-0.0073656i,-0.015988-0.011552i,-0.0064474-0.0096032i,0.0044913-0.012697i,0.0045137-0.019312i,-0.0035972-0.01308i,-0.0086086-0.0011779i,-0.0097099-0.00048434i,-0.0096103-0.0074379i,-0.0082911-0.014003i
0.038772-0.17346i,0.022918-0.27216i,-0.049364-0.22502i,-0.075316-0.074981i,0.0083384+0.0012413i,0.075932-0.0055628i,0.071025+0.00082846i,0.068866+0.019045i,0.074298+0.018577i,0.061972+0.0090785i,0.03946-0.00080159i,0.024338-0.0016798i,0.024473+0.0076606i,0.025222+0.017675i,0.019334+0.022262i,0.0095757+0.015079i,-0.0044201+0.0061176i,-0.011923+0.0085366i,-0.0046352+0.0075103i,0.0037211-0.0023233i,0.0014016-0.0034418i,-0.0019715+0.007162i,0.00084099+0.017742i
-0.040727+0.13953i,-0.027875+0.21198i,0.045753+0.16266i,0.084069+0.013716i,0.0033221-0.089997i,-0.073333-0.082965i,-0.057432-0.04895i,-0.018889-0.048205i,0.0011941-0.059525i,0.0087229-0.056991i,0.0096062-0.036276i,0.0051826-0.021025i,-0.0052994-0.02164i,-0.0091623-0.024872i,-0.0021297-0.021955i,0.0062025-0.013313i,0.011169-0.0044952i,0.0096401-0.0036114i,-0.00078327-0.0061064i,-0.010982-0.0022414i,-0.010159+0.0013916i,-0.0040078-0.0052509i,-0.002004-0.018514i
0.038444-0.10902i,0.027087-0.15484i,-0.050419-0.097399i,-0.1005+0.036367i,-0.044202+0.12838i,0.015738+0.1471i,0.016945+0.13111i,-0.01395+0.085476i,-0.058361+0.036349i,-0.077375+0.019262i,-0.056857+0.013863i,-0.026376+0.0093668i,-0.0023313+0.011313i,0.0069452+0.010445i,0.0028842+0.0051625i,-0.0045307+0.00012778i,-0.011475-0.0016315i,-0.013418+0.0028708i,-0.0065702+0.010587i,0.0018411+0.014199i,0.0043033+0.013093i,0.0014259+0.016128i,-0.0020913+0.02332i
-0.037668+0.079526i,-0.023864+0.10829i,0.048944+0.047788i,0.094684-0.06348i,0.063269-0.1227i,0.025773-0.12937i,0.0074488-0.10735i,0.0076497-0.052238i,0.030196-0.0038251i,0.037582+0.0033927i,0.017929-0.0021239i,-0.0031767-0.0018905i,-0.016736-0.0030657i,-0.02011-0.0062772i,-0.016849-0.0070737i,-0.011307-0.0012329i,0.0015902+0.0034852i,0.011905-0.0022195i,0.010305-0.0089519i,0.0057256-0.0082058i,0.0061005-0.0069224i,0.0090804-0.0105i,0.011365-0.01482i
0.023168-0.057809i,0.00051299-0.063659i,-0.065218+0.0091447i,-0.098758+0.1042i,-0.083043+0.13929i,-0.072937+0.13492i,-0.053559+0.12038i,-0.019875+0.073119i,-0.015445+0.022656i,-0.024951+0.016864i,-0.017528+0.031428i,-0.00096871+0.036743i,0.011711+0.033862i,0.0097145+0.027573i,-0.0023942+0.019069i,-0.011517+0.010687i,-0.015718+0.0061183i,-0.01476+0.0075238i,-0.006104+0.010166i,0.0032305+0.008641i,0.001641+0.0046185i,-0.0083439+0.0029016i,-0.015559+0.0062807i
-0.01983+0.038195i,0.010076+0.030692i,0.084091-0.029861i,0.13164-0.093346i,0.12869-0.10215i,0.12756-0.088241i,0.0982-0.086861i,0.038424-0.044965i,0.026421+0.015991i,0.04717+0.01709i,0.044024-0.019207i,0.02186-0.040954i,0.0046935-0.041795i,0.0043388-0.030028i,0.014303-0.013289i,0.020289-0.00060291i,0.022918+0.001424i,0.021084-0.0047411i,0.010566-0.012542i,0.00071107-0.01605i,0.00039167-0.011602i,0.0072943-0.0064067i,0.01407-0.0079295i
0.0094845-0.023983i,-0.024562-0.0013515i,-0.093368+0.060911i,-0.11141+0.098918i,-0.077244+0.051047i,-0.083781-0.00074973i,-0.079087+0.018912i,-0.021243+0.016908i,-0.00058922-0.030448i,-0.025263-0.038915i,-0.035137-0.0094234i,-0.022364+0.013426i,-0.0054123+0.01918i,0.0003003+0.014255i,-5.564e-05+0.0087563i,0.00089615+0.0011954i,-0.0051712-0.0081324i,-0.016247-0.0074912i,-0.019635+0.0016523i,-0.015668+0.006494i,-0.011506+0.0039186i,-0.012577+0.0010425i,-0.01677+0.0016643i
-0.00071517+0.0058453i,0.041629-0.024189i,0.10531-0.093656i,0.098643-0.13404i,0.032955-0.075455i,0.01681+0.0082592i,0.026371+0.011929i,-0.0050629-0.017206i,-0.031258-0.0089527i,-0.016246+0.0042373i,0.0064723-0.0037245i,0.010952-0.015411i,0.0050363-0.016335i,0.0048412-0.014724i,0.0066021-0.017801i,0.005577-0.015281i,0.0055682-0.0082271i,0.006128-0.0038703i,0.0059958-0.00012577i,0.004871+0.0033924i,0.0044546+0.0046164i,0.0080521+0.0050366i,0.012124+0.0039059i
-0.0025673+0.0055612i,-0.058086+0.039657i,-0.11986+0.10796i,-0.098701+0.13759i,-0.022756+0.073944i,0.001619-0.001077i,-0.0030005+0.012453i,0.028176+0.049981i,0.047499+0.03473i,0.015573+0.0093328i,-0.025452+0.009849i,-0.039086+0.023383i,-0.029187+0.027524i,-0.022008+0.016268i,-0.024112+0.0060059i,-0.024042+0.0021373i,-0.020733+0.0039203i,-0.013962+0.010737i,-0.0047652+0.012074i,0.00052472+0.0067246i,0.0012396+0.0019168i,-0.0003637-0.0016312i,-0.0026464-0.003358i
0.019354-0.0040937i,0.076443-0.045121i,0.13714-0.11538i,0.093433-0.15547i,-0.031469-0.099313i,-0.091644-0.0078991i,-0.068408+0.0076796i,-0.045848-0.021925i,-0.032626-0.023612i,-0.0044267-0.0054121i,0.024537+0.0049912i,0.036584-4.4951e-05i,0.028848-0.0079718i,0.017355-0.004418i,0.012295+0.00077864i,0.0087342+0.0041439i,0.011474+0.006482i,0.018722-2.2443e-06i,0.01763-0.0083227i,0.0106-0.006365i,0.0053211-0.0010705i,0.0021165+0.00094787i,0.00011776+0.0013246i
-0.024629+0.011782i,-0.088259+0.055374i,-0.14877+0.1384i,-0.093922+0.20692i,0.051331+0.18625i,0.12429+0.11574i,0.093936+0.082886i,0.042441+0.079234i,0.0080725+0.06542i,-0.0095446+0.032909i,-0.023645-0.00087828i,-0.035054-0.012275i,-0.030461-0.010044i,-0.021515-0.0097358i,-0.017302-0.0034329i,-0.011093+0.0035971i,-0.0085894-0.00024744i,-0.014227-0.0050941i,-0.018331-0.0037863i,-0.014121-0.0029383i,-0.0065677-0.0032515i,-0.0027702-0.0036187i,-0.0011466-0.0038917i
0.024598-0.014799i,0.095505-0.053974i,0.16748-0.13057i,0.13716-0.20643i,0.02323-0.21611i,-0.049997-0.16746i,-0.048922-0.12249i,-0.018516-0.094855i,0.011305-0.073148i,0.021514-0.045287i,0.021901-0.0097091i,0.028382+0.011147i,0.02836+0.014954i,0.025967+0.016356i,0.029443+0.012162i,0.026725+0.0045745i,0.019133+0.0012104i,0.014391-0.0019618i,0.0093466-0.0027285i,0.0032467+0.00016812i,0.00090507+0.00098342i,0.00035806+0.001906i,-0.0013436+0.0038107i
-0.035123+0.015155i,-0.10992+0.053437i,-0.18389+0.12798i,-0.15419+0.20324i,-0.041905+0.21908i,0.03011+0.18007i,0.038891+0.13625i,0.020625+0.087229i,-0.014378+0.040327i,-0.029594+0.015271i,-0.019361-0.0044403i,-0.016314-0.018612i,-0.014787-0.020038i,-0.012505-0.021469i,-0.018422-0.020931i,-0.018858-0.01262i,-0.016516-0.00449i,-0.019778+0.0021745i,-0.016493+0.0067861i,-0.0076877+0.0053963i,-0.0034642+0.0027516i,-0.001179+0.00093961i,0.0024845-0.0015338i
0.039314-0.011391i,0.11639-0.045812i,0.20289-0.12012i,0.19363-0.21334i,0.098587-0.25491i,0.024549-0.22662i,-0.0073562-0.16276i,-0.0044856-0.077912i,0.030144-0.013616i,0.040005+0.0020073i,0.015496+0.0092399i,0.0023258+0.023685i,0.0017215+0.028934i,0.0012066+0.029206i,0.0077195+0.023792i,0.012796+0.011468i,0.013281+0.004206i,0.017958+0.002154i,0.018332-3.7028e-05i,0.010498-0.00088331i,0.0049795-0.00084491i,0.0038004-0.0016327i,0.0010902-0.0021047i
-0.039483+0.0073334i,-0.12021+0.036191i,-0.21252+0.10357i,-0.22284+0.17743i,-0.17241+0.19244i,-0.13262+0.16902i,-0.079504+0.14503i,-0.026099+0.080665i,-0.027574+0.0058126i,-0.038474-0.012849i,-0.018165-0.010281i,-0.0026684-0.020797i,0.0025037-0.028293i,0.0046762-0.030787i,-0.0040247-0.027077i,-0.012394-0.015557i,-0.015195-0.0087579i,-0.018774-0.0070471i,-0.017604-0.0044709i,-0.010752-0.0019105i,-0.0075005-0.00074982i,-0.0070299-0.00031847i,-0.004137+0.0009039i
0.030584+0.001662i,0.114-0.020779i,0.20734-0.069055i,0.22269-0.12022i,0.17082-0.11327i,0.12504-0.07472i,0.071617-0.066831i,0.0074723-0.037399i,-0.0070551+0.019823i,0.0073395+0.028142i,-0.0024846+0.0077462i,-0.015655+0.0088821i,-0.018059+0.017603i,-0.017029+0.024194i,-0.007686+0.027052i,0.0023424+0.018872i,0.0071677+0.010106i,0.013086+0.0078906i,0.013566+0.0056125i,0.0081103+0.00085122i,0.0056846-0.00097594i,0.0052628-0.000282i,0.0022554-0.00035852i
-0.033705+0.0030861i,-0.11561+0.020861i,-0.20817+0.06622i,-0.21398+0.11342i,-0.1426+0.096798i,-0.097742+0.054835i,-0.055354+0.064675i,0.019384+0.051167i,0.044815-0.013865i,0.016363-0.031145i,0.0073607-0.006406i,0.015571-0.00201i,0.022385-0.0097529i,0.026106-0.018802i,0.01653-0.026657i,0.0012528-0.020217i,-0.0053412-0.0091397i,-0.0060412-0.0076957i,-0.0056648-0.0084866i,-0.0041204-0.0058207i,-0.0031369-0.0042028i,-0.0014041-0.0041653i,0.001338-0.0032983i
0.029283+0.0056997i,0.11296-0.003142i,0.21013-0.041103i,0.217-0.083736i,0.13703-0.049038i,0.084133+0.013836i,0.049798-0.0056316i,-0.023295-0.033015i,-0.061606+0.0032977i,-0.03091+0.02256i,-0.0065714+0.0038141i,-0.012809-0.0038267i,-0.025113+0.0011204i,-0.031+0.0089409i,-0.023953+0.017681i,-0.0080929+0.018128i,0.003522+0.012338i,0.0051506+0.0082667i,0.0017587+0.0062881i,-0.00034225+0.0069087i,9.6249e-05+0.0078922i,4.3878e-05+0.0066901i,-0.0021166+0.0039375i
-0.035974-0.0070507i,-0.11789-0.0027759i,-0.20455+0.031161i,-0.18069+0.070776i,-0.059975+0.034642i,0.011705-0.031274i,0.011318-0.00062059i,0.042623+0.056834i,0.075234+0.037161i,0.044666+0.0073029i,0.0093717+0.013068i,0.0077139+0.017602i,0.01997+0.01368i,0.030651+0.0061623i,0.02969-0.0047977i,0.017361-0.010786i,0.0040955-0.010997i,-0.005259-0.0081043i,-0.0066055-0.0034175i,-0.0033438-0.0026816i,-0.00087603-0.0055043i,0.00083499-0.0059147i,0.0021362-0.0033015i
0.034356+0.005307i,0.11157+0.0077286i,0.19894-0.02001i,0.17844-0.080269i,0.034897-0.091758i,-0.065699-0.037888i,-0.053411-0.038519i,-0.047648-0.087135i,-0.0671-0.078365i,-0.042218-0.039809i,-0.0075535-0.02794i,-0.0032999-0.023951i,-0.013668-0.018173i,-0.024677-0.012342i,-0.025816-0.0032154i,-0.012564+0.0022564i,0.00050366+0.002945i,0.004282+0.0041186i,0.00339+0.0055523i,1.1577e-05+0.0055177i,-0.0034793+0.0067714i,-0.0050992+0.0089266i,-0.0042965+0.0092119i
-0.029027-0.012962i,-0.1082-0.019145i,-0.206+0.0083735i,-0.19669+0.086142i,-0.045312+0.12272i,0.066819+0.080698i,0.050739+0.07477i,0.034696+0.1179i,0.053168+0.10541i,0.031963+0.049012i,-0.0040938+0.018542i,-0.0087503+0.015061i,0.0075019+0.018882i,0.02323+0.018476i,0.023938+0.009484i,0.011498-0.0013691i,0.0011537-0.0050918i,0.00046839-0.004315i,0.0040106-0.0037896i,0.0062582-0.004646i,0.0067206-0.007495i,0.0069246-0.0093978i,0.0078007-0.0079803i
0.037554+0.0062007i,0.11021+0.023482i,0.20723+2.5031e-05i,0.20267-0.096426i,0.04733-0.17048i,-0.086653-0.14174i,-0.06903-0.10067i,-0.016419-0.11588i,-0.015107-0.11358i,-0.011097-0.063346i,0.0053217-0.023574i,0.0080306-0.016337i,-0.00090395-0.023477i,-0.014017-0.028976i,-0.022472-0.02236i,-0.018977-0.0071326i,-0.0079306+0.0020075i,0.00038024-0.0011914i,-0.0011658-0.0058314i,-0.0080125-0.0030594i,-0.011349+0.0017828i,-0.011309+0.0028299i,-0.010388+0.0016363i
-0.031996-0.012186i,-0.10621-0.03402i,-0.21108-0.019684i,-0.23881+0.086159i,-0.12416+0.21387i,0.0067286+0.22907i,0.011838+0.17165i,-0.036334+0.14464i,-0.040939+0.12133i,-0.029638+0.069853i,-0.027451+0.029286i,-0.025497+0.015985i,-0.018685+0.019089i,-0.0060015+0.025942i,0.0045374+0.02417i,0.0053488+0.013272i,-0.0018772+0.0034823i,-0.0098529+0.0033069i,-0.0099952+0.008169i,-8.9856e-05+0.0099765i,0.0092625+0.0062828i,0.010976+0.0014008i,0.007027-0.00066523i
0.022712+0.014653i,0.094912+0.044259i,0.21497+0.053252i,0.29174-0.039824i,0.22237-0.18649i,0.088994-0.22157i,0.045747-0.15791i,0.069421-0.12131i,0.065818-0.10061i,0.040047-0.051362i,0.024204-0.0094389i,0.018745+0.00090775i,0.014877-0.0096187i,0.0085704-0.021855i,0.0035555-0.02138i,0.0021521-0.0098323i,0.0044136+0.0014426i,0.0077157+0.0049726i,0.0071252+0.0016694i,0.0017148-0.0038015i,-0.004919-0.0052357i,-0.0077312-0.00097338i,-0.0067744+0.0036342i
-0.024056-0.017721i,-0.089804-0.054698i,-0.21349-0.078195i,-0.3134-0.0011817i,-0.27513+0.14344i,-0.14902+0.20306i,-0.079868+0.15293i,-0.079926+0.098337i,-0.073369+0.065483i,-0.046059+0.027721i,-0.023369+0.00070548i,-0.014479-0.0021923i,-0.013118+0.011312i,-0.012387+0.023309i,-0.0086974+0.021832i,-0.0021779+0.0094139i,0.0011951-0.0030118i,-0.0010885-0.007292i,-0.0025492-0.0038481i,0.00086318+0.0014113i,0.0056397+0.0034335i,0.0094075+0.0012381i,0.010399-0.0014886i
0.016485+0.011179i,0.077625+0.063174i,0.19905+0.11419i,0.32634+0.071119i,0.34706-0.066157i,0.24364-0.14959i,0.14367-0.11462i,0.11469-0.05366i,0.098258-0.022163i,0.060877-0.0049632i,0.025744+0.0034947i,0.014586+0.0059638i,0.021257+0.00085242i,0.025796-0.010578i,0.020164-0.013562i,0.010946-0.006548i,0.0066117+0.0014026i,0.0083081+0.0037667i,0.0087528-0.00077627i,0.003183-0.0065383i,-0.004641-0.0080301i,-0.010335-0.0052423i,-0.010759-0.0027364i
-0.015939-0.019458i,-0.071196-0.076239i,-0.18254-0.15503i,-0.31805-0.16378i,-0.37304-0.058617i,-0.29097+0.043849i,-0.17517+0.05643i,-0.11996+0.024579i,-0.090051-0.0011169i,-0.051794-0.011011i,-0.020896-0.011077i,-0.011079-0.011424i,-0.01717-0.0073691i,-0.02447+0.00074647i,-0.022867+0.0022385i,-0.013887-0.00078763i,-0.0082534-0.0052567i,-0.010761-0.0095472i,-0.013332-0.0076195i,-0.01045+0.0012622i,-0.0045843+0.0084992i,0.001971+0.0074559i,0.005395+0.0028209i
0.010191+0.027791i,0.054719+0.0894i,0.15302+0.19616i,0.28363+0.24496i,0.33947+0.1645i,0.26383+0.048988i,0.1481+0.0019905i,0.083942+0.010037i,0.05333+0.022283i,0.025746+0.020228i,0.0046078+0.010185i,-0.0027459+0.0058085i,0.0055385+0.0033675i,0.016734+0.00028622i,0.017443+0.001708i,0.0085934+0.0048591i,0.00076613+0.0096969i,0.001072+0.015425i,0.0047363+0.014797i,0.0069418+0.0064767i,0.0058094-0.0016694i,0.00031606-0.0040489i,-0.0056063-0.0015409i
-0.0098678-0.016108i,-0.039539-0.08706i,-0.10752-0.20806i,-0.20648-0.29519i,-0.2679-0.2581i,-0.23202-0.1354i,-0.13914-0.043547i,-0.064743-0.026771i,-0.02729-0.037701i,-0.01268-0.03131i,-0.0041928-0.011818i,0.00052515-0.0047422i,-0.0069678-0.008815i,-0.018066-0.010514i,-0.018084-0.0099508i,-0.010252-0.0083127i,-0.0028616-0.0091572i,-0.00085543-0.012909i,-0.0027376-0.012484i,-0.0034574-0.0070373i,-0.0023044-0.0015275i,0.0019304+0.0022356i,0.0065212+0.0021436i
0.0037813+0.025836i,0.020939+0.099139i,0.058218+0.23522i,0.12357+0.35i,0.17919+0.33393i,0.16103+0.21032i,0.096488+0.098655i,0.04531+0.053662i,0.013546+0.043176i,0.00040957+0.02853i,-0.0013129+0.0083446i,-0.0024921+0.0028982i,0.0043872+0.011608i,0.014238+0.016708i,0.012172+0.015748i,0.0043771+0.012616i,-0.00076569+0.010928i,-0.0032125+0.012319i,-0.0024085+0.011286i,-0.00016673+0.0055107i,0.00069666-0.0012106i,-0.0010784-0.0063374i,-0.0045547-0.0074952i
-0.0020487-0.023365i,-0.0035994-0.094313i,-0.0039748-0.23293i,-0.021328-0.36042i,-0.051635-0.35462i,-0.059276-0.22106i,-0.040142-0.083718i,-0.013272-0.020022i,0.0063857-0.0089341i,0.0074311-0.0065438i,0.00079388+0.0019309i,0.0007877+0.00457i,-0.001223-0.0036586i,-0.005158-0.012908i,-0.0013112-0.014873i,0.0057234-0.010713i,0.010175-0.0073502i,0.010718-0.0088845i,0.0066256-0.0094886i,0.00074745-0.0064808i,-0.0042982-0.0015407i,-0.0050933+0.0047812i,-0.0011844+0.0068199i
-0.0026622+0.022393i,-0.016513+0.090885i,-0.046604+0.22011i,-0.064853+0.33933i,-0.049429+0.33696i,-0.016101+0.21531i,0.0034799+0.086177i,-0.005081+0.018453i,-0.020339+0.00035508i,-0.01514+0.0014642i,-0.0013868-0.00327i,-0.00037762-0.0073787i,-0.0013473+0.0015687i,0.0019208+0.012i,-5.0209e-06+0.01281i,-0.0038923+0.0085695i,-0.0061472+0.0061046i,-0.0083762+0.0065387i,-0.0087128+0.0078543i,-0.0053161+0.0075828i,0.00017724+0.0049456i,0.0029605+0.00023101i,0.001115-0.004065i
0.0039974-0.017047i,0.030131-0.076869i,0.092905-0.18582i,0.15553-0.28911i,0.15252-0.2924i,0.087296-0.18777i,0.027143-0.069897i,0.011191-0.0058814i,0.019652+0.009438i,0.01599+0.0029907i,0.0015676+0.00081929i,-0.002347+0.0024724i,0.00057512-0.0052669i,0.0020731-0.013837i,0.003652-0.012284i,0.005592-0.0067851i,0.0087784-0.005582i,0.011542-0.0073874i,0.010179-0.006972i,0.0069342-0.0044521i,0.0041885-0.0023036i,0.00048046+0.00059089i,-0.00040156+0.0032508i
