-0.00058055+0.00070936i,-0.00053697-0.0011452i,-0.0013007-0.0025335i,-0.0024106-0.0015462i,-0.003086+7.7178e-05i,-0.0025101+0.00099661i,-0.0014674+0.00084715i,-0.00020293+0.001061i,0.00055985+0.0010175i,0.00044153+0.00018289i,0.0002597-0.0005351i,0.00031027-0.00076892i,-0.00057422-0.00042396i,-0.00084505+9.2019e-05i,-0.00067135+0.00058934i,-0.00084932+0.00066819i,-0.00078201+0.00098655i,-0.0006662+0.0014206i,-6.8481e-05+0.00016433i,0.00016894-0.00067827i,0.0004694-0.00060731i,0.00035005-0.00089028i,-0.00066566-0.00055533i
0.18652-0.081309i,0.33129-0.10611i,0.36838-0.12865i,0.2718-0.16524i,0.15775-0.17438i,0.076426-0.13131i,0.0068223-0.054913i,-0.026085+0.019947i,-0.014545+0.048296i,-0.003324+0.029487i,-0.010922+0.011676i,-0.021119+0.011235i,-0.025119+0.010781i,-0.025106+0.0042372i,-0.019985-0.0035653i,-0.015015-0.010738i,-0.010787-0.012653i,-0.0030426-0.008773i,0.0022711-0.0052369i,0.0016319-0.0047477i,-0.00091022-0.0076107i,-0.0042133-0.011786i,-0.006871-0.015793i
-0.19182+0.11185i,-0.34622+0.1474i,-0.40064+0.14988i,-0.32575+0.14817i,-0.2179+0.12592i,-0.12327+0.072863i,-0.031447+0.017216i,0.026179-0.027584i,0.028081-0.04653i,0.0083439-0.034254i,0.0055918-0.016594i,0.013748-0.010629i,0.015032-0.006337i,0.013564+0.00070937i,0.011061+0.0029297i,0.0083513+0.0025863i,0.0075386+0.00081177i,0.0055661-0.0019598i,0.0048787-0.0020902i,0.0031964-0.00063414i,-0.00018852+0.0040843i,0.0017347+0.010354i,0.0063346+0.012726i
0.21701-0.09286i,0.38125-0.13463i,0.43459-0.14783i,0.35964-0.12968i,0.2546-0.096937i,0.1364-0.078103i,0.0091276-0.056227i,-0.055211-0.015222i,-0.048634+0.0051008i,-0.028929+0.0029468i,-0.023959+0.0066838i,-0.023656+0.014682i,-0.017407+0.015077i,-0.0098569+0.010131i,-0.0064639+0.007014i,-0.008525+0.0012994i,-0.012212-0.0041635i,-0.010339-0.0040323i,-0.0026472-0.0027913i,0.0048916-0.00084861i,0.0069947+0.00030854i,0.0011693-0.0038238i,-0.0091213-0.0096301i
-0.15112+0.060855i,-0.29722+0.098209i,-0.35918+0.12135i,-0.30824+0.092352i,-0.23983+0.034444i,-0.15562+0.030371i,-0.034155+0.052707i,0.043721+0.033921i,0.042039+0.0030457i,0.013008-0.0068192i,0.0018489-0.0057409i,0.0060675-0.0052349i,0.0070541-0.003432i,0.004417-5.5488e-05i,0.003581+0.0010756i,0.0053886+0.005733i,0.0074719+0.0088158i,0.0030788+0.0033691i,-0.0056517-0.0028621i,-0.0093586-0.0058463i,-0.0067651-0.0062388i,-0.0019904-0.0017852i,0.0027568+0.0071219i
0.14704-0.073643i,0.26889-0.10415i,0.31586-0.10024i,0.25622-0.03259i,0.17937+0.05511i,0.1159+0.059423i,0.032753-0.0019075i,-0.03218-0.027818i,-0.041431-0.0073792i,-0.014578+0.016692i,0.0095751+0.019189i,0.013719+0.0084377i,0.012669-0.00072984i,0.010894-0.0024196i,0.0056934+0.0038451i,0.0013755+0.0047082i,-0.0028642+0.0021006i,-0.0033597+0.0077839i,0.00021891+0.012808i,0.0022631+0.012127i,0.0037308+0.0089905i,0.0026204+0.0044125i,-0.0013151+0.0011253i
-0.17442+0.043051i,-0.30152+0.080908i,-0.32745+0.07906i,-0.23125-0.00061477i,-0.13131-0.080956i,-0.076827-0.050287i,-0.018812+0.03729i,0.025042+0.06241i,0.023646+0.033921i,0.0040549+0.00051724i,-0.010357-0.015965i,-0.015981-0.011337i,-0.015405-0.0011409i,-0.0091533+0.0024916i,-0.0011417-0.00093589i,0.0026216-0.0012931i,0.007812+0.002462i,0.011602+0.00033893i,0.0073622-0.0037211i,0.0012197-0.0057567i,-0.004427-0.0067595i,-0.0059814-0.0031833i,0.00029804+0.0029406i
0.12447-0.03816i,0.24094-0.085471i,0.26481-0.10793i,0.1541-0.036982i,0.055837+0.065648i,0.043696+0.056102i,0.032073-0.033048i,0.0031898-0.065298i,-0.00042198-0.034157i,0.012824+0.0023204i,0.022108+0.016775i,0.022538+0.011148i,0.018091+0.0028687i,0.0085098+4.1768e-05i,-0.0018585-0.0011107i,-0.0052561-0.0081333i,-0.0077006-0.017276i,-0.0081407-0.014994i,-0.00089221-0.004968i,0.0058362+0.0024032i,0.0079385+0.0073004i,0.0083261+0.0069837i,0.0051072-0.0010436i
-0.11434+0.059418i,-0.217+0.11582i,-0.21965+0.15212i,-0.074447+0.088922i,0.046919-0.03417i,0.031647-0.061751i,-0.015246+0.0072784i,-0.017502+0.049833i,-0.0047634+0.03052i,-0.0047404-0.011368i,-0.020487-0.032629i,-0.034014-0.024446i,-0.032572-0.0084012i,-0.017547+0.00046025i,-0.0015134+0.0034081i,0.0043652+0.0088223i,0.0075784+0.01581i,0.0098485+0.011577i,0.0078112+1.012e-05i,0.0037844-0.0072906i,-4.4907e-05-0.0085623i,-0.001916-0.0034554i,0.00044519+0.0036428i
0.11594-0.01979i,0.21014-0.076812i,0.20357-0.13687i,0.046384-0.11502i,-0.085591-0.032183i,-0.057347-0.010338i,0.013436-0.051951i,0.031466-0.063735i,0.022088-0.031739i,0.010114+0.010031i,0.014294+0.039099i,0.03052+0.038864i,0.034968+0.0212i,0.020823+0.0078287i,0.0018988+0.0030975i,-0.0059996-0.0013843i,-0.0096895-0.0083566i,-0.015269-0.0098211i,-0.016205-0.0061158i,-0.012259-0.0013939i,-0.0065648+0.0019857i,-0.0010849-0.0014718i,-0.0035241-0.0080138i
-0.099538+0.037253i,-0.19566+0.10923i,-0.19564+0.19365i,-0.037656+0.20104i,0.09814+0.12392i,0.064693+0.057577i,-0.019531+0.047707i,-0.045611+0.038511i,-0.035105+0.0054705i,-0.020212-0.028982i,-0.019452-0.049099i,-0.028826-0.043885i,-0.029939-0.025897i,-0.017803-0.0098706i,-0.0019301+0.001653i,0.0058983+0.0085646i,0.009013+0.015214i,0.011403+0.016779i,0.0084065+0.011161i,0.0034716+0.0056948i,0.0022174+0.00061958i,0.0022167-0.002307i,0.0040511+0.0015212i
0.096506-0.055386i,0.19808-0.13722i,0.20736-0.24936i,0.052963-0.28966i,-0.091725-0.20581i,-0.069433-0.088289i,0.017642-0.032395i,0.051556-0.016735i,0.037572+0.00069349i,0.014049+0.028085i,0.011507+0.052104i,0.026388+0.052989i,0.032651+0.035197i,0.022573+0.016364i,0.0086292+0.0029489i,0.0031469-0.0090881i,0.0019961-0.01951i,-0.00163-0.019253i,-0.0036175-0.0083i,-0.0029588+0.0019248i,-0.0043242+0.0056928i,-0.006625+0.0051239i,-0.0090545+0.0012158i
-0.092756+0.032798i,-0.19713+0.12014i,-0.23215+0.26054i,-0.10783+0.34447i,0.026799+0.28656i,0.018399+0.16072i,-0.041463+0.071131i,-0.056796+0.021868i,-0.040691-0.0045776i,-0.013661-0.021421i,-0.0020671-0.045466i,-0.015911-0.058445i,-0.026875-0.044442i,-0.018608-0.020069i,-0.0047434-0.0029057i,-3.3834e-05+0.0055669i,-0.0017284+0.0098863i,0.0014094+0.010946i,0.008481+0.0070518i,0.01028+0.00083375i,0.0067859-0.0029361i,0.0024446-0.00070652i,0.002197+0.0059607i
0.079615-0.032705i,0.18362-0.11931i,0.25491-0.26109i,0.18575-0.36322i,0.064827-0.32439i,0.036583-0.18374i,0.052565-0.065044i,0.043653-0.00027745i,0.022112+0.027668i,0.00068214+0.034735i,-0.007982+0.046534i,0.0014601+0.055052i,0.012559+0.045374i,0.012787+0.02421i,0.0049506+0.0048283i,-0.00090047-0.0053326i,-0.00067757-0.010017i,0.0012702-0.011896i,0.0035827-0.01122i,0.0045187-0.0084131i,0.0029368-0.0024377i,0.0037709+0.0026111i,0.0060667-0.00078685i
-0.094708+0.038472i,-0.21853+0.13038i,-0.31585+0.2672i,-0.27362+0.36663i,-0.14728+0.32924i,-0.070005+0.17433i,-0.046835+0.042611i,-0.030369-0.014638i,-0.012166-0.031944i,0.0043137-0.035111i,0.010008-0.042356i,0.0002889-0.048277i,-0.009972-0.038552i,-0.010637-0.019609i,-0.0069579-0.0021866i,-0.0067869+0.010329i,-0.0098462+0.016745i,-0.011826+0.015439i,-0.011976+0.0058577i,-0.010691-0.0038008i,-0.0065381-0.0063966i,-0.0016032-0.0044087i,0.00040553+0.0022137i
0.08348-0.031221i,0.21535-0.10835i,0.34464-0.23595i,0.34383-0.32897i,0.24155-0.29019i,0.14667-0.15614i,0.08119-0.048279i,0.03667+0.0045163i,0.017759+0.022585i,0.0068396+0.020583i,-0.0053613+0.028261i,-0.0024336+0.043415i,0.008904+0.041468i,0.011683+0.0252i,0.0095156+0.0080975i,0.010335-0.0020817i,0.014393-0.0055522i,0.014755-0.0058431i,0.0069866-0.0028032i,-9.7071e-05+0.002278i,-0.00084943+0.003847i,0.0016134-0.0017659i,0.0031196-0.010702i
-0.069594+0.036317i,-0.2063+0.10006i,-0.36784+0.19627i,-0.41214+0.26441i,-0.31777+0.22587i,-0.18906+0.11923i,-0.083147+0.039158i,-0.014401-0.0046589i,0.0079733-0.023011i,0.0075183-0.018905i,0.011476-0.019932i,0.012284-0.031135i,0.0045397-0.031979i,-0.0031631-0.018673i,-0.0063414-0.0032974i,-0.0045765+0.005703i,-0.0026367+0.0067685i,-0.0044002+0.0051832i,-0.0061633+0.0058917i,-0.0049846+0.0052235i,-0.0031806+0.0017061i,-0.0051405-0.00055632i,-0.0088444+0.0040848i
0.071983-0.025951i,0.21174-0.073791i,0.38691-0.13571i,0.45098-0.17233i,0.34739-0.13948i,0.1892-0.063157i,0.070745-0.017724i,0.004534-0.001083i,-0.016828+0.010195i,-0.015073+0.012764i,-0.014035+0.01421i,-0.012557+0.020502i,-0.005604+0.021615i,0.001013+0.01448i,0.0048635+0.0036197i,0.0060264-0.00707i,0.0051378-0.012146i,0.0058645-0.0095637i,0.0086682-0.0021561i,0.0090786+0.0034093i,0.0048889+0.0049565i,5.5315e-05+0.0051148i,0.00035812+0.0021665i
-0.0738+0.020034i,-0.21719+0.053786i,-0.38955+0.082086i,-0.44932+0.080472i,-0.35152+0.04864i,-0.19955+0.013872i,-0.084619+0.012178i,-0.018646+0.015788i,0.0028296+0.0024182i,-0.00082222-0.0062344i,0.0027283-0.009393i,0.0084569-0.017494i,0.0052476-0.020894i,1.0248e-05-0.014997i,-0.0041293-0.0064091i,-0.0074342+0.00023639i,-0.0085116+0.002167i,-0.0057053-0.001025i,0.00076974-0.0062207i,0.0063288-0.0102i,0.0062623-0.0099437i,0.0022425-0.0046262i,-0.0024587+0.0017398i
0.066852-0.023424i,0.20163-0.031427i,0.36891-0.023781i,0.42459+0.0085831i,0.32638+0.043069i,0.18294+0.038207i,0.075326-0.0011394i,0.0094283-0.021567i,-0.010405-0.0094444i,-0.0014087+0.0034164i,-0.00095362+0.0066063i,-0.0089087+0.011515i,-0.0096971+0.016716i,-0.0047745+0.015635i,0.00059915+0.0096853i,0.0018203+0.0026953i,-0.0017574+0.00076957i,-0.0049143+0.0034768i,-0.0048795+0.0027012i,-0.0048638-0.00088906i,-0.0052175-0.00061025i,6.8083e-05+0.0030345i,0.0091861+0.0035381i
-0.071226+0.013285i,-0.19684+0.0077746i,-0.35121-0.030163i,-0.3937-0.083331i,-0.27949-0.10646i,-0.14016-0.07288i,-0.059096-0.011142i,-0.012985+0.023905i,0.0066237+0.019489i,0.0016673+0.0048944i,-0.0024187+0.00092402i,0.0033753-0.00072794i,0.0085384-0.0044804i,0.0090016-0.0046527i,0.0052225-0.00057918i,0.00072377+0.0061281i,0.0013921+0.0095319i,0.0038415+0.0054136i,0.0019424-0.0018599i,-0.0017749-0.0045689i,-0.0016608-0.0034088i,-0.00079154-0.003678i,-0.0044326-0.0048159i
0.058488-0.0003164i,0.16897+0.017334i,0.29805+0.077513i,0.32268+0.14531i,0.2193+0.14934i,0.11913+0.088931i,0.076659+0.011731i,0.04357-0.03139i,0.018258-0.026323i,0.014581-0.0075292i,0.012667-0.0010725i,0.0038662+0.0023353i,-0.0012414+0.0063062i,-0.0020142+0.0058412i,0.00049107+0.0029596i,0.0048556-0.0020741i,0.0042502-0.0057489i,-0.00072128-0.002894i,-0.0060957+0.0033119i,-0.0090239+0.0069295i,-0.0078742+0.0065258i,-0.0038015+0.00429i,0.0023619+0.002626i
-0.058338+0.0049488i,-0.15748-0.022391i,-0.25297-0.098581i,-0.24049-0.17539i,-0.14033-0.16901i,-0.07369-0.091143i,-0.061228-0.0078594i,-0.042377+0.03471i,-0.01776+0.026118i,-0.012406+0.0024503i,-0.012318-0.0044892i,-0.0042877-0.0037372i,0.0027601-0.004689i,0.003598-0.0047916i,0.001421-0.0030259i,-0.00018906+0.0009771i,0.0018761+0.0032995i,0.0059721+0.0014224i,0.0074956+0.00052919i,0.007665+0.0024819i,0.0068298+0.0029368i,0.0024389+0.00023281i,-0.0054095-0.0017205i
0.044026+0.00012342i,0.12729+0.045952i,0.20372+0.13199i,0.17817+0.19845i,0.080408+0.17826i,0.035439+0.09495i,0.047665+0.014921i,0.046199-0.027614i,0.024925-0.024845i,0.013927-0.0030502i,0.014055+0.0038306i,0.012412-0.00053243i,0.0069059-0.0031446i,0.0025372-0.0040235i,0.0024597-0.0041855i,0.0047641-0.0074718i,0.0037178-0.012571i,0.00037828-0.012982i,0.00015894-0.0090064i,0.00219-0.0060935i,0.0016162-0.0049144i,-0.00040317-0.0011673i,0.0020244+0.0043481i
-0.040275-0.0094136i,-0.10871-0.052663i,-0.16411-0.13376i,-0.12688-0.18213i,-0.038331-0.14403i,-0.022099-0.073973i,-0.061448-0.021095i,-0.070393+0.01059i,-0.045951+0.013948i,-0.028227+0.00044655i,-0.022245-0.0042979i,-0.014551-0.00016099i,-0.0071032+0.0026644i,-0.0043477+0.0057702i,-0.0064342+0.0073656i,-0.01107+0.0086534i,-0.012361+0.012342i,-0.0077073+0.012509i,-0.001189+0.0073795i,0.0025455+0.0021983i,0.0029274+0.00044808i,0.0028203-0.00041534i,0.00072164-0.0034675i
0.036228+0.010858i,0.088481+0.05364i,0.11349+0.12772i,0.058152+0.16499i,-0.011065+0.11681i,0.0027391+0.055722i,0.0602+0.020889i,0.074129-0.003867i,0.045601-0.0091982i,0.021255+0.0025369i,0.013187+0.0085118i,0.0076448+0.0045508i,0.00356+0.0010698i,0.0031599+0.00045086i,0.0050121+0.00031005i,0.0077071-0.0024812i,0.0067816-0.0065865i,0.0026653-0.0074019i,-0.00057542-0.0062466i,-0.0020543-0.0058565i,-0.0025539-0.0044968i,-0.00045916+0.00014193i,0.0037072+0.0054565i
-0.034248-0.0097898i,-0.077216-0.051355i,-0.085687-0.11749i,-0.022087-0.14152i,0.032381-0.089832i,0.0067989-0.037704i,-0.048633-0.019795i,-0.06509-0.0063175i,-0.040598+4.6452e-05i,-0.015614-0.0069325i,-0.0097733-0.0098121i,-0.0095994-0.0030947i,-0.0065375+0.0032778i,-0.0036012+0.0053532i,-0.0029723+0.0058767i,-0.0058722+0.0074318i,-0.0072872+0.010145i,-0.0047408+0.01179i,-0.0042765+0.0088791i,-0.0063594+0.0056207i,-0.0069369+0.0040441i,-0.0050064-0.00045732i,-0.0035241-0.0069859i
0.027173+0.01299i,0.053528+0.052813i,0.057606+0.10497i,0.010132+0.10572i,-0.026895+0.051285i,0.002483+0.024816i,0.052201+0.034647i,0.068892+0.030939i,0.050019+0.01819i,0.026274+0.013279i,0.016819+0.0096898i,0.012518+0.0043098i,0.0079021-0.0001097i,0.0056962-0.0019746i,0.0066594-0.0018815i,0.010243-0.0024291i,0.013683-0.0053316i,0.01357-0.0064315i,0.0092845-0.0032502i,0.0042674+0.00090576i,0.0027356+0.0025296i,0.0020646+0.0020677i,0.0009901+0.0042498i
-0.02185-0.010997i,-0.038873-0.042089i,-0.031463-0.081633i,0.012765-0.072325i,0.035516-0.019771i,-0.0018807-0.013888i,-0.052692-0.042542i,-0.066106-0.043541i,-0.044372-0.025035i,-0.019596-0.014045i,-0.0093903-0.010539i,-0.005802-0.0061272i,-0.003542-0.0024716i,-0.0040139-0.0012648i,-0.0064581-0.001183i,-0.0097041-0.001454i,-0.010869-0.0013601i,-0.0086458-0.0027563i,-0.0045598-0.0034163i,-0.00033481-0.0010268i,0.00080144+0.00036823i,-0.00061699-0.00028447i,-0.0021276-0.0026744i
0.009302+0.015096i,0.023162+0.048092i,0.011804+0.082638i,-0.023671+0.069172i,-0.025453+0.020257i,0.01183+0.014498i,0.045086+0.041944i,0.04989+0.045064i,0.029423+0.026161i,0.0092532+0.013353i,0.005962+0.0090842i,0.009335+0.0033351i,0.0088181-0.002684i,0.0058358-0.004129i,0.0054694-0.0023521i,0.0084284-0.00024048i,0.0099375+0.00066637i,0.0070295+0.00067045i,0.0038428+0.0011193i,0.0036876+0.001281i,0.0036362+0.0018263i,0.0018043+0.00324i,-0.001128+0.0059625i
-0.014551-0.0078527i,-0.023669-0.034358i,-0.012915-0.058681i,0.011775-0.040309i,0.0075954-0.0023976i,-0.016313-0.011689i,-0.0304-0.050809i,-0.033198-0.060625i,-0.023659-0.040228i,-0.01195-0.020404i,-0.0095888-0.010047i,-0.010787-0.0025358i,-0.0098839+0.0016417i,-0.0081682+0.0019131i,-0.007633+0.00020809i,-0.0094707-0.0016646i,-0.011385-0.0016594i,-0.011051-0.0014509i,-0.0080892-0.002745i,-0.0039029-0.0043794i,-0.00088844-0.0043701i,0.00067991-0.0033203i,0.0033679-0.0036382i
0.0070933+0.0080627i,0.010469+0.030571i,0.0037195+0.047276i,-0.008525+0.02423i,-0.0016897-0.0048448i,0.015663+0.018251i,0.023046+0.060436i,0.023283+0.066861i,0.016807+0.042242i,0.0079251+0.019227i,0.0040282+0.0095832i,0.0043629+0.0049677i,0.0058264+0.0011623i,0.0073774+0.00059713i,0.0080417+0.0032644i,0.0083975+0.0060665i,0.0078462+0.0073133i,0.0060161+0.0075599i,0.0022415+0.0055817i,-0.0020009+0.0027388i,-0.0024199+0.0016834i,-0.0015183+0.0020634i,-0.0018663+0.00357i
-0.0041195-0.010056i,-0.0063718-0.027221i,0.0038029-0.041827i,0.013198-0.025283i,-0.00022862-0.0017732i,-0.014882-0.020059i,-0.014215-0.052217i,-0.0080167-0.05489i,-0.0020904-0.033006i,0.0022519-0.01417i,0.00032903-0.0078671i,-0.0062523-0.0037971i,-0.009818+0.0023828i,-0.0083767+0.0041755i,-0.0060656+0.0015205i,-0.0055147-0.0014422i,-0.0045472-0.0035647i,-0.0018515-0.0042935i,0.00052527-0.0031485i,0.0012895-0.002292i,0.0011058-0.0029106i,0.001327-0.0033363i,0.0037385-0.0045039i
0.0048592+0.011198i,0.0062901+0.027877i,-0.0013582+0.038342i,-0.0053948+0.022166i,0.009338+0.004571i,0.011836+0.020657i,-0.0016813+0.048637i,-0.0081748+0.053132i,-0.0060691+0.034229i,-0.001948+0.015726i,0.0043121+0.006753i,0.010426+0.0015955i,0.01055-0.0014661i,0.0074696-0.00080617i,0.0048158+0.0013048i,0.0041106+0.0022114i,0.004267+0.0019945i,0.0030171+0.0020306i,0.0010832+0.0028976i,-0.00069121+0.0040517i,-0.0020733+0.0046753i,-0.0030055+0.004319i,-0.0048578+0.0031292i
-0.010286-0.0036844i,-0.0077693-0.013609i,0.00068497-0.017421i,0.0050301-0.0037116i,-0.0021133+0.00046384i,0.002911-0.025053i,0.017188-0.052395i,0.018902-0.054736i,0.010847-0.034302i,0.0044613-0.013821i,0.0014215-0.0045568i,-0.0012048-0.0012685i,-0.0040953+0.00028025i,-0.0049637-0.0004567i,-0.0029655-0.0020163i,-0.0014565-0.0029991i,-0.00055656-0.003252i,0.00070612-0.0039439i,0.0022613-0.0044874i,0.0031419-0.0021902i,0.0020454+0.00012724i,0.001134-5.6926e-05i,0.001727-0.00062003i
-0.0008618+0.0051246i,-0.0051448+0.014177i,-0.010851+0.019948i,-0.0091288+0.012958i,0.0010145+0.011064i,0.00013789+0.028309i,-0.012822+0.043393i,-0.018143+0.03869i,-0.014008+0.020415i,-0.0088809+0.0058207i,-0.0034842+0.0028687i,0.003758+0.0029121i,0.0082366+0.00025598i,0.0070227-0.00054502i,0.0025397+0.0017052i,-0.00076136+0.0038049i,-0.0021628+0.0042274i,-0.0040686+0.0025533i,-0.0041659-0.0003089i,-0.0025557-0.0013822i,-0.0013479-5.5843e-05i,-0.001212+0.0016488i,-0.0028891+0.0023556i
0.0031382-0.0003219i,0.0056861-0.010848i,0.013354-0.01971i,0.012563-0.016505i,0.001587-0.01234i,0.0055744-0.019214i,0.021968-0.026315i,0.028423-0.022713i,0.019645-0.011664i,0.0069005-0.0057628i,-0.0028656-0.0048444i,-0.010378-0.0026076i,-0.013828-0.00080584i,-0.01238-0.00067495i,-0.0085322-0.00077498i,-0.0042678-0.00037648i,-0.0013854+0.00027777i,0.00034685+0.0011001i,0.0014067+0.0017081i,0.0024552+0.0017834i,0.0033453+0.0019849i,0.0035947+0.0016351i,0.0039571+0.0014289i
-0.0063521+0.0065171i,-0.0062875+0.018331i,-0.0097002+0.022723i,-0.0096135+0.014497i,-0.0040358+0.010674i,-0.012337+0.017179i,-0.029856+0.021882i,-0.034599+0.018467i,-0.022744+0.0089664i,-0.0082755+0.0021823i,-0.00022132+0.00067399i,0.0044104+0.00027117i,0.0089709+0.00018623i,0.010261+0.001058i,0.0079651+0.00084008i,0.0039182-0.00019609i,4.7414e-05-0.00028288i,-0.0015493+0.00023457i,-0.001504-0.00012135i,-0.0024506-0.0017548i,-0.003488-0.0021811i,-0.0027857-0.00036402i,-0.0021023+0.00050221i
0.00076558-0.0016106i,0.0031578-0.0059886i,0.0094953-0.0070375i,0.011401-0.0026999i,0.006392-0.0061569i,0.0091624-0.015903i,0.021948-0.018729i,0.027262-0.013664i,0.019035-0.0055154i,0.0093331-0.00038611i,0.0039887-0.00049504i,-0.002258-0.0020748i,-0.0081756-0.0021399i,-0.0088569-0.001515i,-0.0056507+4.4682e-05i,-0.0022308+0.0016303i,0.0004335+0.0011699i,0.0022055+0.00082611i,0.0019504+0.001743i,0.0014298+0.0019618i,0.00090584+0.0013615i,0.00098893+0.00071794i,0.0022014-0.00029194i
-0.0031559+0.005973i,-0.0057735+0.010241i,-0.0090683+0.010098i,-0.007088+0.0030031i,-0.0015431-0.00095065i,-0.0054966+0.0012539i,-0.016399+0.0021294i,-0.019128-5.8426e-05i,-0.012072-0.001514i,-0.0040354-0.00028326i,0.0016537+0.0023449i,0.0074059+0.003625i,0.0098149+0.0041244i,0.0090065+0.0039514i,0.006066+0.0025697i,0.0031758+0.0009833i,0.0016004-0.00048249i,7.549e-05-0.0019799i,-9.9075e-05-0.0032076i,-0.00041268-0.0021217i,-0.0018535+0.0004161i,-0.0028352+0.0011636i,-0.0030176-0.00062104i
-0.0020318-0.00048133i,0.0013961-0.0026096i,0.0088088-0.0005181i,0.013224+0.0037326i,0.013456+0.0036747i,0.020118-0.00071306i,0.025884-0.0012964i,0.021907+0.003537i,0.010393+0.0061119i,0.00075291+0.003233i,-0.0031823+0.00045583i,-0.0060925-0.0013983i,-0.0092051-0.0041655i,-0.0087477-0.0053777i,-0.0053289-0.0037873i,-0.0030322-0.001373i,-0.0017753+0.00013204i,-0.00095635+0.00044253i,-0.0010816+0.00043169i,-0.00047338+0.00074557i,0.0011286+0.0011725i,0.0020415+0.0020759i,0.0015705+0.0031642i
-0.0032162+0.0033602i,-0.0059554+0.0067828i,-0.010175+0.0040388i,-0.0089976-0.0012329i,-0.0026318+0.0038397i,-0.0040128+0.0096134i,-0.013029+0.0055417i,-0.017212-0.0023953i,-0.011982-0.0064268i,-0.0048309-0.0049183i,-0.0008998-0.0021346i,0.0036623+0.00016062i,0.0078816+0.0018323i,0.0083353+0.002134i,0.0061651+0.0011122i,0.0035451-0.0002079i,0.0009594-0.0007921i,-0.00069068+0.00010689i,-0.0011104+0.00058378i,-0.0011473-0.00029047i,-0.0012448-0.00072325i,-0.0011239+0.00021299i,-0.0013699+0.0012236i
-0.0010269-0.00016577i,0.0002905+0.0017513i,0.003063+0.0064112i,0.0013116+0.011437i,-0.003103+0.010497i,-0.00058339+0.0063218i,0.0070102+0.004446i,0.010409+0.0029982i,0.0075125+0.0011368i,0.0028739-0.0011643i,-0.0011076-0.0021137i,-0.0050638-0.0020234i,-0.006624-0.0029382i,-0.0044359-0.003506i,-0.0027888-0.0023082i,-0.0022894-0.00049231i,-0.0014441+0.0010949i,-0.00071122+0.0017578i,-0.00040093+0.001179i,-0.00019769-2.231e-05i,0.0004607-0.0011257i,0.00094769-0.0015538i,0.0012718-0.00053266i
-0.0078677-0.0032615i,-0.01049-0.0011258i,-0.010735-0.0025989i,-0.0058938-0.0069275i,-0.0024687-0.0066361i,-0.0055702-0.0029198i,-0.0078389-0.0039235i,-0.0035778-0.0065641i,0.0025189-0.0043117i,0.0047708+3.9817e-05i,0.0043279+0.0016411i,0.0056162+0.0032767i,0.0083443+0.0066574i,0.0093018+0.0083881i,0.0066232+0.0067439i,0.0037527+0.0042387i,0.002179+0.0012183i,0.0011463-0.0013251i,0.00068036-0.0021547i,0.00024872-0.0019964i,-0.00042189-0.0019365i,-0.0004-0.0014973i,7.3715e-05-0.0010028i
0.0064852-0.00012445i,0.0074406-0.00028922i,0.008116+0.0025316i,0.0046185+0.0044235i,-0.0010667-0.00011878i,0.00069184-0.0039638i,0.0058098+0.0010684i,0.0057797+0.0091413i,0.0018939+0.01042i,-0.00012371+0.0057391i,-0.0012537+0.00083363i,-0.0049646-0.002082i,-0.0082701-0.002925i,-0.0082717-0.0026211i,-0.00602-0.0023283i,-0.0029966-0.0017448i,-0.00041824-0.0008147i,0.0011622-0.00039907i,0.0012135+0.00011214i,0.00030047+0.0015622i,2.2378e-05+0.003245i,0.00064864+0.0029337i,0.00064215+0.00092746i
-0.0013526+0.0044411i,-0.002411+0.0026948i,0.00033272-0.0022349i,0.0062802-0.0059885i,0.0092878-0.0029837i,0.0045706-0.00033235i,-0.0031197-0.002139i,-0.0075692-0.0032597i,-0.0070782-0.0032435i,-0.0042559-0.0019111i,0.00026634-0.00018599i,0.004534+0.0011887i,0.0056901+0.0037703i,0.0035387+0.00589i,0.001807+0.0054853i,0.001862+0.0033982i,0.0014482+0.00093966i,0.0010285-0.00086707i,0.00026884-0.0011535i,-0.0012418-0.00093581i,-0.0014566-0.00084112i,-0.00073535+4.4367e-05i,-0.001253+0.00070556i
-0.0011414-0.00092388i,-0.0033739+0.0028595i,-0.0062637+0.0074102i,-0.008151+0.00962i,-0.0050638+0.0071671i,0.0010462+0.0018184i,0.0032517-9.3123e-05i,0.0016626-0.0010739i,0.00010385-0.0040266i,-0.0014864-0.0048079i,-0.0035181-0.002795i,-0.0050577-0.0026187i,-0.0050575-0.0046674i,-0.0031129-0.0054525i,-0.00059793-0.0038159i,-0.00015932-0.0018298i,-0.0010895-0.00064175i,-0.00098619+0.00057325i,4.324e-05+0.0011441i,0.00051111+0.00015196i,0.00045764-0.00049755i,0.00042919-0.00046575i,0.00028963+0.00056238i
