-0.0046856+0.0019898i,-0.0049944+0.0019981i,-0.0031861+0.0044641i,-0.0018504+0.004617i,-0.00031873+0.0027274i,0.0017167+0.0013619i,0.0015006+0.0015235i,0.0011972+0.001533i,0.0013934+0.0011902i,0.0010328+0.00073765i,0.0010916+0.00020267i,0.0014281-0.00056565i,0.00064167-0.00064437i,-0.00022171-0.00041275i,-0.0005997-1.206e-05i,-0.00050913+0.00022684i,-0.00077149+0.0013365i,-0.0008423+0.0020554i,0.000307+0.0009448i,0.00042097+0.00056636i,4.4799e-05-5.8921e-05i,-0.00027022-0.00050268i,-0.00070151-0.00026044i
-0.00053605+0.001774i,-0.00030063+0.0033047i,0.0008544+0.0038088i,0.0010965+0.002447i,0.00154+0.00036622i,0.0022861-0.0003901i,0.0018819+0.0006279i,0.0013707-0.00044455i,0.00064377-0.0017404i,-0.000525-0.0018925i,-0.00094964-0.0012063i,-0.0011057-6.0214e-05i,-0.0012099+0.00040569i,-0.00022549+0.00044849i,0.00038531+0.00046182i,0.00029938+0.00072768i,0.0013021+0.00075819i,0.0021246-0.00012917i,0.001598-0.00077256i,0.0011312-0.00068057i,0.00081738-0.00079592i,0.00040065-0.00044171i,-9.3802e-05-0.00017796i
0.0037605-0.00081713i,0.0048218-0.00136i,0.005644-0.0023168i,0.005339-0.002292i,0.0025499-0.0025971i,-0.00047636-0.001587i,0.00053974+4.4529e-05i,0.0024365+0.00083215i,0.0032435-0.00035417i,0.002776-0.0020111i,0.0015491-0.0024792i,0.00080609-0.0019336i,-0.00044492-0.00028977i,-0.0019896+0.0011272i,-0.0027828+0.0014648i,-0.0031411+0.00044029i,-0.0027614-0.0005962i,-0.0020473-0.00074244i,-0.00084654-0.00030454i,-0.00036202-5.831e-05i,-0.00055442-0.00014796i,-0.00024903+9.4905e-05i,0.00015574+5.95e-08i
-0.0028168-0.00032231i,-0.0010256+0.00091107i,0.00041028+0.0023625i,-1.4427e-05+0.0030099i,-0.00034569+0.0031614i,0.00028431+0.0027752i,-0.00082895+0.0029049i,-0.0018747+0.0039556i,-0.00078164+0.0042099i,0.0013724+0.0028628i,0.0021109+0.0012283i,0.0017583+0.00064008i,0.0013697+0.00017582i,0.0010613-0.0013366i,0.0010846-0.0018893i,0.0012102-0.0011414i,0.00055745-0.00014247i,-0.00035547-0.00012357i,-0.00075865-0.00022165i,-0.0005199-0.00023639i,4.2704e-05+2.8081e-05i,-0.00038428+0.00029972i,-0.0014029+0.00061688i
0.00018658-0.00082182i,0.0016555-0.0019351i,0.00016196-0.0031042i,-0.0020395-0.003262i,-0.0016746-0.0020312i,-0.0016762-0.0005487i,-0.002386-0.00054153i,-0.0042102-0.00072678i,-0.0051858-0.00017114i,-0.0033623+0.0010903i,-0.0017205+0.0022028i,-0.001333+0.002363i,-0.00058141+0.0013918i,0.00022175+3.2122e-05i,0.00034648-0.0007795i,7.1957e-05-0.00093409i,-0.000337-0.0011553i,-0.00056682-0.00085394i,-0.00083858-0.0007857i,-0.00056047-0.00056813i,-0.00028191+0.00029283i,6.7449e-05+0.00029443i,0.00040221-0.00055351i
0.002559+0.0019801i,0.0029759+0.002655i,0.0043349+0.0024218i,0.0042778+0.0010221i,0.0020543-0.00080409i,0.00087379-0.0013527i,0.00057216-0.0017793i,5.9069e-05-0.0039353i,-0.00025584-0.0043496i,-0.0012153-0.0027517i,-0.0015011-0.0017322i,-0.00094373-0.0010802i,-0.00020712-0.00042182i,-0.00060375+0.00059099i,-0.00046584+0.0018307i,0.00092617+0.0029124i,0.0018112+0.0031722i,0.0021458+0.0020421i,0.0013226+0.0008833i,0.00034585+0.00017744i,0.00024882+6.7973e-05i,-0.00027594+0.00046353i,0.00010408+7.3964e-05i
-0.0013153-0.0025472i,-0.00080327-0.0023975i,-0.0011906-0.0014046i,-0.0014995+0.00055301i,-0.0010867+0.0028687i,0.00029572+0.0028462i,0.0032715+0.0010755i,0.0047076+0.00028143i,0.0034259-0.00098429i,0.0012976-0.0019952i,0.00063453-0.0010945i,0.00072393-0.00046281i,9.6237e-05-0.00087389i,-0.00048196-0.00079761i,-0.00027382-0.00072151i,-0.00098097-0.00057432i,-0.0019461-0.00040278i,-0.0014892+2.8305e-05i,-0.00016652+0.00099457i,0.0010788+0.00144i,0.0018746+0.0010401i,0.0018257+0.00089635i,0.00058343+0.00091775i
0.0008713+8.7594e-05i,0.0024133-0.00042815i,0.0041489-0.00035325i,0.0038689-4.3389e-05i,0.0010526+0.00024053i,-0.0013549+0.0018965i,-0.0026863+0.0039425i,-0.0026278+0.0052039i,-0.00045998+0.0049337i,0.0018278+0.0024158i,0.0021078+0.0016201i,0.001395+0.002168i,0.00092955+0.0015305i,-0.00011011+0.00055364i,-0.0012137+0.00048996i,-0.0013586+0.00062129i,-0.0012185+0.00049549i,-0.001001+1.1946e-05i,-0.00044962-0.00025297i,0.00013754-6.6063e-05i,0.00037679+0.00028573i,0.00014087+1.7687e-05i,-0.00015533-0.00069765i
-0.002875+0.0001375i,-0.0026269+0.0016058i,-0.0034335+0.0021442i,-0.0013199+0.002034i,0.0014538+0.0019377i,0.0018369+0.0013979i,-0.00096488+0.0013652i,-0.003381+0.0023532i,-0.0030714+0.0030534i,-0.0025689+0.0028704i,-0.002008+0.0021804i,-0.0016766+0.0021526i,-0.0012007+0.0022505i,4.956e-06+0.00026775i,0.0011406-0.001739i,0.0011918-0.001419i,0.00093335-0.00087034i,0.00062936-0.00092957i,0.00010642-0.00035446i,-0.0006927+0.00020353i,-0.00093059-0.00022123i,-0.00043846-0.00082208i,-0.00043362-0.00030116i
-0.0018859-0.0026808i,-0.0012196-0.0016694i,-0.0020241-0.00068163i,-0.001847+0.00070232i,-0.00077499+0.0017664i,-0.00048735+0.00096935i,-0.00034301-0.0013314i,-0.00077804-0.0030613i,-0.0010232-0.0029745i,-0.0012201-0.0021853i,-0.00088241-0.0012814i,-0.00048637-0.00010307i,-0.00021469+0.00082398i,0.00042387+0.0015999i,0.00059115+0.0026115i,0.00041921+0.002349i,0.00049557+0.0019425i,0.00011714+0.0020571i,-0.0011848+0.00083296i,-0.0010852-0.00054912i,0.00018518-0.00088971i,0.00030534-0.00023721i,6.7379e-05+0.00070112i
-0.00040235+0.00016597i,0.0016677+0.0020274i,0.0017831+0.0030463i,0.0017673+0.0035784i,0.001404+0.0042449i,0.0014352+0.0024727i,0.0026801-5.8384e-06i,0.0033211-0.0019137i,0.0030889-0.0023365i,0.0012907-0.0016373i,0.00016065-0.00050783i,0.001403-0.00026255i,0.0011441-0.00099201i,0.00013664-0.00070528i,0.00028459+0.00027624i,-0.00017721+0.00071603i,-0.00027717+0.0012346i,0.00012246+0.0011784i,-0.0003701+8.6252e-05i,-0.00073145-0.00073883i,-0.0008102-0.00076111i,-0.00044007-0.00040978i,-0.00040787+4.1664e-05i
0.001988-0.0019286i,0.0025406-0.0026889i,0.00011288-0.0033108i,-0.00064009-0.0024657i,-0.00018397-0.00067298i,0.00061444+9.1165e-05i,0.0015936+0.00092508i,0.0011707+0.002367i,0.00096769+0.0030691i,0.0011538+0.0022285i,0.00062773+0.001318i,0.00071341+0.0017036i,0.001692+0.0013615i,0.0011736+0.00051398i,-0.0010889+0.00020636i,-0.0024835-0.00067225i,-0.0017989-0.00082962i,-0.0008392-6.1683e-05i,-0.0001145-0.0001499i,-4.4579e-05-0.00035165i,-2.4428e-05-0.00069578i,0.00023296-0.00063255i,-0.00048453-0.00040358i
0.00099039+0.002868i,0.00084857+0.0035142i,0.0022673+0.0021966i,0.0026702+0.00065682i,0.0010894+8.4823e-05i,-0.0012108+0.0012794i,-0.0035271+0.0026292i,-0.0044494+0.0030821i,-0.0029416+0.0021488i,-0.0014625+0.0011707i,-0.002073+0.00020716i,-0.0020919-0.00049942i,-0.0010965+0.00029561i,0.00017291+0.00019457i,0.001041-0.00045525i,0.00088364+0.0001147i,0.0010301+0.00034081i,0.00072805-0.0007545i,0.00042116-0.00094476i,0.00063153-0.00018533i,0.00098606+0.00053115i,0.00089572+0.00056606i,0.00048663-0.00026184i
0.00089519+0.0018269i,0.0031455+0.0037225i,0.0060555+0.0037792i,0.0066684+0.0028027i,0.0039865+0.0011126i,0.00026971-0.0011945i,-0.0018703-0.0026293i,-0.0027926-0.0027481i,-0.0026327-0.0023661i,-0.00090283-0.0023636i,0.00012333-0.0027808i,-0.00040244-0.0027682i,-0.001409-0.0013118i,-0.0024994+0.00010479i,-0.0028239-8.4691e-05i,-0.0021441-0.00064303i,-0.001372+0.00017238i,-0.0012452+0.00052196i,-0.00091778+0.00040587i,-0.0013057+0.00069866i,-0.0012077+0.00019118i,-0.00025653-5.6063e-05i,0.00027764+0.00063349i
-0.0016577-0.00065512i,-0.00058371+0.0016296i,-0.00083874+0.003792i,-0.00099846+0.001941i,-0.00045049+0.00016397i,0.0015127+0.00011989i,0.0035703-3.9269e-05i,0.0035301-0.00019396i,0.0028511-0.00021494i,0.0017707+0.00041862i,0.0015375+6.0816e-05i,0.0018954-0.0008646i,0.0011021-0.0013941i,0.00093412-0.00094707i,0.0011941+3.071e-06i,0.00079931+0.00042515i,-7.598e-05+0.00053644i,-0.00095592+0.00029105i,-0.000956+0.00044437i,-0.00042621+0.00069347i,-0.00075665-3.1031e-06i,-0.00060958-0.00025868i,-0.00036623-0.00033033i
-0.0017229-0.00057893i,-0.0011661-0.0020131i,-9.6454e-05-0.0033036i,0.0012127-0.0022492i,0.0015685+0.0013807i,0.0012095+0.0030248i,0.00064851+0.0027005i,0.00066908+0.0024801i,0.00071699+0.001421i,0.00039111+0.0010364i,0.00088405+0.0018411i,0.0016512+0.0022198i,0.00088188+0.0012693i,-0.00086379-0.00011317i,-0.0015401-0.00031076i,-0.00088104-0.00028962i,-0.00010834-0.00024995i,6.51e-05+6.1467e-05i,-0.00045838-5.6026e-05i,-0.0010642-0.00065915i,-0.00062588-0.0010217i,-0.00013206-0.0010556i,-0.00033767-0.00053901i
0.0014939-0.0019386i,0.0026797-0.0019376i,0.0035279-0.00059859i,0.0016024+0.0021322i,0.00025893+0.0029997i,-0.00027756+0.0027825i,-0.0021475+0.0028822i,-0.0037095+0.0026245i,-0.0037888+0.0021101i,-0.0032181+0.0018663i,-0.0028036+0.0011126i,-0.0018773+0.0012045i,9.3065e-05+0.0014137i,0.0011765+0.00069117i,0.0011956+0.0012029i,0.00081007+0.0021643i,0.00038426+0.0020682i,0.00061712+0.0011574i,0.0010258+0.00061599i,0.00086618+0.00063898i,0.00026677+0.00086591i,0.00050325+0.0012246i,0.00054771+0.00037889i
-0.0030762+0.0016045i,-0.0033625+0.0047284i,-0.0029259+0.0072012i,-0.00074652+0.0063827i,0.00067961+0.0027143i,0.0013388-0.0010718i,0.00064419-0.0026528i,-0.00092698-0.0032257i,-0.00040536-0.002995i,0.00083058-0.0029464i,0.00038821-0.003252i,-0.00086726-0.0026817i,-0.0013944-0.0013209i,-0.00095241-0.00017064i,-0.0011378-0.00049513i,-0.001155-0.00071999i,-0.00046899-7.9374e-05i,4.391e-05+2.9336e-05i,0.00063102-0.00020901i,0.00076562-0.00041531i,0.00030328-0.00042513i,-5.7577e-05+0.00032189i,0.00018744+0.00057673i
0.0010344-0.00021894i,0.0025845-0.0020293i,0.0043038-0.0030194i,0.0039116-0.0028908i,0.0015866-0.0016209i,-0.00042915-0.00042469i,-0.00083909-0.0010463i,-0.00055079-0.001806i,-0.00055457-0.0016514i,-1.9919e-05-0.00091305i,0.0010452-0.001358i,0.0014323-0.0026459i,0.0003376-0.0022794i,-0.00092103-0.00068592i,-0.00071625-0.00019593i,-0.00074769-0.00022289i,-0.0012603-0.00032905i,-0.00044699-0.00089128i,-0.00019501-0.00070339i,-0.00077336+6.9113e-05i,-0.00016639+0.00072534i,0.00057069+0.00074897i,0.00010534+0.00059177i
0.0013541+0.0022722i,0.0018816+0.0040118i,0.0035005+0.0036929i,0.0043126-0.00011181i,0.0037486-0.0021535i,0.0026496-0.00043247i,0.0016166+0.0016952i,0.00083557+0.0027971i,0.00025168+0.0027703i,-0.00016691+0.0017292i,0.00059385+0.0020031i,0.0018157+0.002277i,0.0019326+0.00093242i,0.00026038-0.00019845i,-0.0006622-0.0004002i,0.00062147-0.00060927i,0.0016576-0.00089604i,0.0018627-0.00076046i,0.001519-0.00025351i,0.00049855-0.00061811i,0.00040018-0.0015926i,0.0012174-0.0011141i,0.00082829+0.00023235i
-0.001401-0.0017389i,-0.0026097-0.0013645i,-0.0038366+0.00073612i,-0.0029602+0.00103i,-0.0014515-0.00081656i,-0.0023318-0.0018643i,-0.0027841-0.00042443i,-0.0011541+0.0010872i,-0.00047162+0.00096825i,-0.0011192+0.00055207i,-0.0019389+0.00051129i,-0.0017168+0.0012946i,8.1033e-05+0.0016942i,0.0010703+0.001707i,0.00025455+0.001039i,-0.00011048+0.00015506i,-0.00021604-0.000252i,-0.00018264+0.00021766i,4.72e-05+0.0010422i,-1.4102e-05+0.00075393i,0.00045487-0.00025908i,0.00095545-0.00069878i,0.00081588-0.00046977i
0.00075629+0.0024442i,0.0031884+0.0022948i,0.0030509+0.0029869i,0.0016584+0.0052813i,0.0019378+0.0064943i,0.0011962+0.0045839i,-0.00071762+0.0024379i,-0.0021615+0.0015025i,-0.002222+0.00078337i,-0.0020091+0.00031404i,-0.0018966-0.0017068i,-0.0019642-0.0019326i,-0.0021597-0.00057972i,-0.00094807-8.8599e-05i,-0.00042341+0.00022855i,-0.00062848+0.00049234i,-0.00052129-4.0962e-05i,-0.00040623-5.859e-05i,-0.00028445+0.00067872i,4.6914e-05+0.0013146i,-2.0935e-05+0.00067495i,-0.0001108-0.00049209i,-1.533e-05-4.6577e-05i
-0.00037334-0.0021463i,0.0006324-0.00075872i,0.00049507-0.0029776i,5.052e-05-0.0043789i,0.00019264-0.0020419i,0.0013734+0.00010952i,0.0019609+0.00036355i,0.00094059-3.1261e-05i,-0.00015761+0.00020873i,-0.00043739+0.00070402i,0.00039404+0.00016915i,0.00082408-0.00051924i,0.00027999+0.00011258i,-2.897e-05+0.0009074i,-6.7816e-05+0.00088724i,-0.0005345+3.4346e-05i,-0.00095556-0.00054462i,-0.00080656-0.00039793i,-0.00050199-0.00093432i,4.4373e-06-0.0012379i,0.00037117-2.2525e-05i,0.00018724+0.00024945i,0.00078421-3.4236e-05i
-0.00074475+0.00090679i,-0.00060524+0.001837i,0.0032424+0.0046994i,0.0053022+0.0055864i,0.003884+0.0023637i,0.002502-0.00021103i,0.0022245-0.00079282i,0.002-0.00083998i,0.0014077-0.00019731i,0.00062544+0.00085136i,0.00077474+0.00095919i,0.0021154+0.00010362i,0.0023513-0.0010244i,0.00089719-0.0012502i,0.00066633-0.00034866i,0.00084242+0.00028094i,0.00079748-6.7915e-05i,0.00062657-0.0010331i,0.00064812-0.0012451i,0.00025072-0.00052234i,8.7978e-05-0.00050308i,0.00055963-0.00086387i,0.00077369-0.00014587i
0.00087026-0.00020379i,0.00035276+0.00015274i,-0.003217+0.00016414i,-0.0040291+0.0004322i,-0.0019478+0.0025716i,5.9842e-05+0.0040131i,0.00069491+0.0030797i,-0.00024047+0.0022753i,-0.0017795+0.0014397i,-0.0032521-6.6235e-05i,-0.0021834+0.00030765i,-0.00069855+0.0018654i,0.00014146+0.0022089i,0.00060487+0.0011082i,0.00046745-0.00047488i,0.00020762-0.00026459i,-0.0002017+0.0010618i,-0.00018123+0.0005524i,0.00067847-0.00015548i,0.00065277+0.00035589i,0.00067847+0.00027183i,0.000971-1.9267e-05i,0.00044681+0.00025891i
0.00023021-0.00086074i,0.0014874-0.00078153i,0.0041859-0.0019474i,0.0041282-0.0024446i,0.00038758-0.0018045i,-0.0020567-0.00098841i,-0.0022767-0.0012158i,-0.0017146-7.8833e-05i,-0.00017051+0.00093244i,0.00045362-0.00057155i,-0.0012456-0.0011949i,-0.0022113-7.8832e-05i,-0.00097457+0.00059089i,0.00033863+0.00048432i,-0.00014774+0.00060936i,-0.0010194+0.00023512i,-0.001109-0.00041865i,-0.00089278-0.00047571i,-0.00055248-0.00035066i,-0.00040191-0.00014552i,-0.00030718-1.7288e-05i,-0.00064467+5.1397e-05i,-0.00026909-3.3534e-05i
0.0011619-0.0030262i,0.0018866-0.0022619i,-0.00013181-0.001734i,-0.0028193-0.0012631i,-0.0035402-0.00096315i,-0.0026981-0.00095528i,-0.0019198-0.0020739i,-0.0018558-0.0020731i,-0.0015841-0.00045999i,-0.0013504+0.00082342i,-0.0011147+0.0010845i,-0.00049236+0.00031646i,-0.00058831-2.9031e-05i,-0.00083547+0.00070141i,-0.0013311+0.00056641i,-0.0021844-0.00046759i,-0.0020041-0.00047408i,-0.00087438+0.00010129i,-3.3511e-05+0.00029539i,9.8304e-05-0.00012272i,-6.1876e-05+0.00023138i,-0.0006281+0.00074964i,-0.00045923+0.00021119i
0.018669-0.032255i,0.017044-0.038518i,-0.0058638-0.048211i,-0.026474-0.032029i,-0.032575-0.0076123i,-0.021204+0.010488i,-0.0056108+0.011104i,-0.0029559+0.0042452i,-0.0056349+0.00043047i,-0.0084453-5.0793e-05i,-0.0082632+0.0022647i,-0.0041222+0.003597i,7.4085e-05+0.0050986i,0.0033283+0.0074408i,0.0041611+0.0074699i,0.0012703+0.0021314i,-0.0030935-0.0037481i,-0.0037633-0.0036769i,-0.00084252-0.0018941i,0.00018178-0.0015605i,1.1727e-05-0.00037692i,0.00083141+0.00028212i,0.00044595-0.00072146i
0.0010059+0.00208i,0.003467+0.0025546i,0.006628+0.0062141i,0.0076802+0.0074781i,0.0051107+0.0043798i,0.0021018+0.00013042i,0.00057274-0.0027279i,-0.00020094-0.004012i,-0.00085342-0.0038907i,-0.0014653-0.0025327i,-0.0015413-0.00099046i,-0.00054986-0.00026583i,-0.00018842-0.00068609i,-0.0012591-0.00096809i,-0.0019151-0.0005165i,-0.00089528+0.00020828i,0.00046185+0.00035746i,0.00031774-0.00045709i,-0.00078152-0.00082654i,-0.00067841-0.0010108i,-0.00073223-0.0011785i,-0.0010523-0.0004159i,-4.8177e-05+0.00013143i
-0.0044334+0.0010816i,-0.0052362+0.0025564i,-0.005139+0.0025833i,-0.0031448+0.0011114i,8.6632e-05-6.9959e-05i,0.00030979-0.0010853i,-0.0022851-0.0013314i,-0.0023871-0.00079361i,-7.965e-05-0.00085525i,-0.00018026-0.0015153i,-0.0017858-0.00075591i,-0.0023458+0.0011658i,-0.00191+0.0010808i,-0.0010208-6.3332e-06i,-0.0011479-0.00061322i,-0.00048201-0.00026595i,0.00052759+0.00063206i,0.00060121+0.00016085i,0.00032462-0.00042432i,-0.00021113-0.00074738i,-0.00064559-0.00041268i,-0.000821-0.00018019i,-0.00096551-0.00048275i
0.0017632-0.0011462i,0.00063112-0.0022917i,0.00035513-0.0035237i,0.0013226-0.0036051i,0.0016954-0.0020031i,0.00046061-0.00027819i,0.00042839+0.00066185i,0.0015992+0.00077992i,0.0023963+0.00061185i,0.0020799+0.00040679i,0.0021244-0.0011013i,0.0018346-0.0025339i,0.0005602-0.0015247i,-0.00038677+0.00025486i,-0.0010695+0.00042884i,-0.00094932-0.0002378i,0.00026251+1.8468e-05i,0.00082841+0.00064197i,0.00050492+0.0008639i,0.00017271-8.5342e-06i,0.00066756-0.00058819i,0.00088048-0.00058873i,0.000216-0.00091913i
0.0022175+0.0036547i,0.00231+0.0061361i,0.0039101+0.0074144i,0.0028748+0.0056745i,-0.00014141+0.001216i,-0.0016473-0.00089071i,-0.0019862-0.0013173i,-0.0018666-0.0017078i,-0.0013957-0.00046404i,0.00014945+0.00098058i,0.0010671+0.0011917i,0.00015377+3.9936e-05i,-0.00056493-0.0010235i,-1.0468e-05-0.0011411i,0.00073424-0.0012119i,0.00066625-0.0012148i,-0.00042628-0.0011647i,-0.00078358-0.00054138i,-0.00030526-0.00040159i,-0.0005132-0.00078039i,-0.000216-0.00090459i,0.0003897-0.00054411i,0.00021867+0.0001381i
-0.00083599-0.0018816i,-0.0005077-0.0035354i,3.1273e-06-0.0033225i,0.0010152-0.0018395i,0.0016768-0.0002182i,0.0022988+0.0011629i,0.0016263+0.00035454i,-7.0982e-05-0.00010589i,-0.0021266+2.4085e-05i,-0.002766+0.00032205i,-0.0014416+0.0012367i,-0.00074699+0.0018352i,-0.0013133+0.0014483i,-0.0013188+0.00056712i,-0.0004511+0.00045164i,0.0011369+0.00078274i,0.0016344+0.00043444i,0.00031438+4.9887e-05i,-0.00058517+0.00016327i,-0.00058166+0.00021901i,-9.4244e-05-0.00021661i,0.00016763-0.00024275i,5.7008e-05-0.00025135i
2.0081e-05+0.00025556i,-0.0013812+0.0012622i,-0.0031091+0.0015196i,-0.0030777+0.00065051i,-0.0012603+0.0010014i,0.00038885+0.0016397i,0.00064169+0.002097i,0.0012359+0.0019098i,0.0016064-4.8737e-05i,0.00024555-0.0021975i,-0.0014097-0.0021574i,-0.0020549-0.00043258i,-0.0012806+0.00096751i,-0.00093826+0.00086901i,-0.0012475+3.6849e-05i,-0.00072018-0.00023624i,0.00016495+2.1915e-05i,0.00038217+0.00080109i,0.00040761+0.0011404i,0.00035299+0.00067779i,0.000508+0.00049996i,0.00051611+0.00025751i,0.00035803-2.9237e-05i
-0.00071807+0.00070798i,0.0001485+2.9688e-05i,0.0023723+0.00046343i,0.0021398+0.0019127i,-0.00049507+0.00099491i,-0.0023474-0.00095053i,-0.0017516-0.0016629i,0.0001001-0.00099754i,0.0021429-0.00037793i,0.0029892-0.00079632i,0.0018136-0.0014631i,-0.00011787-0.00093592i,-0.0013731-0.00014584i,-0.0011267-0.00031913i,-0.00091129-0.00034887i,-0.0016793+6.5195e-05i,-0.00060772-0.00035486i,0.0011347-0.00024292i,0.00061976+0.00030976i,-0.0012492-5.1308e-05i,-0.0014715+0.00023331i,-0.00015054+0.00091426i,0.00067684+0.00059537i
0.00063815+0.0020303i,0.0033517+0.0029365i,0.0046377+0.0021152i,0.0043411+0.0013676i,0.0028534+0.0021825i,0.0013183+0.0022693i,0.00040659+0.0021483i,-0.00086235+0.0030339i,-0.00083024+0.0031525i,0.00074559+0.0025689i,0.0013495+0.0013658i,0.00096013-0.00067278i,6.5699e-05-0.00098502i,6.2009e-05-0.00015675i,0.00084034-0.00085772i,0.00091743-0.0012312i,0.00011452-0.00021696i,-0.0011509+0.00011142i,-0.0013182-0.00084685i,-0.00036473-0.00055376i,6.5507e-05+0.00041882i,-0.00070631-0.00023132i,-0.00069954-0.00030453i
-0.0034632+0.0014923i,-0.0038299+0.00076604i,-0.0027995+0.0020196i,-3.6895e-05+0.0020167i,0.0023864+0.00047789i,0.0025935-0.0013069i,0.00046218-0.001387i,-0.0015064+0.00023527i,-0.0020639+0.0014841i,-0.00095836+0.0018973i,-8.5936e-05+0.0021151i,-0.00012635+0.0017713i,-0.00010712+0.0011964i,0.0002668+0.00034736i,0.00063278-0.00039086i,0.00064803-0.00049407i,0.00043745-0.00041667i,-0.00038886-0.00051361i,-0.0002476-0.00065846i,0.00048932-0.00027019i,0.00037255+0.00034234i,0.00055218-1.6475e-05i,0.00010866+5.6572e-05i
0.0018607+0.00012515i,0.0036797+0.00030716i,0.0038856+0.0004172i,0.0023707+0.00011872i,0.00058626-0.0006787i,-0.00023755-0.0011011i,8.9554e-05-0.0013703i,1.9031e-05-0.0017235i,-0.00052594-0.0026432i,-0.0014086-0.0019466i,-0.0015525-8.0712e-05i,-0.0011984+0.0004936i,-0.0009503+9.278e-05i,-0.00070793-0.000345i,-0.00078737-7.512e-05i,-0.0006671+0.00088466i,-0.00030049+0.0011677i,-0.00028561+0.00063086i,-0.00070637+0.00042261i,-0.001024+0.00057291i,-0.001112+0.00046852i,-0.0010564+0.00016001i,-0.00064897+0.00020148i
-0.00047422+0.0013802i,-0.00047936+0.00039655i,-0.00033572+0.00083931i,-0.0014503+0.00015009i,-0.0018687-0.000433i,-0.00053769-9.1135e-05i,0.00045266+0.00082953i,0.00093184+0.0013461i,0.0017117-7.2374e-05i,0.0019122-0.0019069i,0.0014869-0.0021206i,0.00058702-0.00085126i,-0.0001942+0.00038112i,-0.00069992+0.00057837i,-0.00090034+0.00045777i,-0.00043491+0.00012003i,9.0807e-05+0.00024533i,-0.00013056+0.00053699i,-0.0005219+9.1429e-05i,-0.00066298-0.00027513i,-0.00069515-0.00035171i,-1.8248e-05-0.00036064i,8.9491e-05+9.3446e-05i
-0.00058259-0.0012219i,-3.6236e-06-0.0004743i,-0.00012354+0.0016714i,0.0002692+0.0029909i,0.000105+0.0024023i,-0.00034417+0.00043099i,-0.00011879-0.00049583i,0.00010639+0.00063078i,0.0003286+0.0018968i,0.0018657+0.0015267i,0.0016907+0.00072051i,0.00032473+0.0002186i,0.00056631-0.00058359i,0.0012649-0.00039826i,0.0011804+0.00064998i,-0.00015292+0.00039478i,-0.0010221-0.00014261i,-0.00034662-0.00032359i,-6.3751e-05-0.00094298i,-0.00043127-0.0014341i,-0.0004191-0.00095804i,-0.00014267-0.00080598i,0.00015-0.00072732i
-0.00064794+0.00069081i,-0.00045212+0.0012212i,0.00099735+0.0013805i,0.0027798+0.000433i,0.0029836-0.00054649i,0.0011178-0.00049513i,-0.00086298+5.7243e-05i,-0.0022811+0.00079784i,-0.0031673+0.0019867i,-0.0021441+0.0020456i,-0.00068321+0.0010721i,-0.00033507+0.00046557i,-0.00032039+0.00047072i,-0.00026886+0.00093607i,-0.00053514+0.0010704i,8.7467e-05+0.00066916i,0.00077363+0.00018704i,0.00033664-5.1468e-05i,0.00083496+4.0369e-05i,0.0013429+7.0941e-05i,0.00076175-0.00014511i,-0.00014146-0.00024317i,-0.00062928-0.00029383i
0.00059853-0.0016531i,0.00029911-0.00076764i,0.00074875+1.9743e-05i,0.00058475+0.0014771i,-1.515e-05+0.0018508i,-0.00049875+0.0011041i,-0.00042166+0.00059252i,-0.0003142+0.000842i,-0.00024043+0.00052284i,-0.00053288-2.8165e-05i,-0.0014833+0.00031132i,-0.0018878+0.0010921i,-0.00028532+0.0012234i,0.0012274+0.00065501i,0.0011445+0.0010246i,0.00064866+0.00099739i,0.00060345+0.0004784i,0.00044111+0.00073122i,-2.1994e-05+0.00055029i,0.00055393+6.4933e-05i,0.00060847-0.00052632i,0.00083391-0.00029317i,0.0012991+0.00022133i
-0.0018875+0.00064487i,-0.0012062+0.0012547i,0.00067774+0.0025021i,0.0011824+0.0016709i,0.00023608+0.00070201i,-0.00081945+0.000143i,-0.00043305-0.00038729i,-9.4684e-05-0.00088992i,-0.00014472-0.0014045i,0.00048457-0.0019433i,0.0010883-0.001515i,0.00054737-0.00045888i,-0.00038745+2.0374e-05i,-0.0012737+0.00010562i,-0.0012119-0.0007909i,-0.00048944-0.00089053i,-9.2901e-05-0.00051874i,8.1841e-05-0.00058878i,0.00015789-0.00013965i,-0.00043279+0.00037532i,-0.00073535+0.00040202i,-0.00042745+4.0388e-06i,-0.00040918-6.0831e-05i
-3.4064e-05+0.00081933i,7.7343e-05+5.5353e-06i,0.0017568-0.00018768i,0.003103+0.00035392i,0.0037227+0.00022296i,0.0031119-0.001112i,0.0012431-0.0014349i,1.3441e-05-0.00074958i,8.1925e-05-0.00057304i,0.0013151-0.000545i,0.0019707-0.0010389i,0.0012513-0.00061513i,-0.00027067+0.00048842i,-0.0011663-0.00014679i,-0.0010186-0.0010732i,-0.00038673-0.0006249i,-0.00063566+8.1526e-05i,-0.00017983+8.1653e-05i,0.00056645-0.00010665i,0.00022622-0.00025715i,-6.4295e-05+0.00049399i,-0.00062514+0.0010922i,-0.00057542+0.0009288i
