-0.0016589+0.00077077i,-0.0012044+0.00035745i,-0.00067937+0.0011381i,0.00013536+0.00058002i,0.00048491+0.0011534i,0.00051934+0.0016293i,0.0012105+0.0007429i,0.0015898+0.0010336i,0.0016975+0.0010961i,0.0015548+0.00017683i,0.00096349-0.00064512i,-0.00034249-0.0006797i,-0.00064322-0.00079033i,-7.0142e-05-0.00081973i,6.7137e-06-0.00078747i,-0.00071942-0.00078056i,-0.00031296-0.00030583i,0.00017333+0.00054631i,-7.3162e-05+0.00063091i,-0.00017776-0.00016831i,-9.2404e-05-0.00040931i,-0.00012557-0.00067963i,-0.00050579-0.00063481i
0.00020153-0.0026934i,0.00031804-0.0026926i,0.0024335-0.0025782i,0.0051247-0.0032609i,0.0045982-0.0035316i,0.001861-0.0024635i,0.00075245-0.00097055i,0.0006935-0.00068075i,0.00059308+8.1361e-05i,0.00069158+0.00091665i,0.00017154+4.0852e-05i,0.00010766-0.00064003i,0.001043-0.0011349i,0.0015546-0.0015654i,0.0014818-0.0016616i,0.0015492-0.0029697i,0.001111-0.0054209i,-0.0007017-0.0059284i,-0.0012913-0.0035221i,-0.0010924-0.00063841i,-0.0010502+0.00032166i,-0.0015138+5.6547e-05i,-0.0017485+7.6801e-05i
0.0010304-0.00016493i,0.0018543+0.0014049i,0.00092798+0.0013136i,-0.00068043-0.0002867i,-0.0017602-0.0011162i,-0.00089194-0.00095563i,0.0011412-0.00023385i,0.0014244-0.00059709i,0.00028019-0.0016575i,-0.00071253-0.0016188i,-0.0011672-0.00097375i,-0.00045804+0.00050849i,0.00030952+0.0019947i,-0.00037727+0.0026223i,-0.0017464+0.003071i,-0.0024012+0.0040494i,-0.0017562+0.0050419i,8.63e-05+0.0049222i,0.0014178+0.002227i,0.0012998-0.00071199i,0.00077091-0.0017739i,0.0014908-0.001497i,0.0017345-0.00087044i
0.0024895-6.7227e-05i,0.0023978-0.0010656i,0.0010877-0.0019282i,0.00091249-0.00040359i,0.0015932+0.002049i,0.0021538+0.0031366i,0.0018428+0.0020073i,0.00090737+4.7113e-05i,-0.00051009-0.001441i,-0.0018665-0.0018633i,-0.002149-0.0014247i,-0.0020495-0.0016942i,-0.0012966-0.0025008i,-2.9161e-05-0.0025421i,-0.00020962-0.002493i,-0.00011935-0.0038703i,-0.00043096-0.0045504i,-0.0018422-0.0031458i,-0.0027728-0.0014591i,-0.0029934-0.000514i,-0.0030229+0.00039378i,-0.0026665+0.00068689i,-0.0016722+0.00044479i
-0.0048365+0.0026925i,-0.0011708+0.0028628i,0.0033339+0.0036953i,0.0052089+0.0018181i,0.0044124-0.00029309i,0.0021521-0.00034774i,0.00017299-0.00040509i,-0.00080916-0.00091443i,-0.0028365-0.001063i,-0.0039998-0.00047127i,-0.0026943-0.00042854i,-0.00040972+0.00010796i,0.0014784+0.0012803i,0.0015083+0.0012073i,0.00026136+0.00055692i,0.00096278+0.0019509i,0.0021871+0.0039514i,0.0032214+0.0030335i,0.0024804+0.00035703i,0.0013315-0.00080542i,0.0013691-0.0013088i,0.0011204-0.0016201i,0.0009528-0.0020037i
-0.0012481-0.0029911i,-0.0020433-0.0030562i,0.00024696-0.0035351i,0.0025812-0.0052368i,0.00082472-0.0063569i,-0.0023719-0.0047311i,-0.002106-0.0024932i,3.7771e-05-0.00077062i,0.0012404-0.00065808i,0.00075548-0.0014789i,-0.0010207-0.00089019i,-0.0017213-0.00018698i,-0.0022153-0.00042548i,-0.0025879-0.0020464i,-0.0024362-0.0030899i,-0.0022944-0.0040059i,-0.0027108-0.005115i,-0.0034046-0.0043633i,-0.0024755-0.0018981i,-0.00069981+0.00064638i,0.00020611+0.001312i,-0.00041108+0.00064832i,-0.00082944+0.0010839i
0.0070538-0.0028588i,0.0074298-0.0032419i,0.0049217-0.0043442i,0.0020848-0.0033546i,0.00061601-0.0023912i,0.00046145-0.0017773i,0.00093752-0.001792i,0.00166-0.0018762i,0.0020248-0.0011114i,0.0018778-0.0016811i,0.0013727-0.0025248i,0.0016598-0.0026486i,0.0027179-0.0021972i,0.0029151-0.0010736i,0.0020013+0.0012406i,0.0016943+0.0027807i,0.0026242+0.0027142i,0.0027616+0.0011444i,0.0020046-0.00067919i,0.0019117-0.0019611i,0.0020348-0.0032055i,0.0012834-0.0027091i,-8.1151e-05-0.00090517i
0.0035217+0.0039789i,0.0048354+0.0039728i,0.0038909+0.0029481i,0.0033136+0.0024148i,0.0035714+0.0007027i,0.002451-0.0008434i,0.0017936-0.0016363i,0.0014487-0.0017438i,0.0022045-0.0020978i,0.0022107-0.0026145i,0.00082432-0.0023129i,-0.00042297-0.00089631i,-0.001467+0.0006778i,-0.001946+0.00045436i,-0.0018242-0.0014602i,-0.0026478-0.0026759i,-0.0042059-0.002474i,-0.0039885-0.0010546i,-0.0024031+0.00087739i,-0.00099852+0.0012642i,-4.4631e-05+0.0012746i,-0.00033988+0.0017949i,-0.00018085+0.0014849i
-0.0041654+0.0038464i,-0.0024998+0.0032501i,0.0022003+0.0017175i,0.004471+0.00048317i,0.0030221+6.4593e-05i,0.0010724+0.0016017i,0.00090398+0.0019114i,0.00091264+0.00017751i,-3.1547e-06-0.00019014i,-0.00047553+0.00077313i,-0.00044704+0.00090257i,5.7445e-06-0.00020537i,0.001167-0.0019364i,0.0016058-0.0020192i,0.0018799-0.00072372i,0.0031431+0.00044024i,0.0050913+0.000662i,0.0047074+0.00036075i,0.001886-0.00022516i,-0.00039722-0.0015001i,-0.00097825-0.0022858i,-0.00023145-0.0022487i,0.00024514-0.0025487i
-0.0017171+0.00047259i,-0.00038278+0.0034183i,0.0032414+0.0037172i,0.0047938-0.00093111i,0.0025604-0.0039078i,0.00045798-0.0028979i,4.2715e-05-0.00019325i,-0.00035609+0.0018875i,-0.00012658+0.0025596i,0.00016595+0.0023624i,-5.7422e-05+0.0024703i,-0.00013473+0.0031392i,-0.00025715+0.0035008i,-0.00046723+0.0025677i,-0.00070244+0.00056306i,-0.0018314-0.00045771i,-0.0020544-0.00073004i,-0.0016674-0.00012494i,-0.00074652+0.0011991i,0.00052389+0.0027722i,0.00083799+0.0030961i,0.00083562+0.0016237i,-4.8544e-05+0.0007342i
0.0050409-0.0019616i,0.0050771-0.0036157i,0.0030185-0.0036837i,0.00026743-0.0034264i,-0.00068394-0.0030137i,-0.00024814-0.0024359i,3.0374e-06-0.00047231i,0.00040667+0.0012127i,0.00072749+0.0012748i,-0.00019718+0.0015512i,-0.0016882+0.0015733i,-0.0024805+0.001111i,-0.0026469+0.00014175i,-0.0015658-0.00058951i,-0.00012868-0.0013381i,0.00081524-0.00086759i,0.0021081-0.00077584i,0.002227-0.0012309i,0.00064488-0.001578i,-0.00041666-0.0020712i,-0.00041245-0.0025138i,9.7302e-05-0.00241i,0.00036159-0.0012969i
0.0040808-0.00039221i,0.00325-0.0035059i,0.001891-0.0037722i,0.0013979-0.0021682i,0.0029814-0.0027245i,0.0032684-0.0040757i,0.0019421-0.0030192i,1.3789e-05-0.0022156i,-0.00090191-0.0024184i,-0.0013837-0.0020968i,-0.0026014-0.0016966i,-0.0025133-0.00072452i,-0.0013513+0.0012482i,-0.0014849+0.0030064i,-0.0024372+0.0026092i,-0.0026473+0.0012296i,-0.0026988+0.0010498i,-0.002046+0.0015348i,-0.00061729+0.0018769i,0.00097209+0.0016832i,0.0011099+0.0011553i,0.00098722+0.00038808i,0.00099001+0.00066714i
0.00076723+0.0036616i,0.0014182+0.0054917i,0.0028234+0.0041091i,0.0035176+0.00090759i,0.0024287-0.00058752i,0.00072918-0.00019937i,-0.0004478-7.9092e-07i,-0.0019341-0.00047321i,-0.0033425-0.0016502i,-0.0038109-0.0027672i,-0.00384-0.0026232i,-0.0033206-0.001753i,-0.0029388-0.0013004i,-0.0026869-0.00082547i,-0.0017251+0.00037183i,-0.00032749+0.00073071i,0.00066307-0.00035768i,0.00024064-0.0013415i,-0.001247-0.0015353i,-0.0018538-0.0012901i,-0.0017935-0.0011017i,-0.00080821-0.00082415i,0.00026307-0.0010848i
0.00068049-0.00046552i,0.0034492+0.00013769i,0.00719-0.00065373i,0.0072075-0.0029137i,0.0040948-0.0028536i,0.0014311-0.00091321i,0.0010868-0.00053291i,0.00066953-0.00073121i,1.2251e-05-0.0010385i,-0.0012098-0.0016991i,-0.0017173-0.0022293i,-0.00089231-0.0020939i,0.00059377-0.00093119i,0.0020095-0.00027173i,0.0011959-0.00044033i,3.7616e-05-0.00070182i,0.00051712+0.00013694i,0.001191+0.0011568i,0.0010755+0.0010749i,0.00066595+0.00074342i,0.0010204+0.0010503i,0.0011841+0.0016905i,0.00014588+0.00075627i
9.5323e-05-0.0011069i,-0.0026582-0.0026236i,-0.0032025-0.0040857i,-0.0022218-0.0028333i,-0.0010779-0.0017462i,-0.00053701-0.0015161i,4.1154e-05-0.0021394i,0.0015307-0.0029416i,0.0016965-0.0033522i,0.00079691-0.0032625i,0.00052337-0.0018325i,-0.00047513+0.00046941i,-0.001779+0.0012681i,-0.0017296+0.00048742i,-0.001181+0.00037602i,-0.000624-0.00031756i,-0.00033783-0.0016875i,-0.00067333-0.0021263i,-0.0010751-0.0016503i,-0.0011521-0.0013844i,-0.0015964-0.001258i,-0.0018061-0.0013765i,-0.00096465-0.0013202i
0.00072583-0.0042072i,0.0016611-0.0021057i,0.0037206-0.00091299i,0.0028162-0.0012955i,0.00038334-0.0022038i,6.0565e-05-0.0020705i,0.0018099-0.0014352i,0.0029173-0.00099794i,0.0031391-0.0010523i,0.0025318-0.0017714i,0.0010408-0.0019104i,0.00042801-0.0010513i,0.0016069-0.00041242i,0.0022943+2.0738e-05i,0.0011431+0.0004911i,0.00021902+0.00063987i,8.6805e-05+0.00038573i,0.00063496+0.00022595i,0.0012971-0.00018217i,0.0010002-0.0006176i,0.00084253-0.0010603i,0.00061236-0.001035i,0.0002535-0.00096835i
0.0045103-0.00031785i,0.0035857-0.00021267i,0.0038525-0.00025103i,0.0048721-5.0064e-05i,0.0040217-0.00042661i,0.002459-0.0013293i,0.0020769-0.00070996i,0.0020514-0.00030017i,0.0022514-0.00032196i,0.0016853-0.00024242i,0.00072261+0.00034898i,0.00025446+0.0013498i,-0.0010078+0.0013744i,-0.0025433+0.0010574i,-0.0017214+0.0004808i,8.636e-05-8.4555e-06i,-9.5905e-05-8.0874e-05i,-0.0015416+0.00036558i,-0.0021443+0.00088395i,-0.0018113+0.00048716i,-0.0011852+2.878e-05i,-0.00090818-0.00018558i,-0.0008888+9.3323e-05i
0.0011832+0.0053598i,0.0011369+0.0044583i,0.001679+0.0016396i,0.0027356-0.0018467i,0.0033378-0.0031887i,0.002881-0.0024605i,0.0021278-0.0013957i,0.00081384+0.00028807i,-0.00025124+0.0019858i,4.9302e-06+0.0016849i,8.569e-07+0.00038157i,9.7784e-08+0.00031169i,-0.00044024-3.4553e-05i,-0.00086202-0.0016714i,-0.00016205-0.0017344i,0.00090466-0.00082326i,0.0019804-0.00057055i,0.0026061-0.00045756i,0.002451+0.00015335i,0.0017069+0.00036299i,0.00092115+0.00046831i,0.00038215+0.00060977i,0.00041051-0.00077115i
-0.0024769-0.00016797i,0.00026692-2.9849e-05i,0.002636-0.00094072i,0.0019153-0.0012249i,0.00078003+0.00041211i,0.001336+0.0016884i,0.0015854+0.0014673i,-0.00018357+0.0013815i,-0.0014582+0.0023375i,-0.00087036+0.0031169i,-0.00085613+0.0021229i,-0.00065318+0.00065618i,0.0007818+0.00068833i,0.00072947+0.0014626i,2.429e-05+0.0014792i,9.6045e-05+0.0009215i,-0.00016654+8.788e-05i,-0.00062191-0.00048442i,-0.00061436+0.00010928i,-0.00080619+0.00080384i,-0.00072327+0.000508i,-0.00039495-9.8245e-05i,0.00016609-0.00035571i
0.0020311-0.0035166i,0.002115-0.0026928i,0.0016033-0.0012594i,-0.00062349+1.2351e-05i,-0.0032702+0.00020874i,-0.0049604+0.0010986i,-0.0037717+0.0025141i,-0.0014982+0.0015996i,-0.0012339+0.00070838i,-0.0016077+0.00042586i,-0.0015845-2.9881e-05i,-0.0015648-0.0012238i,-0.0019534-0.0024336i,-0.0025204-0.0024331i,-0.0018709-0.0015873i,-0.00027741-0.0011259i,0.001093-0.0010898i,0.0011824-0.00094654i,0.00075897-0.0003885i,-0.00013942+0.00018293i,-0.0011103-0.00033986i,-0.00053867-0.0014604i,-0.00013151-0.0020004i
0.006947+0.0071062i,0.0099767+0.0060758i,0.013687+0.0025638i,0.012995-0.0023369i,0.0087646-0.0067664i,0.0036962-0.0085038i,0.0020168-0.0075687i,0.0015279-0.0058277i,9.9411e-05-0.0041327i,-0.00090252-0.0036167i,-0.0023922-0.0033916i,-0.0029566-0.0014631i,-0.0016755+0.00018687i,-0.0012341+0.00016396i,-0.0020344-2.0682e-06i,-0.0015163+0.00026073i,-0.00056678-6.2303e-05i,-0.00095641-0.00013001i,-0.0014269+0.00037129i,-0.00069222+0.00079892i,-0.00012179+0.00073501i,-0.00049765+0.00010555i,-0.0008542-0.0010932i
0.016107+0.021968i,0.019804+0.016146i,0.027909+0.0042386i,0.022115-0.0076806i,0.0094676-0.015493i,-0.004009-0.012817i,-0.0064868-0.003436i,-0.0031355+0.00072073i,-0.00033932+0.00012667i,0.0010538-0.0047202i,-0.0025753-0.0075615i,-0.0061549-0.0052493i,-0.0093903-0.0022681i,-0.014511-0.0007962i,-0.015941-0.00061553i,-0.010049-0.00053651i,-0.0025053-0.0011551i,0.0011321-0.00059279i,0.00023339+0.0031198i,-0.00045584+0.0054067i,0.0016769+0.0029224i,0.0026621-0.00074643i,0.001193-0.0027999i
-0.0052643-0.010037i,-0.0073485-0.0081533i,-0.0089832-0.0032256i,-0.0051865+0.0006829i,-0.00049621+0.0037652i,0.0031873+0.0041684i,0.0050276+0.0011156i,0.0036361-0.00076217i,0.00057183-0.0016657i,-0.00066331-0.0012129i,-0.00049318-0.00047352i,0.0012342-0.00047208i,0.004404-0.00075917i,0.0060654-0.00019019i,0.0059326-0.00025069i,0.0037777-0.00053489i,0.00023172+5.5497e-05i,-0.0011156+2.542e-05i,-0.0008889-0.0010319i,-0.0017748-0.0013488i,-0.0017004-0.00074833i,-0.00056949-0.00011483i,7.6706e-05+0.00048147i
5.9278e-05-0.0033914i,1.2341e-06-0.0016138i,-0.0016324-0.00012146i,-0.0019485+0.0010909i,-0.0013097+0.0017925i,0.00022158+0.0001599i,0.0012078-0.0012507i,0.0024061-0.0016521i,0.0023848-0.002514i,0.00078814-0.0020328i,2.4667e-05-8.9547e-05i,-0.00017741+0.00011047i,0.00049935-0.00072801i,0.0012823-0.00047769i,0.0014241-0.00050507i,0.00081141-0.001164i,4.3298e-05-0.00087642i,0.00038149-0.00078487i,0.0014274-0.0012812i,0.00074774-0.0013372i,-0.00046032-0.0017562i,-0.00046868-0.0018629i,-0.0004989-0.0013249i
-0.004835+0.00019314i,-0.006256+0.0038439i,-0.0058667+0.0051444i,-0.0019348+0.0035589i,0.00071733+0.0021358i,0.0025554+0.0011205i,0.0032195-0.00126i,0.0021937-0.0033257i,0.0011748-0.0030347i,0.00064914-0.0010248i,0.00015791-0.00020763i,-2.8764e-05-0.00059742i,0.00052279-0.00083882i,0.0017572-0.0012384i,0.0022583-0.0014155i,0.0012285-0.0015659i,-8.3456e-05-0.00076595i,-0.00057624+0.00043323i,-0.0010153+0.00077373i,-0.0015605+0.00096286i,-0.0018761-6.0608e-05i,-0.0013347-0.00054233i,-0.00059816+0.00071858i
0.0015468-0.0035649i,0.0021217-0.0042159i,0.0039278-0.0050112i,0.0034883-0.0060809i,0.00049507-0.0061317i,-0.0012911-0.0047668i,-0.0016402-0.0022717i,-0.0016651-0.00046142i,-0.00076565-0.00017881i,-0.00051266+0.00034957i,-0.00067694+0.0012441i,-6.899e-05+0.0016153i,0.00038164+0.002033i,0.00091822+0.0020649i,0.00094167+0.0016025i,0.00052499+0.0010034i,0.0004467-0.00086879i,0.00083727-0.0022949i,0.00048019-0.0016404i,-0.0003243-0.00033271i,-0.00047661+3.6839e-05i,-0.00065337-0.00037512i,-0.00059353-0.0010959i
0.0024068+0.0026789i,0.0022311+0.0027308i,0.0015719+0.0018672i,-1.1063e-05+0.0012283i,-0.0020267+0.0013097i,-0.0027878+0.0025797i,-0.0020797+0.003085i,-0.00018748+0.0024225i,0.00036265+0.0018109i,3.6547e-05+0.0016095i,0.0002906+0.0014229i,0.00095836-5.3832e-05i,0.00067782-0.0013741i,7.3942e-05-0.0019438i,9.2376e-05-0.0015767i,0.00075769-0.00094189i,0.00076311-0.00022784i,-0.00021575+0.00089206i,-0.00017827+0.0013508i,-0.00049085+0.00044196i,-0.0005336+5.9292e-05i,9.694e-05+0.00080159i,0.00053031+0.0012442i
-0.0045479-0.0025845i,-0.0025244+0.00035033i,-0.001477+0.0024178i,0.00054824+0.0017285i,0.0021013+0.00040231i,0.0032999-0.0003485i,0.0031106-0.00068577i,0.0018834-0.0016774i,0.00052264-0.0011257i,-0.00064217+0.0009091i,-0.0005507+0.001371i,0.00038244+0.0010178i,0.0010749+0.0014054i,0.00079077+0.0021258i,0.00022847+0.0014466i,-0.00016242+0.00032708i,-0.00052414-0.00064778i,-6.6339e-05-0.0016172i,0.000312-0.0023726i,0.00033998-0.0018487i,2.4805e-05-0.0010416i,-0.00090312-0.00093613i,-0.00095968-0.00069609i
-0.001344-0.0066125i,-0.0037078-0.0061924i,-0.004722-0.0051021i,-0.0025058-0.0032481i,-0.00071853-0.00242i,-1.9905e-05-0.0024261i,0.00097526-0.0019124i,0.00050375-0.0011074i,-9.5666e-05-0.0011859i,-9.6475e-05-0.00096582i,-0.00077285-0.00090843i,-0.00057136-0.00021596i,0.00012443+0.00072948i,0.00092296+3.208e-05i,0.00067662-0.00032448i,0.0007811+6.1681e-05i,0.0021537+0.00032733i,0.002242+0.00070763i,0.0013209+0.00033353i,0.00037783+0.00017049i,-0.00026742-6.3534e-06i,-0.00062883-0.00061517i,-0.00062413-0.00067319i
0.0046959-0.00040073i,0.0057748+0.00078485i,0.0056263+0.00044792i,0.004211-0.0012574i,0.0017982-0.0014849i,0.0002308+0.00044251i,0.00021089+0.0015674i,7.371e-05+2.2435e-05i,-0.0001945-0.0015327i,-0.0011989-0.00089564i,-0.0020716-0.00028259i,-0.0011144-0.00040303i,0.0005961+0.00010612i,0.0012327+0.0013128i,0.0012913+0.0015839i,0.0011808+0.00085635i,0.00018419-3.2919e-05i,-0.00017555-0.00014604i,0.00034501-0.00059463i,0.00024598-0.00097854i,-0.00047226-0.00018396i,-0.0011488+0.00061537i,-0.00099638+0.00018306i
-0.00099546-0.0013818i,-0.0022772-0.00056123i,-0.0012495-0.00094873i,0.00075802-0.0015554i,0.00070912-0.0014338i,-0.00035856-0.0016588i,-0.00052425-0.0017936i,-5.7864e-05-0.00081473i,0.00011696-0.00091351i,-0.00067289-0.0014863i,-0.00087537-0.0010346i,-0.00020578-0.00037021i,-0.00020467-9.6853e-05i,-0.00091653-6.6175e-05i,-0.00028697-0.00068873i,0.0012845-0.0018827i,0.001896-0.001641i,0.0016117+0.00014458i,0.00052618+0.0011608i,-0.00048645+0.00093968i,-4.069e-05+0.00074522i,0.00025702+0.00017425i,6.1717e-05+0.00017647i
0.001078-0.0014796i,0.00044907-0.0012784i,0.00091881-0.00084668i,0.0014724-0.0011761i,0.0016493-0.002173i,0.0021985-0.0020288i,0.0020697-0.0010448i,0.0010417-0.00031921i,0.00044583+0.00052184i,0.00032374+0.00057343i,-0.00013652+0.00038656i,1.1971e-05+0.00028176i,0.0012382-0.00061133i,0.0017547-0.00098268i,0.0013791-0.00040933i,0.00077363-0.00024807i,-0.00078669+8.1379e-05i,-0.0017852-3.2424e-05i,-0.0017027-0.00031123i,-0.00081727-0.00064612i,-0.00013019-0.0017773i,-0.00031347-0.0013311i,-0.00030449-5.7512e-05i
-0.0017636+0.0014119i,-0.00030434+0.00086279i,0.00077172+0.0010567i,0.0014722+0.0020134i,0.00088742+0.0021635i,0.00026933+0.0011836i,-2.7462e-05+0.00019895i,-0.00057315-0.00052007i,-0.00054034-0.0012819i,0.00017336-0.001267i,0.00095326-0.00070379i,0.00096105+0.00041669i,0.00035592+0.00067627i,0.00020894-0.00017212i,0.00051675-0.00039807i,0.00024972-0.00029271i,0.0003048-0.00016106i,0.00094597+0.00041425i,0.0006516+0.00052199i,-0.00047611+0.00031254i,-0.00088363-0.00018598i,-0.0002399-0.00072542i,0.00086767-1.7654e-06i
-0.0018863+0.00024266i,-0.0023167+0.003617i,-0.00049838+0.0044032i,0.0013077+0.0015505i,0.0010468-0.0015209i,0.00040156-0.0019771i,0.00074772-0.0014169i,0.0012172-0.0010388i,0.00058521-0.00093415i,-0.00040908-0.00044406i,-0.0010225+6.7608e-06i,-0.00064-0.0001701i,0.00031065+9.9727e-06i,0.00093519+0.00073863i,0.00088558+0.0010163i,0.00088157+0.00061363i,0.00068886+0.0001891i,-0.00016679-0.00064654i,-0.00075225-0.0018015i,-0.00085836-0.0017459i,-0.00073717-0.00061712i,-0.00055101+0.0002061i,8.171e-05+3.9097e-05i
0.0045303-0.00078516i,0.0039105-0.0022686i,0.0032427-0.0031022i,0.0033057-0.002681i,0.0026392-0.0014778i,0.0005684-0.00031804i,0.00050228+0.00030048i,0.0016392+0.0003065i,0.0016198+5.367e-05i,0.00054146-0.0002509i,-0.00024271-0.00064592i,-0.00028845-0.00062295i,-0.00099627+0.00053355i,-0.0012585+0.00056306i,-0.00016292-0.00027028i,0.00030983-0.00050384i,-0.00028077-0.0010498i,-0.00040918-0.00088757i,3.063e-05+0.00021748i,0.00047025+0.0010667i,0.00081737+0.00047302i,0.00048733-0.00065959i,4.321e-05-0.00081013i
-0.0013535+0.0032195i,0.00076641+0.0027025i,0.0027331+0.00066281i,0.0027048-0.00065242i,0.0015358+0.00025322i,0.0013786+0.0015461i,0.0007307+0.000587i,-4.1567e-05-0.0012086i,-0.00016799-0.001216i,-9.0724e-05-0.0010793i,0.00022217-0.00083124i,0.00054565+0.00023024i,-1.1678e-05+0.00046979i,-0.00075069-0.00076263i,0.00053152-0.0015467i,0.0007375-0.00017678i,-0.00026521+0.0015954i,-0.0010406+0.0012388i,-0.0014753+0.00015781i,-0.001411+0.00014147i,-0.00074787+0.00011896i,-3.2437e-05-1.0389e-05i,0.00034801-0.00015283i
-0.003765+0.0011016i,-0.0022327+0.0025103i,-0.00062351+0.0027429i,0.0011425+0.00033285i,0.001389-0.0017833i,0.00023072-0.0027741i,-3.9545e-05-0.0025436i,0.00014026-0.0013932i,0.00066726-0.00071656i,0.00099335-0.00071577i,0.00073137-8.0872e-05i,1.6723e-05-1.1224e-05i,-0.00079997-0.00034695i,-0.00076069-0.00071923i,-0.00016128-0.00081045i,0.00015676-0.00012612i,0.00029695+0.00056468i,0.00091811+9.7717e-05i,0.0012151-0.00086032i,0.0010343-0.0013941i,0.00087473-0.001378i,0.00046826-0.00076481i,0.00011235-0.00051457i
0.0014584-5.2268e-05i,0.0010206-0.0014269i,0.00030173-0.0022211i,0.00088877-0.0010316i,0.0015685-0.00058581i,0.0015516-0.00036857i,0.00078752+0.0011034i,0.0004037+0.0010101i,0.00031648-0.00050187i,-0.00080927-0.0012448i,-0.0012599-0.0011567i,-0.001088-0.00055457i,-0.00063369-0.00018775i,4.9483e-05-0.00015446i,0.0003595+0.00013107i,0.00062647+0.00031772i,0.0011447+0.00045769i,0.0008595+0.00019457i,0.00010016+0.00016809i,-0.00065949+0.00060127i,-0.001187-4.6373e-05i,-0.0015556-0.00081789i,-0.0014759-0.00082002i
-0.00097335+0.0028899i,0.0023927+0.0032546i,0.0061214+0.0017157i,0.0065312-0.0010305i,0.0037975-0.0014233i,0.0009231-0.00092656i,5.2512e-05-0.0011596i,-2.8364e-06-0.0012012i,0.00059422-0.001598i,0.0014002-0.0013215i,0.0012056-0.0013787i,0.00057843-0.0013878i,0.00071297-0.00067826i,0.00040943-0.00038252i,-0.00079404-0.00038479i,-0.00060669-0.00065549i,-1.0361e-05-0.00062693i,-0.00022442-0.00037566i,-0.00029975+9.586e-05i,-1.9486e-05+0.00076932i,-0.00047267+0.0010283i,-0.00036674+0.00064938i,1.7522e-05+0.00058567i
0.00013267-0.0014095i,-0.0013987+0.00038971i,-0.0012429+0.0013988i,0.00019388-2.5619e-05i,0.0010498-0.0017232i,0.00071112-0.0014615i,0.00098394-0.00063765i,0.00062896-0.00040077i,0.00012389-0.00049104i,0.00039125-0.0004595i,0.00043379+0.00013123i,0.00069544+0.0009236i,0.00015654+0.0011404i,-0.00067104+0.00020934i,-0.00015196-0.00032815i,0.0007599+0.00017901i,0.00063746+0.00059879i,-4.4579e-05-1.361e-06i,-0.0002409-0.00033174i,-0.00013633+0.00029195i,-0.00044389+8.6643e-05i,3.0486e-05-0.00054173i,-0.00017915-0.00017143i
0.0018558+0.0011355i,0.0037963-0.0014607i,0.0039282-0.0036997i,0.0029355-0.0031088i,0.0030745-0.0019128i,0.0025914-0.0010854i,0.0013454-0.0011707i,0.00034098-0.0014999i,-0.00041169-0.00056191i,-0.00091387+0.0014304i,-0.00057705+0.0019878i,-0.00050576+0.0015124i,-0.00089366+0.00054893i,-0.00097242-0.00054052i,-0.00087406-0.00076468i,-0.00048564-0.00038971i,9.0333e-05+6.4023e-05i,-0.00035134+0.0003448i,-0.00030365+0.00019786i,0.00057505+3.7967e-05i,0.0011716+0.00024607i,0.00091175-0.00041013i,0.00077066-0.0008701i
-0.0045771+0.0001849i,-0.0030734+0.0020755i,-0.00023761+0.0024724i,0.00085875+0.00065956i,6.9257e-05-0.00027366i,-0.001096-0.00014732i,-0.00089315-0.00055547i,-0.00044195-0.0012038i,-0.00067448-0.001247i,-0.00026969-0.00026518i,0.00055025+0.00052745i,0.0011198+0.0008258i,0.0011555-0.00022255i,0.00096971-0.0016406i,0.00086643-0.0010876i,0.001186-0.00027502i,0.001359-8.013e-05i,0.0004934+0.0002639i,-0.00019314+0.00058408i,-0.00017+0.00063993i,0.00028725-0.00027485i,0.00017928-0.0010841i,-0.00025249-0.00050339i
0.0028407-0.0044212i,0.00044685-0.0025261i,-0.00065364-0.00061379i,0.00060781-0.0013173i,0.0011844-0.0019246i,0.00088244-0.0015125i,0.0010367-0.0012482i,0.00066804-0.0011342i,-0.00082198-0.0012935i,-0.0022469-0.0015681i,-0.002024-0.00068857i,-0.0011424+0.00022538i,-0.00059421+0.00038708i,-0.00012806+0.00091684i,0.00082602+0.0014611i,0.0017642+0.00087253i,0.0018387-0.00047649i,0.0012055-0.0010268i,0.00037554-0.00085248i,-0.00045274-0.00058219i,-0.0005278-0.000455i,-0.00015011-5.3684e-05i,-0.00027632+0.00020288i
0.0016634+0.0026419i,0.0044776+0.0010591i,0.0063825-0.0013334i,0.0048199-0.001458i,0.0024478-0.00070199i,0.0012511-0.00052212i,0.00063192-0.00104i,0.00044992-0.0018967i,-0.00038-0.0018325i,-0.0014313-0.0013864i,-0.0011568-0.0013793i,-0.00099756-0.001191i,-0.00053276-0.00062504i,-7.0593e-05-7.3982e-05i,-0.0002686-0.00039883i,-0.00011029-0.0012259i,-0.00022228-0.0011607i,-0.00071212-0.00054508i,-0.00070806-0.00019814i,-0.00077809+1.4183e-05i,-0.00031598+0.00036176i,0.0011265+0.00060885i,0.001689+0.00093704i
