-0.001314-0.00024794i,-0.00098128-0.0016207i,-0.0014251-0.0024388i,-0.001933-0.00098608i,-0.0026953+0.00015283i,-0.0021568+0.00051124i,-0.00030307+0.0014951i,0.0008886+0.0023106i,0.0010811+0.0021246i,0.00023636+0.00099912i,-8.7312e-05-0.00073349i,-0.0002981-0.0010657i,-0.00019872-0.00053504i,0.00041382-0.0003546i,0.00013869-2.0478e-05i,-0.00051594+0.00054372i,-0.00060914-9.5276e-05i,6.7697e-05-0.00060727i,0.00032103+8.9026e-05i,-0.00039388-4.4586e-05i,-0.00089425-0.00014464i,-0.00059148-0.00014648i,0.00013603-0.00039727i
0.00097283-1.0611e-05i,0.00054095-0.00060709i,-0.00022471-0.0013696i,-0.00080629-0.0013855i,-0.00097967-0.0014968i,-0.0014024-0.0014403i,-0.00078485-0.00020462i,-0.00066724+0.000634i,-0.0012923+0.00023027i,-0.0014469+0.0001596i,-0.0012008+0.00013523i,-0.0010241-4.5842e-06i,-0.00067856+0.00034627i,-0.0001536+0.00032095i,0.00045532+0.00055017i,0.00041826+0.0012097i,0.00035499+0.00062884i,0.00019378-0.00038243i,-7.8664e-05-0.00056632i,-0.00013977-0.00038683i,-0.00048876-7.2255e-05i,1.2854e-05-0.0002483i,0.00064261-0.0004329i
-0.0010869+0.00056757i,-0.0010621+0.0010005i,-8.3874e-05+0.0022283i,0.00055171+0.0030516i,0.00054099+0.0016044i,0.00031303-0.00010267i,3.1475e-06-0.00052402i,2.0518e-05+0.0001178i,0.00024443+0.0011808i,0.00056398+0.0017186i,0.00038244+0.0012932i,0.00041819+0.0010185i,0.00075792+0.00086416i,0.00019552+0.00012836i,-0.00031895-0.0010734i,-0.00056524-0.00118i,-0.00035958-0.00012568i,-5.4752e-05+6.77e-05i,-0.00042865-0.0006319i,-0.00042414-0.00060035i,0.00054557-0.00033998i,0.00070513-6.9141e-05i,0.00021684+0.0002282i
0.00044476-0.00055325i,-8.1314e-05-0.00090433i,-0.00081226-0.0017046i,-0.0010013-0.0030126i,-0.00073048-0.003265i,1.2844e-06-0.0019444i,-0.00016378-0.00084231i,-0.0003217-0.00073095i,0.00070664-0.00052868i,0.00072472+0.00034785i,0.00025779+0.0007995i,-5.475e-05+1.4416e-05i,-0.00033018-0.00056891i,-0.00059835+0.00022521i,-0.00043321+0.00047637i,0.00035545-1.4296e-05i,0.00036861-0.00048288i,-8.4364e-05-0.0010743i,0.0003459-0.00096932i,-2.2952e-05+0.00017915i,-0.00055641+0.00034823i,-0.00068004+0.00020774i,-0.00051513+0.00052813i
1.3955e-05-0.0003185i,0.00052194-2.7358e-05i,0.00054599+0.00010587i,-0.0007162-0.00052592i,-0.0011852-0.0012067i,-0.00065857-0.0010604i,0.00023379-0.000158i,6.392e-05+0.00019253i,-0.00043454+2.2465e-05i,0.00043228-0.00035062i,0.0010205-0.00028511i,0.0003929+8.2683e-05i,-0.00078193+0.00065634i,-0.00059976+0.00048528i,0.00057672+0.00045916i,0.00061331+0.00042691i,0.00018876-0.00050539i,0.00019197-0.00071758i,-0.000158-0.00034943i,-0.00091688-0.00013403i,-0.0012706-0.00029857i,-0.00080918-0.00062255i,7.0239e-05+9.3048e-05i
0.00070686+0.0013896i,0.00058109+5.5163e-05i,0.00068646-0.00067017i,0.00091821-0.0011309i,0.00058888-0.001123i,-0.0003535-0.00036943i,0.00028705-0.00024935i,0.00067253-0.00024428i,-0.00022929+0.00037143i,-0.00048197+0.00071518i,-0.0003832+0.00066743i,-0.00062196+0.00029962i,-0.00086304+0.00024969i,-0.00083827+0.00011954i,-0.00039569-0.00056743i,-0.00084952-0.00025468i,-0.00093813+8.7736e-05i,-0.00068978+0.00016257i,-0.0006447+0.00058366i,0.0002136+0.00027077i,0.00013856-0.00023944i,-0.00023601+0.00023327i,-0.00044032+0.0012615i
0.00059914-0.00046019i,0.00067176-0.00053467i,0.0004555-0.0002958i,0.00011815-0.00083103i,-0.00033802-0.00082456i,-0.00078214+4.4961e-05i,0.00011298+0.00067947i,0.00073707+0.000769i,-0.00014993+0.00082396i,-0.00014935+0.00064034i,0.0009708+0.00049602i,0.00071051+0.0005248i,0.00019036+0.00014351i,0.0001689-0.00033712i,0.0003281-0.00045374i,0.00039292-0.00028399i,-0.00031483-0.0011574i,-0.00047438-0.0012587i,-0.00054741-0.00033132i,-0.0008486+0.00048306i,-0.0012467+0.00057683i,-0.0014838-9.117e-05i,-0.00086325-2.0693e-06i
0.00077199+0.0022016i,0.00066618+0.0021525i,0.0003474+0.0018626i,-0.00041581+0.00011067i,-0.001485-0.0016369i,-0.00098011-0.0020796i,-0.00025494-0.0016349i,-0.0006745-0.00073837i,-0.00038445-4.0216e-05i,-0.00078036+0.00066966i,-0.0012249+0.00045592i,-0.00062913-0.00012924i,-0.00046052-0.00029622i,-0.00087399-0.00059932i,-0.00077117-0.00018542i,-0.0004685+0.00035589i,-0.00054122+0.00018464i,-4.1535e-06+5.8527e-05i,-0.00017398+0.00042958i,-0.00022574+0.00043509i,0.00017235+0.00010364i,-0.00015095-2.7022e-06i,0.00016281+0.00045815i
0.0014781-0.003112i,0.00088091-0.0025316i,-0.00015484-0.0023418i,-3.2063e-05-0.0018622i,-3.8478e-05-0.001092i,-0.00029372-0.00065373i,-0.00040792-0.00046767i,-3.8994e-05-0.00012202i,3.0453e-05+9.0396e-05i,-0.00024719+0.00041134i,-0.00053307+0.0008497i,-0.00095646+0.0010138i,-0.00086506+0.0013244i,-0.00037873+0.00086488i,0.00010833-0.00015386i,-1.1949e-05-0.00012333i,-0.00059364-0.00010795i,-0.00089773-0.00054025i,-0.00016282-0.00012702i,8.2406e-05+0.00024636i,-0.00084872-0.0003268i,-0.00090248+0.00055738i,-0.00064027+0.00133i
-0.0010773+1.1953e-05i,-0.0021705+0.00058785i,-0.0023657-0.0002193i,-0.0018405-0.00094357i,-0.0013185-0.00017039i,-0.00026048+0.00070583i,0.0002871+0.0011826i,0.0004417+0.0010155i,4.818e-05+0.00087509i,-6.8981e-05+0.00095374i,-0.00031331+0.00046349i,-0.00038943-0.00016387i,-0.00033205-0.00020235i,-0.00061762-0.00022967i,4.3931e-05-0.0003838i,0.00070458-0.00037209i,0.00084584-0.00077521i,0.00064549-0.00058734i,0.00022089-0.00034766i,-1.731e-05-0.00015318i,5.7372e-05-0.00042498i,5.2847e-05-0.00073464i,0.00010864-0.00017808i
0.00017513+0.00034313i,-0.00067005+0.0002182i,-0.00054812+0.00051926i,-3.0159e-05+0.00012197i,-0.00073001-0.00083885i,-0.0015204-0.0010315i,-0.00080581-0.00041813i,0.00015166+0.00046953i,-3.9779e-05+0.00056299i,-0.00025703+0.00040462i,0.00043025+0.00088145i,0.00048081+0.00039638i,-1.2035e-05-8.3143e-05i,0.0011386+0.0004641i,0.002046+0.00070312i,0.00095734+0.00053044i,9.534e-05+0.00032567i,1.7401e-05+3.7503e-05i,0.00039669-8.34e-05i,0.00024435-0.00021458i,0.00031449-0.0009528i,0.0003642-0.00080031i,-0.0002054-0.00038641i
-0.00089806+0.00011305i,0.0010388-0.00055683i,0.0026557+9.0755e-05i,0.0024926+0.00017754i,0.0015646-0.00070061i,0.00017571-0.00072973i,-0.00054466-0.00016636i,-0.00039754+0.000433i,-0.00018028+0.0010527i,-0.00033052+0.00085199i,0.00023411+0.0001855i,0.0004045-0.0003209i,-0.00048296-0.00084247i,-0.00081509-0.00075677i,-0.0012702-0.00014534i,-0.00098018+0.00027117i,-0.00015085+0.00038854i,-0.00042492+0.00077638i,-0.00023413+0.00090716i,0.00075152+0.00067561i,0.00076795+0.00072477i,0.00026095+2.0006e-05i,4.3178e-05-0.00011312i
-0.00076247+0.001002i,-0.00061864+0.0011246i,-0.00067371+0.0018325i,9.3935e-05+0.00080574i,0.00093173-0.00052742i,0.00030053-0.00029861i,0.00017638-0.00029285i,0.00011228-6.8379e-05i,1.1581e-05+0.00043701i,0.000435+0.00068082i,0.00067052+0.0010413i,0.00065434+0.00084778i,0.00052551+0.00088148i,0.00029835+0.0002658i,-0.00014258+8.0281e-05i,-0.00016472+0.00025638i,0.00045421+0.00025619i,0.00075216+0.00080034i,9.5653e-05+0.00028662i,-0.00011701+1.2623e-05i,-0.00010454+0.00060131i,-0.00025195+0.00021029i,0.00058978+0.00055337i
-5.1167e-05-0.0019171i,-0.0015825-0.0023744i,-0.0034103-0.002214i,-0.00359-0.0018614i,-0.0025718-0.0015012i,-0.0019008+0.0008657i,-0.0013817+0.0014222i,-0.00029984+0.00024424i,0.00044745+0.00025033i,0.00040264+0.0004816i,-0.0001508+0.00046169i,-0.00025336+0.00049459i,0.00029721+0.00039324i,0.00027298+0.00047963i,0.00018879+0.00052507i,-1.1266e-05+0.00011003i,-0.00042941-0.00066696i,-0.00031721-0.00033463i,0.00010744+0.0002537i,0.00060119+0.00049228i,0.00087111-5.2605e-05i,0.0011111-0.0008578i,0.00073149-0.00099627i
-0.0012486-0.0014695i,-0.00081471-0.0010464i,-0.00097013-0.0017104i,-0.001288-0.0015365i,-0.0013828-0.00064181i,-0.0010997-0.000517i,-0.0007906-0.00028919i,-0.00066457+0.00023196i,-0.00049588+0.00029368i,-2.083e-06+0.00036654i,-0.00016935+0.00030348i,-0.00013217+0.00083467i,0.00020417+0.00075642i,8.475e-05+0.00015898i,-0.00044135+0.00018171i,-0.00068619+0.00050361i,-0.00038058+0.00030919i,0.0004832-0.00019258i,0.00087619-0.00036581i,-0.0001653-4.2604e-05i,-0.00032944-0.00011323i,0.00091722-0.00053198i,0.0005827-0.00067651i
0.0030851-0.0001511i,0.003824-0.00023934i,0.0051461-5.7591e-05i,0.0044031-0.0002747i,0.002477-0.0010577i,0.001172-0.0014323i,0.00047571-0.00023029i,0.00029434+0.0007798i,5.7218e-05+0.0010506i,0.00021078+0.0015194i,0.00050074+0.0018261i,0.00043363+0.0010025i,-9.2965e-05+0.00052818i,-0.0007051+9.5108e-06i,-0.00077836-0.000527i,-0.00021192-0.00035352i,8.4752e-05-0.0006397i,0.00011329-0.00052083i,0.00021552+0.00016353i,-0.00028308+0.0006746i,-0.00054426+0.00039828i,-0.00074806+0.00024136i,-0.00078672+0.00094029i
-0.00062737-0.00085455i,-0.00096612+0.00047967i,-0.0014183+0.0011936i,-0.0013981+0.00048628i,-0.0014839+0.00016127i,-0.0012227+0.00041691i,0.00015741+0.00084747i,0.00076422+0.00061848i,0.00011393+0.00028868i,-0.00047906+0.00036228i,-0.00016301+0.00063232i,0.00048641+0.00015381i,0.00048435-0.00018455i,0.00033777+0.00031701i,-3.3928e-05+0.00031855i,-0.00097524+0.00010348i,-0.00075866+0.00019928i,-0.00040689-6.5812e-05i,-0.00090295-0.0002041i,-0.0014503-0.00011565i,-0.0015318-0.00010454i,-0.0003191-2.0392e-05i,0.00014621+0.00016798i
-0.0030813+0.00061608i,-0.0025303+0.0018535i,-0.0011271+0.0013204i,0.00029641+0.0016411i,0.00042548+0.0010719i,0.0002688-0.00067438i,-0.00041275-0.00064392i,-0.00097393+0.0002916i,-0.00058243+0.0010736i,7.3013e-05+0.0012464i,-0.00018833+0.00086702i,-0.0012763+0.00073551i,-0.00094911+0.00094557i,-0.00024274+0.001279i,-0.00062862+0.00064743i,-0.00022598-4.2382e-05i,-0.00022624+0.00024036i,-0.0010024+0.00014528i,-0.00085605-0.00076626i,-0.00064823-0.0009998i,-0.00075005-0.00011234i,-0.00053555-8.3804e-05i,0.00040136-0.00048358i
0.0021449+0.00074839i,0.0020885+0.0007303i,0.0023732-0.00042104i,0.0012993-0.0017967i,0.00040899-0.0014572i,0.00035064-0.00097654i,-0.00014986-0.00049334i,3.9291e-05-5.5144e-05i,0.00029385+0.00058126i,0.00010285+0.0014988i,-0.0007046+0.0012431i,-0.0010312+0.00098892i,-0.00065772+0.00098162i,0.00023144+0.0013051i,-0.0002739+0.00088027i,-0.00087148-0.00030659i,0.00013031-0.0010851i,-0.00016437-0.001218i,-0.0007118-0.00049875i,-0.00062805-5.6977e-05i,-0.0011602+0.00049507i,-0.0013821+0.00094085i,-0.00041563+0.00099175i
-0.0011896-0.0017293i,-0.00055802+0.00054345i,5.9414e-05+0.0020137i,1.1823e-05+0.0017268i,-0.00049336+0.00076056i,-0.00038969+0.00069528i,0.00030939+0.00047852i,-6.807e-05+0.0003719i,-0.00076847+0.00065424i,-0.00086498-0.0001003i,-0.00064354-0.00020755i,-0.00027228+0.00022584i,0.00011726+4.594e-05i,0.00049717-5.8997e-05i,0.00039733-0.00051389i,-0.00051304-0.00084098i,-0.00058334-0.00051192i,3.5485e-05-0.00049221i,0.00032735-0.00065409i,9.1169e-05-0.00062699i,-1.3116e-05+0.0002512i,-0.0003086+7.2592e-05i,-0.00044864-0.00019146i
-0.0019603-0.00069405i,-0.0011834+0.00063983i,-0.0020841+0.0017022i,-0.0033612+0.0012569i,-0.0026096+0.00010567i,-0.00082914-0.00037492i,-0.00025198+0.00030669i,-0.00035684+0.00095176i,-0.00050214+0.0016198i,-0.00036888+0.0013504i,-0.00023324+0.00056573i,-0.00051308+0.00047285i,-0.00054893+0.00050629i,-0.00030935+5.059e-05i,-0.00045872-0.00022579i,-0.00024188+0.00014404i,0.00027249+0.0010477i,0.00086044+0.001199i,0.00051643+0.00085055i,-0.00027598+0.00029069i,9.2843e-05+0.0002969i,0.00051976+0.00071694i,0.00029968+0.00030873i
0.0021404-0.0020733i,0.00099128-0.00298i,-0.00041822-0.0033163i,-0.0012274-0.0026639i,-0.0014487-0.0026285i,-0.0010454-0.002185i,-0.0015369-0.00090037i,-0.0011973+0.00067684i,0.00040364+0.00098042i,0.00045795+0.00037455i,-0.00040351+0.00036971i,-0.00022262+0.00038394i,-0.00013307+0.0004445i,9.6803e-05+0.00010649i,0.00074179+0.00031473i,0.00010181+0.00012997i,-0.00042495-0.00058478i,-0.0003358-0.00088731i,-9.8339e-05+0.00022362i,0.00066227+0.00084995i,0.0013196+0.00016396i,0.0014071+0.00030944i,0.0010292+0.0011629i
0.0018183+0.00058391i,0.0022476+0.0013263i,0.0022993+0.0013685i,0.0020074-0.00030723i,0.00090936-0.001618i,-0.00059321-0.00098984i,-3.4863e-06-0.0010494i,0.00021271-0.00068535i,-0.0006122-0.00029791i,-0.00076737+0.00010571i,-0.00049817+0.00041029i,-0.00073234+0.00088538i,-0.00074933+0.0012229i,-0.00020972+0.0010678i,0.00050672+0.00069472i,0.00088199-0.00012057i,5.9289e-05-0.00022544i,-0.0010452+2.6327e-05i,-0.00071004-0.00025674i,-8.1817e-05-0.00079926i,-0.00046267-0.0005274i,-0.00086204+6.2799e-05i,-0.0004843+0.00026215i
-0.0014746+0.003757i,-0.0011366+0.0032046i,-0.00019264+0.0029273i,0.0011722+0.0019737i,0.0020433+0.00059097i,0.00070501-2.53e-05i,-3.8943e-05-0.00010357i,-0.00020338+0.00031285i,-0.00074753+0.0011589i,-0.00057471+0.0015638i,-0.00052976+0.00029435i,-0.0011277-0.0010638i,-0.0016536-0.00095878i,-0.0010263+2.2737e-05i,5.539e-05+0.00044583i,0.00022331+0.00069422i,-0.00031318+0.00062568i,-0.0009083+0.00028068i,-0.0006107-0.0002491i,5.4119e-06-0.00042459i,0.00069002-0.00034941i,0.0004819-0.00041352i,2.6557e-05-0.00024983i
-0.0016429-0.00037995i,-0.001623-0.00031537i,-0.00094096+0.00012265i,-0.0010571-0.00016465i,-0.00057694-0.0010701i,0.00046725-0.0012515i,0.00020327-0.0017773i,-0.00033283-0.0009749i,-0.00083496+0.00022281i,-0.00071602+0.00032661i,0.0003872+0.00099196i,0.00014452+0.0011088i,9.0554e-05+0.00049903i,0.00042252+5.8244e-05i,-0.00017858-0.00064542i,-0.00021284-0.0011971i,0.00036056-0.00070594i,0.00032557+0.00065153i,-0.0005866+0.0007214i,-0.00093533+0.00025264i,0.00045764+0.00040998i,0.0011413+0.00052002i,0.00017087+0.0007557i
0.00026866-0.00063534i,0.00041289-0.00065346i,0.0014051-0.001188i,0.001371-0.00095657i,0.00057823-0.00025995i,-0.00032505+0.00028794i,-0.00065421+0.00047341i,-0.00092048+0.00062176i,-0.0013699+0.00019918i,-0.0009243-0.00047726i,-0.00028556-0.00011729i,0.00015874+0.00067142i,0.00053741+0.00012883i,0.00042113-0.00073309i,6.0793e-05-0.00024485i,-0.00017285+0.00025007i,5.634e-05+0.0003748i,0.00032552+2.9256e-05i,0.00086016-0.00067167i,0.00056266-0.00068347i,-0.00041544-6.6246e-05i,-0.00053708+0.00015641i,-0.00017281+6.8314e-05i
0.0029744+0.00078409i,0.00326+0.0013732i,0.0028287+0.00061124i,0.0020088-0.0010148i,0.0015529-0.0026741i,0.0010096-0.0019414i,8.0032e-05-0.00019318i,-0.00037201+0.00042143i,-0.0005725+0.0010076i,-0.00020814+0.00064464i,-3.2014e-05+5.8093e-05i,-0.00026316+0.00019948i,0.00014287-7.9028e-05i,5.5185e-05+0.00020223i,-0.00014962+0.00036984i,0.00067914+0.00039349i,0.0014639+0.00017445i,0.00077131+3.9946e-05i,0.00055829-2.5834e-05i,0.0008766+0.00045037i,-0.00012084+0.00066735i,-0.0004859+0.00014476i,0.00013692+0.00025107i
-0.00093151-0.00085725i,-0.00093911-0.00053631i,-0.00089948+0.000184i,-0.0018098+0.00028869i,-0.0025115-0.00026559i,-0.0011087+0.00017729i,0.00060046+0.0004766i,0.00092255+0.00041234i,0.00070723+0.00042611i,0.00071537+0.00079951i,0.00045753+0.0009687i,0.00023714+0.00065518i,0.00015049-9.7165e-05i,-9.4377e-05-0.00050446i,-0.00022102-0.0002249i,-0.00024822-0.00074822i,2.4637e-05-0.00055335i,0.00033866-1.4831e-05i,0.00071082-6.3791e-05i,0.00080411-0.00066364i,-5.3453e-05-0.0010004i,3.6114e-05-0.0011526i,0.00047241-0.00083543i
0.00019539-9.2193e-05i,0.0002076-0.00063212i,0.00087322-0.0020448i,-0.00049698-0.0024717i,-0.0025555-0.00188i,-0.0015146-0.00069348i,0.0002933-0.00043239i,0.00041242-0.00029983i,-0.00064126+0.00018634i,-0.0011421+9.6699e-05i,-0.00076443-0.0001312i,-0.00050233+3.1133e-05i,-0.0001565+0.00030548i,0.00015066+0.0005857i,0.00010803-0.00010344i,0.00037081+8.746e-05i,0.00073567+0.00043447i,0.00028553+0.00046624i,-0.00060166+0.00034394i,-0.0010223-0.00020261i,-0.00080148+0.00010463i,-0.00042708+0.00051157i,-1.7603e-05+0.00022022i
0.00010982-0.00049761i,0.00059494-1.3824e-05i,0.00090484-0.0001971i,0.0010244-0.00070953i,0.00087023-0.00071079i,0.00072717+0.00044276i,0.00021824+0.001001i,-0.00013648+0.00089968i,-1.6013e-05+0.0010674i,0.00033098+0.0013406i,0.00029595+0.00095267i,0.0002442+0.000536i,0.00055708+0.00082725i,0.00042898+0.0010539i,-0.00030854+0.0010871i,-0.00039712+0.00061338i,0.00021367+0.00016651i,0.00030647-0.00055683i,7.24e-05-0.00056875i,-0.00013794+0.00035943i,-0.00028909+0.00013458i,-0.00015924-5.8814e-05i,1.9112e-05+0.00013897i
-0.00065334+0.0012504i,0.00019924+0.0010351i,-0.00055607+0.0008761i,-0.00064162+0.00045146i,0.00020952-0.00014504i,0.00021891-0.00017809i,-0.00041669-0.00031045i,-3.8468e-06+0.00068641i,-2.0452e-05+0.0015776i,-0.00021064+0.00088133i,0.00018828+0.0010347i,-0.00016466+0.0010787i,-0.00027049+0.00026785i,0.00054133+0.00054084i,0.00046636+0.00062439i,0.00028731+5.9079e-05i,0.00059157+0.00033732i,0.00066893+0.0008756i,0.00047545+0.00077054i,0.0010323+0.0004688i,0.0014408+0.00041123i,0.001515+0.00043093i,0.00088983+0.00027757i
-0.0018325-0.00094877i,-0.0020524+0.00020534i,-0.0023217+0.00028829i,-0.0015681-0.00062051i,-0.00076913-0.00049386i,0.00022348+4.9069e-05i,0.00098749+0.00038503i,0.00052799+0.00085416i,-0.00016699+0.00068429i,-3.3962e-05+0.00021887i,-0.00012543+0.00041447i,-0.00026479+0.00084025i,0.00027695+0.00079847i,0.00041428+0.0011563i,-0.00059048+0.00044881i,-0.0016452-0.00096612i,-0.0010191-0.00089261i,0.00021916+0.0002139i,0.00036105+0.00078251i,-0.00010231+0.0006418i,-0.00018028+1.1563e-05i,0.00035035-0.00012928i,0.0006863+0.00037841i
0.00020468+0.0010161i,-0.00014478+0.0011171i,0.00096756+0.0012503i,0.0012948+0.0007773i,-2.4101e-05-8.465e-05i,-0.00045011-0.00074531i,-0.00040269-0.00066785i,-5.0611e-05+0.000686i,0.00022002+0.0018212i,-0.00031124+0.0013101i,-0.00072246+0.0002377i,-0.00053123+0.00038442i,-0.00016291+0.0012223i,-0.00012762+0.00055419i,0.00022238+0.00040456i,0.0005572+0.00090552i,0.00032816+0.00024385i,5.4309e-06-0.00051138i,0.00020953-0.00063195i,0.00058853-0.00036319i,0.00085191+0.00026643i,0.00050887+0.00053058i,0.00037903+0.00013707i
-0.0021319-0.00038688i,-0.0024362+0.00037322i,-0.0026131+0.00022937i,-0.0019543-0.00080753i,-0.0012465-0.0012228i,-0.00071745-0.0006085i,-0.0001759+0.00032552i,-0.00034345+0.00064895i,-0.00039562+0.0013371i,0.00045218+0.0019191i,0.00048048+0.0016299i,-2.6044e-05+0.00043091i,-0.00074926-0.00079812i,-0.00073766-0.00044489i,-7.7033e-05+9.6132e-05i,0.00015289-0.00023434i,4.7921e-05-0.00013276i,0.00010533-0.00012677i,0.00017779-0.00051922i,-8.9799e-05-0.00055814i,-0.00019238-0.00047813i,0.00013546-0.00057971i,-0.00014941+0.00018594i
-0.00064059-0.00013827i,-0.00113-1.8421e-05i,-0.00033932+0.00024525i,0.00010245+0.00034077i,-1.8432e-05-0.00054106i,-0.00013317-0.00074218i,-0.00011595+8.874e-05i,-0.00062906+0.00092653i,-0.0013942+0.0013302i,-0.0012131+0.0012798i,-0.00015919+0.0012042i,0.00049172+0.0012948i,-0.00018671+0.00064038i,-0.00063775-0.00075166i,-1.9492e-05-0.0010981i,0.00073308-0.00082824i,0.00047316-0.00043097i,3.6214e-05-0.00024578i,0.00017767-0.00039729i,0.00019794-0.00043678i,-0.00012695-0.00018933i,-0.00053619-1.5748e-05i,-0.0005598+0.00016089i
0.00096451+0.00036819i,0.0012845-1.2279e-05i,0.0018546-0.00046506i,0.0015176-0.00074829i,-0.00020557-0.00092077i,-0.001237-0.00071472i,-0.00028422+0.00015897i,0.00039001+0.000394i,4.0196e-05+0.00011825i,-1.5952e-05+0.00010904i,-0.00041606+0.00028239i,-0.00092025+0.00040236i,-0.00063692+0.00092348i,-0.00051185+0.00047608i,-6.638e-05-0.00043558i,0.00044696+0.00048118i,0.00075554+0.00065724i,-2.2765e-05-0.00033429i,-0.00057465-0.00033316i,-0.00016059-2.0008e-05i,-0.00013829-4.5573e-05i,-0.00056992-3.5932e-05i,-0.00033479+0.00036712i
0.00091153-0.00072344i,0.0006966-0.00098716i,0.00040394-0.002436i,-0.00019615-0.0029154i,-0.00041623-0.0020484i,-2.5163e-05-0.00091034i,0.00054505-0.00012844i,0.00042245+0.00013385i,-0.00023514+0.00033068i,-0.00036078+0.00088167i,-0.00027232+0.0010274i,0.00047153+0.000257i,0.00077959-0.0001278i,-0.00042978+0.00041571i,-0.00083792+8.4565e-05i,-0.0011435-0.00019153i,-0.00083371-8.0275e-05i,7.7698e-06-0.00050967i,0.00017696-0.00036026i,-0.00033742-0.00043872i,-0.00081548-0.00085039i,-0.00010064-0.00048743i,0.00075969-0.0001592i
0.00034917+0.0003907i,2.6673e-05-0.00032614i,0.0011823+0.0001418i,0.001162+0.00059968i,-0.00028801-0.00019126i,-0.00068055-0.00075721i,-7.7534e-05+0.00028244i,-0.0005843+0.00061632i,-0.0010595+0.0012402i,5.074e-06+0.0013438i,0.0005568+0.00079487i,0.00022969+0.00069896i,-0.0002269+0.00024428i,-0.00055538-0.00026319i,-0.00063989-0.00045283i,-0.00047285+0.00020518i,-0.00030961+0.0010062i,-0.00011856+0.00069075i,0.00015456+0.0010296i,3.1165e-05+0.0012783i,-9.4823e-05+0.00052479i,-0.00029565+0.00046446i,-0.00027852+0.00028811i
-0.00072768+0.00080867i,-0.00026078+0.00084357i,-0.0011979+0.00086108i,-0.0016148-0.00057328i,-0.00068389-0.0015022i,-0.00064359-0.0011673i,-0.00049322-0.00070506i,-0.00013469+6.1204e-05i,-0.00046408+0.00061171i,-0.00056101+0.00065i,-6.5355e-05+7.3275e-06i,0.00038226-0.00071427i,-7.1691e-05-0.00058462i,-8.2036e-05-0.00023296i,3.4513e-05+0.00054066i,-4.6966e-05+0.00049504i,0.00095189+0.00032751i,0.0015607+0.00067442i,0.00097546+0.00034285i,0.00025502+0.00015703i,0.00023674-2.157e-05i,0.00025074+5.4685e-06i,-0.00058879-0.00013267i
0.00028058+0.0012954i,0.00070602-0.0003633i,0.00098648-0.00065689i,0.0011053-0.00033125i,0.0012241-0.0010884i,0.0008161-0.0014767i,0.00075989+0.00031548i,-0.0003846+0.0019259i,-0.0017146+0.001345i,-0.0013246+0.00063202i,-0.0010598+0.00026272i,-0.00080425+8.0655e-05i,-0.00069567-0.00019677i,-0.00041776-0.000162i,0.00034513+9.244e-05i,1.7698e-05+0.00032998i,-0.0006142+0.00051388i,-0.00029065+0.00028885i,-4.3657e-05-0.00046129i,3.7643e-06-0.00074864i,-8.2175e-05-8.8546e-05i,-0.00031474+5.6107e-05i,-0.00054793-0.00035518i
0.00018091+0.00029991i,0.0006422+0.00035972i,0.00057093+0.00059587i,0.0010823-0.00037679i,0.0012338-0.0019882i,0.0006097-0.0021045i,-2.8832e-05-0.0008975i,9.1466e-05-0.00049294i,-0.00023068-0.00027471i,-0.00087272+0.00047766i,-0.0010678+0.0010494i,-0.00058451+0.00041076i,-2.8025e-05-7.7589e-05i,-3.4086e-05+0.00048811i,-0.0001916+0.00029655i,-5.8278e-05-0.00040897i,-0.00026256-0.0002085i,-3.3845e-05-3.8749e-05i,0.00038564+0.00021322i,0.00049668-0.00011507i,0.00042318-0.00040242i,1.5409e-05-0.00027719i,-0.00045031-0.00028272i
-4.1387e-05-9.139e-05i,0.00059265+0.00028056i,0.0003573+0.0012425i,-0.0014214+0.00062172i,-0.0019509-0.001121i,-0.0011708-0.00089261i,-0.00070786+0.00052679i,-0.00034163+0.00082721i,0.00024543+0.0006498i,0.00025218+0.00025513i,-0.00023349-0.000491i,-0.00048273+0.00020159i,6.4228e-05+0.0010119i,0.00067416+0.00067929i,0.0010023-3.7614e-05i,0.00070738-0.00025889i,0.00020494+0.00051893i,0.00043008+5.66e-05i,0.00064517-0.0010766i,0.00036323-0.0011635i,1.5686e-05-0.00099002i,-0.00039133-0.00062421i,-0.00025215-0.00030713i
0.0011728+0.00014287i,0.00045005-7.4918e-05i,-0.00080898-0.00013116i,-0.0011992-0.00053206i,-0.00096785-0.00079548i,-0.00094498-0.0012097i,-0.00082202-0.00068073i,-0.00012788+0.00063587i,0.00030167+0.00047861i,0.00055056+6.2658e-05i,0.00039329+0.00028055i,-0.00033621+8.7775e-06i,-0.00028301-0.000486i,9.9698e-05+0.00056659i,0.00020934+0.0013938i,0.00050627+0.00052209i,0.00088622+0.00057279i,0.0010238+0.00079537i,0.0011899-1.7212e-06i,0.00098452-0.00070954i,0.00046076-0.00067916i,0.00060974-0.00015526i,0.000136+0.00010659i
