0.0022586+0.00063179i,0.0028156-0.00080118i,0.0015656-0.0017763i,0.0012174-0.00068578i,0.0003628+0.00051098i,-0.0013648+0.00024389i,-0.0015466-0.00014175i,-0.00040298+0.00019335i,0.0010151-6.9812e-06i,0.0012572-0.00071684i,0.0008676-0.0012162i,0.00014252-0.0011497i,-0.00079746-0.00029318i,-0.00046681+7.0848e-05i,-0.00021039+0.00055369i,-0.00041668+0.00084423i,-0.00051675-0.0003569i,0.0001767-0.0010833i,0.0010181-0.00017007i,0.00025987+0.00094328i,0.00010207+0.0011356i,0.00032903+0.00077719i,0.00017469+0.00061449i
0.21373+0.2017i,0.15012+0.059055i,0.0537-0.048454i,-0.023519-0.078946i,-0.068467-0.042473i,-0.053786-0.00142i,-0.023964-0.0026964i,-0.02287-0.01259i,-0.019181-0.0084487i,-0.0059089-0.011007i,0.0022236-0.017982i,0.006668-0.030233i,-0.007338-0.047669i,-0.03414-0.044247i,-0.048073-0.014397i,-0.041231+0.020743i,-0.016749+0.036279i,0.0037003+0.022067i,0.0035002+0.0019798i,0.00014639-0.0023805i,0.0045646-0.0031315i,0.0049861-0.0099166i,-0.0011394-0.01502i
-0.15578-0.27397i,-0.1301-0.12439i,-0.047047-0.006517i,0.0077182+0.035912i,0.028155+0.026619i,0.027108+0.010196i,0.024813+0.0082654i,0.031598+0.0064187i,0.027978+0.0059217i,0.021663+0.016593i,0.021466+0.021988i,0.018122+0.028219i,0.02937+0.041273i,0.053652+0.037236i,0.063578+0.0068135i,0.050371-0.027914i,0.022988-0.040428i,0.0033194-0.027958i,-0.00060757-0.014304i,-0.0036804-0.010788i,-0.0090724-0.0058053i,-0.0071936+0.0021036i,-0.0016389+0.0072355i
0.12777+0.28205i,0.12946+0.14139i,0.035468+0.035313i,-0.018334-0.0022876i,-0.02525-0.014809i,-0.020851-0.018668i,-0.017384-0.020827i,-0.027723-0.015327i,-0.032339+0.0022818i,-0.024341+0.0096524i,-0.019671+0.0068476i,-0.018689-0.0010433i,-0.030448-0.015852i,-0.050676-0.016946i,-0.057944+0.0086455i,-0.046638+0.040149i,-0.023371+0.050231i,-0.0022466+0.035227i,0.0072967+0.017796i,0.013875+0.012359i,0.019251+0.0072353i,0.015718-0.001542i,0.0082012-0.0053901i
-0.083103-0.23612i,-0.10034-0.11697i,-0.011336-0.037854i,0.033781-0.026146i,0.03243-0.015837i,0.038008+0.0015731i,0.043731+0.010939i,0.042431+0.0084157i,0.02576+0.0020575i,0.0069785+0.0038297i,0.003038-0.0020561i,-0.0021875-0.0081221i,0.0017259+0.0068891i,0.022181+0.018493i,0.036421+0.00068077i,0.032093-0.032343i,0.010876-0.050268i,-0.011841-0.040488i,-0.021525-0.019449i,-0.027394-0.0071623i,-0.03152-0.00030602i,-0.026152+0.0045567i,-0.018319+0.0056685i
-0.0074947+0.18223i,0.024065+0.12322i,-0.042337+0.080352i,-0.050886+0.09185i,8.1893e-06+0.081165i,0.023854+0.040053i,0.015791-0.0016044i,-0.0094183-0.025465i,-0.02476-0.021874i,-0.011626-0.015932i,0.0081687-0.016983i,0.019396-0.022968i,0.0087844-0.038324i,-0.021442-0.043504i,-0.041717-0.016897i,-0.035443+0.024063i,-0.0080189+0.043883i,0.016507+0.031001i,0.019568+0.00847i,0.017868-0.0035327i,0.020542-0.011425i,0.017151-0.018813i,0.0086639-0.020905i
0.059869-0.18766i,0.011835-0.15668i,0.061445-0.09565i,0.060433-0.08448i,-0.00096486-0.054188i,-0.018759+0.0087117i,0.0065068+0.048449i,0.031676+0.050312i,0.036353+0.034645i,0.024536+0.029203i,0.016479+0.031215i,0.014814+0.032661i,0.02087+0.03973i,0.037282+0.035385i,0.045939+0.0041555i,0.030952-0.033138i,0.0020666-0.045089i,-0.016031-0.031166i,-0.013002-0.018325i,-0.0085084-0.013669i,-0.010318-0.004731i,-0.0045286+0.0075131i,0.0056473+0.012098i
0.0046247+0.1377i,0.010388+0.13585i,-0.094965+0.093385i,-0.12946+0.10642i,-0.062735+0.09954i,-0.020944+0.04464i,-0.018246+0.0021785i,-0.024076-0.014511i,-0.032064-0.0080028i,-0.02569+0.0052296i,-0.014311+0.0054146i,-0.012549-0.0029195i,-0.020649-0.014102i,-0.034134-0.012654i,-0.036719+0.013163i,-0.018793+0.041494i,0.0047826+0.04434i,0.013429+0.028812i,0.0086279+0.020727i,0.0071526+0.02126i,0.0097208+0.015118i,0.0041152+0.0057875i,-0.0043179+0.0044301i
-0.033686+0.005109i,-0.011112-0.028548i,0.098609-0.029777i,0.13154-0.078613i,0.055152-0.10182i,0.00045264-0.061413i,-0.0045302-0.019775i,-0.00092125-3.2221e-05i,0.0028385-7.584e-06i,0.0029448-0.012987i,0.00054003-0.021295i,0.00093404-0.018543i,0.0060463-0.0090587i,0.011857-0.0065437i,0.01054-0.021009i,0.0017996-0.040078i,-0.0093315-0.043502i,-0.013171-0.035459i,-0.010509-0.031312i,-0.015339-0.03028i,-0.022714-0.021564i,-0.020361-0.0090091i,-0.013364-0.0038182i
-0.022461-0.079058i,-0.073004-0.014729i,-0.16723+0.015398i,-0.181+0.076013i,-0.085023+0.10692i,0.0025648+0.062543i,0.030145+0.010035i,0.024088-0.017757i,0.0055694-0.015119i,0.0053495+0.0097731i,0.021783+0.022234i,0.026141+0.014706i,0.017277+0.00072787i,0.0022039-0.0067058i,-0.010295+0.0088691i,-0.0074385+0.037443i,0.0085612+0.04752i,0.018589+0.035967i,0.015635+0.022709i,0.016082+0.013835i,0.021421+0.0017863i,0.016764-0.010657i,0.0050349-0.014118i
-0.028752-0.0019869i,0.020737-0.041779i,0.10029-0.025764i,0.13987-0.054406i,0.091172-0.095256i,0.033748-0.062856i,0.015988-0.0065783i,0.013227+0.016853i,0.014132+0.018992i,0.015433+0.0099789i,0.0090738-0.00094455i,0.0033819-0.001249i,0.010219+0.0054155i,0.022774-5.5626e-05i,0.024044-0.027385i,0.0053433-0.056359i,-0.019639-0.056278i,-0.026339-0.031801i,-0.012577-0.015259i,-0.0028044-0.0080741i,-0.0042523+0.0023075i,-0.0027184+0.0103i,0.0023049+0.011442i
0.20954+0.04285i,0.097587+0.034236i,-0.068376-0.0045782i,-0.15157+0.032354i,-0.095943+0.094982i,-0.023473+0.084166i,-0.0086263+0.045922i,-0.0084104+0.029932i,-0.012908+0.027009i,-0.020393+0.03516i,-0.016027+0.034698i,-0.01351+0.020162i,-0.020246+0.014966i,-0.022936+0.024843i,-0.014275+0.044674i,0.0075682+0.060922i,0.02825+0.05018i,0.024793+0.021056i,0.0032996+0.0062435i,-0.010324+0.0064895i,-0.010184+0.0034895i,-0.0091777-0.0029152i,-0.012082-0.005276i
-0.36768+0.10158i,-0.18551+0.095871i,0.036872+0.06552i,0.15398+0.016788i,0.14212-0.020457i,0.086123-0.026931i,0.03957-0.03176i,0.00067748-0.039286i,-0.01339-0.03498i,0.0028162-0.030857i,0.016852-0.033939i,0.017815-0.032011i,0.016833-0.028513i,0.014326-0.03321i,0.0056832-0.04272i,-0.010834-0.047623i,-0.023939-0.034605i,-0.016925-0.01377i,-2.7691e-05-0.0090079i,0.001826-0.014833i,-0.0046977-0.014716i,-0.0048381-0.012144i,-0.0017464-0.012069i
0.25272-0.20331i,0.09989-0.16383i,-0.053846-0.059909i,-0.13736+0.020816i,-0.14112+0.071589i,-0.088083+0.085141i,-0.027848+0.068465i,0.0077172+0.047268i,0.011605+0.037162i,0.00097385+0.043055i,0.001491+0.045577i,0.0032901+0.032697i,-0.0023006+0.025223i,-0.0030728+0.028439i,-0.00082926+0.034143i,0.0040038+0.037314i,0.014008+0.027222i,0.014646+0.0098482i,0.0070734+0.0031489i,0.0092603-0.0010654i,0.014329-0.0099253i,0.011791-0.010936i,0.0075183-0.0042914i
-0.084972+0.01005i,-0.041011+0.037343i,-0.019946+0.043681i,0.0023057+0.043255i,0.019035+0.012732i,0.011465-0.021103i,-0.0042286-0.029808i,-0.015628-0.026919i,-0.016468-0.018286i,-0.0018104-0.0083564i,0.013576-0.0056475i,0.018731-0.0080834i,0.020911-0.014787i,0.017418-0.022857i,0.0041125-0.030178i,-0.015211-0.032374i,-0.032044-0.017841i,-0.029347+0.0028578i,-0.01618+0.0086929i,-0.010324+0.010768i,-0.0068757+0.015789i,-0.0038338+0.012629i,-0.0047334+0.0069082i
0.24135+0.27136i,0.18465+0.11139i,0.070141-0.044765i,-0.011875-0.10962i,-0.038241-0.091878i,-0.036714-0.052316i,-0.03395-0.022536i,-0.027344-0.0034074i,-0.024616+0.0075709i,-0.036139+0.014329i,-0.038238+0.024159i,-0.032398+0.029811i,-0.034312+0.038493i,-0.025556+0.050072i,0.00037038+0.050287i,0.027448+0.040053i,0.040523+0.016579i,0.031174-0.008218i,0.014621-0.015389i,0.0063591-0.01559i,-0.00011899-0.01826i,-0.0061557-0.015177i,-0.0081551-0.0097702i
-0.53522-0.12911i,-0.39617-0.0038411i,-0.14017+0.04718i,0.0025038+0.052897i,0.044972+0.051409i,0.072398+0.018289i,0.072102-0.035909i,0.041309-0.062515i,0.017646-0.05627i,0.018868-0.037803i,0.022592-0.026131i,0.019503-0.029471i,0.01673-0.045018i,0.0049042-0.057728i,-0.021526-0.055426i,-0.050266-0.039687i,-0.060494-0.011335i,-0.042847+0.014814i,-0.01849+0.01942i,-0.0088343+0.011999i,-0.0053852+0.0047816i,-0.0021797-0.005906i,-0.0024003-0.012443i
0.32458-0.20136i,0.24606-0.16384i,0.10374+0.012907i,0.058212+0.096713i,0.050842+0.057345i,0.041321+0.041174i,0.054162+0.052533i,0.062088+0.047273i,0.052761+0.038631i,0.033203+0.027518i,0.011986+0.013486i,0.0010244+0.0087661i,-0.0025035+0.017969i,0.0056509+0.030488i,0.025914+0.03172i,0.045427+0.018764i,0.046487-0.0017135i,0.02228-0.015i,0.0024267-0.0094641i,0.0059031-0.0029907i,0.013538-0.006371i,0.012405-0.0062694i,0.0077708-0.0015352i
0.11497+0.096677i,-0.0097692+0.026351i,-0.14408-0.11432i,-0.21695-0.14712i,-0.16437-0.066652i,-0.081254-0.010893i,-0.056689-0.0060244i,-0.05574-0.0039278i,-0.050217+0.0048221i,-0.034674+0.013584i,-0.0092478+0.017438i,0.014654+0.012857i,0.024514-0.0025831i,0.015041-0.01758i,-0.01031-0.022444i,-0.038595-0.014453i,-0.04954+0.00668i,-0.036112+0.017569i,-0.023737+0.0092396i,-0.023663+0.0063826i,-0.015737+0.012354i,-0.00017014+0.0058671i,0.0043649-0.0082249i
-0.11207+0.34467i,0.071469+0.23297i,0.18009+0.10707i,0.19844+0.05852i,0.15769+0.060812i,0.10161+0.053526i,0.065442+0.027549i,0.037287+0.015004i,0.022412+0.018835i,0.01976+0.012387i,0.0049289-0.00073501i,-0.020539+0.00491i,-0.031998+0.026659i,-0.018801+0.042477i,0.012032+0.040513i,0.042907+0.017601i,0.048347-0.018316i,0.028903-0.039076i,0.011973-0.033976i,0.0062318-0.025164i,-0.001546-0.019985i,-0.0066014-0.007341i,-0.00026855+0.0050185i
-0.3556-0.25836i,-0.32166-0.09755i,-0.10182+0.011371i,0.010883+0.00086333i,-0.024305+0.0018819i,-0.033576+0.024926i,0.00037174+0.014972i,0.0045789-0.013507i,-0.013048-0.018362i,-0.011499-0.0045873i,0.0064913-0.0044836i,0.017803-0.024582i,0.013787-0.048527i,-0.0055205-0.05565i,-0.035558-0.041071i,-0.058176-0.010583i,-0.051204+0.024987i,-0.022097+0.042091i,-0.0040244+0.031312i,-0.0046183+0.015943i,-0.0035403+0.010528i,4.4977e-05+0.0080642i,-0.00053809+0.007576i
0.3697-0.32596i,0.20684-0.22641i,-0.034636+0.030926i,-0.097701+0.17875i,-0.050444+0.11412i,-0.028724+0.040164i,-0.018129+0.048416i,0.0040798+0.055238i,0.01023+0.045163i,0.00677+0.041964i,0.01143+0.034126i,0.014007+0.027872i,0.016115+0.034463i,0.026081+0.033512i,0.037336+0.017812i,0.041471-0.0020791i,0.026896-0.02151i,-0.0016441-0.033265i,-0.017542-0.031205i,-0.013337-0.023585i,-0.00689-0.018843i,-0.0073799-0.013162i,-0.010802-0.0042779i
0.20019+0.55363i,0.11089+0.23929i,-0.027386-0.12769i,-0.10615-0.26174i,-0.10654-0.19117i,-0.09015-0.10123i,-0.098295-0.069138i,-0.10369-0.04643i,-0.082065-0.023833i,-0.054179-0.016202i,-0.030875-0.0025056i,-0.0071481+0.0095907i,0.003155+0.00069447i,-0.0057186-0.010148i,-0.023912-0.0087429i,-0.042379+0.0017386i,-0.043334+0.015187i,-0.021612+0.018183i,-0.001982+0.0086702i,0.0014007+0.0028157i,0.00080517+0.0038145i,9.6395e-05+0.00063419i,-0.0037282-0.0050984i
-0.45032-0.047294i,-0.16613+0.020127i,0.10227+0.028241i,0.15005+0.037229i,0.10702+0.041336i,0.096976+0.0046467i,0.093969-0.048607i,0.060467-0.061954i,0.030228-0.027414i,0.024737+0.0039669i,0.015166+0.0010607i,-0.0058707-0.0080584i,-0.011289+0.00053853i,0.0044172+0.0091716i,0.029469+0.00055923i,0.047355-0.028155i,0.040478-0.059423i,0.019935-0.062083i,0.0089139-0.042107i,0.0026575-0.027557i,-0.0081622-0.016995i,-0.012286-0.0048446i,-0.0059799+0.0027123i
-0.076983-0.25476i,-0.089606-0.044738i,0.019544+0.2177i,0.1372+0.29769i,0.14143+0.23371i,0.092825+0.14096i,0.071262+0.072331i,0.054103+0.026093i,0.026544+4.0471e-05i,0.008327-0.0097765i,0.0093574-0.013141i,0.016391-0.011912i,0.01008-0.012704i,-0.011464-0.0093906i,-0.034129+0.010699i,-0.034691+0.041663i,-0.009498+0.060991i,0.011581+0.053281i,0.0074983+0.033634i,-0.002433+0.020844i,-0.0053245+0.010417i,-0.011046+0.0025265i,-0.018433+0.0026644i
0.57231-0.20081i,0.22693-0.24885i,-0.18058-0.21943i,-0.34317-0.21862i,-0.27733-0.24006i,-0.14502-0.16486i,-0.052243-0.035356i,-0.014863+0.032801i,-0.011348+0.057532i,-0.0026339+0.068459i,0.016581+0.058815i,0.021799+0.044224i,0.026832+0.036388i,0.038132+0.020859i,0.038237-0.0058211i,0.020539-0.027874i,-0.0093816-0.034711i,-0.028419-0.030881i,-0.024912-0.028134i,-0.015564-0.030967i,-0.0090933-0.033144i,-0.0041645-0.032464i,-0.0033258-0.027571i
-0.29775+0.75826i,-0.080699+0.44402i,0.019675+0.030183i,0.015502-0.073465i,0.045444+0.040365i,0.12045+0.069852i,0.11736-0.036768i,0.035812-0.10397i,-0.010564-0.068969i,0.0037582-0.033933i,0.0094624-0.039599i,-0.015972-0.047585i,-0.044099-0.039205i,-0.053542-0.021391i,-0.045869+0.0014959i,-0.025739+0.021091i,0.0033601+0.015746i,0.020076-0.0070807i,0.011826-0.018802i,-0.00087601-0.012747i,-0.0046597-0.0052754i,-0.0075815-0.0046095i,-0.012375-0.0034124i
-0.23451-0.62189i,-0.084805-0.40622i,0.22486-0.091852i,0.33474+0.070304i,0.1902+0.11379i,0.04896+0.13818i,0.021064+0.13092i,0.014777+0.08671i,-0.0029972+0.049399i,-0.00016487+0.04066i,0.014534+0.042737i,0.03216+0.041688i,0.057394+0.029648i,0.068002+0.006813i,0.048087-0.018606i,0.012523-0.036573i,-0.01257-0.031164i,-0.0083234-0.011189i,0.015568-0.0033651i,0.026907-0.012495i,0.021339-0.020243i,0.016636-0.020493i,0.015074-0.017192i
0.45431+0.10079i,0.29743+0.21086i,0.027057+0.29005i,-0.063155+0.24135i,-0.031835+0.062091i,-0.044784-0.021381i,-0.029575+0.042785i,0.028144+0.0703i,0.024862+0.039226i,-0.021338+0.04014i,-0.022775+0.047332i,-0.005819+0.022537i,-0.021319+0.007369i,-0.03591+0.017574i,-0.024076+0.030868i,0.0026453+0.03667i,0.02973+0.028736i,0.030059+0.0070434i,0.0030856-0.0044725i,-0.01523+0.0026752i,-0.01314+0.0062956i,-0.011041-0.0001327i,-0.015653-0.0057859i
-0.1733+0.43543i,-0.30351+0.16544i,-0.45576-0.1537i,-0.55885-0.31538i,-0.46763-0.25091i,-0.22724-0.11157i,-0.049202-0.044271i,-0.01839-0.023406i,-0.014212+0.026079i,0.053403+0.054542i,0.1024+0.0134i,0.065077-0.024759i,0.015831-0.017077i,0.0063616-0.0088695i,-0.0014429-0.020086i,-0.028398-0.025011i,-0.054476-0.0057845i,-0.051435+0.01372i,-0.029105+0.0051431i,-0.013449-0.010233i,0.0022803-0.013226i,0.018336-0.021726i,0.015369-0.029238i
-0.43375-0.41432i,-0.12451-0.2414i,0.31445-0.092248i,0.59744+0.029786i,0.64495+0.089895i,0.51859-0.021389i,0.27733-0.16642i,0.06662-0.16427i,-0.012723-0.086308i,-0.034954-0.043724i,-0.049299-0.010964i,-0.026929+0.0089173i,-0.0020801-0.013267i,-0.013008-0.03267i,-0.018312-0.014578i,0.011633+0.0018957i,0.042981-0.015279i,0.044503-0.03542i,0.032293-0.027322i,0.025938-0.010664i,0.012824-0.0039649i,-0.0031549+0.014158i,0.0021345+0.037818i
0.68765-0.53781i,0.48157-0.53767i,0.27364-0.25211i,0.17609-0.00017765i,-0.0052646+0.11973i,-0.17182+0.22534i,-0.16259+0.2755i,-0.095965+0.20382i,-0.093405+0.093598i,-0.11579+0.04898i,-0.079952+0.070427i,0.018098+0.079268i,0.086291+0.037844i,0.08194-0.0025952i,0.037082-0.023311i,-0.01901-0.033823i,-0.047075-0.024931i,-0.026924-0.017981i,0.0069915-0.031821i,0.017566-0.043056i,0.013174-0.036602i,0.0088998-0.03757i,-0.0038283-0.053513i
0.50114+1.1622i,0.35701+0.90463i,-0.17077+0.50742i,-0.53985+0.34766i,-0.39535+0.22288i,-0.10659+0.057211i,0.019067+0.021479i,0.046424+0.086241i,0.05122+0.14929i,0.084822+0.17123i,0.096225+0.1112i,0.017802+0.044099i,-0.047824+0.052i,-0.033546+0.071006i,0.0067967+0.06332i,0.036018+0.047842i,0.040889+0.02836i,0.015218+0.016857i,-0.014894+0.020455i,-0.018879+0.011251i,-0.018988-0.01721i,-0.031939-0.028041i,-0.03743-0.0063839i
-1.563+0.26398i,-1.0727+0.41023i,-0.34231+0.34186i,0.049819+0.27976i,0.21585+0.34013i,0.33829+0.26358i,0.33554+0.0065085i,0.19484-0.1457i,0.085099-0.13055i,0.070785-0.10019i,0.065401-0.11056i,0.029383-0.10724i,-0.0033063-0.06507i,-0.016036-0.026079i,-0.034298-0.0068458i,-0.047065+0.015668i,-0.029948+0.030376i,-0.014884+0.016479i,-0.024195+0.00028046i,-0.028142+0.012048i,-0.021252+0.025594i,-0.030655+0.025542i,-0.037359+0.031469i
0.29207-1.421i,0.0052703-1.0046i,-0.001221-0.3772i,0.17478-0.26263i,0.15213-0.42594i,-0.002248-0.32647i,0.020694-0.068525i,0.091064-0.0085433i,0.013381-0.022136i,-0.030332+0.062052i,0.044994+0.11018i,0.087431+0.074334i,0.04679+0.026279i,0.007778-0.0063211i,0.021631-0.037168i,0.044494-0.079191i,0.042552-0.096341i,0.053096-0.086049i,0.083432-0.089662i,0.095613-0.094105i,0.10451-0.075103i,0.13173-0.071222i,0.12467-0.10375i
1.2578+9.5964i,3.6212+7.0124i,5.6387+5.1227i,5.8414+2.2615i,5.6078-0.090073i,4.5036-1.8999i,2.0551-2.0698i,0.22514-0.90047i,0.17575+0.16022i,0.99272+0.19902i,0.99426-0.52548i,0.16808-0.85363i,-0.31078-0.55345i,-0.3445-0.27918i,-0.37708-0.21634i,-0.42474-0.028303i,-0.26779+0.23775i,-0.021151+0.3308i,0.088536+0.2795i,0.12383+0.19205i,0.14215+0.065543i,0.096301-0.046281i,0.032317-0.10282i
0.11196+1.2849i,0.44627+0.88021i,0.45181+0.32208i,0.19982+0.088325i,-0.042455+0.059714i,-0.10489+0.021804i,-0.062989-0.060272i,-0.069076-0.038961i,-0.024817+0.11424i,0.093662+0.16558i,0.12976+0.085784i,0.096322+0.023753i,0.059402+0.022353i,0.0229+0.049571i,-0.00035617+0.059846i,-0.014561+0.036164i,-0.032634-0.0092434i,-0.06148-0.038882i,-0.081844-0.027922i,-0.081642-0.019857i,-0.089739-0.03392i,-0.11335-0.030045i,-0.11476+0.0014134i
-1.3554-0.0033216i,-1.1379+0.53445i,-0.62755+0.76274i,-0.29982+0.71892i,-0.092617+0.56024i,0.11033+0.31093i,0.22214+0.07043i,0.18066-0.058993i,0.065758-0.02924i,0.016513+0.090463i,0.043992+0.11722i,0.051331+0.048579i,0.01087-0.00086084i,-0.038741-0.00030231i,-0.07805+0.031465i,-0.097153+0.07892i,-0.07209+0.12169i,-0.025291+0.12853i,-0.014055+0.093952i,-0.031921+0.047214i,-0.053872+0.014394i,-0.086573+0.014761i,-0.10587+0.047192i
0.012177-0.88703i,-0.40833-0.76247i,-0.58152-0.24778i,-0.42978+0.14429i,-0.15761+0.30084i,0.066767+0.32854i,0.18885+0.27398i,0.2232+0.18503i,0.19811+0.076226i,0.12462-0.029315i,0.030807-0.067419i,-0.042467-0.021966i,-0.045499+0.043298i,0.0036677+0.045028i,0.023137-0.0081042i,-0.0059404-0.055265i,-0.051546-0.062193i,-0.08255-0.026811i,-0.083038+0.016905i,-0.072353+0.041304i,-0.063043+0.049605i,-0.050071+0.039082i,-0.03869+0.018079i
0.30675-0.083307i,0.26821-0.22755i,0.17322-0.25638i,0.13025-0.14375i,0.097699+0.083013i,0.081738+0.25727i,0.11271+0.214i,0.12277+0.060872i,0.096783-0.029207i,0.090345-0.049961i,0.083543-0.062475i,0.050662-0.058958i,0.02769-0.021463i,0.022308+0.021548i,0.018072+0.0617i,0.033576+0.095892i,0.061317+0.09275i,0.062301+0.05937i,0.036333+0.031556i,0.014459+0.025062i,0.0078255+0.035361i,0.0075593+0.055475i,0.011518+0.069417i
0.48171-0.27719i,0.56495-0.13618i,0.57045+0.079956i,0.6143+0.062439i,0.42328-0.17046i,0.06668-0.19084i,0.0035213+0.018591i,0.14168+0.072486i,0.14011-0.0071572i,0.080402-0.0045961i,0.077938+0.013228i,0.055105+0.024165i,0.026415+0.058744i,0.023291+0.052359i,0.010363+0.0043661i,-0.0123-0.03678i,-0.033069-0.051169i,-0.040321-0.037725i,-0.026755-0.010792i,-0.0078318+0.014369i,0.0072279+0.025051i,0.0099291+0.019822i,-0.00090213+0.010898i
0.57615+1.1333i,0.38879+0.89909i,0.068873+0.4751i,-0.021903+0.24068i,0.15014+0.063577i,0.2201-0.14814i,0.088736-0.22763i,-0.0091446-0.17949i,-0.012601-0.13908i,-0.017426-0.1196i,-0.047919-0.069332i,-0.061096+0.00027331i,-0.038137+0.041824i,-0.0063562+0.045664i,0.025076+0.046155i,0.065125+0.051964i,0.089619+0.03966i,0.067901+0.022329i,0.024945+0.024968i,0.0031916+0.031136i,-0.0044337+0.026069i,-0.0098878+0.026655i,-0.0011208+0.031108i
-1.4255+0.47632i,-0.88896+0.42425i,-0.12071+0.080539i,0.22319-0.26807i,0.19464-0.35269i,0.11944-0.21411i,0.15392-0.082669i,0.21603-0.069194i,0.18766-0.090081i,0.11978-0.078054i,0.056664-0.072486i,-0.011196-0.063647i,-0.047416-0.032448i,-0.049784-0.010766i,-0.054199-0.0012382i,-0.061725+0.012209i,-0.058588+0.031555i,-0.043056+0.041299i,-0.024669+0.033664i,-0.011109+0.026579i,0.0051953+0.022813i,0.019184+0.010243i,0.01922-0.004877i
-0.45145-1.258i,-0.49471-0.78358i,-0.27055-0.23926i,-0.018748-0.12145i,0.044936-0.19068i,-0.023326-0.16169i,-0.073117-0.039068i,-0.040175+0.061845i,0.016731+0.064369i,0.039195+0.02332i,0.045805-0.0074473i,0.048074-0.022406i,0.044551-0.022268i,0.028082-0.024708i,0.0089072-0.021442i,0.013698-0.0062099i,0.025608-0.0011995i,0.021705-0.0017218i,0.015953+0.0036752i,0.015224+0.00098641i,0.0070212-0.0095593i,-0.0022013-0.0076669i,0.0013703+0.0017035i
1.1311-0.69949i,0.68541-0.83084i,0.25054-0.74563i,0.085926-0.64513i,-0.0040456-0.52247i,-0.066455-0.31706i,-0.05905-0.14751i,-0.030779-0.082861i,-0.016672-0.078378i,-0.017866-0.07344i,-0.019284-0.03963i,-0.01701-0.0047779i,-0.014292+0.0044063i,-0.012014-0.01199i,-0.022506-0.029704i,-0.040919-0.023223i,-0.043221-0.0015346i,-0.0316+0.01541i,-0.021066+0.019341i,-0.0077198+0.016767i,0.010615+0.0070957i,0.020258-0.01002i,0.016164-0.021108i
0.65108+0.9306i,0.9027+0.48998i,0.83355+0.0045258i,0.67859-0.24403i,0.46749-0.33499i,0.18681-0.26238i,0.018192-0.10028i,0.00050598+0.0057462i,0.046117+0.035547i,0.076221+0.016178i,0.053218-0.0017713i,0.029317+0.0030249i,0.029602+0.017605i,0.040543+0.031463i,0.059172+0.018107i,0.070369-0.02521i,0.051356-0.064345i,0.0086126-0.071501i,-0.014957-0.043305i,-0.0044647-0.010133i,0.011703+0.0090506i,0.023684+0.020715i,0.031641+0.022851i
-0.53267+0.44227i,-0.31717+0.68985i,-0.020675+0.60665i,0.11217+0.3905i,0.10723+0.19459i,0.027589+0.041661i,-0.051444-0.0053578i,-0.07135+0.0016878i,-0.075151+0.0080632i,-0.07407+0.032719i,-0.061391+0.052803i,-0.049485+0.061138i,-0.039294+0.056017i,-0.041344+0.036603i,-0.046329+0.031973i,-0.032141+0.049691i,0.0019897+0.063474i,0.033887+0.046866i,0.031671+0.019409i,0.0068229+0.016349i,-0.007061+0.024833i,-0.011558+0.025989i,-0.012393+0.020749i
-0.30866+0.088951i,-0.39919+0.023985i,-0.34302-0.090977i,-0.22386-0.16377i,-0.09466-0.15549i,-0.01714-0.12628i,-0.030538-0.091551i,-0.041045-0.053342i,-0.029547-0.065028i,-0.050407-0.097293i,-0.076232-0.10137i,-0.085191-0.081768i,-0.073776-0.046466i,-0.034596-0.026138i,-0.00074304-0.032342i,0.0092304-0.043945i,0.00032552-0.04745i,-0.013751-0.032845i,-0.014339-0.013103i,-0.013472-0.0069729i,-0.015424-0.0011573i,-0.0045878+0.0042829i,0.0080181-0.0027714i
-0.77062-0.39296i,-0.53864-0.35901i,-0.087819-0.31051i,0.12632-0.28718i,0.07211-0.17487i,0.00020978-0.029093i,0.0010994+0.031628i,0.032179+0.028139i,0.062132-0.0036104i,0.069985-0.032447i,0.073022-0.035226i,0.072293-0.040976i,0.038495-0.045081i,-0.0010403-0.016553i,-0.012865+0.021572i,-0.0035481+0.044674i,0.016894+0.040343i,0.026347+0.011327i,0.018397-0.010103i,0.013519-0.015344i,0.0074308-0.016395i,-0.0018568-0.0071118i,0.001551+0.0039048i
0.76664-1.25i,0.46775-0.9317i,0.15683-0.27957i,0.09989+0.046695i,0.078102-0.012909i,-0.02631-0.082022i,-0.078037-0.014828i,-0.033806+0.055194i,0.023318+0.047785i,0.032574+0.019805i,0.018024+0.022514i,0.012049+0.032584i,0.016646+0.021109i,0.020079-0.009979i,0.0060988-0.044621i,-0.025751-0.056952i,-0.044709-0.033209i,-0.028029+0.0018563i,0.00056835+0.017446i,0.010818+0.01791i,0.010487+0.018803i,0.013841+0.016866i,0.01873+0.0089669i
1.0396+1.1183i,0.90635+0.57821i,0.41941-0.10478i,0.084483-0.32921i,0.051695-0.23678i,0.073008-0.16048i,-0.010582-0.11861i,-0.086096-0.034398i,-0.062846+0.034882i,-0.023396+0.040157i,-0.020168+0.035319i,-0.012448+0.027974i,-0.0042341+0.010876i,0.00015201+0.016793i,0.025003+0.031635i,0.054264+0.016353i,0.054236-0.016304i,0.023845-0.027812i,-0.0009689-0.011104i,-0.00085653+0.0028477i,0.00053138+0.00049151i,-0.0043046+0.0044362i,-0.0006405+0.017743i
