-0.004515+0.0020545i,-0.0033938+0.0013601i,-0.0025264+0.0011065i,-0.00078062+0.00091235i,0.00057142+0.0014787i,0.00067613+0.0020631i,3.8602e-05+0.0020043i,0.00042448+0.0015697i,0.00089078+0.00071635i,0.00064103-4.3868e-05i,0.00041311-0.00022053i,0.0002479-0.0003933i,6.8801e-05+0.00047036i,0.00022687+0.0010992i,0.00077021+0.00050294i,0.00088786+0.00073011i,0.00016401+0.0006637i,-0.00062653-0.00022376i,-0.00045041+0.00010016i,-0.0001276+0.001121i,-0.00014196+0.00070534i,-0.00027798+0.00033182i,-0.00094981+0.00079621i
-0.028408-0.087442i,0.010689-0.079379i,-0.053562-0.10996i,-0.14613-0.14895i,-0.13357-0.14276i,-0.077881-0.11294i,-0.06909-0.066805i,-0.062053-0.023289i,-0.030774-0.014818i,-0.0057847-0.027631i,0.010089-0.03115i,0.015808-0.027736i,0.0066672-0.025948i,-0.001741-0.024952i,-0.0069249-0.026554i,-0.014778-0.028382i,-0.019812-0.027247i,-0.018689-0.023707i,-0.015821-0.016672i,-0.012756-0.0055401i,-0.0091658+0.0047651i,-0.0059479+0.010316i,-0.0017543+0.013157i
-0.26537-0.034817i,-0.16602+0.0080178i,0.079639+0.0074303i,0.22951-0.042644i,0.18466-0.058198i,0.096871-0.028078i,0.067872-0.010859i,0.057598-0.011339i,0.03939-0.0046595i,0.028471+0.016294i,0.028125+0.027662i,0.026979+0.023436i,0.022916+0.02042i,0.018902+0.020569i,0.01832+0.020861i,0.022388+0.016037i,0.019414+0.0090236i,0.0081627+0.0082145i,-6.5297e-05+0.010477i,-0.0040804+0.0096182i,-0.0072611+0.0051407i,-0.010798+0.002633i,-0.014089+0.0033672i
0.3342-0.26844i,0.1695-0.19687i,-0.055974-0.03383i,-0.14673+0.07506i,-0.1125+0.09117i,-0.054516+0.059721i,-0.03537+0.031648i,-0.03327+0.033559i,-0.021769+0.041674i,-0.024882+0.036528i,-0.036636+0.037742i,-0.031029+0.037956i,-0.021624+0.01963i,-0.017393+0.0015549i,-0.011511-0.0052874i,-0.0065117-0.0068394i,-0.0018533-0.010918i,0.00068498-0.020472i,-0.0030444-0.025773i,-0.0080052-0.02239i,-0.0080539-0.016306i,-0.0035108-0.014055i,0.0013528-0.013671i
0.047276+0.4012i,0.10132+0.25077i,0.14954+0.096476i,0.176+0.030923i,0.13446-0.01896i,0.045426-0.031248i,0.0071037-0.011472i,0.0031549-0.019182i,-0.0095943-0.032821i,-0.0044514-0.044024i,0.005394-0.067998i,-0.00055216-0.06999i,0.00013451-0.041593i,0.0055891-0.014261i,0.0028376+0.0036264i,-0.0013874+0.015924i,-0.0012645+0.024525i,0.0024018+0.028881i,0.0067571+0.022951i,0.0074471+0.01088i,0.0059721+0.0044966i,0.0059797+0.0072809i,0.0060825+0.01089i
-0.25439-0.07098i,-0.16765+0.00034919i,-0.16494-0.011294i,-0.23331-0.018195i,-0.19037+0.018831i,-0.076031+0.0039588i,-0.031107-0.025056i,-0.02176-0.0068789i,-0.0018493+0.016536i,0.012253+0.034467i,0.026235+0.049179i,0.034075+0.041714i,0.022656+0.021866i,0.0078451+0.0059029i,0.00033165-0.0061885i,-0.0051352-0.015623i,-0.0096851-0.019785i,-0.0093896-0.018756i,-0.0044391-0.01473i,-0.0014315-0.010753i,-0.0021035-0.0071216i,-0.0020744-0.0046707i,0.00077347-0.0035621i
0.01644-0.18665i,-0.028359-0.10517i,0.091545-0.013621i,0.21902-0.042602i,0.18139-0.097991i,0.084285-0.067031i,0.05382-0.023062i,0.046426-0.025948i,0.015774-0.034403i,-0.013642-0.025992i,-0.030202-0.013875i,-0.03157-0.0039048i,-0.016575-0.00043418i,-0.0028054-0.0016672i,0.0028116+0.0014042i,0.0061502+0.0071503i,0.0051288+0.010791i,-0.0013375+0.013905i,-0.0053336+0.016159i,-0.0029768+0.016417i,0.00039254+0.013512i,-0.0033123+0.011137i,-0.0093917+0.012557i
0.18889-0.00054618i,0.10652-0.048753i,-0.076718-0.034142i,-0.19896+0.04466i,-0.17506+0.11068i,-0.076055+0.09921i,-0.017469+0.05729i,-0.0044326+0.053667i,0.013313+0.060158i,0.020942+0.042958i,0.013855+0.023587i,0.0078933+0.017009i,0.0030516+0.018035i,0.0029803+0.017751i,0.0063891+0.0098761i,0.0085145-0.0041799i,0.0081491-0.018955i,0.0059593-0.027386i,0.0034086-0.026217i,-0.00037937-0.01963i,-0.0025744-0.012335i,-4.2102e-05-0.011699i,0.0028107-0.01709i
0.021562+0.19743i,0.041505+0.10097i,0.086809+0.027114i,0.17097-0.036328i,0.16648-0.11665i,0.049564-0.11171i,-0.025133-0.04378i,-0.033106-0.022251i,-0.036596-0.032734i,-0.024102-0.038713i,-0.008952-0.045377i,-0.010101-0.043691i,-0.013279-0.03491i,-0.013635-0.024422i,-0.0096018-0.0073455i,-0.0024473+0.010055i,0.0028389+0.022232i,0.0040189+0.02738i,1.7778e-05+0.024863i,-0.0047602+0.017653i,-0.0071429+0.010051i,-0.0069707+0.0089973i,-0.0037745+0.012446i
-0.2305+0.063445i,-0.047332+0.10559i,0.011718+0.01978i,-0.093468+0.0077537i,-0.11936+0.07167i,-0.037782+0.047755i,0.0050941-0.012972i,0.0065277-0.017716i,0.011763+0.0072826i,0.017302+0.032962i,0.027454+0.04196i,0.034723+0.027199i,0.030863+0.014797i,0.024244+0.013161i,0.015174+0.0078837i,0.0034788-0.0012474i,-0.0036962-0.0076944i,-0.0031348-0.012885i,0.0011297-0.020528i,9.5807e-05-0.02633i,-0.0051087-0.023802i,-0.0052558-0.01566i,-0.001532-0.0091599i
-0.0030116-0.40526i,-0.15321-0.22031i,-0.07147+0.0002937i,0.098072+0.015644i,0.12983-0.051291i,0.074235-0.036762i,0.041432-0.00070736i,0.024791-0.0032229i,0.0020936-0.019026i,-0.020957-0.019878i,-0.035196-0.0060917i,-0.0344+0.0078244i,-0.026747+0.0055919i,-0.02377-0.0053026i,-0.022065-0.0053015i,-0.015379+0.0026415i,-0.011549+0.0073284i,-0.01244+0.010539i,-0.0088718+0.017122i,0.0018937+0.021305i,0.011238+0.016912i,0.0089287+0.010697i,0.00068475+0.0086605i
0.41522+0.2144i,0.34614+0.061646i,0.11181-0.018466i,-0.095059+0.028896i,-0.14581+0.08888i,-0.085113+0.072898i,-0.025112+0.028612i,0.0048065+0.022774i,0.027513+0.032796i,0.03556+0.02115i,0.025582+0.0017888i,0.015374-0.0052752i,0.015209+0.0018052i,0.019904+0.0065069i,0.018096-0.0013972i,0.010853-0.011194i,0.0082417-0.016261i,0.011342-0.018794i,0.01137-0.018227i,0.0047925-0.013299i,-0.0015688-0.0062174i,0.00070499-0.0035599i,0.0069585-0.0077259i
-0.2805+0.18532i,-0.23918+0.11233i,-0.13577+0.032222i,0.014063-0.051191i,0.079593-0.12283i,0.025904-0.090671i,-0.017814-0.0080525i,-0.022259+0.011714i,-0.031787-0.004116i,-0.031056-0.0058227i,-0.013822-0.0036871i,-0.0032569-0.0050261i,-0.0067328-0.008427i,-0.0102-0.0070932i,-0.0031323+0.0017284i,0.0050365+0.0085555i,0.0070535+0.012715i,0.0024164+0.017608i,-0.0059366+0.019626i,-0.010817+0.015791i,-0.011112+0.0094708i,-0.011023+0.0072307i,-0.01075+0.010637i
-0.088988+0.0062897i,0.11235+0.061108i,0.17101+0.0075719i,0.049798+0.0040226i,-0.031377+0.054883i,-0.015106+0.026518i,-0.0032614-0.029412i,-0.0071623-0.029782i,-0.00025814-0.0067754i,0.010732+0.0063079i,0.013285+0.0047178i,0.0089992-0.0014383i,0.0076413-0.00069846i,0.0083307+0.0043472i,0.0053855+0.0076218i,0.0033635+0.0060386i,0.003462+0.00018516i,0.0040962-0.0081757i,0.0041806-0.017963i,0.00080806-0.023882i,-0.0044767-0.021636i,-0.0054205-0.01646i,-0.0036249-0.012375i
-0.11852-0.40509i,-0.29013-0.22451i,-0.19597-0.031855i,0.0048452-0.014072i,0.093883-0.060178i,0.077337-0.046739i,0.039469-0.014141i,0.01847-0.0049292i,0.0044571-0.0074784i,-0.011317-0.0011729i,-0.01465+0.010619i,-0.0066768+0.011509i,-0.0026646+0.0024193i,-0.0046073-0.0051959i,-0.0066616-0.0064064i,-0.0093231-0.0037556i,-0.014912+0.0012689i,-0.019995+0.0090479i,-0.015542+0.016353i,-0.0033654+0.016942i,0.006463+0.01156i,0.0080525+0.0064175i,0.0042758+0.0058149i
0.58298+0.17351i,0.50657+0.043813i,0.25541+0.036094i,0.033078+0.10788i,-0.071224+0.13274i,-0.062719+0.09041i,-0.013492+0.034754i,0.010393+0.013749i,0.02278+0.010818i,0.023891-0.007118i,0.0047528-0.022705i,-0.0099296-0.013152i,-0.0041447+0.0061841i,0.0052299+0.010426i,0.0036586+0.0027585i,0.00058163-0.0017573i,0.0043976-0.0066185i,0.0092059-0.014547i,0.0085727-0.017158i,0.0037258-0.011467i,0.0006803-0.0036758i,0.0036836-0.00012646i,0.0079439-0.0022975i
-0.37483+0.29664i,-0.32944+0.17451i,-0.2347+0.0062441i,-0.11595-0.092933i,-0.020415-0.11113i,-0.00089281-0.062829i,-0.010705-0.00047632i,-0.0093775+0.019055i,-0.013748+0.018428i,-0.0075904+0.02696i,0.0165+0.025397i,0.026436+0.0054984i,0.010907-0.01014i,-0.0028068-0.010208i,0.0013495-0.0044499i,0.0080914-0.0035482i,0.0062446-0.0036521i,0.0011913+0.0010747i,-0.0034446+0.006138i,-0.0076407+0.0074671i,-0.010407+0.0064014i,-0.010711+0.006709i,-0.0092626+0.0099335i
-0.049901-0.10367i,0.13925-0.029465i,0.17589+0.0091935i,0.081179+0.037225i,0.0022211+0.036981i,-0.019357-0.00020498i,-0.017177-0.025306i,-0.01671-0.023219i,-0.01551-0.012478i,-0.015492-0.0062474i,-0.021278+0.00027471i,-0.020291+0.0089234i,-0.0070117+0.0090986i,0.002588+0.0069744i,0.0031987+0.010266i,0.0059903+0.014566i,0.014434+0.014597i,0.019253+0.0068528i,0.015727-0.0047715i,0.0075962-0.012016i,0.00010397-0.013773i,-0.0055755-0.01193i,-0.0083157-0.010061i
-0.17662-0.24061i,-0.26543-0.073788i,-0.13512-0.036853i,0.0093465-0.1072i,0.05935-0.10954i,0.062745-0.059688i,0.038058-0.028594i,0.01511-0.014372i,0.0016044-0.012144i,-0.0078869-0.0068666i,-0.0029352-0.0017306i,0.0037676-0.0040279i,0.0029012-0.0026819i,-0.00030225+0.00038801i,-0.0042554+0.0012281i,-0.0098663+0.0018287i,-0.018876+0.0041242i,-0.022102+0.010157i,-0.014439+0.014469i,-0.0044718+0.012268i,0.0030647+0.006667i,0.0060569+0.001686i,0.004118+0.0015244i
0.52535-0.071469i,0.34526-0.13538i,0.12094+0.02528i,0.023293+0.17509i,-0.0081894+0.16205i,-0.02683+0.092417i,-0.015678+0.043355i,0.0038281+0.016706i,0.019414+0.0032539i,0.020301-0.014695i,-1.2827e-06-0.023855i,-0.01557-0.013983i,-0.015186-0.0033632i,-0.010734-0.0020767i,-0.0087941-0.005013i,-0.0080792-0.0072099i,-0.0043474-0.0086236i,-0.00064099-0.009621i,-0.00028852-0.0082661i,-0.00029838-0.0059008i,-0.001396-0.0029195i,-0.0021356+0.00037213i,0.0010944+1.5917e-05i
-0.16462+0.44142i,-0.06958+0.27149i,-0.017864+0.013689i,-0.0071264-0.12177i,0.00077872-0.11238i,0.015466-0.055083i,0.019875-0.014565i,0.011664+0.0039285i,0.0040491+0.019579i,0.013975+0.034534i,0.03627+0.030608i,0.041746+0.0095079i,0.028274-0.006052i,0.017903-0.0088242i,0.014858-0.0077617i,0.011558-0.0095974i,0.0023379-0.013382i,-0.0068559-0.011849i,-0.0091357-0.0041181i,-0.008582+0.0022261i,-0.0064622+0.0043467i,-0.0018359+0.0049348i,0.00032193+0.0060976i
-0.18486-0.12363i,-0.074427-0.076877i,-0.063966+0.016428i,-0.085891+0.10379i,-0.06523+0.096042i,-0.054651+0.034447i,-0.04718+0.0074495i,-0.02752+0.005284i,-0.020867+7.7906e-05i,-0.029619-0.0033505i,-0.039478+0.002661i,-0.035254+0.012916i,-0.019907+0.013955i,-0.0086504+0.010284i,-0.0018467+0.011923i,0.0057496+0.015361i,0.01562+0.014699i,0.020471+0.0067144i,0.013128-0.0036105i,0.0033568-0.0078395i,-0.0030586-0.0068934i,-0.0072494-0.004772i,-0.0065045-0.0040774i
-0.12839-0.15247i,-0.071426+0.0078209i,0.087899-0.043385i,0.12978-0.1739i,0.076189-0.16974i,0.055796-0.090556i,0.042082-0.045732i,0.014903-0.02965i,-0.0018367-0.021808i,-0.00070562-0.015975i,0.012565-0.01585i,0.019906-0.019733i,0.01523-0.015095i,0.0069475-0.0044911i,0.0012166+0.0035999i,-0.0021848+0.0065457i,-0.0060578+0.0057142i,-0.0058394+0.0056957i,0.0018849+0.0048587i,0.0064221+0.00016999i,0.0057322-0.0047222i,0.0042959-0.0060758i,0.0024753-0.0037648i
0.36093-0.23022i,0.098295-0.22173i,-0.093197+0.0024738i,-0.089935+0.17282i,-0.03723+0.16499i,-0.028902+0.091632i,-0.022612+0.043945i,-0.0020792+0.024989i,0.016588+0.013452i,0.012251+0.0038779i,-0.0082849+0.0075465i,-0.017921+0.017609i,-0.015465+0.015998i,-0.012924+0.0060115i,-0.013058-0.00049798i,-0.012874-0.0014223i,-0.008955+0.0023625i,-0.0039326+0.0058386i,-0.0024891+0.0070038i,-0.0013118+0.007478i,-0.0013128+0.0055871i,-0.0034651+0.0040723i,-0.0028634+0.0043025i
0.064917+0.49569i,0.16764+0.31973i,0.19856+0.067771i,0.14914-0.096727i,0.08193-0.12314i,0.051808-0.073686i,0.038324-0.033592i,0.018504-0.013983i,0.0058928+0.004074i,0.012569+0.010367i,0.020112-0.0024493i,0.013868-0.014391i,0.0065443-0.012193i,0.0068621-0.0086753i,0.007537-0.0091475i,0.004924-0.011814i,-0.0039922-0.015203i,-0.013784-0.012866i,-0.013333-0.004998i,-0.0079215+0.00091375i,-0.0030573+0.002396i,0.0014165+0.00079062i,0.00096444+0.00057772i
-0.27548-0.11224i,-0.23676-0.13562i,-0.25393-0.045664i,-0.21402+0.096739i,-0.1174+0.12619i,-0.071713+0.066108i,-0.055129+0.033784i,-0.028176+0.027229i,-0.013877+0.02069i,-0.015162+0.018043i,-0.014101+0.017333i,-0.0055204+0.011786i,0.0023592+0.0022617i,0.0050573-0.001037i,0.0075645+0.00093085i,0.0097515+0.0028397i,0.010959+0.0027372i,0.0097663-0.0011766i,0.0011261-0.0056331i,-0.0079858-0.0043579i,-0.0085248+0.0010577i,-0.0037324+0.0034947i,0.00085971-0.00026547i
-0.11084-0.022097i,0.063611+0.14352i,0.23175+0.062902i,0.20733-0.10777i,0.10067-0.13976i,0.061003-0.080161i,0.047457-0.047332i,0.014035-0.039142i,-0.013897-0.032397i,-0.017901-0.023716i,-0.0068262-0.014309i,0.00060378-0.0062673i,0.0016308+0.003929i,0.0011121+0.012754i,0.00016155+0.016458i,0.0034591+0.014447i,0.0085035+0.0067782i,0.011677-0.0013059i,0.013351-0.0070634i,0.010688-0.011549i,0.0038657-0.012393i,-0.00096077-0.0089319i,-0.0020604-0.0032777i
0.20084-0.40794i,-0.067636-0.37778i,-0.21942-0.15623i,-0.18324+0.049358i,-0.09618+0.10489i,-0.056397+0.066432i,-0.037887+0.034149i,-0.0035456+0.024239i,0.024774+0.013793i,0.023165+0.0049051i,0.0069657+0.0042001i,-0.0033363+0.0032894i,-0.0085424-0.0026641i,-0.014571-0.0076596i,-0.017998-0.0069553i,-0.017702-0.00058841i,-0.013378+0.0095354i,-0.0070311+0.016461i,-0.0022498+0.014938i,0.00025926+0.0075038i,-0.0010196+0.0020614i,-0.0045635+0.0017524i,-0.0038418+0.0033505i
0.22195+0.49299i,0.27755+0.41454i,0.28677+0.23071i,0.2265+0.019722i,0.1264-0.084222i,0.068306-0.063889i,0.048308-0.028505i,0.018732-0.01453i,-0.0029071+0.0010427i,-0.00092248+0.007651i,0.003098+0.0022956i,0.0022925-0.0002007i,0.004369+0.00090227i,0.0082221-0.0018248i,0.0080289-0.0067987i,0.0053567-0.010769i,-0.0013497-0.013663i,-0.0078139-0.011431i,-0.0052756-0.0035456i,0.0021317+0.002596i,0.0069411+0.0016203i,0.0058525-0.0021143i,0.00070846-0.0022798i
-0.25864-0.09457i,-0.25018-0.23664i,-0.27638-0.20648i,-0.22881-0.030584i,-0.11882+0.064781i,-0.061929+0.04052i,-0.045708+0.018464i,-0.021443+0.021997i,-0.0040319+0.020935i,-0.0018493+0.016655i,-0.0024736+0.010155i,-0.0028415+0.0022922i,-0.0023301-0.0016991i,0.002401-0.0021569i,0.0065938-0.0034539i,0.0035891-0.002678i,-0.00045863+0.001218i,-0.003411+0.002545i,-0.0099982+0.0026001i,-0.014119+0.0067202i,-0.0091595+0.011591i,-0.00048303+0.010032i,0.0037852+0.0038133i
-0.078954+0.12949i,0.096438+0.29867i,0.22404+0.24167i,0.20514+0.057958i,0.11973-0.042094i,0.069458-0.034926i,0.046493-0.019341i,0.016587-0.026734i,-0.011996-0.029824i,-0.018987-0.022204i,-0.010469-0.01549i,-0.0013486-0.010604i,0.0021227-0.0039563i,0.0020654+0.0049398i,0.0052984+0.012486i,0.013286+0.0097399i,0.017171-0.0031207i,0.015043-0.0136i,0.01049-0.016684i,0.0032123-0.016043i,-0.0034818-0.012158i,-0.0055658-0.0057982i,-0.0046217-0.00096902i
-0.012207-0.4843i,-0.16058-0.46383i,-0.2111-0.31169i,-0.18595-0.10719i,-0.12676+0.02477i,-0.074713+0.037622i,-0.044753+0.019841i,-0.01059+0.018851i,0.02033+0.01226i,0.024858+0.0065075i,0.018983+0.0086478i,0.014619+0.0080004i,0.0071483+0.0030784i,-0.0036512+0.00070374i,-0.011657+0.0030909i,-0.012441+0.009124i,-0.0070099+0.01623i,-0.00022126+0.01817i,0.0026965+0.012213i,0.00080248+0.0036789i,-0.003494-0.0014872i,-0.0057562-0.0014973i,-0.0042071-0.00019283i
0.33703+0.35038i,0.28813+0.37254i,0.22245+0.31039i,0.17543+0.13065i,0.1076-0.018671i,0.050561-0.033376i,0.031789-0.011331i,0.014377-0.0044899i,-0.0035769+0.0069264i,-0.0092707+0.012027i,-0.014559+0.008168i,-0.018005+0.0084248i,-0.013222+0.0096001i,-0.0072306+0.004642i,-0.0048337-0.00097502i,-0.0036426-0.0042227i,-0.0043687-0.0057302i,-0.0055062-0.0043377i,-0.00096602-0.0016978i,0.0057772-0.0028366i,0.0066735-0.0068912i,0.0015759-0.0068715i,-0.0019793-0.0027932i
-0.16531-0.028205i,-0.14631-0.22469i,-0.13504-0.27442i,-0.11356-0.14647i,-0.067955-0.029799i,-0.034266-0.015668i,-0.027521-0.017242i,-0.018797+0.00050047i,-0.0059802+0.0090751i,0.0024456+0.0050547i,0.0075897-0.0031263i,0.0082003-0.011245i,0.0070011-0.014927i,0.0069591-0.014168i,0.005332-0.012858i,-0.00065882-0.0073839i,-0.0056472+0.00037722i,-0.0070225+0.0047107i,-0.0072391+0.0077133i,-0.0052441+0.011874i,0.00021139+0.012839i,0.0058159+0.0075554i,0.0066327+0.00087797i
-0.080576+0.20632i,0.028788+0.33745i,0.076872+0.31886i,0.089676+0.17782i,0.085853+0.049432i,0.058368+0.0096914i,0.037674+0.0051821i,0.017383-0.013147i,-0.0071044-0.024549i,-0.016952-0.018669i,-0.013584-0.0088674i,-0.0070499-0.0022141i,-0.0018821+0.0023058i,0.0022341+0.0087348i,0.0086963+0.011192i,0.01333+0.0035409i,0.010186-0.0069464i,0.004431-0.012255i,-0.00036605-0.010992i,-0.0028607-0.0078915i,-0.0029637-0.0047772i,-0.0022263-0.00070231i,-0.0017542+0.0028616i
-0.12733-0.38509i,-0.12007-0.38614i,-0.064048-0.32212i,-0.06708-0.17309i,-0.075374-0.028267i,-0.041652+0.013472i,-0.018688+0.0052541i,-0.0014355+0.010992i,0.018316+0.011843i,0.02424+0.0056923i,0.021472+0.0029412i,0.015307-7.9005e-05i,0.0069624-0.0038982i,-0.0019073-0.0046925i,-0.008214-0.00022448i,-0.0075426+0.0044808i,-0.0015898+0.0055313i,0.002735+0.004537i,0.0016345+0.0028286i,-0.0024942+0.0015471i,-0.0056474+0.0017918i,-0.005737+0.0011968i,-0.0045105-0.0013816i
0.29388+0.11036i,0.14628+0.21153i,0.024214+0.2591i,0.016674+0.15748i,0.023972+0.034016i,0.0059512+0.0072616i,0.0034377+0.017851i,0.0051027+0.011436i,-0.0010828+0.0093354i,-0.0064537+0.011296i,-0.0098361+0.0089942i,-0.0077859+0.0090927i,-0.0011819+0.0102i,0.0013043+0.0074667i,-0.00035139+0.0041411i,-0.00012516+0.0028653i,0.00092148+0.0023977i,0.0011298+0.0013234i,0.0016404-0.0014023i,0.0019566-0.0046999i,0.0011151-0.0063884i,6.9223e-05-0.0036772i,0.0010541+0.0013809i
-0.057349+0.066225i,0.019344-0.10875i,0.076206-0.20963i,0.047783-0.16612i,0.0020642-0.082332i,-0.0071432-0.049013i,-0.011609-0.038555i,-0.017565-0.013022i,-0.012355+0.0055416i,-0.0021808+0.0075652i,0.0059891+0.0053999i,0.0059508+0.00093329i,0.00027941-0.0028078i,-0.0025819-0.0032141i,-0.0034876-0.0029287i,-0.0033722-0.0021149i,-0.002406+0.00069782i,-0.0011598+0.0022956i,-0.0013126+0.0022483i,-0.0013252+0.0032691i,-0.00033864+0.0044406i,0.00054019+0.0029004i,0.00013899+0.00022938i
-0.036099+0.13869i,-0.061341+0.193i,-0.10535+0.22045i,-0.049991+0.17241i,0.023021+0.073767i,0.02204+0.021576i,0.0096496+0.01549i,0.0096856-0.0010037i,-0.0021674-0.016245i,-0.014509-0.014939i,-0.019914-0.0094554i,-0.018662-0.0059301i,-0.012912-0.0041271i,-0.0052727-0.00079812i,0.0031839+0.0013072i,0.0062373+0.0017837i,0.0024412+0.0024442i,5.1433e-05+0.0022468i,0.0019218+0.00031881i,0.0033629-0.0036282i,0.0030944-0.0055714i,0.0026236-0.0031953i,0.0023774+0.0011172i
-0.15327-0.14906i,-0.012759-0.14463i,0.11593-0.16866i,0.078206-0.13035i,0.008049-0.044663i,0.0086891-0.011534i,0.010671-0.016219i,0.0027935-0.0062267i,0.0086117+0.0031978i,0.01503+0.0014788i,0.016756-0.0019621i,0.015969-0.004872i,0.011937-0.0067531i,0.0045627-0.0069571i,-0.0012594-0.0031541i,-0.0035327-0.00079603i,-0.0044803-0.0034094i,-0.0046988-0.0035931i,-0.0029898-0.001081i,-0.0016055+0.0019448i,-0.0019797+0.0037136i,-0.0037334+0.0010165i,-0.0059536-0.0037946i
0.14997-0.11339i,-0.025218-0.021731i,-0.15894+0.084185i,-0.13218+0.097724i,-0.056096+0.054496i,-0.029408+0.032521i,-0.012919+0.029532i,0.0045364+0.016398i,0.0066971+0.0041485i,0.0033597+0.0014308i,0.0011039-0.00044164i,0.00066924+0.00045517i,0.0036216+0.0032288i,0.0045751+0.0037834i,0.0022065+0.003646i,0.00057094+0.0040109i,0.00080631+0.0032424i,-0.00015241+0.0015131i,-0.0016841+0.0014948i,0.00033581+0.00042127i,0.0017789-0.0025524i,0.0022189-0.0022109i,0.0051157+0.00084749i
0.065794+0.14341i,0.15486+0.064494i,0.22609-0.037015i,0.16434-0.094446i,0.055426-0.08145i,0.017658-0.050585i,0.0088838-0.036796i,-0.0052563-0.017056i,-0.0084771+0.0024608i,-0.0020545+0.010012i,0.0064515+0.012312i,0.0093963+0.0098898i,0.0055776+0.005676i,0.0032809+0.0034521i,0.0038312-0.00022472i,0.0044403-0.0051084i,0.0043914-0.0078775i,0.0017878-0.0085765i,-0.002301-0.0069329i,-0.004926-0.0024207i,-0.0040409+0.0025169i,-0.0028214+0.0037735i,-0.0022711+0.001133i
-0.025494+0.016786i,-0.12636-0.0099725i,-0.21186+0.031809i,-0.13801+0.072552i,-0.032716+0.046191i,-0.014319+0.01655i,-0.011955+0.019835i,0.0033024+0.013547i,0.0039178-0.00030034i,-0.0045308-0.0047664i,-0.013025-0.0040011i,-0.016777-0.00055607i,-0.013337+0.0047725i,-0.0086262+0.0083402i,-0.0033516+0.0081046i,0.0010215+0.0094199i,0.0040248+0.01196i,0.0079359+0.0095i,0.0080875+0.0022762i,0.0051262-0.0042208i,0.0028833-0.0055299i,0.0022058-0.003008i,0.003142+0.0018722i
-0.12648+0.08646i,0.055103+0.11279i,0.19036+0.044034i,0.14476-0.020444i,0.058427-0.025244i,0.034569-0.019902i,0.020413-0.024202i,-0.00077006-0.012728i,-0.0071633+0.0021381i,-0.0046067+0.0060597i,-0.0017128+0.0042821i,-0.00050966-0.00063086i,-0.0031816-0.0071381i,-0.0062679-0.0094058i,-0.0052594-0.0064712i,-0.0044121-0.0040113i,-0.0068802-0.0029611i,-0.0072707-0.0014056i,-0.0038606-0.0012168i,-0.0025914-0.0011198i,-0.0050436+0.0011828i,-0.0069751+0.0014371i,-0.0082403-0.0022021i
0.043116-0.26899i,-0.10285-0.25234i,-0.21084-0.14286i,-0.16905-0.024031i,-0.0709+0.022675i,-0.032376+0.022067i,-0.020472+0.022774i,-0.0014957+0.01357i,0.0050642-0.0029873i,0.0033675-0.011371i,0.0026679-0.015142i,0.0025022-0.014133i,0.0045946-0.0089428i,0.0056975-0.0057534i,0.0018328-0.0022918i,-0.0024016+0.0031851i,-0.0028294+0.0052581i,-0.0023111+0.0055606i,0.0004354+0.0067644i,0.0055432+0.0029898i,0.0070292-0.003183i,0.0057263-0.0042202i,0.0066041-0.0015353i
0.095846+0.20095i,0.18463+0.24829i,0.2562+0.1699i,0.18812+0.031849i,0.069573-0.025865i,0.029507-0.020406i,0.022362-0.025037i,0.0037372-0.022916i,-0.0043464-0.0077658i,-0.00092177+0.0038409i,0.00567+0.01006i,0.01069+0.0081758i,0.0098655+0.0027994i,0.0083931+0.00019162i,0.0095204-0.0019404i,0.0088624-0.0088221i,0.0021301-0.015628i,-0.0054485-0.013849i,-0.0089877-0.0068906i,-0.0088057-7.3928e-05i,-0.0061717+0.0040726i,-0.0040065+0.004832i,-0.0031524+0.0021363i
0.0029796-0.1231i,-0.11553-0.21433i,-0.20139-0.16051i,-0.14495-0.041286i,-0.056576+0.010173i,-0.030785+0.0099322i,-0.017415+0.018859i,0.0064274+0.020573i,0.017722+0.0087341i,0.015096+0.00028866i,0.0065594-0.0014701i,0.00045548+0.0028178i,0.00031722+0.0088342i,-0.0004029+0.011687i,-0.0019711+0.011229i,0.00069189+0.011075i,0.0080252+0.0094119i,0.01107+0.0028341i,0.0066303-0.0022176i,0.0026471-0.0027752i,0.0026779-0.0029372i,0.0035191-0.0026663i,0.004812+0.00010076i
-0.06933+0.27232i,0.066567+0.32828i,0.15465+0.24823i,0.12343+0.10411i,0.059347+0.011909i,0.032441-0.010938i,0.017975-0.016501i,-0.0030209-0.010058i,-0.013908+0.006892i,-0.013765+0.015902i,-0.010759+0.014934i,-0.0083796+0.0083705i,-0.0090621+0.0008068i,-0.008921-0.0025296i,-0.0051494-0.0022489i,-0.0015576-0.0011186i,-0.00039818+0.00067236i,0.00067863+0.0022053i,0.00038404-0.00024483i,-0.0038007-0.0014296i,-0.0076199+0.0026905i,-0.0079287+0.0048458i,-0.0073444+0.0020408i
