-0.003863+0.0015827i,-0.0019902+0.0024449i,-0.0018136+0.0039949i,-0.0011839+0.0032872i,-0.00041252+0.0014877i,0.00023884+0.00051495i,0.00033625+0.00047901i,0.00089409+0.00095584i,0.0015172+0.0010625i,0.0017053+0.00051916i,0.0012697-0.00011605i,0.00045771-0.00092629i,0.00040908-0.00070439i,4.6978e-05-2.7539e-06i,-0.00054271+0.00010113i,-5.0743e-05+0.0002729i,-0.00032407-7.2657e-05i,-0.00049521-0.00023774i,-0.00040394+0.00014348i,-0.00022341+0.0008353i,0.00024366+0.0011622i,0.00054396+0.00064989i,-0.00011659+0.00017719i
0.0019293-0.0026662i,0.025225-0.01393i,0.076218-0.054754i,0.12722-0.13256i,0.12834-0.19747i,0.079101-0.1838i,0.041984-0.11217i,0.0412-0.060193i,0.029416-0.039409i,-7.1358e-05-0.019285i,-0.013985-0.00095413i,-0.0082792+0.006909i,0.0015489+0.0061285i,0.0056495-0.00080814i,0.0042123-0.0060218i,0.0057852-0.0072879i,0.012904-0.0077659i,0.016448-0.006728i,0.010722-0.0056065i,-0.0016827-0.0013586i,-0.01563+0.0091638i,-0.022649+0.01786i,-0.019556+0.017283i
0.0057091-0.00070722i,0.0080117-0.015605i,-0.013946-0.056576i,-0.090146-0.097156i,-0.16963-0.074248i,-0.15743+0.0011513i,-0.087594+0.032678i,-0.059117+0.0090035i,-0.051843+0.0074731i,-0.021577+0.026831i,0.0034643+0.022674i,0.0037181+0.0049815i,-0.004768-0.0044381i,-0.012265-0.0060105i,-0.020161-0.0092894i,-0.029565-0.017677i,-0.03375-0.024837i,-0.031163-0.026013i,-0.028159-0.017898i,-0.020285-0.0044991i,-0.0032569+0.0049717i,0.014022+0.0067884i,0.017294+0.0060293i
-0.00029853-0.0030389i,-0.017225+0.0038186i,-0.051423+0.032467i,-0.077463+0.09969i,-0.055733+0.16363i,-0.00099539+0.15818i,0.022938+0.10722i,0.0090758+0.076318i,8.4338e-07+0.057074i,0.0037475+0.030442i,0.0048766+0.011016i,-0.0023586+0.0039718i,-0.011756+0.0068971i,-0.010303+0.013606i,0.00081771+0.020576i,0.010445+0.029142i,0.010438+0.034133i,0.003132+0.030019i,-0.0025216+0.018923i,-0.005055+0.0050433i,-0.0077846-0.0085581i,-0.0090568-0.016631i,-0.0025745-0.017247i
-0.0063555+0.0012527i,-0.011674+0.0097763i,0.0026654+0.030543i,0.063607+0.037425i,0.12164-0.0031544i,0.10114-0.060679i,0.056405-0.074394i,0.053034-0.057628i,0.040021-0.045967i,-7.2858e-05-0.025881i,-0.013847-0.00088838i,-0.0032632+0.0058166i,0.0033431+0.004133i,0.0090627+0.0055482i,0.018581+0.0017304i,0.028208-0.0072075i,0.036245-0.01035i,0.037984-0.0068836i,0.031579-0.0050649i,0.019552-0.0046413i,0.0060565+0.0026133i,-0.0039632+0.012521i,-0.0077737+0.015232i
-0.0041085+0.0039947i,0.0027434+0.009576i,0.022553-0.0051737i,0.033564-0.065154i,0.0066954-0.12796i,-0.041273-0.11961i,-0.066846-0.068082i,-0.062607-0.047833i,-0.051255-0.037201i,-0.034029-0.010526i,-0.013574+0.0036966i,0.001383-0.00061408i,0.007445-0.011397i,-0.00020339-0.018352i,-0.016303-0.019289i,-0.031642-0.021575i,-0.041337-0.026065i,-0.035302-0.022875i,-0.016893-0.014549i,0.0029747-0.010012i,0.017947-0.011791i,0.021812-0.013299i,0.014562-0.0067638i
0.0029456-0.0034238i,0.0075043+0.00050294i,-0.0024109+0.0083059i,-0.041955+0.027831i,-0.070665+0.058852i,-0.031878+0.083959i,0.018622+0.091301i,0.018593+0.09015i,0.016859+0.073682i,0.029309+0.030334i,0.021365-0.000935i,0.0067118-0.0039217i,-0.00064904-0.0051473i,-0.0080611-0.0037169i,-0.012884+0.011117i,-0.013564+0.034768i,-0.013119+0.052869i,-0.012852+0.047662i,-0.010301+0.026776i,-0.0068622+0.0079789i,-0.0087572-0.0046701i,-0.01457-0.009619i,-0.014521-0.0092967i
0.0029348-0.00020885i,0.010183-0.0070323i,0.023012+0.0014255i,0.041325+0.047673i,0.064603+0.094584i,0.08131+0.066418i,0.081055-0.0014595i,0.076871-0.022352i,0.0667-0.014516i,0.040686-0.013984i,0.015005-0.013317i,0.002196-0.0055677i,0.00055735+0.0030027i,0.0040341+0.0020581i,0.010166-0.0066253i,0.021822-0.018332i,0.034951-0.029284i,0.03571-0.027342i,0.022394-0.015352i,0.0084946-0.00081453i,-9.0735e-05+0.014171i,-0.0029161+0.021764i,-0.0018306+0.018252i
-0.0065813-0.0084555i,-0.00385-0.029934i,0.0079898-0.069607i,0.037562-0.1104i,0.051175-0.12288i,-0.00064958-0.099273i,-0.07226-0.073712i,-0.098267-0.069011i,-0.091951-0.053589i,-0.06503-0.01543i,-0.029607+0.0024421i,-0.014021-0.00388i,-0.010842-0.0046847i,-0.0069948-0.0058325i,-0.014189-0.018879i,-0.032368-0.035061i,-0.045063-0.044828i,-0.043478-0.041448i,-0.030769-0.024926i,-0.016746-0.0083117i,-0.0027131-0.0021586i,0.012477-0.0075907i,0.017858-0.014157i
-0.0017162+0.0078827i,-0.015524+0.0087568i,-0.045571-0.011094i,-0.088979-0.065131i,-0.11502-0.10362i,-0.098227-0.056214i,-0.052924+0.034748i,-0.023933+0.073021i,-0.022801+0.061692i,-0.020742+0.046691i,-0.0111+0.033779i,-0.0095659+0.02198i,-0.011338+0.017563i,-0.0035277+0.020079i,0.0081713+0.027899i,0.01476+0.044326i,0.010696+0.058444i,0.0041484+0.052879i,-0.002182+0.031429i,-0.011655+0.012751i,-0.018313+0.0057294i,-0.017599+0.0062402i,-0.010172+0.0086205i
-0.0039852+0.0076203i,-0.013521+0.04526i,-0.034541+0.11751i,-0.056346+0.18771i,-0.046349+0.19163i,0.018998+0.12698i,0.099706+0.048426i,0.1358+0.0027778i,0.11116-0.0091358i,0.056474-0.0014682i,0.022954+0.013962i,0.019497+0.015914i,0.020005+0.007566i,0.020458+0.0045082i,0.02873-0.00040392i,0.046326-0.012611i,0.065884-0.022749i,0.063336-0.02256i,0.039382-0.013745i,0.021192-0.0070016i,0.011743-0.0021603i,0.003996+0.0067406i,-0.00049456+0.012905i
0.0089556+0.0071634i,0.031474+0.02135i,0.083812+0.056831i,0.14952+0.10344i,0.17409+0.11489i,0.12534+0.05261i,0.028951-0.030859i,-0.044729-0.067562i,-0.056385-0.058014i,-0.035272-0.038222i,-0.016636-0.027669i,-0.0048236-0.026323i,-0.0021335-0.028628i,-0.014628-0.027413i,-0.033185-0.02224i,-0.050372-0.021838i,-0.063688-0.027612i,-0.057648-0.024572i,-0.030084-0.015049i,-0.004361-0.014372i,0.0063795-0.019276i,0.0072261-0.021925i,0.005082-0.021219i
-0.0030327-0.018103i,0.013054-0.06022i,0.047501-0.14033i,0.080669-0.21677i,0.071154-0.21671i,0.018238-0.12682i,-0.033089-0.0088456i,-0.0552+0.069451i,-0.043916+0.073491i,-0.02073+0.030998i,-0.013448-0.0033718i,-0.01871-0.0113i,-0.022083-0.0056502i,-0.021006+0.0048164i,-0.017332+0.020753i,-0.016874+0.042889i,-0.019563+0.063069i,-0.016567+0.060615i,-0.0076661+0.036015i,-0.0047376+0.017942i,-0.0095886+0.015081i,-0.012906+0.017777i,-0.0079819+0.017426i
-0.00035787-0.0097056i,-0.022769-0.045061i,-0.074369-0.11374i,-0.14363-0.17202i,-0.1637-0.15258i,-0.095-0.069841i,0.015233-0.0095015i,0.087131-0.0016726i,0.08633-0.0028601i,0.051619+0.0028688i,0.023915+0.0044573i,0.0091725+0.0061977i,0.0062026+0.010151i,0.011833+0.0064184i,0.022631-0.0064618i,0.038834-0.023675i,0.054822-0.038177i,0.052633-0.036954i,0.032657-0.020209i,0.019953-0.0063558i,0.017722-0.0071335i,0.011461-0.012257i,0.0006821-0.0076053i
-0.0086644+0.014984i,-0.038156+0.047357i,-0.096043+0.11922i,-0.13394+0.19422i,-0.10024+0.19125i,-0.040288+0.09634i,-0.03017-0.023781i,-0.054297-0.088155i,-0.055865-0.074438i,-0.031516-0.030874i,-0.0065438-0.0064432i,0.0058445-0.0043095i,0.0062612-0.0090439i,-0.0012969-0.015315i,-0.019964-0.023827i,-0.04208-0.031069i,-0.055145-0.033585i,-0.052053-0.029012i,-0.034883-0.019567i,-0.019217-0.01472i,-0.013358-0.016652i,-0.011988-0.019434i,-0.010424-0.016319i
0.010914+0.018649i,0.028558+0.065153i,0.068793+0.14471i,0.11583+0.19656i,0.11214+0.1587i,0.028575+0.077333i,-0.0549+0.055918i,-0.062032+0.080882i,-0.032565+0.074121i,-0.01902+0.046687i,-0.012494+0.034436i,-0.0048542+0.026316i,-0.0047818+0.016645i,-0.008198+0.017583i,-0.0036914+0.030639i,0.003359+0.046128i,0.0042311+0.055103i,0.001648+0.049528i,-0.004868+0.030079i,-0.013992+0.018084i,-0.014453+0.025729i,-0.0061839+0.034121i,-0.00041674+0.027723i
0.012021-0.0043257i,0.060111-0.02034i,0.14891-0.066478i,0.20701-0.13766i,0.1558-0.16527i,0.073729-0.096013i,0.075996-0.0071051i,0.10752+0.012701i,0.080362+0.0024654i,0.031324+0.016034i,0.014472+0.029849i,0.013987+0.021557i,0.011738+0.0092298i,0.016942+0.0055745i,0.028657+0.00037478i,0.039295-0.010989i,0.048116-0.024008i,0.0455-0.029156i,0.030887-0.020908i,0.022236-0.010618i,0.023055-0.010992i,0.024113-0.018371i,0.020085-0.025597i
-0.0037891-0.022495i,-0.0083746-0.080464i,-0.017867-0.18949i,-0.040263-0.2678i,-0.041358-0.22467i,0.015859-0.13237i,0.054954-0.10758i,0.0063059-0.11597i,-0.04497-0.082905i,-0.032971-0.040787i,-0.011107-0.030894i,-0.0093802-0.031799i,-0.010068-0.027849i,-0.0099855-0.027271i,-0.015379-0.032102i,-0.028318-0.036322i,-0.041272-0.034209i,-0.037976-0.026861i,-0.018408-0.019972i,-0.005806-0.015526i,-0.006356-0.009296i,-0.0034178-0.00051292i,0.0090817+0.0034044i
-0.017766+0.0016052i,-0.070662+0.0015407i,-0.17094+0.035551i,-0.23396+0.10931i,-0.17277+0.15618i,-0.071429+0.13041i,-0.047909+0.086694i,-0.048936+0.083049i,-0.02073+0.074347i,-0.0041466+0.032319i,-0.01099-0.0004075i,-0.018501-0.0086327i,-0.017911-0.0048766i,-0.012802+0.002928i,-0.0071873+0.0091389i,0.00095688+0.014055i,0.0073604+0.019881i,0.0044048+0.028478i,-0.0031138+0.031899i,-0.0071725+0.026913i,-0.0060072+0.025078i,-0.0037498+0.030228i,-0.00064505+0.038237i
-0.0038891+0.024811i,-0.015011+0.098838i,-0.036199+0.2247i,-0.029816+0.32273i,0.0085646+0.30391i,0.018938+0.20838i,0.01771+0.14173i,0.049718+0.095688i,0.066435+0.040925i,0.036219+0.019332i,0.013215+0.023943i,0.013695+0.021116i,0.015088+0.016892i,0.011931+0.016013i,0.0081981+0.014478i,0.0095955+0.010603i,0.010564+0.0029204i,0.0047505-0.00078848i,-0.0013546+0.0025081i,0.0025825-0.00089279i,0.0033631-0.017836i,-0.010816-0.032028i,-0.026198-0.028446i
0.012851+0.0013138i,0.054775-0.0016566i,0.1512-0.01625i,0.23584-0.069425i,0.20068-0.14378i,0.097874-0.17155i,0.039524-0.1472i,0.012132-0.11571i,-0.021767-0.081185i,-0.030904-0.040008i,-0.014438-0.013903i,0.00010304-0.0053447i,0.0041491-0.0047116i,-0.0052701-0.0032445i,-0.017517+0.0041761i,-0.020409+0.013575i,-0.019436+0.01837i,-0.01412+0.010618i,-0.0030437-0.0096033i,-0.0012148-0.021149i,-0.0073129-0.0098962i,-0.0077514+0.0054402i,-0.0047729+0.0044236i
0.005472-0.030374i,0.038771-0.094681i,0.08775-0.22395i,0.088367-0.34534i,0.031739-0.35198i,-0.011655-0.26475i,-0.023776-0.16593i,-0.038072-0.073408i,-0.036571-0.0021797i,-0.024638+0.0084476i,-0.025491-0.0015635i,-0.021111+0.0044139i,-0.014404+0.0068912i,-0.016575+0.0032969i,-0.012245+0.00070869i,0.0027853-0.0030396i,0.021836-0.0071067i,0.033015-0.015022i,0.025327-0.018255i,0.010622-0.0063085i,0.0057767+0.0068895i,0.010716+0.010484i,0.017039+0.00832i
-0.0010766+0.0085404i,-0.035133+0.0046088i,-0.11727-0.00054007i,-0.1924+0.015567i,-0.17149+0.070635i,-0.078738+0.12084i,-0.028202+0.1191i,-0.021072+0.087875i,-0.0077563+0.059037i,0.0043925+0.041921i,0.0073709+0.03173i,0.00092212+0.015959i,-0.012937+0.0032508i,-0.012158-0.00041445i,-0.0052016-0.0080345i,-0.013305-0.017181i,-0.023783-0.023397i,-0.025856-0.021575i,-0.01941-0.0083641i,-0.0072559-0.0014745i,-0.00541-0.008697i,-0.012261-0.015141i,-0.011966-0.011977i
-0.013303+0.027559i,-0.043394+0.079769i,-0.098498+0.16333i,-0.1262+0.25187i,-0.079211+0.29244i,-0.012455+0.26176i,0.024165+0.19062i,0.022814+0.10462i,0.00035+0.04137i,-0.0029333+0.022608i,0.01108+0.0098121i,0.0069494-0.0080938i,-0.00034076-0.010465i,0.0026964-0.0082199i,0.00077985-0.002186i,-0.0063688+0.012946i,-0.014132+0.029729i,-0.014538+0.040091i,-0.0056298+0.033922i,0.0021468+0.017379i,0.011474+0.0082847i,0.018839+0.0064713i,0.01337+0.0057091i
0.02352-0.018077i,0.061689-0.02554i,0.13533-0.00057226i,0.18462+0.01687i,0.11911-0.014435i,-0.00036235-0.041077i,-0.033253-0.045034i,0.0076765-0.053026i,0.015485-0.052584i,-0.002245-0.030019i,-0.008267-0.015882i,-0.0064074-0.012116i,0.0034088-0.0071551i,0.0105-0.011208i,0.0053686-0.024041i,-0.0017552-0.034564i,-0.0019246-0.032377i,-0.0013141-0.017301i,-0.0036302-0.003297i,-0.0032235+0.0016579i,-0.001257+0.00044495i,0.00038431-0.0035643i,0.0023021-0.0083601i
-0.0085992+0.001376i,0.0022227-0.016584i,0.047965-0.07998i,0.11024-0.16507i,0.11798-0.22503i,0.040541-0.24025i,-0.042687-0.2018i,-0.066391-0.13872i,-0.043386-0.081037i,-0.018618-0.037456i,-0.0066894-0.0097729i,-0.00041429-0.0034489i,-0.0056759-0.0084139i,-0.010491-0.0059071i,-0.0055853-0.0067112i,-0.0087531-0.022277i,-0.023933-0.035367i,-0.036985-0.035748i,-0.036725-0.029196i,-0.02673-0.022611i,-0.025257-0.010554i,-0.026772+0.010379i,-0.01313+0.022984i
-0.044971-0.010117i,-0.10645-0.019134i,-0.15877-0.011561i,-0.13034+0.0010139i,-0.017917-0.010169i,0.08361-0.033295i,0.079313-0.023228i,0.026357+0.031488i,0.0061214+0.064402i,0.0037853+0.043895i,0.003388+0.014167i,0.01122-0.0054041i,0.010402-0.015686i,-0.00054212-0.0013218i,0.0031472+0.029302i,0.028842+0.049976i,0.054524+0.047049i,0.061892+0.024976i,0.051822+0.0043363i,0.03533-0.0034211i,0.024234-0.010097i,0.012741-0.018205i,-0.0032287-0.008557i
0.050323+0.023364i,0.10019+0.07156i,0.087719+0.12171i,-0.0058629+0.14635i,-0.030321+0.16257i,0.070769+0.15263i,0.16723+0.093714i,0.159+0.032026i,0.0884+0.0043635i,0.025705+0.00039049i,0.0006617+0.0025802i,0.002271+0.0071449i,0.007009+0.010535i,0.0070036+0.0021988i,0.0061539-0.0093405i,0.011891-0.012125i,0.02175-0.013305i,0.025606-0.014986i,0.021649-0.008282i,0.012563+0.0056423i,0.0049336+0.016508i,0.00082667+0.011287i,-0.0073633-0.0069933i
0.01871+0.011026i,0.044941-0.010753i,0.08191-0.057795i,0.085792-0.076535i,0.039169-0.02087i,0.020546+0.042411i,0.028025+0.023522i,0.012491-0.040538i,-0.012596-0.060265i,-0.013412-0.027227i,-0.0018284+0.0022005i,-0.0050002+0.0049329i,-0.014015-0.00052688i,-0.0083641-0.0072807i,0.0011121-0.018973i,-0.010317-0.026918i,-0.036174-0.020371i,-0.05352-0.0022313i,-0.053097+0.012226i,-0.032628+0.018532i,0.0044198+0.025336i,0.040035+0.028317i,0.049745+0.017798i
-0.060727-0.084252i,-0.11294-0.21553i,-0.11791-0.32962i,-0.059108-0.28539i,-0.031381-0.13926i,-0.096787-0.033356i,-0.1531+0.037508i,-0.11562+0.082705i,-0.045661+0.07715i,-0.014716+0.040972i,-0.011915+0.018356i,-0.0034056+0.014068i,0.014325+0.00629i,0.014653-0.00046474i,-0.0095886+0.0096022i,-0.031985+0.025202i,-0.029756+0.030687i,-0.01152+0.025194i,0.0016832+0.012567i,-0.0012045-0.0040334i,-0.020973-0.022754i,-0.042921-0.029396i,-0.041337-0.014031i
0.047858+0.016558i,0.081876+0.091256i,0.079816+0.21257i,0.033378+0.233i,-0.04118+0.1012i,-0.11413-0.008066i,-0.10296-0.0082716i,-0.022513+0.012473i,0.014088+0.0057597i,-0.0026703+0.0046569i,-0.01161+0.0091115i,-0.0016794+0.007069i,0.0071898+0.0081914i,0.0063425+0.011858i,-0.0018309+0.003136i,-0.013581-0.01294i,-0.024693-0.021032i,-0.027996-0.020728i,-0.025076-0.020554i,-0.031271-0.018407i,-0.046394-0.00011912i,-0.049363+0.026763i,-0.03516+0.028444i
0.01132+0.16423i,0.050239+0.39806i,0.095528+0.5562i,0.10848+0.44503i,0.10162+0.18773i,0.12632+0.01939i,0.14914-0.031684i,0.098629-0.030307i,0.041608-0.0012582i,0.037169+0.016009i,0.041424+0.0059918i,0.022397-0.0058662i,-0.0058374-0.0059658i,-0.0090979+0.0026405i,0.021389+0.0070988i,0.054625-0.00094325i,0.063157-0.0081684i,0.048143-0.0047981i,0.035014-0.001919i,0.040334-0.01114i,0.060259-0.0301i,0.075489-0.046549i,0.066614-0.045658i
-0.044184-0.089987i,-0.062998-0.21719i,-0.038103-0.31423i,0.0062024-0.25339i,0.060931-0.065294i,0.13079+0.08211i,0.12398+0.094866i,0.035251+0.070896i,-0.012481+0.088615i,0.005865+0.083062i,0.010244+0.049359i,-0.00014355+0.039417i,0.006704+0.042687i,0.0068826+0.04027i,-0.0070812+0.043648i,-0.009788+0.049008i,0.0075662+0.03938i,0.030771+0.019601i,0.041452+0.0011119i,0.032456-0.0097988i,0.0045044-0.0093245i,-0.026765+0.0012719i,-0.032728+0.014175i
0.03846-0.083625i,0.0087045-0.2361i,-0.12464-0.36562i,-0.25882-0.3051i,-0.27729-0.082626i,-0.23498+0.080599i,-0.19096+0.10598i,-0.13128+0.054178i,-0.093453+0.00013361i,-0.077062+0.0037561i,-0.049079+0.017116i,-0.038185+0.0082443i,-0.042016+0.01175i,-0.037598+0.010311i,-0.045433-0.013075i,-0.074013-0.0274i,-0.10521-0.019343i,-0.1191-0.0061263i,-0.10379+0.0075162i,-0.067502+0.026991i,-0.027712+0.048713i,0.0065257+0.061732i,0.019566+0.054449i
-0.11783+0.077006i,-0.28503+0.15736i,-0.39553+0.19333i,-0.31736+0.12958i,-0.1865-0.025966i,-0.17448-0.14292i,-0.17657-0.10587i,-0.10596-0.030572i,-0.06183-0.024095i,-0.067554-0.024459i,-0.054358-0.01539i,-0.033004-0.034416i,-0.03316-0.05608i,-0.023231-0.056284i,0.015163-0.054628i,0.048996-0.068173i,0.051159-0.082295i,0.031153-0.072456i,0.010706-0.039694i,0.0055763-0.01415i,0.0031782-0.019458i,-0.014157-0.038292i,-0.024668-0.038031i
0.043686-0.07311i,0.18068-0.088876i,0.36836-0.032694i,0.40276-0.0072725i,0.24204-0.098983i,0.093113-0.19644i,0.045173-0.22638i,0.020958-0.17166i,-0.0047271-0.055828i,-0.013564+0.024392i,-0.012644+0.04147i,-0.0035648+0.036364i,0.0061605+0.026076i,0.0074229+0.030776i,0.011619+0.047245i,0.03525+0.038747i,0.064582+0.00083796i,0.069688-0.032826i,0.04417-0.042469i,0.00959-0.02887i,-0.0075313-0.00066342i,-0.00285+0.023367i,0.0080273+0.026107i
0.19716+0.11163i,0.42515+0.24271i,0.53481+0.26053i,0.38586+0.085207i,0.19314-0.086381i,0.16487-0.12539i,0.1938-0.12398i,0.13649-0.13642i,0.053379-0.12573i,0.014639-0.093483i,0.0084011-0.062441i,0.0045536-0.041669i,-0.016283-0.025179i,-0.054332-0.0051885i,-0.086733+0.029169i,-0.084336+0.07777i,-0.054333+0.10567i,-0.025249+0.087537i,-0.0095915+0.040933i,-0.0065839+0.0027278i,0.00070846-0.013844i,0.017645-0.020267i,0.021417-0.013594i
-0.24747+0.0096072i,-0.56975-0.073907i,-0.78159-0.19291i,-0.58708-0.16594i,-0.14216+0.027538i,0.14794+0.19075i,0.14097+0.24871i,0.033701+0.22317i,-0.019408+0.13216i,-0.031827+0.047295i,-0.022025+0.004309i,-0.0016458-0.030591i,0.013561-0.058441i,0.030713-0.070405i,0.032968-0.077641i,0.011883-0.061333i,0.0032504-0.020557i,0.016819+0.007875i,0.029265+0.014272i,0.022845+0.012003i,-0.008424+0.01573i,-0.049445+0.027087i,-0.068754+0.029542i
0.034319-0.28236i,0.052347-0.57674i,0.030849-0.6986i,-0.059776-0.44165i,-0.1585-0.033977i,-0.19457+0.20003i,-0.12036+0.20589i,-0.012128+0.11058i,0.0052394+0.071344i,0.0014753+0.10026i,0.019545+0.091732i,0.0047326+0.063015i,-0.011215+0.06724i,0.0054261+0.06663i,0.017025+0.031501i,-0.0057857-0.022661i,-0.045063-0.053138i,-0.066832-0.036972i,-0.061398-0.0064312i,-0.037602+0.0013343i,-0.0076079-0.0088383i,0.02079-0.018504i,0.032636-0.026745i
0.24424+0.30354i,0.61104+0.66379i,0.90764+0.83852i,0.78419+0.45364i,0.28147-0.22871i,-0.14186-0.60122i,-0.18069-0.55488i,-0.031224-0.38026i,0.023952-0.26695i,-0.030259-0.17906i,-0.049105-0.081751i,-0.011233-0.034403i,-0.019842-0.0355i,-0.079164-0.019846i,-0.098424+0.018872i,-0.056752+0.043053i,-0.0098071+0.038177i,0.014946+0.017576i,0.023943-0.010696i,0.0094793-0.03555i,-0.023318-0.042274i,-0.046906-0.026773i,-0.039714-0.0010992i
-0.2786+0.081823i,-0.51716+0.22659i,-0.48299+0.31004i,-0.043595+0.20067i,0.40196+0.014525i,0.46933-0.030182i,0.22406+0.078528i,-0.0010997+0.15963i,-0.025791+0.11628i,0.0038686+0.010724i,-0.010587-0.029709i,-0.0042949-0.01498i,0.031665-0.022089i,0.050254-0.047095i,0.033526-0.050402i,0.021281-0.018712i,0.050237+0.0015817i,0.076041-0.019843i,0.061283-0.048625i,0.033854-0.050265i,0.019178-0.025021i,0.0089716+0.0026072i,-0.0049367+0.017788i
0.018733-0.29182i,-0.13297-0.655i,-0.45633-0.77188i,-0.64112-0.297i,-0.41327+0.41277i,-0.04704+0.74315i,0.10691+0.60847i,0.078088+0.32299i,0.021669+0.15i,0.029647+0.099683i,0.044918+0.057748i,0.01592+0.024185i,-0.0027744+0.024956i,0.008823+0.014624i,0.0017369-0.023972i,-0.05384-0.05224i,-0.11878-0.041758i,-0.13862-0.0075264i,-0.10384+0.01967i,-0.039701+0.018239i,0.01998-0.013825i,0.051493-0.056463i,0.053043-0.08i
0.13782+0.1542i,0.31305+0.28547i,0.39601+0.33092i,0.22665+0.17034i,-0.094653-0.18392i,-0.31159-0.50141i,-0.28691-0.51401i,-0.11759-0.28091i,-0.031363-0.082082i,-0.051082+0.028955i,-0.032529+0.065987i,-0.0053329+0.015504i,-0.044234-0.027393i,-0.082104-0.010563i,-0.059361+0.0061426i,-0.014571-0.0031292i,0.0085063-0.0013693i,0.019609+0.013324i,0.031112+0.010965i,0.028512+0.0046685i,0.0078499+0.023594i,-0.0090601+0.055359i,-0.0091268+0.061483i
-0.046149-0.00070465i,0.071119+0.051968i,0.43247+0.066715i,0.75865-0.052937i,0.74016-0.18818i,0.52967-0.19927i,0.32734-0.16337i,0.16286-0.12842i,0.10682-0.072435i,0.10478-0.067281i,0.045386-0.069143i,-0.0030225-0.02103i,0.0067678-0.0028557i,0.0094454-0.027889i,-0.01114-0.040485i,-0.017383-0.048513i,-0.0070278-0.065825i,-0.004057-0.062758i,-0.0072736-0.038647i,-0.0051921-0.024798i,-0.0044761-0.018953i,-0.0086185-0.0057666i,-0.013777+0.014839i
0.046426+0.024136i,-0.031415+0.016756i,-0.23344-0.018863i,-0.29779-0.00027012i,-0.070019+0.14527i,0.1607+0.26804i,0.13633+0.19467i,-0.030683+0.03131i,-0.12564-0.035868i,-0.097208+0.0054198i,-0.015408+0.033341i,0.034386+0.0064239i,0.036303-0.011413i,0.031938-0.015776i,0.028988-0.02472i,0.0091796-0.016306i,-0.022684+0.005345i,-0.039378+0.019041i,-0.02122+0.021968i,0.014484+0.021316i,0.03588+0.01324i,0.029951-0.0097653i,0.015123-0.037545i
-0.2115+0.055251i,-0.49876+0.18505i,-0.75088+0.38861i,-0.74669+0.54254i,-0.528+0.45441i,-0.33326+0.21574i,-0.17849+0.13778i,0.017898+0.18504i,0.11611+0.1606i,0.054121+0.082308i,-0.025477+0.018159i,-0.056047-0.03379i,-0.045035-0.072635i,-0.0036201-0.099619i,0.025501-0.13073i,0.023337-0.15599i,0.016676-0.14218i,0.03205-0.098465i,0.052541-0.066569i,0.036218-0.049247i,-0.0056818-0.027683i,-0.029818-0.0010987i,-0.024257+0.025233i
0.25721-0.12647i,0.70858-0.32848i,1.1612-0.48799i,1.207-0.49297i,0.86984-0.37658i,0.53971-0.25621i,0.32587-0.19242i,0.13278-0.13374i,-0.025213-0.070614i,-0.098489-0.01527i,-0.088013+0.047042i,-0.038147+0.08838i,-0.022308+0.094586i,-0.034169+0.099888i,-0.023942+0.11043i,0.0079614+0.096085i,0.027361+0.045215i,0.010777+0.0066595i,-0.001934+0.012102i,0.011864+0.015849i,0.011635+0.0096851i,0.0025296+0.023087i,0.011121+0.03406i
-0.12864+0.22457i,-0.25617+0.42905i,-0.40155+0.43773i,-0.47987+0.17259i,-0.46151-0.05604i,-0.31846-0.045798i,-0.12622-0.0010573i,-0.059628-0.043309i,-0.074499+0.0035636i,0.0015159+0.1112i,0.12445+0.061027i,0.14772-0.096121i,0.097022-0.1792i,0.057117-0.16859i,0.05852-0.12834i,0.08415-0.1099i,0.070998-0.1072i,0.023508-0.080721i,-0.011354-0.035813i,-0.019295-0.0080092i,-0.0057521-0.01756i,-0.002177-0.041424i,-0.017225-0.04204i
-0.32358-0.15012i,-0.96093-0.10198i,-1.488+0.32451i,-1.1405+0.91211i,-0.038791+0.96251i,0.65494+0.41604i,0.5526-0.039816i,0.29636-0.12347i,0.14175-0.09441i,-0.031805-0.06703i,-0.14645+0.026559i,-0.12615+0.12083i,-0.044265+0.16341i,0.040463+0.17323i,0.078105+0.14549i,0.071228+0.12795i,0.090755+0.1243i,0.098218+0.09133i,0.063546+0.058671i,0.041969+0.046103i,0.030761+0.033146i,0.0088149+0.017114i,-0.0093733+0.00081886i
0.27985-0.17858i,0.74093-0.6222i,0.98535-1.2272i,0.55009-1.3108i,-0.19989-0.56263i,-0.49136+0.28915i,-0.30725+0.53766i,-0.11858+0.36229i,-0.051612+0.14574i,-0.032298+0.01271i,-0.031036-0.032203i,-0.035014-0.045093i,-0.075513-0.062217i,-0.14645-0.061899i,-0.19456-0.035337i,-0.20023+0.0069365i,-0.17413+0.034685i,-0.11872+0.0077845i,-0.074638-0.054225i,-0.076253-0.072561i,-0.068638-0.029801i,-0.021686+0.0060137i,0.018877+0.0095157i
