-0.0016858-0.0015898i,-0.0008725-0.0014153i,-0.00076592-0.0014235i,-0.00047998-0.0016679i,-0.00081926-0.00161i,-0.0013279-0.0012021i,-0.0014618-0.00045239i,-0.0010326+0.00032624i,-0.00027907+7.6246e-05i,0.00057473+0.00039312i,0.00083025+0.00030399i,0.00078816-0.0005576i,0.00066987-0.0011213i,0.00071819-0.0015667i,0.0004996-0.0011573i,-0.00041889-0.0012406i,-0.00064506-0.0012812i,-0.00098308-0.0008607i,-0.00080556-0.00068604i,0.00012174-0.00085041i,0.0013525-0.0003265i,0.0014091+0.00050376i,0.00063959+0.00096422i
-0.0024742+0.0017278i,4.4841e-05+0.0010078i,0.0022149+0.00058241i,0.0063323+0.00015768i,0.010535-0.00045671i,0.0089542-0.0022131i,0.0036821-0.0025587i,0.00017552-0.00032849i,0.00013652+0.0020478i,0.0011307+0.0033283i,0.0007967+0.0045589i,0.00090344+0.004717i,0.0014824+0.0029417i,0.00070207+0.00067958i,-5.0987e-05-0.0008816i,3.4145e-05-0.0013932i,-0.000631-0.001877i,-0.001079-0.0017119i,-0.00033719-0.0012379i,0.00010923-0.00019981i,-0.00010267+0.00055971i,0.00019895+0.00077366i,0.00081643+0.0006023i
0.00013256-0.0032182i,-0.00010036-0.0017453i,-0.00077418-7.7515e-05i,0.00064167+0.0025196i,0.0034257+0.0049081i,0.0056275+0.0032526i,0.0065967-0.0014937i,0.0051546-0.0028709i,0.0024477+0.00032895i,0.00080532+0.0038665i,0.00048273+0.0051669i,-0.00018761+0.0047775i,0.00029889+0.0035139i,0.0012018+0.0012594i,0.00096865-0.0015318i,0.00098451-0.00251i,0.00082048-0.0025558i,0.00057259-0.0025789i,-0.00031765-0.0016652i,-0.00077086-0.001225i,-0.00026107-0.00085381i,-0.00029929+6.6042e-05i,-0.00044891+0.00033804i
0.00075791+0.00065027i,0.00030705+0.0016179i,-0.00040682+0.0044991i,-0.0018827+0.0065318i,-0.0026031+0.006259i,-0.0011952+0.0030321i,0.001664-0.0010831i,0.0037778-0.0023076i,0.0038687-8.1586e-05i,0.0025295+0.0025294i,0.0017798+0.0026591i,0.0010488+0.0018541i,0.00084392+0.0019515i,0.0019607+0.0015797i,0.0027321+0.00027943i,0.0025948-5.9943e-05i,0.0018928+0.0003104i,0.0012117+0.00021039i,0.0011157-0.00074268i,0.00097199-0.0012198i,0.00061033-0.00069623i,-0.00063671-0.0010219i,-0.0015094-0.00050907i
0.00030734+0.0011153i,0.00037834+5.3074e-05i,-0.00028712-0.0015059i,-0.002067-0.0022332i,-0.003284-0.0018585i,-0.0011869+0.00057067i,0.0017281+0.0016871i,0.0026825+0.00011976i,0.00078071-0.00064785i,-0.00083049-2.4962e-06i,0.00037565+0.0002261i,0.0026557-0.00084859i,0.0025443-0.00073996i,0.0020864+0.0006449i,0.0019214+0.0018733i,0.0010023+0.0024889i,0.00048654+0.0026485i,0.00020891+0.0023772i,-0.00023812+0.0016573i,-0.00047609+0.0012581i,-0.00053005+0.00035203i,-5.2251e-06-0.00019238i,0.00067298+4.8427e-05i
0.00098924-0.0012661i,0.00040286-0.0012183i,-0.0012726-0.0012814i,-0.0014901-0.0031623i,-0.00059551-0.0056076i,-0.00068939-0.0054779i,-0.0018235-0.0033035i,-0.002779-0.0022604i,-0.0018224-0.0027994i,-0.00015931-0.0025444i,0.00090156-0.0015041i,0.0015668-0.0016721i,0.0006203-0.0019792i,-0.00033894-0.0011062i,-0.00060737+0.00052944i,-0.0020459+0.0012989i,-0.0028541+0.00072753i,-0.0017237+0.001039i,-0.00015889+0.0014896i,0.00095027+0.00072654i,0.0018609+0.00021653i,0.0021704+0.00070862i,0.0016361+0.0013644i
0.0015521-0.0034767i,7.5358e-05-0.0047852i,0.00063745-0.0047809i,0.0056669-0.0042244i,0.010423-0.0045425i,0.0094952-0.0052473i,0.0046778-0.0049611i,-0.00012659-0.0027598i,-0.001884-0.00054403i,-0.001882-5.0207e-05i,-0.0025268-0.00018691i,-0.002205-0.0002734i,-0.00031949-0.00098863i,0.00032806-0.0024094i,-0.00039929-0.0028591i,-0.0010325-0.002691i,-0.001788-0.0029518i,-0.0018856-0.0030472i,-0.00076516-0.0024336i,9.8592e-06-0.0015447i,-0.0001405-0.00080446i,-0.0010276+7.0096e-05i,-0.00032624-0.00034379i
0.0020081-0.00019614i,0.0021333-0.00065113i,0.0028201-0.00055158i,0.0045746+0.0018957i,0.0066079+0.0055522i,0.0078768+0.0056038i,0.0073496+0.0027895i,0.0047532+0.0021304i,0.0018767+0.0028957i,-0.00022346+0.0026336i,-0.0022089+0.0027713i,-0.0028057+0.0023687i,-0.00079527+0.00080917i,0.0016368-0.00083113i,0.0023163-0.002307i,0.0019278-0.0027227i,0.0012523-0.0026461i,0.00058634-0.0027495i,-4.7537e-05-0.0015025i,0.0002918-0.0001195i,0.00082879+0.00029709i,-0.00017047+0.00058375i,-0.0011027+5.9496e-05i
-0.012084+0.011292i,-0.007652+0.013778i,-0.0039987+0.021514i,0.0007463+0.022746i,0.007011+0.018397i,0.011912+0.0087986i,0.009201+0.0024855i,0.0055792+0.0044177i,0.0045453+0.0077719i,0.0031992+0.0080423i,0.0014321+0.0054206i,-0.00098234+0.0036184i,-0.0022116+0.002875i,-0.0010313+0.00081343i,0.00073286-0.00038243i,0.0019495-0.00016714i,0.0021459+3.2464e-05i,0.0017552+0.00020878i,0.0011694-0.0011313i,0.00049099-0.0018127i,-0.00014683-0.0010922i,-0.00045979-0.00076133i,-0.0011011-0.00026014i
0.0016019-0.0004032i,0.0030544+0.00055263i,0.0024782+0.0017222i,-0.0013633+0.0014867i,-0.0049124+0.00057067i,-0.0041951+0.00071971i,0.00068388+0.0029557i,0.0050255+0.003316i,0.0049435+0.0023875i,0.0026576+0.003338i,0.00151+0.0046827i,0.0011033+0.0035265i,0.00063733+0.002853i,0.00049102+0.0043386i,0.00098213+0.0041119i,0.00095688+0.0025586i,0.0010221+0.0018948i,0.0011964+0.0021103i,0.00083062+0.0022136i,-6.1245e-05+0.0015121i,-3.6024e-05-0.00040844i,0.00081069-0.0013957i,0.00084266-9.1587e-05i
-0.00057607+0.0022791i,-0.0013609+0.0012535i,-0.00063143-0.0026058i,0.001637-0.008921i,0.0023153-0.013348i,0.00023879-0.012518i,-0.0010027-0.0093618i,-0.00046085-0.0073703i,1.7281e-05-0.005183i,0.00097541-0.0012222i,0.0028896+0.0012187i,0.0038609+0.00073692i,0.0026592-0.00057297i,0.00060829-0.00021869i,-0.00034923+0.00090873i,-0.0009549+0.00033163i,-0.0019853-0.0003999i,-0.0020223-0.0001882i,-0.0012474+0.00058509i,-0.00063486+0.0012068i,-1.7551e-05+0.0015616i,0.00017896+0.0016578i,0.00016078+0.0013615i
5.5474e-05-0.0012517i,-0.00018999-0.001842i,0.0013676-0.0021671i,0.0058604-0.0031445i,0.010739-0.0039173i,0.011812-0.0066001i,0.0068108-0.010125i,-0.00017487-0.011583i,-0.0026768-0.009681i,-0.00028274-0.0052773i,0.0029339-0.0021347i,0.0042161-0.0016556i,0.0037301-0.0024577i,0.0023634-0.0034666i,0.00039513-0.0035023i,-0.00059311-0.0028852i,-0.0012482-0.0022278i,-0.0014236-0.00082532i,0.00022036-0.00023995i,0.0020538-0.0003866i,0.0019081-5.9068e-05i,0.0010229+0.00046498i,0.0014267+0.00049591i
0.0022942+3.5209e-05i,0.0025595+0.00055342i,0.0048576+0.0016048i,0.0076214+0.0039248i,0.0098077+0.0050272i,0.0099709+0.0023003i,0.0078462-0.0017816i,0.0040876-0.0037871i,0.0017596-0.0034171i,0.0010691-0.0028603i,0.00049641-0.002992i,0.00063135-0.0027061i,0.0010639-0.0013932i,0.0021161-0.0010145i,0.0028023-0.001853i,0.0023245-0.0025624i,0.00099189-0.0028422i,0.00052058-0.0022673i,0.00115-0.0018609i,0.0010443-0.002409i,0.00015218-0.0028656i,-0.00070905-0.002498i,8.5878e-05-0.0011933i
-0.0025881+0.00039244i,-0.0032059+0.00099367i,-0.0032867+0.003461i,-0.0023238+0.007769i,-0.00090277+0.009364i,0.00070169+0.0080374i,0.0025071+0.0075563i,0.0035641+0.0088875i,0.0027896+0.00889i,0.0011788+0.0050944i,-0.0013709+0.00052014i,-0.0041603-0.00050349i,-0.0042292+0.0010636i,-0.0018443+0.0014135i,0.0012002+0.0011267i,0.0020632+0.00058732i,0.0015278+0.00027382i,0.0010514-0.00020787i,0.00055688-0.00098499i,0.0001148-0.00068104i,-0.00015937-0.00058571i,-0.00065634-0.0012674i,-0.00070266-0.0013696i
0.0001008-0.0010598i,0.00035154-0.001237i,-0.0018735-0.0021002i,-0.0070684-0.0026276i,-0.011037-0.0010009i,-0.0098168+0.002686i,-0.0050149+0.0074411i,-0.00084416+0.011315i,0.00049146+0.011953i,-0.00028763+0.0089298i,-0.0025083+0.0051544i,-0.0037415+0.0031989i,-0.003448+0.0025927i,-0.002783+0.0028077i,-0.0016529+0.0024627i,-0.00044762+0.0015044i,0.00024363+0.0015101i,0.00075115+0.0021159i,0.00038534+0.0026666i,-0.00016859+0.0020047i,6.2806e-06+0.0010454i,3.3689e-07+0.00054749i,-0.00012935+8.3898e-05i
-0.0018229+0.0020405i,-0.0032033+0.0024157i,-0.0026184+0.0012635i,-2.858e-05-0.0029326i,0.0018499-0.007867i,0.0014385-0.0083268i,-0.0004091-0.0031306i,-0.0011073+0.0012123i,-0.00071136+0.0026586i,-0.0011293+0.0039929i,-0.0021373+0.0054931i,-0.0010969+0.0048674i,0.00050058+0.0023219i,0.00057036+0.00025755i,-0.00037291+0.00040648i,-0.00069548+0.00080126i,-0.00042022+0.00075426i,-0.00026263+0.00095586i,-0.00044917+0.00044867i,-0.0014745+0.00017309i,-0.0019612+0.00016514i,-0.00098285+0.00075731i,-0.00070779+0.00094872i
0.0035822-0.0035718i,0.0036218-0.0040935i,0.0061232-0.005487i,0.0090636-0.0060154i,0.0112-0.0062525i,0.010232-0.0077691i,0.008111-0.01085i,0.006381-0.013472i,0.0036719-0.013086i,0.00089722-0.0068712i,0.00061487+0.00029969i,0.0032576+0.0034837i,0.0046637+0.0036247i,0.0039357+0.0021539i,0.002715+0.00017406i,0.0014803-0.0013506i,1.3087e-05-0.0017816i,-0.00072959-0.0017595i,-0.00031344-0.00099833i,0.00026858+0.00026538i,0.00049793+0.00080904i,7.6222e-05+0.0014983i,0.00034501+0.001884i
-0.0028533+0.001598i,-0.0025778+0.0043704i,0.00018236+0.0061772i,0.0071943+0.0070166i,0.013869+0.0053175i,0.016488+0.0004509i,0.015663-0.0056677i,0.012112-0.011083i,0.00711-0.011074i,0.0041804-0.0056317i,0.0045537-0.0018924i,0.0043955-0.0012202i,0.0022156-0.001198i,0.001809-0.0014318i,0.0022661-0.0015197i,0.0013237-0.0018386i,-0.00049932-0.0021104i,-0.0012953-0.0022845i,-0.00015302-0.0011092i,0.001992-0.00077398i,0.0031834-0.0016198i,0.0023806-0.0019035i,0.0011292-0.00096638i
-0.0019363-0.00022722i,-0.0010254-0.00074538i,-0.0016276+0.00085776i,-0.0029201+0.0063737i,-0.0013601+0.011242i,0.0031553+0.0096608i,0.0050181+0.0058484i,0.0036146+0.0041667i,0.0026296+0.0036097i,0.0034424+0.0018397i,0.0027636-0.00099833i,-7.3776e-05-0.0029531i,-0.0018067-0.0032186i,-0.0014832-0.0025546i,-2.4355e-05-0.0021183i,0.0010919-0.0019764i,0.00091001-0.001529i,0.00034194-0.00058369i,0.00072881+7.9638e-06i,0.00049322-0.00014341i,0.00040617-0.0011151i,0.0010851-0.0021423i,0.00063741-0.0017613i
0.00016383+0.0026052i,0.00098254+0.0050411i,-0.00092611+0.0073575i,-0.0045134+0.0061374i,-0.0066387+0.0033006i,-0.0059066+0.0022393i,-0.0059132+0.0047108i,-0.0068488+0.010944i,-0.0048077+0.014379i,-0.00090912+0.010052i,4.5671e-05+0.0031682i,-0.0011711-0.00024315i,-0.0020727-0.00033171i,-0.0016312-0.0005849i,4.9607e-05-0.0008423i,0.0013229+7.3804e-06i,0.0012625+0.00090851i,0.00081814+0.00076438i,-0.00027095+0.00075519i,-0.0017722+0.0014543i,-0.0020044+0.00059122i,-0.0012492-0.001217i,-0.0007824-0.0011487i
-0.0015239-0.00052876i,-0.0025865-0.0015861i,-0.0017508-0.0025583i,-0.0001867-0.0056126i,-0.0015516-0.0084901i,-0.004571-0.008469i,-0.0069279-0.0046283i,-0.0085939+0.0015077i,-0.0079909+0.0053439i,-0.0058861+0.0056027i,-0.0039762+0.0038797i,-0.0018564+0.0035393i,0.00047641+0.0033965i,0.001349+0.0014589i,0.00090749+0.00037341i,-4.7729e-07+0.00096526i,-0.00030597+0.0018681i,0.0001404+0.0017785i,-3.0604e-05+0.000393i,-0.00061192-0.00033031i,-0.0014074+0.00068463i,-0.0015758+0.0017782i,-0.00066681+0.0016185i
0.00098968-0.0021549i,0.0028798-0.0016414i,0.0050489-0.0017938i,0.0084184-0.0041078i,0.01002-0.0068412i,0.00892-0.0083033i,0.0074162-0.0092125i,0.0058243-0.010448i,0.0026055-0.0085965i,-0.0012733-0.0033435i,-0.0016713+0.002478i,0.0013165+0.0050157i,0.0032269+0.0037055i,0.0025868+0.0022479i,0.0011276+0.0012211i,-0.00024767+0.00055296i,-0.00091707-0.00057647i,-0.00058847-0.0014299i,0.0006418-0.0014088i,0.00055775-0.0015672i,-0.00054554-0.0010625i,-0.0011906+0.00042985i,-0.0023478+0.0020428i
0.0009722+0.001294i,0.00012088+0.001839i,0.0018362+0.002342i,0.0067435+0.0044203i,0.01312+0.0041039i,0.016584+0.0010844i,0.017087-0.0026322i,0.015152-0.0080083i,0.010231-0.011451i,0.0046604-0.008206i,0.0027826-0.0021132i,0.0029278-0.00024543i,0.0019733-0.00023949i,0.00080486+0.00052652i,6.3398e-05+0.00096452i,-0.00016701-7.9655e-05i,-0.0005926-0.0016585i,-0.0010183-0.0018008i,-0.00040702-0.0013002i,0.0012102-0.00083462i,0.001955-0.00092605i,0.0017508-0.001074i,0.0010888-0.0010346i
-0.00078397+0.00065805i,0.0001131+0.0010725i,-0.00092883+0.0035308i,-0.0017746+0.0067612i,0.00042795+0.0098736i,0.0055127+0.0085577i,0.0083556+0.0041482i,0.0083072+0.0017399i,0.0069471+0.001004i,0.0052596+0.0002457i,0.0037045-0.00040482i,0.0019987-0.0024268i,8.5228e-05-0.0042466i,-0.00023655-0.0039724i,0.00066513-0.0027987i,0.001228-0.0021313i,0.0011812-0.0018917i,0.00055184-0.0010862i,0.00014637-0.00037724i,0.0012397+0.00034601i,0.0023399+0.00039229i,0.0025344-0.00080743i,0.0021375-0.0021487i
-5.2547e-05-0.00031491i,-0.0023022+0.00084289i,-0.0056539+0.00034339i,-0.0085524-0.0003502i,-0.0096958+4.4153e-05i,-0.0083082+0.0028142i,-0.0060839+0.0056086i,-0.0056057+0.008892i,-0.0038959+0.011888i,-8.2299e-05+0.0093861i,0.00092875+0.0038482i,-0.00083154+0.00066084i,-0.00074455-0.00055656i,0.0014332-0.0017699i,0.0025752-0.0029142i,0.002856-0.0024936i,0.00253-0.00044473i,0.001359+0.00063151i,4.6017e-05+0.00068752i,-0.00033175+0.00065633i,4.7482e-05+0.00060614i,0.00062694+0.00015702i,0.0010169-0.00041038i
0.00026608-0.00038002i,-0.00083425-0.0021464i,-0.00064337-0.0039915i,-0.0004919-0.0056049i,-0.0018986-0.0073093i,-0.0047077-0.0076151i,-0.0070891-0.0043062i,-0.008757+0.0022854i,-0.0075095+0.0079265i,-0.0041462+0.0081163i,-0.0033504+0.0055002i,-0.0034528+0.0039896i,-0.0014625+0.0040297i,0.0012387+0.0030211i,0.0024424+0.001296i,0.0015083+0.00032975i,0.00076345+0.00027787i,0.00058977-0.00025875i,-0.00031367-0.0005013i,-0.0019037+0.0002094i,-0.002417+0.00025342i,-0.0019125+0.00048196i,-0.00099311+0.0011664i
0.0038099+0.0014394i,0.0042379+0.0011413i,0.0064468+0.0012077i,0.0083329-0.00086442i,0.0094203-0.0052191i,0.0071126-0.0080323i,0.0045391-0.0082969i,0.0028235-0.0080298i,0.00028551-0.0060929i,-0.0020162-0.0021729i,-0.0024721+0.00333i,-0.00076211+0.0068497i,0.0010947+0.0063562i,0.00095543+0.0041414i,0.00010986+0.0029601i,-1.4187e-05+0.0021022i,-0.00078411+0.00078106i,-0.0011039+0.0007536i,0.00028984+0.00070917i,0.00071002-0.00017687i,-0.00043116-0.00036786i,-0.0011784-0.00028828i,-0.001118+0.00086576i
-0.00012187-0.00030546i,0.00047927-0.00068432i,0.0017304+6.0755e-05i,0.0065003+0.001268i,0.010909+0.0014046i,0.013116-0.00085655i,0.014805-0.0052318i,0.015607-0.010649i,0.012182-0.013736i,0.0061192-0.0095279i,0.0038987-0.0017965i,0.0047165+0.0012357i,0.003588+0.00055982i,0.00087696-0.00015588i,-0.0012815-0.00028797i,-0.001647+0.00012834i,-0.0008785-0.00091022i,-0.00050495-0.0024367i,-0.00077465-0.0027085i,-0.00020844-0.002042i,0.00058777-0.0016456i,-0.00026127-0.00073909i,-0.001059-0.00032383i
0.00076412-0.0012039i,-0.00047173+0.0011795i,-0.0011922+0.0029459i,-0.0014644+0.0045762i,0.00031994+0.0061714i,0.0051426+0.0050433i,0.010186+0.0022737i,0.011867-0.00086354i,0.01008-0.0040043i,0.0069741-0.0036989i,0.0048769-0.0020865i,0.0040773-0.0028585i,0.0023213-0.0042575i,3.5699e-05-0.0042289i,0.00031067-0.0028033i,0.0015162-0.0011408i,0.0021564-0.0015788i,0.0019956-0.0021094i,0.0012272-0.00055717i,0.00027735+0.0006541i,0.00031795+0.00068608i,0.001833+0.00014047i,0.0025699-8.7596e-05i
0.0028589-0.00046438i,0.0018294-0.0028697i,-0.00092837-0.0048867i,-0.0039916-0.0051526i,-0.0050653-0.0029497i,-0.0048606+0.0006697i,-0.0058957+0.0040187i,-0.0070453+0.0074409i,-0.0054219+0.0098996i,-0.0015803+0.0068514i,0.0001412+0.00057878i,-0.0014636-0.0038532i,-0.0013051-0.0048669i,0.0017674-0.0035324i,0.004246-0.0027069i,0.0044657-0.0027886i,0.0025036-0.0018139i,0.00046706-0.00012002i,-0.00056505+0.001763i,-0.0006584+0.0029014i,-0.0001019+0.0021566i,0.0009657+0.0011906i,0.002109+0.00062823i
-0.0014594-0.0022304i,-0.0012103-0.0013719i,-0.0015163-0.0014886i,-0.00218-0.0022075i,-0.00311-0.0032001i,-0.0048534-0.0031417i,-0.0080208-0.0015558i,-0.012854+0.0039461i,-0.014595+0.011676i,-0.0097771+0.012593i,-0.0054733+0.0060251i,-0.0048699+0.0023288i,-0.0033976+0.002877i,0.00062678+0.0021468i,0.003357-0.00020856i,0.0023436-0.0017885i,1.1156e-05-0.00097001i,-0.0009604+0.0011179i,-0.00015173+0.0014922i,0.00028159+7.3294e-05i,-0.00044011-0.0008144i,-0.0011791-0.00065258i,-0.00072621-0.0001036i
-0.00016395+0.00025891i,0.0010632+0.001639i,0.0024906+0.0014303i,0.0060016+0.00066998i,0.006961-0.0014151i,0.0035728-0.0034065i,0.00027028-0.0042579i,-0.0018671-0.0037476i,-0.0029285-0.0012263i,-0.0035315+0.0014835i,-0.0040487+0.0034992i,-0.0038288+0.005919i,-0.0023737+0.0072607i,-0.0010731+0.0059341i,-0.0017622+0.0031288i,-0.002972+0.00075836i,-0.0028108-0.00079405i,-0.0011673-0.0012705i,0.00073566-0.00095823i,0.0008981-0.00059846i,-0.00029791-0.00030041i,-0.0013438+0.0010713i,-0.0011611+0.0026307i
0.00032081+0.0016689i,0.0017341+0.0027257i,0.0032384+0.0053793i,0.0052547+0.0069115i,0.0087157+0.0044223i,0.012413+0.00032561i,0.015562-0.0020345i,0.018794-0.0051306i,0.016091-0.0092775i,0.0076773-0.0072799i,0.0028217+0.00027666i,0.002404+0.0053778i,0.0010426+0.0051801i,-0.0010285+0.0022253i,-0.0020042+0.00029867i,-0.0016675+0.00054783i,0.00012117+0.0010005i,0.0019325+0.00098112i,0.0016809+0.001106i,0.0012154+0.00098536i,0.00047824+0.00087137i,-0.00016316+0.0004503i,0.00045652-0.00014044i
0.0036678+0.0018717i,0.00217+0.00029938i,0.00066935+7.5342e-05i,-7.5526e-05-0.00020315i,0.0024679-0.00078134i,0.007452+0.0006215i,0.013243+0.0027093i,0.01876+0.0003623i,0.016883-0.0050035i,0.0092228-0.0056448i,0.0047598-0.0019878i,0.00455-0.0013021i,0.003542-0.0033467i,0.0012355-0.0036509i,0.00068603-0.0016706i,0.001425+0.00045321i,0.0020497+0.00028176i,0.0021381-0.00068265i,0.0013743-0.00087099i,0.00067156-0.00046874i,0.0006863-0.00010934i,-0.00011531-0.00044822i,-0.0013352-0.00085168i
-0.0016817-0.00014596i,-0.0014683-0.00062505i,-0.002273-0.0011896i,-0.0032969-0.0025433i,-0.0027305-0.0028312i,-8.7044e-05-0.0018303i,0.0012057-0.00011102i,-0.0021876+0.0018821i,-0.0048785+0.0036561i,-0.0024268+0.0038605i,0.00012191+0.0010069i,0.00051916-0.0036711i,0.00071906-0.0053227i,0.0013273-0.0030583i,0.0024507-0.00080012i,0.0030483-0.00058394i,0.0027354-0.00074227i,0.0012745-0.00073971i,-0.0007717-0.00066824i,-0.001942-0.00096336i,-0.0013708-0.00099453i,0.00066069-3.4552e-05i,0.0019712+0.0002479i
0.001436-0.0036465i,-0.00031093-0.0037258i,-0.00098933-0.0047638i,-0.0011711-0.0044484i,-0.0019441-0.0032311i,-0.0037416-0.0027133i,-0.0090094-0.003934i,-0.017135-0.0028368i,-0.018353+0.0043437i,-0.0099697+0.0084812i,-0.0028701+0.0038194i,-0.0018646-0.0010188i,-0.001196-0.00082539i,0.0016228-0.00025018i,0.0026752-0.0018106i,0.0010932-0.0037416i,-0.0011075-0.0037926i,-0.0030799-0.0023393i,-0.002797-0.0011247i,-0.00061262-0.00039192i,0.0012774-0.00098854i,0.0023039-0.0019073i,0.0024596-0.0020106i
-0.0025829+0.0008953i,-0.0012804+0.0017829i,0.00042304+0.0031789i,0.0032403+0.0035694i,0.0055703+0.0030335i,0.003662-0.0011838i,-0.0012296-0.0068382i,-0.0064269-0.006617i,-0.0073291+0.00028281i,-0.0034967+0.0050108i,-0.0013378+0.0036887i,-0.0027525+0.0029099i,-0.0029316+0.0043495i,-0.00087453+0.0029673i,0.00018499+5.1427e-05i,-0.00026551-0.0012623i,-0.00029616-0.0020164i,0.00084387-0.0019386i,0.0023804-0.0011877i,0.0023282-0.00033461i,0.00069672+0.00017148i,-0.00057195+0.00067999i,-0.00059617+0.0012215i
0.00024999-0.00073318i,0.00058343-0.00053728i,0.0014927+0.0010245i,0.0022409+0.0031902i,0.0054527+0.0040042i,0.0090953+0.0018132i,0.011958-0.00039505i,0.015556-0.0007667i,0.014896-0.001714i,0.0082141-0.0013261i,0.002289+0.001701i,0.00028383+0.0053264i,0.00058564+0.0059368i,0.00061031+0.0033895i,3.7845e-05+0.0011968i,9.9293e-05+0.00060985i,0.0020252+0.0016721i,0.0032642+0.0025407i,0.0022917+0.0022833i,0.00025296+0.0025373i,-0.0022496+0.0026285i,-0.0027149+0.002158i,-0.0020587+0.0025456i
-0.0019395+0.0015654i,-0.0021855+0.0031214i,-0.00322+0.0033511i,-0.0029833+0.0024174i,0.00044753+0.0014261i,0.0057781+0.0024877i,0.010513+0.0065938i,0.015139+0.0078408i,0.016133+0.001727i,0.0095011-0.0033942i,0.0031754-0.00031701i,0.0025674+0.0029015i,0.0020778+0.0013077i,0.00043806+0.00013889i,0.00034715+0.001507i,0.00032908+0.0038791i,-0.00017175+0.0047431i,-0.00089349+0.0039521i,-0.0010024+0.0027719i,-0.0010767+0.0013063i,-0.0013206+0.00050404i,-0.0013013+0.00011587i,-0.00092594-0.00036172i
-0.0015619-0.0016898i,-0.0028315-0.0026247i,-0.0039667-0.0053459i,-0.0037873-0.0077624i,-0.0023717-0.0073597i,-0.0011583-0.0031711i,-0.00053634+0.0025607i,0.00049663+0.0035964i,0.00038384-0.00042919i,-0.0011281-0.0031822i,-0.0019932-0.0031797i,7.3978e-05-0.0034952i,0.0018415-0.0042185i,0.0013603-0.0032156i,0.0012261-0.00096206i,0.0012843-8.4176e-05i,0.00059894-0.00076192i,0.00094577-0.0013436i,0.0014451-0.0022016i,0.0013401-0.0027124i,0.0013111-0.0025099i,0.0013784-0.0013892i,0.0015624-0.00067825i
0.00076913-0.0021021i,0.0023257-0.0015338i,0.0045711-0.0018156i,0.0067589-0.0028538i,0.0050465-0.0045192i,0.0016788-0.0053217i,-0.0022832-0.006828i,-0.0084874-0.0069221i,-0.011588-0.0022386i,-0.0084247+0.0019929i,-0.0033922+0.00092686i,-0.000164-0.0017675i,0.00032405-0.0023362i,0.00056826-0.0028919i,0.0012782-0.0041049i,0.001304-0.0054274i,0.0013646-0.0058865i,0.0011356-0.0041339i,0.0005175-0.0018851i,0.0015174-0.0011737i,0.0028661-0.0011825i,0.0031949-0.00048644i,0.0030443-0.00013949i
-0.00013344-0.0015537i,-0.0018497-0.00021167i,-0.00052571+0.0023042i,0.0034889+0.0053471i,0.0067149+0.0070815i,0.0070727+0.0039371i,0.0056601-0.0037962i,0.00093963-0.0076299i,-0.0041666-0.00070303i,-0.0030517+0.0079275i,0.00074788+0.0079385i,0.00020515+0.005242i,-0.00041103+0.0054276i,0.0026035+0.0034606i,0.0043186-0.0008888i,0.0028271-0.0044345i,0.00073179-0.0056701i,-0.00096057-0.004678i,-0.0016137-0.0023955i,4.127e-05-7.0589e-05i,0.002238-0.00021127i,0.0024994-0.0013544i,0.0019455-0.0012233i
-0.0011178+0.00080739i,-0.001142+0.0023595i,-0.0015518+0.0050972i,-0.0016103+0.010378i,0.0024248+0.013039i,0.0095519+0.0092447i,0.013833+0.003672i,0.01211+0.0015753i,0.0064636+0.0034855i,0.0026777+0.0071992i,0.00086044+0.0092653i,-0.00091071+0.0094747i,-0.0013431+0.0092548i,7.018e-05+0.0066179i,0.00077597+0.0029651i,0.00097894+0.0016632i,0.0031463+0.0022435i,0.0045611+0.003323i,0.0042157+0.0027382i,0.002462+0.0018653i,-0.00022315+0.0015266i,-0.0024634+0.0010504i,-0.0031313+0.0015836i
0.0010494-0.0010155i,-0.00034771-0.0023839i,-0.0028588-0.0049621i,-0.0059338-0.0067163i,-0.0059865-0.0051667i,-0.00028335-2.0875e-05i,0.0064015+0.0047751i,0.010675+0.0052585i,0.011865+0.00080281i,0.0072314-0.0030889i,0.0014694-0.00037856i,0.00056404+0.0027094i,0.0007757+0.0015716i,-0.00071586+0.00045247i,-0.001358+0.00087384i,-6.0037e-05+0.003284i,0.00025504+0.0076281i,-0.00060703+0.0089196i,-0.0014401+0.0057373i,-0.0030451+0.0015898i,-0.0035088+0.00053286i,-0.0017736+0.0011431i,-0.00059517+0.0015742i
-0.001678-0.0019367i,-0.00096827-0.0022808i,-0.00072251-0.0041129i,-0.00030207-0.0087013i,-0.00044689-0.013422i,-0.00075043-0.012518i,-0.0022927-0.0065589i,-0.0015433-0.0018394i,0.00092889-0.0025655i,0.00044648-0.0063974i,-0.00044583-0.0073322i,0.0015832-0.0058648i,0.0038683-0.0058442i,0.0023894-0.0047214i,0.00084679-0.0010932i,-0.00016761+0.00073451i,-0.0031769-0.00071483i,-0.0043002-0.0022023i,-0.0022339-0.0017611i,-0.00025439-0.0014438i,0.00016527-0.0029143i,-0.00014123-0.0036288i,0.00028704-0.0031968i
