-0.0048945+0.0020003i,-0.0027583+0.0018778i,-0.0014268+0.0039481i,0.00011148+0.0043337i,0.0011706+0.0031273i,0.0021052+0.00087887i,0.0018245+0.00080131i,0.0012546+0.0018564i,0.0012635+0.0016962i,0.0011356+0.00068689i,0.00052124-0.00047937i,0.00043545-0.0012727i,0.000791-0.00114i,0.00021724-0.0012491i,0.0002872-0.00080125i,0.00054767+3.0158e-05i,0.000808+0.00092357i,0.0008621+0.00095886i,0.00038581+0.00099775i,0.00019424+0.00057827i,0.00038805-0.00060265i,0.00017156-0.00087048i,-4.5411e-05+2.5385e-05i
-0.00018627+0.00088678i,-0.0010525+0.00092518i,-0.00058672+0.00061142i,-0.00021018+0.00040364i,-0.00050021-0.00052839i,-0.0010876-0.00092765i,-0.0011144-0.00098138i,-0.00031041-0.00045788i,5.7842e-05-0.00019716i,-0.00011667-0.0014778i,-0.00065106-0.0017409i,-0.0015595-0.00033835i,-0.0015181+0.00059181i,-0.00093858+0.00038095i,-0.00042951-0.00029802i,-5.3475e-06-8.6953e-05i,0.00053396+0.00054509i,0.00060925+0.00024609i,0.00021781-0.00059548i,0.00037977-0.00029767i,2.8113e-05+0.0004029i,-0.00029276+4.6815e-05i,0.00023656-6.5505e-05i
0.00081245+0.0011757i,0.00096173-0.00088841i,0.0017212-0.001827i,0.00095496-0.0020803i,-0.00061858-0.0022958i,-0.00030688-0.0015736i,0.00038224-0.0010363i,0.00052991-0.00014702i,0.0010806+0.00039728i,0.00060765-0.00027957i,0.00016181-0.00030229i,-0.00034851-2.2251e-05i,-0.00062589+3.0148e-05i,-0.00017158-0.00014968i,0.00019805-0.00098945i,6.0571e-05-0.001866i,7.8614e-05-0.0019849i,4.9183e-05-0.0016254i,0.00038308-0.00107i,0.00027918-0.00068607i,-0.00021421-0.00036771i,0.00013136+0.00061691i,0.00014442+0.00061264i
-0.001096+0.0020628i,-0.0016539+0.0027406i,-0.00067871+0.0023334i,0.00050552+0.00061626i,0.0010454-0.0010427i,0.0007386-0.0016099i,0.0001105-0.0012096i,1.1583e-05-0.00059211i,-0.00022131-0.00053898i,-0.00053209-0.00093741i,-0.00041347-0.00088602i,-0.0005853-0.00089943i,-0.00059431-0.00058503i,-0.00016062+0.0002823i,0.00041037-0.00016733i,0.00078234-0.00057952i,0.00056888+0.00025431i,0.00017421+0.0010577i,-0.00031368+0.00057982i,6.6012e-05+3.919e-05i,0.00029286+0.00022328i,2.7346e-05+0.00020003i,0.00038304-1.8845e-07i
0.0014962-0.00094434i,0.0019788-0.0015436i,0.0015791-0.0020036i,0.0012386-0.0017022i,0.0010397-0.00086775i,0.0004922-0.00094007i,0.00029434-0.0017468i,-0.00016683-0.0021698i,-0.0007087-0.0022768i,-0.00077184-0.0011188i,-0.0015659-0.00029501i,-0.00249-0.00013752i,-0.0019937+0.00032014i,-0.00037193-5.2665e-05i,0.00094954-7.0093e-05i,0.0011674+8.778e-05i,0.00038714-9.9741e-05i,0.00028543-0.00014671i,0.0008074-0.00019161i,0.00061761+0.00023903i,-9.8885e-05+0.00040343i,0.00021569+0.00025304i,0.00064752-0.00043924i
0.00065395-0.00055212i,0.00057884-0.0015611i,0.00018671-0.0035813i,-6.5507e-05-0.0041365i,0.00050614-0.0039106i,0.00056498-0.002721i,8.7935e-05-0.0010982i,-0.00047139-0.0011318i,-0.00043213-0.0019519i,0.0003099-0.0015197i,0.00065803-0.00079003i,-3.843e-05-0.00032935i,-7.7128e-05+0.00014014i,0.00023255-8.0449e-07i,-0.00011444-0.00024593i,-0.0003853-0.00022255i,0.00011554-0.00019869i,-0.00011335-4.5771e-05i,-0.0011045+0.00021962i,-0.00056791+0.00031872i,0.00011357+0.00037046i,-0.00040517+0.00044487i,-0.00080466+0.00060431i
-0.0018622+0.00023702i,-0.0025251+0.0012212i,-0.0020286+0.0020476i,-0.0019744+0.0015608i,-0.0018327+0.00062035i,-0.00023906+0.0004462i,0.00072799-4.7708e-05i,0.00044786-0.0001374i,0.00019329+0.0003954i,0.00087753+0.00046736i,0.0010362+0.00042413i,0.00050091+2.5086e-05i,-0.00040754-0.00041067i,-0.00081609-3.4463e-05i,-0.0003431+0.00066074i,-1.5139e-05+0.00051438i,-0.00010493+1.0751e-05i,6.1259e-05-0.0003519i,-7.7715e-05-0.00021788i,-0.00028501+0.0003659i,-8.7814e-05+0.00038344i,0.00054902+0.00024199i,0.0012541+0.00024749i
0.00037502+0.0019556i,0.000652+0.0020541i,0.0009681+0.00050647i,-0.00046033-0.00083105i,-0.00084258-0.0011919i,-7.5929e-05-0.0014736i,-4.4103e-05-0.0021187i,-0.00078146-0.0018583i,-0.0008864-0.0012354i,-4.4238e-05-0.00038657i,-0.00019083-0.0003578i,-0.00047497-0.00096883i,9.6792e-05-0.00038399i,0.0010111-7.9463e-05i,0.00064606+4.2955e-05i,-0.00035353+0.0002561i,-0.00060332-0.00024111i,-0.00036901-0.00021225i,7.9786e-05-0.00011035i,0.0001365+0.00020208i,0.00029778+0.00092017i,0.00031379+0.0007289i,-0.00020797+0.00037621i
0.00023177+5.9944e-05i,-0.0010911-0.00014421i,-0.0019739+0.00018155i,-0.0017143+8.2876e-05i,2.5505e-05+0.00048315i,0.00081936+0.00028188i,0.00041117-0.00063594i,-9.8039e-05-0.00097897i,0.00020276-0.0010051i,0.00047666-0.0010849i,-0.0001461-0.0010003i,-0.00050991-0.00056901i,-0.00048312-0.00079908i,0.00020881-0.00084017i,0.00028492-0.00031114i,-0.00068879-1.9419e-05i,-0.00053042+0.0002015i,-3.7319e-05+4.5595e-05i,0.00033057+9.1217e-06i,0.00052161-8.0265e-05i,0.00048922-0.00018287i,0.00026598+0.0001754i,0.0003451+0.00038648i
0.00052546-0.00083019i,0.00072136-0.0013156i,0.00041923-0.0011964i,0.00040339-0.0016201i,-0.00010747-0.0018003i,8.4314e-05-0.00064423i,0.00052394-7.4998e-05i,-4.9008e-05-0.00076429i,-0.00073445-0.00045818i,-0.00075378+0.00014333i,-0.00035149-0.00027795i,-0.00012258-0.00047769i,4.8867e-05+0.00010983i,-0.00039413+0.00021924i,-0.00072677+3.9344e-05i,0.00023357-0.0003626i,0.00046891-0.00070548i,6.921e-05-0.00069386i,1.6714e-05-0.00012012i,0.00024272-4.4559e-05i,-3.1503e-05-0.00015632i,-0.00037639+8.3756e-05i,-0.00051572-0.000191i
0.00041472+0.00087672i,0.0004625+0.0011954i,0.00093066+0.00082356i,0.0012821-0.00038376i,0.00029677-0.00096931i,-0.00074315-0.00086354i,3.7432e-05-0.0010819i,0.00010628-0.00060939i,0.00026024-0.00038775i,0.0011933-0.0006731i,0.0008963+0.00015167i,0.00021493+0.00038226i,-6.0334e-05-0.00031453i,0.00029538-0.0003929i,0.00051386-0.00024501i,0.00032486-5.52e-05i,0.00014463+0.00022442i,-0.00034569+0.00029357i,-0.00015929+3.8533e-05i,0.00025359-0.00017956i,9.7648e-05-3.3207e-05i,-0.00035252+0.00028471i,-0.0004025-0.00036543i
-0.00073327-0.0013358i,-0.0013519-0.0016889i,-0.00308-0.0015418i,-0.0038553+0.0001573i,-0.0028855+0.00081005i,-0.00042203-0.00092408i,4.7976e-05-0.0021101i,-0.0007016-0.0017804i,-0.00053235-0.0013591i,-0.00069151-0.00069223i,-0.00080796-0.0003675i,-0.0012126-0.00073469i,-0.0014086-0.00094474i,-0.00068885-0.00065751i,0.0002838-0.00027609i,0.00033488-0.00041413i,-0.00039933-0.00081268i,0.00021376-4.7699e-05i,0.00077198+0.00046584i,0.00058213-0.00040009i,0.00049134-0.00030453i,1.092e-05+0.00054235i,1.0657e-05+0.00054718i
-0.0011496+0.00077389i,-0.0014996+0.00041604i,-0.00039766+0.0012316i,0.00030704+0.001619i,0.00044161+0.00058448i,0.00066645-0.000899i,0.0012682-0.0013724i,0.00080738-0.00091777i,0.00074851-0.00091755i,0.0015378-0.00077026i,0.0015064-0.00037872i,0.00047494+0.00018788i,-0.00026663-8.6729e-05i,5.4209e-05-0.00035413i,3.9475e-05+0.00065059i,0.00063779+0.00060879i,0.0011452+0.00046795i,0.0010978+0.00024445i,0.000689+1.3842e-05i,0.00025114-7.6968e-05i,-0.00037551-0.0004584i,-0.00050618-0.00064481i,-0.0005468-0.0003313i
0.00045678+0.0021087i,0.0013682+0.002731i,0.002098+0.00077082i,0.0016773-0.00096927i,0.0018585-0.0018089i,0.0016175-0.0020284i,0.0010599-0.0014242i,0.0012273-0.00084985i,0.0011442-8.5296e-05i,0.00061974-0.00036367i,0.0005034-0.00084342i,4.7154e-05-0.00024935i,-0.00080892+3.3806e-05i,-0.0012905-8.2529e-05i,-0.0013791-8.5256e-05i,-0.0010079+8.8824e-05i,0.00068676+0.00017147i,0.0010692+6.1727e-05i,-0.00052193+4.6066e-05i,-0.0013372-5.8295e-05i,-0.0001152+0.00037368i,0.001289+0.00048876i,0.0012335+2.7583e-05i
0.00089462+0.0040126i,0.0011922+0.0042449i,0.0026545+0.0024455i,0.0027727-0.00084186i,0.0012092-0.0033628i,0.00058726-0.0028762i,0.0001704-0.0011057i,-0.00053368-0.0007812i,-0.00039526-0.00061602i,0.00026785-0.00049812i,0.000144-0.00063803i,-0.0003324-0.0001162i,-0.0013106+0.00031448i,-0.0024321+0.00012107i,-0.0022142-0.00036119i,-0.00067751-0.00051148i,0.0005863-0.00015771i,0.00036692+0.00022047i,-0.0001422+0.00028804i,-0.0003475+0.00028497i,-0.00097756-0.00024089i,-0.00083055-0.00089939i,0.00035211-0.00073669i
-0.00072709+0.00021402i,-0.00052348-0.00037481i,-0.00090074-0.0015734i,-0.0011296-0.0012519i,-0.0016213-0.00041759i,-0.00087854-0.00050307i,2.1358e-05-0.00081337i,-0.00019415-0.00049427i,5.2957e-05-0.00034689i,0.00020864-0.00085863i,-0.00063785-0.001463i,-0.00076134-0.0018828i,-0.00044002-0.0011223i,-0.00086957-0.0005378i,-0.00015117-0.00053239i,0.000197-0.00053139i,-9.1435e-05-0.00057071i,-0.00033111-0.00071184i,-0.0008474-0.00081557i,-0.0009005-0.00041154i,-0.00032457+0.00028828i,1.183e-05+8.8769e-05i,-0.00073386-0.00049598i
0.00013252+0.0017486i,0.00025684+0.0021619i,0.001042+0.0022359i,0.0013658+0.0015621i,0.0013136+0.00027757i,0.0003872-0.00086965i,-0.00018237-0.0011344i,0.00020525-0.0010308i,0.00070656-0.00096804i,0.00093178-0.0010474i,-9.7644e-06-0.0009796i,-0.00065563-0.00093027i,-0.00019586-0.001284i,-0.00010653-0.00015743i,-0.00067607+0.00051695i,-0.0010484+0.00057585i,-0.00030954+0.0007503i,-7.5248e-05+0.00057883i,-0.00034179+0.00049668i,4.8557e-05-0.00018914i,-8.8022e-05-0.0014018i,-0.00034734-0.00084765i,0.00038066+0.00063195i
0.00073347+0.0016409i,-0.0010128+0.00047569i,-0.00091979+0.0010394i,0.00051843+0.00088163i,0.0012385-0.00073867i,0.00068123-0.0010766i,0.00021692-0.0010242i,1.5106e-05-0.0010241i,0.00010192-8.6143e-05i,0.00025418+9.4848e-05i,0.00054961-0.0007015i,0.00037033-8.7211e-05i,-0.00018424+0.00035171i,-0.00020034-0.00054963i,7.9159e-05-0.0013105i,-0.00039788-0.0011758i,-0.00053346-0.00078007i,8.9564e-05-0.00070319i,5.4063e-05-0.00015055i,-0.00033111+0.0002984i,-0.00038318+0.00030891i,6.6975e-06+0.00090473i,1.6555e-05+0.0011571i
0.0013551+0.00088357i,0.0014536+0.00081435i,0.0018714-0.00032405i,0.0018024-0.0015688i,0.00082466-0.0019043i,0.00043875-0.0021335i,0.00074897-0.0017507i,0.00044634-0.0012876i,0.00072569-0.00058379i,0.0003532-0.00050195i,-0.0003823-0.001234i,-0.00014062-0.0010202i,-0.00052525-0.00038661i,-0.0009676+0.0001832i,-0.00026599-0.00018394i,8.0559e-05-0.00076295i,-0.00022089-0.00013027i,-4.7992e-05+0.00027047i,0.00024075+1.0134e-05i,0.00024368+0.00028387i,0.00026651+0.00025542i,-0.00068413+0.00046363i,-0.0007439-0.00021677i
0.0014461+0.00048938i,0.0015282+0.00029212i,0.00046671-0.0013195i,-0.00070823-0.0026912i,-0.00055047-0.0031614i,0.00012714-0.0022205i,0.00087114-0.0011923i,0.00063559-0.0013159i,0.00061216-0.00093094i,0.00031529-0.00087447i,-0.00092188-0.0012756i,-0.0012174-0.0002893i,-0.00066551+0.0006839i,-0.00082395+0.0002562i,-0.00091543-0.00013281i,-0.00012068+0.00023554i,-7.4509e-05+3.9637e-05i,-0.00020616-0.00052253i,-0.00049937-0.0004426i,-0.00043087+9.1451e-06i,-0.00024426+0.00072962i,-0.00018316+0.00062626i,-7.2464e-05+9.388e-06i
-0.0018069-0.0020667i,-0.0023383-0.0026485i,-0.0028285-0.0021263i,-0.0030961-0.0012481i,-0.002184-0.0012283i,-0.0011121-0.0011818i,-0.00020862-0.0016372i,0.00064994-0.0012594i,0.00058854-7.1406e-05i,-0.00025405+1.212e-05i,-0.00067603-0.00027377i,-0.00084715-0.00061614i,-0.00075837-0.00091268i,-0.00018947-0.00088581i,0.00010723-0.00050876i,-0.00023635-0.00039044i,4.6757e-05-0.00054726i,0.00016211+0.00020508i,-0.00021023+0.00085725i,-0.00016817+0.00047885i,8.7102e-05-1.3771e-05i,6.3441e-05-0.00039556i,-0.00062849-0.0008637i
-0.0012996-0.00044445i,-0.0022915+0.00081493i,-0.0028743+0.0017081i,-0.0023839+0.0025285i,-0.001534+0.0026983i,-0.00023491+0.0015403i,0.00077952+0.0004896i,0.00083079+1.1496e-05i,0.0002953-8.2522e-05i,-6.6957e-05+6.6211e-05i,-0.00016726-2.437e-05i,-0.00063873+0.00010704i,-0.0011726-0.00066988i,-0.0003386-0.00061703i,-0.00013651-0.0004021i,-0.00084021-0.00089498i,-0.00041673-0.00054948i,-0.00020599-0.00045503i,1.753e-05-0.0010697i,-0.00012744-0.0013703i,-0.00062604-0.00072572i,3.2019e-06-0.00035198i,0.00038145-0.00056575i
-0.0014354-5.7135e-05i,-0.0014853+7.1312e-05i,-0.00021792+0.00047712i,0.00080165+0.00041958i,0.000222-0.00056545i,0.00030553-0.0014843i,-0.00045128-0.0010831i,-0.001305-0.0008431i,-0.00077202-0.00051504i,0.00023653+0.00016286i,0.00039604+0.00024492i,-9.9926e-06+0.0006593i,-5.2463e-05+0.00065775i,-0.00050531-6.3973e-05i,-0.00086908-0.00085873i,-0.0005201-0.0013747i,0.00047391-0.00077168i,0.0004412-0.00048976i,-0.00092112-0.00055779i,-0.0016744-0.00044907i,-0.0009773-0.00027538i,5.0743e-06-0.00024654i,0.00077281-8.9089e-05i
0.0012053+0.002075i,0.0023465+0.0020118i,0.0026401+0.00040171i,0.0011755-0.00073068i,-0.00035529-0.0010474i,-0.00081114-0.001228i,-0.00024845-0.0012058i,-0.00031584-0.0006i,-0.00069357-0.00047595i,-0.00073941-0.0011422i,-0.00076758-0.0014579i,-9.3492e-05-0.00088163i,0.00045116-0.00036004i,0.00046157+1.0203e-05i,8.1668e-05+3.7651e-05i,-9.806e-05-0.00061162i,0.00019325-0.00065901i,0.00029179-0.00019772i,-4.3881e-05+0.00039052i,-0.0011348+0.00023881i,-0.001164+0.00087967i,-0.00067178+0.0016952i,-0.00021334+0.00059877i
-0.0011317-0.0022683i,-0.001827-0.0017421i,-0.0027377-0.0015498i,-0.0017057-0.00011683i,-0.00011691+0.00098802i,0.00087492+0.000293i,0.00071838-0.0011433i,0.00018336-0.0010293i,-0.00045137-0.00058218i,-0.00072378-0.00025269i,-0.0004788-9.2731e-05i,-0.00032955-0.0005827i,-0.00035232+0.00020958i,0.00010128+2.8348e-05i,0.00059611-0.00053294i,0.00019698-0.0004136i,-0.00016478-0.00017824i,-4.7618e-05+0.00034141i,-0.00015427+0.00018224i,-2.5388e-05+9.6554e-06i,0.00028455-2.5039e-05i,0.00060097+0.00036863i,0.00096702+7.988e-05i
-0.0020551-0.00062686i,-0.0035444+0.00036005i,-0.0037111+0.0015295i,-0.0013895+0.0015452i,0.00068423+0.00039495i,0.0013165-0.0010316i,0.00074487-0.0014416i,0.00015063-0.00031413i,-0.00030044+0.00096707i,0.00036003+0.0009067i,0.0010728+0.000222i,0.00026056+0.00010905i,0.00020368+0.00047877i,0.00066855+0.00041205i,0.00058071-0.00018183i,1.5952e-05+7.3993e-05i,-7.259e-05+0.00018242i,0.00039213-0.00010993i,-0.00016787-0.00068122i,-0.00058579-0.00032422i,-0.00039912+0.00038797i,-0.00047171+0.00067192i,-0.00055933+0.00068463i
-0.00041271+0.0024952i,0.00029517+0.0030715i,0.0011316+0.0017606i,0.0008228-0.00064628i,0.00015299-0.0012572i,0.00036523-0.0012019i,0.00045643-0.0016969i,-0.00044404-0.0011672i,-0.00023698-0.00077657i,0.00059039-0.0011416i,0.00058607-0.0012943i,0.00036089-0.00093557i,-6.8712e-05-0.0001278i,-4.9228e-05-0.00019571i,0.00040956-0.00049272i,0.00047642-0.00046001i,-0.00017957-0.00010602i,-0.00041272-2.7815e-05i,-0.00029608+5.4016e-06i,-0.00037317+0.00055695i,-0.00053743+0.00044094i,-0.00016754+0.00020447i,0.00021088+0.00042492i
-0.0005373-0.00010391i,0.00033633-0.00046923i,0.00087597+0.00097193i,0.00040816+0.00071004i,-2.2647e-05-9.4221e-05i,-1.876e-05-0.00040201i,-0.00010509-0.00038995i,-0.00028679-0.00041426i,-0.00041128-0.00048382i,-0.00022822-0.00043164i,0.00016584-0.00064007i,0.00045364-0.00098334i,0.0002841-0.0014859i,0.00025358-0.0013585i,-0.0005555-0.00035236i,-0.0009553-0.00029029i,-0.00070847-7.2899e-05i,-0.00041203+0.00051547i,-3.2379e-05+0.00021294i,-0.00033948+0.00011245i,-0.00077522+0.00030153i,-0.00016534-0.00034508i,-0.00011364-0.0010235i
0.0010249+0.0021923i,0.001357+0.0021491i,0.0019527+0.00043959i,0.0015178-0.0012161i,0.0012483-0.0014014i,0.0014716-0.0011916i,0.00099028-0.0011195i,1.3018e-05-0.00058341i,0.00017966+7.4068e-05i,0.00085183-0.00036721i,0.00066768-0.00029606i,0.00037622-9.4867e-05i,0.00032552-0.00096428i,-8.0643e-05-0.00055038i,-0.00017823-0.00041863i,-0.00047375-0.00069068i,-0.00084942-0.00017377i,-0.00087736-0.00012216i,-0.00045615-0.00044867i,-0.00057873+5.3687e-05i,-0.0011103+0.0002953i,-0.00051479+0.00019535i,7.6749e-05+0.00075321i
0.00045197-0.0014221i,-0.00048527-0.0011684i,-0.0014636-0.00084049i,-0.0014329-0.0011987i,-0.0010732-0.0013623i,-0.0006503-0.00097395i,0.00093318-0.00056686i,0.0014121-0.00036254i,0.00045892-0.00037213i,0.0004334-0.00096637i,0.00045991-0.00096217i,-9.4977e-05-0.00044188i,-0.00033483-1.7337e-05i,-0.00029154+0.00049938i,-3.9884e-06+0.00092199i,-6.3026e-05+0.00054712i,-0.00065528+0.00022107i,-0.00041779-2.6282e-06i,7.8883e-05-0.0006127i,0.00033518-0.00011458i,0.00025337+0.00077632i,0.0001542+0.00089618i,0.00023513+0.00014154i
-0.00020307-0.00010971i,-0.00018279+0.00040352i,-0.00013931+0.00075129i,-0.00045157-0.00011425i,0.00017575-0.00031257i,0.00014647-0.00025703i,-0.00010357-0.0013462i,-5.9278e-05-0.0015018i,-0.00021547-0.00048065i,0.00020962-0.00066973i,0.00035363-0.0011232i,0.00022036-0.001268i,0.00025165-0.00046183i,0.00099704+0.00050884i,0.00078528+0.00033013i,0.00023872-5.6602e-05i,0.00032377-0.00092338i,-0.00011881-0.0014708i,-0.0007544-0.0011907i,-0.00059744-0.00095539i,-0.00071657-0.00027066i,-0.00088696+6.0989e-07i,-0.00011225+0.00032519i
0.00012951-8.2524e-05i,0.0016039-1.4322e-05i,0.0031454-3.1534e-05i,0.0029004-0.00070267i,0.0021433-0.00085512i,0.0012914-0.001198i,0.00021525-0.0011346i,0.00038744-0.0010338i,0.00040016-0.00028883i,-0.00025378-0.00041727i,-0.00076407-0.0012247i,-0.00081619-0.0011238i,-0.00049358-0.0010129i,0.00014215-0.00080868i,0.00019904-0.00066509i,-0.00059057-0.00039433i,-0.00083191-0.00024352i,-0.00059395+0.00019788i,-0.0006861+0.00044147i,-0.00065813+3.6222e-05i,-0.00038974-0.00017205i,-0.00015075-9.2417e-05i,-0.00050638+0.00048916i
0.0014685+0.0014267i,0.0028288+0.00040327i,0.0028462-0.0017658i,0.00075602-0.0031202i,-0.0013108-0.003045i,-0.0013846-0.0022542i,-0.00046112-0.0017417i,-0.00021286-0.0016348i,0.00034428-0.00092845i,0.0011022-6.1403e-05i,0.00066772-0.00023591i,-1.1477e-05-0.00089792i,-0.0003879-0.00049637i,-0.00052907-0.00019546i,-8.0369e-05+0.00010954i,2.5587e-05-0.00024762i,-0.00067204-0.00013431i,-0.00085787+0.00058083i,0.00027093+0.00054336i,0.00047174+0.00061145i,5.3992e-06+0.00026317i,-0.00043582-0.00041914i,-0.00031109-0.00032584i
-0.00060818-0.00095067i,-0.0015766-0.00062686i,-0.0025076-0.0014077i,-0.0028242-0.0020426i,-0.0022215-0.0020205i,-0.00051002-0.001465i,0.00069799-0.0020317i,-6.8974e-05-0.0023836i,-0.00076697-0.0014772i,1.6003e-05-0.001148i,0.00022696-0.00051063i,-0.00041812-0.00016188i,9.1956e-05-0.00077231i,0.00065349-0.0010273i,-2.9077e-05-0.00051308i,-0.00033815-0.00061452i,0.00019004-0.00085627i,0.00071291-0.00054776i,0.00062742-0.00040449i,0.00039612-0.00026505i,-9.5948e-06+0.00010658i,0.00012631+0.00030024i,0.00038091+0.00039235i
0.0025813+0.0021285i,0.0038478+0.0020006i,0.0047284+0.0017377i,0.0038599+0.00010735i,0.0027314-0.0018222i,0.0014875-0.0016637i,0.0011688-0.00075349i,0.0010395-0.00032818i,0.00039515-1.2529e-05i,-9.4294e-05-0.00084331i,0.00013969-0.0016517i,0.00017821-0.00096139i,0.00020953-0.00063087i,0.00013356-0.00091687i,0.00029165-0.00084667i,0.00081757-0.00069603i,0.00021295-0.00041847i,1.832e-05+0.00028016i,0.00048791+0.00097294i,0.00078006+0.00019354i,0.0008979-0.00055607i,0.00054396-0.00038068i,8.3299e-05-0.00040638i
0.00087037+0.0017441i,0.0016098+0.002192i,0.0031013+0.00053403i,0.0020952-0.0022557i,0.0012689-0.0032016i,0.00124-0.0019408i,0.0012854-0.0009867i,0.00041815-0.0013413i,-0.00044826-0.0014263i,3.7613e-05-0.0014279i,0.00042409-0.0015315i,0.00039873-0.00083126i,2.9321e-05+0.00017146i,-0.00037994+4.8746e-05i,5.285e-05-0.00056669i,9.6593e-05-0.00042751i,-0.00066466-4.1498e-05i,-0.00035399-0.00040071i,0.00014936-0.00048166i,0.00062214-0.00026431i,0.00048706+0.00022926i,-7.5476e-05+0.00038856i,-4.33e-05-0.00032813i
0.011067+0.0041797i,0.014705+0.0028291i,0.017147-0.0064503i,0.010218-0.01205i,0.00089169-0.012654i,-0.0048689-0.0067117i,-0.0028562-0.00072886i,0.00016079-0.00061338i,0.00045044-0.002076i,-0.00017811-0.0033979i,-0.001407-0.0033215i,-0.0016388-0.0019494i,-0.0014627+8.5068e-05i,-0.0019124+0.001588i,-0.0016152+0.0014415i,1.9423e-05+0.00048158i,0.00048316-0.00094762i,-0.00022125-0.0019475i,0.00055576-0.0010649i,0.0012243-0.00036192i,0.0004241-0.00030569i,-0.00024777+0.00046943i,-0.00047522+0.00061995i
-0.0046461-0.0013103i,-0.0045782-0.00081781i,-0.0044888+0.0014637i,-0.002302+0.0027333i,0.00051008+0.0021212i,0.0020677+0.00078922i,0.0014899-0.00055448i,0.00090804-0.00045945i,0.00074433+0.0005122i,0.00046143+0.0011146i,5.9251e-05+0.0010608i,-0.00022732+0.00072542i,0.0001669+0.00035377i,0.0005904-0.00010435i,-0.00010495-0.00038267i,-0.00086097-0.00059679i,-0.00042453-0.00021131i,-0.00013678+0.00035483i,0.00025753+0.00010812i,0.00021827-6.4189e-05i,0.00024638-0.000493i,0.00081509-0.0006111i,0.00062355+0.00020305i
-0.00070086+0.00082374i,-4.9549e-05+0.00069413i,-0.00073807+0.00099589i,-0.0013463+0.0012452i,-0.0017473+0.00058803i,-0.00070709-0.0013658i,0.00093562-0.0021575i,0.00041909-0.0011514i,0.00064346+0.00083514i,0.0013236+0.0018548i,0.00053519+0.0013561i,-8.2429e-05+0.0011422i,4.4776e-05+0.00076301i,0.00073378-0.00036875i,0.0010965-0.00079067i,0.0009096-0.00086072i,0.00088611-0.00060289i,0.00094811+0.00012816i,0.00057243-7.8808e-05i,0.00044519-0.00056929i,4.5913e-06-0.00049674i,-0.00039413-0.00086224i,-0.00057627-0.00020605i
0.00063693+0.00010825i,0.00023513-0.00057307i,-0.00019437-0.00069633i,0.00045343-0.0010053i,0.00071793-0.0015169i,0.00013389-0.0014998i,0.00037057-0.0021276i,-0.00013242-0.0015632i,-0.00085747-0.00024537i,-0.00049702+4.7759e-05i,-0.00068754+8.0479e-05i,-0.001102+0.00011421i,-0.00050095+0.00015614i,-0.00012734-0.0003844i,-8.4986e-05-0.00086871i,-0.00033917-0.00043375i,-0.00042423+0.00046972i,-3.1246e-05+0.00048709i,0.00055367+0.00031201i,0.00041397+0.00070068i,0.00025405-3.0889e-05i,0.00024357-0.00063835i,-0.00026143-0.0002386i
-0.0015154+0.0006835i,-0.0016748+5.0411e-05i,-0.0012775+0.00042259i,-7.3089e-05+0.00071658i,0.00037249+0.00016467i,-0.00019826-0.00038931i,-0.00023731-0.00037762i,-0.00037383+0.00051877i,-0.00049454+0.0010592i,0.0003573+0.0011161i,0.0010117+0.00085435i,0.00089481+0.00016076i,-7.1302e-05-0.00041459i,-0.00098313-0.00043859i,-0.0013925+0.00016718i,-0.00088267+0.00033968i,0.00045703+8.3191e-05i,0.00060848-0.00034346i,-2.6735e-05-0.00045883i,2.424e-05+0.00018212i,-0.00044253-0.00029129i,-0.00027514-0.0010241i,-0.00016899-0.00040633i
-0.0017205+0.0022013i,-0.00090651+0.003334i,-0.00060571+0.0038474i,0.00041659+0.00235i,0.00071485+0.0006028i,0.00075471-0.00049364i,0.00047175-0.0011789i,-0.00033361-0.00067165i,-3.0772e-05+0.00046025i,0.00061227+0.00042182i,0.0011176+0.0001275i,0.00073009+0.00020759i,-0.0010446+0.00014527i,-0.0017454+8.7894e-05i,-0.00067849-0.00040103i,0.00054847-0.00072436i,0.0009118-0.00072306i,0.00044567-0.00037689i,-0.00018982+0.00019118i,-0.00046283+0.00035063i,-0.00022333-0.00032159i,-0.00021712-0.00063915i,-0.00040472-1.5798e-05i
0.0011465-0.0019645i,0.0017386-0.001717i,0.00058946-0.0019106i,-0.0011762-0.0015604i,-0.0012429-0.0012101i,-0.00082584-0.0011978i,0.00014261-0.0015189i,0.00069551-0.001308i,-0.00019764-0.0011174i,-0.00035316-0.0011397i,4.4762e-05-0.00070495i,0.0003316-0.00015i,0.0002181+2.9124e-05i,0.00030955-0.00024378i,0.00036844-0.00086342i,6.3459e-06-0.0015454i,-0.000282-0.00062512i,-0.00047936+0.00018415i,-1.317e-05-0.00021387i,0.00039194-0.00038464i,0.00060318-0.00076913i,0.00063701-0.00067981i,0.00039161+0.00021469i
