-0.0022583+0.00041115i,-0.0023767-0.00061959i,-0.0034377-0.00035255i,-0.0035523+0.00052432i,-0.0018879+0.0022384i,-0.00069413+0.0032375i,-0.00023367+0.002616i,0.00034565+0.0019349i,0.00022049+0.001558i,0.00019396+0.0014545i,0.00025567+0.00080282i,0.00028148+0.00030546i,7.2804e-05+0.0005722i,-0.00015038+5.88e-05i,0.00038182-0.00030734i,0.00048222-0.00076207i,0.00019926-0.0013755i,0.00028765-0.00086034i,0.0011096+3.4866e-05i,0.0013355+4.3828e-05i,0.00072064-0.00036533i,0.00057124-0.00050042i,0.0002338+0.00016666i
-9.0793e-05+7.8648e-05i,-0.0001752+1.7591e-05i,0.00029886+0.00039701i,0.00040041+0.00027668i,0.00059557+0.00018165i,0.0010921-3.4901e-05i,0.00062339+0.00030428i,-0.00028348+0.00056971i,-0.00051709+0.0011195i,-0.0004094+0.0019735i,-0.00028628+0.001051i,0.00036283+0.0004802i,0.0011008+0.00069419i,0.0010392+0.00053191i,0.00087807-0.00030777i,0.0011625-0.00055603i,0.00068418-0.00047264i,0.00027318-0.00071174i,0.0011272-0.00061564i,0.00088737-6.9998e-05i,0.00020778-0.00020157i,0.00027944+9.8448e-05i,0.00046977+0.00022117i
0.00097284-0.0013799i,0.0012509-0.0011297i,0.0015821-0.00070977i,0.0012752-0.0011522i,0.0008113-0.00090825i,0.00064729+0.00023621i,0.00010213+0.0010441i,-0.00028005+0.00060731i,-1.8042e-06-2.3372e-05i,-0.0002949+0.00021897i,-0.00096997+0.00058533i,-0.00081505+0.00087553i,-0.0005602+0.001265i,-0.000147+0.00082089i,0.00021316+0.00013787i,-7.7674e-05+0.00042238i,0.00010326+0.00072865i,0.00076084+0.0012071i,0.00092475+0.00094101i,0.00026103+0.00035914i,2.0085e-05-0.00032429i,0.00044505-0.00020419i,0.00073349+0.00040627i
0.0013568+0.0019527i,0.0011124+0.00068937i,0.0018354+0.00056995i,0.0014871+0.00077299i,0.00043476-0.00028563i,-1.6379e-05-0.00092358i,-0.0002659-2.6537e-05i,0.00044093+0.00045053i,0.00090071+0.00087115i,0.00060406+0.00086516i,0.00050677+0.00019857i,6.5411e-05-5.5955e-05i,-0.00013481+0.00027417i,0.00011216+0.00016131i,0.00027018-0.00012599i,0.00069603-0.00095987i,0.0009453-0.0014416i,0.0012209-0.00066867i,0.001005-0.0004563i,0.00015467-0.0010692i,1.4729e-05-0.00013886i,-0.00013307+0.00096427i,-0.00058359+0.00025084i
0.00033066-0.0010587i,0.00060665-0.00031545i,-0.00047508-0.001482i,-0.00027034-0.0017336i,-4.2281e-07-0.00062983i,0.00020896+0.00046107i,0.00052432+0.00082644i,0.00056448+0.0006662i,0.00081204+0.00055118i,0.00043212+0.00083299i,2.0551e-05+0.0007829i,4.9996e-05+0.0005418i,0.00028262+0.00021852i,0.00056444+0.00027491i,0.00049817+0.00039796i,0.00035969+3.2337e-05i,4.225e-05-0.0005727i,-6.187e-05-0.0004435i,7.7112e-05+6.7328e-07i,0.00033735-8.8022e-05i,0.00075731+1.5771e-05i,0.0012678-0.00010389i,0.0007982+0.00016497i
0.0008033+0.00076731i,-0.00024932+0.00071559i,-0.00047989+0.00034064i,-0.00018729-0.0002978i,-0.0011278+4.0877e-05i,-0.00081086+0.00016426i,0.0004859-0.00027679i,-2.2417e-05-0.00018599i,-0.00062643-0.00021335i,-0.0003651-0.00065092i,-7.8192e-05-0.00044424i,0.00023482+8.6107e-05i,0.00057837+0.00028085i,0.00022506+0.0011064i,-0.00028778+0.00095795i,9.3374e-05+0.0003419i,0.00021331+0.00011619i,0.00016687-0.0005277i,0.00025251-0.00049038i,-4.2179e-05+9.2831e-05i,-0.00027147+0.00025235i,-0.00054933-2.3364e-05i,-0.00030949+7.3029e-05i
-0.0012574+9.3799e-05i,-0.00079194+0.00075407i,-0.0017745+0.00070748i,-0.0020241+0.00062735i,-0.0015867+0.00080058i,-0.0008495-0.00014281i,0.00040619-0.0011645i,0.00099451-0.00075027i,0.00079681-0.00025087i,0.0012493+6.6824e-05i,0.00068243+0.00012225i,-0.00033766+4.7926e-05i,-0.00018716+0.00089465i,0.00045139+0.0004775i,0.00047121-0.00061295i,-0.00025831-0.00034273i,-0.00040564+0.00060105i,-0.00027203+0.00035435i,-2.0924e-05-0.00043369i,0.00035569-0.00015625i,0.00037355+0.00017679i,-0.00032726+0.00040573i,-0.0014008+0.00051803i
0.00042293-0.00043771i,-0.00034964-0.0014326i,-0.00045177-0.0020776i,0.00014741-0.00096537i,8.3486e-05+0.00087481i,6.7955e-05+0.0010612i,0.00056593+0.00048173i,0.0007924+0.00046163i,0.0010142+0.00049422i,0.0013537+0.00026339i,0.00023347+0.00034202i,-0.00037068+0.00070441i,0.00023213+0.0013958i,0.00045828+0.0011291i,0.00031769+7.4159e-05i,0.00030567-0.00036141i,0.00067694-0.00082549i,0.00065946-0.00084839i,0.00020706-0.00042236i,5.6963e-05+2.4862e-05i,0.00041161+0.00030899i,0.00021127+0.00023135i,0.00026004+0.00031702i
-0.00097098-0.00077736i,-0.0018034+0.0005091i,-0.0019927+0.00067217i,-0.00111+0.00044391i,-0.000564+0.00084151i,0.00033837+0.00024424i,0.00093416-0.00036072i,0.0011209-0.00058057i,0.00050948+0.00018133i,-0.00056245+0.0011431i,0.00033621+0.00051833i,0.0012143+0.00017805i,0.00074079+0.00076845i,0.00035136+0.00040953i,0.00032489-0.00041226i,0.0004968-0.00048141i,0.00081857+6.7799e-06i,0.0013036+0.00034032i,0.0011462-5.8835e-05i,0.00035245-0.00040825i,-0.00020887-0.0002126i,-0.0001452-4.9435e-05i,8.3639e-05+4.6494e-05i
0.001881-0.0023317i,0.00099125-0.002723i,-0.00027898-0.0028702i,-0.0018552-0.0020923i,-0.0019148+3.8657e-05i,-0.0008253+0.0017398i,0.00015848+0.0012014i,0.00039627+0.00045074i,8.4289e-05+0.00021245i,-0.00025883-0.000631i,-0.0006261-0.00068373i,-0.00095321+0.00029453i,-0.00017912+0.00076738i,0.00092213+0.00081381i,0.00075596+0.00055965i,4.8698e-05+0.00038473i,0.00010562+0.00072563i,0.00028728+0.00071886i,0.00013998+0.00055207i,0.0002689+0.00029734i,0.00050574-0.00053261i,0.0004372-0.00058898i,0.00019367-8.0485e-05i
-0.0002176-0.00083857i,-0.0002034+4.5878e-05i,-0.00035507-0.00070622i,-5.7011e-05-0.0010919i,-0.00041639-0.00012184i,-0.0011035+0.00090815i,-0.000766-5.4701e-05i,0.00049645-0.00092259i,0.0007657-3.6765e-05i,-4.3754e-06+0.00047584i,-0.00065103+0.00044801i,-0.00040755+0.00098307i,9.6499e-05+0.0010148i,0.00016234+0.0007585i,0.00053482+0.00040611i,0.0017827-0.00011495i,0.0020449-0.00010554i,0.0014373-0.00017907i,0.0012667-0.00030533i,0.0006761-0.00020839i,0.00015325+6.9949e-05i,-0.00063265-0.00026663i,-4.1331e-05-0.00042272i
0.0013178-0.0014911i,0.00016238-0.00082869i,-8.8773e-05-0.0016558i,-0.001548-0.0028813i,-0.0026235-0.0027359i,-0.0020472-0.00043301i,-0.00037602+0.0010315i,0.00082633+0.0013065i,0.00057696+0.00046728i,-0.0004517-0.00042798i,-0.00065031-0.00074768i,-0.00027368-1.8431e-07i,-0.00033113+0.00047381i,-0.00034028+0.00072225i,1.4932e-05+0.0014206i,0.00015521+0.0013844i,0.00064574+0.0011641i,0.00047938+0.00070121i,0.00021674-0.00012833i,6.6306e-05-0.0012289i,-0.00048415-0.0011422i,4.9078e-05-0.0002231i,7.5425e-05+0.00036468i
-0.0014864-0.0013217i,-0.0017941-0.0010894i,-0.00088069-0.00082688i,7.262e-05+0.00069711i,-0.0003083+0.0024707i,-0.00040848+0.0021083i,0.0002202+0.0013128i,0.00069769+0.0012931i,0.00033758+0.0010764i,-0.00033467+0.00039083i,-0.0003471+6.7529e-05i,0.00022983-0.00015343i,0.00022022-0.00017341i,-0.00047342-0.00014685i,-0.00035479-2.2102e-05i,0.00073255+0.00026473i,0.00061106+0.0001424i,-5.9149e-05+0.00042775i,-0.00037384+0.0010904i,4.6322e-05+0.00071777i,0.00017079+0.00054766i,-0.00031121+0.00035725i,6.783e-05+0.00011834i
0.001565+0.001351i,0.0013971+0.00023254i,0.0012976-0.00055326i,-0.00013431-0.00019359i,-0.0010301-0.000972i,-2.6332e-05-0.0013324i,0.00059628-0.0012884i,0.00087871-0.00077003i,0.0021361-7.3668e-05i,0.0018017+0.00097488i,0.00068005+0.0010455i,-0.00025459+0.00065694i,-0.00043611+0.00065348i,0.00027184+0.00020847i,0.00043651+0.0002883i,0.00049119+0.00035821i,0.00062841+0.00012101i,0.00096264+0.0002687i,0.0012501-6.4421e-05i,0.0006302-0.00077198i,0.00035452-0.0013809i,0.00057057-0.0013601i,-0.00031229-0.0014907i
0.0003677+0.0015061i,0.0013183+0.0010554i,0.0022797+0.00088059i,0.0018787+0.00049664i,0.0010644+0.00016761i,0.00079063-0.00011234i,0.0011642+0.00016166i,0.00089011+0.00039802i,-0.00033042+0.00029533i,-0.00077171+0.00037879i,-0.00018017+0.00027426i,-3.1104e-05-6.3456e-05i,-0.00051696-0.00025328i,-0.00082384+0.00020659i,-0.00026483+0.00025486i,0.00041533-0.00044667i,7.8655e-05-0.00069856i,0.00039204-8.6457e-05i,0.0010391+0.00032479i,0.00056866+0.00035962i,0.00021607-3.1673e-05i,0.00050159+8.3652e-05i,0.0011016+0.0005464i
-0.0022567-0.0018736i,-0.0027727-0.0017262i,-0.0035411-0.0012807i,-0.0028411-0.00024658i,-0.001137+0.00030153i,-0.00024525+0.00042844i,7.2194e-05+0.00044193i,0.00085536+0.00072889i,0.0009858+0.0012581i,0.00017477+0.00057889i,-0.00015519-0.00048709i,0.00023281-0.00014283i,0.00054099+0.00068105i,0.00035842+0.00064147i,0.00042255+0.00047096i,0.0010397+0.0004394i,0.0009354-1.7515e-05i,0.00067565-0.00055516i,0.00089662-0.00062448i,0.00038544-1.5707e-05i,-0.00057686+0.00024587i,-0.00058258-0.00010591i,6.3563e-05-0.00031885i
-0.0020983-0.00022378i,-0.0023472-0.000638i,-0.0030482+0.00037884i,-0.001936+0.0013473i,-0.00047923+0.00098807i,0.00015598-2.307e-05i,0.0010057-0.0004028i,0.00085176+0.00014831i,-0.00011113+0.00072349i,-0.00019572+0.001407i,-0.00014179+0.0012418i,-0.00022883+0.00050997i,7.3338e-05+0.00045866i,0.00074052+0.00057939i,0.00076631+0.00047305i,0.00029423+0.00079579i,0.00017816+0.00053999i,7.3867e-05-0.00026234i,0.00057103-4.2902e-05i,0.00084927+0.00048686i,0.00020776+0.00041689i,1.9047e-06-0.00010693i,-0.00027391-0.00037718i
0.0023936-0.00011033i,0.0035508-0.0001728i,0.0036168-0.0015808i,0.0025549-0.0026008i,0.0010754-0.0015566i,-0.00046496-0.0004378i,-0.0004103+0.00022383i,0.00014593+0.00013734i,6.6363e-05-0.00035755i,-0.00037698-0.00049891i,-0.00053434-0.00018798i,-0.00075452-2.7143e-05i,-0.00080436+0.00034952i,-0.00059959+0.00051871i,-0.0004378-0.00017497i,7.2266e-05-0.00066065i,0.00018654-0.00041757i,0.00046924-0.00072001i,0.00085392-0.00077993i,-9.303e-05-0.00071211i,-0.00079967-0.00037345i,-0.00086781+0.00024337i,-0.00071125+0.00054066i
0.0001419+0.0011028i,0.00010273+0.0013442i,0.00054518+0.0030612i,0.00067161+0.0031135i,0.00031439+0.0021305i,-0.00032195+0.0015248i,-4.8994e-05+0.00079727i,0.00021322-0.00011623i,9.3996e-05-6.552e-05i,0.00031716+0.00050206i,0.00032211+0.00028217i,5.1699e-05+0.00037334i,0.00039989+0.0010375i,0.0011689+0.00060983i,0.001327-0.00028022i,0.0010107+0.00017168i,0.0011941+0.0001213i,0.0018991-0.00018319i,0.0014598+0.00011592i,0.00098625+0.00011189i,0.00098626+0.00019158i,0.00064401-0.00010793i,0.00050899-0.00045951i
-0.00081669+0.0011384i,-0.00056291+0.00066475i,-5.6113e-05+0.00028388i,0.00051404+0.00021468i,0.00057713+0.0005913i,0.00048048+0.00051983i,0.00093079+0.00027835i,0.0012702+0.00033118i,0.0010271+0.00094893i,0.00027696+0.0011422i,0.0007064+0.00061419i,0.0011791-0.00014278i,0.00035723-5.606e-05i,-0.00023622+0.00074168i,-0.00046032+0.0008308i,-0.00062612-3.6589e-05i,-0.00035055-4.2024e-05i,8.899e-05+4.3002e-05i,0.00017571-3.8636e-05i,-7.6947e-05+0.00016795i,-7.7943e-05+0.00014001i,9.0754e-05+0.00068573i,-0.00039264+0.0013926i
8.9416e-05-0.0010117i,0.00065058-0.0014769i,0.00021885-0.002149i,-0.0006122-0.0016553i,-0.0010143+1.024e-05i,-0.00076373+0.00080901i,3.1955e-05+0.00066539i,0.00050353+0.00049853i,0.00019175-0.00011397i,-0.00078299-0.0001823i,-0.0014454-0.00043965i,-0.0018511+0.00036001i,-0.0013654+0.0017188i,-0.00010088+0.0015449i,-1.2139e-05+0.00010274i,0.00018037-0.00046395i,0.00021391-3.5642e-05i,-0.00011189+2.8585e-05i,-0.00012313+0.00021734i,-0.00029802-0.00021477i,-0.00097081-0.00051304i,-0.0015872+3.2754e-05i,-0.0010509+0.00039585i
-8.9449e-05+0.00018964i,0.00029077+5.0653e-05i,0.00095351-0.00079838i,0.00011898-0.001205i,-0.00035172-0.0010313i,-0.00037373-0.0004466i,-0.00015903+0.00066081i,0.00018554+0.0012639i,-0.00028548+0.00097325i,-0.00012688+0.00054086i,-0.00049622+0.0003112i,-0.00093162+0.00015437i,-0.0012455+0.00090978i,-0.00095014+0.00087363i,-0.00012763-6.4668e-05i,-0.00021908+0.00023534i,-0.00048946+0.00082841i,9.5324e-06+0.0010504i,0.00071346+0.0011312i,-5.3617e-05+0.0009403i,-0.00034142+0.0004172i,-0.0006771-0.00049447i,-0.0014258-0.00076392i
5.0191e-06-0.0014865i,-0.00052252-0.0011043i,-0.00060743-0.00047971i,-0.0016628-0.00024894i,-0.001392-0.0005478i,-0.00034181-0.00047343i,0.00022171-0.00078735i,0.00013793-0.00087334i,-0.0003138-0.00061045i,-0.00014108-0.00076317i,0.0003259-0.00033565i,0.00038071+0.00037801i,0.00086228+0.00038329i,0.00098488+0.00032085i,0.0003267+8.4003e-05i,-0.00027778-0.00051215i,-0.00022554+0.00018476i,0.00026294+0.00048644i,0.00057689-0.00077979i,0.00076306-0.00066158i,-8.1075e-05-0.00077461i,-0.00073207-0.0011955i,-0.00018116-0.00094666i
0.00091072-0.0016837i,-0.00027214-0.0015696i,-0.0011903-0.0012204i,-0.00074445-0.0010547i,4.1752e-05-0.00067084i,0.00063728-0.00034808i,0.0012513+6.1958e-05i,0.001154-0.00012273i,0.00054415+0.00041135i,4.1237e-05+0.00097781i,-0.00034846+0.00058281i,-0.00048572-5.1438e-05i,0.00038505-0.00029809i,0.0011998+0.00030755i,0.00079929+0.00059054i,0.00032107+0.00036404i,0.00047444+0.0005796i,6.6405e-05+0.00092759i,4.6486e-05+0.0006001i,0.00017159+7.4957e-05i,-0.00019035+0.00042231i,-6.6592e-06+0.00065831i,0.0001544+0.00049102i
0.0019098-0.0010138i,0.0021822-0.0013631i,0.0016234-0.0021679i,-0.00044081-0.0023061i,-0.0015257-0.001569i,-0.0013827+0.0002875i,-0.00034743+0.0008316i,0.00012741-0.00012921i,-6.5795e-05-0.00065291i,8.3692e-05-0.00044026i,-0.00028013-0.00052238i,-0.00087524-0.00012956i,-0.00032259+0.0010308i,4.7479e-06+0.0016969i,-0.00049242+0.00076836i,-0.00017465+0.00012498i,0.00054854+0.00093697i,0.00086397+0.00073062i,0.00063754-0.00014717i,0.00033078-0.00015267i,0.00027882+0.00034817i,-4.5818e-05+7.5298e-05i,-0.00040269-0.00062781i
-0.00074487+0.0021004i,-0.00018875+0.002814i,0.00066299+0.0016225i,0.00092459-3.3603e-05i,3.3009e-05-0.00025774i,-0.00041655-0.00013899i,-0.00047392+3.3529e-05i,-0.00021299+0.00054181i,0.00074245+0.0005978i,0.0013233+0.00063637i,0.0010756+0.00031233i,0.00087856-0.00035503i,0.0010754+0.00014975i,0.0014823+0.00087863i,0.001457+0.00035048i,0.00067799+0.00018764i,0.00041134+0.0004729i,0.00085725+0.00019181i,0.00094502+0.00029556i,0.00035577+0.000135i,0.00044705-0.00011158i,-0.00019983+0.00027199i,-0.00076291+0.00010249i
-9.5492e-05-0.0013456i,-0.0003136-0.00081687i,-4.6458e-05-0.00022673i,-0.0007798+6.5965e-06i,-0.00060234+8.129e-05i,0.0005317+0.00079143i,0.00031379+0.0008298i,8.5248e-06+8.0628e-05i,-0.00032806+0.00093507i,-0.00031887+0.0010602i,0.00045165-0.0001755i,0.00066895-0.00056789i,0.00028533-0.00025162i,0.00061753+0.00045733i,0.00075313+0.00092741i,0.00050422+0.00017899i,0.0010974-0.00015047i,0.0011748-3.0146e-05i,0.0009607-0.00013162i,0.00031196-0.00050396i,-0.00015353-0.00015736i,-0.00018135+4.0769e-05i,3.0415e-05-0.00039473i
-0.00058318-0.0016807i,-5.5383e-05-0.00075717i,-0.0012263-0.0012499i,-0.0025771-0.00089651i,-0.0013177+1.5119e-05i,-0.00047379+0.00053055i,-2.4086e-05+0.0011388i,0.0005107+0.0014611i,0.00029659+0.00090068i,-0.00037137+0.0004205i,-0.00032551+0.00016889i,-9.0055e-05+0.00018246i,-4.2825e-05+0.00074787i,0.00023892+0.00073565i,0.000782+0.00017988i,-0.00014669+0.00033216i,-0.00066695+0.00053602i,4.2571e-05+0.00028942i,0.00058734-0.0001244i,0.00094994-0.00053128i,0.00051346-0.00074486i,0.00017607-0.0003081i,9.2831e-05+0.00028563i
0.0012157-0.0014657i,0.00089526-0.001384i,0.00052198-0.0012312i,0.00016877-0.0011402i,-0.00064826-0.00032815i,-0.00087794+0.00021704i,0.00043547+0.00027972i,0.0010431+0.00036662i,9.0088e-05+0.00063013i,-0.00021174-0.0003642i,0.00035955-0.00062827i,-0.00028091-0.00018125i,-0.0012661+0.0001713i,-0.00084098+0.00043754i,-8.2427e-05+0.00052814i,0.00058631+0.00035824i,0.0010935-0.00033278i,0.0013379-0.00082772i,0.00069825-0.00058248i,-0.00019435-0.00028754i,-0.00026264+0.0005694i,-5.9321e-05+0.0012109i,-0.00016306+0.0010191i
-0.00083945+0.0023626i,-0.00079358+0.0019082i,-0.00063973+0.0020201i,-0.00062162+0.0007296i,-0.0010999-0.00038598i,-0.00096878-0.00063084i,-0.00035134-0.0010651i,-4.2623e-06-0.00060003i,-0.00050939+0.00077104i,-0.00017643+0.0005423i,-2.202e-05-9.8736e-05i,-0.0011402+0.00022214i,-0.0013356+0.0012247i,-0.00029472+0.0010667i,0.00057607+3.3705e-05i,1.2425e-05+7.8312e-05i,-8.8042e-05+0.00051529i,4.878e-05-5.9733e-05i,-3.332e-05-0.00089228i,0.00024436-0.00066755i,0.00040034-0.00023052i,0.00047855-0.00025823i,0.00026656-0.00042589i
0.00073393+0.00023432i,0.00091481-0.00048966i,0.0016711-0.0014362i,0.0010772-0.0023138i,-0.00029132-0.0020533i,-0.00025335-0.00023533i,0.00038412+0.00059055i,0.00096983+0.00035871i,0.0010511+0.00054497i,0.00060123+0.00048456i,4.58e-05+6.8015e-05i,-0.00060545-0.00011003i,-0.0010987+0.00039849i,-0.0005818+0.0012846i,0.00081483+0.00095136i,0.00056386+0.00056727i,-0.00053775+0.0006744i,-0.00011574+0.000492i,0.00093442-1.3302e-05i,0.0010778+7.4177e-05i,0.00026648+0.00026315i,-0.00022835+2.8397e-05i,-0.00022272-0.00050251i
-0.0006925-0.001759i,-0.0014468-0.0012464i,-0.0016703-0.00011308i,-0.0014904+0.00073819i,-0.001089-0.00010747i,-7.5577e-06-0.0002179i,0.0013295+0.00012161i,0.0011595+1.443e-05i,-6.5962e-05+0.00038251i,-9.7163e-05+0.0010713i,-0.00019297+0.0010387i,-0.00051659+0.00044117i,-0.00029651+0.00036494i,4.085e-05+0.00056848i,0.0002316-0.00013594i,-1.7308e-05-0.0006308i,-0.00013862+0.00011787i,0.00016665+0.00036943i,0.00071343+8.8338e-05i,0.00033738+0.00065934i,5.5277e-05+0.00089211i,0.00027142+0.00056876i,8.0525e-05+0.00034595i
0.0018596-0.0017837i,0.0013944-0.0017043i,2.1775e-05-0.0012513i,-0.0011403-0.0012717i,-0.0010004-0.0010717i,-0.0001884-0.0001565i,0.00077467+0.00051292i,0.00057339+0.00071131i,0.00027384+0.00025422i,0.00019975+5.8052e-05i,-0.00020918+0.00026048i,-0.00057414+0.00076013i,-0.00085933+0.0010378i,-0.00080305+0.00079414i,-0.00051804+0.00073196i,-0.00022384+0.0006578i,0.00015709+0.00025328i,0.00064906+0.00016008i,0.00036108+0.00047036i,0.00032584+0.0003382i,0.00041862-0.0003298i,0.00031795-1.2059e-05i,0.00066068-4.2976e-05i
-0.0005923-0.00012076i,-0.001561-0.0013935i,-0.0020295-0.0016671i,-0.0016357-0.00096761i,-0.00066562+0.0008i,0.00051019+0.0011495i,0.00057862+0.00045051i,0.00032638+0.00045876i,0.00024508+0.0011298i,-0.00016671+0.001762i,0.00018867+0.00073543i,0.00012003-0.00016419i,-5.7051e-06-0.00013384i,0.001033+0.00039869i,0.001185+0.00045346i,0.00079724-0.00017113i,0.00034876-2.8679e-05i,-0.00044825+3.977e-05i,-0.00073869+8.5621e-05i,7.9277e-05+0.00022429i,0.00042757+5.8079e-05i,-0.00027034-0.00017519i,-0.00065893-0.00041657i
0.0020632+0.00043035i,0.00222+2.7205e-05i,0.00054895-0.00099395i,-0.00066605-0.0010487i,-0.0013409-4.2137e-05i,-0.0005688+0.00019317i,0.0011866-7.5992e-06i,0.001469+0.00048436i,0.0003314+0.00070288i,-0.00040172+0.00030142i,-0.00019897+0.00015491i,0.00027288+0.00041497i,0.00072442+0.00026191i,0.00067466-0.00012847i,0.00092411-0.00031906i,5.1211e-05+4.0977e-05i,-0.00062562+0.00031854i,-0.00030719+0.00022513i,0.00016174-0.00065048i,0.0001876-0.00041116i,2.5269e-05+0.00047743i,-0.00070355+0.00039723i,-0.0010627-0.00033833i
0.004069+0.00084538i,0.0028808+0.00072635i,0.0026552-0.00027546i,0.0024218-0.0010384i,0.00084985-0.00065486i,-0.00018564-0.00039171i,0.00059012-0.0005668i,0.00066524-0.00029247i,0.00033774+0.00070429i,1.3231e-05+0.00067905i,-0.00074112+2.7348e-05i,-0.0019784+2.9533e-05i,-0.0021753+9.5342e-05i,-0.0013132+0.00020155i,-0.00035317+0.00010862i,0.00077877+0.00051004i,0.0012914+0.00022449i,0.00081877-0.00034737i,7.5087e-05+0.00011929i,-0.00051498+0.00029459i,-0.00042505-0.00038958i,-0.00054804-0.00096982i,-0.00058669-0.00027512i
-0.00076475+0.0001377i,-0.00089051-2.7542e-05i,-0.0011075+0.00070757i,-0.0014487+0.0015835i,-0.00135+0.00086285i,-0.00071807-0.0006574i,-0.00030876-0.0012317i,-0.00030716-0.00054252i,2.3814e-05+0.00054526i,-0.0002572+0.00064604i,-9.1596e-05-0.00013459i,0.00055941-0.00062079i,0.00010635-0.00043934i,-0.00033753+0.00017705i,-0.00012663+0.00024863i,-0.00057647-0.00035306i,-0.00076192-0.00085167i,-0.00024494-0.0009912i,5.2491e-05-0.00039439i,0.00020312+0.00021917i,0.00028999+0.00078471i,0.00055982+0.00047477i,0.00079988-0.00022582i
0.0013377-0.0019032i,0.0014362-0.0019471i,-0.00038339-0.0021763i,-0.0014357-0.0023369i,-0.0014602-0.0014784i,-0.001135-0.00046845i,1.5368e-05+0.00029322i,0.00076753+0.00042048i,0.00063079+8.9521e-05i,-0.00033312-0.00037455i,-0.00060559+7.365e-05i,-0.00065184+0.00092421i,-0.00029886+0.0013851i,0.00046468+0.0013717i,0.00025496+0.00053664i,-0.00063118-5.0965e-05i,-0.0010119+0.00059578i,4.0429e-05+0.00032214i,0.00075579-0.00014187i,0.00028507+6.3329e-05i,7.9316e-05+0.00035315i,-0.0010452+0.0010946i,-0.0012214+0.00017051i
0.00047589-0.0013399i,0.00037095-0.00088283i,-0.00017019-0.00099343i,6.5895e-05-0.0011592i,0.00089385-0.0006218i,0.00036207-1.0399e-05i,0.00026174+0.00064488i,0.00065804+0.00093703i,0.0004804+0.00051964i,0.00047168+0.00037039i,0.00041771+0.0005039i,0.0004859-0.00023415i,0.00015601-8.5948e-05i,7.4979e-05-3.4737e-05i,0.00073272-0.00064941i,0.00041819-0.00044494i,-0.00018317+0.00063377i,-6.176e-05+0.0013551i,0.00047102+0.0010517i,0.00092659+0.00095629i,0.00051914+0.00045161i,8.8365e-05-4.0303e-05i,-0.00019447-0.00020857i
3.8424e-06-0.00075631i,9.8051e-05-0.00069148i,-0.00051543-0.00077467i,-0.00075774-0.00038769i,-0.00019115+0.00028198i,-0.00010751+0.00075817i,6.5447e-05+0.0006224i,0.00088591+0.00027031i,0.00091533-0.00016907i,0.0006994-0.00094928i,0.00063845-0.00042939i,-0.00031626+0.00063806i,-0.00031721+0.00090841i,-0.00012399+0.00080086i,-0.00064419+0.0010093i,-0.00038616+0.00078315i,0.00021051+0.00013707i,-0.00013563-0.00015002i,-0.00090939-0.00061341i,-0.00081455-0.00047557i,-0.00078927+0.00052257i,-0.0010818+0.00072148i,-0.00084002+0.00032614i
-0.00090308+0.0023546i,0.0011925+0.0021015i,0.001996+0.0020827i,0.00055284+0.0013082i,-0.00023469+0.0005534i,0.00023291+0.00022441i,0.00083845+0.00029206i,0.0010353+0.00065921i,0.0011844+0.00074211i,0.00058286+0.00070108i,0.00064822+6.8139e-06i,0.00077644-0.00045046i,0.00015654+0.00031817i,-7.064e-05+0.00087314i,-0.00018505+0.0010117i,-0.0003727+0.00049912i,-0.00021509+0.00013262i,-0.0003653+0.00027144i,-0.00055488+0.00074846i,-0.00078889+0.00072985i,-0.0011933-0.00029413i,-0.0011714-0.00095398i,-0.00023268-0.00081365i
1.6491e-05-0.00061284i,-0.00085476-0.001332i,-0.002308-0.0011051i,-0.0021516-0.00085799i,-0.0010907+0.00023779i,2.9003e-05+0.00065382i,0.00049875-0.00018571i,-0.00018185+6.36e-05i,-0.0007012+0.00053881i,-0.00069807-0.0003493i,-0.00050179-0.00083604i,-0.00067173+0.00027053i,-0.00066041+0.0012363i,-0.00010979+0.0011523i,0.00069737-5.1241e-05i,0.00095733+8.8915e-06i,0.00092507+0.00064503i,0.0008242+0.0010238i,-3.5238e-05+0.0011746i,6.2344e-05+0.0003415i,0.00038919-0.00062881i,0.00054264-0.0013016i,0.00063539-0.0011513i
-0.0016274-5.8938e-05i,-0.0014426+0.00037463i,-0.0010089+0.0012771i,-9.5822e-05+0.0013577i,0.0005315+0.00078628i,0.0007825+0.00050771i,0.00099661+0.00035823i,0.0010802+0.00061103i,0.0008706+0.0019854i,0.00084615+0.0023306i,0.0009674+0.0020068i,0.00066736+0.0013556i,-0.00037111+0.00026666i,-0.00063954-0.00037775i,-9.0874e-05+0.00031899i,-0.00020159+0.00024778i,0.00014884-4.4385e-05i,0.00038507-0.00025933i,0.00023008-0.00076338i,0.00032263-0.00075795i,0.00025834-0.00024569i,0.00039637-0.00048683i,0.00046134-0.00060629i
