-0.00097623+0.00010842i,0.0004634-0.0011907i,0.00017743-0.0017488i,-0.0012563-0.001166i,-0.002016+0.00024901i,-0.0020633+0.0014919i,-0.0013777+0.001622i,-8.9612e-05+0.0011354i,0.00084137+0.0005444i,0.0013493-0.00025014i,0.0010204-0.00056667i,-0.00010621-0.00014212i,-0.00057606-6.6352e-05i,-0.00068854+7.1803e-06i,-0.00063495+0.00051206i,-0.00075777+0.00012086i,-0.00043742-0.00012644i,-3.6581e-05+0.00051538i,2.1607e-05+0.00053236i,-0.00051086-0.00016057i,-0.00083814-0.00045699i,-0.00014204-0.00054771i,0.00053372-0.00040053i
-0.00034768-0.0031738i,-0.0021356-0.0046541i,-0.0033139-0.0035031i,-0.0027749-0.001396i,-0.00096983-0.00035679i,3.747e-05+0.00011098i,0.00063102+0.0003696i,0.00078175-0.00018858i,-0.00019226-0.00075307i,-0.00063937+8.8311e-05i,-9.4378e-05+0.0010135i,-6.2803e-06+0.0018522i,0.00018769+0.0020237i,0.00033889+0.001749i,3.5255e-05+0.0019958i,-0.00077925+0.0014891i,-0.0010836+0.00048664i,-0.00043922-0.00017202i,-7.8649e-05-0.00013007i,-0.00010853-6.0451e-05i,0.00060951+0.000155i,0.00061985+0.00024474i,0.00027522-0.0002834i
0.0020213+0.0016164i,0.0027323+0.00091812i,0.0022314+0.00086718i,0.0016584+0.0010806i,0.0014079+0.00095609i,0.0008999+0.00030185i,0.00048372-7.6607e-05i,0.00034671+0.00019894i,0.00052925+0.00063914i,0.00083308+0.00067538i,0.0011632+0.00035432i,0.0010416-0.00018605i,0.00012685-7.8783e-05i,-0.00077817-0.00023949i,-0.0013906-0.0008791i,-0.0008656-0.00074515i,0.00023667-0.00060928i,-0.00047419-0.0004209i,-0.0017241+0.00033426i,-0.0010675-0.00023989i,0.00015579-0.00076649i,-6.6189e-05+0.00010904i,-0.0002665+5.8924e-05i
-0.0043044+0.00068116i,-0.0028481+0.002267i,-0.00095224+0.0029758i,-0.0003348+0.0022394i,9.6215e-05+0.0014297i,0.0002321+0.00082599i,-0.00053229+0.00088324i,-0.0010008-3.6701e-05i,-0.00045607-0.0010045i,-0.00033998-0.00074104i,0.00073261-4.7384e-05i,0.0013386-0.00043374i,0.00078728-0.0012669i,0.00045677-0.0015291i,0.00079016-0.0010723i,0.00053462-1.7902e-05i,-6.5726e-05+0.00040447i,-0.00059699-0.00021065i,-0.00067692-0.00023227i,-0.0005042+0.00017085i,-0.00044441-0.00018154i,-9.56e-05-0.00048454i,0.00014147-0.00046808i
-0.00060556-0.0013571i,-0.0024787-0.00093757i,-0.0029358-0.00092464i,-0.0013947-0.00014868i,8.3837e-05+3.3195e-05i,0.00036208-0.00075186i,0.00025406-0.001439i,0.00022603-0.00063574i,-0.00022393-0.00026221i,-5.1927e-05-0.00065681i,0.0001065+0.00044592i,-0.00016498+0.0011123i,-0.00052934+0.0008292i,-0.00054227+8.5076e-05i,0.00054923+0.00032887i,0.00081624+0.00062891i,-0.00024895+0.00043065i,-0.00050147+0.00039926i,-0.00044607+0.00067548i,-0.00083828+0.0010457i,-0.00031941+0.0008383i,0.00052715-2.1183e-05i,0.00036301-9.2656e-05i
0.001696-0.00043832i,0.0016279-0.0011476i,0.0012908-0.001049i,0.0013877-0.00037304i,0.00036591-0.00024724i,-8.3235e-05-0.00082387i,0.00029809-0.00054606i,-9.4282e-06-4.8198e-05i,0.00017337+0.00014045i,5.2447e-05+0.00048714i,-0.00050137+0.00026651i,-0.00019894+0.00026951i,-0.00087447+0.00029321i,-0.0010424+0.00029125i,-0.00019177+0.00041724i,-0.00050807+0.00072619i,-0.00070501+0.00064581i,-0.0003574+0.00068896i,-0.00080482-9.1667e-05i,-0.00066517-0.00015098i,-0.0003211+0.0001533i,-7.4643e-05-0.00083341i,-0.00012161-0.00029493i
-0.00060879+0.0016673i,-0.0015845+0.0012226i,-0.0024817+0.00047319i,-0.001541+0.00078238i,0.00019429+0.001164i,0.00054287+0.00092655i,0.00026176+0.00042757i,0.0002655+0.00018434i,0.00048019-4.3245e-05i,0.00094926+0.00010224i,0.0012446+0.0004481i,0.00068334+0.00055579i,7.9351e-05-0.00051019i,-3.3884e-06-0.00079907i,-0.00031657-0.00032661i,-0.00030207-0.00011677i,-0.00043633-0.00038507i,-0.00080226-0.00055798i,-0.00015794-0.00026873i,0.00014142-1.9598e-05i,-0.00050638+0.00044094i,-0.00044857+0.00056363i,0.00016588+0.00096551i
-4.487e-05-0.0014981i,-0.00060019-0.00028416i,-0.0015278+0.00019067i,-0.0025293+0.00021018i,-0.001348+2.3562e-06i,0.00054644-0.00024163i,0.00088775-0.00010235i,0.00023545-0.00015365i,-0.00045782-6.1607e-06i,-0.00025955+0.00015753i,0.00032926-4.7662e-05i,0.0007799+0.00051175i,0.00027699+0.00052709i,-0.00045337-0.00045481i,0.00018076-0.00055383i,0.00011149-0.00022668i,-0.00046833-0.00059298i,0.00020573-0.00034421i,0.00070713-6.299e-05i,0.00074784+0.00010411i,0.0004339+0.00012493i,-0.00010614+0.00013672i,-0.00057444+0.00019452i
0.00091993+0.0023328i,0.0001203+0.0015291i,-0.00038778+0.0012728i,-0.00048499+0.00088686i,0.00014092+1.9666e-05i,0.00098135-9.3739e-05i,0.00038028+2.0587e-05i,-3.2717e-05-0.00010007i,0.00017178+0.0002571i,-0.00045885+0.00014061i,-0.0011374+0.00045279i,-0.0007804+0.00037326i,2.3456e-05-0.00035178i,-0.00061294-0.0007392i,-0.0016705-5.8192e-05i,-0.001376+0.00019325i,-0.00052073-5.8173e-05i,-0.00056055+9.0587e-05i,-7.8329e-06+3.8123e-05i,0.00054447+0.0003332i,1.4345e-05+0.00016784i,1.2131e-07-0.00036351i,0.00052787-8.7403e-05i
-0.0015078+0.00051237i,-0.0021026-0.0012983i,-0.0019519-0.0012308i,-0.0011623-0.00099642i,-0.00061658-0.0010535i,-0.00078905-0.00021739i,-0.00013305-4.328e-05i,0.00032513-3.7048e-07i,0.00022665-4.4481e-05i,-0.00021798-0.00035235i,4.1325e-05-0.0002971i,0.00049475-0.00012208i,0.0001815-0.00071765i,-1.451e-06-0.0010711i,-0.00014945-0.00098787i,-0.00062425-0.00076169i,-0.0011061-0.00031198i,-0.000768-0.00022191i,0.00016677-0.00025529i,0.0002945+0.00059858i,-0.00018647+0.00086628i,-0.00033811+0.00051343i,0.00031187-0.00015388i
-0.0017409-0.0037602i,-0.0014783-0.0032766i,-0.00031886-0.0028789i,0.0001673-0.0025015i,0.00019665-0.00084315i,0.00041276+0.00067795i,1.371e-05+0.00039892i,0.00010196+0.00027163i,-0.0003074+0.00014724i,-0.00072672-0.00024663i,-0.00010783+0.00014299i,0.00037701+0.00094346i,0.0009441+0.0010596i,0.00091645+0.0010632i,-0.00022379+0.00085008i,9.268e-06+9.3226e-05i,0.0005142-5.417e-05i,-0.00027656+0.00029286i,-0.00019546-0.00030533i,0.00025518-0.00092527i,4.3995e-05-0.00070156i,-0.00039955-0.00010552i,-0.00084497+0.00032569i
0.0010215+0.0028389i,0.00092451+0.0014426i,-0.00053327+1.8624e-05i,-0.00045862-0.00040328i,0.00073326-0.00022781i,9.8446e-05+0.00038803i,-0.00022757+0.00016507i,3.0607e-05-0.0010142i,0.0001844-0.0017203i,-0.00047653-0.0013858i,-0.0013299-0.00053464i,-0.0012005-0.00043743i,-0.00044375+0.00019076i,-0.00043543+0.00042988i,-0.00097935+0.0004408i,-0.00043462+0.00074692i,6.3468e-05+0.00027526i,0.00039302+4.4816e-06i,0.00060904-0.00038185i,0.000114-0.00044968i,-8.5637e-05-9.7729e-05i,0.00016661-0.00041206i,0.00014242-0.00013025i
0.00048614-4.644e-05i,-7.8276e-05-0.00019655i,-0.00027002-0.00055895i,-0.0002986-0.00081195i,-0.00033878-0.00057687i,-0.00038454+0.00046635i,-7.104e-05+0.0010413i,8.9115e-05+0.00059302i,0.00081421+0.0002198i,0.001068-0.00045956i,0.00015525-0.00079916i,-0.00034864+0.00025803i,-0.00092574+0.0011615i,-0.0015499+0.00028799i,-0.0013979-0.00045858i,-0.00051979-4.8909e-06i,0.00015096-4.5928e-05i,-0.00018159+0.00018305i,-0.00054138+0.0010379i,-0.0006277+0.0012053i,-0.00056173+0.00019151i,-0.00031484-0.00075896i,0.00020944-0.00056326i
0.0027887-0.0020037i,0.0019888-0.0023511i,0.00021997-0.0018025i,-0.00066159-0.00032109i,-0.00080682-0.00022421i,-0.00027692-0.00061458i,-0.00022681-0.00056422i,0.00033133-0.00065218i,0.0012026-0.00081963i,0.001461-0.00085026i,0.0011223-0.00057045i,1.7737e-05+0.00033105i,-0.00055908+0.00065939i,-0.00074394+0.00074517i,-0.00073906+0.0011242i,-0.00015676+0.00092363i,0.00046232+0.00020374i,-0.00017325+0.00020402i,-0.00091855+9.7917e-05i,-0.00044401-5.1066e-05i,0.00022162+0.00057562i,0.00051698+0.00086816i,0.00030619+0.00095993i
1.3647e-06-0.00029746i,1.8836e-05-0.00028717i,0.00060352-0.0007526i,-0.00043253-0.00038738i,-0.0012154-0.00034513i,-9.1638e-05+0.00039447i,0.0011843+0.00047571i,0.0022044-3.6083e-05i,0.0016263-0.00035076i,0.00015489-0.00052772i,0.00014592+0.00023101i,6.2787e-05+0.00033018i,-0.00052683-0.00039926i,-0.00043681-0.00032518i,-0.00049128+0.00040414i,-0.00066086+0.00044512i,-0.00032393-0.00072052i,-0.00037514-0.0010034i,-0.00051886-0.00057541i,7.36e-05-0.00055014i,0.00049577+0.00017652i,0.0006978+0.00048284i,0.00037529-0.00031571i
-0.0026317-0.0012732i,-0.0046969-0.0016238i,-0.0057063-0.001043i,-0.0044182+0.00010953i,-0.0021558+0.00074367i,-0.00079765+0.00051515i,-0.00054925+5.2457e-05i,-0.00073145-0.00052312i,-0.00090389-0.00079832i,-0.00015809-0.00023295i,0.00087407-7.7184e-05i,0.0012235-0.00028465i,0.0006765+0.00048687i,0.00055283+0.0010079i,0.00021908+0.0006306i,-0.00041158+0.00020205i,-0.00070285+0.00060636i,-0.00099449+0.0010471i,-0.00074523+0.00080864i,0.00011849+7.9655e-05i,0.0008123-1.5704e-05i,0.00051135+0.00059064i,-0.00060316+0.00082556i
0.0020001-0.00085354i,0.0017585-0.0021922i,0.00063862-0.0030911i,-0.00022371-0.0025157i,0.00017998-0.0017649i,0.0011608-0.0011419i,0.0010101-0.00036821i,0.00074373-9.347e-06i,0.00032494+0.00030142i,-0.00035353+0.00086179i,-0.00049694+0.0013478i,0.00014531+0.0012382i,0.00052392+0.00036317i,-0.00015711+0.00035557i,-0.00076046+0.00046849i,-0.00046374-0.00039651i,-0.00018705-0.00077309i,5.6575e-05-0.00047082i,0.00028207+0.00036113i,0.00050612+0.0010098i,2.764e-05+0.00038207i,-0.00010353-6.2969e-05i,-0.00027746-0.00036108i
0.0005317+0.0016043i,0.0012112+0.0019397i,0.001541+0.0022798i,0.0020708+0.0017546i,0.0025436+0.00031888i,0.0021819-0.00070036i,0.0012071-0.00074034i,-0.00036003-0.0012309i,-0.00037722-0.0016809i,0.00046963-0.0016269i,0.00053234-0.0011727i,-0.00013326-0.0006166i,0.00044269-0.00023304i,0.00053322-0.00039105i,-0.00043402-0.00064683i,-0.00054352-0.00014771i,-0.00072996+0.00099006i,-0.00017152+0.0010722i,-0.00020197+0.00041954i,-0.00049593+0.00010751i,0.0001395-0.00027428i,0.00040336-0.00014532i,0.00087633-0.00055537i
-0.0029115-0.00040203i,-0.0030788-0.00075654i,-0.0025848-0.0007005i,-0.0014771-0.00051745i,-0.00040765+0.00097657i,-0.00098444+0.001921i,-0.00086738+0.0016413i,4.9948e-05+0.00070535i,-0.00015119-0.0001062i,-0.00055692+7.4133e-05i,-0.00045926+0.00081432i,-0.00071726+0.0013008i,-0.00053389+0.00079206i,-0.00010115+0.00019364i,-5.5792e-05+0.00032196i,-0.00035368-0.00036812i,-0.00029183-0.0002958i,-1.9133e-05-1.7669e-06i,-0.00019308-9.8015e-05i,-0.00031007+0.00044947i,-0.00049952+0.00094382i,-5.5381e-05+0.0010443i,0.0009216+0.00043348i
0.00057799-0.0004799i,0.00016812-0.00062243i,0.00013301-0.0016037i,0.00025826-0.0013788i,0.00024174-0.00016835i,3.332e-05+0.00028809i,0.00049228+0.00025093i,0.00019512-0.00013906i,-0.0011841-0.00029845i,-0.0011351+0.00045297i,-0.00055323+0.00092065i,-0.00029202+0.00092646i,0.00027349+0.00064606i,-5.9471e-05+0.00049634i,-0.00024791+0.00030585i,0.00025015-0.00038579i,0.00034557-0.00034187i,0.00031465+0.00016732i,2.6328e-05+0.00056012i,-8.6747e-05+0.00043987i,1.108e-05-0.00018927i,-9.0334e-05-0.00066651i,-0.00057004-0.00011727i
0.0005226+0.00082942i,0.00030212+0.00052304i,-0.001305+0.0015036i,-0.0017885+0.0010271i,5.8095e-05-0.00017326i,0.00053841-0.00038249i,-0.00030612-0.00032212i,0.00019275-0.00033446i,0.00076526-0.00041419i,0.00071058+6.3911e-05i,0.00011192+0.00048138i,-5.3364e-05+0.00044218i,-2.5528e-05+0.00050424i,-0.000638+0.00080037i,-0.00076865+0.00089103i,5.6831e-05+0.0010177i,0.00023491+0.00094537i,-0.00010519-0.00020338i,0.00059402-0.00050037i,0.00026+0.00078271i,-0.00043498+0.001448i,-0.00053593+0.001107i,-0.00050461-0.00020749i
-0.001446-0.00019354i,-0.0015882-0.00059774i,-0.00166-0.0018209i,-0.00097057-0.0018009i,-9.1665e-05-0.00067093i,0.00032069+0.00017255i,0.00043373+0.00045875i,0.00012235+0.00030239i,-0.0004632+0.00015716i,-0.00058719+0.00017925i,0.00024579-1.6661e-05i,0.00041398-0.00015935i,-0.00011137-0.00011989i,-0.00047054+0.00057847i,-0.00033864+0.0007125i,0.00040508-0.00031569i,0.00087211-0.00055593i,0.00047631+0.00030274i,-0.0002408+0.0003691i,-0.00017199+0.00013683i,-0.00048147+0.0001221i,-0.00077925-0.00056406i,-0.00020459-0.0010319i
0.00036607+6.7081e-05i,0.00063393+0.00015242i,0.00037591+0.00035082i,0.0003008-0.00013524i,0.00020509-0.00024172i,-1.5511e-05+0.00055284i,-0.00047969+0.00031818i,-0.00088492-0.00038649i,-0.00069719-0.00076002i,3.4991e-05+0.00021216i,-0.00077336+0.0015654i,-0.00053252+0.0014409i,0.00034366+0.0014188i,4.6515e-05+0.0011628i,-0.0001278+0.00080858i,-0.00033822+0.00054493i,4.8522e-05-0.00023205i,-0.00025999-0.00043839i,-0.00091146-0.00010697i,-3.7891e-05+0.00022832i,0.00056163+0.00073492i,-0.00023026+0.00010613i,-0.00096231-0.00084781i
-4.1769e-05-5.3383e-05i,-0.00038668+0.00085296i,0.00042082+6.2931e-05i,-0.0001106-0.0012418i,-0.00089043-0.0014014i,-0.0011434-0.00022242i,-0.0011851+0.00055136i,-0.00096202+0.00017956i,6.6952e-06-0.00065101i,0.00031592-0.00068593i,0.00026169+7.2202e-05i,0.00036193+0.00098294i,-0.00044966+0.00083841i,-0.0010302+0.00032738i,-0.0011019-8.569e-06i,-0.00082001-0.00035017i,-0.00051572-0.00048256i,0.00011003-0.00052619i,0.00072546+0.00012639i,0.0006144+0.00021444i,0.00086949+1.5201e-05i,0.00059659-0.00027448i,-0.00061858-0.00033883i
-0.0007408-0.0022584i,-0.0004798-0.0019772i,-0.00052017-0.0008702i,-0.00019484-0.00013634i,-0.00054676+8.2188e-05i,-0.00027693-0.00015375i,0.00029028+0.00019415i,-1.8599e-05+0.00019078i,0.00017929-0.00056273i,0.00038333-0.00045781i,-0.00041531-0.00049693i,-0.00046458-0.00080924i,-0.00024387-0.00025662i,-0.00020811+0.00053054i,1.5898e-06+0.00043689i,-0.000226+0.00023399i,-0.0005019+0.00038824i,-4.4248e-05+0.00028037i,9.2715e-05-0.00023495i,-0.00039367-0.00040532i,-3.8965e-05-0.00031729i,0.00029359-0.00031417i,0.00014701+0.00029258i
0.0019058+0.00092612i,0.00095854-0.00011008i,0.00038231-0.0009449i,0.00069256-0.0015536i,0.0012278-0.0014699i,0.00038029-0.00075201i,-0.00052883-0.00029253i,1.4664e-05-0.000646i,-1.9063e-05-4.7791e-05i,-0.00048455+0.00023566i,-0.00050823-0.00026155i,-0.00013577-0.00021511i,0.00023919+0.00012046i,-0.00064062-0.0001271i,-0.0011646-0.00020246i,-0.0013054+0.00012565i,-0.00096365+3.1769e-05i,0.00017265+0.00040306i,0.0004537+0.00060642i,0.00065174+0.00012114i,0.00063968-0.0003208i,-1.2555e-06-0.0010296i,3.7257e-05-0.0010585i
1.667e-05-9.1546e-05i,-0.00037304+0.00023656i,-0.001195-0.0005533i,-0.0022429-0.00073166i,-0.0006713+3.0262e-05i,0.00069383+0.001181i,0.00033225+0.001155i,6.6423e-06+0.00020717i,-0.0001062-0.00050263i,-0.00022541-0.00032344i,0.0001575+0.000182i,0.00026671+0.00021553i,0.00047666+0.00051771i,0.00037747+0.00075692i,-0.00020622+0.0005737i,-0.00051038-0.0003571i,-0.00051753-0.00094426i,-0.00063742-0.00025248i,-0.00075207-0.00021527i,-0.00071625+0.0001652i,-0.00032515+0.0011198i,-0.00011832+0.0015778i,-0.0001124+0.0005894i
-0.0001111-0.0020654i,-0.0011902-0.0020967i,-0.0017441-0.002394i,-0.0018052-0.0017158i,-0.0019784-0.00037847i,-0.001316+0.00073891i,-0.00042306+0.0013654i,0.00017427+0.00064809i,0.00011337-0.0001101i,-0.00056004-0.00042751i,-0.00039203-0.00023915i,1.7837e-05+0.000445i,-0.00013032+0.00069614i,0.00037921+0.00080972i,0.00064771+0.00080452i,0.00041485+0.0010331i,6.2224e-05+0.00045946i,-0.00033443+0.00025221i,-0.00069903+1.5023e-05i,-0.00080735-0.00060742i,-0.0011164-0.00056726i,-0.0012897-0.00026976i,-0.00033852+2.2257e-05i
-0.00050563-0.0013325i,-0.00048749-0.0015224i,-0.00068122-0.0010996i,-0.00044341-0.00054177i,6.7817e-06+0.00053055i,7.6215e-05+0.0007907i,0.00045641-0.00018139i,0.0005286-0.0010176i,0.00043669-0.00070002i,0.00011667+0.00018759i,0.00026957+1.862e-05i,0.0010585-0.00059202i,0.00093541-0.00098528i,9.2696e-05-0.0010072i,0.00013651-0.00051694i,-6.3584e-07+2.7459e-05i,-0.00049065+0.00014256i,-0.00057477+6.7247e-05i,-0.00070738-0.00028861i,-0.00091951-0.00026708i,-0.00054493+0.00050265i,-0.00034152+0.00097042i,-0.00046246+0.00082235i
-0.00028433-2.5823e-05i,-0.00015842-0.00048145i,0.00036455-0.000809i,0.00093768-0.0012297i,0.0011019-0.0013473i,0.00029611-0.0010147i,-0.00029628+0.00024249i,-5.8215e-06+0.00097541i,-0.00065472+0.00083033i,-0.00062344+0.00063315i,0.00020398+0.00018582i,0.00068251-0.00032883i,0.00064628-0.0010846i,0.0010641-0.0012763i,0.00094188-0.00047549i,0.00075678+0.00021219i,0.00048395+0.00042169i,-0.00063914+0.00010546i,-0.00074126+0.00021447i,-0.00038558-0.00032017i,-0.00038215-0.00068821i,0.00019021-0.00027297i,0.00039605-0.00054183i
-0.0010287-0.0019463i,-0.000961-0.00072731i,-0.0019071-0.0006069i,-0.0025463-0.0019253i,-0.0019006-0.0011385i,-0.00064276+0.0005158i,-0.00081896+0.00078712i,-0.0012194+0.00010854i,-0.00078551-0.00022241i,-0.00041302+6.9045e-05i,7.6363e-05+0.00075341i,0.00021011+0.0002584i,-0.0001061-4.6762e-05i,0.00027939+0.00080694i,0.00051742+0.00069052i,-0.0008222-5.6138e-06i,-0.0011098-3.9952e-05i,-0.00033688+6.0704e-05i,0.00031376+0.00021687i,4.1543e-05+0.00036623i,-0.000753+0.00048529i,-0.00063651+0.00036013i,-0.00044992+0.00049906i
0.00061795-0.00094844i,0.00042714-0.0003455i,-0.00072727-0.00051038i,-0.0012098+0.00090194i,-0.0007834+0.0010907i,-0.00027196+0.00020945i,2.4476e-05-0.00010682i,0.00085851+2.5844e-05i,0.0011608+2.8954e-05i,0.00041977-0.00081611i,-0.00038769-0.0011778i,-0.00046205-0.00095679i,-0.00013243+4.3389e-05i,-0.00036393+0.00083986i,-0.0005642+0.00015574i,-0.00014238-0.00049941i,2.3074e-05-0.00043702i,-0.0004452-0.00031473i,-0.00065305+0.00012326i,-0.00017972+0.0011847i,-7.3837e-05+0.0011116i,-0.00021059+0.00020843i,-4.8071e-06-0.00027477i
-0.0012849+0.00033047i,-0.0018538+0.00050213i,-0.0019855+0.00024941i,-0.00021543+3.3076e-05i,0.001138-7.6039e-05i,0.00099752-0.00036562i,0.00044419+0.00011433i,0.00019446+0.00034607i,0.0003504-0.00039203i,0.00030601-0.00042486i,-4.1637e-05-5.0138e-06i,-0.00052502+0.00042256i,-0.00049268+0.00029264i,-0.00022777-0.00011021i,-0.00039037+6.5778e-05i,-0.00080517-0.00015398i,-0.0012011-0.00057787i,-0.00096271-0.0010546i,0.00034575-0.0012874i,0.00076315-0.00051515i,0.00046784-0.00017826i,-0.00013987+0.0004313i,-0.00055356+0.00079048i
-0.0017798-0.00033911i,-0.0023031-0.00066236i,-0.0015789-0.00035643i,0.00046156-0.00058129i,0.001679-0.0016424i,0.0015991-0.0015981i,0.0011818-0.0008654i,0.0013742-0.0009656i,0.0013406-0.0010026i,0.00069568-0.00018925i,0.00025771+0.00023429i,7.1688e-05+0.00033614i,0.00055644+0.00024836i,0.001063-0.00090673i,0.00070317-0.0015886i,-0.00035015-0.00086208i,-0.00051163-0.00025835i,5.1564e-05+7.8225e-05i,0.00027439+0.00032645i,1.1064e-05+0.00031461i,0.00030492+0.00035438i,-2.787e-07+0.00011639i,-0.00067964+0.0003348i
0.0019242-0.00039962i,0.0026567+0.00018756i,0.0014296+0.00059573i,-0.0010895+0.00080767i,-0.0023791+0.001004i,-0.0027637+0.00083501i,-0.0018849+0.000283i,-0.00048424-0.00025191i,8.1785e-06-0.00031622i,0.00012824-0.00032797i,-4.4139e-06-0.00012707i,0.0004573+0.00017491i,0.00021943+0.00020623i,-0.00031827-0.00057605i,-0.00021629-0.00051365i,3.745e-05+0.00068477i,-0.00060235+0.00087178i,-0.0012198+0.000234i,-0.00063726-6.2712e-06i,-0.00018588-1.3074e-05i,-7.0224e-05-9.4037e-05i,0.00021148-0.00068282i,0.00049455-0.00094459i
7.9118e-05+0.0022385i,-0.00011678+0.0015682i,-0.00033147+0.0015433i,-0.00031525+0.00096548i,0.00079203+0.00066474i,0.0013273-0.00043764i,0.00039631-0.0010397i,-0.00022062-0.0012115i,-0.00019717-0.0012879i,0.00022433-0.00077453i,0.00066815+0.00058698i,8.8826e-05+0.0011715i,-0.00040695+0.0003354i,-0.00075382-0.00021763i,-0.0011822-0.00096172i,-0.00038542-0.00094412i,0.00066994-0.00080591i,0.00037745-0.0010287i,-0.00022905-0.00067636i,0.00024333+0.00025718i,-0.00017507+0.00024567i,-0.00066387+0.00056404i,-0.00020855+0.00080411i
-0.0030811-0.0010161i,-0.0040746+0.00017604i,-0.00375-9.045e-05i,-0.0016979-0.00059049i,-0.0002522-0.00046658i,-0.00066378-0.00068903i,-0.00054656-0.00091518i,0.00045949-0.00047356i,0.00049715-0.00022697i,0.00034555-0.00037669i,-0.00018187-0.00073666i,-0.00094807-0.00019692i,-0.00079695+0.00060532i,-0.00072837+0.0015493i,-0.00109+0.0017767i,-0.0010566+0.00057933i,-0.00092089+0.00010917i,-0.0011227+0.0002194i,-0.00029663-5.998e-06i,0.00012722-0.0004085i,4.0684e-05-0.000874i,7.1898e-05-0.00061147i,-0.00049279-0.00024211i
-0.00050682-0.003064i,-0.00073885-0.0031843i,-0.00019098-0.0017753i,5.0766e-05-0.00096966i,-0.00031671-0.0004452i,-3.5747e-06+0.00062717i,9.3724e-05+0.00087885i,-0.00030943-3.3168e-05i,-5.6214e-05-0.00026645i,0.00033142+0.00048322i,0.00038418+2.6953e-05i,0.00049827-0.00097338i,0.00070098-0.00065416i,0.00053575-0.00022939i,0.00018885-0.00030215i,-8.8148e-06+0.00014811i,1.3334e-05+0.0003082i,-0.00027872-0.00020972i,-0.00040693-0.00026774i,-0.00039286-0.00020025i,-0.0004942-1.1369e-05i,-9.5288e-05-2.0643e-05i,0.00030625-0.00068958i
0.0028293-0.0020691i,0.0030315-0.0034673i,0.0013428-0.0043467i,-0.00074164-0.0025666i,-0.0011665-0.00054489i,-0.00070382-5.1632e-05i,-0.00033033-1.2226e-05i,-1.9963e-05-0.00017942i,6.5245e-06+0.00052827i,-1.8886e-05+0.0009074i,-0.00021503+0.00025047i,-0.00022297+6.4282e-05i,-0.00058203+8.7934e-05i,-0.00067683+1.2779e-05i,-2.2815e-05+0.00061184i,-4.3951e-05+0.00085498i,-0.00058415+0.00015694i,-0.0010321-0.00045781i,-0.00068939+5.0769e-05i,-0.00020632+3.9745e-05i,-0.00032271-6.5387e-05i,-0.00062941+0.00029166i,-0.00091886-0.00010135i
0.00090454+0.00035839i,0.00047763+0.0011001i,-0.00029688+0.0012143i,-0.00084933+0.0014642i,-0.00040965+0.0012125i,0.00054671+0.0011086i,0.00058685+0.00015704i,0.00055763-0.00086953i,0.00070429-0.0017362i,0.00061137-0.0012086i,-0.00011778+0.00030405i,-0.00022602+0.00078384i,0.00041222+0.00057157i,4.5524e-05+0.00069594i,-0.0011804+0.00079019i,-0.0015161+0.00059839i,-0.00066733-9.0986e-05i,8.6059e-05-0.0003871i,4.9497e-05-0.0001658i,-0.00032281-5.8982e-05i,-0.00037385+0.00028577i,-0.00045399+0.00068883i,-0.0002815+0.00077075i
-0.0023082+0.001573i,-0.0032271+0.0032819i,-0.0015541+0.0034671i,7.4133e-05+0.0018363i,0.00055825-9.4683e-05i,0.00045196-0.00079136i,0.00028275-0.00053799i,-0.00018981-0.00031246i,7.4033e-05+0.0001813i,0.00023879+0.0013037i,8.618e-05+0.0010546i,0.00066138+0.00066969i,0.00049058+0.0011516i,0.00023582+0.00040143i,-4.6313e-05-0.00075948i,-0.00058216-0.00053221i,-0.001084-0.00041513i,-0.00089043-0.00027444i,-9.4411e-05+0.00010577i,0.00035353+0.00054575i,8.4417e-05+0.00046498i,-0.0003293-0.00021675i,-0.00031507-0.0002893i
-0.0012137-0.0047383i,-0.0036949-0.0051738i,-0.0056756-0.0052016i,-0.0045501-0.0034132i,-0.0027203-0.0011077i,-0.00082987+0.00045081i,0.00092663+0.00075027i,0.0006831-2.8424e-05i,9.0669e-05-0.00022881i,-5.1113e-05+0.00036592i,-0.0001596+0.001013i,-0.00070658+0.00037692i,-0.00064028+4.9403e-05i,-0.00020658+0.0011318i,-0.00077161+0.0019765i,-0.0010722+0.00099142i,-0.0005591+0.00012168i,0.00066515-0.00031649i,0.00070521-0.00099645i,-0.00054556-0.00029531i,-0.00075436+0.00089222i,5.2408e-05+0.00030071i,0.00029111-0.00048314i
-0.0014957-0.00029841i,-0.00071168-0.00072326i,0.00013744-0.0012702i,0.00093946-0.00037808i,0.0019826+0.0008592i,0.0017483-0.00015863i,0.0014876-0.00074721i,0.0012128+0.00025089i,0.00049311+0.00057769i,-0.00016508+0.00073338i,-9.228e-05+0.00087015i,0.00053372+0.00016684i,0.0010158-6.2881e-05i,0.00051912+0.00017955i,-6.7431e-05+0.00058683i,-0.00025172+0.0004343i,-0.00054712+5.7588e-05i,-0.00016443+0.00013812i,0.00040832-0.00037431i,-0.00013769-0.00014934i,-0.00096452+0.00081243i,-0.0010206+0.00095944i,-0.00079409+0.00073239i
