-0.0028233-0.00038215i,-0.0019677-0.0010202i,-0.0029241-2.048e-05i,-0.0019558+0.00051945i,3.5949e-05+0.00087681i,0.00062437+0.0015316i,0.00075245+0.001375i,0.0005152+0.00099491i,5.6488e-05-8.8893e-05i,0.00022933-0.00035267i,0.00041573+4.8538e-06i,0.00051738+0.00031758i,0.0011095+0.00037592i,0.0010598-0.00028015i,0.00050909-0.0006696i,0.0001933-0.00083283i,9.9438e-05-0.00030608i,0.00020003+0.00046671i,7.5569e-05+0.00035762i,1.9014e-05+6.2338e-05i,-0.00043888+3.831e-05i,-0.00054287+0.00010784i,-3.2459e-05+0.00063419i
0.0037562-0.00086881i,0.0023394-0.0024871i,2.1432e-05-0.0069321i,0.0013951-0.01178i,0.0093721-0.012743i,0.015029-0.0068457i,0.014326+4.8965e-06i,0.013279+0.0040897i,0.009585+0.0070454i,0.0029997+0.0062092i,0.00024476+0.0030715i,0.00037846+0.0021007i,0.00013328+0.0013036i,-0.0014978+9.272e-06i,-0.0025099-0.00035327i,-0.0016194+0.00052411i,-0.00033142+0.00095677i,-0.0014538+0.00086535i,-0.0050276+0.002005i,-0.0093404+0.0020408i,-0.012308-5.5707e-05i,-0.011247-0.00099649i,-0.0079383-0.00046825i
0.0022726+0.001751i,0.0029013-0.00036832i,0.0035284-0.0020425i,0.00028219+0.00061525i,-0.0086572+0.0056233i,-0.015605+0.006073i,-0.014598+0.0031083i,-0.014063+0.00010082i,-0.01206-0.0034223i,-0.0062605-0.0038826i,-0.0028919-0.0024846i,-0.0022795-0.0016849i,-0.0010821-0.00030486i,0.00035907+0.00069782i,3.8588e-05+0.00034321i,-0.00095199-0.00073485i,-0.0019524-0.00090912i,-0.00052307-0.0015856i,0.002609-0.0036489i,0.0053987-0.0058539i,0.0080812-0.0047232i,0.008579-0.0027646i,0.0059853-0.0025422i
-0.0023229-0.00071467i,-0.0033001-0.00046415i,-0.0044932-0.0017578i,-0.002725-0.005795i,0.0037532-0.010787i,0.010967-0.010364i,0.011977-0.0068503i,0.011659-0.0036335i,0.010049+0.0014567i,0.0050638+0.0044738i,0.0021545+0.0026344i,0.0010164+0.0005723i,0.00067813-0.00011956i,0.00047432-0.00013429i,0.00038643-0.0001177i,0.0015412-0.00042077i,0.0018586-4.7332e-05i,0.00085605+0.0013257i,0.00058382+0.0035028i,-0.00060101+0.0054768i,-0.0040943+0.0060631i,-0.0064634+0.0061531i,-0.0060999+0.0056251i
0.00082538-0.0042027i,0.00052264-0.0032354i,0.00021101-0.0029226i,-0.00050101+0.0019824i,-0.0036438+0.0095389i,-0.0086094+0.012105i,-0.0090889+0.0088106i,-0.0093612+0.0052926i,-0.010291+0.00078336i,-0.007109-0.0017675i,-0.003551-0.00056479i,-0.0018521+0.0010933i,-7.3733e-05+0.0017377i,1.6541e-05+0.00084426i,-0.00095273-0.00034609i,-0.0018439-0.00036319i,-0.0022692-0.00031584i,-0.001907-0.0010648i,-0.0025193-0.0021717i,-0.0026676-0.0034591i,-7.8276e-06-0.0046073i,0.0022452-0.0056593i,0.0022199-0.0061812i
-0.0018114+0.0027129i,-0.0018905+0.0022164i,-0.0022286+0.0018648i,-0.0018531-0.0018969i,-5.38e-05-0.0081184i,0.0036553-0.010827i,0.0056305-0.0091763i,0.0066642-0.0073517i,0.0076654-0.0031124i,0.0058375+0.0010329i,0.0032452+0.00070786i,0.0019888-0.0007464i,0.00042689-0.00072316i,-0.0010388+0.00050711i,-0.0004453+1.046e-05i,0.00078819-0.0010252i,0.0013153-0.0013844i,0.0012391-0.0020739i,0.0018535-0.0032596i,0.002428-0.0024883i,0.00072725+0.0017695i,-0.00063178+0.0051859i,7.4366e-05+0.0055891i
-0.0021222+0.00010592i,-0.0012162-0.00045265i,0.00044202+0.00063734i,0.003225+0.002672i,0.0043259+0.0067147i,0.0012889+0.0096098i,-0.0016221+0.0075582i,-0.0048068+0.0064834i,-0.0074999+0.0053047i,-0.0055501+0.0021304i,-0.002835+0.00073822i,-0.0015917+0.00080912i,-0.00041673+0.0013525i,0.00066451+0.0012864i,0.00052664+0.00044658i,-0.00084701+0.001076i,-0.0011263+0.0018101i,-0.00043362+0.0020459i,0.00013919+0.003607i,0.00062516+0.0031565i,0.0001473-0.00035891i,-0.0012186-0.0038205i,-0.0024031-0.0052546i
-0.004258+0.00027855i,-0.0043971+0.0023453i,-0.0065301+0.0032211i,-0.0069437+0.00070444i,-0.0060768-0.004563i,-0.0028437-0.0084663i,0.00016666-0.0072833i,0.001816-0.0070005i,0.0032822-0.0053404i,0.0032918-0.0013895i,0.0020047-3.4873e-05i,0.00071476-0.00085394i,-0.00096928-0.0012495i,-0.0016309-0.0011577i,-0.00027811-0.0012942i,0.0012178-0.0018621i,0.00084723-0.0028619i,-0.0010914-0.0040527i,-0.0027898-0.0045984i,-0.0030137-0.0037411i,-0.0016869-0.00030331i,0.0010762+0.0035877i,0.002813+0.0051219i
-0.0022064+0.0032975i,-0.0011127+0.0028196i,0.0010915+0.0024629i,0.005111+0.0020046i,0.0086524+0.0043114i,0.0070769+0.0071519i,0.0037644+0.0069252i,0.00099563+0.0070313i,-0.0026882+0.0064519i,-0.0026696+0.0028037i,-0.00052461+0.00076627i,0.00037464+0.00027617i,0.00089963-0.00033741i,0.0014001-0.0014149i,0.0009861-0.0014829i,0.00017009+0.00079981i,0.00086577+0.0022091i,0.0033144+0.0017071i,0.0061133+0.0016299i,0.0068106+0.00030415i,0.0035139-0.0018145i,-0.0012679-0.0023685i,-0.0040837-0.0027675i
0.0014297+0.0031355i,0.0016503+0.0020173i,0.0025073+0.0011159i,-0.00016717-0.00028682i,-0.0049215-0.0028712i,-0.0064533-0.0050745i,-0.0043943-0.0054531i,-0.002714-0.00654i,5.9509e-05-0.0059927i,0.0017598-0.0030804i,0.00033322-0.0009835i,-0.0012566-0.00012429i,-0.0020947+0.00054414i,-0.0023814+0.00089359i,-0.0020997-0.00035783i,-0.0014203-0.0014343i,-0.0013568-0.001387i,-0.0020425-0.00097369i,-0.0045503+0.00038896i,-0.0063113+0.0024743i,-0.0035857+0.0029418i,0.00083502+0.0025589i,0.0040935+0.0017999i
0.0011922+0.00059538i,0.0014721-0.00035071i,0.0036608-0.002653i,0.0056037-0.0048493i,0.0069807-0.0028214i,0.0063273+0.0026002i,0.0046285+0.0053417i,0.0025287+0.0060543i,-0.00080649+0.0060101i,-0.0026099+0.0039327i,-0.0022849+0.0016505i,-0.0012632-5.3239e-05i,-0.000149-0.0018252i,0.0002373-0.0022267i,0.00025955-0.0007485i,0.00062045-3.6213e-05i,0.0010257-0.00020352i,0.0020938-0.0016307i,0.0037009-0.0047509i,0.0029297-0.0062967i,-0.0007021-0.0047696i,-0.003794-0.0022573i,-0.0052592-0.00037049i
0.0045135-6.4392e-05i,0.0041375-5.2879e-05i,0.0037643-0.0010735i,0.00025801-0.0019231i,-0.0048923-0.002589i,-0.0074174-0.0026204i,-0.0064589-0.0030888i,-0.0046344-0.0045456i,-0.0022282-0.0049526i,-0.00041246-0.0026855i,-0.0007819-0.00040224i,-0.0014578+0.00060151i,-0.0012073+0.0017412i,-0.00087217+0.0026467i,-0.00096539+0.0026412i,-0.0014538+0.0014726i,-0.0017359+0.00093961i,-0.00054042+0.0026229i,0.00044166+0.0056794i,0.0014645+0.0069269i,0.0026322+0.0052008i,0.0032712+0.0019034i,0.0042331-0.0007305i
-0.00058638-0.003021i,-0.001111-0.003502i,-0.0022319-0.0046818i,-0.00121-0.0050238i,0.0016065-0.0036759i,0.004195-0.0005387i,0.0044248+0.0020905i,0.0031789+0.0033845i,0.00036879+0.0036085i,-0.0013775+0.0024075i,-0.00083878+0.00090898i,-0.00011224+6.7906e-05i,-8.0375e-06-0.00077512i,-0.00018289-0.0017903i,0.000179-0.0021984i,0.00046235-0.0014283i,0.00043952-0.0013469i,-0.00067625-0.0026617i,-0.0031907-0.0046844i,-0.0057739-0.0050907i,-0.0063196-0.0017924i,-0.0054777+0.0022283i,-0.0046966+0.0043238i
-0.00096975+5.9665e-05i,0.00023368+0.00055571i,-0.00023189+0.0010788i,-0.0011977+0.0025955i,-0.0031448+0.003883i,-0.0045311+0.0028547i,-0.0036682+0.00073327i,-0.0037031-0.0012882i,-0.0037854-0.0019659i,-0.0017037-0.00058155i,0.00021929+0.00054672i,0.0012948+0.0012221i,0.001668+0.0015371i,0.0017362+0.0017385i,0.0019316+0.0020819i,0.00088386+0.0022758i,-0.00021801+0.0020198i,0.0019039+0.0016207i,0.0062373+0.0012255i,0.0090815+0.00014479i,0.0086164-0.0017907i,0.0054636-0.0031475i,0.0030548-0.0044701i
-0.0030198-0.0022844i,-0.0033348-0.0013834i,-0.0044399-0.0013654i,-0.0036145-0.0030738i,-0.0010459-0.0047848i,0.0023343-0.0037435i,0.0039347-0.0016651i,0.0041287-7.5825e-06i,0.0024703+0.0018973i,-8.2088e-06+0.002252i,-0.00079685+0.001425i,-0.00046747+0.00045383i,-0.00056253-7.5505e-05i,-0.0018334-0.0010736i,-0.0021479-0.0024216i,-0.0011643-0.0034126i,-0.00068341-0.0026514i,-0.0025442-0.00023128i,-0.0062358+0.0025785i,-0.008413+0.0052418i,-0.0070768+0.0068124i,-0.0042068+0.0067352i,-0.0023974+0.0058072i
-0.0010921-0.0027464i,-0.0016875-0.0024332i,-0.0028632-0.0020985i,-0.0024206+0.00068813i,-0.0024728+0.0036412i,-0.0030723+0.0050042i,-0.0028609+0.0042326i,-0.0037523+0.0020873i,-0.00436-0.00032652i,-0.00278-0.00056946i,-0.0013469+0.00081494i,-0.00016635+0.0012906i,0.0014291+0.00051363i,0.0029032+0.00014574i,0.0031419+0.00073063i,0.0023683+0.0024894i,0.0021436+0.0026032i,0.0026301-0.0011126i,0.0045987-0.0059196i,0.0047135-0.0096794i,0.0022396-0.010543i,0.0010245-0.0081688i,0.00052469-0.00616i
0.0020322+0.0017806i,0.0018986+0.0011728i,0.0020743-0.00045535i,0.0017083-0.0031649i,0.0011952-0.0057337i,0.0020477-0.0056779i,0.0025231-0.0031694i,0.0020234-0.0014267i,0.0015413-9.3677e-05i,0.00011429+0.00012921i,-0.00057023-0.00057875i,-0.00066285+0.00011551i,-0.0018276+0.00077581i,-0.0031648+0.00065797i,-0.0032541+1.0226e-05i,-0.0035478-0.00097275i,-0.0033477-0.00094339i,-0.0021173+0.0012176i,-0.00033946+0.006349i,0.0016113+0.01071i,0.0032312+0.010412i,0.0030385+0.0080495i,0.0021264+0.006033i
0.00066113-0.00075938i,0.00084299-0.0016525i,0.0014525-0.0023087i,0.0014894-0.0012467i,-0.00015494+0.00029479i,-0.0016062+0.0023752i,-0.0025122+0.0025262i,-0.0035052+0.0010724i,-0.0034361-0.00060121i,-0.0018619-0.00064603i,-0.0017972+0.00040321i,-0.0014638+0.00012264i,0.00048273-0.0015031i,0.0025932-0.0028823i,0.00365-0.0021999i,0.0032413-0.00067862i,0.0023965-0.0011735i,0.00082036-0.00391i,-0.0027457-0.0085551i,-0.0071873-0.011686i,-0.0089008-0.0093578i,-0.0070762-0.0059756i,-0.0047377-0.0053088i
-0.0011195+0.0015245i,-0.00079495+0.0012413i,-0.0003746+0.001782i,3.5179e-05+0.00026591i,0.00041995-0.0013229i,0.0015118-0.0019129i,0.0021681-0.0023212i,0.0010122-0.0021299i,0.0001577-0.00072423i,-0.00079629+0.0013708i,-0.00091889+0.0019746i,0.00052822+0.0012171i,0.0016406+0.00094656i,0.00055609+0.0018781i,-0.0019331+0.0022056i,-0.0032618+0.001449i,-0.0027164+0.00026704i,0.00066991+0.0010798i,0.0056441+0.0035067i,0.010507+0.0042281i,0.012645+0.003159i,0.010084+0.0016393i,0.0066767+0.0018096i
0.0015121-0.0018623i,0.0010549-0.0016872i,0.00043236-0.0026497i,-5.9686e-05-0.0026697i,-0.00035437-0.00086742i,-0.00047339+0.0015936i,-0.001245+0.0022513i,-0.0015734+0.0020152i,-0.0017649+0.0014976i,-0.0017391+0.00080851i,-0.0015895+0.000485i,-0.0016049-2.0412e-05i,-0.0014647-0.00074183i,-0.0010319-0.0024567i,0.00039065-0.0036399i,0.0022401-0.0030785i,0.003033-0.0023334i,0.00046641-0.0021232i,-0.0058856-0.00164i,-0.011755+0.00069279i,-0.013642+0.0035895i,-0.010424+0.0033141i,-0.006801+0.0003604i
-0.001382-0.002126i,-0.0015975-0.001905i,-0.0024265-0.0031749i,-0.003236-0.0027575i,-0.0032807-0.0011831i,-0.0025845-0.00091622i,-0.0015327-0.0019528i,-0.0011993-0.002375i,-0.0008589-0.001283i,-0.00092722-2.3718e-06i,-0.00072704+0.00060767i,0.00056597+0.001781i,0.0019658+0.002525i,0.00188+0.0025475i,0.0001475+0.0031138i,-0.0012415+0.003705i,-0.0017352+0.0038226i,-0.00055148+0.0022146i,0.0037956-0.0017785i,0.0085101-0.0071951i,0.0087533-0.010006i,0.0054087-0.0077825i,0.003358-0.00407i
0.001147+0.002285i,0.0018337+0.0014879i,0.0026141+0.00087476i,0.0027976+7.478e-05i,0.0029167-0.00021219i,0.0022339+0.0010533i,0.00037846+0.0019842i,-0.001076+0.0020285i,-0.0014415+0.0014205i,-0.00083741+0.00037336i,0.00053371-0.00010544i,0.00015139-0.00059058i,-0.0018334-0.0010436i,-0.0027906-0.0016096i,-0.0014099-0.0027712i,5.2719e-05-0.0038166i,-4.4635e-05-0.0034236i,-0.00094696-0.0023636i,-0.0023603+0.0022168i,-0.003537+0.0096602i,-0.0029075+0.012631i,-0.0015013+0.0096048i,-0.0021486+0.0055027i
-0.00051211-0.0023331i,-0.0005372-0.0022832i,-0.0012975-0.0035269i,-0.0022088-0.0031792i,-0.0028396-0.0018795i,-0.0022938-0.0015179i,-0.00072068-0.0013295i,-0.00086456-0.0017039i,-0.0014256-0.0019119i,-0.001116-0.00065169i,-0.00091181+0.00065417i,-0.00069971+0.00090948i,1.6177e-05+0.00041611i,0.00048626+0.0008618i,0.00076798+0.0024197i,0.00093936+0.0039639i,0.00056834+0.00437i,0.0008016+0.0021563i,-0.00025252-0.0035332i,-0.0032156-0.010323i,-0.0051537-0.012696i,-0.00428-0.0089005i,-0.0016661-0.0042596i
-0.00042832+0.00050607i,-0.00046736-0.00018933i,-0.00013528-0.0010738i,0.00040981-0.0017397i,0.00085484-0.0011054i,0.0011896+0.00090395i,0.0013323+0.0018598i,0.00021843+0.0011292i,-0.0012033+0.00056175i,-0.0017542-2.6819e-05i,-0.00099283-0.00078623i,-0.00080702-0.00026664i,-0.0016428+0.0010305i,-0.0020798+0.0014373i,-0.0020296+0.00032511i,-0.0019681-0.0015308i,-0.0019352-0.0030712i,-0.00063813-0.0030389i,0.0032534+0.0010303i,0.0084589+0.006064i,0.011576+0.0076858i,0.0094139+0.0060151i,0.0038802+0.0037244i
0.0016977-0.0035469i,0.00026602-0.0031232i,-0.00081278-0.0040656i,-0.0013649-0.0037237i,-0.0023187-0.0021516i,-0.0025944-0.0012849i,-0.0015853-0.0013415i,-0.0014005-0.001113i,-0.002155-0.00036555i,-0.0020071+0.00062026i,-0.0012501+0.00087035i,-0.00029563+0.00053922i,0.00071537+9.7129e-05i,0.0014016-9.3581e-05i,0.0016654+0.00027028i,0.0022382+0.0011123i,0.0032376+0.0029467i,0.0027254+0.0033557i,-0.0028998+0.0019948i,-0.011212-8.355e-05i,-0.014314-0.00020124i,-0.011188+0.0010385i,-0.0059141+0.000653i
-0.0015227+0.00057409i,-0.00069965+0.00034503i,-0.00024747+0.0012888i,0.00029915+0.00053587i,0.00081691-0.0012185i,0.0010265-0.00080127i,0.0013945+0.0010949i,0.0019395+0.00095666i,0.0010661+0.00066207i,-0.00016387+0.0010267i,-0.00029296+0.001112i,6.5919e-05+0.00091834i,-0.00072259+0.0011499i,-0.0016935+0.0011151i,-0.0017302+0.00084028i,-0.0022522-0.00026171i,-0.0031683-0.0019299i,-0.0021651-0.0030321i,0.0027025-0.0041778i,0.0092012-0.0062536i,0.012202-0.0075595i,0.0092425-0.0061058i,0.0039867-0.0030835i
-0.0028796+0.0015158i,-0.0025984+0.0025108i,-0.0020793+0.003054i,-0.00078685+0.0023126i,-0.00067659+0.0013406i,-0.00070323+0.00066713i,-0.00031673-0.00010287i,-0.00088914-0.00050827i,-0.0012144-0.00029686i,-0.00059194+0.00088474i,-0.0002944+0.00040648i,9.723e-05-0.0010552i,-0.00080769-0.0010079i,-0.0010164-0.00094653i,0.00018851-0.00089516i,0.0013559-0.00086889i,0.0024136-0.00055441i,0.0012294+0.00044498i,-0.0017724+0.0038661i,-0.0055517+0.0095371i,-0.0077582+0.013324i,-0.006083+0.011657i,-0.0029694+0.0067322i
-0.00022503+0.0023684i,-0.00023629+0.002391i,0.0024315+0.0013941i,0.0023608-0.00033754i,0.0008484-0.0018322i,8.1589e-06-0.0014711i,-0.00020502-0.00036337i,-0.00028321+0.00039424i,-0.00060244+0.00038969i,-0.00082439-2.1179e-05i,-0.00033393-7.9388e-05i,-0.00035744-0.00011174i,-0.0004432-0.0015159i,9.2956e-05-0.0023471i,-0.00033275-0.00079815i,-0.0011777+0.00063811i,-0.0021169+0.00027144i,-0.0026435-0.0013732i,-0.0020571-0.0059421i,-0.00074065-0.012657i,0.0002347-0.016384i,-0.00070281-0.014455i,-0.0018707-0.0087358i
0.00019454+0.00048133i,0.00048955-0.00030452i,0.0018664-0.00035931i,0.0012256-0.00087324i,-0.00027244-0.00062722i,-0.00079738+0.00028062i,-0.0010856-0.00016773i,-0.001432-4.0428e-05i,-0.0010221+0.00055142i,-0.00086164+8.2081e-05i,-0.0010362+7.5777e-05i,-0.00063319+0.00018886i,-0.00078381-0.00045788i,-0.00028072-0.00070813i,-0.00032201-0.00066591i,-0.00050507-0.0010979i,-0.00012597-0.0017739i,0.0011775-0.00034589i,0.0034112+0.0045288i,0.005524+0.011046i,0.0069499+0.014854i,0.0064023+0.012773i,0.0044422+0.0069081i
0.0017347-0.00054992i,0.00033789-0.001191i,0.00038-0.0024163i,-6.2255e-05-0.0034906i,-0.0013782-0.0026884i,-0.0016415-0.00022235i,-0.00078613+0.00098108i,-0.00021543+0.00012795i,-0.00067278+0.00031182i,-0.0016333+0.00080426i,-0.0019488-5.0188e-06i,-0.0014285-0.00055245i,-3.5449e-05-0.00050108i,9.3383e-05-0.0011269i,-0.00018768-0.00098564i,0.00043901-0.00011141i,0.00030449+0.00074662i,-0.0013149-0.00013027i,-0.0053679-0.0035731i,-0.010096-0.0079517i,-0.012825-0.0099819i,-0.011841-0.0078452i,-0.0076417-0.0038829i
-0.0018315+0.003226i,-0.00054876+0.0029748i,0.0015197+0.0022389i,0.0022007+0.00032889i,0.0016264-0.00072166i,9.4861e-05-0.00059164i,-0.00052716-0.00012748i,-0.00031521+0.00018481i,-0.00057891+0.00012476i,-0.00027171-0.00038266i,-0.00043102-0.0012598i,-0.00055264-0.00082935i,-0.00068476+0.00019986i,-0.00087213+0.00032922i,-0.0014842+0.00067687i,-0.0023774+0.0001445i,-0.0019374-0.00055015i,0.00091858+0.00028625i,0.0056505+0.0012808i,0.011632+0.0021237i,0.016072+0.0035734i,0.014373+0.0037143i,0.0089044+0.0015584i
0.00034406-0.00059312i,0.00046177-0.0020276i,-0.001067-0.0026869i,-0.0020043-0.0024321i,-0.0015251-0.0017135i,-0.00022066-0.00084748i,0.00035829-0.00015443i,0.00028195-0.00068324i,-0.00025587-0.00081i,-0.0008927-0.00035082i,-0.00062513+0.00030795i,0.00010184+0.00030067i,0.00046317-0.00033032i,0.00033664-0.00034441i,6.7514e-05+2.2101e-06i,-2.7509e-05+0.00010733i,-0.00054025-0.00079304i,-0.0021614-0.0014803i,-0.0059368+0.00094878i,-0.011081+0.00353i,-0.015083+0.0044516i,-0.014134+0.0042317i,-0.009401+0.0033487i
0.0017279+0.00054095i,0.0010058-0.00033334i,0.00086871-0.00099213i,-0.000162-0.00077i,-0.0020059-0.00027525i,-0.0021586+0.00016786i,-0.001682+0.00065862i,-0.0016645+0.00079029i,-0.0014784+0.0005836i,-0.00048451+0.00098877i,-0.00024791+0.0017039i,-0.0010591+0.0014821i,-0.001528+0.0009358i,-0.0015222+0.0010178i,-0.00017676+0.00051407i,0.00073268+0.00056301i,0.00069649+0.0012868i,0.0023143+0.00078743i,0.0054806-0.0028114i,0.0085717-0.0078832i,0.010694-0.010975i,0.00961-0.010485i,0.0056345-0.0072103i
-0.0022436-0.00042644i,-0.0031862+0.00050773i,-0.0024361+0.00035397i,-0.00091096-0.00033394i,0.00030817-0.00074117i,0.0015793-1.0812e-05i,0.0018352+0.00032831i,0.00097801-0.00040238i,7.8076e-05-0.00070685i,-0.0004415+1.7021e-05i,-0.00025008+0.00016052i,0.00076328-4.1895e-05i,0.00098633-0.00054908i,0.00040243-0.0012607i,-0.00015356-0.0013623i,-0.00028782-0.0021084i,-0.00072566-0.0029672i,-0.0016647-0.00081295i,-0.0026546+0.0035398i,-0.003733+0.0086088i,-0.0048527+0.013061i,-0.0052731+0.012051i,-0.0035835+0.0079102i
0.00062347+0.000516i,0.00071233-0.0008368i,0.0015007-0.0020386i,0.00066647-0.0023924i,0.00076092-0.0020181i,0.00046917-0.00042805i,1.2117e-05+0.00035745i,-0.00074089-0.00016196i,-0.0015635+4.8127e-05i,-0.00092863-0.00014339i,-0.00038918-0.00010317i,-0.00053615+0.00064566i,-0.00029245+0.00046742i,7.896e-05+9.8522e-05i,-0.0001244-0.00013107i,-9.6487e-05+0.00095993i,0.00088058+0.0014773i,0.0018701-0.00064901i,0.0012245-0.0048678i,-0.00066323-0.010282i,-0.0018855-0.014356i,-0.0021467-0.013737i,-0.0019579-0.0095206i
-0.00058215-0.0011751i,-0.00015389-0.0015136i,-0.0012399-0.0021489i,-0.0015952-0.0019442i,-0.00074452-0.00086354i,0.00019194+0.00016127i,0.0004995+0.00043616i,-0.00024743-6.29e-05i,-0.00090157-0.00019851i,-0.00069986+0.00067191i,0.0001805+0.0010259i,0.000153+0.0007076i,0.00021038+1.2186e-06i,0.00017989-0.00073616i,-0.00051059-0.0011945i,-0.0017365-0.0018062i,-0.0033263-0.0013242i,-0.0028734-3.8897e-06i,0.0002587+0.0022716i,0.0046677+0.0059046i,0.0066746+0.0090585i,0.0061509+0.0092714i,0.0052896+0.006613i
-0.0017051+0.00061725i,-0.00086422+0.00045207i,-0.00015949+0.00041i,-0.00036199-0.00043092i,-0.0013907-0.0013239i,-0.0015983-0.00098891i,-9.936e-05-0.00044842i,-0.00013863-6.5171e-05i,-0.0014667+0.00048535i,-0.0012342+0.00059443i,9.565e-05+0.00045843i,0.00016302+0.00064543i,-0.0011624+0.00034497i,-0.001197+0.00046459i,-0.00033574+0.00098242i,0.00073534+0.00031937i,0.0021697-0.00048763i,0.0019039-0.0015251i,-0.0014495-0.0032636i,-0.0066261-0.0047613i,-0.010095-0.0058931i,-0.010611-0.0061384i,-0.0089956-0.0043594i
-0.0021675+0.00047144i,-0.0020416+0.00019031i,-0.0022643+0.0010535i,-0.0018195+0.0013212i,-0.00073927+0.0013952i,-1.7097e-05+0.0013595i,0.00016456+0.00032814i,-8.0875e-05+0.00012012i,-0.00039512+0.00073227i,-0.00081596+0.0015986i,-0.00085509+0.001951i,-0.0004457+0.00072517i,-0.00031557-0.00043592i,-0.00048822-0.00037925i,-0.0010855-0.001187i,-0.0023447-0.00094565i,-0.0031377+0.00058157i,-0.0020331+0.0016394i,0.0015101+0.00079444i,0.0062434-0.00092646i,0.010658-0.0009371i,0.011421-0.00037345i,0.0091485-0.00084489i
0.00068293+0.00093858i,0.00094232-0.00038561i,-0.00010961-0.00088366i,-8.2417e-05-0.0022136i,0.00018648-0.0019955i,-0.00014694-0.00071335i,-6.0907e-05+0.00014503i,-6.578e-05+3.6863e-05i,-0.00073763-0.00011535i,-0.00082245-0.00023084i,-0.00068336-6.5063e-05i,-0.00067034-2.8583e-05i,0.00040651-0.00020202i,0.00084004-0.00093043i,0.00047624-0.00049314i,0.001246-0.00062152i,0.0013467-0.0024363i,0.00016733-0.003065i,-0.00070941-0.00069832i,-0.004137+0.0030947i,-0.0088699+0.0043507i,-0.009795+0.0035753i,-0.007828+0.0031068i
-0.001484+0.0013104i,-0.0010621+0.0010751i,-0.00069554+0.0018075i,-1.3189e-05+0.0014598i,0.00012535+0.00070793i,0.00016595+0.00098954i,0.00019598+0.00048138i,-0.00016236-0.00037687i,-0.00021142-4.8311e-05i,-0.00063997+0.00045085i,-0.00058188+0.0005221i,-0.00039341-0.00010717i,-0.00044145-0.00048568i,-0.0006463-0.00079326i,-0.0020947-0.00095048i,-0.0022526+0.00014068i,-0.0005081+0.0018705i,-0.00017361+0.0020848i,0.00028584+9.0941e-05i,0.0016125-0.0035192i,0.0034014-0.0070499i,0.0051445-0.0075428i,0.0054243-0.0058508i
-0.0011267+0.0021938i,-0.0021319+0.0017456i,-0.00052398+0.0015576i,0.00087543-0.00021581i,0.00089699-0.0015341i,0.00081895-0.0011206i,0.00067072-0.00065623i,-3.963e-05-0.0004048i,-0.00039276-0.00038554i,7.6914e-05+0.00032399i,0.00019762+0.00089156i,0.00079917+0.00017605i,0.0011911-0.00020659i,0.00043505-0.00044924i,0.00073168-0.00075852i,0.001259-0.0012907i,0.0002152-0.0015139i,-0.00081239-0.0012155i,9.0268e-06+6.1976e-05i,0.001211+0.0039492i,2.8242e-05+0.0082998i,-0.0023561+0.0086908i,-0.0029942+0.0062449i
-0.00095855+0.0010353i,0.00016962+8.1981e-06i,0.00064666+9.5272e-05i,0.00092537-0.00045832i,0.0005341-0.00065464i,-0.00083334-0.00077217i,-0.00011196-0.00041889i,-0.00014524-0.00013103i,-0.0016296-0.00017624i,-0.0011833+0.0001766i,3.1075e-05+5.4744e-06i,-0.00013683+6.4524e-05i,-0.0010214+0.00011686i,-0.0013623+0.0004709i,-0.0012987+0.00094786i,-0.0014445+0.0010389i,-0.00027244+0.0013781i,0.0013858+0.0013264i,6.0207e-05+0.00050491i,-0.0024786-0.0016385i,-0.0035211-0.0050055i,-0.0028352-0.0073552i,-0.00092153-0.006793i
0.0003787+0.0014247i,0.00030603+0.00089053i,-0.00024881-0.00016887i,-0.00068498-0.00069122i,-0.000825-0.0013679i,-0.00019975-0.0010378i,9.4695e-05-0.0010155i,0.00027329-0.00080229i,9.7382e-05+0.00019906i,-0.00050785+0.000429i,0.00019521+0.00018983i,0.0010094-5.2269e-05i,0.0011572-0.00051779i,0.0007541-0.00092535i,0.00050517-0.001482i,0.0004348-0.0022078i,-0.0004611-0.0025721i,-0.001217-0.0020728i,5.0727e-05-0.0014654i,0.0031157-0.00054018i,0.0054396+0.0019803i,0.0046952+0.0048288i,0.0025225+0.0054661i
-0.00033712+0.00027544i,0.00054294+0.00073174i,0.0016303+0.00034179i,0.0021981-0.0020503i,0.0019201-0.0025231i,0.00080648-0.0011368i,5.625e-05-0.00018661i,-0.00011451-2.8814e-05i,-2.5255e-05-0.00067462i,-0.00011782-0.0002669i,-0.00047234+0.00099018i,-0.00057795+0.0015552i,-0.00043433+0.0018492i,-0.0005774+0.0015712i,-0.0010154+0.00096607i,-0.00046364+0.00033031i,0.00067142-0.0004874i,0.00090451-0.000732i,-0.00053522-0.00022529i,-0.0032243+0.001079i,-0.0058835+0.00085405i,-0.0070778-0.0016115i,-0.0054442-0.0034179i
