-0.001999+0.00099645i,-0.00049474-0.00075586i,-0.00051182-0.0017579i,-0.00065311-0.0013787i,-0.00095441+0.00019511i,-0.0010394+0.0021882i,0.0001511+0.0025503i,0.0016075+0.0012238i,0.0019941+0.00030994i,0.002066+0.00016115i,0.0011387-0.00042109i,-9.3879e-05-0.00072108i,-0.00077803-0.0002252i,-0.0010779-0.00045873i,-0.00052473-0.00037991i,0.00013461-0.00010108i,-2e-05-0.00016542i,3.5491e-05-0.00034943i,-5.5995e-05-5.5916e-05i,1.8656e-05+0.00058354i,0.00056817+0.0004337i,0.00036678+0.00027782i,-0.00022119-0.00034702i
-0.0006946-0.00013899i,-0.00069554-0.00020058i,-0.0016171-0.00043553i,-0.0010896-0.0001679i,0.00047401+0.00019174i,0.0010367+0.0010353i,0.00080646+0.0010636i,0.00075022+8.1313e-05i,0.0011571-0.00015583i,0.0012968+0.00034677i,0.00032491-0.00013564i,-0.00084016-0.00035859i,-0.0013869+0.00059132i,-0.00114+0.00092353i,-9.4544e-05+0.00051845i,0.00061551+5.7202e-05i,0.00061759-0.00027171i,0.00029121-0.00048251i,0.00025976-0.00016446i,0.00043696+0.00046543i,-0.00012195+0.00048072i,-0.00079814+0.00063693i,-0.00043605+0.00089644i
0.0027486+0.00025223i,0.0020213+5.4952e-05i,0.0012668-0.0012315i,0.0002923-0.0021727i,-0.000709-0.0018014i,-0.00049003-0.00093103i,0.00034175+0.00014868i,0.00044938+0.00053558i,0.00063609-0.0001666i,0.0004785-0.00093552i,-0.00012974-0.00065564i,-0.00034635+0.00025939i,-0.00049089+0.00067916i,-0.00029338+0.00066746i,-0.00013894+0.00080597i,-1.1591e-05+0.0008833i,-0.00028933+0.0003087i,-0.00046136-0.00038487i,0.00015943-0.0015355i,0.0001615-0.0015773i,-0.0002118-0.00019493i,-0.00021256+0.00074348i,-0.00060097+0.00053089i
-0.00063974+0.0015014i,0.00043306+0.00040805i,2.1877e-05-0.0004069i,-0.00038565-0.0017961i,0.00021204-0.0018909i,0.00069166-0.00030215i,0.0018836+6.0346e-05i,0.001896-0.00022653i,0.00089274+9.0379e-05i,6.342e-05+0.00065117i,0.00025484+0.00086584i,-0.00014371+0.00012375i,-0.00038218-7.3842e-05i,2.3317e-05-0.00013416i,-4.7513e-05-0.0003214i,0.00015484-0.00064215i,0.00028268-0.0004094i,0.0001509+3.7793e-05i,0.00048887-0.0003717i,0.00061154-0.00074146i,9.4629e-05-0.00059397i,-0.00061603-8.3562e-05i,-0.0011959+0.00020323i
0.00045608-0.00043026i,4.9216e-05-0.00057979i,-4.9734e-06+1.7284e-05i,0.00084308-0.0010086i,0.0010576-0.0018235i,0.000661-0.00047422i,0.00090771+0.00015521i,0.00076486-7.5726e-05i,0.00056754+1.1991e-05i,0.00065095+0.00038073i,0.0008153-0.00019582i,0.0011701-0.0010192i,0.00065022-0.0010094i,0.00023025-0.0011951i,0.00026339-0.0010991i,-0.00058028-0.00051141i,-0.00058138-0.00010918i,0.00070102+4.1858e-05i,0.0011332-0.00024404i,0.00099572-0.00029881i,0.00084231+0.00025692i,0.00024461+0.00026563i,-0.00091573+0.00026188i
0.00056789+0.00020856i,0.00095262-0.0013649i,0.0012407-0.0019415i,0.00048971-0.0019251i,-0.00016354-0.0018583i,0.00047884-0.0010565i,0.00081098+0.00018942i,0.00099059+0.00091816i,0.0011285+0.00060489i,0.0008713+0.00022446i,0.0001775-0.00035123i,-0.00022313-0.00039001i,-0.00046484+5.3269e-05i,-0.00047458+0.00032591i,-0.00010523+0.00015237i,-0.00019819-0.00075616i,-0.00057769-0.00078898i,-0.00071129+0.00039828i,-0.00046918+0.00072974i,2.6517e-05+0.00027785i,0.00015429-0.00044209i,0.00034788-0.00026707i,3.9717e-05+0.00065915i
-0.00083478+0.00042352i,8.1736e-05+0.0010393i,0.00074643-0.00065648i,0.00086284-0.0016767i,0.00068845-0.00081764i,0.00078008+0.00043567i,0.0014931+0.0010959i,0.0013455+0.0016064i,0.00042214+0.00096162i,0.00052588+0.0002236i,0.0012788+0.00013761i,0.00084401-3.876e-05i,0.00010169-0.00048939i,-5.2906e-05-0.00073693i,-0.00017388+0.0001322i,-0.00029563+0.00088105i,-0.00064007+0.00062749i,-0.00015011-6.7478e-05i,0.00068631-0.00031089i,0.00049486-0.00035356i,-0.00016136-0.00071009i,-0.00059981-0.00058234i,-0.0001675-0.00015291i
0.0018306+0.00044111i,0.0022534-0.0010053i,0.001441-0.0021798i,0.00079961-0.0028374i,6.6102e-05-0.0019697i,-0.0011518-0.00032794i,-0.0008068+0.00035196i,0.00010302+0.0007032i,0.0010579+3.549e-05i,0.0015031-0.00077415i,0.00058695-0.00044664i,-0.00050455-0.00039367i,-8.3747e-05-2.7153e-05i,0.00012987+0.00045271i,-0.00051816+0.00023546i,-0.00068031-0.00023929i,-0.00063978-0.00045321i,-0.0013432-0.00022656i,-0.0017059+0.00046848i,-0.0006117+0.00097065i,0.0010639+0.00074731i,0.0012468-0.00026584i,0.00050675-0.00035081i
-0.00069143+0.002363i,0.00012795+0.0018187i,0.0011909+0.001206i,0.0014114-2.2977e-05i,0.00072704-0.00068568i,0.00038599-0.00058463i,0.00045643-0.00037045i,0.00095203+9.6039e-05i,0.0013044+0.00022837i,0.00068695-0.00052155i,-0.00013137-0.00046881i,-0.00081298-0.00081089i,-0.00075125-0.00070132i,-4.2872e-05-9.5624e-05i,1.8911e-05-6.0954e-05i,-0.00056918-0.00059982i,-0.0011474-0.00099498i,-0.0011403-0.0012703i,-0.00075255-0.00091638i,-0.00024843-0.00026037i,-5.5545e-05-0.00010618i,1.2822e-06+9.8637e-05i,-0.00033241+9.4387e-05i
-0.0001806-0.0015039i,-0.00095065-0.0017382i,-0.0015078-0.0026048i,-0.0016084-0.0020687i,-0.0015342+7.3028e-05i,-0.001156+0.0018381i,-0.00041794+0.0020908i,0.00016573+0.0017536i,0.00054022+0.00072304i,0.000428-2.6452e-05i,-0.000102+0.00027206i,-0.00044976+0.00043209i,0.00032554-0.00049237i,0.0011761-0.0014305i,0.00036135-0.0013263i,-0.00067703-0.00022727i,-0.00091529+0.00052821i,-0.00099473-8.3949e-05i,-0.00097878-0.00025383i,-0.00024945-9.9784e-05i,0.00059497-0.00039652i,0.0009647-0.00019222i,0.00049464+0.00022461i
0.00057265-0.00067797i,0.0010329-0.00054458i,0.0014651-0.0016548i,0.0010372-0.0021011i,8.3651e-05-0.0020072i,-0.00058473-0.0012578i,-0.00091642-1.6698e-05i,-0.00028197+0.00072496i,0.00022074+0.00062915i,0.0010071-0.00014155i,0.0011406-0.00082133i,0.00073232-0.00082859i,0.00068513-3.6968e-05i,0.00059509+0.00032707i,0.00070268+0.00043119i,0.00044134-5.6528e-05i,0.00011509-0.00016753i,0.00014485-0.00012446i,0.00044643-0.00055165i,0.00068262-0.0004331i,0.00054252+7.5326e-05i,-6.4123e-05+0.00034423i,-0.00011753+0.00046138i
0.00038302+0.00040568i,0.00078932-0.000268i,0.001083-0.00069594i,0.00054124-0.0010318i,7.8032e-06-0.00031528i,-0.00015678+0.00121i,0.00048318+0.0015339i,0.00069724+0.00088829i,0.00023289+0.00044115i,-2.2078e-05-0.0001651i,-0.00038972-0.00050106i,-0.00048007-0.00041006i,-0.00081338-0.00019203i,-0.00072865+0.00021627i,-3.6007e-05+0.00053063i,0.00012967+0.00075579i,0.00022384+0.00075933i,0.0005672+0.00069799i,0.00053994+0.00034247i,0.00058993+9.3358e-05i,0.00022566+0.00011117i,-0.00012239-4.9899e-05i,0.00010097+0.00011819i
-0.0016578+0.00035087i,-0.00088439+0.00052274i,0.00022127+8.3561e-05i,0.001197-0.00012233i,0.0012418+0.00016589i,0.00099287+0.00082131i,0.00064702+0.0012501i,0.00024176+0.00019938i,-3.1328e-05-0.00032937i,-0.00019101+0.00035924i,0.00015964+0.00057124i,0.00036371+0.001036i,-0.00052333+0.00071062i,-0.00065437+6.563e-05i,0.00054082+0.00015411i,0.00074204+0.00077307i,0.0003931+0.0013831i,0.00070034+0.0014026i,0.00028011+0.00094046i,-0.00081457+0.00066181i,-0.0012898-0.0003989i,-0.0006137-0.00073345i,-0.00016828-0.00040649i
-0.0025376+0.0010801i,-0.0017018+0.0013327i,-0.00043938+0.0015742i,0.00034396+0.0011001i,0.00096005+0.0012574i,0.0016529+0.0015942i,0.0012232+0.00092865i,0.00089389+0.00073975i,0.0015748+0.00080711i,0.0015909+0.00013509i,0.00061319-0.00024398i,-0.00025628-0.00055714i,-0.00038439-2.2514e-05i,-0.00063735+0.00064475i,-0.00023689+0.00063048i,0.00025045+0.00042261i,0.00023827-0.00042589i,0.00058116+0.00011776i,0.00030343+0.00069632i,8.0183e-05+0.00019074i,0.00040176+0.00015229i,0.00070188-2.7026e-05i,0.00049368-0.00074404i
-0.00084945+0.00098133i,-0.00049339-0.0011686i,0.0010826-0.0032501i,0.0021518-0.0033379i,0.0011996-0.0027073i,-0.00017878-0.0015722i,-0.00054495+0.00022111i,0.0003292+0.00054189i,0.00090989-9.8702e-06i,0.00078278-0.00021275i,0.00042261+8.9558e-05i,0.00013025+0.00012894i,0.00026137+0.0003055i,0.00040656+0.00064804i,0.00032073+0.00045269i,0.00043304+0.00062403i,0.00010587+0.00057169i,-0.00072219-0.0005829i,-0.00065546-0.0010209i,0.00064668-0.00015495i,0.0010352+0.00045995i,7.5844e-06+0.00044704i,-0.00047397+0.00016958i
-0.0017987+0.00013236i,-0.0017284-0.00044829i,-0.0010512-0.00084897i,-0.00041354-0.00070294i,0.00055354-4.7892e-05i,0.0012439+0.0012169i,0.0016941+0.001097i,0.0011204-0.00021685i,0.00032707-9.1101e-05i,0.00023044+0.00049069i,3.0107e-05+0.00016665i,-0.00026843-0.00040564i,-4.3449e-05-0.00042951i,-0.00015133-0.00050345i,-0.0002029-0.00071242i,0.00017349-0.00041047i,0.00020249-2.2168e-05i,0.00017374-0.00085649i,-8.3512e-05-0.00083125i,-0.00055394+7.1901e-05i,-7.5354e-05+7.2055e-05i,-7.5706e-05-0.00027753i,-0.00028744-0.00041996i
0.00061471+0.0013179i,0.00037928+0.00073587i,0.0012683+0.00057176i,0.0017784+0.00051801i,0.00086369+0.00014129i,0.00034249+0.00045209i,0.0013749+0.0010785i,0.0015767+0.00066726i,0.00084147+0.00037899i,0.00057032+0.00041938i,0.00020008+8.4528e-05i,-9.7213e-05+0.00010191i,0.00044989+0.00018151i,0.00050144+1.5354e-05i,-0.00055729+3.2048e-05i,-0.00074289+0.00010616i,-0.00067168+0.00011037i,-0.0010684-0.00020953i,-0.00019378-0.00075979i,0.0006392-0.00064945i,0.00020932-0.00012191i,-0.0001285+0.00018286i,-0.00066308-0.00034716i
-0.0020928-0.002122i,-0.00059961-0.0013461i,-0.00054659-0.001995i,-0.00067028-0.0021796i,1.4263e-05-0.00054099i,0.00078141+0.0012163i,0.00051945+0.0016298i,-0.00010375+0.0012202i,2.1721e-05+0.00034518i,0.00058546-0.00024595i,0.00091375+0.0004388i,0.00069742+0.00049168i,0.00012327-1.5711e-05i,-0.00020943+0.00026294i,-0.00019038+0.00013321i,-8.649e-05-0.00048218i,-0.00033763-0.00060801i,-7.8618e-05-0.00060105i,0.00018108-0.00054643i,0.00025177-0.00025221i,-5.4612e-05+0.00033953i,-0.00084624+0.00049921i,-0.0010502+0.00070672i
-0.00018394+0.0017879i,-0.00011186+0.0013667i,8.9696e-05+0.0004083i,0.00057153-0.00047129i,0.00063399-0.00085599i,6.0151e-05-0.00098222i,-0.00032445+0.00017465i,0.00014952+0.00084342i,0.00099134+0.00048167i,0.0011424+0.00013233i,0.00041617-0.00025737i,-0.00068032-0.00054664i,-0.0014809-0.00091514i,-0.0015751-0.00042365i,-0.0011076+0.00027997i,-0.0010616-4.0593e-05i,-0.0010898-0.00024851i,-0.00046768+0.00058861i,-0.00042587+0.00062143i,-0.00054308+0.00041658i,0.00035013+6.4663e-05i,0.0001384-0.00021533i,-0.00049571-0.00041653i
8.9588e-05+3.9151e-05i,0.00078975-3.9572e-05i,0.0011467+0.00055875i,0.00086865+0.00024704i,0.00035911-0.00055625i,0.00035339+8.8453e-05i,0.00046069+0.00068525i,0.00079542+0.00090928i,0.00089539+0.00086011i,0.00044876+9.2638e-07i,0.00078414-0.00091373i,0.00053074-0.00086012i,-0.0001194-0.00044152i,-0.00043699-9.6184e-05i,-0.0012907+0.00029914i,-0.0015437+0.00023474i,-0.00081311+0.00045813i,-0.0003912+0.00054237i,-0.00042326+5.807e-05i,0.00020909+4.6807e-05i,0.00061734+7.1405e-05i,0.0005337-0.00031252i,0.00046519-0.0005153i
-7.7649e-05-0.002237i,-0.00061884-0.0026277i,-0.0016756-0.0026755i,-0.0018117-0.0025389i,-0.00088838-0.0013524i,0.00031454+5.6216e-05i,0.00054983+0.0004734i,0.00016304+0.00028588i,0.00031565+0.00014206i,2.5725e-05+0.00023793i,-0.0001518+0.00056731i,-0.00031294+0.0002942i,-0.0002079+0.00037501i,0.00066259+0.00028087i,0.001334-0.00012688i,0.00034333+0.00013213i,-0.00061435-0.00011092i,-0.00030618-7.7709e-05i,0.00018379+1.3509e-05i,0.00034718+9.5952e-05i,0.00024566+4.9272e-05i,0.0004635-0.00020063i,0.00024655-0.00039302i
-0.0031752-0.00043749i,-0.0037391+0.00042161i,-0.003399+0.001607i,-0.0020148+0.0029081i,-0.001237+0.003121i,-0.00021713+0.0021722i,8.3651e-05+0.0021203i,-0.00020498+0.0019958i,-8.4598e-06+0.0014675i,0.0006973+0.00045285i,0.0013784-0.00040146i,0.001469-0.00051628i,0.0012269-0.0012746i,0.00090204-0.0012824i,0.00058035-0.00072694i,0.00049985+9.0518e-05i,-0.00022498+0.00034848i,-0.00062729-0.00032403i,-0.00018034-0.0002495i,-0.00045639+0.0003683i,-6.5316e-05+0.00014832i,0.00086765-0.00051377i,0.00087432-0.0002409i
0.0014349+0.0029746i,0.0017786+0.00055114i,0.0029164-0.0013055i,0.0033602-0.002493i,0.0027076-0.0028369i,0.0015881-0.0016275i,0.0015286-0.00089809i,0.0018055-0.00046401i,0.0017269+0.00021133i,0.0011671-6.0088e-05i,0.00038976-0.0010277i,-0.00014758-0.0011425i,-0.00080164-0.00047497i,-0.00097065+0.00083044i,-0.00095639+0.0014016i,-0.00094573+0.00054506i,-0.00072354+0.00011333i,-0.00020282-0.00023874i,0.00013341-0.00069644i,0.0002943-0.00067431i,0.00014327-0.00076039i,-5.8071e-05-0.0010537i,-0.00049382-0.0002192i
0.0009474-0.0023359i,-6.9488e-05-0.0029099i,0.00032249-0.0026603i,0.0010558-0.0015198i,0.00037182-0.0004689i,-0.00014157+0.00068307i,0.00027439+0.0011181i,0.00037597+0.00061748i,-8.2267e-05-0.00027455i,0.00019318-0.0006188i,0.0009745-0.00063319i,0.0003364+9.751e-05i,-0.00062936+9.1144e-05i,0.00017754-0.00036794i,0.00091795-2.1905e-05i,0.00057451+0.0003865i,0.00048586-0.00020952i,0.00095413-9.9307e-05i,0.0012128+0.00018199i,0.0015139-0.00014435i,0.00070866+0.00019131i,-0.00017266+0.00049679i,-0.00011393+0.00060818i
-0.0029186+0.00090995i,-0.0015991+0.0013091i,-0.0011825+0.0016981i,-0.0014301+0.00070243i,-0.00060791-0.00019934i,0.00087079+1.0319e-05i,0.0015282+0.00026738i,0.00024806+0.0002008i,-0.00061179-1.8684e-06i,0.00043756+0.00053895i,0.00054515+0.0005577i,3.0218e-05-6.8595e-05i,-0.00022182-0.00025546i,-0.00013005-0.0004719i,0.00013197-0.00013763i,-0.00046219-0.00016796i,-0.00016946-0.00057207i,0.00017318-0.00047571i,0.00012974+1.5698e-05i,0.00075448+0.0004954i,0.001115+0.00063848i,0.00093337+0.00012076i,0.00040566-0.00024473i
-0.00025189-7.0109e-05i,1.518e-05+0.00063025i,-0.00061134-0.00013336i,-0.0010809-0.00036532i,-0.0010047+4.7001e-05i,-0.00036276+0.0009652i,0.00060022+0.0020538i,0.0010961+0.0017785i,0.0010509+0.001106i,0.00029636+0.0009259i,-0.00082858+0.00042444i,-0.00092183-0.00029696i,-0.00032742-0.00072433i,0.00023931-0.00063556i,-0.00026952-0.00053508i,-0.00067994-0.00050351i,-0.00027845-4.5078e-05i,-0.0004114+0.00034401i,-0.00040904+0.00066372i,6.0649e-05+0.00036566i,0.00050327+0.0001562i,0.00086633+0.00088232i,0.00052913+0.0012364i
0.00032456-0.001963i,0.00035719-0.0015616i,7.6172e-05-0.0022434i,-0.00040812-0.0031948i,-0.0015453-0.0026958i,-0.0011529-0.00026883i,0.00048505+0.0011304i,0.001476+2.6721e-05i,0.0016255-0.00089561i,0.0013095-0.00058738i,0.00054753+5.509e-06i,0.00014005+0.0011006i,0.00030913+0.0011719i,0.00083432+0.00045689i,0.00062721+0.00011074i,-0.00020044-0.00024109i,-0.00049964-0.00071746i,-7.0035e-05-0.00098126i,0.00023738-0.00079854i,-9.8828e-05-0.00044794i,-0.00054191-0.00055602i,-0.0010407-0.00068414i,-0.0009335-1.9516e-05i
-0.00057499-0.00048327i,-8.5879e-05+1.8575e-05i,-0.00013031-0.00055458i,-0.00028385-0.0011646i,-0.00055492-0.00078609i,-0.00025384-0.00018644i,-0.00024592+0.00023773i,0.00046046+0.0001087i,0.00081518-0.00014755i,0.00047171+0.00048176i,0.00028355+0.00049759i,-0.00015334-0.00032354i,-0.00072222-0.00038393i,-0.00035188-0.00030095i,-0.000154-9.0052e-05i,-0.00044749+8.1514e-05i,-0.00028475+0.0002765i,-0.00047682+0.0008401i,-0.00066384+0.0011008i,-0.00027111+0.00014854i,-0.00045197-0.00015021i,-0.00049643+0.00033954i,0.00011021+0.00032969i
-0.00021555+0.0017857i,-0.0005296+0.0011205i,-0.00014766+0.0013247i,0.00094166+0.0011995i,0.0013912+0.00085631i,0.00086768+0.0015483i,0.00042242+0.0017075i,-5.1591e-05+0.0012374i,5.3108e-05+0.00061578i,3.4385e-06-0.0001376i,-0.00055367+0.00010574i,-0.0011076+0.00079472i,-0.00090275+0.00044785i,-0.00089621-0.00022193i,-0.00064713-0.00067746i,-0.00021455-0.00051673i,-0.00054669-0.00019752i,-0.00033222-0.0004934i,0.00018664+0.00032662i,0.00015211+0.00090437i,7.4791e-05-5.5451e-05i,-5.0486e-05-0.00036787i,0.00021386-0.00052916i
-0.00089319+0.00043936i,-0.0010532+0.00043541i,0.00019242-0.00098114i,0.0014765-0.001183i,0.00079494-0.00084344i,-0.00065363-0.00017447i,-0.00083566+0.00078504i,-0.00019661+0.00049311i,-0.00010935+0.0001051i,-0.00013819-0.00047717i,0.00022995-0.00053709i,0.0002-0.00027442i,5.0994e-05+0.00019997i,-0.00073272+6.4108e-05i,-0.00089157-0.0009309i,1.6438e-05-0.00051733i,0.00015113+0.00017295i,-9.0454e-05-0.00028336i,9.1078e-05+0.00044329i,0.00036308+0.0013282i,0.00062928+0.0011059i,0.00018243+0.00081224i,0.00034597+0.00071879i
-2.3748e-05-0.00053699i,-3.9999e-05-0.00055604i,0.00045601-0.00011838i,0.00085267-0.00063893i,0.00053118-0.00098077i,0.0008228-0.00062822i,0.00077739+4.1904e-05i,0.00013729-0.00012991i,0.00030661-0.00053684i,0.00037032+0.00016848i,0.00014307+0.00055447i,0.00012888-0.0002175i,-0.00010046-0.00057927i,-0.00030299-0.0007377i,-0.00024255-0.00045816i,0.00034353+0.00013937i,0.00022813-1.728e-05i,-0.00020064-2.2625e-05i,-5.0956e-05-8.5649e-05i,0.00025944-0.00027395i,5.8558e-05-0.00023643i,-8.83e-05-0.00035523i,-0.00030771-0.00016645i
-0.0015688-0.0015657i,-0.0012738-0.0013277i,-0.0011186-0.0010471i,-0.001426-0.0015419i,-0.00121-0.0016028i,-0.00016059-0.0008369i,0.00084611+0.00027206i,0.00029692+3.2557e-05i,0.00020372-0.00067723i,0.0010509-0.0006874i,0.00066979-0.00049965i,3.6505e-05-0.00020894i,6.9605e-05-0.00074505i,7.4338e-05-0.00072583i,0.00017154-0.00016669i,7.81e-05-0.00061211i,3.0429e-05-0.0004893i,0.00037734-0.0001808i,0.0010428+0.00044243i,0.00076284+0.0010093i,0.000399+0.00020884i,0.00033209+2.9265e-05i,-0.0004203+0.00035001i
0.00015666-0.00067669i,-0.00037288-0.0010558i,-0.00016003-0.00076989i,0.00058162-0.00018521i,0.0004405+0.00055206i,-0.00010804+0.0013043i,0.00056523+0.0017347i,0.0012717+0.0015278i,0.0010428+0.0014227i,0.00029043+0.00063845i,-0.00014035-0.00010673i,-0.00023195+8.4559e-05i,-0.00023917-3.859e-05i,-7.6682e-05-0.0010308i,0.00045032-0.0011871i,0.0010216-0.00090196i,0.0012416-0.00041166i,0.0011062+0.00025869i,0.00014977+8.9729e-05i,-0.00013638+2.5649e-05i,0.00016918+0.00013588i,0.00019288+0.00025153i,5.5195e-06+0.00025379i
0.00011309-0.00048508i,0.00052398-0.00091095i,0.00086634-0.002965i,0.00063696-0.0037244i,-0.00070464-0.001847i,-0.0003395-0.00082612i,0.00097893+5.729e-05i,0.0012471+0.00027437i,0.0011798+0.00029039i,0.0010486+0.00013701i,0.0011334-0.00042407i,0.00044506+0.00019413i,-0.00039434+0.00074299i,-3.7753e-05+0.00029196i,-0.0002967-0.00053014i,-0.00013781-0.00084555i,0.00015279-0.0009802i,0.00028481-0.0012087i,-1.7484e-05-0.00069532i,-0.00025825+7.0436e-05i,-0.00037403+0.00032972i,-0.00015799+0.00012268i,0.00026848+0.00012533i
-0.00013021-0.00068935i,0.00042388-0.0013534i,8.5021e-05-0.0015068i,-0.00044281-0.0020618i,-0.00035658-0.0017279i,0.00017809+8.1716e-05i,0.00096288+0.0013441i,0.0010941+0.001467i,0.00060429+0.0010229i,-0.00022223+0.00040713i,-0.0010797-2.0674e-05i,-0.00012919+0.00034649i,0.00064694+0.0011034i,0.00018174+0.00045465i,-0.00043767-4.0127e-05i,-0.00055652+0.00081003i,-0.00060625+0.0008511i,-0.00091667+0.00046441i,-9.4625e-05+0.00018744i,4.9657e-05-0.00031584i,-0.00033343-0.00047777i,-0.00016688+0.00080085i,-4.4792e-05+0.0010425i
0.0011466-0.00091905i,0.00075562-0.00040485i,0.0018436-0.0018834i,0.00087797-0.0030832i,-0.00095375-0.0018715i,-0.00041629+0.00044504i,1.6039e-05+0.0016453i,0.00075185+0.0013301i,0.0019551+0.00036171i,0.00093798+0.00013326i,-0.00084837+0.00035525i,-0.0012617-0.00010407i,-0.00048175-0.00069922i,-0.00068886-0.00060072i,-0.00019905-0.00016431i,0.00037471+0.00035667i,7.4421e-05-0.00036538i,0.00017639-0.00023586i,0.00088551+0.0002451i,0.001272-0.00042631i,0.0012406-0.00034383i,0.001406+4.6379e-05i,0.00057836-0.00029599i
0.00079537-0.0019807i,-0.0001409-0.0021795i,-0.00063743-0.0032579i,-0.00078432-0.0030919i,-0.00091809-0.0012903i,-0.00040597+0.00066205i,0.00070959+0.0013245i,0.00062037+0.00061017i,0.00042974-0.00039447i,0.00041658-0.00065514i,-0.00030125-0.00028455i,2.6918e-05-8.998e-05i,0.0012366-0.00014785i,0.0013661+0.00050274i,0.00061132+0.00055179i,0.00041076-0.00029375i,0.00035448-0.00043577i,-0.00031906+0.0003681i,-0.00067799+0.00064082i,-0.00088794+0.00014492i,-0.00068939+0.00027364i,-0.00074407+0.00049845i,-0.0011712-0.00048966i
0.00032824+0.00087402i,0.0025822+0.00090396i,0.003557-0.00023296i,0.0019718-0.0022504i,0.00047741-0.0025928i,-0.00031673-0.0017339i,-0.00035231-0.00061726i,0.00033182+0.0001819i,0.0012978-8.2078e-05i,0.0014952-0.00091632i,0.0012424-0.0010686i,0.00047927-0.00033242i,-0.0002111-0.00041043i,0.00022742-0.0008409i,0.00056802-0.00062578i,0.00031133+0.00023904i,-8.4886e-06+0.00093044i,-6.0532e-05+0.00063766i,-0.00028551+0.00030211i,-7.172e-05+0.00046551i,0.0011195+0.00055828i,0.001012+0.0004727i,-0.00016866-3.8531e-05i
-0.0010036+0.0012397i,-0.0011944+0.00050824i,-5.6027e-05+0.00012567i,0.0015785-0.00048483i,0.0015295-0.00095851i,-0.00012912+7.239e-05i,-0.0003831+0.0011416i,0.00058544+0.00061184i,0.0013732+0.00063333i,0.0017403+0.00066616i,0.00076464+0.00024905i,-0.00043174+1.9303e-05i,-0.00015-0.00029256i,0.00037911-0.00039051i,0.00011716-0.00076948i,-0.000112-0.0001852i,4.078e-05+0.00060567i,5.2028e-05+0.00075706i,-0.00058744+1.5422e-05i,-0.00034568-0.00030106i,0.00051728+5.8472e-05i,0.0010379-4.0709e-05i,0.00071993+0.0004381i
0.00047546-0.00073717i,-0.00039903-0.00091424i,-0.00047122-0.0019974i,0.00039091-0.0021995i,-0.00010125-0.0021997i,-0.00099075-0.00040728i,-0.00054636+0.0013105i,0.00028078+0.0013725i,0.00079559+0.0015437i,0.00035063+0.0009517i,-0.00013555+5.0415e-05i,0.00017518+0.00058923i,0.00069498+0.0011053i,0.0010287+0.00067375i,0.00048554+0.00017707i,-0.00059195-1.3923e-05i,-0.00037125-0.00013028i,-0.00011561-0.0003425i,-0.00060255-0.00014414i,-9.7943e-05+0.00052194i,0.00065197+0.00074637i,-0.00026833+0.00047573i,-0.0012599-9.1418e-06i
0.00032891+0.00053104i,5.2886e-05-0.00086361i,0.00025857-0.0016589i,6.7607e-05-0.0014237i,0.00021848-0.0014529i,0.00075651-0.00065517i,0.00076175+0.00051094i,0.00046361+0.00091241i,0.00034447+0.00080138i,0.00038967+0.00065417i,-7.8691e-05+8.3877e-05i,-0.00083728+0.00027214i,-0.0010801+8.8288e-05i,-0.00062067-0.00054195i,-0.00051895-0.00037511i,-0.00069498-0.0009833i,-0.00056093-0.0014316i,0.0001272-0.00066721i,0.00018049-0.0003672i,-0.00014639-0.00036172i,-0.00016662-0.00024915i,-6.7725e-05-0.00023481i,-0.00013243+0.00045746i
0.0010423+0.0011979i,0.0014857+0.0016187i,0.0024826+0.0010458i,0.0021645-0.00013834i,-7.8519e-05-0.00072015i,-0.0011836+0.00026155i,-0.00012591+0.0009838i,0.00068673+0.0013291i,0.00075714+0.00081895i,0.00064592-0.00032643i,-0.00034825-8.9154e-05i,-0.00069648+0.0003743i,-0.00015331+0.00056797i,-2.8788e-05+0.00041324i,-0.0009926-0.00042638i,-0.00085649-0.00098319i,4.9061e-05-0.00089498i,-2.4908e-05-0.00049075i,0.00013153-0.00012396i,0.00020321+4.0365e-05i,0.00013311+0.00018392i,0.00026544-0.00031372i,-0.00021201-0.00031913i
-0.001961+0.00070015i,-0.0010989+0.00073572i,0.00011491+0.00034767i,5.2102e-05-0.00042461i,-0.00010468-0.00065653i,0.00057407+0.00028882i,0.0007572+0.00067425i,0.00073519+0.0006579i,0.00040425+0.00066821i,0.00051445-0.00053333i,0.00071718-0.0005541i,0.00026377+3.9871e-06i,-0.00026382+0.00015987i,-0.00015633-0.00053458i,-0.00058282-0.00038796i,-0.001049-0.00033254i,-0.00037592-0.00048349i,-0.00018035-2.7416e-05i,-0.00055235-0.00042015i,-0.0005323-0.00064044i,-0.0001572-0.000307i,0.00057345-9.6861e-05i,0.0010615+0.00055586i
-0.00039335-0.00035825i,0.00026609-0.00093103i,0.000185-0.0021542i,0.00071894-0.0024742i,0.0011389-0.00067274i,0.00068134+0.00057287i,-0.00011783+0.00054289i,-0.0004436+7.6584e-05i,-0.00044089+2.0404e-05i,-0.00029814-3.2721e-05i,0.00019834-0.00037532i,0.00010447-0.00079586i,-0.00054457-0.0013086i,-0.00046783-0.0010591i,-0.00024648+0.00030876i,8.3057e-05+0.00049029i,0.0006238-0.0001164i,9.7764e-05-0.00085352i,0.00012199-0.0011736i,0.00024932-0.00039152i,-0.00018268-0.0002353i,0.00019732-0.00045536i,0.00028618-0.00020765i
