0.001245+0.00067153i,0.0012904-0.0011018i,0.001263-0.0021942i,0.00011189-0.0023152i,-0.00056803-0.0014632i,-0.00084995-0.00017692i,-0.0010945+0.00068369i,-0.00050641+0.0015315i,-9.5383e-05+0.0010435i,0.00060648-0.00035142i,0.00046283-0.00074733i,-0.00074805-0.00055937i,-0.00095626-0.00043896i,-0.0006264-0.00067305i,-0.00083645+0.00012271i,-0.0009189+0.0010851i,-0.00049768+0.00049595i,-0.00065853+3.1062e-05i,-0.00046286-0.00038311i,8.3389e-05-0.00062539i,0.00099559+8.5303e-05i,0.0017367+2.6768e-05i,0.0012308-5.291e-05i
0.045696-0.017591i,0.13763-0.08868i,0.22247-0.25485i,0.13306-0.45094i,-0.12958-0.46547i,-0.2661-0.24712i,-0.16284-0.064848i,-0.060321-0.054262i,-0.055214-0.061843i,-0.048236-0.03064i,-0.032816-0.0029281i,-0.017798+0.040308i,0.023634+0.075633i,0.074301+0.057997i,0.09627-0.012411i,0.069893-0.088468i,0.019797-0.11539i,-0.019318-0.094538i,-0.03746-0.054015i,-0.031254-0.020188i,-0.020458-0.011661i,-0.026323-0.011762i,-0.027566+0.00092116i
-0.0071697+0.024413i,0.0050335+0.051136i,0.029734+0.048089i,0.049912+0.00031562i,0.03554-0.041296i,-0.01315-0.008999i,-0.0081119+0.072812i,0.063012+0.11041i,0.10422+0.077079i,0.088325+0.037544i,0.063182+0.034206i,0.053737+0.041132i,0.033874+0.035185i,-0.010137+0.030268i,-0.033938+0.039092i,-0.015012+0.040572i,0.013246+0.015579i,0.031114-0.019852i,0.036519-0.039554i,0.023429-0.033745i,0.0081881-0.012283i,0.0037799+0.0011275i,-5.8392e-05+0.0026957i
-0.036128+0.0017987i,-0.091944+0.051568i,-0.11779+0.20624i,0.0049173+0.3361i,0.21648+0.22737i,0.26514-0.040305i,0.090504-0.18165i,-0.026087-0.13392i,-0.0040302-0.078163i,0.0071434-0.065369i,-0.01067-0.05542i,-0.03883-0.057348i,-0.066061-0.051013i,-0.059305-0.020975i,-0.028216+0.029249i,0.013788+0.079468i,0.056168+0.09622i,0.072555+0.080967i,0.055705+0.052269i,0.026463+0.030276i,0.0084268+0.028178i,0.0058354+0.029917i,0.0031785+0.022319i
-0.017779+0.0069823i,-0.087807+0.028606i,-0.24895+0.058634i,-0.36068+0.11662i,-0.26833+0.17274i,-0.12323+0.12575i,-0.084964+0.04538i,-0.10026+0.015114i,-0.086378+0.0060864i,-0.055927-0.007777i,-0.037243-0.012974i,-0.023594-0.0068707i,-0.0030513-0.0066978i,0.011231-0.03433i,-0.0171-0.084897i,-0.079763-0.10649i,-0.11822-0.07435i,-0.10878-0.021998i,-0.068608+0.014428i,-0.024535+0.017861i,-0.0020489+7.6865e-05i,-0.0014049-0.0097308i,-0.0019727-0.010191i
0.013249-0.0494i,0.063536-0.17948i,0.16-0.3436i,0.18208-0.36009i,0.035178-0.14072i,-0.045292+0.13146i,0.055237+0.22273i,0.12132+0.18321i,0.095045+0.15964i,0.076+0.13954i,0.073935+0.086634i,0.065396+0.030104i,0.040494-0.0069313i,0.0067022-0.0086961i,0.0002269+0.015463i,0.015042+0.029568i,0.010749+0.026525i,-0.012993+0.012962i,-0.029417-0.0031387i,-0.03096-0.007783i,-0.021253-0.010622i,-0.0074206-0.023342i,0.0036451-0.034402i
0.10095+0.033625i,0.35262+0.10792i,0.70671+0.20915i,0.88188+0.21225i,0.73671+0.064931i,0.45823-0.10541i,0.21566-0.20666i,0.043428-0.2112i,-0.046319-0.12595i,-0.057548-0.039608i,-0.049407-0.008695i,-0.040251+0.0032124i,-0.0025664+0.021042i,0.059582+0.029112i,0.1174+0.012907i,0.13852-0.022233i,0.12339-0.057453i,0.095009-0.074214i,0.062075-0.062247i,0.035124-0.034649i,0.020607-0.010017i,0.010245+0.0079388i,0.00059452+0.021961i
-0.11534+0.11739i,-0.39126+0.33388i,-0.77819+0.52533i,-0.9571+0.44183i,-0.73586+0.15489i,-0.3998-0.035824i,-0.20168-0.059319i,-0.12409-0.06801i,-0.11573-0.1087i,-0.12477-0.10029i,-0.099568-0.039759i,-0.060264+0.0089923i,-0.047914+0.025689i,-0.062043+0.035833i,-0.089457+0.054154i,-0.1001+0.076302i,-0.072482+0.094136i,-0.02236+0.097213i,0.0182+0.074986i,0.026695+0.033771i,0.013598+0.0027969i,0.00064025-0.0066116i,-0.01022-0.004901i
-0.12766-0.19898i,-0.39098-0.57581i,-0.77602-0.9448i,-0.98132-0.82553i,-0.81675-0.2908i,-0.46404+0.089225i,-0.18595+0.16952i,-0.017886+0.15859i,0.10281+0.12169i,0.14036+0.053709i,0.097337+0.0095567i,0.05175-0.0020075i,0.014681-0.008726i,-0.028687-0.0096355i,-0.045111-0.002995i,-0.031876-0.010656i,-0.035071-0.029476i,-0.064168-0.030027i,-0.078004-0.014482i,-0.059451+0.0025516i,-0.030576+0.018996i,-0.0022475+0.028385i,0.01969+0.021325i
0.32295-0.022001i,0.94189-0.048687i,1.699-0.091087i,1.8726-0.15458i,1.2475-0.20357i,0.51687-0.17531i,0.14796-0.12373i,0.0086002-0.081726i,-0.038653-0.030128i,-0.026818-0.0090535i,-0.011853-0.02549i,0.0055917-0.03478i,0.047624-0.038574i,0.084511-0.057108i,0.082753-0.081635i,0.053675-0.08825i,0.02518-0.082462i,0.0051548-0.077713i,-0.0014434-0.050376i,0.010344-0.010672i,0.021317+0.0022645i,0.014051+0.0025011i,0.011311+0.0098764i
-0.10779+0.34006i,-0.30274+0.92178i,-0.43978+1.4726i,-0.31109+1.3023i,-0.076615+0.54964i,0.013394+0.083667i,0.1001+0.092219i,0.20772+0.095922i,0.14242-0.010643i,0.014891-0.028575i,-0.0048824+0.011942i,0.0019524+0.034868i,-0.013126+0.051957i,-0.024303+0.051855i,-0.030029+0.048887i,-0.018648+0.061898i,0.021743+0.069184i,0.068026+0.051979i,0.065499+0.016704i,0.017891-0.0054954i,-0.015096-0.006925i,-0.025006-0.01086i,-0.03586-0.010596i
-0.25782-0.28419i,-0.73194-0.77489i,-1.2677-1.2711i,-1.2981-1.242i,-0.71917-0.79244i,-0.20932-0.46894i,-0.10591-0.29132i,-0.05836-0.11128i,0.080581-0.021311i,0.13369-0.033965i,0.0778-0.042164i,0.01511-0.033757i,-0.014668-0.019845i,-0.0098889-0.00087964i,0.010115+0.0038781i,0.014062-0.0075991i,-0.0069201-0.017057i,-0.030245-0.014482i,-0.029226-0.0088192i,-0.01269-0.0041393i,0.0025613+0.004686i,0.013688+0.0086882i,0.013715+0.0020678i
0.3443-0.12067i,0.94032-0.3584i,1.5232-0.6176i,1.4133-0.58072i,0.72651-0.16837i,0.28187+0.20021i,0.095709+0.19144i,-0.13059+0.11646i,-0.22311+0.16972i,-0.13861+0.17517i,-0.041695+0.096673i,0.0046169+0.0064594i,-0.00014651-0.046107i,-0.0078204-0.039343i,0.014582-0.02243i,0.049376-0.031071i,0.071163-0.045682i,0.061638-0.045559i,0.043057-0.032338i,0.036454-0.029205i,0.020526-0.036393i,-0.0028866-0.023445i,-0.013068-0.0017098i
-0.047067+0.31831i,-0.13663+0.97048i,-0.1703+1.7099i,0.04739+1.767i,0.35955+0.99924i,0.37848+0.19442i,0.2314-0.089861i,0.14947-0.1006i,0.05183-0.097812i,-0.051031-0.045258i,-0.077229+0.048227i,-0.04822+0.12691i,-0.013275+0.13318i,-0.012973+0.074375i,-0.035296+0.041893i,-0.044062+0.072811i,-0.025179+0.11556i,0.0066738+0.1105i,0.01045+0.077109i,-0.0042138+0.063856i,0.00056237+0.052126i,0.0063701+0.017187i,-0.010589-0.0092202i
-0.19682-0.15331i,-0.53367-0.47953i,-0.86848-0.80707i,-0.80572-0.69739i,-0.35969-0.21694i,-0.023658+0.075551i,-0.0091209+0.06381i,-0.054492+0.015179i,-0.0031755-0.019473i,0.025783-0.082878i,-0.030545-0.10587i,-0.066049-0.081659i,-0.029821-0.058795i,0.028947-0.03428i,0.067305-0.019755i,0.063877-0.031013i,0.035794-0.041331i,0.023303-0.030784i,0.023938-0.022043i,0.0091847-0.024768i,-0.01042-0.017701i,-0.0095625-0.0064585i,0.010027-0.0095926i
0.16405-0.062998i,0.52864-0.16352i,0.86584-0.32612i,0.68001-0.40567i,0.066206-0.16856i,-0.24051+0.24379i,-0.093191+0.33692i,-0.0199+0.15401i,-0.097867+0.081294i,-0.074579+0.096875i,-0.0041878+0.039522i,0.0058955-0.024218i,-0.016419-0.021089i,-0.037485+0.016143i,-0.048969+0.049942i,-0.051064+0.065358i,-0.053363+0.065715i,-0.057193+0.056815i,-0.050102+0.035578i,-0.033754+0.016122i,-0.015974+0.014264i,0.0034776+0.019244i,0.0087182+0.013883i
-0.068518+0.14379i,-0.20735+0.44175i,-0.3216+0.86263i,-0.2845+0.98723i,-0.21529+0.57445i,-0.19671+0.018494i,-0.13611-0.21887i,-0.0076225-0.19916i,0.086824-0.13252i,0.088325-0.076716i,0.061734-0.01407i,0.07458+0.051041i,0.098874+0.055971i,0.073548+0.013715i,0.023536-0.0061399i,0.0014805-0.0021104i,0.0014784+0.00056508i,0.0032467+0.0061161i,0.012551+0.013368i,0.023936+0.0060308i,0.023985-0.0059668i,0.022844-0.0080981i,0.03721-0.0079126i
0.027534-0.074914i,-0.061359-0.32298i,-0.36329-0.65758i,-0.7254-0.67851i,-0.76154-0.281i,-0.55548+0.098182i,-0.39795+0.21154i,-0.27631+0.15787i,-0.16547+0.027209i,-0.10305-0.053276i,-0.079872-0.057227i,-0.1021-0.064358i,-0.13206-0.041529i,-0.11178-0.0015949i,-0.08312+0.0067858i,-0.093231+0.010421i,-0.11397+0.016526i,-0.10745+0.0064151i,-0.077814-0.0050492i,-0.041514+0.010732i,-0.009403+0.033487i,0.0033915+0.039385i,-0.0017184+0.044034i
-0.048532+0.11564i,0.06251+0.3395i,0.43636+0.57757i,0.85455+0.56577i,0.90197+0.30681i,0.70401+0.15918i,0.65361+0.20742i,0.64944+0.18448i,0.48205+0.06014i,0.25381-0.027782i,0.098147-0.070532i,0.029462-0.10246i,-0.0041439-0.13774i,-0.051896-0.14914i,-0.071694-0.11605i,-0.047676-0.081351i,-0.038422-0.051205i,-0.043461+6.8609e-05i,-0.037158+0.036829i,-0.040965+0.035116i,-0.048691+0.028095i,-0.035368+0.029311i,-0.027557+0.021918i
-0.0076537-0.17197i,-0.15153-0.39635i,-0.37959-0.66396i,-0.57824-0.92389i,-0.70914-1.0354i,-0.73639-0.87174i,-0.61655-0.54875i,-0.4209-0.22871i,-0.20576+0.043243i,0.0035269+0.13737i,0.10128+0.088427i,0.1131+0.077817i,0.15907+0.08882i,0.20174+0.035121i,0.17567-0.053503i,0.11652-0.13376i,0.072001-0.20779i,0.033365-0.24173i,-0.0015349-0.19313i,-0.013868-0.12165i,-0.033996-0.088027i,-0.064186-0.057828i,-0.050496-0.018988i
-0.10651+0.16335i,-0.10456+0.15461i,-0.28588+0.090374i,-0.60489+0.022341i,-0.63622-0.13688i,-0.42298-0.38698i,-0.40113-0.38405i,-0.4055-0.081439i,-0.25345+0.11906i,-0.12676+0.15599i,-0.035378+0.16632i,0.023268+0.10801i,0.01085+0.053641i,0.0035312+0.077168i,0.039911+0.10393i,0.076804+0.096726i,0.081322+0.075908i,0.058086+0.048578i,0.044139+0.0022219i,0.048292-0.046748i,0.054371-0.067254i,0.045153-0.065395i,0.01886-0.047202i
-1.5581+4.6057i,-1.6826+2.8158i,1.6331+3.1199i,4.7137+1.5332i,5.348-1.2347i,3.0425-3.3511i,0.12721-2.4527i,-0.7234-0.17189i,0.094945+1.1031i,0.98223+0.99277i,0.90356+0.2377i,0.19812-0.20852i,-0.47804-0.079787i,-0.83689+0.40661i,-0.60368+0.70129i,-0.14757+0.50501i,0.085276+0.092587i,0.028501-0.24516i,-0.19506-0.35333i,-0.30113-0.24169i,-0.18193-0.12135i,-0.0073538-0.058297i,0.11157-0.034132i
-0.091385-0.088046i,-0.28329-0.45832i,-0.68713-0.8903i,-1.0407-0.95475i,-0.89822-0.53787i,-0.50521-0.11538i,-0.33984+0.092846i,-0.29401+0.25046i,-0.15905+0.35749i,0.0012682+0.32534i,0.09468+0.21586i,0.12331+0.10721i,0.12519+0.042825i,0.10479+0.0046917i,0.047873-0.021018i,-0.0061246-0.013404i,-0.017345-0.0046918i,0.0008236-0.021597i,0.031404-0.049077i,0.061174-0.065005i,0.075748-0.068285i,0.048862-0.088896i,-0.011741-0.10305i
0.070586+0.18323i,0.28841+0.35265i,0.64071+0.49434i,0.93118+0.44398i,0.94169+0.095801i,0.64885-0.22843i,0.29026-0.17389i,0.15902+0.083266i,0.22439+0.21702i,0.25471+0.19309i,0.21101+0.13327i,0.16603+0.071463i,0.14191+0.0057395i,0.13105-0.047904i,0.12618-0.088775i,0.10464-0.12902i,0.057439-0.14479i,0.018197-0.10361i,0.014437-0.04259i,0.028397-0.015561i,0.038486-0.024028i,0.027823-0.03729i,0.0017809-0.049314i
-0.12061-0.049905i,-0.27458+0.024513i,-0.29769+0.087839i,-0.16679-0.053732i,-0.25609-0.26065i,-0.56934-0.19961i,-0.62755+0.077296i,-0.34494+0.28362i,0.014976+0.28718i,0.23823+0.13829i,0.26736+0.0087928i,0.22426-0.020889i,0.20184-0.03417i,0.17541-0.084392i,0.11702-0.13575i,0.04724-0.15351i,0.014706-0.1443i,0.026222-0.12472i,0.053539-0.095166i,0.072584-0.078058i,0.047004-0.080732i,-0.013628-0.062422i,-0.050864-0.024892i
-0.02822-0.17039i,-0.13009-0.39088i,-0.45036-0.51828i,-0.81233-0.31017i,-0.83995+0.034437i,-0.58704+0.22147i,-0.32471+0.3496i,-0.049579+0.45516i,0.16966+0.38772i,0.22742+0.23041i,0.1996+0.10711i,0.13152+0.0099999i,0.044699-0.058613i,-0.014873-0.09684i,-0.041016-0.095839i,-0.033122-0.068488i,-0.01612-0.052146i,-0.012572-0.042149i,0.0026142-0.044531i,0.021206-0.066377i,0.013782-0.069116i,-0.0058755-0.040266i,-0.010266-0.015044i
0.079396+0.18511i,0.363+0.453i,0.87975+0.62374i,1.319+0.51305i,1.334+0.29183i,1.0018+0.15841i,0.69355+0.076229i,0.5249-0.0037241i,0.40132-0.050141i,0.26786-0.065586i,0.14059-0.060539i,0.071195-0.052902i,0.032248-0.062398i,-0.022894-0.069232i,-0.079699-0.063661i,-0.12383-0.051123i,-0.13291-0.031358i,-0.08697-0.0072345i,-0.013792+0.0013141i,0.036213-0.017014i,0.047357-0.037122i,0.042122-0.033686i,0.029924-0.020337i
-0.12144-0.087652i,-0.32127-0.20914i,-0.45718-0.3231i,-0.34407-0.42097i,-0.15349-0.4959i,-0.10145-0.48252i,-0.070966-0.38351i,0.054881-0.33573i,0.13208-0.33536i,0.11574-0.26445i,0.064302-0.163i,-0.0072454-0.092684i,-0.06541-0.03184i,-0.090119+0.022769i,-0.093195+0.061699i,-0.080128+0.092183i,-0.045986+0.10985i,0.007213+0.092862i,0.050354+0.0385i,0.063363-0.023441i,0.054551-0.06634i,0.02979-0.088136i,-0.0047672-0.092695i
0.16335-0.071339i,0.29408-0.29587i,0.18692-0.6331i,-0.25238-0.7948i,-0.5796-0.56581i,-0.48948-0.19337i,-0.28745-0.055387i,-0.20661-0.066129i,-0.14622-0.072163i,-0.083387-0.079077i,-0.045768-0.04264i,-0.001204+0.016847i,0.035351+0.035473i,0.053129+0.025517i,0.063036+0.002643i,0.05833-0.020986i,0.038526-0.031325i,0.0086029-0.030644i,-0.017807-0.029334i,-0.034456-0.043052i,-0.055176-0.048161i,-0.065947-0.014194i,-0.050068+0.026601i
-0.17631+0.14982i,-0.37304+0.52359i,-0.49946+1.1528i,-0.37445+1.6914i,-0.12204+1.6594i,-0.018022+1.1121i,-0.019608+0.6188i,0.021935+0.3343i,0.064995+0.1394i,0.060196+0.036258i,0.050392-0.013357i,0.036656-0.052553i,0.0090516-0.067626i,-0.013879-0.047903i,-0.019735-0.00029722i,-0.0086449+0.040435i,0.0066055+0.064605i,0.018976+0.078112i,0.01915+0.066861i,-0.0027705+0.042033i,-0.021235+0.026107i,-0.011136+0.017759i,0.0048488+0.0078084i
0.1247-0.11111i,0.37658-0.3185i,0.83365-0.65126i,1.1783-0.96634i,1.0315-0.93986i,0.63544-0.5601i,0.37728-0.22138i,0.19448-0.11817i,-0.0099526-0.088151i,-0.092398-0.012083i,-0.047745+0.040387i,0.001385+0.043099i,0.024611+0.022766i,0.030138-0.012118i,0.018147-0.042728i,-0.0059527-0.045746i,-0.023575-0.031274i,-0.011037-0.018998i,0.01446-0.0094137i,0.017339+0.0045781i,0.004701+0.02083i,0.0013482+0.027811i,0.0094015+0.022445i
-0.049499+0.090538i,-0.27673+0.11422i,-0.82485+0.092029i,-1.3676+0.11879i,-1.2897+0.21729i,-0.71672+0.19012i,-0.3352-0.055456i,-0.28144-0.15063i,-0.21842-0.022594i,-0.10875+0.032654i,-0.061915+0.00011284i,-0.044939-0.029859i,-0.038209-0.033464i,-0.038518+0.0021431i,-0.027672+0.042611i,-0.0010853+0.058848i,0.031266+0.050721i,0.043886+0.023341i,0.040034-0.0053973i,0.039038-0.020808i,0.035707-0.025745i,0.0266-0.030371i,0.018518-0.033286i
-0.015349-0.090016i,0.076963-0.072755i,0.36635+0.14072i,0.75536+0.42305i,0.84399+0.34266i,0.43402+0.016856i,-0.053077+0.027675i,-0.17489+0.2389i,-0.070149+0.26183i,-0.015042+0.18094i,0.0022822+0.12993i,0.019595+0.090748i,0.036567+0.054511i,0.062188+0.0071507i,0.070022-0.048577i,0.049601-0.082405i,0.020461-0.07601i,-0.0023329-0.039285i,-0.016568-0.0087367i,-0.025987-0.00051031i,-0.023981+0.0021711i,-0.011072+0.0072361i,0.00034248+0.0024037i
0.078939+0.080854i,0.17744+0.13651i,0.30541+0.037142i,0.29472-0.2223i,0.10716-0.26824i,0.032873-0.038324i,0.14877+0.09603i,0.22534+0.057036i,0.20395+0.020346i,0.16645+0.0049686i,0.10062-0.022994i,0.025699-0.030099i,-0.012717-0.021296i,-0.026713-0.013033i,-0.03338-0.0026704i,-0.032412+0.0065936i,-0.015253+0.014454i,0.016182+0.017938i,0.03149+0.018658i,0.024104+0.02369i,0.016604+0.020856i,0.012708+0.0039021i,0.0098498-0.0086075i
-0.097371-0.059477i,-0.27233-0.18943i,-0.50252-0.33176i,-0.62082-0.37321i,-0.52129-0.31757i,-0.28583-0.22414i,-0.059995-0.17081i,0.046025-0.15975i,0.045329-0.12383i,0.03372-0.06377i,0.033969-0.020872i,0.035245+0.00042147i,0.032014+0.0043449i,0.0063211-0.00023623i,-0.019276+0.0097671i,-0.020126+0.025138i,-0.019009+0.021168i,-0.025684+0.0077612i,-0.019834+0.0019289i,0.001014+0.0008665i,0.0099629-0.0011443i,-0.0035056-0.0032238i,-0.019372-0.0045448i
0.087434+0.030019i,0.17326+0.13634i,0.15104+0.3435i,0.033008+0.55676i,0.047036+0.55994i,0.12922+0.3118i,0.092631+0.04538i,0.030401-0.065576i,0.030057-0.098556i,-0.0002682-0.12169i,-0.053426-0.093061i,-0.062357-0.043166i,-0.047492-0.012396i,-0.023608+0.0099868i,0.00053531+0.018545i,0.013052+0.0078887i,0.021556-0.0092097i,0.016693-0.013641i,0.010262-0.0031908i,0.017619-0.0020688i,0.020093-0.013939i,0.0098011-0.014019i,-0.0014905+0.0034266i
-0.079521+0.017839i,-0.12948+0.074059i,-0.0042313+0.13733i,0.25841+0.12231i,0.24491+0.041308i,-0.035744+0.047537i,-0.12667+0.15196i,-0.012099+0.11181i,0.013781-0.01518i,-0.016751-0.0076487i,0.024988+0.036457i,0.067794+0.017226i,0.063427-0.010778i,0.039586-0.025187i,0.012589-0.038969i,-0.014103-0.046314i,-0.041475-0.038616i,-0.050465-0.020229i,-0.039231-0.0094183i,-0.031593-0.013911i,-0.023757-0.015742i,-0.0027725-0.0069834i,0.024045-0.002252i
0.088411-0.095193i,0.23113-0.34864i,0.29761-0.78758i,0.11782-1.08i,-0.047495-0.84235i,0.065296-0.35738i,0.13868-0.15592i,-0.032106-0.097134i,-0.14817+0.015486i,-0.090146+0.04045i,-0.036745-0.0050909i,-0.043643-0.023668i,-0.063415-0.012905i,-0.055751+0.011124i,-0.026302+0.027855i,-0.0088549+0.034962i,-0.0013088+0.044938i,0.0040874+0.049208i,0.0017508+0.043764i,-0.0046335+0.038025i,-0.0095468+0.031717i,-0.011195+0.020572i,-0.012701+0.0077432i
-0.090376+0.11034i,-0.30991+0.39246i,-0.62117+0.88553i,-0.71488+1.2638i,-0.47813+1.0733i,-0.2467+0.47784i,-0.18317+0.099123i,-0.10167+0.075846i,0.0079764+0.12123i,0.048464+0.11016i,0.054131+0.068147i,0.056478+0.032535i,0.063772+0.016497i,0.06369-0.0028313i,0.042683-0.013891i,0.023428-0.0029337i,0.016543+0.0087821i,0.017621+0.0098782i,0.024307-0.0029246i,0.027137-0.019241i,0.02112-0.020822i,0.011421-0.011883i,0.0028846-0.0011006i
0.060102-0.089741i,0.24376-0.24464i,0.56677-0.45507i,0.83513-0.58328i,0.77914-0.51739i,0.47161-0.30894i,0.21748-0.10179i,0.11826-0.022044i,0.080748-0.041689i,0.033465-0.055233i,-0.022677-0.03783i,-0.050714-0.012302i,-0.043267-0.0047819i,-0.031851-0.0085741i,-0.020508-0.0062244i,-0.0042837-0.0095783i,0.010007-0.019077i,0.014893-0.026232i,0.0055787-0.023281i,-0.0064782-0.010036i,-0.012006-0.0017147i,-0.010079-0.0017719i,-0.0027418-0.0053159i
-0.047644+0.060369i,-0.15183+0.13624i,-0.3304+0.13994i,-0.51922-0.0046263i,-0.60294-0.12371i,-0.50572-0.04145i,-0.26991+0.087234i,-0.08127+0.085538i,-0.031437+0.020248i,-0.035896-0.003927i,-0.017899+0.0077555i,0.018466+0.0072959i,0.027484-0.0085711i,0.0045991-0.013626i,-0.021287-0.0086561i,-0.032946-0.00039729i,-0.029199+0.0077225i,-0.0249+0.009486i,-0.022388+0.0078614i,-0.013823+0.0072357i,0.00061397+0.0045555i,0.010438-0.0041852i,0.010557-0.014034i
0.017264-0.073129i,0.028392-0.19252i,-0.015533-0.25731i,-0.11412-0.087047i,-0.10359+0.19862i,0.074627+0.2573i,0.15414+0.074268i,0.055703-0.047837i,-0.016843-0.02596i,-0.017204+0.0052473i,-0.015842+0.012236i,-0.024826+0.018365i,-0.036089+0.033175i,-0.020901+0.050378i,0.017912+0.043385i,0.043197+0.015593i,0.041482-0.0046316i,0.025427+0.0032074i,0.011992+0.02379i,0.0059851+0.027331i,0.0021757+0.016317i,-0.0044371+0.0038915i,-0.011512-0.0020437i
0.0025225+0.10282i,0.022701+0.31482i,0.12691+0.6305i,0.32898+0.77071i,0.43235+0.52807i,0.26417+0.13596i,0.0036699-0.044601i,-0.08993-0.019522i,-0.044785+0.01497i,0.0018954+0.012642i,0.0235+0.0019675i,0.032655-0.0072592i,0.039357-0.018394i,0.030565-0.039753i,-0.0017884-0.050469i,-0.03063-0.031081i,-0.031363-0.0041491i,-0.0097982-0.0025515i,0.010176-0.023759i,0.016187-0.037305i,0.010654-0.02843i,0.0032778-0.0013147i,0.0040763+0.027155i
0.015277-0.09808i,0.098091-0.30757i,0.27786-0.66163i,0.42995-0.96837i,0.36255-0.94221i,0.15634-0.59094i,0.086202-0.23703i,0.12046-0.11536i,0.07756-0.10633i,0.01964-0.05175i,0.0097314-0.0082631i,-0.0060575-0.0050545i,-0.021909-0.0025162i,-0.0189+0.0071407i,-0.0026206+0.019188i,0.019933+0.013209i,0.022769-0.014689i,-0.0032422-0.030799i,-0.031929-0.017375i,-0.04218+0.0072355i,-0.03425+0.017643i,-0.01492+0.0093282i,0.0037858-0.0091352i
-0.01173+0.077302i,-0.11952+0.16004i,-0.41924+0.18504i,-0.82648+0.12933i,-0.932+0.12981i,-0.6001+0.19147i,-0.22312+0.13601i,-0.094037+0.038495i,-0.06537+0.034129i,-0.0063858+0.018798i,0.014857-0.024524i,0.0037993-0.027469i,-2.8796e-05-0.017585i,-0.0024154-0.017004i,-0.012361-0.016964i,-0.032993-0.011331i,-0.045521+0.0047534i,-0.032835+0.022207i,-0.0015291+0.027773i,0.026018+0.016175i,0.032807+0.00098965i,0.02392-0.0074489i,0.0075212-0.0096694i
-0.040407-0.062514i,-0.11946-0.11665i,-0.19483-0.016318i,-0.15252+0.29672i,-0.016425+0.46738i,0.060406+0.31178i,0.022383+0.15796i,0.019625+0.14906i,0.070647+0.10853i,0.040151+0.037112i,-0.0049639+0.025224i,0.0044594+0.02645i,0.0142+0.02958i,0.019267+0.045119i,0.033234+0.041882i,0.044682+0.02311i,0.045402+0.007807i,0.032098+0.0020796i,0.014441+0.0026901i,0.0043282+0.00041909i,0.00097217-0.0063591i,-0.0013172-0.011981i,-0.0009695-0.011792i
0.074975+0.061147i,0.24663+0.17959i,0.53468+0.30263i,0.77169+0.2976i,0.7315+0.1996i,0.45236+0.12021i,0.19517+0.051488i,0.063306-0.011815i,0.0032737-0.039515i,-0.012501-0.026728i,-0.0019116-0.0083246i,0.0098414-0.011834i,0.0087335-0.030463i,-0.010214-0.042158i,-0.035081-0.038235i,-0.049739-0.019048i,-0.044469+0.0072282i,-0.021707+0.015891i,-0.0035524-0.0013361i,-0.0044269-0.016951i,-0.0090585-0.012495i,-0.0052898+0.00031441i,0.00052054+0.0092157i
-0.066052-0.045876i,-0.17346-0.14905i,-0.27568-0.33608i,-0.26022-0.53989i,-0.14466-0.63529i,-0.090477-0.5516i,-0.10241-0.33276i,-0.085496-0.15472i,-0.073746-0.075119i,-0.069915-0.017055i,-0.046639+0.019052i,-0.033124+0.026216i,-0.028111+0.031235i,-0.0090984+0.031594i,0.011882+0.027061i,0.026517+0.020445i,0.032193+0.0047476i,0.01644-0.0081129i,-0.0089145-0.0046351i,-0.016991+0.0060108i,-0.012838+0.0079458i,-0.010686+0.0011138i,-0.0095807-0.005832i
0.065942+0.029926i,0.16189+0.085775i,0.18327+0.12571i,-0.016008+0.12917i,-0.26056+0.15907i,-0.24073+0.20627i,-0.064922+0.13408i,-0.020545+0.02794i,-0.036745+0.034977i,0.017453+0.043076i,0.046367+0.00064067i,0.029604-0.014289i,0.021713-0.021125i,0.0057644-0.042258i,-0.018313-0.04736i,-0.03128-0.034435i,-0.034165-0.015366i,-0.020975+0.005419i,0.0028618+0.017585i,0.013117+0.016194i,0.0076165+0.016067i,0.0039855+0.021829i,0.0035653+0.021858i
-0.080781-0.025594i,-0.23505-0.042509i,-0.39572+0.029264i,-0.36369+0.21262i,-0.17051+0.29908i,-0.036777+0.17711i,-0.039062+0.066259i,-0.032585+0.072229i,0.028307+0.05493i,0.024619-0.002957i,-0.016383-0.019458i,-0.026182-0.0077655i,-0.020319+0.010684i,-0.0063813+0.038527i,0.017617+0.051136i,0.039006+0.038137i,0.046968+0.016707i,0.039101-0.0035668i,0.022764-0.016364i,0.012561-0.015352i,0.012584-0.012785i,0.011961-0.018244i,0.0083442-0.0202i
0.086389-0.0084664i,0.28693-0.032342i,0.55911-0.11939i,0.6795-0.22848i,0.53354-0.1833i,0.32681+0.0069324i,0.25348+0.10304i,0.22486+0.049596i,0.13953-0.014647i,0.059339-0.012616i,0.035045+0.0054498i,0.033597+0.0014407i,0.025886-0.0058675i,0.01999-0.0097696i,0.016059-0.018738i,0.0036903-0.031988i,-0.010824-0.041185i,-0.020039-0.036103i,-0.020865-0.020845i,-0.015002-0.0097359i,-0.010245-0.0057386i,-0.0087588-0.0016423i,-0.0056021+0.0035411i
