-0.0020299+0.00058223i,-0.0017275+0.0010562i,-0.0022847+0.0017687i,-0.0024113+0.0020423i,-0.0014882+0.0026808i,0.00081742+0.0021974i,0.0019499+0.0010259i,0.0014062+0.00067893i,0.00087405+0.00066693i,0.0013771+0.00015682i,0.0011606-0.00060255i,0.00057934-0.0011324i,-0.00019485-0.0010018i,-0.00086201-0.00074528i,-0.00099224+0.0001153i,-0.0012832+0.00047787i,-0.0017683-5.0304e-05i,-0.0011009-0.00029216i,2.0292e-05-0.00029383i,0.00029979+3.0264e-05i,0.00069397+6.7339e-05i,0.00070603-0.00031099i,-0.00041148-0.00030714i
0.10071-0.07829i,0.096011-0.072291i,-0.0062173+0.12924i,-0.11541+0.50861i,-0.058427+0.7982i,0.12403+0.73074i,0.23305+0.37246i,0.20545+0.057685i,0.12337-0.043332i,0.081277-0.026263i,0.059851-0.012282i,0.023641+0.0043126i,0.0082215+0.043004i,0.013172+0.069773i,0.017702+0.089703i,0.049184+0.10835i,0.085839+0.09296i,0.071767+0.052021i,0.019422+0.028869i,-0.010452+0.026893i,-0.0034524+0.014109i,0.0033573-0.0095605i,0.0035144-0.020776i
-0.15341+0.11134i,-0.22283+0.15111i,-0.10819+0.058546i,0.16715-0.13939i,0.32094-0.26536i,0.2679-0.22769i,0.17332-0.12411i,0.08737-0.068738i,0.011354-0.04541i,-0.013085-0.032305i,-0.0032579-0.031571i,0.016257-0.030552i,0.032387-0.03538i,0.038255-0.041102i,0.055988-0.045522i,0.07171-0.065171i,0.052614-0.083874i,0.016977-0.069912i,0.002956-0.031194i,0.0038641-0.0019773i,-0.0036479+0.010334i,-0.010196+0.018142i,-0.0075128+0.01908i
0.17845-0.32075i,0.3099-0.67775i,0.24009-0.9016i,-0.023477-0.70726i,-0.10603-0.30753i,-0.0062686-0.12292i,-0.044149-0.13816i,-0.11988-0.084606i,-0.058122+0.0019181i,0.015971-0.0010316i,0.023829-0.026664i,0.015854-0.024771i,0.018466-0.012363i,0.018708-0.0083202i,0.0097938-0.019317i,-0.0013638-0.032507i,-0.0081414-0.023447i,-0.00223+0.0083933i,0.011678+0.023455i,0.013169+0.024639i,0.0095065+0.040144i,0.022419+0.045892i,0.037161+0.033182i
0.015854+0.37194i,0.095589+0.82794i,0.28485+1.1232i,0.40117+0.88588i,0.19785+0.39766i,-0.083389+0.17444i,-0.096718+0.17669i,0.010154+0.1424i,0.046151+0.079142i,0.05428+0.060216i,0.054655+0.046331i,0.026158+0.020651i,-0.0069614-0.0034264i,-0.024643-0.031192i,-0.044054-0.050904i,-0.06513-0.047679i,-0.058743-0.036593i,-0.023356-0.03133i,0.0039619-0.02506i,0.01229-0.012528i,0.017557+0.00074033i,0.014449+0.0088903i,0.0085877+0.009209i
-0.16697-0.23728i,-0.39204-0.5281i,-0.60982-0.6876i,-0.56636-0.48159i,-0.21183-0.13152i,0.1028-0.0019356i,0.1476-0.053802i,0.083387-0.090714i,0.072623-0.094169i,0.076438-0.1041i,0.042747-0.088748i,0.015625-0.035028i,0.013469+0.0014479i,-0.0021107+0.011085i,-0.033198+0.039248i,-0.044959+0.094379i,-0.029313+0.13091i,-0.016707+0.11643i,-0.018777+0.077962i,-0.015993+0.044974i,-0.00032129+0.014239i,0.01381-0.011153i,0.007411-0.025546i
0.14197+0.17819i,0.28578+0.38125i,0.33356+0.45498i,0.20524+0.28448i,0.031316+0.042996i,-0.040571-0.082962i,-0.017133-0.08772i,0.020521-0.060513i,0.010125-0.058001i,-0.034384-0.04784i,-0.036406-0.021741i,-0.013277-0.021479i,-0.016474-0.022921i,-0.016058-0.0032451i,0.02069+0.0032532i,0.072416-0.024757i,0.091751-0.063871i,0.066805-0.070144i,0.036362-0.033246i,0.024884-0.00041867i,0.014645-0.0049205i,-0.0088179-0.020378i,-0.026062-0.014419i
-0.21242-0.21834i,-0.42637-0.43314i,-0.42492-0.49193i,-0.11338-0.35032i,0.15089-0.24996i,0.14448-0.21623i,0.010487-0.13075i,-0.081452-0.037444i,-0.096424+0.019797i,-0.0574+0.034673i,-0.02937+0.020017i,-0.022058+0.014902i,0.0047929+0.02162i,0.032507+0.019019i,0.022802+0.0072493i,-0.015881-0.00036782i,-0.043963+0.0036713i,-0.029273+0.0018838i,0.012423-0.019713i,0.030161-0.040576i,0.014777-0.033733i,0.0022062-0.0075813i,0.0038194+0.0087674i
0.33909+0.052686i,0.70481+0.058267i,0.77399-0.028791i,0.33153-0.13375i,-0.1393-0.11377i,-0.28097-0.078239i,-0.25641-0.11493i,-0.18732-0.08469i,-0.066251+0.0025383i,0.033101+0.032304i,0.053957+0.012301i,0.025509-0.0069315i,-0.011171-0.011635i,-0.026548-0.0054884i,-0.014899+0.006232i,0.01067+0.018023i,0.038196+0.020155i,0.044679+0.0036466i,0.019365-0.022836i,-0.011876-0.032152i,-0.020617-0.0205i,-0.009671-0.0083443i,0.00078773-0.0010112i
-0.27216+0.21163i,-0.53183+0.55051i,-0.52625+0.85399i,-0.12622+0.80564i,0.21223+0.48358i,0.22035+0.26531i,0.1547+0.23811i,0.12846+0.17647i,0.065204+0.046321i,-0.013049-0.017649i,-0.041511+0.002546i,-0.019265+0.039541i,0.016158+0.053389i,0.040885+0.045681i,0.043313+0.027431i,0.022696+0.013118i,0.0069269+0.009034i,0.0090937+0.0086563i,0.0096218+0.010615i,0.0029853+0.016441i,-2.7979e-05+0.018819i,-0.0021271+0.012111i,-0.0080137-0.0027809i
0.060325-0.21304i,0.087754-0.54667i,-0.03512-0.81765i,-0.28438-0.70278i,-0.38531-0.329i,-0.23286-0.10406i,-0.059045-0.10959i,0.0018264-0.11975i,0.00095293-0.063781i,-0.0031921-0.0071205i,0.0093997+0.016514i,0.020059+0.010663i,0.0133-0.0010201i,-0.0042071-0.014546i,-0.015269-0.027014i,-0.015798-0.029212i,-0.028823-0.025825i,-0.057348-0.013173i,-0.061361+0.0099656i,-0.029012+0.021105i,0.0089484+0.0093079i,0.031711-0.011063i,0.031739-0.022289i
-0.030639+0.095539i,-0.031392+0.28098i,0.066422+0.44696i,0.21449+0.38189i,0.22126+0.15876i,0.075414+0.071477i,-0.032528+0.14454i,-0.038623+0.17866i,-0.015058+0.13901i,-0.0020408+0.088952i,0.0021396+0.040305i,0.0097685+0.0040444i,0.025612-0.013291i,0.030933-0.015072i,0.016561-0.00035002i,0.0047284+0.019429i,0.006033+0.033041i,0.019631+0.039791i,0.031284+0.03202i,0.015877+0.01448i,-0.014177+0.0037452i,-0.037387+0.0019027i,-0.042295+0.0097865i
0.085538-0.11983i,0.16596-0.32482i,0.15157-0.49627i,0.016186-0.40444i,-0.058714-0.12097i,0.021136+0.035346i,0.10307-0.027692i,0.067921-0.11707i,0.011089-0.10482i,0.028301-0.069164i,0.036029-0.074707i,-0.015268-0.065867i,-0.052697-0.025093i,-0.046243+0.0029418i,-0.02353+0.010766i,-0.0034892+0.0046929i,0.0041381-0.013599i,-0.0063471-0.035021i,-0.025688-0.04197i,-0.031842-0.023249i,-0.021891+0.00065836i,-0.0051134+0.01252i,0.012441+0.016168i
-0.019861+0.12873i,0.0081133+0.32768i,0.041447+0.47964i,0.086396+0.35874i,0.13842+0.012805i,0.10273-0.27947i,0.0019156-0.32453i,-0.016889-0.17798i,0.03516-0.066774i,0.023549-0.047531i,-0.017092-0.013405i,-0.00064074+0.02433i,0.02843+0.016923i,0.037035-0.00065263i,0.037465-0.0083932i,0.028479-0.0059406i,0.023698+0.0071709i,0.020987+0.023201i,0.013418+0.040324i,0.013971+0.04618i,0.017178+0.037455i,0.010563+0.02375i,-3.7036e-05+0.0082279i
-0.057559-0.0093304i,-0.17052-0.014499i,-0.24432-0.0094373i,-0.19385+0.04518i,-0.15567+0.13363i,-0.19863+0.18666i,-0.20845+0.18642i,-0.13786+0.11656i,-0.066004+0.031408i,-0.023939+0.013996i,0.0082711+0.029404i,0.014515+0.03028i,-0.0016547+0.025037i,-0.014405+0.0088367i,-0.026434-0.019353i,-0.040353-0.035315i,-0.045768-0.035184i,-0.027483-0.026721i,0.0069735-0.015892i,0.029935-0.011362i,0.035596-0.012017i,0.034892-0.011728i,0.02844-0.013831i
-0.080566-0.049302i,-0.13045-0.13269i,-0.11904-0.21841i,-0.06596-0.24594i,0.013029-0.20821i,0.12895-0.12725i,0.18494-0.043808i,0.13635+0.026983i,0.081894+0.069722i,0.075349+0.046176i,0.069944-0.0084843i,0.052716-0.034139i,0.04189-0.033196i,0.021773-0.02202i,-0.0016493+0.011219i,-0.002935+0.054195i,0.00067545+0.080057i,-0.0065502+0.077202i,-0.013222+0.0455i,-0.018921+0.0080567i,-0.026059-0.013311i,-0.032319-0.018371i,-0.036028-0.0078561i
0.12186-0.011292i,0.26373+0.017299i,0.33046+0.10656i,0.27306+0.19887i,0.16422+0.2226i,0.060213+0.17258i,-0.0086838+0.061668i,-0.041097-0.043368i,-0.040475-0.070246i,-0.020566-0.05407i,-0.020579-0.04946i,-0.037056-0.040633i,-0.041122-0.013086i,-0.024325+0.01968i,0.0072482+0.033506i,0.042613+0.011308i,0.06966-0.024861i,0.07111-0.043302i,0.037881-0.038723i,0.0002049-0.018166i,-0.011713+0.0054116i,-0.0046911+0.020739i,0.007356+0.028835i
-0.036673+0.061712i,-0.046055+0.08396i,-0.029802+0.0054495i,-0.01933-0.13158i,-0.0063829-0.1868i,0.053691-0.13779i,0.12425-0.065869i,0.12774-0.027364i,0.056982-0.02518i,-0.012923-0.0067566i,-0.016654+0.031854i,0.013928+0.040136i,0.031133+0.025362i,0.041007+0.0076765i,0.038397-0.016834i,0.0051304-0.036174i,-0.038047-0.043135i,-0.058885-0.040187i,-0.050434-0.023746i,-0.027811-0.0061884i,-0.0096161-0.0035389i,-0.003416-0.011597i,-0.0041673-0.022633i
0.026104-0.049136i,-0.0082374-0.03691i,-0.10539+0.075889i,-0.16338+0.21135i,-0.14739+0.21008i,-0.16635+0.075068i,-0.21285-0.019768i,-0.17496-0.0059932i,-0.079754+0.03079i,-0.014373+0.035947i,-0.00080651+0.025201i,-0.01291+0.01712i,-0.022704+0.0081217i,-0.030688-0.0073298i,-0.039998-0.013926i,-0.041359+0.0065744i,-0.027534+0.041807i,-0.0041848+0.059391i,0.015926+0.048338i,0.019354+0.027532i,0.009323+0.018778i,0.0050558+0.020881i,0.0050971+0.01624i
-0.085553+0.067153i,-0.1175+0.067656i,-0.066083-0.048639i,0.0041157-0.20305i,-0.02826-0.21452i,-0.091491-0.071983i,-0.078669+0.074517i,-0.017261+0.11195i,0.030324+0.064264i,0.03294+0.01793i,0.01891+0.0048162i,0.015251+0.005785i,0.01706+0.0065886i,0.021574+0.0038038i,0.026043+0.0028734i,0.029884+0.0043685i,0.033958-0.0035902i,0.037263-0.018169i,0.033077-0.025544i,0.023111-0.021811i,0.017976-0.016766i,0.0133-0.019278i,0.0053236-0.017087i
0.00016643-0.12564i,-0.032539-0.20792i,-0.11446-0.13648i,-0.13665+0.07777i,-0.012717+0.18961i,0.11284+0.11794i,0.11162+0.0013165i,0.026045-0.048347i,-0.039103-0.030654i,-0.035712-0.020447i,-0.01832-0.040619i,-0.013595-0.043383i,-0.0018717-0.027801i,0.0007686-0.01561i,-0.0053472-0.0019553i,0.0015089+0.0018118i,0.0091275-0.0027035i,-0.00013523+0.00070062i,-0.015235+0.0070125i,-0.018384+0.0060854i,-0.015482+0.0027271i,-0.01685+0.0031254i,-0.018281+0.0080198i
0.044889+0.12214i,0.17083+0.24921i,0.34895+0.24881i,0.39635+0.036389i,0.23576-0.17219i,0.071585-0.2034i,0.040676-0.1499i,0.062771-0.10522i,0.062418-0.061993i,0.034535-0.01512i,0.012263+0.026063i,0.0062611+0.041266i,-0.0017339+0.03459i,0.0036705+0.02811i,0.022902+0.017242i,0.025766-0.002085i,0.016261-0.024461i,0.012875-0.039387i,0.011672-0.035259i,0.01284-0.01641i,0.020652-0.0030189i,0.026203-0.0029225i,0.026708-0.006369i
-0.020172-0.065023i,-0.11268-0.13145i,-0.26286-0.11586i,-0.31403+0.03268i,-0.18383+0.18568i,-0.03919+0.20108i,-0.017532+0.14181i,-0.036583+0.097329i,-0.019543+0.059101i,0.022099+0.024246i,0.048551-0.0027613i,0.043691-0.01616i,0.029409-0.016935i,0.010912-0.02314i,-0.01956-0.030691i,-0.049625-0.01608i,-0.070171+0.015565i,-0.078194+0.038627i,-0.06238+0.04107i,-0.035853+0.025579i,-0.027861+0.0089353i,-0.032191+0.0056555i,-0.029756+0.0042457i
0.0056866+0.097991i,0.070468+0.18915i,0.17927+0.18538i,0.21739+0.029351i,0.11738-0.134i,0.0098572-0.1677i,-0.0026075-0.1161i,0.020433-0.053752i,0.029958-0.012328i,0.017353-0.0050321i,-0.01366-0.0075778i,-0.039091-0.003449i,-0.047098+0.0049977i,-0.038855+0.020536i,-0.016151+0.03932i,0.012097+0.053361i,0.043026+0.062546i,0.070017+0.05845i,0.070819+0.037792i,0.043857+0.022962i,0.024911+0.024537i,0.027716+0.025458i,0.029272+0.020504i
-0.027228-0.13851i,-0.085958-0.31036i,-0.20124-0.39431i,-0.25947-0.23633i,-0.17734+0.0065814i,-0.088567+0.091442i,-0.098812+0.038951i,-0.11605-0.010183i,-0.08432-0.022776i,-0.044552-0.018829i,-0.015032-0.010186i,0.011991-0.0020794i,0.036428+0.0012773i,0.045145-0.0087504i,0.03642-0.025799i,0.022499-0.044388i,0.0072228-0.060151i,-0.010177-0.053025i,-0.017313-0.025015i,-0.011001-0.0092782i,-0.010377-0.017106i,-0.018588-0.029106i,-0.023667-0.02912i
0.00054768+0.086954i,0.026045+0.23822i,0.10619+0.35519i,0.1674+0.27013i,0.11215+0.059031i,0.030766-0.030572i,0.046484+0.0067088i,0.084039+0.011665i,0.046854-0.021552i,-0.011754-0.021702i,-0.023975-0.0076301i,-0.01733-0.010557i,-0.023527-0.0132i,-0.029037-0.0013474i,-0.022479+0.016581i,-0.010897+0.028207i,-0.0014428+0.026768i,0.0053758+0.0098295i,0.0040927-0.011069i,-0.0030163-0.010703i,0.001017+0.010587i,0.014678+0.026984i,0.02187+0.029317i
0.021083-0.089046i,0.018531-0.21421i,-0.019551-0.29555i,-0.055499-0.21476i,-0.020163-0.042045i,0.04818+0.02869i,0.054969-0.0015578i,0.018594-0.0040709i,0.0098917+0.029818i,0.032395+0.036902i,0.036089+0.023288i,0.020932+0.026358i,0.020583+0.031076i,0.028138+0.013024i,0.025984-0.012751i,0.0154-0.026224i,-0.00058279-0.028876i,-0.021541-0.023538i,-0.036481-0.0088059i,-0.029507+0.0023175i,-0.015597-0.0061396i,-0.014867-0.023294i,-0.01878-0.028746i
-0.041725+0.13213i,-0.079873+0.31033i,-0.083627+0.4273i,-0.036202+0.31777i,-0.017861+0.067758i,-0.064348-0.082888i,-0.086949-0.070427i,-0.04933-0.019355i,0.0036691-0.009435i,0.019864-0.022278i,0.0065132-0.025724i,0.00035804-0.024553i,-0.0029821-0.026917i,-0.011612-0.017606i,-0.017412+0.00085128i,-0.019117+0.015305i,-0.014482+0.021403i,0.00068261+0.016947i,0.016237+0.0034421i,0.016277-0.0074299i,0.0044522-0.0005709i,-0.0039904+0.020197i,-0.001974+0.034253i
0.037902-0.10073i,0.10659-0.25499i,0.15091-0.38293i,0.11462-0.31959i,0.065348-0.10771i,0.065501+0.044684i,0.054556+0.059674i,0.0075151+0.036411i,-0.018336+0.041643i,0.0010773+0.047597i,0.020207+0.030129i,0.011737+0.012193i,0.0028398+0.010464i,0.0064623+0.0074371i,0.0083781-0.0014918i,0.0080215-0.0065668i,0.010994-0.0050725i,0.011456+0.0014639i,0.0043521+0.01008i,-0.0018419+0.013754i,0.0016906+0.0050883i,0.0096696-0.012414i,0.0083805-0.026291i
-0.036175+0.080632i,-0.10234+0.20085i,-0.1442+0.29179i,-0.10716+0.22417i,-0.04198+0.039934i,-0.0057347-0.091287i,0.023461-0.11376i,0.055473-0.090772i,0.058544-0.075374i,0.028091-0.067609i,0.0045574-0.047416i,0.0045451-0.025959i,0.0058132-0.013121i,0.0026295+0.00052058i,0.0055909+0.0086547i,0.011399+0.0067509i,0.01285+0.0017793i,0.017691-0.0028377i,0.029912-0.010146i,0.032148-0.017298i,0.017546-0.012586i,0.0027316+0.0022206i,-0.0012874+0.011315i
0.059259-0.097238i,0.15324-0.22354i,0.22435-0.30295i,0.17524-0.21427i,0.054735-0.0093041i,-0.023237+0.1417i,-0.052446+0.16117i,-0.058031+0.10146i,-0.057727+0.046332i,-0.048935+0.036381i,-0.026631+0.040439i,-0.01374+0.035263i,-0.0086941+0.027086i,-0.0021641+0.0088365i,-0.0087902-0.0054658i,-0.019289+0.0022818i,-0.01914+0.016356i,-0.022206+0.020663i,-0.029962+0.017636i,-0.028007+0.014767i,-0.011329+0.012021i,0.0091579+0.0038459i,0.017391-0.004733i
-0.055216+0.070224i,-0.15987+0.16263i,-0.26337+0.22742i,-0.23869+0.18333i,-0.096035+0.063954i,0.02676-0.03541i,0.071311-0.060072i,0.053093-0.028803i,0.029742+0.007829i,0.026743+0.013688i,0.018379+0.0044111i,0.011261+0.0038498i,0.014614+0.0038433i,0.018222+0.0082225i,0.032063+0.014245i,0.044636+0.0048764i,0.039448-0.0091198i,0.029863-0.013034i,0.024116-0.0071812i,0.019378+0.00029274i,0.0070523-0.0040038i,-0.01543-0.012508i,-0.028252-0.0092882i
0.051349-0.048146i,0.14372-0.10807i,0.22645-0.14686i,0.19343-0.11126i,0.053505-0.049572i,-0.096207-0.029059i,-0.17312-0.034814i,-0.13658-0.029169i,-0.053954-0.022007i,-0.011486-0.018891i,-0.0031949-0.012659i,-0.0040645-0.012203i,-0.008335-0.016528i,-0.015443-0.024238i,-0.032356-0.031189i,-0.052066-0.024423i,-0.056409-0.012061i,-0.047951-0.0089818i,-0.040066-0.0083371i,-0.033408-0.0023642i,-0.021697+0.0080703i,-0.0060495+0.017114i,0.0016972+0.018602i
-0.076279+0.04364i,-0.19571+0.09871i,-0.28934+0.12785i,-0.23713+0.085023i,-0.08507+0.026006i,0.054311+0.036617i,0.13688+0.080892i,0.12883+0.069169i,0.065379+0.0268i,0.02819+0.0023295i,0.021009-0.014195i,0.013192-0.019917i,0.0027291-0.0073616i,-0.0021216+0.016819i,0.013446+0.041221i,0.043728+0.043513i,0.057662+0.026408i,0.047626+0.0165i,0.031286+0.01639i,0.020816+0.014898i,0.017548+0.0077145i,0.013389-0.0030846i,0.0079617-0.0097689i
0.06569-0.022846i,0.17147-0.05038i,0.27642-0.05499i,0.26217-0.04672i,0.15021-0.076898i,0.05213-0.15927i,-0.0020725-0.21384i,-0.010853-0.1593i,0.0091197-0.069124i,0.0081239-0.033253i,-0.018262-0.018035i,-0.033074+0.0047413i,-0.024009+0.01391i,-0.0079851-0.0017443i,-0.013033-0.029942i,-0.036965-0.040328i,-0.046021-0.027105i,-0.033016-0.014787i,-0.015522-0.012064i,-0.0078478-0.011973i,-0.0086535-0.0038152i,-0.0037103+0.012039i,0.0070947+0.018073i
-0.039942+0.0058282i,-0.11648+0.011131i,-0.19798-0.0030678i,-0.2044-0.012185i,-0.15339+0.02889i,-0.13288+0.10676i,-0.13897+0.15709i,-0.12538+0.124i,-0.090565+0.060539i,-0.046988+0.041349i,-0.0037402+0.044602i,0.026453+0.033266i,0.035595+0.017305i,0.030821+0.019262i,0.031119+0.039869i,0.040078+0.053118i,0.042415+0.046489i,0.032341+0.033009i,0.018679+0.022245i,0.011875+0.014224i,0.014093+0.0024748i,0.015672-0.014656i,0.0098591-0.022519i
0.065558-0.0019792i,0.16069+0.01591i,0.23794+0.049462i,0.21732+0.0694i,0.15731+0.049202i,0.14679+0.0027516i,0.15001-0.04044i,0.11226-0.031416i,0.067563+0.0074861i,0.049162+0.011145i,0.030919-0.014628i,0.00045238-0.027606i,-0.01606-0.021829i,-0.01057-0.026858i,-0.010211-0.052168i,-0.026946-0.068918i,-0.036687-0.061166i,-0.027495-0.042778i,-0.012784-0.025555i,-0.0074082-0.014316i,-0.015324-0.00803i,-0.028168+0.00013796i,-0.032677+0.007665i
-0.045973-0.00089755i,-0.12765-0.036161i,-0.19636-0.085724i,-0.18785-0.10079i,-0.15035-0.069094i,-0.13779-0.025739i,-0.1084-0.0040134i,-0.040606-0.025369i,0.0042877-0.054918i,0.0029989-0.046965i,0.0042227-0.018653i,0.020241-0.0018549i,0.022486+0.00091261i,0.0070187+0.013013i,-0.00046929+0.044503i,0.014752+0.070632i,0.026147+0.068132i,0.016785+0.044164i,0.00074042+0.01847i,-0.0072273+0.0052575i,-0.00058559+0.0038567i,0.010771+0.0019776i,0.013331-0.0026848i
0.027166+0.00065828i,0.072158+0.029013i,0.12169+0.071216i,0.13217+0.085959i,0.11767+0.06864i,0.12108+0.057874i,0.12252+0.059584i,0.084343+0.056851i,0.032353+0.044767i,0.0049198+0.025972i,-0.0076955+0.006113i,-0.02192-0.0029483i,-0.025982-0.001421i,-0.012595-0.01106i,-0.00012187-0.038149i,0.0017129-0.062716i,0.00078056-0.06571i,0.0022806-0.047078i,0.0048941-0.023397i,0.0025339-0.0093907i,-0.0072065-0.0027392i,-0.016422+0.0054045i,-0.01576+0.01213i
-0.03166-0.031292i,-0.087155-0.089261i,-0.13495-0.15972i,-0.12993-0.17377i,-0.088356-0.13755i,-0.06488-0.13283i,-0.067243-0.13701i,-0.057957-0.098267i,-0.025476-0.049669i,-0.0064105-0.021254i,-0.0060874+0.0078615i,0.0066923+0.034048i,0.021713+0.033382i,0.014835+0.030899i,0.00071346+0.049358i,-0.0056316+0.067702i,-0.0071766+0.065361i,-0.0082535+0.044296i,-0.0059051+0.021184i,0.0024555+0.010782i,0.014196+0.0087352i,0.024916+0.0029971i,0.026588-0.006766i
0.04007+0.028435i,0.083117+0.093341i,0.1058+0.17052i,0.086992+0.18405i,0.051803+0.1248i,-0.0072478+0.070762i,-0.075165+0.055021i,-0.094458+0.053332i,-0.062873+0.043771i,-0.019751+0.023555i,0.0049479-0.0065074i,0.0016283-0.033525i,-0.010124-0.0345i,-0.0049678-0.025126i,0.0098495-0.036763i,0.01331-0.057334i,0.0085791-0.055641i,0.0055201-0.032208i,0.0045925-0.0068697i,0.0051398+0.0040411i,0.0022642-0.0018395i,-0.0071593-0.0087281i,-0.01429-0.0048183i
-0.013892-0.009483i,-0.039183-0.045969i,-0.052307-0.093266i,-0.04265-0.10488i,-0.024068-0.063503i,0.025079+0.0019896i,0.092037+0.032795i,0.10509+0.016657i,0.069892+0.0029211i,0.039546+0.00043316i,0.015327-0.0015609i,-0.0026571+0.0080548i,-0.0045974+0.019447i,-0.0068414+0.022853i,-0.02031+0.033366i,-0.029944+0.052633i,-0.025176+0.057906i,-0.015172+0.041999i,-0.008123+0.020743i,-0.0025899+0.008591i,0.0031775+0.0077521i,0.0096071+0.0093837i,0.01337+0.007285i
0.0094281+0.022807i,0.012142+0.082004i,0.011481+0.15012i,0.0091851+0.15491i,0.00073635+0.077427i,-0.019644-0.014413i,-0.037448-0.060619i,-0.027424-0.051306i,-0.008072-0.027785i,-0.0082725-0.013865i,-0.0079628-0.0043343i,0.00058095-0.0054206i,0.0066033-0.01073i,0.017914-0.017743i,0.034828-0.031406i,0.045054-0.042373i,0.040985-0.040103i,0.026387-0.026339i,0.010259-0.012542i,-0.0050341-0.0080018i,-0.014793-0.0096901i,-0.017729-0.0091583i,-0.017317-0.005951i
-0.00040657-0.032502i,0.012659-0.10124i,0.042963-0.18264i,0.040307-0.18644i,-0.020288-0.080092i,-0.06935+0.053549i,-0.060326+0.12671i,-0.028767+0.10281i,-0.015742+0.043073i,-0.012951+0.022382i,-0.0090532+0.027383i,-0.0081395+0.032171i,-0.0065248+0.02771i,-0.01116+0.017148i,-0.025957+0.017487i,-0.0353+0.026493i,-0.029385+0.027142i,-0.01235+0.013207i,0.0015691-0.0016838i,0.0044505-0.0018748i,0.00037696+0.0073855i,-0.0016929+0.013147i,2.2655e-05+0.011279i
0.012411+0.0060999i,0.0077218+0.040525i,-0.018064+0.08405i,-0.024916+0.093914i,0.0414+0.036997i,0.10904-0.070112i,0.098303-0.14073i,0.045637-0.10968i,0.017457-0.046224i,0.016641-0.026391i,0.020893-0.030719i,0.026979-0.032833i,0.027791-0.027987i,0.026271-0.015754i,0.034064-0.010212i,0.040974-0.018389i,0.033054-0.0259i,0.01309-0.022037i,-0.0023638-0.01155i,-0.0039158-0.004767i,-0.00034103-0.0051076i,0.00053811-0.0092365i,-0.0016041-0.011895i
0.0061693-0.015257i,0.028198-0.05848i,0.059688-0.10715i,0.055554-0.12403i,-0.020076-0.10519i,-0.11244-0.057315i,-0.13479-0.017557i,-0.086788-0.019301i,-0.031163-0.027944i,-0.0037769-0.017811i,-0.0013934-0.0072036i,-0.01131-0.0035497i,-0.021541+5.1311e-05i,-0.030371+0.0047317i,-0.042238+0.011258i,-0.048589+0.018402i,-0.037854+0.021406i,-0.016056+0.018087i,-0.0004656+0.012041i,0.0050466+0.010161i,0.0091733+0.012346i,0.011658+0.012703i,0.008235+0.010487i
-0.021485+0.029167i,-0.077217+0.073562i,-0.14318+0.1232i,-0.13338+0.13905i,-0.013656+0.12183i,0.13504+0.095453i,0.18981+0.063932i,0.12815+0.049788i,0.051656+0.050819i,0.023538+0.03661i,0.018674+0.014913i,0.016342+0.0057499i,0.01889+0.0086154i,0.026502+0.010871i,0.03733+0.0072969i,0.041967+0.00077053i,0.029718-0.0045129i,0.0057598-0.0041153i,-0.011881-0.00089126i,-0.01227-0.0034578i,-0.0046141-0.010816i,0.00058553-0.012815i,0.0045241-0.0046221i
0.0080613-0.018456i,0.035214-0.046027i,0.086456-0.078298i,0.097177-0.095029i,0.016481-0.10357i,-0.085998-0.11428i,-0.11342-0.098517i,-0.061235-0.065787i,-0.0097424-0.04349i,-0.0058972-0.023268i,-0.023895-0.00051209i,-0.035328+0.015308i,-0.032264+0.013936i,-0.025209+0.00032526i,-0.029515-0.0082205i,-0.035467-0.0029717i,-0.027674+0.01086i,-0.0085934+0.022432i,0.0081315+0.024259i,0.010062+0.018482i,-0.00030019+0.011563i,-0.0088624+0.0088642i,-0.008112+0.006725i
-0.013063+0.018901i,-0.041385+0.050265i,-0.088097+0.082782i,-0.10892+0.10677i,-0.068146+0.14103i,-0.028402+0.17652i,-0.030379+0.18064i,-0.042976+0.1385i,-0.041782+0.076527i,-0.024271+0.032902i,0.0021072+0.012679i,0.024305+0.0023421i,0.030523+0.00026791i,0.029588+0.0051539i,0.034045+0.0086356i,0.0396+0.0050029i,0.03516-0.0058351i,0.021094-0.01766i,0.0081085-0.021549i,0.0024926-0.018256i,0.0014114-0.012952i,0.0022493-0.0095088i,0.0026569-0.0095449i
0.035689-0.015321i,0.098005-0.030663i,0.1766-0.039189i,0.20016-0.050709i,0.1455-0.095955i,0.078717-0.14224i,0.057838-0.14119i,0.064172-0.10035i,0.062569-0.058441i,0.043202-0.037102i,0.013097-0.030138i,-0.011464-0.026021i,-0.020328-0.023799i,-0.022893-0.023081i,-0.029804-0.020928i,-0.035228-0.015138i,-0.029336-0.0048994i,-0.013998+0.0044346i,-0.0020532+0.00894i,-0.0010606+0.011957i,-0.0036872+0.013262i,-0.005125+0.0082005i,-0.0085164-0.0012887i
-0.018866+0.010011i,-0.062672+0.018678i,-0.12445+0.016566i,-0.15354+0.0052632i,-0.13772+0.0091941i,-0.11657+0.024555i,-0.11261+0.013999i,-0.10687-0.0049236i,-0.082011-0.0020933i,-0.04463+0.007761i,-0.0045867+0.012943i,0.024226+0.014294i,0.030186+0.016205i,0.027532+0.020977i,0.030874+0.023663i,0.035465+0.019255i,0.032256+0.0063874i,0.01986-0.009685i,0.0058824-0.016861i,4.3505e-05-0.011843i,0.0037265-0.0046828i,0.0070457-0.00044201i,0.0050775+0.0036917i
